Orthogroup	Euclidium_syriacum	Camelina_sativa
OG0000069	ESY10_g15831_DN1_SP0_c0.t1	XP_010502444.1, XP_010474878.2
OG0000070	ESY10_g14297_DN3_SP0_c35.t1	XP_010458359.1, XP_010475885.1, XP_010490823.1
OG0000070	ESY3_g32095_DN2_SP0_c41.t1	XP_010425101.1, XP_010502325.1, XP_010514084.1, XP_010425103.1, XP_010506934.1, XP_010502326.1, XP_010514085.1
OG0000072	ESY9_g44874_DN3_SP0_c0.t1, ESY6_g47138_DN1_SP0_c0.t1, ESY21_g55397_DN2_SP0_c0.t1, ESY9_g44731_DN3_SP0_c0.t1	XP_010446292.1
OG0000073	ESY4_g22225_DN3_SP0_c0.t1, ESY3_g28765_DN1_SP0_c0.t1	XP_010513296.1, XP_019095488.1, XP_010424522.1, XP_019087245.1
OG0000075	ESY12_g52268_DN2_SP0_c19.t1	XP_010446508.1, XP_019087113.1, XP_010431932.1
OG0000075	ESY4_g26060_DN2_SP0_c0.t1, ESY4_g26061_DN3_SP0_c0.t1	XP_019100856.1
OG0000076	ESY4_g26855_DN3_SP0_c0.t1, ESY4_g26853_DN2_SP0_c0.t1	XP_019086777.1, XP_019088762.1, XP_010446406.1
OG0000076	ESY5_g5006_DN2_SP0_c0.t1, ESY4_g26296_DN3_SP0_c0.t1, ESY6_g50580_DN1_SP0_c0.t1	XP_010497340.1
OG0000076	ESY4_g25261_DN2_SP0_c0.t1	XP_010484798.1, XP_019097581.1, XP_010441689.1
OG0000079	ESY3_g28473_DN1_SP0_c0.t1	XP_010495654.1
OG0000079	ESY8_g59723_DN2_SP0_c0.t1	XP_010512845.1, XP_010415622.1, XP_019095296.1, XP_019090335.1, XP_019091163.1, XP_019082564.1, XP_019087463.1, XP_019093257.1, XP_010512724.1, XP_019100739.1, XP_019085561.1, XP_019099825.1, XP_019082800.1, XP_010455272.1, XP_010441029.1, XP_019092609.1, XP_010494915.2, XP_010495453.2, XP_010511426.1, XP_010494414.1
OG0000081	ESY3_g29563_DN2_SP0_c0.t1, ESY4_g22453_DN2_SP0_c7.t1	XP_010440978.1
OG0000081	ESY9_g44119_DN3_SP0_c0.t1, ESY7_g18625_DN3_SP0_c96.t1	XP_019082651.1, XP_019085368.1, XP_019086362.1, XP_010424661.1, XP_019091072.1, XP_019084275.1, XP_019096344.1, XP_019096335.1, XP_019082519.1, XP_019098295.1, XP_019099672.1, XP_019082727.1
OG0000082	ESY2_g37683_DN1_SP0_c0.t1, ESY4_g24411_DN1_SP0_c0.t1	XP_010510051.1, XP_010441532.1
OG0000082	ESY4_g23899_DN1_SP0_c0.t1	XP_010440137.1
OG0000082	ESY16_g62439_DN1_SP0_c0.t1, ESY2_g37207_DN1_SP0_c0.t1, ESY13_g57896_DN2_SP0_c0.t1, ESY24_g33022_DN1_SP0_c64.t1	XP_010438168.1
OG0000082	ESY3_g28725_DN2_SP0_c0.t1	XP_010446172.1, XP_010412616.1, XP_019096815.1, XP_010424226.1, XP_010473846.1, XP_010425644.1, XP_010468244.1, XP_010451150.1, XP_010478154.1, XP_010485018.1
OG0000082	ESY1_g8490_DN3_SP0_c0.t1, ESY5_g2616_DN3_SP0_c0.t1	XP_010419135.1, XP_010511191.1
OG0000083	ESY1_g7742_DN2_SP0_c0.t1	XP_010445965.1
OG0000083	ESY1_g9555_DN3_SP0_c0.t1, ESY1_g9528_DN2_SP0_c100.t1, ESY4_g22995_DN2_SP0_c100.t1	XP_010468473.1
OG0000084	ESY10_g15253_DN1_SP0_c0.t1	XP_010497249.1, XP_010436593.1, XP_010419979.1
OG0000084	ESY14_g20372_DN1_SP0_c0.t1	XP_010424513.1, XP_010431011.1
OG0000086	ESY10_g14581_DN2_SP0_c0.t1, ESY12_g50856_DN3_SP0_c0.t1	XP_010451724.1, XP_010445575.1
OG0000086	ESY10_g14582_DN1_SP0_c0.t1	XP_010435701.1
OG0000086	ESY7_g19367_DN1_SP0_c0.t1, ESY9_g43340_DN2_SP0_c0.t1, ESY9_g43341_DN3_SP0_c0.t1, ESY7_g19406_DN2_SP0_c0.t1, ESY7_g19368_DN2_SP0_c0.t1	XP_010445581.1, XP_010451914.1
OG0000086	ESY2_g35232_DN2_SP0_c0.t1	XP_019093553.1, XP_010511492.1, XP_010415205.1, XP_010496730.1
OG0000089	ESY6_g50131_DN3_SP8_c0.t1	XP_010421190.1, XP_010454670.1
OG0000089	ESY8_g58764_DN3_SP8_c0.t1, ESY8_g58767_DN3_SP0_c0.t1, ESY8_g58770_DN3_SP0_c0.t1	XP_010469941.1, XP_010414372.1, XP_010510475.1
OG0000089	ESY7_g18326_DN3_SP8_c0.t1	XP_010419814.1, XP_010491982.1, XP_010453291.1
OG0000089	ESY7_g16559_DN3_SP8_c0.t1	XP_010494444.1
OG0000089	ESY9_g43361_DN3_SP8_c0.t1	XP_010434259.1, XP_010439552.1, XP_010449142.1
OG0000089	ESY5_g3995_DN3_SP3_c0.t1	XP_010459680.1, XP_010498429.1, XP_010477226.1
OG0000089	ESY2_g34829_DN3_SP8_c0.t1	XP_010416482.1, XP_010471708.1
OG0000090	ESY4_g22476_DN1_SP0_c0.t1, ESY1_g10304_DN2_SP0_c0.t1, ESY9_g44839_DN1_SP0_c0.t1, ESY15_g64509_DN2_SP0_c0.t1, ESY4_g22477_DN2_SP0_c0.t1, ESY4_g26657_DN1_SP0_c0.t1	XP_019085398.1, XP_010480749.1
OG0000090	ESY26_g42317_DN1_SP0_c0.t1, ESY3_g30048_DN2_SP0_c0.t1, ESY2_g35989_DN3_SP0_c0.t1, ESY7_g17919_DN1_SP0_c0.t1, ESY6_g48406_DN3_SP0_c0.t1, ESY4_g24790_DN3_SP0_c0.t1, ESY6_g47216_DN3_SP0_c0.t1, ESY1_g12432_DN3_SP0_c0.t1, ESY2_g36671_DN2_SP0_c0.t1, ESY1_g7918_DN1_SP0_c0.t1, ESY8_g60387_DN3_SP0_c0.t1	XP_010513380.1, XP_010451695.1, XP_010468565.1
OG0000090	ESY5_g1685_DN1_SP0_c0.t1, ESY6_g49736_DN3_SP0_c0.t1, ESY7_g18543_DN2_SP0_c0.t1	XP_010468649.1, XP_010513220.1, XP_010413079.1, XP_010446284.1
OG0000095	ESY3_g31037_DN3_SP0_c0.t1, ESY3_g31041_DN2_SP0_c0.t1	XP_010472486.1, XP_010429460.1, XP_010417233.1
OG0000095	ESY7_g17177_DN3_SP0_c0.t1	XP_010429463.1
OG0000096	ESY3_g29685_DN2_SP0_c0.t1	XP_010431195.1, XP_019099139.1, XP_010507362.2, XP_010412683.1
OG0000098	ESY7_g16092_DN2_SP0_c0.t1, ESY7_g16160_DN2_SP0_c0.t1, ESY6_g50064_DN2_SP0_c0.t1, ESY5_g5060_DN3_SP0_c0.t1	XP_010490184.1, XP_010412745.2, XP_010468531.1, XP_019092314.1
OG0000098	ESY7_g18472_DN3_SP0_c0.t1	XP_010497135.2
OG0000098	ESY11_g53834_DN2_SP0_c0.t1	XP_010431735.1
OG0000098	ESY8_g58377_DN1_SP0_c0.t1, ESY8_g58376_DN2_SP0_c0.t1, ESY16_g62256_DN3_SP0_c0.t1, ESY8_g58375_DN1_SP0_c0.t1	XP_010467233.1, XP_010517498.1, XP_010488871.1, XP_010490218.1
OG0000098	ESY9_g43933_DN2_SP0_c0.t1, ESY1_g10333_DN2_SP0_c0.t1, ESY7_g17569_DN3_SP0_c0.t1	XP_010460514.1, XP_010478092.1, XP_019091057.1, XP_010499238.1
OG0000098	ESY11_g53833_DN2_SP0_c0.t1	XP_010454853.1, XP_010499626.1, XP_010499628.1
OG0000100	ESY1_g11939_DN1_SP0_c0.t1	XP_019082762.1, XP_010418181.1, XP_019085239.1, XP_010418428.1, XP_010511292.1, XP_010480259.1, XP_010496571.1, XP_010430481.1, XP_019085241.1, XP_010435135.1, XP_010440468.1, XP_019083692.1, XP_010473654.1, XP_010414947.1, XP_019083686.1, XP_010482143.1, XP_010418223.1, XP_019093426.1, XP_019083712.1, XP_010430500.1, XP_010430284.1, XP_010473633.2
OG0000101	ESY13_g57677_DN1_SP0_c0.t1	XP_019096513.1, XP_010435359.1, XP_019083654.1, XP_019099713.1, XP_019084377.1, XP_010426130.1, XP_010513534.1, XP_019095473.1, XP_019084297.1, XP_019096310.1, XP_019100867.1, XP_010468539.2, XP_019091545.1, XP_019092371.1, XP_010473942.1, XP_019084640.1, XP_010513568.1, XP_010484883.1, XP_019092299.1, XP_019096514.1, XP_019087592.1, XP_010496858.1, XP_010425229.1, XP_010430917.1, XP_010430907.1, XP_019085581.1, XP_010430867.1, XP_010424201.1, XP_019099915.1
OG0000102	ESY7_g16540_DN3_SP0_c0.t1, ESY7_g16444_DN3_SP0_c0.t1, ESY7_g16443_DN3_SP0_c0.t1	XP_010424624.1, XP_010467516.1
OG0000102	ESY7_g16539_DN1_SP0_c0.t1, ESY7_g16475_DN3_SP0_c0.t1, ESY7_g16538_DN2_SP0_c0.t1, ESY6_g49637_DN2_SP0_c0.t1	XP_010451732.1
OG0000102	ESY7_g16536_DN3_SP0_c0.t1	XP_010431256.1, XP_010422442.1, XP_010430852.2
OG0000102	ESY7_g16537_DN2_SP0_c0.t1	XP_019084229.1, XP_019090199.1, XP_019090267.1
OG0000105	ESY16_g61595_DN1_SP0_c0.t1	XP_010434743.1, XP_019086258.1
OG0000105	ESY14_g20044_DN3_SP0_c0.t1	XP_010484861.1
OG0000107	ESY4_g23035_DN3_SP0_c29.t1	XP_019093535.1, XP_010417843.1, XP_010473089.1, XP_010451503.1, XP_010434998.1, XP_010508531.1, XP_010466194.1, XP_010468313.1, XP_019096413.1, XP_010487979.1, XP_010508519.1, XP_010466192.1, XP_010487974.1, XP_010466183.1, XP_010508469.1, XP_010468312.1, XP_010466304.1, XP_010422712.1, XP_010456149.1, XP_010467059.1, XP_010434996.1, XP_010440318.1, XP_010449948.1, XP_010494611.1, XP_019083601.1, XP_010425701.1, XP_010514626.1, XP_010507118.2, XP_010466191.1, XP_019096971.1, XP_010508508.1, XP_010508486.1, XP_010466190.2, XP_019096974.1
OG0000109	ESY9_g44457_DN2_SP0_c0.t1	XP_019097510.1
OG0000109	ESY26_g42254_DN3_SP0_c0.t1, ESY15_g65580_DN3_SP0_c0.t1	XP_010431026.1, XP_010518462.1, XP_019097833.1, XP_010468511.1, XP_010424456.1, XP_019086540.1, XP_019098111.1, XP_019090345.1, XP_010421088.1, XP_019093688.1, XP_010496614.1, XP_010431325.1, XP_019093303.1, XP_010513333.1, XP_010484918.1, XP_010436696.1, XP_019098356.1, XP_019101294.1, XP_010445263.1, XP_019089175.1, XP_019097535.1, XP_019101047.1, XP_010480982.1, XP_019089388.1, XP_010480771.1, XP_019092259.1, XP_019099613.1, XP_019094608.1, XP_019085388.1, XP_019082981.1, XP_010480955.1, XP_019089441.1, XP_019089444.1, XP_019097842.1, XP_010498960.2, XP_019087491.1, XP_019092555.1, XP_019094512.1, XP_019098282.1, XP_019085117.1, XP_010468370.1, XP_010455605.1, XP_019087456.1, XP_010514808.1, XP_010467138.1, XP_010419836.1, XP_010445669.1, XP_010501700.1, XP_019099565.1
OG0000110	ESY9_g43985_DN3_SP0_c0.t1	XP_019099724.1
OG0000110	ESY22_g40730_DN3_SP0_c0.t1, ESY13_g56185_DN2_SP0_c0.t1, ESY6_g47757_DN3_SP0_c0.t1, ESY22_g40729_DN3_SP0_c0.t1	XP_019089268.1, XP_010484962.1, XP_019093274.1, XP_019098180.1, XP_019098181.1, XP_010424382.1, XP_010490057.1, XP_019084293.1, XP_019096534.1, XP_019094551.1, XP_010430690.1, XP_010451255.1, XP_010436550.1, XP_019085480.1, XP_019086281.1, XP_010431092.1, XP_019084311.1, XP_010463167.1
OG0000114	ESY1_g8939_DN3_SP0_c0.t1, ESY10_g13678_DN3_SP0_c0.t1, ESY7_g17909_DN3_SP0_c0.t1	XP_010440434.1
OG0000116	ESY13_g57384_DN2_SP0_c0.t1, ESY9_g43004_DN2_SP0_c0.t1, ESY2_g38543_DN3_SP0_c0.t1, ESY17_g39177_DN3_SP0_c0.t1, ESY1_g6907_DN3_SP0_c10.t1, ESY13_g57117_DN3_SP0_c0.t1	XP_010503464.1, XP_010494460.1
OG0000116	ESY11_g52731_DN3_SP0_c0.t1, ESY21_g55783_DN3_SP0_c0.t1, ESY17_g39178_DN3_SP0_c0.t1, ESY17_g40097_DN3_SP0_c0.t1, ESY3_g28062_DN3_SP0_c0.t1	XP_010511835.1
OG0000116	ESY12_g51236_DN3_SP0_c0.t1	XP_019091966.1, XP_010435093.1
OG0000116	ESY6_g46511_DN2_SP0_c13.t1, ESY8_g59869_DN2_SP0_c0.t1	XP_010461346.1
OG0000117	ESY11_g54277_DN1_SP0_c0.t1	XP_010477662.1, XP_019099169.1
OG0000117	ESY5_g2024_DN3_SP0_c0.t1	XP_019099162.1, XP_019091039.1, XP_019094215.1, XP_010460137.1, XP_010477644.1, XP_019099163.1
OG0000117	ESY5_g2017_DN3_SP0_c0.t1, ESY5_g2014_DN3_SP0_c0.t1, ESY5_g5207_DN3_SP0_c0.t1, ESY5_g5208_DN3_SP0_c0.t1, ESY5_g5162_DN3_SP0_c0.t1	XP_019097190.1, XP_010498869.1, XP_010477651.1, XP_019099166.1
OG0000118	ESY3_g32354_DN2_SP0_c0.t1	XP_010512985.1, XP_019099766.1
OG0000118	ESY3_g32358_DN3_SP0_c0.t1	XP_010432526.1, XP_010437729.1, XP_010447206.1, XP_010415144.1, XP_010469874.2, XP_019088285.1
OG0000118	ESY5_g4943_DN1_SP0_c0.t1, ESY5_g4942_DN3_SP0_c0.t1, ESY11_g54074_DN3_SP0_c0.t1	XP_010417059.1, XP_010468394.1
OG0000118	ESY5_g4941_DN1_SP0_c0.t1, ESY12_g51410_DN2_SP0_c0.t1, ESY7_g18694_DN2_SP0_c0.t1, ESY5_g3801_DN1_SP0_c0.t1	XP_019092282.1, XP_010421925.1, XP_010490080.2
OG0000119	ESY6_g48890_DN2_SP0_c0.t1	XP_010477580.1, XP_010485250.1
OG0000119	ESY6_g48892_DN3_SP0_c5.t1, ESY9_g42653_DN3_SP0_c4.t1	XP_010485255.1, XP_010446216.1, XP_019086924.1
OG0000119	ESY1_g9438_DN3_SP0_c57.t1, ESY4_g24785_DN3_SP0_c0.t1	XP_010425977.1, XP_019099952.1
OG0000120	ESY5_g1991_DN1_SP0_c0.t1, ESY1_g9428_DN3_SP0_c0.t1, ESY1_g8024_DN2_SP0_c0.t1	XP_010430914.1, XP_010430913.1, XP_010430915.1, XP_010445836.1, XP_010484949.1, XP_010474075.2, XP_010495597.1, XP_010418921.2, XP_010456817.1, XP_010456635.1
OG0000120	ESY1_g8023_DN1_SP0_c0.t1	XP_010507403.1, XP_010484881.1
OG0000122	ESY3_g30972_DN2_SP0_c0.t1	XP_010480833.1
OG0000122	ESY3_g30973_DN3_SP0_c0.t1, ESY10_g14968_DN3_SP0_c0.t1, ESY20_g12804_DN3_SP0_c0.t1	XP_010476598.1, XP_010476587.1, XP_010485173.1, XP_010476564.1, XP_019095864.1, XP_019088401.1
OG0000122	ESY18_g63392_DN1_SP0_c0.t1	XP_019088446.1, XP_019094485.1, XP_010446145.1, XP_010474623.1
OG0000122	ESY6_g48225_DN3_SP0_c0.t1, ESY5_g1857_DN3_SP0_c0.t1	XP_019086738.1, XP_010483110.1
OG0000122	ESY6_g48231_DN2_SP0_c0.t1, ESY6_g48203_DN3_SP0_c0.t1, ESY2_g33718_DN3_SP0_c0.t1, ESY4_g25959_DN3_SP0_c0.t1, ESY10_g15010_DN3_SP0_c0.t1	XP_010501782.1
OG0000122	ESY2_g36290_DN3_SP0_c0.t1	XP_010463198.1, XP_019094537.1
OG0000123	ESY1_g10062_DN3_SP0_c100.t1, ESY1_g10061_DN3_SP0_c100.t1, ESY6_g49574_DN2_SP0_c100.t1	XP_010446225.1, XP_010485270.1, XP_010477704.1, XP_019085532.1, XP_010442592.1, XP_019098927.1, XP_019094596.1, XP_019095333.1, XP_019094654.1, XP_019090801.1, XP_019094655.1, XP_010480410.1, XP_019093284.1, XP_019093183.1, XP_010477725.1, XP_019093463.1, XP_019100892.1, XP_019093286.1, XP_010511364.1, XP_019100893.1, XP_019082598.1, XP_019086942.1, XP_019095670.1
OG0000125	ESY8_g58834_DN3_SP0_c19.t1	XP_010510549.1, XP_010414453.2, XP_010473989.1
OG0000125	ESY2_g37202_DN3_SP0_c14.t1	XP_010500450.1, XP_010481036.2
OG0000127	ESY6_g48978_DN3_SP0_c0.t1, ESY6_g48979_DN3_SP0_c0.t1	XP_010421087.1, XP_010454568.1, XP_010493386.1
OG0000127	ESY3_g30941_DN1_SP0_c0.t1, ESY3_g30943_DN3_SP0_c0.t1, ESY1_g11076_DN3_SP0_c0.t1	XP_010504134.1, XP_010515863.1, XP_010427020.1
OG0000127	ESY1_g11079_DN3_SP0_c0.t1	XP_010505335.1, XP_010509330.1, XP_010452101.1, XP_010423847.1, XP_010490718.1, XP_010464595.1, XP_010473505.1, XP_010486520.1
OG0000127	ESY6_g48851_DN3_SP0_c0.t1	XP_010443777.1, XP_010455739.1, XP_010483639.1, XP_010503210.1
OG0000128	ESY1_g11245_DN1_SP0_c0.t1	XP_019101070.1, XP_010473837.1, XP_019100976.1, XP_010512175.1, XP_010413723.1, XP_010413725.1, XP_010469329.1, XP_019082940.1, XP_019093545.1, XP_019101065.1, XP_010512157.1, XP_010413724.1, XP_019087631.1, XP_019101672.1, XP_010469324.1, XP_010512155.1, XP_010469325.1, XP_010435188.1, XP_010450107.1, XP_010512148.1
OG0000129	ESY2_g34340_DN2_SP0_c0.t1	XP_019098467.1
OG0000129	ESY6_g49428_DN3_SP0_c0.t1	XP_010500848.1, XP_019091952.1, XP_019095938.1, XP_019093450.1, XP_019087008.1, XP_010483885.1, XP_019086961.1, XP_010457940.1, XP_010457951.1, XP_019096086.1, XP_019083613.1, XP_010513305.1, XP_010510750.1, XP_019093846.1
OG0000130	ESY1_g9827_DN1_SP0_c0.t1	XP_019099640.1, XP_010424169.1, XP_010445343.2, XP_010456748.1, XP_010422447.2, XP_019089262.1, XP_019093309.1, XP_010431104.1, XP_019087569.1, XP_010463382.1, XP_010419307.1, XP_010501862.1, XP_010462877.1, XP_010430818.1, XP_010418521.1
OG0000130	ESY23_g219_DN2_SP0_c0.t1	XP_019087334.1, XP_019086307.1, XP_019092288.1, XP_010456882.1, XP_019089170.1
OG0000136	ESY10_g13998_DN2_SP0_c0.t1, ESY9_g45027_DN2_SP0_c0.t1	XP_010463070.1, XP_010424514.1, XP_010481219.1, XP_010456454.1, XP_019089179.1
OG0000137	ESY1_g10590_DN2_SP0_c0.t1, ESY6_g48021_DN2_SP0_c38.t1	XP_010449511.1, XP_010443159.1, XP_010482977.1
OG0000140	ESY10_g15894_DN2_SP0_c0.t1	XP_010501556.1, XP_010436519.1, XP_019086253.1, XP_010493746.1, XP_010493744.1, XP_010503049.1, XP_010415262.1, XP_019096790.1, XP_010426758.1, XP_010451902.1, XP_010507487.1, XP_010421794.1
OG0000141	ESY5_g3820_DN1_SP0_c0.t1	XP_010476200.2
OG0000141	ESY5_g3778_DN2_SP0_c0.t1	XP_010476182.1, XP_019091459.1
OG0000141	ESY5_g3790_DN3_SP0_c0.t1, ESY8_g59143_DN2_SP0_c0.t1	XP_010476199.2
OG0000141	ESY2_g33647_DN2_SP0_c0.t1, ESY2_g33651_DN2_SP0_c0.t1	XP_010418252.1, XP_010418251.1, XP_010473486.1, XP_010430326.1, XP_010430323.1, XP_010430322.1, XP_010473480.1
OG0000148	ESY8_g58470_DN2_SP0_c0.t1	XP_010479176.1, XP_019091126.1, XP_010463252.1, XP_019098989.1, XP_010486624.1, XP_010464693.1
OG0000148	ESY6_g48422_DN3_SP0_c0.t1, ESY5_g4001_DN3_SP0_c14.t1	XP_019082655.1, XP_010431469.1
OG0000148	ESY3_g32181_DN3_SP0_c0.t1	XP_010431050.2, XP_010412597.1
OG0000148	ESY8_g58410_DN2_SP0_c0.t1	XP_010495264.1, XP_010495265.1, XP_010495267.1, XP_010495269.1, XP_019090062.1, XP_019083858.1, XP_010495266.1
OG0000150	ESY3_g27873_DN2_SP0_c0.t1	XP_010473931.1, XP_010501916.1, XP_019085689.1, XP_010496878.1, XP_010495867.1, XP_010481078.1, XP_010424525.1, XP_010480845.1, XP_010507268.1, XP_019098355.1, XP_019097474.1, XP_010473967.1, XP_010451831.1, XP_010448680.1, XP_010424606.1, XP_010451299.1, XP_010496984.1
OG0000151	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1	XP_010431371.1, XP_010427269.1, XP_010516068.1, XP_010504358.1, XP_010503151.1, XP_010430990.1, XP_010427259.1, XP_010504355.1, XP_010504354.1, XP_010516066.1, XP_010427258.1, XP_010517272.1, XP_010505600.1, XP_010509030.1, XP_010516065.1, XP_010504353.1, XP_010427257.1, XP_010427003.1, XP_010515843.1, XP_010504115.1, XP_010517003.1, XP_010505317.1, XP_010509348.1, XP_010453438.1, XP_010492119.1, XP_010419943.1
OG0000153	ESY18_g63267_DN3_SP0_c0.t1	XP_010469818.1, XP_010510314.1, XP_010510309.1, XP_010480220.1, XP_010510316.1, XP_010510310.1, XP_010469814.1
OG0000154	ESY16_g61942_DN3_SP0_c0.t1, ESY16_g61938_DN2_SP0_c0.t1, ESY2_g37486_DN2_SP0_c0.t1	XP_019094641.1, XP_010479548.1, XP_010500655.1, XP_010454099.1, XP_019084172.1, XP_010492860.1
OG0000154	ESY2_g37254_DN2_SP0_c0.t1	XP_010461930.1, XP_010479636.2
OG0000154	ESY2_g37383_DN3_SP0_c0.t1, ESY2_g37452_DN3_SP0_c0.t1	XP_019091311.1, XP_019094572.1
OG0000155	ESY2_g38672_DN2_SP0_c0.t1	XP_010462647.1
OG0000155	ESY27_g13431_DN1_SP0_c0.t1, ESY12_g51398_DN1_SP0_c0.t1	XP_019095254.1, XP_010497168.1, XP_019082687.1
OG0000155	ESY2_g33736_DN1_SP0_c0.t1, ESY5_g588_DN3_SP0_c0.t1, ESY3_g30556_DN1_SP0_c0.t1, ESY6_g48190_DN1_SP0_c0.t1	XP_010421838.2
OG0000155	ESY3_g28761_DN2_SP0_c0.t1, ESY4_g22227_DN1_SP0_c0.t1	XP_010488698.1
OG0000157	ESY5_g3516_DN1_SP0_c0.t1	XP_010501659.1
OG0000157	ESY7_g18190_DN2_SP0_c0.t1	XP_010463006.1, XP_010463018.1, XP_010480754.1, XP_010462997.1, XP_019095723.1, XP_010463004.1, XP_010478448.1, XP_010478447.1, XP_010480776.1
OG0000157	ESY6_g49737_DN2_SP0_c0.t1	XP_010431728.1
OG0000157	ESY7_g19603_DN2_SP0_c0.t1, ESY9_g42902_DN2_SP0_c0.t1	XP_019091026.1
OG0000158	ESY4_g26040_DN3_SP0_c0.t1, ESY7_g18054_DN3_SP0_c0.t1, ESY12_g51000_DN3_SP0_c0.t1, ESY4_g26330_DN1_SP0_c0.t1	XP_019098381.1, XP_010445231.1, XP_010436460.1
OG0000158	ESY4_g26326_DN2_SP0_c0.t1, ESY4_g26327_DN1_SP0_c0.t1, ESY8_g59062_DN2_SP0_c0.t1	XP_010424651.2, XP_010496484.1, XP_019086096.1, XP_010445060.1, XP_010467199.1
OG0000158	ESY4_g26329_DN2_SP0_c0.t1, ESY4_g26335_DN1_SP0_c0.t1, ESY4_g26332_DN3_SP0_c0.t1, ESY4_g26336_DN2_SP0_c0.t1, ESY4_g26041_DN2_SP0_c0.t1, ESY7_g18055_DN3_SP0_c0.t1	XP_010451022.1, XP_010451027.1
OG0000158	ESY6_g49100_DN2_SP0_c0.t1	XP_010419067.2
OG0000159	ESY9_g44960_DN3_SP0_c0.t1, ESY3_g27428_DN3_SP0_c0.t1	XP_010461147.1
OG0000159	ESY1_g10377_DN3_SP0_c0.t1	XP_010420750.2
OG0000159	ESY5_g2337_DN3_SP0_c0.t1	XP_019098313.1, XP_010511614.1, XP_010470593.1, XP_010451835.1, XP_010451618.1, XP_010485117.1
OG0000160	ESY11_g54431_DN3_SP8_c0.t1	XP_010414912.1
OG0000160	ESY4_g24538_DN3_SP0_c0.t1	XP_010451109.1, XP_010438207.1, XP_010433017.1
OG0000160	ESY6_g48428_DN3_SP8_c0.t1	XP_019095995.1, XP_010443420.1, XP_010452018.1
OG0000160	ESY19_g42179_DN3_SP8_c0.t1	XP_019102235.1, XP_010425792.1
OG0000160	ESY2_g36615_DN3_SP8_c6.t1	XP_010417678.1, XP_019093982.1
OG0000160	ESY8_g59421_DN3_SP7_c0.t1	XP_019094158.1, XP_010429432.1
OG0000161	ESY11_g54524_DN2_SP0_c0.t1	XP_010431163.1, XP_010480697.1, XP_010468663.1, XP_010468429.1, XP_010451623.1, XP_019083754.1, XP_019094390.1, XP_019097379.1, XP_010424555.1, XP_019100882.1, XP_019095604.1, XP_019087507.1, XP_019085658.1, XP_010441968.1, XP_010468675.1, XP_019089489.1, XP_010461558.1, XP_019094900.1, XP_019087661.1, XP_019093571.1, XP_010446428.1, XP_010448186.1, XP_019097312.1, XP_010487716.1, XP_010444892.1, XP_019091417.1, XP_019100078.1, XP_019097549.1, XP_010495558.1, XP_010478175.1
OG0000162	ESY20_g12799_DN3_SP0_c0.t1	XP_010418655.1, XP_010513083.1
OG0000162	ESY20_g12795_DN3_SP0_c0.t1	XP_010473861.1, XP_010418659.1, XP_010513090.1
OG0000162	ESY20_g12800_DN3_SP0_c0.t1	XP_010513089.1, XP_010513087.1, XP_010513088.1, XP_010513085.1, XP_010473860.1, XP_010418658.1
OG0000163	ESY10_g14513_DN2_SP0_c0.t1	XP_010431304.1, XP_010418610.1, XP_019094462.1, XP_019090236.1, XP_010430896.1, XP_010490049.1, XP_019090157.1, XP_019093237.1, XP_010474117.1, XP_010430984.1, XP_010475339.1, XP_010462812.1, XP_010489385.1, XP_010462887.1
OG0000164	ESY4_g22572_DN3_SP0_c0.t1	XP_010496220.1, XP_010495869.1, XP_010456768.1, XP_010506889.1, XP_010490389.1, XP_010506862.1, XP_019087546.1, XP_010480941.1, XP_010513381.1, XP_010518599.2, XP_010468593.1, XP_010468702.1, XP_010471048.1, XP_010448853.1, XP_010451717.1, XP_019100791.1, XP_010445532.1, XP_010431617.1
OG0000165	ESY11_g54874_DN3_SP0_c0.t1, ESY11_g54875_DN3_SP0_c0.t1	XP_019087994.1, XP_010435772.1, XP_010450891.1, XP_010493314.1, XP_010493375.1, XP_010511019.1, XP_010454546.1, XP_010454545.1, XP_010493374.1, XP_010454524.1, XP_010421072.1, XP_010454547.1, XP_010511017.1, XP_010494605.1, XP_010500453.1, XP_010500454.1, XP_010500452.1, XP_010479337.1, XP_010461707.1, XP_010434541.1, XP_010422126.1, XP_010486761.1, XP_019098727.1, XP_010464817.1, XP_010487733.1, XP_010470139.1, XP_010414591.1, XP_010414592.1, XP_010510752.1, XP_010510688.1, XP_010510689.1, XP_010441528.1, XP_019097673.1, XP_010464816.1, XP_010488086.1, XP_010467683.1, XP_010455585.1, XP_010429492.1, XP_010497015.1, XP_010426909.1, XP_010472207.1, XP_019083121.1, XP_010440939.1, XP_010440938.1, XP_010440940.1, XP_010440941.1, XP_010450815.1, XP_010440789.1, XP_010435746.1, XP_010440937.1, XP_010450922.1, XP_010414717.1, XP_010512374.2, XP_010511055.1, XP_010470239.1, XP_010414719.1, XP_010511058.1, XP_010470232.1, XP_010512185.1, XP_010462617.1, XP_010511052.1, XP_010470234.1, XP_010511054.1, XP_010510827.1, XP_010414716.1
OG0000166	ESY16_g62261_DN3_SP0_c0.t1	XP_019082671.1
OG0000166	ESY5_g5232_DN3_SP0_c0.t1	XP_010416258.1
OG0000166	ESY4_g24375_DN3_SP0_c0.t1, ESY2_g34111_DN3_SP0_c10.t1	XP_010513413.2
