Orthogroup	Euclidium_syriacum	Brassica_rapa
OG0000098	ESY9_g43933_DN2_SP0_c0.t1, ESY1_g10333_DN2_SP0_c0.t1, ESY7_g17569_DN3_SP0_c0.t1	XP_009150964.1, XP_009130073.1
OG0000100	ESY1_g11939_DN1_SP0_c0.t1	XP_009113265.2, XP_009140612.2, XP_018509586.1, XP_018513710.2, XP_033135340.1, XP_033135321.1, XP_033135318.1, XP_009112782.1
OG0000101	ESY13_g57677_DN1_SP0_c0.t1	XP_009108043.1, XP_033129024.1, XP_033129539.1, XP_033135654.1, XP_009123725.2, XP_033143361.1, XP_033133927.1, XP_033145957.1, XP_033146383.1, XP_033140589.1, XP_033145942.1, XP_033134398.1, XP_033133647.1, XP_033135195.1
OG0000102	ESY7_g16536_DN3_SP0_c0.t1	XP_009121666.1
OG0000102	ESY7_g16537_DN2_SP0_c0.t1	XP_033136290.1, XP_033140146.1
OG0000107	ESY4_g23035_DN3_SP0_c29.t1	XP_033142150.1, XP_018513496.2, XP_033131954.1, XP_009113964.1, XP_018514730.2, XP_009140112.1, XP_033142636.1, XP_033147102.1, XP_009145683.1, XP_009136238.1, XP_009145675.1, XP_009111243.1, XP_009107347.1, XP_009117328.1
OG0000109	ESY9_g44457_DN2_SP0_c0.t1	XP_018511390.2, XP_033129946.1, XP_033140615.1, XP_033134038.1
OG0000109	ESY26_g42254_DN3_SP0_c0.t1, ESY15_g65580_DN3_SP0_c0.t1	XP_033129717.1, XP_033139404.1, XP_033133988.1, XP_033135850.1, XP_033142467.1, XP_033139430.1, XP_033138987.1, XP_033134841.1
OG0000110	ESY9_g43985_DN3_SP0_c0.t1	XP_033143194.1, XP_033144149.1, XP_033135355.1, XP_033142711.1, XP_033140785.1, XP_009119775.3, XP_033143375.1, XP_033148618.1, XP_033148616.1, XP_033147279.1, XP_018512940.2, XP_033143619.1, XP_033138831.1, XP_033148565.1
OG0000110	ESY6_g47757_DN3_SP0_c0.t1, ESY22_g40729_DN3_SP0_c0.t1	XP_033147814.1
OG0000114	ESY1_g8019_DN3_SP0_c0.t1, ESY1_g9122_DN3_SP0_c0.t1, ESY3_g29866_DN2_SP0_c0.t1, ESY1_g6559_DN2_SP0_c10.t1, ESY1_g8020_DN3_SP0_c0.t1, ESY12_g51930_DN3_SP0_c0.t1, ESY1_g11590_DN2_SP0_c0.t1, ESY2_g38712_DN2_SP0_c0.t1	XP_033145921.1
OG0000116	ESY13_g57384_DN2_SP0_c0.t1, ESY9_g43004_DN2_SP0_c0.t1, ESY2_g38543_DN3_SP0_c0.t1, ESY17_g39177_DN3_SP0_c0.t1, ESY1_g6907_DN3_SP0_c10.t1, ESY13_g57117_DN3_SP0_c0.t1	XP_033143201.1, XP_009115039.1, XP_009137034.2, XP_033132498.1, XP_033135118.1, XP_033134167.1, XP_009134460.2, XP_009122979.1, XP_033135204.1, XP_033137857.1, XP_018510163.1, XP_018509848.2, XP_018511518.1, XP_018512844.2, XP_033134594.1
OG0000116	ESY11_g52731_DN3_SP0_c0.t1, ESY21_g55783_DN3_SP0_c0.t1, ESY17_g39178_DN3_SP0_c0.t1, ESY17_g40097_DN3_SP0_c0.t1, ESY3_g28062_DN3_SP0_c0.t1	XP_009115537.1
OG0000117	ESY11_g54277_DN1_SP0_c0.t1	XP_009115511.1
OG0000117	ESY5_g2024_DN3_SP0_c0.t1	XP_033135734.1, XP_009115048.1, XP_009115516.1
OG0000118	ESY3_g32056_DN2_SP0_c0.t1, ESY3_g32354_DN2_SP0_c0.t1	XP_009113644.3, XP_009115539.2, XP_033135170.1, XP_033135169.1, XP_033135012.1, XP_009135990.1, XP_033135900.1
OG0000118	ESY5_g4941_DN1_SP0_c0.t1, ESY12_g51410_DN2_SP0_c0.t1, ESY7_g18694_DN2_SP0_c0.t1, ESY5_g3801_DN1_SP0_c0.t1	XP_033143226.1
OG0000119	ESY1_g12226_DN2_SP0_c73.t1, ESY3_g32436_DN2_SP0_c0.t1	XP_033138816.1
OG0000119	ESY6_g48892_DN3_SP0_c5.t1, ESY9_g42653_DN3_SP0_c4.t1	XP_033138803.1
OG0000119	ESY1_g9438_DN3_SP0_c57.t1, ESY4_g24785_DN3_SP0_c0.t1	XP_009102480.1
OG0000120	ESY1_g9428_DN3_SP0_c0.t1	XP_009101979.1
OG0000120	ESY1_g8023_DN1_SP0_c0.t1	XP_033148497.1, XP_033131093.1, XP_033148614.1, XP_033148593.1, XP_009121383.1, XP_033148541.1, XP_009123429.1
OG0000122	ESY6_g48222_DN3_SP0_c0.t1	XP_018512817.1
OG0000122	ESY6_g48203_DN3_SP0_c0.t1, ESY2_g33718_DN3_SP0_c0.t1	XP_033142107.1
OG0000122	ESY10_g15010_DN3_SP0_c0.t1	XP_009132310.1, XP_033144567.1
OG0000122	ESY2_g36290_DN3_SP0_c0.t1	XP_033142009.1, XP_018512820.2
OG0000123	ESY1_g10062_DN3_SP0_c100.t1, ESY1_g10061_DN3_SP0_c100.t1, ESY6_g49574_DN2_SP0_c100.t1	XP_033133176.1, XP_033133177.1, XP_033132773.1, XP_033132770.1, XP_033132771.1, XP_033132772.1, XP_033132774.1, XP_033133179.1, XP_033133178.1, XP_009132628.1, XP_033142284.1
OG0000125	ESY8_g58834_DN3_SP0_c19.t1	XP_033145187.1, XP_033131572.1
OG0000125	ESY2_g37202_DN3_SP0_c14.t1	XP_033146903.1
OG0000125	ESY1_g12339_DN3_SP0_c5.t1	XP_009144873.1
OG0000127	ESY6_g48978_DN3_SP0_c0.t1, ESY6_g48979_DN3_SP0_c0.t1	XP_009120626.1, XP_009131894.1
OG0000127	ESY3_g30941_DN1_SP0_c0.t1	XP_009103877.2
OG0000127	ESY3_g30943_DN3_SP0_c0.t1, ESY1_g11076_DN3_SP0_c0.t1	XP_009139383.1, XP_009116061.1
OG0000127	ESY6_g48851_DN3_SP0_c0.t1	XP_009120513.1
OG0000128	ESY1_g11245_DN1_SP0_c0.t1	XP_009104190.1, XP_009116586.2, XP_033134415.1, XP_033134414.1, XP_033130960.1, XP_009116587.1, XP_018508692.1, XP_009104193.2
OG0000129	ESY2_g34340_DN2_SP0_c0.t1, ESY7_g18677_DN3_SP0_c0.t1, ESY9_g43047_DN3_SP0_c0.t1, ESY9_g43049_DN3_SP0_c0.t1	XP_033146831.1, XP_033146830.1
OG0000129	ESY7_g19441_DN3_SP0_c0.t1, ESY7_g19438_DN2_SP0_c0.t1	XP_033145048.1
OG0000129	ESY6_g49428_DN3_SP0_c0.t1	XP_009130179.2, XP_009130183.1
OG0000130	ESY1_g9827_DN1_SP0_c0.t1	XP_009124883.1, XP_033147807.1
OG0000130	ESY23_g219_DN2_SP0_c0.t1	XP_033138183.1, XP_033138416.1, XP_009107043.1, XP_033130441.1
OG0000136	ESY9_g45027_DN2_SP0_c0.t1	XP_033133938.1
OG0000137	ESY1_g10590_DN2_SP0_c0.t1, ESY6_g48021_DN2_SP0_c38.t1	XP_033144579.1, XP_009127007.2, XP_033139637.1
OG0000137	ESY1_g10587_DN2_SP0_c0.t1	XP_009127057.1
OG0000140	ESY10_g15894_DN2_SP0_c0.t1	XP_018512005.1, XP_009145081.1, XP_009151510.2, XP_033143885.1, XP_033142513.1, XP_033133877.1, XP_009114858.1, XP_018513794.1, XP_009111975.1, XP_033143251.1, XP_033133624.1, XP_033142267.1
OG0000141	ESY5_g3820_DN1_SP0_c0.t1	XP_009148793.2
OG0000141	ESY5_g3778_DN2_SP0_c0.t1	XP_009118104.3
OG0000141	ESY5_g3790_DN3_SP0_c0.t1, ESY8_g59143_DN2_SP0_c0.t1	XP_009118092.2, XP_033134902.1
OG0000141	ESY2_g33647_DN2_SP0_c0.t1, ESY2_g33651_DN2_SP0_c0.t1	XP_009103983.2
OG0000148	ESY8_g58470_DN2_SP0_c0.t1	XP_033136081.1, XP_009145753.1, XP_009113058.1, XP_009124318.1
OG0000148	ESY5_g5279_DN1_SP0_c0.t1	XP_033144403.1, XP_009132885.2
OG0000148	ESY3_g32181_DN3_SP0_c0.t1	XP_033129328.1
OG0000148	ESY8_g58410_DN2_SP0_c0.t1	XP_033135481.1, XP_033133852.1
OG0000148	ESY2_g37391_DN2_SP0_c0.t1	XP_033129846.1
OG0000150	ESY3_g27873_DN2_SP0_c0.t1	XP_033138947.1, XP_033139363.1, XP_033139543.1, XP_033139216.1, XP_033139011.1, XP_033139341.1, XP_033139064.1, XP_033139506.1, XP_033148890.1, XP_033139372.1, XP_033139097.1, XP_033139062.1, XP_033139243.1, XP_033139213.1, XP_033139384.1, XP_033139288.1, XP_033139257.1, XP_033130109.1, XP_033139204.1, XP_033139206.1, XP_033139146.1, XP_033134685.1, XP_033139214.1, XP_033139170.1, XP_033138886.1, XP_033131597.1, XP_033132016.1, XP_033141145.1, XP_033138999.1, XP_033130754.1, XP_033146982.1, XP_033141929.1, XP_033139048.1, XP_033139149.1, XP_033139478.1, XP_033139494.1, XP_033139194.1, XP_033139164.1, XP_033138880.1, XP_033139010.1, XP_033139244.1, XP_033138885.1, XP_033138861.1, XP_033139381.1, XP_033139032.1, XP_033143333.1
OG0000151	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1	XP_033146516.1, XP_009139197.1, XP_009124228.1, XP_009116212.1, XP_009103951.1, XP_033146519.1, XP_009139199.2, XP_033148760.1, XP_009139200.1, XP_009141649.1, XP_009121752.1
OG0000153	ESY18_g63267_DN3_SP0_c0.t1	XP_009140992.3, XP_009140985.1, XP_033147950.1, XP_018514500.2
OG0000153	ESY5_g4518_DN3_SP0_c32.t1	XP_009118438.1
OG0000154	ESY16_g61942_DN3_SP0_c0.t1, ESY16_g61938_DN2_SP0_c0.t1, ESY2_g37486_DN2_SP0_c0.t1	XP_033129843.1
OG0000154	ESY2_g37254_DN2_SP0_c0.t1	XP_018515541.1
OG0000154	ESY2_g37384_DN3_SP0_c0.t1, ESY2_g37454_DN1_SP0_c0.t1, ESY2_g37458_DN2_SP0_c0.t1	XP_033132399.1, XP_033128688.1, XP_033128693.1
OG0000155	ESY2_g38672_DN2_SP0_c0.t1	XP_033145232.1
OG0000155	ESY2_g37015_DN1_SP0_c0.t1	XP_033137724.1, XP_018515086.1
OG0000155	ESY2_g33736_DN1_SP0_c0.t1, ESY5_g588_DN3_SP0_c0.t1, ESY3_g30556_DN1_SP0_c0.t1, ESY6_g48190_DN1_SP0_c0.t1	XP_033143356.1
OG0000155	ESY3_g28761_DN2_SP0_c0.t1, ESY4_g22227_DN1_SP0_c0.t1	XP_009106792.1
OG0000155	ESY5_g3385_DN3_SP0_c0.t1	XP_033148580.1
OG0000157	ESY16_g62073_DN3_SP0_c0.t1	XP_009102427.1, XP_033130592.1
OG0000157	ESY9_g42903_DN1_SP0_c0.t1	XP_033131848.1
OG0000158	ESY4_g26040_DN3_SP0_c0.t1, ESY7_g18054_DN3_SP0_c0.t1, ESY12_g51000_DN3_SP0_c0.t1, ESY4_g26330_DN1_SP0_c0.t1, ESY4_g26326_DN2_SP0_c0.t1, ESY4_g26327_DN1_SP0_c0.t1, ESY8_g59062_DN2_SP0_c0.t1	XP_033136525.1
OG0000158	ESY4_g26329_DN2_SP0_c0.t1, ESY4_g26335_DN1_SP0_c0.t1, ESY4_g26332_DN3_SP0_c0.t1, ESY4_g26336_DN2_SP0_c0.t1, ESY4_g26041_DN2_SP0_c0.t1, ESY7_g18055_DN3_SP0_c0.t1	XP_009104904.1
OG0000158	ESY6_g49100_DN2_SP0_c0.t1	XP_033141607.1
OG0000159	ESY5_g2337_DN3_SP0_c0.t1	XP_033130755.1, XP_033139533.1, XP_009115089.3, XP_033137203.1, XP_033128569.1, XP_033147093.1, XP_033136624.1, XP_033148101.1, XP_009144918.2, XP_033131816.1, XP_033133914.1, XP_033129350.1
OG0000160	ESY11_g54431_DN3_SP8_c0.t1	XP_009112568.1, XP_009102205.2
OG0000160	ESY4_g24538_DN3_SP0_c0.t1	XP_009137896.1, XP_009137895.2, XP_009128001.1, XP_009109000.1
OG0000160	ESY6_g48428_DN3_SP8_c0.t1	XP_033141904.1, XP_009120261.2
OG0000160	ESY19_g42179_DN3_SP8_c0.t1	XP_009128205.1
OG0000160	ESY2_g36615_DN3_SP8_c6.t1	XP_018508569.2, XP_009106729.2
OG0000160	ESY8_g59421_DN3_SP7_c0.t1	XP_009117122.1
OG0000161	ESY11_g54524_DN2_SP0_c0.t1	XP_033135408.1, XP_033145250.1, XP_018508038.2, XP_033137256.1, XP_033147297.1, XP_009106231.2, XP_009119135.2, XP_033137091.1, XP_033133352.1, XP_009117684.2, XP_033137116.1, XP_009138128.2, XP_018515327.2, XP_033135265.1, XP_009144129.1, XP_033138000.1, XP_033143489.1
OG0000162	ESY20_g12799_DN3_SP0_c0.t1	XP_009132915.1
OG0000162	ESY20_g12795_DN3_SP0_c0.t1	XP_009143883.1
OG0000163	ESY8_g60272_DN2_SP0_c0.t1	XP_033139285.1, XP_033146254.1, XP_009108251.2, XP_033131804.1, XP_033131809.1
OG0000163	ESY10_g14513_DN2_SP0_c0.t1	XP_033146993.1, XP_033139051.1, XP_033143261.1, XP_009116255.2, XP_033131808.1, XP_009123338.2, XP_009113507.1, XP_033129441.1, XP_033133991.1, XP_033147620.1, XP_033134223.1, XP_033131108.1, XP_033139571.1, XP_033129945.1, XP_033143385.1
OG0000164	ESY4_g22572_DN3_SP0_c0.t1	XP_033139112.1, XP_009123582.1, XP_033139417.1, XP_033139560.1, XP_033138953.1, XP_033138866.1, XP_033139496.1, XP_033139151.1, XP_033139320.1, XP_033139081.1, XP_033145169.1, XP_033134250.1, XP_033131895.1, XP_033133921.1, XP_033138766.1, XP_033138936.1, XP_033138913.1, XP_033139398.1, XP_033139091.1, XP_033139319.1, XP_033139082.1
OG0000165	ESY11_g54874_DN3_SP0_c0.t1, ESY11_g54875_DN3_SP0_c0.t1	XP_009127572.1, XP_009134335.1, XP_009135150.1
OG0000167	ESY2_g33553_DN2_SP0_c0.t1	XP_033147121.1, XP_033147470.1, XP_009102653.1, XP_009108226.2, XP_033142187.1, XP_009146095.2, XP_009146097.1, XP_033131842.1
OG0000169	ESY12_g51764_DN2_SP0_c0.t1, ESY12_g51769_DN2_SP0_c0.t1	XP_033132763.1
OG0000170	ESY7_g16345_DN2_SP0_c0.t1	XP_009143151.1, XP_009116769.1, XP_009138804.1, XP_009138803.1, XP_033146706.1, XP_018514087.1, XP_009142347.1, XP_009142348.1, XP_009102613.2, XP_018514178.1
OG0000171	ESY6_g47353_DN3_SP8_c0.t1	XP_009119874.1
OG0000171	ESY2_g33324_DN3_SP8_c0.t1	XP_009112816.1
OG0000171	ESY11_g53876_DN3_SP8_c0.t1	XP_009121200.1
OG0000171	ESY3_g30785_DN3_SP8_c0.t1, ESY3_g30787_DN3_SP0_c0.t1	XP_009123804.1, XP_009146989.1, XP_009135093.1
OG0000171	ESY4_g23864_DN3_SP6_c0.t1	XP_009109116.1, XP_009144093.1
OG0000172	ESY8_g59370_DN1_SP0_c0.t1, ESY3_g30908_DN2_SP0_c0.t1	XP_018513882.1, XP_009140415.1
OG0000173	ESY3_g28607_DN2_SP0_c0.t1	XP_033143369.1
OG0000173	ESY4_g25629_DN2_SP0_c19.t1	XP_009109432.1
OG0000173	ESY3_g31617_DN3_SP0_c0.t1	XP_033128749.1, XP_033129164.1
OG0000173	ESY4_g25827_DN2_SP0_c0.t1	XP_009138208.2
OG0000174	ESY11_g53584_DN1_SP0_c0.t1, ESY3_g28899_DN2_SP0_c0.t1, ESY4_g24612_DN2_SP0_c73.t1, ESY2_g38528_DN2_SP0_c0.t1, ESY19_g41722_DN3_SP0_c0.t1, ESY11_g53147_DN2_SP0_c3.t1	XP_009107416.1, XP_009139373.1, XP_009111365.1, XP_009123003.1, XP_009130013.1
OG0000177	ESY6_g48223_DN3_SP0_c93.t1	XP_033132885.1
OG0000177	ESY6_g48224_DN3_SP0_c0.t1, ESY1_g11446_DN3_SP0_c0.t1	XP_009110191.2
OG0000177	ESY1_g11444_DN3_SP0_c0.t1	XP_009149598.1, XP_009149599.2
OG0000177	ESY1_g11445_DN3_SP0_c0.t1	XP_009103301.1
OG0000177	ESY8_g59786_DN2_SP0_c0.t1	XP_009124585.1, XP_033147925.1
OG0000179	ESY2_g34066_DN3_SP0_c38.t1, ESY16_g61889_DN3_SP0_c12.t1, ESY2_g34050_DN2_SP0_c7.t1	XP_033143525.1
OG0000182	ESY1_g12359_DN3_SP0_c0.t1	XP_009116717.1
OG0000183	ESY2_g35240_DN3_SP8_c46.t1	XP_009105204.1
OG0000183	ESY6_g49123_DN3_SP5_c0.t1	XP_009131839.1, XP_009103571.1, XP_009120715.2, XP_033128873.1, XP_009126509.1
OG0000183	ESY1_g7203_DN3_SP0_c0.t1	XP_009140755.1
OG0000185	ESY7_g16549_DN3_SP0_c0.t1	XP_009122447.1
OG0000185	ESY2_g35404_DN3_SP0_c41.t1, ESY3_g29317_DN3_SP0_c0.t1	XP_009129754.1
OG0000185	ESY2_g36973_DN1_SP0_c0.t1, ESY5_g5330_DN3_SP0_c0.t1, ESY6_g47619_DN3_SP0_c0.t1	XP_033131868.1, XP_033132192.1
OG0000186	ESY3_g32370_DN2_SP0_c0.t1, ESY3_g32365_DN1_SP0_c79.t1	XP_009133030.1, XP_033142532.1, XP_009143662.1, XP_033146950.1
OG0000188	ESY3_g31964_DN2_SP0_c0.t1, ESY3_g31967_DN2_SP0_c0.t1	XP_033136263.1, XP_033135940.1, XP_033134665.1, XP_033135894.1, XP_009124984.2, XP_033137619.1, XP_033136539.1, XP_033147068.1, XP_033147041.1
OG0000189	ESY11_g53875_DN3_SP4_c0.t1	XP_009136330.1
OG0000189	ESY4_g25500_DN3_SP8_c0.t1	XP_009107160.1
OG0000189	ESY2_g34822_DN3_SP1_c0.t1	XP_009106240.1
OG0000189	ESY5_g3986_DN3_SP8_c0.t1	XP_009110241.1
OG0000191	ESY13_g57929_DN1_SP0_c0.t1, ESY21_g55511_DN2_SP0_c0.t1, ESY2_g37100_DN3_SP0_c0.t1, ESY7_g16167_DN1_SP0_c0.t1, ESY4_g25614_DN2_SP0_c66.t1, ESY9_g44026_DN2_SP0_c0.t1	XP_033133384.1, XP_033131339.1, XP_009110851.3, XP_033133909.1, XP_009123000.1, XP_033138772.1, XP_009114814.1, XP_018509101.1, XP_018509033.1, XP_033134390.1, XP_009138632.1, XP_009110955.2, XP_009138088.1
OG0000192	ESY11_g54789_DN1_SP0_c0.t1, ESY2_g37000_DN2_SP0_c0.t1, ESY2_g33644_DN3_SP0_c0.t1	XP_033135368.1, XP_033143576.1, XP_033143410.1
OG0000193	ESY11_g54357_DN1_SP0_c0.t1, ESY3_g29925_DN2_SP0_c0.t1	XP_033147857.1
OG0000194	ESY3_g28566_DN1_SP0_c0.t1	XP_033147366.1, XP_033131815.1, XP_033139172.1, XP_009123785.2
OG0000195	ESY3_g31987_DN1_SP0_c0.t1	XP_033143217.1
OG0000197	ESY9_g43011_DN2_SP0_c0.t1	XP_033133256.1
OG0000197	ESY9_g43009_DN3_SP0_c0.t1	XP_033133956.1
OG0000197	ESY9_g43010_DN3_SP0_c0.t1	XP_033138466.1
OG0000198	ESY7_g18205_DN3_SP0_c0.t1, ESY7_g18208_DN3_SP0_c0.t1	XP_009137379.1
OG0000199	ESY1_g12012_DN3_SP0_c0.t1	XP_009127652.1, XP_009108973.2, XP_009102300.2, XP_009108976.2
OG0000200	ESY7_g17041_DN3_SP0_c0.t1	XP_009109613.1
OG0000200	ESY7_g17038_DN2_SP0_c0.t1	XP_009109611.1
OG0000201	ESY15_g64746_DN1_SP0_c100.t1	XP_033138765.1, XP_033147942.1, XP_033130023.1
OG0000203	ESY1_g11505_DN3_SP0_c21.t1, ESY1_g11487_DN3_SP0_c0.t1, ESY1_g11510_DN3_SP0_c0.t1	XP_009104130.1
OG0000203	ESY1_g10742_DN3_SP0_c0.t1	XP_033131129.1
OG0000203	ESY16_g61546_DN3_SP0_c0.t1	XP_033136042.1, XP_009116516.1, XP_033136014.1
OG0000203	ESY1_g11462_DN3_SP0_c0.t1	XP_009138966.1, XP_009138965.1
OG0000203	ESY1_g11463_DN3_SP0_c0.t1	XP_009104131.1
OG0000205	ESY6_g47659_DN3_SP0_c30.t1	XP_033131805.1, XP_033131844.1, XP_033128516.1, XP_033138985.1
OG0000209	ESY7_g18015_DN2_SP0_c0.t1	XP_018509924.1, XP_033135419.1
OG0000209	ESY3_g31328_DN1_SP0_c0.t1	XP_009151204.1, XP_009151202.1
OG0000210	ESY1_g12080_DN3_SP0_c20.t1	XP_009138832.1, XP_033145512.1, XP_009138923.1
OG0000211	ESY4_g25962_DN1_SP0_c27.t1, ESY15_g65094_DN1_SP0_c0.t1	XP_033139360.1, XP_033130945.1
OG0000214	ESY5_g2296_DN2_SP0_c32.t1	XP_033146217.1
OG0000214	ESY3_g31880_DN1_SP0_c86.t1	XP_033134336.1
OG0000214	ESY8_g60621_DN1_SP0_c100.t1	XP_033146631.1
OG0000214	ESY26_g42374_DN2_SP0_c0.t1	XP_033142562.1, XP_033148612.1, XP_033134369.1, XP_018514436.2
OG0000215	ESY10_g15410_DN3_SP0_c0.t1	XP_009144753.2, XP_033143272.1, XP_018514409.1, XP_033139809.1, XP_033144986.1, XP_033139775.1, XP_033142243.1
OG0000216	ESY5_g2595_DN2_SP0_c6.t1	XP_033134839.1, XP_009144491.1, XP_033142073.1, XP_033142074.1, XP_009102525.1, XP_009116349.1, XP_033134160.1, XP_033141123.1, XP_033142084.1, XP_009135947.1
OG0000217	ESY3_g31541_DN3_SP0_c0.t1	XP_018512352.2, XP_018515310.1, XP_033133963.1, XP_033144439.1, XP_033146243.1, XP_009106964.1, XP_033136204.1, XP_033142373.1, XP_009113896.2, XP_033134849.1, XP_033131294.1, XP_018509984.2, XP_033144119.1, XP_018515056.1, XP_033131935.1, XP_009140906.1, XP_033134205.1, XP_033139703.1, XP_033134433.1, XP_033129515.1, XP_033142279.1, XP_009115925.1, XP_033137293.1, XP_033135361.1, XP_033135163.1, XP_009102346.2, XP_033128410.1
OG0000217	ESY3_g31542_DN3_SP0_c0.t1, ESY3_g31804_DN3_SP0_c0.t1, ESY15_g65699_DN3_SP0_c0.t1	XP_033139015.1, XP_033146174.1, XP_033146175.1, XP_009130020.2, XP_009102237.1, XP_018513055.1, XP_033148524.1, XP_033140413.1, XP_033140427.1, XP_009138163.1, XP_033132396.1, XP_033137006.1, XP_033143297.1, XP_033137024.1, XP_033146296.1, XP_033140874.1, XP_009129025.3, XP_033131450.1
OG0000218	ESY13_g56948_DN3_SP0_c0.t1, ESY2_g36496_DN3_SP0_c0.t1, ESY16_g61951_DN3_SP0_c0.t1, ESY8_g59313_DN3_SP0_c0.t1, ESY2_g37688_DN2_SP0_c0.t1, ESY6_g48234_DN3_SP0_c0.t1, ESY9_g42946_DN3_SP0_c0.t1, ESY11_g53736_DN3_SP0_c0.t1, ESY21_g55677_DN3_SP0_c0.t1, ESY8_g59253_DN3_SP0_c0.t1	XP_033140908.1, XP_033128986.1, XP_033128341.1, XP_033145478.1, XP_033132830.1, XP_033147130.1, XP_033135381.1, XP_033143910.1, XP_033128841.1, XP_033142916.1, XP_033140507.1, XP_033141210.1, XP_033132481.1, XP_033145416.1, XP_033144814.1, XP_033144660.1, XP_033134845.1, XP_033139777.1, XP_033143756.1, XP_033129757.1, XP_033132550.1, XP_033133825.1, XP_033136890.1, XP_033130804.1, XP_033138912.1, XP_033139114.1
OG0000219	ESY1_g12154_DN3_SP0_c0.t1, ESY2_g37088_DN2_SP0_c0.t1, ESY5_g4909_DN2_SP0_c59.t1	XP_033144576.1, XP_009145945.1
OG0000221	ESY17_g39316_DN3_SP0_c76.t1, ESY15_g65318_DN2_SP0_c0.t1	XP_033148014.1
OG0000222	ESY1_g7089_DN3_SP0_c0.t1	XP_033139261.1, XP_033139130.1, XP_033139238.1, XP_033139545.1, XP_033139482.1, XP_033139394.1, XP_033138944.1, XP_033139183.1, XP_033139474.1, XP_033139262.1
OG0000223	ESY6_g47580_DN2_SP0_c0.t1	XP_018515114.1, XP_033134360.1, XP_018514374.1, XP_033144296.1, XP_033130030.1, XP_018509844.1, XP_018513827.1
OG0000225	ESY2_g36146_DN3_SP0_c12.t1	XP_009106592.3
OG0000229	ESY1_g5643_DN2_SP0_c0.t1, ESY18_g63659_DN3_SP0_c28.t1	XP_009151331.2, XP_033145123.1, XP_033134005.1, XP_033141396.1
OG0000229	ESY1_g7176_DN1_SP0_c0.t1, ESY5_g764_DN1_SP0_c0.t1	XP_009113706.2
OG0000233	ESY7_g18557_DN2_SP0_c0.t1	XP_009122326.1, XP_033144505.1
OG0000233	ESY7_g18561_DN2_SP0_c0.t1, ESY7_g18558_DN2_SP0_c0.t1, ESY7_g18562_DN2_SP0_c0.t1	XP_018511882.1, XP_009125692.3, XP_033144506.1, NP_001288906.1
OG0000233	ESY9_g43229_DN2_SP0_c0.t1	XP_009122331.1, XP_009110375.3, XP_033139819.1
OG0000234	ESY7_g19409_DN2_SP0_c0.t1	XP_009132661.1
OG0000234	ESY7_g19410_DN2_SP0_c0.t1, ESY7_g19411_DN1_SP0_c0.t1	XP_009110744.2
OG0000235	ESY2_g34542_DN1_SP0_c0.t1	XP_033147349.1
OG0000235	ESY3_g30522_DN2_SP0_c0.t1, ESY7_g18869_DN2_SP0_c0.t1, ESY9_g42470_DN3_SP0_c0.t1	XP_033143279.1
OG0000236	ESY10_g15168_DN3_SP0_c0.t1	XP_033147566.1
OG0000236	ESY3_g31656_DN3_SP0_c0.t1	XP_033148569.1
OG0000236	ESY3_g28939_DN3_SP0_c0.t1	XP_009109227.1
OG0000236	ESY12_g52033_DN3_SP0_c0.t1	XP_033130268.1
OG0000237	ESY3_g28814_DN3_SP0_c0.t1	XP_009135819.1
OG0000237	ESY4_g24696_DN2_SP0_c0.t1	XP_033144214.1
OG0000238	ESY2_g35611_DN2_SP0_c39.t1	XP_033130552.1
OG0000238	ESY11_g54171_DN1_SP0_c9.t1	XP_009110123.1
OG0000238	ESY2_g38077_DN3_SP0_c0.t1	XP_009103193.1
OG0000239	ESY2_g35012_DN2_SP0_c0.t1	XP_009119791.1, XP_033129504.1, XP_033135978.1, XP_033130992.1, XP_033147475.1, XP_033147181.1, XP_018512190.2
OG0000241	ESY9_g43553_DN3_SP0_c0.t1	XP_009137217.1, XP_009135314.1
OG0000241	ESY9_g43563_DN3_SP0_c0.t1, ESY9_g43568_DN3_SP0_c0.t1	XP_009108531.1
OG0000241	ESY7_g16354_DN3_SP5_c0.t1	XP_009114544.1
OG0000241	ESY7_g16355_DN3_SP3_c0.t1	XP_009134322.1
OG0000242	ESY19_g41982_DN3_SP0_c33.t1, ESY19_g41981_DN2_SP0_c45.t1	XP_009144622.1, XP_009114607.1
OG0000242	ESY15_g64561_DN3_SP0_c0.t1, ESY10_g15359_DN3_SP0_c0.t1	XP_009151152.2, XP_033140482.1
OG0000243	ESY3_g29914_DN2_SP0_c0.t1, ESY3_g29916_DN2_SP0_c0.t1	XP_009109660.1, XP_009115233.1
OG0000244	ESY7_g16503_DN3_SP0_c20.t1, ESY7_g16510_DN3_SP0_c56.t1	XP_009114492.1, XP_009108752.1, XP_009111248.1, XP_009111247.1
OG0000245	ESY2_g38315_DN3_SP0_c0.t1	XP_033148198.1, XP_033147971.1, XP_033144131.1, XP_033133696.1, XP_033133396.1, XP_033136129.1, XP_033148073.1, XP_033148068.1, XP_033142141.1, XP_033131433.1, XP_033128276.1, XP_033139228.1, XP_033139409.1, XP_033139344.1, XP_018511352.1, XP_033139000.1, XP_033139486.1, XP_033139410.1
