Orthogroup	Euclidium_syriacum	Arabidopsis_arenosa
OG0000141	ESY2_g33647_DN2_SP0_c0.t1, ESY2_g33651_DN2_SP0_c0.t1	jg650, jg654, jg658, jg651, jg653
OG0000141	ESY6_g49757_DN3_SP0_c0.t1, ESY6_g49766_DN1_SP0_c0.t1, ESY6_g49768_DN3_SP0_c0.t1, ESY6_g49777_DN3_SP0_c0.t1, ESY6_g49767_DN3_SP0_c0.t1	jg23265
OG0000148	ESY8_g58470_DN2_SP0_c0.t1	jg32820, jg24959
OG0000148	ESY6_g48422_DN3_SP0_c0.t1, ESY5_g4001_DN3_SP0_c14.t1	jg461
OG0000148	ESY8_g58410_DN2_SP0_c0.t1	jg5636
OG0000148	ESY2_g37391_DN2_SP0_c0.t1	jg33224
OG0000151	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1	jg15451, jg15449, jg15448, jg19118, jg15447, jg15282, jg18884, jg5170
OG0000153	ESY18_g63267_DN3_SP0_c0.t1	jg18114
OG0000153	ESY5_g4518_DN3_SP0_c32.t1	jg29098
OG0000154	ESY16_g61942_DN3_SP0_c0.t1, ESY16_g61938_DN2_SP0_c0.t1, ESY2_g37486_DN2_SP0_c0.t1	jg33217, jg33218, jg5696, jg5697
OG0000154	ESY2_g37254_DN2_SP0_c0.t1	jg33219, jg33312
OG0000155	ESY3_g28761_DN2_SP0_c0.t1, ESY4_g22227_DN1_SP0_c0.t1	jg11573, jg32701, jg22135, jg26608
OG0000157	ESY5_g3516_DN1_SP0_c0.t1	jg31645
OG0000157	ESY6_g50353_DN1_SP0_c0.t1	jg31640
OG0000157	ESY3_g31914_DN1_SP0_c0.t1	jg31636, jg31639
OG0000157	ESY7_g19603_DN2_SP0_c0.t1, ESY9_g42902_DN2_SP0_c0.t1	jg31916
OG0000158	ESY4_g26326_DN2_SP0_c0.t1, ESY4_g26327_DN1_SP0_c0.t1, ESY8_g59062_DN2_SP0_c0.t1	jg8688
OG0000158	ESY4_g26329_DN2_SP0_c0.t1, ESY4_g26335_DN1_SP0_c0.t1, ESY4_g26332_DN3_SP0_c0.t1, ESY4_g26336_DN2_SP0_c0.t1, ESY4_g26041_DN2_SP0_c0.t1, ESY7_g18055_DN3_SP0_c0.t1	jg8653
OG0000159	ESY5_g2337_DN3_SP0_c0.t1	jg17431, jg6891
OG0000160	ESY11_g54431_DN3_SP8_c0.t1	jg28078
OG0000160	ESY4_g24538_DN3_SP0_c0.t1	jg9392
OG0000160	ESY6_g48428_DN3_SP8_c0.t1	jg22635
OG0000160	ESY19_g42179_DN3_SP8_c0.t1	jg13954
OG0000160	ESY2_g36615_DN3_SP8_c6.t1	jg3697
OG0000160	ESY8_g59421_DN3_SP7_c0.t1	jg16942
OG0000161	ESY11_g54524_DN2_SP0_c0.t1	jg6881, jg12949, jg10772, jg12951
OG0000162	ESY20_g12799_DN3_SP0_c0.t1	jg20943
OG0000162	ESY20_g12795_DN3_SP0_c0.t1	jg18404
OG0000162	ESY20_g12800_DN3_SP0_c0.t1	jg18412, jg18409, jg18408
OG0000163	ESY8_g60272_DN2_SP0_c0.t1	jg1575, jg27445
OG0000164	ESY4_g22572_DN3_SP0_c0.t1	jg6848, jg11792, jg7487, jg11793, jg27251, jg26448, jg6518, jg6519, jg27250, jg6850
OG0000165	ESY11_g54874_DN3_SP0_c0.t1, ESY11_g54875_DN3_SP0_c0.t1	jg12066
OG0000166	ESY6_g49239_DN3_SP0_c66.t1, ESY5_g5230_DN1_SP0_c0.t1, ESY2_g34940_DN2_SP0_c11.t1	jg21553
OG0000167	ESY2_g33553_DN2_SP0_c0.t1	jg26894, jg26893, jg26896, jg26901, jg7365, jg26298, jg26296, jg26297, jg26289, jg14328, jg14329, jg26290, jg26288, jg26294, jg26576, jg26577
OG0000169	ESY12_g51769_DN2_SP0_c0.t1	jg16764
OG0000170	ESY7_g16345_DN2_SP0_c0.t1	jg19952, jg16152, jg16151, jg19951, jg19948
OG0000171	ESY6_g47353_DN3_SP8_c0.t1	jg22050
OG0000171	ESY8_g60049_DN3_SP6_c0.t1	jg12793
OG0000171	ESY11_g53876_DN3_SP8_c0.t1	jg27769
OG0000171	ESY6_g48165_DN3_SP8_c0.t1	jg22463
OG0000171	ESY3_g30785_DN3_SP8_c0.t1, ESY3_g30787_DN3_SP0_c0.t1	jg24782
OG0000173	ESY4_g25629_DN2_SP0_c19.t1	jg8491, jg3298
OG0000174	ESY11_g53584_DN1_SP0_c0.t1, ESY3_g28899_DN2_SP0_c0.t1, ESY4_g24612_DN2_SP0_c73.t1, ESY2_g38528_DN2_SP0_c0.t1, ESY19_g41722_DN3_SP0_c0.t1, ESY11_g53147_DN2_SP0_c3.t1	jg21576, jg27974, jg7024, jg9836, jg1719, jg13725, jg20878, jg12954, jg1495, jg13634, jg13504
OG0000177	ESY8_g59786_DN2_SP0_c0.t1	jg3362
OG0000179	ESY2_g34066_DN3_SP0_c38.t1, ESY16_g61889_DN3_SP0_c12.t1, ESY2_g34050_DN2_SP0_c7.t1	jg1022
OG0000182	ESY1_g12359_DN3_SP0_c0.t1	jg31826, jg16158, jg16157
OG0000183	ESY2_g35240_DN3_SP8_c46.t1	jg2098, jg12245
OG0000183	ESY12_g51047_DN3_SP8_c0.t1	jg15648, jg15712, jg19387
OG0000183	ESY8_g59101_DN3_SP5_c0.t1	jg14060
OG0000183	ESY1_g7203_DN3_SP0_c0.t1	jg5984, jg17567
OG0000184	ESY3_g28956_DN2_SP0_c92.t1	jg26401
OG0000184	ESY3_g29455_DN1_SP0_c0.t1	jg26416, jg26419
OG0000185	ESY7_g16549_DN3_SP0_c0.t1	jg29773
OG0000185	ESY12_g51008_DN3_SP0_c0.t1	jg30591, jg31725, jg31727, jg31723, jg19265
OG0000185	ESY2_g35404_DN3_SP0_c41.t1, ESY3_g29317_DN3_SP0_c0.t1	jg23338
OG0000186	ESY7_g19507_DN2_SP0_c13.t1, ESY7_g19498_DN1_SP0_c8.t1	jg21587
OG0000186	ESY7_g19500_DN1_SP0_c13.t1	jg3970
OG0000186	ESY3_g32370_DN2_SP0_c0.t1, ESY3_g32365_DN1_SP0_c79.t1	jg13067, jg13066, jg760, jg19241
OG0000188	ESY3_g31964_DN2_SP0_c0.t1, ESY3_g31967_DN2_SP0_c0.t1	jg5008, jg5007, jg5020, jg5022, jg5021, jg24303, jg9422, jg9421, jg24346, jg24347, jg24349, jg24348
OG0000189	ESY11_g53875_DN3_SP4_c0.t1	jg8854
OG0000189	ESY5_g3986_DN3_SP8_c0.t1	jg30537
OG0000192	ESY7_g19051_DN3_SP0_c0.t1, ESY7_g19049_DN2_SP0_c0.t1, ESY5_g2687_DN3_SP0_c0.t1, ESY5_g3215_DN2_SP0_c2.t1, ESY10_g14136_DN1_SP0_c0.t1	jg647
OG0000193	ESY10_g14792_DN3_SP0_c0.t1	jg32771
OG0000193	ESY3_g29926_DN2_SP0_c0.t1, ESY3_g29923_DN3_SP0_c0.t1, ESY3_g32161_DN1_SP0_c0.t1, ESY6_g50160_DN1_SP0_c0.t1, ESY7_g17699_DN2_SP0_c0.t1, ESY3_g32160_DN1_SP0_c0.t1	jg25724
OG0000193	ESY5_g4726_DN2_SP0_c0.t1, ESY4_g25268_DN1_SP0_c0.t1, ESY6_g50699_DN2_SP0_c0.t1	jg25726, jg27497, jg27499, jg27501, jg21538, jg27017, jg25725
OG0000197	ESY9_g43011_DN2_SP0_c0.t1	jg12243
OG0000197	ESY9_g43010_DN3_SP0_c0.t1	jg10624
OG0000198	ESY10_g14610_DN3_SP8_c0.t1	jg12942
OG0000198	ESY7_g18205_DN3_SP0_c0.t1, ESY7_g18208_DN3_SP0_c0.t1	jg13337
OG0000199	ESY1_g12013_DN3_SP0_c0.t1, ESY1_g12014_DN3_SP0_c0.t1	jg33326, jg32894
OG0000199	ESY1_g12012_DN3_SP0_c0.t1	jg9442, jg5645, jg5642, jg9443, jg9444
OG0000200	ESY7_g17892_DN3_SP0_c0.t1, ESY7_g17041_DN3_SP0_c0.t1	jg31559
OG0000200	ESY7_g17038_DN2_SP0_c0.t1	jg31560, jg31558
OG0000201	ESY15_g64746_DN1_SP0_c100.t1	jg32554
OG0000201	ESY6_g47463_DN1_SP0_c0.t1	jg1346, jg24835
OG0000202	ESY17_g40199_DN1_SP0_c62.t1	jg7999
OG0000202	ESY1_g12318_DN1_SP0_c13.t1	jg2493
OG0000203	ESY1_g10742_DN3_SP0_c0.t1	jg15851
OG0000203	ESY16_g61546_DN3_SP0_c0.t1	jg15863
OG0000203	ESY1_g11462_DN3_SP0_c0.t1	jg15862
OG0000203	ESY1_g11463_DN3_SP0_c0.t1	jg15861
OG0000205	ESY6_g47659_DN3_SP0_c30.t1	jg11810, jg11812, jg11730
OG0000209	ESY5_g2795_DN2_SP0_c0.t1	jg14429
OG0000209	ESY7_g18015_DN2_SP0_c0.t1	jg4863, jg4865
OG0000210	ESY2_g33577_DN3_SP0_c0.t1	jg2236
OG0000210	ESY6_g48926_DN3_SP0_c0.t1	jg2036
OG0000210	ESY1_g12088_DN2_SP0_c6.t1, ESY1_g12083_DN3_SP0_c23.t1, ESY1_g12076_DN1_SP0_c0.t1, ESY1_g12081_DN2_SP0_c0.t1	jg19860
OG0000210	ESY1_g12080_DN3_SP0_c20.t1	jg16104
OG0000211	ESY4_g25962_DN1_SP0_c27.t1, ESY15_g65094_DN1_SP0_c0.t1	jg23304
OG0000216	ESY5_g2595_DN2_SP0_c6.t1	jg7641, jg7640, jg7421, jg7420, jg7418, jg1267, jg15619
OG0000218	ESY13_g56948_DN3_SP0_c0.t1, ESY2_g36496_DN3_SP0_c0.t1, ESY16_g61951_DN3_SP0_c0.t1, ESY8_g59313_DN3_SP0_c0.t1, ESY2_g37688_DN2_SP0_c0.t1, ESY6_g48234_DN3_SP0_c0.t1, ESY9_g42946_DN3_SP0_c0.t1, ESY11_g53736_DN3_SP0_c0.t1, ESY21_g55677_DN3_SP0_c0.t1, ESY8_g59253_DN3_SP0_c0.t1	jg1481, jg1902, jg7083, jg15996, jg14689, jg6981
OG0000219	ESY2_g37088_DN2_SP0_c0.t1, ESY5_g4909_DN2_SP0_c59.t1	jg12176, jg12633, jg12636
OG0000219	ESY2_g33708_DN2_SP0_c0.t1	jg17925
OG0000219	ESY2_g33496_DN3_SP0_c55.t1	jg12179
OG0000221	ESY9_g44067_DN2_SP0_c0.t1, ESY24_g32850_DN1_SP0_c0.t1, ESY14_g20101_DN2_SP0_c4.t1, ESY1_g8431_DN2_SP0_c0.t1, ESY15_g64479_DN3_SP0_c13.t1, ESY24_g32849_DN2_SP0_c0.t1, ESY1_g9334_DN1_SP0_c0.t1, ESY1_g6531_DN1_SP0_c0.t1, ESY10_g14248_DN3_SP0_c0.t1	jg11559
OG0000222	ESY1_g7089_DN3_SP0_c0.t1	jg11917
OG0000225	ESY7_g18882_DN2_SP0_c0.t1, ESY7_g17384_DN2_SP0_c0.t1	jg16693
OG0000225	ESY2_g35546_DN3_SP0_c9.t1	jg3554
OG0000225	ESY2_g36146_DN3_SP0_c12.t1	jg2551
OG0000226	ESY7_g19329_DN2_SP0_c0.t1, ESY7_g19230_DN3_SP0_c0.t1, ESY7_g19228_DN2_SP0_c0.t1, ESY7_g19246_DN1_SP0_c0.t1	jg17319, jg2101, jg2102, jg31434, jg4069
OG0000226	ESY5_g5234_DN1_SP0_c0.t1, ESY7_g17102_DN1_SP0_c0.t1, ESY7_g19330_DN3_SP0_c0.t1, ESY7_g19335_DN1_SP0_c0.t1	jg4068
OG0000226	ESY7_g19243_DN2_SP0_c0.t1, ESY7_g19242_DN1_SP0_c0.t1	jg13732
OG0000226	ESY7_g19310_DN1_SP0_c0.t1, ESY7_g19308_DN1_SP0_c0.t1	jg17320
OG0000226	ESY7_g19338_DN2_SP0_c0.t1	jg4073
OG0000226	ESY7_g19337_DN3_SP0_c0.t1	jg21365
OG0000229	ESY1_g5643_DN2_SP0_c0.t1, ESY18_g63659_DN3_SP0_c28.t1	jg17464, jg1772
OG0000229	ESY1_g7176_DN1_SP0_c0.t1, ESY5_g764_DN1_SP0_c0.t1	jg32293
OG0000233	ESY7_g18557_DN2_SP0_c0.t1	jg4598
OG0000233	ESY7_g18561_DN2_SP0_c0.t1, ESY7_g18558_DN2_SP0_c0.t1, ESY7_g18562_DN2_SP0_c0.t1	jg4599
OG0000233	ESY9_g43229_DN2_SP0_c0.t1	jg4604, jg4594
OG0000234	ESY7_g19410_DN2_SP0_c0.t1, ESY7_g19411_DN1_SP0_c0.t1	jg4032, jg4031, jg4036, jg4033, jg4035, jg27620, jg33336, jg33337, jg33335, jg4034
OG0000235	ESY7_g18868_DN1_SP0_c0.t1	jg28105, jg28076, jg2205
OG0000236	ESY3_g31656_DN3_SP0_c0.t1	jg26494
OG0000237	ESY1_g12367_DN3_SP0_c0.t1	jg15213
OG0000237	ESY3_g28814_DN3_SP0_c0.t1	jg26496
OG0000237	ESY4_g24696_DN2_SP0_c0.t1	jg26333
OG0000238	ESY2_g35612_DN2_SP0_c0.t1	jg2708
OG0000238	ESY2_g38077_DN3_SP0_c0.t1	jg6718, jg6720
OG0000239	ESY2_g35012_DN2_SP0_c0.t1	jg11713, jg23119, jg17673
OG0000241	ESY9_g43553_DN3_SP0_c0.t1	jg10370
OG0000241	ESY9_g43563_DN3_SP0_c0.t1, ESY9_g43568_DN3_SP0_c0.t1	jg10371
OG0000241	ESY7_g16356_DN3_SP0_c0.t1	jg7736
OG0000241	ESY7_g16355_DN3_SP3_c0.t1	jg7735
OG0000242	ESY19_g41982_DN3_SP0_c33.t1, ESY19_g41981_DN2_SP0_c45.t1	jg24512, jg11645, jg21432
OG0000242	ESY15_g64561_DN3_SP0_c0.t1, ESY10_g15359_DN3_SP0_c0.t1	jg6565
OG0000243	ESY3_g29914_DN2_SP0_c0.t1, ESY3_g29916_DN2_SP0_c0.t1	jg31478, jg31472
OG0000244	ESY7_g16503_DN3_SP0_c20.t1, ESY7_g16510_DN3_SP0_c56.t1	jg7793, jg7788, jg7787, jg7882, jg7884, jg7885, jg7892, jg7931, jg7886, jg7883, jg7893
OG0000245	ESY2_g38315_DN3_SP0_c0.t1	jg13815, jg21089
OG0000246	ESY10_g15197_DN1_SP0_c67.t1	jg15247, jg18819, jg18816, jg18818, jg18817
OG0000247	ESY5_g4830_DN3_SP0_c0.t1, ESY5_g4829_DN3_SP0_c0.t1	jg12382, jg9719, jg14818
OG0000247	ESY8_g58357_DN2_SP0_c44.t1, ESY12_g51573_DN3_SP0_c0.t1, ESY5_g4744_DN3_SP0_c0.t1, ESY5_g2142_DN2_SP0_c0.t1, ESY5_g4743_DN3_SP0_c0.t1, ESY3_g30089_DN2_SP0_c0.t1, ESY11_g54658_DN3_SP0_c0.t1, ESY5_g2141_DN2_SP0_c0.t1, ESY5_g4739_DN2_SP0_c0.t1	jg26794, jg26858, jg26826, jg31833
OG0000248	ESY2_g35510_DN3_SP0_c0.t1, ESY2_g35523_DN2_SP0_c0.t1	jg2609, jg2612, jg2608
OG0000248	ESY2_g35512_DN3_SP0_c0.t1	jg2620, jg2621, jg2622
OG0000248	ESY9_g43852_DN1_SP0_c0.t1	jg12494, jg12493, jg2604, jg2603
OG0000249	ESY2_g37281_DN2_SP0_c83.t1	jg11990, jg27200, jg11991, jg6559
OG0000250	ESY7_g16511_DN3_SP0_c0.t1	jg7768
OG0000250	ESY20_g12697_DN2_SP0_c0.t1	jg7876
OG0000251	ESY11_g54020_DN2_SP0_c65.t1	jg13321
OG0000252	ESY4_g24982_DN3_SP0_c27.t1, ESY4_g24972_DN3_SP0_c33.t1	jg9231
OG0000254	ESY2_g38707_DN3_SP0_c0.t1	jg11135
OG0000256	ESY3_g29794_DN3_SP0_c0.t1	jg7315, jg25806
OG0000256	ESY7_g18296_DN1_SP0_c0.t1, ESY4_g23387_DN1_SP0_c0.t1, ESY5_g2747_DN2_SP0_c0.t1	jg26502
OG0000259	ESY4_g26655_DN3_SP0_c0.t1	jg7439
OG0000259	ESY4_g26565_DN3_SP0_c0.t1	jg28872
OG0000259	ESY20_g12901_DN3_SP0_c0.t1	jg32916
OG0000260	ESY12_g51407_DN3_SP0_c0.t1	jg8417, jg9182
OG0000260	ESY4_g26754_DN3_SP0_c0.t1, ESY4_g26753_DN3_SP0_c0.t1	jg8418
OG0000260	ESY4_g26309_DN3_SP0_c0.t1, ESY4_g26755_DN3_SP0_c0.t1	jg32803, jg32805, jg32800
OG0000262	ESY2_g33425_DN2_SP0_c0.t1, ESY2_g33422_DN3_SP0_c0.t1	jg543
OG0000262	ESY2_g33426_DN3_SP0_c0.t1	jg7311, jg719, jg720, jg7296, jg454, jg455, jg458, jg453, jg457, jg451
OG0000263	ESY7_g17328_DN3_SP0_c0.t1, ESY3_g28397_DN1_SP0_c0.t1	jg19302
OG0000263	ESY2_g35533_DN3_SP0_c0.t1, ESY6_g48062_DN1_SP0_c0.t1	jg17561
OG0000266	ESY6_g49860_DN3_SP0_c0.t1, ESY4_g26231_DN3_SP0_c0.t1	jg22089, jg22121
OG0000266	ESY15_g64433_DN1_SP0_c0.t1	jg22091
OG0000267	ESY4_g21983_DN1_SP0_c100.t1, ESY1_g7739_DN1_SP0_c45.t1	jg32357, jg32731, jg13995, jg17222, jg17411, jg17413, jg32346, jg32649, jg32356, jg32339, jg32391, jg32338, jg17416, jg17385, jg11749, jg11798
OG0000273	ESY10_g14875_DN3_SP0_c0.t1	jg22123, jg22124, jg22085, jg22087, jg22094
OG0000275	ESY6_g50261_DN3_SP0_c0.t1, ESY6_g50262_DN2_SP0_c0.t1, ESY8_g58138_DN1_SP0_c0.t1, ESY4_g25215_DN3_SP0_c0.t1, ESY6_g50264_DN2_SP0_c0.t1	jg8473
OG0000275	ESY4_g24479_DN2_SP0_c49.t1	jg1129, jg6761, jg6771, jg6767, jg6769, jg6762, jg6770, jg1128, jg8472, jg1130
OG0000277	ESY4_g25561_DN3_SP8_c0.t1, ESY11_g53846_DN3_SP8_c0.t1	jg8879
OG0000277	ESY2_g36074_DN3_SP8_c0.t1	jg3222
OG0000278	ESY7_g19126_DN1_SP0_c0.t1	jg12172, jg12224, jg12188, jg12186, jg12174, jg10987, jg10984, jg12178, jg12175
OG0000279	ESY7_g16711_DN3_SP0_c0.t1	jg20637
OG0000279	ESY7_g16716_DN3_SP0_c0.t1	jg20630, jg20632, jg20634, jg20628, jg20633, jg20631, jg20635
OG0000282	ESY1_g12400_DN3_SP0_c0.t1	jg33448, jg10319, jg10323
OG0000282	ESY5_g5275_DN1_SP0_c0.t1	jg10315, jg10316, jg10317, jg10273, jg10321, jg10322, jg10320, jg10266
OG0000283	ESY15_g65682_DN3_SP0_c0.t1	jg20347
OG0000283	ESY15_g65681_DN3_SP0_c0.t1	jg6911
OG0000283	ESY14_g20577_DN2_SP0_c0.t1, ESY13_g56187_DN3_SP0_c0.t1, ESY1_g6175_DN3_SP0_c0.t1	jg6794
OG0000284	ESY2_g37518_DN2_SP0_c0.t1	jg5787, jg10834, jg19783, jg14127
OG0000288	ESY6_g47207_DN3_SP0_c0.t1, ESY7_g16271_DN1_SP0_c0.t1, ESY1_g9429_DN2_SP0_c0.t1	jg26083
OG0000290	ESY2_g33314_DN2_SP0_c91.t1	jg7742, jg33120, jg7741, jg414, jg419, jg416, jg418, jg415, jg413
OG0000291	ESY3_g29559_DN3_SP0_c0.t1	jg14552, jg14546
OG0000292	ESY2_g38440_DN2_SP0_c0.t1	jg17325, jg10075
OG0000292	ESY9_g45514_DN1_SP0_c0.t1, ESY15_g64431_DN2_SP0_c0.t1	jg27846
OG0000292	ESY4_g26280_DN2_SP0_c0.t1	jg11859
OG0000294	ESY7_g17419_DN1_SP0_c0.t1, ESY7_g17451_DN3_SP0_c0.t1	jg7548, jg7545
OG0000294	ESY7_g17549_DN2_SP0_c0.t1	jg5315
OG0000295	ESY2_g33574_DN3_SP0_c0.t1	jg10939
OG0000295	ESY9_g42648_DN3_SP0_c0.t1, ESY9_g42650_DN3_SP0_c0.t1, ESY12_g51324_DN3_SP0_c0.t1, ESY9_g42619_DN3_SP0_c0.t1	jg32824
OG0000295	ESY2_g36837_DN3_SP0_c0.t1	jg31317
OG0000295	ESY9_g42620_DN1_SP0_c0.t1, ESY9_g42649_DN1_SP0_c0.t1	jg25084, jg7397
OG0000297	ESY22_g41120_DN1_SP0_c0.t1, ESY6_g45791_DN1_SP0_c0.t1, ESY16_g61859_DN1_SP0_c0.t1	jg12852, jg17414
OG0000298	ESY10_g14431_DN2_SP0_c38.t1, ESY7_g19252_DN1_SP0_c0.t1	jg32010
OG0000298	ESY2_g37650_DN3_SP0_c1.t1, ESY4_g26472_DN1_SP0_c0.t1, ESY7_g19250_DN1_SP0_c0.t1	jg32011
OG0000298	ESY7_g19251_DN1_SP0_c0.t1	jg32012
OG0000298	ESY2_g37652_DN2_SP0_c0.t1	jg32014
OG0000298	ESY16_g61822_DN2_SP0_c14.t1, ESY10_g14432_DN3_SP0_c17.t1	jg17396
OG0000298	ESY1_g10421_DN3_SP0_c0.t1	jg32008
OG0000300	ESY6_g49846_DN3_SP0_c0.t1	jg21798
OG0000300	ESY1_g10576_DN1_SP0_c0.t1	jg15634
OG0000300	ESY1_g10575_DN1_SP0_c0.t1	jg15635
OG0000300	ESY10_g15500_DN1_SP0_c0.t1, ESY4_g25564_DN2_SP0_c93.t1	jg15546, jg13486, jg26991, jg21853
OG0000301	ESY12_g52037_DN1_SP0_c0.t1, ESY12_g52023_DN2_SP0_c0.t1, ESY12_g52025_DN3_SP0_c0.t1, ESY6_g50380_DN2_SP0_c0.t1, ESY12_g52134_DN3_SP0_c0.t1, ESY8_g58529_DN3_SP0_c0.t1, ESY3_g32020_DN3_SP0_c0.t1, ESY7_g18922_DN3_SP0_c0.t1, ESY7_g18921_DN3_SP0_c0.t1, ESY1_g12078_DN3_SP0_c0.t1, ESY6_g50381_DN2_SP0_c0.t1	jg19826
OG0000301	ESY7_g18961_DN1_SP0_c0.t1, ESY1_g11805_DN2_SP0_c0.t1, ESY1_g12023_DN1_SP0_c0.t1, ESY1_g12036_DN3_SP0_c0.t1, ESY3_g30173_DN3_SP0_c0.t1, ESY1_g12033_DN2_SP0_c0.t1, ESY1_g12021_DN3_SP0_c0.t1, ESY1_g11806_DN2_SP0_c0.t1, ESY7_g18960_DN2_SP0_c0.t1	jg16118
OG0000304	ESY12_g50901_DN1_SP0_c88.t1	jg17079
OG0000304	ESY12_g50903_DN3_SP0_c100.t1, ESY12_g50900_DN3_SP0_c90.t1	jg19308
OG0000305	ESY12_g50855_DN3_SP0_c0.t1	jg32496, jg19283, jg19279, jg7268
OG0000306	ESY8_g60999_DN3_SP0_c0.t1	jg12412
OG0000307	ESY3_g32555_DN1_SP0_c0.t1, ESY3_g32550_DN1_SP0_c0.t1	jg33267
OG0000308	ESY20_g12859_DN3_SP1_c0.t1	jg20897
OG0000313	ESY1_g11698_DN3_SP0_c0.t1, ESY1_g11700_DN3_SP0_c0.t1	jg10557
OG0000313	ESY1_g12505_DN3_SP0_c0.t1	jg9481, jg9478, jg9474
OG0000313	ESY11_g54954_DN2_SP0_c0.t1, ESY2_g35179_DN3_SP0_c0.t1, ESY2_g35147_DN3_SP0_c0.t1	jg28285
OG0000315	ESY1_g11918_DN3_SP0_c0.t1, ESY1_g11922_DN3_SP0_c0.t1, ESY1_g11919_DN3_SP0_c0.t1, ESY1_g11921_DN3_SP0_c0.t1, ESY1_g11920_DN3_SP0_c0.t1, ESY1_g11917_DN3_SP0_c0.t1, ESY1_g11865_DN2_SP0_c0.t1	jg16044
OG0000316	ESY11_g54015_DN1_SP0_c100.t1	jg25484, jg25486, jg25482, jg25485, jg25483, jg25481
OG0000318	ESY5_g3011_DN3_SP0_c0.t1	jg3658, jg27680, jg2564, jg2563, jg27679, jg32154, jg32160, jg30100
OG0000321	ESY2_g37547_DN3_SP1_c0.t1, ESY2_g37555_DN3_SP8_c0.t1	jg33127, jg33133
OG0000321	ESY6_g49299_DN3_SP7_c0.t1	jg5838, jg5839
OG0000321	ESY2_g34313_DN3_SP3_c0.t1	jg1712
OG0000322	ESY4_g26890_DN3_SP0_c0.t1, ESY2_g35230_DN2_SP0_c0.t1, ESY5_g5055_DN3_SP0_c0.t1, ESY4_g26856_DN2_SP0_c0.t1	jg2988, jg22743, jg22742, jg22822
OG0000323	ESY1_g12097_DN3_SP0_c13.t1	jg1474, jg20698
OG0000325	ESY5_g4954_DN3_SP8_c0.t1	jg28796
OG0000325	ESY5_g4953_DN3_SP7_c0.t1	jg28797
OG0000325	ESY20_g12785_DN3_SP8_c0.t1	jg18396
OG0000326	ESY5_g5188_DN3_SP0_c9.t1	jg31005, jg13147, jg2458, jg25667, jg12408, jg12409, jg12410, jg22013, jg14842, jg24902, jg25139, jg24918, jg24919, jg2457, jg24602
OG0000327	ESY2_g36761_DN3_SP0_c0.t1	jg3425, jg4413
OG0000327	ESY2_g34543_DN1_SP0_c0.t1	jg9024
OG0000328	ESY3_g29135_DN3_SP0_c0.t1	jg26279, jg26278, jg26277, jg26271, jg26276, jg26274
OG0000329	ESY5_g5095_DN3_SP0_c0.t1	jg11299
OG0000329	ESY8_g60943_DN3_SP0_c0.t1	jg12437, jg12445, jg12449, jg12448, jg12438, jg12436, jg12435, jg12439
OG0000331	ESY3_g29804_DN3_SP0_c0.t1	jg25844
OG0000334	ESY12_g51083_DN2_SP0_c0.t1, ESY6_g47698_DN2_SP0_c100.t1	jg21920
OG0000334	ESY1_g10225_DN1_SP0_c0.t1	jg5560, jg11603, jg25251, jg32583, jg32326, jg14085
OG0000335	ESY1_g11966_DN3_SP0_c0.t1, ESY1_g11959_DN3_SP0_c0.t1, ESY1_g11963_DN3_SP0_c0.t1, ESY1_g12007_DN3_SP0_c0.t1	jg16034, jg16010
OG0000335	ESY1_g11633_DN2_SP0_c0.t1	jg16058
OG0000336	ESY2_g34140_DN3_SP8_c0.t1, ESY5_g3340_DN3_SP0_c0.t1, ESY5_g3323_DN3_SP1_c0.t1, ESY2_g34160_DN3_SP0_c0.t1	jg1242, jg1313, jg29339, jg29325
OG0000338	ESY7_g18014_DN1_SP0_c0.t1, ESY15_g65691_DN3_SP0_c0.t1, ESY4_g25918_DN3_SP0_c55.t1, ESY1_g8864_DN3_SP0_c69.t1, ESY1_g8269_DN3_SP0_c92.t1, ESY21_g55843_DN2_SP0_c0.t1, ESY11_g53141_DN1_SP0_c95.t1, ESY1_g8268_DN2_SP0_c87.t1, ESY1_g8783_DN3_SP0_c93.t1, ESY15_g65690_DN2_SP0_c0.t1	jg19287, jg11883
OG0000339	ESY8_g58576_DN3_SP0_c0.t1	jg18123, jg18125
OG0000339	ESY2_g37679_DN3_SP0_c17.t1	jg11537, jg11540
OG0000341	ESY1_g10436_DN3_SP0_c58.t1	jg29043, jg32950, jg32635, jg32647, jg32948, jg32949
OG0000342	ESY5_g1891_DN1_SP0_c0.t1	jg16938
OG0000342	ESY5_g5105_DN2_SP0_c0.t1, ESY5_g5104_DN1_SP0_c0.t1	jg26804
OG0000343	ESY11_g53228_DN1_SP0_c0.t1	jg30677
OG0000343	ESY9_g45187_DN3_SP0_c0.t1	jg13708, jg17445, jg26926, jg6756, jg6755
OG0000344	ESY10_g14596_DN3_SP0_c0.t1	jg33257
OG0000344	ESY7_g17448_DN2_SP0_c0.t1, ESY5_g3636_DN2_SP0_c0.t1	jg364
OG0000345	ESY20_g12900_DN3_SP6_c0.t1	jg4766, jg20849
OG0000345	ESY20_g12904_DN3_SP2_c0.t1	jg4765
OG0000345	ESY20_g12899_DN3_SP8_c0.t1, ESY5_g5046_DN3_SP0_c0.t1	jg28744
OG0000346	ESY2_g34494_DN3_SP4_c28.t1	jg13304
