Orthogroup	Euclidium_syriacum	Raphanus_sativus
OG0000079	ESY8_g59723_DN2_SP0_c0.t1	XP_018467163.1, XP_018470051.1, XP_018465529.1, XP_018466131.1, XP_018462783.1, XP_018480069.1, XP_018435592.1, XP_018448733.1, XP_018487595.1, XP_018474104.1, XP_018448192.1, XP_018462658.1, XP_018464512.1, XP_018487875.1, XP_018464755.1, XP_018435990.1, XP_018464130.1, XP_018448824.1, XP_018473838.1, XP_018454571.1, XP_018435964.1, XP_018467728.1, XP_018453714.1, XP_018453700.1, XP_018435546.1, XP_018444405.1, XP_018448694.1, XP_018448697.1, XP_018463788.1, XP_018443589.1, XP_018448758.1, XP_018465298.1, XP_018481702.1, XP_018448633.1, XP_018458820.1, XP_018435507.1, XP_018482195.1
OG0000081	ESY3_g29563_DN2_SP0_c0.t1, ESY4_g22453_DN2_SP0_c7.t1	XP_018436245.1
OG0000081	ESY9_g44119_DN3_SP0_c0.t1, ESY7_g18625_DN3_SP0_c96.t1	XP_018463440.1, XP_018467536.1, XP_018436146.1
OG0000081	ESY17_g40277_DN2_SP0_c0.t1	XP_018448853.1, XP_018446553.1, XP_018453862.1, XP_018491908.1, XP_018490120.1, XP_018463484.1, XP_018462409.1
OG0000081	ESY6_g48601_DN3_SP0_c0.t1, ESY3_g28672_DN3_SP0_c0.t1, ESY8_g59466_DN2_SP0_c0.t1, ESY14_g20487_DN3_SP0_c0.t1, ESY19_g42085_DN3_SP0_c0.t1, ESY1_g9171_DN3_SP0_c0.t1	XP_018480171.1
OG0000082	ESY2_g37683_DN1_SP0_c0.t1, ESY4_g24411_DN1_SP0_c0.t1	XP_018442695.1
OG0000083	ESY1_g7742_DN2_SP0_c0.t1	XP_018461649.1
OG0000084	ESY10_g15253_DN1_SP0_c0.t1	XP_018479567.1
OG0000084	ESY14_g20372_DN1_SP0_c0.t1	XP_018461657.1, XP_018435980.1
OG0000086	ESY8_g59458_DN3_SP0_c0.t1	XP_018465188.1, XP_018479609.1, XP_018459689.1
OG0000086	ESY10_g14582_DN1_SP0_c0.t1	XP_018481064.1
OG0000086	ESY2_g35232_DN2_SP0_c0.t1	XP_018456777.1, XP_018456775.1, XP_018475756.1
OG0000089	ESY6_g50131_DN3_SP8_c0.t1	XP_018477697.1, XP_018484582.1
OG0000089	ESY8_g58764_DN3_SP8_c0.t1, ESY8_g58767_DN3_SP0_c0.t1, ESY8_g58770_DN3_SP0_c0.t1	XP_018440871.1
OG0000089	ESY7_g18326_DN3_SP8_c0.t1	XP_018476501.1, XP_018446020.1
OG0000089	ESY7_g16559_DN3_SP8_c0.t1	XP_018439894.1, XP_018456689.1, XP_018457306.1, XP_018483831.1
OG0000089	ESY2_g34829_DN3_SP8_c0.t1	XP_018446239.1, XP_018463490.1
OG0000090	ESY15_g64509_DN2_SP0_c0.t1, ESY4_g22477_DN2_SP0_c0.t1, ESY4_g26657_DN1_SP0_c0.t1	XP_018474003.1
OG0000090	ESY26_g42317_DN1_SP0_c0.t1, ESY3_g30048_DN2_SP0_c0.t1, ESY2_g35989_DN3_SP0_c0.t1, ESY7_g17919_DN1_SP0_c0.t1, ESY6_g48406_DN3_SP0_c0.t1, ESY4_g24790_DN3_SP0_c0.t1, ESY6_g47216_DN3_SP0_c0.t1, ESY1_g12432_DN3_SP0_c0.t1, ESY2_g36671_DN2_SP0_c0.t1, ESY1_g7918_DN1_SP0_c0.t1, ESY8_g60387_DN3_SP0_c0.t1	XP_018464061.1, XP_018464193.1, XP_018479336.1, XP_018479335.1, XP_018435895.1, XP_018463736.1, XP_018448663.1, XP_018460575.1, XP_018460577.1, XP_018477007.1, XP_018463618.1, XP_018462341.1, XP_018487679.1, XP_018439216.1
OG0000095	ESY3_g31037_DN3_SP0_c0.t1, ESY3_g31041_DN2_SP0_c0.t1	XP_018478409.1, XP_018478874.1
OG0000095	ESY3_g31038_DN1_SP0_c0.t1	XP_018458821.1, XP_018482330.1
OG0000096	ESY6_g49252_DN1_SP0_c0.t1, ESY11_g54414_DN1_SP0_c0.t1	XP_018466022.1
OG0000096	ESY3_g29685_DN2_SP0_c0.t1	XP_018462071.1
OG0000097	ESY49_g12647_DN2_SP0_c0.t1, ESY21_g55569_DN2_SP0_c0.t1	XP_018465971.1, XP_018461688.1, XP_018479564.1, XP_018443677.1, XP_018453668.1, XP_018487712.1, XP_018454015.1, XP_018435942.1, XP_018479474.1, XP_018465550.1, XP_018473967.1
OG0000097	ESY10_g15554_DN1_SP0_c0.t1	XP_018475691.1
OG0000098	ESY11_g53834_DN2_SP0_c0.t1	XP_018443267.1, XP_018443647.1, XP_018461538.1, XP_018467732.1
OG0000098	ESY9_g43933_DN2_SP0_c0.t1, ESY1_g10333_DN2_SP0_c0.t1, ESY7_g17569_DN3_SP0_c0.t1	XP_018477065.1
OG0000098	ESY6_g47227_DN3_SP0_c0.t1, ESY11_g53833_DN2_SP0_c0.t1	XP_018482705.1
OG0000100	ESY1_g11939_DN1_SP0_c0.t1	XP_018453997.1, XP_018453999.1, XP_018454271.1, XP_018454261.1, XP_018454733.1, XP_018453995.1, XP_018455681.1, XP_018436752.1, XP_018454730.1, XP_018466158.1, XP_018453994.1
OG0000101	ESY13_g57677_DN1_SP0_c0.t1	XP_018476055.1, XP_018479572.1, XP_018461557.1, XP_018479181.1, XP_018448389.1, XP_018465075.1, XP_018484396.1, XP_018484394.1, XP_018459100.1, XP_018456076.1, XP_018448626.1, XP_018479413.1, XP_018460740.1, XP_018453636.1, XP_018443713.1, XP_018453516.1
OG0000102	ESY7_g16536_DN3_SP0_c0.t1	XP_018455932.1, XP_018456414.1, XP_018456413.1, XP_018456412.1, XP_018455931.1
OG0000102	ESY7_g16537_DN2_SP0_c0.t1	XP_018453850.1
OG0000105	ESY16_g61595_DN1_SP0_c0.t1	XP_018449080.1, XP_018466654.1
OG0000107	ESY4_g23035_DN3_SP0_c29.t1	XP_018432552.1, XP_018474063.1, XP_018435236.1, XP_018489727.1, XP_018489629.1, XP_018488234.1, XP_018486234.1, XP_018486571.1, XP_018467025.1, XP_018473539.1, XP_018487289.1, XP_018466393.1, XP_018489514.1, XP_018440339.1, XP_018435080.1, XP_018436775.1, XP_018437231.1
OG0000109	ESY9_g44457_DN2_SP0_c0.t1	XP_018454381.1
OG0000109	ESY26_g42254_DN3_SP0_c0.t1, ESY15_g65580_DN3_SP0_c0.t1	XP_018487761.1, XP_018481572.1, XP_018481855.1, XP_018464035.1, XP_018463274.1, XP_018448709.1, XP_018466706.1, XP_018454380.1, XP_018477453.1, XP_018459917.1
OG0000110	ESY9_g43985_DN3_SP0_c0.t1	XP_018462224.1, XP_018446222.1, XP_018443582.1, XP_018437386.1, XP_018490507.1, XP_018450345.1, XP_018448613.1, XP_018435333.1, XP_018487390.1, XP_018443586.1, XP_018479534.1, XP_018479536.1, XP_018461540.1, XP_018459043.1, XP_018461034.1, XP_018466255.1, XP_018461038.1, XP_018461378.1, XP_018459049.1, XP_018459132.1, XP_018462373.1, XP_018482546.1, XP_018438837.1, XP_018459131.1, XP_018482527.1, XP_018438608.1, XP_018462371.1, XP_018450716.1, XP_018464185.1, XP_018463013.1
OG0000114	ESY1_g8019_DN3_SP0_c0.t1, ESY1_g9122_DN3_SP0_c0.t1, ESY3_g29866_DN2_SP0_c0.t1, ESY1_g6559_DN2_SP0_c10.t1, ESY1_g8020_DN3_SP0_c0.t1, ESY12_g51930_DN3_SP0_c0.t1, ESY1_g11590_DN2_SP0_c0.t1, ESY2_g38712_DN2_SP0_c0.t1	XP_018456273.1
OG0000116	ESY13_g57384_DN2_SP0_c0.t1, ESY9_g43004_DN2_SP0_c0.t1, ESY2_g38543_DN3_SP0_c0.t1, ESY17_g39177_DN3_SP0_c0.t1, ESY1_g6907_DN3_SP0_c10.t1, ESY13_g57117_DN3_SP0_c0.t1	XP_018453807.1, XP_018465674.1, XP_018482519.1, XP_018474057.1, XP_018455509.1, XP_018463276.1, XP_018475460.1, XP_018459183.1, XP_018448437.1, XP_018462607.1, XP_018440840.1, XP_018470517.1
OG0000116	ESY11_g52731_DN3_SP0_c0.t1, ESY21_g55783_DN3_SP0_c0.t1, ESY17_g39178_DN3_SP0_c0.t1, ESY17_g40097_DN3_SP0_c0.t1, ESY3_g28062_DN3_SP0_c0.t1	XP_018449700.1, XP_018461081.1, XP_018460820.1, XP_018489717.1
OG0000116	ESY12_g51236_DN3_SP0_c0.t1	XP_018487410.1
OG0000116	ESY6_g46511_DN2_SP0_c13.t1, ESY8_g59869_DN2_SP0_c0.t1	XP_018453443.1
OG0000116	ESY11_g53666_DN2_SP0_c0.t1	XP_018457046.1
OG0000117	ESY11_g54277_DN1_SP0_c0.t1	XP_018484078.1
OG0000117	ESY5_g2024_DN3_SP0_c0.t1	XP_018442248.1, XP_018475190.1, XP_018463580.1, XP_018474776.1, XP_018483556.1, XP_018449780.1, XP_018449779.1
OG0000118	ESY3_g32056_DN2_SP0_c0.t1, ESY3_g32354_DN2_SP0_c0.t1	XP_018491246.1, XP_018488077.1, XP_018438578.1, XP_018442744.1, XP_018491336.1, XP_018485751.1, XP_018486403.1, XP_018488302.1, XP_018482093.1
OG0000120	ESY1_g8023_DN1_SP0_c0.t1	XP_018453659.1, XP_018448675.1
OG0000122	ESY6_g48229_DN2_SP0_c9.t1, ESY6_g48204_DN3_SP0_c0.t1, ESY2_g33719_DN1_SP0_c0.t1, ESY18_g63392_DN1_SP0_c0.t1	XP_018460882.1
OG0000122	ESY6_g48222_DN3_SP0_c0.t1	XP_018475545.1
OG0000122	ESY6_g48203_DN3_SP0_c0.t1, ESY2_g33718_DN3_SP0_c0.t1	XP_018473651.1
OG0000122	ESY10_g15010_DN3_SP0_c0.t1	XP_018475532.1, XP_018474204.1, XP_018474203.1
OG0000122	ESY2_g36290_DN3_SP0_c0.t1	XP_018487691.1
OG0000123	ESY1_g10062_DN3_SP0_c100.t1, ESY1_g10061_DN3_SP0_c100.t1, ESY6_g49574_DN2_SP0_c100.t1	XP_018448747.1, XP_018459700.1, XP_018459701.1, XP_018459703.1, XP_018466453.1, XP_018459702.1, XP_018459697.1, XP_018459698.1, XP_018459699.1, XP_018448750.1, XP_018448748.1, XP_018465661.1, XP_018450290.1, XP_018459696.1, XP_018448772.1, XP_018448773.1, XP_018448746.1, XP_018448771.1, XP_018448752.1, XP_018467474.1, XP_018467238.1, XP_018459695.1, XP_018448753.1, XP_018448754.1, XP_018459694.1, XP_018474158.1, XP_018474157.1, XP_018435443.1, XP_018435960.1
OG0000125	ESY8_g58834_DN3_SP0_c19.t1	XP_018478791.1, XP_018437245.1, XP_018462942.1
OG0000125	ESY2_g37202_DN3_SP0_c14.t1	XP_018485742.1
OG0000125	ESY1_g12339_DN3_SP0_c5.t1	XP_018486058.1
OG0000127	ESY6_g48978_DN3_SP0_c0.t1, ESY6_g48979_DN3_SP0_c0.t1	XP_018442304.1, XP_018463483.1, XP_018464380.1
OG0000127	ESY3_g30943_DN3_SP0_c0.t1, ESY1_g11076_DN3_SP0_c0.t1	XP_018485557.1, XP_018478149.1
OG0000127	ESY8_g58880_DN2_SP0_c0.t1	XP_018472875.1
OG0000128	ESY1_g11245_DN1_SP0_c0.t1	XP_018444638.1, XP_018489598.1, XP_018490648.1, XP_018460833.1, XP_018460829.1, XP_018443615.1, XP_018459994.1, XP_018443136.1, XP_018459996.1, XP_018491569.1, XP_018489183.1, XP_018442568.1, XP_018459990.1, XP_018459995.1, XP_018487764.1, XP_018461995.1
OG0000129	ESY2_g34340_DN2_SP0_c0.t1, ESY7_g18677_DN3_SP0_c0.t1, ESY9_g43047_DN3_SP0_c0.t1, ESY9_g43049_DN3_SP0_c0.t1	XP_018491243.1, XP_018491241.1
OG0000129	ESY6_g49428_DN3_SP0_c0.t1	XP_018438997.1, XP_018435583.1, XP_018439597.1, XP_018439599.1, XP_018435186.1
OG0000130	ESY1_g9827_DN1_SP0_c0.t1	XP_018464495.1, XP_018461011.1, XP_018465244.1
OG0000130	ESY23_g219_DN2_SP0_c0.t1	XP_018462144.1, XP_018461102.1, XP_018462836.1, XP_018436459.1, XP_018476031.1, XP_018453429.1, XP_018453427.1
OG0000136	ESY9_g45027_DN2_SP0_c0.t1	XP_018473630.1
OG0000137	ESY1_g10590_DN2_SP0_c0.t1, ESY6_g48021_DN2_SP0_c38.t1	XP_018466390.1
OG0000137	ESY1_g10587_DN2_SP0_c0.t1	XP_018473981.1, XP_018464800.1
OG0000140	ESY10_g15894_DN2_SP0_c0.t1	XP_018458943.1, XP_018466970.1, XP_018460789.1, XP_018458517.1, XP_018458792.1, XP_018473841.1, XP_018459691.1, XP_018443404.1, XP_018443408.1
OG0000141	ESY5_g3778_DN2_SP0_c0.t1	XP_018492203.1
OG0000141	ESY5_g3790_DN3_SP0_c0.t1, ESY8_g59143_DN2_SP0_c0.t1	XP_018489435.1
OG0000141	ESY2_g33647_DN2_SP0_c0.t1, ESY2_g33651_DN2_SP0_c0.t1	XP_018450352.1, XP_018454446.1, XP_018454444.1
OG0000148	ESY8_g58470_DN2_SP0_c0.t1	XP_018476586.1, XP_018490337.1, XP_018438679.1, XP_018438702.1, XP_018438172.1, XP_018466105.1, XP_018435825.1
OG0000148	ESY5_g5279_DN1_SP0_c0.t1	XP_018474116.1, XP_018450098.1
OG0000148	ESY3_g32181_DN3_SP0_c0.t1	XP_018463804.1, XP_018474145.1, XP_018463803.1, XP_018475963.1
OG0000148	ESY8_g58410_DN2_SP0_c0.t1	XP_018448313.1, XP_018474230.1, XP_018474217.1, XP_018474222.1, XP_018448315.1, XP_018448325.1, XP_018448316.1, XP_018448324.1, XP_018450320.1, XP_018448317.1, XP_018448320.1, XP_018460562.1, XP_018460564.1, XP_018480113.1, XP_018488106.1
OG0000148	ESY2_g37391_DN2_SP0_c0.t1	XP_018477961.1, XP_018477938.1
OG0000150	ESY3_g27873_DN2_SP0_c0.t1	XP_018479575.1, XP_018459979.1, XP_018463846.1, XP_018461248.1, XP_018465443.1, XP_018464356.1, XP_018435745.1, XP_018463578.1, XP_018462355.1, XP_018459972.1, XP_018462354.1, XP_018463369.1, XP_018462471.1, XP_018462446.1, XP_018462353.1, XP_018473997.1, XP_018464631.1, XP_018463372.1, XP_018453674.1, XP_018461308.1, XP_018467159.1, XP_018490387.1
OG0000151	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1	XP_018482689.1, XP_018484857.1, XP_018484839.1, XP_018491621.1, XP_018443657.1, XP_018481788.1, XP_018483151.1, XP_018439853.1, XP_018481215.1, XP_018478165.1, XP_018478354.1, XP_018445846.1
OG0000153	ESY18_g63267_DN3_SP0_c0.t1	XP_018480951.1
OG0000153	ESY5_g4518_DN3_SP0_c32.t1	XP_018489135.1
OG0000154	ESY16_g61942_DN3_SP0_c0.t1, ESY16_g61938_DN2_SP0_c0.t1, ESY2_g37486_DN2_SP0_c0.t1	XP_018479145.1, XP_018477927.1
OG0000154	ESY2_g37254_DN2_SP0_c0.t1	XP_018485330.1
OG0000154	ESY2_g37384_DN3_SP0_c0.t1, ESY2_g37454_DN1_SP0_c0.t1, ESY2_g37458_DN2_SP0_c0.t1	XP_018448845.1, XP_018491502.1, XP_018467606.1, XP_018441571.1, XP_018478447.1, XP_018478366.1, XP_018478458.1
OG0000155	ESY2_g38672_DN2_SP0_c0.t1	XP_018479684.1, XP_018473996.1, XP_018464080.1
OG0000155	ESY5_g3385_DN3_SP0_c0.t1	XP_018435570.1
OG0000155	ESY9_g42729_DN2_SP0_c0.t1	XP_018453610.1
OG0000157	ESY6_g50353_DN1_SP0_c0.t1, ESY6_g49737_DN2_SP0_c0.t1	XP_018448171.1
OG0000157	ESY9_g42903_DN1_SP0_c0.t1	XP_018489438.1
OG0000158	ESY12_g51000_DN3_SP0_c0.t1, ESY4_g26330_DN1_SP0_c0.t1	XP_018455540.1
OG0000158	ESY6_g49100_DN2_SP0_c0.t1	XP_018479452.1
OG0000159	ESY9_g44960_DN3_SP0_c0.t1, ESY3_g27428_DN3_SP0_c0.t1	XP_018465827.1
OG0000159	ESY5_g2337_DN3_SP0_c0.t1	XP_018452405.1, XP_018477160.1, XP_018477168.1, XP_018450983.1, XP_018460947.1, XP_018459742.1
OG0000160	ESY11_g54431_DN3_SP8_c0.t1	XP_018456672.1, XP_018439896.1
OG0000160	ESY4_g24538_DN3_SP0_c0.t1	XP_018482147.1, XP_018459851.1, XP_018480330.1, XP_018459849.1, XP_018470513.1, XP_018447677.1, XP_018447191.1
OG0000160	ESY6_g48428_DN3_SP8_c0.t1	XP_018470730.1, XP_018456230.1
OG0000160	ESY19_g42179_DN3_SP8_c0.t1	XP_018440073.1
OG0000160	ESY2_g36615_DN3_SP8_c6.t1	XP_018442966.1, XP_018453169.1
OG0000160	ESY8_g59421_DN3_SP7_c0.t1	XP_018441376.1
OG0000161	ESY11_g54524_DN2_SP0_c0.t1	XP_018438287.1, XP_018466357.1, XP_018465418.1, XP_018465994.1, XP_018478423.1, XP_018453459.1, XP_018465807.1, XP_018469934.1, XP_018469930.1, XP_018466917.1, XP_018467660.1, XP_018436007.1, XP_018465716.1, XP_018462147.1, XP_018469898.1, XP_018473855.1, XP_018440662.1, XP_018433425.1, XP_018465227.1, XP_018479677.1, XP_018465706.1, XP_018448624.1, XP_018455355.1, XP_018473872.1, XP_018472887.1, XP_018486622.1, XP_018486853.1, XP_018466281.1, XP_018449849.1, XP_018490276.1, XP_018482262.1, XP_018479969.1, XP_018474160.1, XP_018443630.1, XP_018460036.1, XP_018435861.1, XP_018450442.1, XP_018471352.1
OG0000162	ESY20_g12799_DN3_SP0_c0.t1	XP_018475016.1, XP_018474617.1
OG0000162	ESY20_g12795_DN3_SP0_c0.t1	XP_018438649.1
OG0000163	ESY8_g60272_DN2_SP0_c0.t1	XP_018473864.1, XP_018476696.1
OG0000163	ESY10_g14513_DN2_SP0_c0.t1	XP_018464106.1, XP_018458096.1, XP_018436081.1, XP_018459495.1, XP_018476861.1, XP_018476229.1, XP_018453657.1
OG0000164	ESY4_g22572_DN3_SP0_c0.t1	XP_018466800.1, XP_018458616.1, XP_018463540.1, XP_018473921.1, XP_018458688.1, XP_018479687.1, XP_018467590.1, XP_018473929.1, XP_018474603.1
OG0000165	ESY11_g54874_DN3_SP0_c0.t1, ESY11_g54875_DN3_SP0_c0.t1	XP_018462017.1, XP_018462798.1, XP_018475093.1, XP_018475274.1, XP_018474963.1, XP_018475261.1, XP_018475091.1, XP_018475959.1, XP_018475385.1, XP_018476864.1, XP_018476871.1, XP_018476525.1, XP_018474676.1, XP_018490875.1
OG0000166	ESY6_g49239_DN3_SP0_c66.t1, ESY5_g5230_DN1_SP0_c0.t1, ESY2_g34940_DN2_SP0_c11.t1	XP_018466358.1
OG0000166	ESY2_g36574_DN3_SP0_c0.t1, ESY4_g24375_DN3_SP0_c0.t1, ESY2_g34111_DN3_SP0_c10.t1, ESY2_g36576_DN3_SP0_c22.t1, ESY2_g36385_DN2_SP0_c0.t1	XP_018453394.1
OG0000167	ESY2_g33553_DN2_SP0_c0.t1	XP_018490261.1, XP_018464626.1, XP_018487626.1, XP_018491261.1, XP_018492182.1, XP_018465368.1, XP_018490308.1, XP_018488211.1, XP_018488212.1, XP_018490154.1, XP_018487656.1
OG0000169	ESY12_g51764_DN2_SP0_c0.t1, ESY12_g51769_DN2_SP0_c0.t1	XP_018490650.1, XP_018465835.1, XP_018488136.1, XP_018460812.1, XP_018449930.1, XP_018450149.1, XP_018464337.1, XP_018493592.1, XP_018476446.1
OG0000170	ESY7_g16345_DN2_SP0_c0.t1	XP_018437857.1, XP_018480331.1, XP_018477945.1, XP_018482760.1, XP_018480183.1, XP_018480175.1, XP_018485103.1, XP_018478569.1, XP_018477942.1, XP_018477280.1, XP_018491475.1, XP_018481458.1
OG0000171	ESY6_g47353_DN3_SP8_c0.t1	XP_018471382.1, XP_018457991.1
OG0000171	ESY2_g33324_DN3_SP8_c0.t1	XP_018453176.1
OG0000171	ESY11_g53876_DN3_SP8_c0.t1	XP_018435045.1
OG0000171	ESY6_g48165_DN3_SP8_c0.t1	XP_018468491.1, XP_018455854.1
OG0000171	ESY3_g30785_DN3_SP8_c0.t1, ESY3_g30787_DN3_SP0_c0.t1	XP_018440453.1, XP_018492109.1, XP_018491228.1, XP_018486328.1
OG0000171	ESY4_g23864_DN3_SP6_c0.t1	XP_018447674.1, XP_018461966.1, XP_018445231.1
OG0000172	ESY7_g18225_DN1_SP0_c0.t1	XP_018479921.1
OG0000172	ESY8_g59370_DN1_SP0_c0.t1, ESY3_g30908_DN2_SP0_c0.t1	XP_018454235.1, XP_018487469.1, XP_018435427.1, XP_018465544.1, XP_018473683.1, XP_018479779.1, XP_018448342.1, XP_018473984.1, XP_018473985.1, XP_018479174.1
OG0000173	ESY4_g25629_DN2_SP0_c19.t1	XP_018451159.1
OG0000174	ESY11_g53584_DN1_SP0_c0.t1, ESY3_g28899_DN2_SP0_c0.t1, ESY4_g24612_DN2_SP0_c73.t1, ESY2_g38528_DN2_SP0_c0.t1, ESY19_g41722_DN3_SP0_c0.t1, ESY11_g53147_DN2_SP0_c3.t1	XP_018461501.1, XP_018487536.1, XP_018479205.1, XP_018448484.1, XP_018453686.1, XP_018435973.1, XP_018435672.1, XP_018461398.1, XP_018461214.1, XP_018473885.1, XP_018443531.1, XP_018443569.1
OG0000177	ESY6_g48223_DN3_SP0_c93.t1	XP_018462732.1
OG0000177	ESY6_g48224_DN3_SP0_c0.t1, ESY1_g11446_DN3_SP0_c0.t1	XP_018450415.1, XP_018449054.1, XP_018449382.1
OG0000177	ESY1_g11444_DN3_SP0_c0.t1	XP_018469385.1, XP_018442122.1, XP_018465489.1, XP_018482050.1
OG0000177	ESY1_g11445_DN3_SP0_c0.t1	XP_018468276.1
OG0000179	ESY2_g34066_DN3_SP0_c38.t1, ESY16_g61889_DN3_SP0_c12.t1, ESY2_g34050_DN2_SP0_c7.t1	XP_018490877.1
OG0000182	ESY1_g12359_DN3_SP0_c0.t1	XP_018466211.1, XP_018488976.1
OG0000182	ESY4_g26670_DN2_SP0_c0.t1, ESY6_g50201_DN1_SP0_c0.t1	XP_018456298.1
OG0000183	ESY2_g35240_DN3_SP8_c46.t1	XP_018483199.1
OG0000183	ESY6_g49123_DN3_SP5_c0.t1	XP_018471446.1, XP_018433899.1, XP_018492563.1, XP_018476487.1, XP_018444117.1, XP_018444119.1
OG0000183	ESY1_g7203_DN3_SP0_c0.t1	XP_018478487.1
OG0000185	ESY7_g16549_DN3_SP0_c0.t1	XP_018448687.1
OG0000185	ESY12_g51008_DN3_SP0_c0.t1	XP_018488105.1
OG0000185	ESY2_g35404_DN3_SP0_c41.t1, ESY3_g29317_DN3_SP0_c0.t1	XP_018435637.1, XP_018435638.1
OG0000185	ESY2_g36973_DN1_SP0_c0.t1, ESY5_g5330_DN3_SP0_c0.t1, ESY6_g47619_DN3_SP0_c0.t1	XP_018437795.1, XP_018435991.1, XP_018437982.1
OG0000186	ESY7_g19452_DN1_SP0_c2.t1, ESY7_g19499_DN1_SP0_c39.t1, ESY7_g19461_DN3_SP0_c48.t1, ESY7_g19501_DN1_SP0_c11.t1	XP_018460188.1, XP_018445439.1
OG0000186	ESY3_g32370_DN2_SP0_c0.t1, ESY3_g32365_DN1_SP0_c79.t1	XP_018475580.1, XP_018439292.1, XP_018439274.1, XP_018437553.1
OG0000188	ESY7_g19296_DN2_SP0_c0.t1, ESY3_g31966_DN3_SP0_c1.t1	XP_018435289.1
OG0000188	ESY3_g31964_DN2_SP0_c0.t1, ESY3_g31967_DN2_SP0_c0.t1	XP_018455405.1, XP_018435291.1, XP_018438633.1, XP_018463291.1, XP_018438743.1, XP_018438489.1
OG0000189	ESY11_g53875_DN3_SP4_c0.t1	XP_018488978.1
OG0000189	ESY4_g25500_DN3_SP8_c0.t1	XP_018464957.1
OG0000189	ESY2_g34822_DN3_SP1_c0.t1	XP_018445116.1
OG0000191	ESY13_g57929_DN1_SP0_c0.t1, ESY21_g55511_DN2_SP0_c0.t1, ESY2_g37100_DN3_SP0_c0.t1, ESY7_g16167_DN1_SP0_c0.t1, ESY4_g25614_DN2_SP0_c66.t1, ESY9_g44026_DN2_SP0_c0.t1	XP_018436086.1, XP_018460717.1, XP_018479558.1, XP_018465016.1, XP_018448614.1, XP_018475801.1, XP_018453753.1, XP_018479520.1, XP_018453690.1, XP_018448545.1, XP_018460692.1, XP_018435701.1, XP_018460634.1, XP_018462864.1, XP_018460757.1, XP_018479822.1, XP_018435738.1, XP_018435736.1, XP_018435726.1
OG0000192	ESY10_g14136_DN1_SP0_c0.t1	XP_018462530.1, XP_018467255.1, XP_018479088.1
OG0000192	ESY11_g54789_DN1_SP0_c0.t1, ESY2_g37000_DN2_SP0_c0.t1, ESY2_g33644_DN3_SP0_c0.t1	XP_018454454.1, XP_018464233.1, XP_018484524.1, XP_018454865.1
OG0000193	ESY11_g54357_DN1_SP0_c0.t1, ESY3_g29925_DN2_SP0_c0.t1	XP_018467632.1, XP_018448639.1, XP_018487466.1
OG0000194	ESY3_g28566_DN1_SP0_c0.t1	XP_018463267.1, XP_018462236.1, XP_018453709.1, XP_018464556.1, XP_018464934.1, XP_018487759.1, XP_018477393.1, XP_018467472.1
OG0000197	ESY9_g43011_DN2_SP0_c0.t1	XP_018476022.1
OG0000197	ESY9_g43009_DN3_SP0_c0.t1	XP_018448522.1
OG0000197	ESY9_g43010_DN3_SP0_c0.t1	XP_018487852.1
OG0000198	ESY7_g18205_DN3_SP0_c0.t1, ESY7_g18208_DN3_SP0_c0.t1	XP_018460378.1, XP_018481114.1, XP_018460375.1, XP_018479160.1
OG0000199	ESY1_g12012_DN3_SP0_c0.t1	XP_018470386.1, XP_018449273.1, XP_018449280.1, XP_018449101.1
OG0000200	ESY7_g17041_DN3_SP0_c0.t1	XP_018451670.1
OG0000200	ESY7_g17038_DN2_SP0_c0.t1	XP_018451671.1
OG0000201	ESY15_g64746_DN1_SP0_c100.t1	XP_018435943.1, XP_018487739.1, XP_018463948.1
OG0000203	ESY1_g11505_DN3_SP0_c21.t1, ESY1_g11487_DN3_SP0_c0.t1, ESY1_g11510_DN3_SP0_c0.t1	XP_018444347.1, XP_018444560.1, XP_018444331.1, XP_018444372.1
OG0000203	ESY1_g10742_DN3_SP0_c0.t1	XP_018444359.1
OG0000203	ESY16_g61546_DN3_SP0_c0.t1	XP_018488418.1
OG0000203	ESY1_g11462_DN3_SP0_c0.t1	XP_018444673.1, XP_018460880.1, XP_018484517.1, XP_018484516.1
OG0000203	ESY1_g11463_DN3_SP0_c0.t1	XP_018446270.1, XP_018444506.1, XP_018444360.1
OG0000205	ESY6_g47659_DN3_SP0_c30.t1	XP_018453590.1, XP_018465023.1, XP_018453635.1, XP_018453793.1, XP_018462949.1, XP_018466885.1, XP_018459728.1, XP_018475645.1, XP_018465102.1, XP_018479576.1, XP_018467321.1, XP_018453867.1, XP_018475424.1, XP_018466046.1, XP_018467224.1, XP_018467428.1, XP_018467324.1, XP_018463244.1, XP_018463262.1, XP_018458054.1, XP_018476099.1, XP_018479716.1, XP_018468530.1, XP_018464197.1, XP_018467617.1, XP_018467610.1, XP_018454079.1
OG0000209	ESY5_g2795_DN2_SP0_c0.t1	XP_018448172.1, XP_018442633.1
OG0000209	ESY7_g18015_DN2_SP0_c0.t1	XP_018487834.1
OG0000209	ESY3_g31328_DN1_SP0_c0.t1	XP_018478964.1, XP_018464005.1
OG0000210	ESY1_g12080_DN3_SP0_c20.t1	XP_018437416.1
OG0000211	ESY4_g25962_DN1_SP0_c27.t1, ESY15_g65094_DN1_SP0_c0.t1	XP_018456465.1, XP_018435834.1, XP_018465129.1, XP_018460068.1, XP_018466980.1, XP_018487789.1
