Orthogroup	Euclidium_syriacum	Arabidopsis_thaliana
OG0000237	ESY1_g12367_DN3_SP0_c0.t1	AT1G77650.1
OG0000237	ESY3_g28814_DN3_SP0_c0.t1	AT3G22650.2
OG0000237	ESY4_g24696_DN2_SP0_c0.t1	AT3G21410.1
OG0000238	ESY2_g38077_DN3_SP0_c0.t1	AT5G28000.1, AT5G28010.1
OG0000239	ESY2_g35012_DN2_SP0_c0.t1	AT1G43145.1
OG0000241	ESY9_g43553_DN3_SP0_c0.t1	AT4G21860.1
OG0000241	ESY9_g43563_DN3_SP0_c0.t1, ESY9_g43568_DN3_SP0_c0.t1	AT4G21850.1
OG0000241	ESY7_g16356_DN3_SP0_c0.t1	AT4G04840.1
OG0000241	ESY7_g16354_DN3_SP5_c0.t1	AT4G04800.1
OG0000241	ESY7_g16355_DN3_SP3_c0.t1	AT4G04830.1
OG0000242	ESY19_g41982_DN3_SP0_c33.t1, ESY19_g41981_DN2_SP0_c45.t1	AT5G48670.1
OG0000242	ESY1_g10190_DN2_SP0_c0.t1	AT5G27810.1
OG0000242	ESY15_g64561_DN3_SP0_c0.t1, ESY10_g15359_DN3_SP0_c0.t1	AT5G26630.1
OG0000243	ESY3_g29914_DN2_SP0_c0.t1, ESY3_g29916_DN2_SP0_c0.t1	AT1G29450.1
OG0000244	ESY7_g16503_DN3_SP0_c20.t1, ESY7_g16510_DN3_SP0_c56.t1	AT4G05260.1, AT4G05240.1, AT4G05250.1, AT4G05230.1, AT4G03370.1, AT4G03360.1, AT4G02950.1, AT4G03350.1, AT4G02970.1
OG0000245	ESY2_g38315_DN3_SP0_c0.t1	AT4G03740.1
OG0000246	ESY10_g15197_DN1_SP0_c67.t1	AT3G53160.1, AT2G36790.1, AT2G36800.1, AT2G36750.1, AT2G36760.1, AT2G36780.1, AT2G36770.1
OG0000247	ESY5_g4830_DN3_SP0_c0.t1, ESY5_g4829_DN3_SP0_c0.t1	AT5G38500.1, AT3G49610.1
OG0000247	ESY8_g58357_DN2_SP0_c44.t1, ESY12_g51573_DN3_SP0_c0.t1, ESY5_g4744_DN3_SP0_c0.t1, ESY5_g2142_DN2_SP0_c0.t1, ESY5_g4743_DN3_SP0_c0.t1, ESY3_g30089_DN2_SP0_c0.t1, ESY11_g54658_DN3_SP0_c0.t1, ESY5_g2141_DN2_SP0_c0.t1, ESY5_g4739_DN2_SP0_c0.t1	AT5G24050.1, AT3G24850.1, AT1G32030.1
OG0000248	ESY2_g35510_DN3_SP0_c0.t1, ESY2_g35523_DN2_SP0_c0.t1	AT1G70040.1
OG0000248	ESY2_g35512_DN3_SP0_c0.t1	AT1G70120.1
OG0000248	ESY2_g35522_DN1_SP0_c0.t1, ESY2_g35505_DN1_SP0_c0.t1, ESY2_g35511_DN2_SP0_c0.t1	AT3G54410.1
OG0000248	ESY9_g43852_DN1_SP0_c0.t1	AT5G39330.1, AT1G70020.1
OG0000249	ESY2_g37281_DN2_SP0_c83.t1	AT1G43260.1, AT5G31412.1
OG0000250	ESY20_g12697_DN2_SP0_c0.t1	AT4G05320.2
OG0000250	ESY6_g49018_DN2_SP0_c0.t1	AT4G02890.3
OG0000250	ESY11_g54017_DN3_SP0_c0.t1	AT5G37640.1
OG0000252	ESY4_g24982_DN3_SP0_c27.t1, ESY4_g24972_DN3_SP0_c33.t1	AT5G37170.1
OG0000254	ESY2_g38707_DN3_SP0_c0.t1	AT4G15680.1
OG0000256	ESY3_g29794_DN3_SP0_c0.t1	AT3G17480.1, AT1G62270.1, AT3G17500.1
OG0000259	ESY4_g26565_DN3_SP0_c0.t1	AT3G03360.1
OG0000260	ESY12_g51407_DN3_SP0_c0.t1	AT4G39500.2, AT4G32170.1
OG0000260	ESY4_g26754_DN3_SP0_c0.t1, ESY4_g26753_DN3_SP0_c0.t1	AT4G39510.1
OG0000260	ESY4_g26309_DN3_SP0_c0.t1, ESY4_g26755_DN3_SP0_c0.t1	AT1G47620.1
OG0000262	ESY2_g33426_DN3_SP0_c0.t1	AT1G62170.2, AT2G14540.1
OG0000273	ESY10_g14875_DN3_SP0_c0.t1	AT5G53640.1
OG0000275	ESY6_g50261_DN3_SP0_c0.t1, ESY6_g50262_DN2_SP0_c0.t1, ESY8_g58138_DN1_SP0_c0.t1, ESY4_g25215_DN3_SP0_c0.t1, ESY6_g50264_DN2_SP0_c0.t1	AT4G39760.1
OG0000275	ESY4_g24479_DN2_SP0_c49.t1	AT4G39753.1, AT5G28180.1, AT5G28160.1, AT4G39756.1
OG0000277	ESY4_g25561_DN3_SP8_c0.t1, ESY11_g53846_DN3_SP8_c0.t1	AT4G38920.1
OG0000278	ESY7_g19126_DN1_SP0_c0.t1	AT2G03010.1, AT5G37400.2, AT5G37650.1, AT4G09440.1, AT5G37470.2, AT5G37460.1, AT5G37920.1, AT5G37430.1, AT5G37410.2, AT4G16530.1, AT5G37420.1
OG0000279	ESY7_g16716_DN3_SP0_c0.t1	AT5G44950.1, AT5G44970.1, AT5G44980.1, AT5G44940.1, AT5G44960.1
OG0000282	ESY1_g12400_DN3_SP0_c0.t1	AT4G22170.1
OG0000282	ESY5_g5275_DN1_SP0_c0.t1	AT4G22180.1, AT4G22660.1, AT4G22165.1, AT4G14165.1
OG0000284	ESY2_g37518_DN2_SP0_c0.t1	AT5G19270.1, AT4G03566.1
OG0000290	ESY2_g33314_DN2_SP0_c91.t1	AT1G49920.1, AT1G64253.1, AT1G64260.1, AT1G64255.1
OG0000292	ESY4_g26280_DN2_SP0_c0.t1	AT2G34320.1
OG0000294	ESY7_g17419_DN1_SP0_c0.t1, ESY7_g17451_DN3_SP0_c0.t1	AT4G11590.1
OG0000294	ESY2_g33488_DN1_SP0_c0.t1	AT1G31000.1
OG0000295	ESY2_g33574_DN3_SP0_c0.t1	AT1G43010.1
OG0000298	ESY1_g10425_DN2_SP0_c0.t1	AT1G33610.1
OG0000298	ESY16_g61822_DN2_SP0_c14.t1, ESY10_g14432_DN3_SP0_c17.t1	AT2G26380.1
OG0000298	ESY1_g10421_DN3_SP0_c0.t1	AT1G33590.2
OG0000300	ESY1_g10575_DN1_SP0_c0.t1	AT3G56670.1
OG0000301	ESY12_g52023_DN2_SP0_c0.t1, ESY12_g52025_DN3_SP0_c0.t1, ESY6_g50380_DN2_SP0_c0.t1, ESY12_g52134_DN3_SP0_c0.t1, ESY8_g58529_DN3_SP0_c0.t1, ESY3_g32020_DN3_SP0_c0.t1, ESY7_g18922_DN3_SP0_c0.t1, ESY7_g18921_DN3_SP0_c0.t1	AT2G44630.1, AT2G44700.1
OG0000304	ESY12_g50903_DN3_SP0_c100.t1, ESY12_g50900_DN3_SP0_c90.t1	AT2G40450.1
OG0000305	ESY12_g50855_DN3_SP0_c0.t1	AT1G43090.1, AT1G43100.1, AT1G43080.1, AT2G15470.1, AT2G15450.1, AT2G15460.1, AT2G26620.1, AT4G13760.1, AT2G40310.1
OG0000306	ESY8_g60999_DN3_SP0_c0.t1	AT5G38690.1
OG0000307	ESY3_g32555_DN1_SP0_c0.t1, ESY3_g32550_DN1_SP0_c0.t1	AT2G04115.1, AT1G51240.1, AT1G51250.1, AT1G51230.1, AT5G39493.1, AT1G09245.1
OG0000308	ESY20_g12864_DN3_SP1_c0.t1, ESY20_g12861_DN3_SP3_c0.t1, ESY20_g12860_DN3_SP1_c0.t1, ESY20_g12863_DN3_SP7_c0.t1, ESY20_g12859_DN3_SP1_c0.t1	AT5G43370.1, AT5G43350.1
OG0000312	ESY1_g9123_DN3_SP0_c0.t1	AT2G07290.1
OG0000313	ESY1_g11698_DN3_SP0_c0.t1, ESY1_g11700_DN3_SP0_c0.t1	AT4G20095.3
OG0000313	ESY1_g12505_DN3_SP0_c0.t1	AT4G29550.1
OG0000313	ESY11_g54954_DN2_SP0_c0.t1, ESY2_g35179_DN3_SP0_c0.t1, ESY2_g35147_DN3_SP0_c0.t1	AT2G20620.1
OG0000315	ESY1_g11918_DN3_SP0_c0.t1, ESY1_g11922_DN3_SP0_c0.t1, ESY1_g11919_DN3_SP0_c0.t1, ESY1_g11921_DN3_SP0_c0.t1, ESY1_g11920_DN3_SP0_c0.t1, ESY1_g11917_DN3_SP0_c0.t1, ESY1_g11865_DN2_SP0_c0.t1	AT1G34047.2, AT5G33355.1, AT3G59930.1
OG0000316	ESY11_g54015_DN1_SP0_c100.t1	AT3G14690.2, AT3G14650.1, AT3G14660.1, AT3G14680.1, AT3G14640.2
OG0000318	ESY5_g3011_DN3_SP0_c0.t1	AT1G79680.1, AT1G69730.1, AT1G16090.1
OG0000321	ESY2_g37547_DN3_SP1_c0.t1, ESY2_g37555_DN3_SP8_c0.t1	AT1G04820.1
OG0000321	ESY6_g49299_DN3_SP7_c0.t1	AT5G19770.1, AT5G19780.1
OG0000321	ESY2_g34313_DN3_SP3_c0.t1	AT1G64740.1
OG0000322	ESY4_g26890_DN3_SP0_c0.t1, ESY2_g35230_DN2_SP0_c0.t1, ESY5_g5055_DN3_SP0_c0.t1, ESY4_g26856_DN2_SP0_c0.t1	AT1G73490.2
OG0000323	ESY1_g12097_DN3_SP0_c13.t1	AT5G48770.1
OG0000325	ESY5_g4954_DN3_SP8_c0.t1	AT1G04750.1
OG0000325	ESY5_g4953_DN3_SP7_c0.t1	AT1G04760.1
OG0000326	ESY5_g5188_DN3_SP0_c9.t1	AT2G03460.1, AT5G38670.1, AT5G38680.1, AT5G51250.1, AT3G08810.1, AT3G06570.1
OG0000327	ESY2_g36761_DN3_SP0_c0.t1	AT1G77570.1
OG0000327	ESY2_g34541_DN2_SP0_c0.t1	AT4G19630.1
OG0000328	ESY3_g29135_DN3_SP0_c0.t1	AT3G20980.1
OG0000329	ESY5_g5095_DN3_SP0_c0.t1	AT4G14630.1
OG0000329	ESY8_g60943_DN3_SP0_c0.t1	AT5G38960.1, AT5G38930.1, AT5G38940.2, AT5G38910.1
OG0000331	ESY20_g13155_DN3_SP0_c0.t1	AT4G01850.1
OG0000331	ESY3_g29804_DN3_SP0_c0.t1	AT3G17390.1
OG0000335	ESY1_g11633_DN2_SP0_c0.t1	AT3G60040.3
OG0000336	ESY2_g34140_DN3_SP8_c0.t1, ESY5_g3340_DN3_SP0_c0.t1, ESY5_g3323_DN3_SP1_c0.t1, ESY2_g34160_DN3_SP0_c0.t1	AT1G57660.1, AT1G57860.1, AT1G09690.1, AT1G09590.1
OG0000339	ESY8_g58576_DN3_SP0_c0.t1	AT1G11610.2, AT2G30750.1, AT2G30770.1
OG0000339	ESY9_g43261_DN3_SP0_c17.t1	AT5G42590.1
OG0000339	ESY2_g37679_DN3_SP0_c17.t1	AT4G13310.1, AT4G13290.1
OG0000341	ESY1_g10436_DN3_SP0_c58.t1	AT5G51470.1, AT1G48660.2, AT1G48670.1
OG0000342	ESY5_g1891_DN1_SP0_c0.t1	AT2G24510.1
OG0000342	ESY5_g5105_DN2_SP0_c0.t1, ESY5_g5104_DN1_SP0_c0.t1	AT3G17570.1, AT3G17265.1
OG0000342	ESY11_g54851_DN3_SP0_c0.t1	AT3G24700.2
OG0000342	ESY5_g1892_DN2_SP0_c0.t1	AT3G17270.1
OG0000342	ESY9_g42829_DN3_SP0_c0.t1	AT3G17530.1
OG0000345	ESY24_g32979_DN3_SP0_c0.t1	AT1G33850.1
OG0000345	ESY20_g12900_DN3_SP6_c0.t1	AT5G09500.1, AT5G43640.1
OG0000345	ESY20_g12904_DN3_SP2_c0.t1	AT5G09490.1
OG0000346	ESY2_g34494_DN3_SP4_c28.t1	AT3G26190.1
OG0000346	ESY1_g11126_DN3_SP0_c0.t1	AT5G35715.1
OG0000347	ESY1_g12292_DN3_SP6_c0.t1	AT3G61430.1
OG0000347	ESY20_g12945_DN3_SP4_c0.t1	AT4G23400.1
OG0000347	ESY5_g5505_DN3_SP8_c16.t1	AT1G01620.1
OG0000349	ESY6_g48779_DN3_SP0_c27.t1	AT5G59660.3, AT5G59670.1, AT5G59680.1, AT5G59650.2
OG0000350	ESY2_g33881_DN3_SP0_c95.t1	AT3G29050.2, AT3G21920.2, AT3G21930.1, AT3G21910.1, AT3G21900.2
OG0000351	ESY5_g3979_DN1_SP0_c0.t1, ESY4_g24787_DN1_SP0_c0.t1, ESY3_g31230_DN1_SP0_c0.t1, ESY5_g3978_DN1_SP0_c0.t1, ESY6_g47941_DN2_SP0_c0.t1, ESY15_g64406_DN2_SP0_c0.t1, ESY4_g24305_DN1_SP0_c0.t1, ESY4_g24788_DN1_SP0_c0.t1, ESY3_g28882_DN1_SP0_c0.t1, ESY3_g31231_DN3_SP0_c0.t1, ESY3_g28881_DN1_SP0_c0.t1, ESY3_g29409_DN3_SP0_c0.t1, ESY6_g47940_DN2_SP0_c0.t1, ESY3_g31265_DN3_SP0_c0.t1, ESY3_g31310_DN2_SP0_c0.t1	AT2G15660.1
OG0000355	ESY4_g26254_DN1_SP0_c0.t1, ESY21_g55414_DN2_SP0_c0.t1	AT5G60440.1, AT4G36590.1
OG0000356	ESY8_g59409_DN3_SP0_c0.t1	AT2G24650.1
OG0000357	ESY4_g26503_DN3_SP1_c0.t1, ESY4_g23322_DN2_SP0_c0.t1, ESY4_g26504_DN3_SP0_c0.t1	AT1G29930.1, AT1G29920.1, AT1G29910.1, AT2G34420.1, AT2G34430.1
OG0000358	ESY2_g37261_DN3_SP1_c0.t1	AT1G51490.1
OG0000358	ESY2_g37260_DN3_SP0_c0.t1	AT1G51470.1, AT1G47600.1
OG0000359	ESY6_g47582_DN3_SP0_c0.t1	AT5G54145.1
OG0000359	ESY16_g62137_DN2_SP0_c0.t1, ESY16_g62138_DN1_SP0_c0.t1, ESY16_g62142_DN3_SP0_c0.t1, ESY16_g62136_DN1_SP0_c0.t1	AT4G27652.1
OG0000359	ESY16_g62127_DN2_SP0_c0.t1, ESY16_g62145_DN3_SP0_c0.t1, ESY16_g62144_DN2_SP0_c0.t1	AT4G27657.1
OG0000361	ESY4_g22426_DN2_SP0_c0.t1	AT5G32613.1
OG0000363	ESY7_g18962_DN3_SP0_c0.t1, ESY7_g18964_DN3_SP0_c0.t1	AT3G44970.1
OG0000363	ESY2_g36388_DN3_SP0_c0.t1	AT1G55940.2
OG0000364	ESY5_g1904_DN3_SP0_c0.t1, ESY5_g1903_DN2_SP0_c0.t1, ESY5_g4004_DN3_SP0_c0.t1	AT2G40560.1, AT2G40500.1
OG0000365	ESY7_g18233_DN3_SP0_c0.t1	AT1G26390.1
OG0000365	ESY9_g43323_DN1_SP0_c0.t1, ESY9_g43329_DN3_SP0_c0.t1	AT4G20800.1
OG0000365	ESY7_g18417_DN3_SP0_c0.t1	AT1G26380.1, AT1G26410.1, AT1G26400.1, AT1G26420.1
OG0000367	ESY2_g35520_DN3_SP0_c0.t1, ESY2_g35521_DN3_SP0_c0.t1, ESY2_g35493_DN3_SP0_c0.t1	AT1G24200.1
OG0000367	ESY2_g35496_DN3_SP0_c0.t1	AT5G35610.1
OG0000367	ESY7_g17523_DN2_SP0_c0.t1	AT5G15030.1, AT5G15040.1
OG0000369	ESY9_g43317_DN3_SP0_c0.t1, ESY9_g43372_DN2_SP0_c0.t1	AT5G49490.1, AT5G49420.1, AT5G38620.1
OG0000370	ESY9_g45394_DN3_SP0_c0.t1	AT3G23950.1, AT3G23970.1
OG0000371	ESY16_g62205_DN3_SP0_c0.t1, ESY40_g12613_DN1_SP0_c0.t1	AT5G36080.1, AT1G35820.1, AT3G42870.1, AT3G30520.1, AT1G43720.1, AT3G32904.1
OG0000374	ESY2_g37624_DN1_SP0_c0.t1	AT2G09388.1
OG0000376	ESY2_g33948_DN3_SP2_c0.t1	AT1G60750.1
OG0000376	ESY5_g3546_DN3_SP3_c0.t1	AT1G10810.1
OG0000376	ESY2_g33950_DN3_SP3_c0.t1	AT1G60690.1
OG0000376	ESY2_g33954_DN3_SP0_c0.t1	AT1G60710.1
OG0000380	ESY6_g48700_DN2_SP0_c0.t1, ESY6_g48753_DN3_SP0_c0.t1, ESY6_g48750_DN3_SP0_c0.t1	AT1G35850.1, AT5G59280.1, AT1G21620.1
OG0000380	ESY6_g48889_DN2_SP0_c0.t1	AT5G60180.1, AT5G60110.1
OG0000381	ESY2_g36132_DN3_SP0_c0.t1, ESY2_g38245_DN3_SP0_c0.t1	AT1G78635.1, AT1G78640.1
OG0000382	ESY20_g13232_DN3_SP0_c14.t1, ESY20_g13234_DN3_SP0_c30.t1, ESY20_g13236_DN2_SP0_c16.t1, ESY20_g13239_DN3_SP0_c14.t1, ESY20_g13238_DN2_SP0_c14.t1	AT4G02420.1, AT4G02410.1
OG0000382	ESY3_g32183_DN2_SP0_c14.t1	AT2G37710.1
OG0000383	ESY5_g2001_DN3_SP0_c0.t1, ESY5_g1980_DN3_SP0_c0.t1, ESY5_g1965_DN3_SP0_c0.t1	AT1G23720.2
OG0000383	ESY1_g10927_DN1_SP0_c0.t1, ESY1_g10900_DN3_SP0_c0.t1, ESY1_g10899_DN3_SP0_c0.t1	AT3G28550.1, AT3G54590.3, AT3G54580.1
OG0000384	ESY10_g14922_DN2_SP0_c18.t1	AT5G46940.1, AT5G46970.1, AT5G46930.1, AT5G46960.1, AT5G46950.1
OG0000386	ESY9_g43123_DN3_SP0_c0.t1	AT1G33950.1
OG0000386	ESY9_g43083_DN3_SP0_c10.t1, ESY9_g42574_DN3_SP0_c0.t1, ESY9_g43094_DN3_SP0_c0.t1	AT1G33960.2
OG0000388	ESY1_g11584_DN1_SP0_c1.t1	AT3G17550.1
OG0000388	ESY6_g47618_DN2_SP0_c0.t1	AT5G54210.1
OG0000388	ESY6_g50166_DN2_SP0_c0.t1	AT5G23470.1, AT2G02290.1
OG0000389	ESY8_g60142_DN2_SP0_c0.t1	AT5G60610.1
OG0000389	ESY6_g50528_DN2_SP0_c0.t1, ESY6_g50531_DN3_SP0_c0.t1, ESY6_g50530_DN3_SP0_c0.t1	AT2G26860.1
OG0000390	ESY16_g62417_DN3_SP0_c34.t1	AT1G22400.1
OG0000391	ESY2_g35919_DN3_SP0_c12.t1	AT1G73310.1, AT5G36180.1, AT1G73300.1, AT1G73280.1, AT1G73290.1, AT1G73270.1
OG0000391	ESY3_g31094_DN3_SP0_c32.t1, ESY3_g31090_DN3_SP0_c3.t1, ESY3_g31092_DN3_SP0_c0.t1	AT3G12203.1, AT3G10450.1
OG0000392	ESY5_g4380_DN3_SP0_c0.t1, ESY5_g4379_DN3_SP0_c0.t1, ESY5_g4381_DN3_SP0_c0.t1	AT1G17020.1
OG0000392	ESY5_g4377_DN3_SP0_c0.t1	AT1G17010.1, AT4G25300.1, AT4G25310.1
OG0000393	ESY8_g60901_DN3_SP0_c0.t1, ESY8_g60900_DN3_SP7_c0.t1, ESY8_g60904_DN3_SP1_c0.t1, ESY8_g60902_DN2_SP0_c0.t1	AT5G39130.1, AT5G39190.1, AT5G39160.1, AT5G39110.1, AT5G39100.1, AT5G39180.1, AT5G39150.1, AT5G39120.1
OG0000395	ESY5_g2745_DN3_SP0_c0.t1	AT1G14080.1
OG0000395	ESY4_g25388_DN3_SP0_c0.t1	AT2G15350.1, AT2G15370.1
OG0000395	ESY33_g12623_DN3_SP0_c0.t1	AT2G15390.2
OG0000395	ESY5_g2744_DN3_SP0_c0.t1	AT2G15360.1
OG0000397	ESY3_g29940_DN3_SP0_c0.t1, ESY3_g29943_DN3_SP0_c0.t1	AT3G16555.1, AT3G51171.1, AT3G17710.1, AT3G44130.1, AT3G18340.1, AT2G07120.1, AT2G17310.1
OG0000398	ESY15_g65703_DN2_SP0_c0.t1, ESY15_g65704_DN2_SP0_c0.t1	AT5G17167.1
OG0000398	ESY21_g55784_DN3_SP0_c0.t1, ESY6_g46504_DN2_SP0_c0.t1, ESY10_g15813_DN3_SP0_c0.t1, ESY17_g40098_DN3_SP0_c0.t1, ESY11_g52737_DN3_SP0_c0.t1	AT3G30430.1, AT2G35280.1, AT1G36030.1
OG0000399	ESY20_g13176_DN3_SP8_c0.t1	AT4G02080.1
OG0000399	ESY2_g34214_DN3_SP8_c0.t1	AT1G56330.1
OG0000399	ESY5_g3261_DN3_SP4_c0.t1	AT1G09180.1
OG0000402	ESY6_g50337_DN3_SP0_c5.t1, ESY6_g50338_DN3_SP0_c0.t1	AT5G66910.1
OG0000403	ESY8_g58232_DN1_SP0_c0.t1	AT4G03505.1
OG0000403	ESY8_g58239_DN3_SP0_c0.t1	AT4G03480.1
OG0000403	ESY8_g58233_DN3_SP0_c0.t1, ESY8_g58249_DN3_SP0_c0.t1	AT4G03470.1
OG0000404	ESY5_g3186_DN3_SP0_c0.t1	AT1G23935.1
OG0000405	ESY3_g30431_DN3_SP0_c22.t1	AT3G32030.1
OG0000405	ESY3_g30430_DN3_SP0_c18.t1	AT3G14540.1, AT3G14520.1, AT1G31950.3
OG0000406	ESY9_g45558_DN3_SP2_c0.t1	AT2G39590.1
OG0000407	ESY4_g26079_DN3_SP0_c0.t1, ESY9_g42803_DN3_SP0_c0.t1, ESY12_g51264_DN3_SP0_c0.t1, ESY12_g51428_DN3_SP0_c0.t1	AT1G03300.1, AT1G26540.1, AT2G47230.2
OG0000407	ESY12_g51425_DN3_SP0_c0.t1, ESY4_g26078_DN3_SP0_c0.t1, ESY6_g50607_DN3_SP0_c0.t1, ESY6_g50060_DN3_SP0_c31.t1	AT2G47220.1
OG0000409	ESY3_g31366_DN3_SP0_c0.t1, ESY3_g31367_DN3_SP0_c0.t1	AT2G27360.1, AT1G28610.2, AT1G31550.2, AT1G28600.1
OG0000409	ESY2_g35907_DN3_SP0_c0.t1	AT1G28580.1, AT1G28570.1
OG0000409	ESY7_g17293_DN3_SP0_c0.t1	AT1G28590.1
OG0000410	ESY7_g19151_DN2_SP0_c0.t1	AT4G22485.1
OG0000410	ESY9_g42687_DN2_SP0_c0.t1, ESY9_g43782_DN2_SP0_c0.t1	AT4G22505.1
OG0000411	ESY7_g16489_DN3_SP0_c0.t1, ESY8_g59424_DN3_SP0_c0.t1	AT3G42940.1, AT2G24285.2, AT2G24480.1, AT5G43200.1, AT3G28620.1, AT2G24460.1
OG0000412	ESY7_g17282_DN3_SP8_c0.t1	AT5G16570.1
OG0000412	ESY2_g35259_DN3_SP8_c0.t1	AT1G66200.3
OG0000412	ESY3_g29751_DN3_SP8_c0.t1	AT3G17820.1
OG0000413	ESY3_g30246_DN3_SP0_c0.t1	AT3G13662.1
OG0000413	ESY2_g36267_DN3_SP0_c0.t1	AT1G55210.1
OG0000414	ESY2_g33664_DN2_SP0_c0.t1	AT1G62500.1
OG0000414	ESY9_g43051_DN3_SP0_c0.t1	AT2G10940.1
OG0000414	ESY22_g41107_DN3_SP0_c0.t1	AT4G15160.1
OG0000414	ESY3_g28936_DN2_SP0_c0.t1	AT3G22120.2
OG0000415	ESY3_g28366_DN3_SP0_c100.t1	AT2G19365.1
OG0000420	ESY12_g51354_DN1_SP0_c0.t1	AT2G42550.1
OG0000420	ESY7_g18380_DN2_SP0_c0.t1	AT5G12090.1
OG0000421	ESY6_g46873_DN3_SP7_c0.t1	AT5G52640.1
OG0000421	ESY6_g48142_DN3_SP8_c0.t1	AT5G56030.2, AT5G56010.1, AT5G56000.1
OG0000424	ESY6_g47907_DN3_SP1_c0.t1	AT5G54640.1
OG0000424	ESY16_g62294_DN3_SP8_c0.t1	AT4G27230.1
OG0000424	ESY3_g29181_DN3_SP8_c0.t1	AT3G20670.1
OG0000425	ESY3_g29336_DN2_SP0_c0.t1, ESY3_g29337_DN2_SP0_c0.t1, ESY7_g18224_DN2_SP0_c0.t1, ESY7_g18221_DN1_SP0_c0.t1, ESY7_g18726_DN3_SP0_c0.t1, ESY7_g18727_DN3_SP0_c0.t1	AT5G35190.2
OG0000426	ESY3_g31278_DN1_SP0_c0.t1, ESY12_g51017_DN1_SP0_c0.t1, ESY12_g51018_DN1_SP0_c0.t1, ESY6_g49350_DN2_SP0_c0.t1, ESY6_g49348_DN3_SP0_c0.t1, ESY3_g30776_DN3_SP0_c0.t1, ESY2_g36390_DN2_SP0_c0.t1	AT1G55947.1
OG0000426	ESY11_g53917_DN1_SP0_c0.t1, ESY11_g53143_DN3_SP0_c0.t1	AT2G16810.1
OG0000429	ESY1_g11435_DN2_SP0_c0.t1	AT3G58440.1
OG0000429	ESY1_g11438_DN3_SP0_c0.t1, ESY1_g11437_DN3_SP0_c0.t1, ESY1_g11441_DN2_SP0_c0.t1, ESY1_g11443_DN1_SP0_c0.t1	AT3G58410.1
OG0000430	ESY9_g43688_DN3_SP8_c46.t1	AT4G21980.2
OG0000430	ESY7_g16298_DN3_SP5_c0.t1	AT4G04620.1
OG0000430	ESY2_g33755_DN3_SP7_c0.t1	AT1G62040.1
OG0000431	ESY8_g58973_DN3_SP0_c0.t1, ESY3_g28374_DN3_SP0_c0.t1, ESY5_g1863_DN3_SP0_c0.t1, ESY16_g61844_DN3_SP0_c0.t1, ESY16_g61845_DN3_SP0_c0.t1	AT1G60130.1, AT1G60110.2, AT1G60095.1
OG0000431	ESY2_g33876_DN3_SP0_c0.t1	AT1G61230.1
OG0000431	ESY2_g33875_DN3_SP0_c14.t1	AT1G57570.1
OG0000432	ESY7_g19449_DN3_SP0_c0.t1	AT1G48820.1, AT1G48800.1
OG0000432	ESY9_g43003_DN3_SP0_c0.t1, ESY9_g43019_DN3_SP0_c0.t1	AT4G20230.2, AT1G66020.1, AT4G20200.1
OG0000433	ESY9_g43033_DN2_SP0_c0.t1, ESY9_g43031_DN3_SP0_c0.t1, ESY9_g43032_DN1_SP0_c0.t1, ESY9_g43030_DN3_SP0_c0.t1	AT4G27170.1, AT4G27140.1, AT4G27150.1, AT4G27160.1
OG0000436	ESY1_g7957_DN2_SP7_c0.t1	AT3G46000.2
OG0000436	ESY6_g48847_DN3_SP5_c0.t1	AT5G59880.1
OG0000436	ESY6_g48849_DN3_SP8_c0.t1	AT5G59890.1, AT3G46010.2
OG0000437	ESY11_g54674_DN2_SP6_c0.t1	AT2G19740.1
OG0000438	ESY1_g12132_DN3_SP0_c0.t1	AT3G44180.1
OG0000439	ESY2_g35738_DN3_SP0_c0.t1	AT1G71880.1, AT1G71890.1, AT5G06170.1, AT1G66570.1, AT2G14670.1, AT5G43610.1
OG0000440	ESY4_g26086_DN2_SP0_c33.t1, ESY4_g26093_DN2_SP0_c0.t1, ESY4_g25945_DN2_SP0_c0.t1, ESY2_g33318_DN2_SP0_c34.t1, ESY4_g26092_DN3_SP0_c0.t1	AT4G39600.2, AT5G48980.1, AT5G48990.1, AT2G20380.1
OG0000442	ESY6_g49525_DN1_SP0_c0.t1	AT5G61310.1
OG0000442	ESY8_g60328_DN2_SP0_c0.t1	AT5G40382.1
OG0000443	ESY4_g25234_DN2_SP0_c0.t1	AT4G32390.1
OG0000443	ESY8_g59334_DN2_SP0_c0.t1	AT2G25520.1
OG0000443	ESY7_g18153_DN3_SP0_c0.t1	AT5G11230.1
OG0000444	ESY8_g58480_DN3_SP8_c0.t1	AT2G31390.1
OG0000444	ESY1_g11207_DN3_SP8_c0.t1	AT3G59480.1
OG0000444	ESY5_g4725_DN3_SP7_c0.t1	AT1G06020.1, AT1G06030.1
OG0000445	ESY6_g50138_DN3_SP8_c18.t1	AT5G23740.1
OG0000445	ESY1_g9327_DN3_SP3_c0.t1	AT3G48930.1
OG0000446	ESY10_g15420_DN3_SP0_c35.t1	AT5G22730.1
OG0000446	ESY2_g33417_DN3_SP0_c0.t1, ESY10_g14443_DN3_SP0_c14.t1, ESY2_g33374_DN3_SP0_c37.t1	AT5G22720.1
OG0000447	ESY7_g18799_DN3_SP0_c0.t1, ESY7_g18797_DN3_SP8_c0.t1, ESY3_g31266_DN3_SP1_c0.t1	AT3G11510.1, AT2G36160.1, AT3G52580.1
