Orthogroup	Euclidium_syriacum	Eutrema_salsugineum
OG0000116	ESY13_g57384_DN2_SP0_c0.t1, ESY9_g43004_DN2_SP0_c0.t1, ESY2_g38543_DN3_SP0_c0.t1, ESY17_g39177_DN3_SP0_c0.t1, ESY1_g6907_DN3_SP0_c10.t1	XP_006404698.2, XP_006415357.2
OG0000116	ESY13_g57117_DN3_SP0_c0.t1	XP_024006877.1
OG0000116	ESY12_g51236_DN3_SP0_c0.t1, ESY1_g8384_DN3_SP0_c0.t1, ESY1_g7078_DN3_SP0_c0.t1	XP_024004957.1
OG0000117	ESY5_g2024_DN3_SP0_c0.t1	XP_024008857.1, XP_024008618.1, XP_024008035.1
OG0000117	ESY5_g5207_DN3_SP0_c0.t1, ESY5_g5208_DN3_SP0_c0.t1, ESY5_g5162_DN3_SP0_c0.t1	XP_006416064.2
OG0000118	ESY3_g32056_DN2_SP0_c0.t1, ESY3_g32354_DN2_SP0_c0.t1	XP_006416096.1
OG0000118	ESY5_g4943_DN1_SP0_c0.t1, ESY5_g4942_DN3_SP0_c0.t1	XP_024010220.1, XP_024009977.1
OG0000118	ESY11_g54074_DN3_SP0_c0.t1	XP_006410257.2
OG0000118	ESY1_g11825_DN3_SP0_c0.t1, ESY1_g11793_DN1_SP0_c0.t1, ESY9_g45369_DN3_SP0_c0.t1, ESY16_g62338_DN2_SP0_c0.t1, ESY16_g62336_DN3_SP0_c0.t1, ESY3_g32273_DN2_SP0_c0.t1, ESY5_g4946_DN3_SP0_c0.t1, ESY5_g4947_DN1_SP0_c0.t1, ESY12_g52055_DN1_SP0_c0.t1, ESY7_g16947_DN2_SP0_c0.t1, ESY5_g4941_DN1_SP0_c0.t1, ESY12_g51410_DN2_SP0_c0.t1, ESY7_g18694_DN2_SP0_c0.t1, ESY5_g3801_DN1_SP0_c0.t1, ESY2_g34375_DN2_SP0_c0.t1, ESY5_g3656_DN2_SP0_c0.t1	XP_006408206.1
OG0000119	ESY6_g48892_DN3_SP0_c5.t1, ESY9_g42653_DN3_SP0_c4.t1	XP_024009951.1
OG0000120	ESY1_g9428_DN3_SP0_c0.t1	XP_024013368.1
OG0000120	ESY1_g8023_DN1_SP0_c0.t1	XP_024010260.1, XP_024014515.1, XP_024006138.1
OG0000120	ESY1_g9129_DN3_SP0_c0.t1	XP_024008013.1, XP_024015956.1, XP_024014536.1, XP_024006495.1
OG0000122	ESY3_g30972_DN2_SP0_c0.t1	XP_024012240.1
OG0000122	ESY2_g33719_DN1_SP0_c0.t1	XP_024011179.1
OG0000122	ESY6_g48225_DN3_SP0_c0.t1, ESY5_g1857_DN3_SP0_c0.t1	XP_024012350.1
OG0000122	ESY10_g15010_DN3_SP0_c0.t1	XP_006401346.1
OG0000123	ESY1_g10062_DN3_SP0_c100.t1, ESY1_g10061_DN3_SP0_c100.t1, ESY6_g49574_DN2_SP0_c100.t1	XP_024006376.1, XP_024016087.1, XP_024011279.1, XP_024011277.1, XP_024011276.1, XP_024012457.1, XP_024012107.1
OG0000125	ESY2_g37202_DN3_SP0_c14.t1	XP_024006051.1
OG0000125	ESY1_g12339_DN3_SP0_c5.t1	XP_006392987.1
OG0000127	ESY6_g48978_DN3_SP0_c0.t1, ESY6_g48979_DN3_SP0_c0.t1	XP_006400797.1
OG0000127	ESY3_g30941_DN1_SP0_c0.t1	XP_006410934.1
OG0000127	ESY3_g30943_DN3_SP0_c0.t1, ESY1_g11076_DN3_SP0_c0.t1	XP_006403666.1
OG0000127	ESY6_g48851_DN3_SP0_c0.t1	XP_006400898.1
OG0000127	ESY8_g58880_DN2_SP0_c0.t1	XP_006409905.1
OG0000128	ESY1_g11245_DN1_SP0_c0.t1	XP_024012970.1, XP_006402714.1, XP_024009571.1, XP_024012967.1, XP_006412145.2, XP_006402712.2, XP_006402710.1, XP_006402715.1
OG0000129	ESY2_g34340_DN2_SP0_c0.t1, ESY7_g18677_DN3_SP0_c0.t1, ESY9_g43047_DN3_SP0_c0.t1, ESY9_g43049_DN3_SP0_c0.t1	XP_006408194.2
OG0000129	ESY7_g19441_DN3_SP0_c0.t1, ESY7_g19438_DN2_SP0_c0.t1	XP_024011911.1
OG0000129	ESY6_g49428_DN3_SP0_c0.t1	XP_024006771.1, XP_006394457.2, XP_024007354.1
OG0000130	ESY1_g9827_DN1_SP0_c0.t1	XP_024006636.1, XP_024004501.1, XP_024004928.1
OG0000132	ESY6_g48238_DN1_SP0_c0.t1	XP_006405758.2, XP_024014449.1
OG0000136	ESY9_g45027_DN2_SP0_c0.t1	XP_024015179.1
OG0000137	ESY1_g10590_DN2_SP0_c0.t1, ESY6_g48021_DN2_SP0_c38.t1	XP_006401461.1
OG0000140	ESY10_g15894_DN2_SP0_c0.t1	XP_024010233.1, XP_024016314.1, XP_024009937.1, XP_024014271.1, XP_024011288.1
OG0000141	ESY5_g3820_DN1_SP0_c0.t1	XP_006417248.1
OG0000141	ESY2_g33647_DN2_SP0_c0.t1, ESY2_g33651_DN2_SP0_c0.t1	XP_024004548.1, XP_006391848.1, XP_006392118.1
OG0000148	ESY8_g58470_DN2_SP0_c0.t1	XP_006393424.2
OG0000148	ESY5_g5279_DN1_SP0_c0.t1	XP_024006468.1, XP_024006465.1, XP_024006281.1
OG0000148	ESY1_g11604_DN1_SP0_c0.t1, ESY12_g51659_DN1_SP0_c20.t1, ESY5_g4804_DN1_SP0_c0.t1, ESY2_g36199_DN2_SP0_c0.t1	XP_024006147.1
OG0000148	ESY6_g48422_DN3_SP0_c0.t1, ESY5_g4001_DN3_SP0_c14.t1	XP_024004911.1
OG0000148	ESY3_g32181_DN3_SP0_c0.t1	XP_006416297.2, XP_024006818.1, XP_006412742.1
OG0000148	ESY8_g58410_DN2_SP0_c0.t1	XP_006415686.2, XP_024008000.1, XP_006415657.1
OG0000150	ESY3_g27873_DN2_SP0_c0.t1	XP_024004995.1, XP_024009728.1, XP_024007466.1, XP_024007678.1, XP_024010609.1, XP_024013121.1, XP_024006658.1, XP_024005870.1, XP_024010683.1, XP_024005929.1, XP_024010684.1, XP_024013241.1, XP_024006209.1, XP_024010554.1, XP_024009768.1, XP_024009783.1, XP_024016589.1, XP_024009761.1, XP_024005604.1, XP_024009216.1, XP_024006662.1, XP_024009215.1, XP_024009760.1, XP_024006659.1, XP_024016658.1, XP_024009218.1, XP_024009220.1, XP_024009756.1
OG0000151	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1	XP_006403489.1, XP_006403491.1, XP_006403492.1, XP_006411161.1, XP_006403493.1, XP_006403679.1, XP_006410918.1, XP_006399852.1
OG0000153	ESY5_g4518_DN3_SP0_c32.t1	XP_024008215.1
OG0000154	ESY16_g61942_DN3_SP0_c0.t1, ESY16_g61938_DN2_SP0_c0.t1, ESY2_g37486_DN2_SP0_c0.t1	XP_006393107.1
OG0000154	ESY2_g37254_DN2_SP0_c0.t1	XP_024006135.1
OG0000154	ESY2_g37384_DN3_SP0_c0.t1, ESY2_g37454_DN1_SP0_c0.t1, ESY2_g37458_DN2_SP0_c0.t1	XP_024006134.1
OG0000155	ESY7_g18223_DN2_SP0_c0.t1, ESY7_g16424_DN1_SP0_c0.t1, ESY6_g48389_DN1_SP0_c0.t1, ESY2_g34658_DN1_SP0_c7.t1	XP_024016201.1
OG0000155	ESY2_g38672_DN2_SP0_c0.t1	XP_024005989.1
OG0000155	ESY27_g13431_DN1_SP0_c0.t1, ESY12_g51398_DN1_SP0_c0.t1	XP_024007228.1
OG0000157	ESY6_g50353_DN1_SP0_c0.t1	XP_006415425.1
OG0000157	ESY6_g49737_DN2_SP0_c0.t1	XP_024016536.1
OG0000157	ESY9_g42903_DN1_SP0_c0.t1	XP_006397212.2
OG0000158	ESY12_g51000_DN3_SP0_c0.t1, ESY4_g26330_DN1_SP0_c0.t1	XP_006391162.2
OG0000158	ESY4_g26329_DN2_SP0_c0.t1, ESY4_g26335_DN1_SP0_c0.t1, ESY4_g26332_DN3_SP0_c0.t1, ESY4_g26336_DN2_SP0_c0.t1, ESY4_g26041_DN2_SP0_c0.t1, ESY7_g18055_DN3_SP0_c0.t1	XP_006402964.2
OG0000158	ESY4_g26039_DN2_SP0_c0.t1, ESY4_g26101_DN2_SP0_c31.t1	XP_006397174.2
OG0000159	ESY5_g2337_DN3_SP0_c0.t1	XP_024007305.1, XP_024009779.1
OG0000160	ESY11_g54431_DN3_SP8_c0.t1	XP_006409094.1
OG0000160	ESY4_g24538_DN3_SP0_c0.t1	XP_024005341.1
OG0000160	ESY6_g48428_DN3_SP8_c0.t1	XP_024012572.1
OG0000160	ESY19_g42179_DN3_SP8_c0.t1	XP_006419170.1
OG0000160	ESY2_g36615_DN3_SP8_c6.t1	XP_006389820.1
OG0000160	ESY8_g59421_DN3_SP7_c0.t1	XP_006404985.2
OG0000161	ESY11_g54524_DN2_SP0_c0.t1	XP_024013331.1, XP_024013360.1
OG0000162	ESY20_g12799_DN3_SP0_c0.t1	XP_006410456.1
OG0000162	ESY20_g12800_DN3_SP0_c0.t1	XP_024004125.1
OG0000163	ESY8_g60272_DN2_SP0_c0.t1	XP_024010313.1, XP_024013090.1, XP_024013108.1
OG0000163	ESY10_g14513_DN2_SP0_c0.t1	XP_024006579.1, XP_024016225.1, XP_024016199.1, XP_024016326.1, XP_024009314.1, XP_024011229.1, XP_024004795.1, XP_024006469.1, XP_024015926.1, XP_024016668.1
OG0000164	ESY4_g22572_DN3_SP0_c0.t1	XP_024009753.1, XP_024007232.1, XP_024015078.1, XP_024013971.1, XP_024006436.1, XP_024015172.1, XP_024004032.1
OG0000165	ESY11_g54874_DN3_SP0_c0.t1, ESY11_g54875_DN3_SP0_c0.t1	XP_006418673.2
OG0000167	ESY2_g33553_DN2_SP0_c0.t1	XP_006406315.1, XP_006406314.2, XP_024014953.1, XP_024014951.1, XP_024014991.1, XP_024006548.1, XP_024015693.1, XP_024014929.1, XP_024014930.1, XP_006406076.1, XP_006406082.1, XP_006406087.1, XP_024014935.1, XP_024015423.1
OG0000170	ESY7_g16345_DN2_SP0_c0.t1	XP_024010834.1, XP_024012911.1, XP_024010761.1, XP_024010825.1, XP_006410182.1, XP_006404367.2, XP_024010808.1
OG0000171	ESY6_g47353_DN3_SP8_c0.t1	XP_006401722.1
OG0000171	ESY8_g60049_DN3_SP6_c0.t1	XP_006405318.1
OG0000171	ESY11_g53876_DN3_SP8_c0.t1	XP_006409398.1
OG0000171	ESY6_g48165_DN3_SP8_c0.t1	XP_006401372.1
OG0000171	ESY3_g30785_DN3_SP8_c0.t1, ESY3_g30787_DN3_SP0_c0.t1	XP_006407751.1
OG0000171	ESY4_g23864_DN3_SP6_c0.t1	XP_024005195.1
OG0000172	ESY8_g59370_DN1_SP0_c0.t1, ESY3_g30908_DN2_SP0_c0.t1	XP_024006538.1, XP_024012099.1, XP_024006075.1
OG0000173	ESY4_g25629_DN2_SP0_c19.t1	XP_006411787.1
OG0000173	ESY3_g31617_DN3_SP0_c0.t1	XP_006412595.2
OG0000174	ESY11_g53584_DN1_SP0_c0.t1, ESY3_g28899_DN2_SP0_c0.t1, ESY4_g24612_DN2_SP0_c73.t1, ESY2_g38528_DN2_SP0_c0.t1, ESY19_g41722_DN3_SP0_c0.t1, ESY11_g53147_DN2_SP0_c3.t1	XP_024016093.1, XP_024008042.1, XP_024013572.1, XP_024015842.1, XP_024013153.1, XP_024009910.1, XP_024010843.1, XP_024010311.1, XP_024004523.1, XP_024013619.1, XP_024011132.1, XP_024009468.1, XP_024006493.1, XP_024004480.1, XP_024014964.1, XP_024007918.1, XP_024011208.1, XP_024006536.1, XP_024009367.1
OG0000177	ESY6_g48223_DN3_SP0_c93.t1, ESY6_g48224_DN3_SP0_c0.t1, ESY1_g11446_DN3_SP0_c0.t1	XP_006416321.2
OG0000177	ESY1_g11445_DN3_SP0_c0.t1	XP_024008190.1
OG0000179	ESY2_g34066_DN3_SP0_c38.t1, ESY16_g61889_DN3_SP0_c12.t1, ESY2_g34050_DN2_SP0_c7.t1	XP_006392266.1
OG0000182	ESY1_g12359_DN3_SP0_c0.t1	XP_006402522.1, XP_006405778.1
OG0000183	ESY2_g35240_DN3_SP8_c46.t1	XP_006391396.1, XP_006405835.1
OG0000183	ESY6_g49123_DN3_SP5_c0.t1	XP_006419159.1, XP_024011906.1
OG0000183	ESY1_g7203_DN3_SP0_c0.t1	XP_006408585.1
OG0000184	ESY11_g54784_DN2_SP0_c100.t1, ESY11_g54783_DN3_SP0_c100.t1	XP_006406033.1, XP_024014915.1
OG0000186	ESY3_g32370_DN2_SP0_c0.t1, ESY3_g32365_DN1_SP0_c79.t1	XP_024012475.1, XP_024006671.1, XP_024003658.1, XP_024003647.1, XP_006415031.1
OG0000188	ESY3_g31964_DN2_SP0_c0.t1, ESY3_g31967_DN2_SP0_c0.t1	XP_006403294.1, XP_006413270.2, XP_006408167.1, XP_006408168.2
OG0000189	ESY4_g26116_DN3_SP8_c10.t1	XP_006412039.1
OG0000189	ESY11_g54143_DN3_SP3_c0.t1	XP_006409243.1
OG0000189	ESY11_g53875_DN3_SP4_c0.t1	XP_006409399.1
OG0000189	ESY4_g25500_DN3_SP8_c0.t1	XP_006412162.1
OG0000189	ESY5_g3986_DN3_SP8_c0.t1	XP_006416436.1
OG0000191	ESY2_g38532_DN2_SP0_c0.t1, ESY4_g25493_DN2_SP0_c32.t1, ESY14_g20583_DN3_SP0_c0.t1, ESY1_g11023_DN2_SP0_c0.t1, ESY4_g25206_DN3_SP0_c45.t1, ESY10_g15012_DN1_SP0_c0.t1, ESY15_g65844_DN2_SP0_c0.t1, ESY7_g16166_DN1_SP0_c0.t1, ESY1_g10594_DN3_SP0_c0.t1, ESY1_g8699_DN1_SP0_c88.t1, ESY21_g55510_DN1_SP0_c0.t1, ESY15_g64236_DN1_SP0_c10.t1, ESY4_g25613_DN2_SP0_c73.t1	XP_006396068.2
OG0000191	ESY13_g57929_DN1_SP0_c0.t1, ESY21_g55511_DN2_SP0_c0.t1, ESY2_g37100_DN3_SP0_c0.t1, ESY7_g16167_DN1_SP0_c0.t1, ESY4_g25614_DN2_SP0_c66.t1, ESY9_g44026_DN2_SP0_c0.t1	XP_024004140.1
OG0000192	ESY10_g14136_DN1_SP0_c0.t1	XP_006413192.2
OG0000192	ESY11_g54789_DN1_SP0_c0.t1, ESY2_g37000_DN2_SP0_c0.t1, ESY2_g33644_DN3_SP0_c0.t1	XP_006408668.1, XP_006391843.2, XP_006391844.1, XP_006416391.1, XP_006416395.1, XP_006391838.1
OG0000193	ESY11_g54357_DN1_SP0_c0.t1, ESY3_g29925_DN2_SP0_c0.t1	XP_024007938.1
OG0000194	ESY3_g28566_DN1_SP0_c0.t1	XP_024004918.1, XP_024004013.1, XP_024016544.1, XP_024016562.1, XP_024014701.1, XP_024010275.1, XP_024014547.1, XP_024014437.1, XP_024016288.1, XP_024013567.1, XP_024013299.1, XP_024015894.1, XP_024004942.1, XP_024010359.1, XP_024014700.1, XP_024007921.1
OG0000197	ESY9_g43011_DN2_SP0_c0.t1	XP_006413958.1
OG0000197	ESY9_g43009_DN3_SP0_c0.t1	XP_024004740.1
OG0000197	ESY9_g43010_DN3_SP0_c0.t1	XP_006393695.2
OG0000198	ESY10_g14610_DN3_SP8_c0.t1	XP_006395886.1, XP_006395885.1
OG0000198	ESY7_g18205_DN3_SP0_c0.t1, ESY7_g18208_DN3_SP0_c0.t1, ESY5_g5309_DN3_SP0_c0.t1	XP_006413529.1
OG0000199	ESY1_g12012_DN3_SP0_c0.t1	XP_006412791.2, XP_006413298.1
OG0000200	ESY7_g17892_DN3_SP0_c0.t1, ESY7_g17041_DN3_SP0_c0.t1	XP_006415505.2
OG0000200	ESY7_g17038_DN2_SP0_c0.t1	XP_006415507.2
OG0000201	ESY15_g64746_DN1_SP0_c100.t1	XP_024009278.1
OG0000201	ESY6_g47463_DN1_SP0_c0.t1	XP_024010263.1, XP_024010264.1
OG0000202	ESY17_g40199_DN1_SP0_c62.t1	XP_024009918.1
OG0000202	ESY1_g12318_DN1_SP0_c13.t1	XP_006398075.1
OG0000203	ESY1_g10742_DN3_SP0_c0.t1	XP_024012757.1
OG0000203	ESY16_g61546_DN3_SP0_c0.t1	XP_006405456.2
OG0000205	ESY6_g47659_DN3_SP0_c30.t1	XP_024014711.1, XP_024015854.1, XP_024006545.1
OG0000209	ESY5_g2795_DN2_SP0_c0.t1	XP_024006207.1
OG0000209	ESY7_g18015_DN2_SP0_c0.t1	XP_024015726.1
OG0000209	ESY3_g31328_DN1_SP0_c0.t1	XP_006417013.1, XP_006417028.2
OG0000210	ESY6_g48926_DN3_SP0_c0.t1	XP_024012462.1
OG0000210	ESY1_g12088_DN2_SP0_c6.t1, ESY1_g12083_DN3_SP0_c23.t1, ESY1_g12076_DN1_SP0_c0.t1, ESY1_g12081_DN2_SP0_c0.t1	XP_006395656.2
OG0000211	ESY4_g25962_DN1_SP0_c27.t1, ESY15_g65094_DN1_SP0_c0.t1	XP_024009238.1, XP_024015927.1, XP_024011253.1, XP_024009718.1, XP_024009445.1, XP_024011236.1, XP_024010337.1, XP_024010096.1, XP_024009305.1
OG0000214	ESY5_g2296_DN2_SP0_c32.t1	XP_024006280.1
OG0000214	ESY3_g31880_DN1_SP0_c86.t1	XP_024006507.1
OG0000215	ESY43_g13373_DN3_SP0_c65.t1, ESY1_g9596_DN1_SP0_c0.t1, ESY21_g55434_DN3_SP0_c82.t1, ESY13_g57734_DN2_SP0_c0.t1, ESY16_g62421_DN3_SP0_c70.t1	XP_024014265.1, XP_006408133.1, XP_006411039.1, XP_006419058.2
OG0000215	ESY10_g15410_DN3_SP0_c0.t1	XP_024006539.1
OG0000216	ESY5_g2595_DN2_SP0_c6.t1	XP_024016821.1, XP_024014433.1, XP_006389699.2, XP_006405717.2, XP_006408645.2, XP_024010225.1
OG0000217	ESY3_g31541_DN3_SP0_c0.t1, ESY3_g31542_DN3_SP0_c0.t1, ESY3_g31804_DN3_SP0_c0.t1, ESY15_g65699_DN3_SP0_c0.t1	XP_024010473.1, XP_024007230.1, XP_024013212.1
OG0000219	ESY1_g12154_DN3_SP0_c0.t1, ESY2_g37088_DN2_SP0_c0.t1, ESY5_g4909_DN2_SP0_c59.t1, ESY2_g33708_DN2_SP0_c0.t1, ESY2_g33496_DN3_SP0_c55.t1	XP_024009776.1, XP_006391273.1, XP_024005932.1, XP_024005928.1
OG0000221	ESY1_g5723_DN1_SP0_c0.t1, ESY10_g14249_DN1_SP0_c0.t1, ESY15_g65267_DN3_SP0_c0.t1, ESY9_g44067_DN2_SP0_c0.t1, ESY24_g32850_DN1_SP0_c0.t1, ESY14_g20101_DN2_SP0_c4.t1, ESY1_g8431_DN2_SP0_c0.t1, ESY15_g64479_DN3_SP0_c13.t1, ESY24_g32849_DN2_SP0_c0.t1, ESY1_g9334_DN1_SP0_c0.t1, ESY1_g6531_DN1_SP0_c0.t1, ESY10_g14248_DN3_SP0_c0.t1	XP_024003652.1
OG0000222	ESY1_g7089_DN3_SP0_c0.t1	XP_024016355.1, XP_024015830.1, XP_024014542.1, XP_024013106.1, XP_024011381.1, XP_024009610.1, XP_024009459.1, XP_024010571.1, XP_024010572.1, XP_024016386.1
OG0000223	ESY6_g47580_DN2_SP0_c0.t1	XP_024010192.1
OG0000225	ESY2_g36146_DN3_SP0_c12.t1	XP_024009484.1
OG0000226	ESY7_g19329_DN2_SP0_c0.t1, ESY7_g19230_DN3_SP0_c0.t1, ESY7_g19228_DN2_SP0_c0.t1, ESY7_g19246_DN1_SP0_c0.t1	XP_024016637.1, XP_024016268.1, XP_006398782.2, XP_006396785.1
OG0000233	ESY7_g18557_DN2_SP0_c0.t1	XP_006399237.1, XP_006399238.1
OG0000233	ESY7_g18561_DN2_SP0_c0.t1, ESY7_g18558_DN2_SP0_c0.t1, ESY7_g18562_DN2_SP0_c0.t1	XP_024012088.1, XP_006399240.2
OG0000235	ESY2_g34542_DN1_SP0_c0.t1	XP_006394180.1, XP_006394175.1, XP_024013292.1
OG0000235	ESY3_g30522_DN2_SP0_c0.t1, ESY7_g18869_DN2_SP0_c0.t1, ESY9_g42470_DN3_SP0_c0.t1	XP_006405376.2
OG0000236	ESY10_g15168_DN3_SP0_c0.t1	XP_024011487.1
OG0000236	ESY3_g28939_DN3_SP0_c0.t1	XP_024014966.1
OG0000236	ESY2_g33344_DN3_SP0_c0.t1, ESY16_g62081_DN2_SP0_c0.t1, ESY7_g17849_DN3_SP0_c0.t1	XP_024014734.1
OG0000237	ESY11_g54317_DN2_SP0_c0.t1	XP_006414659.2
OG0000237	ESY3_g28814_DN3_SP0_c0.t1	XP_006406140.1
OG0000237	ESY4_g24696_DN2_SP0_c0.t1	XP_024014985.1
OG0000239	ESY2_g35012_DN2_SP0_c0.t1	XP_024009266.1, XP_024013641.1, XP_024004786.1, XP_024004846.1, XP_024006475.1, XP_024016304.1, XP_024004084.1, XP_024016272.1, XP_024016351.1, XP_024004884.1, XP_024014304.1, XP_024007932.1, XP_024016303.1, XP_024015933.1, XP_024015813.1, XP_024006564.1, XP_024006074.1, XP_024011213.1, XP_024011097.1, XP_024010605.1
OG0000241	ESY9_g43553_DN3_SP0_c0.t1	XP_006413726.1
OG0000241	ESY9_g43563_DN3_SP0_c0.t1, ESY9_g43568_DN3_SP0_c0.t1	XP_006413727.1
OG0000241	ESY7_g16356_DN3_SP0_c0.t1	XP_006396664.1
OG0000241	ESY7_g16354_DN3_SP5_c0.t1	XP_006396665.1
OG0000241	ESY7_g16355_DN3_SP3_c0.t1	XP_024010083.1
OG0000242	ESY19_g41982_DN3_SP0_c33.t1, ESY19_g41981_DN2_SP0_c45.t1	XP_024015704.1, XP_006392079.1, XP_006392157.1
OG0000242	ESY1_g10190_DN2_SP0_c0.t1, ESY2_g37380_DN2_SP0_c0.t1, ESY2_g37535_DN2_SP0_c0.t1, ESY16_g62159_DN3_SP0_c31.t1	XP_006391312.1, XP_006396188.1, XP_006391455.1, XP_006419174.1, XP_006391378.1, XP_006391379.1, XP_006391380.1, XP_006391456.1, XP_024009775.1, XP_024009395.1, XP_006418995.1, XP_006391433.1
OG0000242	ESY15_g64561_DN3_SP0_c0.t1, ESY10_g15359_DN3_SP0_c0.t1	XP_006394900.1
OG0000244	ESY7_g16503_DN3_SP0_c20.t1, ESY7_g16510_DN3_SP0_c56.t1	XP_006396522.2
OG0000245	ESY2_g38315_DN3_SP0_c0.t1	XP_024009403.1, XP_024007449.1, XP_024007965.1, XP_024007301.1, XP_024006631.1, XP_024009932.1, XP_024013102.1, XP_024010565.1
OG0000246	ESY10_g15197_DN1_SP0_c67.t1	XP_006403719.1, XP_006410851.1, XP_006410852.1, XP_006410850.1
OG0000247	ESY8_g58357_DN2_SP0_c44.t1, ESY12_g51573_DN3_SP0_c0.t1, ESY5_g4744_DN3_SP0_c0.t1, ESY5_g2142_DN2_SP0_c0.t1, ESY5_g4743_DN3_SP0_c0.t1, ESY3_g30089_DN2_SP0_c0.t1, ESY11_g54658_DN3_SP0_c0.t1, ESY5_g2141_DN2_SP0_c0.t1, ESY5_g4739_DN2_SP0_c0.t1	XP_024016187.1, XP_006397124.1, XP_006396952.1, XP_024010305.1, XP_024010284.1
OG0000248	ESY2_g35510_DN3_SP0_c0.t1, ESY2_g35523_DN2_SP0_c0.t1, ESY2_g35512_DN3_SP0_c0.t1, ESY2_g35522_DN1_SP0_c0.t1, ESY2_g35505_DN1_SP0_c0.t1, ESY2_g35511_DN2_SP0_c0.t1, ESY6_g49201_DN3_SP0_c0.t1, ESY4_g26843_DN3_SP0_c0.t1, ESY8_g59857_DN3_SP0_c0.t1, ESY4_g26842_DN3_SP0_c0.t1, ESY4_g26844_DN2_SP0_c0.t1, ESY4_g25839_DN3_SP0_c0.t1, ESY12_g51969_DN1_SP0_c0.t1, ESY9_g43852_DN1_SP0_c0.t1, ESY1_g12149_DN2_SP0_c0.t1	XP_006390930.2
OG0000249	ESY2_g37281_DN2_SP0_c83.t1	XP_024013786.1, XP_024011318.1, XP_024004901.1
OG0000250	ESY7_g16511_DN3_SP0_c0.t1	XP_006396612.1, XP_006396617.1
OG0000250	ESY20_g12697_DN2_SP0_c0.t1	XP_006393349.1
OG0000252	ESY4_g24982_DN3_SP0_c27.t1, ESY4_g24972_DN3_SP0_c33.t1	XP_006412567.1
OG0000252	ESY2_g33558_DN3_SP0_c0.t1	XP_024015991.1
OG0000254	ESY2_g38707_DN3_SP0_c0.t1	XP_006414472.1
OG0000254	ESY2_g38710_DN3_SP0_c0.t1, ESY2_g38730_DN1_SP0_c0.t1, ESY2_g38699_DN3_SP0_c0.t1	XP_024005335.1
OG0000254	ESY2_g38708_DN3_SP0_c0.t1	XP_006414471.1
OG0000256	ESY3_g29794_DN3_SP0_c0.t1	XP_024009303.1, XP_006403304.1, XP_006414663.1, XP_006414661.2, XP_024014914.1, XP_006406014.2
OG0000256	ESY7_g18296_DN1_SP0_c0.t1, ESY4_g23387_DN1_SP0_c0.t1, ESY5_g2747_DN2_SP0_c0.t1	XP_006418788.1, XP_006412628.2, XP_024009328.1, XP_006402133.2
OG0000257	ESY8_g61012_DN2_SP3_c0.t1	XP_006390267.1
OG0000257	ESY2_g34823_DN2_SP1_c0.t1	XP_006390264.1
OG0000259	ESY20_g12901_DN3_SP0_c0.t1	XP_024004170.1
OG0000260	ESY12_g51407_DN3_SP0_c0.t1	XP_006411750.1
OG0000260	ESY4_g26760_DN2_SP0_c0.t1	XP_006404465.1
OG0000262	ESY2_g33426_DN3_SP0_c0.t1	XP_006405351.1, XP_024013586.1, XP_024011074.1
OG0000263	ESY7_g17328_DN3_SP0_c0.t1, ESY3_g28397_DN1_SP0_c0.t1	XP_024016526.1
OG0000263	ESY2_g35533_DN3_SP0_c0.t1, ESY6_g48062_DN1_SP0_c0.t1	XP_024014473.1
OG0000266	ESY3_g28381_DN1_SP0_c0.t1, ESY4_g26237_DN3_SP0_c0.t1, ESY3_g30995_DN3_SP0_c0.t1, ESY4_g25428_DN3_SP0_c0.t1, ESY4_g26234_DN3_SP0_c0.t1, ESY4_g26232_DN3_SP0_c0.t1, ESY4_g26236_DN3_SP0_c0.t1	XP_024011220.1
OG0000266	ESY6_g49860_DN3_SP0_c0.t1, ESY4_g26231_DN3_SP0_c0.t1	XP_024011221.1, XP_006401683.1
OG0000267	ESY4_g21983_DN1_SP0_c100.t1, ESY1_g7739_DN1_SP0_c45.t1	XP_024004424.1, XP_024005008.1, XP_024004803.1
OG0000273	ESY10_g14876_DN3_SP0_c0.t1	XP_006401677.2
OG0000273	ESY10_g14875_DN3_SP0_c0.t1	XP_024011702.1
OG0000275	ESY6_g50261_DN3_SP0_c0.t1, ESY6_g50262_DN2_SP0_c0.t1, ESY8_g58138_DN1_SP0_c0.t1, ESY4_g25215_DN3_SP0_c0.t1, ESY6_g50264_DN2_SP0_c0.t1	XP_024006885.1, XP_006395689.1
OG0000275	ESY4_g24479_DN2_SP0_c49.t1	XP_024006417.1, XP_006411772.1
OG0000276	ESY4_g23032_DN3_SP0_c100.t1	XP_024005459.1, XP_024016360.1, XP_024016375.1, XP_024014012.1, XP_024009234.1
OG0000277	ESY4_g26859_DN3_SP7_c0.t1	XP_024016609.1, XP_006412191.1
OG0000277	ESY5_g4010_DN3_SP4_c0.t1	XP_006416453.1
OG0000278	ESY7_g19126_DN1_SP0_c0.t1	XP_024004898.1, XP_006410508.1, XP_006408609.2, XP_024004897.1, XP_006405893.1, XP_006405851.1
OG0000279	ESY7_g16712_DN3_SP0_c0.t1	XP_006398139.1
OG0000279	ESY7_g16716_DN3_SP0_c0.t1	XP_024010978.1
OG0000282	ESY5_g5275_DN1_SP0_c0.t1	XP_024004517.1, XP_024004516.1
