Orthogroup	Euclidium_syriacum	Arabis_alpina
OG0000140	ESY10_g15894_DN2_SP0_c0.t1	Aa_G89750.h1.t1, Aa_G165600.h1.t1, Aa_G394930.h1.t1, Aa_G292460.h1.t1, Aa_G151720.h1.t1, Aa_G688150.h1.t1, Aa_G520870.h1.t1, Aa_G786940.h1.t1, Aa_G108880.h1.t1, Aa_G752660.h1.t1, Aa_G17020.h1.t1, Aa_G217680.h1.t1, Aa_G112920.h1.t1, Aa_G370590.h1.t1, Aa_G234310.h1.t1, Aa_G908230.h1.t1, Aa_G650540.h1.t1, Aa_G341600.h1.t1, Aa_G365880.h1.t1, Aa_G84650.h1.t1, Aa_G110710.h1.t1, Aa_G91010.h1.t1, Aa_G242710.h1.t1, Aa_G472600.h1.t1, Aa_G41930.h1.t1, Aa_G708810.h1.t1, Aa_G445230.h1.t1, Aa_G650260.h1.t1, Aa_G555610.h1.t1, Aa_G206620.h1.t1, Aa_G197860.h1.t1
OG0000141	ESY5_g3778_DN2_SP0_c0.t1	Aa_G193730.h1.t1
OG0000141	ESY5_g3790_DN3_SP0_c0.t1, ESY8_g59143_DN2_SP0_c0.t1	Aa_G521440.h1.t1, Aa_G193720.h1.t1
OG0000141	ESY2_g33647_DN2_SP0_c0.t1, ESY2_g33651_DN2_SP0_c0.t1	Aa_G329600.h1.t1, Aa_G391060.h2.t1, Aa_G391060.h1.t1, Aa_G473800.h1.t1, Aa_G391080.h1.t1, Aa_G733890.h1.t1
OG0000141	ESY6_g49757_DN3_SP0_c0.t1, ESY6_g49766_DN1_SP0_c0.t1, ESY6_g49768_DN3_SP0_c0.t1, ESY6_g49777_DN3_SP0_c0.t1, ESY6_g49767_DN3_SP0_c0.t1	Aa_G492220.h1.t1
OG0000150	ESY3_g27873_DN2_SP0_c0.t1	Aa_G429650.h1.t1, Aa_G429650.h2.t1, Aa_G717270.h1.t1, Aa_G741540.h1.t1, Aa_G726870.h1.t1, Aa_G439950.h1.t1
OG0000151	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1	Aa_G329140.h1.t1, Aa_G566620.h1.t1, Aa_G729400.h1.t1, Aa_G351720.h1.t1, Aa_G351750.h1.t1, Aa_G351740.h1.t1, Aa_G351730.h1.t1, Aa_G13900.h1.t1, Aa_G30120.h1.t1, Aa_G388320.h1.t1
OG0000153	ESY5_g4518_DN3_SP0_c32.t1	Aa_G310600.h1.t1
OG0000154	ESY16_g61942_DN3_SP0_c0.t1, ESY16_g61938_DN2_SP0_c0.t1, ESY2_g37486_DN2_SP0_c0.t1	Aa_G37000.h1.t1
OG0000154	ESY2_g37254_DN2_SP0_c0.t1	Aa_G406970.h1.t1, Aa_G434970.h1.t1, Aa_G462070.h1.t1, Aa_G434980.h1.t1
OG0000155	ESY7_g18223_DN2_SP0_c0.t1, ESY7_g16424_DN1_SP0_c0.t1, ESY6_g48389_DN1_SP0_c0.t1, ESY2_g34658_DN1_SP0_c7.t1, ESY2_g38672_DN2_SP0_c0.t1	Aa_G11930.h1.t1, Aa_G86920.h1.t1, Aa_G83970.h1.t1
OG0000155	ESY5_g3385_DN3_SP0_c0.t1	Aa_G506350.h1.t1
OG0000158	ESY4_g26329_DN2_SP0_c0.t1, ESY4_g26335_DN1_SP0_c0.t1, ESY4_g26332_DN3_SP0_c0.t1, ESY4_g26336_DN2_SP0_c0.t1, ESY4_g26041_DN2_SP0_c0.t1, ESY7_g18055_DN3_SP0_c0.t1	Aa_G223250.h1.t1
OG0000158	ESY16_g62031_DN2_SP0_c0.t1	Aa_G270230.h1.t1
OG0000160	ESY11_g54431_DN3_SP8_c0.t1	Aa_G190130.h1.t1
OG0000160	ESY4_g24538_DN3_SP0_c0.t1	Aa_G620370.h1.t1
OG0000160	ESY6_g48428_DN3_SP8_c0.t1	Aa_G307400.h1.t1
OG0000160	ESY17_g39881_DN3_SP8_c0.t1	Aa_G241680.h1.t1
OG0000160	ESY19_g42179_DN3_SP8_c0.t1	Aa_G490420.h1.t1
OG0000160	ESY2_g36615_DN3_SP8_c6.t1	Aa_G21590.h1.t1
OG0000160	ESY8_g59421_DN3_SP7_c0.t1	Aa_G41590.h1.t1
OG0000160	ESY8_g60510_DN3_SP0_c0.t1	Aa_G157270.h1.t1
OG0000161	ESY11_g54524_DN2_SP0_c0.t1	Aa_G172360.h1.t1
OG0000162	ESY20_g12799_DN3_SP0_c0.t1	Aa_G851370.h1.t1
OG0000162	ESY20_g12795_DN3_SP0_c0.t1, ESY20_g12797_DN3_SP0_c0.t1, ESY20_g12798_DN1_SP0_c0.t1, ESY20_g12800_DN3_SP0_c0.t1	Aa_G363640.h1.t1
OG0000163	ESY8_g60272_DN2_SP0_c0.t1	Aa_G308560.h1.t1, Aa_G366470.h1.t1, Aa_G589080.h1.t1
OG0000164	ESY4_g22572_DN3_SP0_c0.t1	Aa_G840.h1.t1, Aa_G475650.h1.t1, Aa_G1007810.h1.t1, Aa_G1080960.h1.t1
OG0000165	ESY11_g54874_DN3_SP0_c0.t1, ESY11_g54875_DN3_SP0_c0.t1	Aa_G285150.h1.t1, Aa_G266430.h1.t1, Aa_G370290.h1.t1, Aa_G370300.h1.t1, Aa_G293040.h1.t1, Aa_G370270.h1.t1, Aa_G228400.h1.t1, Aa_G370280.h1.t1, Aa_G49720.h1.t1, Aa_G78930.h1.t1, Aa_G78940.h1.t1, Aa_G322280.h1.t1, Aa_G169270.h1.t1, Aa_G333690.h1.t1
OG0000166	ESY16_g62261_DN3_SP0_c0.t1	Aa_G706020.h1.t1, Aa_G98920.h1.t1
OG0000166	ESY2_g36574_DN3_SP0_c0.t1, ESY4_g24375_DN3_SP0_c0.t1, ESY2_g34111_DN3_SP0_c10.t1, ESY2_g36576_DN3_SP0_c22.t1, ESY2_g36385_DN2_SP0_c0.t1	Aa_G510600.h1.t1, Aa_G87240.h1.t1
OG0000167	ESY2_g33553_DN2_SP0_c0.t1	Aa_G162040.h1.t1
OG0000168	ESY10_g15970_DN1_SP0_c0.t1, ESY2_g33703_DN3_SP0_c0.t1	Aa_G820.h1.t1
OG0000170	ESY7_g16345_DN2_SP0_c0.t1	Aa_G16050.h1.t1, Aa_G48820.h1.t1, Aa_G978220.h1.t1, Aa_G560990.h1.t1, Aa_G16080.h1.t1, Aa_G385160.h1.t1, Aa_G16070.h1.t1, Aa_G16100.h1.t1, Aa_G16090.h1.t1, Aa_G569190.h1.t1, Aa_G569190.h2.t1, Aa_G569190.h3.t1, Aa_G16110.h1.t1, Aa_G16040.h1.t1
OG0000171	ESY6_g47353_DN3_SP8_c0.t1	Aa_G134060.h1.t1
OG0000171	ESY8_g60049_DN3_SP6_c0.t1	Aa_G688860.h1.t1
OG0000171	ESY11_g53876_DN3_SP8_c0.t1	Aa_G70150.h1.t1
OG0000171	ESY6_g48165_DN3_SP8_c0.t1	Aa_G580840.h1.t1
OG0000171	ESY3_g30785_DN3_SP8_c0.t1, ESY3_g30787_DN3_SP0_c0.t1	Aa_G24370.h1.t1
OG0000171	ESY4_g23864_DN3_SP6_c0.t1	Aa_G2000.h1.t1
OG0000174	ESY11_g53584_DN1_SP0_c0.t1, ESY3_g28899_DN2_SP0_c0.t1, ESY4_g24612_DN2_SP0_c73.t1, ESY2_g38528_DN2_SP0_c0.t1, ESY19_g41722_DN3_SP0_c0.t1, ESY11_g53147_DN2_SP0_c3.t1	Aa_G311760.h4.t1, Aa_G311760.h7.t1, Aa_G311760.h3.t1, Aa_G311760.h1.t1, Aa_G311760.h5.t1, Aa_G311760.h2.t1, Aa_G311760.h6.t1
OG0000177	ESY6_g48223_DN3_SP0_c93.t1	Aa_G60820.h1.t1, Aa_G835800.h1.t1
OG0000177	ESY6_g48224_DN3_SP0_c0.t1, ESY1_g11446_DN3_SP0_c0.t1	Aa_G86910.h1.t1
OG0000177	ESY1_g11445_DN3_SP0_c0.t1	Aa_G507530.h1.t1
OG0000182	ESY1_g12359_DN3_SP0_c0.t1	Aa_G77300.h1.t1, Aa_G394610.h1.t1, Aa_G394570.h1.t1, Aa_G299160.h1.t1
OG0000182	ESY6_g50299_DN3_SP0_c0.t1	Aa_G591560.h1.t1, Aa_G600540.h1.t1, Aa_G302260.h1.t1
OG0000182	ESY16_g62167_DN2_SP0_c0.t1	Aa_G398660.h1.t1, Aa_G322440.h1.t1
OG0000183	ESY2_g35240_DN3_SP8_c46.t1	Aa_G505900.h1.t1
OG0000183	ESY6_g49123_DN3_SP5_c0.t1	Aa_G337660.h1.t1
OG0000184	ESY3_g28956_DN2_SP0_c92.t1	Aa_G310780.h1.t1
OG0000184	ESY3_g29455_DN1_SP0_c0.t1	Aa_G315780.h1.t1, Aa_G456930.h1.t1
OG0000185	ESY12_g51008_DN3_SP0_c0.t1	Aa_G424840.h1.t1, Aa_G328640.h1.t1, Aa_G328640.h2.t1
OG0000185	ESY2_g36973_DN1_SP0_c0.t1, ESY5_g5330_DN3_SP0_c0.t1, ESY6_g47619_DN3_SP0_c0.t1	Aa_G161250.h1.t1
OG0000186	ESY7_g19452_DN1_SP0_c2.t1, ESY7_g19499_DN1_SP0_c39.t1, ESY7_g19461_DN3_SP0_c48.t1, ESY7_g19501_DN1_SP0_c11.t1	Aa_G151570.h1.t1
OG0000186	ESY3_g32370_DN2_SP0_c0.t1, ESY3_g32365_DN1_SP0_c79.t1	Aa_G344900.h1.t1, Aa_G218170.h1.t1
OG0000188	ESY3_g31964_DN2_SP0_c0.t1, ESY3_g31967_DN2_SP0_c0.t1	Aa_G606990.h1.t1, Aa_G462700.h1.t1, Aa_G4330.h1.t1
OG0000189	ESY4_g26116_DN3_SP8_c10.t1	Aa_G514660.h1.t1, Aa_G459730.h1.t1
OG0000189	ESY11_g53875_DN3_SP4_c0.t1	Aa_G180380.h1.t1, Aa_G70160.h1.t1
OG0000191	ESY21_g55511_DN2_SP0_c0.t1	Aa_G26980.h1.t1
OG0000192	ESY7_g19051_DN3_SP0_c0.t1, ESY7_g19049_DN2_SP0_c0.t1, ESY5_g2687_DN3_SP0_c0.t1, ESY5_g3215_DN2_SP0_c2.t1, ESY10_g14136_DN1_SP0_c0.t1	Aa_G43430.h1.t1, Aa_G420330.h1.t1, Aa_G184310.h1.t1, Aa_G457510.h1.t1
OG0000193	ESY11_g54357_DN1_SP0_c0.t1	Aa_G484150.h1.t1
OG0000195	ESY3_g31987_DN1_SP0_c0.t1	Aa_G376620.h1.t1
OG0000197	ESY9_g43011_DN2_SP0_c0.t1	Aa_G460250.h1.t1, Aa_G460270.h1.t1
OG0000197	ESY9_g43010_DN3_SP0_c0.t1	Aa_G674860.h1.t1
OG0000198	ESY10_g14610_DN3_SP8_c0.t1	Aa_G509920.h1.t1
OG0000198	ESY7_g18205_DN3_SP0_c0.t1, ESY7_g18208_DN3_SP0_c0.t1	Aa_G222140.h1.t1, Aa_G238450.h1.t1
OG0000198	ESY5_g5309_DN3_SP0_c0.t1	Aa_G222150.h1.t1, Aa_G222160.h2.t1, Aa_G222160.h1.t1
OG0000199	ESY1_g12013_DN3_SP0_c0.t1, ESY1_g12014_DN3_SP0_c0.t1	Aa_G530530.h1.t1, Aa_G311720.h1.t1, Aa_G362380.h1.t1, Aa_G186410.h1.t1, Aa_G153710.h1.t1, Aa_G367870.h1.t1, Aa_G385540.h1.t1, Aa_G191200.h1.t1, Aa_G138220.h1.t1, Aa_G311710.h1.t1, Aa_G20030.h1.t1, Aa_G20020.h1.t1, Aa_G355770.h1.t1, Aa_G506370.h1.t1, Aa_G506340.h1.t1
OG0000199	ESY1_g12012_DN3_SP0_c0.t1	Aa_G123140.h1.t1, Aa_G191220.h1.t1, Aa_G284830.h1.t1
OG0000200	ESY7_g17038_DN2_SP0_c0.t1	Aa_G37370.h1.t1
OG0000200	ESY8_g58382_DN2_SP0_c0.t1	Aa_G689010.h1.t1
OG0000201	ESY15_g64746_DN1_SP0_c100.t1	Aa_G427530.h1.t1, Aa_G703190.h1.t1, Aa_G900640.h1.t1, Aa_G337650.h1.t1, Aa_G556890.h1.t1, Aa_G455950.h1.t1, Aa_G38170.h1.t1, Aa_G297100.h1.t1, Aa_G254320.h1.t1, Aa_G734460.h1.t1, Aa_G210530.h1.t1, Aa_G528940.h1.t1, Aa_G155140.h1.t1, Aa_G400980.h1.t1, Aa_G182270.h1.t1, Aa_G869430.h1.t1, Aa_G906580.h1.t1, Aa_G584490.h1.t1, Aa_G17470.h1.t1, Aa_G947170.h1.t1, Aa_G319500.h1.t1, Aa_G265330.h1.t1, Aa_G473070.h1.t1, Aa_G989440.h1.t1, Aa_G818390.h1.t1, Aa_G802560.h1.t1, Aa_G412130.h1.t1, Aa_G2010.h1.t1, Aa_G502040.h1.t1, Aa_G630690.h1.t1, Aa_G177480.h1.t1, Aa_G350550.h1.t1, Aa_G46410.h1.t1, Aa_G106600.h1.t1, Aa_G634980.h1.t1, Aa_G907240.h1.t1
OG0000201	ESY3_g29139_DN2_SP0_c10.t1, ESY19_g42177_DN3_SP0_c23.t1	Aa_G569500.h1.t1
OG0000202	ESY17_g40199_DN1_SP0_c62.t1	Aa_G71240.h1.t1
OG0000202	ESY1_g12318_DN1_SP0_c13.t1	Aa_G434790.h1.t1, Aa_G716220.h1.t1
OG0000203	ESY1_g10742_DN3_SP0_c0.t1	Aa_G526160.h1.t1, Aa_G526150.h1.t1
OG0000203	ESY1_g11458_DN3_SP0_c0.t1	Aa_G367660.h1.t1, Aa_G835690.h1.t1, Aa_G526200.h1.t1
OG0000203	ESY1_g11462_DN3_SP0_c0.t1	Aa_G526230.h1.t1
OG0000203	ESY1_g11463_DN3_SP0_c0.t1	Aa_G526180.h1.t1
OG0000210	ESY1_g12088_DN2_SP0_c6.t1, ESY1_g12083_DN3_SP0_c23.t1, ESY1_g12076_DN1_SP0_c0.t1, ESY1_g12081_DN2_SP0_c0.t1	Aa_G77240.h1.t1
OG0000210	ESY1_g12080_DN3_SP0_c20.t1	Aa_G573270.h1.t1
OG0000210	ESY1_g12170_DN3_SP0_c0.t1, ESY1_g12160_DN3_SP0_c0.t1, ESY1_g12162_DN3_SP0_c0.t1, ESY1_g12161_DN3_SP0_c0.t1, ESY1_g12165_DN3_SP0_c0.t1, ESY1_g12166_DN3_SP0_c0.t1	Aa_G208990.h1.t1
OG0000211	ESY19_g41793_DN2_SP0_c0.t1, ESY3_g29249_DN1_SP0_c0.t1	Aa_G327140.h1.t1, Aa_G58530.h1.t1, Aa_G971390.h1.t1, Aa_G147740.h1.t1, Aa_G985700.h1.t1, Aa_G580420.h1.t1, Aa_G407980.h1.t1, Aa_G246870.h1.t1, Aa_G467930.h1.t1, Aa_G7930.h1.t1
OG0000211	ESY4_g25962_DN1_SP0_c27.t1, ESY15_g65094_DN1_SP0_c0.t1	Aa_G947060.h1.t1, Aa_G318020.h1.t1, Aa_G980420.h1.t1, Aa_G682580.h1.t1, Aa_G1008030.h1.t1, Aa_G623540.h1.t1, Aa_G1009350.h1.t1, Aa_G897220.h1.t1, Aa_G911310.h1.t1, Aa_G739800.h1.t1, Aa_G926270.h1.t1, Aa_G771910.h2.t1, Aa_G771910.h1.t1, Aa_G224780.h1.t1, Aa_G52990.h1.t1, Aa_G499920.h1.t1, Aa_G272810.h1.t1, Aa_G135900.h1.t1, Aa_G91380.h1.t1, Aa_G285490.h1.t1
OG0000214	ESY5_g2296_DN2_SP0_c32.t1	Aa_G843970.h1.t1
OG0000216	ESY5_g2595_DN2_SP0_c6.t1	Aa_G389410.h1.t1, Aa_G428700.h1.t1, Aa_G57040.h1.t1, Aa_G373050.h1.t1
OG0000219	ESY2_g37088_DN2_SP0_c0.t1, ESY5_g4909_DN2_SP0_c59.t1	Aa_G30010.h1.t1, Aa_G48860.h1.t1
OG0000219	ESY2_g33708_DN2_SP0_c0.t1	Aa_G584620.h1.t1
OG0000219	ESY2_g33496_DN3_SP0_c55.t1	Aa_G974030.h1.t1, Aa_G961810.h1.t1, Aa_G631990.h1.t1
OG0000222	ESY1_g7089_DN3_SP0_c0.t1	Aa_G878030.h1.t1
OG0000225	ESY7_g18882_DN2_SP0_c0.t1, ESY7_g17384_DN2_SP0_c0.t1	Aa_G335460.h1.t1
OG0000225	ESY2_g36146_DN3_SP0_c12.t1	Aa_G5960.h1.t1, Aa_G109260.h1.t1, Aa_G458000.h1.t1, Aa_G335450.h1.t1, Aa_G335440.h1.t1
OG0000226	ESY7_g19243_DN2_SP0_c0.t1, ESY7_g19242_DN1_SP0_c0.t1	Aa_G519980.h1.t1
OG0000226	ESY7_g19338_DN2_SP0_c0.t1	Aa_G456240.h1.t1
OG0000233	ESY7_g18557_DN2_SP0_c0.t1	Aa_G471610.h1.t1
OG0000233	ESY7_g18561_DN2_SP0_c0.t1, ESY7_g18558_DN2_SP0_c0.t1, ESY7_g18562_DN2_SP0_c0.t1	Aa_G529880.h1.t1, Aa_G471590.h1.t1, Aa_G471600.h1.t1
OG0000234	ESY7_g19410_DN2_SP0_c0.t1, ESY7_g19411_DN1_SP0_c0.t1	Aa_G685240.h1.t1
OG0000235	ESY20_g12752_DN3_SP0_c26.t1	Aa_G181670.h1.t1, Aa_G191760.h1.t1
OG0000235	ESY3_g30522_DN2_SP0_c0.t1, ESY7_g18869_DN2_SP0_c0.t1, ESY9_g42470_DN3_SP0_c0.t1	Aa_G291160.h1.t1, Aa_G105690.h1.t1
OG0000236	ESY10_g15168_DN3_SP0_c0.t1	Aa_G603360.h1.t1, Aa_G342510.h1.t1, Aa_G133920.h1.t1
OG0000236	ESY3_g28939_DN3_SP0_c0.t1	Aa_G384940.h1.t1
OG0000237	ESY1_g12367_DN3_SP0_c0.t1	Aa_G29610.h1.t1
OG0000238	ESY11_g54171_DN1_SP0_c9.t1, ESY2_g38077_DN3_SP0_c0.t1	Aa_G367300.h1.t1, Aa_G367290.h1.t1
OG0000241	ESY9_g43553_DN3_SP0_c0.t1	Aa_G213370.h1.t1
OG0000241	ESY9_g43563_DN3_SP0_c0.t1, ESY9_g43568_DN3_SP0_c0.t1	Aa_G213350.h1.t1, Aa_G213340.h1.t1, Aa_G213320.h1.t1, Aa_G213330.h1.t1, Aa_G213310.h1.t1
OG0000241	ESY7_g16356_DN3_SP0_c0.t1	Aa_G257170.h1.t1
OG0000241	ESY7_g16354_DN3_SP5_c0.t1	Aa_G974580.h1.t1, Aa_G257180.h1.t1
OG0000241	ESY7_g16355_DN3_SP3_c0.t1	Aa_G257190.h1.t1
OG0000242	ESY19_g41982_DN3_SP0_c33.t1, ESY19_g41981_DN2_SP0_c45.t1, ESY1_g10190_DN2_SP0_c0.t1, ESY2_g37380_DN2_SP0_c0.t1, ESY2_g37535_DN2_SP0_c0.t1, ESY16_g62159_DN3_SP0_c31.t1	Aa_G129860.h1.t1, Aa_G129870.h1.t1, Aa_G269360.h1.t1
OG0000242	ESY15_g64561_DN3_SP0_c0.t1, ESY10_g15359_DN3_SP0_c0.t1	Aa_G40840.h1.t1
OG0000243	ESY3_g29917_DN1_SP0_c0.t1, ESY3_g29915_DN1_SP0_c0.t1, ESY3_g29913_DN2_SP0_c0.t1, ESY3_g29911_DN2_SP0_c0.t1, ESY3_g29919_DN2_SP0_c0.t1, ESY3_g29918_DN1_SP0_c0.t1	Aa_G223790.h1.t1
OG0000244	ESY7_g16503_DN3_SP0_c20.t1, ESY7_g16510_DN3_SP0_c56.t1	Aa_G189060.h1.t1
OG0000246	ESY10_g15197_DN1_SP0_c67.t1	Aa_G25270.h1.t1, Aa_G25290.h1.t1, Aa_G25260.h1.t1, Aa_G25280.h1.t1, Aa_G25240.h1.t1, Aa_G502830.h1.t1
OG0000247	ESY8_g58357_DN2_SP0_c44.t1, ESY12_g51573_DN3_SP0_c0.t1, ESY5_g4744_DN3_SP0_c0.t1, ESY5_g2142_DN2_SP0_c0.t1, ESY5_g4743_DN3_SP0_c0.t1, ESY3_g30089_DN2_SP0_c0.t1, ESY11_g54658_DN3_SP0_c0.t1, ESY5_g2141_DN2_SP0_c0.t1, ESY5_g4739_DN2_SP0_c0.t1	Aa_G140000.h1.t1, Aa_G462040.h1.t1
OG0000248	ESY9_g43852_DN1_SP0_c0.t1	Aa_G174720.h1.t1
OG0000249	ESY2_g37281_DN2_SP0_c83.t1	Aa_G369050.h1.t1, Aa_G218650.h1.t1, Aa_G614100.h1.t1
OG0000250	ESY7_g16511_DN3_SP0_c0.t1	Aa_G41880.h2.t1, Aa_G41880.h1.t1
OG0000250	ESY11_g54017_DN3_SP0_c0.t1	Aa_G221240.h1.t1
OG0000251	ESY11_g54021_DN3_SP0_c0.t1	Aa_G276740.h1.t1
OG0000251	ESY11_g54020_DN2_SP0_c65.t1	Aa_G636090.h1.t1
OG0000252	ESY4_g24982_DN3_SP0_c27.t1, ESY4_g24972_DN3_SP0_c33.t1	Aa_G74580.h1.t1, Aa_G145140.h1.t1
OG0000252	ESY2_g34608_DN3_SP0_c0.t1, ESY2_g34605_DN3_SP0_c0.t1, ESY16_g61959_DN2_SP0_c0.t1	Aa_G129400.h1.t1
OG0000254	ESY2_g38710_DN3_SP0_c0.t1, ESY2_g38730_DN1_SP0_c0.t1, ESY2_g38699_DN3_SP0_c0.t1	Aa_G355590.h1.t1
OG0000257	ESY2_g34823_DN2_SP1_c0.t1	Aa_G281760.h1.t1, Aa_G281770.h1.t1
OG0000259	ESY3_g31772_DN3_SP0_c0.t1, ESY20_g12901_DN3_SP0_c0.t1	Aa_G399280.h1.t1
OG0000260	ESY12_g51407_DN3_SP0_c0.t1	Aa_G113520.h1.t1, Aa_G65830.h1.t1
OG0000260	ESY4_g26754_DN3_SP0_c0.t1, ESY4_g26753_DN3_SP0_c0.t1	Aa_G374910.h1.t1
OG0000262	ESY2_g33426_DN3_SP0_c0.t1	Aa_G384670.h1.t1
OG0000273	ESY10_g14876_DN3_SP0_c0.t1	Aa_G82400.h1.t1
OG0000276	ESY4_g23032_DN3_SP0_c100.t1	Aa_G997690.h1.t1
OG0000277	ESY4_g26859_DN3_SP7_c0.t1	Aa_G696850.h1.t1, Aa_G137830.h3.t1, Aa_G238260.h2.t1, Aa_G137830.h1.t1, Aa_G137830.h2.t1, Aa_G696850.h2.t1, Aa_G238260.h3.t1, Aa_G696850.h3.t1, Aa_G238260.h1.t1
OG0000277	ESY5_g4010_DN3_SP4_c0.t1, ESY2_g36074_DN3_SP8_c0.t1	Aa_G238260.h4.t1, Aa_G696850.h4.t1, Aa_G637510.h1.t1, Aa_G137830.h4.t1
OG0000278	ESY7_g19126_DN1_SP0_c0.t1	Aa_G213010.h1.t1, Aa_G213080.h1.t1, Aa_G149910.h1.t1, Aa_G456690.h1.t1, Aa_G41040.h1.t1, Aa_G320580.h1.t1
OG0000279	ESY7_g16712_DN3_SP0_c0.t1	Aa_G278950.h1.t1, Aa_G122080.h1.t1
OG0000279	ESY7_g16716_DN3_SP0_c0.t1	Aa_G736560.h2.t1, Aa_G736560.h1.t1
OG0000282	ESY5_g5275_DN1_SP0_c0.t1	Aa_G371080.h1.t1
OG0000283	ESY15_g65682_DN3_SP0_c0.t1, ESY15_g65681_DN3_SP0_c0.t1	Aa_G298720.h1.t1, Aa_G484440.h1.t1, Aa_G654900.h1.t1
OG0000283	ESY5_g802_DN3_SP0_c0.t1, ESY14_g20577_DN2_SP0_c0.t1, ESY13_g56187_DN3_SP0_c0.t1, ESY1_g6175_DN3_SP0_c0.t1	Aa_G373470.h1.t1
OG0000284	ESY2_g37518_DN2_SP0_c0.t1	Aa_G13620.h1.t1
OG0000290	ESY2_g33314_DN2_SP0_c91.t1	Aa_G447090.h1.t1, Aa_G201950.h1.t1, Aa_G135610.h1.t1, Aa_G135600.h1.t1, Aa_G190160.h1.t1, Aa_G135630.h1.t1, Aa_G201960.h1.t1, Aa_G413420.h1.t1
OG0000290	ESY8_g60042_DN3_SP0_c0.t1	Aa_G688850.h1.t1
OG0000291	ESY3_g29559_DN3_SP0_c0.t1, ESY11_g52574_DN3_SP0_c0.t1	Aa_G681660.h1.t1
OG0000292	ESY9_g45514_DN1_SP0_c0.t1, ESY15_g64431_DN2_SP0_c0.t1	Aa_G209590.h1.t1
OG0000294	ESY7_g17419_DN1_SP0_c0.t1, ESY7_g17451_DN3_SP0_c0.t1	Aa_G421160.h1.t1, Aa_G421160.h2.t1
OG0000295	ESY2_g36837_DN3_SP0_c0.t1	Aa_G332200.h1.t1
OG0000298	ESY14_g20333_DN3_SP0_c0.t1	Aa_G260280.h1.t1
OG0000301	ESY12_g52023_DN2_SP0_c0.t1, ESY12_g52025_DN3_SP0_c0.t1, ESY6_g50380_DN2_SP0_c0.t1, ESY12_g52134_DN3_SP0_c0.t1, ESY8_g58529_DN3_SP0_c0.t1, ESY3_g32020_DN3_SP0_c0.t1, ESY7_g18922_DN3_SP0_c0.t1, ESY7_g18921_DN3_SP0_c0.t1	Aa_G553550.h1.t1
OG0000304	ESY12_g50901_DN1_SP0_c88.t1	Aa_G222500.h1.t1
OG0000304	ESY12_g50903_DN3_SP0_c100.t1, ESY12_g50900_DN3_SP0_c90.t1	Aa_G219570.h1.t1
OG0000305	ESY12_g50855_DN3_SP0_c0.t1	Aa_G431220.h1.t1
OG0000306	ESY8_g60999_DN3_SP0_c0.t1, ESY8_g61000_DN3_SP0_c0.t1	Aa_G109980.h1.t1, Aa_G682460.h2.t1, Aa_G682460.h1.t1
OG0000307	ESY3_g32555_DN1_SP0_c0.t1, ESY3_g32550_DN1_SP0_c0.t1	Aa_G265760.h1.t1, Aa_G292060.h1.t1, Aa_G168750.h1.t1, Aa_G415030.h1.t1, Aa_G592420.h1.t1, Aa_G366320.h1.t1
OG0000309	ESY5_g4451_DN3_SP1_c0.t1, ESY5_g4452_DN3_SP0_c0.t1, ESY6_g48917_DN3_SP0_c0.t1, ESY5_g4449_DN3_SP8_c0.t1	Aa_G345290.h1.t1
OG0000312	ESY2_g38714_DN2_SP0_c0.t1	Aa_G466720.h1.t1
OG0000312	ESY1_g9124_DN2_SP0_c0.t1	Aa_G173790.h1.t1, Aa_G918570.h1.t1, Aa_G972050.h1.t1, Aa_G3600.h1.t1, Aa_G187370.h1.t1, Aa_G477210.h1.t1, Aa_G120370.h1.t1, Aa_G413880.h1.t1
OG0000313	ESY1_g11751_DN3_SP0_c0.t1	Aa_G195750.h1.t1, Aa_G576210.h1.t1
OG0000313	ESY1_g11698_DN3_SP0_c0.t1, ESY1_g11700_DN3_SP0_c0.t1	Aa_G673450.h1.t1
OG0000313	ESY1_g12505_DN3_SP0_c0.t1	Aa_G195760.h1.t1
OG0000315	ESY1_g11918_DN3_SP0_c0.t1, ESY1_g11922_DN3_SP0_c0.t1, ESY1_g11919_DN3_SP0_c0.t1, ESY1_g11921_DN3_SP0_c0.t1, ESY1_g11920_DN3_SP0_c0.t1, ESY1_g11917_DN3_SP0_c0.t1, ESY1_g11865_DN2_SP0_c0.t1	Aa_G132580.h1.t1
OG0000316	ESY11_g54015_DN1_SP0_c100.t1	Aa_G140370.h1.t1, Aa_G340170.h1.t1, Aa_G340150.h1.t1, Aa_G140380.h1.t1
OG0000318	ESY5_g3011_DN3_SP0_c0.t1	Aa_G278340.h1.t1, Aa_G293710.h1.t1, Aa_G265690.h1.t1, Aa_G21490.h1.t1, Aa_G1039270.h1.t1, Aa_G1039270.h2.t1, Aa_G30130.h1.t1, Aa_G537650.h1.t1, Aa_G1038940.h1.t1, Aa_G286220.h1.t1, Aa_G286200.h1.t1
OG0000321	ESY2_g37547_DN3_SP1_c0.t1, ESY2_g37555_DN3_SP8_c0.t1	Aa_G180990.h2.t1, Aa_G164530.h2.t1, Aa_G180990.h1.t1, Aa_G164530.h1.t1
OG0000321	ESY8_g59648_DN3_SP0_c0.t1	Aa_G375080.h1.t1
