Orthogroup	Euclidium_syriacum	Capsella_rubella
OG0000179	ESY2_g34066_DN3_SP0_c38.t1, ESY16_g61889_DN3_SP0_c12.t1, ESY2_g34050_DN2_SP0_c7.t1	XP_006300705.1
OG0000179	ESY2_g34089_DN3_SP0_c0.t1	XP_006300699.2
OG0000183	ESY2_g35240_DN3_SP8_c46.t1	XP_006302967.1, XP_006284698.1
OG0000183	ESY1_g7203_DN3_SP0_c0.t1	XP_006294957.1, XP_023639142.1, XP_006286601.1
OG0000184	ESY3_g28956_DN2_SP0_c92.t1	XP_006299261.1
OG0000185	ESY12_g51008_DN3_SP0_c0.t1	XP_023640416.1
OG0000186	ESY3_g32370_DN2_SP0_c0.t1, ESY3_g32365_DN1_SP0_c79.t1	XP_006292502.1, XP_006279057.2, XP_023643827.1, XP_023643232.1, XP_006303240.1, XP_006293848.1, XP_023632799.1
OG0000188	ESY3_g31964_DN2_SP0_c0.t1, ESY3_g31967_DN2_SP0_c0.t1	XP_006289243.1, XP_006289137.1, XP_006286705.1, XP_023633759.1, XP_006299314.2
OG0000189	ESY4_g26116_DN3_SP8_c10.t1	XP_023633909.1
OG0000189	ESY11_g53875_DN3_SP4_c0.t1	XP_006282726.1
OG0000189	ESY5_g3986_DN3_SP8_c0.t1	XP_006305647.1
OG0000193	ESY5_g4726_DN2_SP0_c0.t1, ESY4_g25268_DN1_SP0_c0.t1, ESY6_g50699_DN2_SP0_c0.t1	XP_006299089.1, XP_006300124.1, XP_006299335.1, XP_006300121.1, XP_006299527.1, XP_023642703.1
OG0000195	ESY1_g9173_DN1_SP0_c0.t1	XP_023638998.1
OG0000197	ESY9_g43011_DN2_SP0_c0.t1	XP_023635153.1, XP_023644224.1
OG0000197	ESY9_g43010_DN3_SP0_c0.t1	XP_023633844.1
OG0000198	ESY10_g14610_DN3_SP8_c0.t1	XP_006291995.1
OG0000198	ESY7_g18205_DN3_SP0_c0.t1, ESY7_g18208_DN3_SP0_c0.t1	XP_006291997.1, XP_023638678.1, XP_006291999.1, XP_023638990.1
OG0000199	ESY1_g12013_DN3_SP0_c0.t1, ESY1_g12014_DN3_SP0_c0.t1	XP_006304151.2, XP_006303339.1, XP_006304149.1
OG0000199	ESY1_g12012_DN3_SP0_c0.t1	XP_006293511.1, XP_006280936.1, XP_006294905.1
OG0000200	ESY11_g54907_DN2_SP0_c0.t1, ESY11_g54900_DN2_SP0_c0.t1, ESY11_g54903_DN3_SP0_c0.t1, ESY11_g54896_DN3_SP0_c0.t1	XP_023641964.1
OG0000200	ESY7_g17892_DN3_SP0_c0.t1, ESY7_g17041_DN3_SP0_c0.t1	XP_006305145.1
OG0000200	ESY7_g17038_DN2_SP0_c0.t1	XP_006305143.1, XP_006303722.1
OG0000202	ESY17_g40199_DN1_SP0_c62.t1	XP_023636924.1
OG0000202	ESY1_g12318_DN1_SP0_c13.t1	XP_006301794.1
OG0000203	ESY1_g10742_DN3_SP0_c0.t1	XP_006292197.1
OG0000203	ESY16_g61546_DN3_SP0_c0.t1	XP_006293093.1
OG0000203	ESY1_g11462_DN3_SP0_c0.t1	XP_006292664.2
OG0000203	ESY1_g11463_DN3_SP0_c0.t1	XP_023638587.1
OG0000205	ESY7_g17506_DN1_SP0_c0.t1	XP_023639324.1
OG0000205	ESY6_g47659_DN3_SP0_c30.t1	XP_023640324.1, XP_023636059.1, XP_023634278.1, XP_023644457.1, XP_023644466.1, XP_023644460.1, XP_023634071.1, XP_023641994.1, XP_023636047.1, XP_023644478.1, XP_023634282.1, XP_023644465.1, XP_023640333.1, XP_023645651.1, XP_023634063.1, XP_023634058.1, XP_023636043.1
OG0000209	ESY7_g18015_DN2_SP0_c0.t1	XP_006287874.1, XP_006296766.1
OG0000210	ESY6_g48926_DN3_SP0_c0.t1	XP_006302230.1
OG0000210	ESY1_g12080_DN3_SP0_c20.t1	XP_006293088.1
OG0000210	ESY1_g12170_DN3_SP0_c0.t1, ESY1_g12160_DN3_SP0_c0.t1, ESY1_g12162_DN3_SP0_c0.t1, ESY1_g12161_DN3_SP0_c0.t1, ESY1_g12165_DN3_SP0_c0.t1, ESY1_g12166_DN3_SP0_c0.t1	XP_006292318.1
OG0000214	ESY5_g2296_DN2_SP0_c32.t1	XP_023640469.1
OG0000214	ESY26_g42374_DN2_SP0_c0.t1	XP_023638976.1
OG0000215	ESY43_g13373_DN3_SP0_c65.t1, ESY1_g9596_DN1_SP0_c0.t1, ESY21_g55434_DN3_SP0_c82.t1, ESY13_g57734_DN2_SP0_c0.t1, ESY16_g62421_DN3_SP0_c70.t1	XP_006296786.1
OG0000216	ESY5_g2595_DN2_SP0_c6.t1	XP_023636119.1, XP_023635737.1, XP_023637283.1, XP_023635820.1, XP_006302421.1, XP_006292358.1
OG0000218	ESY13_g56948_DN3_SP0_c0.t1, ESY2_g36496_DN3_SP0_c0.t1, ESY16_g61951_DN3_SP0_c0.t1, ESY8_g59313_DN3_SP0_c0.t1, ESY2_g37688_DN2_SP0_c0.t1, ESY6_g48234_DN3_SP0_c0.t1, ESY9_g42946_DN3_SP0_c0.t1, ESY11_g53736_DN3_SP0_c0.t1, ESY21_g55677_DN3_SP0_c0.t1, ESY8_g59253_DN3_SP0_c0.t1	XP_023643610.1, XP_023642575.1, XP_023632899.1, XP_023637419.1
OG0000219	ESY2_g37088_DN2_SP0_c0.t1, ESY5_g4909_DN2_SP0_c59.t1	XP_023634346.1
OG0000223	ESY6_g47580_DN2_SP0_c0.t1	XP_023640610.1
OG0000226	ESY7_g19329_DN2_SP0_c0.t1, ESY7_g19230_DN3_SP0_c0.t1, ESY7_g19228_DN2_SP0_c0.t1, ESY7_g19246_DN1_SP0_c0.t1	XP_006285264.2
OG0000226	ESY7_g19337_DN3_SP0_c0.t1	XP_023633599.1, XP_023643982.1
OG0000229	ESY1_g5643_DN2_SP0_c0.t1, ESY18_g63659_DN3_SP0_c28.t1	XP_006289451.2, XP_023644307.1, XP_006282853.2, XP_006286342.2
OG0000229	ESY27_g13471_DN1_SP0_c0.t1, ESY25_g62605_DN2_SP0_c27.t1	XP_006285195.1, XP_006301448.1
OG0000229	ESY1_g7176_DN1_SP0_c0.t1, ESY5_g764_DN1_SP0_c0.t1	XP_006279442.1, XP_006304782.2
OG0000233	ESY7_g18557_DN2_SP0_c0.t1	XP_006290020.1
OG0000233	ESY7_g18561_DN2_SP0_c0.t1, ESY7_g18558_DN2_SP0_c0.t1, ESY7_g18562_DN2_SP0_c0.t1	XP_006286767.1
OG0000233	ESY9_g43229_DN2_SP0_c0.t1	XP_006289542.2, XP_006289289.1
OG0000234	ESY7_g19410_DN2_SP0_c0.t1, ESY7_g19411_DN1_SP0_c0.t1	XP_023639230.1, XP_006295841.1, XP_023635829.1, XP_023635762.1, XP_023636750.1, XP_023644543.1, XP_006305075.2
OG0000235	ESY2_g34542_DN1_SP0_c0.t1	XP_006288153.2, XP_006288152.1
OG0000235	ESY20_g12752_DN3_SP0_c26.t1	XP_006305118.1, XP_023644533.1
OG0000235	ESY7_g18868_DN1_SP0_c0.t1	XP_006298477.2, XP_006298206.1, XP_006288183.1, XP_023636873.1
OG0000236	ESY10_g15168_DN3_SP0_c0.t1	XP_023644265.1
OG0000236	ESY3_g28939_DN3_SP0_c0.t1	XP_023642610.1
OG0000237	ESY3_g28814_DN3_SP0_c0.t1	XP_006296746.1
OG0000237	ESY4_g24696_DN2_SP0_c0.t1	XP_006297875.1
OG0000238	ESY2_g38077_DN3_SP0_c0.t1	XP_006289231.1
OG0000239	ESY2_g35012_DN2_SP0_c0.t1	XP_023644469.1, XP_023637320.1, XP_023633734.1, XP_023633507.1
OG0000241	ESY9_g43553_DN3_SP0_c0.t1	XP_006284545.1
OG0000241	ESY9_g43563_DN3_SP0_c0.t1, ESY9_g43568_DN3_SP0_c0.t1	XP_006279099.1, XP_023635292.1, XP_006279100.1, XP_006285919.1, XP_006279101.1
OG0000241	ESY7_g16356_DN3_SP0_c0.t1	XP_006289300.1
OG0000241	ESY7_g16354_DN3_SP5_c0.t1	XP_006289916.1
OG0000241	ESY7_g16355_DN3_SP3_c0.t1	XP_006289215.1
OG0000242	ESY19_g41982_DN3_SP0_c33.t1, ESY19_g41981_DN2_SP0_c45.t1	XP_006298183.1
OG0000242	ESY15_g64561_DN3_SP0_c0.t1, ESY10_g15359_DN3_SP0_c0.t1	XP_006279117.1, XP_006286819.1, XP_006286567.1
OG0000243	ESY3_g29914_DN2_SP0_c0.t1, ESY3_g29916_DN2_SP0_c0.t1	XP_006303366.2
OG0000244	ESY7_g16503_DN3_SP0_c20.t1, ESY7_g16510_DN3_SP0_c56.t1	XP_006286805.1, XP_006290182.1, XP_023636139.1, XP_006286807.1, XP_006289480.2
OG0000245	ESY2_g38315_DN3_SP0_c0.t1	XP_023632652.1, XP_023637477.1, XP_023641896.1
OG0000246	ESY10_g15197_DN1_SP0_c67.t1	XP_023639020.1, XP_006295641.1, XP_006294087.1, XP_006294083.1, XP_006296366.1, XP_006294067.1, XP_006293528.1
OG0000247	ESY5_g4830_DN3_SP0_c0.t1, ESY5_g4829_DN3_SP0_c0.t1	XP_006285568.2, XP_006279047.1
OG0000247	ESY8_g58357_DN2_SP0_c44.t1, ESY12_g51573_DN3_SP0_c0.t1, ESY5_g4744_DN3_SP0_c0.t1, ESY5_g2142_DN2_SP0_c0.t1, ESY5_g4743_DN3_SP0_c0.t1, ESY3_g30089_DN2_SP0_c0.t1, ESY11_g54658_DN3_SP0_c0.t1, ESY5_g2141_DN2_SP0_c0.t1, ESY5_g4739_DN2_SP0_c0.t1	XP_006300085.1, XP_023645782.1
OG0000248	ESY2_g35510_DN3_SP0_c0.t1, ESY2_g35523_DN2_SP0_c0.t1	XP_006301801.2
OG0000248	ESY2_g35512_DN3_SP0_c0.t1	XP_006301741.2
OG0000248	ESY9_g43852_DN1_SP0_c0.t1	XP_006284516.1, XP_023644302.1
OG0000248	ESY1_g12149_DN2_SP0_c0.t1	XP_006285772.2
OG0000250	ESY7_g16511_DN3_SP0_c0.t1	XP_006287939.1
OG0000250	ESY20_g12697_DN2_SP0_c0.t1	XP_006289516.1
OG0000250	ESY6_g49018_DN2_SP0_c0.t1	XP_006299908.2
OG0000250	ESY11_g54017_DN3_SP0_c0.t1	XP_006288303.1, XP_006288300.1
OG0000252	ESY4_g24982_DN3_SP0_c27.t1, ESY4_g24972_DN3_SP0_c33.t1	XP_006299068.1
OG0000252	ESY2_g33558_DN3_SP0_c0.t1, ESY2_g33557_DN3_SP0_c0.t1	XP_006300513.1, XP_006291286.1
OG0000254	ESY2_g38707_DN3_SP0_c0.t1	XP_006284821.1
OG0000256	ESY3_g29794_DN3_SP0_c0.t1	XP_023636091.1, XP_006301530.1
OG0000259	ESY3_g31772_DN3_SP0_c0.t1	XP_006304817.2, XP_006306329.2, XP_023644499.1, XP_006304918.2
OG0000260	ESY12_g51407_DN3_SP0_c0.t1	XP_023635375.1
OG0000260	ESY4_g26754_DN3_SP0_c0.t1, ESY4_g26753_DN3_SP0_c0.t1	XP_006283573.1
OG0000260	ESY4_g26309_DN3_SP0_c0.t1, ESY4_g26755_DN3_SP0_c0.t1	XP_006306153.1
OG0000262	ESY2_g33426_DN3_SP0_c0.t1	XP_023643964.1, XP_006301668.1, XP_023637514.1, XP_006301980.1, XP_006299358.1, XP_006301961.2, XP_023637360.1, XP_023637436.1
OG0000267	ESY4_g21983_DN1_SP0_c100.t1, ESY1_g7739_DN1_SP0_c45.t1	XP_023636243.1
OG0000273	ESY10_g14875_DN3_SP0_c0.t1	XP_023633397.1
OG0000275	ESY6_g50261_DN3_SP0_c0.t1, ESY6_g50262_DN2_SP0_c0.t1, ESY8_g58138_DN1_SP0_c0.t1, ESY4_g25215_DN3_SP0_c0.t1, ESY6_g50264_DN2_SP0_c0.t1	XP_023633707.1
OG0000275	ESY4_g24479_DN2_SP0_c49.t1	XP_006285590.2, XP_023639572.1, XP_023635808.1, XP_023643272.1, XP_023635206.1
OG0000276	ESY4_g23032_DN3_SP0_c100.t1	XP_023635220.1
OG0000277	ESY4_g26859_DN3_SP7_c0.t1	XP_006284579.2
OG0000278	ESY7_g19126_DN1_SP0_c0.t1	XP_006285871.1, XP_023634323.1, XP_006282573.1, XP_006286231.1, XP_006285685.1, XP_006283651.2, XP_006282490.1
OG0000279	ESY7_g16711_DN3_SP0_c0.t1	XP_006281784.1
OG0000282	ESY1_g12400_DN3_SP0_c0.t1	XP_006306137.1, XP_006285218.1, XP_006286276.1
OG0000282	ESY5_g5275_DN1_SP0_c0.t1	XP_006285624.1, XP_006285202.1
OG0000283	ESY15_g65682_DN3_SP0_c0.t1	XP_023633819.1
OG0000283	ESY4_g23225_DN3_SP0_c20.t1, ESY14_g20576_DN3_SP0_c73.t1, ESY5_g802_DN3_SP0_c0.t1, ESY14_g20577_DN2_SP0_c0.t1, ESY13_g56187_DN3_SP0_c0.t1, ESY1_g6175_DN3_SP0_c0.t1	XP_023644223.1
OG0000284	ESY2_g37518_DN2_SP0_c0.t1	XP_006299160.2, XP_023635719.1, XP_006285151.2, XP_006299988.1, XP_006300357.2, XP_006285328.2, XP_023644243.1, XP_023636116.1, XP_006288763.1
OG0000286	ESY7_g16554_DN2_SP0_c0.t1	XP_023637669.1, XP_023643364.1
OG0000286	ESY2_g34741_DN3_SP0_c0.t1	XP_023635611.1
OG0000290	ESY2_g33314_DN2_SP0_c91.t1	XP_023636837.1, XP_006300968.1, XP_023644381.1, XP_023642945.1
OG0000290	ESY8_g60042_DN3_SP0_c0.t1	XP_023633580.1
OG0000291	ESY11_g52574_DN3_SP0_c0.t1	XP_006298781.1
OG0000292	ESY2_g38440_DN2_SP0_c0.t1, ESY9_g45514_DN1_SP0_c0.t1, ESY15_g64431_DN2_SP0_c0.t1, ESY4_g26280_DN2_SP0_c0.t1	XP_023637503.1
OG0000294	ESY7_g17419_DN1_SP0_c0.t1, ESY7_g17451_DN3_SP0_c0.t1	XP_006289140.2, XP_023637686.1
OG0000294	ESY7_g17549_DN2_SP0_c0.t1	XP_023637726.1
OG0000295	ESY9_g42648_DN3_SP0_c0.t1, ESY9_g42650_DN3_SP0_c0.t1, ESY12_g51324_DN3_SP0_c0.t1, ESY9_g42619_DN3_SP0_c0.t1	XP_023644521.1
OG0000297	ESY22_g41120_DN1_SP0_c0.t1, ESY6_g45791_DN1_SP0_c0.t1, ESY16_g61859_DN1_SP0_c0.t1	XP_023634332.1, XP_023633969.1
OG0000298	ESY1_g10424_DN3_SP0_c0.t1	XP_006305835.1
OG0000298	ESY1_g10425_DN2_SP0_c0.t1	XP_006307391.1
OG0000298	ESY16_g61822_DN2_SP0_c14.t1, ESY10_g14432_DN3_SP0_c17.t1	XP_006300098.1
OG0000300	ESY1_g10576_DN1_SP0_c0.t1	XP_023643235.1
OG0000300	ESY10_g15500_DN1_SP0_c0.t1, ESY4_g25564_DN2_SP0_c93.t1	XP_006292785.1
OG0000301	ESY12_g52023_DN2_SP0_c0.t1, ESY12_g52025_DN3_SP0_c0.t1, ESY6_g50380_DN2_SP0_c0.t1, ESY12_g52134_DN3_SP0_c0.t1, ESY8_g58529_DN3_SP0_c0.t1, ESY3_g32020_DN3_SP0_c0.t1, ESY7_g18922_DN3_SP0_c0.t1, ESY7_g18921_DN3_SP0_c0.t1	XP_023640002.1, XP_006296449.1, XP_006292850.2
OG0000301	ESY1_g12078_DN3_SP0_c0.t1, ESY6_g50381_DN2_SP0_c0.t1	XP_006293050.1
OG0000304	ESY12_g50901_DN1_SP0_c88.t1	XP_006295453.1, XP_006295599.1, XP_006295455.1
OG0000304	ESY12_g50903_DN3_SP0_c100.t1, ESY12_g50900_DN3_SP0_c90.t1	XP_006294980.1
OG0000305	ESY12_g50855_DN3_SP0_c0.t1	XP_006295765.1, XP_006301907.1
OG0000306	ESY8_g60999_DN3_SP0_c0.t1	XP_006283372.1
OG0000307	ESY3_g32555_DN1_SP0_c0.t1, ESY3_g32550_DN1_SP0_c0.t1	XP_006300047.2, XP_006303618.1, XP_006303691.1, XP_006305982.2, XP_006284973.1, XP_006301076.1
OG0000308	ESY20_g12865_DN2_SP3_c0.t1	XP_006282331.1
OG0000308	ESY20_g12864_DN3_SP1_c0.t1, ESY20_g12861_DN3_SP3_c0.t1, ESY20_g12860_DN3_SP1_c0.t1, ESY20_g12863_DN3_SP7_c0.t1, ESY20_g12859_DN3_SP1_c0.t1	XP_006281683.1
OG0000313	ESY1_g11698_DN3_SP0_c0.t1, ESY1_g11700_DN3_SP0_c0.t1	XP_006301636.2
OG0000313	ESY1_g12505_DN3_SP0_c0.t1	XP_023637658.1, XP_023635806.1, XP_023634578.1
OG0000313	ESY11_g54954_DN2_SP0_c0.t1, ESY2_g35179_DN3_SP0_c0.t1, ESY2_g35147_DN3_SP0_c0.t1	XP_023633408.1
OG0000315	ESY1_g11918_DN3_SP0_c0.t1, ESY1_g11922_DN3_SP0_c0.t1, ESY1_g11919_DN3_SP0_c0.t1, ESY1_g11921_DN3_SP0_c0.t1, ESY1_g11920_DN3_SP0_c0.t1, ESY1_g11917_DN3_SP0_c0.t1, ESY1_g11865_DN2_SP0_c0.t1	XP_023643290.1, XP_006292413.2, XP_006292967.1, XP_006292295.1, XP_006290418.1, XP_023639208.1
OG0000316	ESY11_g54015_DN1_SP0_c100.t1	XP_006300449.1, XP_006299550.1, XP_006297414.1, XP_006299313.1
OG0000318	ESY5_g3011_DN3_SP0_c0.t1	XP_006297043.2, XP_006301027.2, XP_006300756.1, XP_023642916.1, XP_006304551.1
OG0000321	ESY2_g37547_DN3_SP1_c0.t1, ESY2_g37555_DN3_SP8_c0.t1	XP_006279139.1, XP_006307493.1
OG0000321	ESY6_g49299_DN3_SP7_c0.t1, ESY6_g49298_DN3_SP5_c0.t1	XP_006286795.1
OG0000321	ESY2_g34313_DN3_SP3_c0.t1	XP_006301274.1
OG0000322	ESY4_g26890_DN3_SP0_c0.t1, ESY2_g35230_DN2_SP0_c0.t1, ESY5_g5055_DN3_SP0_c0.t1, ESY4_g26856_DN2_SP0_c0.t1	XP_023637248.1, XP_006292952.1, XP_006280995.1, XP_023636104.1, XP_006288761.1
OG0000325	ESY5_g4954_DN3_SP8_c0.t1	XP_006304190.1
OG0000325	ESY5_g4953_DN3_SP7_c0.t1	XP_006306317.1
OG0000326	ESY5_g5188_DN3_SP0_c9.t1	XP_006285867.1, XP_023635329.1, XP_006281431.1, XP_006297907.1
OG0000327	ESY2_g34541_DN2_SP0_c0.t1	XP_006284761.1, XP_006284760.1
OG0000328	ESY3_g29135_DN3_SP0_c0.t1	XP_023642080.1, XP_023642081.1, XP_023641339.1, XP_023642101.1
OG0000329	ESY8_g60943_DN3_SP0_c0.t1	XP_006285598.2, XP_006285306.1, XP_006284934.2, XP_006285960.2
OG0000331	ESY20_g13155_DN3_SP0_c0.t1	XP_006287904.1
OG0000331	ESY3_g29804_DN3_SP0_c0.t1	XP_006297742.2
OG0000331	ESY12_g51392_DN3_SP0_c0.t1	XP_006294369.1
OG0000335	ESY1_g11966_DN3_SP0_c0.t1, ESY1_g11959_DN3_SP0_c0.t1, ESY1_g11963_DN3_SP0_c0.t1, ESY1_g12007_DN3_SP0_c0.t1	XP_006291046.1, XP_023637070.1, XP_023638528.1, XP_023635714.1, XP_023638925.1
OG0000336	ESY2_g34140_DN3_SP8_c0.t1, ESY5_g3340_DN3_SP0_c0.t1, ESY5_g3323_DN3_SP1_c0.t1, ESY2_g34160_DN3_SP0_c0.t1	XP_006302924.1, XP_006302921.1, XP_006304268.1, XP_006304242.2
OG0000338	ESY7_g18014_DN1_SP0_c0.t1, ESY15_g65691_DN3_SP0_c0.t1, ESY4_g25918_DN3_SP0_c55.t1, ESY1_g8864_DN3_SP0_c69.t1, ESY1_g8269_DN3_SP0_c92.t1, ESY21_g55843_DN2_SP0_c0.t1, ESY11_g53141_DN1_SP0_c95.t1, ESY1_g8268_DN2_SP0_c87.t1, ESY1_g8783_DN3_SP0_c93.t1, ESY15_g65690_DN2_SP0_c0.t1	XP_023643347.1
OG0000339	ESY8_g58576_DN3_SP0_c0.t1	XP_006294061.1, XP_006295640.1, XP_006294064.1, XP_006294021.2
OG0000339	ESY2_g37679_DN3_SP0_c17.t1	XP_006289633.1, XP_006290193.1, XP_006285657.1
OG0000341	ESY1_g10436_DN3_SP0_c58.t1	XP_006281771.1, XP_006304613.1, XP_006307122.1, XP_006304877.1
OG0000342	ESY5_g1891_DN1_SP0_c0.t1	XP_006295871.2, XP_023639564.1
OG0000342	ESY5_g5105_DN2_SP0_c0.t1, ESY5_g5104_DN1_SP0_c0.t1	XP_006297727.2
OG0000342	ESY9_g42829_DN3_SP0_c0.t1	XP_006297867.2
OG0000344	ESY1_g12309_DN1_SP0_c0.t1	XP_023633371.1
OG0000345	ESY20_g12900_DN3_SP6_c0.t1	XP_006289613.1, XP_006281260.2
OG0000345	ESY20_g12904_DN3_SP2_c0.t1	XP_006289891.1
OG0000347	ESY12_g51781_DN3_SP8_c0.t1	XP_006294736.1
OG0000347	ESY1_g12292_DN3_SP6_c0.t1	XP_023639059.1
OG0000347	ESY20_g12945_DN3_SP4_c0.t1	XP_006284249.1
OG0000347	ESY5_g5505_DN3_SP8_c16.t1	XP_006304071.1
OG0000348	ESY12_g51895_DN2_SP0_c0.t1	XP_023640428.1
OG0000349	ESY6_g48779_DN3_SP0_c27.t1	XP_023633454.1, XP_023638620.1, XP_023639042.1
OG0000350	ESY2_g33881_DN3_SP0_c95.t1	XP_006299022.1, XP_006299133.1, XP_006298980.1, XP_006299285.1, XP_006299855.1
OG0000351	ESY5_g3979_DN1_SP0_c0.t1, ESY4_g24787_DN1_SP0_c0.t1, ESY3_g31230_DN1_SP0_c0.t1, ESY5_g3978_DN1_SP0_c0.t1, ESY6_g47941_DN2_SP0_c0.t1, ESY15_g64406_DN2_SP0_c0.t1, ESY4_g24305_DN1_SP0_c0.t1, ESY4_g24788_DN1_SP0_c0.t1, ESY3_g28882_DN1_SP0_c0.t1, ESY3_g31231_DN3_SP0_c0.t1, ESY3_g28881_DN1_SP0_c0.t1, ESY3_g29409_DN3_SP0_c0.t1, ESY6_g47940_DN2_SP0_c0.t1, ESY3_g31265_DN3_SP0_c0.t1, ESY3_g31310_DN2_SP0_c0.t1	XP_006299246.2
OG0000351	ESY2_g37666_DN1_SP0_c0.t1, ESY4_g24789_DN1_SP0_c0.t1	XP_023634257.1, XP_023640356.1
OG0000355	ESY4_g26254_DN1_SP0_c0.t1, ESY21_g55414_DN2_SP0_c0.t1	XP_006282294.1, XP_006286101.1
OG0000356	ESY8_g59409_DN3_SP0_c0.t1	XP_023639406.1
OG0000357	ESY4_g26503_DN3_SP1_c0.t1, ESY4_g23322_DN2_SP0_c0.t1, ESY4_g26504_DN3_SP0_c0.t1	XP_006305913.1, XP_006305533.1, XP_006304391.1, XP_006295385.1, XP_006293384.1
OG0000358	ESY2_g37261_DN3_SP1_c0.t1	XP_023633697.1
OG0000358	ESY2_g37260_DN3_SP0_c0.t1	XP_006303728.1, XP_023643844.1
OG0000359	ESY6_g47582_DN3_SP0_c0.t1	XP_023635692.1
OG0000359	ESY16_g62137_DN2_SP0_c0.t1, ESY16_g62138_DN1_SP0_c0.t1, ESY16_g62142_DN3_SP0_c0.t1, ESY16_g62136_DN1_SP0_c0.t1	XP_006284880.1
OG0000363	ESY7_g18962_DN3_SP0_c0.t1, ESY7_g18964_DN3_SP0_c0.t1	XP_006292669.1
OG0000363	ESY2_g36388_DN3_SP0_c0.t1	XP_023645495.1
OG0000364	ESY5_g1904_DN3_SP0_c0.t1, ESY5_g1903_DN2_SP0_c0.t1, ESY5_g4004_DN3_SP0_c0.t1	XP_006296274.2, XP_006296154.2, XP_006296300.1
OG0000365	ESY7_g18233_DN3_SP0_c0.t1	XP_006307227.1
OG0000365	ESY9_g43323_DN1_SP0_c0.t1, ESY9_g43329_DN3_SP0_c0.t1	XP_006285161.1, XP_006285030.1
OG0000365	ESY7_g18417_DN3_SP0_c0.t1	XP_023632699.1, XP_006307169.1, XP_023632865.1, XP_006303963.1
OG0000367	ESY2_g35496_DN3_SP0_c0.t1	XP_006282948.2
OG0000369	ESY9_g43317_DN3_SP0_c0.t1, ESY9_g43372_DN2_SP0_c0.t1	XP_006281901.1
OG0000370	ESY20_g12882_DN1_SP0_c0.t1, ESY2_g36811_DN3_SP0_c0.t1, ESY8_g58653_DN2_SP0_c0.t1, ESY8_g58644_DN1_SP0_c0.t1	XP_006289254.1, XP_023636129.1
OG0000370	ESY9_g45394_DN3_SP0_c0.t1	XP_006299592.1, XP_006297713.1
OG0000371	ESY16_g62205_DN3_SP0_c0.t1, ESY40_g12613_DN1_SP0_c0.t1	XP_023635543.1, XP_023633698.1
OG0000374	ESY6_g47516_DN2_SP0_c0.t1	XP_023634363.1, XP_023644211.1, XP_023638107.1
OG0000376	ESY2_g33949_DN3_SP5_c0.t1, ESY2_g33948_DN3_SP2_c0.t1	XP_006302482.1
OG0000376	ESY2_g33950_DN3_SP3_c0.t1	XP_023642863.1
OG0000376	ESY2_g33954_DN3_SP0_c0.t1	XP_006302496.1
OG0000380	ESY6_g48700_DN2_SP0_c0.t1, ESY6_g48753_DN3_SP0_c0.t1, ESY6_g48750_DN3_SP0_c0.t1	XP_006282038.1
OG0000380	ESY6_g48889_DN2_SP0_c0.t1	XP_006282003.1, XP_006282276.1
OG0000381	ESY2_g36132_DN3_SP0_c0.t1, ESY2_g38245_DN3_SP0_c0.t1	XP_006300414.1
OG0000382	ESY20_g13232_DN3_SP0_c14.t1, ESY20_g13234_DN3_SP0_c30.t1, ESY20_g13236_DN2_SP0_c16.t1, ESY20_g13239_DN3_SP0_c14.t1, ESY20_g13238_DN2_SP0_c14.t1	XP_006287213.1
OG0000382	ESY3_g32183_DN2_SP0_c14.t1	XP_006295761.1
OG0000383	ESY5_g2001_DN3_SP0_c0.t1, ESY5_g1980_DN3_SP0_c0.t1, ESY5_g1965_DN3_SP0_c0.t1	XP_023633034.1
OG0000383	ESY1_g10927_DN1_SP0_c0.t1, ESY1_g10900_DN3_SP0_c0.t1, ESY1_g10899_DN3_SP0_c0.t1	XP_023633577.1, XP_023633611.1, XP_023638622.1
OG0000384	ESY10_g14922_DN2_SP0_c18.t1	XP_006281981.1, XP_006281658.1, XP_006281516.1, XP_006281442.1
OG0000386	ESY9_g43123_DN3_SP0_c0.t1	XP_006305400.1
OG0000386	ESY9_g43083_DN3_SP0_c10.t1, ESY9_g42574_DN3_SP0_c0.t1, ESY9_g43094_DN3_SP0_c0.t1	XP_006306301.2, XP_023645984.1
OG0000388	ESY1_g11584_DN1_SP0_c1.t1	XP_006299181.1
OG0000389	ESY6_g50528_DN2_SP0_c0.t1, ESY6_g50531_DN3_SP0_c0.t1, ESY6_g50530_DN3_SP0_c0.t1	XP_006294348.1, XP_006294343.1
OG0000390	ESY16_g62417_DN3_SP0_c34.t1	XP_006304493.1
OG0000391	ESY2_g35919_DN3_SP0_c12.t1	XP_006301868.2
OG0000391	ESY3_g31094_DN3_SP0_c32.t1, ESY3_g31090_DN3_SP0_c3.t1, ESY3_g31092_DN3_SP0_c0.t1	XP_023642299.1, XP_023641412.1
OG0000392	ESY5_g4380_DN3_SP0_c0.t1, ESY5_g4379_DN3_SP0_c0.t1, ESY5_g4381_DN3_SP0_c0.t1	XP_006305429.2
OG0000392	ESY5_g4377_DN3_SP0_c0.t1	XP_006305827.1, XP_006302461.1, XP_006284329.1
OG0000393	ESY8_g60901_DN3_SP0_c0.t1, ESY8_g60900_DN3_SP7_c0.t1, ESY8_g60904_DN3_SP1_c0.t1, ESY8_g60902_DN2_SP0_c0.t1	XP_006286150.1, XP_006285342.2, XP_006282503.1
