Orthogroup	Euclidium_syriacum	Arabidopsis_lyrata_NCBI
OG0000148	ESY1_g11604_DN1_SP0_c0.t1, ESY12_g51659_DN1_SP0_c20.t1, ESY5_g4804_DN1_SP0_c0.t1, ESY2_g36199_DN2_SP0_c0.t1	XP_002891599.2
OG0000148	ESY6_g48422_DN3_SP0_c0.t1, ESY5_g4001_DN3_SP0_c14.t1	XP_020889929.1
OG0000148	ESY3_g32181_DN3_SP0_c0.t1	XP_020888855.1
OG0000148	ESY8_g58410_DN2_SP0_c0.t1	XP_020877791.1
OG0000150	ESY3_g27873_DN2_SP0_c0.t1	XP_020877517.1, XP_020889706.1, XP_020866739.1, XP_020891702.1, XP_020886307.1, XP_020875426.1, XP_020875346.1, XP_020878841.1, XP_020875419.1, XP_020875390.1, XP_020875395.1, XP_020875381.1, XP_020875326.1, XP_020875372.1, XP_020885392.1
OG0000151	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1	XP_002878020.1, XP_020881605.1, XP_002878017.1, XP_002881649.1, XP_002878016.1, XP_020880621.1, XP_020884903.1, XP_002871574.1
OG0000153	ESY18_g63267_DN3_SP0_c0.t1	XP_002881123.1
OG0000153	ESY5_g4518_DN3_SP0_c32.t1	XP_020866558.1
OG0000154	ESY16_g61942_DN3_SP0_c0.t1, ESY16_g61938_DN2_SP0_c0.t1, ESY2_g37486_DN2_SP0_c0.t1	XP_020866593.1, XP_020879595.1, XP_020877958.1
OG0000154	ESY2_g37254_DN2_SP0_c0.t1	XP_020866511.1, XP_020869438.1
OG0000157	ESY7_g18190_DN2_SP0_c0.t1	XP_020866091.1
OG0000157	ESY3_g31914_DN1_SP0_c0.t1	XP_020866682.1
OG0000158	ESY4_g26326_DN2_SP0_c0.t1, ESY4_g26327_DN1_SP0_c0.t1, ESY8_g59062_DN2_SP0_c0.t1	XP_020873114.1
OG0000158	ESY4_g26329_DN2_SP0_c0.t1, ESY4_g26335_DN1_SP0_c0.t1, ESY4_g26332_DN3_SP0_c0.t1, ESY4_g26336_DN2_SP0_c0.t1, ESY4_g26041_DN2_SP0_c0.t1, ESY7_g18055_DN3_SP0_c0.t1	XP_002869017.2
OG0000158	ESY5_g5400_DN3_SP0_c0.t1	XP_002879471.2
OG0000160	ESY11_g54431_DN3_SP8_c0.t1	XP_020888881.1
OG0000160	ESY4_g24538_DN3_SP0_c0.t1	XP_020872380.1
OG0000160	ESY6_g48428_DN3_SP8_c0.t1	XP_020870964.1
OG0000160	ESY19_g42179_DN3_SP8_c0.t1	XP_020882578.1
OG0000160	ESY2_g36615_DN3_SP8_c6.t1	XP_020890865.1
OG0000160	ESY8_g59421_DN3_SP7_c0.t1	XP_020885195.1
OG0000161	ESY11_g54524_DN2_SP0_c0.t1	XP_002892325.1
OG0000162	ESY20_g12799_DN3_SP0_c0.t1	XP_002863691.1
OG0000162	ESY20_g12795_DN3_SP0_c0.t1	XP_002879435.1
OG0000162	ESY20_g12800_DN3_SP0_c0.t1	XP_002879439.1, XP_002879438.1
OG0000164	ESY4_g22572_DN3_SP0_c0.t1	XP_020875554.1
OG0000165	ESY11_g54874_DN3_SP0_c0.t1, ESY11_g54875_DN3_SP0_c0.t1	XP_002883872.1, XP_020866166.1, XP_002870492.1
OG0000166	ESY16_g62261_DN3_SP0_c0.t1	XP_020865750.1
OG0000167	ESY2_g33553_DN2_SP0_c0.t1	XP_002883620.2, XP_020887739.1, XP_002883624.2, XP_020876857.1, XP_020888465.1, XP_020886358.1, XP_020886753.1, XP_020886949.1, XP_020886948.1, XP_020886745.1, XP_020889511.1
OG0000169	ESY12_g51768_DN3_SP0_c0.t1	XP_020883080.1
OG0000170	ESY7_g16345_DN2_SP0_c0.t1	XP_002882022.1, XP_020882337.1, XP_002878356.2, XP_002882021.1, XP_002882020.2
OG0000171	ESY6_g47353_DN3_SP8_c0.t1	XP_002865968.1
OG0000171	ESY8_g60049_DN3_SP6_c0.t1	XP_020874812.1
OG0000171	ESY11_g53876_DN3_SP8_c0.t1	XP_020888018.1
OG0000171	ESY6_g48165_DN3_SP8_c0.t1	XP_020891046.1
OG0000171	ESY3_g30785_DN3_SP8_c0.t1, ESY3_g30787_DN3_SP0_c0.t1	XP_020888570.1
OG0000171	ESY4_g23864_DN3_SP6_c0.t1	XP_002867477.1
OG0000172	ESY7_g18225_DN1_SP0_c0.t1	XP_020874182.1
OG0000173	ESY4_g25629_DN2_SP0_c19.t1	XP_002868934.1
OG0000173	ESY3_g31617_DN3_SP0_c0.t1	XP_020886346.1
OG0000173	ESY11_g54275_DN3_SP0_c0.t1, ESY4_g25827_DN2_SP0_c0.t1	XP_002866926.1
OG0000174	ESY11_g53584_DN1_SP0_c0.t1, ESY3_g28899_DN2_SP0_c0.t1, ESY4_g24612_DN2_SP0_c73.t1, ESY2_g38528_DN2_SP0_c0.t1, ESY19_g41722_DN3_SP0_c0.t1, ESY11_g53147_DN2_SP0_c3.t1	XP_002877435.1, XP_020876203.1, XP_002885691.1, XP_020877212.1, XP_020866195.1, XP_020876483.1
OG0000177	ESY8_g59786_DN2_SP0_c0.t1	XP_020869475.1
OG0000179	ESY2_g34090_DN2_SP0_c0.t1	XP_020868284.1
OG0000182	ESY1_g12359_DN3_SP0_c0.t1	XP_020880330.1, XP_020880329.1
OG0000182	ESY6_g50299_DN3_SP0_c0.t1	XP_020870824.1
OG0000182	ESY6_g49192_DN2_SP0_c0.t1	XP_020870979.1
OG0000183	ESY2_g35240_DN3_SP8_c46.t1	XP_002888498.1, XP_002870564.1
OG0000183	ESY1_g7203_DN3_SP0_c0.t1	XP_020877395.1, XP_002879035.1, XP_020880310.1
OG0000185	ESY7_g16549_DN3_SP0_c0.t1	XP_002886961.1
OG0000185	ESY12_g51008_DN3_SP0_c0.t1	XP_020870626.1, XP_002891127.1, XP_002891130.1, XP_002862875.1
OG0000185	ESY2_g35404_DN3_SP0_c41.t1, ESY3_g29317_DN3_SP0_c0.t1	XP_020869863.1
OG0000186	ESY7_g19507_DN2_SP0_c13.t1, ESY7_g19498_DN1_SP0_c8.t1	XP_020879077.1
OG0000186	ESY3_g32370_DN2_SP0_c0.t1, ESY3_g32365_DN1_SP0_c79.t1	XP_020891309.1, XP_020884619.1, XP_020882765.1, XP_020891314.1, XP_020879864.1
OG0000188	ESY7_g19296_DN2_SP0_c0.t1, ESY3_g31966_DN3_SP0_c1.t1	XP_020874302.1
OG0000188	ESY3_g31964_DN2_SP0_c0.t1, ESY3_g31967_DN2_SP0_c0.t1	XP_020879451.1, XP_020879478.1, XP_002873533.1, XP_002884435.1, XP_020885974.1, XP_020888830.1, XP_002882369.2, XP_002882368.1
OG0000189	ESY4_g26116_DN3_SP8_c10.t1	XP_020873047.1
OG0000189	ESY11_g53875_DN3_SP4_c0.t1	XP_002869113.1
OG0000189	ESY5_g3986_DN3_SP8_c0.t1	XP_020870471.1
OG0000192	ESY11_g54789_DN1_SP0_c0.t1, ESY2_g37000_DN2_SP0_c0.t1, ESY2_g33644_DN3_SP0_c0.t1	XP_020890702.1
OG0000193	ESY10_g14792_DN3_SP0_c0.t1	XP_002891354.1
OG0000193	ESY3_g29926_DN2_SP0_c0.t1, ESY3_g29923_DN3_SP0_c0.t1, ESY3_g32161_DN1_SP0_c0.t1, ESY6_g50160_DN1_SP0_c0.t1, ESY7_g17699_DN2_SP0_c0.t1, ESY3_g32160_DN1_SP0_c0.t1	XP_002885152.1
OG0000193	ESY5_g4726_DN2_SP0_c0.t1, ESY4_g25268_DN1_SP0_c0.t1, ESY6_g50699_DN2_SP0_c0.t1	XP_020888709.1, XP_020887386.1, XP_002865715.1, XP_002885153.1
OG0000197	ESY9_g43010_DN3_SP0_c0.t1	XP_002869981.2
OG0000198	ESY10_g14610_DN3_SP8_c0.t1	XP_002875203.1, XP_002875076.1
OG0000198	ESY7_g18205_DN3_SP0_c0.t1, ESY7_g18208_DN3_SP0_c0.t1	XP_020882067.1
OG0000199	ESY1_g12013_DN3_SP0_c0.t1, ESY1_g12014_DN3_SP0_c0.t1	XP_002891651.2, XP_002891717.1, XP_020868387.1
OG0000199	ESY1_g12012_DN3_SP0_c0.t1	XP_020874321.1, XP_020877798.1, XP_002871796.1, XP_020874322.1, XP_020874320.1
OG0000200	ESY7_g17892_DN3_SP0_c0.t1, ESY7_g17041_DN3_SP0_c0.t1	XP_020870363.1
OG0000200	ESY7_g17038_DN2_SP0_c0.t1	XP_020870362.1, XP_020870365.1
OG0000202	ESY17_g40199_DN1_SP0_c62.t1	XP_020877218.1
OG0000202	ESY1_g12318_DN1_SP0_c13.t1	XP_020891504.1
OG0000203	ESY1_g10742_DN3_SP0_c0.t1	XP_002878203.1, XP_020880570.1
OG0000203	ESY16_g61546_DN3_SP0_c0.t1	XP_020880616.1
OG0000203	ESY1_g11462_DN3_SP0_c0.t1	XP_020880586.1
OG0000203	ESY1_g11463_DN3_SP0_c0.t1	XP_020880584.1
OG0000209	ESY7_g18015_DN2_SP0_c0.t1	XP_002871416.1
OG0000209	ESY3_g31328_DN1_SP0_c0.t1	XP_020867374.1
OG0000210	ESY2_g33577_DN3_SP0_c0.t1	XP_020865963.1
OG0000210	ESY6_g48926_DN3_SP0_c0.t1	XP_020891301.1
OG0000210	ESY1_g12080_DN3_SP0_c20.t1	XP_020881913.1
OG0000210	ESY1_g12170_DN3_SP0_c0.t1, ESY1_g12160_DN3_SP0_c0.t1, ESY1_g12162_DN3_SP0_c0.t1, ESY1_g12161_DN3_SP0_c0.t1, ESY1_g12165_DN3_SP0_c0.t1, ESY1_g12166_DN3_SP0_c0.t1	XP_020879924.1
OG0000211	ESY4_g25962_DN1_SP0_c27.t1, ESY15_g65094_DN1_SP0_c0.t1	XP_020866913.1
OG0000214	ESY26_g42374_DN2_SP0_c0.t1	XP_020868240.1
OG0000215	ESY43_g13373_DN3_SP0_c65.t1, ESY1_g9596_DN1_SP0_c0.t1, ESY21_g55434_DN3_SP0_c82.t1, ESY13_g57734_DN2_SP0_c0.t1, ESY16_g62421_DN3_SP0_c70.t1	XP_020874119.1, XP_020871428.1, XP_020866215.1, XP_020884668.1, XP_002870431.1, XP_020880707.1, XP_002863144.2, XP_002893840.2
OG0000215	ESY10_g15410_DN3_SP0_c0.t1	XP_020869481.1
OG0000216	ESY5_g2595_DN2_SP0_c6.t1	XP_020877703.1, XP_002872655.2, XP_002874641.2, XP_020877170.1, XP_020865893.1, XP_002876368.2
OG0000218	ESY13_g56948_DN3_SP0_c0.t1, ESY2_g36496_DN3_SP0_c0.t1, ESY16_g61951_DN3_SP0_c0.t1, ESY8_g59313_DN3_SP0_c0.t1, ESY2_g37688_DN2_SP0_c0.t1, ESY6_g48234_DN3_SP0_c0.t1, ESY9_g42946_DN3_SP0_c0.t1, ESY11_g53736_DN3_SP0_c0.t1, ESY21_g55677_DN3_SP0_c0.t1, ESY8_g59253_DN3_SP0_c0.t1	XP_020877744.1, XP_020872551.1, XP_020882165.1, XP_020881105.1
OG0000219	ESY2_g37088_DN2_SP0_c0.t1, ESY5_g4909_DN2_SP0_c59.t1	XP_020873116.1, XP_020873172.1, XP_020873179.1
OG0000219	ESY2_g33708_DN2_SP0_c0.t1	XP_020880727.1
OG0000219	ESY2_g33496_DN3_SP0_c55.t1	XP_020872035.1
OG0000221	ESY15_g64479_DN3_SP0_c13.t1, ESY24_g32849_DN2_SP0_c0.t1, ESY1_g9334_DN1_SP0_c0.t1, ESY1_g6531_DN1_SP0_c0.t1, ESY10_g14248_DN3_SP0_c0.t1	XP_020885596.1, XP_020870726.1
OG0000225	ESY2_g35546_DN3_SP0_c9.t1	XP_020890466.1
OG0000225	ESY2_g36146_DN3_SP0_c12.t1	XP_020889768.1
OG0000226	ESY7_g19329_DN2_SP0_c0.t1, ESY7_g19230_DN3_SP0_c0.t1, ESY7_g19228_DN2_SP0_c0.t1, ESY7_g19246_DN1_SP0_c0.t1	XP_020866652.1, XP_020885838.1
OG0000229	ESY1_g5643_DN2_SP0_c0.t1, ESY18_g63659_DN3_SP0_c28.t1	XP_020884846.1, XP_002878902.1, XP_020884852.1
OG0000229	ESY1_g7176_DN1_SP0_c0.t1, ESY5_g764_DN1_SP0_c0.t1	XP_020866248.1, XP_002875577.1
OG0000233	ESY7_g18557_DN2_SP0_c0.t1	XP_002873316.1
OG0000233	ESY7_g18561_DN2_SP0_c0.t1, ESY7_g18558_DN2_SP0_c0.t1, ESY7_g18562_DN2_SP0_c0.t1	XP_020876210.1, XP_020876208.1
OG0000233	ESY9_g43229_DN2_SP0_c0.t1	XP_002873312.1, XP_020877613.1, XP_020876205.1
OG0000234	ESY7_g19410_DN2_SP0_c0.t1, ESY7_g19411_DN1_SP0_c0.t1	XP_002871005.2, XP_020879259.1, XP_020876636.1, XP_020879255.1, XP_002883924.1, XP_002891659.1, XP_002871008.2
OG0000235	ESY2_g34542_DN1_SP0_c0.t1	XP_020877394.1
OG0000235	ESY20_g12752_DN3_SP0_c26.t1	XP_002891517.1
OG0000235	ESY7_g18868_DN1_SP0_c0.t1	XP_020889468.1, XP_020888012.1, XP_020865723.1, XP_020877183.1
OG0000236	ESY10_g15168_DN3_SP0_c0.t1	XP_020886731.1
OG0000236	ESY3_g28939_DN3_SP0_c0.t1	XP_020865699.1
OG0000237	ESY1_g12367_DN3_SP0_c0.t1	XP_020881383.1
OG0000237	ESY4_g24696_DN2_SP0_c0.t1	XP_002885438.2
OG0000238	ESY2_g38077_DN3_SP0_c0.t1	XP_002872296.1, XP_002874413.1
OG0000241	ESY9_g43553_DN3_SP0_c0.t1	XP_020873759.1
OG0000241	ESY9_g43563_DN3_SP0_c0.t1, ESY9_g43568_DN3_SP0_c0.t1	XP_002867821.1
OG0000241	ESY7_g16356_DN3_SP0_c0.t1	XP_002872712.1
OG0000241	ESY7_g16354_DN3_SP5_c0.t1	XP_020876627.1
OG0000241	ESY7_g16355_DN3_SP3_c0.t1	XP_002872711.1
OG0000242	ESY19_g41982_DN3_SP0_c33.t1, ESY19_g41981_DN2_SP0_c45.t1	XP_020871231.1
OG0000242	ESY15_g64561_DN3_SP0_c0.t1, ESY10_g15359_DN3_SP0_c0.t1	XP_020879188.1
OG0000244	ESY7_g16503_DN3_SP0_c20.t1, ESY7_g16510_DN3_SP0_c56.t1	XP_020876482.1, XP_020876490.1, XP_002872741.1, XP_020876452.1, XP_020877213.1, XP_020876461.1, XP_020876462.1, XP_020876466.1
OG0000245	ESY2_g38315_DN3_SP0_c0.t1	XP_020869985.1, XP_020891448.1, XP_020882908.1
OG0000246	ESY10_g15197_DN1_SP0_c67.t1	XP_002877904.2, XP_002881469.1, XP_020884151.1, XP_002881468.1
OG0000247	ESY5_g4830_DN3_SP0_c0.t1, ESY5_g4829_DN3_SP0_c0.t1	XP_002868770.2, XP_002867509.1, XP_020871709.1, XP_002877687.1
OG0000247	ESY8_g58357_DN2_SP0_c44.t1, ESY12_g51573_DN3_SP0_c0.t1, ESY5_g4744_DN3_SP0_c0.t1, ESY5_g2142_DN2_SP0_c0.t1, ESY5_g4743_DN3_SP0_c0.t1, ESY3_g30089_DN2_SP0_c0.t1, ESY11_g54658_DN3_SP0_c0.t1, ESY5_g2141_DN2_SP0_c0.t1, ESY5_g4739_DN2_SP0_c0.t1	XP_002883538.1, XP_002883579.1, XP_020887089.1, XP_020887731.1, XP_020869614.1
OG0000248	ESY2_g35510_DN3_SP0_c0.t1, ESY2_g35523_DN2_SP0_c0.t1	XP_020881593.1, XP_002887270.1, XP_002887273.1, XP_002887269.1
OG0000248	ESY2_g35512_DN3_SP0_c0.t1	XP_002887278.1, XP_020865738.1
OG0000248	ESY9_g43852_DN1_SP0_c0.t1	XP_020872989.1, XP_002887265.1
OG0000249	ESY2_g37281_DN2_SP0_c83.t1	XP_020888722.1, XP_020866080.1, XP_020884646.1, XP_020879887.1, XP_002887885.2, XP_020886219.1
OG0000250	ESY6_g49018_DN2_SP0_c0.t1	XP_020876444.1
OG0000254	ESY2_g38707_DN3_SP0_c0.t1	XP_020874808.1
OG0000254	ESY2_g38710_DN3_SP0_c0.t1, ESY2_g38730_DN1_SP0_c0.t1, ESY2_g38699_DN3_SP0_c0.t1	XP_002870217.1
OG0000256	ESY3_g29794_DN3_SP0_c0.t1	XP_002885190.1
OG0000256	ESY7_g18296_DN1_SP0_c0.t1, ESY4_g23387_DN1_SP0_c0.t1, ESY5_g2747_DN2_SP0_c0.t1	XP_020886139.1
OG0000259	ESY4_g26655_DN3_SP0_c0.t1	XP_020877605.1
OG0000259	ESY4_g26565_DN3_SP0_c0.t1	XP_002889545.2
OG0000260	ESY12_g51407_DN3_SP0_c0.t1	XP_020872427.1, XP_002869292.1
OG0000260	ESY4_g26754_DN3_SP0_c0.t1, ESY4_g26753_DN3_SP0_c0.t1	XP_020872429.1
OG0000260	ESY4_g26309_DN3_SP0_c0.t1, ESY4_g26755_DN3_SP0_c0.t1	XP_002894061.1, XP_002894062.1
OG0000262	ESY2_g33425_DN2_SP0_c0.t1, ESY2_g33422_DN3_SP0_c0.t1	XP_020890692.1
OG0000262	ESY2_g33426_DN3_SP0_c0.t1	XP_002874589.2, XP_020891397.1
OG0000263	ESY2_g35533_DN3_SP0_c0.t1, ESY6_g48062_DN1_SP0_c0.t1	XP_020887742.1, XP_020880631.1
OG0000267	ESY4_g21983_DN1_SP0_c100.t1, ESY1_g7739_DN1_SP0_c45.t1	XP_020877498.1, XP_020872630.1, XP_020875735.1, XP_020885869.1, XP_020872318.1, XP_020872991.1, XP_020881424.1, XP_020890931.1, XP_020872390.1, XP_020868795.1, XP_020872178.1, XP_020872998.1, XP_020891338.1, XP_020876553.1, XP_020871242.1, XP_020872340.1, XP_020871360.1, XP_020874002.1, XP_020883547.1, XP_020866150.1, XP_020874940.1, XP_020871959.1
OG0000273	ESY10_g14875_DN3_SP0_c0.t1	XP_020884916.1, XP_020884904.1, XP_020871340.1, XP_020878716.1, XP_020871336.1
OG0000275	ESY6_g50261_DN3_SP0_c0.t1, ESY6_g50262_DN2_SP0_c0.t1, ESY8_g58138_DN1_SP0_c0.t1, ESY4_g25215_DN3_SP0_c0.t1, ESY6_g50264_DN2_SP0_c0.t1	XP_002866883.1
OG0000275	ESY4_g24479_DN2_SP0_c49.t1	XP_020872234.1, XP_002886688.1, XP_002872307.1, XP_020879009.1, XP_020879174.1, XP_020872235.1
OG0000276	ESY4_g23032_DN3_SP0_c100.t1	XP_020887762.1, XP_020881628.1, XP_020878929.1, XP_020879276.1, XP_020876981.1, XP_020890967.1, XP_020888683.1, XP_020872992.1, XP_020873801.1, XP_020879181.1, XP_020866182.1, XP_020882566.1, XP_020882254.1, XP_020889362.1, XP_020886112.1, XP_020888104.1, XP_020882345.1, XP_020871070.1, XP_020884761.1, XP_020873738.1, XP_020888557.1, XP_020885105.1, XP_020879246.1, XP_020871751.1, XP_020875416.1, XP_020880608.1, XP_020885775.1, XP_020881477.1, XP_020870606.1, XP_020876122.1, XP_020889950.1, XP_020879983.1, XP_020868390.1
OG0000277	ESY4_g26859_DN3_SP7_c0.t1	XP_002866823.1, XP_020888017.1, XP_002867106.1
OG0000277	ESY5_g4010_DN3_SP4_c0.t1	XP_020891062.1
OG0000278	ESY7_g19126_DN1_SP0_c0.t1	XP_020875511.1, XP_002870549.2, XP_002870533.1, XP_002870532.1, XP_020875512.1, XP_020873117.1, XP_020875510.1
OG0000279	ESY7_g16712_DN3_SP0_c0.t1	XP_020866105.1
OG0000279	ESY7_g16716_DN3_SP0_c0.t1	XP_002865315.1, XP_020871068.1, XP_020880901.1, XP_020870359.1, XP_002865312.2, XP_020879319.1, XP_002865311.2
OG0000282	ESY1_g12400_DN3_SP0_c0.t1	XP_020873572.1, XP_020873565.1
OG0000282	ESY5_g5275_DN1_SP0_c0.t1	XP_020873528.1, XP_002869835.1, XP_002869836.1, XP_020873595.1, XP_020873496.1
OG0000283	ESY15_g65682_DN3_SP0_c0.t1	XP_020891714.1
OG0000283	ESY14_g20577_DN2_SP0_c0.t1, ESY13_g56187_DN3_SP0_c0.t1, ESY1_g6175_DN3_SP0_c0.t1	XP_020875272.1
OG0000284	ESY2_g37518_DN2_SP0_c0.t1	XP_020879047.1, XP_020875872.1, XP_020884755.1, XP_020890746.1, XP_020887760.1, XP_020890788.1, XP_020865743.1, XP_020870361.1, XP_020870665.1, XP_020881798.1, XP_020872647.1, XP_020871484.1, XP_020869117.1, XP_020881832.1
OG0000290	ESY2_g33314_DN2_SP0_c91.t1	XP_020866701.1, XP_020878865.1, XP_020890824.1, XP_020890821.1, XP_020890823.1, XP_020890819.1, XP_020890820.1
OG0000290	ESY8_g60042_DN3_SP0_c0.t1	XP_020874288.1
OG0000292	ESY2_g38440_DN2_SP0_c0.t1, ESY9_g45514_DN1_SP0_c0.t1, ESY15_g64431_DN2_SP0_c0.t1	XP_020890626.1
OG0000294	ESY7_g17419_DN1_SP0_c0.t1, ESY7_g17451_DN3_SP0_c0.t1	XP_020875769.1
OG0000294	ESY7_g17549_DN2_SP0_c0.t1	XP_020879520.1
OG0000295	ESY2_g33574_DN3_SP0_c0.t1	XP_002868101.1
OG0000295	ESY9_g42648_DN3_SP0_c0.t1, ESY9_g42650_DN3_SP0_c0.t1, ESY12_g51324_DN3_SP0_c0.t1, ESY9_g42619_DN3_SP0_c0.t1	XP_020866817.1, XP_020866818.1
OG0000295	ESY2_g36837_DN3_SP0_c0.t1	XP_020870420.1
OG0000298	ESY1_g10425_DN2_SP0_c0.t1	XP_020866347.1
OG0000298	ESY16_g61822_DN2_SP0_c14.t1, ESY10_g14432_DN3_SP0_c17.t1	XP_002880782.1
OG0000298	ESY1_g10421_DN3_SP0_c0.t1	XP_002891050.1
OG0000300	ESY10_g15500_DN1_SP0_c0.t1, ESY4_g25564_DN2_SP0_c93.t1	XP_020872734.1, XP_002877052.1, XP_020881468.1, XP_020890816.1
OG0000301	ESY12_g52037_DN1_SP0_c0.t1, ESY12_g52023_DN2_SP0_c0.t1, ESY12_g52025_DN3_SP0_c0.t1, ESY6_g50380_DN2_SP0_c0.t1, ESY12_g52134_DN3_SP0_c0.t1, ESY8_g58529_DN3_SP0_c0.t1, ESY3_g32020_DN3_SP0_c0.t1, ESY7_g18922_DN3_SP0_c0.t1, ESY7_g18921_DN3_SP0_c0.t1, ESY1_g12078_DN3_SP0_c0.t1, ESY6_g50381_DN2_SP0_c0.t1	XP_020884774.1
OG0000304	ESY12_g50901_DN1_SP0_c88.t1	XP_002878839.1, XP_020883542.1, XP_020885530.1
OG0000304	ESY12_g50903_DN3_SP0_c100.t1, ESY12_g50900_DN3_SP0_c90.t1	XP_002881723.1
OG0000305	ESY12_g50855_DN3_SP0_c0.t1	XP_002893940.1, XP_020885575.1, XP_020884760.1, XP_002874576.1
OG0000306	ESY8_g60999_DN3_SP0_c0.t1	XP_020873122.1
OG0000307	ESY3_g32555_DN1_SP0_c0.t1, ESY3_g32550_DN1_SP0_c0.t1	XP_020889281.1, XP_002894303.2, XP_002894304.2, XP_002891555.1, XP_020876752.1, XP_020865716.1, XP_020870689.1, XP_002892495.2
OG0000312	ESY2_g38714_DN2_SP0_c0.t1	XP_020877328.1, XP_020890954.1, XP_020880748.1
OG0000313	ESY1_g11698_DN3_SP0_c0.t1, ESY1_g11700_DN3_SP0_c0.t1	XP_020872088.1
OG0000313	ESY1_g12505_DN3_SP0_c0.t1	XP_020872037.1, XP_020875256.1, XP_020875262.1
OG0000313	ESY11_g54954_DN2_SP0_c0.t1, ESY2_g35179_DN3_SP0_c0.t1, ESY2_g35147_DN3_SP0_c0.t1	XP_020887580.1
OG0000315	ESY1_g11918_DN3_SP0_c0.t1, ESY1_g11922_DN3_SP0_c0.t1, ESY1_g11919_DN3_SP0_c0.t1, ESY1_g11921_DN3_SP0_c0.t1, ESY1_g11920_DN3_SP0_c0.t1, ESY1_g11917_DN3_SP0_c0.t1, ESY1_g11865_DN2_SP0_c0.t1	XP_020868525.1, XP_002891073.1, XP_002878305.1
OG0000316	ESY11_g54015_DN1_SP0_c100.t1	XP_020886572.1, XP_020886571.1
OG0000318	ESY5_g3011_DN3_SP0_c0.t1	XP_020886043.1, XP_020888758.1, XP_020890540.1, XP_002885626.2, XP_020866123.1, XP_020867230.1
OG0000321	ESY2_g37547_DN3_SP1_c0.t1, ESY2_g37555_DN3_SP8_c0.t1	XP_020866713.1
OG0000321	ESY6_g49298_DN3_SP5_c0.t1	XP_020877543.1
OG0000321	ESY2_g34313_DN3_SP3_c0.t1	XP_002886753.1
OG0000322	ESY4_g26890_DN3_SP0_c0.t1, ESY2_g35230_DN2_SP0_c0.t1, ESY5_g5055_DN3_SP0_c0.t1, ESY4_g26856_DN2_SP0_c0.t1	XP_002862832.1, XP_020871126.1, XP_020871462.1, XP_020865960.1
OG0000325	ESY5_g4954_DN3_SP8_c0.t1	XP_002892239.1
OG0000325	ESY5_g4953_DN3_SP7_c0.t1	XP_002889523.1
OG0000326	ESY5_g5188_DN3_SP0_c9.t1	XP_002893341.1, XP_020882129.1, XP_020886472.1, XP_020875051.1, XP_020875199.1, XP_020871053.1, XP_002875998.2, XP_020888272.1, XP_002884761.1, XP_020887303.1, XP_020887222.1, XP_020886567.1
OG0000327	ESY2_g36761_DN3_SP0_c0.t1	XP_020889899.1, XP_020889898.1
OG0000327	ESY2_g34541_DN2_SP0_c0.t1	XP_002867931.1
OG0000328	ESY3_g29135_DN3_SP0_c0.t1	XP_020886039.1, XP_020886036.1, XP_020871918.1
OG0000329	ESY5_g5095_DN3_SP0_c0.t1	XP_002870302.1
OG0000329	ESY8_g60943_DN3_SP0_c0.t1	XP_002870810.1, XP_002870811.1, XP_002870812.1, XP_002870813.1
OG0000331	ESY20_g13155_DN3_SP0_c0.t1	XP_020877038.1
OG0000331	ESY3_g29804_DN3_SP0_c0.t1	XP_020889164.1
OG0000335	ESY1_g11966_DN3_SP0_c0.t1, ESY1_g11959_DN3_SP0_c0.t1, ESY1_g11963_DN3_SP0_c0.t1, ESY1_g12007_DN3_SP0_c0.t1	XP_020879727.1
OG0000336	ESY2_g34140_DN3_SP8_c0.t1, ESY5_g3340_DN3_SP0_c0.t1, ESY5_g3323_DN3_SP1_c0.t1, ESY2_g34160_DN3_SP0_c0.t1	XP_002886727.1, XP_020870323.1, XP_002892517.1, XP_020868200.1
OG0000339	ESY8_g58576_DN3_SP0_c0.t1	XP_002881129.1, XP_002881131.2
OG0000339	ESY2_g37679_DN3_SP0_c17.t1	XP_020877153.1
OG0000341	ESY1_g10436_DN3_SP0_c58.t1	XP_002891297.2, XP_020866157.1, XP_002894125.1, XP_020866874.1
OG0000342	ESY5_g1891_DN1_SP0_c0.t1	XP_020884394.1
OG0000342	ESY5_g5105_DN2_SP0_c0.t1, ESY5_g5104_DN1_SP0_c0.t1	XP_002883067.1, XP_020889176.1
OG0000342	ESY9_g42829_DN3_SP0_c0.t1	XP_020889157.1
OG0000344	ESY1_g10447_DN3_SP0_c0.t1	XP_002880773.1
OG0000344	ESY4_g24723_DN3_SP0_c0.t1	XP_002892766.1
OG0000344	ESY10_g14596_DN3_SP0_c0.t1	XP_020882023.1
OG0000345	ESY20_g12900_DN3_SP6_c0.t1	XP_020877760.1, XP_020868529.1, XP_002865409.1
OG0000345	ESY20_g12904_DN3_SP2_c0.t1	XP_002873405.1
OG0000346	ESY2_g34494_DN3_SP4_c28.t1	XP_002876953.1
OG0000347	ESY12_g51781_DN3_SP8_c0.t1	XP_020885426.1
OG0000347	ESY1_g12292_DN3_SP6_c0.t1	XP_020881574.1
OG0000347	ESY20_g12945_DN3_SP4_c0.t1	XP_020873658.1
OG0000347	ESY5_g5505_DN3_SP8_c16.t1	XP_020869191.1
