Orthogroup	Noccaea_praecox	Odontarrhena_muralis
OG0000224	Np002G074890	Om004G134620
OG0000224	Np002G074880, Np002G074860	Om004G134640, Om004G134630
OG0000224	Np002G121630, Np002G121680, Np002G121650, Np002G121690	Om005G225780
OG0000225	Np004G212520	Om007G289790
OG0000225	Np004G212510	Om007G289810
OG0000225	Np004G212550, Np004G212570, Np004G212500	Om007G289830, Om007G289770
OG0000226	Np004G243800, Np004G243970, Np004G243900, Np001G063350, Np001G063340	Om003G089750, Om002G080610
OG0000228	Np002G084440	Om005G207000
OG0000228	Np002G084530	Om005G207040
OG0000229	Np007G377500, Np007G377590, Np006G330770	Om001G026580
OG0000230	Np002G077370	Om004G137280, Om004G137390, Om004G137300, Om004G137400
OG0000231	Np003G174440	Om006G259610
OG0000232	Np006G352410, Np006G352420	Om004G153390, Om018G374050, Om002G054380
OG0000234	Np001G058680	Om006G252400
OG0000234	Np001G058670	Om006G252410
OG0000234	Np006G333910	Om008G332130
OG0000234	Np003G140390	Om004G161230
OG0000235	Np007G391040	Om003G105340, Om003G105350, Om002G062840
OG0000237	Np006G349720, Np002G102550	Om005G218340
OG0000240	Np002G104290	Om001G023550, Om001G017850
OG0000242	Np004G242760	Om005G193920, Om005G193930
OG0000244	Np005G286400	Om001G008070
OG0000244	Np003G183740	Om008G354350, Om003G110630
OG0000246	Np010G434470, Np003G147670	Om002G071710
OG0000248	Np002G112170	Om011G365210, Om020G374470
OG0000248	Np001G048790	Om003G118130, Om003G119420
OG0000249	Np003G177600, Np006G338400	Om008G336590, Om008G336600
OG0000249	Np005G309230	Om008G336640
OG0000250	Np002G085780	Om005G208240, Om005G208260, Om005G208250
OG0000250	Np005G261040	Om001G040910
OG0000250	Np002G086000	Om005G199050, Om005G199060, Om005G208360
OG0000251	Np003G164550	Om007G315240, Om004G155420, Om006G267700
OG0000252	Np004G205500	Om008G334420, Om008G334430, Om003G122070, Om004G175220
OG0000253	Np003G170230	Om004G150660
OG0000254	Np007G383010	Om002G064970
OG0000254	Np001G046190	Om008G330360, Om008G330440, Om008G330320, Om004G175010
OG0000256	Np004G200500, Np004G200520	Om008G331560, Om008G331580, Om008G331570, Om008G331550
OG0000256	Np003G183070	Om008G330290
OG0000257	Np007G377790, Np007G377770, Np005G314040, Np007G372930	Om001G028780, Om004G131390
OG0000257	Np007G377760	Om001G028120, Om001G028340, Om001G028100, Om003G096080, Om003G096070, Om001G002940, Om005G209230, Om002G069460, Om005G197800, Om005G197790, Om006G235420, Om001G039600, Om002G053540
OG0000258	Np001G022690	Om008G334140
OG0000258	Np001G022720	Om005G225740
OG0000258	Np001G049130, Np001G022660, Np001G022680	Om006G272550
OG0000259	Np006G352720, Np001G046070, Np003G171180, Np007G395670, Np002G108230, Np001G034910, Np001G020540, Np001G046060	Om002G075030, Om002G075040
OG0000264	Np003G185830	Om008G355250
OG0000264	Np003G184810, Np003G184800	Om008G355350
OG0000264	Np007G393650, Np003G185820, Np003G185810, Np003G185770, Np003G185800	Om004G160560, Om004G160570, Om004G160550
OG0000265	Np001G068970	Om005G198690
OG0000266	Np001G053260, Np001G053250	Om003G128150
OG0000268	Np001G026200	Om006G274870
OG0000268	Np003G125800	Om004G176390
OG0000268	Np001G057220	Om006G253920
OG0000269	Np009G432510	Om007G307110
OG0000269	Np008G427010	Om007G307120, Om009G364100
OG0000270	Np005G265330	Om001G041100
OG0000270	Np007G377200	Om001G033200
OG0000270	Np004G235580	Om005G202020, Om004G138430
OG0000271	Np007G395360	Om004G174610
OG0000271	Np007G412870	Om002G052450
OG0000271	Np003G150700, Np003G184840	Om008G355390
OG0000272	Np007G398010, Np003G184260, Np007G397990	Om007G315350
OG0000273	Np007G375980, Np004G199070	Om007G280490
OG0000273	Np005G262870	Om001G031160, Om001G031140
OG0000274	Np003G152640	Om006G245790
OG0000274	Np001G045890, Np001G045900	Om008G354900
OG0000276	Np005G308640	Om008G337850
OG0000276	Np005G309120	Om001G005630
OG0000276	Np001G039310	Om001G005730
OG0000276	Np005G288560	Om001G027190, Om001G005720
OG0000277	Np005G302360	Om003G101280
OG0000278	Np006G348830, Np003G189610, Np003G188750	Om006G246960, Om006G246900, Om006G241700, Om006G248780, Om006G248700, Om006G248830
OG0000279	Np004G200390	Om004G152920, Om004G168610
OG0000281	Np001G056160, Np001G056190	Om003G121390, Om003G121360, Om003G121670
OG0000281	Np003G147970	Om007G317550
OG0000282	Np003G133500	Om004G168700
OG0000282	Np003G133510, Np003G133520	Om004G168690
OG0000282	Np003G133530	Om004G168680
OG0000283	Np001G041370	Om007G278090
OG0000283	Np001G041380, Np001G041420, Np001G041390, Np001G041410	Om007G278120, Om007G278110, Om007G278160, Om007G278100, Om007G278130
OG0000284	Np001G014190	Om007G294370, Om002G074370, Om003G113380
OG0000284	Np007G375910, Np007G417960	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100
OG0000285	Np007G383130	Om004G149320, Om008G344410, Om004G173280, Om005G218700, Om080G377260, Om003G112740, Om001G015960
OG0000285	Np007G402150, Np002G103790	Om009G363400
OG0000287	Np005G307830	Om002G068970, Om002G071390
OG0000287	Np007G380700, Np007G380780	Om002G068950
OG0000287	Np007G380720	Om002G068960
OG0000287	Np007G380760	Om002G071380, Om002G069000
OG0000287	Np007G380730	Om002G069010
OG0000287	Np007G380790	Om002G068990, Om002G068980
OG0000288	Np006G324750	Om004G133570, Om004G133540, Om004G133530, Om004G133860, Om004G133800, Om004G133790, Om004G133550, Om004G133520, Om004G133810, Om004G133560, Om004G134190, Om002G050850, Om002G050600
OG0000290	Np007G394710	Om002G065710
OG0000290	Np001G003170, Np004G255370	Om005G197460, Om006G231890, Om006G251270, Om006G250320
OG0000293	Np002G085880, Np002G076910, Np005G279570, Np005G316960, Np005G306070, Np006G342490, Np001G016080, Np001G018530, Np004G229290, Np002G120040, Np002G091530, Np004G249640, Np001G044040, Np002G109460, Np006G325310, Np005G313800	Om007G315620, Om001G037250, Om002G054920
OG0000294	Np007G392540	Om002G064000
OG0000294	Np006G338230	Om008G336510
OG0000294	Np003G187470	Om004G159000
OG0000295	Np007G405240	Om002G059690
OG0000296	Np005G314280	Om004G129700, Om006G258460
OG0000297	Np003G151840	Om006G242900, Om006G244950
OG0000297	Np007G397060	Om002G067110
OG0000298	Np005G289560, Np005G289430, Np005G289420	Om001G004610, Om001G004600, Om007G317110
OG0000299	Np003G129930	Om004G172000
OG0000299	Np004G208320	Om001G011700
OG0000300	Np007G389100	Om001G025290
OG0000300	Np002G094370, Np007G389110, Np007G389150, Np007G388090	Om008G353600
OG0000301	Np004G225550, Np006G356740, Np004G197240, Np002G077850, Np007G412040, Np002G074480, Np003G156020, Np005G314010, Np001G031450	Om006G257000, Om018G373790, Om003G123180, Om008G342680, Om001G016630, Om008G353760, Om001G019630, Om003G108890
OG0000303	Np005G299670	Om002G086700, Om007G284150
OG0000304	Np002G114110, Np003G180320	Om008G357250, Om008G357240
OG0000308	Np004G238420, Np003G180510	Om007G306690, Om008G350290
OG0000308	Np005G316710	Om005G198900, Om002G085330, Om002G085350
OG0000309	Np002G120790, Np002G096530, Np009G429300, Np002G104210, Np004G218210	Om002G088820
OG0000310	Np003G152090, Np001G045800, Np003G152100	Om006G245320, Om003G096540
OG0000311	Np003G143670	Om007G298120
OG0000311	Np004G199430	Om003G099520
OG0000311	Np007G393150	Om002G064550
OG0000311	Np002G095870	Om005G213850
OG0000313	Np005G309150	Om001G005740
OG0000313	Np004G198950, Np004G198980	Om003G099080
OG0000314	Np004G255460	Om005G181880
OG0000314	Np004G255440	Om005G181890
OG0000315	Np006G328650	Om001G014100
OG0000316	Np006G331480, Np006G331350, Np006G331360, Np006G358410, Np004G208610	Om008G355740, Om008G329420
OG0000316	Np006G331420	Om008G329480
OG0000316	Np006G331500	Om008G335620
OG0000319	Np005G304330	Om006G273210
OG0000319	Np003G151880, Np005G304320, Np004G196850, Np005G304300	Om005G185820, Om006G245010
OG0000320	Np002G092510	Om001G017140, Om003G107640, Om003G102020, Om003G105390
OG0000321	Np004G208960	Om003G119980
OG0000321	Np005G311650, Np005G311700	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270
OG0000322	Np002G073460	Om004G133260
OG0000322	Np004G239000, Np004G204080	Om005G198270
OG0000322	Np006G331820, Np002G082860	Om008G333060, Om008G330110, Om008G330430
OG0000323	Np003G162270	Om003G115780
OG0000323	Np005G277400, Np005G277410	Om001G021170
OG0000325	Np004G217010	Om001G015830, Om006G266400, Om004G145320, Om006G266360
OG0000327	Np002G097600	Om006G253100
OG0000327	Np001G057660, Np001G057680, Np001G057670	Om006G251140, Om006G251150, Om006G253090
OG0000328	Np005G304570	Om003G102580
OG0000328	Np005G314440	Om001G030480, Om005G213750, Om001G030460, Om001G030490
OG0000330	Np007G378870	Om003G124190
OG0000330	Np001G049070, Np001G049100	Om003G124480, Om003G124500
OG0000332	Np003G147850, Np003G147860	Om006G241400
OG0000332	Np004G197090	Om003G097540
OG0000334	Np001G056660	Om006G254200
OG0000334	Np006G336790	Om008G335090
OG0000335	Np005G276000	Om008G341130
OG0000336	Np002G081720	Om004G142080, Om004G142060
OG0000338	Np002G112620, Np002G111810, Np004G249560, Np004G249390	Om011G365530, Om005G217920, Om005G187760, Om005G187950
OG0000339	Np003G189350	Om001G038510, Om004G157580
OG0000339	Np005G283750	Om001G010480
OG0000339	Np006G323420	Om008G321390
OG0000339	Np001G067270	Om003G126510
OG0000340	Np006G326900	Om008G325090
OG0000340	Np006G326810	Om008G325080, Om008G325070
OG0000341	Np004G218230	Om003G123430
OG0000344	Np001G013610, Np001G013620, Np001G041870	Om006G240680
OG0000345	Np004G245050	Om005G192140
OG0000346	Np003G161270	Om003G115250
OG0000347	Np005G279340, Np007G409890, Np005G279350, Np007G409880	Om006G248330, Om006G248350, Om002G055420
OG0000348	Np006G350410, Np003G172280, Np005G296790	Om007G315920, Om004G149150
OG0000349	Np005G267200	Om001G035120
OG0000349	Np006G364070	Om008G361710
OG0000350	Np004G212930	Om007G290180
OG0000351	Np007G388910, Np001G008310	Om002G059530
OG0000351	Np002G084610	Om002G059500
OG0000352	Np004G239260	Om005G197930, Om008G334130
OG0000353	Np007G395330	Om004G130820, Om008G359190, Om006G274950, Om001G019770
OG0000353	Np005G261960	Om003G121920, Om006G268180, Om005G212790
OG0000355	Np002G071340	Om008G338600
OG0000355	Np002G071660	Om004G131070
OG0000355	Np004G252470, Np003G174550	Om004G138140, Om005G184710
OG0000355	Np005G305470, Np002G073330	Om003G116220
OG0000356	Np001G014370, Np004G217270, Np004G217180, Np004G217110	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030
OG0000357	Np006G338370, Np006G345710, Np006G345700, Np009G431560	Om007G306530
OG0000358	Np004G256010	Om005G181310, Om007G277860
OG0000358	Np003G135720	Om007G277850
OG0000359	Np004G213110, Np004G213120, Np006G342100	Om007G290360, Om007G290370
OG0000360	Np001G001460	Om006G230130
OG0000360	Np001G001470	Om006G230150
OG0000361	Np007G410320	Om002G054940
OG0000361	Np003G128970	Om004G172990
OG0000361	Np001G000650	Om006G229500
OG0000362	Np002G098770	Om004G136210
OG0000362	Np004G240120	Om005G197010
OG0000363	Np004G216110	Om002G082440
OG0000363	Np005G261010	Om004G151740, Om005G220940, Om002G071160
OG0000363	Np005G261020	Om004G151750
OG0000368	Np005G269260	Om001G038080, Om001G038070
OG0000368	Np005G269240	Om001G038000
OG0000368	Np005G269270	Om001G038090
OG0000368	Np005G269280	Om001G038110
OG0000369	Np001G045740	Om005G185620
OG0000370	Np004G239190	Om005G198190
OG0000370	Np004G239200	Om005G198070
OG0000371	Np006G321660, Np003G162330	Om008G319770
OG0000371	Np006G321270, Np006G321650	Om008G319760
OG0000372	Np005G278400, Np005G278420, Np005G278410, Np005G278390	Om004G135750
OG0000374	Np006G361320	Om003G096590, Om003G096580
OG0000376	Np001G001320	Om008G345730, Om010G364450, Om004G148060, Om008G348950
OG0000376	Np007G402510	Om008G343640, Om006G264520, Om002G081610, Om004G150450, Om001G018400, Om007G299620, Om013G369720, Om002G081410, Om013G369380, Om006G263130, Om007G312980, Om008G344570, Om004G155090, Om004G146120, Om001G013010, Om005G222820, Om003G110140, Om001G018450, Om002G084580, Om011G365250, Om006G264870, Om003G095860, Om007G309180, Om002G077550, Om002G076520, Om004G150120, Om007G312970, Om001G013000, Om004G155050, Om007G308010, Om005G218460, Om022G375030, Om002G062810, Om002G080270, Om002G081600, Om008G344580, Om003G109020, Om006G267490, Om006G264860, Om008G343400, Om002G079120, Om007G306800, Om006G264390, Om001G018950, Om007G306110, Om001G018110
OG0000377	Np002G116500	Om005G221490, Om005G221480, Om005G221450, Om005G221440
OG0000377	Np002G116540	Om005G221520
OG0000378	Np005G299340	Om003G106910
OG0000378	Np003G160810	Om003G106900
OG0000383	Np004G211580	Om007G289000
OG0000384	Np007G403160	Om002G061110, Om002G061070
OG0000384	Np004G194020	Om003G093990
OG0000386	Np001G056060	Om006G254890, Om006G254870, Om006G254900
OG0000386	Np004G197570, Np001G056100	Om006G254880
OG0000387	Np003G184710	Om008G325420
OG0000388	Np003G141230, Np006G332610, Np001G004990, Np001G005010, Np006G332630	Om007G313410
OG0000389	Np004G204920	Om003G121990
OG0000390	Np001G010580	Om006G238000, Om001G007860
OG0000390	Np007G396900, Np007G396890	Om002G066980
OG0000390	Np007G392350, Np007G392370, Np007G392400	Om002G064160, Om004G151070
OG0000391	Np004G232330, Np001G060850	Om005G204840
OG0000391	Np004G232380	Om005G204830
OG0000391	Np005G275460, Np004G232430	Om005G204810, Om005G204820
OG0000392	Np001G051590, Np001G051560	Om006G259010
OG0000396	Np001G018330	Om007G306340, Om009G363510
OG0000396	Np001G019970	Om006G270400
OG0000398	Np007G407090, Np007G407070	Om002G057990, Om002G057980
OG0000398	Np004G191370, Np004G191380	Om003G090820, Om003G090840
OG0000401	Np001G006780	Om006G232380
OG0000402	Np001G026750	Om007G317090, Om006G237690, Om005G212470, Om002G081210, Om008G352430, Om008G344500, Om005G206050
OG0000403	Np003G137600	Om005G220580
OG0000404	Np006G339530, Np001G054740	Om006G255780
OG0000404	Np003G131430, Np007G410290	Om008G337600
OG0000406	Np003G144160	Om007G297520
OG0000406	Np005G307540	Om003G124180
OG0000406	Np007G422620	Om002G044530
OG0000409	Np001G003030	Om003G110350
OG0000411	Np002G119350	Om005G224040
OG0000411	Np003G183560	Om008G354000
OG0000411	Np005G286200	Om001G008360
OG0000412	Np003G163330	Om003G116310
OG0000413	Np007G407430	Om002G057770
OG0000415	Np004G202110	Om004G162740
OG0000416	Np006G355480, Np006G355650, Np006G355470, Np006G355660	Om005G227300, Om004G176330, Om007G280020, Om007G280180
OG0000417	Np007G388160	Om002G073370, Om002G084920
OG0000420	Np006G331960, Np006G336360, Np006G336370	Om003G125710
OG0000421	Np005G314770, Np005G314820, Np005G314810, Np005G314850, Np005G314860, Np005G314760	Om001G026550, Om001G026540, Om007G294470, Om001G013810
OG0000422	Np004G249670, Np001G044100	Om005G187620, Om005G187610
OG0000423	Np002G082000	Om004G142290
OG0000423	Np004G191630	Om003G091160
OG0000423	Np007G406460	Om002G058490
OG0000424	Np003G185160	Om007G293140
OG0000425	Np004G193780	Om003G093760
OG0000427	Np002G073180	Om001G021740, Om004G132930
OG0000427	Np006G343770, Np001G003290, Np006G343730, Np002G073190	Om004G132940
OG0000429	Np001G012860	Om006G240130
OG0000429	Np003G137770	Om004G164170
OG0000430	Np007G377070	Om002G082610, Om002G066320
OG0000430	Np005G265490, Np005G270150, Np005G260590, Np006G371120	Om001G041290
OG0000431	Np002G113550	Om005G219170
OG0000431	Np004G248890	Om005G188470
OG0000431	Np004G248900	Om005G188450
OG0000432	Np003G165250	Om003G113900
OG0000432	Np003G149220, Np007G376900, Np003G159570, Np003G158520	Om003G118170, Om005G204990
OG0000435	Np004G236930	Om005G200630, Om004G163840, Om005G200590, Om004G152060, Om005G200620, Om004G152070, Om005G200650, Om006G242990, Om005G200600
OG0000436	Np003G157260	Om006G250310
OG0000436	Np007G372950	Om002G087440
OG0000437	Np004G206660, Np004G206670, Np001G036170	Om001G012410
OG0000439	Np004G253720	Om005G183450
OG0000439	Np001G064720	Om003G123740
OG0000439	Np006G355120	Om007G280530
OG0000440	Np003G144800	Om004G173680
OG0000440	Np004G198320	Om006G261750, Om006G261700
OG0000441	Np007G390830	Om002G062560, Om002G062550
OG0000441	Np007G390750	Om002G062430, Om002G062440
OG0000442	Np005G260740	Om001G041180
OG0000446	Np001G007230	Om006G235370
OG0000446	Np001G025190	Om006G274450
OG0000446	Np004G242300	Om005G194520
OG0000447	Np007G404710	Om002G060230
OG0000447	Np004G211530	Om007G288920
OG0000448	Np006G360200, Np006G360170, Np001G009660	Om008G361730
OG0000448	Np001G033730	Om008G361700
OG0000449	Np001G045710	Om006G267260
OG0000449	Np003G152360	Om006G245560
OG0000449	Np001G045700	Om006G267270
OG0000449	Np003G152370	Om006G245570
OG0000450	Np004G233200	Om006G231930
OG0000450	Np004G219830	Om003G111450, Om002G044350, Om003G095390
OG0000452	Np005G273490	Om001G025830, Om001G025870, Om004G163540, Om001G025930, Om001G025860, Om001G025910
OG0000453	Np001G046100	Om003G095410, Om007G317460
OG0000454	Np003G165150	Om003G113950, Om003G113940, Om003G113960
OG0000456	Np007G387920, Np004G226780, Np003G132300	Om003G123130, Om004G170050, Om008G350270, Om004G170060, Om008G330680
OG0000459	Np005G287330, Np005G287340	Om001G013470, Om001G006630
OG0000460	Np005G285950	Om005G220920
OG0000461	Np004G206830, Np004G259930	Om005G177550
OG0000461	Np004G259940	Om005G177540
OG0000461	Np006G336810, Np006G336820, Np006G336800	Om008G335120, Om008G335130
OG0000463	Np001G046500, Np001G046440, Np001G046450	Om008G355320
OG0000463	Np001G046420	Om001G005850
OG0000466	Np006G324970, Np003G127910, Np003G127830, Np003G127870, Np003G127860, Np003G127900	Om004G174390
OG0000466	Np006G324960	Om005G209820
OG0000467	Np001G063650, Np001G036770, Np005G291060	Om003G122490, Om001G002790, Om008G358800
OG0000468	Np001G057840	Om006G252980
OG0000468	Np006G357390	Om007G278880
OG0000468	Np006G334580	Om008G332830
OG0000472	Np005G317070	Om003G097580, Om003G097570
OG0000472	Np005G317120, Np005G317110, Np005G317080, Np005G317060	Om007G316650, Om007G316670
OG0000472	Np005G317040	Om007G316690, Om003G102350
OG0000473	Np006G321410	Om008G319530
OG0000473	Np005G317530	Om007G316920
OG0000475	Np002G122010	Om005G227990
OG0000475	Np002G121960	Om005G225920, Om005G225910
OG0000476	Np001G012720	Om004G165260, Om004G165270
OG0000476	Np001G013200, Np001G012730	Om006G240140
OG0000481	Np002G118670	Om005G223420, Om002G062340
OG0000483	Np003G159730, Np003G159870	Om003G117450
OG0000484	Np005G267780	Om001G035850
OG0000486	Np001G066700, Np001G066070, Np001G068030, Np001G065890, Np001G065930	Om007G293910
OG0000486	Np006G323370, Np006G336630	Om003G126660, Om003G126620
OG0000486	Np001G065990, Np001G065910, Np001G065960	Om007G315930, Om007G316020, Om002G055740, Om002G055140, Om002G077700
OG0000487	Np004G255840, Np006G346030	Om007G278330
