Orthogroup	Noccaea_praecox	Cardamine_amara
OG0000249	Np003G177600, Np006G338400	evm.model.RL_6.1770
OG0000252	Np003G179240	evm.model.RL_3.611
OG0000252	Np004G205500	evm.model.RL_5.3777
OG0000253	Np003G170230	evm.model.RL_6.613, evm.model.RL_8.1032
OG0000256	Np004G200500, Np004G200520	evm.model.RL_2.275
OG0000257	Np007G377760	evm.model.RL_6.895
OG0000258	Np001G022690	evm.model.RL_7.2389
OG0000258	Np001G049130, Np001G022660, Np001G022680	evm.model.RL_7.2388
OG0000260	Np005G316850	evm.model.RL_8.722
OG0000260	Np005G316660	evm.model.RL_4.3199
OG0000264	Np003G185830	evm.model.RL_8.411, evm.model.RL_8.323
OG0000264	Np003G185810, Np003G185770, Np003G185800	evm.model.RL_8.324
OG0000265	Np005G294290	evm.model.RL_2.540, evm.model.RL_3.1127, evm.model.RL_5.2471
OG0000265	Np001G068970	evm.model.RL_6.1068
OG0000266	Np003G177610, Np001G046580	evm.model.RL_7.1038
OG0000266	Np001G053260, Np001G053250	evm.model.RL_4.734, evm.model.RL_7.884, evm.model.RL_7.1153, evm.model.RL_7.1139.1.687c84b8
OG0000266	Np003G155740	evm.model.RL_3.560
OG0000266	Np006G336470	evm.model.RL_7.114
OG0000266	Np002G082150	evm.model.RL_7.312, evm.model.RL_7.607, evm.model.RL_7.609, evm.model.RL_4.61, evm.model.RL_7.608
OG0000268	Np001G026200	evm.model.RL_7.2613
OG0000268	Np003G125800	evm.model.RL_4.3350
OG0000268	Np001G057220	evm.model.RL_7.967
OG0000270	Np007G377200	evm.model.RL_2.3440
OG0000270	Np002G077720	evm.model.RL_5.1819
OG0000271	Np003G150700, Np003G184840	evm.model.RL_4.3212
OG0000273	Np007G375980, Np004G199070, Np005G312740, Np005G262870	evm.model.RL_5.2635
OG0000274	Np003G152640	evm.model.RL_8.2049
OG0000274	Np004G252150	evm.model.RL_3.504
OG0000275	Np007G384510, Np007G381770, Np007G381750, Np007G381740, Np007G382440, Np007G382420, Np007G384540, Np007G382890	evm.model.RL_3.456, evm.model.RL_1.2114
OG0000278	Np006G348830	evm.model.RL_8.184, evm.model.RL_8.181
OG0000278	Np005G260810, Np005G260780, Np005G260850	evm.model.RL_8.1959, evm.model.RL_8.1993
OG0000278	Np008G426890, Np009G429180	evm.model.RL_3.1756
OG0000279	Np004G200390	evm.model.RL_2.847
OG0000280	Np006G359880, Np005G298160	evm.model.RL_4.2683
OG0000281	Np001G056160, Np001G056190	evm.model.RL_2.1747
OG0000282	Np003G133530	evm.model.RL_4.2792
OG0000284	Np001G014190	evm.model.RL_4.1106, evm.model.RL_4.1105
OG0000284	Np007G417960	evm.model.RL_4.572
OG0000285	Np002G086400	evm.model.RL_6.721
OG0000287	Np004G226800, Np004G226820, Np004G226810, Np004G226830	evm.model.RL_1.2024
OG0000287	Np005G307830	evm.model.RL_1.2023
OG0000287	Np007G380790	evm.model.RL_1.2027
OG0000288	Np002G076120, Np007G410970	evm.model.RL_6.93
OG0000288	Np006G324750	evm.model.RL_1.2504
OG0000290	Np007G394710	evm.model.RL_1.1777
OG0000290	Np001G003170, Np004G255370	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862
OG0000293	Np002G120030	evm.model.RL_3.1488, evm.model.RL_6.4, evm.model.RL_4.950
OG0000293	Np002G083290	evm.model.RL_1.1303, evm.model.RL_6.763
OG0000294	Np007G392540	evm.model.RL_1.1662
OG0000294	Np006G338230	evm.model.RL_6.1779
OG0000294	Np003G187470	evm.model.RL_8.188
OG0000296	Np006G337510	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476
OG0000297	Np003G151840	evm.model.RL_8.2112
OG0000297	Np007G397060	evm.model.RL_1.1874
OG0000299	Np004G190450	evm.model.RL_5.3976
OG0000300	Np007G389150	evm.model.RL_1.2516, evm.model.RL_1.2511
OG0000301	Np004G225550, Np006G356740, Np004G197240, Np002G077850, Np007G412040, Np002G074480, Np003G156020, Np005G314010	evm.model.RL_1.1569
OG0000303	Np002G108940	evm.model.RL_5.1701
OG0000304	Np001G038750	evm.model.RL_6.1687
OG0000308	Np005G316710	evm.model.RL_2.215
OG0000309	Np002G120790, Np002G096530, Np009G429300, Np002G104210, Np004G218210	evm.model.RL_1.3296
OG0000310	Np003G152090, Np001G045800, Np003G152100	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096
OG0000311	Np003G143670	evm.model.RL_4.1982
OG0000311	Np004G199430	evm.model.RL_5.2161
OG0000311	Np005G312280	evm.model.RL_2.463
OG0000311	Np002G095870	evm.model.RL_3.998
OG0000313	Np004G202460	evm.model.RL_3.1012, evm.model.RL_1.2839
OG0000314	Np004G255460	evm.model.RL_5.327
OG0000314	Np004G255440	evm.model.RL_5.328
OG0000314	Np006G357690	evm.model.RL_6.1397
OG0000315	Np006G328650	evm.model.RL_1.1077
OG0000316	Np006G331500	evm.model.RL_6.2182, evm.model.RL_6.2173
OG0000319	Np003G151880, Np005G304320, Np004G196850, Np005G304300	evm.model.RL_8.2110
OG0000322	Np002G073460	evm.model.RL_3.2239, evm.model.RL_3.2238
OG0000323	Np003G162270	evm.model.RL_8.1505
OG0000323	Np005G277410	evm.model.RL_2.2281
OG0000323	Np005G277420, Np005G277440	evm.model.RL_2.2280
OG0000325	Np005G299970	evm.model.RL_1.2773
OG0000328	Np005G314440	evm.model.RL_2.315
OG0000329	Np001G065660	evm.model.RL_2.90
OG0000329	Np001G066400	evm.model.RL_1.1997
OG0000330	Np007G378870	evm.model.RL_7.370, evm.model.RL_7.371
OG0000330	Np001G065240, Np001G065330	evm.model.RL_7.377
OG0000332	Np003G147860	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a
OG0000332	Np004G197090	evm.model.RL_1.1873
OG0000334	Np001G056660	evm.model.RL_7.998
OG0000335	Np004G255090	evm.model.RL_5.357, evm.model.RL_5.356
OG0000335	Np004G203620	evm.model.RL_2.1239, evm.model.RL_5.2346, evm.model.RL_5.2348
OG0000335	Np004G210810	evm.model.RL_5.2876
OG0000336	Np002G081720	evm.model.RL_3.1688
OG0000339	Np005G283750	evm.model.RL_2.1855.1.687c86e4
OG0000339	Np004G259200	evm.model.RL_8.2868
OG0000339	Np006G323420	evm.model.RL_6.2741
OG0000341	Np004G218220	evm.model.RL_5.2482
OG0000341	Np004G218230	evm.model.RL_6.571, evm.model.RL_8.906
OG0000341	Np002G108910	evm.model.RL_3.731
OG0000344	Np001G013610	evm.model.RL_2.1757
OG0000345	Np004G244940	evm.model.RL_5.1127
OG0000345	Np004G244950, Np004G245040	evm.model.RL_5.1126
OG0000347	Np005G279340, Np007G409890, Np005G279350, Np007G409880	evm.model.RL_1.1092
OG0000348	Np006G350410	evm.model.RL_8.988
OG0000349	Np005G267200	evm.model.RL_2.3096
OG0000350	Np004G212930	evm.model.RL_5.2955
OG0000355	Np002G071660	evm.model.RL_3.2369
OG0000356	Np001G014370, Np004G217270, Np004G217180, Np004G217110	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842
OG0000357	Np006G338370, Np006G345710, Np006G345700, Np009G431560	evm.model.RL_7.2050
OG0000358	Np004G256010	evm.model.RL_4.2634, evm.model.RL_5.756, evm.model.RL_5.280
OG0000358	Np003G135720	evm.model.RL_4.2636
OG0000360	Np001G001460	evm.model.RL_8.2767
OG0000361	Np007G410320	evm.model.RL_1.1054
OG0000362	Np002G098770	evm.model.RL_5.2675
OG0000362	Np004G240120	evm.model.RL_5.1461
OG0000363	Np004G216110	evm.model.RL_4.583, evm.model.RL_5.2689
OG0000364	Np004G217400, Np003G178990	evm.model.RL_2.2978, evm.model.RL_4.2424, evm.model.RL_4.2607, evm.model.RL_8.1057
OG0000368	Np005G269260	evm.model.RL_2.3252
OG0000368	Np005G269240	evm.model.RL_2.3251.1.687c86e8
OG0000368	Np005G269270	evm.model.RL_3.1025, evm.model.RL_2.3253
OG0000368	Np005G269280	evm.model.RL_2.3254
OG0000369	Np003G152480, Np004G251590	evm.model.RL_8.2063
OG0000370	Np004G239190	evm.model.RL_5.1545
OG0000370	Np004G239200	evm.model.RL_5.1544
OG0000370	Np004G239180	evm.model.RL_5.1542
OG0000370	Np005G280980, Np005G280970, Np005G280960, Np005G280940, Np005G280920	evm.model.RL_2.604, evm.model.RL_2.2043
OG0000371	Np006G321660, Np003G162330	evm.model.RL_5.3286, evm.model.RL_6.2874
OG0000371	Np005G306140	evm.model.RL_5.1007
OG0000371	Np006G321270, Np006G321650	evm.model.RL_6.2875
OG0000372	Np005G278400, Np005G278420, Np005G278410, Np005G278390	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491
OG0000374	Np006G361320	evm.model.RL_8.878
OG0000377	Np002G116500	evm.model.RL_3.379
OG0000377	Np002G116540	evm.model.RL_3.381
OG0000377	Np002G116470, Np002G090780	evm.model.RL_5.946
OG0000377	Np002G116530	evm.model.RL_3.380
OG0000379	Np004G234080	evm.model.RL_5.2400, evm.model.RL_4.2609
OG0000382	Np002G107670, Np002G107720	evm.model.RL_3.698
OG0000383	Np004G211550	evm.model.RL_5.3045, evm.model.RL_5.3042
OG0000386	Np001G056060	evm.model.RL_7.1060
OG0000386	Np001G056100	evm.model.RL_7.1059, evm.model.RL_7.2020
OG0000387	Np006G327210	evm.model.RL_6.2452
OG0000387	Np003G184710	evm.model.RL_2.1330
OG0000387	Np006G326120	evm.model.RL_6.2462, evm.model.RL_6.2791, evm.model.RL_6.2463
OG0000389	Np005G317960, Np004G204920	evm.model.RL_7.524
OG0000390	Np001G010580	evm.model.RL_4.1377
OG0000390	Np003G162420, Np003G162400	evm.model.RL_8.1517
OG0000390	Np007G396900, Np007G396890	evm.model.RL_1.1863
OG0000390	Np007G392350, Np007G392370, Np007G392400, Np007G378210	evm.model.RL_1.1673, evm.model.RL_7.1867
OG0000391	Np004G232330	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d
OG0000391	Np004G232430	evm.model.RL_5.3527
OG0000392	Np001G051590, Np001G051560	evm.model.RL_7.1360, evm.model.RL_7.1363
OG0000396	Np001G019970	evm.model.RL_7.2206
OG0000398	Np007G407090, Np007G407070	evm.model.RL_1.1275
OG0000398	Np004G191370, Np004G191380, Np004G191360	evm.model.RL_5.3907, evm.model.RL_5.3908
OG0000401	Np004G201180	evm.model.RL_8.1238, evm.model.RL_8.1309
OG0000403	Np002G115780	evm.model.RL_3.475, evm.model.RL_3.476
OG0000404	Np006G339530, Np001G054740, Np003G131430, Np007G410290	evm.model.RL_7.1127.1.687c84b8, evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057
OG0000405	Np005G295230	evm.model.RL_7.1865
OG0000406	Np003G144160	evm.model.RL_4.1943
OG0000406	Np002G105970, Np002G112240	evm.model.RL_7.379
OG0000406	Np007G422620	evm.model.RL_1.230
OG0000408	Np006G365350, Np006G365360	evm.model.RL_6.363
OG0000411	Np007G389260	evm.model.RL_1.2526
OG0000411	Np003G183560	evm.model.RL_8.468
OG0000412	Np003G163330	evm.model.RL_8.1550
OG0000412	Np005G278350	evm.model.RL_2.2237
OG0000412	Np004G196050	evm.model.RL_5.1961
OG0000412	Np007G380350	evm.model.RL_1.1990
OG0000413	Np007G407430	evm.model.RL_1.1261
OG0000414	Np004G225620	evm.model.RL_5.3277
OG0000415	Np004G202110	evm.model.RL_4.2375, evm.model.RL_4.2377
OG0000415	Np007G378170	evm.model.RL_4.1043
OG0000416	Np006G355480, Np006G355650, Np006G355470, Np006G355660	evm.model.RL_6.1277
OG0000421	Np005G314860	evm.model.RL_2.302
OG0000422	Np004G249670, Np001G044100	evm.model.RL_5.809
OG0000423	Np002G082000	evm.model.RL_3.1665
OG0000423	Np004G191630	evm.model.RL_5.3889
OG0000423	Np007G406460	evm.model.RL_1.1311
OG0000425	Np004G193780	evm.model.RL_5.3756
OG0000427	Np002G073180	evm.model.RL_2.1164, evm.model.RL_3.2261
OG0000427	Np006G343770, Np001G003290	evm.model.RL_6.1459
OG0000427	Np002G073190	evm.model.RL_3.2259
OG0000429	Np001G012860	evm.model.RL_4.1204
OG0000429	Np003G137770	evm.model.RL_4.2465
OG0000429	Np006G363880	evm.model.RL_6.461
OG0000430	Np007G377070	evm.model.RL_1.2834
OG0000430	Np006G371120	evm.model.RL_6.22
OG0000431	Np002G113550	evm.model.RL_3.561
OG0000431	Np004G248890	evm.model.RL_5.862_evm.model.RL_5.863
OG0000432	Np003G165250	evm.model.RL_8.1360, evm.model.RL_8.1364
OG0000432	Np003G149220, Np007G376900, Np003G159570, Np003G158520	evm.model.RL_8.1680
OG0000436	Np005G279590	evm.model.RL_2.2141
OG0000436	Np003G157260	evm.model.RL_8.1743
OG0000436	Np007G372950	evm.model.RL_1.3151
OG0000437	Np004G206690	evm.model.RL_5.2606
OG0000437	Np004G206660, Np004G206670, Np001G036170	evm.model.RL_5.2608
OG0000438	Np003G182660	evm.model.RL_8.525
OG0000438	Np005G285310, Np005G285300	evm.model.RL_2.1751
OG0000439	Np001G064720	evm.model.RL_7.411
OG0000439	Np006G355120	evm.model.RL_6.1235
OG0000440	Np003G128340, Np003G128320, Np003G144800	evm.model.RL_4.1896
OG0000440	Np007G422200	evm.model.RL_1.259
OG0000440	Np004G198320	evm.model.RL_1.260
OG0000441	Np007G390830	evm.model.RL_1.1577
OG0000441	Np007G390750	evm.model.RL_2.1399, evm.model.RL_1.1575
OG0000442	Np005G260740	evm.model.RL_7.1601
OG0000446	Np001G007230	evm.model.RL_8.2324
OG0000446	Np001G025190	evm.model.RL_7.2573
OG0000446	Np004G242300	evm.model.RL_5.1283
OG0000447	Np007G404710	evm.model.RL_1.1423
OG0000447	Np006G343160	evm.model.RL_6.1484
OG0000448	Np001G033730	evm.model.RL_4.101
OG0000449	Np001G045710	evm.model.RL_7.1766
OG0000449	Np003G152360	evm.model.RL_8.2067
OG0000449	Np001G045700	evm.model.RL_7.1767
OG0000449	Np003G152370	evm.model.RL_8.2066
OG0000450	Np004G233200, Np006G350800, Np003G169470, Np004G236150, Np004G219830	evm.model.RL_6.2784
OG0000450	Np004G217720	evm.model.RL_2.603, evm.model.RL_4.971
OG0000453	Np001G046100	evm.model.RL_6.1003
OG0000454	Np003G165150	evm.model.RL_8.1369
OG0000457	Np003G139280	evm.model.RL_4.2343
OG0000461	Np004G206830, Np004G259930	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911
OG0000461	Np004G259940	evm.model.RL_8.2929, evm.model.RL_5.2910
OG0000463	Np001G046420	evm.model.RL_7.360
OG0000466	Np003G127910, Np003G127830, Np003G127870, Np003G127860, Np003G127900	evm.model.RL_4.3195, evm.model.RL_4.3197
OG0000468	Np001G057840	evm.model.RL_7.908
OG0000468	Np006G357390	evm.model.RL_6.1370
OG0000468	Np006G334580	evm.model.RL_6.2006
OG0000471	Np004G211890	evm.model.RL_5.3017
OG0000472	Np005G317120, Np005G317110, Np005G317080, Np005G317060	evm.model.RL_2.9
OG0000472	Np005G317040, Np005G316840	evm.model.RL_2.8
OG0000473	Np006G321410	evm.model.RL_6.2891
OG0000473	Np001G009370	evm.model.RL_8.2204
OG0000473	Np001G068690	evm.model.RL_7.124
OG0000474	Np001G010930, Np001G049630	evm.model.RL_4.1353
OG0000474	Np006G366370	evm.model.RL_7.1494, evm.model.RL_2.2587, evm.model.RL_6.296
OG0000475	Np002G122020, Np002G121880, Np002G122230, Np002G121910, Np002G121940, Np002G121930	evm.model.RL_3.170
OG0000475	Np002G122010	evm.model.RL_3.171
OG0000477	Np003G154550, Np003G132840, Np006G335660	evm.model.RL_4.2841, evm.model.RL_8.1916.1.687c855e, evm.model.RL_6.1936, evm.model.RL_1.2914
OG0000480	Np002G103440	evm.model.RL_8.1001, evm.model.RL_3.892, evm.model.RL_2.705
OG0000481	Np002G101110	evm.model.RL_2.858
OG0000482	Np002G093240	evm.model.RL_3.1086
OG0000482	Np005G313460	evm.model.RL_2.377
OG0000483	Np003G159730, Np003G159870	evm.model.RL_8.1626
OG0000483	Np003G159720, Np003G159710	evm.model.RL_8.1628, evm.model.RL_8.1627
OG0000484	Np005G267760	evm.model.RL_2.3144
OG0000486	Np001G066700, Np001G066070, Np001G068030, Np001G065890, Np001G065930	evm.model.RL_6.86, evm.model.RL_7.1009, evm.model.RL_5.341
OG0000486	Np001G065990, Np001G065910, Np001G065960	evm.model.RL_5.342
OG0000487	Np004G255840, Np006G346030	evm.model.RL_1.357
OG0000487	Np009G431080	evm.model.RL_5.300
OG0000489	Np007G416580, Np007G418540	evm.model.RL_8.391, evm.model.RL_8.384, evm.model.RL_1.499
OG0000495	Np005G308300, Np005G274750	evm.model.RL_8.1494
OG0000496	Np008G426990	evm.model.RL_1.2426
OG0000498	Np003G163900	evm.model.RL_8.1435
OG0000498	Np005G277130	evm.model.RL_5.3097
OG0000499	Np005G291890	evm.model.RL_2.1390.1.687c86e2
OG0000499	Np007G405570	evm.model.RL_3.2236, evm.model.RL_5.1890
OG0000500	Np004G236390	evm.model.RL_4.344
OG0000501	Np004G203910	evm.model.RL_5.2509
OG0000504	Np003G126850	evm.model.RL_4.3277
OG0000504	Np007G413350	evm.model.RL_1.857
OG0000505	Np001G012450	evm.model.RL_4.1219
OG0000506	Np003G131500	evm.model.RL_4.2927
OG0000506	Np002G083270, Np002G083280	evm.model.RL_3.1583
OG0000507	Np002G078910, Np002G121110	evm.model.RL_3.536
OG0000507	Np002G123340, Np002G078900	evm.model.RL_3.86
OG0000507	Np006G332570	evm.model.RL_6.2843
OG0000507	Np001G024370, Np001G024320, Np001G024410, Np006G332560	evm.model.RL_3.47, evm.model.RL_3.45, evm.model.RL_3.43
OG0000507	Np002G123330	evm.model.RL_6.1857
OG0000510	Np002G116120	evm.model.RL_3.457, evm.model.RL_3.451, evm.model.RL_3.458, evm.model.RL_3.459
OG0000511	Np005G303470	evm.model.RL_2.1043
OG0000511	Np002G120210	evm.model.RL_3.238
OG0000512	Np005G283790	evm.model.RL_2.1853
OG0000513	Np001G056460	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7
OG0000513	Np001G045750	evm.model.RL_7.1762
OG0000513	Np003G152500	evm.model.RL_8.2062
OG0000515	Np003G158590	evm.model.RL_5.3833
OG0000515	Np004G190200	evm.model.RL_5.3999
OG0000521	Np004G204100	evm.model.RL_5.2511
OG0000521	Np003G176230	evm.model.RL_8.860
OG0000521	Np002G073540	evm.model.RL_3.2229
OG0000522	Np004G205820	evm.model.RL_5.2665
OG0000522	Np003G178580	evm.model.RL_8.724.1.687c8558
OG0000523	Np001G067730	evm.model.RL_7.198
OG0000523	Np001G067720	evm.model.RL_7.199
OG0000524	Np007G414900, Np005G309320	evm.model.RL_1.735
OG0000524	Np007G414910, Np007G414950	evm.model.RL_1.734
OG0000524	Np001G018020	evm.model.RL_4.768
OG0000525	Np002G073270	evm.model.RL_3.2252
OG0000525	Np004G239210	evm.model.RL_5.1541
OG0000525	Np004G192850	evm.model.RL_5.3805
OG0000526	Np001G047600	evm.model.RL_7.1608
OG0000529	Np003G150630	evm.model.RL_4.1462
OG0000529	Np007G379120, Np007G379100	evm.model.RL_8.1948
OG0000532	Np006G330270	evm.model.RL_8.602
OG0000533	Np005G261250, Np006G369990	evm.model.RL_2.3413
OG0000537	Np003G185370	evm.model.RL_8.362
OG0000539	Np001G000020	evm.model.RL_3.492
OG0000539	Np006G360600	evm.model.RL_6.1158
OG0000540	Np006G360630	evm.model.RL_6.1042, evm.model.RL_6.1043, evm.model.RL_6.1044
OG0000542	Np003G143150	evm.model.RL_4.2027.1.687c86d7
OG0000542	Np004G198940	evm.model.RL_5.2133
OG0000542	Np007G423250	evm.model.RL_1.173
OG0000543	Np006G365660, Np001G044830	evm.model.RL_6.338, evm.model.RL_6.344, evm.model.RL_6.339
OG0000544	Np004G254830, Np004G254780, Np004G254810	evm.model.RL_5.382, evm.model.RL_5.384
OG0000545	Np002G078500	evm.model.RL_3.1918
OG0000545	Np002G078560	evm.model.RL_3.1916_evm.model.RL_3.1917
OG0000546	Np007G376380	evm.model.RL_1.2885
OG0000547	Np003G181300	evm.model.RL_8.603
OG0000547	Np005G284770	evm.model.RL_7.2475
OG0000550	Np001G054750, Np006G339520, Np003G166830, Np004G192230	evm.model.RL_6.1710
OG0000551	Np001G004080	evm.model.RL_8.2558
OG0000551	Np005G261440	evm.model.RL_2.3398
OG0000551	Np003G136120	evm.model.RL_4.2595.1.687c86da
OG0000552	Np004G230230	evm.model.RL_5.3425
OG0000552	Np006G321880	evm.model.RL_7.139, evm.model.RL_6.1199
OG0000553	Np004G207850, Np004G207110	evm.model.RL_5.2595
OG0000553	Np004G207840, Np004G207340, Np004G207920, Np004G207120, Np004G207480	evm.model.RL_5.2577
OG0000553	Np004G207460	evm.model.RL_5.2578
OG0000553	Np004G207260, Np004G207680	evm.model.RL_5.2593
OG0000554	Np001G042670	evm.model.RL_4.678
OG0000554	Np002G112730, Np002G118220	evm.model.RL_3.335
OG0000556	Np007G387580	evm.model.RL_1.2383
OG0000557	Np001G065760	evm.model.RL_7.337
OG0000558	Np006G347620, Np006G353170, Np006G352480	evm.model.RL_3.443
OG0000559	Np003G127110	evm.model.RL_4.3249
OG0000559	Np007G378410	evm.model.RL_4.3262
OG0000560	Np003G152880	evm.model.RL_8.2034, evm.model.RL_8.2035
OG0000561	Np001G003610	evm.model.RL_8.2591
OG0000562	Np007G418000	evm.model.RL_1.516.4.687c87ea
OG0000562	Np003G141560	evm.model.RL_4.2164
OG0000562	Np001G014270	evm.model.RL_4.1100
OG0000563	Np005G312360	evm.model.RL_2.457
OG0000564	Np006G365090	evm.model.RL_6.369
OG0000564	Np006G365200, Np006G365080, Np006G365220	evm.model.RL_6.367
OG0000565	Np002G085990	evm.model.RL_3.1396
OG0000566	Np003G148820	evm.model.RL_4.1597
OG0000570	Np007G423940	evm.model.RL_1.121
OG0000570	Np003G134070	evm.model.RL_8.2186
OG0000571	Np003G151390	evm.model.RL_8.2145
OG0000571	Np004G251280	evm.model.RL_5.659, evm.model.RL_5.658
OG0000572	Np001G045840	evm.model.RL_7.1752
OG0000572	Np002G080890, Np002G080880	evm.model.RL_3.1767
OG0000575	Np001G043700, Np005G264060, Np002G091560	evm.model.RL_7.1987
OG0000578	Np004G248330	evm.model.RL_5.908
OG0000578	Np002G114940	evm.model.RL_3.507
OG0000578	Np002G086070	evm.model.RL_3.1392
OG0000579	Np005G280250	evm.model.RL_8.1361, evm.model.RL_8.1365
OG0000579	Np005G319570	evm.model.RL_2.2089
OG0000580	Np006G325880	evm.model.RL_6.2547
OG0000582	Np003G150520	evm.model.RL_7.1671, evm.model.RL_4.1470
OG0000582	Np006G357920	evm.model.RL_5.694.2.687c88ae, evm.model.RL_6.839
OG0000584	Np004G256510, Np001G040230	evm.model.RL_5.241
OG0000584	Np005G276330	evm.model.RL_2.2368
OG0000585	Np007G402940, Np007G405290, Np006G342010, Np004G213180	evm.model.RL_1.1384, evm.model.RL_6.1536
OG0000586	Np001G042940	evm.model.RL_4.663
OG0000587	Np003G187920	evm.model.RL_8.220
OG0000587	Np006G322270	evm.model.RL_6.2828
OG0000587	Np004G258420	evm.model.RL_5.72
OG0000588	Np007G404890	evm.model.RL_1.1413
OG0000588	Np006G328260	evm.model.RL_6.2386
OG0000588	Np004G193210	evm.model.RL_5.3792
OG0000589	Np003G152530	evm.model.RL_8.2060
OG0000589	Np001G045760	evm.model.RL_7.1759, evm.model.RL_7.1761
OG0000590	Np001G014720, Np001G014510	evm.model.RL_5.138
OG0000592	Np004G199190	evm.model.RL_5.2146
