Orthogroup	Noccaea_praecox	Erysimum_linariifolium
OG0000261	Np002G118890, Np001G020530, Np005G302370, Np002G107620, Np001G046080, Np005G305350, Np002G094330, Np005G297150, Np002G100940, Np006G343230, Np002G100610, Np008G425880, Np001G037380, Np002G102350, Np003G171500, Np004G229620, Np010G433380	El003G172830, El007G338290, El003G149370, El007G343030, El003G186040
OG0000264	Np003G185830	El001G003610
OG0000264	Np003G185810, Np003G185770, Np003G185800	El001G003620
OG0000265	Np005G294290	El001G028230, El005G251540, El003G190960, El006G310460, El002G124910, El003G178950
OG0000266	Np001G053260, Np001G053250	El001G005860, El002G136470, El004G205750
OG0000266	Np003G155740	El006G284240
OG0000266	Np002G082150	El001G032330
OG0000268	Np001G026200	El001G037050
OG0000268	Np001G026230	El001G037010
OG0000268	Np003G125800	El001G081300
OG0000268	Np001G057220	El001G024850
OG0000270	Np005G265330	El005G273730
OG0000270	Np007G377200	El003G142380
OG0000270	Np004G235580	El002G104230, El004G228250
OG0000271	Np003G164720	El006G308350
OG0000271	Np007G412870	El001G055480
OG0000273	Np007G375980, Np004G199070	El003G184360
OG0000273	Np005G262870	El002G105290
OG0000274	Np003G152640	El007G331270
OG0000274	Np004G252150	El004G201760
OG0000275	Np007G384510, Np007G381770, Np007G381750, Np007G381740, Np007G382440, Np007G382420, Np007G384540, Np007G382890	El005G260440, El001G046400, El005G260470, El005G260460, El005G260450
OG0000276	Np005G308640	El003G177930
OG0000276	Np001G039310	El003G165590
OG0000277	Np005G302360	El003G172510
OG0000278	Np006G348830, Np003G189610, Np003G188750	El004G194450, El004G194550, El004G194420
OG0000278	Np005G260810, Np005G260780, Np005G260850	El007G332310, El007G332260
OG0000278	Np008G426890, Np009G429180	El006G297740
OG0000281	Np001G056160, Np001G056190	El004G205670, El004G205700
OG0000281	Np002G078840, Np003G147970	El007G357260
OG0000282	Np003G133500	El001G074230, El001G074220
OG0000282	Np003G133510, Np003G133520	El001G074210
OG0000282	Np003G133530	El001G074200, El001G074190
OG0000283	Np001G041370	El007G358960
OG0000283	Np001G041380, Np001G041420, Np001G041390, Np001G041410	El007G358950, El007G358900, El007G358940, El007G358910
OG0000284	Np001G014190	El001G051110
OG0000284	Np007G417960	El001G010020, El005G240890, El007G347650
OG0000287	Np004G226800, Np004G226820, Np004G226810, Np004G226830	El005G258960
OG0000287	Np007G380730	El005G259010
OG0000287	Np007G380790	El005G259030
OG0000288	Np006G324750	El005G236820, El005G237970, El002G127980
OG0000290	Np007G394710	El005G255960
OG0000290	Np001G003170, Np004G255370	El007G324830
OG0000293	Np002G120030	El001G045760
OG0000293	Np004G190010	El007G348670
OG0000294	Np007G392540	El005G254320
OG0000294	Np006G338230	El006G293670
OG0000294	Np003G187470	El001G002070
OG0000295	Np007G379540, Np006G342510	El005G250980
OG0000296	Np006G337510	El004G224600, El004G224660, El006G317420, El006G317640, El006G317430
OG0000296	Np005G319160, Np005G319110	El002G114740, El002G114830
OG0000296	Np003G188650, Np003G180440	El007G339110
OG0000297	Np004G201930	El006G304920
OG0000297	Np003G151840	El007G330520
OG0000297	Np007G397060	El005G257220
OG0000298	Np005G295490, Np005G294970	El006G307630, El006G307840, El006G307810, El006G307740, El006G307730, El006G307940, El006G307780, El007G355570
OG0000298	Np005G316810	El004G230640
OG0000298	Np005G289560, Np005G289430, Np005G289420	El005G279100, El005G276710
OG0000299	Np004G208320	El004G215990
OG0000299	Np004G190450	El002G141100
OG0000300	Np007G389100	El005G270370
OG0000300	Np005G298690	El002G126770, El005G270360, El001G016940
OG0000300	Np007G389150	El005G270340
OG0000300	Np007G388090	El005G270320, El006G312490
OG0000303	Np002G108940	El004G204690, El001G012020
OG0000303	Np005G299670	El001G039690, El005G277320, El002G128090
OG0000304	Np001G038750	El007G361960
OG0000308	Np004G238420	El002G101740
OG0000308	Np005G316710	El003G190640, El002G101720
OG0000310	Np003G153250, Np003G152770	El002G106070
OG0000310	Np003G152090, Np001G045800, Np003G152100	El005G269120, El005G267120
OG0000311	Np003G143670	El001G064420
OG0000311	Np004G199430	El002G132070
OG0000311	Np007G393150	El005G254740
OG0000311	Np002G095870	El004G215340
OG0000313	Np005G309150	El003G165600, El003G178140
OG0000313	Np004G198970, Np004G198950, Np004G198980	El002G132590
OG0000314	Np004G255460	El002G086800
OG0000314	Np006G357070	El006G299440
OG0000314	Np004G255440	El002G086810
OG0000314	Np006G357690	El006G298930
OG0000316	Np006G331500	El006G289040, El006G288950
OG0000319	Np003G151880, Np005G304320, Np004G196850, Np005G304300	El002G090600, El002G090610, El007G330560
OG0000320	Np002G092510	El001G046980
OG0000321	Np005G311700	El003G185430, El003G181320
OG0000322	Np002G073460	El004G231760
OG0000322	Np004G239000, Np004G204080	El002G101250
OG0000322	Np004G211110	El002G129460
OG0000322	Np006G331820, Np002G082860	El006G289270, El006G309790, El006G309860, El002G125390
OG0000323	Np005G277410	El003G156470
OG0000323	Np005G277420, Np005G277440	El003G156480
OG0000325	Np003G173880, Np005G299970	El004G205680, El005G236050
OG0000325	Np005G299960	El007G348860
OG0000327	Np006G364610, Np006G364600	El002G109100, El002G109110
OG0000327	Np002G097600, Np001G057660, Np001G057680, Np001G057670	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370
OG0000328	Np005G304570	El003G174750
OG0000328	Np005G314440	El003G188550
OG0000329	Np001G065660	El006G284470, El003G174280
OG0000329	Np006G369220, Np006G365770	El006G313370
OG0000330	Np007G378870	El001G031460
OG0000330	Np001G065240, Np001G065330	El001G031500
OG0000330	Np001G049070, Np001G049100	El001G031820
OG0000332	Np003G147850, Np003G147860	El001G060380
OG0000332	Np004G197090	El002G134240
OG0000334	Np001G056660	El001G024470
OG0000334	Np006G336790	El006G292570
OG0000335	Np004G255090	El002G087130
OG0000335	Np004G203620	El002G130900
OG0000335	Np004G210810	El002G126300
OG0000336	Np002G081700, Np002G081710	El004G225040
OG0000336	Np002G081720	El004G225030
OG0000338	Np002G112620, Np002G111810, Np004G249560, Np004G249390	El004G205930, El004G205250, El002G092400, El002G092490
OG0000339	Np005G283750	El003G161790
OG0000339	Np006G323420	El006G282150
OG0000340	Np006G326900	El006G285360
OG0000340	Np006G326810	El006G285340
OG0000341	Np004G218230	El002G125580, El002G106720
OG0000341	Np002G108910	El005G263090
OG0000344	Np001G013610	El001G051870
OG0000344	Np001G013620, Np001G041870	El007G357010, El001G051950, El001G051990, El001G044330, El001G051920
OG0000347	Np005G279340, Np007G409890, Np005G279350, Np007G409880	El005G267560, El005G247550
OG0000348	Np006G350410	El004G225860, El007G346220, El004G225870
OG0000348	Np003G172280, Np005G296790	El006G318050, El007G363860
OG0000349	Np005G267200	El003G146500
OG0000349	Np006G364070	El004G214430, El004G214420, El004G214440
OG0000350	Np004G212930	El002G115770
OG0000351	Np007G388910, Np001G008310	El002G121580
OG0000351	Np001G009150	El007G329340
OG0000352	Np004G239260	El006G309450
OG0000352	Np002G116100	El004G201170, El004G201120, El003G185340, El007G358620
OG0000353	Np002G098820	El001G081410
OG0000353	Np006G357080	El007G351070
OG0000353	Np005G261960	El006G315280, El002G120920, El006G285880, El006G321000, El004G194250, El002G123910
OG0000355	Np005G303620	El003G173970
OG0000355	Np004G252470, Np003G174550	El004G217540, El004G217530
OG0000356	Np001G014370, Np004G217270, Np004G217180, Np004G217110	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640
OG0000358	Np004G256010	El002G086200, El001G072530
OG0000358	Np003G135720	El001G072550
OG0000360	Np001G001460	El007G323130
OG0000361	Np007G410320	El005G247030, El005G247020
OG0000361	Np003G128970	El001G078160
OG0000361	Np003G128980	El001G078130
OG0000362	Np002G098770	El004G212880
OG0000362	Np004G240120	El002G100150
OG0000363	Np004G216110	El002G126200, El002G126220, El007G351340
OG0000364	Np004G217400, Np003G178990	El004G211570
OG0000368	Np005G269240	El003G144810
OG0000368	Np005G269270	El004G215830, El003G144770, El003G144760
OG0000368	Np005G269280	El003G144750
OG0000369	Np003G152480, Np004G251590	El007G331100, El001G015190
OG0000369	Np001G045740	El002G090430
OG0000370	Np004G239190	El003G185270, El002G101090, El002G101100
OG0000370	Np004G239200	El002G101070
OG0000370	Np005G280980, Np005G280970, Np005G280960, Np005G280940, Np005G280920	El001G014550, El003G159300, El003G159280
OG0000371	Np006G321660, Np003G162330	El002G111190, El006G280660
OG0000371	Np006G321270, Np006G321650	El006G280650
OG0000372	Np005G278400, Np005G278420, Np005G278410, Np005G278390	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780
OG0000376	Np007G402510	El001G045790
OG0000377	Np002G116500	El004G200550
OG0000377	Np002G116540	El004G200530
OG0000377	Np002G116530	El004G200540
OG0000379	Np004G234080	El003G186470, El006G311540
OG0000380	Np002G123760	El004G208570
OG0000381	Np009G432050, Np007G383350	El001G041360
OG0000382	Np002G107670, Np002G107720	El004G208350
OG0000383	Np004G211550	El002G114400, El002G114390, El002G114430
OG0000384	Np007G403320	El005G252180
OG0000384	Np004G194020	El002G137740
OG0000386	Np001G056060	El001G023900
OG0000386	Np001G022850, Np001G022830, Np001G022820	El001G040470, El001G040480
OG0000386	Np004G197570	El001G023910
OG0000387	Np006G327210	El006G285610
OG0000387	Np006G326120	El006G285490, El006G281610
OG0000389	Np001G063260	El001G030030
OG0000390	Np001G010580	El001G056560
OG0000390	Np003G162420, Np003G162400	El007G338360
OG0000390	Np007G396900, Np007G396890	El005G257120
OG0000391	Np004G232330	El002G107470
OG0000391	Np001G060850	El005G271110
OG0000391	Np004G232430	El002G107420
OG0000392	Np001G051590, Np001G051560	El003G176450
OG0000393	Np005G306000, Np005G305970	El005G254450, El005G254470, El001G064960, El005G254460
OG0000396	Np001G018330	El001G046620
OG0000396	Np001G019970	El001G043390
OG0000396	Np001G019930, Np001G019950, Np001G019940	El001G043540, El001G043570
OG0000396	Np002G108160	El001G043520
OG0000398	Np007G407090, Np007G407070	El005G249610
OG0000398	Np004G191370, Np004G191380, Np004G191360	El002G140190
OG0000400	Np005G272210, Np005G272200, Np005G272220	El006G281540
OG0000402	Np003G142810	El004G203740
OG0000402	Np001G026750	El006G281800
OG0000403	Np002G115780	El004G201290
OG0000403	Np003G137600	El004G200670
OG0000404	Np006G339530, Np001G054740, Np003G131430, Np007G410290	El001G023000, El006G294700, El005G247060
OG0000406	Np003G144160	El001G063970
OG0000406	Np002G105970, Np002G112240	El001G031450
OG0000406	Np005G312730	El003G186520
OG0000406	Np007G422620	El005G237360
OG0000407	Np007G393170, Np002G094740	El001G007400, El001G065720
OG0000407	Np002G077750	El001G078960, El001G078950
OG0000408	Np006G365350, Np006G365360	El006G316660
OG0000408	Np006G365230	El006G311690
OG0000409	Np001G003030	El003G189770, El007G337460, El002G084720
OG0000409	Np004G243910, Np004G244070	El005G261050, El003G167680
OG0000409	Np005G317730	El005G268570
OG0000411	Np002G119350	El004G198670
OG0000411	Np007G389260	El005G270540
OG0000411	Np003G183560	El001G005390
OG0000411	Np005G286200	El003G163700
OG0000412	Np003G163330	El007G337740
OG0000412	Np005G278350	El003G157090
OG0000412	Np004G196050	El002G135360
OG0000412	Np007G380350	El005G258570
OG0000413	Np007G407430	El005G249460
OG0000413	Np005G279440	El003G158150
OG0000414	Np004G225620	El002G110530
OG0000415	Np007G378170	El001G049570, El001G049550, El001G049580, El001G049150
OG0000416	Np006G355480, Np006G355650, Np006G355470, Np006G355660	El006G300650, El006G300480
OG0000421	Np005G314770, Np005G314820, Np005G314810, Np005G314850	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490
OG0000421	Np005G314860	El003G188880
OG0000421	Np005G314760	El003G188870
OG0000422	Np004G249670, Np001G044100	El002G092300
OG0000423	Np002G082000	El004G224830
OG0000423	Np007G406460	El005G250010
OG0000424	Np003G185160	El001G004250
OG0000424	Np003G185190	El001G004240
OG0000425	Np007G409560	El005G247780
OG0000426	Np002G102930	El006G312290
OG0000427	Np002G073180	El004G232020
OG0000427	Np006G343770, Np001G003290	El005G275270, El006G298230
OG0000427	Np006G343730	El006G298220
OG0000427	Np002G073190	El004G232010
OG0000429	Np001G012860	El001G052920
OG0000429	Np003G137770	El001G070450
OG0000429	Np006G363880	El006G314410
OG0000430	Np007G377070	El005G273810
OG0000430	Np005G265490	El003G147560
OG0000431	Np002G113550	El004G203320
OG0000431	Np004G248890	El002G092990
OG0000431	Np004G248900	El002G092980
OG0000432	Np003G165250	El007G340870
OG0000432	Np003G149220, Np007G376900, Np003G159570, Np003G158520	El007G336140
OG0000433	Np004G203650	El007G341310
OG0000436	Np003G157260	El003G158230, El007G335250
OG0000436	Np007G372950	El005G278170
OG0000437	Np004G206690	El002G121480, El002G121680, El002G121530
OG0000437	Np004G206660, Np004G206670, Np001G036170	El002G121440
OG0000438	Np003G182660	El001G006030
OG0000438	Np005G285310, Np005G285300	El003G163050
OG0000439	Np001G064720	El001G031050
OG0000439	Np006G355120	El006G301030
OG0000440	Np007G422200	El005G237700
OG0000440	Np004G198320	El005G237740, El005G237730
OG0000441	Np007G390830	El005G253210
OG0000441	Np007G390750	El005G253170, El005G253180
OG0000442	Np005G260740	El004G209030, El004G209080
OG0000446	Np001G007230	El007G328120
OG0000446	Np001G025190	El001G037830
OG0000446	Np004G242300	El002G098330
OG0000447	Np007G404710	El005G251460
OG0000447	Np006G343160	El006G297870
OG0000447	Np004G211530	El002G114360
OG0000448	Np001G033730	El007G365930
OG0000449	Np001G045710	El001G015080
OG0000449	Np003G152360	El007G331050
OG0000449	Np001G045700	El001G015070
OG0000449	Np003G152370	El007G331060
OG0000450	Np004G233200	El004G210490, El007G349820, El003G188150
OG0000452	Np005G273490	El007G350560
OG0000452	Np005G273480	El003G152790, El003G152800
OG0000453	Np001G046100	El001G015610
OG0000454	Np003G165150	El007G357850, El007G340800, El007G340780
OG0000456	Np007G387920, Np004G226780, Np003G132300	El003G185830, El003G185750, El003G182930, El001G075280
OG0000459	Np005G287320, Np005G287280	El003G185370, El003G179210, El003G164990, El001G048170, El001G047570
OG0000461	Np004G206830, Np004G259930	El002G082410
OG0000461	Np006G364910	El002G094880, El002G094870
OG0000461	Np004G259940	El002G082400
OG0000462	Np007G374660	El001G066140
OG0000463	Np001G046420	El001G015990, El001G015960
OG0000466	Np003G127910, Np003G127830, Np003G127870, Np003G127860, Np003G127900	El002G133690, El002G133670, El001G079410
OG0000466	Np006G324960	El004G219990
OG0000468	Np001G057840	El001G025490
OG0000468	Np006G357390	El006G299240
OG0000468	Np006G334580	El006G291120
OG0000471	Np004G211890	El002G114920
OG0000472	Np005G317120, Np005G317110, Np005G317080, Np005G317060	El003G190770
OG0000472	Np005G317040, Np005G316840	El003G190760
OG0000473	Np006G321410	El006G280460
OG0000473	Np001G068690	El001G034670
OG0000473	Np005G317530	El003G191060
OG0000474	Np006G366370	El001G018580, El001G056310, El006G317600
OG0000475	Np002G121870	El004G196420
OG0000475	Np002G122010	El004G196500, El004G196450, El004G196490
OG0000476	Np001G012720	El004G207670, El007G330570, El001G052870
OG0000476	Np001G013200, Np001G012730	El001G052880
OG0000481	Np002G101110	El003G177200
OG0000483	Np003G159730, Np003G159870	El007G336760
OG0000483	Np003G159720, Np003G159710	El007G336750, El007G336710
OG0000486	Np001G066700, Np001G066070, Np001G068030, Np001G065890, Np001G065930	El001G026720, El001G026660, El001G026650, El001G026690
OG0000487	Np004G255840, Np006G346030	El006G298580
OG0000487	Np009G431080	El002G086490
OG0000488	Np001G054680	El003G184200, El003G184220, El003G184190, El003G184180
OG0000490	Np004G258020, Np004G258340	El002G083890, El002G083910
OG0000491	Np003G150790	El001G057630, El001G057640, El001G057670
OG0000495	Np005G308300	El003G181140, El003G181130, El006G311570, El003G184390
OG0000496	Np008G426990	El007G352050
OG0000497	Np007G381080	El001G051880, El001G048830
OG0000498	Np003G163900	El007G339720
OG0000499	Np005G291890	El003G168300
OG0000499	Np007G405570	El005G250740
OG0000500	Np004G236390	El007G362360
OG0000500	Np001G038410	El007G362300
OG0000500	Np004G236400, Np001G038420	El007G362320, El007G362170, El007G362280
OG0000501	Np004G203910	El002G124350
OG0000503	Np002G115090, Np005G318520	El003G182900, El003G182860, El003G182910, El003G190650
OG0000504	Np003G126850	El001G080270
OG0000504	Np007G413350	El005G244670
OG0000506	Np003G131500	El001G076020
OG0000506	Np002G083270, Np002G083280	El004G223700
OG0000507	Np002G078910, Np002G121110	El001G065860, El001G065850
OG0000507	Np002G123340, Np002G078900, Np006G332570	El001G065870
OG0000507	Np002G123330	El001G036500
OG0000509	Np005G299470	El003G171020
OG0000510	Np002G116120	El004G201010, El004G200990, El004G200980, El004G201000, El004G200950, El004G200930, El004G200920
OG0000511	Np007G382620	El005G260930
OG0000511	Np005G303470	El003G173660
OG0000511	Np002G120210	El004G198000
