Orthogroup	Noccaea_praecox	Aethionema_saxatile
OG0000542	Np004G198940	As012G273170
OG0000543	Np001G044830	As007G177800
OG0000544	Np004G254830	As008G195060
OG0000545	Np002G078500	As010G238530
OG0000546	Np007G376380	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980
OG0000550	Np001G054750, Np006G339520, Np003G166830, Np004G192230	As006G144690
OG0000551	Np001G004080	As005G117770
OG0000551	Np005G261440	As003G075520
OG0000551	Np003G136120	As002G053470
OG0000552	Np004G230230	As007G159560
OG0000553	Np004G207850, Np004G207110, Np004G207840, Np004G207340, Np004G207920, Np004G207120, Np004G207480, Np004G207460, Np004G207260, Np004G207680	As003G063070, As003G063050
OG0000554	Np002G118220	As007G157590
OG0000554	Np004G203530	As003G065060, As004G082630
OG0000555	Np003G182070, Np002G116570, Np004G255160	As003G067180
OG0000556	Np001G017160	As006G140800
OG0000557	Np001G065760, Np001G065770	As012G286190
OG0000558	Np006G337850	As005G105310, As005G105360, As005G105380, As005G105290
OG0000559	Np003G127110, Np003G127100, Np007G378410	As005G107810
OG0000560	Np003G152880	As005G115530
OG0000560	Np003G172730, Np004G255940	As008G196260, As008G196230
OG0000561	Np001G003620, Np001G003610	As005G118160
OG0000562	Np007G418000	As006G139230
OG0000562	Np003G141560	As009G200380
OG0000562	Np001G014270	As009G205610
OG0000564	Np005G271440	As007G177230
OG0000565	Np004G228620	As010G233050
OG0000565	Np002G085980	As010G233040
OG0000566	Np003G148600	As011G250840
OG0000570	Np007G423940	As006G135060
OG0000570	Np001G009520	As009G217810
OG0000571	Np003G151390	As005G113940
OG0000571	Np004G251280, Np004G251270	As008G191230
OG0000572	Np001G045840	As010G240020, As010G240030, As010G240050, As010G240010
OG0000573	Np004G194790	As012G270960, As012G270950, As012G270940
OG0000578	Np004G248330	As008G187240
OG0000578	Np002G114940	As001G020350
OG0000579	Np005G280250	As002G044410
OG0000579	Np005G319570	As004G098040
OG0000580	Np006G325880	As005G102980
OG0000582	Np003G150520	As005G113410
OG0000582	Np006G357920	As006G130460
OG0000583	Np006G355060	As006G127330
OG0000584	Np001G040230	As006G124400
OG0000584	Np005G276330	As001G000400
OG0000585	Np007G402940, Np007G405290	As011G246780, As003G070380
OG0000585	Np006G342010, Np004G213180	As012G275350
OG0000586	Np007G376540	As011G263800
OG0000586	Np001G042940	As004G082960
OG0000587	Np003G187920	As006G122410
OG0000587	Np006G322270	As005G100170
OG0000587	Np004G258420	As008G198370
OG0000588	Np007G404890	As011G247080
OG0000588	Np006G328260	As005G104750
OG0000588	Np004G193210	As012G269820
OG0000589	Np003G152530	As005G114800
OG0000589	Np001G045760	As010G224800
OG0000590	Np007G418620	As006G138710
OG0000590	Np001G014720, Np001G014510	As008G197660
OG0000592	Np007G393760	As011G250170
OG0000592	Np004G237800	As010G239910, As007G154690
OG0000593	Np001G046810	As008G192880, As010G241820, As010G241840
OG0000593	Np002G084980	As011G252190, As011G252250, As011G252270, As011G252260
OG0000594	Np001G048370	As010G222860
OG0000595	Np001G044160	As010G226140
OG0000600	Np003G157370	As002G048280
OG0000600	Np005G275230	As001G001180
OG0000601	Np003G142410, Np007G424020	As009G201050, As006G135040
OG0000601	Np005G315020, Np001G018800	As001G027850
OG0000602	Np001G056000	As012G276820
OG0000604	Np006G321040	As005G099260
OG0000604	Np001G069260, Np005G281430	As007G163770, As012G288540
OG0000605	Np002G079850	As010G239470
OG0000605	Np002G079930	As010G239480
OG0000606	Np005G282160, Np007G390220	As011G248160
OG0000606	Np002G070400	As010G244280
OG0000606	Np004G194450	As012G270700
OG0000607	Np007G395540	As011G251140
OG0000607	Np007G377870	As011G262980
OG0000608	Np001G062510	As012G284160
OG0000608	Np001G062520	As012G284170, As012G284200
OG0000612	Np006G329550	As001G019830, As001G020020, As005G105470, As008G187810
OG0000613	Np007G423380	As006G135470
OG0000613	Np005G314130	As002G045780
OG0000614	Np003G135170	As002G054140, As005G116690, As002G054130
OG0000615	Np007G375040	As011G264960
OG0000615	Np005G267750	As003G072430
OG0000616	Np003G151580	As005G114070
OG0000616	Np006G337700, Np001G056260	As012G277180
OG0000617	Np003G188770	As006G121910
OG0000618	Np002G073260	As010G241950
OG0000618	Np004G239220, Np005G277620	As006G132210
OG0000619	Np006G337730, Np006G337710	As006G145810, As006G145800
OG0000619	Np001G056250	As012G277130
OG0000620	Np004G237240, Np002G079810	As010G239430, As007G154950
OG0000625	Np007G423770	As006G135190
OG0000625	Np005G271050	As007G176620
OG0000626	Np002G122710, Np002G122720, Np002G122740, Np002G122760	As001G031250
OG0000627	Np005G278900	As006G134640
OG0000627	Np003G159680	As002G047240
OG0000628	Np004G204410, Np007G385740, Np007G394910, Np007G382110, Np006G331000	As003G064150, As011G250810, As010G235510
OG0000630	Np005G313020, Np005G313030, Np005G313090, Np004G251690, Np001G019080, Np001G019090	As004G077630, As004G077620, As004G077610
OG0000633	Np007G375870, Np003G164740, Np007G384960	As005G110870
OG0000633	Np002G070420	As010G244250
OG0000634	Np002G114880, Np002G114820, Np003G153190, Np004G230990, Np003G153200	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010
OG0000635	Np006G347940, Np006G352750	As006G128210
OG0000635	Np006G355290	As006G127130
OG0000636	Np003G131030, Np002G108120, Np003G131060, Np002G106300, Np003G131040	As009G212850
OG0000645	Np005G305850	As001G004340
OG0000646	Np001G019030	As001G027670
OG0000646	Np007G424180	As006G134940
OG0000647	Np002G086910	As002G034480, As005G107800
OG0000648	Np001G069150, Np002G105630, Np006G367970	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650
OG0000649	Np004G203870	As003G066660
OG0000649	Np002G076880	As010G237340
OG0000650	Np001G036540	As004G088550
OG0000652	Np001G010480, Np001G010470	As009G217160
OG0000658	Np001G014790, Np001G020800, Np001G056790	As009G206090, As012G277750, As001G026410
OG0000659	Np007G372940, Np005G289090, Np005G275190, Np003G157310	As011G266440, As009G211360, As002G048340
OG0000660	Np004G252140	As008G192800
OG0000660	Np001G046620	As010G224220
OG0000660	Np003G153480	As005G115310
OG0000661	Np005G310030, Np002G115440, Np006G355350	As010G223120, As006G127120, As006G127080
OG0000662	Np003G142770	As009G201630
OG0000662	Np007G423510	As006G135390
OG0000662	Np003G142780	As009G201640
OG0000663	Np002G090300, Np004G209560	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650
OG0000663	Np002G090310	As010G229530
OG0000664	Np007G408110	As011G245420
OG0000669	Np006G325980	As005G103090
OG0000669	Np001G027970	As001G022370
OG0000670	Np005G283460	As003G061610, As003G061660
OG0000671	Np005G314740, Np005G314720, Np005G314750	As004G078130
OG0000672	Np004G212370	As004G081100, As011G248400
OG0000674	Np004G257640	As008G197690
OG0000674	Np006G321110	As005G099330
OG0000674	Np003G186810	As006G123130
OG0000675	Np006G356050, Np004G240330	As007G152400
OG0000676	Np004G252560	As008G193080
OG0000676	Np002G079460	As010G239230, As007G155100
OG0000677	Np004G227760, Np004G227730	As007G160250
OG0000685	Np005G275060, Np005G275040	As001G001340
OG0000685	Np005G279610	As002G032860
OG0000686	Np005G264040, Np002G091570, Np005G264050	As001G012430
OG0000687	Np005G299500	As001G017930
OG0000687	Np006G324700	As005G101960
OG0000687	Np001G066460	As012G286760
OG0000688	Np001G025680, Np001G025750, Np001G025770, Np001G025740	As001G023430
OG0000688	Np005G267820	As001G023420
OG0000689	Np004G208380, Np003G177370	As007G158860, As003G063160, As004G080020
OG0000692	Np001G063690, Np006G327970	As005G104580
OG0000693	Np001G059680	As012G282230
OG0000693	Np006G332860, Np006G332870	As006G143100
OG0000694	Np006G364920	As007G177770
OG0000695	Np001G013590, Np002G079710	As010G239400
OG0000697	Np004G194590	As012G271560
OG0000702	Np003G141400	As009G199960
OG0000702	Np001G020650	As001G026500
OG0000702	Np007G424940	As006G132970
OG0000703	Np003G128130	As002G035150
OG0000703	Np006G339110	As006G145070
OG0000704	Np007G392710, Np005G289350, Np001G038300	As003G058000
OG0000705	Np006G326540, Np006G326520	As005G103510, As005G103480
OG0000706	Np001G003850	As005G117900
OG0000707	Np007G413470	As007G161420
OG0000708	Np004G246770	As008G185890
OG0000709	Np001G037930, Np001G053360	As009G203840
OG0000714	Np005G313110	As004G077650
OG0000716	Np003G178750, Np003G178770	As004G088610, As007G165810
OG0000718	Np007G409950, Np003G125160	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220
OG0000719	Np003G152490	As005G114760
OG0000720	Np001G068980	As012G288480
OG0000720	Np003G187030	As006G122970
OG0000721	Np003G186900	As006G123060
OG0000721	Np007G391500	As008G197760, As012G274520, As011G248980
OG0000722	Np002G086450	As010G232800
OG0000722	Np004G242400	As008G183090
OG0000723	Np001G013900	As009G205260
OG0000730	Np001G024830	As001G023940
OG0000730	Np004G242780	As008G183370
OG0000731	Np001G022910, Np001G022900, Np001G022890	As001G025190, As001G025200, As001G025210
OG0000732	Np005G279680	As002G032800
OG0000732	Np001G055070	As012G276370
OG0000733	Np001G049150, Np002G120010, Np001G002580	As008G188440
OG0000734	Np001G007420	As009G218770, As010G223710
OG0000734	Np003G168400	As002G043480
OG0000735	Np005G314100, Np003G156630, Np003G158380	As002G047800
OG0000736	Np003G136540, Np004G219250	As002G053050
OG0000736	Np005G262120	As003G074810
OG0000737	Np005G261640, Np006G367700	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260
OG0000738	Np006G357660	As006G125610
OG0000739	Np004G256480	As009G216850, As008G197070
OG0000741	Np004G191090	As012G268430
OG0000749	Np004G243770	As008G184000
OG0000749	Np004G209100	As007G161240
OG0000750	Np005G319860, Np005G319800, Np005G319850, Np005G319920, Np005G300140, Np002G124000, Np002G123990, Np002G123980	As001G030660
OG0000751	Np003G128310, Np002G120940	As005G108820, As002G035280
OG0000752	Np001G012300	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600
OG0000752	Np003G137130	As002G052450
OG0000753	Np004G202980, Np004G202960, Np004G202950	As003G064670
OG0000754	Np004G203100	As003G064750
OG0000755	Np003G184650, Np003G184660	As004G086160
OG0000756	Np005G267090	As004G087220
OG0000757	Np003G126650	As005G107510
OG0000758	Np002G071380	As010G243380
OG0000758	Np006G356060	As006G126420
OG0000759	Np003G154280	As009G219760
OG0000759	Np006G351730	As006G128470
OG0000759	Np004G252480	As008G193030
OG0000760	Np003G174100	As006G142310
OG0000762	Np007G372630, Np007G372690	As011G266570
OG0000763	Np004G192120, Np004G192100, Np004G192090	As012G269290
OG0000764	Np004G195960, Np006G358630, Np004G196400	As012G271730
OG0000765	Np001G053900, Np001G052380, Np001G053890	As012G275540, As012G275570, As012G275590
OG0000772	Np006G363870, Np001G019790, Np001G019780, Np001G019770	As002G037440, As001G027110, As001G015580
OG0000774	Np005G279450	As002G033010
OG0000776	Np007G410600, Np007G413670	As009G213010, As002G037060
OG0000778	Np003G140100, Np003G140090	As002G050230
OG0000779	Np005G285590	As003G060370
OG0000779	Np003G182860	As004G085410
OG0000780	Np005G262020	As003G074900
OG0000780	Np006G369190	As007G180430
OG0000781	Np004G205860, Np006G326390, Np006G326420	As004G079650
OG0000781	Np006G326400, Np006G326410	As005G103380, As005G103370
OG0000782	Np007G381110	As005G107060, As005G106550
OG0000783	Np003G150010	As005G113140
OG0000783	Np005G285420, Np001G043770	As010G226400
OG0000784	Np001G044430, Np001G044440	As010G225950
OG0000784	Np003G150760	As005G113590
OG0000785	Np005G263420	As007G161520
OG0000785	Np003G129340	As009G214360
OG0000787	Np002G107730, Np007G408970	As010G222930, As010G222920
OG0000788	Np001G044750	As010G225660, As010G225670, As010G225650
OG0000789	Np002G072050	As010G242960
OG0000789	Np007G408550	As012G267770
OG0000801	Np007G411650	As002G035990
OG0000801	Np003G129290	As009G214440
OG0000801	Np007G411640	As002G036000
OG0000802	Np001G035930	As004G088660
OG0000802	Np004G213420	As003G070730
OG0000802	Np007G403260, Np004G249950, Np005G291790	As003G056750
OG0000803	Np005G289290, Np005G289240	As003G058030
OG0000803	Np005G289320, Np005G289310, Np005G289300	As003G070410, As003G065450
OG0000804	Np001G008670	As004G081460
OG0000805	Np005G303760, Np007G382830	As004G096100, As011G254230
OG0000806	Np006G325750, Np005G301000	As005G102850
OG0000807	Np006G325830	As005G102950
OG0000807	Np001G017730, Np007G425260	As006G139170, As006G133330
OG0000808	Np006G359850	As006G129450
OG0000808	Np001G046130	As010G224570
OG0000808	Np003G153230	As005G114980
OG0000809	Np004G226080	As007G160640
OG0000809	Np004G242880	As008G183460
OG0000809	Np007G375690	As010G232490
OG0000818	Np001G011690	As010G221920
OG0000818	Np005G277320, Np002G124760	As001G030280
OG0000819	Np007G411620	As002G036020
OG0000819	Np003G129310	As009G214420
OG0000819	Np001G060370	As012G282730
OG0000821	Np003G167140, Np003G167170, Np005G314350, Np003G167190, Np003G152950, Np003G165270, Np003G152960	As002G043850
OG0000823	Np001G032910	As004G090360
OG0000824	Np004G206080	As003G062540
OG0000824	Np003G178410	As004G083720
OG0000825	Np001G067480	As012G287570
OG0000825	Np006G323070	As005G100830
OG0000826	Np006G325670	As005G102780
OG0000827	Np003G160770	As012G278780
OG0000827	Np003G125640	As005G106720
OG0000828	Np002G114920	As012G285140, As006G125590
OG0000829	Np007G422090	As006G136530
OG0000829	Np003G144870	As009G203460, As009G203470
OG0000830	Np004G235230, Np002G077080	As007G156440
OG0000831	Np004G235010, Np004G235000	As007G156620, As007G156630
OG0000833	Np007G405010, Np004G193010	As011G246960
OG0000834	Np004G198720, Np004G198270	As012G273380
OG0000835	Np007G395770	As011G251220
OG0000835	Np004G198020	As012G272760
OG0000836	Np007G379740	As012G283770, As012G283780, As012G283790
OG0000843	Np002G107860, Np001G009350	As001G029790, As001G029800
OG0000844	Np007G413220	As002G034430
OG0000844	Np003G127060	As005G107840
OG0000845	Np003G172660, Np005G281480	As002G042280
OG0000845	Np001G049170	As010G222560
OG0000846	Np005G263400	As004G079020, As002G046530, As006G146430
OG0000847	Np001G004290	As005G117570
OG0000849	Np003G188230	As006G122200
OG0000849	Np001G068010	As005G100320
OG0000851	Np006G329620	As005G105540
OG0000852	Np003G148390	As010G227460, As010G227470, As005G111370
OG0000853	Np003G185670	As006G123840
OG0000854	Np006G359130, Np004G251400	As008G191240
OG0000855	Np001G047900	As010G223210
OG0000855	Np001G007050	As009G219120
OG0000857	Np007G379060	As010G227430, As010G227420
OG0000858	Np007G385660, Np007G385670, Np007G385650	As011G255880, As011G255860
OG0000868	Np003G132270	As009G211830
OG0000868	Np007G409680	As006G130700, As002G037910
OG0000869	Np001G032920, Np005G294550	As003G055880
OG0000870	Np004G211070, Np004G211050	As003G068700
OG0000870	Np006G343600	As004G081540
OG0000871	Np007G423340	As006G135520
OG0000871	Np003G143050	As009G201940
OG0000871	Np005G313500	As004G077790
OG0000872	Np006G356960	As006G126250
OG0000873	Np007G420880	As010G233530, As006G137440, As009G204210
OG0000875	Np004G253090, Np005G296410	As008G193510
OG0000883	Np005G265270, Np007G419990	As001G014390
OG0000884	Np004G209260	As007G162220, As002G033790, As007G161390, As007G162230, As007G161400
OG0000885	Np004G232230	As007G158480
OG0000885	Np005G276890	As002G049480
OG0000886	Np001G041930	As004G082110
OG0000887	Np006G321830	As005G099860
OG0000888	Np001G063390	As012G284780
OG0000888	Np006G328360	As005G104850
OG0000889	Np001G059040	As005G114990
OG0000889	Np001G046170	As010G224550
OG0000890	Np001G056520	As012G277560
OG0000890	Np006G337120, Np006G327330	As006G146240
OG0000891	Np004G232290, Np004G232260, Np004G232240	As007G158460, As007G158450, As007G158470, As007G158440
OG0000892	Np001G020020, Np001G013070, Np001G035680, Np001G035690, Np001G013080	As009G215030, As009G215020
OG0000893	Np001G011340	As009G216470
OG0000894	Np007G373060	As010G224240
OG0000895	Np007G388290, Np007G388240, Np007G388230, Np007G388200	As011G258420
OG0000897	Np006G336490	As012G277910, As012G277930
OG0000900	Np004G243530, Np004G243540	As001G016830, As001G016840
OG0000901	Np005G299620	As001G017960, As001G018000, As001G017970, As001G017990, As001G017980
OG0000902	Np007G411160	As002G036680, As002G036460
OG0000903	Np003G137760	As002G052040
OG0000904	Np005G271510, Np005G304810	As005G118380, As002G052940
OG0000905	Np003G136550	As002G053040
OG0000905	Np001G003730	As005G118090
OG0000907	Np001G036290	As004G088350
OG0000908	Np005G261310	As003G075600, As010G234720
OG0000909	Np004G229120	As007G159890
OG0000909	Np005G308900	As004G083080
OG0000910	Np003G152140	As005G114500
OG0000911	Np001G001070	As005G119970
