Orthogroup	Noccaea_praecox	Arabidopsis_lyrata_Rawat
OG0000216	Np006G361190	nbis-gene-292, AL7G31500, AL7G30780, AL7G31520
OG0000218	Np004G241490	AL1G26980, AL1G27000
OG0000218	Np004G241460	AL1G27010
OG0000218	Np006G363350, Np003G174250	AL1G27020
OG0000218	Np005G283350	AL5G15240
OG0000218	Np001G027320	AL7G42370
OG0000218	Np001G027310	AL5G10550, AL5G13150, AL5G10520
OG0000219	Np003G187720, Np001G006210, Np001G006190, Np001G008170	AL835U10030
OG0000219	Np001G006200, Np001G008160, Np001G006180	AL8G28390, AL8G28400
OG0000220	Np003G158780	AL8G31350, AL77U10060, AL5G15330
OG0000221	Np007G412330	AL7G52630
OG0000223	Np006G350810	AL2G22450
OG0000224	Np002G121630, Np002G121680, Np002G121650, Np002G121690	AL2G12370, AL2G12360
OG0000225	Np004G212520	AL1G43260, AL1G43240
OG0000225	Np004G212510	AL1G43270
OG0000225	Np004G212550, Np004G212570, Np004G212500	nbis-gene-176
OG0000226	Np001G068820, Np001G002660, Np001G003000	AL5G14060, AL8G40780
OG0000226	Np004G243800, Np004G243970, Np004G243900, Np001G063350, Np001G063340	AL3G32940, AL3G32930, AL1G41350, AL1G37710, AL1G37720, AL1G37670, AL1G42110, AL1G52850, AL2G22820
OG0000228	Np004G230940	AL6G40330, AL6G40180
OG0000229	Np004G245990, Np004G246960, Np004G247090, Np004G247150, Np004G246980	AL7G22490, AL7G22500, AL6G29250, AL6G29230, AL7G22480
OG0000229	Np007G377500, Np007G377590, Np006G330770	AL1G61110
OG0000230	Np002G077370	AL1G65590, AL8G15430
OG0000230	Np002G077290	AL2G35840
OG0000231	Np003G174440	AL7G51760
OG0000231	Np004G203320	AL2G26510, AL7G43870, AL2G25780, AL2G25790
OG0000232	Np006G352410, Np006G352420	AL3G16300, AL3G16310, AL3G22620, AL3G46870
OG0000234	Np001G058680	AL5G36220
OG0000234	Np001G058670	AL5G36210
OG0000234	Np006G333910	AL4G36690
OG0000234	Np003G140390	AL6G24190
OG0000236	Np007G382490	AL2G23070
OG0000236	Np003G177320	AL4G20950, nbis-gene-989, AL6G43290, AL6G43280
OG0000240	Np002G104290	AL1G56710
OG0000242	Np004G242760	AL1G25930
OG0000244	Np005G286400	AL7G32050
OG0000244	Np003G183740	AL6G48310
OG0000247	Np002G120130, Np002G120100, Np002G120120, Np002G120110	AL7G45500
OG0000248	Np002G112170	AL2G18850
OG0000248	Np001G048790	AL5G37800
OG0000249	Np003G177600, Np006G338400	AL4G32990
OG0000250	Np002G085780	nbis-gene-577, nbis-gene-575
OG0000250	Np005G261040	AL2G29280
OG0000250	Np002G086000	nbis-gene-573, nbis-gene-574
OG0000252	Np004G205500	AL6G12310
OG0000254	Np007G383010	AL4G15410, AL4G21500, AL1G67340, AL3G31320, AL3G41860
OG0000254	Np001G046190	AL6G44930, AL1G15160
OG0000256	Np004G200500, Np004G200520	AL8G21380, nbis-gene-2062, AL3G42840
OG0000257	Np007G377760	AL3G46890, nbis-gene-851, AL6G36930, nbis-gene-282, AL1G59050, nbis-gene-269, AL9U10590, nbis-gene-1899, AL3G21820
OG0000258	Np001G022690	AL5G15050, AL5G15060, AL5G15070
OG0000258	Np003G156210	AL8G33230
OG0000258	Np001G049130, Np001G022660, Np001G022680	AL5G15090
OG0000260	Np005G316660	AL5G23490
OG0000264	Np003G185830	AL6G48830
OG0000264	Np003G185810, Np003G185770, Np003G185800	AL6G49970, AL6G49560
OG0000265	Np005G294290	AL8G40900, AL5G20730, AL6G37180, AL9U10510, AL5G23780
OG0000266	Np003G177610, Np001G046580	AL5G43310, AL5G43300
OG0000266	Np001G053260, Np001G053250	AL5G20610, AL5G20620
OG0000266	Np003G155740	nbis-gene-1319
OG0000266	Np002G082160	AL1G58410
OG0000266	Np002G082150	AL5G39230, AL1G52920, AL7G51710, AL5G39240
OG0000268	Np001G026200	AL5G11250
OG0000268	Np003G125800	AL6G11010
OG0000268	Np001G057220	AL5G35180
OG0000269	Np004G206800	AL1G48110
OG0000270	Np005G265330	AL7G10820, AL3G49100
OG0000270	Np002G077720	AL1G32640
OG0000271	Np003G164720	AL6G48650
OG0000271	Np007G395360, Np007G412870	AL7G44880
OG0000271	Np003G150700, Np003G184840	AL6G32160
OG0000273	Np005G312740	AL1G52480, AL1G52390
OG0000274	Np003G152640	AL8G36240
OG0000274	Np001G045890, Np001G045900	AL5G25090, AL5G25020
OG0000274	Np004G252150	AL2G16910
OG0000275	Np007G384510, Np007G381770, Np007G381750, Np007G381740, Np007G382440, Np007G382420, Np007G384540, Np007G382890	AL3G36100, AL5G18930, nbis-gene-754, AL3G36150, AL3G36140, AL3G36110, AL3G36090
OG0000276	Np005G308640	AL9U10390
OG0000277	Np005G302360	AL7G39750
OG0000277	Np005G302420	AL7G39720
OG0000278	Np006G348830, Np003G189610, Np003G188750	AL132U10010
OG0000278	Np005G260810, Np005G260780, Np005G260850	AL8G34460, nbis-gene-2163, AL8G34510
OG0000278	Np008G426890, Np009G429180	AL7G25500
OG0000279	Np004G200390	AL4G12760, AL7G43800, AL5G22580, AL1G58300, AL9U11340, AL5G23870, AL9U11700, AL6G30690, AL1G40130, AL1G58550, AL1G29700, AL1G46490
OG0000280	Np006G359880	AL8G22250, AL4G15190, AL7G41800, AL5G26830, AL7G30940
OG0000281	Np003G130210, Np002G090820, Np004G197150	nbis-gene-1332
OG0000281	Np001G056160, Np001G056190	AL1G67480, AL1G67450
OG0000281	Np002G078840, Np003G147970	AL5G14680
OG0000282	Np003G133500	AL6G17850
OG0000282	Np003G133510, Np003G133520	AL6G17860
OG0000282	Np003G133530	AL6G17870
OG0000283	Np001G041380, Np001G041420, Np001G041390, Np001G041410	AL8G17000, AL8G17010, AL178U10040, AL117U10040
OG0000284	Np007G417960	AL3G16620
OG0000285	Np002G086400	AL4G18700, AL6G38570, AL4G16420, AL2G18820, AL22U10020
OG0000285	Np007G402150, Np002G103790	AL1G49470, AL9U10420
OG0000287	Np004G226800, Np004G226820, Np004G226810, Np004G226830	AL3G34950
OG0000287	Np007G380700	AL3G34940
OG0000287	Np007G380730	AL249U10040
OG0000288	Np006G324750	AL1G38150, nbis-gene-1364, nbis-gene-1197
OG0000288	Np004G214460, Np005G304800	AL8G27500, AL5G29830, AL7G51870, AL7G51860
OG0000290	Np007G394710	AL3G31960
OG0000290	Np001G003170, Np004G255370	AL8G42910
OG0000294	Np007G392540	AL3G30460
OG0000294	Np006G338230	AL4G33090
OG0000294	Np003G187470	AL6G51460
OG0000296	Np006G337510	AL3G52720, AL3G49080
OG0000296	Np005G319160, Np005G319110	AL1G40550, AL6G39940
OG0000296	Np003G188650, Np003G180440	AL6G32810
OG0000296	Np005G314280	AL1G56900
OG0000297	Np003G151840	AL8G37040
OG0000297	Np007G397060	AL3G33140
OG0000298	Np005G289560, Np005G289430, Np005G289420	AL3G51650
OG0000299	Np004G208320	nbis-gene-617
OG0000299	Np004G190450	AL1G64190
OG0000300	Np007G389150	AL3G43040
OG0000300	Np007G388090	AL3G42940, AL3G43030, AL3G42930
OG0000301	Np004G225550, Np006G356740, Np004G197240, Np002G077850, Np007G412040, Np002G074480, Np003G156020, Np005G314010, Np001G031450	AL1G50970
OG0000304	Np001G038540, Np005G309560	AL8G14520
OG0000304	Np001G038650	AL8G14470
OG0000308	Np004G238420, Np003G180510	AL7G42450
OG0000308	Np005G316710	AL7G49910, AL1G29920
OG0000310	Np003G152090, Np001G045800, Np003G152100	AL71U10060, AL8G36700, AL8G36790
OG0000311	Np003G143670	AL6G27540
OG0000311	Np004G199430	AL1G55110
OG0000311	Np007G393150	AL3G30980
OG0000311	Np005G312280	AL7G46360
OG0000311	Np002G095870	AL2G23890
OG0000313	Np004G198950, Np004G198980	AL1G55550
OG0000314	Np004G255460	AL1G14460
OG0000314	Np004G255440	AL1G14470
OG0000314	Np006G357690	AL4G28660
OG0000315	Np006G328650	AL6G36390, AL5G15440
OG0000316	Np002G115140, Np006G331480, Np006G331350, Np006G331360, Np006G358410, Np004G208610	AL3G14810
OG0000316	Np006G331500	AL4G38410, AL4G38350, AL4G38450
OG0000319	Np003G151880, Np005G304320, Np004G196850, Np005G304300	AL8G37000, AL1G18210, AL1G18230, AL1G18260
OG0000321	Np004G208960	AL7G46030
OG0000322	Np002G073460	AL2G38770
OG0000322	Np004G239000, Np004G204080	AL1G29380
OG0000322	Np006G331820, Np002G082860	AL4G38060, AL4G38120, AL6G43180, AL1G51540
OG0000323	Np003G162270	AL8G29280
OG0000323	Np005G277410	AL7G25050
OG0000323	Np005G277420, Np005G277440	AL7G25060
OG0000325	Np005G299970	nbis-gene-1635, nbis-gene-811, AL1G51150
OG0000325	Np005G299960	AL7G44480
OG0000325	Np004G217020	AL5G11160
OG0000325	Np004G217010	AL7G46530
OG0000325	Np005G299980	AL3G47030
OG0000327	Np006G364610, Np006G364600	AL1G37470
OG0000327	Np002G097600, Np001G057660, Np001G057680, Np001G057670	AL5G18190, AL5G18170, AL5G35660, AL5G35670
OG0000328	Np005G304570	AL7G41460
OG0000329	Np001G065660	AL4G43730
OG0000329	Np006G369220, Np006G365770	AL5G42900
OG0000330	Np001G065240, Np001G065330	AL5G41960
OG0000330	Np001G049070, Np001G049100	AL5G42230
OG0000332	Np003G147860	AL6G31290
OG0000332	Np004G197090	AL1G57580
OG0000334	Np001G056660	AL5G34800
OG0000334	Np006G336790	AL4G34640
OG0000335	Np004G255090	AL1G14750
OG0000335	Np004G203620	nbis-gene-1835, AL1G54230, AL1G54220
OG0000335	Np004G210810	nbis-gene-691
OG0000336	Np002G081700, Np002G081710	AL2G32660, AL2G32680
OG0000336	Np002G081720	AL2G32630
OG0000338	Np002G112620, Np002G111810, Np004G249560, Np004G249390	AL1G67290, AL2G18590
OG0000339	Np005G283750	AL7G30060
OG0000339	Np006G323420	AL4G45180
OG0000340	Np006G326900	AL2G24960, AL4G42300
OG0000340	Np006G326830, Np006G326880	AL4G42310
OG0000340	Np006G326810	nbis-gene-2101, AL4G42320
OG0000341	Np004G218220	AL6G41050
OG0000342	Np005G318870	AL7G47550, AL7G47890
OG0000342	Np007G416180	AL7G47870
OG0000344	Np001G013610	AL6G37960
OG0000345	Np004G245050	AL1G24140
OG0000345	Np004G244950, Np004G245040	AL1G24120
OG0000347	Np005G279340, Np007G409890, Np005G279350, Np007G409880	AL3G39810
OG0000348	Np006G350410	AL5G34600, AL1G65210, AL7G42660
OG0000349	Np005G267200	AL7G15370
OG0000349	Np006G364070	AL3G50670, AL3G27490
OG0000351	Np007G379020, Np007G378990	AL3G26870
OG0000352	Np004G239260	AL1G29120
OG0000352	Np002G116100	AL2G15830, AL2G16300, AL2G16290
OG0000353	Np002G098820	AL1G24220
OG0000355	Np005G303620	AL7G40680, AL7G40710
OG0000355	Np002G071340	AL2G33910, AL2G40610
OG0000355	Np004G252470, Np003G174550	AL2G25940, AL2G25930
OG0000356	Np001G014370, Np004G217270, Np004G217180, Np004G217110	AL6G40090, AL6G38970, AL6G40080, AL6G38960
OG0000358	Np004G256010	AL1G13870
OG0000358	Np003G135720	AL6G19890
OG0000360	Np001G001460	AL8G44510
OG0000360	Np001G001470	AL8G44500
OG0000361	Np007G410320	AL3G23020
OG0000361	Np003G128970	AL6G14010
OG0000362	Np002G098770	nbis-gene-906
OG0000363	Np004G216110	AL2G12490
OG0000363	Np005G261010	AL7G46890
OG0000363	Np005G261020	AL2G12480
OG0000364	Np004G217400, Np003G178990	AL1G45660
OG0000368	Np005G269260	AL7G13510
OG0000368	Np005G269240	AL7G13520
OG0000368	Np005G269270	AL2G24410, AL2G24540
OG0000368	Np005G269280	nbis-gene-1705
OG0000369	Np003G152480, Np004G251590	AL4G37000
OG0000369	Np001G045740	AL5G24760, AL8G36410
OG0000370	Np004G239190	AL1G29180
OG0000370	Np005G280980, Np005G280970, Np005G280960, Np005G280940, Np005G280920	AL7G27830, AL7G27840
OG0000371	Np006G321660, Np003G162330	AL1G39190, AL4G46780
OG0000371	Np005G306140	AL1G22510
OG0000372	Np005G278400, Np005G278420, Np005G278410, Np005G278390	AL7G25660, AL7G25650, AL7G25640
OG0000376	Np001G001320	AL8G21280, AL6G49280
OG0000376	Np007G402510	AL7G53050
OG0000377	Np002G116500	AL2G15870
OG0000377	Np002G116470, Np002G090780	AL1G21740
OG0000378	Np005G299340	AL7G43380, AL3G37650, AL1G50470
OG0000379	Np004G234080	AL8G20780, AL4G19350, AL3G53690, AL1G45680, AL1G45700, AL446U10030
OG0000380	Np006G361900	AL2G12790
OG0000381	Np009G432050, Np007G383350	AL1G16270, AL1G45330
OG0000382	Np002G107670, Np002G107720	AL1G65940
OG0000383	Np004G211580	AL4G21310
OG0000383	Np004G211550	AL1G42200, AL1G42220
OG0000386	Np001G056060	AL5G34190
OG0000386	Np001G022850, Np001G022830, Np001G022820	AL5G14950
OG0000386	Np004G197570	AL5G34200
OG0000387	Np006G327210	AL4G41930
OG0000387	Np003G184710	AL7G36780
OG0000387	Np006G326120	AL4G42130, AL4G42220
OG0000388	Np003G141230, Np006G332610, Np001G004990, Np001G005010, Np006G332630	nbis-gene-1582
OG0000389	Np005G317960	AL1G66550
OG0000389	Np001G063260	AL5G40170
OG0000390	Np001G010580	AL6G34750
OG0000390	Np003G162420, Np003G162400	AL8G29440
OG0000390	Np007G396900, Np007G396890	AL3G42690
OG0000390	Np007G392350, Np007G392370, Np007G392400, Np007G378210	AL3G30610
OG0000391	Np004G232330	AL1G49180, AL1G35870
OG0000391	Np004G232380	AL1G35860
OG0000391	Np004G232430	AL1G35830
OG0000392	Np001G051590, Np001G051560	AL5G30390
OG0000396	Np001G018330	AL5G20500
OG0000396	Np001G019970	AL5G17950
OG0000396	Np002G108160	AL5G18000
OG0000398	Np004G191370, Np004G191380, Np004G191360	AL1G63260
OG0000400	Np004G204510, Np007G396790	AL3G39690, AL3G39670, AL133U10030
OG0000400	Np005G272210, Np005G272200, Np005G272220	AL4G45790
OG0000401	Np001G007130, Np004G194390	nbis-gene-2198
OG0000403	Np002G115780	AL2G16410
OG0000403	Np003G137600	AL2G16360, AL2G16550, AL2G16330, AL2G16320, AL2G16340
OG0000404	Np006G339530, Np001G054740, Np003G131430, Np007G410290	AL4G32260, AL3G23060, AL5G33360, AL6G16080
OG0000406	Np003G144160	AL6G27980, AL6G27990, AL6G28000
OG0000406	Np005G312730	AL7G53000
OG0000407	Np002G077750	AL1G54210
OG0000409	Np003G144700	AL5G23110
OG0000409	Np004G243910, Np004G244070	AL1G49360, nbis-gene-145
OG0000409	Np006G336340	AL1G32050, AL7G23550, AL7G22840, AL5G23010, AL5G23100
OG0000410	Np002G118080	AL2G14800, AL2G14760
OG0000411	Np002G119350	AL2G13870
OG0000411	Np007G389260	AL3G43130
OG0000411	Np003G183560	AL6G48090
OG0000411	Np005G286200	AL7G31720
OG0000412	Np003G163330	AL8G30090
OG0000412	Np005G278350	AL7G25590
OG0000413	Np007G407430	AL3G25430
OG0000413	Np005G279440	AL7G26630
OG0000414	Np004G225620	AL1G39340, AL1G39380, AL1G39360, AL1G39330
OG0000415	Np007G378170	AL6G39500
OG0000416	Np006G355480, Np006G355650, Np006G355470, Np006G355660	AL4G26970, AL4G27140
OG0000419	Np005G317390	AL7G51660
OG0000421	Np005G314770, Np005G314820, Np005G314810, Np005G314850	AL7G51350, AL7G51330, AL7G51310, AL7G51320, AL7G51340
OG0000421	Np005G314860	nbis-gene-1951
OG0000421	Np005G314760	AL7G51280
OG0000422	Np004G249670, Np001G044100	AL1G20020
OG0000423	Np002G082000	AL2G32410
OG0000423	Np004G191630	AL1G63030
OG0000423	Np007G406460	AL3G26100
OG0000425	Np004G193780	AL1G61300
OG0000425	Np007G409560	AL9U10560, AL5G13880, AL5G13890, AL5G13910, AL5G13900, AL5G13870, AL1G53940, AL3G23600
OG0000427	Np006G343770, Np001G003290	AL5G19040
OG0000427	Np006G343730	nbis-gene-1075
OG0000427	Np002G073190	AL2G39040
OG0000429	Np001G012860	AL6G37110
OG0000429	Np003G137770	AL6G21860
OG0000429	Np006G363880	AL4G16950
OG0000430	Np007G377070	AL3G49230
OG0000430	Np005G265490	AL7G16340
OG0000430	Np006G371120	AL4G10220
OG0000431	Np002G113550	AL2G17860
OG0000431	Np004G248890	AL1G20710
OG0000431	Np004G248900	AL1G20700
OG0000432	Np003G165250	AL8G27110
OG0000433	Np004G203650	AL8G26720
OG0000433	Np002G112440	AL1G67500
OG0000435	Np004G236930	nbis-gene-139
OG0000436	Np003G157260	AL7G26730, AL8G32540
OG0000437	Np004G206690	AL1G48070
OG0000437	Np004G206660, Np004G206670, Np001G036170	AL1G47970
OG0000439	Np001G064720	AL5G41390
OG0000439	Np006G355120	AL4G26640
OG0000440	Np007G422200	AL3G13070
OG0000440	Np004G198320	AL3G13080
OG0000441	Np007G390830	AL3G29280
OG0000441	Np007G390750	AL3G29240, AL3G29230, AL3G29250
OG0000442	Np005G260740	AL7G10750
OG0000446	Np001G007230	AL8G39430
OG0000446	Np001G025190	AL5G11960
OG0000446	Np004G242300	AL1G26290
OG0000447	Np007G404710	AL3G27410
OG0000447	Np006G343160	AL4G29700
OG0000448	Np001G033730	AL8G11330
OG0000449	Np003G152360	AL8G36460
OG0000449	Np001G045700	AL5G24720
OG0000449	Np003G152370	AL8G36450
OG0000450	Np004G233200, Np006G350800, Np003G169470	AL1G63190
OG0000450	Np004G236150	nbis-gene-331
OG0000452	Np005G273490	AL8G20400
OG0000452	Np005G273480	AL7G21870, AL2G21060, AL2G21950
OG0000453	Np001G046100	AL1G59860
OG0000454	Np003G165150	AL8G27180, AL8G27190, AL8G27200
OG0000455	Np004G233010	nbis-gene-135, nbis-gene-129
OG0000456	Np007G387920, Np004G226780, Np003G132300	AL8G22520
OG0000457	Np003G163930, Np003G164080, Np003G164050	AL8G28090
OG0000459	Np005G287320, Np005G287280	AL7G33050, AL7G33120, AL7G33100
OG0000461	Np004G206830, Np004G259930	AL1G10020
OG0000461	Np004G259940	AL1G10010
OG0000462	Np007G374660	nbis-gene-883, AL6G26180
OG0000463	Np001G046500, Np001G046440, Np001G046450	AL5G25690, AL5G25670, AL5G25660
OG0000463	Np001G046420	AL5G25590, AL5G25550, AL5G25630
OG0000466	Np006G324970	AL6G13690
OG0000466	Np003G127910, Np003G127830, Np003G127870, Np003G127860, Np003G127900	AL6G12720
OG0000466	Np006G324960	AL2G28010
OG0000468	Np001G057840	AL5G35780
OG0000468	Np006G357390	AL4G28330
OG0000468	Np006G334580	AL4G36250
OG0000471	Np004G211890	AL1G42810
OG0000472	Np005G317120, Np005G317110, Np005G317080, Np005G317060	AL7G49750
OG0000472	Np005G317040, Np005G316840	AL7G49760
OG0000473	Np001G009370	AL5G45200
OG0000473	Np001G068690	AL213U10010
OG0000473	Np005G317530	AL7G49510
OG0000474	Np001G010930, Np001G049630	AL6G35020
OG0000474	Np006G366370	AL5G28440, AL7G21330, AL4G14210
OG0000475	Np002G121870	nbis-gene-378, nbis-gene-377
OG0000475	Np002G122010	AL2G12270, AL2G12320, AL2G12300
OG0000476	Np001G012720	AL8G36990, AL6G37160, AL6G37170
OG0000477	Np003G154550, Np003G132840, Np006G335660	AL6G17270
OG0000481	Np002G118670	AL2G14390
OG0000481	Np002G101110	AL7G43190, AL3G48460
OG0000482	Np002G093240, Np005G313460	AL2G25460
OG0000483	Np003G159730, Np003G159870	AL8G30960
OG0000483	Np003G159720, Np003G159710	AL8G30970, AL8G30990
OG0000484	Np005G267780	AL7G14900
OG0000486	Np006G323370, Np006G336630	AL5G43460
OG0000487	Np006G346030	AL4G29020
OG0000488	Np001G054680	AL7G44280, AL7G45230
OG0000488	Np001G054460, Np001G054430	AL5G33030
OG0000489	Np007G416580, Np007G418540	AL3G16350, AL3G16370, AL3G16360
OG0000490	Np004G258020, Np004G258340	AL1G11560, AL1G11570
OG0000491	Np003G150780	AL8G10030
OG0000491	Np003G150790	AL6G33720
OG0000492	Np005G309470	AL4G20070
OG0000492	Np004G201460, Np004G201780	AL8G32520
OG0000495	Np005G308300, Np005G274750	AL4G16330
OG0000496	Np008G426990	AL8G18760
OG0000498	Np003G163900	AL8G28110
OG0000499	Np005G291890	AL7G36030
OG0000499	Np007G405570	AL3G26800
OG0000500	Np004G236390	AL65U10020
OG0000500	Np001G038410	AL65U10050, AL8G14290, AL65U10030
OG0000500	Np004G236400, Np001G038420	AL65U10040, AL8G14280
OG0000501	Np004G203910	AL1G49900
OG0000503	Np002G115090, Np005G318520	AL7G49060
OG0000504	Np003G126850	AL6G11890
OG0000504	Np007G413350	AL3G20680
OG0000506	Np003G131500	AL3G46310, AL2G24380, AL6G16140
OG0000506	Np002G083270, Np002G083280	AL2G31490
OG0000507	Np002G078910, Np002G121110	AL3G39130, AL3G29480
OG0000507	Np002G124370	AL2G10320
OG0000507	Np002G124190	AL2G10340
OG0000508	Np006G327700	AL4G37620
OG0000509	Np005G299450	AL1G32140
OG0000510	Np002G116120	AL2G16170, AL2G16180, AL2G16160, AL2G16110, AL2G16130
OG0000511	Np005G303470	AL7G40540
OG0000511	Np002G120210	AL3G36330, AL2G13380
OG0000513	Np001G056460	AL5G34560
OG0000513	Np001G045750	AL5G24770
OG0000513	Np003G152500	AL8G36390
OG0000515	Np004G190200	AL1G64420, AL1G64410
OG0000516	Np005G304650, Np005G313530	AL7G50760
OG0000516	Np001G013740	AL7G23050
OG0000520	Np006G323880, Np001G018160, Np001G066860	AL5G43330
OG0000521	Np004G204100	AL1G49870
OG0000521	Np003G176230	AL6G41520
OG0000521	Np004G232310, Np002G073540	AL2G38650
OG0000522	Np004G205820	AL1G47250
OG0000522	Np003G178580	AL6G44590
OG0000522	Np003G178570	AL6G44560
OG0000522	Np003G178600	AL6G44600
OG0000523	Np001G067730	AL5G44260
OG0000523	Np001G067720	AL5G44250
OG0000524	Np007G414910, Np007G414950	AL3G19190
OG0000524	Np001G018020	AL8G20800
OG0000525	Np002G073270	AL2G38970
OG0000525	Np004G192850	AL1G62050
OG0000526	Np001G047600	AL5G27060
OG0000527	Np005G306770, Np005G305770, Np005G306900	AL7G42710, AL7G42590
OG0000529	Np003G150630	AL6G33540
OG0000530	Np004G249530, Np004G249410, Np003G144290	AL6G28150, AL6G28110, AL6G28160
OG0000532	Np005G304820	AL3G20980
OG0000532	Np005G306660, Np005G305110	AL34U10120
OG0000532	Np006G330270	nbis-gene-2054
OG0000533	Np005G261250, Np006G369990	AL7G11160
OG0000534	Np002G119620	AL2G13690, AL3G48150, AL2G14040, AL2G14030, AL2G13700
OG0000535	Np002G087460, Np001G026080, Np001G026060, Np001G026090, Np002G117340	AL2G15360
OG0000535	Np001G026100	AL5G11360, AL5G11380
OG0000537	Np003G185370	AL6G49630
OG0000537	Np005G307590	AL9U11650
OG0000538	Np006G326730, Np003G153770	AL4G42400
OG0000539	Np001G000020	AL8G45700
OG0000539	Np006G360600	AL4G25540, AL4G25570, AL4G25550
OG0000540	Np006G360630	AL4G24060
OG0000541	Np007G414370	AL4G23730
OG0000541	Np006G360540	AL41U10060, AL4G23920, AL41U10050, AL4G23710, AL4G23910, AL4G23850
OG0000542	Np004G198940	AL1G55560
OG0000542	Np007G423250	AL3G11930
OG0000543	Np006G365660, Np001G044830	nbis-gene-965, nbis-gene-977, AL4G18590, AL4G14960, AL8G17380, AL4G14950
OG0000544	Np004G254830	AL1G15030
OG0000545	Np002G078500	AL2G34940
OG0000545	Np002G078560	AL2G34930
OG0000546	Np007G376380	AL3G49890
OG0000547	Np003G181300	AL6G46340, AL6G46460
OG0000547	Np005G284770	AL7G33960, AL7G34070
OG0000550	Np001G054750, Np006G339520	AL4G32270
OG0000550	Np003G166830, Np004G192230	AL1G62640
OG0000551	Np001G004080	AL8G42200
OG0000551	Np005G261440	AL7G11340
OG0000551	Np003G136120	AL6G20280
OG0000552	Np004G230230	AL1G37200
OG0000552	Np006G321880	AL5G45000
OG0000553	Np004G207840, Np004G207340, Np004G207920, Np004G207120, Np004G207480	AL1G48390
OG0000553	Np004G207260, Np004G207680	AL1G48360
OG0000554	Np002G118220	AL2G14670
