Orthogroup	Noccaea_praecox	Cardamine_hirsuta
OG0000284	Np007G417960	CARHR119540, CARHR119080, CARHR102130, CARHR101660, CARHR102230, CARHR102520, CARHR264270, CARHR180810
OG0000288	Np002G076120, Np007G410970	CARHR112900
OG0000288	Np006G324750	CARHR112590
OG0000290	Np007G394710	CARHR157630, CARHR283740, CARHR094030, CARHR112470
OG0000290	Np001G003170, Np004G255370	CARHR279290, CARHR058360
OG0000294	Np007G392540	CARHR092710
OG0000294	Np006G338230	CARHR131330
OG0000294	Np003G187470	CARHR249810
OG0000295	Np007G379540, Np006G342510	CARHR089620, CARHR089630
OG0000296	Np006G337510	CARHR073970
OG0000296	Np003G144510	CARHR168030
OG0000297	Np004G201930	CARHR121660, CARHR121670, CARHR121680, CARHR121720
OG0000297	Np003G151840	CARHR274100
OG0000297	Np007G397060	CARHR095150
OG0000298	Np005G316810	CARHR089970
OG0000299	Np006G367710	CARHR119900
OG0000299	Np004G208320	CARHR071990
OG0000299	Np004G190450	CARHR045650
OG0000300	Np007G389150	CARHR103190, CARHR103130
OG0000301	Np004G225550, Np006G356740, Np004G197240, Np002G077850, Np007G412040, Np002G074480, Np003G156020, Np005G314010	CARHR263710, CARHR257150
OG0000301	Np001G031450	CARHR113850, CARHR159730
OG0000303	Np002G108940	CARHR286360
OG0000304	Np001G038540, Np005G309560	CARHR031350, CARHR031360
OG0000304	Np001G038750	CARHR178140, CARHR177400, CARHR221590
OG0000308	Np004G238420	CARHR018220
OG0000308	Np005G316710	CARHR262010, CARHR018200
OG0000310	Np003G153250, Np003G152770	CARHR157270
OG0000310	Np003G152090, Np001G045800, Np003G152100	CARHR036840, CARHR183820, CARHR273750, CARHR273860, CARHR118680, CARHR285940
OG0000311	Np003G143670	CARHR196640
OG0000311	Np004G199430	CARHR038100
OG0000311	Np007G393150	CARHR093170
OG0000311	Np005G312280	CARHR215260
OG0000311	Np002G095870	CARHR292180
OG0000313	Np004G198950, Np004G198980	CARHR038820
OG0000314	Np004G255460	CARHR004130
OG0000314	Np004G255440	CARHR004140
OG0000314	Np006G357690	CARHR127110
OG0000316	Np006G331500	CARHR135700
OG0000319	Np005G304330	CARHR274060
OG0000319	Np003G151880, Np005G304320, Np004G196850, Np005G304300	CARHR204750, CARHR007730
OG0000321	Np004G208960	CARHR215670
OG0000322	Np002G073460	CARHR071920
OG0000322	Np004G239000, Np004G204080	CARHR017730
OG0000322	Np006G331820, Np002G082860	CARHR260510, CARHR135390
OG0000323	Np003G162270	CARHR267340
OG0000323	Np005G277410	CARHR235370
OG0000323	Np005G277420, Np005G277440	CARHR235360
OG0000325	Np005G299960	CARHR102540
OG0000325	Np005G299980	CARHR034450, CARHR145800
OG0000327	Np002G097600, Np001G057660, Np001G057680, Np001G057670	CARHR164480, CARHR164490
OG0000328	Np005G304570	CARHR220880
OG0000328	Np005G314440	CARHR263560, CARHR263570
OG0000329	Np001G066400	CARHR096590, CARHR167680
OG0000330	Np007G378870	CARHR169770, CARHR152730
OG0000330	Np001G049070, Np001G049100	CARHR170350
OG0000332	Np003G147860	CARHR193130, CARHR193110
OG0000334	Np001G056660	CARHR163740
OG0000334	Np006G336790	CARHR131810
OG0000335	Np004G255090	CARHR004430
OG0000335	Np004G203620	CARHR223360, CARHR035800
OG0000335	Np004G210810	CARHR027470
OG0000336	Np002G081720	CARHR065880
OG0000338	Np002G112620, Np002G111810, Np004G249560	CARHR183900
OG0000339	Np005G283750	CARHR230740
OG0000339	Np004G259200	CARHR000730
OG0000339	Np006G323420	CARHR141230
OG0000340	Np006G326900	CARHR138610
OG0000340	Np006G326830, Np006G326880	CARHR138630
OG0000340	Np006G326810	CARHR138640
OG0000342	Np005G318870	CARHR213880, CARHR291940, CARHR288130, CARHR262360
OG0000344	Np001G013610, Np001G013620, Np001G041870	CARHR187250, CARHR187260
OG0000345	Np004G244940	CARHR012980
OG0000345	Np004G245050	CARHR012960, CARHR035980
OG0000345	Np004G244950, Np004G245040	CARHR012970
OG0000346	Np003G161270	CARHR266760, CARHR284830
OG0000347	Np005G279340, Np007G409890, Np005G279350, Np007G409880	CARHR086360
OG0000349	Np005G267200	CARHR244070
OG0000349	Np006G364070	CARHR107940, CARHR291770, CARHR107950
OG0000350	Np004G212930	CARHR029110
OG0000351	Np007G379020, Np007G378990	CARHR089280
OG0000351	Np007G388910, Np001G008310	CARHR033160
OG0000351	Np002G084610	CARHR203560
OG0000351	Np001G009150	CARHR275230
OG0000352	Np004G239260	CARHR017440
OG0000352	Np002G116100	CARHR052660, CARHR053720
OG0000355	Np002G071660	CARHR073530, CARHR073430
OG0000356	Np001G014370, Np004G217270, Np004G217180, Np004G217110	CARHR186490, CARHR186690
OG0000358	Np004G256010	CARHR203870, CARHR003600
OG0000358	Np003G135720	CARHR203890
OG0000360	Np001G001460	CARHR289020
OG0000361	Np007G410320	CARHR086030
OG0000361	Np003G128980	CARHR099850
OG0000362	Np002G098770	CARHR062750
OG0000363	Np005G261020	CARHR288410
OG0000368	Np005G269260	CARHR245730
OG0000368	Np005G269240	CARHR245720
OG0000368	Np005G269270	CARHR058590, CARHR058530, CARHR058550, CARHR245740
OG0000368	Np005G269280	CARHR245750
OG0000369	Np003G152480, Np004G251590	CARHR154410, CARHR123820
OG0000370	Np004G239190	CARHR017550
OG0000370	Np004G239200	CARHR017540
OG0000370	Np004G239180	CARHR017510
OG0000370	Np005G280980, Np005G280970, Np005G280960, Np005G280940, Np005G280920	CARHR216970, CARHR185400, CARHR232710
OG0000371	Np006G321660, Np003G162330	CARHR025430, CARHR142610
OG0000371	Np005G306140	CARHR011690
OG0000371	Np006G321270, Np006G321650	CARHR142620
OG0000372	Np005G278400, Np005G278420, Np005G278410, Np005G278390	CARHR058020, CARHR234800, CARHR234790, CARHR289410, CARHR289420
OG0000374	Np006G361320	CARHR041650, CARHR259760
OG0000377	Np002G116500	CARHR051700
OG0000377	Np002G116540	CARHR051720
OG0000377	Np002G116470, Np002G090780	CARHR011030
OG0000377	Np002G116530	CARHR051710
OG0000379	Np004G234080	CARHR292240
OG0000380	Np002G123760	CARHR046830, CARHR048520, CARHR048430
OG0000380	Np006G361900	CARHR048090, CARHR048540
OG0000383	Np004G211550	CARHR028050, CARHR028080
OG0000384	Np004G194020	CARHR043000
OG0000386	Np001G056060	CARHR163180
OG0000386	Np001G022850, Np001G022830, Np001G022820	CARHR147230
OG0000386	Np004G197570	CARHR163190
OG0000386	Np001G056100	CARHR260720, CARHR163200
OG0000387	Np006G327210	CARHR138330
OG0000387	Np003G184710	CARHR224500
OG0000387	Np006G326120	CARHR138350
OG0000388	Np003G141230, Np006G332610, Np001G004990, Np001G005010, Np006G332630	CARHR101890
OG0000389	Np005G317960	CARHR054890
OG0000389	Np001G063260	CARHR168790
OG0000390	Np001G010580	CARHR153480, CARHR190050, CARHR179180
OG0000390	Np003G162420, Np003G162400	CARHR267450
OG0000390	Np007G396900, Np007G396890	CARHR095050
OG0000390	Np007G392350, Np007G392370, Np007G392400, Np007G378210	CARHR092870, CARHR151230
OG0000391	Np004G232330	CARHR022750
OG0000391	Np004G232380	CARHR022740
OG0000391	Np004G232430	CARHR022720
OG0000392	Np001G051590, Np001G051560	CARHR159640, CARHR159630, CARHR159620
OG0000396	Np001G019970	CARHR292620
OG0000398	Np004G191370, Np004G191380, Np004G191360	CARHR044860, CARHR044870
OG0000400	Np001G020000	CARHR158010
OG0000400	Np005G272210, Np005G272200, Np005G272220	CARHR100730
OG0000403	Np002G115780	CARHR052710, CARHR052720
OG0000403	Np003G137600	CARHR052680
OG0000404	Np006G339530, Np001G054740, Np003G131430, Np007G410290	CARHR130390, CARHR206830, CARHR086060
OG0000406	Np003G144160	CARHR196180
OG0000406	Np002G105970, Np002G112240	CARHR170190
OG0000408	Np006G365350, Np006G365360	CARHR117270
OG0000409	Np005G319770, Np004G196970	CARHR170770
OG0000409	Np006G336340	CARHR235030
OG0000410	Np002G118080	CARHR055150, CARHR050950, CARHR050960, CARHR050930
OG0000411	Np002G119350	CARHR050150
OG0000411	Np007G389260	CARHR103290
OG0000411	Np003G183560	CARHR252910
OG0000412	Np003G163330	CARHR267950
OG0000412	Np005G278350	CARHR234870
OG0000412	Np004G196050	CARHR041080
OG0000412	Np007G380350	CARHR096480
OG0000413	Np007G407430	CARHR088190
OG0000413	Np005G279440	CARHR233890
OG0000414	Np004G225620	CARHR025540, CARHR025530
OG0000415	Np007G378170	CARHR186080
OG0000416	Np006G355480, Np006G355650, Np006G355470, Np006G355660	CARHR125400, CARHR125380
OG0000420	Np006G331960	CARHR135310
OG0000421	Np005G314770, Np005G314820, Np005G314810, Np005G314850	CARHR103170, CARHR263230, CARHR263240, CARHR263250
OG0000421	Np005G314760	CARHR263220
OG0000422	Np004G249670, Np001G044100	CARHR009470
OG0000423	Np002G082000	CARHR065650
OG0000423	Np004G191630	CARHR044630
OG0000423	Np007G406460	CARHR088730
OG0000424	Np003G185160	CARHR251850
OG0000424	Np003G185190	CARHR251840
OG0000425	Np004G193780	CARHR043170, CARHR103140
OG0000425	Np007G409560	CARHR086550, CARHR179580
OG0000426	Np002G102930	CARHR284410
OG0000427	Np002G073180	CARHR072170
OG0000429	Np001G012860	CARHR188110
OG0000429	Np003G137770	CARHR202110
OG0000429	Np006G363880	CARHR115900
OG0000430	Np007G377070	CARHR106810
OG0000430	Np005G265490	CARHR243160
OG0000430	Np006G371120	CARHR111960
OG0000431	Np002G113550	CARHR284150
OG0000431	Np004G248890	CARHR010120
OG0000431	Np004G248900	CARHR010110
OG0000432	Np003G165250	CARHR265630
OG0000435	Np004G236930	CARHR104640
OG0000436	Np005G279590	CARHR233780
OG0000436	Np003G157260	CARHR270460
OG0000436	Np007G372950	CARHR110190
OG0000437	Np004G206680	CARHR033100
OG0000437	Np004G206690	CARHR033080
OG0000437	Np004G206660, Np004G206670, Np001G036170	CARHR033050
OG0000438	Np003G182660	CARHR253620
OG0000439	Np004G253720	CARHR005550
OG0000439	Np001G064720	CARHR169860
OG0000439	Np006G355120	CARHR125020
OG0000440	Np003G128340, Np003G128320, Np003G144800	CARHR195730
OG0000440	Np007G422200	CARHR077420
OG0000440	Np004G198320	CARHR077430
OG0000441	Np007G390830	CARHR091670
OG0000441	Np007G390750	CARHR091630, CARHR091640
OG0000442	Np005G260740	CARHR147790, CARHR156510, CARHR220790, CARHR147780
OG0000442	Np001G047650	CARHR147800
OG0000446	Np001G007230	CARHR276320
OG0000446	Np001G025190	CARHR145200
OG0000446	Np004G242300	CARHR014840
OG0000447	Np007G404710	CARHR090020
OG0000447	Np006G343160	CARHR128030
OG0000447	Np004G211530	CARHR028030
OG0000448	Np001G033730	CARHR174500
OG0000449	Np001G045710	CARHR154370
OG0000449	Np003G152360	CARHR273500
OG0000449	Np001G045700	CARHR154360
OG0000449	Np003G152370	CARHR273490
OG0000452	Np005G273480	CARHR238190
OG0000454	Np003G165150	CARHR265700, CARHR265680, CARHR265690
OG0000455	Np004G233010	CARHR022280, CARHR213610, CARHR022850
OG0000456	Np007G387920, Np004G226780, Np003G132300	CARHR180690, CARHR206570
OG0000457	Np003G139280	CARHR200680
OG0000457	Np003G163930, Np003G164080, Np003G164050	CARHR266510
OG0000459	Np005G287320, Np005G287280	CARHR254770, CARHR227580, CARHR221090, CARHR227590, CARHR227570, CARHR227620
OG0000459	Np005G287330, Np005G287340	CARHR227560, CARHR254740
OG0000461	Np004G206830, Np004G259930	CARHR000130
OG0000461	Np004G259940	CARHR000120
OG0000461	Np006G336810, Np006G336820, Np006G336800	CARHR131830
OG0000462	Np007G374660	CARHR209710, CARHR209720
OG0000463	Np001G046500, Np001G046440, Np001G046450	CARHR154970, CARHR155030
OG0000463	Np001G046420	CARHR155150, CARHR155070, CARHR155100
OG0000466	Np006G324970	CARHR140210
OG0000466	Np006G324960	CARHR140230
OG0000468	Np001G057840	CARHR164620
OG0000468	Np006G357390	CARHR126780
OG0000468	Np006G334580	CARHR133660
OG0000471	Np004G211890	CARHR028400
OG0000472	Np005G317120, Np005G317110, Np005G317080, Np005G317060	CARHR261860, CARHR261870
OG0000472	Np005G317040, Np005G316840	CARHR261880, CARHR261890
OG0000473	Np006G321410	CARHR142770
OG0000473	Np001G068690	CARHR172740
OG0000473	Np005G317530	CARHR261710
OG0000474	Np001G010930, Np001G049630	CARHR189790
OG0000474	Np006G366370	CARHR157730, CARHR118230, CARHR238640
OG0000475	Np002G122020, Np002G121880, Np002G122230, Np002G121910, Np002G121940	CARHR048280
OG0000475	Np002G122010	CARHR048290, CARHR048270
OG0000476	Np001G012720	CARHR274050, CARHR130790, CARHR187530, CARHR188130, CARHR187940
OG0000476	Np001G013200, Np001G012730	CARHR187930
OG0000477	Np003G154550, Np003G132840, Np006G335660	CARHR206050, CARHR132920, CARHR272250, CARHR107490
OG0000481	Np002G118670	CARHR050610
OG0000481	Np002G101110	CARHR219220
OG0000482	Np002G093240	CARHR059540
OG0000482	Np005G313460	CARHR214170
OG0000483	Np003G159730, Np003G159870	CARHR268750
OG0000483	Np003G159720, Np003G159710	CARHR268770, CARHR268760
OG0000486	Np006G323370, Np006G336630	CARHR166240, CARHR166160
OG0000487	Np006G346030	CARHR127370
OG0000489	Np007G416580, Np007G418540	CARHR284350
OG0000490	Np004G258020, Np004G258340	CARHR001520, CARHR000930, CARHR001530
OG0000491	Np003G150780	CARHR190880
OG0000491	Np003G150790	CARHR190870, CARHR190860
OG0000492	Np003G157160	CARHR032570, CARHR105980, CARHR105990
OG0000496	Np008G426990	CARHR052930, CARHR216890, CARHR154020, CARHR104360, CARHR121700, CARHR054710, CARHR216860
OG0000497	Np007G399200	CARHR056780
OG0000498	Np003G163900	CARHR266530
OG0000498	Np005G277130	CARHR235590, CARHR027440
OG0000499	Np005G291890	CARHR225130
OG0000499	Np007G405570	CARHR089350
OG0000500	Np004G236390	CARHR177600, CARHR177550
OG0000500	Np004G236400, Np001G038420	CARHR177610, CARHR177580
OG0000501	Np004G203910	CARHR287270
OG0000503	Np002G115090, Np005G318520	CARHR220240, CARHR220250, CARHR220260
OG0000504	Np003G126850	CARHR210740
OG0000504	Np007G413350	CARHR083900
OG0000506	Np003G131500	CARHR179040, CARHR206880
OG0000506	Np002G083270, Np002G083280	CARHR064690
OG0000507	Np002G078910, Np002G121110	CARHR052650
OG0000507	Np002G123330	CARHR292080
OG0000508	Np006G327700	CARHR134960, CARHR061710
OG0000510	Np002G116120	CARHR288780, CARHR052490, CARHR289000, CARHR288820, CARHR052480, CARHR288790, CARHR288930
OG0000511	Np007G382620	CARHR097980
OG0000511	Np005G303470	CARHR221890
OG0000511	Np002G120210	CARHR049420
OG0000512	Np005G283790	CARHR230700
OG0000513	Np001G056460	CARHR163540
OG0000513	Np001G045750	CARHR154420
OG0000513	Np003G152500	CARHR273420
OG0000515	Np004G190200	CARHR045880
OG0000521	Np004G204100	CARHR034110
OG0000521	Np003G176230	CARHR260010
OG0000521	Np002G073540	CARHR071770
OG0000522	Np004G205820	CARHR032270
OG0000522	Np003G178580	CARHR256050
OG0000522	Np003G178600	CARHR256030
OG0000523	Np006G322790	CARHR141810
OG0000523	Np001G067730	CARHR172050
OG0000523	Np001G067720	CARHR172040
OG0000524	Np007G414900, Np005G309320	CARHR082540
OG0000524	Np007G414910, Np007G414950	CARHR082530
OG0000524	Np001G018020	CARHR184200
OG0000525	Np002G073270	CARHR072060
OG0000525	Np004G239210	CARHR017500
OG0000525	Np004G192850	CARHR043730
OG0000526	Np001G047600	CARHR156460
OG0000527	Np005G306750	CARHR219800
OG0000527	Np005G306910	CARHR219720, CARHR219700
OG0000529	Np003G150630	CARHR035960
OG0000529	Np001G044310	CARHR151360
OG0000530	Np004G249530, Np004G249410, Np003G144290	CARHR196080
OG0000530	Np007G422370, Np007G422270	CARHR196090
OG0000532	Np005G304820	CARHR112600
OG0000532	Np005G317480	CARHR247170
OG0000532	Np005G306660, Np005G305110	CARHR050090
OG0000532	Np006G330270	CARHR182050, CARHR254560, CARHR176360, CARHR224730
OG0000532	Np005G317420	CARHR185080
OG0000533	Np005G261250, Np006G369990	CARHR112530
OG0000534	Np002G119620	CARHR049900
OG0000535	Np002G117340	CARHR144790, CARHR052230
OG0000537	Np003G185370	CARHR251740
OG0000538	Np006G326730, Np003G153770	CARHR138740
OG0000539	Np001G000020	CARHR053020
OG0000539	Np006G360600	CARHR124120, CARHR124130, CARHR124150
OG0000540	Np006G360630	CARHR122730, CARHR122750
OG0000541	Np006G360540	CARHR122640, CARHR122630, CARHR122450, CARHR122440
OG0000542	Np003G143150	CARHR197170
OG0000542	Np004G198940	CARHR038830
OG0000542	Np007G423250	CARHR076570
OG0000543	Np006G365660, Np001G044830	CARHR117600, CARHR117550
OG0000544	Np004G254830, Np004G254780, Np004G254810	CARHR004720
OG0000545	Np002G078500	CARHR068380
OG0000545	Np002G078560	CARHR068370, CARHR288980, CARHR288990
OG0000546	Np007G376380	CARHR293380
OG0000547	Np003G181300	CARHR254600, CARHR254540, CARHR254550
OG0000550	Np003G166830, Np004G192230	CARHR044240
OG0000551	Np001G004080	CARHR278730
OG0000551	Np005G261440	CARHR247360
OG0000551	Np003G136120	CARHR203480
OG0000552	Np006G321880	CARHR172580
OG0000553	Np004G207850, Np004G207110	CARHR033230
OG0000553	Np004G207840, Np004G207340, Np004G207920, Np004G207120, Np004G207480	CARHR033290
OG0000553	Np004G207460	CARHR033280
OG0000553	Np004G207260, Np004G207680	CARHR033250
OG0000554	Np001G042670	CARHR035310, CARHR181990
OG0000554	Np002G112730, Np002G118220	CARHR050810
OG0000555	Np003G182070	CARHR255750, CARHR254040, CARHR254030, CARHR256630
OG0000555	Np002G116570	CARHR054900
OG0000556	Np007G387580	CARHR101180
OG0000557	Np001G065760	CARHR170590
OG0000557	Np006G325260	CARHR140000
OG0000558	Np006G337850	CARHR052330
OG0000558	Np006G347620, Np006G353170, Np006G352480	CARHR102980
OG0000559	Np003G127110	CARHR210420
OG0000559	Np007G378410	CARHR015050, CARHR210690, CARHR210580
OG0000560	Np003G152880	CARHR273000, CARHR273010
OG0000561	Np001G003610	CARHR278990, CARHR278980
OG0000562	Np007G418000	CARHR080300
OG0000562	Np003G141560	CARHR198680
OG0000562	Np001G014270	CARHR186820
OG0000563	Np005G312360	CARHR215210
OG0000564	Np005G271440	CARHR239580
OG0000564	Np006G365100	CARHR117100
OG0000564	Np006G365200, Np006G365080, Np006G365220	CARHR117130
OG0000565	Np004G228620	CARHR198270, CARHR198280
OG0000565	Np002G085990	CARHR263620, CARHR063120, CARHR063110
OG0000565	Np002G085980	CARHR024590
OG0000566	Np003G148600	CARHR192260, CARHR192500
OG0000566	Np003G148820	CARHR192240
OG0000566	Np003G148810	CARHR192270
OG0000570	Np007G423940	CARHR076040
OG0000570	Np003G134070	CARHR197790
OG0000571	Np003G151390	CARHR274450
OG0000571	Np004G251280	CARHR007910
OG0000572	Np001G045840	CARHR065140, CARHR154580
OG0000572	Np002G080890, Np002G080880	CARHR262730, CARHR066650, CARHR066630
OG0000573	Np004G194890	CARHR042250
OG0000574	Np005G297640, Np005G297620	CARHR034500, CARHR120350
OG0000575	Np001G043700, Np005G264060, Np002G091560	CARHR187460
OG0000578	Np004G248330	CARHR010580
OG0000578	Np002G114940	CARHR053260
OG0000578	Np002G086070	CARHR063060
OG0000579	Np005G280250	CARHR233190
OG0000580	Np006G325880	CARHR139380
OG0000582	Np003G150520	CARHR155630, CARHR191090
OG0000582	Np004G250990	CARHR008240
OG0000583	Np006G355060	CARHR005640, CARHR124970
OG0000583	Np004G253630	CARHR005650
OG0000584	Np001G040230	CARHR179130
OG0000584	Np005G276330	CARHR236290, CARHR111080
OG0000585	Np007G402940, Np007G405290, Np006G342010, Np004G213180	CARHR128570, CARHR089580, CARHR029430
OG0000586	Np001G042940	CARHR180450
OG0000587	Np003G187920	CARHR250190
OG0000587	Np006G322270	CARHR142210
OG0000587	Np004G258420	CARHR001430
OG0000588	Np007G404890	CARHR089880
OG0000588	Np006G328260	CARHR137740
OG0000588	Np004G193210	CARHR043540
OG0000589	Np003G152530	CARHR273400
OG0000589	Np001G045760	CARHR154440, CARHR154430
OG0000590	Np001G014720, Np001G014510	CARHR002150
OG0000592	Np004G199190	CARHR038260
OG0000592	Np007G393760	CARHR093430
OG0000592	Np004G237800	CARHR018660
OG0000593	Np001G046810	CARHR071980
OG0000593	Np006G358690	CARHR152220, CARHR152190
OG0000594	Np001G048370	CARHR157090, CARHR157100
OG0000595	Np001G044160	CARHR151600
OG0000595	Np003G150480	CARHR191110, CARHR117250
OG0000596	Np003G148230, Np003G160400	CARHR192820
OG0000597	Np006G348250, Np006G354670, Np006G354370, Np006G348650, Np006G347920, Np006G352790	CARHR124410
OG0000597	Np006G354380, Np006G348640	CARHR124720
OG0000600	Np003G157370	CARHR270290
OG0000600	Np005G275230	CARHR237140
OG0000601	Np003G142410	CARHR197820
OG0000601	Np005G315020	CARHR263090
OG0000601	Np001G018800	CARHR154070
OG0000602	Np003G127540	CARHR272090
OG0000602	Np001G056000	CARHR163070
OG0000604	Np006G321040	CARHR173130
OG0000604	Np005G281430	CARHR232350
