Orthogroup	Alyssum_gmelinii	Erysimum_linariifolium
OG0000209	Ag004G398980, Ag004G398780, Ag004G398970	El004G207330, El004G207320, El004G207280, El004G207300, El004G207310
OG0000210	Ag006G499160, Ag006G499150, Ag006G499180	El005G269850
OG0000210	Ag003G280570, Ag003G273400	El001G038680, El001G038660, El002G139080, El001G069350
OG0000210	Ag007G588470	El006G298860
OG0000210	Ag007G588480	El006G297290, El006G297480, El006G298870, El006G298840
OG0000213	Ag003G236750, Ag003G236500, Ag003G236780, Ag003G236530	El004G225470, El004G225480
OG0000213	Ag003G288980	El006G319110, El006G319120, El006G319100, El006G319080
OG0000214	Ag007G604980	El001G033600
OG0000214	Ag006G510210	El001G007470, El006G314950, El003G174420
OG0000218	Ag004G322150	El002G099000, El002G099030, El002G099010
OG0000218	Ag004G322240, Ag004G322160, Ag004G322180, Ag004G322280, Ag004G322290	El002G099020
OG0000218	Ag004G318250, Ag006G542090, Ag006G547060	El001G040840, El001G040850
OG0000219	Ag004G357760	El004G216370
OG0000219	Ag006G565670	El007G327350
OG0000219	Ag008G724120	El007G339360
OG0000220	Ag002G172490	El004G196230
OG0000220	Ag001G093870	El008G369090
OG0000220	Ag002G179690	El004G208200, El001G037770
OG0000221	Ag002G190080	El001G033300
OG0000221	Ag004G396450	El008G369870, El001G033310
OG0000224	Ag003G217560, Ag003G217550, Ag001G013260, Ag003G217250, Ag003G217260, Ag003G217440, Ag003G217450	El004G230600, El004G230590
OG0000224	Ag003G270550	El005G267900
OG0000224	Ag004G383650	El004G196560, El004G196620, El004G196600
OG0000225	Ag007G582040	El002G115500
OG0000226	Ag004G375340, Ag002G168080, Ag002G140350	El002G084730
OG0000226	Ag001G000690, Ag004G337830, Ag005G429260, Ag005G429270, Ag001G000670	El003G167740, El003G167670, El003G167790
OG0000226	Ag001G000200	El002G110920
OG0000228	Ag004G341460	El001G048740, El001G048760
OG0000228	Ag004G379170	El002G108430
OG0000228	Ag004G344160	El004G222520
OG0000228	Ag004G344130	El004G222650
OG0000229	Ag003G260760	El002G136110, El002G136100, El002G136060, El002G136090, El001G062630, El002G136050
OG0000231	Ag001G058920	El003G188200
OG0000234	Ag001G076970	El001G026000
OG0000234	Ag001G076940	El001G025990
OG0000234	Ag001G076930	El001G025980
OG0000234	Ag007G612020	El001G068080
OG0000235	Ag004G314680	El002G130000
OG0000235	Ag005G460880	El002G130030
OG0000238	Ag001G044490, Ag001G046770	El006G319450
OG0000239	Ag007G588290, Ag002G178990	El006G298680
OG0000242	Ag004G319220	El002G097950
OG0000242	Ag004G319640	El002G097970
OG0000242	Ag004G319270	El002G097940
OG0000243	Ag006G546880, Ag001G023030, Ag003G265410, Ag005G430630	El002G131050, El001G012090
OG0000244	Ag006G567480	El003G163990
OG0000244	Ag002G138420, Ag002G137630	El001G005180
OG0000244	Ag006G567460, Ag006G567470	El003G164000
OG0000244	Ag002G137640, Ag002G138410	El001G005160
OG0000248	Ag004G367480	El004G205450
OG0000248	Ag001G081600	El001G027800
OG0000249	Ag002G168420, Ag002G179380	El001G010190, El001G010200
OG0000249	Ag001G071720	El001G023760
OG0000250	Ag003G292650	El004G221440, El004G221420, El004G221410, El004G221430, El004G221620, El004G221570
OG0000250	Ag001G093460	El001G057760, El001G032560, El001G032520, El001G032550
OG0000250	Ag001G093470	El001G032540, El001G032510
OG0000252	Ag002G201630, Ag002G201600	El002G140500
OG0000254	Ag002G185420	El006G290360, El006G289630, El001G046370
OG0000256	Ag002G186750, Ag002G186710, Ag002G186740	El001G005740
OG0000256	Ag002G186760, Ag002G186720	El001G045880, El006G315950
OG0000256	Ag002G182840, Ag002G182690, Ag002G182780	El002G127370, El007G348390, El007G354980, El007G348590, El007G348510, El007G348440, El007G348630, El007G348410, El007G348460
OG0000256	Ag002G187030, Ag002G187040, Ag002G187060, Ag002G187050, Ag008G691560	El006G289100
OG0000257	Ag001G081770, Ag001G081780	El004G209770
OG0000257	Ag005G475480, Ag005G476080, Ag005G425180, Ag005G475490, Ag005G476060, Ag005G476070, Ag005G475200	El003G190500
OG0000258	Ag002G175550	El001G040630, El001G040650
OG0000258	Ag008G702170	El007G334450
OG0000258	Ag004G336180	El001G040670
OG0000260	Ag006G496380	El006G317920, El001G008590
OG0000261	Ag003G219570, Ag004G326950, Ag004G375490, Ag003G239490, Ag004G331870, Ag006G536380, Ag008G698410, Ag001G057350, Ag001G052420, Ag004G377650, Ag008G706730, Ag006G537070, Ag007G581550, Ag008G677220, Ag002G165990, Ag004G394360, Ag004G389380, Ag006G571670, Ag005G456880, Ag005G456900, Ag003G265440, Ag004G353120, Ag002G162670	El003G172830, El007G338290, El003G149370, El007G343030, El003G186040
OG0000264	Ag002G129660	El001G003610
OG0000264	Ag002G129760, Ag002G129810	El001G004700
OG0000264	Ag007G599430	El001G003620
OG0000266	Ag001G078180, Ag001G077260	El001G030730, El001G005860, El002G136470, El004G205750
OG0000266	Ag007G619580	El001G032330
OG0000267	Ag004G311330	El006G303900, El006G300950, El006G300970
OG0000268	Ag008G659990	El001G037050
OG0000268	Ag007G590690, Ag006G555210, Ag004G378430	El004G198500
OG0000268	Ag007G590680, Ag007G590670, Ag004G378440, Ag006G555200	El001G037010
OG0000268	Ag006G492050	El001G081300
OG0000268	Ag001G074460	El001G024850
OG0000270	Ag003G282610	El005G273730
OG0000270	Ag003G225130	El002G104230
OG0000270	Ag004G333220	El004G228250
OG0000271	Ag001G022460, Ag001G022490	El002G111590
OG0000271	Ag004G382710	El006G308350
OG0000271	Ag007G630990	El001G055480
OG0000271	Ag004G372550	El001G079640
OG0000273	Ag001G024480, Ag001G025220, Ag007G591170, Ag004G336120	El003G184360
OG0000273	Ag001G025260	El003G181450
OG0000274	Ag001G037550, Ag008G709540, Ag008G709790	El007G331270
OG0000274	Ag007G593920, Ag007G593930, Ag007G593900	El006G303380, El006G303400
OG0000275	Ag005G439960	El005G260480
OG0000276	Ag006G560660	El003G165590
OG0000277	Ag001G032920	El003G172500, El003G172490
OG0000278	Ag008G707160, Ag008G707170, Ag008G718330, Ag008G718700, Ag008G718650, Ag008G702890, Ag008G704070	El004G194450, El004G194550, El004G194420
OG0000280	Ag001G014510	El002G123550
OG0000281	Ag001G016930, Ag001G016850	El002G134210, El002G134220
OG0000282	Ag007G599590	El001G074240
OG0000282	Ag007G599660	El001G074210
OG0000283	Ag007G587950	El007G358960
OG0000284	Ag001G030880, Ag001G029500, Ag007G629010	El001G051110
OG0000285	Ag007G645850, Ag005G415910	El005G252080
OG0000287	Ag005G444110	El005G258960
OG0000287	Ag005G444010, Ag005G442790	El005G259010
OG0000287	Ag005G442830, Ag005G444040	El005G259030, El005G259040
OG0000288	Ag003G214960, Ag005G478520, Ag005G476300, Ag003G214920, Ag003G214930, Ag003G214970, Ag005G479220	El005G236820, El005G237970, El002G127980
OG0000290	Ag005G447400, Ag001G064900, Ag005G450080, Ag005G453470, Ag005G453460	El005G255960
OG0000290	Ag008G713350, Ag008G713310	El007G324830
OG0000294	Ag005G458030	El005G254320
OG0000294	Ag002G169270	El006G293670
OG0000294	Ag002G204660	El006G280820
OG0000294	Ag006G513280	El001G002070
OG0000294	Ag004G299490, Ag004G299500	El002G084190
OG0000295	Ag005G465340, Ag005G465350, Ag005G465370	El004G213700, El004G213760
OG0000297	Ag003G261170, Ag003G289210, Ag002G173860, Ag002G174020, Ag003G288940	El003G145640
OG0000297	Ag007G595310	El006G304920
OG0000297	Ag008G711840, Ag008G711790, Ag001G072030, Ag007G611180, Ag003G272910, Ag005G402300, Ag005G402290, Ag008G711950, Ag004G378870, Ag008G711910, Ag008G711870, Ag008G711810, Ag008G711970	El007G330520
OG0000297	Ag005G448670	El005G257220
OG0000298	Ag007G639970	El005G279100, El005G276710
OG0000299	Ag003G213780, Ag003G220100	El004G215990
OG0000300	Ag003G259820	El005G270370, El005G270380
OG0000300	Ag002G137460, Ag002G140980	El005G270340, El005G270320, El006G312490
OG0000301	Ag002G147210, Ag008G664500, Ag007G613760, Ag007G635580, Ag007G584880, Ag005G446360, Ag003G248110, Ag004G361030, Ag004G354370, Ag006G541230, Ag001G058420, Ag004G374750, Ag007G610080, Ag007G607650	El004G204460
OG0000303	Ag006G537950	El001G012020
OG0000303	Ag001G067100	El002G128090
OG0000304	Ag002G102400	El006G306670
OG0000305	Ag004G396440	El007G348050
OG0000308	Ag004G327780	El002G101740
OG0000308	Ag004G327720	El003G190640, El002G101720
OG0000310	Ag008G709240	El007G331450
OG0000310	Ag008G711030	El005G269120, El005G267120
OG0000311	Ag007G622820	El001G064420
OG0000311	Ag001G024940	El002G132070
OG0000311	Ag005G457020	El005G254740
OG0000313	Ag006G560670, Ag006G560940, Ag006G560690	El003G165600
OG0000313	Ag002G171170	El003G178140
OG0000313	Ag002G125840, Ag001G024170	El002G132590
OG0000313	Ag002G171160	El006G293390
OG0000314	Ag004G302930	El002G086800
OG0000314	Ag004G302940	El002G086810
OG0000316	Ag006G542900	El006G313460, El006G313430, El006G288940
OG0000316	Ag002G187300	El006G288750
OG0000316	Ag002G185950, Ag002G185990	El006G289040, El006G288950
OG0000319	Ag008G711750	El002G090600, El002G090610, El007G330560
OG0000321	Ag002G166480, Ag002G166840, Ag006G571830	El003G185430, El003G181320
OG0000322	Ag003G214240, Ag005G440770, Ag003G214260	El004G231760
OG0000322	Ag006G548230, Ag006G548240, Ag006G546460, Ag002G179620	El006G289270, El006G309790, El006G309860, El002G125390
OG0000323	Ag004G374930, Ag004G375010	El003G156470
OG0000323	Ag004G374940, Ag004G374900	El003G156480
OG0000324	Ag001G050420, Ag001G067070, Ag001G043590, Ag001G045980, Ag007G621190	El007G351620, El007G350030, El007G350080, El001G052560, El007G351640, El003G180670, El007G350040, El007G350060, El003G180650, El003G180660, El007G350050, El007G351610, El007G349580, El007G349590, El007G350070, El003G180640, El007G349560
OG0000327	Ag001G075570, Ag001G075560	El002G109100, El002G109110
OG0000327	Ag001G075710, Ag001G075680, Ag006G560580, Ag006G561400, Ag001G080110, Ag001G080070, Ag001G075500	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370
OG0000328	Ag001G036310	El003G174750
OG0000328	Ag003G276770, Ag003G276860, Ag003G276790, Ag003G276850, Ag003G276800, Ag003G276810	El003G188550
OG0000329	Ag001G078090	El006G284470, El003G174280
OG0000330	Ag001G092050	El001G031460
OG0000330	Ag001G082790, Ag001G082750, Ag001G082850	El001G031500
OG0000330	Ag007G612380, Ag001G092100	El001G031830, El001G031690, El001G031810, El001G031820, El006G283270
OG0000330	Ag001G093380	El001G031680
OG0000332	Ag001G016590, Ag001G016660	El002G134240
OG0000334	Ag001G073280	El001G024470
OG0000334	Ag002G173720	El006G292570
OG0000335	Ag005G473330, Ag005G473370	El005G246880
OG0000335	Ag007G583790	El002G113660
OG0000336	Ag004G327930	El002G101750
OG0000336	Ag003G238280	El004G225030
OG0000338	Ag004G367200, Ag004G310510, Ag004G310410	El004G205930, El004G205250, El002G092400, El002G092490
OG0000339	Ag006G548660, Ag006G545860	El002G083160, El003G161790
OG0000339	Ag002G202770	El006G282150
OG0000339	Ag001G094740	El001G033440
OG0000340	Ag002G197210	El006G285360
OG0000341	Ag002G159280	El002G106720
OG0000345	Ag004G316330	El002G096200, El002G096210
OG0000345	Ag007G592460	El002G096170
OG0000346	Ag007G592010, Ag007G592000, Ag005G410550	El003G185310, El007G346420
OG0000347	Ag008G704910, Ag008G704900, Ag008G704890, Ag008G704940, Ag008G704920, Ag008G704930, Ag008G704970, Ag008G704820, Ag008G704810, Ag008G704960, Ag008G704870, Ag008G704860, Ag008G704950, Ag008G704880, Ag008G704650, Ag008G704740, Ag008G704690, Ag005G472160, Ag005G472170	El005G267560, El005G247550
OG0000348	Ag007G649350	El004G225860, El007G346220, El004G225870
OG0000348	Ag003G227730, Ag008G695200	El003G159600, El003G182960
OG0000349	Ag003G286530, Ag008G692030	El003G146500
OG0000349	Ag002G114050, Ag002G121670	El004G214430, El004G214420, El004G214440
OG0000349	Ag003G286490, Ag003G286480	El002G127670, El002G127640
OG0000350	Ag001G069780	El002G115770
OG0000351	Ag008G726010, Ag008G725990	El007G329340
OG0000351	Ag008G726000	El002G121570
OG0000352	Ag004G325890	El006G309450
OG0000353	Ag004G299300, Ag003G211090, Ag004G381780, Ag001G053510, Ag008G672580	El001G081410
OG0000356	Ag002G144860, Ag005G416750, Ag001G055590, Ag003G238730	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640
OG0000358	Ag007G587560, Ag007G587550	El001G072550
OG0000359	Ag007G581430, Ag007G581460	El002G115950, El002G115980
OG0000359	Ag003G211770	El006G296860
OG0000360	Ag008G734820, Ag007G625370	El007G323130
OG0000361	Ag007G587740, Ag005G473000	El005G247030, El005G247020
OG0000362	Ag004G395330	El004G212950
OG0000362	Ag003G220950, Ag003G220700, Ag003G220970	El005G273570
OG0000362	Ag003G267940, Ag004G303110	El004G212880
OG0000362	Ag004G324530	El002G100150
OG0000363	Ag002G184600	El002G126200, El002G126220, El007G351340
OG0000368	Ag003G291010	El003G144810
OG0000368	Ag003G291060	El003G144750
OG0000369	Ag004G307530, Ag008G710170	El002G090430
OG0000370	Ag004G326160	El003G185270, El002G101090, El002G101100
OG0000370	Ag004G326130, Ag004G326140, Ag004G326120	El002G101070
OG0000370	Ag007G583890	El001G014550, El003G159300, El003G159280
OG0000371	Ag007G648580, Ag005G446940, Ag002G205020, Ag005G477210, Ag002G204950, Ag002G203170, Ag002G204960	El002G111190, El006G280660
OG0000371	Ag008G670390, Ag002G204970	El006G280670
OG0000371	Ag002G205030	El006G280650
OG0000372	Ag001G092900, Ag001G081980	El003G157140, El003G173700, El003G157160, El003G157170, El003G173780
OG0000377	Ag004G372070, Ag004G372680	El004G200550
OG0000382	Ag004G366380	El004G208350
OG0000382	Ag004G309460	El002G091920
OG0000383	Ag007G582890, Ag007G582900, Ag007G582910	El002G114440, El002G119180
OG0000383	Ag007G582940, Ag007G582930	El002G114400, El002G114390, El002G114430
OG0000384	Ag001G007560	El002G137730
OG0000384	Ag001G007570, Ag001G007540	El002G137760
OG0000387	Ag002G196940	El006G285490
OG0000387	Ag002G197080, Ag002G174250	El006G281610
OG0000389	Ag001G087840	El001G030030
OG0000390	Ag008G723890	El001G056560
OG0000390	Ag006G570350	El007G338360, El002G104620
OG0000390	Ag005G448950, Ag005G448970, Ag005G448460, Ag005G448900	El005G257120
OG0000391	Ag004G339360	El002G107470, El005G271110
OG0000391	Ag003G277260	El002G107410, El002G107390
OG0000391	Ag004G339210, Ag004G339290, Ag004G339300	El002G107420
OG0000392	Ag001G060820	El003G176450
OG0000392	Ag001G060790	El003G176120, El003G176430
OG0000396	Ag007G643830	El001G046620
OG0000396	Ag005G437820	El001G043390
OG0000396	Ag005G414520	El001G043470, El001G043530
OG0000398	Ag005G468730	El005G249610
OG0000398	Ag005G468570	El005G249600
OG0000398	Ag001G002660, Ag001G002600	El002G140190
OG0000402	Ag006G561480	El006G281800
OG0000403	Ag004G371510	El004G201190, El004G201260, El004G200670
OG0000404	Ag002G166070, Ag006G502990, Ag001G069190, Ag005G472870	El001G023000, El006G294700, El005G247060
OG0000406	Ag007G624170	El001G063970
OG0000406	Ag001G091560	El001G031450
OG0000406	Ag001G037190	El003G186520
OG0000406	Ag005G488120	El005G237360
OG0000407	Ag007G610010	El001G078960, El001G078950
OG0000408	Ag005G479770, Ag005G479790, Ag007G590640, Ag005G479800	El006G316660
OG0000411	Ag004G378270	El004G198670
OG0000411	Ag002G139790	El001G005390
OG0000411	Ag006G555710	El003G163700
OG0000412	Ag008G693370	El007G337740
OG0000412	Ag005G444730	El005G258570
OG0000413	Ag005G469030	El005G249460
OG0000413	Ag008G699570	El007G335400
OG0000414	Ag003G245470	El002G110530
OG0000415	Ag007G617980, Ag007G617850, Ag007G617950	El001G069430
OG0000415	Ag007G636980	El001G049570, El001G049550, El001G049580, El001G049150
OG0000415	Ag004G373490, Ag004G372040	El006G286470
OG0000416	Ag007G590790	El006G300650, El006G300480
OG0000417	Ag003G269090	El005G267220, El005G267230, El007G344240, El005G267240
OG0000420	Ag002G185870	El006G289320
OG0000420	Ag003G258420, Ag003G258400	El003G153940, El003G153780
OG0000420	Ag006G501890	El003G191940, El003G191980, El003G184480, El003G193530
OG0000421	Ag002G119830, Ag002G119330, Ag006G539650, Ag001G005030, Ag001G005040, Ag006G537180, Ag007G634570, Ag003G213010	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490, El003G188880, El003G188870
OG0000422	Ag004G310220, Ag004G310190	El002G092300
OG0000422	Ag004G310270	El002G092310
OG0000422	Ag004G310180	El002G092290, El002G127460
OG0000423	Ag003G238920	El004G224830
OG0000423	Ag005G467980, Ag004G353410, Ag008G684560	El005G250010
OG0000424	Ag007G586910	El001G023260
OG0000424	Ag007G586510	El001G004250
OG0000424	Ag007G586930, Ag007G586920, Ag007G614300	El001G004240
OG0000425	Ag001G007210	El005G247780
OG0000426	Ag008G703190, Ag004G372010, Ag002G137240	El003G180620
OG0000427	Ag005G483410	El005G240500, El007G341910
OG0000427	Ag003G213380, Ag003G213390, Ag003G213400, Ag006G511050, Ag003G277620	El004G232020
OG0000429	Ag008G720860	El001G052920
OG0000429	Ag007G606940	El001G070450
OG0000429	Ag003G279370	El003G150450
OG0000430	Ag005G417810	El005G273810
OG0000430	Ag003G296480	El003G147560, El003G142190
OG0000431	Ag004G368850	El004G203320
OG0000431	Ag004G311050	El002G092990
OG0000431	Ag004G311020	El002G092980
OG0000432	Ag008G683530	El007G340870
OG0000432	Ag008G697030, Ag008G697000	El007G336140
OG0000433	Ag007G610280, Ag007G610270, Ag003G294740, Ag003G294550, Ag003G294730	El004G212820, El004G212680, El003G142960
OG0000436	Ag005G405190	El005G278170
OG0000437	Ag006G537060, Ag006G539630	El002G121440
OG0000438	Ag006G552460	El001G006030, El003G163050
OG0000439	Ag001G090720	El001G031050
OG0000439	Ag007G591220	El006G301030
OG0000440	Ag007G625540	El001G063480
OG0000440	Ag005G487680, Ag005G487710, Ag004G392020	El005G237700
OG0000440	Ag005G487640	El005G237730
OG0000441	Ag005G461190	El005G253210
OG0000441	Ag005G461260	El005G253170
OG0000441	Ag005G461230	El005G253200, El005G253190
OG0000442	Ag007G606320	El004G209030, El004G209080
OG0000442	Ag002G199760, Ag002G199730	El006G320400
OG0000443	Ag004G401510, Ag004G401520, Ag004G401480, Ag004G401460, Ag004G401470, Ag004G401560	El027G373480, El004G212300, El004G224310
OG0000446	Ag008G727860	El007G328120
OG0000446	Ag004G320600	El002G098330
OG0000446	Ag008G660920	El004G221070
OG0000447	Ag005G464520	El005G251460
OG0000447	Ag008G724720	El007G330070
OG0000447	Ag007G583000	El002G114360
OG0000448	Ag002G115820, Ag002G120630	El007G365940
OG0000448	Ag002G120530	El007G365930
OG0000448	Ag002G115810, Ag002G120640	El007G365950
OG0000449	Ag007G656240	El007G331050
OG0000449	Ag008G710230	El001G015070, El007G331060
OG0000452	Ag003G261540, Ag007G616630, Ag003G261610, Ag003G261710, Ag007G622270, Ag003G262360, Ag003G262070	El007G350560
OG0000453	Ag006G570450, Ag003G229890	El001G015610
OG0000453	Ag007G594820	El006G308830
OG0000453	Ag004G307190	El006G308850
OG0000453	Ag001G051690	El001G015620, El001G015600
OG0000454	Ag001G017100, Ag004G393880, Ag004G388930, Ag004G388950, Ag004G389000, Ag004G388990, Ag004G388880, Ag004G388980, Ag004G393870, Ag004G393840, Ag004G393860, Ag008G730520, Ag008G730490, Ag008G683650	El007G340780
OG0000456	Ag006G505030, Ag006G505060, Ag002G184890, Ag002G135830, Ag002G134180	El003G185830, El003G185750, El003G182930, El001G075280
OG0000457	Ag007G609520	El001G069060, El001G069080, El001G069070
OG0000460	Ag004G371960	El005G269910
OG0000461	Ag004G297280	El002G082410
OG0000461	Ag004G297270	El002G082400
OG0000468	Ag001G076000	El001G025490
