Orthogroup	Alyssum_gmelinii	Brassica_napus
OG0000061	Ag003G281740, Ag004G369480, Ag007G641000, Ag005G463130, Ag003G220980, Ag002G137260, Ag006G514860, Ag004G329090, Ag006G566820, Ag002G142080, Ag006G573690, Ag006G525790, Ag006G562400, Ag003G279160, Ag007G603910, Ag001G084230, Ag008G700010, Ag004G317040, Ag003G230430, Ag001G038510, Ag002G170370, Ag001G089330, Ag005G461020, Ag003G283680, Ag002G182710, Ag007G637720	XP_048637558.1, XP_048596723.1, XP_013696292.3, XP_013739780.2, XP_048623330.1, XP_048624587.1, XP_048600681.1, XP_013732657.2, XP_022554064.1, XP_013743691.1, XP_013723290.2, XP_048595762.1, XP_048592686.1, XP_048592725.1, XP_048615070.1, XP_048630784.1, XP_048608631.1, XP_048630841.1, XP_013651771.2, XP_048618601.1, XP_048603650.1, XP_048606030.1, XP_048606466.1, XP_013706470.2, XP_013729547.2, XP_013687886.1, XP_013680970.2, XP_048622924.1, XP_048615428.1, XP_048602960.1, XP_022557143.1, XP_022556335.1, XP_013691840.1, XP_013662162.2, XP_048592595.1, XP_013677735.1, XP_013738633.2, XP_013700197.1, XP_048611597.1, XP_013739555.1, XP_013739489.3, XP_022552117.1, XP_048604597.1
OG0000064	Ag003G295980	XP_013644911.1, XP_013706797.1
OG0000064	Ag002G170580, Ag007G593140, Ag007G593150, Ag002G113130, Ag002G109120, Ag003G276120, Ag003G276160, Ag003G276060, Ag004G378360, Ag007G593160	XP_048604746.1
OG0000066	Ag003G225470	XP_013648759.1, XP_013678984.1, XP_013693331.1, XP_013729633.1, XP_013736360.1, XP_013731924.1, XP_022554306.1, XP_013726329.1, XP_013686983.1
OG0000066	Ag002G125900	XP_013750874.1, XP_013686753.1, XP_013709910.2, XP_022552886.1, XP_013678750.1, XP_013657686.1, XP_013726586.1, XP_013686743.2, XP_013731494.1, XP_013698649.1, XP_013712760.1, XP_048627501.1, XP_048626247.1, XP_048627503.1, XP_048626251.1, XP_048630526.1, XP_048601368.1, XP_013738537.1, XP_013718218.1, XP_013686742.1
OG0000067	Ag003G291740, Ag003G293500, Ag005G466230, Ag003G291820, Ag005G407040, Ag005G407080, Ag005G407050	XP_013715412.1, XP_013670850.1, XP_048623178.1, XP_022548777.1, XP_048598519.1, XP_013668584.1
OG0000067	Ag003G227540	XP_022566489.1, XP_022573196.2, XP_048624900.1, XP_048626836.1, XP_013716195.1, XP_048597874.1, XP_048607790.1, XP_048607781.1, XP_048607786.1, XP_048607791.1, XP_048624661.1, XP_048624657.1, XP_048607787.1, XP_048607782.1, XP_013722477.1, XP_013722478.1, XP_048607668.1
OG0000068	Ag006G534800	XP_048596359.1, XP_013723439.1, XP_022545059.2, XP_048634864.1, XP_022570226.2, XP_048634071.1, XP_048634069.1, XP_013678805.1, XP_048599065.1, XP_013751275.1, XP_048615532.1, XP_013731687.2, XP_013751434.1, XP_048593386.1, XP_013694932.1, XP_013717744.2, XP_013668641.1, XP_048598134.1, XP_048598944.1, XP_013704334.1, XP_048598057.1, XP_022545058.1, XP_013751430.1, XP_048596438.1, XP_013709126.2, XP_048596182.1, XP_013665271.1
OG0000069	Ag006G532130	XP_013705347.1, XP_048620488.1
OG0000069	Ag003G208920	XP_048611918.1, XP_048605307.1
OG0000069	Ag002G200250	XP_022548573.1, XP_048632994.1, XP_048593433.1, XP_048593408.1, XP_048591588.1, XP_048632944.1, XP_048591440.1, XP_013673924.1, XP_048605823.1, XP_048605153.1, XP_048632961.1
OG0000070	Ag007G655750	XP_013700558.2, XP_048630698.1, XP_048630702.1
OG0000070	Ag001G027030	XP_048605159.1, XP_048628818.1, XP_048624194.1, XP_048599771.1, XP_048625826.1, XP_048611988.1, XP_048623629.1, XP_048604201.1, XP_048603782.1, XP_048627403.1, XP_048621912.1, XP_048635110.1, XP_048607725.1, XP_048620137.1
OG0000071	Ag006G563870, Ag005G485090, Ag002G107730, Ag002G139550, Ag005G451770, Ag005G451710	XP_048599861.1, XP_048623054.1, XP_013699951.1
OG0000071	Ag003G234950, Ag003G217580	XP_022567858.2, XP_013679363.1, XP_013679579.1, XP_013704441.1
OG0000071	Ag004G339910	XP_048616732.1
OG0000071	Ag004G328070, Ag006G558850, Ag008G714970, Ag005G471910, Ag002G114540, Ag064G744880, Ag001G015270, Ag002G107710, Ag002G178100, Ag008G660740, Ag004G389850, Ag002G173990, Ag001G029400	XP_013694308.2, XP_048619240.1, XP_048602142.1, XP_048597827.1, XP_048613740.1, XP_048609191.1, XP_048602227.1, XP_048590918.1, XP_048611693.1, XP_048607794.1, XP_048634699.1, XP_048593576.1, XP_048622539.1, XP_048609011.1, XP_013668572.1, XP_048599864.1, XP_013704573.1, XP_048610443.1, XP_048602877.1, XP_048604701.1, XP_048596552.1, XP_022549881.1, XP_048613071.1, XP_048622994.1, XP_048617994.1
OG0000072	Ag005G487550, Ag005G428140, Ag004G338760, Ag004G343840, Ag004G379550, Ag010G739530, Ag004G328310, Ag004G366340, Ag002G206610, Ag001G061570, Ag005G425640, Ag004G328300, Ag007G617420, Ag004G389340, Ag004G394320	XP_048635064.1, XP_013647323.1, XP_048593398.1, XP_048596351.1, XP_048603899.1, XP_048600599.1, XP_048594413.1, XP_048618310.1, XP_048604095.1, XP_048604094.1, XP_048596580.1, XP_048594542.1, XP_048604074.1, XP_048591382.1, XP_048627563.1, XP_048590810.1, XP_022567739.2, XP_048619385.1, XP_013689512.1, XP_013652914.1, XP_013719569.1, XP_048599139.1, XP_048594764.1, XP_048626217.1, XP_022549334.2, XP_048626215.1, XP_048591054.1
OG0000073	Ag003G212540	XP_048618855.1, XP_048609421.1, XP_013699603.2, XP_048602979.1, XP_013672745.1
OG0000073	Ag002G118960, Ag002G118950	XP_048629188.1, XP_048607107.1, XP_048607408.1, XP_048611866.1
OG0000073	Ag002G116850	XP_022548483.2
OG0000073	Ag002G138580, Ag002G137520	XP_022548484.2
OG0000073	Ag002G117280	XP_013705861.2
OG0000073	Ag002G120540	XP_048637358.1
OG0000074	Ag003G273880, Ag003G236930, Ag003G236940	XP_013650643.2, XP_013658370.2
OG0000074	Ag006G500560	XP_022546508.2, XP_013708002.2, XP_022546507.1, XP_048622493.1, XP_022545999.1, XP_022545996.1, XP_013709335.2, XP_013746925.1, XP_013732623.2, XP_022567450.1, XP_022547402.1
OG0000074	Ag004G378820	XP_048618642.1, XP_013650642.2, XP_048592695.1, XP_013659564.1, XP_048618639.1, XP_048592696.1
OG0000074	Ag006G514000	XP_013693122.1, XP_013662871.2
OG0000075	Ag006G502200, Ag006G502100, Ag006G501950, Ag006G502230, Ag006G501990, Ag006G502110, Ag006G502180, Ag007G604630, Ag007G604580, Ag007G604560, Ag007G604640	XP_022547516.1, XP_048596886.1
OG0000075	Ag004G337230, Ag004G337250, Ag004G349470	XP_013711414.1, XP_013711416.2, XP_013716460.2
OG0000075	Ag006G510790	XP_048624103.1, XP_048599144.1, XP_013675654.2, XP_048626145.1, XP_013742958.2, XP_022570234.2, XP_013730487.2
OG0000075	Ag007G599000, Ag007G598990, Ag003G269710	XP_048602300.1, XP_048604150.1, XP_048600005.1, XP_048599914.1, XP_048591420.1
OG0000075	Ag004G319650, Ag004G319660, Ag004G320140, Ag004G319070, Ag004G319080, Ag004G320150, Ag003G276440, Ag004G320110, Ag002G111120, Ag002G107550, Ag001G078420	XP_048620324.1
OG0000075	Ag002G191710, Ag002G191700, Ag002G191680	XP_048617869.1, XP_022543434.2, XP_013703735.2
OG0000076	Ag008G717410, Ag008G717440, Ag008G717430, Ag008G717330, Ag008G717300	XP_048595244.1, XP_048625573.1
OG0000076	Ag001G002030	XP_013644701.2, XP_022561919.2, XP_013672574.2
OG0000077	Ag001G010260, Ag001G010280, Ag001G010290, Ag004G315120	XP_013735884.1
OG0000077	Ag003G222960, Ag003G281310, Ag003G281290, Ag003G281350, Ag003G281360, Ag003G281330, Ag003G281340, Ag003G281320, Ag003G281370, Ag003G281300	XP_013735871.1, XP_013735860.1, XP_013707233.1
OG0000077	Ag002G148310	XP_022543769.2, XP_013707234.1
OG0000078	Ag002G136430	XP_013665481.1
OG0000078	Ag001G046650, Ag002G152760	XP_048619152.1, XP_048619079.1, XP_048610792.1, XP_048613318.1, XP_048622904.1, XP_048595356.1
OG0000078	Ag001G082530, Ag008G711670	XP_013652407.2, XP_048628476.1, XP_048628477.1, XP_048628474.1, XP_048604282.1
OG0000078	Ag001G044370	XP_048628233.1
OG0000079	Ag006G550580, Ag003G233720	XP_048612278.1, XP_013734091.1, XP_013683381.1, XP_048596518.1, XP_048597432.1, XP_048620983.1, XP_048612276.1
OG0000079	Ag001G071340	XP_013686220.2
OG0000079	Ag001G089510, Ag001G089390, Ag001G071210, Ag001G071240, Ag001G089380, Ag001G089370	XP_048593056.1, XP_048615760.1, XP_022573359.2, XP_013724447.1, XP_048593057.1, XP_013724445.1
OG0000080	Ag004G395720, Ag004G391220, Ag001G028440, Ag001G031860, Ag001G028130, Ag001G028170, Ag001G028150, Ag001G028190, Ag001G028510, Ag001G028230, Ag001G028020, Ag004G395730	XP_013715458.2, XP_048624999.1, XP_048625002.1, XP_048625005.1, XP_048599127.1
OG0000080	Ag001G020610	XP_022551240.1, XP_048622629.1, XP_013725564.2
OG0000080	Ag001G028300	XP_048622513.1, XP_048601564.1, XP_048596444.1, XP_022552667.1, XP_048622020.1, XP_048622024.1
OG0000080	Ag007G610550, Ag007G610520	XP_013743983.2, XP_013720433.1
OG0000081	Ag007G593730	XP_013679962.2, XP_048593909.1, XP_022545884.1, XP_022553576.2, XP_048624358.1, XP_048607762.1, XP_013714080.1, XP_048596074.1, XP_022553568.1, XP_022545889.2
OG0000081	Ag005G451860, Ag005G452050	XP_022553283.1
OG0000082	Ag004G385590	XP_048621527.1
OG0000083	Ag005G483940, Ag005G483970, Ag005G483980	XP_048607240.1, XP_048594694.1, XP_048594704.1, XP_013693846.2, XP_048607238.1, XP_022561232.2
OG0000083	Ag005G483950, Ag005G483960	XP_013694863.1
OG0000083	Ag005G485040, Ag005G485120, Ag005G485110, Ag005G485150, Ag005G485130, Ag005G485070	XP_013735845.1, XP_048606473.1, XP_048612392.1
OG0000084	Ag008G724370	XP_048612342.1
OG0000084	Ag002G128280, Ag002G119860, Ag006G542390, Ag002G119500, Ag002G176420, Ag002G119390, Ag002G119370, Ag002G119740, Ag002G119780, Ag002G119750, Ag002G119670, Ag002G119890, Ag002G119900, Ag002G119710, Ag002G111650, Ag004G391010, Ag002G111880, Ag002G108390	XP_013716110.2, XP_048627361.1, XP_013729540.1
OG0000085	Ag004G388690	XP_022569788.1
OG0000086	Ag008G709530	XP_048596830.1, XP_013654149.2, XP_048596828.1, XP_048596826.1, XP_048596831.1, XP_048596838.1, XP_048596825.1, XP_013670270.2, XP_048625411.1, XP_048625797.1, XP_048624818.1, XP_048624742.1, XP_048623032.1, XP_048624743.1, XP_048625421.1, XP_013670272.1, XP_048625417.1, XP_048596836.1, XP_048596827.1, XP_048596835.1, XP_013654809.1, XP_048596829.1, XP_048596834.1, XP_048596833.1, XP_048596839.1, XP_013654148.2, XP_048596832.1, XP_048596823.1, XP_013654807.2, XP_048596837.1, XP_013654814.2, XP_048596824.1
OG0000087	Ag008G723440	XP_022562884.1, XP_013643473.2
OG0000087	Ag007G593840	XP_013744215.1, XP_048609898.1, XP_013748897.2, XP_048630422.1, XP_013748912.1
OG0000087	Ag007G609260	XP_013727135.1, XP_013668012.1
OG0000087	Ag002G161340	XP_048636624.1, XP_022571399.1, XP_013692248.1
OG0000087	Ag002G127940	XP_048623521.1, XP_013730319.2, XP_048615524.1, XP_048595999.1, XP_013685704.1, XP_013723718.1, XP_048637415.1
OG0000087	Ag006G562620	XP_013735145.1, XP_013671115.1, XP_013717468.1, XP_013737534.1
OG0000087	Ag003G224140	XP_013702315.1, XP_013717905.1
OG0000088	Ag007G581970	XP_013691478.1, XP_013642657.2, XP_013696082.2, XP_048604148.1, XP_048596586.1, XP_013640522.2, XP_013682377.2, XP_013732525.1, XP_048600910.1, XP_013663313.2, XP_013682378.2
OG0000088	Ag005G450330, Ag005G450360	XP_013666868.1, XP_013647817.1
OG0000088	Ag008G717820	XP_013667304.2, XP_013703852.2
OG0000089	Ag007G603320	XP_013738692.2, XP_013680302.1, XP_013715593.1, XP_022570770.1, XP_048603560.1, XP_013678548.1
OG0000089	Ag006G540580	XP_013685761.1
OG0000089	Ag001G021310	XP_013744099.1, XP_013749375.1, XP_048635593.1, XP_013641664.1, XP_013684896.1, NP_001302489.1, XP_013736468.1
OG0000089	Ag005G471710	XP_013750120.1, XP_022575481.1
OG0000089	Ag008G712440, Ag008G708620	XP_013710228.1, XP_048604587.1, XP_013657096.2, XP_013670085.1, XP_022568928.1, XP_013716687.1, XP_013703107.1, XP_013642751.1, XP_048608166.1, XP_013642558.1, XP_013704295.1
OG0000090	Ag004G333760	XP_013642020.1, XP_013729969.1
OG0000090	Ag003G223190	XP_013648765.1, XP_013721160.1, XP_013702919.2, XP_013717976.1, XP_013693443.1, XP_022551927.1
OG0000090	Ag001G023950, Ag001G024020, Ag001G023830, Ag001G020200, Ag001G020270, Ag001G020040, Ag001G021760, Ag001G021770, Ag001G024010, Ag001G023940	XP_048617030.1, XP_013675129.2, XP_048637955.1, XP_013746882.2
OG0000090	Ag002G185460	XP_013713419.1, XP_013691588.1
OG0000091	Ag008G666230, Ag001G063330, Ag006G524690	XP_048627377.1, XP_048615316.1, XP_048624700.1, XP_048596203.1, XP_048633150.1, XP_048637987.1, XP_048593296.1, XP_048634089.1, XP_013650774.2, XP_048634942.1, XP_048635057.1, XP_048593286.1, XP_048598143.1, XP_048634898.1, XP_048635047.1, XP_048627327.1, XP_048599218.1, XP_048620809.1, XP_048596530.1, XP_048596381.1, XP_048595299.1, XP_048593449.1, XP_048593421.1, XP_048593397.1, XP_048633148.1, XP_048627318.1, XP_022575874.2, XP_048634850.1, XP_048637539.1, XP_048637588.1, XP_048637591.1, XP_048635079.1, XP_048633071.1, XP_048627556.1, XP_048627330.1, XP_048591402.1, XP_048596288.1, XP_022547659.2
OG0000093	Ag001G087540	XP_048634291.1, XP_013691599.1, XP_013728903.1, XP_013691684.1
OG0000093	Ag001G087470	XP_048593044.1
OG0000093	Ag001G083700, Ag001G087310	XP_022572075.2
OG0000096	Ag001G024200, Ag001G016650, Ag005G460360	XP_048620183.1, XP_048620181.1
OG0000096	Ag004G329170, Ag004G329010, Ag004G329150, Ag004G329020	XP_048596675.1, XP_048630053.1
OG0000096	Ag002G102560	XP_048603802.1
OG0000096	Ag002G103120	XP_022543895.1
OG0000096	Ag006G559170	XP_048605333.1, XP_022571361.1
OG0000096	Ag004G310490	XP_013693397.1, XP_013640980.2
OG0000097	Ag002G129480	XP_013657561.2, XP_048621400.1, XP_022547315.1
OG0000097	Ag002G129560, Ag002G130470, Ag002G129510, Ag002G129570, Ag002G129580, Ag002G129500, Ag002G129590, Ag002G129620, Ag002G130320, Ag002G130290, Ag002G130330, Ag002G129450	XP_048595228.1
OG0000097	Ag002G129120, Ag002G130340, Ag002G130310, Ag002G129030	XP_048602514.1, XP_013712776.2
OG0000097	Ag002G128810, Ag002G129430, Ag002G129130, Ag002G129340	XP_013664501.1, XP_048633521.1
OG0000098	Ag004G315550	XP_048613985.1, XP_013671755.2
OG0000098	Ag006G506280, Ag004G316800, Ag004G315620	XP_048597623.1, XP_048597733.1, XP_013694439.2, XP_013708508.2, XP_048638194.1
OG0000099	Ag004G398340, Ag004G398430, Ag004G391240, Ag004G395750	XP_013691533.1, XP_013659324.1, XP_048627224.1
OG0000099	Ag004G383560, Ag004G391560, Ag004G397390, Ag004G397340, Ag004G396040, Ag004G396160, Ag004G391480, Ag004G397400, Ag004G397370, Ag004G397520, Ag004G397560, Ag004G391550, Ag004G396180, Ag004G395980, Ag004G391600, Ag004G397310, Ag004G391420, Ag004G396010, Ag004G397440, Ag004G389320, Ag004G394310, Ag004G394390, Ag004G389410	XP_013666092.1, XP_013645053.2, XP_013646308.1
OG0000099	Ag004G390770	XP_013659168.2
OG0000099	Ag004G396600, Ag004G396870, Ag004G391030, Ag004G396100, Ag004G395920, Ag004G391570, Ag004G396210, Ag015G742140, Ag015G742240, Ag004G391040	XP_048627225.1
OG0000100	Ag004G376980, Ag002G156660	XP_013713263.2
OG0000100	Ag003G219250	XP_013713551.2
OG0000100	Ag004G384260, Ag008G659700	XP_048593370.1
OG0000101	Ag004G389930, Ag004G393600, Ag004G388590, Ag004G390060	XP_022550894.1, XP_048626031.1
OG0000101	Ag004G394110	XP_013661566.1, XP_013688447.1
OG0000104	Ag004G307220	XP_048597860.1
OG0000104	Ag007G594850, Ag007G594880, Ag007G594830, Ag007G594810	XP_048592849.1
OG0000104	Ag001G010320	XP_013641320.1
OG0000104	Ag005G441940	XP_013739506.2, XP_048609186.1
OG0000106	Ag005G417510, Ag001G017220	XP_022549816.1, XP_013724543.2, XP_048630737.1, XP_013732001.1
OG0000106	Ag005G476610, Ag005G459220	XP_048612912.1, XP_048635074.1
OG0000106	Ag004G383320	XP_048600690.1, XP_048600692.1, XP_048627462.1, XP_048600689.1, XP_048600029.1, XP_013730902.2
OG0000107	Ag005G478150, Ag005G478140, Ag005G478130, Ag003G213890	XP_013736071.2
OG0000107	Ag005G481150	XP_013651532.2
OG0000107	Ag005G446760	XP_013741568.1, XP_013746885.2, XP_048632489.1
OG0000107	Ag005G446720	XP_048626537.1
OG0000107	Ag003G213880	XP_013654654.2, XP_013710374.1, XP_013665759.2
OG0000107	Ag005G446680	XP_048614606.1, XP_013741179.1, XP_048607094.1
OG0000107	Ag005G446780	XP_048635321.1, XP_048612831.1, XP_048614730.1, XP_048626535.1, XP_048607002.1
OG0000108	Ag005G459590, Ag008G727840	XP_013647147.2
OG0000108	Ag005G414040	XP_048591517.1, XP_013738590.1, XP_013654138.2, XP_048597131.1, XP_013679734.2, XP_013665891.1
OG0000108	Ag007G609500, Ag002G145390	XP_013711330.1
OG0000109	Ag001G087550, Ag006G493580, Ag002G191920, Ag007G620300, Ag001G037570	XP_048619736.1, XP_048622037.1
OG0000110	Ag001G090130	XP_013648313.1, XP_048591595.1, XP_013724438.1
OG0000110	Ag001G090120	XP_048620750.1, XP_013663751.2, XP_013724437.1
OG0000110	Ag001G089790, Ag001G077880	XP_048596503.1
OG0000110	Ag007G655930	XP_048620748.1, XP_048597222.1, XP_022547556.1
OG0000110	Ag001G090270, Ag001G090260, Ag001G090170, Ag001G090700	XP_013724441.1, XP_048591598.1, XP_013724449.1
OG0000110	Ag001G090290, Ag001G090300, Ag001G090310	XP_013651996.2, XP_048617731.1
OG0000111	Ag002G181570, Ag002G181540, Ag002G181620	XP_013742754.2, XP_048630010.1, XP_048636944.1, XP_022571049.1
OG0000113	Ag005G453300	XP_013713013.1
OG0000113	Ag002G116610, Ag002G116590	XP_022555930.1
OG0000114	Ag003G284630	XP_048605864.1
OG0000114	Ag006G555860	XP_048608177.1
OG0000117	Ag006G549560	XP_013724345.2
OG0000117	Ag002G174540	XP_048633010.1
OG0000119	Ag001G026190, Ag008G699540, Ag005G437940, Ag007G645640, Ag007G656830	XP_048608170.1, XP_013725180.1, XP_048627629.1, XP_048611711.1, XP_048620164.1, XP_048611930.1, XP_013729112.1, XP_013689486.1, XP_022570381.2, XP_048629988.1, XP_013669078.1, XP_013708039.1, XP_048624841.1
OG0000119	Ag007G641820	XP_013694934.1
OG0000119	Ag005G433280, Ag007G606060, Ag008G734240, Ag005G486140, Ag002G179560, Ag005G477370, Ag003G228580, Ag003G279350, Ag005G409220	XP_048611665.1
OG0000120	Ag004G373700, Ag001G094910	XP_048595818.1, XP_048626059.1, XP_013700597.2, XP_048595780.1
OG0000120	Ag003G277400, Ag003G279310, Ag003G275890	XP_048593515.1, XP_048621623.1, XP_013690264.1, XP_013739293.2, XP_048617643.1, XP_048617725.1, XP_048637971.1, XP_048617632.1
OG0000120	Ag006G498650, Ag006G498600, Ag006G498610	XP_022548769.1, XP_048623248.1
OG0000122	Ag008G698890	XP_013725365.1, XP_013714453.2, XP_048605308.1, XP_048629042.1, XP_048608260.1, XP_048621011.1, XP_048605309.1, XP_048624005.1
OG0000122	Ag008G698530	XP_013700096.2, XP_022570740.2, XP_022570742.2
OG0000123	Ag007G583620	XP_013655114.1, XP_013681615.1
OG0000123	Ag001G067540	XP_013652310.2, XP_048633168.1, XP_048609746.1, XP_013690970.2, XP_013673363.1, XP_048595736.1
OG0000123	Ag004G318540, Ag006G573850	XP_022545315.2, XP_013655236.1, XP_013675212.2, XP_013655239.2, XP_013655240.1
OG0000124	Ag005G441490	XP_048599877.1, XP_013680038.1, XP_013739146.1
OG0000124	Ag003G242000	XP_013703401.2, XP_013710827.1, XP_048594892.1, XP_013645068.1, XP_048625440.1, XP_013694405.2
OG0000124	Ag006G527550, Ag008G658090	XP_013650484.1
OG0000125	Ag002G172470, Ag001G072990	XP_013678311.1, XP_013661166.1, XP_013742587.1, XP_013737891.1
OG0000125	Ag008G713670	XP_013724039.1, XP_048628026.1, XP_013680559.2, XP_013667165.1
OG0000125	Ag008G710250	XP_013682136.2, XP_013715789.1
OG0000125	Ag007G595180	XP_048610082.1, XP_013733819.1, XP_013647688.1, XP_013702707.1, XP_048633779.1
OG0000126	Ag008G691850	XP_013662639.1, XP_013689270.2, XP_013728260.1, XP_013689902.1, XP_013704251.1, XP_022567855.1, XP_013654696.1
OG0000127	Ag006G492220	XP_048611875.1, XP_013746797.2
OG0000127	Ag008G679900, Ag004G381150	XP_048624384.1
OG0000127	Ag006G492230	XP_013732255.2
OG0000127	Ag005G477990	XP_048634173.1, XP_013650485.1
OG0000127	Ag005G477980	XP_013746803.3, XP_048634084.1
OG0000127	Ag004G313210, Ag004G313190, Ag004G313250	XP_022558142.1
OG0000128	Ag006G549480	XP_048613218.1
OG0000128	Ag007G642840	XP_048621991.1
OG0000128	Ag003G264610, Ag003G264920	XP_013713522.1, XP_048611509.1, XP_013700072.1, XP_013668895.1, XP_013645371.1
OG0000130	Ag003G260700	XP_048598133.1
OG0000133	Ag004G314420, Ag001G083930, Ag005G455770, Ag008G708500	XP_048605712.1, XP_013720988.1, XP_048603901.1, XP_048610560.1, XP_013677132.1
OG0000135	Ag007G610770	XP_048630530.1, XP_013707030.1, XP_048607650.1, XP_048613581.1, XP_048626626.1
OG0000136	Ag008G691470, Ag005G487080	XP_048591378.1
OG0000136	Ag004G358500	XP_013645964.1
OG0000137	Ag002G163620, Ag008G688150	XP_048623950.1, XP_048623949.1
OG0000137	Ag001G020440, Ag001G062280, Ag002G130440, Ag007G624610, Ag004G355240, Ag003G264690, Ag007G648090, Ag004G309670, Ag008G662950, Ag001G102090, Ag004G373870, Ag004G346320, Ag006G521700	XP_048625125.1, XP_013713093.1, XP_048604869.1, XP_022570847.1, XP_048612488.1, XP_048622855.1, XP_048610170.1, XP_048599951.1, XP_022552119.1, XP_013672832.1, XP_013676966.2, XP_013641393.2, XP_013658059.2, XP_048634031.1, XP_048590805.1, XP_013724945.1, XP_048636952.1, XP_048631656.1, XP_048613388.1, XP_013709437.1, XP_048630338.1, XP_048630388.1, XP_048634920.1, XP_022546341.1, XP_013721216.1, XP_048612208.1, XP_013642218.1, XP_048633382.1, XP_022557441.1, XP_013652711.1
OG0000137	Ag006G528160, Ag001G057880, Ag006G512420	XP_048626902.1
OG0000137	Ag007G652700	XP_013709726.1, XP_013698689.2, XP_048611545.1
OG0000138	Ag003G290790	XP_048595279.1, XP_013694053.2
OG0000138	Ag004G345080, Ag004G381060, Ag004G345060	XP_013649049.1, XP_013690601.2, XP_013699211.2, XP_048617267.1, XP_048592076.1, XP_013714052.2, XP_048615899.1, XP_022569961.1
OG0000139	Ag002G105400	XP_048629931.1
OG0000139	Ag007G630860, Ag002G148650	XP_048610802.1, XP_048627922.1
OG0000139	Ag001G027020	XP_048601600.1, XP_022570285.1, XP_022553532.2, XP_022565185.1, XP_048623739.1, XP_048622624.1, XP_048593503.1, XP_048632966.1, XP_048615733.1, XP_048599548.1, XP_048609429.1, XP_048624636.1, XP_048599595.1, XP_022565122.1, XP_022553081.1
