Orthogroup	Alyssum_gmelinii	Cardamine_amara
OG0000252	Ag006G494350, Ag006G494360, Ag006G494380, Ag006G494310, Ag006G494330, Ag006G493940, Ag006G493990, Ag002G166430, Ag006G493980, Ag006G494000, Ag003G272030, Ag006G493970, Ag006G493890, Ag006G493910, Ag006G493930, Ag006G493870, Ag006G493900, Ag002G186120, Ag002G186270, Ag002G186250, Ag002G186210, Ag002G186260, Ag002G186220, Ag002G186130, Ag002G186150, Ag002G186160, Ag002G186240	evm.model.RL_4.3241, evm.model.RL_4.3240, evm.model.RL_4.3242, evm.model.RL_5.3777, evm.model.RL_1.1880, evm.model.RL_1.1879, evm.model.RL_1.1878, evm.model.RL_3.263
OG0000256	Ag002G186750, Ag002G186710, Ag002G186740	evm.model.RL_8.503, evm.model.RL_8.501, evm.model.RL_8.502, evm.model.RL_8.500
OG0000256	Ag002G182840, Ag002G182690, Ag002G182780	evm.model.RL_2.275
OG0000256	Ag002G187030, Ag002G187040, Ag002G187060, Ag002G187050, Ag008G691560	evm.model.RL_6.2167, evm.model.RL_4.439
OG0000258	Ag002G175550	evm.model.RL_7.2389
OG0000258	Ag004G336180	evm.model.RL_7.2388
OG0000260	Ag006G496380	evm.model.RL_8.722
OG0000264	Ag002G129660	evm.model.RL_8.411, evm.model.RL_8.323
OG0000264	Ag007G599430	evm.model.RL_8.324
OG0000265	Ag005G403960	evm.model.RL_3.112
OG0000265	Ag001G064340, Ag005G418610, Ag003G279450, Ag007G623720, Ag003G229640, Ag002G180170	evm.model.RL_6.1068
OG0000266	Ag001G078180, Ag001G077260	evm.model.RL_8.1428, evm.model.RL_4.734, evm.model.RL_7.884, evm.model.RL_7.1153, evm.model.RL_7.1139.1.687c84b8
OG0000266	Ag007G619580	evm.model.RL_7.312, evm.model.RL_7.607, evm.model.RL_7.609, evm.model.RL_4.61, evm.model.RL_7.608
OG0000268	Ag008G659990	evm.model.RL_7.2613
OG0000268	Ag007G590690, Ag006G555210, Ag004G378430	evm.model.RL_3.272
OG0000268	Ag006G492050	evm.model.RL_4.3350
OG0000268	Ag001G074460	evm.model.RL_7.967
OG0000271	Ag001G022460, Ag001G022490	evm.model.RL_4.3215
OG0000271	Ag004G372550, Ag004G382230	evm.model.RL_4.3212
OG0000273	Ag001G024480, Ag001G025220, Ag007G591170, Ag004G336120, Ag003G275520, Ag001G025260, Ag004G312170	evm.model.RL_5.2635
OG0000274	Ag001G037550, Ag008G709540, Ag008G709790	evm.model.RL_8.2049
OG0000274	Ag007G593920, Ag007G593930, Ag007G593900	evm.model.RL_6.1051
OG0000278	Ag008G707160, Ag008G707170, Ag008G718330, Ag008G718700, Ag008G718650, Ag008G702890, Ag008G704070	evm.model.RL_8.184, evm.model.RL_8.181
OG0000282	Ag007G599590	evm.model.RL_4.226, evm.model.RL_4.2794
OG0000284	Ag001G030880, Ag001G029500, Ag007G629010	evm.model.RL_4.1106, evm.model.RL_4.1105
OG0000285	Ag007G645850, Ag005G415910	evm.model.RL_7.689, evm.model.RL_5.1783
OG0000287	Ag005G444110	evm.model.RL_1.2024
OG0000287	Ag003G212550, Ag005G444070, Ag005G442850, Ag005G442860, Ag003G212560	evm.model.RL_1.2023
OG0000287	Ag005G442830, Ag005G444040	evm.model.RL_1.2027, evm.model.RL_1.2026
OG0000288	Ag005G478600	evm.model.RL_6.93
OG0000288	Ag003G214960, Ag005G478520, Ag005G476300, Ag003G214920, Ag003G214930, Ag003G214970, Ag005G479220	evm.model.RL_1.2504
OG0000290	Ag005G447400, Ag001G064900, Ag005G450080, Ag005G453470, Ag005G453460	evm.model.RL_1.1777
OG0000290	Ag008G713350, Ag008G713310	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862
OG0000293	Ag007G619660, Ag003G284910, Ag001G083740	evm.model.RL_1.1303, evm.model.RL_6.763
OG0000294	Ag005G458030	evm.model.RL_1.1662
OG0000294	Ag002G169270	evm.model.RL_6.1779
OG0000294	Ag006G513280	evm.model.RL_8.188
OG0000294	Ag004G299490, Ag004G299500	evm.model.RL_5.103
OG0000295	Ag005G465340, Ag005G465350, Ag005G465370	evm.model.RL_3.944
OG0000297	Ag003G261170, Ag003G289210, Ag002G173860, Ag002G174020, Ag003G288940	evm.model.RL_4.356
OG0000297	Ag008G711840, Ag008G711790, Ag001G072030, Ag007G611180, Ag003G272910, Ag005G402300, Ag005G402290, Ag008G711950, Ag004G378870, Ag008G711910, Ag008G711870, Ag008G711810, Ag008G711970	evm.model.RL_8.2112
OG0000297	Ag005G448670	evm.model.RL_1.1874
OG0000299	Ag006G499850	evm.model.RL_3.177
OG0000300	Ag003G259820	evm.model.RL_1.2518
OG0000300	Ag002G137460, Ag002G140980	evm.model.RL_1.2516, evm.model.RL_1.2511
OG0000301	Ag002G147210, Ag008G664500, Ag007G613760, Ag007G635580, Ag007G584880, Ag005G446360, Ag003G248110, Ag004G361030, Ag004G354370, Ag006G541230, Ag001G058420, Ag004G374750, Ag007G610080, Ag007G607650	evm.model.RL_2.117, evm.model.RL_2.122, evm.model.RL_5.985, evm.model.RL_1.1569
OG0000303	Ag006G557420, Ag007G639160, Ag006G535310, Ag006G537950	evm.model.RL_5.1701
OG0000304	Ag002G102400	evm.model.RL_6.1687
OG0000308	Ag004G327900	evm.model.RL_6.451
OG0000308	Ag004G327720	evm.model.RL_2.215
OG0000310	Ag008G711030	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096
OG0000311	Ag007G622820	evm.model.RL_4.1982
OG0000311	Ag001G024940	evm.model.RL_5.2161
OG0000313	Ag006G560010, Ag005G411080	evm.model.RL_3.1012, evm.model.RL_1.2839
OG0000314	Ag004G302930	evm.model.RL_5.327
OG0000314	Ag004G302940	evm.model.RL_5.328
OG0000315	Ag002G193880, Ag006G566290	evm.model.RL_1.1077
OG0000316	Ag002G187300	evm.model.RL_6.434
OG0000316	Ag002G185950, Ag002G185990	evm.model.RL_6.2182, evm.model.RL_6.2173
OG0000319	Ag008G711750	evm.model.RL_8.2110
OG0000321	Ag002G166480, Ag002G166840, Ag006G571830	evm.model.RL_2.498
OG0000322	Ag003G214240, Ag005G440770, Ag003G214260	evm.model.RL_3.2239, evm.model.RL_3.2238
OG0000323	Ag004G374930, Ag004G375010	evm.model.RL_2.2281
OG0000323	Ag004G374940, Ag004G374900	evm.model.RL_2.2280
OG0000324	Ag001G050420, Ag001G067070, Ag001G043590, Ag001G045980, Ag007G621190	evm.model.RL_5.115, evm.model.RL_7.1914, evm.model.RL_8.923, evm.model.RL_5.476, evm.model.RL_4.668
OG0000328	Ag003G276770, Ag003G276860, Ag003G276790, Ag003G276850, Ag003G276800, Ag003G276810	evm.model.RL_2.315
OG0000329	Ag001G078090	evm.model.RL_2.90
OG0000329	Ag001G077310, Ag001G078150	evm.model.RL_1.1997
OG0000330	Ag001G092050, Ag004G355350, Ag001G093260	evm.model.RL_7.370, evm.model.RL_7.371
OG0000330	Ag001G082790, Ag001G082750, Ag001G082850	evm.model.RL_7.377
OG0000330	Ag001G093240	evm.model.RL_7.397
OG0000332	Ag001G016590, Ag001G016660	evm.model.RL_1.1873
OG0000334	Ag001G073280	evm.model.RL_7.998
OG0000335	Ag006G552370, Ag006G552350	evm.model.RL_2.1239
OG0000335	Ag005G473330, Ag005G473370	evm.model.RL_1.1041, evm.model.RL_1.1040, evm.model.RL_1.2360
OG0000335	Ag007G583790	evm.model.RL_5.3094
OG0000336	Ag003G238210, Ag003G238250	evm.model.RL_3.1689_evm.model.RL_3.1692, evm.model.RL_3.1695, evm.model.RL_3.1694, evm.model.RL_3.1693, evm.model.RL_3.1696
OG0000336	Ag004G327930	evm.model.RL_5.1597
OG0000336	Ag003G238280	evm.model.RL_3.1688
OG0000338	Ag004G367200, Ag004G310510, Ag004G310410	evm.model.RL_3.604, evm.model.RL_5.818, evm.model.RL_5.827, evm.model.RL_3.628
OG0000339	Ag006G548660, Ag006G545860	evm.model.RL_2.1855.1.687c86e4
OG0000339	Ag006G517430	evm.model.RL_8.2868
OG0000339	Ag002G202770	evm.model.RL_6.2741
OG0000339	Ag001G094740	evm.model.RL_7.229
OG0000341	Ag002G159280	evm.model.RL_6.571, evm.model.RL_8.906
OG0000345	Ag004G316330	evm.model.RL_5.1127
OG0000345	Ag004G316310	evm.model.RL_5.1126
OG0000347	Ag008G704910, Ag008G704900, Ag008G704890, Ag008G704940, Ag008G704920, Ag008G704930, Ag008G704970, Ag008G704820, Ag008G704810, Ag008G704960, Ag008G704870, Ag008G704860, Ag008G704950, Ag008G704880, Ag008G704650, Ag008G704740, Ag008G704690, Ag005G472160, Ag005G472170	evm.model.RL_1.1092, evm.model.RL_3.905
OG0000348	Ag007G649350	evm.model.RL_8.988
OG0000349	Ag003G286530, Ag008G692030	evm.model.RL_2.3096
OG0000349	Ag003G286490, Ag003G286480	evm.model.RL_6.1047
OG0000350	Ag001G069780	evm.model.RL_5.2955
OG0000355	Ag003G210200	evm.model.RL_3.2369
OG0000356	Ag002G144860, Ag005G416750, Ag001G055590, Ag003G238730	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842
OG0000358	Ag007G587570, Ag004G302250	evm.model.RL_5.756, evm.model.RL_5.280
OG0000358	Ag007G587560, Ag007G587550	evm.model.RL_4.2636
OG0000359	Ag007G581430, Ag007G581460	evm.model.RL_5.2921
OG0000359	Ag003G211770	evm.model.RL_6.1531
OG0000360	Ag008G734820, Ag007G625370	evm.model.RL_8.2767
OG0000361	Ag007G587740, Ag005G473000	evm.model.RL_1.1054
OG0000362	Ag004G395330	evm.model.RL_3.917
OG0000362	Ag004G303110	evm.model.RL_5.2675
OG0000362	Ag004G324530	evm.model.RL_5.1461
OG0000363	Ag002G184600	evm.model.RL_4.583, evm.model.RL_5.2689
OG0000368	Ag003G291040	evm.model.RL_2.3252
OG0000368	Ag003G291010	evm.model.RL_2.3251.1.687c86e8
OG0000368	Ag003G291060	evm.model.RL_2.3254
OG0000370	Ag004G326160	evm.model.RL_5.1545
OG0000370	Ag004G326130, Ag004G326140, Ag004G326120	evm.model.RL_5.1544
OG0000370	Ag007G583890	evm.model.RL_2.604, evm.model.RL_2.2043
OG0000371	Ag007G648580, Ag005G446940, Ag002G205020, Ag005G477210, Ag002G204950, Ag002G203170, Ag002G204960	evm.model.RL_5.3286, evm.model.RL_6.2874
OG0000371	Ag002G203160, Ag007G611950, Ag003G209200, Ag002G107130, Ag008G670390, Ag002G204970	evm.model.RL_6.2873
OG0000371	Ag002G205030	evm.model.RL_6.2875
OG0000372	Ag001G092900, Ag001G081980	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491
OG0000374	Ag001G012930	evm.model.RL_8.878
OG0000377	Ag004G372070, Ag004G372680	evm.model.RL_3.379
OG0000377	Ag004G312650	evm.model.RL_5.946
OG0000379	Ag003G256740	evm.model.RL_6.752
OG0000382	Ag004G366380	evm.model.RL_3.698
OG0000382	Ag004G309460	evm.model.RL_5.778
OG0000383	Ag007G582890, Ag007G582900, Ag007G582910	evm.model.RL_5.3041
OG0000383	Ag007G582920	evm.model.RL_5.3040
OG0000383	Ag007G582940, Ag007G582930	evm.model.RL_5.3045, evm.model.RL_5.3042
OG0000387	Ag002G196940	evm.model.RL_6.2462
OG0000387	Ag002G197080, Ag002G174250	evm.model.RL_6.2791, evm.model.RL_6.2463
OG0000389	Ag001G073460, Ag001G087520, Ag005G444560, Ag001G086850, Ag001G086790, Ag001G086680, Ag001G087690, Ag001G087570	evm.model.RL_7.524
OG0000390	Ag008G723890	evm.model.RL_4.1377
OG0000390	Ag006G570350	evm.model.RL_8.1517
OG0000390	Ag005G448950, Ag005G448970, Ag005G448460, Ag005G448900	evm.model.RL_1.1863
OG0000390	Ag005G457610	evm.model.RL_1.1673, evm.model.RL_7.1867
OG0000391	Ag004G339360	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d
OG0000391	Ag003G277260	evm.model.RL_5.3528
OG0000391	Ag004G339210, Ag004G339290, Ag004G339300	evm.model.RL_5.3527
OG0000392	Ag001G060770	evm.model.RL_7.1360
OG0000392	Ag001G060820	evm.model.RL_7.1363
OG0000392	Ag007G602140	evm.model.RL_2.416
OG0000396	Ag005G437820	evm.model.RL_7.2206
OG0000398	Ag005G468730	evm.model.RL_1.1275
OG0000398	Ag005G468570	evm.model.RL_1.1274
OG0000398	Ag001G002660, Ag001G002600	evm.model.RL_5.3907, evm.model.RL_5.3908
OG0000401	Ag008G728550	evm.model.RL_8.2356
OG0000403	Ag004G371510	evm.model.RL_3.472, evm.model.RL_3.471
OG0000404	Ag002G166070, Ag006G502990, Ag001G069190, Ag005G472870	evm.model.RL_7.1127.1.687c84b8, evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057
OG0000405	Ag003G222690	evm.model.RL_6.1772
OG0000406	Ag007G624170	evm.model.RL_4.1943
OG0000406	Ag001G091560	evm.model.RL_7.379
OG0000406	Ag005G488120	evm.model.RL_1.230
OG0000408	Ag005G479770, Ag005G479790, Ag007G590640, Ag005G479800	evm.model.RL_6.363
OG0000411	Ag008G662490	evm.model.RL_3.280.1.687c84ba
OG0000411	Ag002G139790	evm.model.RL_8.468
OG0000411	Ag006G555710	evm.model.RL_2.1704
OG0000412	Ag008G693370	evm.model.RL_8.1550
OG0000412	Ag005G444730	evm.model.RL_1.1990
OG0000413	Ag005G469030	evm.model.RL_1.1261
OG0000413	Ag008G699570	evm.model.RL_8.1728
OG0000414	Ag003G245470	evm.model.RL_5.3277
OG0000415	Ag007G617980, Ag007G617850, Ag007G617950	evm.model.RL_4.2375, evm.model.RL_4.2377
OG0000415	Ag007G636980	evm.model.RL_4.1043
OG0000415	Ag004G373490, Ag004G372040	evm.model.RL_6.2381
OG0000416	Ag007G590790	evm.model.RL_6.1277
OG0000421	Ag002G119830, Ag002G119330, Ag006G539650, Ag001G005030, Ag001G005040, Ag006G537180, Ag007G634570, Ag003G213010	evm.model.RL_2.302
OG0000422	Ag004G310220, Ag004G310190	evm.model.RL_5.809
OG0000422	Ag004G310270	evm.model.RL_5.810
OG0000422	Ag004G310180	evm.model.RL_5.808.1.687c88af
OG0000423	Ag003G238920	evm.model.RL_3.1665
OG0000423	Ag001G003430	evm.model.RL_5.3889
OG0000423	Ag005G467980, Ag004G353410, Ag008G684560	evm.model.RL_1.1311
OG0000425	Ag001G007200	evm.model.RL_5.3756
OG0000427	Ag003G213380, Ag003G213390, Ag003G213400, Ag006G511050, Ag003G277620	evm.model.RL_2.1164, evm.model.RL_3.2261
OG0000429	Ag008G720860	evm.model.RL_4.1204
OG0000429	Ag007G606940	evm.model.RL_4.2465
OG0000429	Ag003G279370	evm.model.RL_2.2744
OG0000430	Ag005G417810	evm.model.RL_1.2834
OG0000430	Ag003G296480	evm.model.RL_6.22, evm.model.RL_2.3452
OG0000431	Ag004G368850	evm.model.RL_3.561
OG0000431	Ag004G311050	evm.model.RL_5.862_evm.model.RL_5.863
OG0000432	Ag008G683530	evm.model.RL_8.1360, evm.model.RL_8.1364
OG0000432	Ag008G697030, Ag008G697000	evm.model.RL_8.1680
OG0000433	Ag007G610280, Ag007G610270, Ag003G294740, Ag003G294550, Ag003G294730	evm.model.RL_4.595
OG0000436	Ag008G699920, Ag003G261400	evm.model.RL_8.1743
OG0000436	Ag003G257820	evm.model.RL_2.2461
OG0000436	Ag005G405190	evm.model.RL_1.3151
OG0000437	Ag006G537060, Ag006G539630	evm.model.RL_5.2608
OG0000438	Ag006G552460	evm.model.RL_8.525, evm.model.RL_2.1752, evm.model.RL_2.1751
OG0000439	Ag001G090720	evm.model.RL_7.411
OG0000439	Ag007G591220	evm.model.RL_6.1235
OG0000440	Ag006G496750, Ag007G625540	evm.model.RL_4.1896
OG0000440	Ag005G487680, Ag005G487710, Ag004G392020	evm.model.RL_1.259
OG0000440	Ag005G487640	evm.model.RL_1.260
OG0000441	Ag005G461190	evm.model.RL_1.1577
OG0000441	Ag005G461230	evm.model.RL_1.1576
OG0000442	Ag007G606320	evm.model.RL_7.1601
OG0000446	Ag008G727860	evm.model.RL_8.2324
OG0000446	Ag004G320600	evm.model.RL_5.1283
OG0000447	Ag005G464520	evm.model.RL_1.1423
OG0000447	Ag008G724720	evm.model.RL_8.2153
OG0000448	Ag002G115820, Ag002G120630	evm.model.RL_4.100
OG0000448	Ag002G120530	evm.model.RL_4.101
OG0000448	Ag002G115810, Ag002G120640	evm.model.RL_4.102
OG0000449	Ag007G656240	evm.model.RL_8.2067
OG0000449	Ag008G710230	evm.model.RL_7.1767, evm.model.RL_8.2066
OG0000450	Ag002G145510, Ag005G402920, Ag003G223450, Ag002G192110, Ag005G417180, Ag002G168230	evm.model.RL_6.2784
OG0000450	Ag002G129050, Ag004G368200, Ag006G520010	evm.model.RL_2.603, evm.model.RL_4.971
OG0000453	Ag006G570450, Ag003G229890	evm.model.RL_6.1003
OG0000453	Ag008G709400, Ag008G709430	evm.model.RL_8.2046, evm.model.RL_8.2045
OG0000454	Ag001G017100, Ag004G393880, Ag004G388930, Ag004G388950, Ag004G389000, Ag004G388990, Ag004G388880, Ag004G388980, Ag004G393870, Ag004G393840, Ag004G393860, Ag008G730520, Ag008G730490, Ag008G683650	evm.model.RL_8.1369
OG0000457	Ag007G609510, Ag007G609520	evm.model.RL_4.2343
OG0000460	Ag004G371960	evm.model.RL_6.2924
OG0000461	Ag004G297280	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911
OG0000461	Ag004G297270	evm.model.RL_8.2929, evm.model.RL_5.2910
OG0000466	Ag002G200890	evm.model.RL_1.2178
OG0000468	Ag001G076000	evm.model.RL_7.908
OG0000468	Ag007G588820	evm.model.RL_6.1370
OG0000468	Ag002G178980, Ag002G178970	evm.model.RL_6.2006
OG0000471	Ag007G582470	evm.model.RL_5.3017
OG0000471	Ag007G582540	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020, evm.model.RL_5.3018, evm.model.RL_5.3019
OG0000472	Ag007G651090	evm.model.RL_2.9
OG0000472	Ag001G035310, Ag001G035280, Ag007G651110	evm.model.RL_2.8
OG0000474	Ag008G691340	evm.model.RL_4.1353
OG0000474	Ag008G723500, Ag003G266780	evm.model.RL_7.1494, evm.model.RL_2.2587, evm.model.RL_6.296
OG0000475	Ag004G384440, Ag007G642180	evm.model.RL_3.170
OG0000475	Ag004G384580	evm.model.RL_3.171
OG0000480	Ag002G123160	evm.model.RL_8.1001, evm.model.RL_3.892, evm.model.RL_2.705
OG0000482	Ag004G356890	evm.model.RL_3.1086, evm.model.RL_2.377
OG0000483	Ag008G695540	evm.model.RL_8.1626
OG0000483	Ag008G695570	evm.model.RL_8.1628, evm.model.RL_8.1627
OG0000484	Ag007G655100	evm.model.RL_2.3144
OG0000486	Ag001G022480, Ag001G022450	evm.model.RL_6.86, evm.model.RL_7.1009, evm.model.RL_5.341
OG0000486	Ag005G472640, Ag005G472560, Ag005G472630	evm.model.RL_7.1029, evm.model.RL_7.1008, evm.model.RL_6.88, evm.model.RL_5.342
OG0000487	Ag004G302520	evm.model.RL_1.357
OG0000489	Ag005G483110, Ag005G483100	evm.model.RL_1.499
OG0000490	Ag004G299130, Ag004G298920, Ag004G299000	evm.model.RL_5.76
OG0000492	Ag008G699990, Ag008G700020, Ag008G691300	evm.model.RL_8.1742
OG0000493	Ag008G691820	evm.model.RL_4.773, evm.model.RL_8.1075, evm.model.RL_2.642, evm.model.RL_4.2806
OG0000495	Ag003G258890	evm.model.RL_2.2495
OG0000498	Ag002G118970, Ag002G118740, Ag008G686150	evm.model.RL_8.1435
OG0000498	Ag004G388660, Ag004G393670, Ag004G388490, Ag004G388330, Ag002G166740, Ag002G129930, Ag002G115480, Ag002G133670, Ag002G135230, Ag001G018830, Ag002G135060, Ag002G136310, Ag002G115500, Ag002G120880, Ag002G115510, Ag002G120860, Ag003G252900	evm.model.RL_5.3097
OG0000499	Ag006G575170	evm.model.RL_2.1390.1.687c86e2
OG0000499	Ag003G214300, Ag005G465770, Ag001G005200	evm.model.RL_3.2236, evm.model.RL_5.1890
OG0000500	Ag005G449140	evm.model.RL_4.348
OG0000501	Ag006G535430, Ag003G279520	evm.model.RL_5.2509
OG0000504	Ag006G493540, Ag002G181080	evm.model.RL_4.3277
OG0000504	Ag005G476980	evm.model.RL_1.857
OG0000506	Ag004G341890	evm.model.RL_4.2927
OG0000507	Ag002G123770	evm.model.RL_3.536
OG0000507	Ag004G401200	evm.model.RL_3.86, evm.model.RL_6.2843
OG0000507	Ag004G399780	evm.model.RL_3.47, evm.model.RL_3.45, evm.model.RL_3.43
OG0000507	Ag001G093180, Ag002G123780	evm.model.RL_6.1857
OG0000508	Ag002G172000, Ag002G137860	evm.model.RL_6.1844, evm.model.RL_3.268
OG0000509	Ag001G038070, Ag001G038080	evm.model.RL_2.485, evm.model.RL_5.3768, evm.model.RL_2.1208
OG0000510	Ag004G371880, Ag004G372380	evm.model.RL_3.457
OG0000510	Ag004G371890	evm.model.RL_3.451, evm.model.RL_3.458
OG0000511	Ag001G034330	evm.model.RL_2.1043
OG0000511	Ag004G379930	evm.model.RL_3.238
OG0000512	Ag006G545750	evm.model.RL_2.1853, evm.model.RL_2.1854, evm.model.RL_7.2237
OG0000513	Ag002G172390	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7
OG0000513	Ag001G051420	evm.model.RL_7.1762
OG0000513	Ag008G710120	evm.model.RL_8.2062
OG0000514	Ag005G446210	evm.model.RL_1.1957
OG0000515	Ag005G435400, Ag001G000250, Ag004G371560	evm.model.RL_5.3833
OG0000515	Ag001G000240, Ag001G000230	evm.model.RL_5.3999
OG0000520	Ag002G202200	evm.model.RL_4.754
OG0000520	Ag002G202190	evm.model.RL_7.262
OG0000521	Ag002G154960, Ag002G149740	evm.model.RL_8.860
OG0000523	Ag007G583780	evm.model.RL_5.3093
OG0000523	Ag001G095450, Ag001G095480	evm.model.RL_7.199
OG0000524	Ag005G479160, Ag005G479170	evm.model.RL_1.735
OG0000524	Ag005G479180	evm.model.RL_1.734, evm.model.RL_4.768
OG0000525	Ag003G213550	evm.model.RL_3.2252
OG0000525	Ag004G326110	evm.model.RL_5.1541
OG0000525	Ag005G465120	evm.model.RL_1.1399
OG0000525	Ag001G006140	evm.model.RL_5.3805
OG0000526	Ag001G054010, Ag001G054190	evm.model.RL_7.1608
OG0000526	Ag001G054200	evm.model.RL_7.1613
OG0000529	Ag008G714630	evm.model.RL_4.1462
OG0000532	Ag005G479210	evm.model.RL_6.324, evm.model.RL_6.71
OG0000532	Ag003G284610	evm.model.RL_2.3383
OG0000533	Ag003G295150	evm.model.RL_2.3413, evm.model.RL_6.67
OG0000533	Ag003G282140	evm.model.RL_2.2982, evm.model.RL_1.2814
OG0000537	Ag007G598950	evm.model.RL_8.362
OG0000539	Ag001G099110	evm.model.RL_3.492
OG0000540	Ag007G593940	evm.model.RL_6.1049
OG0000540	Ag007G593980	evm.model.RL_6.1046
OG0000540	Ag007G593990	evm.model.RL_6.1042, evm.model.RL_6.1043, evm.model.RL_6.1044
OG0000542	Ag007G621160	evm.model.RL_4.2027.1.687c86d7
OG0000542	Ag001G024160, Ag003G260040	evm.model.RL_5.2133
OG0000542	Ag005G489130, Ag005G448090, Ag002G119610	evm.model.RL_1.173
OG0000543	Ag002G139310, Ag002G139430, Ag002G139170, Ag002G139210	evm.model.RL_6.338, evm.model.RL_6.344, evm.model.RL_6.339
OG0000544	Ag004G303770, Ag004G303690	evm.model.RL_5.382, evm.model.RL_5.384
OG0000544	Ag004G303720, Ag004G303730, Ag004G303740	evm.model.RL_5.383
OG0000545	Ag003G227690, Ag003G227810	evm.model.RL_3.1918
OG0000545	Ag003G227850	evm.model.RL_3.1916_evm.model.RL_3.1917
OG0000550	Ag001G069200, Ag002G166090	evm.model.RL_7.1126
OG0000550	Ag005G455070	evm.model.RL_6.1710
OG0000551	Ag008G731770	evm.model.RL_8.2558
OG0000551	Ag003G295060	evm.model.RL_2.3398
OG0000551	Ag007G603420	evm.model.RL_4.2595.1.687c86da
OG0000552	Ag002G204680	evm.model.RL_5.3425
OG0000552	Ag001G096850	evm.model.RL_7.139, evm.model.RL_6.1199
OG0000554	Ag002G169930, Ag004G376310	evm.model.RL_3.335
OG0000556	Ag005G427890, Ag005G448010	evm.model.RL_1.2383
OG0000557	Ag001G092650	evm.model.RL_7.337
OG0000558	Ag002G166500, Ag002G166380, Ag002G166570, Ag002G164810	evm.model.RL_3.444, evm.model.RL_6.2355
OG0000558	Ag002G193520, Ag004G379460	evm.model.RL_3.443
OG0000559	Ag006G494200	evm.model.RL_4.3249
OG0000559	Ag006G494130, Ag006G494150	evm.model.RL_4.3262
OG0000560	Ag008G709130	evm.model.RL_8.2034, evm.model.RL_8.2035
OG0000561	Ag008G732290, Ag008G732280, Ag005G451780, Ag005G451720	evm.model.RL_8.2590.1.687c8562
OG0000561	Ag008G732390, Ag005G451700, Ag005G451760, Ag008G732340	evm.model.RL_8.2591
OG0000562	Ag005G482800	evm.model.RL_1.516.4.687c87ea
OG0000562	Ag007G614680	evm.model.RL_4.2164
OG0000562	Ag007G634950	evm.model.RL_4.1100
OG0000563	Ag002G173190	evm.model.RL_2.457
OG0000564	Ag001G007070	evm.model.RL_6.369
OG0000565	Ag004G346500, Ag004G346490	evm.model.RL_3.1396
OG0000566	Ag008G717740	evm.model.RL_4.1597
OG0000570	Ag005G490020	evm.model.RL_1.121
OG0000571	Ag008G712960	evm.model.RL_8.2145
OG0000573	Ag004G375100	evm.model.RL_3.359.1.687c84ba
OG0000575	Ag006G553500, Ag003G274140	evm.model.RL_7.1987
OG0000578	Ag004G311890	evm.model.RL_5.908
OG0000578	Ag004G369890	evm.model.RL_3.507
OG0000578	Ag004G347080, Ag004G346890	evm.model.RL_3.1392
OG0000580	Ag002G198870	evm.model.RL_6.2547
OG0000580	Ag002G198930, Ag002G198970, Ag002G198920, Ag002G198900	evm.model.RL_6.2550
OG0000580	Ag002G199050	evm.model.RL_6.2549
OG0000582	Ag004G308430	evm.model.RL_7.1671, evm.model.RL_4.1470
OG0000582	Ag007G596900	evm.model.RL_5.694.2.687c88ae, evm.model.RL_6.839
