Orthogroup	Cardamine_hirsuta	Conringia_planisiliqua
OG0000231	CARHR213950, CARHR041780, CARHR214130	CP1_g38847_DN3_SP0_c.t1, CP46_g6641_DN3_SP0_c.t1, CP100_g56185_DN3_SP0_c.t1, CP46_g6645_DN3_SP0_c.t1, CP15_g34757_DN3_SP0_c.t1, CP1_g39749_DN3_SP0_c.t1, CP1_g38772_DN3_SP0_c.t1, CP1_g39081_DN3_SP0_c.t1, CP1_g38830_DN3_SP0_c.t1, CP291_g50944_DN3_SP0_c.t1, CP100_g56192_DN3_SP0_c.t1, CP100_g56188_DN3_SP0_c.t1, CP1_g38794_DN3_SP0_c.t1, CP1_g38624_DN3_SP0_c.t1, CP1_g38813_DN3_SP0_c.t1, CP5_g1545_DN3_SP0_c.t1, CP5_g1552_DN3_SP0_c.t1, CP5_g1701_DN3_SP0_c.t1, CP46_g6643_DN1_SP0_c.t1, CP1_g38829_DN3_SP0_c.t1, CP18_g11849_DN3_SP0_c.t1, CP1_g39090_DN3_SP0_c.t1, CP1_g39092_DN3_SP0_c.t1, CP234_g41541_DN3_SP0_p.t1, CP46_g6649_DN1_SP0_c.t1, CP1_g38877_DN1_SP0_c.t1, CP100_g56191_DN1_SP0_c.t1, CP386_g3773_DN3_SP0_c.t1, CP100_g56183_DN3_SP0_c.t1, CP46_g6647_DN2_SP0_c.t1, CP100_g56189_DN2_SP0_c.t1, CP1_g38822_DN3_SP0_c.t1, CP1_g38765_DN3_SP0_c.t1, CP16_g55342_DN3_SP0_c.t1, CP5_g1548_DN3_SP0_c.t1, CP5_g1699_DN3_SP0_c.t1, CP5_g1693_DN3_SP0_c.t1, CP5_g1696_DN3_SP0_c.t1, CP5_g1550_DN3_SP0_c.t1, CP15_g34756_DN3_SP0_c.t1, CP1_g39086_DN3_SP0_c.t1, CP1_g38878_DN3_SP0_c.t1, CP234_g41533_DN3_SP0_p.t1, CP1_g38833_DN3_SP0_c.t1, CP1_g38779_DN3_SP0_c.t1, CP1_g38849_DN3_SP0_c.t1, CP1_g38796_DN3_SP0_c.t1, CP234_g41540_DN3_SP0_c.t1, CP1_g38775_DN3_SP0_c.t1, CP1_g38760_DN3_SP0_c.t1, CP1_g38808_DN3_SP0_c.t1, CP3_g15219_DN3_SP0_c.t1, CP1_g38626_DN2_SP0_c.t1, CP291_g50945_DN3_SP0_p.t1, CP1_g38628_DN3_SP0_c.t1, CP1_g39091_DN2_SP0_c.t1, CP46_g6642_DN3_SP0_c.t1, CP1_g38414_DN3_SP0_c.t1, CP1_g38812_DN3_SP0_c.t1, CP1_g38771_DN3_SP0_c.t1, CP1_g38627_DN3_SP0_c.t1, CP1_g38413_DN3_SP0_c.t1, CP5_g1691_DN3_SP0_c.t1, CP5_g1551_DN3_SP0_c.t1, CP100_g56190_DN3_SP0_c.t1, CP46_g6650_DN3_SP0_c.t1, CP100_g56184_DN3_SP0_c.t1, CP46_g6646_DN3_SP0_c.t1, CP1_g38795_DN2_SP0_c.t1, CP1_g38848_DN3_SP0_c.t1, CP1_g38827_DN3_SP0_c.t1, CP1_g38858_DN3_SP0_c.t1, CP1_g39750_DN3_SP0_c.t1, CP3_g15508_DN3_SP0_c.t1, CP1_g38797_DN3_SP0_c.t1, CP1_g38411_DN3_SP0_c.t1, CP1_g40623_DN3_SP0_c.t1, CP1_g38759_DN3_SP0_c.t1, CP1_g38807_DN3_SP0_c.t1, CP1_g39087_DN3_SP0_c.t1, CP1_g38304_DN3_SP0_c.t1
OG0000232	CARHR105480	CP16_g54960_DN1_SP0_c.t1
OG0000235	CARHR031310, CARHR091810	CP3_g15010_DN3_SP0_c.t1, CP3_g15011_DN3_SP0_c.t1, CP3_g15012_DN3_SP0_c.t1
OG0000235	CARHR091800, CARHR036940, CARHR031320	CP7_g44707_DN2_SP0_c.t1
OG0000236	CARHR000080, CARHR100230	CP1_g38671_DN3_SP0_c.t1
OG0000236	CARHR102630	CP8_g52883_DN3_SP0_c.t1
OG0000236	CARHR062600	CP9_g28570_DN3_SP0_c.t1
OG0000236	CARHR062620	CP9_g28567_DN3_SP0_c.t1
OG0000236	CARHR062590, CARHR062610	CP9_g28569_DN3_SP0_c.t1
OG0000240	CARHR062190	CP12_g31395_DN3_SP0_c.t1, CP12_g31368_DN3_SP0_c.t1, CP1_g38526_DN2_SP0_c.t1
OG0000242	CARHR014460	CP1_g37709_DN3_SP1_c.t1
OG0000242	CARHR066550, CARHR066560, CARHR014480, CARHR036430	CP1_g37710_DN2_SP0_c.t1
OG0000242	CARHR014490	CP1_g37712_DN3_SP0_c.t1
OG0000244	CARHR228610	CP19_g18502_DN3_SP0_c.t1
OG0000244	CARHR107520	CP11_g31874_DN3_SP3_c.t1
OG0000248	CARHR253860, CARHR253820, CARHR253850, CARHR253870, CARHR253840, CARHR253830, CARHR054340, CARHR054360, CARHR166590	CP16_g55066_DN2_SP0_c.t1
OG0000250	CARHR215600	CP19_g18375_DN2_SP0_c.t1, CP9_g28611_DN1_SP0_c.t1
OG0000253	CARHR115150	CP6_g8885_DN1_SP0_c.t1, CP15_g36030_DN1_SP0_c.t1, CP15_g35083_DN2_SP0_c.t1
OG0000258	CARHR271060	CP8_g53723_DN3_SP1_c.t1
OG0000260	CARHR209980	CP1_g38711_DN2_SP0_c.t1
OG0000264	CARHR251320	CP11_g32001_DN3_SP0_c.t1
OG0000266	CARHR265190	CP2_g49614_DN3_SP0_c.t1, CP2_g49646_DN3_SP0_c.t1, CP2_g49644_DN1_SP0_c.t1, CP2_g49578_DN1_SP0_c.t1, CP2_g49608_DN3_SP0_c.t1, CP2_g49613_DN3_SP0_c.t1, CP2_g49636_DN3_SP0_c.t1, CP2_g49587_DN3_SP0_c.t1, CP2_g49621_DN3_SP0_c.t1, CP2_g49661_DN3_SP0_c.t1, CP2_g49634_DN3_SP0_c.t1, CP2_g50398_DN2_SP0_c.t1, CP2_g49585_DN2_SP0_c.t1, CP2_g49619_DN3_SP0_c.t1, CP2_g49580_DN2_SP0_c.t1, CP2_g49579_DN2_SP0_c.t1, CP3_g13758_DN3_SP0_c.t1
OG0000267	CARHR112680, CARHR112670	CP16_g54873_DN2_SP0_c.t1, CP16_g54796_DN2_SP0_c.t1, CP16_g54798_DN3_SP0_c.t1
OG0000268	CARHR049930	CP13_g19604_DN3_SP0_c.t1, CP13_g19606_DN2_SP0_c.t1
OG0000269	CARHR014080, CARHR029720, CARHR033120	CP1_g38977_DN2_SP0_c.t1
OG0000270	CARHR106740	CP5_g536_DN3_SP7_c.t1
OG0000270	CARHR247840	CP10_g43930_DN3_SP8_c.t1
OG0000271	CARHR252250	CP6_g7930_DN3_SP0_c.t1
OG0000272	CARHR186370	CP2_g50566_DN1_SP0_c.t1, CP3_g14774_DN2_SP0_c.t1, CP15_g36148_DN1_SP0_c.t1
OG0000277	CARHR290080	CP6_g7328_DN3_SP0_c.t1, CP6_g7327_DN3_SP0_c.t1
OG0000281	CARHR040090	CP1_g38106_DN2_SP0_c.t1
OG0000282	CARHR205610	CP11_g33138_DN1_SP1_c.t1
OG0000282	CARHR205590, CARHR205580, CARHR205600	CP11_g33136_DN2_SP0_c.t1
OG0000283	CARHR180240	CP13_g20296_DN2_SP3_c.t1
OG0000283	CARHR180280	CP13_g20310_DN3_SP5_c.t1, CP13_g20306_DN3_SP0_c.t1, CP13_g20309_DN3_SP1_c.t1, CP13_g20308_DN3_SP1_c.t1, CP13_g20307_DN3_SP0_c.t1, CP13_g20311_DN3_SP1_c.t1, CP13_g20312_DN3_SP7_c.t1
OG0000284	CARHR183240	CP15_g36121_DN3_SP0_c.t1, CP17_g5006_DN2_SP0_c.t1, CP17_g5017_DN3_SP0_c.t1, CP17_g5042_DN3_SP0_c.t1, CP17_g5013_DN1_SP0_c.t1, CP17_g5025_DN2_SP0_c.t1, CP15_g36143_DN3_SP0_c.t1, CP17_g5048_DN2_SP0_c.t1, CP17_g5046_DN3_SP0_c.t1, CP334_g27197_DN3_SP0_c.t1, CP17_g5022_DN3_SP0_c.t1, CP15_g36133_DN2_SP0_c.t1, CP12_g31528_DN3_SP0_c.t1, CP17_g5036_DN2_SP0_c.t1
OG0000284	CARHR119540, CARHR119080, CARHR102130, CARHR101660, CARHR102230, CARHR102520, CARHR264270, CARHR180810	CP11_g31795_DN3_SP0_c.t1
OG0000285	CARHR033990	CP3_g16699_DN2_SP0_c.t1, CP1_g39555_DN3_SP0_c.t1, CP20_g3894_DN3_SP0_c.t1
OG0000286	CARHR253160, CARHR266730, CARHR257990, CARHR224090, CARHR266780, CARHR036480	CP8_g53329_DN3_SP0_c.t1
OG0000290	CARHR157630, CARHR283740, CARHR094030, CARHR112470	CP12_g30202_DN3_SP0_c.t1
OG0000290	CARHR279290, CARHR058360	CP2_g47763_DN3_SP0_c.t1
OG0000294	CARHR092710	CP12_g30079_DN2_SP0_c.t1
OG0000294	CARHR131330	CP5_g1346_DN3_SP0_c.t1
OG0000294	CARHR142440	CP4_g24012_DN3_SP0_c.t1
OG0000294	CARHR249810	CP11_g32138_DN3_SP0_c.t1
OG0000294	CARHR001810	CP1_g36812_DN3_SP0_c.t1
OG0000297	CARHR121660, CARHR121670, CARHR121680, CARHR121720	CP4_g25881_DN2_SP0_c.t1
OG0000297	CARHR274100	CP8_g54064_DN3_SP0_c.t1, CP26_g51182_DN2_SP0_c.t1, CP8_g54065_DN2_SP0_c.t1
OG0000297	CARHR095150	CP12_g30313_DN1_SP0_c.t1
OG0000299	CARHR119900, CARHR071990	CP16_g54939_DN3_SP0_c.t1
OG0000299	CARHR152230	CP11_g33380_DN2_SP0_c.t1
OG0000299	CARHR045650	CP7_g46446_DN3_SP1_c.t1
OG0000300	CARHR103220	CP12_g31598_DN3_SP0_c.t1
OG0000300	CARHR103190, CARHR103130	CP12_g31575_DN3_SP0_c.t1
OG0000301	CARHR263710, CARHR257150, CARHR113850, CARHR159730	CP12_g31752_DN3_SP0_c.t1, CP14_g22415_DN3_SP0_c.t1
OG0000303	CARHR286360	CP18_g11484_DN3_SP0_c.t1
OG0000304	CARHR031350, CARHR031360	CP13_g20066_DN3_SP0_c.t1
OG0000308	CARHR018220	CP7_g45988_DN3_SP0_c.t1
OG0000310	CARHR157270	CP5_g1543_DN2_SP0_c.t1, CP8_g53979_DN3_SP0_c.t1
OG0000310	CARHR036840, CARHR183820, CARHR273750, CARHR273860, CARHR118680, CARHR285940	CP8_g54035_DN2_SP0_c.t1, CP8_g53999_DN2_SP0_c.t1, CP8_g54042_DN3_SP0_c.t1, CP8_g54034_DN3_SP0_c.t1
OG0000311	CARHR196640	CP11_g32313_DN3_SP8_c.t1
OG0000311	CARHR038100	CP1_g38280_DN3_SP8_c.t1
OG0000311	CARHR093170	CP12_g30117_DN3_SP8_c.t1
OG0000311	CARHR215260	CP5_g1783_DN3_SP8_c.t1
OG0000311	CARHR292180	CP9_g28164_DN3_SP8_c.t1
OG0000314	CARHR004130	CP1_g36601_DN3_SP8_c.t1
OG0000314	CARHR004140	CP1_g36600_DN3_SP7_c.t1
OG0000314	CARHR127110	CP4_g25441_DN3_SP8_c.t1
OG0000315	CARHR119440	CP1_g40984_DN2_SP0_c.t1
OG0000316	CARHR135700	CP4_g24666_DN2_SP0_c.t1
OG0000322	CARHR071920	CP9_g29478_DN3_SP0_c.t1
OG0000322	CARHR036870	CP13_g20259_DN3_SP0_c.t1
OG0000322	CARHR260510, CARHR135390	CP8_g53634_DN3_SP1_c.t1, CP4_g24689_DN3_SP1_c.t1, CP10_g43906_DN3_SP0_c.t1
OG0000323	CARHR267340	CP8_g53388_DN3_SP0_c.t1
OG0000323	CARHR235370	CP5_g1240_DN2_SP0_c.t1
OG0000323	CARHR235360	CP5_g1241_DN3_SP0_c.t1
OG0000324	CARHR116560	CP16_g55647_DN2_SP0_c.t1
OG0000325	CARHR034450, CARHR145800	CP5_g2094_DN2_SP0_c.t1
OG0000327	CARHR164480, CARHR164490	CP3_g13901_DN3_SP0_c.t1, CP3_g13909_DN2_SP0_c.t1, CP3_g13899_DN2_SP0_c.t1, CP3_g13900_DN3_SP0_c.t1
OG0000328	CARHR220880	CP6_g7476_DN3_SP2_c.t1
OG0000328	CARHR263560, CARHR263570	CP5_g1590_DN3_SP2_c.t1
OG0000329	CARHR139920, CARHR139910	CP16_g55476_DN1_SP0_c.t1, CP16_g55478_DN1_SP0_c.t1
OG0000329	CARHR096590, CARHR167680	CP3_g13356_DN3_SP0_c.t1
OG0000332	CARHR193130, CARHR193110	CP8_g54355_DN3_SP7_c.t1
OG0000332	CARHR095140, CARHR040120	CP1_g38104_DN3_SP7_c.t1
OG0000334	CARHR131810	CP13_g20732_DN1_SP0_c.t1
OG0000334	CARHR250660	CP11_g32066_DN3_SP0_c.t1
OG0000335	CARHR027470	CP3_g16661_DN2_SP0_c.t1
OG0000335	CARHR027480	CP3_g16662_DN3_SP0_c.t1
OG0000338	CARHR054520, CARHR009660, CARHR009570, CARHR054330, CARHR183900	CP318_g3528_DN3_SP0_c.t1, CP2_g49694_DN3_SP0_c.t1, CP2_g49689_DN3_SP0_c.t1, CP2_g49549_DN3_SP0_c.t1, CP2_g49696_DN3_SP0_c.t1, CP1_g37240_DN3_SP8_c.t1, CP1_g37250_DN3_SP0_c.t1
OG0000339	CARHR230740	CP19_g18321_DN3_SP8_c.t1
OG0000339	CARHR000730	CP1_g36454_DN3_SP7_c.t1
OG0000339	CARHR171770	CP4_g24125_DN3_SP8_c.t1
OG0000340	CARHR138610	CP4_g24378_DN3_SP0_c.t1
OG0000340	CARHR138640	CP4_g24377_DN3_SP0_c.t1
OG0000344	CARHR222620	CP6_g7421_DN3_SP2_c.t1
OG0000345	CARHR012980	CP8_g53011_DN3_SP0_c.t1, CP1_g37568_DN3_SP0_c.t1
OG0000345	CARHR012960, CARHR035980	CP1_g38493_DN3_SP0_c.t1
OG0000345	CARHR012970	CP1_g37567_DN2_SP0_c.t1
OG0000346	CARHR258000	CP8_g53267_DN1_SP0_c.t1
OG0000346	CARHR266740	CP8_g53268_DN3_SP0_c.t1
OG0000349	CARHR107940, CARHR291770, CARHR107950	CP13_g20418_DN3_SP0_c.t1
OG0000349	CARHR112570, CARHR037360, CARHR122800, CARHR122780	CP16_g55350_DN3_SP0_c.t1
OG0000350	CARHR029110	CP7_g44921_DN3_SP0_c.t1
OG0000351	CARHR033140	CP8_g53531_DN3_SP0_c.t1
OG0000351	CARHR089260, CARHR089270	CP39_g21119_DN3_SP1_c.t1
OG0000352	CARHR017440	CP16_g55214_DN2_SP0_c.t1, CP7_g46052_DN3_SP0_c.t1
OG0000352	CARHR052660, CARHR053720	CP2_g49262_DN3_SP0_c.t1
OG0000356	CARHR186490, CARHR186690	CP10_g43866_DN3_SP0_c.t1, CP10_g43849_DN3_SP0_c.t1, CP9_g28286_DN1_SP0_c.t1, CP39_g21150_DN1_SP0_c.t1, CP9_g28252_DN1_SP0_c.t1, CP9_g28272_DN1_SP0_c.t1
OG0000358	CARHR003600	CP1_g36652_DN3_SP8_c.t1
OG0000358	CARHR006290, CARHR203880	CP13_g20386_DN3_SP5_c.t1
OG0000358	CARHR203890	CP11_g32977_DN3_SP4_c.t1
OG0000360	CARHR289040	CP19_g18484_DN2_SP0_c.t1, CP7_g45345_DN2_SP0_c.t1, CP19_g18485_DN2_SP0_c.t1
OG0000361	CARHR086030	CP10_g43107_DN2_SP0_c.t1
OG0000361	CARHR099850	CP11_g33452_DN3_SP0_c.t1
OG0000363	CARHR288410	CP5_g2451_DN1_SP0_c.t1, CP9_g27917_DN3_SP0_c.t1
OG0000370	CARHR017550	CP7_g46045_DN3_SP1_c.t1
OG0000370	CARHR017540	CP7_g46046_DN3_SP0_c.t1
OG0000370	CARHR216970, CARHR185400, CARHR232710	CP19_g18116_DN3_SP1_c.t1, CP7_g44614_DN3_SP0_c.t1, CP19_g18115_DN3_SP0_c.t1
OG0000371	CARHR025430, CARHR142610	CP10_g42640_DN3_SP0_c.t1
OG0000371	CARHR011690	CP6_g7558_DN3_SP0_c.t1
OG0000371	CARHR142620	CP1_g36859_DN3_SP0_c.t1
OG0000372	CARHR058020, CARHR234800, CARHR234790, CARHR289410, CARHR289420	CP5_g1294_DN3_SP0_c.t1, CP5_g1297_DN3_SP0_c.t1, CP5_g1293_DN3_SP0_c.t1, CP5_g1292_DN3_SP0_c.t1
OG0000373	CARHR143570	CP8_g52623_DN2_SP0_c.t1
OG0000374	CARHR041640	CP1_g38041_DN3_SP0_c.t1, CP1_g37977_DN3_SP0_c.t1
OG0000377	CARHR051720	CP2_g49233_DN3_SP6_c.t1
OG0000380	CARHR048520, CARHR048430	CP2_g50047_DN2_SP0_c.t1
OG0000380	CARHR048230, CARHR055280	CP2_g50250_DN1_SP0_c.t1
OG0000380	CARHR055240, CARHR048490	CP2_g48988_DN1_SP0_c.t1
OG0000382	CARHR001910	CP11_g32110_DN3_SP8_c.t1
OG0000382	CARHR009120	CP1_g37198_DN3_SP6_c.t1
OG0000383	CARHR028050, CARHR028080	CP7_g45027_DN3_SP0_c.t1, CP7_g45028_DN3_SP0_c.t1, CP7_g45029_DN3_SP0_c.t1
OG0000384	CARHR090630	CP12_g29894_DN3_SP1_c.t1
OG0000384	CARHR043000	CP1_g37846_DN3_SP2_c.t1
OG0000386	CARHR163180	CP3_g14031_DN3_SP1_c.t1
OG0000386	CARHR147220	CP13_g19387_DN3_SP4_c.t1
OG0000388	CARHR101890	CP5_g2292_DN1_SP0_c.t1
OG0000389	CARHR168810	CP11_g32148_DN1_SP0_c.t1
OG0000390	CARHR153480, CARHR190050, CARHR179180	CP2_g49021_DN2_SP0_c.t1, CP2_g49360_DN2_SP0_c.t1
OG0000390	CARHR095050	CP12_g30303_DN3_SP0_c.t1, CP12_g30264_DN3_SP0_c.t1
OG0000391	CARHR022740	CP7_g45551_DN2_SP1_c.t1
OG0000391	CARHR022730	CP7_g45552_DN3_SP0_c.t1
OG0000398	CARHR044860, CARHR044870	CP7_g46371_DN3_SP0_c.t1
OG0000400	CARHR149600, CARHR292690	CP7_g44496_DN1_SP0_c.t1
OG0000403	CARHR052710, CARHR052720	CP2_g49295_DN2_SP0_c.t1
OG0000403	CARHR052680	CP2_g49280_DN1_SP0_c.t1
OG0000404	CARHR130390, CARHR206830, CARHR086060	CP10_g43111_DN3_SP8_c.t1, CP11_g33201_DN3_SP1_c.t1, CP4_g25129_DN3_SP3_c.t1
OG0000406	CARHR196180	CP11_g32266_DN3_SP5_c.t1
OG0000408	CARHR117190	CP16_g55149_DN3_SP0_c.t1
OG0000411	CARHR050150	CP2_g49070_DN3_SP8_c.t1
OG0000411	CARHR103290	CP12_g31665_DN3_SP5_c.t1
OG0000411	CARHR252910	CP11_g31860_DN3_SP6_c.t1
OG0000411	CARHR228790	CP19_g18474_DN3_SP8_c.t1
OG0000412	CARHR267950	CP8_g53432_DN3_SP8_c.t1
OG0000412	CARHR234870	CP5_g1290_DN3_SP2_c.t1
OG0000412	CARHR041080	CP1_g38014_DN3_SP7_c.t1
OG0000412	CARHR096480	CP12_g30425_DN3_SP8_c.t1
OG0000413	CARHR088190	CP10_g43316_DN3_SP0_c.t1
OG0000413	CARHR233890	CP19_g18008_DN3_SP0_c.t1
OG0000413	CARHR270190	CP8_g53648_DN3_SP0_c.t1
OG0000414	CARHR025550	CP7_g45280_DN3_SP0_c.t1
OG0000414	CARHR025540, CARHR025530	CP7_g45281_DN3_SP0_c.t1
OG0000415	CARHR137680	CP4_g24470_DN3_SP0_c.t1
OG0000416	CARHR125400, CARHR125380	CP4_g25583_DN2_SP0_c.t1
OG0000417	CARHR288610, CARHR033580, CARHR100270, CARHR033610, CARHR100280, CARHR288600, CARHR033590, CARHR288590, CARHR100310, CARHR288580	CP12_g30812_DN1_SP0_c.t1
OG0000420	CARHR111260	CP11_g31933_DN3_SP0_c.t1
OG0000421	CARHR103170, CARHR263230, CARHR263240, CARHR263250	CP5_g1565_DN2_SP7_c.t1
OG0000421	CARHR263220	CP5_g1568_DN3_SP3_c.t1, CP5_g1566_DN3_SP0_c.t1
OG0000422	CARHR009470	CP1_g37230_DN3_SP0_c.t1
OG0000422	CARHR009460, CARHR009450, CARHR222090	CP1_g37229_DN3_SP0_c.t1
OG0000423	CARHR065650	CP9_g28912_DN3_SP8_c.t1
OG0000423	CARHR044630	CP7_g46349_DN3_SP6_c.t1
OG0000423	CARHR088730	CP10_g43358_DN3_SP8_c.t1
OG0000424	CARHR251840	CP11_g31943_DN3_SP0_c.t1, CP11_g31937_DN3_SP0_c.t1, CP34_g51623_DN3_SP0_c.t1, CP11_g31942_DN3_SP0_c.t1, CP2_g49834_DN3_SP0_c.t1
OG0000425	CARHR086550, CARHR179580	CP10_g43162_DN2_SP0_c.t1
OG0000426	CARHR284410	CP15_g35208_DN1_SP0_c.t1
OG0000426	CARHR119980	CP9_g27969_DN3_SP0_c.t1, CP13_g20557_DN3_SP0_c.t1, CP24_g46960_DN3_SP0_c.t1, CP22_g17676_DN3_SP0_c.t1, CP9_g28015_DN3_SP0_c.t1, CP9_g27997_DN3_SP0_c.t1, CP2_g48197_DN1_SP0_c.t1, CP17_g5400_DN1_SP0_c.t1, CP14_g23843_DN3_SP0_c.t1, CP2_g50774_DN2_SP0_c.t1, CP17_g5829_DN3_SP0_c.t1, CP6_g8502_DN3_SP0_c.t1, CP1_g39026_DN1_SP0_c.t1, CP3_g16807_DN1_SP0_c.t1, CP24_g47150_DN2_SP0_c.t1
OG0000427	CARHR072170	CP9_g29501_DN3_SP0_c.t1
OG0000429	CARHR202110	CP11_g32808_DN3_SP0_c.t1
OG0000429	CARHR240310	CP5_g768_DN2_SP0_c.t1
OG0000429	CARHR115900	CP16_g55377_DN3_SP0_c.t1
OG0000430	CARHR106810	CP10_g43916_DN3_SP0_c.t1
OG0000430	CARHR243160	CP5_g523_DN3_SP0_c.t1
OG0000430	CARHR294440	CP5_g54_DN3_SP0_c.t1
OG0000431	CARHR284150	CP2_g49426_DN3_SP8_c.t1
OG0000431	CARHR010120	CP1_g37287_DN3_SP2_c.t1
OG0000431	CARHR010110	CP1_g37286_DN3_SP0_c.t1
OG0000432	CARHR265630	CP8_g53214_DN3_SP6_c.t1
OG0000436	CARHR270460	CP8_g53662_DN3_SP1_c.t1
OG0000436	CARHR237210	CP5_g1061_DN2_SP2_c.t1
OG0000436	CARHR110190	CP10_g43558_DN2_SP6_c.t1
OG0000437	CARHR033100	CP7_g44535_DN3_SP0_c.t1
OG0000437	CARHR033080	CP7_g44534_DN3_SP0_c.t1
OG0000437	CARHR033050	CP7_g44536_DN3_SP0_c.t1
OG0000438	CARHR253620	CP11_g31781_DN3_SP0_c.t1
OG0000439	CARHR005550	CP1_g36893_DN3_SP7_c.t1
OG0000439	CARHR169860	CP3_g13441_DN3_SP8_c.t1
OG0000439	CARHR125020	CP4_g25610_DN3_SP8_c.t1
OG0000440	CARHR195730	CP11_g33505_DN2_SP0_c.t1
OG0000440	CARHR077420	CP10_g42334_DN3_SP0_c.t1
OG0000440	CARHR077430	CP1_g38173_DN2_SP0_c.t1
OG0000441	CARHR091670	CP12_g29999_DN3_SP0_c.t1
OG0000441	CARHR091640	CP12_g29995_DN3_SP1_c.t1
OG0000442	CARHR078290, CARHR078280, CARHR186290, CARHR049440, CARHR112960, CARHR112980, CARHR053110	CP16_g54999_DN3_SP0_c.t1
OG0000443	CARHR065170, CARHR065180	CP9_g28860_DN2_SP0_c.t1
OG0000446	CARHR276320	CP2_g48048_DN3_SP8_c.t1
OG0000446	CARHR145200	CP13_g19553_DN3_SP8_c.t1
OG0000446	CARHR014840	CP1_g37745_DN3_SP8_c.t1
OG0000447	CARHR090020	CP10_g43472_DN3_SP8_c.t1
OG0000447	CARHR274540	CP2_g48225_DN3_SP5_c.t1
OG0000447	CARHR128030	CP4_g25348_DN3_SP8_c.t1
OG0000447	CARHR028030	CP7_g45032_DN3_SP7_c.t1
OG0000448	CARHR174490	CP13_g19808_DN3_SP0_c.t1, CP13_g19804_DN3_SP0_c.t1, CP13_g19805_DN2_SP0_c.t1, CP13_g19801_DN2_SP0_c.t1
OG0000449	CARHR154370	CP3_g14835_DN3_SP4_c.t1
OG0000449	CARHR273500	CP8_g54016_DN3_SP7_c.t1
OG0000449	CARHR154360	CP3_g14836_DN3_SP7_c.t1
OG0000449	CARHR273490	CP8_g54015_DN3_SP5_c.t1
OG0000452	CARHR238190	CP5_g973_DN3_SP7_c.t1
OG0000454	CARHR265700, CARHR265680, CARHR265690	CP8_g53225_DN3_SP0_c.t1, CP8_g53224_DN3_SP0_c.t1, CP8_g53223_DN3_SP0_c.t1
OG0000456	CARHR160320, CARHR160300	CP3_g14299_DN2_SP0_c.t1, CP3_g15792_DN1_SP0_c.t1
OG0000456	CARHR180690, CARHR206570	CP6_g7094_DN3_SP0_c.t1, CP1_g38439_DN1_SP0_c.t1
OG0000457	CARHR200680	CP11_g32690_DN3_SP0_c.t1, CP8_g53301_DN3_SP0_c.t1, CP11_g32691_DN3_SP0_c.t1
OG0000458	CARHR119910, CARHR265940, CARHR265960, CARHR266380	CP20_g3997_DN1_SP0_c.t1
OG0000459	CARHR254770, CARHR227580, CARHR221090, CARHR227590, CARHR227570, CARHR227620	CP6_g6757_DN2_SP0_c.t1, CP6_g6758_DN3_SP0_c.t1, CP6_g6755_DN3_SP0_c.t1, CP6_g6754_DN3_SP0_c.t1
OG0000461	CARHR131830	CP4_g24959_DN3_SP0_c.t1, CP4_g24957_DN3_SP2_c.t1
OG0000463	CARHR154970, CARHR155030	CP3_g14733_DN3_SP0_c.t1
OG0000463	CARHR155150, CARHR155070, CARHR155100	CP3_g14737_DN3_SP0_c.t1
OG0000466	CARHR140230	CP10_g42952_DN2_SP0_c.t1
OG0000468	CARHR164620	CP3_g13884_DN3_SP0_c.t1
OG0000468	CARHR126780	CP4_g25471_DN3_SP5_c.t1
OG0000468	CARHR133660	CP4_g24828_DN3_SP0_c.t1
OG0000471	CARHR028400	CP7_g45003_DN3_SP0_c.t1
OG0000472	CARHR261860, CARHR261870	CP5_g1397_DN3_SP0_c.t1, CP5_g1398_DN3_SP1_c.t1
OG0000472	CARHR261880, CARHR261890	CP5_g1404_DN2_SP0_c.t1
OG0000473	CARHR142770	CP4_g23983_DN3_SP0_c.t1
OG0000473	CARHR275070	CP2_g48172_DN2_SP0_c.t1
OG0000473	CARHR261710	CP5_g1379_DN3_SP0_c.t1
OG0000474	CARHR189790	CP3_g14484_DN3_SP7_c.t1, CP2_g48302_DN3_SP2_c.t1
OG0000474	CARHR157730, CARHR118230, CARHR238640	CP5_g920_DN3_SP2_c.t1, CP16_g55067_DN3_SP7_c.t1
OG0000475	CARHR048280	CP2_g48953_DN3_SP0_c.t1
OG0000476	CARHR274050	CP21_g10954_DN3_SP0_c.t1
OG0000476	CARHR130790, CARHR187530, CARHR188130	CP2_g48449_DN3_SP0_c.t1
OG0000476	CARHR187930	CP11_g33383_DN1_SP0_c.t1
OG0000477	CARHR206050, CARHR132920, CARHR272250, CARHR107490	CP4_g24894_DN3_SP0_c.t1, CP11_g33191_DN3_SP8_c.t1
OG0000481	CARHR050610	CP2_g49102_DN3_SP0_c.t1
OG0000481	CARHR219220	CP6_g7745_DN2_SP0_c.t1, CP17_g5462_DN2_SP0_c.t1, CP6_g7728_DN2_SP0_c.t1, CP14_g22605_DN2_SP0_c.t1, CP6_g9286_DN2_SP0_c.t1, CP14_g22576_DN1_SP0_c.t1, CP25_g55993_DN2_SP0_c.t1, CP6_g7722_DN1_SP0_c.t1, CP6_g7750_DN1_SP0_c.t1, CP5_g1824_DN3_SP0_c.t1
OG0000482	CARHR059540, CARHR214170	CP39_g21146_DN3_SP5_c.t1
OG0000483	CARHR268750	CP8_g53519_DN3_SP0_c.t1
