Orthogroup	Cardamine_hirsuta	Odontarrhena_muralis
OG0000336	CARHR065900, CARHR065920, CARHR065910, CARHR065890	Om004G142050
OG0000336	CARHR065880	Om004G142080, Om004G142060
OG0000338	CARHR183900	Om011G365530, Om005G217920, Om005G187760, Om005G187950
OG0000339	CARHR230740	Om001G010480
OG0000339	CARHR141230	Om008G321390
OG0000340	CARHR138610	Om008G325090
OG0000344	CARHR187250, CARHR187260, CARHR222620, CARHR184910, CARHR185590, CARHR184960, CARHR184950, CARHR185620	Om006G240680
OG0000345	CARHR012960, CARHR035980	Om005G192140
OG0000346	CARHR266760, CARHR284830	Om003G115250
OG0000347	CARHR086360	Om006G248330, Om006G248350, Om002G055420
OG0000349	CARHR244070	Om001G035120
OG0000349	CARHR291770	Om008G361710
OG0000349	CARHR112570, CARHR037360, CARHR122800, CARHR122780	Om001G035100
OG0000350	CARHR029080	Om007G290140
OG0000350	CARHR029110	Om007G290180
OG0000351	CARHR033160	Om002G059530
OG0000351	CARHR203560	Om002G059500
OG0000351	CARHR033150	Om002G059520
OG0000352	CARHR017440	Om005G197930, Om008G334130
OG0000352	CARHR073990	Om008G360290, Om008G360530, Om008G360690, Om008G360810, Om008G360300, Om008G360820, Om008G360270, Om008G360790, Om008G360500, Om008G360670
OG0000352	CARHR251910	Om008G336420, Om004G132540
OG0000355	CARHR073530, CARHR073430	Om004G131070
OG0000356	CARHR186490, CARHR186690	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030
OG0000358	CARHR003600	Om005G181310, Om007G277860
OG0000358	CARHR203890	Om007G277850
OG0000359	CARHR029510, CARHR128500	Om007G290360, Om007G290370
OG0000360	CARHR289280	Om008G362290
OG0000360	CARHR289020	Om006G230130
OG0000360	CARHR289650, CARHR289030	Om006G230170
OG0000361	CARHR086030	Om002G054940
OG0000362	CARHR004290	Om005G182040
OG0000362	CARHR057010, CARHR016600	Om004G145620, Om004G145610
OG0000362	CARHR062750	Om004G136210
OG0000363	CARHR288410	Om004G151750
OG0000368	CARHR245730	Om001G038080, Om001G038070
OG0000368	CARHR245720	Om001G038000
OG0000368	CARHR058590, CARHR058530, CARHR058550	Om001G038090
OG0000368	CARHR245750	Om001G038110
OG0000370	CARHR017550	Om005G198190
OG0000370	CARHR017540	Om005G198070
OG0000371	CARHR025430, CARHR142610	Om008G319770
OG0000371	CARHR142620	Om008G319760
OG0000372	CARHR058020, CARHR234800, CARHR234790, CARHR289410, CARHR289420	Om004G135750
OG0000373	CARHR143570	Om012G367460, Om012G368390, Om012G366180, Om012G366420, Om012G366280, Om007G310230, Om012G366210, Om012G366240, Om007G310270, Om012G366500, Om007G310370, Om012G366450, Om012G366520, Om007G310340, Om012G366580, Om012G366620, Om012G366700, Om007G310250, Om012G366560, Om007G310210, Om012G366540, Om012G366150, Om007G310310, Om007G310430, Om012G366470, Om012G366670, Om015G372170, Om012G367700, Om015G372020, Om012G367420, Om012G367040, Om015G372320, Om012G367620, Om012G367320, Om012G368100, Om012G367070, Om012G368020, Om015G371830, Om012G366980, Om012G367260, Om015G373070, Om012G367530, Om012G367550, Om015G372100, Om012G367910, Om014G371050, Om012G367210, Om012G366940, Om012G367570, Om015G371760, Om015G371870, Om012G367960, Om012G368430, Om015G372260, Om012G366880, Om012G368310, Om015G372290, Om015G371780, Om012G367780, Om012G368410, Om012G368150, Om012G367820, Om015G372120, Om012G367300, Om015G371970, Om012G366910, Om015G372070, Om012G367180, Om015G371930, Om012G367150, Om012G367660, Om015G372210, Om015G372150, Om012G367390, Om012G368350, Om012G368230, Om012G366780, Om014G371030, Om015G372270, Om015G373050, Om012G367600, Om015G371800, Om012G368330, Om012G368270, Om012G367120, Om012G367490, Om012G367990, Om014G370990, Om015G371890, Om012G368370, Om015G373100, Om012G367350, Om012G368250, Om012G368180, Om015G372190, Om012G368210, Om012G367750, Om012G367870, Om012G368050, Om012G368290
OG0000373	CARHR111740	Om015G372240, Om015G372250, Om015G372050
OG0000374	CARHR041640	Om003G094990
OG0000374	CARHR041650, CARHR259760	Om003G096590, Om003G096580
OG0000377	CARHR051700	Om005G221490, Om005G221480, Om005G221450, Om005G221440
OG0000377	CARHR051720	Om005G221520
OG0000380	CARHR055290	Om005G225190
OG0000382	CARHR009120	Om005G187240
OG0000383	CARHR028090	Om007G289040, Om007G289010
OG0000383	CARHR028100	Om007G289000
OG0000384	CARHR090630	Om002G061100
OG0000384	CARHR043000	Om003G093990
OG0000384	CARHR043010	Om003G093980, Om003G093940, Om003G093930
OG0000386	CARHR163180	Om006G254890, Om006G254870, Om006G254900
OG0000386	CARHR163190, CARHR260720, CARHR163200	Om006G254880
OG0000387	CARHR224500	Om008G325420
OG0000388	CARHR101890	Om007G313410
OG0000389	CARHR168810	Om003G122000
OG0000389	CARHR168790	Om003G121980, Om003G122110, Om003G122100
OG0000390	CARHR153480, CARHR190050, CARHR179180	Om006G238000, Om001G007860
OG0000390	CARHR095050	Om002G066980
OG0000390	CARHR092870, CARHR151230	Om002G064160, Om004G151070
OG0000391	CARHR022750	Om005G204840
OG0000391	CARHR022710	Om005G199920
OG0000391	CARHR022740	Om005G204830
OG0000391	CARHR022730, CARHR022720	Om005G204810, Om005G204820
OG0000392	CARHR159640	Om006G259010
OG0000392	CARHR159760	Om006G258990
OG0000392	CARHR214610	Om004G166970
OG0000393	CARHR101190, CARHR092590	Om002G064150, Om002G064120
OG0000396	CARHR292620	Om006G270400
OG0000398	CARHR088340	Om002G057970
OG0000398	CARHR044860, CARHR044870	Om003G090820, Om003G090840
OG0000403	CARHR052690, CARHR052680	Om005G220580
OG0000404	CARHR130390, CARHR206830, CARHR086060	Om006G255780, Om008G337600, Om004G170670, Om002G054990
OG0000406	CARHR196180	Om007G297520
OG0000407	CARHR198380	Om007G300530
OG0000410	CARHR050970, CARHR050980	Om005G222940
OG0000411	CARHR050150	Om005G224040
OG0000411	CARHR252910	Om008G354000
OG0000411	CARHR228790	Om001G008360
OG0000412	CARHR267950	Om003G116310
OG0000413	CARHR088190	Om002G057770
OG0000413	CARHR270190	Om003G119170
OG0000413	CARHR044990	Om003G090580
OG0000414	CARHR227340	Om001G006250
OG0000415	CARHR196770, CARHR201040	Om004G162740
OG0000415	CARHR137680	Om008G326430
OG0000416	CARHR125400, CARHR125380	Om005G227300, Om004G176330, Om007G280020, Om007G280180
OG0000416	CARHR005050	Om005G182990
OG0000417	CARHR288610, CARHR033580, CARHR100270, CARHR033610, CARHR100280, CARHR288600, CARHR033590, CARHR288590, CARHR100310, CARHR288580	Om002G073380
OG0000420	CARHR111270, CARHR135320, CARHR135310	Om003G125710
OG0000421	CARHR103170, CARHR263230, CARHR263240, CARHR263250, CARHR263220	Om001G026550, Om001G026540, Om007G294470, Om001G013810
OG0000422	CARHR009470	Om005G187620, Om005G187610
OG0000422	CARHR009480	Om005G187660
OG0000422	CARHR009460, CARHR009450, CARHR222090	Om005G187600, Om005G187590
OG0000423	CARHR065650	Om004G142290
OG0000423	CARHR044630	Om003G091160
OG0000423	CARHR088730	Om002G058490
OG0000424	CARHR251880	Om002G075860
OG0000424	CARHR251850	Om007G293140
OG0000424	CARHR251840	Om007G293170, Om006G230630, Om007G292750, Om006G230620
OG0000425	CARHR043170, CARHR103140	Om003G093760
OG0000427	CARHR072160	Om007G317740
OG0000427	CARHR079970	Om002G047720
OG0000427	CARHR072170	Om001G021740, Om004G132930
OG0000429	CARHR188110	Om006G240130
OG0000429	CARHR202110	Om004G164170
OG0000429	CARHR240310	Om001G029270
OG0000430	CARHR106810	Om002G082610, Om002G066320
OG0000430	CARHR243160, CARHR111960, CARHR294440	Om001G041290
OG0000431	CARHR284150	Om005G219170
OG0000431	CARHR010120	Om005G188470
OG0000431	CARHR010110	Om005G188450
OG0000432	CARHR265630	Om003G113900
OG0000435	CARHR104640	Om004G163840
OG0000436	CARHR270460	Om006G250310
OG0000436	CARHR237210	Om001G024370
OG0000436	CARHR110190	Om002G087440
OG0000437	CARHR033050	Om001G012410
OG0000439	CARHR005540, CARHR005550	Om005G183450
OG0000439	CARHR169860	Om003G123740
OG0000439	CARHR125020	Om007G280530
OG0000440	CARHR195730	Om004G173680, Om007G297020
OG0000440	CARHR077430	Om006G261750, Om006G261700
OG0000441	CARHR091670	Om002G062560, Om002G062550
OG0000441	CARHR091630	Om002G062430
OG0000441	CARHR091640	Om002G062440
OG0000441	CARHR091660, CARHR091650	Om002G062460
OG0000442	CARHR147790, CARHR156510	Om001G041180
OG0000442	CARHR186290, CARHR049440	Om008G323220
OG0000443	CARHR065170, CARHR065180	Om003G118670, Om004G142810, Om004G142760
OG0000446	CARHR276320	Om006G235370
OG0000446	CARHR145200	Om006G274450
OG0000446	CARHR014840	Om005G194520
OG0000447	CARHR090020	Om002G060230
OG0000447	CARHR028030	Om007G288920
OG0000448	CARHR174490	Om008G361730
OG0000448	CARHR174500	Om008G361700
OG0000448	CARHR174510, CARHR174480	Om008G361720
OG0000449	CARHR154370	Om006G267260
OG0000449	CARHR273500	Om006G245560
OG0000449	CARHR154360	Om006G267270
OG0000449	CARHR273490	Om006G245570
OG0000454	CARHR265690	Om003G113950, Om003G113940, Om003G113960
OG0000456	CARHR031380, CARHR160320, CARHR160300	Om001G027150
OG0000456	CARHR180690, CARHR206570	Om003G123130, Om004G170050, Om008G350270, Om004G170060, Om008G330680
OG0000459	CARHR227560, CARHR254740	Om001G013470, Om001G006630
OG0000460	CARHR228900	Om001G008580
OG0000460	CARHR101390	Om005G220920
OG0000461	CARHR000130	Om005G177550
OG0000461	CARHR000120	Om005G177540
OG0000461	CARHR131830	Om008G335120, Om008G335130
OG0000463	CARHR155150, CARHR155070, CARHR155100	Om001G005850
OG0000465	CARHR104910	Om004G158510
OG0000466	CARHR140210, CARHR283630, CARHR140220	Om004G174390
OG0000466	CARHR140230	Om005G209820
OG0000468	CARHR164620	Om006G252980
OG0000468	CARHR126780	Om007G278880
OG0000468	CARHR133660	Om008G332830
OG0000471	CARHR286910, CARHR028390, CARHR028370	Om007G289290
OG0000472	CARHR261860, CARHR261870	Om007G316650, Om007G316670
OG0000472	CARHR261880, CARHR261890	Om007G316690, Om003G102350, Om007G316680, Om007G316660
OG0000473	CARHR142770	Om008G319530
OG0000473	CARHR261710	Om007G316920
OG0000474	CARHR157730, CARHR118230, CARHR238640	Om006G261160, Om006G238310
OG0000475	CARHR048290, CARHR048270	Om005G227990
OG0000476	CARHR274050	Om004G165260, Om004G165270
OG0000476	CARHR187930	Om006G240140
OG0000478	CARHR182090	Om002G083030, Om002G082030, Om002G082020, Om002G083000, Om002G083010
OG0000481	CARHR050610	Om005G223420, Om002G062340
OG0000483	CARHR268750	Om003G117450
OG0000484	CARHR177640, CARHR177140, CARHR177000	Om007G296400
OG0000486	CARHR166240, CARHR166160	Om003G126660, Om003G126620
OG0000487	CARHR127370	Om007G278330
OG0000488	CARHR162100	Om006G246280, Om008G324620, Om006G256140, Om004G176270
OG0000488	CARHR162140	Om006G256050
OG0000489	CARHR284350	Om002G047940, Om002G047950, Om002G047930, Om002G047960
OG0000490	CARHR001520, CARHR000930, CARHR001530	Om005G178960
OG0000491	CARHR190880	Om004G137480, Om005G213920
OG0000491	CARHR190870, CARHR190860	Om003G104850
OG0000495	CARHR267230	Om006G264600
OG0000498	CARHR266530	Om003G114860
OG0000498	CARHR235590, CARHR027440	Om008G361860, Om001G021660
OG0000499	CARHR225130	Om001G002040, Om002G075590
OG0000499	CARHR071890	Om004G133290
OG0000499	CARHR089360	Om002G059420
OG0000499	CARHR089350	Om003G092390
OG0000500	CARHR177540	Om008G357480
OG0000500	CARHR177570, CARHR177670	Om008G357470
OG0000501	CARHR287270	Om007G291470
OG0000501	CARHR155320	Om002G068600
OG0000504	CARHR083900	Om001G012750, Om002G052110, Om008G332030
OG0000505	CARHR188350, CARHR188310, CARHR188370, CARHR188360, CARHR188300	Om006G239820, Om006G239880
OG0000506	CARHR179040, CARHR206880	Om005G205820
OG0000507	CARHR292080	Om005G228660
OG0000508	CARHR134960, CARHR061710	Om008G325940, Om008G340090, Om008G325910, Om008G325930
OG0000508	CARHR130490, CARHR130510, CARHR134100, CARHR134120, CARHR138480	Om008G332530
OG0000509	CARHR223020, CARHR215530	Om003G103700
OG0000511	CARHR221890	Om003G101890
OG0000511	CARHR049420	Om005G224850
OG0000512	CARHR230700	Om001G010440
OG0000513	CARHR163540	Om008G335560, Om006G254410
OG0000513	CARHR154420	Om006G267240
OG0000513	CARHR273420	Om006G245660
OG0000515	CARHR045880	Om003G089490
OG0000520	CARHR184330	Om008G321740
OG0000520	CARHR171400	Om001G027250, Om008G321750
OG0000521	CARHR260010	Om008G344260
OG0000521	CARHR071770	Om005G204880
OG0000522	CARHR256030	Om008G348080, Om008G348070
OG0000523	CARHR141800	Om008G320780, Om008G320790
OG0000523	CARHR027490	Om007G288290
OG0000523	CARHR141810	Om008G320770
OG0000523	CARHR172050	Om003G127080
OG0000523	CARHR172040	Om003G127050
OG0000524	CARHR082540	Om002G050640
OG0000524	CARHR082530, CARHR184200	Om002G050630
OG0000525	CARHR072060	Om004G133010
OG0000525	CARHR017500	Om005G198050
OG0000525	CARHR089730	Om002G059840
OG0000525	CARHR043730	Om003G092800
OG0000526	CARHR156460	Om006G263940
OG0000526	CARHR156420	Om006G263950
OG0000529	CARHR035960	Om006G243980
OG0000529	CARHR151360	Om008G331390, Om008G331400
OG0000532	CARHR112600	Om002G052610
OG0000532	CARHR050090	Om001G040120
OG0000532	CARHR185080	Om001G040190
OG0000534	CARHR049900	Om005G224370
OG0000535	CARHR144790, CARHR052230	Om005G222110
OG0000535	CARHR144750	Om006G274720
OG0000537	CARHR251740	Om007G302270
OG0000537	CARHR218190	Om003G104980
OG0000538	CARHR138750, CARHR138760	Om008G324960
OG0000538	CARHR138740	Om008G324980
OG0000539	CARHR053020	Om006G228950
OG0000540	CARHR122810	Om007G282450
OG0000540	CARHR122770	Om007G282470, Om007G282460
OG0000540	CARHR122730, CARHR122750	Om007G282480, Om007G282490
OG0000541	CARHR122660	Om007G282620
OG0000542	CARHR197170	Om007G298840
OG0000542	CARHR038800, CARHR038830	Om003G099070
OG0000542	CARHR076570	Om002G043870
OG0000543	CARHR117600, CARHR117550	Om001G016240, Om001G004280, Om001G013170
OG0000544	CARHR004720	Om005G182550, Om005G182520
OG0000544	CARHR004710	Om005G182540
OG0000545	CARHR068380	Om004G138860, Om004G138840, Om004G138850
OG0000545	CARHR068370, CARHR288980, CARHR288990	Om004G138820, Om004G138830
OG0000546	CARHR293370, CARHR107390, CARHR293360, CARHR293380	Om002G083470
OG0000550	CARHR162410	Om008G337580
OG0000550	CARHR130400, CARHR044240	Om006G255770
OG0000551	CARHR278730	Om006G232640
OG0000551	CARHR247360	Om001G040480
OG0000551	CARHR203480	Om004G166290
OG0000552	CARHR023850, CARHR124610	Om008G319960
OG0000552	CARHR172580	Om003G127880
OG0000553	CARHR292740	Om001G012580
OG0000553	CARHR033290, CARHR033280, CARHR033250	Om001G012520
OG0000554	CARHR050810	Om001G002110, Om005G222990
OG0000555	CARHR255750, CARHR254040, CARHR254030, CARHR256630	Om008G352870, Om008G352880, Om001G004330
OG0000556	CARHR101180	Om002G074570
OG0000557	CARHR170590	Om003G124890, Om003G124880
OG0000557	CARHR140000	Om008G322980
OG0000558	CARHR137020	Om005G225770
OG0000559	CARHR210420	Om004G174990
OG0000559	CARHR210400	Om004G174960
OG0000559	CARHR210540, CARHR015050, CARHR210690, CARHR210580, CARHR210560	Om004G175040
OG0000560	CARHR273000, CARHR273010	Om006G246000
OG0000561	CARHR278970	Om006G232200
OG0000562	CARHR080300	Om002G048170
OG0000562	CARHR198680	Om007G301050
OG0000562	CARHR186820	Om007G294310
OG0000563	CARHR150940	Om002G081700, Om002G081710, Om002G081690, Om005G196730
OG0000564	CARHR239580	Om001G028220
OG0000564	CARHR117130	Om003G093660, Om003G093650, Om003G093640
OG0000565	CARHR198270, CARHR198280	Om005G208350
OG0000565	CARHR263620, CARHR063120, CARHR063110	Om005G208340
OG0000566	CARHR192260	Om006G242270, Om002G082780
OG0000566	CARHR192270	Om006G242260
OG0000567	CARHR092330	Om002G063590
OG0000569	CARHR129410	Om007G276590
OG0000570	CARHR076040	Om002G043360
OG0000571	CARHR274450	Om006G244500
OG0000573	CARHR051440	Om005G222710
OG0000575	CARHR187460	Om001G031670, Om001G031700
OG0000578	CARHR010580	Om005G188980
OG0000578	CARHR053260	Om005G219910
OG0000579	CARHR233190, CARHR283550	Om007G286810
OG0000580	CARHR139380	Om008G323850
OG0000580	CARHR139410	Om008G323800, Om008G323780, Om008G323790, Om008G323750
OG0000580	CARHR139400	Om008G323740
OG0000582	CARHR155630, CARHR191090	Om006G243850
OG0000583	CARHR005640	Om005G183560
OG0000583	CARHR005650	Om005G183570
OG0000583	CARHR124950, CARHR214280	Om007G280600, Om007G280610
OG0000584	CARHR179130	Om007G292850
OG0000584	CARHR236290	Om001G022800
OG0000584	CARHR111080	Om002G088330
OG0000585	CARHR128570, CARHR089580, CARHR029430	Om007G290440, Om008G340110, Om002G059620
OG0000586	CARHR180450	Om008G342910
OG0000587	CARHR250190	Om004G158710
OG0000587	CARHR142210	Om008G320250
OG0000587	CARHR001430	Om005G178890
OG0000588	CARHR089880	Om002G060100
OG0000588	CARHR137740	Om008G326370
OG0000588	CARHR043540	Om003G093150
OG0000589	CARHR273400	Om006G245680
OG0000589	CARHR154440, CARHR154430	Om006G267230
OG0000590	CARHR186280	Om007G293960
OG0000590	CARHR002150	Om005G179630
OG0000591	CARHR239000, CARHR239010	Om001G027320
OG0000592	CARHR038260, CARHR093430	Om002G064890, Om002G064880
OG0000592	CARHR018660	Om005G199600
OG0000593	CARHR071980	Om004G133070
OG0000594	CARHR157080	Om006G262800
OG0000595	CARHR151600	Om006G269050
OG0000595	CARHR191110, CARHR117250	Om006G243810, Om006G243820
OG0000596	CARHR192820	Om007G281510, Om006G241720
OG0000596	CARHR268550	Om007G281450, Om003G117040
OG0000597	CARHR124720	Om003G115830
OG0000598	CARHR152800, CARHR226650, CARHR225340	Om001G004930, Om002G071420
OG0000600	CARHR270290	Om006G250410
OG0000600	CARHR110200	Om002G087460
OG0000600	CARHR237140	Om001G024270
OG0000601	CARHR197820	Om007G299770
OG0000601	CARHR263090	Om007G315410
OG0000602	CARHR272090	Om004G174460
OG0000602	CARHR163070	Om006G254960
OG0000603	CARHR286630	Om001G014500, Om008G359600, Om005G223970, Om018G373750, Om008G341190, Om001G025330
OG0000604	CARHR173130	Om003G128580, Om008G319190
OG0000604	CARHR232350	Om007G285830
OG0000605	CARHR067160	Om004G140130
OG0000605	CARHR067140	Om004G140160
OG0000606	CARHR091110	Om002G061700
OG0000606	CARHR074490	Om004G129810
OG0000606	CARHR042500	Om003G094590
OG0000607	CARHR094440	Om002G066240
OG0000608	CARHR167980	Om003G120910
OG0000608	CARHR167820	Om004G153420, Om018G374080, Om003G120920
OG0000609	CARHR243420	Om001G034210
OG0000609	CARHR245210	Om001G033820
OG0000612	CARHR283890	Om008G327550, Om005G188550
OG0000613	CARHR076460	Om002G043790
OG0000613	CARHR288730	Om007G315050
OG0000613	CARHR266960	Om003G115420
OG0000614	CARHR256110	Om004G167200, Om004G167190
OG0000615	CARHR244530, CARHR108510	Om002G084910
OG0000615	CARHR160780	Om006G257560
OG0000616	CARHR274350	Om006G244670
OG0000616	CARHR163330	Om008G335980, Om006G254660
OG0000617	CARHR249940	Om004G159110
OG0000617	CARHR249080	Om004G158130
OG0000618	CARHR072070	Om004G133000
OG0000618	CARHR017490	Om005G198040
OG0000618	CARHR235230	Om001G020760
OG0000619	CARHR163320	Om006G254680
OG0000620	CARHR019160	Om007G289350, Om005G200260
OG0000620	CARHR067200, CARHR067220	Om004G140080
OG0000622	CARHR113180	Om004G145830, Om004G145910
OG0000625	CARHR076160	Om002G043480
OG0000627	CARHR059300, CARHR234300	Om001G018740
OG0000627	CARHR268790	Om003G117480
OG0000628	CARHR071420	Om004G134080
OG0000628	CARHR094130, CARHR034950	Om002G065810
OG0000630	CARHR214580, CARHR214570, CARHR214490, CARHR214500, CARHR154590, CARHR152310	Om005G221290
OG0000632	CARHR248140, CARHR171160	Om008G322280
OG0000633	CARHR074460	Om004G129890
OG0000635	CARHR283970, CARHR125180	Om007G280320
OG0000636	CARHR207350	Om004G171070
OG0000636	CARHR194090, CARHR207340, CARHR207330	Om004G171040, Om004G171060
OG0000639	CARHR225170	Om001G003060, Om001G003300, Om001G003110
OG0000641	CARHR097740, CARHR097750	Om002G069900, Om008G350820
OG0000642	CARHR263130, CARHR263120	Om007G315380
OG0000645	CARHR152270, CARHR220390, CARHR220380	Om005G206760
OG0000645	CARHR220370	Om008G329430, Om005G208230
OG0000646	CARHR152320	Om006G269470
OG0000646	CARHR075950	Om002G043170
