Orthogroup	Cardamine_hirsuta	Cardamine_amara
OG0000234	CARHR165160	evm.model.RL_7.857
OG0000234	CARHR151000	evm.model.RL_7.1848
OG0000234	CARHR165130	evm.model.RL_7.860
OG0000234	CARHR165120	evm.model.RL_7.861
OG0000234	CARHR165110	evm.model.RL_7.862
OG0000234	CARHR134140	evm.model.RL_6.2046
OG0000234	CARHR199860	evm.model.RL_4.2267
OG0000239	CARHR262160	evm.model.RL_2.228
OG0000240	CARHR004570	evm.model.RL_2.1027
OG0000242	CARHR105760, CARHR105770	evm.model.RL_1.2752
OG0000242	CARHR105730	evm.model.RL_1.2751
OG0000244	CARHR228610	evm.model.RL_2.1690
OG0000248	CARHR253840, CARHR253830	evm.model.RL_8.548
OG0000248	CARHR166590	evm.model.RL_7.722
OG0000249	CARHR131110	evm.model.RL_6.1769
OG0000249	CARHR131180, CARHR131170	evm.model.RL_6.1770
OG0000250	CARHR063140	evm.model.RL_3.1397
OG0000250	CARHR215600	evm.model.RL_2.492
OG0000252	CARHR139700	evm.model.RL_4.802
OG0000252	CARHR210300	evm.model.RL_4.3241, evm.model.RL_4.3240
OG0000252	CARHR210320	evm.model.RL_4.3242
OG0000252	CARHR100570, CARHR100650	evm.model.RL_5.3777
OG0000252	CARHR095200	evm.model.RL_1.1880
OG0000252	CARHR095190	evm.model.RL_1.1879
OG0000252	CARHR049800	evm.model.RL_1.1878
OG0000253	CARHR115150	evm.model.RL_8.1032
OG0000256	CARHR253260, CARHR253390	evm.model.RL_8.501, evm.model.RL_8.502
OG0000256	CARHR135560	evm.model.RL_6.2167
OG0000257	CARHR102040	evm.model.RL_6.895
OG0000258	CARHR147300	evm.model.RL_7.2389
OG0000258	CARHR147330	evm.model.RL_7.2388
OG0000260	CARHR209980	evm.model.RL_8.722
OG0000260	CARHR029480	evm.model.RL_5.2925
OG0000260	CARHR118070, CARHR209970	evm.model.RL_4.3199
OG0000264	CARHR252330	evm.model.RL_8.411
OG0000264	CARHR251320	evm.model.RL_8.323
OG0000264	CARHR252280, CARHR252320	evm.model.RL_8.410
OG0000264	CARHR252310	evm.model.RL_8.409
OG0000264	CARHR251330	evm.model.RL_8.324
OG0000265	CARHR177480	evm.model.RL_2.540
OG0000265	CARHR104190	evm.model.RL_3.112
OG0000265	CARHR217290	evm.model.RL_5.3116
OG0000266	CARHR265190	evm.model.RL_7.1038, evm.model.RL_3.1675
OG0000266	CARHR119130	evm.model.RL_8.1428, evm.model.RL_4.734, evm.model.RL_7.884, evm.model.RL_7.1153, evm.model.RL_7.1139.1.687c84b8
OG0000266	CARHR167770	evm.model.RL_7.607, evm.model.RL_7.609, evm.model.RL_4.61, evm.model.RL_7.608
OG0000268	CARHR144670	evm.model.RL_7.2613
OG0000268	CARHR049930	evm.model.RL_3.272
OG0000268	CARHR211500	evm.model.RL_4.3350
OG0000268	CARHR164050	evm.model.RL_7.967
OG0000270	CARHR247840	evm.model.RL_2.3440, evm.model.RL_2.2997
OG0000270	CARHR020400	evm.model.RL_5.1819
OG0000272	CARHR186370	evm.model.RL_5.2235, evm.model.RL_5.3642
OG0000273	CARHR038710, CARHR038690, CARHR038330, CARHR038610, CARHR021360, CARHR021380, CARHR038630, CARHR038320, CARHR032690, CARHR032680	evm.model.RL_5.2635
OG0000274	CARHR273300	evm.model.RL_8.2049
OG0000274	CARHR053220	evm.model.RL_3.504
OG0000274	CARHR007140	evm.model.RL_5.592
OG0000274	CARHR007130	evm.model.RL_5.591
OG0000274	CARHR122830	evm.model.RL_6.1051
OG0000275	CARHR097870	evm.model.RL_3.456, evm.model.RL_1.2114
OG0000281	CARHR229890, CARHR025250	evm.model.RL_2.1747
OG0000282	CARHR205620	evm.model.RL_4.226, evm.model.RL_4.2794
OG0000282	CARHR205590, CARHR205580, CARHR205600	evm.model.RL_4.2792
OG0000284	CARHR119540, CARHR119080, CARHR102130, CARHR101660, CARHR102230, CARHR102520, CARHR264270, CARHR180810	evm.model.RL_4.572
OG0000285	CARHR055980, CARHR108830	evm.model.RL_7.689, evm.model.RL_5.1783
OG0000288	CARHR112900	evm.model.RL_6.93
OG0000288	CARHR112590	evm.model.RL_1.2504
OG0000290	CARHR157630, CARHR283740, CARHR094030, CARHR112470	evm.model.RL_1.1777
OG0000290	CARHR279290	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321
OG0000290	CARHR058360	evm.model.RL_2.862
OG0000294	CARHR092710	evm.model.RL_1.1662
OG0000294	CARHR131330	evm.model.RL_6.1779
OG0000294	CARHR249810	evm.model.RL_8.188
OG0000294	CARHR001810	evm.model.RL_5.103
OG0000295	CARHR057270	evm.model.RL_3.944
OG0000295	CARHR089640	evm.model.RL_1.1387
OG0000296	CARHR073970	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476
OG0000296	CARHR133380	evm.model.RL_6.1991
OG0000297	CARHR118860, CARHR244920, CARHR244890	evm.model.RL_4.356
OG0000297	CARHR274100	evm.model.RL_8.2112
OG0000297	CARHR095150	evm.model.RL_1.1874
OG0000298	CARHR226470	evm.model.RL_2.1523
OG0000299	CARHR152230	evm.model.RL_3.177
OG0000299	CARHR045650	evm.model.RL_5.3976
OG0000300	CARHR103210	evm.model.RL_1.2517
OG0000300	CARHR103220	evm.model.RL_1.2518
OG0000300	CARHR103190	evm.model.RL_1.2516
OG0000300	CARHR103130	evm.model.RL_1.2511
OG0000301	CARHR263710, CARHR257150	evm.model.RL_1.1569
OG0000303	CARHR286360	evm.model.RL_5.1701
OG0000304	CARHR177900, CARHR152170	evm.model.RL_4.563, evm.model.RL_4.377
OG0000304	CARHR178120, CARHR177310, CARHR178860, CARHR177800, CARHR177790, CARHR177750, CARHR178140, CARHR177400, CARHR221590, CARHR177740	evm.model.RL_6.1687
OG0000308	CARHR065850	evm.model.RL_3.1685
OG0000308	CARHR065800	evm.model.RL_3.1683
OG0000308	CARHR065780	evm.model.RL_3.1679, evm.model.RL_3.1680
OG0000308	CARHR262010	evm.model.RL_2.215
OG0000310	CARHR036840	evm.model.RL_4.895, evm.model.RL_5.2036
OG0000310	CARHR183820, CARHR273750, CARHR273860, CARHR118680, CARHR285940	evm.model.RL_8.2096
OG0000311	CARHR196640	evm.model.RL_4.1982
OG0000311	CARHR038100	evm.model.RL_5.2161
OG0000311	CARHR215260	evm.model.RL_2.463
OG0000311	CARHR292180	evm.model.RL_3.998
OG0000313	CARHR227020	evm.model.RL_2.1568
OG0000314	CARHR004130	evm.model.RL_5.327
OG0000314	CARHR004140	evm.model.RL_5.328
OG0000314	CARHR127110	evm.model.RL_6.1397
OG0000316	CARHR135700	evm.model.RL_6.2182, evm.model.RL_6.2173
OG0000321	CARHR215200, CARHR215650, CARHR215620, CARHR215640	evm.model.RL_2.498
OG0000322	CARHR071920	evm.model.RL_3.2239, evm.model.RL_3.2238
OG0000323	CARHR267340	evm.model.RL_8.1505
OG0000323	CARHR235370	evm.model.RL_2.2281
OG0000323	CARHR235380	evm.model.RL_2.2282
OG0000323	CARHR235360	evm.model.RL_2.2280
OG0000324	CARHR116560	evm.model.RL_5.115, evm.model.RL_7.1914, evm.model.RL_8.923, evm.model.RL_5.476, evm.model.RL_4.668
OG0000328	CARHR263600	evm.model.RL_2.327
OG0000328	CARHR263540	evm.model.RL_2.314
OG0000328	CARHR263580	evm.model.RL_2.313, evm.model.RL_2.322, evm.model.RL_2.316, evm.model.RL_2.318, evm.model.RL_2.320
OG0000328	CARHR263590	evm.model.RL_2.325, evm.model.RL_2.324
OG0000328	CARHR263560, CARHR263570	evm.model.RL_2.315
OG0000329	CARHR139920, CARHR139910	evm.model.RL_6.2598
OG0000329	CARHR096590	evm.model.RL_1.1997
OG0000330	CARHR169770, CARHR152730	evm.model.RL_7.370, evm.model.RL_7.371
OG0000330	CARHR170010	evm.model.RL_7.397
OG0000332	CARHR193130, CARHR193110	evm.model.RL_4.1671_evm.model.RL_4.1672.2.687c999a
OG0000334	CARHR163740	evm.model.RL_7.998
OG0000334	CARHR250680	evm.model.RL_4.686
OG0000334	CARHR250610	evm.model.RL_8.264
OG0000335	CARHR004430	evm.model.RL_5.356
OG0000335	CARHR223360	evm.model.RL_2.1239
OG0000335	CARHR035800	evm.model.RL_5.2346, evm.model.RL_5.2348
OG0000335	CARHR100860	evm.model.RL_1.2360
OG0000335	CARHR027470	evm.model.RL_5.2876
OG0000335	CARHR027480	evm.model.RL_5.3094
OG0000336	CARHR065900	evm.model.RL_3.1689_evm.model.RL_3.1692
OG0000336	CARHR065920	evm.model.RL_3.1695
OG0000336	CARHR065910	evm.model.RL_3.1694
OG0000336	CARHR065880	evm.model.RL_3.1688
OG0000338	CARHR054520, CARHR009660	evm.model.RL_5.818
OG0000338	CARHR009570	evm.model.RL_3.628
OG0000339	CARHR230740	evm.model.RL_2.1855.1.687c86e4
OG0000339	CARHR000730	evm.model.RL_8.2868
OG0000339	CARHR248520	evm.model.RL_8.60
OG0000339	CARHR141230	evm.model.RL_6.2741
OG0000339	CARHR171770	evm.model.RL_7.229
OG0000342	CARHR287600, CARHR272900, CARHR213580	evm.model.RL_2.164
OG0000342	CARHR272910	evm.model.RL_2.1788
OG0000342	CARHR262340	evm.model.RL_6.549
OG0000344	CARHR187250, CARHR187260	evm.model.RL_2.1757
OG0000344	CARHR222620	evm.model.RL_2.1173
OG0000344	CARHR184910	evm.model.RL_4.946, evm.model.RL_4.994
OG0000344	CARHR185590, CARHR184960, CARHR184950, CARHR185620	evm.model.RL_4.995
OG0000345	CARHR012980	evm.model.RL_5.1127
OG0000345	CARHR012970	evm.model.RL_5.1126
OG0000347	CARHR086360	evm.model.RL_1.1092
OG0000349	CARHR244070	evm.model.RL_2.3096
OG0000349	CARHR112570, CARHR037360, CARHR122800, CARHR122780	evm.model.RL_6.1047
OG0000350	CARHR029070, CARHR029060	evm.model.RL_5.2956_evm.model.RL_5.2957_evm.model.RL_5.2958_evm.model.RL_5.2959_evm.model.RL_5.2959.1.687c88bf
OG0000350	CARHR029110	evm.model.RL_5.2955
OG0000355	CARHR073530, CARHR073430	evm.model.RL_3.2369
OG0000356	CARHR186490, CARHR186690	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842
OG0000358	CARHR203870	evm.model.RL_4.2634
OG0000358	CARHR003600	evm.model.RL_5.280
OG0000358	CARHR006290	evm.model.RL_4.512
OG0000358	CARHR203880	evm.model.RL_4.2635
OG0000358	CARHR203890	evm.model.RL_4.2636
OG0000359	CARHR029510	evm.model.RL_5.2921
OG0000360	CARHR177840	evm.model.RL_8.2764_evm.model.RL_8.2765
OG0000360	CARHR289020	evm.model.RL_8.2767
OG0000360	CARHR289650, CARHR289030	evm.model.RL_8.2766
OG0000361	CARHR086030	evm.model.RL_1.1054
OG0000362	CARHR057010, CARHR016600	evm.model.RL_3.917
OG0000362	CARHR062750	evm.model.RL_5.2675
OG0000368	CARHR245730	evm.model.RL_2.3252
OG0000368	CARHR245720	evm.model.RL_2.3251.1.687c86e8
OG0000368	CARHR058590, CARHR058530, CARHR058550	evm.model.RL_3.1025
OG0000368	CARHR245740	evm.model.RL_2.3253
OG0000368	CARHR245750	evm.model.RL_2.3254
OG0000369	CARHR154410, CARHR123820	evm.model.RL_8.2063
OG0000369	CARHR273440, CARHR007590	evm.model.RL_5.629
OG0000370	CARHR017550	evm.model.RL_5.1545
OG0000370	CARHR017540	evm.model.RL_5.1544
OG0000370	CARHR017510	evm.model.RL_5.1542
OG0000370	CARHR216970, CARHR185400	evm.model.RL_2.604
OG0000370	CARHR232710	evm.model.RL_2.2043
OG0000371	CARHR025430	evm.model.RL_5.3286
OG0000371	CARHR142610	evm.model.RL_6.2874
OG0000371	CARHR002610, CARHR005930	evm.model.RL_5.191
OG0000371	CARHR011690	evm.model.RL_5.1007
OG0000371	CARHR002600, CARHR005940, CARHR011680	evm.model.RL_6.2873
OG0000371	CARHR142620	evm.model.RL_6.2875
OG0000372	CARHR058020	evm.model.RL_2.2230, evm.model.RL_2.2229
OG0000372	CARHR234800, CARHR234790, CARHR289410, CARHR289420	evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491
OG0000374	CARHR041640, CARHR041650, CARHR259760	evm.model.RL_8.878
OG0000377	CARHR051700	evm.model.RL_3.379
OG0000377	CARHR051720	evm.model.RL_3.381
OG0000377	CARHR011030	evm.model.RL_5.946
OG0000377	CARHR051710	evm.model.RL_3.380
OG0000379	CARHR286290	evm.model.RL_6.752
OG0000379	CARHR292240	evm.model.RL_5.2400, evm.model.RL_4.2609
OG0000380	CARHR052820, CARHR051010	evm.model.RL_3.114.1.687c84b9
OG0000380	CARHR151310	evm.model.RL_3.415
OG0000381	CARHR005970, CARHR007830	evm.model.RL_5.425
OG0000381	CARHR249280, CARHR000960, CARHR012810	evm.model.RL_8.2652, evm.model.RL_8.2653
OG0000382	CARHR001910	evm.model.RL_5.113
OG0000382	CARHR009120	evm.model.RL_5.778
OG0000383	CARHR028090	evm.model.RL_5.3041
OG0000383	CARHR028100	evm.model.RL_5.3040
OG0000383	CARHR028050	evm.model.RL_5.3045
OG0000383	CARHR028080	evm.model.RL_5.3042
OG0000386	CARHR163180	evm.model.RL_7.1060
OG0000386	CARHR260720, CARHR163200	evm.model.RL_7.1059, evm.model.RL_7.2020
OG0000387	CARHR138330	evm.model.RL_6.2452
OG0000387	CARHR224500	evm.model.RL_2.1330
OG0000387	CARHR138350	evm.model.RL_6.2462, evm.model.RL_6.2791, evm.model.RL_6.2463
OG0000389	CARHR054890	evm.model.RL_7.524
OG0000390	CARHR153480, CARHR190050, CARHR179180	evm.model.RL_4.1377
OG0000390	CARHR267450	evm.model.RL_8.1517
OG0000390	CARHR095050	evm.model.RL_1.1863
OG0000390	CARHR092870	evm.model.RL_1.1673
OG0000390	CARHR151230	evm.model.RL_7.1867
OG0000391	CARHR022750	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d
OG0000391	CARHR022710	evm.model.RL_5.3528
OG0000391	CARHR022720	evm.model.RL_5.3527
OG0000392	CARHR159640	evm.model.RL_7.1360
OG0000392	CARHR159630, CARHR159620	evm.model.RL_7.1363
OG0000392	CARHR159690, CARHR159670, CARHR159720, CARHR159740, CARHR159700, CARHR159750, CARHR159650	evm.model.RL_7.1359
OG0000392	CARHR159760	evm.model.RL_7.1361
OG0000392	CARHR214620	evm.model.RL_2.417
OG0000392	CARHR214610	evm.model.RL_2.416
OG0000396	CARHR292620	evm.model.RL_7.2206
OG0000398	CARHR088350, CARHR088360	evm.model.RL_1.1276
OG0000398	CARHR088340	evm.model.RL_1.1274
OG0000398	CARHR182690	evm.model.RL_4.886
OG0000398	CARHR044860	evm.model.RL_5.3907
OG0000398	CARHR044870	evm.model.RL_5.3908
OG0000401	CARHR276640	evm.model.RL_8.2356
OG0000401	CARHR264620, CARHR264630	evm.model.RL_8.1276
OG0000403	CARHR052710	evm.model.RL_3.475
OG0000403	CARHR052720	evm.model.RL_3.476
OG0000403	CARHR052690	evm.model.RL_3.472, evm.model.RL_3.471
OG0000404	CARHR130390, CARHR206830, CARHR086060	evm.model.RL_7.1127.1.687c84b8, evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057
OG0000406	CARHR196180	evm.model.RL_4.1943
OG0000406	CARHR170190	evm.model.RL_7.379
OG0000408	CARHR117270	evm.model.RL_6.363
OG0000410	CARHR051060, CARHR050990	evm.model.RL_5.1950
OG0000411	CARHR103290	evm.model.RL_1.2526
OG0000411	CARHR252910	evm.model.RL_8.468
OG0000411	CARHR228790	evm.model.RL_2.1704
OG0000412	CARHR267950	evm.model.RL_8.1550
OG0000412	CARHR234870	evm.model.RL_2.2237
OG0000412	CARHR041080	evm.model.RL_5.1961
OG0000412	CARHR096480	evm.model.RL_1.1990
OG0000413	CARHR088190	evm.model.RL_1.1261
OG0000413	CARHR270190	evm.model.RL_8.1728
OG0000413	CARHR044990	evm.model.RL_5.3918
OG0000414	CARHR025530	evm.model.RL_5.3277
OG0000415	CARHR196770, CARHR201040	evm.model.RL_4.2375, evm.model.RL_4.2377
OG0000415	CARHR186080	evm.model.RL_4.1043
OG0000415	CARHR137680	evm.model.RL_6.2381
OG0000416	CARHR125380	evm.model.RL_6.1277
OG0000416	CARHR005050	evm.model.RL_5.417
OG0000420	CARHR111270	evm.model.RL_1.3253, evm.model.RL_1.3252
OG0000422	CARHR009470	evm.model.RL_5.809
OG0000422	CARHR009480	evm.model.RL_5.810
OG0000422	CARHR009450	evm.model.RL_5.808.1.687c88af
OG0000423	CARHR065650	evm.model.RL_3.1665
OG0000423	CARHR044630	evm.model.RL_5.3889
OG0000423	CARHR088730	evm.model.RL_1.1311
OG0000425	CARHR043170	evm.model.RL_5.3756
OG0000426	CARHR119980	evm.model.RL_1.2512
OG0000427	CARHR072160	evm.model.RL_3.2260
OG0000427	CARHR072170	evm.model.RL_2.1164, evm.model.RL_3.2261
OG0000429	CARHR188110	evm.model.RL_4.1204
OG0000429	CARHR202110	evm.model.RL_4.2465
OG0000429	CARHR240310	evm.model.RL_2.2744
OG0000429	CARHR115900	evm.model.RL_6.461
OG0000430	CARHR106810	evm.model.RL_1.2834
OG0000430	CARHR111960	evm.model.RL_6.22
OG0000430	CARHR294440	evm.model.RL_2.3452
OG0000431	CARHR284150	evm.model.RL_3.561
OG0000431	CARHR010120	evm.model.RL_5.862_evm.model.RL_5.863
OG0000432	CARHR265630	evm.model.RL_8.1360, evm.model.RL_8.1364
OG0000435	CARHR019430	evm.model.RL_5.1716
OG0000435	CARHR019400	evm.model.RL_5.1713
OG0000435	CARHR189080, CARHR019410	evm.model.RL_5.1714
OG0000436	CARHR233780	evm.model.RL_2.2141
OG0000436	CARHR270460	evm.model.RL_8.1743
OG0000436	CARHR237210	evm.model.RL_2.2461
OG0000436	CARHR110190	evm.model.RL_1.3151
OG0000437	CARHR033080	evm.model.RL_5.2606
OG0000437	CARHR033050	evm.model.RL_5.2608
OG0000438	CARHR253620	evm.model.RL_8.525
OG0000438	CARHR229370	evm.model.RL_2.1752
OG0000439	CARHR005540	evm.model.RL_5.461_evm.model.RL_5.462.2.687c9b4b
OG0000439	CARHR169860	evm.model.RL_7.411
OG0000439	CARHR125020	evm.model.RL_6.1235
OG0000440	CARHR195730	evm.model.RL_4.1896
OG0000440	CARHR077420	evm.model.RL_1.259
OG0000440	CARHR077430	evm.model.RL_1.260
OG0000441	CARHR091670	evm.model.RL_1.1577
OG0000441	CARHR091640	evm.model.RL_1.1575
OG0000441	CARHR091660	evm.model.RL_1.1576
OG0000442	CARHR147790, CARHR156510, CARHR220790, CARHR147780	evm.model.RL_7.1601
OG0000446	CARHR276320	evm.model.RL_8.2324
OG0000446	CARHR145200	evm.model.RL_7.2573
OG0000446	CARHR014840	evm.model.RL_5.1283
OG0000447	CARHR090020	evm.model.RL_1.1423
OG0000447	CARHR274540	evm.model.RL_8.2153
OG0000447	CARHR128030	evm.model.RL_6.1484
OG0000448	CARHR174490	evm.model.RL_4.100
OG0000448	CARHR174500	evm.model.RL_4.101
OG0000448	CARHR174510	evm.model.RL_4.102
OG0000449	CARHR154370	evm.model.RL_7.1766
OG0000449	CARHR273500	evm.model.RL_8.2067
OG0000449	CARHR154360	evm.model.RL_7.1767
OG0000449	CARHR273490	evm.model.RL_8.2066
OG0000454	CARHR265700, CARHR265680, CARHR265690, CARHR265710	evm.model.RL_8.1369
OG0000457	CARHR200680	evm.model.RL_4.2343
OG0000458	CARHR119910	evm.model.RL_6.819, evm.model.RL_6.820
OG0000458	CARHR265940	evm.model.RL_8.1388
OG0000458	CARHR265960	evm.model.RL_8.1390
OG0000460	CARHR052700	evm.model.RL_3.473
OG0000461	CARHR131820	evm.model.RL_6.1809
OG0000461	CARHR000130	evm.model.RL_8.2928
OG0000461	CARHR000120	evm.model.RL_5.2910
OG0000466	CARHR140220	evm.model.RL_1.2178
OG0000467	CARHR169080, CARHR225580, CARHR176200	evm.model.RL_4.251.1.687c86cd
OG0000468	CARHR164620	evm.model.RL_7.908
OG0000468	CARHR126780	evm.model.RL_6.1370
OG0000468	CARHR133660	evm.model.RL_6.2006
OG0000471	CARHR028400	evm.model.RL_5.3017
OG0000471	CARHR286910	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020
OG0000471	CARHR028390	evm.model.RL_5.3018
OG0000471	CARHR028370	evm.model.RL_5.3019
OG0000471	CARHR028420	evm.model.RL_5.3015
OG0000472	CARHR261860, CARHR261870	evm.model.RL_2.9
OG0000472	CARHR261890	evm.model.RL_2.8
OG0000473	CARHR142770	evm.model.RL_6.2891
OG0000473	CARHR275070	evm.model.RL_8.2204
OG0000473	CARHR172740	evm.model.RL_7.124
OG0000474	CARHR189790	evm.model.RL_4.1353
OG0000474	CARHR157730	evm.model.RL_7.1494
OG0000474	CARHR118230	evm.model.RL_2.2587
OG0000474	CARHR238640	evm.model.RL_6.296
OG0000475	CARHR048280	evm.model.RL_3.170
OG0000475	CARHR048290, CARHR048270	evm.model.RL_3.171
OG0000477	CARHR206050	evm.model.RL_4.2841
OG0000477	CARHR132920, CARHR272250	evm.model.RL_8.1916.1.687c855e
OG0000477	CARHR107490	evm.model.RL_6.1936, evm.model.RL_1.2914
OG0000481	CARHR219220	evm.model.RL_2.858
OG0000482	CARHR059540	evm.model.RL_3.1086
OG0000482	CARHR214170	evm.model.RL_2.377
OG0000483	CARHR268750	evm.model.RL_8.1626
OG0000483	CARHR268770	evm.model.RL_8.1628
OG0000483	CARHR268760	evm.model.RL_8.1627
OG0000484	CARHR177030	evm.model.RL_4.319
OG0000484	CARHR177640, CARHR177140, CARHR177000	evm.model.RL_4.762
OG0000484	CARHR195230	evm.model.RL_4.1853
OG0000484	CARHR195270	evm.model.RL_4.1855
OG0000487	CARHR127370	evm.model.RL_1.357
OG0000489	CARHR284350	evm.model.RL_1.499
OG0000491	CARHR148780	evm.model.RL_4.413, evm.model.RL_7.2269
OG0000492	CARHR270430, CARHR152840, CARHR152780, CARHR270410, CARHR270420	evm.model.RL_8.1742
OG0000493	CARHR287390	evm.model.RL_4.2806
OG0000495	CARHR267230	evm.model.RL_8.1497
OG0000496	CARHR054710, CARHR216860	evm.model.RL_1.2426
OG0000498	CARHR266530	evm.model.RL_8.1435
OG0000498	CARHR027440	evm.model.RL_5.3097
OG0000499	CARHR225130	evm.model.RL_2.1390.1.687c86e2
OG0000499	CARHR071890, CARHR089360, CARHR089350	evm.model.RL_3.2236, evm.model.RL_5.1890
OG0000500	CARHR177590	evm.model.RL_4.764
OG0000500	CARHR177600, CARHR177550	evm.model.RL_4.344
OG0000500	CARHR177690	evm.model.RL_4.352
OG0000500	CARHR177670	evm.model.RL_4.348
OG0000501	CARHR287270	evm.model.RL_5.2509
OG0000501	CARHR155300	evm.model.RL_7.1728
OG0000501	CARHR155350	evm.model.RL_7.1731
OG0000501	CARHR105900	evm.model.RL_1.2766
OG0000501	CARHR155320	evm.model.RL_7.1729
OG0000501	CARHR155360	evm.model.RL_7.1732
OG0000504	CARHR210740	evm.model.RL_4.3277
OG0000504	CARHR134240	evm.model.RL_6.2050
OG0000504	CARHR083900	evm.model.RL_1.857
OG0000506	CARHR179040, CARHR206880	evm.model.RL_4.2927
OG0000506	CARHR064690	evm.model.RL_3.1583
OG0000507	CARHR052650	evm.model.RL_3.536
OG0000507	CARHR292080	evm.model.RL_6.1857
OG0000508	CARHR130490	evm.model.RL_6.1717
OG0000508	CARHR138480	evm.model.RL_6.1844, evm.model.RL_3.268
OG0000509	CARHR223020	evm.model.RL_5.3768
OG0000510	CARHR288780, CARHR052490	evm.model.RL_3.457
OG0000510	CARHR288820, CARHR052480, CARHR288790	evm.model.RL_3.451
OG0000510	CARHR288930	evm.model.RL_3.458
OG0000511	CARHR098010	evm.model.RL_1.2121
OG0000511	CARHR221890	evm.model.RL_2.1043
OG0000511	CARHR049420	evm.model.RL_3.238
OG0000512	CARHR230700	evm.model.RL_2.1853
OG0000512	CARHR230710	evm.model.RL_2.1854
OG0000512	CARHR149360	evm.model.RL_7.2237
OG0000513	CARHR163540	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7
OG0000513	CARHR154420	evm.model.RL_7.1762
OG0000513	CARHR273420	evm.model.RL_8.2062
OG0000514	CARHR096060	evm.model.RL_1.1956
OG0000514	CARHR096040	evm.model.RL_1.1955
OG0000515	CARHR045870	evm.model.RL_5.3997, evm.model.RL_5.3996
OG0000515	CARHR045880	evm.model.RL_5.3999
OG0000520	CARHR140950	evm.model.RL_6.2708
OG0000520	CARHR184330	evm.model.RL_4.754
OG0000520	CARHR171400	evm.model.RL_7.262
OG0000521	CARHR034110	evm.model.RL_5.2511
OG0000521	CARHR260010	evm.model.RL_8.860
OG0000521	CARHR071770	evm.model.RL_3.2229
OG0000522	CARHR032270	evm.model.RL_5.2665
OG0000522	CARHR256050	evm.model.RL_8.724.1.687c8558
OG0000523	CARHR027490	evm.model.RL_5.3093
OG0000523	CARHR172050	evm.model.RL_7.198
OG0000523	CARHR172040	evm.model.RL_7.199
OG0000524	CARHR082540	evm.model.RL_1.735
OG0000524	CARHR082530	evm.model.RL_1.734
OG0000524	CARHR184200	evm.model.RL_4.768
OG0000525	CARHR072060	evm.model.RL_3.2252
OG0000525	CARHR017500	evm.model.RL_5.1541
OG0000525	CARHR089730	evm.model.RL_1.1399
OG0000525	CARHR043730	evm.model.RL_5.3805
OG0000526	CARHR156460	evm.model.RL_7.1608
