Orthogroup	Raphanus_sativus	Cardamine_amara
OG0000152	XP_018469718.1, XP_018473926.1, XP_018453794.1, XP_018453647.1, XP_018443335.1, XP_018443578.1, XP_018455617.1, XP_018465560.1, XP_018473943.1, XP_018487650.1, XP_018466869.1, XP_018466667.1, XP_018479018.1, XP_018462117.1, XP_018463330.1, XP_018474053.1, XP_018487651.1, XP_018435790.1	evm.model.RL_7.117, evm.model.RL_2.778, evm.model.RL_2.919, evm.model.RL_5.2414, evm.model.RL_4.661, evm.model.RL_4.735, evm.model.RL_6.581, evm.model.RL_1.2711, evm.model.RL_2.713, evm.model.RL_2.777, evm.model.RL_6.572, evm.model.RL_8.1671, evm.model.RL_6.2907, evm.model.RL_4.1821, evm.model.RL_6.815, evm.model.RL_7.1603
OG0000154	XP_018451125.1, XP_018487475.1	evm.model.RL_6.951, evm.model.RL_5.1456
OG0000154	XP_018465313.1	evm.model.RL_1.849
OG0000154	XP_018477122.1	evm.model.RL_4.3288
OG0000154	XP_018445818.1, XP_018445836.1	evm.model.RL_2.489
OG0000155	XP_018471751.1	evm.model.RL_2.2243
OG0000155	XP_018460811.1	evm.model.RL_3.1179
OG0000156	XP_018481458.1	evm.model.RL_6.2689
OG0000156	XP_018478569.1	evm.model.RL_4.1065
OG0000156	XP_018485103.1	evm.model.RL_8.1108, evm.model.RL_8.1107, evm.model.RL_6.2691
OG0000158	XP_018455540.1	evm.model.RL_4.1378
OG0000158	XP_018491615.1, XP_018461518.1, XP_018432785.1	evm.model.RL_6.58
OG0000161	XP_018461987.1	evm.model.RL_3.891
OG0000161	XP_018491243.1, XP_018491241.1	evm.model.RL_3.897
OG0000162	XP_018437416.1	evm.model.RL_4.640, evm.model.RL_2.640
OG0000162	XP_018463531.1	evm.model.RL_6.2628
OG0000164	XP_018467692.1	evm.model.RL_4.581, evm.model.RL_2.1488
OG0000164	XP_018467518.1, XP_018479383.1, XP_018467326.1, XP_018467605.1, XP_018459747.1, XP_018459748.1	evm.model.RL_4.218
OG0000165	XP_018479684.1, XP_018464080.1, XP_018435740.1, XP_018436060.1, XP_018460158.1, XP_018479823.1, XP_018453527.1, XP_018487629.1, XP_018467634.1, XP_018473105.1, XP_018474024.1, XP_018474155.1, XP_018474156.1, XP_018466049.1, XP_018454104.1, XP_018479281.1, XP_018479306.1, XP_018473850.1	evm.model.RL_7.798
OG0000165	XP_018458826.1, XP_018443310.1, XP_018473753.1	evm.model.RL_1.2476
OG0000167	XP_018456032.1, XP_018470205.1	evm.model.RL_8.1410, evm.model.RL_8.842, evm.model.RL_2.1517
OG0000167	XP_018487852.1	evm.model.RL_2.1514
OG0000169	XP_018481154.1	evm.model.RL_6.454
OG0000169	XP_018441073.1	evm.model.RL_3.574
OG0000171	XP_018457613.1	evm.model.RL_5.3418.1.687c88c2
OG0000171	XP_018486354.1, XP_018471533.1, XP_018433300.1, XP_018466301.1	evm.model.RL_3.1439
OG0000171	XP_018461928.1, XP_018466967.1	evm.model.RL_5.927.1.687c88b0, evm.model.RL_3.461
OG0000171	XP_018446341.1	evm.model.RL_4.2162.1.687c86d7
OG0000173	XP_018462904.1, XP_018480053.1, XP_018482031.1, XP_018460656.1, XP_018453851.1, XP_018479259.1, XP_018488020.1, XP_018488019.1, XP_018435657.1, XP_018473620.1, XP_018466778.1, XP_018463579.1, XP_018443579.1, XP_018479902.1, XP_018473956.1, XP_018455197.1	evm.model.RL_5.288
OG0000174	XP_018454079.1, XP_018453635.1, XP_018453590.1, XP_018467610.1, XP_018467617.1, XP_018467428.1, XP_018467324.1, XP_018463262.1, XP_018463244.1, XP_018458054.1, XP_018476099.1, XP_018479716.1, XP_018467224.1, XP_018464197.1, XP_018468530.1, XP_018462949.1, XP_018467321.1, XP_018453867.1, XP_018475424.1, XP_018466046.1, XP_018464818.1, XP_018465102.1, XP_018475645.1, XP_018459728.1, XP_018479576.1, XP_018466885.1	evm.model.RL_1.135, evm.model.RL_2.746, evm.model.RL_7.2138, evm.model.RL_1.3079
OG0000175	XP_018468233.1, XP_018439736.1, XP_018478940.1	evm.model.RL_7.1254
OG0000175	XP_018464957.1	evm.model.RL_2.3025
OG0000175	XP_018491974.1	evm.model.RL_2.3122
OG0000177	XP_018461902.1	evm.model.RL_2.510, evm.model.RL_2.497, evm.model.RL_2.1097
OG0000180	XP_018475767.1, XP_018479843.1	evm.model.RL_4.643
OG0000180	XP_018479965.1	evm.model.RL_4.185
OG0000185	XP_018458943.1	evm.model.RL_7.527
OG0000185	XP_018466970.1	evm.model.RL_8.2218
OG0000186	XP_018465786.1	evm.model.RL_5.2354, evm.model.RL_8.2135
OG0000187	XP_018488297.1, XP_018487474.1, XP_018487473.1	evm.model.RL_1.1017
OG0000188	XP_018460201.1	evm.model.RL_8.964, evm.model.RL_8.2357
OG0000189	XP_018467464.1, XP_018466202.1	evm.model.RL_2.3227
OG0000190	XP_018466494.1, XP_018466592.1	evm.model.RL_8.473
OG0000190	XP_018466816.1, XP_018474729.1	evm.model.RL_8.474.1.687c8557
OG0000190	XP_018459474.1, XP_018453800.1	evm.model.RL_8.472
OG0000190	XP_018455030.1, XP_018435705.1, XP_018438238.1	evm.model.RL_8.916
OG0000192	XP_018468276.1	evm.model.RL_5.3624
OG0000195	XP_018478487.1	evm.model.RL_6.761
OG0000195	XP_018488390.1, XP_018446504.1	evm.model.RL_7.686, evm.model.RL_6.2234
OG0000195	XP_018483199.1	evm.model.RL_2.437, evm.model.RL_3.1018
OG0000196	XP_018486318.1	evm.model.RL_4.2554
OG0000196	XP_018488814.1, XP_018451670.1	evm.model.RL_1.1858
OG0000197	XP_018468647.1, XP_018443291.1, XP_018466055.1	evm.model.RL_2.911
OG0000200	XP_018453936.1, XP_018453938.1, XP_018461408.1, XP_018454185.1, XP_018465549.1	evm.model.RL_5.455
OG0000203	XP_018438633.1, XP_018438743.1, XP_018438489.1, XP_018435291.1, XP_018463291.1	evm.model.RL_1.381
OG0000203	XP_018455405.1	evm.model.RL_1.380
OG0000204	XP_018464581.1, XP_018469633.1, XP_018439460.1, XP_018490043.1, XP_018488293.1, XP_018456173.1, XP_018488204.1, XP_018490370.1, XP_018488221.1	evm.model.RL_1.2062
OG0000205	XP_018493592.1, XP_018476446.1, XP_018488136.1, XP_018465835.1, XP_018490650.1, XP_018460812.1, XP_018449930.1, XP_018450149.1, XP_018464337.1	evm.model.RL_8.836
OG0000206	XP_018455702.1	evm.model.RL_6.475, evm.model.RL_8.541
OG0000207	XP_018455101.1, XP_018456709.1, XP_018455692.1	evm.model.RL_3.2270
OG0000209	XP_018457917.1, XP_018455788.1	evm.model.RL_3.58, evm.model.RL_3.243, evm.model.RL_6.273
OG0000209	XP_018479693.1	evm.model.RL_2.160, evm.model.RL_2.161
OG0000210	XP_018475561.1	evm.model.RL_7.2509
OG0000213	XP_018439158.1, XP_018441306.1, XP_018438696.1	evm.model.RL_6.204
OG0000214	XP_018467800.1	evm.model.RL_7.216, evm.model.RL_7.215
OG0000214	XP_018453892.1, XP_018455978.1	evm.model.RL_8.81, evm.model.RL_8.239
OG0000217	XP_018435599.1	evm.model.RL_3.548
OG0000217	XP_018490877.1	evm.model.RL_3.599
OG0000218	XP_018491057.1	evm.model.RL_5.1347, evm.model.RL_5.1349
OG0000218	XP_018453067.1, XP_018478930.1, XP_018461684.1, XP_018434683.1	evm.model.RL_7.2697_evm.model.RL_7.2698
OG0000219	XP_018479837.1	evm.model.RL_6.1077
OG0000219	XP_018490373.1	evm.model.RL_8.2397
OG0000220	XP_018437553.1	evm.model.RL_3.318
OG0000224	XP_018468896.1, XP_018474587.1, XP_018468895.1, XP_018480389.1	evm.model.RL_3.2156
OG0000225	XP_018487000.1, XP_018461751.1	evm.model.RL_5.2978, evm.model.RL_5.2982, evm.model.RL_5.2983, evm.model.RL_5.2977
OG0000226	XP_018435637.1, XP_018435638.1	evm.model.RL_8.2609, evm.model.RL_8.2608
OG0000226	XP_018438331.1	evm.model.RL_1.1295, evm.model.RL_1.1199
OG0000228	XP_018447728.1	evm.model.RL_4.998
OG0000228	XP_018461690.1, XP_018442250.1	evm.model.RL_3.1490
OG0000229	XP_018449273.1, XP_018449280.1, XP_018449101.1, XP_018470386.1	evm.model.RL_8.305, evm.model.RL_8.256, evm.model.RL_8.257
OG0000231	XP_018453642.1	evm.model.RL_2.361
OG0000231	XP_018462399.1, XP_018442803.1	evm.model.RL_3.874, evm.model.RL_3.1104
OG0000233	XP_018458079.1	evm.model.RL_2.2480
OG0000234	XP_018484857.1, XP_018484839.1	evm.model.RL_7.1848
OG0000234	XP_018481788.1, XP_018491621.1, XP_018443657.1	evm.model.RL_7.860
OG0000234	XP_018483151.1	evm.model.RL_7.861
OG0000234	XP_018481215.1	evm.model.RL_7.862
OG0000234	XP_018439853.1	evm.model.RL_6.2046
OG0000234	XP_018445846.1	evm.model.RL_4.2267
OG0000237	XP_018467165.1	evm.model.RL_2.733
OG0000237	XP_018453696.1, XP_018479625.1	evm.model.RL_2.732
OG0000237	XP_018463373.1	evm.model.RL_6.1682
OG0000238	XP_018479346.1, XP_018487668.1, XP_018443679.1, XP_018458872.1	evm.model.RL_4.549, evm.model.RL_4.1383
OG0000240	XP_018466854.1	evm.model.RL_2.1026
OG0000242	XP_018437185.1	evm.model.RL_7.2542
OG0000244	XP_018480650.1, XP_018462384.1, XP_018471212.1	evm.model.RL_2.1690
OG0000246	XP_018476684.1	evm.model.RL_8.1155
OG0000248	XP_018475592.1, XP_018453809.1	evm.model.RL_8.548
OG0000248	XP_018432540.1	evm.model.RL_7.722
OG0000249	XP_018483506.1, XP_018439075.1	evm.model.RL_6.1769
OG0000249	XP_018433126.1, XP_018435056.1, XP_018475104.1, XP_018472849.1	evm.model.RL_6.1770
OG0000251	XP_018435803.1, XP_018474239.1, XP_018460326.1	evm.model.RL_6.835
OG0000251	XP_018487642.1, XP_018487699.1	evm.model.RL_1.2772, evm.model.RL_3.915
OG0000252	XP_018443516.1, XP_018435543.1, XP_018435544.1, XP_018443518.1, XP_018435545.1, XP_018443517.1	evm.model.RL_3.611
OG0000253	XP_018463963.1, XP_018464815.1, XP_018460599.1, XP_018460220.1, XP_018453677.1, XP_018453506.1, XP_018464308.1, XP_018459134.1, XP_018462717.1	evm.model.RL_6.613, evm.model.RL_8.1032
OG0000256	XP_018475291.1, XP_018474010.1, XP_018463873.1	evm.model.RL_6.2167, evm.model.RL_4.439
OG0000258	XP_018438704.1, XP_018465777.1	evm.model.RL_7.2389
OG0000258	XP_018460223.1	evm.model.RL_7.2388
OG0000260	XP_018474092.1, XP_018436281.1	evm.model.RL_7.274
OG0000264	XP_018455640.1	evm.model.RL_8.411, evm.model.RL_8.323
OG0000264	XP_018455531.1	evm.model.RL_8.324
OG0000265	XP_018448737.1, XP_018459266.1, XP_018479845.1, XP_018463416.1, XP_018462023.1, XP_018463466.1, XP_018463518.1, XP_018443667.1, XP_018487394.1, XP_018448769.1, XP_018453887.1, XP_018453818.1, XP_018453816.1, XP_018473622.1, XP_018465948.1, XP_018473787.1, XP_018479443.1	evm.model.RL_2.540, evm.model.RL_3.1127, evm.model.RL_5.2471
OG0000265	XP_018460765.1	evm.model.RL_6.1068
OG0000266	XP_018466211.1	evm.model.RL_7.1038
OG0000266	XP_018461432.1	evm.model.RL_4.734, evm.model.RL_7.884, evm.model.RL_7.1153, evm.model.RL_7.1139.1.687c84b8
OG0000268	XP_018484938.1, XP_018484933.1, XP_018457428.1	evm.model.RL_7.2613
OG0000268	XP_018457780.1	evm.model.RL_7.2615
OG0000268	XP_018446447.1	evm.model.RL_4.3350
OG0000268	XP_018462799.1, XP_018477742.1	evm.model.RL_7.967
OG0000271	XP_018455634.1	evm.model.RL_4.3212
OG0000272	XP_018453613.1	evm.model.RL_5.2235
OG0000273	XP_018474901.1, XP_018486140.1, XP_018473279.1, XP_018480269.1, XP_018475307.1, XP_018450920.1, XP_018487508.1, XP_018490023.1	evm.model.RL_5.2635
OG0000274	XP_018476648.1, XP_018455000.1	evm.model.RL_8.2049
OG0000274	XP_018440337.1	evm.model.RL_7.1747, evm.model.RL_7.1745
OG0000274	XP_018460786.1, XP_018480724.1, XP_018434290.1, XP_018434856.1	evm.model.RL_6.1051
OG0000275	XP_018437528.1, XP_018438426.1	evm.model.RL_3.456, evm.model.RL_1.2114
OG0000278	XP_018451111.1, XP_018464260.1, XP_018448351.1, XP_018465656.1	evm.model.RL_8.1959, evm.model.RL_8.1993
OG0000278	XP_018434035.1, XP_018463368.1, XP_018434322.1, XP_018468090.1, XP_018472331.1	evm.model.RL_3.1756
OG0000279	XP_018487538.1	evm.model.RL_2.847, evm.model.RL_6.745
OG0000282	XP_018475192.1	evm.model.RL_4.226, evm.model.RL_4.2794
OG0000282	XP_018475327.1, XP_018469329.1, XP_018468589.1	evm.model.RL_4.2792
OG0000284	XP_018437451.1, XP_018479318.1	evm.model.RL_4.1106, evm.model.RL_4.1105
OG0000284	XP_018469477.1, XP_018469474.1, XP_018454705.1	evm.model.RL_4.572
OG0000287	XP_018487620.1	evm.model.RL_1.2024
OG0000287	XP_018458255.1, XP_018458254.1	evm.model.RL_1.2023
OG0000288	XP_018488300.1	evm.model.RL_6.93
OG0000288	XP_018437453.1, XP_018439457.1	evm.model.RL_1.2504
OG0000290	XP_018487580.1, XP_018435453.1, XP_018488247.1	evm.model.RL_1.1777
OG0000290	XP_018435558.1	evm.model.RL_2.319, evm.model.RL_2.317, evm.model.RL_2.323, evm.model.RL_2.321, evm.model.RL_2.862
OG0000294	XP_018441923.1, XP_018436581.1, XP_018491505.1	evm.model.RL_1.1662
OG0000294	XP_018476822.1	evm.model.RL_6.1779
OG0000294	XP_018457024.1, XP_018474438.1	evm.model.RL_8.188
OG0000295	XP_018441644.1	evm.model.RL_3.944
OG0000296	XP_018491917.1, XP_018483635.1	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476
OG0000297	XP_018470141.1, XP_018465981.1, XP_018466119.1, XP_018444968.1, XP_018444969.1	evm.model.RL_8.2112
OG0000297	XP_018464969.1, XP_018435462.1	evm.model.RL_1.1874
OG0000298	XP_018487557.1, XP_018474100.1	evm.model.RL_2.1523
OG0000300	XP_018486804.1, XP_018490651.1	evm.model.RL_1.2518
OG0000300	XP_018493407.1	evm.model.RL_1.2516, evm.model.RL_1.2511
OG0000301	XP_018480007.1, XP_018480043.1, XP_018453658.1, XP_018479678.1, XP_018473600.1, XP_018480058.1, XP_018448698.1, XP_018448695.1, XP_018444893.1, XP_018443638.1	evm.model.RL_1.1569
OG0000303	XP_018444432.1, XP_018453815.1, XP_018462393.1, XP_018434702.1, XP_018459426.1, XP_018484496.1, XP_018438156.1	evm.model.RL_5.1701
OG0000308	XP_018445610.1	evm.model.RL_3.1685, evm.model.RL_3.1683
OG0000308	XP_018470152.1	evm.model.RL_3.1679
OG0000310	XP_018481847.1, XP_018455379.1, XP_018476335.1, XP_018453508.1, XP_018455403.1, XP_018455404.1	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096
OG0000311	XP_018442546.1, XP_018471150.1, XP_018471152.1	evm.model.RL_4.1982
OG0000311	XP_018480728.1	evm.model.RL_5.2161
OG0000311	XP_018484027.1	evm.model.RL_2.463
OG0000311	XP_018472217.1	evm.model.RL_3.998
OG0000313	XP_018458556.1, XP_018448508.1, XP_018448500.1	evm.model.RL_2.1568
OG0000314	XP_018486715.1, XP_018490803.1, XP_018447493.1	evm.model.RL_5.327
OG0000314	XP_018481595.1, XP_018437810.1, XP_018437490.1	evm.model.RL_5.328
OG0000314	XP_018440993.1, XP_018473187.1, XP_018473553.1	evm.model.RL_6.1397
OG0000315	XP_018473655.1, XP_018443773.1, XP_018448905.1, XP_018448909.1, XP_018448856.1, XP_018477039.1, XP_018477038.1, XP_018446420.1, XP_018460746.1, XP_018460320.1, XP_018476157.1, XP_018460760.1, XP_018479724.1, XP_018461977.1, XP_018474539.1, XP_018463543.1, XP_018459224.1, XP_018478799.1, XP_018436470.1, XP_018458839.1, XP_018473802.1, XP_018473803.1, XP_018465263.1, XP_018459704.1, XP_018458061.1	evm.model.RL_1.1077
OG0000316	XP_018435749.1	evm.model.RL_6.434
OG0000319	XP_018476175.1, XP_018464995.1, XP_018440480.1, XP_018450795.1, XP_018491537.1, XP_018490348.1, XP_018450794.1, XP_018467162.1	evm.model.RL_8.2110
OG0000322	XP_018455349.1	evm.model.RL_3.2239, evm.model.RL_3.2238
OG0000323	XP_018468934.1	evm.model.RL_8.1505
OG0000323	XP_018451783.1, XP_018449654.1, XP_018480778.1, XP_018480659.1, XP_018451587.1	evm.model.RL_2.2281
OG0000323	XP_018483820.1, XP_018451599.1, XP_018449681.1	evm.model.RL_2.2282
OG0000323	XP_018449329.1, XP_018480446.1, XP_018449978.1, XP_018450215.1	evm.model.RL_2.2280
OG0000328	XP_018455340.1	evm.model.RL_2.315
OG0000329	XP_018444837.1	evm.model.RL_1.1997
OG0000330	XP_018467437.1	evm.model.RL_7.370, evm.model.RL_7.371
OG0000330	XP_018481682.1, XP_018481689.1, XP_018459601.1, XP_018482270.1, XP_018459595.1, XP_018480164.1, XP_018480168.1, XP_018459598.1, XP_018459597.1	evm.model.RL_7.377
OG0000332	XP_018434425.1, XP_018451266.1	evm.model.RL_1.1873, evm.model.RL_5.2031
OG0000334	XP_018485510.1	evm.model.RL_7.998
OG0000335	XP_018490419.1, XP_018488294.1	evm.model.RL_1.1041, evm.model.RL_1.1040, evm.model.RL_1.2360
OG0000335	XP_018474169.1	evm.model.RL_5.2876
OG0000336	XP_018473026.1	evm.model.RL_5.1597
OG0000336	XP_018468728.1, XP_018454598.1, XP_018443514.1, XP_018445230.1, XP_018442855.1, XP_018458605.1	evm.model.RL_3.1688
OG0000338	XP_018460718.1	evm.model.RL_3.604, evm.model.RL_5.818, evm.model.RL_5.827, evm.model.RL_3.628
OG0000339	XP_018484784.1	evm.model.RL_2.1855.1.687c86e4
OG0000339	XP_018479135.1, XP_018484414.1	evm.model.RL_6.2741
OG0000341	XP_018462183.1, XP_018459754.1	evm.model.RL_3.731
OG0000344	XP_018447786.1, XP_018447384.1, XP_018434449.1, XP_018447509.1, XP_018452934.1, XP_018452974.1, XP_018440972.1, XP_018465960.1, XP_018472937.1, XP_018472922.1	evm.model.RL_2.1757
OG0000344	XP_018463979.1	evm.model.RL_4.995
OG0000345	XP_018459623.1, XP_018438711.1, XP_018438602.1, XP_018459619.1	evm.model.RL_5.1127
OG0000345	XP_018449183.1, XP_018438783.1	evm.model.RL_5.1126
OG0000349	XP_018450221.1, XP_018450136.1	evm.model.RL_2.3096
OG0000350	XP_018449433.1, XP_018449443.1, XP_018464489.1	evm.model.RL_5.2956_evm.model.RL_5.2957_evm.model.RL_5.2958_evm.model.RL_5.2959_evm.model.RL_5.2959.1.687c88bf
OG0000350	XP_018460460.1, XP_018462697.1, XP_018489388.1	evm.model.RL_5.2955
OG0000352	XP_018482559.1, XP_018482627.1, XP_018486513.1	evm.model.RL_7.1322
OG0000356	XP_018438138.1, XP_018476964.1, XP_018467160.1, XP_018487989.1, XP_018476973.1, XP_018464351.1, XP_018463672.1, XP_018444867.1, XP_018443479.1, XP_018443454.1, XP_018443452.1, XP_018443457.1, XP_018459667.1	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842
OG0000357	XP_018467343.1, XP_018467502.1, XP_018443750.1, XP_018461946.1, XP_018464914.1, XP_018479621.1, XP_018465023.1, XP_018453793.1, XP_018436090.1, XP_018454135.1, XP_018460151.1, XP_018458865.1, XP_018467332.1, XP_018458447.1	evm.model.RL_7.2050
OG0000358	XP_018487067.1, XP_018479655.1, XP_018447680.1	evm.model.RL_4.2634, evm.model.RL_5.756, evm.model.RL_5.280
OG0000358	XP_018475994.1, XP_018468855.1	evm.model.RL_4.512, evm.model.RL_4.2635
OG0000358	XP_018469370.1	evm.model.RL_4.2636
OG0000359	XP_018439699.1	evm.model.RL_6.1531
OG0000360	XP_018457860.1, XP_018462835.1, XP_018466150.1	evm.model.RL_8.2767
OG0000361	XP_018490017.1, XP_018490583.1, XP_018489139.1, XP_018487281.1, XP_018489103.1	evm.model.RL_1.1054
OG0000362	XP_018485959.1	evm.model.RL_3.917
OG0000362	XP_018462718.1	evm.model.RL_5.2675
OG0000364	XP_018460496.1, XP_018458702.1, XP_018443738.1, XP_018460495.1, XP_018487814.1, XP_018443737.1, XP_018459023.1, XP_018482161.1, XP_018460138.1, XP_018463436.1, XP_018459290.1, XP_018463437.1, XP_018458518.1	evm.model.RL_2.2978, evm.model.RL_4.2424, evm.model.RL_4.2607, evm.model.RL_8.1057
OG0000368	XP_018468499.1, XP_018483013.1	evm.model.RL_2.3252
OG0000368	XP_018480510.1	evm.model.RL_2.3251.1.687c86e8
OG0000368	XP_018452449.1	evm.model.RL_3.1025, evm.model.RL_2.3253
OG0000368	XP_018483012.1	evm.model.RL_2.3254
OG0000369	XP_018473546.1	evm.model.RL_7.1763
OG0000370	XP_018450965.1, XP_018478422.1, XP_018455004.1, XP_018469803.1	evm.model.RL_2.604, evm.model.RL_2.2043
OG0000371	XP_018487430.1	evm.model.RL_5.3286, evm.model.RL_6.2874
OG0000371	XP_018448616.1, XP_018448617.1	evm.model.RL_5.1007
OG0000371	XP_018485146.1	evm.model.RL_6.2875
OG0000372	XP_018449981.1, XP_018448423.1, XP_018469309.1, XP_018469273.1, XP_018469298.1, XP_018481895.1, XP_018453699.1, XP_018469312.1, XP_018469054.1	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491
OG0000374	XP_018489527.1, XP_018489110.1, XP_018492782.1, XP_018489739.1, XP_018461379.1	evm.model.RL_8.878
OG0000377	XP_018438085.1	evm.model.RL_3.381
OG0000377	XP_018492814.1	evm.model.RL_5.946
OG0000379	XP_018479337.1, XP_018465190.1, XP_018460297.1	evm.model.RL_5.2400, evm.model.RL_4.2609
OG0000380	XP_018467482.1	evm.model.RL_3.114.1.687c84b9
OG0000380	XP_018438249.1	evm.model.RL_7.2132
OG0000381	XP_018489128.1	evm.model.RL_5.182, evm.model.RL_5.98, evm.model.RL_5.105, evm.model.RL_5.32, evm.model.RL_2.796, evm.model.RL_2.981, evm.model.RL_5.36, evm.model.RL_5.425, evm.model.RL_5.3552, evm.model.RL_8.2652, evm.model.RL_8.2653, evm.model.RL_5.706, evm.model.RL_5.397, evm.model.RL_4.1255
OG0000382	XP_018454509.1, XP_018472644.1	evm.model.RL_5.113, evm.model.RL_8.159
OG0000382	XP_018453109.1, XP_018433719.1	evm.model.RL_3.698
OG0000382	XP_018448987.1, XP_018448986.1, XP_018434594.1	evm.model.RL_5.778
OG0000383	XP_018432957.1, XP_018440123.1, XP_018486347.1	evm.model.RL_5.3045, evm.model.RL_5.3042
OG0000384	XP_018433775.1	evm.model.RL_1.1482
OG0000386	XP_018444948.1	evm.model.RL_7.1060
OG0000387	XP_018434492.1, XP_018437578.1, XP_018433131.1	evm.model.RL_6.2452
OG0000389	XP_018480151.1	evm.model.RL_7.524
OG0000390	XP_018441356.1, XP_018441355.1	evm.model.RL_4.1377
OG0000390	XP_018437906.1, XP_018487180.1, XP_018466128.1	evm.model.RL_1.1863
OG0000391	XP_018434825.1	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d
OG0000391	XP_018481831.1	evm.model.RL_5.3527
OG0000392	XP_018466662.1, XP_018470413.1	evm.model.RL_7.1360, evm.model.RL_7.1363
OG0000392	XP_018448740.1	evm.model.RL_7.1361
OG0000392	XP_018480312.1, XP_018480319.1	evm.model.RL_2.417
OG0000392	XP_018481352.1	evm.model.RL_2.416
OG0000396	XP_018477447.1, XP_018462197.1	evm.model.RL_7.2206
OG0000398	XP_018439827.1	evm.model.RL_1.1276
OG0000398	XP_018439826.1	evm.model.RL_1.1274, evm.model.RL_4.886
OG0000398	XP_018464159.1, XP_018450629.1, XP_018434341.1	evm.model.RL_5.3907, evm.model.RL_5.3908
OG0000401	XP_018479811.1	evm.model.RL_8.1238, evm.model.RL_8.1309
OG0000401	XP_018463733.1, XP_018458189.1	evm.model.RL_8.2356
OG0000401	XP_018479635.1	evm.model.RL_7.700
OG0000404	XP_018481826.1, XP_018436693.1, XP_018462041.1, XP_018459768.1, XP_018473372.1, XP_018462129.1, XP_018435031.1, XP_018487139.1, XP_018486886.1, XP_018436594.1	evm.model.RL_7.1127.1.687c84b8, evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057
OG0000406	XP_018445142.1	evm.model.RL_4.1943
OG0000406	XP_018491575.1	evm.model.RL_7.379
OG0000406	XP_018493211.1, XP_018490663.1, XP_018490659.1, XP_018493208.1	evm.model.RL_1.230
OG0000408	XP_018433753.1	evm.model.RL_6.363
OG0000409	XP_018479957.1	evm.model.RL_1.3251
OG0000411	XP_018432940.1	evm.model.RL_1.2526
OG0000411	XP_018454436.1, XP_018467988.1, XP_018468363.1	evm.model.RL_8.468
OG0000411	XP_018471394.1, XP_018470399.1, XP_018477683.1, XP_018480647.1	evm.model.RL_2.1704
OG0000412	XP_018458080.1	evm.model.RL_8.1550
OG0000412	XP_018472111.1, XP_018472133.1	evm.model.RL_2.2237
OG0000412	XP_018491363.1, XP_018437054.1, XP_018435081.1, XP_018488693.1, XP_018491895.1	evm.model.RL_1.1990
OG0000413	XP_018487300.1, XP_018433373.1, XP_018437562.1	evm.model.RL_1.1261
OG0000413	XP_018469141.1, XP_018475255.1	evm.model.RL_8.1728
OG0000414	XP_018479685.1	evm.model.RL_5.3277
OG0000415	XP_018448782.1, XP_018448783.1, XP_018464363.1, XP_018448814.1, XP_018466261.1, XP_018448815.1, XP_018448812.1, XP_018448820.1, XP_018448818.1, XP_018487702.1, XP_018448801.1, XP_018448757.1, XP_018448817.1	evm.model.RL_4.2375, evm.model.RL_4.2377
