Orthogroup	Arabidopsis_lyrata_Rawat	Conringia_planisiliqua
OG0000133	AL8G19570, AL25U10030	CP8_g52981_DN3_SP0_c.t1, CP46_g6624_DN3_SP0_c.t1, CP1_g40026_DN2_SP0_c.t1, CP18_g11985_DN2_SP0_c.t1, CP23_g21574_DN1_SP0_c.t1, CP1_g38892_DN3_SP0_c.t1, CP30_g10024_DN3_SP0_c.t1, CP10_g43905_DN3_SP0_c.t1, CP18_g11530_DN3_SP0_c.t1, CP27_g41687_DN2_SP0_c.t1, CP7_g44181_DN1_SP0_c.t1, CP36_g51006_DN1_SP0_c.t1, CP31_g46836_DN3_SP0_c.t1, CP96_g34206_DN3_SP0_c.t1, CP16_g55355_DN3_SP0_c.t1, CP1_g38831_DN3_SP0_c.t1, CP1_g38743_DN3_SP0_c.t1, CP16_g55379_DN3_SP0_c.t1, CP18_g11525_DN3_SP0_c.t1, CP29_g21957_DN3_SP0_c.t1, CP1_g38828_DN3_SP0_c.t1, CP15_g34799_DN3_SP0_c.t1, CP16_g55378_DN1_SP0_c.t1, CP17_g5408_DN3_SP0_c.t1, CP6_g8172_DN3_SP0_c.t1, CP1_g38774_DN3_SP0_c.t1, CP25_g56000_DN3_SP0_c.t1, CP12_g31312_DN3_SP0_c.t1, CP31_g46783_DN3_SP0_c.t1, CP3_g16732_DN3_SP0_c.t1, CP3_g16786_DN3_SP0_c.t1, CP6_g9687_DN3_SP0_c.t1, CP1_g39364_DN3_SP0_c.t1, CP17_g6255_DN3_SP0_c.t1, CP9_g27528_DN3_SP0_c.t1, CP7_g44180_DN3_SP0_c.t1, CP15_g34601_DN3_SP0_c.t1, CP6_g8795_DN3_SP0_c.t1, CP15_g35572_DN3_SP0_c.t1, CP1_g40804_DN3_SP0_c.t1, CP17_g4997_DN3_SP0_c.t1, CP2_g50653_DN3_SP0_c.t1, CP22_g17525_DN3_SP0_c.t1, CP12_g31604_DN3_SP0_c.t1, CP15_g35987_DN3_SP0_c.t1, CP18_g11529_DN3_SP0_c.t1, CP23_g21575_DN3_SP0_c.t1, CP17_g4998_DN3_SP0_c.t1, CP31_g46845_DN3_SP0_c.t1, CP36_g50997_DN3_SP0_c.t1, CP1_g40805_DN3_SP0_c.t1, CP10_g44074_DN3_SP0_c.t1, CP21_g10968_DN3_SP0_c.t1, CP6_g8815_DN3_SP0_c.t1
OG0000136	AL7G47450	CP29_g21947_DN3_SP0_c.t1
OG0000137	AL6G45480	CP5_g3062_DN1_SP0_c.t1
OG0000138	AL8G37810	CP16_g55443_DN2_SP0_c.t1
OG0000138	AL5G19740	CP2_g48869_DN3_SP0_c.t1
OG0000138	AL5G19700, AL5G19780	CP2_g48868_DN3_SP0_c.t1
OG0000140	nbis-gene-2177, nbis-gene-2176, AL8G34670, AL8G26340, nbis-gene-2178	CP17_g5869_DN3_SP0_c.t1
OG0000144	AL9U10360	CP50_g6557_DN2_SP0_c.t1
OG0000144	AL2G23260	CP35_g52082_DN2_SP0_c.t1
OG0000146	AL1G49040, AL8G30910	CP29_g22095_DN2_SP0_c.t1
OG0000147	AL3G52950	CP10_g43624_DN3_SP8_c.t1
OG0000147	AL7G22000	CP5_g984_DN3_SP8_c.t1
OG0000147	AL8G33330	CP8_g53733_DN3_SP8_c.t1
OG0000147	AL2G40780	CP9_g29643_DN3_SP8_c.t1
OG0000147	AL3G44180	CP17_g5850_DN3_SP8_c.t1
OG0000147	AL4G15040	CP16_g55126_DN3_SP8_c.t1
OG0000149	AL5G25250	CP3_g14788_DN3_SP0_c.t1
OG0000149	AL5G25240	CP3_g14786_DN3_SP0_c.t1
OG0000149	AL8G36180	CP8_g53987_DN3_SP0_c.t1
OG0000151	AL8G28000	CP8_g53294_DN3_SP8_c.t1
OG0000151	AL7G24680	CP5_g1205_DN3_SP7_c.t1
OG0000151	AL3G19690	CP10_g42832_DN3_SP8_c.t1
OG0000151	AL3G49460	CP10_g43893_DN3_SP8_c.t1
OG0000151	AL8G31780	CP8_g53599_DN3_SP8_c.t1
OG0000151	AL7G47650	CP19_g17855_DN3_SP6_c.t1
OG0000152	nbis-gene-137	CP1_g41212_DN2_SP0_c.t1, CP6_g7472_DN3_SP0_c.t1, CP18_g11471_DN3_SP0_c.t1, CP22_g17632_DN2_SP0_c.t1
OG0000155	AL113U10010, AL113U10030, AL5G31320	CP11_g32106_DN3_SP0_c.t1
OG0000157	AL3G14210	CP7_g45449_DN2_SP0_c.t1
OG0000160	AL5G16300	CP15_g35835_DN2_SP0_c.t1
OG0000161	AL8G25830, AL4G22760, AL4G22720	CP2_g48114_DN3_SP0_c.t1
OG0000161	AL2G20180	CP10_g43808_DN3_SP0_c.t1, CP9_g27597_DN3_SP0_c.t1
OG0000161	AL2G19870, nbis-gene-452	CP10_g42426_DN3_SP0_c.t1
OG0000162	AL2G25640, AL2G23580	CP8_g54067_DN2_SP0_c.t1
OG0000164	AL7G23040	CP5_g1063_DN3_SP0_c.t1
OG0000165	AL481U10020	CP6_g7697_DN1_SP0_c.t1
OG0000167	AL7G34470	CP6_g6855_DN3_SP0_c.t1
OG0000167	AL7G34550, AL7G34540	CP6_g6857_DN3_SP0_c.t1
OG0000167	AL7G34530	CP1_g38820_DN1_SP0_c.t1, CP1_g38769_DN2_SP0_c.t1, CP1_g38811_DN2_SP0_c.t1
OG0000168	AL668U10010, AL2G31940, AL481U10010	CP4_g26010_DN1_SP0_c.t1
OG0000171	AL2G23510	CP4_g24004_DN3_SP6_c.t1
OG0000171	AL2G29860	CP2_g47507_DN3_SP0_c.t1
OG0000171	AL1G37260	CP9_g28660_DN3_SP6_c.t1, CP7_g45435_DN3_SP8_c.t1
OG0000171	AL6G25440	CP11_g32500_DN3_SP8_c.t1
OG0000172	AL5G45240	CP4_g26545_DN2_SP0_c.t1
OG0000174	AL8G20180, AL4G17770	CP104_g20849_DN3_SP0_c.t1
OG0000174	AL6G41080	CP2_g50320_DN1_SP0_c.t1, CP18_g12439_DN3_SP0_c.t1, CP22_g17608_DN1_SP0_c.t1, CP17_g5690_DN2_SP0_c.t1, CP15_g35675_DN2_SP0_c.t1, CP1_g40978_DN2_SP0_c.t1, CP18_g12162_DN2_SP0_c.t1, CP18_g11867_DN1_SP0_c.t1, CP1_g41091_DN1_SP0_c.t1, CP1_g40876_DN2_SP0_c.t1
OG0000175	AL5G31720	CP10_g43741_DN3_SP4_c.t1
OG0000175	AL2G35850	CP9_g29229_DN3_SP8_c.t1
OG0000175	AL1G32900	CP7_g45756_DN3_SP8_c.t1
OG0000175	AL7G16200	CP5_g509_DN3_SP8_c.t1, CP10_g43894_DN3_SP5_c.t1
OG0000175	AL7G15090	CP5_g414_DN3_SP8_c.t1
OG0000178	AL4G22400	CP15_g35837_DN2_SP0_c.t1
OG0000178	AL8G19930	CP14_g22990_DN1_SP0_c.t1, CP5_g1995_DN2_SP0_c.t1
OG0000181	AL5G17720, AL8G21610, AL7G44660, AL5G21310, AL7G48830	CP3_g16394_DN2_SP0_c.t1, CP27_g41713_DN1_SP0_c.t1, CP2_g49667_DN3_SP0_c.t1
OG0000183	AL4G13920	CP8_g53976_DN2_SP0_c.t1
OG0000183	AL5G32880, AL6G28130	CP9_g27698_DN1_SP0_c.t1, CP2_g49982_DN2_SP0_c.t1, CP3_g14204_DN3_SP0_c.t1, CP16_g55288_DN2_SP0_c.t1, CP1_g41159_DN1_SP0_c.t1
OG0000184	AL3G43630	CP15_g34572_DN3_SP0_c.t1, CP3_g16448_DN1_SP0_c.t1
OG0000185	AL8G35610, AL2G32620, AL1G29430	CP2_g49134_DN3_SP0_c.t1, CP14_g23074_DN2_SP0_c.t1, CP5_g2106_DN1_SP0_c.t1
OG0000186	AL4G20870	CP4_g26270_DN2_SP0_c.t1
OG0000187	nbis-gene-1736	CP1_g38275_DN3_SP0_c.t1
OG0000187	AL7G20320	CP5_g831_DN3_SP0_c.t1
OG0000190	AL6G48020	CP11_g31843_DN3_SP0_c.t1
OG0000191	AL2G24870	CP12_g30107_DN3_SP0_c.t1
OG0000192	AL1G34360	CP7_g45651_DN3_SP1_c.t1
OG0000192	AL6G51590, AL1G34280	CP9_g29342_DN3_SP0_c.t1
OG0000193	nbis-gene-789	CP12_g30688_DN2_SP0_c.t1
OG0000195	AL4G20560	CP4_g26440_DN3_SP8_c.t1
OG0000195	AL5G38180	CP3_g13675_DN3_SP8_c.t1
OG0000195	AL7G46650	CP5_g1726_DN3_SP8_c.t1
OG0000201	nbis-gene-767	CP12_g30564_DN3_SP0_c.t1
OG0000202	AL3G30180	CP6_g7458_DN2_SP0_c.t1
OG0000202	AL3G36630, AL3G50390, AL3G37040, AL3G37010, AL3G37000	CP12_g30613_DN1_SP0_c.t1
OG0000204	AL3G35490	CP12_g30499_DN2_SP0_c.t1
OG0000206	AL4G20410	CP18_g11616_DN1_SP0_c.t1, CP28_g33935_DN3_SP0_c.t1
OG0000208	AL1G53980, AL1G53990	CP1_g38019_DN3_SP0_c.t1
OG0000208	AL7G11500, AL7G19690	CP15_g34929_DN1_SP0_c.t1
OG0000208	AL7G51580	CP5_g1521_DN3_SP0_c.t1
OG0000210	nbis-gene-1071	CP4_g25434_DN2_SP0_c.t1
OG0000210	AL4G28780, AL8G17590	CP4_g25433_DN2_SP0_c.t1
OG0000213	AL2G33070	CP9_g28965_DN3_SP0_c.t1, CP9_g28963_DN3_SP0_c.t1
OG0000213	AL3G21810	CP10_g43006_DN3_SP1_c.t1
OG0000213	AL4G12610	CP5_g1624_DN3_SP0_c.t1
OG0000213	AL4G12650	CP16_g54934_DN3_SP1_c.t1
OG0000215	AL5G34210	CP18_g12127_DN2_SP0_c.t1, CP15_g35155_DN1_SP0_c.t1
OG0000215	AL4G15000	CP2_g50202_DN2_SP0_c.t1
OG0000215	AL2G13100, AL7G30200	CP25_g55880_DN3_SP0_c.t1
OG0000217	AL1G65670	CP2_g49383_DN2_SP0_c.t1, CP2_g49358_DN1_SP0_c.t1
OG0000217	AL2G17430, AL2G17390	CP2_g49379_DN3_SP0_c.t1
OG0000217	AL2G17250	CP2_g49352_DN3_SP0_c.t1
OG0000217	AL2G16980	CP2_g49361_DN3_SP0_c.t1, CP2_g49380_DN3_SP0_c.t1, CP2_g49359_DN3_SP0_c.t1
OG0000218	AL1G27010	CP1_g37802_DN3_SP1_c.t1
OG0000218	AL1G27020	CP1_g37803_DN3_SP1_c.t1
OG0000218	AL5G15240	CP19_g18287_DN3_SP0_c.t1
OG0000218	AL7G42370	CP13_g19663_DN3_SP3_c.t1, CP13_g19662_DN3_SP0_c.t1
OG0000218	AL5G10550, AL5G13150, AL5G10520	CP13_g19661_DN2_SP8_c.t1
OG0000219	nbis-gene-1037, nbis-gene-362	CP4_g25777_DN3_SP0_c.t1
OG0000219	AL835U10030	CP2_g47984_DN2_SP0_c.t1
OG0000219	AL8G28390, AL8G28400	CP2_g47983_DN3_SP0_c.t1
OG0000224	AL2G37720	CP9_g29395_DN3_SP1_c.t1
OG0000225	AL1G43260, AL1G43240	CP7_g44968_DN2_SP0_c.t1
OG0000225	nbis-gene-176	CP7_g44969_DN2_SP0_c.t1, CP7_g44961_DN2_SP0_c.t1, CP7_g44967_DN2_SP0_c.t1
OG0000228	AL6G40330, AL6G40180	CP7_g45473_DN3_SP2_c.t1
OG0000228	AL2G30290, AL173U10020	CP9_g28716_DN2_SP0_c.t1, CP9_g28712_DN3_SP0_c.t1
OG0000229	AL7G22490, AL7G22500, AL6G29250, AL6G29230, AL7G22480	CP5_g930_DN3_SP0_c.t1
OG0000230	AL2G35840	CP9_g29228_DN3_SP3_c.t1
OG0000231	AL7G51760	CP1_g38847_DN3_SP0_c.t1, CP46_g6641_DN3_SP0_c.t1, CP100_g56185_DN3_SP0_c.t1, CP46_g6645_DN3_SP0_c.t1, CP15_g34757_DN3_SP0_c.t1, CP1_g39749_DN3_SP0_c.t1, CP1_g38772_DN3_SP0_c.t1, CP1_g39081_DN3_SP0_c.t1, CP1_g38830_DN3_SP0_c.t1, CP291_g50944_DN3_SP0_c.t1, CP100_g56192_DN3_SP0_c.t1, CP100_g56188_DN3_SP0_c.t1, CP1_g38794_DN3_SP0_c.t1, CP1_g38624_DN3_SP0_c.t1, CP1_g38813_DN3_SP0_c.t1, CP5_g1545_DN3_SP0_c.t1, CP5_g1552_DN3_SP0_c.t1, CP5_g1701_DN3_SP0_c.t1, CP46_g6643_DN1_SP0_c.t1, CP1_g38829_DN3_SP0_c.t1, CP18_g11849_DN3_SP0_c.t1, CP1_g39090_DN3_SP0_c.t1, CP1_g39092_DN3_SP0_c.t1, CP234_g41541_DN3_SP0_p.t1, CP46_g6649_DN1_SP0_c.t1, CP1_g38877_DN1_SP0_c.t1, CP100_g56191_DN1_SP0_c.t1, CP386_g3773_DN3_SP0_c.t1, CP100_g56183_DN3_SP0_c.t1, CP46_g6647_DN2_SP0_c.t1, CP100_g56189_DN2_SP0_c.t1, CP1_g38822_DN3_SP0_c.t1, CP1_g38765_DN3_SP0_c.t1, CP16_g55342_DN3_SP0_c.t1, CP5_g1548_DN3_SP0_c.t1, CP5_g1699_DN3_SP0_c.t1, CP5_g1693_DN3_SP0_c.t1, CP5_g1696_DN3_SP0_c.t1, CP5_g1550_DN3_SP0_c.t1, CP15_g34756_DN3_SP0_c.t1, CP1_g39086_DN3_SP0_c.t1, CP1_g38878_DN3_SP0_c.t1, CP234_g41533_DN3_SP0_p.t1, CP1_g38833_DN3_SP0_c.t1, CP1_g38779_DN3_SP0_c.t1, CP1_g38849_DN3_SP0_c.t1, CP1_g38796_DN3_SP0_c.t1, CP234_g41540_DN3_SP0_c.t1, CP1_g38775_DN3_SP0_c.t1, CP1_g38760_DN3_SP0_c.t1, CP1_g38808_DN3_SP0_c.t1, CP3_g15219_DN3_SP0_c.t1, CP1_g38626_DN2_SP0_c.t1, CP291_g50945_DN3_SP0_p.t1, CP1_g38628_DN3_SP0_c.t1, CP1_g39091_DN2_SP0_c.t1, CP46_g6642_DN3_SP0_c.t1, CP1_g38414_DN3_SP0_c.t1, CP1_g38812_DN3_SP0_c.t1, CP1_g38771_DN3_SP0_c.t1, CP1_g38627_DN3_SP0_c.t1, CP1_g38413_DN3_SP0_c.t1, CP5_g1691_DN3_SP0_c.t1, CP5_g1551_DN3_SP0_c.t1, CP100_g56190_DN3_SP0_c.t1, CP46_g6650_DN3_SP0_c.t1, CP100_g56184_DN3_SP0_c.t1, CP46_g6646_DN3_SP0_c.t1, CP1_g38795_DN2_SP0_c.t1, CP1_g38848_DN3_SP0_c.t1, CP1_g38827_DN3_SP0_c.t1, CP1_g38858_DN3_SP0_c.t1, CP1_g39750_DN3_SP0_c.t1, CP3_g15508_DN3_SP0_c.t1, CP1_g38797_DN3_SP0_c.t1, CP1_g38411_DN3_SP0_c.t1, CP1_g40623_DN3_SP0_c.t1, CP1_g38759_DN3_SP0_c.t1, CP1_g38807_DN3_SP0_c.t1, CP1_g39087_DN3_SP0_c.t1, CP1_g38304_DN3_SP0_c.t1
OG0000236	AL2G23070	CP1_g38671_DN3_SP0_c.t1, CP8_g52883_DN3_SP0_c.t1
OG0000238	AL2G18390	CP14_g22981_DN1_SP0_c.t1, CP1_g41461_DN2_SP0_c.t1, CP202_g51868_DN2_SP0_c.t1, CP15_g35755_DN2_SP0_c.t1, CP14_g22701_DN2_SP0_c.t1, CP4_g26390_DN2_SP0_c.t1, CP4_g26156_DN2_SP0_c.t1, CP4_g26389_DN2_SP0_c.t1
OG0000240	AL1G56710	CP1_g39490_DN3_SP0_c.t1, CP4_g26411_DN2_SP0_c.t1
OG0000240	AL4G17660, AL4G17920, AL4G17900	CP12_g31395_DN3_SP0_c.t1, CP12_g31368_DN3_SP0_c.t1, CP1_g38526_DN2_SP0_c.t1
OG0000242	AL3G47120	CP10_g44098_DN3_SP0_c.t1
OG0000242	AL1G25950	CP1_g37709_DN3_SP1_c.t1
OG0000242	nbis-gene-83	CP1_g37712_DN3_SP0_c.t1
OG0000242	AL1G25930	CP1_g37708_DN3_SP1_c.t1
OG0000244	AL7G32050	CP19_g18502_DN3_SP0_c.t1
OG0000244	AL7G32060	CP19_g18503_DN3_SP1_c.t1
OG0000244	AL6G48300, AL6G48310	CP11_g31874_DN3_SP3_c.t1
OG0000246	AL3G43160	CP23_g21373_DN1_SP0_c.t1
OG0000248	AL6G47240, AL6G47230, AL6G43900, AL6G44750, AL2G18850, AL5G37800	CP16_g55066_DN2_SP0_c.t1
OG0000250	AL2G29280	CP19_g18375_DN2_SP0_c.t1, CP9_g28611_DN1_SP0_c.t1
OG0000251	AL5G26120	CP7_g44188_DN1_SP0_c.t1
OG0000256	AL4G16530, AL4G16510, AL4G16550	CP4_g24672_DN3_SP0_c.t1
OG0000257	AL3G21820	CP10_g43007_DN1_SP0_c.t1
OG0000258	AL8G33230	CP8_g53723_DN3_SP1_c.t1
OG0000260	AL5G19060	CP1_g38711_DN2_SP0_c.t1
OG0000260	AL4G14040	CP9_g28294_DN3_SP0_c.t1
OG0000264	AL6G48830	CP11_g32001_DN3_SP0_c.t1
OG0000266	AL5G43310, AL5G43300	CP2_g49579_DN2_SP0_c.t1
OG0000267	AL4G24330, AL4G24610, AL4G24350, AL4G24620, AL4G24340, AL4G24320, AL4G24590, AL4G24560	CP7_g44449_DN3_SP0_c.t1
OG0000267	nbis-gene-932, AL4G10910	CP16_g54873_DN2_SP0_c.t1, CP16_g54796_DN2_SP0_c.t1, CP16_g54798_DN3_SP0_c.t1
OG0000268	AL2G13720	CP13_g19604_DN3_SP0_c.t1, CP13_g19606_DN2_SP0_c.t1
OG0000269	AL2G10350, AL1G48110	CP1_g38977_DN2_SP0_c.t1
OG0000270	AL3G49100	CP5_g536_DN3_SP7_c.t1
OG0000271	AL6G50030	CP11_g33683_DN3_SP0_c.t1
OG0000271	AL6G48650	CP6_g7930_DN3_SP0_c.t1
OG0000271	AL7G44880	CP11_g31916_DN3_SP0_c.t1, CP4_g25904_DN3_SP0_c.t1
OG0000271	AL6G48930	CP3_g13893_DN3_SP0_c.t1
OG0000276	AL8G15440	CP4_g25684_DN3_SP0_c.t1
OG0000277	AL7G39730	CP6_g7322_DN2_SP0_c.t1
OG0000277	AL7G39750	CP6_g7324_DN3_SP0_c.t1, CP6_g7323_DN3_SP0_c.t1
OG0000277	AL7G39720	CP6_g7328_DN3_SP0_c.t1, CP6_g7327_DN3_SP0_c.t1
OG0000278	AL8G34460, nbis-gene-2163, AL8G34510	CP5_g67_DN3_SP0_c.t1
OG0000280	AL4G22740	CP5_g3153_DN2_SP0_c.t1
OG0000281	AL1G57560	CP1_g38106_DN2_SP0_c.t1
OG0000282	AL6G17850	CP11_g33139_DN2_SP0_c.t1
OG0000282	AL6G17860	CP11_g33138_DN1_SP1_c.t1, CP11_g33137_DN2_SP1_c.t1
OG0000282	AL6G17870	CP11_g33136_DN2_SP0_c.t1
OG0000284	AL3G16620	CP11_g31795_DN3_SP0_c.t1
OG0000285	AL1G49470, AL9U10420	CP22_g17231_DN2_SP0_c.t1, CP1_g40797_DN3_SP0_c.t1, CP9_g28016_DN3_SP0_c.t1, CP24_g46959_DN3_SP0_c.t1, CP9_g27970_DN2_SP0_c.t1, CP9_g27998_DN3_SP0_c.t1, CP9_g27954_DN3_SP0_c.t1, CP13_g20556_DN2_SP0_c.t1
OG0000286	AL8G28540, AL8G28530, AL8G28470, AL8G28350, AL8G28560	CP8_g53329_DN3_SP0_c.t1
OG0000290	AL3G31960	CP12_g30202_DN3_SP0_c.t1
OG0000290	AL8G42910	CP2_g47763_DN3_SP0_c.t1
OG0000294	AL3G30460	CP12_g30079_DN2_SP0_c.t1
OG0000294	AL4G33090	CP5_g1346_DN3_SP0_c.t1, CP4_g25056_DN1_SP0_c.t1
OG0000294	AL6G51460	CP11_g32138_DN3_SP0_c.t1
OG0000294	AL1G11840	CP1_g36812_DN3_SP0_c.t1
OG0000297	AL8G37040	CP8_g54064_DN3_SP0_c.t1, CP26_g51182_DN2_SP0_c.t1, CP8_g54065_DN2_SP0_c.t1
OG0000297	AL3G33140	CP12_g30313_DN1_SP0_c.t1
OG0000298	AL3G51650	CP19_g17867_DN3_SP0_c.t1
OG0000299	nbis-gene-617, AL122U10010	CP16_g54939_DN3_SP0_c.t1
OG0000299	nbis-gene-314, nbis-gene-311, nbis-gene-312	CP11_g33380_DN2_SP0_c.t1
OG0000299	AL1G64190	CP7_g46446_DN3_SP1_c.t1
OG0000300	AL3G42960, AL3G42950	CP12_g31598_DN3_SP0_c.t1
OG0000300	AL3G43040, AL3G42940, AL3G43030, AL3G42930	CP12_g31575_DN3_SP0_c.t1
OG0000301	AL1G50970	CP12_g31752_DN3_SP0_c.t1, CP14_g22415_DN3_SP0_c.t1
OG0000304	AL8G14520	CP13_g20066_DN3_SP0_c.t1
OG0000305	AL7G43260	CP31_g46729_DN2_SP0_c.t1
OG0000308	AL7G42450	CP7_g45988_DN3_SP0_c.t1
OG0000308	AL2G32570	CP9_g28921_DN3_SP0_c.t1
OG0000310	AL71U10060, AL8G36700, AL8G36790	CP8_g54035_DN2_SP0_c.t1, CP8_g53999_DN2_SP0_c.t1, CP8_g54042_DN3_SP0_c.t1, CP8_g54034_DN3_SP0_c.t1
OG0000311	AL6G27540	CP11_g32313_DN3_SP8_c.t1
OG0000311	AL1G55110	CP1_g38280_DN3_SP8_c.t1
OG0000311	AL3G30980	CP12_g30117_DN3_SP8_c.t1
OG0000311	AL7G46360	CP5_g1783_DN3_SP8_c.t1
OG0000311	AL2G23890	CP9_g28164_DN3_SP8_c.t1
OG0000314	AL1G14460	CP1_g36601_DN3_SP8_c.t1
OG0000314	AL1G14470	CP1_g36600_DN3_SP7_c.t1
OG0000314	AL4G28680	CP4_g25440_DN3_SP0_c.t1
OG0000314	AL4G28660	CP4_g25441_DN3_SP8_c.t1
OG0000315	AL6G36390, AL5G15440	CP61_g51951_DN2_SP0_c.t1, CP88_g18974_DN3_SP0_c.t1, CP16_g55662_DN1_SP0_c.t1, CP7_g44376_DN3_SP0_c.t1, CP6_g8838_DN3_SP0_c.t1, CP24_g47483_DN3_SP0_c.t1, CP12_g31370_DN3_SP0_c.t1, CP12_g31345_DN3_SP0_c.t1, CP12_g31325_DN2_SP0_c.t1, CP12_g31396_DN2_SP0_c.t1, CP1_g40980_DN2_SP0_c.t1, CP3_g14999_DN3_SP0_c.t1, CP1_g38448_DN1_SP0_c.t1, CP17_g5832_DN3_SP0_c.t1, CP4_g26685_DN3_SP0_c.t1, CP12_g31358_DN3_SP0_c.t1, CP12_g31335_DN2_SP0_c.t1, CP12_g31313_DN2_SP0_c.t1, CP72_g12657_DN2_SP0_c.t1, CP7_g44370_DN1_SP0_c.t1, CP5_g2041_DN3_SP0_c.t1, CP1_g38502_DN3_SP0_c.t1, CP16_g55663_DN2_SP0_c.t1
OG0000316	AL3G14810	CP3_g14581_DN1_SP0_c.t1, CP3_g14582_DN3_SP0_c.t1, CP13_g20114_DN3_SP0_c.t1
OG0000316	AL4G38410, AL4G38350, AL4G38450	CP4_g24666_DN2_SP0_c.t1
OG0000319	AL1G18260	CP1_g38523_DN3_SP0_c.t1, CP1_g37075_DN3_SP8_c.t1, CP1_g37218_DN3_SP0_c.t1, CP8_g54061_DN3_SP0_c.t1, CP5_g1996_DN2_SP0_c.t1, CP4_g25509_DN3_SP0_c.t1, CP11_g32405_DN3_SP1_c.t1
OG0000322	AL2G38770	CP9_g29478_DN3_SP0_c.t1
OG0000322	AL4G38060, AL4G38120, AL6G43180, AL1G51540	CP8_g53634_DN3_SP1_c.t1, CP4_g24689_DN3_SP1_c.t1, CP10_g43906_DN3_SP0_c.t1
OG0000323	AL8G29280	CP8_g53388_DN3_SP0_c.t1
OG0000323	AL7G25020	CP5_g1238_DN3_SP0_c.t1
OG0000323	AL7G25050	CP5_g1240_DN2_SP0_c.t1
OG0000323	AL7G25030	CP5_g1239_DN3_SP0_c.t1
OG0000323	AL7G25060	CP5_g1241_DN3_SP0_c.t1
OG0000324	AL8G29350, AL3G45890, AL4G20200, AL3G44720, AL6G42170, AL6G37470, AL9U11160, AL4G17620, AL4G20220, AL5G19210, AL1G53800, AL6G37460, AL4G18080, AL5G20680, nbis-gene-832	CP16_g55647_DN2_SP0_c.t1
OG0000325	AL3G47030	CP5_g2094_DN2_SP0_c.t1
OG0000327	AL1G37470	CP7_g45415_DN1_SP0_c.t1, CP7_g45413_DN2_SP0_c.t1, CP7_g45411_DN1_SP0_c.t1, CP7_g45414_DN2_SP0_c.t1
OG0000327	AL5G18190, AL5G18170, AL5G35660, AL5G35670	CP3_g13901_DN3_SP0_c.t1, CP3_g13909_DN2_SP0_c.t1, CP3_g13899_DN2_SP0_c.t1, CP3_g13900_DN3_SP0_c.t1
OG0000328	AL7G41460	CP6_g7476_DN3_SP2_c.t1
OG0000329	AL4G43730	CP16_g55479_DN2_SP0_c.t1
OG0000330	AL5G41960	CP3_g13431_DN3_SP0_c.t1
OG0000332	AL6G31290	CP8_g54355_DN3_SP7_c.t1
OG0000332	AL8G15650, AL1G57580	CP1_g38104_DN3_SP7_c.t1
OG0000334	AL4G34640	CP13_g20732_DN1_SP0_c.t1
OG0000335	nbis-gene-691	CP3_g16661_DN2_SP0_c.t1
OG0000335	nbis-gene-162	CP3_g16662_DN3_SP0_c.t1
OG0000336	AL2G32700	CP9_g28926_DN2_SP0_c.t1
OG0000338	AL1G20120, AL1G20240, AL1G67290, AL2G18590, nbis-gene-1385	CP318_g3528_DN3_SP0_c.t1, CP2_g49694_DN3_SP0_c.t1, CP2_g49689_DN3_SP0_c.t1, CP2_g49549_DN3_SP0_c.t1, CP2_g49696_DN3_SP0_c.t1, CP1_g37240_DN3_SP8_c.t1, CP1_g37250_DN3_SP0_c.t1
OG0000339	AL7G30060	CP19_g18321_DN3_SP8_c.t1
OG0000339	AL5G43730	CP4_g24125_DN3_SP8_c.t1
OG0000340	AL2G24960, AL4G42300	CP4_g24378_DN3_SP0_c.t1
OG0000340	nbis-gene-2101, AL4G42320	CP4_g24377_DN3_SP0_c.t1
OG0000342	AL7G47540	CP19_g17880_DN3_SP0_c.t1
OG0000345	AL1G24140	CP1_g38493_DN3_SP0_c.t1
OG0000346	AL8G28580, AL8G28590	CP8_g53335_DN3_SP0_c.t1
OG0000346	nbis-gene-319	CP8_g53103_DN3_SP0_c.t1
OG0000348	AL5G34600	CP6_g8485_DN1_SP0_c.t1
OG0000349	AL3G50670, AL3G27490	CP13_g20418_DN3_SP0_c.t1
OG0000349	AL1G52130	CP16_g55350_DN3_SP0_c.t1
OG0000351	AL1G48150	CP8_g53531_DN3_SP0_c.t1
OG0000352	AL1G29120	CP16_g55214_DN2_SP0_c.t1, CP7_g46052_DN3_SP0_c.t1
OG0000352	AL2G15830, AL2G16300, AL2G16290	CP2_g49262_DN3_SP0_c.t1
OG0000353	AL1G24220	CP1_g39905_DN2_SP0_c.t1
OG0000355	AL2G25940, AL2G25930	CP16_g55386_DN3_SP0_c.t1
OG0000356	AL6G40090, AL6G38970, AL6G40080, AL6G38960	CP10_g43866_DN3_SP0_c.t1, CP10_g43849_DN3_SP0_c.t1, CP9_g28286_DN1_SP0_c.t1, CP39_g21150_DN1_SP0_c.t1, CP9_g28252_DN1_SP0_c.t1, CP9_g28272_DN1_SP0_c.t1
OG0000358	AL1G13870	CP11_g32975_DN3_SP1_c.t1, CP1_g36652_DN3_SP8_c.t1
OG0000358	AL390U10020, AL6G19900	CP13_g20386_DN3_SP5_c.t1
OG0000358	AL6G19890	CP11_g32977_DN3_SP4_c.t1
OG0000359	AL4G30400	CP4_g25299_DN3_SP0_c.t1
OG0000360	nbis-gene-2216	CP19_g18484_DN2_SP0_c.t1, CP7_g45345_DN2_SP0_c.t1, CP19_g18485_DN2_SP0_c.t1
