Orthogroup	Arabidopsis_lyrata_Rawat	Alyssum_gmelinii
OG0000176	AL1G44860	Ag007G611080, Ag007G599330, Ag007G599310, Ag007G579980, Ag007G580670, Ag007G580020, Ag007G606560, Ag007G606540, Ag007G606550, Ag007G606580, Ag003G266210, Ag007G599350, Ag007G599300, Ag007G599320, Ag007G580010, Ag007G580050, Ag007G580060, Ag006G501180, Ag006G500850, Ag001G031780
OG0000178	AL2G18800	Ag008G728690, Ag002G204370
OG0000178	AL5G13930	Ag001G023930, Ag005G413670
OG0000178	AL2G30330, AL1G50770	Ag002G116410
OG0000180	AL1G10300, nbis-gene-18	Ag003G207360, Ag003G218350
OG0000181	AL3G31430, AL8G25040, AL4G15240, AL5G17720, AL8G21610, AL7G44660, AL5G21310, AL7G48830, AL4G21300, AL3G48740, AL1G53480	Ag003G251860
OG0000184	AL3G43630	Ag001G075930
OG0000184	AL5G24090	Ag006G520200
OG0000185	AL8G35610, AL2G32620, AL1G29430	Ag002G183070
OG0000187	nbis-gene-1736	Ag003G270350, Ag003G270310, Ag003G282640, Ag003G270250, Ag002G167770
OG0000187	AL7G20320	Ag003G270560
OG0000189	AL7G12140	Ag001G080600
OG0000189	AL7G13810	Ag007G631560, Ag007G631600, Ag007G631490, Ag007G631520, Ag007G631710, Ag007G628720, Ag007G631540, Ag006G508880, Ag006G508840, Ag006G508810, Ag004G355860, Ag003G290270
OG0000189	AL7G12760	Ag003G276230
OG0000189	AL7G13600	Ag006G563600
OG0000190	AL6G47960	Ag002G140140
OG0000190	AL6G47980	Ag002G128880
OG0000190	AL6G47970	Ag002G128820
OG0000190	AL6G48020, AL6G47990, AL1G49990	Ag002G140040, Ag002G139950
OG0000191	AL3G29510	Ag004G324780, Ag007G605570, Ag007G605580, Ag005G460420
OG0000191	nbis-gene-1106	Ag005G457150
OG0000191	nbis-gene-889	Ag005G457490, Ag005G457480
OG0000191	AL3G29400, AL3G29410, nbis-gene-913, AL3G28990, AL3G28960, AL3G28980	Ag005G461560, Ag005G461580, Ag005G461550, Ag005G461640, Ag005G460960
OG0000192	AL1G34360	Ag004G336350
OG0000192	AL1G34280	Ag008G727670
OG0000192	AL1G34310, AL1G34270, AL1G34330, AL1G34320, AL1G34340	Ag004G336340, Ag004G336360, Ag004G336330
OG0000193	nbis-gene-744, AL3G35120	Ag002G194540
OG0000193	AL3G35160, AL3G35150, AL3G35070, AL5G24180	Ag004G342780
OG0000193	nbis-gene-1622	Ag005G442650, Ag005G443800, Ag005G442630
OG0000195	AL5G38180	Ag001G082920
OG0000195	AL7G46650, AL2G24200	Ag007G646090
OG0000195	AL5G21780	Ag007G597730
OG0000196	AL1G44080, AL1G44060, AL1G15390	Ag004G304260, Ag004G304230
OG0000196	AL1G44070	Ag004G304250
OG0000196	AL1G15400	Ag004G304270, Ag004G304220, Ag004G304240
OG0000197	AL7G46120	Ag006G545700
OG0000197	AL3G52780	Ag004G326930
OG0000201	AL3G36210, AL3G36200	Ag005G439850
OG0000201	nbis-gene-767	Ag005G439610
OG0000202	AL3G30180	Ag005G458980
OG0000202	nbis-gene-126	Ag005G454480
OG0000202	AL3G30850	Ag003G215780, Ag005G457800
OG0000203	AL7G22270	Ag005G407790
OG0000203	AL3G14720, AL3G14710, AL3G14700	Ag006G519280, Ag005G485370, Ag005G485380
OG0000203	AL3G14200, AL6G22600, AL6G22480, AL6G22490	Ag004G387230, Ag004G392530, Ag005G485880
OG0000204	AL5G33670	Ag003G216930, Ag003G216910, Ag003G216390, Ag003G216940, Ag003G216920, Ag003G216970, Ag003G216980
OG0000205	AL4G10320, AL3G47440, AL3G52270, AL5G12470, AL5G12490, AL5G12460, AL5G12480, AL3G52290, AL3G52280, AL4G13020, AL1G53500, AL9U10990	Ag005G439370
OG0000205	AL9U11000	Ag001G088760
OG0000207	AL2G28790	Ag002G183650
OG0000207	AL2G39120	Ag003G212790
OG0000208	AL7G11500, AL7G19690	Ag008G723930, Ag003G294620, Ag003G284900, Ag003G294610
OG0000208	AL8G26210, AL311U10010	Ag003G275170, Ag003G294530, Ag003G294570, Ag003G294700, Ag003G294540
OG0000209	AL2G10720	Ag004G398980, Ag004G398780, Ag004G398970
OG0000209	AL2G10700	Ag004G399460, Ag004G398960
OG0000209	AL1G57470	Ag004G398990, Ag004G398790, Ag002G138750
OG0000210	AL3G42410	Ag006G499160, Ag006G499150, Ag006G499180
OG0000210	AL5G13350, nbis-gene-1199, AL5G13340, AL7G52550, AL7G52570, AL6G22950, nbis-gene-1198	Ag003G280570, Ag003G273400
OG0000210	AL4G28810, AL4G28800	Ag007G588470
OG0000210	AL4G28780, AL8G17590	Ag007G588480
OG0000213	AL2G33070	Ag003G236750, Ag003G236500, Ag003G236780, Ag003G236530
OG0000213	AL4G12610, AL4G12630, AL4G12560, AL4G12620, AL4G12650, AL4G12640, AL4G12670	Ag003G288980
OG0000214	AL2G28240	Ag007G604980
OG0000214	nbis-gene-423	Ag006G510950
OG0000214	AL6G45800, AL2G21130, AL6G42990, AL6G47610, AL6G50960	Ag006G510210
OG0000216	AL7G31480, nbis-gene-1800	Ag006G554130
OG0000218	AL1G26980, AL1G27000, AL1G27010	Ag004G322150
OG0000218	AL1G27020	Ag004G322240, Ag004G322160, Ag004G322180, Ag004G322280, Ag004G322290
OG0000218	AL5G15240	Ag004G318250, Ag006G542090, Ag006G547060
OG0000218	AL7G42370	Ag005G439660, Ag008G718790
OG0000218	AL5G10550	Ag008G689600
OG0000219	AL2G25070, AL2G25100	Ag004G357760
OG0000219	nbis-gene-1037, nbis-gene-362	Ag007G593670
OG0000219	AL835U10030	Ag006G565670
OG0000219	AL8G28390, AL8G28400	Ag008G724120
OG0000220	AL2G14230	Ag002G172490
OG0000220	nbis-gene-390	Ag001G093870
OG0000220	AL8G31350, AL77U10060, AL5G15330, AL6G11580, AL5G11890	Ag002G179690
OG0000221	AL429U10020, AL7G52630, AL3G46320, AL299U10020	Ag004G396450
OG0000224	AL2G37740, AL2G37720	Ag003G217560, Ag003G217550, Ag001G013260, Ag003G217250, Ag003G217260, Ag003G217440, Ag003G217450
OG0000224	AL7G20350	Ag003G270550
OG0000224	AL2G12370, AL2G12360	Ag004G383650
OG0000225	nbis-gene-176	Ag007G581980, Ag007G582060
OG0000226	AL1G41350, AL1G37710, AL1G37720, AL1G37670, AL1G42110	Ag001G000690, Ag004G337830, Ag005G429260, Ag005G429270, Ag001G000670
OG0000226	AL1G52850	Ag001G000200
OG0000228	AL6G40330, AL6G40180	Ag004G341460
OG0000228	AL2G30290, AL173U10020	Ag004G344170
OG0000229	AL1G54760, AL1G59580, AL1G61110	Ag003G260760
OG0000230	AL8G15430	Ag003G223650, Ag003G223730
OG0000231	AL7G51760	Ag001G058920
OG0000232	AL3G22620	Ag001G011980, Ag001G025350, Ag005G473990, Ag005G474010, Ag005G474060, Ag006G511920, Ag005G474020, Ag005G473970, Ag001G083150
OG0000233	AL3G36230	Ag003G243370
OG0000234	AL5G36230	Ag001G076970
OG0000234	AL5G36220	Ag001G076940
OG0000234	AL5G36210	Ag001G076930
OG0000234	AL6G24190	Ag007G612020
OG0000235	AL1G46640, AL1G46660, AL1G46620	Ag005G452990, Ag005G453010, Ag005G460460
OG0000235	AL1G53610	Ag004G314680
OG0000235	AL1G53620, AL3G29460	Ag005G460880
OG0000236	AL4G20950, nbis-gene-989, AL6G43290, AL6G43280	Ag008G716730, Ag008G716740, Ag008G716760
OG0000238	AL2G18390	Ag004G343670, Ag001G044870, Ag005G407390, Ag001G044490, Ag001G046770
OG0000240	AL4G17660, AL4G17920, AL4G17900	Ag001G089960
OG0000242	AL3G47120	Ag005G419410
OG0000242	AL1G25950	Ag004G319220
OG0000242	nbis-gene-83	Ag004G319640
OG0000242	AL1G25930	Ag004G319270
OG0000244	AL7G32050	Ag006G567480
OG0000244	AL6G48290	Ag002G138420, Ag002G137630
OG0000244	AL6G48330	Ag002G138400, Ag002G137710
OG0000244	AL7G32060	Ag006G567460, Ag006G567470
OG0000244	AL6G48310	Ag002G137640, Ag002G138410
OG0000248	AL6G47230	Ag002G142990
OG0000248	AL6G43900, AL6G44750	Ag002G142870, Ag002G142960, Ag002G142950, Ag002G142860
OG0000248	AL2G18850	Ag004G367480
OG0000248	AL5G37800	Ag001G081600
OG0000249	AL4G32970	Ag002G168370
OG0000249	AL4G32990	Ag002G168420, Ag002G179380
OG0000249	AL4G32980	Ag002G168380
OG0000249	AL5G34040	Ag001G071720
OG0000250	AL5G35460, AL2G29310, nbis-gene-577, nbis-gene-575	Ag003G292650
OG0000250	AL2G29280	Ag003G295650, Ag003G295660, Ag003G295670
OG0000250	nbis-gene-573, nbis-gene-574	Ag004G328080
OG0000252	AL6G12280, AL3G47640, AL6G12310, AL1G59710, AL1G59720, AL6G12270, AL6G12290, AL6G12300	Ag006G494350, Ag006G494360, Ag006G494380, Ag006G494310, Ag006G494330, Ag006G493940, Ag006G493990, Ag002G166430, Ag006G493980, Ag006G494000, Ag003G272030, Ag006G493970, Ag006G493890, Ag006G493910, Ag006G493930, Ag006G493870, Ag006G493900, Ag002G186120, Ag002G186270, Ag002G186250, Ag002G186210, Ag002G186260, Ag002G186220, Ag002G186130, Ag002G186150, Ag002G186160, Ag002G186240
OG0000254	AL4G15410, AL4G21500	Ag002G185430
OG0000254	AL6G44930	Ag002G185420
OG0000256	AL4G38280	Ag002G186760, Ag002G186720
OG0000256	AL8G21380, nbis-gene-2062, AL3G42840	Ag002G182840, Ag002G182690, Ag002G182780
OG0000256	AL4G38290	Ag002G187030, Ag002G187040, Ag002G187060, Ag002G187050, Ag008G691560
OG0000257	AL3G46890, nbis-gene-851, AL6G36930	Ag001G081770, Ag001G081780
OG0000257	nbis-gene-282, AL1G59050, nbis-gene-269	Ag001G011470, Ag008G698480, Ag001G011500, Ag001G010720, Ag004G331430, Ag008G697590, Ag003G211470, Ag003G211370, Ag003G220650, Ag003G228410, Ag003G212030, Ag003G212020, Ag001G012300, Ag003G233340
OG0000257	AL3G21820	Ag005G475480, Ag005G476080, Ag005G425180, Ag005G475490, Ag005G476060, Ag005G476070, Ag005G475200
OG0000258	AL5G15050, AL5G15060, AL5G15070	Ag002G175550
OG0000258	AL8G33230	Ag008G702170
OG0000258	AL5G15100	Ag002G191840, Ag001G079880
OG0000258	AL5G15090	Ag004G336180
OG0000264	AL6G48830	Ag002G129660
OG0000264	AL6G49970, AL6G49560	Ag007G599430
OG0000266	AL5G20610, AL5G20620	Ag001G078180, Ag001G077260
OG0000266	AL5G39230, AL1G52920, AL7G51710, AL5G39240	Ag007G619580
OG0000267	AL4G24330, AL4G24610, AL4G24350, AL4G24620, AL4G24340, AL4G24320, AL4G24590, AL4G24560	Ag004G311330
OG0000268	AL5G11250	Ag008G659990
OG0000268	AL2G13720	Ag007G590690, Ag006G555210, Ag004G378430
OG0000268	AL6G11010	Ag006G492050
OG0000268	AL5G35180	Ag001G074460
OG0000269	AL2G10350	Ag007G634850, Ag001G009880
OG0000270	AL7G10820, AL3G49100	Ag003G282610
OG0000271	AL6G48650	Ag004G382710
OG0000271	AL7G44880	Ag006G495010, Ag007G630990, Ag005G476550
OG0000271	AL2G21240, AL2G21890	Ag004G372550
OG0000271	AL6G32160	Ag004G382230
OG0000274	AL8G36240	Ag001G037550, Ag008G709540, Ag008G709790
OG0000274	AL5G25090, AL5G25020	Ag002G131930
OG0000274	AL4G24200	Ag007G593920, Ag007G593930, Ag007G593900
OG0000276	AL8G15440	Ag006G560650
OG0000277	AL7G39730, AL7G39740	Ag001G032920
OG0000278	AL132U10010	Ag008G707160, Ag008G707170, Ag008G718330, Ag008G718700, Ag008G718650, Ag008G702890, Ag008G704070
OG0000280	AL5G38160	Ag001G014510
OG0000281	AL1G57560	Ag001G016930, Ag001G016850
OG0000281	nbis-gene-1332	Ag001G016530, Ag003G274460
OG0000282	AL6G17840	Ag007G599590
OG0000282	AL6G17860	Ag007G599660
OG0000285	AL1G49470, AL9U10420	Ag007G645850, Ag005G415910
OG0000286	AL8G28560	Ag002G169720, Ag005G413850, Ag004G367060, Ag006G550120, Ag006G541770, Ag003G254170, Ag003G265930, Ag006G506430, Ag004G381260, Ag002G169570, Ag002G162620, Ag002G131130, Ag002G114870, Ag001G043760, Ag001G031000, Ag002G176140, Ag006G566470, Ag006G566360, Ag006G566350
OG0000287	AL3G34950	Ag005G444110
OG0000287	AL249U10040	Ag005G444010, Ag005G442790
OG0000287	AL3G34970, AL249U10020, AL3G34990	Ag005G442830, Ag005G444040
OG0000288	AL1G38150, nbis-gene-1364, nbis-gene-1197	Ag003G214960, Ag005G478520, Ag005G476300, Ag003G214920, Ag003G214930, Ag003G214970, Ag005G479220
OG0000290	AL3G31960	Ag005G447400, Ag001G064900, Ag005G450080, Ag005G453470, Ag005G453460
OG0000290	AL8G42910	Ag008G713350, Ag008G713310
OG0000294	AL3G30460	Ag005G458030
OG0000294	AL4G33090	Ag002G169270
OG0000294	AL6G51460	Ag006G513280
OG0000294	AL1G11840	Ag004G299490, Ag004G299500
OG0000296	AL1G56900	Ag008G733290, Ag008G733270, Ag005G402310, Ag003G207480, Ag002G105680, Ag003G207550, Ag003G207600, Ag001G080390, Ag003G207570, Ag003G207560
OG0000297	AL7G14480	Ag003G261170, Ag003G289210, Ag002G173860, Ag002G174020, Ag003G288940
OG0000297	AL8G37040	Ag008G711840, Ag008G711790, Ag001G072030, Ag007G611180, Ag003G272910, Ag005G402300, Ag005G402290, Ag008G711950, Ag004G378870, Ag008G711910, Ag008G711870, Ag008G711810, Ag008G711970
OG0000297	AL3G33140	Ag005G448670
OG0000298	AL6G16450, AL2G39740, AL2G39770	Ag007G612030, Ag007G612070
OG0000298	AL7G34440	Ag001G062550, Ag001G062510, Ag001G061900, Ag008G695110
OG0000298	AL3G51650	Ag007G639970
OG0000299	nbis-gene-617	Ag003G213780, Ag003G220100
OG0000299	AL122U10010	Ag003G213850, Ag003G213810, Ag003G212830, Ag003G213770, Ag003G220090
OG0000299	nbis-gene-314, nbis-gene-311, nbis-gene-312	Ag006G499850
OG0000300	AL3G42960, AL3G42950	Ag003G259820
OG0000300	AL3G43040, AL3G42940, AL3G43030, AL3G42930	Ag002G137460, Ag002G140980
OG0000301	AL1G50970	Ag002G147210, Ag008G664500, Ag007G613760, Ag007G635580, Ag007G584880, Ag005G446360, Ag003G248110, Ag004G361030, Ag004G354370, Ag006G541230, Ag001G058420, Ag004G374750, Ag007G610080, Ag007G607650
OG0000304	AL8G14520	Ag002G124190
OG0000308	AL7G42450	Ag004G327780
OG0000308	AL2G32570	Ag003G238370
OG0000308	AL7G49910, AL1G29920	Ag004G327720
OG0000310	AL8G35710	Ag008G709240
OG0000310	AL71U10060, AL8G36700, AL8G36790	Ag008G711030
OG0000311	AL6G27540	Ag007G622820
OG0000311	AL1G55110	Ag001G024940
OG0000311	AL3G30980	Ag005G457020
OG0000314	AL1G14460	Ag004G302930
OG0000314	AL1G14470	Ag004G302940
OG0000314	AL4G28680	Ag007G588550
OG0000315	AL6G36390, AL5G15440	Ag006G566290
OG0000316	AL3G14810	Ag006G542900, Ag002G187300
OG0000316	AL4G38410, AL4G38350, AL4G38450	Ag002G187160, Ag002G187230, Ag002G185950, Ag002G185990
OG0000319	AL8G37000, AL1G18210, AL1G18230, AL1G18260	Ag008G711750
OG0000321	AL7G46130, AL7G38390, AL7G38360, AL7G46040, AL7G46050, AL7G46160, AL7G46150	Ag002G166480, Ag002G166840, Ag006G571830
OG0000322	AL2G38770	Ag003G214240, Ag005G440770, Ag003G214260
OG0000322	AL4G38060, AL4G38120, AL6G43180, AL1G51540	Ag006G548230, Ag006G548240, Ag006G546460, Ag002G179620
OG0000323	AL7G25050	Ag004G374930, Ag004G375010
OG0000323	AL7G25060	Ag004G374940, Ag004G374900
OG0000324	AL59U10070, AL7G49430, AL4G30830	Ag001G050420, Ag001G067070, Ag001G043590, Ag001G045980, Ag007G621190
OG0000327	AL1G37470	Ag001G075570, Ag001G075560
OG0000327	AL5G18190, AL5G18170, AL5G35660, AL5G35670	Ag001G075710, Ag001G075680, Ag006G560580, Ag006G561400, Ag001G080110, Ag001G080070, Ag001G075500
OG0000328	AL7G41460	Ag001G036310
OG0000329	AL4G43730	Ag001G078090
OG0000330	AL5G41960	Ag001G082790, Ag001G082750, Ag001G082850
OG0000330	AL5G41630	Ag001G093240
OG0000330	AL5G42230	Ag007G612380, Ag001G092100
OG0000330	AL5G42220	Ag001G093380
OG0000332	AL1G57580	Ag001G016590, Ag001G016660
OG0000334	AL5G34800	Ag001G073280
OG0000334	AL4G34640	Ag002G173720
OG0000335	nbis-gene-1835	Ag006G552370, Ag006G552350
OG0000335	nbis-gene-690, AL3G40150	Ag005G473330, Ag005G473370
OG0000335	nbis-gene-162	Ag007G583790
OG0000336	AL1G29940	Ag004G327930
OG0000336	AL2G32630	Ag003G238280
OG0000338	AL1G20120, AL1G20240, AL1G67290, AL2G18590, nbis-gene-1385	Ag004G367200, Ag004G310510, Ag004G310410
OG0000339	AL1G10760, AL7G30060	Ag006G548660, Ag006G545860
OG0000339	AL4G45180	Ag002G202770
OG0000339	AL5G43730	Ag001G094740
OG0000340	AL2G24960, AL4G42300	Ag002G197210
OG0000340	AL4G42310	Ag002G197290, Ag002G197280
OG0000342	AL7G47550	Ag003G210300, Ag003G210280
OG0000345	AL1G24150, AL1G24160	Ag004G316330
OG0000345	AL1G24140	Ag004G316300
OG0000345	AL1G24120	Ag004G316310
OG0000345	AL1G24130	Ag007G592460
OG0000347	AL3G39810	Ag008G704910, Ag008G704900, Ag008G704890, Ag008G704940, Ag008G704920, Ag008G704930, Ag008G704970, Ag008G704820, Ag008G704810, Ag008G704960, Ag008G704870, Ag008G704860, Ag008G704950, Ag008G704880, Ag008G704650, Ag008G704740, Ag008G704690, Ag005G472160, Ag005G472170
OG0000348	AL5G34600, AL1G65210, AL7G42660	Ag007G649350
OG0000349	AL7G15370	Ag003G286530, Ag008G692030
OG0000349	AL4G18420, nbis-gene-2066, AL5G14310, AL1G52130	Ag003G286490, Ag003G286480
OG0000351	AL3G26860	Ag008G726000
OG0000352	AL1G29120	Ag004G325890
OG0000352	AL2G41010	Ag002G117270
OG0000353	AL1G24220	Ag004G381780
OG0000355	AL2G33910, AL2G40610	Ag002G163850, Ag002G163800, Ag002G163860
OG0000356	AL6G40090, AL6G38970, AL6G40080, AL6G38960	Ag002G144860, Ag005G416750, Ag001G055590, Ag003G238730
OG0000358	AL1G13870	Ag007G587570, Ag004G302250
OG0000358	AL6G19890	Ag007G587560, Ag007G587550
OG0000359	AL1G43770, AL1G43760	Ag007G581430, Ag007G581460
OG0000359	AL4G30400	Ag003G211770
OG0000360	AL8G44510	Ag008G734820, Ag007G625370
OG0000360	AL8G44500	Ag008G734800
OG0000360	AL8G44490	Ag008G734810
OG0000361	AL3G23020	Ag007G587740, Ag005G473000
OG0000362	AL3G39500, AL1G49160	Ag004G303100, Ag004G303120
OG0000362	AL3G52440, AL3G52410	Ag003G220950, Ag003G220700, Ag003G220970
OG0000362	nbis-gene-906	Ag003G267940, Ag004G303110
OG0000363	AL2G12490	Ag002G184600
OG0000363	AL7G46890	Ag007G645780
OG0000363	AL2G12480	Ag006G517120, Ag004G372780
OG0000368	AL7G13510	Ag003G291040
OG0000368	AL7G13520	Ag003G291010
OG0000368	nbis-gene-1705	Ag003G291060
OG0000369	AL5G24760, AL8G36410	Ag008G710170
OG0000370	AL1G29180	Ag004G326160
OG0000370	AL7G27830, AL7G27840	Ag007G583890
OG0000371	AL1G39190, AL4G46780	Ag007G648580, Ag005G446940, Ag002G205020, Ag005G477210, Ag002G204950, Ag002G203170, Ag002G204960
OG0000372	AL7G25660, AL7G25650, AL7G25640	Ag001G092900, Ag001G081980
OG0000375	nbis-gene-1892	Ag006G523230
OG0000377	AL2G15870	Ag004G372070, Ag004G372680
OG0000377	AL1G21740	Ag004G312650
OG0000378	AL7G43380, AL3G37650, AL1G50470	Ag003G280940, Ag005G438980, Ag003G207240, Ag007G654760
OG0000382	AL1G65940	Ag004G366380
OG0000382	nbis-gene-54	Ag004G309460
OG0000383	AL1G42250, AL1G49520	Ag007G582890, Ag007G582900, Ag007G582910
OG0000383	AL4G21310	Ag007G582920
OG0000383	AL1G42200, AL1G42220	Ag007G582940, Ag007G582930
OG0000387	AL4G41950	Ag002G196770
OG0000387	AL4G42130, AL4G42220	Ag002G197080, Ag002G174250
OG0000388	nbis-gene-1582	Ag007G647890, Ag007G647900, Ag007G647910, Ag007G647920
OG0000389	AL5G40170	Ag001G087840
OG0000390	AL6G34750	Ag008G723890
OG0000390	AL8G29440, AL1G33150	Ag006G570350
OG0000390	AL3G42690	Ag005G448950, Ag005G448970, Ag005G448460, Ag005G448900
OG0000390	AL3G30610	Ag005G457610
OG0000391	AL1G49180, AL1G35870	Ag004G339360
OG0000391	AL1G35790	Ag003G277260
OG0000391	AL1G35860	Ag004G339340
OG0000391	AL1G35830	Ag004G339210, Ag004G339290, Ag004G339300
OG0000392	AL5G30390	Ag001G060820
OG0000392	AL7G52750	Ag007G602140
OG0000392	nbis-gene-1341	Ag001G060790
OG0000393	AL3G30630, AL3G30310	Ag005G458500, Ag005G458510, Ag004G381460, Ag006G511860
OG0000396	AL5G20500	Ag007G643830
OG0000396	AL5G17950	Ag005G437820
OG0000396	AL5G17990	Ag005G414520
OG0000398	AL3G25610	Ag005G468570
OG0000398	AL1G63260	Ag001G002660, Ag001G002600
OG0000399	AL5G42110	Ag001G091730
OG0000400	AL5G17850	Ag003G262920, Ag003G264110
OG0000401	nbis-gene-2198	Ag008G728060, Ag008G728070
OG0000401	AL164U10010, AL5G16820	Ag006G577070
OG0000403	AL2G16360, AL2G16550, AL2G16330, AL2G16320, AL2G16340	Ag004G371510
OG0000404	AL4G32260, AL3G23060, AL5G33360, AL6G16080	Ag002G166070, Ag006G502990, Ag001G069190, Ag005G472870
OG0000406	AL6G27980, AL6G27990, AL6G28000	Ag007G624170
OG0000406	AL7G53000	Ag001G037190
OG0000407	AL1G54210	Ag007G610010
OG0000407	AL6G25720	Ag007G616520
OG0000410	AL2G14800, AL2G14760	Ag004G376100, Ag004G376130
OG0000410	AL2G14910, AL2G14860	Ag004G375870, Ag004G375330
OG0000411	AL2G13870	Ag004G378270
OG0000411	AL6G48090	Ag002G139790
OG0000411	AL7G31720	Ag006G555710
OG0000412	AL8G30090	Ag008G693370
OG0000412	AL1G58860	Ag001G011950
OG0000413	AL3G25430	Ag005G469030
OG0000413	AL8G32300	Ag008G699570
OG0000414	AL1G39340, AL1G39380, AL1G39360, AL1G39330	Ag003G245470
OG0000414	AL7G33350	Ag006G561850, Ag006G561890, Ag006G561750, Ag006G561840, Ag006G561820, Ag006G561670
OG0000415	AL6G39500	Ag007G636980
OG0000415	AL4G41100	Ag004G373490, Ag004G372040
OG0000416	AL4G26970, AL4G27140	Ag007G590790
OG0000417	AL3G39540, AL3G39570, AL3G39550	Ag003G269090
OG0000417	AL1G27780	Ag004G323540
OG0000420	AL4G37990, AL4G38020	Ag002G185870
OG0000420	AL7G22850	Ag003G258420, Ag003G258400
OG0000420	nbis-gene-910	Ag006G501890
OG0000421	AL7G51350, AL7G51330, AL7G51310, AL7G51320, AL7G51340, nbis-gene-1951, AL7G51280	Ag002G119830, Ag002G119330, Ag006G539650, Ag001G005030, Ag001G005040, Ag006G537180, Ag007G634570, Ag003G213010
OG0000422	AL1G20020	Ag004G310220, Ag004G310190
OG0000422	AL1G20030	Ag004G310270
OG0000422	nbis-gene-56	Ag004G310180
OG0000423	AL2G32410	Ag003G238920
OG0000423	AL1G63030	Ag001G003430
OG0000423	AL3G26100	Ag005G467980
OG0000424	AL7G41810, AL7G41820	Ag007G586930, Ag007G586920, Ag007G614300
OG0000425	AL1G61300	Ag001G007200
OG0000425	AL9U10560, AL5G13880, AL5G13890, AL5G13910, AL5G13900, AL5G13870, AL1G53940, AL3G23600	Ag001G007210
OG0000426	AL6G40730	Ag008G703190, Ag004G372010, Ag002G137240
OG0000429	AL6G37110	Ag008G720860
OG0000429	AL6G21860	Ag007G606940
OG0000429	AL7G19450	Ag003G279370
OG0000430	AL3G49230	Ag005G417810
OG0000430	AL7G16340, AL4G10220, AL7G10620	Ag003G296480
OG0000431	AL2G17860	Ag004G368850
OG0000431	AL1G20710	Ag004G311050
OG0000431	AL1G20700	Ag004G311020
OG0000432	AL8G27110	Ag008G683530
OG0000432	AL8G31590, AL8G31580	Ag008G697030, Ag008G697000
OG0000433	AL2G21220	Ag007G610280, Ag007G610270, Ag003G294740, Ag003G294550, Ag003G294730
OG0000435	nbis-gene-139	Ag006G519810
OG0000437	AL1G47970	Ag006G537060, Ag006G539630
OG0000438	AL7G31120	Ag006G552460
OG0000439	AL5G41390	Ag001G090720
OG0000439	AL4G26640	Ag007G591220
OG0000440	AL6G28550	Ag007G625540
OG0000440	AL3G13070	Ag005G487680, Ag005G487710, Ag004G392020
OG0000440	AL3G13080	Ag005G487640
OG0000441	AL3G29280	Ag005G461190
OG0000441	AL3G29240, AL3G29230	Ag005G461260
OG0000441	AL3G29270, AL3G29260	Ag005G461230
OG0000442	AL7G10750	Ag007G606320
OG0000442	AL4G11250, AL4G11240	Ag002G199760, Ag002G199730
OG0000442	AL3G39220	Ag006G516480, Ag002G199750, Ag002G199700, Ag002G199290, Ag006G516470
OG0000443	AL2G31960, AL2G31970	Ag004G401510, Ag004G401520, Ag004G401480, Ag004G401460, Ag004G401470, Ag004G401560
OG0000446	AL8G39430	Ag008G727860
OG0000446	AL1G26290	Ag004G320600
OG0000447	AL3G27410	Ag005G464520
OG0000447	AL8G37480	Ag008G724720
OG0000448	AL8G11320	Ag002G115820, Ag002G120630
OG0000448	AL8G11330	Ag002G120530
OG0000448	AL8G11340, AL8G11310	Ag002G115810, Ag002G120640
OG0000449	AL8G36460	Ag007G656240
OG0000449	AL5G24720, AL8G36450	Ag008G710230
OG0000450	nbis-gene-331	Ag003G223450, Ag002G192110
OG0000450	AL6G37670	Ag005G417180
OG0000450	AL2G20190	Ag002G168230
OG0000452	AL8G20400	Ag003G261540, Ag007G616630, Ag003G261610, Ag003G261710, Ag007G622270, Ag003G262360, Ag003G262070
OG0000453	nbis-gene-13, AL1G59860	Ag006G570450, Ag003G229890
OG0000453	AL8G41530	Ag001G010250
OG0000454	AL8G27200	Ag001G017100, Ag004G393880, Ag004G388930, Ag004G388950, Ag004G389000, Ag004G388990, Ag004G388880, Ag004G388980, Ag004G393870, Ag004G393840, Ag004G393860, Ag008G730520, Ag008G730490, Ag008G683650
OG0000456	AL7G42530, AL9U10270	Ag004G388500, Ag004G388340, Ag004G393490
OG0000456	AL8G22520	Ag006G505030, Ag006G505060, Ag002G184890, Ag002G135830, Ag002G134180
