Orthogroup	Arabidopsis_lyrata_Rawat	Erysimum_linariifolium
OG0000191	nbis-gene-889	El005G274440, El005G274460, El005G274720
OG0000192	AL1G34360	El002G105680
OG0000192	AL6G51590	El001G002000
OG0000192	AL1G34280	El002G105660
OG0000192	AL1G34310	El002G105610
OG0000192	AL1G34330, AL1G34320	El002G105620
OG0000192	AL1G34340	El002G105690
OG0000193	nbis-gene-789	El006G309730
OG0000193	AL3G35160, AL3G35150	El002G132160, El002G132130, El005G259240
OG0000195	AL4G20560	El006G308260
OG0000195	AL5G38180	El006G288320, El001G028150
OG0000195	AL7G46650	El003G186220
OG0000195	AL2G24200	El004G215670
OG0000195	AL5G21780	El001G058810, El001G012120
OG0000196	AL1G42930	El002G115040
OG0000196	AL1G44070	El002G116380
OG0000197	AL7G47660	El003G193160
OG0000197	AL3G52780	El005G275730, El005G275770, El005G276170
OG0000197	AL7G49150, AL7G48800	El003G184300, El002G120020, El003G191670
OG0000197	AL7G49700	El003G190970, El003G190840
OG0000200	AL1G46070	El002G119250
OG0000200	AL1G15890	El004G214290
OG0000200	AL5G29460, AL8G22470	El004G202190
OG0000200	AL7G25460	El003G156950
OG0000200	AL7G52080, AL7G52070	El003G187150, El003G187490, El001G041980, El003G187480, El003G180990
OG0000201	AL3G36210	El005G260640
OG0000202	AL3G30850	El005G254420
OG0000202	nbis-gene-800, AL3G37020	El005G261630
OG0000203	AL3G14720	El005G239330, El005G239300
OG0000203	AL3G14700	El005G239360, El005G239320, El005G239280, El007G349670
OG0000203	AL3G14200	El005G238860
OG0000204	AL5G33670	El002G082910, El002G082880
OG0000204	AL3G35490	El005G259630
OG0000205	AL4G10320	El005G273080
OG0000205	AL3G52290	El005G273070, El006G312030
OG0000205	AL9U10990	El003G178380, El003G178560, El003G178400, El003G178460
OG0000205	AL1G53540	El002G129730, El002G129760, El002G129780, El002G129740, El002G129710
OG0000205	AL9U11000	El002G129530, El002G129560, El002G129650, El002G129890, El002G129930, El002G129520, El002G129550, El002G129510
OG0000207	AL2G39150	El004G232160
OG0000208	AL1G53980, AL1G53990	El002G130530, El002G130520
OG0000208	AL7G11500	El006G317590
OG0000208	AL7G19690	El003G150670
OG0000208	AL7G11510	El003G143000
OG0000208	AL8G26210, AL311U10010	El007G341810
OG0000209	AL2G10720	El004G207330, El004G207320, El004G207280, El004G207300, El004G207310
OG0000209	AL2G10710	El004G194580
OG0000209	AL7G47630	El003G193190
OG0000209	AL8G22950	El007G345850, El007G345610, El007G345740, El007G345570
OG0000210	AL3G42400, AL3G42420	El005G269840, El005G269890
OG0000210	AL3G42410	El005G269850
OG0000210	AL5G13350	El001G038680, El001G038660, El002G139080
OG0000210	AL5G13340, AL7G52550, AL7G52570, AL6G22950	El001G069350
OG0000210	AL4G28810, AL4G28800	El006G298860
OG0000210	AL4G28780	El006G297290, El006G297480, El006G298870
OG0000213	AL3G21810	El005G245790
OG0000213	AL4G12630	El006G319110
OG0000213	AL4G12560, AL4G12620	El006G319120
OG0000213	AL4G12650	El006G319100
OG0000213	AL4G12640, AL4G12670	El006G319080
OG0000214	AL2G28240	El001G033600
OG0000214	AL6G43330	El001G009830
OG0000214	AL6G47610	El006G314950
OG0000215	AL2G13100, AL7G30200	El002G117130
OG0000216	AL7G31490	El003G163460, El003G163490
OG0000217	AL2G17650	El004G203150, El004G202950
OG0000217	AL2G17830	El004G203070
OG0000217	AL2G16980	El004G202120
OG0000218	AL1G26980, AL1G27000	El002G099000
OG0000218	AL1G27010	El002G099030, El002G099010
OG0000218	AL1G27020	El002G099020
OG0000218	AL5G15240	El001G040840, El001G040850
OG0000218	AL5G13150	El001G036390
OG0000219	AL2G25070, AL2G25100	El004G216370
OG0000219	AL835U10030	El007G327350
OG0000219	AL8G28390, AL8G28400	El007G339360
OG0000220	AL2G14230	El004G196230
OG0000220	nbis-gene-390	El008G369090
OG0000220	AL8G31350	El004G208200
OG0000220	AL5G11890	El001G037770
OG0000224	AL2G37740	El004G230600
OG0000224	AL2G37720	El004G230590
OG0000224	AL7G20350	El005G267900
OG0000225	AL1G43260	El002G115540, El002G115490
OG0000225	AL1G43240	El002G115450
OG0000226	AL108U10030	El002G108090
OG0000226	AL5G14060	El001G017980, El001G017970, El007G334490, El007G334480
OG0000226	AL8G40780	El007G337470
OG0000226	AL3G32940, AL3G32930	El005G257020
OG0000226	AL1G52850	El002G110920
OG0000226	AL2G22820	El005G258620, El005G258970, El005G258600
OG0000228	AL2G30310	El004G222540, El004G222580
OG0000228	AL2G30370	El004G222640
OG0000228	AL6G40180	El001G048760
OG0000229	AL7G22490, AL7G22500, AL6G29250, AL6G29230, AL7G22480	El003G153420
OG0000229	AL1G54760, AL1G59580, AL1G61110	El002G136110, El002G136100, El002G136060, El002G136090, El001G062630, El002G136050
OG0000230	AL7G45400	El003G184530
OG0000230	AL2G35840	El004G228600, El004G228560
OG0000231	AL7G51760	El003G188200
OG0000234	AL5G36230	El001G026000
OG0000234	AL5G36220	El001G025990
OG0000234	AL5G36210	El001G025980
OG0000234	AL4G36690	El006G290620
OG0000234	AL6G24190	El001G068080
OG0000235	AL1G53610	El002G130000
OG0000235	AL1G53620	El002G130030
OG0000237	AL1G54290	El005G266480, El003G180350
OG0000238	AL2G18390	El005G261920, El006G319450
OG0000239	AL4G16860	El006G314580, El006G314600
OG0000240	AL5G20810, AL1G65810	El001G011020
OG0000242	AL3G47130	El005G272850
OG0000242	AL1G25950	El002G097950
OG0000242	nbis-gene-83	El002G097970
OG0000242	AL1G25930	El002G097940
OG0000244	AL7G32050	El003G163990
OG0000244	AL6G48290	El001G005180
OG0000244	AL7G32080, AL7G32090	El003G164310
OG0000244	AL7G32060	El003G164000
OG0000244	AL6G48300	El001G005170
OG0000244	AL6G48310	El001G005160
OG0000246	AL3G43160, AL645U10010, AL5G31070, AL8G28570, AL3G41640, AL247U10020, AL5G21170, AL3G43400, AL1007U10010, AL2G11510, AL6G37350, AL6G45940, AL1G47930, AL4G15260, AL4G15250, AL8G41960, AL1G25560	El007G366210
OG0000247	AL7G45500	El002G130240
OG0000248	AL2G18850	El004G205450
OG0000248	AL5G37800	El001G027800
OG0000249	AL4G32990	El001G010190, El001G010200
OG0000249	AL5G34040	El001G023760
OG0000250	AL5G35460	El004G221440, El004G221420, El004G221410, El004G221430
OG0000250	nbis-gene-575	El004G221620, El004G221570
OG0000250	nbis-gene-1694	El003G143450, El003G143430
OG0000251	nbis-gene-1275	El004G205690, El005G236040
OG0000254	AL1G67340	El004G205790, El004G205810, El004G205800, El004G205770
OG0000254	AL3G31320, AL3G41860	El005G255250
OG0000254	AL1G15160	El004G220180, El001G033560, El004G219930
OG0000255	AL5G11870	El002G127510
OG0000256	AL8G21380, nbis-gene-2062	El002G127370, El007G348390, El007G354980, El007G348590, El007G348510
OG0000256	AL3G42840	El007G348440, El007G348630, El007G348410, El007G348460
OG0000256	AL4G38290	El006G289100
OG0000256	AL4G16530, AL4G16510, AL4G16550	El006G315200, El006G315100, El006G315180, El006G315190, El006G315090, El006G315110, El006G315230
OG0000257	AL3G46890, nbis-gene-851, AL6G36930	El004G209770
OG0000257	AL9U10590	El003G178210
OG0000257	nbis-gene-1899	El003G184780
OG0000257	AL3G21820	El003G190500
OG0000258	AL5G15010	El001G040590, El001G040540
OG0000258	AL5G15040	El001G040610
OG0000258	AL5G15050, AL5G15060	El001G040630
OG0000258	AL5G15070	El001G040650
OG0000258	AL8G33230	El007G334450
OG0000258	AL5G15090	El001G040670
OG0000264	AL6G48830	El001G003610
OG0000264	AL6G49330, AL6G48870	El001G004650, El001G004660
OG0000264	AL6G49970, AL6G49560	El001G003620
OG0000264	AL6G49960	El001G003650
OG0000265	AL8G40900, AL5G20730	El005G251540, El003G190960, El006G310460, El002G124910, El003G178950
OG0000266	AL5G20610	El001G005860
OG0000266	AL5G20620	El002G136470, El004G205750
OG0000266	AL5G42930, nbis-gene-1319	El006G284240
OG0000267	AL4G24330, AL4G24610, AL4G24350, AL4G24620, AL4G24340, AL4G24320, AL4G24590, AL4G24560	El006G303900, El006G300950, El006G300970
OG0000268	AL5G11250	El001G037050
OG0000268	AL2G13720	El004G198500
OG0000268	AL6G11010	El001G081300
OG0000268	AL5G35180	El001G024850
OG0000270	AL7G10820, AL3G49100	El005G273730
OG0000271	AL1G63060	El005G245200
OG0000271	AL6G48650	El006G308350
OG0000271	AL7G44880	El001G055480
OG0000271	AL6G48930	El001G004610, El001G004620
OG0000271	AL2G21890	El001G079640
OG0000273	AL1G55350	El002G132430
OG0000274	AL8G36240	El007G331270
OG0000274	AL1G62090	El002G138930
OG0000274	AL5G25120	El005G270610
OG0000274	AL2G16910	El004G201760
OG0000274	AL4G24200	El006G303380, El006G303400
OG0000275	AL3G36100	El005G260440
OG0000275	AL5G18930	El001G046400
OG0000275	nbis-gene-754, AL3G36150, AL3G36140	El005G260470, El005G260460
OG0000275	AL3G36110	El005G260450
OG0000276	AL9U10390	El003G177930
OG0000276	nbis-gene-1569	El001G054260, El001G054290
OG0000276	AL4G25680	El006G301860, El005G266830
OG0000277	AL7G39740	El003G172490
OG0000277	AL7G39750	El003G172510
OG0000277	AL7G39770	El003G172540, El003G172520
OG0000278	AL132U10010	El004G194450, El004G194550, El004G194420
OG0000278	AL7G25500	El006G297740
OG0000279	AL8G20310, AL3G45750, AL3G29500, AL1G60350, AL5G42690, AL3G40660, AL6G28320, AL7G22760, AL6G50810, AL6G47730, AL1G53900	El006G309180
OG0000279	AL4G12490, AL4G12510	El001G046100
OG0000280	AL4G29970	El003G177910
OG0000280	AL5G38160	El002G123550, El006G320040
OG0000281	AL1G57560	El002G134210
OG0000281	AL1G67480, AL1G67450	El004G205670, El004G205700
OG0000281	AL5G14680	El002G136400, El001G040230, El001G039370, El001G040160, El005G265000, El007G357260, El001G040220, El001G048140
OG0000282	AL6G17830	El001G074250
OG0000282	AL6G17850	El001G074230, El001G074220
OG0000282	AL6G17840	El001G074240
OG0000282	AL6G17860	El001G074210
OG0000282	AL6G17870	El001G074200
OG0000284	AL3G16620	El001G010020, El005G240890
OG0000286	AL8G28510, AL8G28520	El007G346400, El007G339230, El007G339190, El007G339150, El007G339210, El007G356280, El007G339800, El007G339290, El007G339310, El007G347210
OG0000287	AL3G34950	El005G258960
OG0000287	AL249U10030	El005G259020
OG0000287	AL249U10050, AL3G34960	El005G258990, El005G259000
OG0000287	AL249U10040	El005G259010
OG0000287	AL3G34970, AL249U10020, AL3G34990	El005G259040
OG0000288	AL1G38150	El005G236820, El005G237970
OG0000288	nbis-gene-1364, nbis-gene-1197	El002G127980
OG0000288	AL3G23410	El006G306940, El007G362290, El007G366050, El007G366090, El007G366070, El007G366110, El007G366120, El007G366080, El007G366040, El007G366150, El001G018900, El001G018820, El007G366140, El007G359310, El004G231130, El004G231090, El004G231100, El004G231180
OG0000288	AL3G21170, AL3G21160, nbis-gene-679, AL3G17610	El005G265170, El005G269820, El005G269800
OG0000290	AL3G31960	El005G255960
OG0000290	AL8G42910	El007G324830
OG0000290	AL7G49930, AL7G50550, AL7G50480	El003G191140, El003G191110
OG0000294	AL3G30460	El005G254320
OG0000294	AL4G33090	El006G293670
OG0000294	AL6G51460	El001G002070
OG0000294	AL1G11840	El002G084190
OG0000295	AL3G27000	El005G250990
OG0000296	AL1G40550, AL6G39940	El002G114740, El002G114830
OG0000296	AL4G36830, AL463U10040	El006G291480
OG0000296	AL6G32810	El007G339110
OG0000297	AL7G14480	El003G145640
OG0000297	AL8G37040	El007G330520
OG0000297	AL3G33140	El005G257220
OG0000298	AL7G18840	El006G320790
OG0000298	AL3G51650	El005G276710
OG0000299	AL5G19170	El001G044780, El001G044800, El001G044870
OG0000299	nbis-gene-617	El004G215990
OG0000299	AL1G64190	El002G141100
OG0000300	AL3G42960, AL3G42950	El005G270380
OG0000300	AL3G43040	El005G270340
OG0000300	AL3G42940, AL3G43030, AL3G42930	El005G270320, El006G312490
OG0000304	AL4G18170	El001G037860, El002G117260
OG0000305	AL7G43260	El003G176400
OG0000308	AL7G42450	El002G101740
OG0000308	AL1G29920	El002G101720
OG0000310	AL8G35710	El007G331450
OG0000310	AL71U10060, AL8G36700, AL8G36790	El005G269120, El005G267120
OG0000311	AL6G27540	El001G064420
OG0000311	AL1G55110	El002G132070
OG0000311	AL3G30980	El005G254740
OG0000311	AL2G23890	El004G215340
OG0000313	AL1G55550, AL1G55520	El002G132590
OG0000314	AL1G14460	El002G086800
OG0000314	AL1G14470	El002G086810
OG0000314	AL4G28660	El006G298930
OG0000316	AL3G14810	El006G313460, El006G313430, El006G288940, El006G288750, El006G313470
OG0000316	AL4G38410, AL4G38350, AL4G38450	El006G289040, El006G288950
OG0000319	AL8G37000, AL1G18210, AL1G18230, AL1G18260	El002G090600, El002G090610, El007G330560
OG0000321	AL7G46410	El003G185760, El003G185810
OG0000322	AL2G38770	El004G231760
OG0000322	AL1G29380	El002G101250
OG0000322	AL4G38060, AL4G38120, AL6G43180	El006G289270
OG0000323	AL7G25020	El003G156430
OG0000323	AL7G25050	El003G156470
OG0000323	AL7G25060	El003G156480
OG0000324	AL59U10070, AL7G49430	El007G351620, El007G350030
OG0000324	AL4G30830	El007G350080
OG0000325	nbis-gene-1635, nbis-gene-811, AL1G51150, AL5G20550, AL5G20870	El004G205680, El005G236050
OG0000325	AL7G44480	El007G348860
OG0000327	AL1G37470	El002G109100, El002G109110
OG0000327	AL5G18190, AL5G18170, AL5G35660, AL5G35670	El001G043800, El001G043810, El001G039020, El001G025360, El001G025350, El001G025370
OG0000328	AL7G41460	El003G174750
OG0000328	AL7G51460, AL7G51480, AL7G51490	El003G188510, El003G188530, El003G188520
OG0000329	AL4G43730	El006G284470, El003G174280
OG0000329	AL5G42900	El006G313370
OG0000330	AL5G41960	El001G031500
OG0000330	AL5G42230	El001G031820
OG0000330	AL5G42220	El001G031680
OG0000331	AL8G19240	El002G122670, El001G044380, El005G250440, El006G293100, El005G264650, El004G209740, El004G210410, El001G037400
OG0000331	AL4G19750	El004G210400
OG0000331	AL5G20520	El005G263690
OG0000332	AL6G31300, AL6G31290	El001G060380
OG0000332	AL1G57580	El002G134240
OG0000334	AL5G34800	El001G024470
OG0000334	AL4G34640	El006G292570
OG0000334	AL6G50670, AL6G50680	El027G373440, El004G212490
OG0000334	AL6G50700	El001G002940
OG0000335	AL1G14750	El002G087130
OG0000335	AL1G54230, AL1G54220	El002G130900
OG0000335	nbis-gene-690	El005G246880
OG0000335	nbis-gene-691	El002G126300
OG0000335	nbis-gene-162	El002G113660
OG0000336	AL2G32700	El004G225060
OG0000336	AL2G32680	El004G225040
OG0000336	AL1G29940	El002G101750
OG0000336	AL2G32630	El004G225030
OG0000338	AL1G67290, AL2G18590	El004G205930, El004G205250
OG0000339	AL1G10760	El002G083160
OG0000339	AL7G30060	El003G161790
OG0000339	AL6G53040	El001G000520
OG0000339	AL4G45180	El006G282150
OG0000339	AL5G43730	El001G033440
OG0000340	AL2G24960, AL4G42300	El006G285360
OG0000340	AL1G53780	El006G285350, El002G130230
OG0000340	AL4G42320	El006G285340
OG0000342	AL7G48670	El003G192910
OG0000344	AL6G37960	El001G051870
OG0000344	AL6G37980	El001G051930
OG0000344	AL8G21140	El007G349080
OG0000345	AL1G24150	El002G096200
OG0000345	AL1G24160	El002G096210
OG0000345	AL1G24130	El002G096170
OG0000346	AL8G28490, AL8G28500	El005G272170
OG0000347	AL3G39810	El005G267560
OG0000349	AL7G15370	El003G146500
OG0000349	AL1G52130	El002G127670, El002G127640
OG0000350	AL1G43550	El002G115710
OG0000351	AL1G48150	El002G121660
OG0000351	AL7G46440	El005G250830
OG0000351	AL3G26860	El002G121570
OG0000352	AL1G29120	El006G309450
OG0000352	AL2G15830, AL2G16300, AL2G16290	El004G201170, El004G201120, El003G185340, El007G358620
OG0000353	AL1G24220	El001G081410
OG0000355	AL7G40680, AL7G40710	El003G173970
OG0000355	AL2G25940, AL2G25930	El004G217540, El004G217530
OG0000356	AL6G40090, AL6G38970, AL6G40080, AL6G38960	El001G050680, El001G050660, El001G050830, El001G050610, El001G050640
OG0000358	AL1G13870	El002G086200, El001G072530
OG0000358	AL390U10020	El007G359240
OG0000358	AL6G19900	El001G072540
OG0000358	AL6G19890	El001G072550
OG0000359	AL1G43770, AL1G43760	El002G115950, El002G115980
OG0000359	AL4G30390	El006G296870
OG0000359	AL4G30400	El006G296860
OG0000360	AL8G44510	El007G323130
OG0000361	AL3G23020	El005G247030, El005G247020
OG0000361	AL6G14010	El001G078160
OG0000362	AL3G52440, AL3G52410	El005G273570
OG0000362	nbis-gene-906	El004G212880
OG0000363	AL2G12490	El002G126200, El002G126220
OG0000368	AL7G13520	El003G144810
OG0000368	AL2G24410, AL2G24540	El004G215830
OG0000368	nbis-gene-1705	El003G144750
OG0000369	AL4G37000	El007G331100, El001G015190
OG0000369	AL5G24760, AL8G36410	El002G090430
OG0000370	AL1G29180	El003G185270, El002G101090, El002G101100
OG0000370	AL7G27840	El001G014550, El003G159300, El003G159280
OG0000371	AL1G39190	El002G111190
OG0000371	AL4G46780	El006G280660
OG0000371	AL1G12810	El002G085130
OG0000372	AL7G25660, AL7G25650, AL7G25640	El003G157160, El003G157170, El003G173780
OG0000376	AL8G21280, AL6G49280	El003G181060, El006G311200, El008G368390, El006G311210, El008G368480, El005G270260, El006G311110, El008G368490, El008G368380, El001G032490, El001G032480
OG0000376	AL7G53050	El001G045790
OG0000377	AL2G15870	El004G200550
OG0000377	AL2G15890	El004G200590
OG0000379	AL8G20780, AL4G19350, AL3G53690, AL1G45680, AL1G45700, AL446U10030	El003G186470, El006G311540
OG0000381	AL1G15310	El001G076620
OG0000381	AL1G16270, AL1G45330	El001G041360
OG0000381	AL6G52880	El006G290220
OG0000382	AL1G11940	El002G084270
OG0000382	AL6G51150	El001G002380
OG0000382	AL1G65940	El004G208350
OG0000382	nbis-gene-54	El002G091920
OG0000383	AL1G42250	El002G114440
OG0000383	AL1G42200	El002G114400
OG0000383	AL1G42220	El002G114430
OG0000384	AL3G28170	El004G213290, El004G213300
OG0000386	AL5G34190	El001G023900
OG0000386	AL5G14950	El001G040470, El001G040480
OG0000386	AL5G34200	El001G023910
OG0000387	AL4G41930	El006G285610
OG0000387	AL4G42130, AL4G42220	El006G281610
OG0000389	AL5G40170	El001G030030
OG0000389	AL1G66560	El004G206640, El004G206700, El004G206670, El004G206820, El004G206780, El004G206750
OG0000389	AL5G40070	El001G029870
OG0000390	AL6G34750	El001G056560
OG0000390	AL8G29440	El007G338360
OG0000390	AL1G33150	El002G104620
OG0000390	AL3G42690	El005G257120
OG0000391	AL1G49180, AL1G35870	El002G107470
OG0000391	AL1G35790	El002G107390
OG0000391	AL1G35830	El002G107420
OG0000392	AL5G30390	El003G176450
OG0000392	nbis-gene-1341	El003G176120, El003G176430
OG0000393	AL3G30320, AL4G15010, AL3G30600	El005G254450, El005G254470, El001G064960, El005G254460
OG0000396	AL5G20500	El001G046620
OG0000396	AL5G17950	El001G043390
OG0000396	AL5G17990	El001G043530
OG0000396	AL5G18000	El001G043520
OG0000398	AL3G25610	El005G249600
OG0000398	AL1G63260	El002G140190
OG0000400	AL4G45790	El006G281540
OG0000401	AL8G26030, AL247U10040	El007G342040, El007G342050
OG0000403	AL2G16410	El004G201290
OG0000403	AL2G16550, AL2G16330, AL2G16320, AL2G16340	El004G200670
OG0000404	AL4G32260	El001G023000, El006G294700
OG0000404	AL3G23060	El005G247060
OG0000406	AL6G27980, AL6G27990, AL6G28000	El001G063970
OG0000406	AL7G53000	El003G186520
OG0000408	AL4G15330	El006G316640
OG0000408	AL4G15400	El006G316550
OG0000408	AL4G15360, AL4G15350	El006G316620, El006G316610
OG0000409	AL1G49360	El005G261050
OG0000409	nbis-gene-145	El003G167680
OG0000411	AL2G13870	El004G198670
OG0000411	AL3G43130	El005G270540
OG0000411	AL6G48090	El001G005390
OG0000411	AL7G31720	El003G163700
OG0000412	AL8G30090	El007G337740
OG0000412	AL7G25590	El003G157090
OG0000413	AL3G25430	El005G249460
OG0000413	AL7G26630	El003G158150
OG0000413	AL8G32300	El007G335400
OG0000414	AL1G39330	El002G110530
OG0000415	AL6G39500	El001G049570, El001G049550, El001G049580, El001G049150
OG0000415	AL4G41100	El006G286470
OG0000416	AL4G26970, AL4G27140	El006G300650, El006G300480
OG0000416	AL1G15520, AL4G15340	El006G316630
OG0000417	AL3G39540, AL3G39570	El005G267220, El005G267230, El007G344240
OG0000417	AL3G39550	El005G267240
OG0000417	AL6G43490	El001G009680
OG0000419	AL8G22290	El001G006000
OG0000419	AL34U10050	El001G048200
OG0000419	AL3G53350	El002G122010, El007G345660, El007G345790, El007G345880
OG0000420	AL4G37990, AL4G38020	El006G289320
OG0000420	nbis-gene-910	El003G191940, El003G191980, El003G184480
OG0000421	AL7G51350, AL7G51330, AL7G51310, AL7G51320, AL7G51340	El003G188860, El003G188830, El003G188770, El003G188820, El003G188810, El003G185740, El003G185800, El003G178490
