Orthogroup	Arabidopsis_lyrata_Rawat	Odontarrhena_muralis
OG0000233	AL3G45630	Om002G075720, Om001G016050
OG0000234	AL5G36230	Om006G252380
OG0000234	AL5G36220	Om006G252400
OG0000234	AL5G36210	Om006G252410
OG0000234	AL4G36690	Om008G332130
OG0000234	AL6G24190	Om004G161230
OG0000235	AL3G46410, AL3G46450, AL3G29470, AL8G22710	Om002G062850, Om002G062830
OG0000235	AL1G53620, AL3G29460	Om002G062820
OG0000237	AL1G54290	Om008G343820, Om007G307970
OG0000240	AL1G56710	Om001G017850
OG0000242	AL3G47120	Om002G081640
OG0000242	AL1G25950	Om005G193910
OG0000242	nbis-gene-83	Om005G194120
OG0000242	AL1G25930	Om005G193920, Om005G193930
OG0000244	AL7G32050	Om001G008070
OG0000244	AL6G48290	Om008G354340
OG0000244	AL6G48330	Om008G354370
OG0000244	AL7G32060	Om001G008060
OG0000244	AL6G48310	Om008G354350, Om003G110630
OG0000248	AL6G47230	Om008G353070
OG0000248	AL2G18850	Om011G365210, Om020G374470
OG0000248	AL5G37800	Om003G119420
OG0000249	AL4G32970	Om008G336610
OG0000249	AL4G32990	Om008G336590, Om008G336600
OG0000249	AL5G34040	Om006G255030
OG0000250	nbis-gene-575	Om005G208240, Om005G208260, Om005G208250
OG0000250	AL2G29280	Om001G040920, Om001G040910
OG0000251	AL6G42410	Om006G266370, Om005G218220
OG0000252	AL6G12280, AL3G47640, AL6G12310, AL1G59710, AL1G59720, AL6G12270, AL6G12290, AL6G12300	Om008G334420, Om008G334430, Om003G122070, Om004G175220
OG0000254	AL4G15410, AL4G21500, AL1G67340, AL3G31320, AL3G41860	Om002G064970
OG0000254	AL6G44930	Om008G330440
OG0000256	AL4G38280	Om008G329770
OG0000256	AL8G21380, nbis-gene-2062, AL3G42840	Om008G331560, Om008G331580, Om008G331570, Om008G331550
OG0000256	AL4G38290	Om008G329670
OG0000256	AL4G16530, AL4G16510, AL4G16550	Om008G329810
OG0000257	nbis-gene-282, AL1G59050, nbis-gene-269	Om001G002940
OG0000257	nbis-gene-1899	Om006G235420
OG0000257	AL3G21820	Om002G053540
OG0000258	AL5G15050, AL5G15060, AL5G15070	Om008G334140
OG0000258	AL5G15100	Om008G327620, Om006G251330
OG0000258	AL5G15090	Om006G272550
OG0000264	AL6G48830	Om008G355250
OG0000264	AL6G49970, AL6G49560	Om004G160560, Om004G160570, Om004G160550
OG0000264	AL6G49960	Om008G355300
OG0000266	AL5G20610, AL5G20620	Om003G128150
OG0000267	AL4G24330, AL4G24610, AL4G24350, AL4G24620, AL4G24340, AL4G24320, AL4G24590, AL4G24560	Om004G134370, Om005G189100, Om002G050140
OG0000268	AL5G11250	Om006G274870
OG0000268	AL2G13720	Om008G334210
OG0000268	AL6G11010	Om004G176390
OG0000268	AL5G35180	Om006G253920
OG0000270	AL7G10820, AL3G49100	Om001G041100
OG0000271	AL7G44880	Om004G174610, Om002G052450
OG0000271	AL6G32160	Om008G334470, Om001G012260, Om008G355390
OG0000274	AL8G36240	Om006G245790
OG0000274	AL4G17310, AL5G25090, AL5G25020, AL1G62090, AL5G25120	Om008G354900
OG0000274	AL4G24200	Om007G282440
OG0000276	AL9U10390	Om008G337850
OG0000276	AL8G15440	Om008G337860
OG0000277	AL7G39730	Om003G101240
OG0000277	AL7G39750	Om003G101280
OG0000278	AL132U10010	Om006G246960, Om006G246900, Om006G241700, Om006G248780, Om006G248700, Om006G248830
OG0000279	AL3G45750, AL3G29500, AL1G60350, AL5G42690, AL3G40660, AL6G28320, AL7G22760, AL6G50810	Om004G168600
OG0000279	AL6G47730, AL1G53900	Om008G348600
OG0000279	AL4G12760, AL7G43800, AL5G22580, AL1G58300, AL9U11340	Om004G152920
OG0000279	AL5G23870, AL9U11700	Om004G168610
OG0000279	AL6G48470	Om003G109450
OG0000280	AL5G38160	Om008G347720, Om008G325710, Om006G246420
OG0000281	AL1G57560	Om003G097620
OG0000281	AL1G67480, AL1G67450	Om003G121390, Om003G121360, Om003G121670
OG0000281	AL5G14680	Om007G317550, Om003G121350, Om003G121370, Om001G006530, Om007G317580, Om007G317540, Om001G006540
OG0000282	AL6G17850	Om004G168700
OG0000282	AL6G17840	Om004G168720
OG0000282	AL6G17860	Om004G168690
OG0000282	AL6G17870	Om004G168680
OG0000284	AL3G16620	Om008G355920, Om008G362090, Om006G261130, Om008G355220, Om008G362100
OG0000285	AL1G49470, AL9U10420	Om009G363400
OG0000286	AL8G28540, AL8G28530, AL8G28470, AL8G28350, AL8G28560	Om001G007790
OG0000287	AL3G34940	Om002G068950
OG0000287	AL249U10040	Om002G069010
OG0000287	AL3G34970, AL249U10020, AL3G34990	Om002G068990, Om002G068980
OG0000288	AL1G38150, nbis-gene-1364, nbis-gene-1197	Om004G133570, Om004G133540, Om004G133530, Om004G133860, Om004G133800, Om004G133790, Om004G133550, Om004G133520, Om004G133810, Om004G133560, Om004G134190, Om002G050850, Om002G050600
OG0000290	AL3G31960	Om002G065710
OG0000290	AL8G42910	Om005G197460, Om006G231890, Om006G251270, Om006G250320
OG0000294	AL3G30460	Om002G064000
OG0000294	AL4G33090	Om008G336510
OG0000294	AL6G51460	Om004G159000
OG0000294	AL1G11840	Om005G179320
OG0000295	AL855U10010	Om008G352500, Om008G352470, Om008G352530, Om008G352440
OG0000296	AL1G56900	Om004G129700, Om006G258460
OG0000297	AL7G14480	Om005G212040, Om001G036360, Om001G036390
OG0000297	AL8G37040	Om006G242900, Om006G244950
OG0000297	AL3G33140	Om002G067110
OG0000298	AL3G51650	Om007G317110
OG0000299	nbis-gene-617, AL122U10010	Om001G011700
OG0000300	AL3G42860	Om001G025280
OG0000300	AL3G42960, AL3G42950	Om001G025290
OG0000300	AL3G43040, AL3G42940, AL3G43030, AL3G42930	Om008G353600
OG0000301	AL1G50970	Om006G257000, Om018G373790, Om003G123180, Om008G342680, Om001G016630, Om008G353760, Om001G019630, Om003G108890
OG0000304	AL4G18170	Om008G357260
OG0000308	AL7G42450	Om007G306690, Om008G350290
OG0000308	AL1G29920	Om005G198900
OG0000310	AL8G35710	Om006G246480, Om006G245880
OG0000310	AL71U10060, AL8G36700, AL8G36790	Om006G245320, Om003G096540
OG0000311	AL6G27540	Om007G298120
OG0000311	AL1G55110	Om003G099520
OG0000311	AL3G30980	Om002G064550
OG0000311	AL2G23890	Om005G213850
OG0000313	AL1G55550	Om003G099080
OG0000314	AL1G14460	Om005G181880
OG0000314	AL1G14470	Om005G181890
OG0000314	AL4G28680	Om005G210380
OG0000315	AL6G36390, AL5G15440	Om001G014100
OG0000316	AL3G14810	Om008G355740, Om008G329420, Om008G329500
OG0000316	AL4G38410, AL4G38350, AL4G38450	Om008G335620
OG0000319	AL8G37000, AL1G18210, AL1G18230, AL1G18260	Om005G185820, Om006G245010
OG0000321	AL7G46030, AL7G46410	Om003G119980
OG0000321	AL7G46130, AL7G38390, AL7G38360, AL7G46040, AL7G46050, AL7G46160, AL7G46150	Om008G337250, Om004G152510, Om004G166140, Om008G337290, Om008G337300, Om008G337280, Om008G337270
OG0000322	AL2G38770	Om004G133260
OG0000322	AL1G29380	Om005G198270
OG0000322	AL4G38060, AL4G38120, AL6G43180, AL1G51540	Om008G333060, Om008G330110, Om008G330430
OG0000323	AL8G29280	Om003G115780
OG0000323	AL7G25050, AL7G25030	Om001G021170
OG0000324	AL8G29350, AL3G45890, AL4G20200, AL3G44720, AL6G42170, AL6G37470, AL9U11160, AL4G17620, AL4G20220, AL5G19210, AL1G53800, AL6G37460, AL4G18080, AL5G20680, nbis-gene-832	Om001G037650, Om006G272040, Om002G069780, Om002G069760, Om001G037660, Om002G069770, Om006G272050, Om007G292940
OG0000324	AL59U10070, AL7G49430, AL4G30830	Om007G305950, Om006G251240, Om008G362470, Om008G360900, Om007G309040, Om002G085120, Om004G135510, Om004G156750, Om004G138360, Om005G207620, Om005G223670, Om006G262380, Om002G083090, Om008G349590, Om003G111220
OG0000325	AL7G46530	Om001G015830, Om006G266400, Om004G145320, Om006G266360
OG0000327	AL5G18190, AL5G18170, AL5G35660, AL5G35670	Om006G253100, Om006G251140, Om006G251150, Om006G253090
OG0000328	AL7G41460	Om003G102580
OG0000330	AL5G42230	Om003G124480, Om003G124500
OG0000330	AL5G42220	Om003G124470, Om003G125640
OG0000332	AL6G31300, AL6G31290	Om006G241400
OG0000332	AL1G57580	Om003G097540
OG0000334	AL5G34800	Om006G254200
OG0000334	AL4G34640	Om008G335090
OG0000335	nbis-gene-690, AL3G40150	Om002G054740
OG0000336	AL1G29940	Om005G198950
OG0000336	AL2G32630	Om004G142080, Om004G142060
OG0000338	AL1G67290, AL2G18590	Om011G365530, Om005G217920
OG0000339	AL1G10760, AL7G30060	Om001G010480
OG0000339	AL4G45180	Om008G321390
OG0000340	AL2G24960, AL4G42300	Om008G325090
OG0000344	AL6G37960, AL6G37980, AL8G21140	Om006G240680
OG0000345	AL1G24160	Om005G196900
OG0000345	AL1G24140	Om005G192140
OG0000347	AL3G39810	Om006G248330, Om006G248350, Om002G055420
OG0000348	AL5G34600, AL1G65210, AL7G42660, AL1G38780, AL6G38420	Om007G315920, Om004G149150
OG0000349	AL7G15370	Om001G035120
OG0000349	AL4G18420, nbis-gene-2066, AL5G14310, AL1G52130	Om001G035100
OG0000351	AL3G26860	Om002G059520
OG0000352	AL1G29120	Om005G197930, Om008G334130
OG0000352	AL2G41010	Om008G360290, Om008G360530, Om008G360690, Om008G360810, Om008G360300, Om008G360820, Om008G360270, Om008G360790, Om008G360500, Om008G360670
OG0000355	AL2G33910, AL2G40610	Om008G338600
OG0000355	AL2G25940, AL2G25930	Om004G138140, Om005G184710
OG0000356	AL6G40090, AL6G38970, AL6G40080, AL6G38960	Om008G361350, Om008G361230, Om007G313440, Om008G361260, Om008G351920, Om008G351970, Om008G354030
OG0000358	AL1G13870	Om005G181310, Om007G277860
OG0000358	AL6G19890	Om007G277850
OG0000359	AL1G43770, AL1G43760, AL4G30390, AL4G30400	Om007G290360, Om007G290370
OG0000360	AL8G44510	Om006G230130
OG0000360	AL8G44500	Om006G230150
OG0000360	AL8G44490	Om006G230180
OG0000361	AL3G23020	Om002G054940
OG0000361	AL6G14010	Om004G172990
OG0000362	AL3G39500, AL1G49160	Om005G182040
OG0000362	AL3G52440, AL3G52410	Om004G136190, Om004G136200, Om004G136230
OG0000362	nbis-gene-906	Om004G136210
OG0000363	AL2G12490	Om002G082440
OG0000363	AL7G46890	Om002G071160
OG0000363	AL2G12480	Om004G151750
OG0000368	AL7G13510	Om001G038080, Om001G038070
OG0000368	AL7G13520	Om001G038000
OG0000368	AL2G24410, AL2G24540	Om001G038090
OG0000368	nbis-gene-1705	Om001G038110
OG0000369	AL5G24760, AL8G36410	Om005G185620
OG0000369	AL7G46930	Om006G245620
OG0000370	AL1G29180	Om005G198190
OG0000371	AL1G39190, AL4G46780	Om008G319770
OG0000372	AL7G25660, AL7G25650, AL7G25640	Om004G135750
OG0000374	AL1G58830, AL1G59360, AL1G52250, AL1G59380	Om003G094990
OG0000376	AL8G21280, AL6G49280	Om002G076420, Om001G027340, Om003G105630, Om007G305060, Om005G217350, Om001G020550, Om004G149310, Om007G299490, Om001G020860, Om003G109040, Om002G081990, Om008G349690, Om002G076410, Om004G155060, Om003G111070, Om009G364280, Om008G341300, Om003G107670, Om008G345730, Om010G364450, Om004G148060, Om008G348950, Om008G330790, Om004G152840, Om007G299930, Om005G219550, Om007G299480, Om006G268980, Om006G266380, Om005G219950, Om008G346660, Om001G015380, Om008G346810, Om003G111330, Om003G105890, Om009G363340, Om005G219560, Om002G077960, Om004G150680, Om001G020540, Om007G306030, Om008G349680, Om004G148540, Om010G364440, Om010G364420, Om008G345350, Om003G107630, Om004G155070, Om002G076430, Om003G109030, Om007G299470, Om003G113430, Om008G341290, Om010G364460, Om003G105380, Om006G262970
OG0000376	AL7G53050	Om008G343640, Om006G264520, Om002G081610, Om004G150450, Om001G018400, Om007G299620, Om013G369720, Om002G081410, Om013G369380, Om006G263130, Om007G312980, Om008G344570, Om004G155090, Om004G146120, Om001G013010, Om005G222820, Om003G110140, Om001G018450, Om002G084580, Om011G365250, Om006G264870, Om003G095860, Om007G309180, Om002G077550, Om002G076520, Om004G150120, Om007G312970, Om001G013000, Om004G155050, Om007G308010, Om005G218460, Om022G375030, Om002G062810, Om002G080270, Om002G081600, Om008G344580, Om003G109020, Om006G267490, Om006G264860, Om008G343400, Om002G079120, Om007G306800, Om006G264390, Om001G018950, Om007G306110, Om001G018110
OG0000377	AL2G15870	Om005G221490, Om005G221480, Om005G221450, Om005G221440
OG0000378	AL7G43380, AL3G37650, AL1G50470	Om003G106910
OG0000382	AL6G51150	Om005G179390
OG0000382	nbis-gene-54	Om005G187240
OG0000383	AL1G42250, AL1G49520	Om007G289040, Om007G289010
OG0000383	AL4G21310	Om007G289000
OG0000386	AL5G34190	Om006G254890, Om006G254870, Om006G254900
OG0000386	AL5G34200	Om006G254880
OG0000387	AL7G36780	Om008G325420
OG0000388	nbis-gene-1582	Om007G313410
OG0000389	AL1G66560, AL5G40070	Om003G121980
OG0000390	AL6G34750	Om006G238000, Om001G007860
OG0000390	AL3G42690	Om002G066980
OG0000390	AL3G30610	Om002G064160, Om004G151070
OG0000391	AL1G49180, AL1G35870	Om005G204840
OG0000391	AL1G35790	Om005G199920
OG0000391	AL1G35860	Om005G204830
OG0000391	AL1G35830	Om005G204810, Om005G204820
OG0000392	AL7G52750	Om004G166970
OG0000396	AL5G20500	Om007G306340, Om009G363510
OG0000396	AL5G17950	Om006G270400
OG0000396	AL5G17990	Om002G084480
OG0000398	AL3G25610	Om002G057970
OG0000398	AL1G63260	Om003G090820, Om003G090840
OG0000400	AL5G17850	Om001G026500
OG0000403	AL2G16360, AL2G16550, AL2G16330, AL2G16320, AL2G16340	Om005G220580
OG0000404	AL4G32260, AL3G23060, AL5G33360, AL6G16080	Om006G255780, Om008G337600, Om004G170670, Om002G054990
OG0000406	AL6G27980, AL6G27990, AL6G28000	Om007G297520
OG0000407	AL6G25720	Om007G300530
OG0000409	AL4G38000, AL4G38030	Om002G081160
OG0000410	AL2G14910, AL2G14860	Om005G222950
OG0000411	AL2G13870	Om005G224040
OG0000411	AL6G48090	Om008G354000
OG0000411	AL7G31720	Om001G008360
OG0000412	AL8G30090	Om003G116310
OG0000412	AL3G34580	Om002G068560
OG0000412	AL1G58860	Om003G096220
OG0000413	AL3G25430	Om002G057770
OG0000413	AL8G32300	Om003G119170
OG0000413	AL1G63380	Om003G090580
OG0000414	AL7G33350	Om001G006250
OG0000415	AL4G41100	Om008G326430
OG0000416	AL4G26970, AL4G27140	Om005G227300, Om004G176330, Om007G280020, Om007G280180
OG0000416	AL1G15520	Om005G182990
OG0000417	AL3G39540, AL3G39570, AL3G39550	Om002G073380
OG0000420	AL4G37990, AL4G38020	Om003G125710
OG0000420	AL7G22800, AL7G22830	Om001G024600, Om001G024620, Om001G024670, Om001G024630, Om001G024610, Om001G032410
OG0000420	AL7G22850	Om001G024590
OG0000421	AL7G51350, AL7G51330, AL7G51310, AL7G51320, AL7G51340, nbis-gene-1951, AL7G51280	Om001G026550, Om001G026540, Om007G294470, Om001G013810
OG0000422	AL1G20020	Om005G187620, Om005G187610
OG0000422	AL1G20030	Om005G187660
OG0000422	nbis-gene-56	Om005G187600, Om005G187590
OG0000423	AL2G32410	Om004G142290
OG0000423	AL1G63030	Om003G091160
OG0000423	AL3G26100	Om002G058490
OG0000424	AL7G41810, AL7G41820	Om006G230630, Om007G292750, Om006G230620
OG0000425	AL1G61300	Om003G093760
OG0000426	AL6G40730	Om004G147980, Om005G215840
OG0000427	AL2G39050	Om007G317740
OG0000427	AL5G19040, nbis-gene-1075, AL2G39040	Om004G132940
OG0000429	AL6G37110	Om006G240130
OG0000429	AL6G21860	Om004G164170
OG0000429	AL7G19450	Om001G029270
OG0000430	AL3G49230	Om002G082610, Om002G066320
OG0000430	AL7G16340, AL4G10220, AL7G10620	Om001G041290
OG0000431	AL2G17860	Om005G219170
OG0000431	AL1G20710	Om005G188470
OG0000431	AL1G20700	Om005G188450
OG0000432	AL8G27110	Om003G113900
OG0000432	AL8G31590, AL8G31580	Om003G118170, Om005G204990
OG0000435	nbis-gene-139	Om004G163840
OG0000437	AL1G47970	Om001G012410
OG0000439	AL1G15970, AL1G15980	Om005G183450
OG0000439	AL5G41390	Om003G123740
OG0000439	AL4G26640	Om007G280530
OG0000440	AL6G28550	Om007G297020
OG0000440	AL3G13080	Om006G261750, Om006G261700
OG0000441	AL3G29280	Om002G062560, Om002G062550
OG0000441	AL3G29240, AL3G29230	Om002G062430
OG0000441	AL3G29250	Om002G062440
OG0000441	AL3G29270, AL3G29260	Om002G062460
OG0000442	AL7G10750	Om001G041180
OG0000442	AL4G11250, AL4G11240	Om008G323220
OG0000443	AL2G31960, AL2G31970	Om003G118670, Om004G142810, Om004G142760
OG0000445	AL9U11350	Om003G112420
OG0000446	AL8G39430	Om006G235370
OG0000446	AL5G11960	Om006G274450
OG0000446	AL1G26290	Om005G194520
OG0000447	AL3G27410	Om002G060230
OG0000448	AL8G11320	Om008G361730
OG0000448	AL8G11330	Om008G361700
OG0000448	AL8G11340, AL8G11310	Om008G361720
OG0000449	AL8G36460	Om006G245560
OG0000449	AL5G24720	Om006G267270
OG0000449	AL8G36450	Om006G245570
OG0000450	AL1G63190	Om006G231930
OG0000450	AL2G20190	Om003G111450, Om002G044350, Om003G095390
OG0000452	AL8G20400	Om001G025830, Om001G025870, Om004G163540, Om001G025930, Om001G025860, Om001G025910
OG0000453	AL1G59860	Om003G095410, Om007G317460
OG0000454	AL8G27200	Om003G113950, Om003G113940, Om003G113960
OG0000456	AL7G44040, AL8G22510	Om004G170070, Om003G123150
OG0000456	AL7G42530, AL9U10270	Om001G027150
OG0000456	AL8G22520	Om003G123130, Om004G170050, Om008G350270, Om004G170060, Om008G330680
OG0000460	AL7G31600	Om001G008580
OG0000460	AL1G52840	Om005G220920
OG0000461	AL1G10020	Om005G177550
OG0000461	AL1G10010	Om005G177540
OG0000463	AL5G25590, AL5G25550, AL5G25630	Om001G005850
OG0000465	AL3G43600	Om004G158510
OG0000466	AL6G13690, AL6G12720, AL9U10960	Om004G174390
OG0000466	AL2G28010	Om005G209820
OG0000468	AL5G35780	Om006G252980
OG0000468	AL4G28330	Om007G278880
OG0000468	AL4G36250	Om008G332830
OG0000471	AL1G42800	Om007G289290
OG0000472	AL7G49750	Om007G316650, Om007G316670
OG0000472	AL7G49760	Om007G316690, Om003G102350, Om007G316680, Om007G316660
OG0000473	AL7G49510	Om007G316920
OG0000474	AL5G28440, AL7G21330, AL4G14210	Om006G261160, Om006G238310
OG0000475	AL2G12320, AL2G12300	Om005G227990
OG0000476	AL8G36990	Om004G165260, Om004G165270
OG0000477	AL8G34610	Om004G169410, Om002G083900, Om006G247780, Om008G334030
OG0000478	AL3G47620	Om002G083030
OG0000478	AL3G49550	Om002G082030, Om002G082020, Om002G083000, Om002G083010
OG0000481	AL2G14390	Om005G223420, Om002G062340
OG0000482	AL7G52170, AL7G52150, AL7G52160	Om005G212960, Om005G212950
OG0000483	AL8G30960	Om003G117450
OG0000484	AL7G14900	Om001G035850
OG0000486	AL5G43460	Om003G126660, Om003G126620
OG0000487	AL3G14390, AL1G14130, AL4G29020	Om007G278330
OG0000488	AL5G32970, AL5G32950, AL5G32890	Om006G246280, Om008G324620, Om006G256140, Om004G176270
OG0000488	AL5G33030	Om006G256090, Om006G256070, Om006G256080
OG0000489	AL3G16350, AL3G16370, AL3G16360	Om002G047940, Om002G047950, Om002G047930, Om002G047960
OG0000490	AL1G11560, AL1G11570	Om005G178960
OG0000491	AL8G10030	Om004G137480, Om005G213920, Om001G003620, Om001G003610
OG0000491	AL6G33720	Om003G104850
OG0000492	AL4G20070	Om003G118980
OG0000495	AL4G16330	Om006G264600
OG0000495	AL7G22530, AL4G13490	Om006G264590, Om006G264500
OG0000498	AL8G28110	Om003G114860
OG0000498	AL7G24740	Om008G361860
OG0000499	AL7G36030	Om001G002040, Om002G075590
OG0000499	AL2G38750, AL60U10060	Om004G133290
OG0000499	AL3G26790	Om002G059420
OG0000499	AL3G26800	Om003G092390
OG0000500	AL8G14270, AL8G14220	Om008G357470
OG0000501	AL1G49900	Om007G291470
OG0000501	nbis-gene-1314, AL5G25330	Om001G008590
OG0000504	AL3G20680	Om001G012750, Om002G052110, Om008G332030
OG0000505	AL6G36840, AL6G36790, AL6G36770	Om006G239820, Om006G239880
OG0000506	AL3G46310, AL2G24380, AL6G16140, AL2G31500, AL106U10010	Om005G205820
OG0000507	AL6G19840, AL2G10320	Om005G228600
OG0000507	AL2G10340	Om005G228590, Om008G341610
OG0000508	AL4G37620	Om008G325940, Om008G340090, Om008G325910, Om008G325930
OG0000508	nbis-gene-1128, AL4G36610	Om008G332530
OG0000509	AL7G38310, AL7G38320, AL7G38340	Om003G103700
OG0000510	AL2G16170	Om005G220900
OG0000511	AL7G40540	Om003G101890
OG0000511	AL2G13380	Om005G224850
OG0000513	AL5G34560	Om008G335560
OG0000513	AL5G24770	Om006G267240
OG0000513	AL8G36390	Om006G245660
OG0000514	AL3G34080	Om002G068070
OG0000515	AL1G64420, AL1G64410	Om003G089490
OG0000516	AL7G23050	Om002G081900
OG0000520	AL5G43340	Om008G321740
OG0000521	AL6G41520	Om008G344260
OG0000521	AL2G38650	Om005G204880
OG0000522	AL1G47260, AL1G47270	Om001G011810
OG0000522	AL6G44560	Om008G348020
OG0000522	AL6G44600	Om008G348080, Om008G348070
OG0000523	AL4G45900	Om008G320780, Om008G320790
OG0000523	AL5G44260	Om003G127080
OG0000523	AL5G44250	Om003G127050
OG0000524	AL3G19190, AL8G20800	Om002G050630
OG0000525	AL2G38970	Om004G133010
OG0000525	AL3G27100	Om002G059840
OG0000525	AL1G62050	Om003G092800
OG0000526	AL5G27060	Om006G263940
OG0000526	AL5G27010	Om006G263950
OG0000529	AL6G33540	Om006G243980
OG0000529	AL6G33560	Om006G244040, Om006G244010
OG0000532	AL3G20980	Om002G052610
OG0000532	AL34U10120	Om001G040120
OG0000532	AL8G15990	Om001G034110, Om003G115390
OG0000533	AL4G10780	Om004G155930
OG0000534	AL2G13690, AL3G48150, AL2G14040, AL2G14030, AL2G13700	Om005G224370
OG0000535	AL2G15360	Om005G222110
OG0000535	AL5G11370	Om006G274720
OG0000535	AL5G11360, AL5G11380	Om008G333800
OG0000537	AL6G49630	Om007G302270
OG0000538	AL4G42410	Om008G324960
OG0000538	AL4G42400	Om008G324980
OG0000539	AL8G45700	Om006G228950
OG0000540	AL4G24180	Om007G282450
OG0000540	AL4G24060	Om007G282480, Om007G282490
OG0000541	AL4G23930	Om007G282620
OG0000542	AL1G55560	Om003G099070
OG0000542	AL3G11930	Om002G043870
OG0000543	nbis-gene-965, nbis-gene-977, AL4G18590, AL4G14960, AL8G17380, AL4G14950	Om001G016240, Om001G004280, Om001G013170
OG0000544	AL1G15030	Om005G182550, Om005G182520
OG0000544	AL1G15020, AL1G15010	Om005G182540
OG0000545	AL2G34940	Om004G138860, Om004G138840, Om004G138850
OG0000545	AL2G34930	Om004G138820, Om004G138830
OG0000546	AL3G49930, AL3G49920, AL3G49890	Om002G083470
OG0000550	AL4G32270, AL5G33370, AL1G62640	Om006G255770
OG0000551	AL8G42200	Om006G232640
OG0000551	AL7G11340	Om001G040480
OG0000551	AL6G20280	Om004G166290
OG0000552	AL4G46650, AL1G37200	Om008G319960
OG0000552	AL5G45000	Om003G127880
OG0000553	AL1G48400	Om001G012580
OG0000553	AL1G48390, AL1G48360	Om001G012520
OG0000554	AL2G14670	Om001G002110, Om005G222990
OG0000555	AL6G47080, AL6G47060, AL1G66390, AL6G47070	Om008G352870, Om008G352880, Om001G004330
OG0000556	AL3G18350	Om002G049820
OG0000556	AL3G40600	Om002G074570
OG0000557	AL5G42490	Om003G124890, Om003G124880
OG0000557	AL4G43870, AL364U10030	Om008G322980
