Orthogroup	Arabidopsis_lyrata_Rawat	Euclidium_syriacum
OG0000131	AL1G57250	ESY10_g13678_DN3_SP0_c0.t1, ESY1_g8939_DN3_SP0_c0.t1, ESY7_g17909_DN3_SP0_c0.t1
OG0000132	AL1G35450, nbis-gene-1953	ESY17_g39177_DN3_SP0_c0.t1, ESY2_g38543_DN3_SP0_c0.t1, ESY13_g57384_DN2_SP0_c0.t1, ESY9_g43004_DN2_SP0_c0.t1
OG0000132	AL1G39460	ESY1_g6907_DN3_SP0_c10.t1
OG0000132	AL8G11070	ESY1_g9094_DN2_SP0_c18.t1
OG0000132	AL614U10020	ESY17_g40097_DN3_SP0_c0.t1, ESY17_g39178_DN3_SP0_c0.t1, ESY21_g55783_DN3_SP0_c0.t1, ESY11_g52731_DN3_SP0_c0.t1, ESY3_g28062_DN3_SP0_c0.t1
OG0000132	AL6G43140	ESY8_g59869_DN2_SP0_c0.t1, ESY6_g46511_DN2_SP0_c13.t1
OG0000133	AL8G19570, AL25U10030	ESY9_g44960_DN3_SP0_c0.t1, ESY3_g27428_DN3_SP0_c0.t1, ESY1_g10377_DN3_SP0_c0.t1, ESY5_g2337_DN3_SP0_c0.t1
OG0000136	AL2G24590, AL2G24600, AL2G24580	ESY2_g35232_DN2_SP0_c0.t1
OG0000136	nbis-gene-1913, AL7G53060	ESY10_g14582_DN1_SP0_c0.t1
OG0000136	AL7G47450	ESY8_g59458_DN3_SP0_c0.t1
OG0000138	AL8G37810	ESY2_g35116_DN3_SP0_c0.t1
OG0000138	AL5G19740	ESY2_g35114_DN2_SP0_c0.t1
OG0000138	AL5G19700, AL5G19780	ESY2_g35115_DN3_SP0_c0.t1
OG0000140	AL5G25860, AL5G25850, AL8G35600, AL48U10040, AL8G35560, nbis-gene-2177, nbis-gene-2176, AL8G34670, AL8G26340, nbis-gene-2178, nbis-gene-2175, nbis-gene-2181, AL48U10010, nbis-gene-2180	ESY1_g8242_DN3_SP0_c10.t1
OG0000142	AL4G23870, AL4G23880, AL4G23840, AL4G23900, AL4G23890, AL4G23860, AL4G25560	ESY18_g63267_DN3_SP0_c0.t1
OG0000144	AL9U10360	ESY2_g38412_DN3_SP0_c73.t1
OG0000144	AL2G23260	ESY13_g57735_DN2_SP0_c0.t1, ESY16_g62422_DN1_SP0_c0.t1, ESY43_g13372_DN2_SP0_c91.t1, ESY6_g46861_DN2_SP0_c63.t1, ESY16_g62423_DN1_SP0_c0.t1
OG0000146	AL8G30910	ESY1_g10587_DN2_SP0_c0.t1
OG0000147	AL3G52950	ESY11_g54431_DN3_SP8_c0.t1
OG0000147	AL7G22000	ESY4_g24538_DN3_SP0_c0.t1
OG0000147	AL8G33330	ESY6_g48428_DN3_SP8_c0.t1
OG0000147	AL2G40780	ESY2_g36615_DN3_SP8_c6.t1
OG0000147	AL5G20850	ESY19_g42179_DN3_SP8_c0.t1
OG0000147	AL4G15040	ESY8_g59421_DN3_SP7_c0.t1
OG0000149	AL5G25250	ESY2_g37243_DN3_SP0_c7.t1
OG0000149	AL8G36180	ESY6_g48779_DN3_SP0_c27.t1
OG0000150	AL5G24170	ESY1_g9438_DN3_SP0_c57.t1, ESY4_g24785_DN3_SP0_c0.t1
OG0000151	AL8G28000	ESY6_g47353_DN3_SP8_c0.t1
OG0000151	AL7G24680	ESY4_g23864_DN3_SP6_c0.t1
OG0000151	AL3G19690	ESY3_g30785_DN3_SP8_c0.t1, ESY3_g30787_DN3_SP0_c0.t1
OG0000151	AL3G49460	ESY11_g53876_DN3_SP8_c0.t1
OG0000151	AL8G31780	ESY6_g48165_DN3_SP8_c0.t1
OG0000151	AL7G47650	ESY8_g60049_DN3_SP6_c0.t1
OG0000155	AL7G25530	ESY16_g62270_DN3_SP0_c0.t1
OG0000155	AL3G23610, AL6G48380, AL6G37570, AL4G46600	ESY9_g43517_DN2_SP0_c81.t1
OG0000156	AL4G44750, AL5G43250, AL4G44740, AL4G44730	ESY7_g16345_DN2_SP0_c0.t1
OG0000157	AL3G14210	ESY3_g32353_DN1_SP0_c0.t1
OG0000157	nbis-gene-652, AL685U10010	ESY5_g3656_DN2_SP0_c0.t1, ESY2_g34375_DN2_SP0_c0.t1, ESY5_g4943_DN1_SP0_c0.t1, ESY5_g4942_DN3_SP0_c0.t1
OG0000157	AL2G23540, AL2G23590, AL2G23600, AL6G44790	ESY3_g32358_DN3_SP0_c0.t1
OG0000157	AL4G35640	ESY3_g32354_DN2_SP0_c0.t1
OG0000158	AL2G28170	ESY4_g26040_DN3_SP0_c0.t1, ESY7_g18054_DN3_SP0_c0.t1, ESY12_g51000_DN3_SP0_c0.t1, ESY4_g26330_DN1_SP0_c0.t1
OG0000158	nbis-gene-1710	ESY6_g49100_DN2_SP0_c0.t1, ESY4_g26327_DN1_SP0_c0.t1
OG0000158	AL7G14590, AL7G11730	ESY8_g59062_DN2_SP0_c0.t1
OG0000158	AL4G29520	ESY5_g5400_DN3_SP0_c0.t1, ESY16_g62031_DN2_SP0_c0.t1, ESY6_g49099_DN3_SP0_c0.t1
OG0000161	AL8G38700, AL8G38710, AL1G60690, AL8G25830, AL4G22760, AL4G22720	ESY6_g49428_DN3_SP0_c0.t1
OG0000161	AL2G20130	ESY2_g34369_DN3_SP0_c0.t1
OG0000161	nbis-gene-452	ESY2_g34340_DN2_SP0_c0.t1
OG0000162	AL2G25640	ESY2_g33577_DN3_SP0_c0.t1
OG0000162	AL2G23580	ESY6_g48926_DN3_SP0_c0.t1
OG0000164	AL7G11950, AL8G23520, AL2G17690, AL2G17720, nbis-gene-421, AL6G40440, AL6G40430, AL6G40420, AL7G11960	ESY4_g24479_DN2_SP0_c49.t1
OG0000165	AL481U10020	ESY7_g16424_DN1_SP0_c0.t1, ESY7_g18223_DN2_SP0_c0.t1, ESY6_g48389_DN1_SP0_c0.t1, ESY2_g34658_DN1_SP0_c7.t1
OG0000166	AL2G32690	ESY4_g26280_DN2_SP0_c0.t1
OG0000167	AL7G34470	ESY9_g43020_DN3_SP0_c14.t1
OG0000167	AL7G34530	ESY9_g43010_DN3_SP0_c0.t1
OG0000168	AL2G17030, AL4G12920, AL4G12860, AL3G46190, AL8G18370, AL668U10010, AL2G31940, AL481U10010	ESY6_g48209_DN3_SP0_c0.t1
OG0000172	AL5G44820	ESY11_g54288_DN3_SP0_c0.t1
OG0000172	AL5G45240	ESY3_g32116_DN2_SP0_c0.t1
OG0000174	AL8G20180, AL4G17770	ESY7_g17506_DN1_SP0_c0.t1
OG0000174	AL6G41080, AL2G20320, AL7G33750, AL2G20330, AL6G41170, AL3G54100, AL3G45590	ESY6_g47659_DN3_SP0_c30.t1
OG0000175	AL1G32900	ESY5_g3986_DN3_SP8_c0.t1
OG0000175	AL7G16200	ESY4_g25500_DN3_SP8_c0.t1, ESY11_g53875_DN3_SP4_c0.t1
OG0000175	AL7G15090	ESY4_g26116_DN3_SP8_c10.t1
OG0000176	AL1G44860	ESY9_g42903_DN1_SP0_c0.t1, ESY3_g31914_DN1_SP0_c0.t1
OG0000176	AL1G49450, AL1G48130	ESY16_g62073_DN3_SP0_c0.t1
OG0000178	AL3G52960, AL4G22400, AL2G18800, AL5G13930, AL8G19930, AL1G50370, AL4G18980, AL2G18720, AL2G30330, AL1G50770, AL3G46620	ESY4_g23863_DN2_SP0_c100.t1
OG0000180	AL3G38360	ESY4_g26861_DN3_SP0_c0.t1
OG0000180	AL1G10300, nbis-gene-18	ESY6_g49560_DN2_SP0_c0.t1
OG0000183	AL4G13920	ESY6_g48062_DN1_SP0_c0.t1
OG0000183	AL5G32880, AL6G28130	ESY7_g17328_DN3_SP0_c0.t1
OG0000185	AL6G10840, AL8G35610, AL2G32620, AL1G29430, AL5G19190, AL1G46910	ESY10_g15894_DN2_SP0_c0.t1
OG0000187	nbis-gene-1736	ESY4_g24964_DN3_SP0_c0.t1
OG0000189	AL7G12140	ESY4_g25629_DN2_SP0_c19.t1
OG0000189	AL7G13810, AL3G40190	ESY3_g31617_DN3_SP0_c0.t1
OG0000191	AL3G29510	ESY7_g17124_DN1_SP0_c0.t1
OG0000191	nbis-gene-1106	ESY2_g34801_DN2_SP0_c0.t1
OG0000191	nbis-gene-889, AL3G29400, AL3G29410, nbis-gene-913, AL3G28990, AL3G28960, AL3G28980	ESY3_g29940_DN3_SP0_c0.t1, ESY3_g29943_DN3_SP0_c0.t1
OG0000192	AL1G34360	ESY1_g11445_DN3_SP0_c0.t1
OG0000192	AL1G34280	ESY8_g59786_DN2_SP0_c0.t1
OG0000193	AL3G41660, AL3G41620, nbis-gene-792, AL3G41610, nbis-gene-789, nbis-gene-744, AL3G35120, AL3G35160, AL3G35150, AL3G35070, AL5G24180, nbis-gene-1622	ESY2_g33553_DN2_SP0_c0.t1
OG0000195	AL5G38180	ESY12_g51047_DN3_SP8_c0.t1
OG0000195	AL7G46650, AL2G24200	ESY2_g35240_DN3_SP8_c46.t1
OG0000195	AL5G21780	ESY8_g59101_DN3_SP5_c0.t1, ESY1_g7203_DN3_SP0_c0.t1
OG0000196	AL1G44080, AL1G44060	ESY7_g17038_DN2_SP0_c0.t1, ESY7_g17890_DN2_SP0_c0.t1
OG0000196	AL1G44070	ESY7_g17041_DN3_SP0_c0.t1
OG0000197	AL7G43790, AL7G49120, AL7G49130, AL7G46120	ESY5_g4909_DN2_SP0_c59.t1
OG0000200	AL1G15890	ESY5_g4739_DN2_SP0_c0.t1
OG0000200	AL5G29460, AL8G22470	ESY11_g52422_DN2_SP0_c0.t1, ESY5_g4830_DN3_SP0_c0.t1, ESY5_g4829_DN3_SP0_c0.t1, ESY5_g2141_DN2_SP0_c0.t1, ESY5_g4744_DN3_SP0_c0.t1, ESY5_g2142_DN2_SP0_c0.t1, ESY5_g4743_DN3_SP0_c0.t1, ESY3_g30089_DN2_SP0_c0.t1, ESY11_g54658_DN3_SP0_c0.t1, ESY12_g51573_DN3_SP0_c0.t1, ESY8_g58357_DN2_SP0_c44.t1
OG0000201	AL3G36210, AL3G36200	ESY11_g54784_DN2_SP0_c100.t1, ESY11_g54783_DN3_SP0_c100.t1
OG0000203	AL7G22270	ESY7_g19296_DN2_SP0_c0.t1, ESY3_g31966_DN3_SP0_c1.t1
OG0000203	AL3G14720, AL3G14710, AL3G14700, nbis-gene-688, AL3G14200, AL6G22600, AL6G22480, AL6G22490	ESY3_g31967_DN2_SP0_c0.t1, ESY3_g31964_DN2_SP0_c0.t1
OG0000204	AL5G33670	ESY1_g12368_DN3_SP0_c0.t1, ESY1_g12367_DN3_SP0_c0.t1
OG0000204	AL3G35490	ESY4_g24696_DN2_SP0_c0.t1
OG0000205	AL4G10320	ESY12_g51764_DN2_SP0_c0.t1
OG0000205	AL4G13020	ESY12_g51769_DN2_SP0_c0.t1
OG0000205	AL9U11000	ESY12_g51768_DN3_SP0_c0.t1
OG0000206	AL4G20410	ESY5_g2296_DN2_SP0_c32.t1
OG0000207	AL2G28790	ESY2_g36146_DN3_SP0_c12.t1
OG0000207	AL2G39150, AL4G20460	ESY2_g36116_DN3_SP0_c10.t1, ESY10_g15866_DN3_SP0_c0.t1, ESY7_g18882_DN2_SP0_c0.t1
OG0000207	AL2G39120	ESY2_g35546_DN3_SP0_c9.t1
OG0000208	AL1G53980, AL1G53990	ESY4_g26309_DN3_SP0_c0.t1, ESY4_g26755_DN3_SP0_c0.t1
OG0000208	AL7G11500, AL7G19690	ESY12_g51407_DN3_SP0_c0.t1
OG0000208	AL7G11510	ESY1_g8953_DN3_SP0_c0.t1
OG0000209	AL2G10700	ESY2_g33314_DN2_SP0_c91.t1
OG0000210	AL4G28810, AL4G28800	ESY20_g12800_DN3_SP0_c0.t1
OG0000210	nbis-gene-1071	ESY20_g12795_DN3_SP0_c0.t1
OG0000210	AL4G28780, AL8G17590	ESY20_g12799_DN3_SP0_c0.t1
OG0000213	AL2G33070	ESY2_g35919_DN3_SP0_c12.t1
OG0000213	AL3G21810	ESY3_g31092_DN3_SP0_c0.t1, ESY3_g31094_DN3_SP0_c32.t1, ESY3_g31090_DN3_SP0_c3.t1
OG0000214	AL2G28240	ESY1_g12318_DN1_SP0_c13.t1
OG0000214	AL6G47610	ESY17_g40199_DN1_SP0_c62.t1
OG0000215	AL5G34210, AL4G15000, AL2G13100, AL7G30200, AL3G49600	ESY6_g47580_DN2_SP0_c0.t1
OG0000216	AL7G31490	ESY6_g50684_DN3_SP0_c0.t1
OG0000216	nbis-gene-292, AL7G31500, AL7G30780, AL7G31520	ESY1_g12400_DN3_SP0_c0.t1
OG0000217	AL2G17650, AL2G17830, AL2G17810	ESY2_g34089_DN3_SP0_c0.t1
OG0000217	AL2G16980	ESY16_g61889_DN3_SP0_c12.t1, ESY2_g34066_DN3_SP0_c38.t1, ESY2_g34050_DN2_SP0_c7.t1
OG0000218	AL5G15240	ESY7_g18208_DN3_SP0_c0.t1, ESY7_g18205_DN3_SP0_c0.t1
OG0000218	AL5G10550, AL5G13150, AL5G10520	ESY10_g14610_DN3_SP8_c0.t1
OG0000219	AL2G25070, AL2G25100	ESY3_g31957_DN3_SP0_c0.t1
OG0000219	nbis-gene-1615	ESY10_g14879_DN3_SP0_c0.t1
OG0000219	nbis-gene-1037, nbis-gene-362	ESY4_g25332_DN3_SP0_c0.t1
OG0000219	AL835U10030	ESY6_g49711_DN1_SP0_c0.t1
OG0000220	AL6G11580	ESY7_g19507_DN2_SP0_c13.t1, ESY7_g19498_DN1_SP0_c8.t1
OG0000221	AL429U10020, AL7G52630, AL3G46320, AL299U10020	ESY4_g25962_DN1_SP0_c27.t1, ESY15_g65094_DN1_SP0_c0.t1, ESY3_g29249_DN1_SP0_c0.t1
OG0000224	AL2G37740, AL2G37720	ESY2_g34607_DN3_SP0_c0.t1, ESY2_g34606_DN3_SP0_c0.t1
OG0000224	AL7G20350	ESY4_g24972_DN3_SP0_c33.t1, ESY4_g24982_DN3_SP0_c27.t1
OG0000225	AL1G43260, AL1G43240, AL1G43270, nbis-gene-176	ESY3_g29916_DN2_SP0_c0.t1, ESY3_g29914_DN2_SP0_c0.t1
OG0000226	AL108U10030	ESY12_g51008_DN3_SP0_c0.t1
OG0000226	AL5G14060	ESY3_g29317_DN3_SP0_c0.t1
OG0000226	AL1G52850	ESY2_g36973_DN1_SP0_c0.t1
OG0000226	AL2G22820	ESY7_g16549_DN3_SP0_c0.t1
OG0000228	AL6G40330, AL6G40180	ESY11_g54171_DN1_SP0_c9.t1, ESY2_g38077_DN3_SP0_c0.t1
OG0000228	AL2G30290, AL173U10020	ESY2_g35612_DN2_SP0_c0.t1
OG0000229	AL7G22490, AL7G22500, AL6G29250, AL6G29230, AL7G22480	ESY1_g12012_DN3_SP0_c0.t1
OG0000229	AL1G54760, AL1G59580, AL1G61110	ESY1_g12014_DN3_SP0_c0.t1, ESY1_g12013_DN3_SP0_c0.t1
OG0000231	AL7G51760	ESY14_g21093_DN2_SP0_c0.t1, ESY8_g60999_DN3_SP0_c0.t1, ESY3_g29895_DN3_SP0_c0.t1, ESY8_g61000_DN3_SP0_c0.t1
OG0000231	AL2G26510, AL7G43870, AL2G25780, AL2G25790	ESY10_g14245_DN3_SP0_c0.t1
OG0000234	AL5G36250, AL5G36230, AL5G36220, AL5G36210, AL4G36690, AL6G24190	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1
OG0000235	AL1G53620, AL3G29460	ESY10_g14792_DN3_SP0_c0.t1
OG0000236	AL2G23070	ESY3_g28939_DN3_SP0_c0.t1
OG0000236	nbis-gene-989	ESY2_g33344_DN3_SP0_c0.t1, ESY16_g62081_DN2_SP0_c0.t1
OG0000238	AL2G18390	ESY10_g14248_DN3_SP0_c0.t1, ESY1_g8431_DN2_SP0_c0.t1, ESY14_g20101_DN2_SP0_c4.t1, ESY24_g32850_DN1_SP0_c0.t1, ESY9_g44067_DN2_SP0_c0.t1, ESY21_g55792_DN2_SP0_c0.t1, ESY1_g5723_DN1_SP0_c0.t1, ESY10_g14249_DN1_SP0_c0.t1, ESY15_g65267_DN3_SP0_c0.t1, ESY15_g65318_DN2_SP0_c0.t1, ESY17_g39316_DN3_SP0_c76.t1, ESY8_g60522_DN1_SP0_c100.t1, ESY6_g47063_DN3_SP0_c100.t1, ESY8_g60512_DN2_SP0_c69.t1
OG0000240	AL1G56710	ESY5_g764_DN1_SP0_c0.t1, ESY1_g7176_DN1_SP0_c0.t1
OG0000240	AL4G17660, AL4G17920, AL4G17900	ESY18_g63659_DN3_SP0_c28.t1, ESY1_g5643_DN2_SP0_c0.t1, ESY11_g53264_DN1_SP0_c0.t1
OG0000242	AL3G47120	ESY33_g12623_DN3_SP0_c0.t1
OG0000242	AL3G47130	ESY4_g25388_DN3_SP0_c0.t1
OG0000242	AL1G25950	ESY5_g2745_DN3_SP0_c0.t1
OG0000242	nbis-gene-83	ESY5_g2748_DN3_SP0_c0.t1
OG0000242	AL1G25930	ESY5_g2744_DN3_SP0_c0.t1
OG0000244	AL7G32050	ESY9_g43553_DN3_SP0_c0.t1
OG0000244	AL6G48290	ESY7_g16354_DN3_SP5_c0.t1
OG0000244	AL6G48330	ESY7_g16356_DN3_SP0_c0.t1
OG0000244	AL7G32060	ESY9_g43563_DN3_SP0_c0.t1, ESY9_g43568_DN3_SP0_c0.t1
OG0000244	AL6G48300, AL6G48310	ESY7_g16355_DN3_SP3_c0.t1
OG0000246	AL3G43160, AL645U10010, AL5G31070, AL8G28570, AL3G41640, AL247U10020, AL5G21170, AL3G43400, AL1007U10010, AL2G11510, AL6G37350, AL6G45940, AL1G47930, AL4G15260, AL4G15250, AL8G41960, AL1G25560	ESY7_g16249_DN2_SP0_c100.t1
OG0000247	AL7G45500	ESY11_g54875_DN3_SP0_c0.t1, ESY11_g54874_DN3_SP0_c0.t1
OG0000248	AL6G47240, AL6G47230, AL6G43900, AL6G44750, AL2G18850, AL5G37800	ESY5_g2595_DN2_SP0_c6.t1
OG0000249	AL4G32970, AL4G32990, AL4G32980, AL5G34040	ESY10_g15197_DN1_SP0_c67.t1
OG0000250	AL5G35460	ESY2_g35510_DN3_SP0_c0.t1, ESY2_g35523_DN2_SP0_c0.t1
OG0000250	nbis-gene-577	ESY2_g35522_DN1_SP0_c0.t1, ESY2_g35505_DN1_SP0_c0.t1, ESY2_g35511_DN2_SP0_c0.t1
OG0000250	nbis-gene-575	ESY2_g35512_DN3_SP0_c0.t1
OG0000250	AL2G29280	ESY4_g26843_DN3_SP0_c0.t1, ESY6_g49201_DN3_SP0_c0.t1, ESY4_g26844_DN2_SP0_c0.t1, ESY4_g26842_DN3_SP0_c0.t1, ESY4_g25839_DN3_SP0_c0.t1, ESY8_g59857_DN3_SP0_c0.t1, ESY12_g51969_DN1_SP0_c0.t1
OG0000252	AL6G12280, AL3G47640, AL6G12310, AL1G59710, AL1G59720, AL6G12270, AL6G12290, AL6G12300	ESY7_g19411_DN1_SP0_c0.t1, ESY7_g19410_DN2_SP0_c0.t1
OG0000254	AL4G15410, AL4G21500	ESY20_g12901_DN3_SP0_c0.t1
OG0000254	AL1G67340	ESY3_g31772_DN3_SP0_c0.t1
OG0000254	AL6G44930	ESY4_g26655_DN3_SP0_c0.t1
OG0000255	AL6G35140	ESY1_g8095_DN2_SP0_c100.t1, ESY14_g19830_DN3_SP0_c0.t1, ESY18_g63941_DN2_SP0_c94.t1, ESY23_g365_DN3_SP0_c0.t1, ESY5_g1578_DN1_SP0_c0.t1
OG0000255	AL5G11870, AL9U11550, AL5G20080, AL1G58120, AL3G46760, AL3G51230	ESY15_g64442_DN3_SP0_c100.t1, ESY1_g8096_DN3_SP0_c100.t1
OG0000256	AL4G38290	ESY12_g50900_DN3_SP0_c90.t1, ESY12_g50903_DN3_SP0_c100.t1
OG0000257	AL3G46890, nbis-gene-851, AL6G36930, nbis-gene-282, AL1G59050, nbis-gene-269, AL9U10590, nbis-gene-1899, AL3G21820	ESY3_g32555_DN1_SP0_c0.t1, ESY3_g32550_DN1_SP0_c0.t1
OG0000258	AL5G15010, AL5G15040, AL5G15050, AL5G15060, AL5G15070, AL8G33230, AL5G15100, AL5G15090	ESY11_g54020_DN2_SP0_c65.t1
OG0000260	AL5G19060	ESY7_g19242_DN1_SP0_c0.t1
OG0000260	AL5G23490	ESY7_g19332_DN2_SP0_c0.t1, ESY7_g19328_DN3_SP0_c0.t1, ESY7_g19231_DN1_SP0_c0.t1, ESY7_g19247_DN1_SP0_c0.t1, ESY7_g19227_DN3_SP0_c0.t1, ESY7_g19248_DN2_SP0_c0.t1, ESY7_g19244_DN2_SP0_c0.t1, ESY7_g19229_DN2_SP0_c0.t1, ESY7_g19307_DN2_SP0_c0.t1, ESY7_g19306_DN3_SP0_c0.t1, ESY7_g19359_DN1_SP0_c0.t1, ESY7_g19361_DN2_SP0_c0.t1, ESY7_g19360_DN1_SP0_c0.t1, ESY9_g43639_DN3_SP0_c0.t1, ESY7_g17050_DN2_SP0_c0.t1, ESY1_g12119_DN1_SP0_c0.t1, ESY7_g19337_DN3_SP0_c0.t1, ESY7_g19338_DN2_SP0_c0.t1
OG0000264	AL6G48840, AL6G48830, AL6G49330, AL6G48870, AL6G49970, AL6G49560, AL6G49960	ESY7_g16510_DN3_SP0_c56.t1, ESY7_g16503_DN3_SP0_c20.t1
OG0000265	AL7G14390, AL8G40900, AL5G20730, AL6G37180, AL9U10510, AL5G23780, nbis-gene-1018, nbis-gene-338, AL7G40240	ESY2_g37518_DN2_SP0_c0.t1
OG0000266	AL5G43310, AL5G43300	ESY6_g49192_DN2_SP0_c0.t1
OG0000266	nbis-gene-1319	ESY4_g26670_DN2_SP0_c0.t1
OG0000269	AL2G10350, AL1G48110	ESY2_g37281_DN2_SP0_c83.t1
OG0000270	AL7G10820, AL3G49100	ESY11_g53846_DN3_SP8_c0.t1
OG0000271	AL6G50030	ESY7_g16511_DN3_SP0_c0.t1
OG0000271	AL6G48930	ESY20_g12697_DN2_SP0_c0.t1
OG0000273	AL1G55400, AL1G52480, AL1G52390, AL1G55350	ESY1_g10436_DN3_SP0_c58.t1
OG0000276	AL9U10390	ESY2_g37679_DN3_SP0_c17.t1
OG0000276	AL8G15440	ESY9_g43263_DN2_SP0_c0.t1, ESY19_g41828_DN2_SP0_c0.t1, ESY9_g43265_DN2_SP0_c0.t1
OG0000276	AL4G25680, AL4G25660	ESY8_g58576_DN3_SP0_c0.t1
OG0000277	AL7G39720	ESY2_g38710_DN3_SP0_c0.t1, ESY2_g38730_DN1_SP0_c0.t1, ESY2_g38708_DN3_SP0_c0.t1, ESY2_g38699_DN3_SP0_c0.t1
OG0000278	AL7G25500	ESY5_g5055_DN3_SP0_c0.t1, ESY2_g35230_DN2_SP0_c0.t1, ESY4_g26890_DN3_SP0_c0.t1, ESY4_g26856_DN2_SP0_c0.t1, ESY4_g26866_DN3_SP0_c0.t1, ESY4_g26763_DN3_SP0_c0.t1, ESY4_g26867_DN3_SP0_c0.t1, ESY4_g26868_DN3_SP0_c0.t1, ESY4_g26736_DN3_SP0_c0.t1, ESY4_g25176_DN3_SP0_c0.t1, ESY11_g54068_DN3_SP0_c0.t1, ESY4_g26519_DN3_SP0_c0.t1
OG0000280	AL4G29970, AL4G22740, AL8G22250, AL4G15190, AL7G41800, AL5G26830, AL7G30940, AL5G38160	ESY1_g6464_DN1_SP0_c52.t1
OG0000281	AL1G67480, AL1G67450	ESY12_g51524_DN1_SP0_c0.t1, ESY1_g10338_DN1_SP0_c0.t1
OG0000281	AL5G14680	ESY9_g43439_DN3_SP0_c0.t1, ESY9_g43430_DN1_SP0_c0.t1, ESY1_g10337_DN1_SP0_c0.t1, ESY9_g43434_DN2_SP0_c0.t1
OG0000282	AL6G17810, AL6G17910, AL6G17830, AL6G17850, AL6G17840	ESY9_g43229_DN2_SP0_c0.t1
OG0000282	AL6G17860	ESY7_g18557_DN2_SP0_c0.t1
OG0000282	AL6G17870	ESY7_g18558_DN2_SP0_c0.t1, ESY7_g18561_DN2_SP0_c0.t1, ESY7_g18562_DN2_SP0_c0.t1
OG0000284	AL3G16620	ESY19_g41982_DN3_SP0_c33.t1, ESY19_g41981_DN2_SP0_c45.t1
OG0000285	AL4G18700, AL6G38570, AL4G16420, AL2G18820, AL22U10020	ESY10_g15410_DN3_SP0_c0.t1
OG0000285	AL1G49470, AL9U10420	ESY13_g57734_DN2_SP0_c0.t1, ESY16_g62421_DN3_SP0_c70.t1, ESY21_g55434_DN3_SP0_c82.t1, ESY1_g9596_DN1_SP0_c0.t1, ESY43_g13373_DN3_SP0_c65.t1
OG0000287	AL249U10050, AL3G34960, AL249U10040	ESY3_g29135_DN3_SP0_c0.t1
OG0000288	AL1G38150, nbis-gene-1364, nbis-gene-1197, AL3G23410, AL3G21170, AL3G21160, nbis-gene-679, AL3G17610, AL8G27500, AL5G29830, AL7G51870, AL7G51860	ESY5_g5188_DN3_SP0_c9.t1
OG0000290	AL3G31960	ESY3_g29637_DN2_SP0_c0.t1
OG0000290	AL8G42910, AL7G49930, AL7G50550, AL7G50480	ESY8_g60315_DN2_SP0_c0.t1
OG0000293	nbis-gene-1361	ESY4_g22426_DN2_SP0_c0.t1
OG0000294	AL3G30460	ESY3_g29804_DN3_SP0_c0.t1
OG0000294	AL4G33090	ESY9_g44587_DN1_SP0_c0.t1
OG0000294	AL6G51460	ESY20_g13155_DN3_SP0_c0.t1
OG0000295	AL3G26980, AL855U10010, AL3G27000	ESY11_g54015_DN1_SP0_c100.t1
OG0000296	AL3G52720, AL3G49080	ESY7_g18868_DN1_SP0_c0.t1, ESY9_g42470_DN3_SP0_c0.t1, ESY7_g18869_DN2_SP0_c0.t1, ESY3_g30522_DN2_SP0_c0.t1
OG0000296	AL4G35970, AL4G36830, AL463U10040, AL6G32810	ESY2_g34542_DN1_SP0_c0.t1
OG0000296	AL1G56900	ESY20_g12752_DN3_SP0_c26.t1
OG0000297	AL7G14480	ESY21_g55414_DN2_SP0_c0.t1, ESY4_g26254_DN1_SP0_c0.t1
OG0000297	AL8G37040	ESY6_g48934_DN2_SP0_c0.t1, ESY6_g48920_DN2_SP0_c0.t1, ESY6_g48921_DN2_SP0_c0.t1, ESY6_g48677_DN2_SP0_c0.t1, ESY13_g56623_DN2_SP0_c0.t1
OG0000298	AL6G16450, AL2G39740, AL2G39770	ESY2_g36761_DN3_SP0_c0.t1
OG0000298	AL7G34440	ESY2_g34541_DN2_SP0_c0.t1, ESY9_g42889_DN3_SP0_c0.t1
OG0000298	AL7G18840	ESY2_g34543_DN1_SP0_c0.t1
OG0000298	AL3G51650	ESY9_g42893_DN3_SP0_c28.t1
OG0000299	nbis-gene-314, nbis-gene-311, nbis-gene-312	ESY7_g18963_DN3_SP0_c0.t1
OG0000299	AL1G64190	ESY2_g36388_DN3_SP0_c0.t1
OG0000300	AL3G42960, AL3G42950	ESY11_g52574_DN3_SP0_c0.t1
OG0000304	AL4G18170	ESY7_g16711_DN3_SP0_c0.t1
OG0000305	AL7G43260	ESY22_g41100_DN3_SP0_c0.t1
OG0000308	AL7G42450	ESY5_g4303_DN3_SP0_c13.t1
OG0000310	AL8G35710	ESY6_g48700_DN2_SP0_c0.t1, ESY6_g48750_DN3_SP0_c0.t1, ESY6_g48753_DN3_SP0_c0.t1
OG0000310	AL71U10060, AL8G36700, AL8G36790	ESY6_g48838_DN3_SP0_c0.t1, ESY6_g48839_DN1_SP0_c0.t1, ESY6_g48872_DN3_SP0_c0.t1, ESY6_g48889_DN2_SP0_c0.t1
OG0000311	AL6G27540	ESY7_g17282_DN3_SP8_c0.t1
OG0000311	AL1G55110	ESY2_g37998_DN3_SP8_c0.t1
OG0000311	AL3G30980	ESY3_g29751_DN3_SP8_c0.t1
OG0000311	AL2G23890	ESY2_g35259_DN3_SP8_c0.t1
