Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_glauca
OG0000267	AL1G32210	Cg006G226540
OG0000267	nbis-gene-932, AL4G10910	Cg005G193150
OG0000268	AL5G11250	Cg002G074810
OG0000268	AL2G13720	Cg007G248330
OG0000268	AL6G11010	Cg008G282710
OG0000268	AL5G35180	Cg002G052420
OG0000269	AL2G10350	Cg004G148220
OG0000269	AL1G48110	Cg006G211850
OG0000270	AL7G10820, AL3G49100	Cg001G000740
OG0000270	AL1G32640	Cg006G226060
OG0000271	AL7G44880	Cg003G094150
OG0000271	AL6G48930	Cg003G079870
OG0000271	AL6G32160	Cg006G199270
OG0000273	AL1G52480, AL1G52390	Cg006G201130, Cg006G201120, Cg006G201160
OG0000274	AL8G36240	Cg003G107390
OG0000274	AL1G62090, AL5G25120	Cg002G061010
OG0000274	AL2G16910	Cg007G251180
OG0000274	AL4G24200	Cg005G177430
OG0000275	AL3G36100	Cg004G138960
OG0000275	AL5G18930	Cg004G138970
OG0000275	nbis-gene-754, AL3G36150, AL3G36140, AL3G36110	Cg004G138980
OG0000275	AL3G36090	Cg004G138950, Cg004G138940
OG0000276	AL9U10390	Cg001G029710
OG0000277	AL7G39740	Cg001G025690
OG0000277	AL7G39770	Cg001G025760
OG0000277	AL7G39760	Cg001G025750
OG0000279	AL5G12110	Cg003G090740
OG0000281	AL1G57560	Cg006G199670
OG0000281	AL1G67480, AL1G67450	Cg006G220980
OG0000282	AL6G17810, AL6G17910, AL6G17830	Cg008G288340
OG0000282	AL6G17850	Cg008G288360
OG0000282	AL6G17840	Cg008G288350, Cg008G323220
OG0000282	AL6G17860	Cg008G288380
OG0000282	AL6G17870	Cg008G288420, Cg008G288390, Cg008G288410, Cg008G288400
OG0000285	AL4G18700, AL6G38570, AL4G16420, AL2G18820, AL22U10020	Cg002G060650, Cg005G182020
OG0000287	AL3G34950	Cg007G251270
OG0000287	AL249U10030	Cg004G137950
OG0000287	AL249U10050, AL3G34960	Cg004G137930, Cg004G140040
OG0000287	AL249U10040	Cg004G137940
OG0000287	AL3G34970, AL249U10020, AL3G34990	Cg004G137960
OG0000290	AL3G31960	Cg004G135310
OG0000290	AL7G49930, AL7G50550, AL7G50480	Cg001G040670, Cg001G040570, Cg001G040700
OG0000294	AL3G30460	Cg004G133910
OG0000294	AL4G33090	Cg005G169690
OG0000294	AL6G51460	Cg003G077590, Cg014G332020
OG0000294	AL1G11840	Cg006G243870
OG0000296	AL3G52720, AL3G49080	Cg007G280920, Cg007G280630
OG0000296	AL7G47200	Cg005G176510
OG0000296	AL4G35970	Cg005G167490
OG0000297	AL7G14480	Cg001G003600
OG0000297	AL8G37040	Cg003G108160
OG0000297	AL3G33140	Cg004G136450
OG0000298	AL7G34440	Cg001G021100, Cg001G021090
OG0000299	AL8G20160	Cg001G026540
OG0000299	AL5G19170	Cg002G070200
OG0000299	nbis-gene-617	Cg007G279160
OG0000299	AL1G64190	Cg006G194370
OG0000300	AL3G42860	Cg004G145450
OG0000300	AL3G42960, AL3G42950	Cg004G145480, Cg004G145490
OG0000300	AL3G43040	Cg004G145430, Cg004G144800
OG0000308	AL2G32570	Cg007G273340
OG0000308	AL2G32530	Cg007G273310
OG0000311	AL6G27540	Cg008G296830
OG0000311	AL1G55110	Cg006G201410
OG0000311	AL3G30980	Cg004G134370
OG0000311	AL7G46360	Cg001G036380
OG0000311	AL2G23890	Cg007G265360
OG0000313	AL1G55550, AL1G55520	Cg006G200970
OG0000314	AL1G14460	Cg006G241650
OG0000314	AL1G14470	Cg006G241640
OG0000316	AL3G14810	Cg006G210390, Cg008G298570, Cg001G041080
OG0000316	AL4G38410, AL4G38350, AL4G38450	Cg005G165580, Cg005G165480
OG0000319	AL1G18260	Cg003G086150, Cg003G108110, Cg006G238150
OG0000321	AL7G46410	Cg001G036410
OG0000321	AL7G46130, AL7G38390, AL7G38360, AL7G46040, AL7G46050	Cg001G036490, Cg001G035900
OG0000321	AL7G46160, AL7G46150	Cg001G035950, Cg001G035910, Cg001G035940
OG0000322	AL2G38770	Cg007G279100
OG0000322	AL1G29380	Cg006G228800
OG0000322	AL4G38060, AL4G38120, AL6G43180	Cg005G165820
OG0000323	AL8G29280	Cg003G101320
OG0000323	AL7G25060	Cg001G013020
OG0000324	AL59U10070, AL7G49430, AL4G30830	Cg008G317460, Cg001G031330, Cg007G263750
OG0000325	nbis-gene-1635, nbis-gene-811, AL1G51150, AL5G20550, AL5G20870	Cg001G033350
OG0000325	AL7G44480	Cg007G261500, Cg004G148160
OG0000325	AL3G47030	Cg005G185560
OG0000327	AL1G37470	Cg006G222130, Cg006G222140, Cg006G222120
OG0000327	AL5G18190, AL5G18170, AL5G35660, AL5G35670	Cg002G052000
OG0000328	AL7G51500	Cg001G038720, Cg001G038710
OG0000330	AL5G42230	Cg002G046560
OG0000331	AL8G19240	Cg007G257080, Cg005G189380
OG0000332	nbis-gene-443	Cg007G259450
OG0000332	AL6G31290	Cg008G300270
OG0000332	AL8G15650	Cg006G199650
OG0000332	AL1G57580	Cg004G136440
OG0000334	AL5G34800	Cg002G052730
OG0000334	AL4G34640	Cg005G168750
OG0000334	AL6G50670, AL6G50680	Cg008G316780, Cg003G078420, Cg014G331200
OG0000334	AL6G50700	Cg014G331210, Cg003G078410
OG0000335	AL1G54230, AL1G54220	Cg006G205050
OG0000335	nbis-gene-162	Cg006G218670
OG0000336	AL1G29940	Cg006G228370
OG0000336	AL2G32630	Cg007G273370
OG0000339	AL7G30060	Cg001G017490
OG0000339	AL6G53040	Cg014G333260, Cg003G076340
OG0000339	AL4G45180	Cg005G159770
OG0000339	AL5G43730	Cg002G045310
OG0000340	AL2G24960, AL4G42300	Cg005G162340
OG0000340	AL4G42310	Cg005G162320
OG0000340	AL1G53780	Cg005G162330
OG0000341	AL6G41050	Cg002G068310
OG0000342	AL4G22240, AL7G47600, AL7G47590, AL7G47570, AL7G47850	Cg001G042360, Cg001G042380
OG0000342	AL7G47550	Cg001G042370
OG0000342	AL7G47870	Cg001G042630
OG0000344	AL6G37960	Cg008G305710, Cg008G305700
OG0000345	AL1G24150	Cg006G233280
OG0000345	AL1G24120	Cg006G233290
OG0000346	AL8G28490, AL8G28500	Cg003G100610, Cg003G097510
OG0000347	AL3G39810	Cg004G127590
OG0000348	AL1G38780, AL6G38420	Cg011G329030
OG0000349	AL7G15370	Cg001G004450
OG0000349	AL4G18420, nbis-gene-2066, AL5G14310, AL1G52130	Cg005G177460
OG0000351	AL3G26870	Cg004G130650
OG0000351	AL1G48150	Cg006G211780
OG0000352	AL1G29120	Cg006G229000
OG0000352	AL2G15830, AL2G16300, AL2G16290	Cg007G250610
OG0000353	AL1G24220	Cg001G022220, Cg002G056550, Cg008G295330
OG0000355	nbis-gene-616	Cg006G203840, Cg006G203800, Cg006G203790, Cg006G203810
OG0000355	AL2G25940, AL2G25930	Cg005G187890
OG0000356	AL6G40090, AL6G38970, AL6G40080, AL6G38960	Cg008G306390, Cg008G306550
OG0000358	AL1G13870	Cg008G289900, Cg006G242200
OG0000358	AL390U10020	Cg008G319440
OG0000358	AL6G19900	Cg008G289890
OG0000358	AL6G19890	Cg008G289880
OG0000359	AL1G43770, AL1G43760	Cg006G216530, Cg006G216520, Cg006G216510
OG0000359	AL4G30400	Cg005G172170
OG0000360	AL8G44510	Cg003G114870
OG0000361	AL3G23020	Cg004G127210
OG0000361	AL6G14010	Cg008G285160
OG0000362	AL3G39500, AL1G49160	Cg006G241490
OG0000362	AL2G28900	Cg007G270120
OG0000363	AL2G12490	Cg004G145460
OG0000363	AL2G12480	Cg006G201850
OG0000364	AL1G45660	Cg004G140890
OG0000368	AL7G13510	Cg001G002850
OG0000368	AL7G13520	Cg001G002860
OG0000368	nbis-gene-1705	Cg001G002830
OG0000370	AL1G29180	Cg006G228950
OG0000370	AL7G27830, AL7G27840	Cg001G015500
OG0000371	AL1G39190	Cg006G220780
OG0000371	AL4G46780	Cg005G158480
OG0000371	AL1G12810	Cg006G243100
OG0000372	AL7G25660, AL7G25650, AL7G25640	Cg001G013540, Cg001G013550, Cg001G013560
OG0000377	AL2G15860, AL2G15870	Cg007G249720
OG0000377	AL1G21740	Cg007G249710
OG0000379	AL1G45680, AL1G45700, AL446U10030	Cg001G025230, Cg005G186070, Cg008G310010
OG0000382	AL1G11940	Cg006G243790
OG0000382	AL1G65940	Cg007G254420
OG0000382	nbis-gene-54	Cg006G236900
OG0000383	AL1G42250, AL1G49520	Cg006G217970
OG0000383	AL1G42200, AL1G42220	Cg006G218010, Cg006G217980
OG0000386	AL5G34190	Cg002G053290
OG0000386	AL5G22370	Cg002G063780
OG0000386	AL5G14950	Cg002G072490
OG0000386	AL5G14940	Cg002G072500
OG0000386	AL5G34200	Cg002G053280
OG0000387	AL4G41930, AL7G36780, AL4G42180, AL4G41950	Cg005G162800
OG0000388	AL8G28420, nbis-gene-998	Cg001G011290
OG0000390	AL6G34750	Cg008G303200
OG0000390	AL3G30610	Cg002G062740
OG0000391	AL1G49180, AL1G35870	Cg006G223560, Cg006G223590
OG0000391	AL1G35790	Cg006G223610
OG0000391	AL1G35830	Cg006G223580
OG0000392	AL5G30390	Cg002G056610
OG0000392	AL7G52750	Cg001G037860, Cg001G037810
OG0000392	nbis-gene-1341	Cg002G056570
OG0000393	AL4G15010	Cg004G134070
OG0000393	AL3G30630, AL3G30310, AL3G30330	Cg003G086190, Cg003G086120
OG0000396	AL5G17950	Cg001G030810, Cg002G069030
OG0000396	AL5G17990	Cg002G069060
OG0000398	AL3G25620	Cg004G129520
OG0000398	AL3G25610	Cg004G129510
OG0000398	AL1G63260	Cg006G195010
OG0000400	AL3G39690, AL3G39670, AL133U10030, AL4G45790	Cg005G159260
OG0000400	AL5G17850	Cg004G145190
OG0000401	nbis-gene-2198	Cg003G110400
OG0000401	AL8G26030, AL247U10040	Cg003G098280
OG0000403	AL2G16410	Cg007G250680
OG0000403	AL2G16360, AL2G16550, AL2G16330, AL2G16320, AL2G16340	Cg007G250640
OG0000404	AL6G16080	Cg008G286930, Cg004G127240, Cg005G170410
OG0000406	AL6G27990	Cg008G297220
OG0000407	nbis-gene-1522, AL1G39220, AL1G39230	Cg008G295960
OG0000407	AL6G25720	Cg008G295160
OG0000408	AL4G15330, AL4G15400, AL4G15360, AL4G15350	Cg005G189700
OG0000410	AL2G14740, AL2G14750	Cg007G249030
OG0000410	nbis-gene-402, nbis-gene-401	Cg007G249090
OG0000410	nbis-gene-400, AL2G14930	Cg007G249110
OG0000411	AL2G13870	Cg007G248450
OG0000411	AL3G43130	Cg004G145680
OG0000411	AL6G48090	Cg003G093460, Cg003G080490
OG0000411	AL7G31720	Cg001G019000
OG0000412	AL8G30090	Cg003G101880
OG0000412	AL7G25590	Cg001G013500
OG0000413	AL3G25430	Cg004G129370
OG0000413	AL7G26630	Cg001G014360
OG0000413	AL8G32300	Cg003G104010
OG0000414	AL1G39330	Cg006G220700
OG0000415	AL6G39500	Cg008G306950
OG0000416	AL4G26970, AL4G27140	Cg005G174990, Cg005G174850
OG0000416	AL1G15520	Cg006G240670
OG0000417	AL6G47130, AL6G48160, AL6G48200, AL6G43490	Cg003G109700
OG0000419	AL1G65410, AL8G22290, AL8G22300, AL34U10050, AL3G53350, AL8G22270, AL34U10040	Cg008G309140, Cg008G310840, Cg008G309150
OG0000419	AL7G51660	Cg008G310850, Cg008G309170
OG0000421	AL7G51350, AL7G51330, AL7G51310, AL7G51320, AL7G51340	Cg001G039140, Cg001G039040
OG0000422	AL1G20020	Cg001G020210, Cg006G236580
OG0000422	AL1G20030	Cg006G236570, Cg006G236560
OG0000422	nbis-gene-56	Cg006G236590
OG0000423	AL2G32410	Cg007G273210
OG0000423	AL1G63030	Cg006G195220
OG0000423	AL3G26100	Cg004G129870
OG0000424	AL6G49420	Cg005G185110
OG0000425	AL1G61300	Cg006G196760, Cg004G145250, Cg004G145230, Cg004G145240
OG0000425	AL9U10560, AL5G13880, AL5G13890, AL5G13910, AL5G13900, AL5G13870, AL1G53940, AL3G23600	Cg004G127770
OG0000426	AL6G40730	Cg006G210120
OG0000427	AL5G19040	Cg005G172930
OG0000429	AL6G37110	Cg008G305090
OG0000429	AL6G21860	Cg008G291690
OG0000429	AL7G19450	Cg001G008100
OG0000429	AL4G16950	Cg005G188170
OG0000430	AL3G49230	Cg004G152450
OG0000430	AL7G16340	Cg001G005380
OG0000430	AL4G10220	Cg005G193810
OG0000430	AL7G10620	Cg001G000600
OG0000431	AL2G17860	Cg007G251970
OG0000431	AL1G20710	Cg006G235970
OG0000431	AL1G20700	Cg006G235980
OG0000432	AL8G27110	Cg003G099400
OG0000432	AL7G26330	Cg001G014130
OG0000432	AL8G31590, AL8G31580	Cg003G103300
OG0000433	AL2G21220	Cg008G318280
OG0000433	AL2G21170, AL2G21190, AL2G21150	Cg008G318270
OG0000435	AL1G31270, AL1G31240	Cg006G227220, Cg006G227250
OG0000435	nbis-gene-139	Cg006G224010
OG0000436	AL3G48500	Cg004G156060
OG0000437	AL1G47980	Cg006G211920, Cg006G211880
OG0000437	AL1G48070	Cg006G211900
OG0000437	AL1G47970	Cg006G211940
OG0000439	AL1G15970	Cg006G240180
OG0000439	AL5G41390	Cg002G047030
OG0000439	AL4G26640	Cg005G175260
OG0000440	AL4G32280, AL6G28550	Cg008G297760
OG0000440	AL3G13070	Cg004G118560
OG0000440	AL3G13080	Cg004G118570
OG0000441	AL3G29280	Cg004G132880
OG0000441	AL3G29240, AL3G29230	Cg004G132850
OG0000441	AL3G29260	Cg004G132860
OG0000442	AL7G10750	Cg001G027430, Cg002G071920
OG0000442	AL4G11250	Cg005G192980
OG0000442	AL4G11240	Cg007G247910
OG0000443	AL2G31960, AL2G31970	Cg007G272740, Cg007G272730
OG0000446	AL8G39430	Cg003G110320
OG0000446	AL5G11960	Cg002G074360
OG0000446	AL1G26290	Cg006G231520
OG0000447	AL3G27410	Cg004G131200
OG0000447	AL8G37480	Cg003G108540
OG0000447	AL4G29700	Cg005G172640
OG0000448	AL8G11320	Cg008G324500
OG0000448	AL8G11330	Cg008G324490
OG0000448	AL8G11310	Cg008G324510
OG0000449	AL8G36460	Cg003G107590
OG0000449	AL5G24720	Cg002G061240
OG0000449	AL8G36450	Cg003G107580
OG0000452	AL7G21850	Cg001G010190
OG0000452	AL7G21870, AL2G21060, AL2G21950	Cg001G010200
OG0000453	nbis-gene-13	Cg005G177990
OG0000453	AL1G60320	Cg006G197950
OG0000454	AL8G27180, AL8G27190, AL8G27200	Cg003G099450
OG0000456	AL3G52210, AL6G16720, nbis-gene-1479	Cg008G287450
OG0000456	AL7G42530, AL9U10270	Cg002G056050, Cg002G056060, Cg005G187000
OG0000457	AL6G23240, AL6G27270, AL6G23220	Cg008G292890
OG0000457	AL7G50120	Cg001G040480
OG0000458	AL4G21270	Cg003G099750, Cg003G099730
OG0000460	nbis-gene-413, nbis-gene-414	Cg007G250660, Cg007G250670
OG0000460	AL7G31600	Cg001G018880
OG0000460	AL1G52840	Cg005G157890
OG0000461	AL4G34630	Cg005G168760
OG0000461	AL1G10020	Cg006G245460
OG0000462	nbis-gene-216, nbis-gene-954, nbis-gene-953, AL7G52140, nbis-gene-883, AL6G26180	Cg006G210000
OG0000463	AL5G25690	Cg002G060360
OG0000463	AL5G25650, AL5G25640	Cg002G060460, Cg002G060450
OG0000463	AL5G25590	Cg002G060570
OG0000463	AL5G25630	Cg002G060480
OG0000466	AL6G12720	Cg008G284120
OG0000467	AL7G35520	Cg008G322950, Cg002G047650
OG0000468	AL5G35780	Cg002G051880
OG0000468	AL4G28330	Cg005G173840
OG0000468	AL4G36250	Cg005G167330
OG0000471	AL1G42810	Cg006G217710
OG0000471	AL1G42800	Cg006G217740, Cg006G217720, Cg006G217730
OG0000471	AL1G42830	Cg006G217690
OG0000472	AL7G49750	Cg001G040820
OG0000472	AL7G49760	Cg001G040810, Cg001G040800
OG0000473	AL8G37970	Cg005G158290
OG0000473	AL5G45200	Cg003G109030
OG0000473	AL213U10010	Cg002G044230
OG0000474	AL6G35020	Cg008G303420
OG0000474	AL5G28440	Cg002G057990
OG0000475	AL2G12230, AL2G12220	Cg006G233150, Cg006G233130
OG0000476	AL6G37160	Cg008G305130
OG0000476	AL6G37170	Cg008G305110, Cg008G305030
OG0000477	AL6G17270	Cg008G287900
OG0000481	AL7G43190, AL3G48460	Cg001G029300, Cg003G087600
OG0000482	AL2G25460	Cg007G266950, Cg001G038090
OG0000483	AL8G30960	Cg003G102670
OG0000483	AL8G30970, AL8G30990	Cg003G102690, Cg003G102680
OG0000484	AL8G14230, AL8G14370	Cg008G322230
OG0000487	AL4G29020	Cg006G241950
OG0000488	AL5G33220	Cg002G054290
OG0000488	AL7G44280, AL7G45230, AL5G33260	Cg002G054230
OG0000488	AL5G32970	Cg002G054460
OG0000488	AL5G33270	Cg002G054220
OG0000489	AL3G16360	Cg004G121500, Cg004G121510
OG0000489	AL6G49230, AL6G49220, AL6G49260	Cg003G094350, Cg003G079680
OG0000490	AL1G11560	Cg006G244130
OG0000490	AL1G11570	Cg006G244120
OG0000491	AL6G33720	Cg008G302450
OG0000492	AL8G32500	Cg003G103830
OG0000495	AL4G16330	Cg003G101210
OG0000495	AL4G13490	Cg005G191210
OG0000496	AL3G47380	Cg004G148140
OG0000496	AL8G18760	Cg008G318740, Cg001G021720
OG0000498	AL8G28110	Cg003G100300
OG0000498	AL7G24740	Cg001G012780, Cg006G218710
OG0000499	AL7G36030	Cg001G022510
OG0000499	AL2G38750, AL60U10060	Cg007G279080
OG0000499	AL3G26790	Cg004G130580
OG0000500	AL65U10050, AL8G14290, AL65U10030	Cg008G321790
OG0000500	AL65U10040, AL8G14280	Cg008G321770
OG0000501	AL1G49900	Cg006G209830
OG0000501	AL132U10030, nbis-gene-1313	Cg004G151200, Cg002G060780
OG0000502	AL4G20010, AL5G35340, AL8G23770	Cg008G316630
OG0000504	AL6G11890	Cg008G283420
OG0000504	AL3G20680	Cg004G125100
OG0000506	AL3G46310, AL2G24380, AL6G16140	Cg008G286990
OG0000506	AL2G31490	Cg007G272280
OG0000507	AL3G39130, AL3G29480	Cg004G119690, Cg004G119700
OG0000508	nbis-gene-1128	Cg005G170330
OG0000508	AL4G36610	Cg005G169030
OG0000509	AL7G38340	Cg001G024650
OG0000510	AL2G16170, AL2G16180	Cg007G250480, Cg007G250500
OG0000511	AL7G40540	Cg001G026600
OG0000511	AL2G13380	Cg007G247860
OG0000512	AL3G47940	Cg002G068470
OG0000512	nbis-gene-1788	Cg001G017500
OG0000512	nbis-gene-1789	Cg001G017510
OG0000513	AL5G34560	Cg002G052890
OG0000513	AL5G24770	Cg002G061210
OG0000513	AL8G36390	Cg003G107510
OG0000514	AL3G34090	Cg004G137240
OG0000514	AL1G39900	Cg006G220140
OG0000515	AL1G64400, AL1G64390	Cg006G194180
OG0000516	AL7G23050	Cg001G039660
OG0000520	AL5G43340	Cg009G325440, Cg008G313690
OG0000521	AL1G49870	Cg006G209950
OG0000521	AL6G41520	Cg003G085930
OG0000521	AL2G38650	Cg007G278940
OG0000522	AL1G47250	Cg006G212940
OG0000522	AL1G47260, AL1G47270	Cg006G212930
OG0000522	AL6G44590	Cg003G083570
OG0000523	AL4G45900	Cg005G159230
OG0000524	AL8G20800	Cg008G312990
OG0000525	AL2G38970	Cg007G279230
OG0000525	AL3G27100	Cg004G130910
OG0000525	AL1G62050	Cg006G196190
OG0000526	AL5G27060	Cg002G059250
OG0000526	AL5G27010	Cg002G059300
OG0000526	AL5G27040	Cg002G059290
OG0000526	AL5G27050	Cg002G059280, Cg002G059260
OG0000527	AL7G42710, AL7G42590	Cg001G028570
OG0000532	nbis-gene-2054	Cg003G081940
OG0000533	AL7G11160	Cg001G001030
OG0000533	AL4G10780	Cg005G193250
OG0000534	AL2G13690	Cg007G248240
OG0000534	AL3G48150, AL2G14040, AL2G14030, AL2G13700	Cg007G248260, Cg007G248310, Cg007G248250
OG0000535	AL2G15360	Cg002G074700, Cg002G074680, Cg007G250270
OG0000535	AL5G11370	Cg002G074710
OG0000537	AL6G49630	Cg003G094580, Cg003G079430
OG0000537	AL3G18810	Cg004G123580
OG0000538	AL4G42410	Cg005G162220
OG0000538	AL4G42400	Cg005G162230
OG0000539	AL8G45700	Cg007G251010
OG0000539	AL4G25550	Cg005G176040
OG0000540	AL4G24180	Cg005G177450
OG0000540	AL4G24070	Cg005G177480
OG0000540	AL4G24060	Cg005G177500, Cg005G177490
OG0000541	AL4G23730	Cg005G177760
OG0000541	AL4G23920	Cg005G177620
OG0000542	AL1G55560	Cg006G200890
OG0000542	AL3G11930	Cg004G117700
OG0000543	nbis-gene-965, nbis-gene-977, AL4G18590, AL4G14960, AL8G17380, AL4G14950	Cg005G190410, Cg005G189960, Cg005G190420, Cg005G190000
OG0000544	AL1G15030	Cg006G241110
OG0000544	AL1G15020, AL1G15010	Cg006G241100
OG0000545	AL2G34940	Cg007G275530
OG0000545	AL2G34930	Cg007G275520, Cg007G275510
OG0000545	AL2G34910	Cg007G275490
OG0000546	AL3G49930	Cg004G152970
OG0000546	AL3G49920	Cg004G152950
OG0000546	AL3G49890	Cg004G152930, Cg004G152960, Cg004G152940
OG0000547	AL6G46340, AL6G46460	Cg003G081950, Cg003G081930
OG0000551	AL8G42200	Cg003G112680
OG0000551	AL7G11340	Cg001G001200
OG0000551	AL6G20280	Cg008G290260
OG0000552	AL1G37200	Cg006G222430
OG0000552	AL5G45000	Cg005G175630, Cg002G044370
OG0000554	AL2G14670	Cg007G248970
OG0000555	AL6G47080, AL6G47060, AL1G66390, AL6G47070	Cg003G081530
OG0000556	AL3G18350	Cg004G123180
OG0000556	AL8G21870	Cg008G311260, Cg008G309430
OG0000556	AL3G40600	Cg004G142770
OG0000557	AL5G42490	Cg002G046330
OG0000557	AL4G43870, AL364U10030	Cg005G161030
OG0000558	nbis-gene-1141	Cg005G164050, Cg005G163680
OG0000558	AL4G19790, nbis-gene-1142	Cg005G164030
OG0000558	AL3G42710	Cg004G144890
OG0000559	AL6G12190	Cg008G283670
OG0000559	AL6G12220, nbis-gene-1441	Cg008G283680
OG0000559	AL6G12050	Cg008G284340
OG0000560	AL8G36020	Cg003G107170
OG0000560	AL1G13950	Cg006G242130
OG0000562	AL3G16590	Cg004G121670
OG0000562	AL6G25410	Cg008G294850
OG0000562	AL6G38620	Cg008G306290
OG0000563	AL7G44810, AL8G16430, AL8G16550, AL8G16530, AL37U10040	Cg008G319600
OG0000564	AL7G20340	Cg001G008860
OG0000564	AL4G15440	Cg005G189630, Cg005G189610, Cg005G189570
OG0000564	AL4G15430	Cg005G189640, Cg005G189660
OG0000565	AL6G25850	Cg008G295270
OG0000565	AL2G29270	Cg007G270450
OG0000566	AL6G31890, AL6G31900, AL1G47530, AL1G47540	Cg008G300820
OG0000566	AL3G41080	Cg008G300980
OG0000567	nbis-gene-1509, nbis-gene-1508	Cg008G292520
OG0000568	AL5G17440, AL7G49570, AL4G17480, AL8G20120, AL8G10620, AL6G41320, AL1G58110, AL3G45530, AL5G20070, AL5G19890, AL3G51240, AL9U10530, AL3G46750, AL3G51480, AL3G12590, AL8G21820	Cg004G134820, Cg004G152730, Cg003G087790, Cg007G255630
OG0000569	AL4G31290	Cg005G171340
OG0000570	AL3G11310	Cg004G117190
OG0000571	AL8G37360	Cg003G108460
OG0000571	AL1G18450	Cg006G237990, Cg006G238000
OG0000572	AL2G33370	Cg007G274000
OG0000573	AL3G47160	Cg007G250770, Cg007G250800
OG0000573	AL2G15130	Cg007G249330
OG0000574	AL4G18470, AL8G13010, AL7G45660, AL2G19470, AL8G34850, AL7G40470, AL6G43970	Cg007G257570
OG0000575	AL5G22000, AL5G22050, AL7G17600	Cg002G064200
OG0000578	AL1G21210	Cg006G235600
OG0000578	AL2G16950	Cg007G251220
OG0000578	AL2G29200	Cg007G270390
OG0000579	AL7G47910	Cg001G042350
OG0000580	AL4G17940	Cg005G161580
OG0000581	AL3G20370	Cg004G124880, Cg004G124890
OG0000581	AL3G33710	Cg008G307570
OG0000582	AL6G33460	Cg008G302230
OG0000582	AL4G22860	Cg005G180390
OG0000584	AL7G24040	Cg001G012010
OG0000585	AL3G26940, AL4G30450, AL1G43840	Cg004G130730, Cg005G172160, Cg006G216450
OG0000586	AL8G19550, AL8G19500, AL387U10010	Cg008G317030
OG0000587	AL6G51890	Cg014G331710, Cg003G077950
OG0000587	AL4G46320	Cg005G158850
OG0000587	AL1G11470	Cg006G244220
OG0000588	AL3G27260	Cg004G131080
OG0000588	AL4G41160	Cg005G163370
OG0000588	AL1G61740	Cg006G196360
OG0000589	AL8G36370	Cg003G107490
OG0000589	AL5G24800	Cg002G061190
OG0000589	AL5G24780	Cg002G061200
OG0000590	AL6G39140	Cg008G306680
OG0000590	AL1G12220	Cg006G243560
OG0000591	AL7G20970	Cg001G009410
OG0000591	AL1G32000	Cg002G057870
OG0000592	AL1G55290	Cg006G201250
OG0000592	AL3G31280	Cg004G134690
OG0000592	AL1G30460	Cg006G227950
OG0000593	AL2G38900	Cg001G026500
OG0000593	AL7G40260	Cg001G026300
OG0000593	AL5G19180	Cg007G253070
OG0000595	AL5G22700	Cg002G063250
OG0000595	AL5G22680	Cg002G063260
OG0000596	AL6G31560	Cg008G300510
OG0000596	AL8G30740	Cg003G102460
OG0000596	AL8G30580	Cg003G102400
OG0000597	AL4G26160, AL4G24360	Cg005G175670
OG0000598	AL7G34210, AL7G34200, AL7G34170	Cg001G020860
OG0000600	AL8G32420	Cg003G104060
OG0000600	AL3G48480	Cg004G156080
OG0000601	AL6G26340	Cg008G295790
OG0000601	AL7G51160	Cg001G039300
OG0000601	AL5G19440	Cg002G067730
OG0000602	AL6G12670	Cg008G284060
OG0000602	AL5G34110	Cg002G053370
OG0000602	AL3G21070	Cg004G125440
OG0000604	AL5G45640	Cg001G015890
OG0000605	AL2G33860	Cg007G274490
OG0000605	AL2G33850	Cg007G274500
OG0000606	AL2G41550	Cg007G281550
OG0000606	AL1G60610, AL3G28630	Cg006G197370
OG0000607	AL3G32400	Cg004G135710
OG0000607	AL3G47670	Cg004G151620
OG0000607	AL7G17420	Cg001G006330
OG0000608	AL5G39360	Cg002G048580
OG0000608	AL5G39330	Cg002G048620
OG0000608	AL5G39350	Cg002G048590
OG0000609	AL7G16090, AL7G16100	Cg003G085350
OG0000612	AL2G17840	Cg007G251640
OG0000613	AL3G11800	Cg004G117600
OG0000613	AL7G51680	Cg001G038460
OG0000614	AL6G19430, AL6G19400	Cg003G083720, Cg003G083730
OG0000615	AL3G51150	Cg004G154140
OG0000615	AL7G14910	Cg001G003930
OG0000615	AL5G31610	Cg002G055630
OG0000617	AL6G51520, AL6G51550, AL6G51580	Cg014G331930, Cg003G077690, Cg014G331920, Cg003G077700
OG0000618	AL2G38980	Cg007G279240
OG0000618	AL7G25220	Cg001G013140
OG0000619	AL5G34340	Cg002G053130
OG0000620	AL1G30980	Cg006G227500
OG0000620	AL2G33960, AL2G33940	Cg007G274540
OG0000621	AL6G47660	Cg003G080980
OG0000621	AL7G45750	Cg001G035510, Cg007G255970
OG0000622	AL4G11360	Cg005G192750
OG0000625	AL3G11440	Cg004G117350
