Orthogroup	Brassica_oleracea	Arabis_alpina
OG0000117	XP_013603462.1, XP_013584900.1, XP_013586910.1	Aa_G62330.h1.t1
OG0000117	XP_013600043.1, XP_013600044.1, XP_013600879.1, XP_013600539.1, XP_013600042.1, XP_013610363.1	Aa_G436170.h1.t1, Aa_G187350.h1.t1
OG0000119	XP_013617735.1	Aa_G251660.h1.t1
OG0000122	XP_013623477.1, XP_013616987.1	Aa_G551010.h1.t1, Aa_G550960.h1.t1
OG0000122	XP_013610314.1	Aa_G379620.h1.t1
OG0000122	XP_013623863.1	Aa_G5880.h1.t1
OG0000122	XP_013620024.1	Aa_G592740.h1.t1
OG0000125	XP_013605923.1	Aa_G257560.h1.t1
OG0000125	XP_013590329.1	Aa_G166390.h1.t1
OG0000127	XP_013606602.1, XP_013625682.1	Aa_G552180.h1.t1
OG0000127	XP_013589314.1	Aa_G311330.h1.t1
OG0000127	XP_013606787.1	Aa_G33880.h1.t1
OG0000127	XP_013631825.1, XP_013622502.1	Aa_G69270.h1.t1
OG0000128	XP_013589380.1	Aa_G271300.h1.t1
OG0000128	XP_013604943.1	Aa_G319030.h1.t1
OG0000128	XP_013590480.1	Aa_G784880.h1.t1
OG0000128	XP_013592532.1	Aa_G271260.h1.t1
OG0000129	XP_013584094.1	Aa_G323510.h1.t1
OG0000129	XP_013618060.1, XP_013620235.1	Aa_G61470.h1.t1, Aa_G716440.h1.t1, Aa_G61530.h1.t1
OG0000130	XP_013624994.1, XP_013608101.1	Aa_G198530.h1.t1, Aa_G9780.h1.t1, Aa_G10940.h1.t1
OG0000132	XP_013605673.1, XP_013602151.1, XP_013602872.1, XP_013605672.1, XP_013603171.1, XP_013603836.1, XP_013603745.1, XP_013603252.1	Aa_G482030.h1.t1, Aa_G359110.h1.t1
OG0000132	XP_013629621.1	Aa_G478490.h1.t1, Aa_G110070.h1.t1
OG0000134	XP_013629019.1, XP_013586604.1	Aa_G339800.h1.t1, Aa_G339780.h1.t1, Aa_G217290.h1.t1, Aa_G146320.h1.t1, Aa_G146330.h1.t1, Aa_G339770.h1.t1
OG0000134	XP_013612354.1	Aa_G84490.h1.t1
OG0000134	XP_013622761.1	Aa_G69050.h1.t1
OG0000134	XP_013628701.1	Aa_G578400.h1.t1
OG0000137	XP_013606365.1, XP_013619272.1	Aa_G59090.h1.t1
OG0000137	XP_013617004.1	Aa_G925390.h1.t1
OG0000137	XP_013618766.1, XP_013610172.1, XP_013610274.1	Aa_G732190.h1.t1, Aa_G643460.h1.t1
OG0000138	XP_013591142.1	Aa_G612840.h1.t1, Aa_G612830.h1.t1
OG0000140	XP_013639461.1	Aa_G89750.h1.t1
OG0000140	XP_013626157.1, XP_013607733.1	Aa_G394930.h1.t1
OG0000140	XP_013632059.1	Aa_G292460.h1.t1, Aa_G151720.h1.t1, Aa_G688150.h1.t1, Aa_G520870.h1.t1, Aa_G786940.h1.t1, Aa_G108880.h1.t1
OG0000141	XP_013592465.1	Aa_G366140.h1.t1
OG0000141	XP_013600631.1	Aa_G521440.h1.t1, Aa_G193720.h1.t1
OG0000141	XP_013608625.1	Aa_G492220.h1.t1
OG0000150	XP_013613452.1, XP_013639256.1, XP_013612776.1, XP_013632644.1, XP_013594563.1, XP_013613740.1	Aa_G429650.h1.t1, Aa_G429650.h2.t1, Aa_G717270.h1.t1, Aa_G741540.h1.t1, Aa_G726870.h1.t1, Aa_G439950.h1.t1
OG0000151	XP_013604669.1, XP_013588671.1, XP_013634847.1	Aa_G329140.h1.t1, Aa_G566620.h1.t1
OG0000151	XP_013635814.1	Aa_G729400.h1.t1
OG0000151	XP_013636124.1	Aa_G351720.h1.t1
OG0000151	XP_013602835.1	Aa_G13900.h1.t1
OG0000151	XP_013630873.1	Aa_G30120.h1.t1
OG0000151	XP_013611475.1	Aa_G388320.h1.t1
OG0000153	XP_013633570.1	Aa_G49000.h1.t1, Aa_G235730.h1.t1
OG0000153	XP_013625223.1, XP_013631616.1	Aa_G358520.h1.t1
OG0000153	XP_013622088.1	Aa_G35530.h1.t1
OG0000153	XP_013599857.1	Aa_G310600.h1.t1
OG0000153	XP_013632108.1, XP_013614184.1	Aa_G173900.h1.t1
OG0000154	XP_013590343.1	Aa_G406970.h1.t1, Aa_G434970.h1.t1, Aa_G462070.h1.t1, Aa_G434980.h1.t1
OG0000155	XP_013613668.1, XP_013632544.1, XP_013634863.1, XP_013601725.1, XP_013624178.1, XP_013632582.1, XP_013614460.1, XP_013607591.1, XP_013617614.1, XP_013601806.1, XP_013615290.1	Aa_G11930.h1.t1, Aa_G86920.h1.t1, Aa_G83970.h1.t1
OG0000155	XP_013592414.1, XP_013601414.1	Aa_G30210.h1.t1, Aa_G848170.h1.t1, Aa_G330590.h1.t1
OG0000155	XP_013624792.1	Aa_G506350.h1.t1
OG0000155	XP_013632583.1	Aa_G50920.h1.t1
OG0000160	XP_013611416.1, XP_013597841.1	Aa_G190130.h1.t1
OG0000160	XP_013593694.1, XP_013594020.1, XP_013596307.1	Aa_G620370.h1.t1
OG0000160	XP_013620594.1	Aa_G307400.h1.t1
OG0000160	XP_013623185.1	Aa_G194510.h1.t1
OG0000160	XP_013622891.1	Aa_G490420.h1.t1
OG0000160	XP_013588689.1	Aa_G21590.h1.t1
OG0000160	XP_013605622.1	Aa_G41590.h1.t1
OG0000161	XP_013590257.1, XP_013634477.1, XP_013596540.1, XP_013629354.1, XP_013633375.1, XP_013623931.1, XP_013617985.1, XP_013594823.1, XP_013589523.1, XP_013617577.1, XP_013601466.1, XP_013614570.1, XP_013639108.1, XP_013594310.1, XP_013633134.1, XP_013596556.1, XP_013620116.1, XP_013597400.1, XP_013596880.1, XP_013589543.1, XP_013632434.1, XP_013614848.1, XP_013614295.1, XP_013623774.1, XP_013635594.1, XP_013594993.1, XP_013589552.1, XP_013632694.1, XP_013583922.1, XP_013589494.1, XP_013627570.1, XP_013603224.1, XP_013617805.1, XP_013594696.1, XP_013583368.1, XP_013585516.1, XP_013585404.1, XP_013595479.1, XP_013604163.1, XP_013600898.1, XP_013601527.1, XP_013610632.1, XP_013607945.1, XP_013626459.1, XP_013608455.1, XP_013607573.1, XP_013633426.1, XP_013595063.1, XP_013631266.1, XP_013635056.1, XP_013588975.1, XP_013603863.1, XP_013634391.1, XP_013601756.1	Aa_G172360.h1.t1
OG0000162	XP_013622310.1	Aa_G851370.h1.t1
OG0000162	XP_013632580.1, XP_013603682.1	Aa_G363640.h1.t1
OG0000163	XP_013594459.1, XP_013617598.1	Aa_G308560.h1.t1, Aa_G366470.h1.t1, Aa_G589080.h1.t1
OG0000164	XP_013601300.1, XP_013631642.1, XP_013632921.1, XP_013601351.1, XP_013632922.1	Aa_G1007810.h1.t1, Aa_G1080960.h1.t1
OG0000166	XP_013617261.1	Aa_G792200.h1.t1
OG0000166	XP_013590790.1	Aa_G98930.h1.t1, Aa_G98910.h1.t1
OG0000169	XP_013601108.1, XP_013588901.1	Aa_G296310.h1.t1
OG0000170	XP_013634565.1	Aa_G48820.h1.t1
OG0000170	XP_013635992.1	Aa_G16090.h1.t1, Aa_G569190.h1.t1, Aa_G569190.h2.t1, Aa_G569190.h3.t1
OG0000170	XP_013635050.1	Aa_G16110.h1.t1
OG0000170	XP_013635072.1	Aa_G16040.h1.t1
OG0000171	XP_013613316.1	Aa_G134060.h1.t1
OG0000171	XP_013606344.1	Aa_G135580.h1.t1
OG0000171	XP_013599341.1	Aa_G70150.h1.t1
OG0000171	XP_013621604.1, XP_013606619.1	Aa_G580840.h1.t1
OG0000171	XP_013617767.1, XP_013622635.1, XP_013638468.1	Aa_G24370.h1.t1
OG0000171	XP_013600456.1, XP_013639325.1	Aa_G2000.h1.t1
OG0000173	XP_013597272.1, XP_013639133.1	Aa_G139550.h1.t1, Aa_G187970.h1.t1, Aa_G187960.h1.t1
OG0000174	XP_013607562.1, XP_013639173.1	Aa_G311760.h4.t1, Aa_G311760.h7.t1, Aa_G311760.h3.t1, Aa_G311760.h1.t1, Aa_G311760.h5.t1, Aa_G311760.h2.t1, Aa_G311760.h6.t1
OG0000175	XP_013598255.1	Aa_G101710.h1.t1
OG0000175	XP_013590286.1	Aa_G473510.h1.t1, Aa_G473510.h2.t1
OG0000175	XP_013606379.1	Aa_G193050.h1.t1
OG0000175	XP_013636373.1	Aa_G535890.h1.t1
OG0000175	XP_013614377.1	Aa_G775400.h2.t1, Aa_G453040.h2.t1
OG0000175	XP_013622329.1	Aa_G775400.h1.t1
OG0000176	XP_013589651.1	Aa_G21020.h1.t1
OG0000176	XP_013619769.1	Aa_G319560.h1.t1
OG0000176	XP_013590800.1, XP_013590659.1	Aa_G595900.h1.t1
OG0000177	XP_013596163.1	Aa_G60820.h1.t1, Aa_G835800.h1.t1
OG0000177	XP_013603483.1, XP_013600018.1, XP_013604478.1, XP_013604477.1	Aa_G86910.h1.t1
OG0000177	XP_013638957.1	Aa_G507530.h1.t1
OG0000178	XP_013606260.1, XP_013606263.1	Aa_G320630.h1.t1
OG0000179	XP_013585069.1, XP_013610785.1	Aa_G323330.h1.t1
OG0000182	XP_013601717.1	Aa_G77300.h1.t1, Aa_G394610.h1.t1, Aa_G394570.h1.t1, Aa_G299160.h1.t1
OG0000182	XP_013621200.1	Aa_G22640.h1.t1, Aa_G167450.h1.t1
OG0000183	XP_013591852.1	Aa_G505900.h1.t1
OG0000183	XP_013628825.1	Aa_G562480.h1.t1
OG0000183	XP_013591791.1	Aa_G88530.h1.t1
OG0000183	XP_013620684.1, XP_013628208.1	Aa_G337660.h1.t1
OG0000183	XP_013599699.1	Aa_G9100.h1.t1
OG0000188	XP_013610704.1	Aa_G606990.h1.t1
OG0000188	XP_013635235.1, XP_013594335.1	Aa_G4330.h1.t1
OG0000189	XP_013629002.1, XP_013604425.1, XP_013594142.1, XP_013584461.1, XP_013584411.1, XP_013598034.1	Aa_G514660.h1.t1, Aa_G459730.h1.t1
OG0000189	XP_013602023.1	Aa_G266390.h1.t1
OG0000191	XP_013607937.1, XP_013639525.1, XP_013624910.1, XP_013639513.1, XP_013589120.1, XP_013613560.1, XP_013639535.1, XP_013632863.1, XP_013617204.1, XP_013639530.1, XP_013607683.1, XP_013617084.1, XP_013624425.1, XP_013601720.1, XP_013583342.1, XP_013617742.1, XP_013639676.1, XP_013633455.1, XP_013608352.1, XP_013595004.1, XP_013608294.1, XP_013589192.1, XP_013634745.1, XP_013616975.1, XP_013628601.1, XP_013594724.1, XP_013601284.1	Aa_G26980.h1.t1
OG0000192	XP_013590640.1, XP_013602583.1, XP_013590873.1	Aa_G43430.h1.t1, Aa_G420330.h1.t1, Aa_G184310.h1.t1, Aa_G457510.h1.t1
OG0000193	XP_013583418.1	Aa_G484150.h1.t1
OG0000195	XP_013596123.1	Aa_G230200.h1.t1
OG0000195	XP_013623836.1, XP_013587159.1, XP_013584619.1, XP_013584319.1, XP_013628002.1	Aa_G376620.h1.t1
OG0000196	XP_013632231.1	Aa_G185160.h1.t1
OG0000196	XP_013595078.1	Aa_G229810.h1.t1
OG0000197	XP_013614095.1	Aa_G403160.h1.t1
OG0000197	XP_013591070.1	Aa_G674860.h1.t1
OG0000198	XP_013593772.1	Aa_G278170.h1.t1
OG0000198	XP_013601824.1	Aa_G272200.h1.t1
OG0000198	XP_013584621.1	Aa_G222150.h1.t1, Aa_G222160.h2.t1, Aa_G222160.h1.t1
OG0000199	XP_013601305.1, XP_013628081.1	Aa_G123140.h1.t1, Aa_G191220.h1.t1, Aa_G284830.h1.t1
OG0000200	XP_013626397.1	Aa_G37370.h1.t1
OG0000201	XP_013617778.1	Aa_G427530.h1.t1, Aa_G703190.h1.t1, Aa_G900640.h1.t1, Aa_G337650.h1.t1, Aa_G556890.h1.t1, Aa_G455950.h1.t1, Aa_G38170.h1.t1, Aa_G297100.h1.t1, Aa_G254320.h1.t1, Aa_G734460.h1.t1, Aa_G210530.h1.t1, Aa_G528940.h1.t1, Aa_G155140.h1.t1, Aa_G400980.h1.t1, Aa_G182270.h1.t1, Aa_G869430.h1.t1, Aa_G906580.h1.t1, Aa_G584490.h1.t1, Aa_G17470.h1.t1, Aa_G947170.h1.t1, Aa_G319500.h1.t1, Aa_G265330.h1.t1, Aa_G473070.h1.t1, Aa_G989440.h1.t1, Aa_G818390.h1.t1, Aa_G802560.h1.t1, Aa_G412130.h1.t1, Aa_G2010.h1.t1, Aa_G502040.h1.t1, Aa_G630690.h1.t1, Aa_G177480.h1.t1, Aa_G350550.h1.t1, Aa_G46410.h1.t1, Aa_G106600.h1.t1, Aa_G634980.h1.t1, Aa_G907240.h1.t1
OG0000203	XP_013588854.1	Aa_G526150.h1.t1
OG0000203	XP_013589366.1	Aa_G367660.h1.t1, Aa_G835690.h1.t1
OG0000203	XP_013591322.1, XP_013632132.1, XP_013632130.1	Aa_G526230.h1.t1
OG0000203	XP_013615611.1, XP_013589365.1, XP_013589367.1	Aa_G526180.h1.t1
OG0000210	XP_013632427.1	Aa_G175290.h1.t1
OG0000210	XP_013632426.1	Aa_G175300.h1.t1
OG0000210	XP_013636352.1	Aa_G573270.h1.t1, Aa_G208950.h1.t1, Aa_G77230.h1.t1, Aa_G208970.h1.t1, Aa_G208980.h1.t1
OG0000211	XP_013638242.1	Aa_G327140.h1.t1, Aa_G58530.h1.t1, Aa_G971390.h1.t1, Aa_G147740.h1.t1, Aa_G985700.h1.t1, Aa_G580420.h1.t1, Aa_G407980.h1.t1, Aa_G246870.h1.t1, Aa_G467930.h1.t1, Aa_G7930.h1.t1
OG0000211	XP_013638238.1	Aa_G947060.h1.t1, Aa_G318020.h1.t1, Aa_G980420.h1.t1, Aa_G682580.h1.t1, Aa_G1008030.h1.t1, Aa_G623540.h1.t1, Aa_G1009350.h1.t1, Aa_G897220.h1.t1, Aa_G911310.h1.t1, Aa_G739800.h1.t1, Aa_G926270.h1.t1, Aa_G771910.h2.t1, Aa_G771910.h1.t1, Aa_G224780.h1.t1, Aa_G52990.h1.t1, Aa_G499920.h1.t1, Aa_G272810.h1.t1, Aa_G135900.h1.t1, Aa_G91380.h1.t1, Aa_G285490.h1.t1
OG0000214	XP_013614046.1	Aa_G843970.h1.t1
OG0000216	XP_013617487.1	Aa_G389410.h1.t1
OG0000216	XP_013620094.1	Aa_G57040.h1.t1
OG0000216	XP_013601679.1	Aa_G373050.h1.t1
OG0000219	XP_013638627.1, XP_013584165.1, XP_013633401.1, XP_013639375.1	Aa_G30010.h1.t1, Aa_G48860.h1.t1
OG0000219	XP_013601505.1	Aa_G632000.h1.t1, Aa_G584620.h1.t1
OG0000222	XP_013632777.1, XP_013628848.1	Aa_G878030.h1.t1
OG0000227	XP_013635901.1, XP_013623209.1	Aa_G216090.h1.t1, Aa_G333250.h1.t1
OG0000230	XP_013614700.1, XP_013614702.1	Aa_G175750.h1.t1, Aa_G175760.h1.t1
OG0000230	XP_013604629.1	Aa_G175820.h1.t1, Aa_G175780.h1.t1, Aa_G284870.h1.t1, Aa_G175830.h1.t1
OG0000232	XP_013639400.1	Aa_G193030.h1.t1
OG0000233	XP_013610418.1	Aa_G471610.h1.t1
OG0000233	XP_013619195.1, XP_013616049.1, XP_013627166.1, XP_013626870.1	Aa_G529880.h1.t1, Aa_G471590.h1.t1, Aa_G471600.h1.t1
OG0000233	XP_013616047.1, XP_013610081.1	Aa_G471620.h1.t1
OG0000234	XP_013601559.1	Aa_G685240.h1.t1
OG0000236	XP_013592345.1	Aa_G384940.h1.t1
OG0000238	XP_013592340.1, XP_013620214.1	Aa_G417160.h1.t1
OG0000238	XP_013620218.1	Aa_G271400.h1.t1, Aa_G412920.h1.t1
OG0000238	XP_013603021.1	Aa_G367300.h1.t1, Aa_G367290.h1.t1
OG0000241	XP_013593118.1, XP_013611429.1	Aa_G213370.h1.t1
OG0000241	XP_013607002.1	Aa_G974580.h1.t1, Aa_G257180.h1.t1
OG0000241	XP_013626139.1	Aa_G257190.h1.t1
OG0000242	XP_013610078.1, XP_013619870.1	Aa_G129860.h1.t1, Aa_G129870.h1.t1, Aa_G269360.h1.t1
OG0000242	XP_013597142.1, XP_013619903.1	Aa_G40840.h1.t1
OG0000243	XP_013627014.1	Aa_G223790.h1.t1
OG0000244	XP_013607462.1	Aa_G189060.h1.t1
OG0000246	XP_013627399.1	Aa_G25270.h1.t1
OG0000246	XP_013623426.1	Aa_G25290.h1.t1
OG0000246	XP_013631718.1, XP_013631294.1	Aa_G25260.h1.t1
OG0000246	XP_013632346.1, XP_013634416.1	Aa_G25280.h1.t1
OG0000247	XP_013585184.1	Aa_G462040.h1.t1
OG0000248	XP_013589629.1	Aa_G174720.h1.t1
OG0000249	XP_013589199.1	Aa_G614100.h1.t1
OG0000250	XP_013611497.1	Aa_G221240.h1.t1
OG0000251	XP_013618605.1	Aa_G276750.h1.t1
OG0000251	XP_013614872.1	Aa_G636090.h1.t1
OG0000251	XP_013627194.1	Aa_G69130.h1.t1
OG0000251	XP_013612265.1	Aa_G636080.h1.t1
OG0000251	XP_013599442.1	Aa_G636100.h1.t1, Aa_G346220.h1.t1, Aa_G346200.h1.t1
OG0000252	XP_013610505.1	Aa_G74580.h1.t1, Aa_G145140.h1.t1
OG0000252	XP_013615523.1	Aa_G129400.h1.t1
OG0000252	XP_013618014.1	Aa_G129410.h1.t1
OG0000252	XP_013616477.1, XP_013618016.1, XP_013593877.1, XP_013593879.1	Aa_G129390.h1.t1
OG0000253	XP_013616125.1	Aa_G403550.h1.t1
OG0000253	XP_013610944.1, XP_013632476.1	Aa_G40300.h1.t1
OG0000254	XP_013596367.1, XP_013615005.1	Aa_G355590.h1.t1
OG0000254	XP_013603491.1	Aa_G353530.h1.t1, Aa_G448600.h1.t1, Aa_G355570.h1.t1, Aa_G355580.h1.t1
OG0000254	XP_013588223.1, XP_013615250.1	Aa_G353520.h1.t1
OG0000257	XP_013591590.1	Aa_G281760.h1.t1, Aa_G281770.h1.t1
OG0000259	XP_013613953.1, XP_013615249.1	Aa_G399280.h1.t1
OG0000260	XP_013598774.1	Aa_G113520.h1.t1, Aa_G65830.h1.t1
OG0000260	XP_013639488.1	Aa_G374910.h1.t1
OG0000261	XP_013617107.1	Aa_G337640.h1.t1
OG0000269	XP_013625891.1	Aa_G550740.h1.t1, Aa_G620130.h1.t1, Aa_G550750.h1.t1
OG0000269	XP_013629589.1	Aa_G318700.h1.t1, Aa_G318690.h1.t1
OG0000269	XP_013634861.1, XP_013637342.1, XP_013637340.1	Aa_G651390.h1.t1, Aa_G199710.h1.t1
OG0000270	XP_013633244.1	Aa_G367860.h1.t1, Aa_G298260.h1.t1, Aa_G262890.h1.t1
OG0000270	XP_013624992.1, XP_013611661.1	Aa_G357180.h1.t1
OG0000273	XP_013610647.1	Aa_G195000.h1.t1, Aa_G82400.h1.t1
OG0000273	XP_013639748.1	Aa_G513830.h1.t1
OG0000274	XP_013639566.1, XP_013624163.1	Aa_G77030.h1.t1
OG0000276	XP_013632842.1	Aa_G997690.h1.t1
OG0000277	XP_013608148.1	Aa_G137830.h1.t1, Aa_G137830.h2.t1, Aa_G696850.h2.t1, Aa_G238260.h3.t1
OG0000277	XP_013613860.1	Aa_G696850.h3.t1
OG0000277	XP_013583664.1, XP_013595589.1, XP_013600559.1	Aa_G238260.h4.t1, Aa_G696850.h4.t1, Aa_G637510.h1.t1, Aa_G137830.h4.t1
OG0000279	XP_013613451.1	Aa_G278950.h1.t1, Aa_G122080.h1.t1
OG0000279	XP_013593806.1	Aa_G736560.h2.t1, Aa_G736560.h1.t1
OG0000283	XP_013627872.1	Aa_G298720.h1.t1, Aa_G484440.h1.t1, Aa_G654900.h1.t1
OG0000283	XP_013633516.1, XP_013603321.1	Aa_G373470.h1.t1
OG0000284	XP_013633451.1, XP_013624961.1, XP_013594877.1, XP_013594874.1, XP_013639524.1, XP_013608291.1, XP_013594763.1, XP_013608168.1, XP_013639681.1, XP_013617496.1, XP_013617018.1, XP_013632826.1, XP_013588953.1, XP_013616930.1	Aa_G13620.h1.t1
OG0000285	XP_013598049.1	Aa_G58940.h1.t1
OG0000285	XP_013583493.1, XP_013601945.1, XP_013598493.1, XP_013604992.1	Aa_G438370.h1.t1
OG0000285	XP_013591187.1	Aa_G321560.h1.t1, Aa_G301510.h1.t1
OG0000286	XP_013633416.1, XP_013633415.1, XP_013633414.1	Aa_G340620.h1.t1
OG0000286	XP_013583416.1, XP_013586481.1, XP_013583423.1	Aa_G136990.h1.t1
OG0000286	XP_013600951.1	Aa_G652770.h1.t1
OG0000289	XP_013635361.1	Aa_G201920.h1.t1, Aa_G183780.h1.t1, Aa_G208770.h1.t1, Aa_G258130.h1.t1
OG0000290	XP_013607661.1, XP_013599293.1	Aa_G135610.h1.t1
OG0000290	XP_013633180.1	Aa_G688850.h1.t1
OG0000291	XP_013615102.1	Aa_G142370.h1.t1, Aa_G27380.h1.t1, Aa_G27360.h1.t1
OG0000291	XP_013635937.1, XP_013630824.1	Aa_G681660.h1.t1
OG0000292	XP_013624333.1, XP_013639386.1, XP_013632606.1, XP_013639423.1, XP_013639539.1, XP_013594984.1, XP_013589072.1, XP_013594814.1, XP_013601216.1, XP_013625423.1, XP_013601608.1, XP_013624244.1, XP_013608022.1	Aa_G209590.h1.t1
OG0000294	XP_013616802.1, XP_013619747.1	Aa_G421160.h1.t1, Aa_G421160.h2.t1
OG0000295	XP_013592539.1	Aa_G332200.h1.t1
OG0000295	XP_013628407.1, XP_013624173.1	Aa_G285200.h1.t1
OG0000295	XP_013624172.1	Aa_G285210.h1.t1
OG0000296	XP_013609630.1	Aa_G650690.h1.t1, Aa_G650690.h2.t1
OG0000296	XP_013620395.1, XP_013620391.1, XP_013618644.1, XP_013620392.1, XP_013620394.1, XP_013608277.1	Aa_G848610.h1.t1
OG0000298	XP_013592782.1, XP_013592451.1	Aa_G260280.h1.t1
OG0000301	XP_013602649.1, XP_013603566.1, XP_013602650.1, XP_013635448.1, XP_013635214.1, XP_013610690.1	Aa_G553550.h1.t1
OG0000304	XP_013632374.1	Aa_G222500.h1.t1
OG0000304	XP_013627237.1, XP_013626278.1	Aa_G728720.h1.t1
OG0000304	XP_013636622.1	Aa_G219570.h1.t1
OG0000306	XP_013629410.1, XP_013614382.1, XP_013613717.1, XP_013589249.1	Aa_G109980.h1.t1, Aa_G682460.h2.t1, Aa_G682460.h1.t1
OG0000307	XP_013607544.1	Aa_G592420.h1.t1
OG0000307	XP_013607543.1	Aa_G366320.h1.t1
OG0000308	XP_013595949.1, XP_013619444.1	Aa_G219510.h1.t1, Aa_G219520.h1.t1, Aa_G520320.h1.t1, Aa_G520310.h1.t1
OG0000312	XP_013632576.1, XP_013585945.1	Aa_G466720.h1.t1
OG0000313	XP_013588264.1, XP_013616005.1	Aa_G195760.h1.t1
OG0000314	XP_013624554.1	Aa_G1055220.h2.t1, Aa_G1055220.h1.t1, Aa_G205300.h1.t1
OG0000316	XP_013637964.1, XP_013628842.1, XP_013628844.1, XP_013628845.1, XP_013628846.1, XP_013588112.1, XP_013587370.1	Aa_G140380.h1.t1
OG0000318	XP_013588656.1	Aa_G293710.h1.t1, Aa_G265690.h1.t1
OG0000318	XP_013584529.1	Aa_G1039270.h1.t1, Aa_G1039270.h2.t1, Aa_G30130.h1.t1
OG0000318	XP_013602632.1	Aa_G286220.h1.t1, Aa_G286200.h1.t1
OG0000321	XP_013628373.1	Aa_G180990.h2.t1, Aa_G164530.h2.t1, Aa_G180990.h1.t1
OG0000322	XP_013583839.1, XP_013597326.1, XP_013616452.1	Aa_G452090.h1.t1
OG0000322	XP_013624759.1	Aa_G541100.h1.t1, Aa_G541110.h1.t1
OG0000323	XP_013588752.1, XP_013587884.1	Aa_G366540.h1.t1
OG0000323	XP_013592591.1	Aa_G10250.h1.t1
OG0000323	XP_013600024.1	Aa_G278510.h1.t1, Aa_G750500.h1.t1
OG0000325	XP_013638562.1, XP_013605539.1, XP_013603309.1	Aa_G477760.h1.t1
OG0000325	XP_013634837.1, XP_013627258.1, XP_013634788.1	Aa_G700850.h1.t1
OG0000326	XP_013610372.1, XP_013614925.1, XP_013629132.1, XP_013624164.1	Aa_G665880.h1.t1, Aa_G442040.h1.t1
OG0000327	XP_013624421.1	Aa_G505230.h1.t1
OG0000329	XP_013605281.1, XP_013605279.1	Aa_G408720.h1.t1
OG0000329	XP_013610362.1, XP_013610358.1, XP_013635077.1, XP_013635170.1	Aa_G365280.h1.t1
OG0000330	XP_013590898.1, XP_013590516.1	Aa_G10200.h1.t1, Aa_G579240.h1.t1
OG0000330	XP_013588250.1, XP_013589502.1, XP_013590614.1, XP_013590374.1, XP_013590664.1, XP_013618931.1	Aa_G10210.h1.t1
OG0000330	XP_013585022.1	Aa_G278470.h1.t1
OG0000331	XP_013629475.1, XP_013611648.1	Aa_G46660.h1.t1
OG0000331	XP_013629139.1, XP_013613847.1	Aa_G53610.h1.t1
OG0000331	XP_013630077.1	Aa_G159770.h1.t1
OG0000331	XP_013637320.1	Aa_G593400.h1.t1
OG0000332	XP_013607236.1, XP_013606280.1, XP_013634004.1	Aa_G597960.h1.t1
OG0000332	XP_013606253.1, XP_013607362.1	Aa_G589850.h1.t1
OG0000336	XP_013608922.1	Aa_G229600.h1.t1, Aa_G151440.h1.t1, Aa_G516410.h3.t1, Aa_G160960.h2.t1, Aa_G57030.h3.t1, Aa_G160960.h3.t1, Aa_G516410.h2.t1, Aa_G160960.h1.t1, Aa_G516410.h1.t1, Aa_G57030.h2.t1, Aa_G57030.h1.t1
OG0000339	XP_013622863.1	Aa_G310980.h1.t1
OG0000339	XP_013595085.1	Aa_G455040.h1.t1
OG0000341	XP_013610407.1, XP_013609445.1	Aa_G255150.h1.t1, Aa_G184290.h1.t1
OG0000341	XP_013619802.1	Aa_G33370.h1.t1
OG0000341	XP_013596331.1, XP_013589028.1	Aa_G75970.h1.t1, Aa_G258440.h1.t1
OG0000343	XP_013624416.1, XP_013632357.1, XP_013628397.1, XP_013594965.1, XP_013607748.1, XP_013632809.1, XP_013617024.1, XP_013632029.1, XP_013594432.1, XP_013601134.1, XP_013624538.1, XP_013589484.1, XP_013615549.1, XP_013607830.1, XP_013601207.1, XP_013608425.1, XP_013624791.1, XP_013624420.1, XP_013624666.1	Aa_G131680.h1.t1, Aa_G38580.h1.t1, Aa_G510.h1.t1, Aa_G232320.h1.t1, Aa_G60.h1.t1, Aa_G136370.h1.t1, Aa_G628120.h1.t1, Aa_G106590.h1.t1
OG0000344	XP_013601852.1	Aa_G732520.h1.t1
OG0000344	XP_013615461.1, XP_013611358.1	Aa_G542150.h1.t1
OG0000345	XP_013619714.1	Aa_G359930.h1.t1
OG0000345	XP_013587167.1, XP_013602022.1, XP_013600499.1	Aa_G341210.h1.t1
OG0000346	XP_013590573.1	Aa_G14260.h1.t1
OG0000346	XP_013600603.1	Aa_G14220.h1.t1
OG0000347	XP_013600562.1, XP_013587671.1	Aa_G291140.h1.t1
OG0000349	XP_013620734.1	Aa_G550820.h1.t1
OG0000350	XP_013626949.1, XP_013584917.1, XP_013584915.1, XP_013584959.1, XP_013584919.1, XP_013584886.1, XP_013584707.1, XP_013589790.1, XP_013591347.1	Aa_G95490.h1.t1, Aa_G95470.h1.t1, Aa_G334830.h1.t1, Aa_G244000.h1.t1
OG0000351	XP_013585077.1	Aa_G5620.h1.t1
OG0000355	XP_013619932.1, XP_013621272.1, XP_013619937.1	Aa_G338300.h1.t1
OG0000356	XP_013632078.1, XP_013633252.1, XP_013632081.1	Aa_G405250.h1.t1
OG0000356	XP_013603506.1, XP_013622609.1	Aa_G592710.h1.t1
OG0000356	XP_013604125.1	Aa_G559040.h1.t1, Aa_G446800.h1.t1, Aa_G446810.h1.t1
OG0000356	XP_013624031.1	Aa_G559030.h1.t1
