Orthogroup	Brassica_oleracea	Rorippa_islandica
OG0000069	XP_013617969.1, XP_013590488.1, XP_013609088.1	Roisl.0209s0754.1.p, Roisl.0004s0031.1.p, Roisl.0209s0663.1.p, Roisl.0115s0002.1.p
OG0000069	XP_013594576.1	Roisl.0019s0342.1.p
OG0000069	XP_013615731.1, XP_013634820.1	Roisl.0055s0038.1.p
OG0000070	XP_013620477.1, XP_013596659.1, XP_013610618.1	Roisl.0021s0078.1.p, Roisl.0011s0203.1.p, Roisl.0011s0205.1.p
OG0000070	XP_013628560.1	Roisl.0007s0115.1.p
OG0000070	XP_013591920.1, XP_013588434.1, XP_013616229.1	Roisl.0004s0297.1.p
OG0000073	XP_013617021.1, XP_013632987.1, XP_013607595.1, XP_013632443.1, XP_013633273.1, XP_013600985.1	Roisl.0045s0095.1.p, Roisl.0005s0073.1.p
OG0000073	XP_013595150.1, XP_013591014.1	Roisl.0041s0046.1.p
OG0000073	XP_013624740.1	Roisl.0210s1691.1.p, Roisl.0046s0358.1.p
OG0000074	XP_013608398.1, XP_013624867.1, XP_013631241.1, XP_013624893.1, XP_013633311.1, XP_013639745.1, XP_013601329.1, XP_013601105.1	Roisl.0054s0034.1.p
OG0000075	XP_013596173.1, XP_013602527.1, XP_013622394.1, XP_013618964.1, XP_013619645.1	Roisl.0214s0076.1.p
OG0000075	XP_013596175.1	Roisl.0001s0515.1.p, Roisl.0002s0267.1.p, Roisl.0002s0266.1.p, Roisl.0001s0513.1.p
OG0000076	XP_013598018.1	Roisl.0115s0707.1.p
OG0000077	XP_013613462.1	Roisl.0012s0354.1.p
OG0000077	XP_013623925.1, XP_013617650.1	Roisl.0005s0356.1.p, Roisl.0005s0357.1.p, Roisl.0005s0358.1.p, Roisl.0005s0330.1.p, Roisl.0213s0591.1.p, Roisl.0213s0589.1.p
OG0000077	XP_013630204.1	Roisl.0214s0808.1.p
OG0000077	XP_013619910.1	Roisl.0011s0232.1.p, Roisl.0011s0236.1.p, Roisl.0011s0227.1.p, Roisl.0011s0212.1.p, Roisl.0011s0224.1.p, Roisl.0011s0218.1.p
OG0000077	XP_013594901.1	Roisl.0011s0230.1.p, Roisl.0214s0216.1.p, Roisl.0011s0228.1.p, Roisl.0011s0225.1.p, Roisl.0011s0220.1.p, Roisl.0011s0216.1.p, Roisl.0011s0221.1.p, Roisl.0011s0226.1.p, Roisl.0011s0219.1.p
OG0000077	XP_013586946.1	Roisl.0214s0806.1.p
OG0000078	XP_013595132.1	Roisl.0016s0321.1.p
OG0000078	XP_013621006.1, XP_013626763.1, XP_013621468.1, XP_013621008.1, XP_013616647.1, XP_013627003.1	Roisl.0210s1509.1.p, Roisl.0210s1512.1.p, Roisl.0210s1510.1.p, Roisl.0210s1507.1.p, Roisl.0210s1503.1.p, Roisl.0210s1513.1.p
OG0000079	XP_013624776.1	Roisl.0006s0141.1.p
OG0000079	XP_013624775.1, XP_013594486.1	Roisl.0001s0523.1.p, Roisl.0115s0647.1.p, Roisl.0006s0142.1.p
OG0000081	XP_013607575.1	Roisl.0206s0028.1.p, Roisl.0036s0071.1.p, Roisl.0209s0160.1.p, Roisl.0038s0020.1.p, Roisl.0020s0165.1.p
OG0000081	XP_013635812.1, XP_013585220.1, XP_013616683.1	Roisl.0184s0010.1.p, Roisl.0010s0050.1.p, Roisl.0003s0246.1.p, Roisl.0031s0106.1.p, Roisl.0001s0536.1.p, Roisl.0050s0003.1.p
OG0000081	XP_013589430.1, XP_013632723.1, XP_013589214.1, XP_013617738.1	Roisl.0046s0697.1.p
OG0000082	XP_013598864.1	Roisl.0020s0081.1.p
OG0000082	XP_013617490.1, XP_013594652.1, XP_013617421.1, XP_013622886.1, XP_013607528.1	Roisl.0020s0102.1.p
OG0000083	XP_013632891.1	Roisl.0012s0356.1.p
OG0000083	XP_013615528.1, XP_013632421.1, XP_013594773.1, XP_013623993.1, XP_013615154.1, XP_013639771.1	Roisl.0209s0532.1.p
OG0000084	XP_013617169.1, XP_013637133.1	Roisl.0214s0736.1.p
OG0000086	XP_013634315.1	Roisl.0214s0709.1.p
OG0000086	XP_013590467.1	Roisl.0024s0030.1.p, Roisl.0209s0075.1.p
OG0000089	XP_013598457.1	Roisl.0210s2052.1.p
OG0000089	XP_013629292.1, XP_013629087.1, XP_013629400.1	Roisl.0024s0139.1.p
OG0000089	XP_013637001.1, XP_013636732.1	Roisl.0082s0748.1.p
OG0000089	XP_013611442.1	Roisl.0210s0950.1.p
OG0000089	XP_013620476.1, XP_013612217.1, XP_013598244.1	Roisl.0012s0263.1.p
OG0000089	XP_013592047.1	Roisl.0004s0314.1.p
OG0000090	XP_013617680.1	Roisl.0041s0056.1.p, Roisl.0184s0229.1.p
OG0000091	XP_013593337.1	Roisl.0209s0420.1.p
OG0000091	XP_013612192.1	Roisl.0209s0418.1.p
OG0000091	XP_013624484.1, XP_013628392.1	Roisl.0209s0427.1.p
OG0000091	XP_013627653.1, XP_013607358.1	Roisl.0070s0019.1.p, Roisl.0210s1772.1.p, Roisl.0210s1773.1.p
OG0000091	XP_013631070.1	Roisl.0214s0193.1.p
OG0000091	XP_013629254.1	Roisl.0209s0428.1.p
OG0000092	XP_013594390.1	Roisl.0082s0460.1.p, Roisl.0201s0004.1.p, Roisl.0214s0045.1.p, Roisl.0012s0243.1.p, Roisl.0066s0385.1.p, Roisl.0204s0106.1.p
OG0000092	XP_013607846.1	Roisl.0210s0404.1.p
OG0000092	XP_013632688.1, XP_013589338.1, XP_013628198.1, XP_013601272.1	Roisl.0004s0347.1.p, Roisl.0015s0053.1.p, Roisl.0191s0468.1.p, Roisl.0032s0098.1.p
OG0000095	XP_013631674.1	Roisl.0214s0044.1.p, Roisl.0214s0043.1.p
OG0000095	XP_013633256.1, XP_013635632.1, XP_013632293.1, XP_013633255.1	Roisl.0214s0042.1.p
OG0000095	XP_013635569.1, XP_013637583.1	Roisl.0027s0067.1.p, Roisl.0214s0005.1.p, Roisl.0214s0003.1.p, Roisl.0214s0031.1.p, Roisl.0214s0037.1.p
OG0000096	XP_013627644.1	Roisl.0001s0531.1.p, Roisl.0074s0979.1.p
OG0000096	XP_013631403.1	Roisl.0029s0028.1.p, Roisl.0046s0939.1.p, Roisl.0046s0941.1.p, Roisl.0046s0938.1.p, Roisl.0046s0937.1.p
OG0000097	XP_013617946.1, XP_013624642.1, XP_013608000.1, XP_013583464.1, XP_013614438.1, XP_013617683.1, XP_013623805.1	Roisl.0185s0004.1.p, Roisl.0063s0044.1.p
OG0000097	XP_013607815.1	Roisl.0043s0036.1.p
OG0000097	XP_013624040.1	Roisl.0012s0401.1.p, Roisl.0058s0018.1.p
OG0000097	XP_013617557.1	Roisl.0027s0116.1.p, Roisl.0195s0007.1.p
OG0000097	XP_013624596.1, XP_013639752.1, XP_013607814.1, XP_013616934.1, XP_013594384.1	Roisl.0185s0061.1.p
OG0000097	XP_013617736.1, XP_013617871.1, XP_013594585.1, XP_013589353.1, XP_013594463.1, XP_013624341.1, XP_013607669.1, XP_013628130.1, XP_013617462.1, XP_013608559.1, XP_013639404.1, XP_013607934.1, XP_013632746.1, XP_013624369.1, XP_013617955.1, XP_013632695.1, XP_013628948.1, XP_013617529.1, XP_013589455.1, XP_013617906.1, XP_013594536.1, XP_013639667.1, XP_013589280.1, XP_013626528.1	Roisl.0188s0003.1.p, Roisl.0021s0644.1.p
OG0000097	XP_013633046.1, XP_013624764.1, XP_013588870.1	Roisl.0014s0145.1.p, Roisl.0189s0105.1.p, Roisl.0064s0025.1.p
OG0000097	XP_013624168.1	Roisl.0038s0046.1.p
OG0000098	XP_013614188.1, XP_013615334.1	Roisl.0050s0022.1.p, Roisl.0050s0026.1.p, Roisl.0050s0027.1.p
OG0000098	XP_013617934.1	Roisl.0006s0130.1.p, Roisl.0066s0082.1.p
OG0000100	XP_013606369.1	Roisl.0214s0639.1.p
OG0000100	XP_013611228.1, XP_013611226.1, XP_013608605.1	Roisl.0214s0220.1.p
OG0000100	XP_013608606.1, XP_013613878.1	Roisl.0209s0720.1.p
OG0000102	XP_013623936.1, XP_013623935.1, XP_013599827.1, XP_013584794.1	Roisl.0082s0306.1.p
OG0000105	XP_013604666.1	Roisl.0210s0842.1.p
OG0000105	XP_013622332.1, XP_013635280.1	Roisl.0214s0850.1.p
OG0000105	XP_013610278.1, XP_013626377.1	Roisl.0213s0408.1.p
OG0000105	XP_013607642.1	Roisl.0008s0046.1.p
OG0000105	XP_013610280.1	Roisl.0006s0566.1.p
OG0000106	XP_013632067.1, XP_013583432.1, XP_013601660.1, XP_013627752.1, XP_013623769.1, XP_013639850.1, XP_013601846.1, XP_013589425.1, XP_013608108.1, XP_013617814.1, XP_013601674.1, XP_013601356.1, XP_013639677.1, XP_013614231.1, XP_013633210.1, XP_013614876.1	Roisl.0046s0419.1.p
OG0000106	XP_013626361.1, XP_013633356.1	Roisl.0021s0082.1.p, Roisl.0046s1283.1.p, Roisl.0082s0473.1.p
OG0000107	XP_013623726.1	Roisl.0115s0324.1.p, Roisl.0115s0323.1.p
OG0000107	XP_013639727.1	Roisl.0115s0429.1.p
OG0000107	XP_013602900.1	Roisl.0115s0325.1.p
OG0000108	XP_013617448.1, XP_013629514.1, XP_013636515.1, XP_013636180.1	Roisl.0017s0109.1.p
OG0000108	XP_013623319.1	Roisl.0209s0353.1.p
OG0000108	XP_013587485.1	Roisl.0074s0792.1.p
OG0000108	XP_013611822.1, XP_013629368.1, XP_013620685.1	Roisl.0210s0691.1.p
OG0000108	XP_013629201.1, XP_013608560.1, XP_013586823.1	Roisl.0074s0053.1.p
OG0000109	XP_013638689.1, XP_013623052.1	Roisl.0194s0008.1.p
OG0000110	XP_013632718.1, XP_013617720.1, XP_013629722.1, XP_013624329.1, XP_013583298.1, XP_013591282.1, XP_013624880.1, XP_013615431.1, XP_013617746.1, XP_013632608.1, XP_013632635.1, XP_013594937.1, XP_013621386.1	Roisl.0040s0028.1.p
OG0000110	XP_013600964.1, XP_013609595.1, XP_013639169.1, XP_013617798.1, XP_013624429.1, XP_013594148.1, XP_013639536.1, XP_013589681.1, XP_013639703.1	Roisl.0023s0016.1.p, Roisl.0184s0022.1.p
OG0000111	XP_013597065.1, XP_013591106.1, XP_013610702.1, XP_013624096.1, XP_013585759.1, XP_013603466.1, XP_013588950.1, XP_013594866.1, XP_013594868.1, XP_013594869.1, XP_013594861.1, XP_013594864.1, XP_013624024.1	Roisl.0210s2207.1.p, Roisl.0013s0027.1.p
OG0000114	XP_013594356.1	Roisl.0195s0034.1.p, Roisl.0082s0484.1.p
OG0000114	XP_013633405.1, XP_013624241.1, XP_013589657.1, XP_013589469.1, XP_013632515.1, XP_013633094.1, XP_013632993.1, XP_013624646.1	Roisl.0053s0064.1.p
OG0000117	XP_013603462.1, XP_013584900.1, XP_013586910.1	Roisl.0191s0189.1.p
OG0000117	XP_013596256.1	Roisl.0191s0200.1.p
OG0000117	XP_013600043.1, XP_013600044.1, XP_013600879.1, XP_013600539.1, XP_013600042.1, XP_013610363.1	Roisl.0191s0196.1.p
OG0000118	XP_013615575.1	Roisl.0053s0176.1.p, Roisl.0053s0177.1.p, Roisl.0053s0178.1.p, Roisl.0012s0130.1.p, Roisl.0023s0087.1.p, Roisl.0023s0086.1.p, Roisl.0017s0203.1.p, Roisl.0017s0206.1.p
OG0000119	XP_013608315.1	Roisl.0080s0250.1.p
OG0000119	XP_013633270.1	Roisl.0082s0489.1.p, Roisl.0208s0010.1.p, Roisl.0021s0512.1.p, Roisl.0209s0263.1.p, Roisl.0209s0256.1.p, Roisl.0209s0258.1.p
OG0000122	XP_013623477.1, XP_013616987.1	Roisl.0080s0688.1.p
OG0000122	XP_013610314.1	Roisl.0080s0694.1.p
OG0000122	XP_013620024.1	Roisl.0080s0684.1.p
OG0000123	XP_013601093.1, XP_013601095.1, XP_013601096.1, XP_013601117.1, XP_013601094.1, XP_013601092.1, XP_013601091.1	Roisl.0214s0314.1.p, Roisl.0214s0313.1.p, Roisl.0214s0312.1.p
OG0000124	XP_013592971.1, XP_013639063.1, XP_013596613.1, XP_013639511.1	Roisl.0011s0204.1.p
OG0000125	XP_013605923.1	Roisl.0091s1034.1.p
OG0000125	XP_013590329.1	Roisl.0013s0044.1.p
OG0000125	XP_013589967.1	Roisl.0006s0236.1.p, Roisl.0006s0238.1.p, Roisl.0006s0239.1.p
OG0000125	XP_013605120.1	Roisl.0213s0753.1.p
OG0000125	XP_013625710.1	Roisl.0115s0481.1.p, Roisl.0115s0480.1.p
OG0000126	XP_013631823.1	Roisl.0021s0393.1.p, Roisl.0208s0044.1.p, Roisl.0208s0042.1.p, Roisl.0020s0136.1.p
OG0000126	XP_013614845.1	Roisl.0213s0712.1.p, Roisl.0045s0077.1.p, Roisl.0191s0553.1.p, Roisl.0014s0046.1.p, Roisl.0191s0552.1.p
OG0000126	XP_013594845.1	Roisl.0075s0113.1.p
OG0000127	XP_013606602.1, XP_013625682.1	Roisl.0210s1950.1.p
OG0000127	XP_013605053.1, XP_013636203.1	Roisl.0046s1343.1.p
OG0000127	XP_013606787.1	Roisl.0080s0276.1.p
OG0000127	XP_013631988.1, XP_013631825.1, XP_013622502.1	Roisl.0082s0645.1.p
OG0000128	XP_013589380.1	Roisl.0019s0649.1.p
OG0000128	XP_013590480.1	Roisl.0018s0036.1.p, Roisl.0018s0037.1.p
OG0000128	XP_013592532.1	Roisl.0018s0038.1.p
OG0000129	XP_013617087.1	Roisl.0022s0002.1.p, Roisl.0022s0001.1.p
OG0000129	XP_013618060.1, XP_013620235.1	Roisl.0080s0056.1.p, Roisl.0080s0057.1.p, Roisl.0204s0037.1.p, Roisl.0204s0045.1.p, Roisl.0189s0223.1.p
OG0000130	XP_013624099.1	Roisl.0027s0125.1.p
OG0000132	XP_013605673.1, XP_013602151.1, XP_013602872.1, XP_013605672.1, XP_013603171.1, XP_013603836.1, XP_013603745.1, XP_013603252.1	Roisl.0046s1480.1.p
OG0000134	XP_013629019.1, XP_013586604.1	Roisl.0214s0845.1.p, Roisl.0214s0851.1.p
OG0000134	XP_013628701.1	Roisl.0195s0021.1.p
OG0000136	XP_013624671.1	Roisl.0082s0010.1.p
OG0000136	XP_013615529.1	Roisl.0213s0730.1.p
OG0000136	XP_013583358.1	Roisl.0047s0075.1.p, Roisl.0213s0757.1.p, Roisl.0008s0036.1.p, Roisl.0075s0023.1.p, Roisl.0209s0530.1.p, Roisl.0111s0005.1.p, Roisl.0008s0128.1.p
OG0000137	XP_013627427.1, XP_013619494.1	Roisl.0080s0797.1.p, Roisl.0080s0796.1.p
OG0000137	XP_013606365.1, XP_013619272.1	Roisl.0080s0795.1.p
OG0000137	XP_013617004.1	Roisl.0080s0802.1.p
OG0000137	XP_013618766.1, XP_013610172.1, XP_013610274.1	Roisl.0080s0798.1.p
OG0000137	XP_013626781.1	Roisl.0080s0799.1.p
OG0000137	XP_013608191.1	Roisl.0080s0800.1.p
OG0000138	XP_013627674.1	Roisl.0209s0397.1.p, Roisl.0209s0398.1.p, Roisl.0209s0399.1.p, Roisl.0189s0215.1.p
OG0000140	XP_013626157.1, XP_013607733.1	Roisl.0047s0081.1.p
OG0000140	XP_013632059.1	Roisl.0210s1920.1.p, Roisl.0188s0133.1.p, Roisl.0019s0384.1.p, Roisl.0047s0080.1.p, Roisl.0046s0059.1.p, Roisl.0083s0051.1.p, Roisl.0201s0007.1.p, Roisl.0214s0279.1.p, Roisl.0002s0129.1.p, Roisl.0011s0081.1.p
OG0000140	XP_013633408.1, XP_013589418.1, XP_013624084.1, XP_013613653.1	Roisl.0066s0405.1.p
OG0000141	XP_013613822.1	Roisl.0002s0275.1.p
OG0000141	XP_013638907.1	Roisl.0006s0330.1.p
OG0000141	XP_013592465.1	Roisl.0021s0319.1.p
OG0000141	XP_013608625.1	Roisl.0010s0063.1.p, Roisl.0010s0064.1.p
OG0000143	XP_013594840.1	Roisl.0012s0100.1.p, Roisl.0214s0209.1.p
OG0000143	XP_013607980.1, XP_013601158.1, XP_013614771.1, XP_013601234.1, XP_013632794.1	Roisl.0071s0002.1.p
OG0000143	XP_013632910.1, XP_013589207.1, XP_013624703.1, XP_013632577.1, XP_013632712.1, XP_013624745.1, XP_013607795.1, XP_013639469.1, XP_013624288.1, XP_013633322.1, XP_013632491.1, XP_013614182.1, XP_013594402.1, XP_013614207.1, XP_013615522.1, XP_013615454.1, XP_013617043.1	Roisl.0019s0075.1.p
OG0000145	YP_004927512.1	Roisl.0214s0507.1.p, Roisl.0015s0191.1.p, Roisl.0031s0042.1.p
OG0000145	XP_013633189.1	Roisl.0194s0017.1.p, Roisl.0066s0159.1.p, Roisl.0066s0400.1.p, Roisl.0029s0077.1.p, Roisl.0023s0028.1.p, Roisl.0023s0027.1.p, Roisl.0041s0060.1.p, Roisl.0204s0120.1.p, Roisl.0057s0005.1.p, Roisl.0066s0003.1.p, Roisl.0045s0074.1.p, Roisl.0179s0008.1.p, Roisl.0209s0723.1.p, Roisl.0214s0229.1.p, Roisl.0209s0505.1.p, Roisl.0022s0052.1.p, Roisl.0027s0099.1.p, Roisl.0008s0022.1.p, Roisl.0184s0097.1.p, Roisl.0204s0142.1.p, Roisl.0051s0055.1.p, Roisl.0055s0004.1.p, Roisl.0194s0059.1.p, Roisl.0210s2066.1.p
OG0000145	XP_013608044.1	Roisl.0209s0009.1.p
OG0000148	XP_013639002.1, XP_013624368.1, XP_013596978.1, XP_013596422.1, XP_013594383.1	Roisl.0013s0175.1.p
OG0000148	XP_013624720.1	Roisl.0210s1505.1.p
OG0000151	XP_013634717.1	Roisl.0027s0100.1.p
OG0000151	XP_013604669.1, XP_013588671.1, XP_013634847.1	Roisl.0046s1506.1.p
OG0000151	XP_013635814.1	Roisl.0046s1505.1.p
OG0000151	XP_013636124.1	Roisl.0017s0307.1.p
OG0000151	XP_013635718.1	Roisl.0046s1504.1.p
OG0000151	XP_013602835.1	Roisl.0046s1329.1.p
OG0000151	XP_013630873.1	Roisl.0017s0076.1.p
OG0000151	XP_013611475.1	Roisl.0210s1053.1.p
OG0000153	XP_013633570.1	Roisl.0209s0522.1.p, Roisl.0082s0712.1.p
OG0000153	XP_013634388.1, XP_013633705.1, XP_013632650.1, XP_013634362.1	Roisl.0033s0089.1.p, Roisl.0046s0659.1.p, Roisl.0204s0152.1.p, Roisl.0033s0087.1.p
OG0000153	XP_013625223.1, XP_013631616.1	Roisl.0082s0715.1.p
OG0000153	XP_013622088.1	Roisl.0082s0714.1.p
OG0000153	XP_013602954.1, XP_013600678.1	Roisl.0091s1020.1.p
OG0000153	XP_013599857.1	Roisl.0091s1018.1.p
OG0000153	XP_013632108.1, XP_013614184.1	Roisl.0082s0718.1.p, Roisl.0082s0719.1.p
OG0000155	XP_013624270.1, XP_013633228.1	Roisl.0055s0068.1.p
OG0000158	XP_013624637.1	Roisl.0020s0089.1.p
OG0000158	XP_013603971.1, XP_013584343.1	Roisl.0191s0244.1.p
OG0000158	XP_013619699.1, XP_013619830.1	Roisl.0214s0665.1.p, Roisl.0214s0661.1.p
OG0000159	XP_013632529.1, XP_013639545.1	Roisl.0029s0024.1.p
OG0000160	XP_013611416.1, XP_013597841.1	Roisl.0066s0007.1.p
OG0000160	XP_013593694.1, XP_013594020.1, XP_013596307.1	Roisl.0003s0027.1.p
OG0000160	XP_013620594.1	Roisl.0080s0566.1.p
OG0000160	XP_013623185.1	Roisl.0214s0132.1.p
OG0000160	XP_013622891.1	Roisl.0185s0093.1.p
OG0000160	XP_013588689.1	Roisl.0115s0111.1.p
OG0000160	XP_013605622.1	Roisl.0051s0034.1.p
OG0000162	XP_013622310.1	Roisl.0028s0711.1.p
OG0000162	XP_013632580.1	Roisl.0028s0709.1.p
OG0000163	XP_013594506.1, XP_013624576.1, XP_013617214.1, XP_013601100.1, XP_013617732.1, XP_013628010.1, XP_013632739.1, XP_013629509.1, XP_013607872.1, XP_013594504.1, XP_013594429.1, XP_013607809.1, XP_013639492.1	Roisl.0061s0012.1.p
OG0000164	XP_013601300.1, XP_013631642.1, XP_013632921.1, XP_013601351.1, XP_013632922.1	Roisl.0022s0021.1.p
OG0000166	XP_013629197.1	Roisl.0019s0845.1.p
OG0000166	XP_013617261.1	Roisl.0204s0086.1.p
OG0000167	XP_013624265.1	Roisl.0115s0454.1.p
OG0000167	XP_013596046.1	Roisl.0053s0365.1.p
OG0000169	XP_013601108.1, XP_013588901.1	Roisl.0189s0134.1.p, Roisl.0189s0115.1.p, Roisl.0006s0266.1.p, Roisl.0006s0267.1.p, Roisl.0009s0058.1.p, Roisl.0009s0099.1.p, Roisl.0066s0375.1.p
OG0000170	XP_013634565.1	Roisl.0018s0216.1.p
OG0000170	XP_013635992.1	Roisl.0035s0199.1.p
OG0000170	XP_013635993.1	Roisl.0035s0198.1.p
OG0000170	XP_013635050.1	Roisl.0023s0104.1.p
OG0000171	XP_013613316.1	Roisl.0031s0104.1.p
OG0000171	XP_013606344.1	Roisl.0050s0073.1.p
OG0000171	XP_013599341.1	Roisl.0066s0281.1.p
OG0000171	XP_013621604.1	Roisl.0080s0713.1.p
OG0000171	XP_013617767.1, XP_013622635.1, XP_013638468.1	Roisl.0079s0226.1.p, Roisl.0079s0225.1.p
OG0000171	XP_013600456.1, XP_013639325.1	Roisl.0022s0465.1.p
OG0000172	XP_013589603.1, XP_013589096.1, XP_013632860.1	Roisl.0046s1356.1.p
OG0000172	XP_013616864.1, XP_013608253.1	Roisl.0028s0565.1.p
OG0000173	XP_013639134.1, XP_013594296.1, XP_013638871.1, XP_013597272.1, XP_013639133.1	Roisl.0028s0555.1.p
OG0000173	XP_013639180.1, XP_013585255.1	Roisl.0041s0073.1.p
OG0000173	XP_013594067.1	Roisl.0210s1802.1.p, Roisl.0001s0420.1.p, Roisl.0008s0315.1.p
OG0000174	XP_013607562.1, XP_013639173.1	Roisl.0066s0013.1.p, Roisl.0082s0594.1.p
OG0000175	XP_013615623.1, XP_013598255.1, XP_013638007.1, XP_013591469.1	Roisl.0019s0487.1.p, Roisl.0191s0187.1.p
OG0000175	XP_013606531.1	Roisl.0210s1168.1.p
OG0000176	XP_013627621.1	Roisl.0039s0061.1.p
OG0000177	XP_013596163.1	Roisl.0049s0035.1.p
OG0000177	XP_013593246.1	Roisl.0007s0001.1.p
OG0000177	XP_013587048.1, XP_013638009.1	Roisl.0049s0037.1.p
OG0000177	XP_013594710.1	Roisl.0189s0081.1.p
OG0000178	XP_013606260.1, XP_013606263.1	Roisl.0082s0204.1.p
OG0000178	XP_013626923.1	Roisl.0082s0206.1.p
OG0000178	XP_013624075.1	Roisl.0082s0205.1.p
OG0000178	XP_013627503.1	Roisl.0082s0207.1.p
OG0000178	XP_013618562.1	Roisl.0082s0209.1.p, Roisl.0082s0208.1.p
OG0000178	XP_013610263.1, XP_013610612.1	Roisl.0184s0012.1.p
OG0000179	XP_013606916.1	Roisl.0214s0666.1.p
OG0000179	XP_013626388.1	Roisl.0214s0662.1.p, Roisl.0214s0689.1.p, Roisl.0214s0768.1.p, Roisl.0214s0758.1.p, Roisl.0214s0794.1.p, Roisl.0214s0685.1.p
OG0000180	XP_013588963.1, XP_013632498.1, XP_013594404.1, XP_013632710.1, XP_013608180.1, XP_013615527.1, XP_013594431.1, XP_013589381.1	Roisl.0214s0836.1.p, Roisl.0025s0085.1.p
OG0000182	XP_013601717.1	Roisl.0046s1327.1.p
OG0000182	XP_013621200.1	Roisl.0018s0428.1.p, Roisl.0020s0176.1.p, Roisl.0018s0427.1.p, Roisl.0020s0170.1.p
OG0000182	XP_013617645.1, XP_013617121.1	Roisl.0017s0371.1.p, Roisl.0017s0367.1.p
OG0000183	XP_013591852.1	Roisl.0024s0013.1.p, Roisl.0064s0038.1.p
OG0000183	XP_013631799.1	Roisl.0209s0513.1.p
OG0000185	XP_013617945.1, XP_013619324.1, XP_013620145.1	Roisl.0024s0123.1.p
OG0000185	XP_013597874.1, XP_013597872.1	Roisl.0074s0700.1.p
OG0000186	XP_013632549.1, XP_013637228.1	Roisl.0209s0643.1.p
OG0000188	XP_013610704.1	Roisl.0210s0897.1.p
OG0000189	XP_013629002.1, XP_013604425.1, XP_013594142.1, XP_013584461.1, XP_013584411.1, XP_013598034.1	Roisl.0066s0143.1.p
OG0000189	XP_013611367.1	Roisl.0001s0111.1.p
OG0000191	XP_013617660.1, XP_013639580.1, XP_013624150.1, XP_013594457.1, XP_013583321.1, XP_013607557.1	Roisl.0008s0027.1.p, Roisl.0214s0145.1.p, Roisl.0194s0043.1.p
OG0000192	XP_013590640.1, XP_013602583.1, XP_013590873.1	Roisl.0021s0468.1.p
OG0000192	XP_013597957.1	Roisl.0021s0465.1.p
OG0000193	XP_013585027.1	Roisl.0013s0218.1.p
OG0000193	XP_013583418.1	Roisl.0209s0180.1.p, Roisl.0213s0478.1.p, Roisl.0213s0477.1.p
OG0000194	XP_013639584.1, XP_013594575.1, XP_013617508.1, XP_013617388.1, XP_013617422.1, XP_013633200.1, XP_013617681.1, XP_013588985.1, XP_013624871.1, XP_013601263.1, XP_013601155.1, XP_013613864.1, XP_013614865.1, XP_013624530.1, XP_013614638.1, XP_013624817.1, XP_013594565.1, XP_013617314.1, XP_013617467.1, XP_013601265.1, XP_013617762.1, XP_013617775.1, XP_013614090.1, XP_013639755.1, XP_013617876.1, XP_013588977.1, XP_013594502.1, XP_013639563.1, XP_013617504.1, XP_013594875.1, XP_013614632.1, XP_013614663.1, XP_013614913.1, XP_013633334.1, XP_013628799.1, XP_013589574.1, XP_013629057.1, XP_013601334.1, XP_013624879.1, XP_013632907.1, XP_013608095.1, XP_013627017.1, XP_013608174.1, XP_013623947.1, XP_013632990.1, XP_013624188.1, XP_013607988.1, XP_013632711.1, XP_013639504.1, XP_013639687.1, XP_013624768.1, XP_013624557.1, XP_013601250.1, XP_013633242.1, XP_013639626.1	Roisl.0049s0017.1.p, Roisl.0075s0133.1.p
OG0000195	XP_013594316.1	Roisl.0214s0365.1.p
OG0000195	XP_013623836.1	Roisl.0013s0004.1.p, Roisl.0080s0275.1.p
OG0000195	XP_013584619.1, XP_013584319.1, XP_013628002.1	Roisl.0008s0051.1.p
OG0000196	XP_013590778.1	Roisl.0009s0078.1.p, Roisl.0009s0045.1.p
OG0000196	XP_013632231.1	Roisl.0066s0322.1.p
OG0000196	XP_013595078.1	Roisl.0009s0047.1.p, Roisl.0009s0053.1.p
OG0000197	XP_013615432.1	Roisl.0064s0036.1.p
OG0000197	XP_013591070.1	Roisl.0091s0346.1.p
OG0000197	XP_013614096.1	Roisl.0091s0345.1.p, Roisl.0091s0344.1.p, Roisl.0091s0343.1.p
OG0000198	XP_013601824.1	Roisl.0007s0637.1.p
OG0000199	XP_013601305.1, XP_013628081.1	Roisl.0082s0445.1.p, Roisl.0082s0444.1.p, Roisl.0020s0058.1.p
OG0000200	XP_013587517.1, XP_013639109.1, XP_013603884.1, XP_013600986.1	Roisl.0091s0810.1.p
OG0000200	XP_013627439.1	Roisl.0213s0164.1.p
OG0000200	XP_013639466.1	Roisl.0213s0214.1.p
OG0000200	XP_013603075.1, XP_013587514.1, XP_013584831.1	Roisl.0091s0809.1.p
OG0000201	XP_013617778.1	Roisl.0066s0324.1.p
OG0000203	XP_013588854.1	Roisl.0026s0064.1.p
OG0000203	XP_013589366.1	Roisl.0026s0053.1.p
OG0000203	XP_013591322.1, XP_013632132.1, XP_013632130.1	Roisl.0026s0056.1.p
OG0000203	XP_013615611.1, XP_013589365.1, XP_013589367.1	Roisl.0026s0058.1.p
OG0000209	XP_013594256.1	Roisl.0046s1202.1.p, Roisl.0007s0706.1.p
OG0000209	XP_013584290.1	Roisl.0210s0893.1.p, Roisl.0210s0751.1.p
OG0000209	XP_013597375.1	Roisl.0210s1801.1.p
