Orthogroup	Brassica_oleracea	Euclidium_syriacum
OG0000084	XP_013617169.1, XP_013637133.1	ESY14_g20372_DN1_SP0_c0.t1
OG0000086	XP_013635533.1, XP_013589268.1	ESY8_g59458_DN3_SP0_c0.t1
OG0000086	XP_013634315.1	ESY10_g14581_DN2_SP0_c0.t1, ESY12_g50856_DN3_SP0_c0.t1
OG0000086	XP_013633763.1	ESY10_g14582_DN1_SP0_c0.t1
OG0000086	XP_013588679.1	ESY2_g35232_DN2_SP0_c0.t1
OG0000089	XP_013598457.1	ESY6_g50131_DN3_SP8_c0.t1
OG0000089	XP_013637001.1, XP_013636732.1	ESY8_g58764_DN3_SP8_c0.t1, ESY8_g58767_DN3_SP0_c0.t1, ESY8_g58770_DN3_SP0_c0.t1
OG0000089	XP_013611442.1	ESY7_g18326_DN3_SP8_c0.t1
OG0000089	XP_013620476.1, XP_013612217.1, XP_013598244.1	ESY7_g16559_DN3_SP8_c0.t1
OG0000089	XP_013592047.1	ESY2_g34829_DN3_SP8_c0.t1
OG0000090	XP_013617680.1	ESY4_g22476_DN1_SP0_c0.t1, ESY1_g10304_DN2_SP0_c0.t1, ESY9_g44839_DN1_SP0_c0.t1, ESY15_g64509_DN2_SP0_c0.t1, ESY4_g22477_DN2_SP0_c0.t1, ESY4_g26657_DN1_SP0_c0.t1
OG0000090	XP_013601350.1, XP_013583304.1, XP_013639396.1, XP_013589414.1, XP_013594235.1, XP_013631714.1, XP_013631210.1, XP_013609373.1	ESY26_g42317_DN1_SP0_c0.t1, ESY3_g30048_DN2_SP0_c0.t1, ESY2_g35989_DN3_SP0_c0.t1, ESY7_g17919_DN1_SP0_c0.t1, ESY6_g48406_DN3_SP0_c0.t1, ESY4_g24790_DN3_SP0_c0.t1, ESY6_g47216_DN3_SP0_c0.t1, ESY1_g12432_DN3_SP0_c0.t1, ESY2_g36671_DN2_SP0_c0.t1, ESY1_g7918_DN1_SP0_c0.t1, ESY8_g60387_DN3_SP0_c0.t1
OG0000095	XP_013631674.1	ESY3_g31037_DN3_SP0_c0.t1, ESY3_g31041_DN2_SP0_c0.t1
OG0000095	XP_013635569.1, XP_013637583.1	ESY3_g31038_DN1_SP0_c0.t1
OG0000096	XP_013631403.1	ESY3_g29685_DN2_SP0_c0.t1
OG0000097	XP_013617946.1, XP_013624642.1, XP_013608000.1, XP_013583464.1, XP_013614438.1, XP_013617683.1, XP_013623805.1	ESY49_g12647_DN2_SP0_c0.t1, ESY21_g55569_DN2_SP0_c0.t1
OG0000097	XP_013607815.1, XP_013624040.1	ESY10_g15554_DN1_SP0_c0.t1
OG0000098	XP_013614188.1, XP_013615334.1	ESY11_g53834_DN2_SP0_c0.t1
OG0000098	XP_013617934.1	ESY9_g43933_DN2_SP0_c0.t1, ESY1_g10333_DN2_SP0_c0.t1, ESY7_g17569_DN3_SP0_c0.t1
OG0000100	XP_013606369.1, XP_013611228.1, XP_013611226.1, XP_013608605.1, XP_013608606.1, XP_013613878.1, XP_013607667.1, XP_013611728.1	ESY1_g11939_DN1_SP0_c0.t1
OG0000101	XP_013589176.1, XP_013589271.1, XP_013624507.1, XP_013617829.1, XP_013624934.1, XP_013610927.1, XP_013583311.1, XP_013632868.1, XP_013617801.1, XP_013610406.1, XP_013624005.1, XP_013619420.1, XP_013583402.1, XP_013589621.1, XP_013623791.1, XP_013589094.1, XP_013628656.1, XP_013617674.1, XP_013624184.1, XP_013613615.1, XP_013594545.1, XP_013624641.1, XP_013619135.1, XP_013589292.1, XP_013604948.1, XP_013632998.1, XP_013639602.1, XP_013617812.1, XP_013589208.1, XP_013633393.1, XP_013624245.1, XP_013608320.1, XP_013607798.1, XP_013624505.1, XP_013632493.1	ESY13_g57677_DN1_SP0_c0.t1
OG0000102	XP_013619912.1	ESY7_g16537_DN2_SP0_c0.t1
OG0000105	XP_013584232.1, XP_013624802.1	ESY3_g32066_DN2_SP0_c100.t1
OG0000105	XP_013622332.1, XP_013635280.1	ESY6_g49439_DN2_SP0_c0.t1
OG0000105	XP_013610280.1	ESY3_g32007_DN1_SP0_c0.t1, ESY7_g17046_DN1_SP0_c0.t1
OG0000107	XP_013635068.1, XP_013624257.1, XP_013623726.1, XP_013637869.1, XP_013586700.1, XP_013638671.1, XP_013615032.1, XP_013583762.1, XP_013639727.1, XP_013602900.1	ESY4_g23035_DN3_SP0_c29.t1
OG0000109	XP_013638689.1, XP_013623052.1	ESY9_g44457_DN2_SP0_c0.t1
OG0000109	XP_013607861.1, XP_013583419.1, XP_013639649.1, XP_013615002.1, XP_013594821.1, XP_013633807.1, XP_013594521.1, XP_013597172.1, XP_013595200.1, XP_013607995.1	ESY26_g42254_DN3_SP0_c0.t1, ESY15_g65580_DN3_SP0_c0.t1
OG0000110	XP_013632718.1, XP_013617720.1, XP_013629722.1, XP_013624329.1, XP_013583298.1, XP_013591282.1, XP_013624880.1, XP_013615431.1, XP_013617746.1, XP_013632608.1, XP_013632635.1, XP_013594937.1, XP_013621386.1	ESY9_g43985_DN3_SP0_c0.t1
OG0000114	XP_013594356.1	ESY1_g8019_DN3_SP0_c0.t1, ESY1_g9122_DN3_SP0_c0.t1, ESY3_g29866_DN2_SP0_c0.t1, ESY1_g6559_DN2_SP0_c10.t1, ESY1_g8020_DN3_SP0_c0.t1, ESY12_g51930_DN3_SP0_c0.t1, ESY1_g11590_DN2_SP0_c0.t1, ESY2_g38712_DN2_SP0_c0.t1
OG0000116	XP_013624699.1, XP_013614960.1, XP_013617705.1, XP_013624600.1, XP_013590002.1, XP_013624601.1, XP_013619242.1, XP_013610162.1, XP_013615166.1, XP_013617423.1, XP_013617165.1, XP_013637479.1, XP_013594379.1, XP_013594380.1, XP_013617424.1, XP_013584766.1, XP_013636250.1, XP_013626247.1, XP_013615167.1, XP_013615592.1, XP_013589668.1, XP_013594376.1	ESY13_g57384_DN2_SP0_c0.t1, ESY9_g43004_DN2_SP0_c0.t1, ESY2_g38543_DN3_SP0_c0.t1, ESY17_g39177_DN3_SP0_c0.t1, ESY1_g6907_DN3_SP0_c10.t1, ESY13_g57117_DN3_SP0_c0.t1
OG0000116	XP_013595263.1	ESY11_g52709_DN3_SP0_c0.t1, ESY21_g55780_DN2_SP0_c0.t1
OG0000116	XP_013590735.1, XP_013613772.1, XP_013615531.1, XP_013611137.1, XP_013616308.1, XP_013635892.1	ESY11_g52731_DN3_SP0_c0.t1, ESY21_g55783_DN3_SP0_c0.t1, ESY17_g39178_DN3_SP0_c0.t1, ESY17_g40097_DN3_SP0_c0.t1, ESY3_g28062_DN3_SP0_c0.t1
OG0000116	XP_013589055.1	ESY11_g53666_DN2_SP0_c0.t1
OG0000117	XP_013586913.1	ESY11_g54277_DN1_SP0_c0.t1
OG0000117	XP_013603462.1, XP_013584900.1, XP_013586910.1	ESY5_g2024_DN3_SP0_c0.t1
OG0000118	XP_013615575.1	ESY3_g32056_DN2_SP0_c0.t1, ESY3_g32354_DN2_SP0_c0.t1
OG0000118	XP_013624158.1	ESY5_g4941_DN1_SP0_c0.t1, ESY12_g51410_DN2_SP0_c0.t1, ESY7_g18694_DN2_SP0_c0.t1, ESY5_g3801_DN1_SP0_c0.t1
OG0000119	XP_013617470.1, XP_013608315.1	ESY6_g48892_DN3_SP0_c5.t1, ESY9_g42653_DN3_SP0_c4.t1
OG0000119	XP_013608442.1, XP_013608409.1, XP_013608411.1	ESY1_g9438_DN3_SP0_c57.t1, ESY4_g24785_DN3_SP0_c0.t1
OG0000120	XP_013624773.1	ESY1_g8024_DN2_SP0_c0.t1
OG0000120	XP_013624240.1, XP_013589656.1, XP_013632633.1, XP_013624750.1, XP_013635458.1, XP_013601019.1, XP_013613934.1, XP_013633096.1, XP_013617967.1, XP_013589165.1	ESY1_g8023_DN1_SP0_c0.t1
OG0000122	XP_013627567.1, XP_013627609.1, XP_013623864.1	ESY10_g15010_DN3_SP0_c0.t1
OG0000122	XP_013623863.1	ESY2_g36290_DN3_SP0_c0.t1
OG0000123	XP_013601093.1, XP_013601095.1, XP_013601096.1, XP_013601117.1, XP_013601094.1, XP_013601092.1, XP_013601091.1, XP_013623897.1, XP_013623898.1	ESY1_g10062_DN3_SP0_c100.t1, ESY1_g10061_DN3_SP0_c100.t1, ESY6_g49574_DN2_SP0_c100.t1
OG0000125	XP_013590329.1	ESY2_g37202_DN3_SP0_c14.t1
OG0000125	XP_013589967.1	ESY1_g12339_DN3_SP0_c5.t1
OG0000127	XP_013606602.1, XP_013625682.1	ESY6_g48978_DN3_SP0_c0.t1, ESY6_g48979_DN3_SP0_c0.t1
OG0000127	XP_013589314.1	ESY3_g30941_DN1_SP0_c0.t1
OG0000127	XP_013605053.1, XP_013636203.1	ESY3_g30943_DN3_SP0_c0.t1, ESY1_g11076_DN3_SP0_c0.t1
OG0000127	XP_013606787.1	ESY6_g48851_DN3_SP0_c0.t1
OG0000127	XP_013622502.1	ESY8_g58880_DN2_SP0_c0.t1
OG0000128	XP_013589380.1, XP_013604943.1, XP_013591144.1, XP_013591210.1, XP_013590480.1, XP_013592532.1	ESY1_g11245_DN1_SP0_c0.t1
OG0000129	XP_013584094.1	ESY2_g34340_DN2_SP0_c0.t1, ESY7_g18677_DN3_SP0_c0.t1, ESY9_g43047_DN3_SP0_c0.t1, ESY9_g43049_DN3_SP0_c0.t1
OG0000129	XP_013618060.1, XP_013620235.1	ESY6_g49428_DN3_SP0_c0.t1
OG0000130	XP_013624099.1, XP_013613741.1	ESY1_g9827_DN1_SP0_c0.t1
OG0000130	XP_013617154.1, XP_013632614.1, XP_013624994.1, XP_013608101.1	ESY23_g219_DN2_SP0_c0.t1
OG0000137	XP_013627427.1, XP_013619494.1	ESY1_g10590_DN2_SP0_c0.t1, ESY6_g48021_DN2_SP0_c38.t1
OG0000137	XP_013617004.1	ESY1_g10587_DN2_SP0_c0.t1
OG0000140	XP_013639461.1, XP_013626157.1, XP_013607733.1, XP_013632059.1, XP_013632418.1, XP_013607651.1, XP_013625901.1, XP_013617175.1, XP_013632542.1, XP_013601664.1, XP_013633197.1, XP_013633408.1, XP_013589418.1, XP_013624084.1, XP_013613653.1	ESY10_g15894_DN2_SP0_c0.t1
OG0000141	XP_013638907.1	ESY5_g3820_DN1_SP0_c0.t1
OG0000141	XP_013600631.1	ESY5_g3790_DN3_SP0_c0.t1, ESY8_g59143_DN2_SP0_c0.t1
OG0000141	XP_013606827.1, XP_013605896.1	ESY2_g33647_DN2_SP0_c0.t1, ESY2_g33651_DN2_SP0_c0.t1
OG0000141	XP_013608625.1	ESY6_g49757_DN3_SP0_c0.t1, ESY6_g49766_DN1_SP0_c0.t1, ESY6_g49768_DN3_SP0_c0.t1, ESY6_g49777_DN3_SP0_c0.t1, ESY6_g49767_DN3_SP0_c0.t1
OG0000148	XP_013639002.1, XP_013624368.1, XP_013596978.1, XP_013596422.1, XP_013594383.1	ESY8_g58470_DN2_SP0_c0.t1
OG0000148	XP_013627689.1	ESY5_g5279_DN1_SP0_c0.t1
OG0000148	XP_013624720.1	ESY8_g58410_DN2_SP0_c0.t1
OG0000148	XP_013591109.1	ESY2_g37391_DN2_SP0_c0.t1
OG0000150	XP_013601231.1, XP_013632727.1, XP_013614818.1, XP_013614604.1, XP_013615741.1, XP_013613827.1, XP_013614546.1, XP_013632902.1, XP_013614901.1, XP_013624434.1, XP_013608391.1, XP_013617259.1, XP_013624332.1, XP_013601916.1, XP_013613452.1, XP_013639256.1, XP_013612776.1, XP_013632644.1, XP_013594563.1, XP_013613740.1, XP_013607835.1	ESY3_g27873_DN2_SP0_c0.t1
OG0000151	XP_013636744.1, XP_013634717.1, XP_013604669.1, XP_013588671.1, XP_013634847.1, XP_013635814.1, XP_013636124.1, XP_013635718.1, XP_013602835.1, XP_013630873.1, XP_013611475.1	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1
OG0000153	XP_013634388.1, XP_013633705.1, XP_013632650.1, XP_013634362.1	ESY18_g63267_DN3_SP0_c0.t1
OG0000153	XP_013599857.1	ESY5_g4518_DN3_SP0_c32.t1
OG0000154	XP_013590342.1	ESY16_g61942_DN3_SP0_c0.t1, ESY16_g61938_DN2_SP0_c0.t1, ESY2_g37486_DN2_SP0_c0.t1
OG0000154	XP_013590343.1	ESY2_g37254_DN2_SP0_c0.t1
OG0000154	XP_013624978.1, XP_013589026.1, XP_013592184.1	ESY2_g37384_DN3_SP0_c0.t1, ESY2_g37454_DN1_SP0_c0.t1, ESY2_g37458_DN2_SP0_c0.t1
OG0000155	XP_013624178.1, XP_013632582.1, XP_013614460.1	ESY2_g38672_DN2_SP0_c0.t1
OG0000155	XP_013624270.1, XP_013633228.1	ESY2_g37015_DN1_SP0_c0.t1
OG0000155	XP_013608284.1, XP_013624937.1	ESY2_g33736_DN1_SP0_c0.t1, ESY5_g588_DN3_SP0_c0.t1, ESY3_g30556_DN1_SP0_c0.t1, ESY6_g48190_DN1_SP0_c0.t1
OG0000155	XP_013624792.1	ESY5_g3385_DN3_SP0_c0.t1, ESY9_g42729_DN2_SP0_c0.t1
OG0000155	XP_013607548.1	ESY5_g587_DN1_SP0_c0.t1, ESY18_g63061_DN1_SP0_c0.t1
OG0000157	XP_013595924.1	ESY5_g3516_DN1_SP0_c0.t1
OG0000157	XP_013594520.1	ESY16_g62073_DN3_SP0_c0.t1
OG0000158	XP_013624637.1	ESY4_g26040_DN3_SP0_c0.t1, ESY7_g18054_DN3_SP0_c0.t1, ESY12_g51000_DN3_SP0_c0.t1, ESY4_g26330_DN1_SP0_c0.t1, ESY4_g26326_DN2_SP0_c0.t1, ESY4_g26327_DN1_SP0_c0.t1, ESY8_g59062_DN2_SP0_c0.t1
OG0000158	XP_013619699.1, XP_013619830.1	ESY6_g49100_DN2_SP0_c0.t1
OG0000159	XP_013632529.1, XP_013639545.1	ESY9_g44960_DN3_SP0_c0.t1, ESY3_g27428_DN3_SP0_c0.t1
OG0000159	XP_013626943.1, XP_013601903.1, XP_013639346.1, XP_013601604.1, XP_013608115.1, XP_013583259.1, XP_013624677.1, XP_013631036.1, XP_013633354.1, XP_013635354.1, XP_013627323.1, XP_013589606.1, XP_013601241.1, XP_013608144.1, XP_013589335.1, XP_013617109.1, XP_013589370.1, XP_013594660.1	ESY5_g2337_DN3_SP0_c0.t1
OG0000160	XP_013611416.1, XP_013597841.1	ESY11_g54431_DN3_SP8_c0.t1
OG0000160	XP_013593694.1, XP_013594020.1, XP_013596307.1	ESY4_g24538_DN3_SP0_c0.t1
OG0000160	XP_013620594.1	ESY6_g48428_DN3_SP8_c0.t1
OG0000160	XP_013622891.1	ESY19_g42179_DN3_SP8_c0.t1
OG0000160	XP_013588689.1	ESY2_g36615_DN3_SP8_c6.t1
OG0000160	XP_013605622.1	ESY8_g59421_DN3_SP7_c0.t1
OG0000161	XP_013590257.1, XP_013634477.1, XP_013596540.1, XP_013629354.1, XP_013633375.1, XP_013623931.1, XP_013617985.1, XP_013594823.1, XP_013589523.1, XP_013617577.1, XP_013601466.1, XP_013614570.1, XP_013639108.1, XP_013594310.1, XP_013633134.1, XP_013596556.1, XP_013620116.1, XP_013597400.1, XP_013596880.1, XP_013589543.1, XP_013632434.1, XP_013614848.1, XP_013614295.1, XP_013623774.1, XP_013635594.1, XP_013594993.1, XP_013589552.1, XP_013632694.1, XP_013583922.1, XP_013589494.1, XP_013627570.1, XP_013603224.1, XP_013617805.1, XP_013594696.1, XP_013583368.1, XP_013585516.1, XP_013585404.1, XP_013595479.1, XP_013604163.1, XP_013600898.1, XP_013601527.1, XP_013610632.1, XP_013607945.1, XP_013626459.1, XP_013608455.1, XP_013607573.1, XP_013633426.1, XP_013595063.1, XP_013631266.1, XP_013635056.1, XP_013588975.1, XP_013603863.1, XP_013634391.1, XP_013601756.1	ESY11_g54524_DN2_SP0_c0.t1
OG0000162	XP_013622310.1	ESY20_g12799_DN3_SP0_c0.t1
OG0000162	XP_013632580.1	ESY20_g12795_DN3_SP0_c0.t1
OG0000163	XP_013594459.1, XP_013617598.1, XP_013623904.1, XP_013608217.1, XP_013607647.1, XP_013623409.1, XP_013617535.1, XP_013617458.1, XP_013594639.1, XP_013639725.1, XP_013594911.1, XP_013629211.1, XP_013639825.1, XP_013613873.1, XP_013639384.1, XP_013614093.1, XP_013624350.1, XP_013624337.1, XP_013588988.1	ESY8_g60272_DN2_SP0_c0.t1
OG0000163	XP_013614189.1, XP_013624890.1, XP_013632726.1, XP_013617570.1, XP_013594663.1, XP_013601173.1, XP_013607594.1, XP_013617542.1, XP_013639688.1, XP_013601393.1, XP_013624521.1, XP_013594422.1, XP_013624704.1, XP_013607957.1, XP_013624555.1, XP_013607976.1, XP_013617554.1, XP_013624648.1, XP_013607929.1, XP_013589158.1, XP_013589546.1, XP_013594506.1, XP_013624576.1, XP_013617214.1, XP_013601100.1, XP_013617732.1, XP_013628010.1, XP_013632739.1, XP_013629509.1, XP_013607872.1, XP_013594504.1, XP_013594429.1, XP_013607809.1, XP_013639492.1, XP_013608133.1, XP_013632947.1, XP_013588879.1, XP_013617541.1, XP_013624518.1, XP_013624548.1, XP_013617567.1, XP_013626749.1, XP_013601236.1, XP_013589309.1, XP_013608045.1, XP_013607981.1, XP_013607890.1, XP_013607682.1, XP_013617253.1, XP_013628280.1, XP_013624190.1, XP_013617489.1, XP_013631180.1, XP_013589175.1, XP_013613441.1, XP_013608039.1, XP_013617503.1	ESY10_g14513_DN2_SP0_c0.t1
OG0000164	XP_013614236.1, XP_013625012.1, XP_013615149.1, XP_013614363.1, XP_013631898.1, XP_013632773.1, XP_013624770.1, XP_013633111.1, XP_013632835.1, XP_013601300.1, XP_013631642.1, XP_013632921.1, XP_013601351.1, XP_013632922.1	ESY4_g22572_DN3_SP0_c0.t1
OG0000165	XP_013626959.1	ESY11_g54874_DN3_SP0_c0.t1, ESY11_g54875_DN3_SP0_c0.t1
OG0000167	XP_013639807.1, XP_013639803.1, XP_013639804.1, XP_013585306.1, XP_013585233.1, XP_013597344.1, XP_013624265.1, XP_013623345.1, XP_013594699.1, XP_013585251.1, XP_013596046.1	ESY2_g33553_DN2_SP0_c0.t1
OG0000169	XP_013601108.1, XP_013588901.1	ESY12_g51764_DN2_SP0_c0.t1, ESY12_g51769_DN2_SP0_c0.t1
OG0000169	XP_013624313.1	ESY12_g51768_DN3_SP0_c0.t1
OG0000170	XP_013633901.1, XP_013634565.1, XP_013635992.1, XP_013635993.1, XP_013635990.1, XP_013594236.1, XP_013635050.1, XP_013635072.1	ESY7_g16345_DN2_SP0_c0.t1
OG0000171	XP_013613316.1	ESY6_g47353_DN3_SP8_c0.t1
OG0000171	XP_013608966.1	ESY2_g33324_DN3_SP8_c0.t1
OG0000171	XP_013599341.1	ESY11_g53876_DN3_SP8_c0.t1
OG0000171	XP_013621604.1, XP_013606619.1	ESY6_g48165_DN3_SP8_c0.t1
OG0000171	XP_013617767.1, XP_013622635.1, XP_013638468.1	ESY3_g30785_DN3_SP8_c0.t1, ESY3_g30787_DN3_SP0_c0.t1
OG0000171	XP_013600456.1, XP_013639325.1	ESY4_g23864_DN3_SP6_c0.t1
OG0000172	XP_013589603.1, XP_013589096.1	ESY7_g18225_DN1_SP0_c0.t1
OG0000172	XP_013589544.1	ESY5_g3352_DN1_SP0_c0.t1
OG0000172	XP_013622608.1, XP_013633470.1, XP_013616864.1, XP_013608253.1, XP_013617212.1	ESY8_g59370_DN1_SP0_c0.t1, ESY3_g30908_DN2_SP0_c0.t1
OG0000173	XP_013639180.1, XP_013585255.1	ESY3_g31617_DN3_SP0_c0.t1
OG0000173	XP_013594067.1	ESY11_g54275_DN3_SP0_c0.t1, ESY4_g25827_DN2_SP0_c0.t1
OG0000174	XP_013607562.1, XP_013639173.1, XP_013612859.1, XP_013617082.1, XP_013633329.1	ESY11_g53584_DN1_SP0_c0.t1, ESY3_g28899_DN2_SP0_c0.t1, ESY4_g24612_DN2_SP0_c73.t1, ESY2_g38528_DN2_SP0_c0.t1, ESY19_g41722_DN3_SP0_c0.t1, ESY11_g53147_DN2_SP0_c3.t1
OG0000177	XP_013596163.1	ESY6_g48223_DN3_SP0_c93.t1
OG0000177	XP_013603483.1, XP_013600018.1, XP_013604478.1, XP_013604477.1	ESY6_g48224_DN3_SP0_c0.t1, ESY1_g11446_DN3_SP0_c0.t1
OG0000177	XP_013587048.1, XP_013638009.1	ESY1_g11444_DN3_SP0_c0.t1
OG0000177	XP_013638957.1	ESY1_g11445_DN3_SP0_c0.t1
OG0000177	XP_013594710.1	ESY8_g59786_DN2_SP0_c0.t1
OG0000179	XP_013626388.1	ESY2_g34066_DN3_SP0_c38.t1, ESY16_g61889_DN3_SP0_c12.t1, ESY2_g34050_DN2_SP0_c7.t1
OG0000182	XP_013601717.1	ESY1_g12359_DN3_SP0_c0.t1
OG0000182	XP_013613963.1	ESY4_g26670_DN2_SP0_c0.t1, ESY6_g50201_DN1_SP0_c0.t1
OG0000182	XP_013585293.1	ESY6_g50200_DN1_SP0_c0.t1
OG0000183	XP_013591852.1	ESY2_g35240_DN3_SP8_c46.t1
OG0000183	XP_013630794.1	ESY1_g11796_DN3_SP8_c0.t1
OG0000183	XP_013611005.1, XP_013620684.1, XP_013628208.1	ESY6_g49123_DN3_SP5_c0.t1
OG0000183	XP_013631799.1	ESY1_g7203_DN3_SP0_c0.t1
OG0000185	XP_013608685.1, XP_013635085.1	ESY7_g16549_DN3_SP0_c0.t1
OG0000185	XP_013617945.1, XP_013619324.1, XP_013620145.1	ESY2_g35404_DN3_SP0_c41.t1, ESY3_g29317_DN3_SP0_c0.t1
OG0000186	XP_013632549.1, XP_013637228.1	ESY3_g32370_DN2_SP0_c0.t1, ESY3_g32365_DN1_SP0_c79.t1
OG0000188	XP_013610704.1, XP_013615621.1, XP_013639409.1, XP_013584998.1, XP_013592108.1, XP_013610533.1, XP_013635235.1, XP_013594335.1	ESY3_g31964_DN2_SP0_c0.t1, ESY3_g31967_DN2_SP0_c0.t1
OG0000189	XP_013611367.1	ESY4_g25500_DN3_SP8_c0.t1
OG0000189	XP_013591588.1	ESY2_g34822_DN3_SP1_c0.t1
OG0000191	XP_013601493.1	ESY10_g15012_DN1_SP0_c0.t1
OG0000191	XP_013607937.1, XP_013639525.1, XP_013624910.1, XP_013639513.1, XP_013589120.1, XP_013613560.1, XP_013639535.1, XP_013632863.1, XP_013617204.1, XP_013639530.1, XP_013607683.1, XP_013617084.1, XP_013624425.1, XP_013601720.1, XP_013583342.1, XP_013617742.1, XP_013639676.1, XP_013633455.1, XP_013608352.1, XP_013595004.1, XP_013608294.1, XP_013589192.1, XP_013634745.1, XP_013616975.1, XP_013628601.1, XP_013594724.1, XP_013601284.1	ESY13_g57929_DN1_SP0_c0.t1, ESY21_g55511_DN2_SP0_c0.t1, ESY2_g37100_DN3_SP0_c0.t1, ESY7_g16167_DN1_SP0_c0.t1, ESY4_g25614_DN2_SP0_c66.t1, ESY9_g44026_DN2_SP0_c0.t1
OG0000192	XP_013610210.1, XP_013635222.1, XP_013608609.1, XP_013614598.1, XP_013634594.1	ESY11_g54789_DN1_SP0_c0.t1, ESY2_g37000_DN2_SP0_c0.t1, ESY2_g33644_DN3_SP0_c0.t1
OG0000193	XP_013583418.1	ESY11_g54357_DN1_SP0_c0.t1, ESY3_g29925_DN2_SP0_c0.t1
OG0000194	XP_013639584.1, XP_013594575.1, XP_013617508.1, XP_013617388.1, XP_013617422.1, XP_013633200.1, XP_013617681.1, XP_013588985.1, XP_013624871.1, XP_013601263.1, XP_013601155.1, XP_013613864.1, XP_013614865.1, XP_013624530.1, XP_013614638.1, XP_013624817.1, XP_013594565.1, XP_013617314.1, XP_013617467.1, XP_013601265.1, XP_013617762.1, XP_013617775.1, XP_013614090.1, XP_013639755.1, XP_013617876.1, XP_013588977.1, XP_013594502.1, XP_013639563.1, XP_013617504.1, XP_013594875.1, XP_013614632.1, XP_013614663.1, XP_013614913.1, XP_013633334.1, XP_013628799.1, XP_013589574.1, XP_013629057.1, XP_013601334.1, XP_013624879.1, XP_013632907.1, XP_013608095.1, XP_013627017.1, XP_013608174.1, XP_013623947.1, XP_013632990.1, XP_013624188.1, XP_013607988.1, XP_013632711.1, XP_013639504.1, XP_013639687.1, XP_013624768.1, XP_013624557.1, XP_013601250.1, XP_013633242.1, XP_013639626.1	ESY3_g28566_DN1_SP0_c0.t1
OG0000195	XP_013587159.1	ESY3_g31987_DN1_SP0_c0.t1
OG0000197	XP_013624840.1	ESY9_g43009_DN3_SP0_c0.t1
OG0000197	XP_013591070.1	ESY9_g43010_DN3_SP0_c0.t1
OG0000198	XP_013584621.1	ESY5_g5309_DN3_SP0_c0.t1
OG0000199	XP_013601305.1, XP_013628081.1	ESY1_g12012_DN3_SP0_c0.t1
OG0000200	XP_013625101.1	ESY7_g17041_DN3_SP0_c0.t1
OG0000200	XP_013626397.1	ESY7_g17038_DN2_SP0_c0.t1
OG0000201	XP_013617778.1	ESY15_g64746_DN1_SP0_c100.t1
OG0000201	XP_013617196.1	ESY6_g47463_DN1_SP0_c0.t1
OG0000203	XP_013590451.1, XP_013590745.1	ESY1_g11505_DN3_SP0_c21.t1, ESY1_g11487_DN3_SP0_c0.t1, ESY1_g11510_DN3_SP0_c0.t1
OG0000203	XP_013588854.1	ESY1_g10742_DN3_SP0_c0.t1
OG0000203	XP_013603307.1, XP_013600272.1, XP_013604009.1	ESY16_g61546_DN3_SP0_c0.t1
OG0000203	XP_013589366.1	ESY1_g11458_DN3_SP0_c0.t1
OG0000203	XP_013591322.1, XP_013632132.1, XP_013632130.1	ESY1_g11462_DN3_SP0_c0.t1
OG0000203	XP_013615611.1, XP_013589365.1, XP_013589367.1	ESY1_g11463_DN3_SP0_c0.t1
OG0000205	XP_013624495.1, XP_013601133.1, XP_013615628.1, XP_013594966.1, XP_013632040.1, XP_013631066.1, XP_013617851.1, XP_013608335.1, XP_013617782.1, XP_013617509.1, XP_013613471.1, XP_013615485.1, XP_013628376.1, XP_013633176.1, XP_013614762.1, XP_013633240.1, XP_013632486.1, XP_013624014.1, XP_013613857.1, XP_013628317.1, XP_013614970.1, XP_013632966.1, XP_013639350.1, XP_013639489.1, XP_013633174.1	ESY6_g47659_DN3_SP0_c30.t1
OG0000209	XP_013594256.1	ESY5_g2795_DN2_SP0_c0.t1
OG0000209	XP_013584290.1	ESY7_g18015_DN2_SP0_c0.t1
OG0000209	XP_013597375.1	ESY3_g31328_DN1_SP0_c0.t1
OG0000210	XP_013616918.1	ESY6_g48926_DN3_SP0_c0.t1
OG0000210	XP_013636352.1	ESY1_g12080_DN3_SP0_c20.t1
OG0000211	XP_013638242.1	ESY19_g41793_DN2_SP0_c0.t1, ESY3_g29249_DN1_SP0_c0.t1
OG0000211	XP_013617136.1, XP_013638238.1	ESY4_g25962_DN1_SP0_c27.t1, ESY15_g65094_DN1_SP0_c0.t1
OG0000214	XP_013614954.1, XP_013639465.1, XP_013614046.1	ESY5_g2296_DN2_SP0_c32.t1
OG0000214	XP_013583366.1, XP_013617394.1	ESY3_g31880_DN1_SP0_c86.t1
OG0000214	XP_013601348.1, XP_013632827.1	ESY8_g60621_DN1_SP0_c100.t1
OG0000214	XP_013589529.1, XP_013639328.1, XP_013594941.1, XP_013617307.1	ESY26_g42374_DN2_SP0_c0.t1
OG0000215	XP_013632888.1	ESY43_g13373_DN3_SP0_c65.t1, ESY1_g9596_DN1_SP0_c0.t1, ESY21_g55434_DN3_SP0_c82.t1, ESY13_g57734_DN2_SP0_c0.t1, ESY16_g62421_DN3_SP0_c70.t1
OG0000215	XP_013601780.1, XP_013632432.1, XP_013601781.1, XP_013633063.1, XP_013617585.1, XP_013603973.1, XP_013583293.1, XP_013615035.1	ESY10_g15410_DN3_SP0_c0.t1
