Orthogroup	Brassica_oleracea	Cochlearia_excelsa
OG0000047	XP_013617583.1, XP_013594417.1, XP_013624590.1, XP_013594346.1, XP_013628856.1, XP_013614062.1, XP_013639583.1, XP_013617593.1, XP_013601233.1, XP_013639614.1, XP_013601190.1, XP_013632786.1, XP_013614080.1, XP_013594473.1, XP_013589247.1, XP_013632754.1, XP_013614636.1, XP_013617455.1, XP_013639658.1, XP_013608048.1, XP_013608046.1, XP_013639728.1, XP_013594618.1, XP_013608033.1, XP_013608211.1, XP_013607947.1, XP_013627916.1, XP_013624649.1, XP_013617457.1, XP_013594508.1, XP_013628886.1, XP_013594416.1, XP_013614878.1, XP_013613732.1, XP_013624624.1, XP_013594495.1, XP_013594509.1, XP_013628330.1, XP_013632748.1, XP_013613700.1, XP_013594348.1, XP_013594344.1, XP_013601121.1, XP_013639714.1, XP_013624583.1, XP_013624431.1, XP_013633404.1, XP_013588883.1, XP_013594571.1, XP_013632795.1	g26172, g9204, g7013, g46294, g36204
OG0000047	XP_013624586.1, XP_013613730.1, XP_013624575.1, XP_013613469.1, XP_013639543.1, XP_013608051.1, XP_013601262.1, XP_013594511.1, XP_013613572.1	g20823, g3147
OG0000047	XP_013608032.1, XP_013594569.1, XP_013614063.1	g52846, g52828, g52839, g3624
OG0000047	XP_013601163.1, XP_013624577.1, XP_013639711.1	g13890, g6966, g4624, g32714, g53873, g44165
OG0000047	XP_013617456.1, XP_013624589.1	g33013, g36953, g26773
OG0000048	XP_013634025.1	g51285
OG0000048	XP_013610681.1	g39852, g39841
OG0000049	XP_013639365.1	g26707, g4073
OG0000049	XP_013594567.1, XP_013614092.1, XP_013608021.1	g25298, g2374, g7125, g42059, g19431, g24864, g39276, g51171, g7126, g6551, g27201, g20917, g29939, g20308, g28559, g25198, g14254, g2520
OG0000049	XP_013617491.1	g41705
OG0000049	XP_013617009.1	g19076, g35468, g5625
OG0000049	XP_013601341.1	g25569
OG0000049	XP_013608010.1	g2899
OG0000049	XP_013633223.1, XP_013639258.1	g10090
OG0000050	XP_013607678.1	g32289
OG0000050	XP_013617131.1	g19665
OG0000050	XP_013594629.1, XP_013601399.1, XP_013617744.1, XP_013594969.1, XP_013624450.1, XP_013617867.1, XP_013583376.1, XP_013589145.1, XP_013583387.1, XP_013615022.1, XP_013617828.1	g44252
OG0000050	XP_013633342.1, XP_013632973.1, XP_013639275.1	g3
OG0000050	XP_013617130.1	g30921, g53630, g4397, g10583, g5874
OG0000050	XP_013624813.1, XP_013595062.1, XP_013614222.1, XP_013594879.1, XP_013624123.1, XP_013632813.1, XP_013624858.1, XP_013616885.1, XP_013601570.1, XP_013624811.1	g182
OG0000051	XP_013610546.1	g37450
OG0000052	XP_013610604.1	g10535
OG0000052	XP_013615703.1, XP_013630964.1	g19225
OG0000052	XP_013636207.1, XP_013636206.1	g11017
OG0000054	XP_013594475.1	g25225, g3036
OG0000054	XP_013624716.1	g34524, g34533, g30257
OG0000054	XP_013634444.1, XP_013614489.1	g14843
OG0000054	XP_013607965.1	g47268, g19674, g3543
OG0000054	XP_013624682.1	g36350, g15005
OG0000054	XP_013632708.1	g30442, g52428
OG0000054	XP_013617215.1	g13738, g11527
OG0000054	XP_013615283.1, XP_013614144.1	g14381, g4607, g48037, g52357, g16667
OG0000054	XP_013624645.1, XP_013615328.1	g32961
OG0000054	XP_013594426.1	g33648, g43042, g25738, g35108, g25116, g46983, g27937, g18028, g11564, g50989, g18002
OG0000054	XP_013615632.1, XP_013628408.1, XP_013639507.1, XP_013594559.1, XP_013632543.1	g53889, g53885, g42037, g49166, g4254
OG0000054	XP_013607944.1	g14371
OG0000054	XP_013594826.1	g30404
OG0000055	XP_013623695.1, XP_013623796.1, XP_013628424.1, XP_013606594.1, XP_013593729.1	g27361
OG0000055	XP_013627468.1, XP_013583310.1, XP_013583313.1	g50182, g50184, g50186
OG0000055	XP_013609840.1	g48153, g33340, g33319, g33329, g48170, g15766
OG0000056	XP_013631517.1	g44205
OG0000056	XP_013615259.1, XP_013588767.1, XP_013611134.1	g40901
OG0000057	XP_013624652.1	g21543, g8954, g3571, g21641, g21181, g30652, g15401, g33751, g33758, g33749, g34056, g9160, g9129, g9153, g15410, g14740, g26528, g21603, g21729, g21233, g22107, g48452, g21913, g21116, g33761, g3804, g33439, g33775, g34153, g48501, g21733, g34639, g21893, g21730, g21651, g39031, g34104, g40993, g33965, g48413, g34102, g33903, g42401, g38686, g30653, g9388, g9404, g20492, g39160, g39097, g39006, g20513, g9511, g38987, g9426, g9463, g21682, g48486, g9468, g3900, g9546, g21662, g21784, g48546, g9383, g21836, g20109, g9338, g48480, g9496, g34000, g21186, g21564, g21213, g48466, g9469, g21212, g33926, g20126, g21196, g33769, g34624, g9472, g21577, g34068, g20143, g9497, g21294, g34072, g42459, g49215, g20652, g34197, g39088, g20122, g38921, g39108, g38979, g9453, g33837, g9413, g33852, g38956, g39169, g33801, g34005, g20354, g9585, g48470, g21170, g21587, g42543, g48497, g48538, g39059, g9596, g21892, g21542, g21245, g48458, g19961, g38771, g33879, g20142, g34028, g33961, g8955, g34107, g20121, g39172, g9002, g38689, g38976, g48468, g9336, g2361, g8830, g21766, g21650, g9452, g9341, g9509, g21184, g20349, g9566, g42544, g34604, g8435, g20067, g38852, g48361, g8303, g8285, g42480, g29865, g15287, g33831, g8438, g21681, g20141, g48503, g21785, g33878, g30699, g33169, g33198, g33164, g9163, g38778, g42893, g20661, g8169, g20809, g49216, g20643, g20800, g8929, g9156, g34590, g20807, g34578, g48860, g38841, g42501, g8965, g33827, g26568, g15264, g20970, g15253, g33902, g34627, g42405, g42306, g26505, g9166, g38869, g30627, g21744, g21878, g42474, g30105, g33874, g8936, g20274, g8500, g26486, g26484, g26491, g34070, g20599, g9192, g9178, g8333, g33816, g3629, g20757, g33784, g33779, g9332, g9296, g15409, g20285, g14726, g30076, g21857, g9216, g34052, g22018, g9217, g9218, g9179, g42433, g21657, g39068, g3803, g48200, g42400, g21246, g20548, g33873, g38656, g48216, g21979, g33877, g21739, g30661, g33898, g33973, g34196, g48205, g30649, g33755, g33943, g33729, g21833, g21582, g33737, g33773, g33796, g42505, g48498, g33960
OG0000058	XP_013595076.1, XP_013611257.1, XP_013589048.1, XP_013617878.1	g3196
OG0000058	XP_013623959.1	g49100
OG0000059	XP_013617450.1, XP_013594582.1, XP_013632782.1, XP_013601567.1, XP_013639634.1, XP_013624930.1	g1329
OG0000060	XP_013632073.1, XP_013631522.1, XP_013637962.1, XP_013625358.1, XP_013602591.1, XP_013600442.1, XP_013622579.1, XP_013605168.1, XP_013588638.1, XP_013630704.1, XP_013583915.1, XP_013615993.1, XP_013623511.1, XP_013633957.1	g37221, g2918, g28784, g49595, g27015, g1296, g28756, g31080, g39226, g51647
OG0000061	XP_013633314.1	g50013
OG0000061	XP_013635264.1	g23667
OG0000063	XP_013594553.1	g4524
OG0000063	XP_013639313.1	g36431
OG0000063	XP_013624346.1, XP_013589240.1	g53169, g14689, g12637
OG0000063	XP_013617128.1	g3107
OG0000063	XP_013617548.1, XP_013614842.1, XP_013614843.1, XP_013601565.1	g24215
OG0000063	XP_013594756.1	g52815, g32214, g16019, g49776
OG0000063	XP_013624877.1	g4523
OG0000065	XP_013632687.1	g17485
OG0000065	XP_013635767.1	g46717
OG0000066	XP_013606481.1, XP_013621521.1, XP_013609086.1, XP_013631332.1, XP_013599938.1, XP_013637372.1, XP_013618388.1	g31166, g49660, g5416, g9719, g156, g29501, g45535
OG0000066	XP_013587978.1, XP_013629194.1, XP_013612748.1, XP_013612488.1, XP_013607869.1	g5393
OG0000067	XP_013623105.1, XP_013632497.1	g53765, g43703, g25474, g28245, g45296, g49160, g47659
OG0000067	XP_013632721.1, XP_013639226.1, XP_013639577.1	g12886
OG0000067	XP_013625005.1	g7910
OG0000067	XP_013632722.1	g3384, g17624
OG0000067	XP_013614070.1, XP_013632725.1	g3852, g51126, g3385, g51838
OG0000067	XP_013607826.1, XP_013619235.1	g1262, g51839, g3386, g46383, g48919
OG0000068	XP_013610551.1, XP_013611652.1, XP_013606907.1, XP_013623793.1, XP_013626885.1, XP_013635194.1, XP_013630844.1, XP_013633412.1, XP_013633440.1, XP_013588036.1, XP_013623517.1, XP_013602672.1, XP_013629845.1, XP_013626915.1, XP_013623813.1, XP_013627886.1, XP_013603257.1, XP_013602913.1, XP_013610616.1, XP_013603635.1, XP_013602654.1, XP_013593918.1	g27956, g25385, g25390, g46783
OG0000069	XP_013617969.1, XP_013590488.1, XP_013609088.1	g13531
OG0000069	XP_013595072.1, XP_013595074.1, XP_013593308.1, XP_013595679.1, XP_013628142.1, XP_013616556.1, XP_013617153.1, XP_013616555.1, XP_013624438.1, XP_013599129.1	g1465, g1180, g34298
OG0000070	XP_013620477.1, XP_013596659.1, XP_013610618.1	g10675
OG0000070	XP_013628560.1	g50123
OG0000070	XP_013591920.1, XP_013588434.1, XP_013616229.1	g46242
OG0000073	XP_013622648.1, XP_013589645.1, XP_013632880.1, XP_013601628.1	g4931
OG0000073	XP_013633273.1	g36963, g43389, g14644, g41342
OG0000073	XP_013632654.1, XP_013623950.1, XP_013589302.1, XP_013623829.1, XP_013632353.1, XP_013624286.1, XP_013626150.1, XP_013624344.1, XP_013633316.1, XP_013639441.1, XP_013639777.1, XP_013608552.1, XP_013608116.1, XP_013624277.1, XP_013601182.1	g37235, g35439
OG0000073	XP_013623830.1	g44257, g24808, g26746
OG0000073	XP_013588943.1	g10624, g41852
OG0000073	XP_013632609.1, XP_013624269.1	g41608
OG0000073	XP_013595150.1, XP_013591014.1	g51830
OG0000073	XP_013624740.1	g7180, g13794
OG0000074	XP_013627369.1, XP_013623548.1, XP_013608123.1, XP_013607767.1	g25623, g25627, g44201, g37854
OG0000074	XP_013617522.1, XP_013594361.1, XP_013633074.1	g10989
OG0000074	XP_013594389.1	g14332
OG0000074	XP_013627465.1, XP_013594307.1	g15956, g53053, g36000
OG0000074	XP_013617845.1, XP_013626258.1, XP_013589169.1, XP_013624200.1, XP_013589130.1, XP_013588874.1	g22865, g25239
OG0000074	XP_013633013.1, XP_013615619.1	g43483
OG0000074	XP_013623877.1, XP_013639472.1, XP_013615430.1, XP_013607953.1	g50927, g53476, g50930, g43482
OG0000074	XP_013601076.1, XP_013589086.1, XP_013639736.1, XP_013639741.1, XP_013639295.1, XP_013624989.1, XP_013624470.1, XP_013639710.1, XP_013623206.1, XP_013601621.1, XP_013632974.1	g14513, g14502, g14522
OG0000074	XP_013608398.1, XP_013624867.1	g48940
OG0000074	XP_013631241.1, XP_013624893.1, XP_013633311.1, XP_013639745.1, XP_013601329.1	g1489, g14333
OG0000074	XP_013601105.1	g35046
OG0000074	XP_013639521.1, XP_013633028.1	g17909, g17916, g44092, g34969
OG0000074	XP_013601639.1	g14684, g43444
OG0000074	XP_013632213.1	g51667
OG0000074	XP_013607966.1, XP_013594289.1, XP_013601549.1	g51639, g51642, g52234
OG0000075	XP_013596173.1, XP_013602527.1, XP_013622394.1, XP_013618964.1, XP_013619645.1	g1450
OG0000075	XP_013596175.1	g25975, g22716
OG0000076	XP_013632642.1, XP_013635482.1, XP_013627588.1, XP_013635116.1, XP_013628026.1, XP_013632670.1, XP_013632671.1, XP_013602531.1, XP_013617119.1	g32307, g51190
OG0000077	XP_013613462.1	g18473
OG0000077	XP_013623925.1, XP_013617650.1	g18408
OG0000077	XP_013624423.1	g32644
OG0000077	XP_013630204.1, XP_013619910.1, XP_013594901.1	g1538, g1535
OG0000077	XP_013586946.1	g44008, g44007, g44009
OG0000078	XP_013595132.1	g4945
OG0000078	XP_013626189.1, XP_013621005.1, XP_013618244.1, XP_013621004.1, XP_013621465.1	g4944
OG0000079	XP_013624776.1	g11497
OG0000079	XP_013624775.1, XP_013594486.1	g53126
OG0000081	XP_013628529.1	g45295, g49162, g32135, g50796, g11094, g25177, g51097, g11499, g17431, g25472, g32592, g28656, g13832, g15781, g11373, g584, g48347
OG0000081	XP_013607674.1	g1261, g46382, g48920, g25951, g17623, g1599, g35530, g48295, g34935
OG0000081	XP_013607575.1	g33350, g4665
OG0000082	XP_013594797.1	g18239
OG0000082	XP_013608417.1	g20916, g29940, g10536, g16647, g54167
OG0000082	XP_013632994.1	g53973, g11608, g1797, g6076, g24927, g35734, g41979, g2376, g29175, g24764, g753, g26079
OG0000082	XP_013617490.1, XP_013594652.1, XP_013617421.1, XP_013622886.1, XP_013607528.1	g51169, g7128, g31724
OG0000082	XP_013594607.1	g2898, g6230, g11611
OG0000082	XP_013613884.1, XP_013621650.1, XP_013624715.1, XP_013628088.1, XP_013617793.1	g52877, g26306
OG0000082	XP_013633229.1	g33411, g33412, g25297, g33414, g33413
OG0000083	XP_013622810.1	g33291
OG0000083	XP_013632692.1, XP_013624864.1, XP_013626466.1	g6828
OG0000083	XP_013632891.1	g53464, g40253, g35242, g42933, g26028, g6325, g52570
OG0000083	XP_013626727.1, XP_013608324.1	g26019, g25832
OG0000083	XP_013615528.1, XP_013632421.1	g37302, g49748
OG0000083	XP_013594773.1	g32865, g39422, g31427, g53391, g4465, g28112, g2282
OG0000083	XP_013615154.1	g26018
OG0000083	XP_013639771.1	g26027, g52571, g17747, g25833, g42932, g6324
OG0000083	XP_013589652.1	g10032, g1216, g41168, g51553
OG0000083	XP_013594645.1	g29851, g2079, g31823
OG0000083	XP_013639207.1	g49746
OG0000083	XP_013608139.1	g18538, g35187, g6495, g14111, g41347, g2636
OG0000084	XP_013637133.1	g6971
OG0000084	XP_013598962.1	g16020, g26091, g11688, g32213
OG0000084	XP_013607493.1	g25861, g25746, g4175, g24845, g45402, g3396, g51983, g46692, g16507
OG0000084	XP_013601082.1	g34382
OG0000084	XP_013624725.1, XP_013594835.1	g3736
OG0000085	XP_013639842.1	g13710, g8711, g8213, g42810, g38004, g53057, g43657, g3654, g4178, g25979, g30525, g25016, g33096, g39191, g48010, g19892, g43605, g48077, g52725, g43866, g3991, g46923, g8944, g7963, g16409, g43398, g4840, g24834, g53690, g23503, g53009, g33176, g43949, g32841, g21138, g30513, g24899, g34443, g26032, g16468, g30163, g15666, g8940, g43658, g3582, g34399, g43384, g26371, g53002, g52931, g26504, g52617, g30240, g52978, g49010, g4649, g52988, g26095, g42345, g53036, g34842, g4547, g16559, g16554, g1655, g46892, g33449, g33521, g34994, g34991, g21490, g33177, g33272, g53171, g3676, g4189, g33064, g8214, g8712, g48990, g42251, g16490, g34231, g52636, g53208, g4850, g52998, g43076, g42792, g3744, g41561, g27684, g33365, g33151, g26662, g30065, g42957, g4135, g9245, g3501, g8755, g53012, g36941, g42497, g6762, g25255, g4426, g34306, g22538, g48245, g20676, g30196, g6858, g33619, g29896, g36919, g11599, g15835, g1728, g54032, g35843, g21508, g53754, g12538, g35907, g43713, g34863, g35391, g52528, g3024, g8189, g34440, g20841, g14462, g29895, g22393, g34441, g26235, g52715, g34384, g52648, g33475, g20305, g32709, g12730, g53530, g43904, g52984, g2893, g26309, g35601, g22222, g49088, g43404, g15834, g3461, g11528, g8190, g34915, g35411, g53070, g34984, g30046, g1647, g4268, g30031, g35521, g27552, g24443, g25774, g20840, g33097, g43091, g33659, g22047, g22202, g30264, g14714, g38674, g35522, g33571, g3455, g21106, g49075, g52698, g25361, g35906, g32488, g41266, g14386, g35276, g33711, g42200, g48985, g20296, g52793, g52790, g34851, g20289, g30158, g28169, g26577, g19800, g30223, g8014, g22335, g48995, g3051, g52767, g38761, g19965, g22463, g46952, g30021, g17237, g20286, g52799, g35649, g17840, g41696
OG0000087	XP_013633192.1	g35023, g11668
OG0000089	XP_013598457.1	g9991
OG0000089	XP_013629292.1, XP_013629087.1, XP_013629400.1	g339, g2817, g9845
OG0000089	XP_013611442.1	g5316
OG0000089	XP_013620476.1, XP_013612217.1, XP_013598244.1	g11055, g40485
OG0000089	XP_013598013.1, XP_013621920.1, XP_013598364.1	g17371
OG0000089	XP_013592047.1	g46232
OG0000090	XP_013617680.1	g43843
OG0000091	XP_013629613.1	g19510
OG0000091	XP_013613460.1, XP_013612884.1, XP_013610320.1, XP_013626983.1, XP_013626981.1, XP_013626986.1, XP_013630073.1, XP_013626984.1, XP_013626980.1	g11030, g40516
OG0000091	XP_013607358.1	g28934, g28933
OG0000092	XP_013594390.1	g31108, g53648, g33297, g45424, g50000, g18063, g14574, g2109, g39323, g26668, g53726, g17664, g37838, g27054, g1402, g24886
OG0000092	XP_013607846.1	g50635, g37373, g41537, g52822, g25282
OG0000092	XP_013632688.1, XP_013589338.1, XP_013628198.1, XP_013601272.1	g4808
OG0000095	XP_013631674.1, XP_013633256.1, XP_013635632.1, XP_013632293.1, XP_013633255.1, XP_013635569.1, XP_013637583.1, XP_013596948.1, XP_013625121.1	g51024
OG0000096	XP_013627644.1	g6393
OG0000096	XP_013627729.1	g49764
OG0000100	XP_013611228.1, XP_013611226.1, XP_013608605.1	g35259, g34277, g40795
OG0000101	XP_013583402.1, XP_013589621.1, XP_013623791.1, XP_013589094.1, XP_013628656.1	g43704, g4261, g4265, g27334, g26222, g26225
OG0000101	XP_013613615.1	g3304, g41853
OG0000101	XP_013594545.1	g48266, g6083, g12208, g35531
OG0000101	XP_013624641.1	g53490, g35534, g11876
OG0000101	XP_013619135.1	g52104, g1671
OG0000101	XP_013589292.1, XP_013604948.1	g31822, g37851
OG0000101	XP_013632493.1	g13419
OG0000102	XP_013601601.1	g25521, g25536, g25522
OG0000102	XP_013623936.1, XP_013623935.1, XP_013599827.1, XP_013584794.1	g45186
OG0000102	XP_013619912.1	g45182
OG0000103	XP_013627402.1	g34416, g4351
OG0000103	XP_013624832.1	g4502, g33381, g30245, g53429, g35312, g35871
OG0000103	XP_013632911.1	g35452, g53324, g53804, g33380, g34405, g16452, g32834, g53191
OG0000103	XP_013608023.1	g22183, g30246, g16455, g52963, g35453, g14262, g16606, g16453, g32833, g4421, g43835, g41891, g52967, g36311
OG0000103	XP_013639606.1	g43664, g53386, g35584, g22946
OG0000105	XP_013604666.1, XP_013590502.1, XP_013584232.1, XP_013624802.1, XP_013622332.1, XP_013635280.1, XP_013610278.1, XP_013626377.1, XP_013627122.1	g11211
OG0000106	XP_013617771.1, XP_013601854.1	g36881, g4591, g47125, g36375, g27012
OG0000107	XP_013635068.1, XP_013624257.1	g11936
OG0000107	XP_013602900.1	g13346, g6693, g13363, g17802, g17676, g17783
OG0000108	XP_013617448.1, XP_013629514.1, XP_013636515.1, XP_013636180.1	g37225, g38077, g2333, g51658
OG0000108	XP_013629368.1	g29544
OG0000108	XP_013629201.1, XP_013608560.1, XP_013586823.1	g13323
OG0000110	XP_013632718.1, XP_013617720.1, XP_013629722.1, XP_013624329.1, XP_013583298.1, XP_013591282.1, XP_013624880.1, XP_013615431.1, XP_013617746.1, XP_013632608.1, XP_013632635.1, XP_013594937.1, XP_013621386.1	g46791, g24881
OG0000114	XP_013594356.1	g50797, g32639, g15993, g24938, g6351, g14468, g28182, g27531
OG0000114	XP_013633405.1, XP_013624241.1, XP_013589657.1, XP_013589469.1, XP_013632515.1, XP_013633094.1, XP_013632993.1, XP_013624646.1	g28772, g49077, g32668, g34673
OG0000115	XP_013632707.1	g5236, g5604
OG0000115	XP_013594843.1, XP_013623916.1	g16651, g17473, g31783
OG0000115	XP_013639212.1, XP_013615106.1, XP_013624777.1, XP_013633277.1	g45611, g31838, g1147, g31875, g29408
OG0000115	XP_013632416.1	g10344, g47021
OG0000115	XP_013632454.1	g24973
OG0000115	XP_013623819.1, XP_013632573.1, XP_013639801.1, XP_013617952.1	g41206, g3584, g42122
OG0000115	XP_013608426.1, XP_013633265.1	g10185
OG0000115	XP_013614464.1	g41109, g51760
OG0000116	XP_013617424.1, XP_013584766.1, XP_013636250.1	g27853
OG0000116	XP_013613772.1, XP_013615531.1, XP_013611137.1, XP_013616308.1, XP_013635892.1	g26228
OG0000116	XP_013623439.1	g37724, g5356, g4750, g32775, g32782, g18438
OG0000117	XP_013586913.1	g27550, g27549
OG0000118	XP_013615575.1	g35294, g50762, g6146, g12640
OG0000118	XP_013624158.1	g12809
OG0000119	XP_013617735.1	g11441, g11440
OG0000119	XP_013624025.1	g38299, g38298
OG0000120	XP_013624773.1	g35883
OG0000121	XP_013613742.1	g38499
OG0000122	XP_013627567.1, XP_013627609.1, XP_013623864.1	g1066
OG0000123	XP_013623897.1, XP_013623898.1	g1342
OG0000125	XP_013605923.1	g31072
OG0000125	XP_013589967.1	g18497
OG0000125	XP_013592676.1, XP_013605120.1	g54244, g54237, g54238
OG0000125	XP_013625710.1	g6675
OG0000126	XP_013639050.1	g16331
OG0000126	XP_013617857.1, XP_013617859.1	g35916, g41273, g52652
OG0000126	XP_013614845.1	g1666, g11646
OG0000126	XP_013594845.1	g16333, g30547
OG0000127	XP_013606602.1	g41348
OG0000127	XP_013605053.1, XP_013636203.1	g19182
OG0000127	XP_013606787.1, XP_013626195.1, XP_013616429.1	g2919, g1294, g28781
OG0000127	XP_013631825.1	g39998
OG0000128	XP_013589380.1	g2010
OG0000128	XP_013604943.1	g2008
OG0000128	XP_013590480.1, XP_013592532.1	g2009
OG0000129	XP_013584094.1	g45131
OG0000129	XP_013617087.1	g45103, g45101
OG0000129	XP_013618060.1, XP_013620235.1	g9880
OG0000134	XP_013612354.1, XP_013622761.1, XP_013628701.1	g18420
OG0000136	XP_013615529.1	g11179, g54012
OG0000136	XP_013608385.1	g43342
OG0000136	XP_013624932.1, XP_013617210.1	g1845, g27817, g24476
OG0000136	XP_013601726.1	g32584
OG0000136	XP_013615240.1, XP_013583257.1, XP_013617020.1	g24259
OG0000136	XP_013601663.1, XP_013616969.1, XP_013616914.1, XP_013617174.1, XP_013617452.1	g25135
OG0000136	XP_013594634.1, XP_013623488.1, XP_013623443.1, XP_013601510.1, XP_013624208.1	g35680
OG0000136	XP_013583358.1	g6807
OG0000137	XP_013627427.1, XP_013619494.1	g1010
OG0000137	XP_013606365.1, XP_013619272.1	g1011
OG0000137	XP_013617004.1	g1009
OG0000140	XP_013639461.1	g47161
OG0000140	XP_013626157.1, XP_013607733.1	g40049
OG0000140	XP_013632059.1	g49472, g35118, g24428
OG0000140	XP_013617175.1, XP_013632542.1	g49019
OG0000141	XP_013613822.1	g49817
OG0000142	XP_013624482.1, XP_013630215.1, XP_013589424.1, XP_013632533.1, XP_013627475.1	g51320, g51751, g3127, g26476, g5087, g2256, g3374, g1921, g11722
