Orthogroup	Brassica_oleracea	Camelina_sativa
OG0000041	XP_013608404.1	XP_019087375.1, XP_019085432.1
OG0000041	XP_013601088.1, XP_013624202.1, XP_013589459.1	XP_010497182.1, XP_010493723.1
OG0000042	XP_013624485.1	XP_010460219.1
OG0000042	XP_013632940.1, XP_013639621.1	XP_010415464.1, XP_010456305.1
OG0000042	XP_013630837.1	XP_010424457.1
OG0000042	XP_013589127.1, XP_013624490.1	XP_010501749.1, XP_019084211.1, XP_010507568.1, XP_010468592.1, XP_019098046.1, XP_010431219.1, XP_010470910.1, XP_010490052.1, XP_010481147.1, XP_019099771.1, XP_010513423.1, XP_010473769.1, XP_010513486.1
OG0000042	XP_013594894.1	XP_019092230.1
OG0000042	XP_013594980.1, XP_013624692.1	XP_010506954.1, XP_010412394.1, XP_010506956.1, XP_010484797.1
OG0000042	XP_013601612.1, XP_013639620.1	XP_019101232.1, XP_010468709.1
OG0000042	XP_013632400.1, XP_013584806.1	XP_010412790.1, XP_019084298.1, XP_019091192.1, XP_010463184.1, XP_010507036.1, XP_019093234.1
OG0000042	XP_013598956.1	XP_010463124.1
OG0000042	XP_013633216.1	XP_019098840.1, XP_010412406.1
OG0000043	XP_013593469.1	XP_010462654.1
OG0000044	XP_013628727.1	XP_010441602.1, XP_010496016.1, XP_010481473.1, XP_010496021.1
OG0000044	XP_013624330.1	XP_019095933.1
OG0000044	XP_013611210.1, XP_013619061.1	XP_019096918.1
OG0000044	XP_013599363.1	XP_010434749.1
OG0000046	XP_013633177.1	XP_010461751.1, XP_010502950.1, XP_010518653.2, XP_010412583.2, XP_010474317.1, XP_010490459.2, XP_010412458.2, XP_010495393.2, XP_019094411.1, XP_010507554.1, XP_010507003.1, XP_010451886.2, XP_019086303.1, XP_019097866.1, XP_019089513.1, XP_010435128.1, XP_019096471.1, XP_019094579.1, XP_010458616.1, XP_010495787.1, XP_019087961.1, XP_010502335.1
OG0000047	XP_013624586.1, XP_013613730.1, XP_013624575.1, XP_013613469.1, XP_013639543.1, XP_013608051.1, XP_013601262.1, XP_013594511.1, XP_013613572.1	XP_010462614.1, XP_010430681.1, XP_010489839.1
OG0000048	XP_013634382.1	XP_010418688.1, XP_010473891.1, XP_010473899.1, XP_010510053.1, XP_010510047.1
OG0000048	XP_013634025.1	XP_010480341.1
OG0000048	XP_013610681.1, XP_013633506.1, XP_013633508.1, XP_013632602.1, XP_013634597.1, XP_013634026.1	XP_019083013.1, XP_019083016.1, XP_019093684.1, XP_019100809.1, XP_010513158.1, XP_019082540.1, XP_010414120.1, XP_019098434.1, XP_010507693.2, XP_010512904.1, XP_019101431.1
OG0000048	XP_013635430.1, XP_013635523.1, XP_013635377.1, XP_013635414.1, XP_013585248.1, XP_013632139.1, XP_013634956.1, XP_013633670.1, XP_013635604.1, XP_013635413.1, XP_013635393.1, XP_013635714.1	XP_019082535.1, XP_010421893.1
OG0000049	XP_013589183.1	XP_019092352.1, XP_010420040.1, XP_010463099.1
OG0000049	XP_013639365.1	XP_010484995.1, XP_019086715.1
OG0000049	XP_013589595.1	XP_010485132.1, XP_019101779.1, XP_010490450.1
OG0000049	XP_013595002.1	XP_010451390.1
OG0000049	XP_013594567.1, XP_013614092.1, XP_013608021.1	XP_019084216.1, XP_010436765.1, XP_010420948.1, XP_010490134.1, XP_010484894.1, XP_010462626.1
OG0000049	XP_013588948.1	XP_019092233.1, XP_019095479.1, XP_019100829.1, XP_019086446.1, XP_019090068.1
OG0000049	XP_013617009.1	XP_019089269.1
OG0000049	XP_013632791.1	XP_019096539.1
OG0000049	XP_013583327.1	XP_019094525.1
OG0000049	XP_013601341.1	XP_019098392.1, XP_019085514.1, XP_019095820.1
OG0000049	XP_013632843.1	XP_019090182.1
OG0000049	XP_013608010.1	XP_019087409.1, XP_019096549.1, XP_019091158.1, XP_019096462.1, XP_019091083.1
OG0000049	XP_013617620.1	XP_019095478.1
OG0000050	XP_013607678.1	XP_010412420.1
OG0000050	XP_013624311.1, XP_013601409.1	XP_010430899.1
OG0000050	XP_013624813.1	XP_010463383.1
OG0000051	XP_013609148.1, XP_013623987.1, XP_013601904.1	XP_010475218.1, XP_019098849.1, XP_019094361.1, XP_019094954.1, XP_010457379.1
OG0000051	XP_013589464.1, XP_013610001.1	XP_010419487.1, XP_010474608.1, XP_019085682.1
OG0000051	XP_013623984.1	XP_010489918.2, XP_019092650.1, XP_019101975.1, XP_019101079.1
OG0000051	XP_013610546.1	XP_019100718.1, XP_019102056.1
OG0000052	XP_013594927.1, XP_013594267.1	XP_010502638.1
OG0000052	XP_013610604.1	XP_019100897.1, XP_010418932.1, XP_010418929.2, XP_010507020.2, XP_010502644.1, XP_019101817.1, XP_010425426.1, XP_010502642.1, XP_010514366.1, XP_010430778.1, XP_010440300.1, XP_019085462.1, XP_019085408.1
OG0000052	XP_013615703.1, XP_013630964.1	XP_019099853.1, XP_010431292.1, XP_019085576.1, XP_010431289.1, XP_019100300.1
OG0000052	XP_013607524.1	XP_010431290.2, XP_019082473.1, XP_019085577.1, XP_010431293.1, XP_019101910.1, XP_019099715.1, XP_019085580.1, XP_010431296.1, XP_019085579.1, XP_019085912.1
OG0000054	XP_013594475.1	XP_019087483.1, XP_010419074.1, XP_019087585.1, XP_019091106.1, XP_010513461.1, XP_010474092.1, XP_019098333.1, XP_019085464.1, XP_010501846.1
OG0000054	XP_013624716.1	XP_019093378.1
OG0000054	XP_013594935.1, XP_013639402.1	XP_010419011.1
OG0000054	XP_013607965.1	XP_010507119.1
OG0000054	XP_013615172.1	XP_019085386.1
OG0000054	XP_013589020.1	XP_010473115.1
OG0000054	XP_013615283.1, XP_013614144.1	XP_019089207.1
OG0000054	XP_013624645.1, XP_013615328.1, XP_013594426.1	XP_010501857.1, XP_010484908.1
OG0000054	XP_013615632.1, XP_013628408.1, XP_013639507.1, XP_013594559.1, XP_013632543.1	XP_010451852.2, XP_010490378.1, XP_010507049.1, XP_010506879.1, XP_019098175.1, XP_010463155.1, XP_010424414.1
OG0000054	XP_013614408.1	XP_010463411.1
OG0000054	XP_013607944.1, XP_013594826.1	XP_019093255.1
OG0000055	XP_013623695.1, XP_013623796.1, XP_013628424.1, XP_013606594.1, XP_013593729.1	XP_019092356.1
OG0000055	XP_013589549.1	XP_019092631.1
OG0000055	XP_013609840.1	XP_010489359.1, XP_010515149.1
OG0000055	XP_013615287.1, XP_013614020.1	XP_010489901.1, XP_019096397.1, XP_010465850.1, XP_010487685.1, XP_010465849.1
OG0000056	XP_013631517.1	XP_010473417.1, XP_010419451.1
OG0000056	XP_013615259.1, XP_013588767.1, XP_013611134.1, XP_013628196.1	XP_010426146.1, XP_010503309.1, XP_019084785.1, XP_010515018.1
OG0000058	XP_013595076.1, XP_013611257.1, XP_013589048.1, XP_013617878.1	XP_019086887.1, XP_010493433.1, XP_010496594.1
OG0000058	XP_013627147.1	XP_010484891.1
OG0000058	XP_013633937.1	XP_010468544.1, XP_010485044.1
OG0000058	XP_013617146.1, XP_013639508.1, XP_013617228.1, XP_013589295.1	XP_010412459.1, XP_019098310.1, XP_019096550.1, XP_019086270.1, XP_019101868.1, XP_019100846.1, XP_019101359.1, XP_019093349.1, XP_010507005.2, XP_019090153.1, XP_019099752.1, XP_010495718.2, XP_010457035.1, XP_010472188.1, XP_010441848.1, XP_010445492.1, XP_010430898.2, XP_019093221.1
OG0000058	XP_013623959.1	XP_019085657.1, XP_010445597.1, XP_010495691.1, XP_010456723.1, XP_010501541.1
OG0000059	XP_013617450.1, XP_013594582.1, XP_013632782.1, XP_013601567.1, XP_013639634.1, XP_013624930.1	XP_010445837.1, XP_010495452.1
OG0000059	XP_013610732.1, XP_013627758.1, XP_013597073.1	XP_019082768.1, XP_010424297.1, XP_010492076.1, XP_010480864.1, XP_010480807.1, XP_010421928.1, XP_019086245.1, XP_010454794.1, XP_010474415.1, XP_019093613.1, XP_019087039.1, XP_010445534.1, XP_019093612.1, XP_010483128.1, XP_010495455.1, XP_010467664.1, XP_019094598.1, XP_010513527.1, XP_010513525.1, XP_010436683.1, XP_010501879.1, XP_010444952.1, XP_010419243.1, XP_010445432.1, XP_010451388.1, XP_010451387.1, XP_010480860.1, XP_010418226.1, XP_010507751.1, XP_010418870.1, XP_010424397.1, XP_010485261.1, XP_010507491.1, XP_010501675.1, XP_010436657.1, XP_010474557.1, XP_010412778.1, XP_010501678.1, XP_010457038.1
OG0000059	XP_013601178.1, XP_013585552.1, XP_013585426.1, XP_013597521.1, XP_013605214.1, XP_013604150.1, XP_013628178.1, XP_013615848.1, XP_013585461.1	XP_010424196.1, XP_019102427.1, XP_010456828.1, XP_010424751.1, XP_010456785.1
OG0000060	XP_013632073.1	XP_010503249.1
OG0000060	XP_013631522.1	XP_010455780.1
OG0000060	XP_013637962.1	XP_010475557.1
OG0000060	XP_013625358.1	XP_010426021.1
OG0000060	XP_013622579.1	XP_010515874.1, XP_010487799.1
OG0000060	XP_013605168.1	XP_010443740.1
OG0000060	XP_013630704.1, XP_013583915.1	XP_010514961.1
OG0000060	XP_013615993.1, XP_013623511.1	XP_010455395.1
OG0000060	XP_013633957.1	XP_010503204.1
OG0000061	XP_013615973.1	XP_010434141.1, XP_010481076.1, XP_010495296.1, XP_010448996.1, XP_010451304.1
OG0000061	XP_013615702.1	XP_010448995.1, XP_010497387.1, XP_019101969.1, XP_019083787.1
OG0000061	XP_013637545.1	XP_019091030.1
OG0000061	XP_013633314.1	XP_019100817.1, XP_010491240.1
OG0000061	XP_013635264.1	XP_010510427.1
OG0000061	XP_013639701.1	XP_010430593.1
OG0000062	XP_013639544.1	XP_010507126.1
OG0000062	XP_013614135.1, XP_013608129.1, XP_013589201.1, XP_013628127.1, XP_013616946.1	XP_019094835.1, XP_010445890.1, XP_010424291.1, XP_019097384.1, XP_019092382.1, XP_010513205.1, XP_010513649.1
OG0000063	XP_013639776.1, XP_013624680.1	XP_019100825.1
OG0000063	XP_013612628.1, XP_013589440.1	XP_019089224.1
OG0000063	XP_013594591.1	XP_019100777.1, XP_019095028.1
OG0000063	XP_013594553.1	XP_019098255.1, XP_019082506.1
OG0000063	XP_013639313.1	XP_019085614.1
OG0000063	XP_013634771.1	XP_019098383.1, XP_019085751.1, XP_019087675.1, XP_019082593.1, XP_019089068.1
OG0000063	XP_013624346.1, XP_013589240.1	XP_010445567.1
OG0000063	XP_013617918.1, XP_013639565.1	XP_010507459.1
OG0000063	XP_013626643.1	XP_019096651.1, XP_019086271.1, XP_019085571.1, XP_019096021.1
OG0000063	XP_013589241.1, XP_013616951.1, XP_013617080.1	XP_019101863.1, XP_019082636.1, XP_019085306.1
OG0000063	XP_013617548.1, XP_013614842.1, XP_013614843.1, XP_013601565.1	XP_019084244.1
OG0000063	XP_013624877.1	XP_019082609.1
OG0000064	XP_013610623.1, XP_013607250.1, XP_013610669.1, XP_013607249.1, XP_013607956.1, XP_013607248.1, XP_013607251.1, XP_013610335.1, XP_013610576.1, XP_013610543.1, XP_013610675.1, XP_013610622.1	XP_019097464.1, XP_019095830.1, XP_010495949.1, XP_019097470.1, XP_019097730.1, XP_010494197.1, XP_010494198.1, XP_010495950.1, XP_010467928.1, XP_010484899.1, XP_019095588.1, XP_010442146.1, XP_010481977.1, XP_010481978.1, XP_010494196.1, XP_010494195.1, XP_010494194.1
OG0000065	XP_013613925.1	XP_010470574.1
OG0000065	XP_013616106.1, XP_013620167.1	XP_010415232.1
OG0000065	XP_013591997.1	XP_010470573.1, XP_010511598.1, XP_019083199.1, XP_019100931.1
OG0000065	XP_013620956.1	XP_010496110.1
OG0000065	XP_013592178.1	XP_010440921.1, XP_010440922.2, XP_010450949.1
OG0000065	XP_013636750.1	XP_010450947.1, XP_019086129.1
OG0000065	XP_013635767.1	XP_010441031.1, XP_019089248.1, XP_010435808.1
OG0000066	XP_013631332.1	XP_010514443.1
OG0000066	XP_013618388.1	XP_010458200.1
OG0000066	XP_013629194.1	XP_010491788.1, XP_010431986.1
OG0000066	XP_013612748.1	XP_010453132.1
OG0000066	XP_013627996.1	XP_010477215.1, XP_019091470.1
OG0000067	XP_013624947.1	XP_010474142.1
OG0000067	XP_013617582.1	XP_010468532.1, XP_019085178.1, XP_010445366.1
OG0000067	XP_013623105.1, XP_013632497.1	XP_010436483.1
OG0000067	XP_013639226.1	XP_010470520.1
OG0000067	XP_013632722.1	XP_010506977.1
OG0000068	XP_013610551.1, XP_013611652.1, XP_013606907.1, XP_013623793.1, XP_013626885.1	XP_010423843.1, XP_019090686.1, XP_010423328.1, XP_010423367.1, XP_010452589.1, XP_019097301.1, XP_010490972.1, XP_010424780.1, XP_010452237.1, XP_019084545.1, XP_019097292.1
OG0000069	XP_013629093.1, XP_013626856.1	XP_019083270.1, XP_019100969.1
OG0000069	XP_013617969.1, XP_013590488.1, XP_013609088.1	XP_010424996.1, XP_019101786.1, XP_010506856.1, XP_010437086.1, XP_010457739.1, XP_010485812.1, XP_010475324.1
OG0000069	XP_013595072.1, XP_013595074.1, XP_013593308.1, XP_013595679.1, XP_013628142.1, XP_013616556.1, XP_013617153.1, XP_013616555.1, XP_013624438.1, XP_013599129.1	XP_019087685.1, XP_010478135.1, XP_010444227.1, XP_010444236.1, XP_010484077.1, XP_019093841.1, XP_019093843.1, XP_010460670.1, XP_010444261.1, XP_019095680.1
OG0000070	XP_013620477.1, XP_013596659.1, XP_013610618.1	XP_010458359.1, XP_010475885.1, XP_010490823.1, XP_010425101.1, XP_010502325.1, XP_010514084.1, XP_010425103.1, XP_010506934.1, XP_010502326.1, XP_010514085.1
OG0000070	XP_013628560.1	XP_010459699.1, XP_010477249.1, XP_010448526.1, XP_010438976.1, XP_010433736.1
OG0000072	XP_013596572.1, XP_013614874.1	XP_010446292.1
OG0000073	XP_013633239.1	XP_010513296.1
OG0000073	XP_013617425.1	XP_019087245.1
OG0000074	XP_013617522.1, XP_013594361.1, XP_013633074.1	XP_010513382.1
OG0000074	XP_013632365.1, XP_013594389.1, XP_013627465.1, XP_013594307.1	XP_010413036.1
OG0000074	XP_013633013.1, XP_013615619.1, XP_013623877.1, XP_013639472.1, XP_013615430.1, XP_013607953.1, XP_013601324.1	XP_010471120.1
OG0000074	XP_013601076.1, XP_013589086.1, XP_013639736.1, XP_013639741.1, XP_013639295.1, XP_013624989.1, XP_013624470.1, XP_013639710.1, XP_013623206.1, XP_013601621.1, XP_013632974.1	XP_019087687.1
OG0000074	XP_013589122.1	XP_010480978.1
OG0000074	XP_013601562.1, XP_013632817.1	XP_010495562.1, XP_010463274.1, XP_010507355.1, XP_010497102.1, XP_010480731.1
OG0000074	XP_013608398.1, XP_013624867.1	XP_019097678.1
OG0000074	XP_013631241.1, XP_013624893.1, XP_013633311.1, XP_013639745.1, XP_013601329.1	XP_010484876.1
OG0000074	XP_013639521.1, XP_013633028.1	XP_010469242.1, XP_019095568.1
OG0000075	XP_013596175.1	XP_010437077.1, XP_019086095.1, XP_010446510.1
OG0000076	XP_013598018.1	XP_019086777.1, XP_019088762.1, XP_010446406.1
OG0000076	XP_013625990.1, XP_013601953.1, XP_013619488.1, XP_013587128.1, XP_013587126.1, XP_013627762.1, XP_013627931.1, XP_013625555.1, XP_013623638.1, XP_013626117.1	XP_010497340.1
OG0000077	XP_013613462.1	XP_010431250.1
OG0000077	XP_013623925.1, XP_013617650.1	XP_010481626.1
OG0000077	XP_013624423.1	XP_019097508.1, XP_010417196.1
OG0000077	XP_013630204.1	XP_019101057.1
OG0000077	XP_013619910.1	XP_010430698.1, XP_010489646.1, XP_010512993.2, XP_019099582.1, XP_010430699.1, XP_010518589.1, XP_010425134.1, XP_010425130.1
OG0000077	XP_013594901.1	XP_010514095.1, XP_019099908.1
OG0000077	XP_013586946.1	XP_019094380.1, XP_010462608.1
OG0000078	XP_013595132.1	XP_010514749.1, XP_010485737.1, XP_010463845.1
OG0000078	XP_013621464.1, XP_013616580.1	XP_019083866.1, XP_019097998.1
OG0000078	XP_013626494.1	XP_010492794.1, XP_010492795.1
OG0000078	XP_013621006.1, XP_013626763.1, XP_013621468.1, XP_013621008.1, XP_013616647.1, XP_013627003.1	XP_019090250.1, XP_019090249.1, XP_019083862.1, XP_019097999.1, XP_019098000.1, XP_019089956.1, XP_019083864.1, XP_019089955.1, XP_019083868.1, XP_019089957.1, XP_019090652.1, XP_019083867.1, XP_019083863.1, XP_019090034.1, XP_019098001.1, XP_019090033.1, XP_019097860.1, XP_019098095.1, XP_010420540.1, XP_019098087.1, XP_019098096.1, XP_019098094.1, XP_019090301.1, XP_019083860.1
OG0000079	XP_013624970.1, XP_013594646.1, XP_013614132.1, XP_013616960.1, XP_013617303.1, XP_013624135.1, XP_013633128.1, XP_013589234.1, XP_013617072.1, XP_013628163.1, XP_013607582.1, XP_013633006.1, XP_013624630.1, XP_013639297.1, XP_013634828.1, XP_013583409.1, XP_013639827.1, XP_013588116.1, XP_013594953.1, XP_013624305.1, XP_013614606.1, XP_013617685.1, XP_013617550.1, XP_013617194.1, XP_013639436.1, XP_013623727.1, XP_013594276.1, XP_013589590.1, XP_013583246.1, XP_013617780.1, XP_013633220.1, XP_013607786.1, XP_013608501.1, XP_013624109.1, XP_013594551.1, XP_013639155.1, XP_013624409.1, XP_013583323.1, XP_013594743.1, XP_013601442.1, XP_013631864.1, XP_013589277.1, XP_013639764.1, XP_013583349.1, XP_013589235.1, XP_013624731.1, XP_013591028.1, XP_013584961.1	XP_010512845.1, XP_010415622.1, XP_019095296.1, XP_019090335.1, XP_019091163.1, XP_019082564.1, XP_019087463.1, XP_019093257.1
OG0000079	XP_013624775.1, XP_013594486.1	XP_010512724.1, XP_019100739.1, XP_019085561.1, XP_019099825.1, XP_019082800.1, XP_010455272.1, XP_010441029.1, XP_019092609.1, XP_010494915.2, XP_010495453.2, XP_010511426.1, XP_010494414.1
OG0000080	XP_013588982.1, XP_013617440.1, XP_013589052.1, XP_013632928.1	XP_010456792.1
OG0000080	XP_013594990.1, XP_013617302.1, XP_013589233.1	XP_010481168.1
OG0000080	XP_013594442.1	XP_010418877.1
OG0000081	XP_013628529.1	XP_010462790.1, XP_010480815.1, XP_019089329.1, XP_010456870.1, XP_010436473.1, XP_019092479.1, XP_019096239.1, XP_019091169.1, XP_019095788.1, XP_010501907.1, XP_019087541.1, XP_019091550.1, XP_019099635.1, XP_019086243.1, XP_019095567.1, XP_010495603.1, XP_019101952.1, XP_010436697.1, XP_019097457.1, XP_010474285.1, XP_010436886.1, XP_010474078.1, XP_019092366.1, XP_019086241.1, XP_010440978.1
OG0000081	XP_013607575.1	XP_019082651.1, XP_019085368.1, XP_019086362.1, XP_010424661.1, XP_019091072.1, XP_019084275.1, XP_019096344.1, XP_019096335.1, XP_019082519.1, XP_019098295.1, XP_019099672.1, XP_019082727.1
OG0000082	XP_013594797.1	XP_010510051.1, XP_010441532.1
OG0000082	XP_013598864.1	XP_010418794.1, XP_010447993.1, XP_010412581.1, XP_010451347.1, XP_010490164.1, XP_010497085.1, XP_010468697.1
OG0000082	XP_013608417.1	XP_019089186.1, XP_019096076.1, XP_019085390.1, XP_010499068.1
OG0000082	XP_013632994.1	XP_010451686.1, XP_010463456.1, XP_019089255.1, XP_010431064.1, XP_010425119.1, XP_010500038.1, XP_010416267.1, XP_010507211.1, XP_010430849.1, XP_010496910.1, XP_010482700.1, XP_019099604.1
OG0000082	XP_013613663.1, XP_013595001.1, XP_013624795.1, XP_013614590.1	XP_010513388.1, XP_019094564.1
OG0000082	XP_013613884.1	XP_010424200.1, XP_019085423.1, XP_010468406.1
OG0000082	XP_013621650.1, XP_013624715.1, XP_013628088.1, XP_013617793.1	XP_010470454.1, XP_010451547.1, XP_010518616.1, XP_010463259.1, XP_019092362.1, XP_010424655.1
OG0000082	XP_013633229.1	XP_010419135.1
OG0000083	XP_013622810.1	XP_010466913.1
OG0000083	XP_013632891.1	XP_010436687.1
OG0000083	XP_013626727.1, XP_013608324.1	XP_010462955.1, XP_010507316.1
OG0000083	XP_013615528.1, XP_013632421.1	XP_019091415.1
OG0000083	XP_013615154.1	XP_019099687.1
OG0000083	XP_013633326.1	XP_010484936.1
OG0000083	XP_013639207.1, XP_013608139.1	XP_010468473.1
OG0000084	XP_013637133.1	XP_010424513.1, XP_010431011.1
OG0000084	XP_013607493.1	XP_010480966.1, XP_010473765.1, XP_010473863.1, XP_010507300.1, XP_010480820.1, XP_010495906.1, XP_010480716.1, XP_010424347.1, XP_010474349.1, XP_010445858.1
OG0000084	XP_013601082.1	XP_010501874.1, XP_010513467.1, XP_010415675.1, XP_010446055.1, XP_010424869.1, XP_010431283.1, XP_010507435.1, XP_010445427.1, XP_010424583.1, XP_010420530.1, XP_010470106.1, XP_019085418.1, XP_010445186.1, XP_010502397.1, XP_010485017.1, XP_010495807.1
OG0000084	XP_013614439.1	XP_010412615.1, XP_010489872.1, XP_010424268.1, XP_010461805.1, XP_010501665.1, XP_010511282.1, XP_010477949.1, XP_010428921.1, XP_010474124.2, XP_010468693.1
OG0000084	XP_013624725.1, XP_013594835.1	XP_010418982.1, XP_010430741.1, XP_010430742.1, XP_010468623.1, XP_010478178.1, XP_010424531.1, XP_019099659.1, XP_010474224.1, XP_010496264.1, XP_010445266.1, XP_010430755.1, XP_010462679.1, XP_010456650.1, XP_010474105.1, XP_019084351.1, XP_019084350.1, XP_010513311.1, XP_010481061.1, XP_010462704.1, XP_010436302.1, XP_010419019.1, XP_010518597.1, XP_010490132.1, XP_010495738.1, XP_019084271.1, XP_010507514.1, XP_010456798.1, XP_019092286.1, XP_010424213.1
OG0000086	XP_013634315.1	XP_010451724.1, XP_010445575.1, XP_010454972.1, XP_010456725.1, XP_010493885.1, XP_010424345.1, XP_010454973.2
OG0000086	XP_013633763.1	XP_010435701.1
OG0000086	XP_013588679.1	XP_019093553.1, XP_010511492.1, XP_010415205.1, XP_010496730.1
OG0000086	XP_013590467.1	XP_019093672.1, XP_019095324.1
OG0000087	XP_013633192.1	XP_010419180.1
OG0000089	XP_013598457.1	XP_010421190.1, XP_010454670.1
OG0000089	XP_013629087.1	XP_010444122.1
OG0000089	XP_013629400.1	XP_010515012.1
OG0000089	XP_013637001.1, XP_013636732.1	XP_010469941.1, XP_010414372.1, XP_010510475.1
OG0000089	XP_013611442.1	XP_010419814.1, XP_010491982.1, XP_010453291.1
OG0000089	XP_013620476.1, XP_013612217.1, XP_013598244.1	XP_010494444.1
OG0000089	XP_013636563.1	XP_010516638.1, XP_010504960.1
OG0000089	XP_013592047.1	XP_010416482.1, XP_010471708.1
OG0000090	XP_013617680.1	XP_019085398.1, XP_010480749.1
OG0000090	XP_013601350.1	XP_010513380.1
OG0000090	XP_013583304.1, XP_013639396.1, XP_013589414.1, XP_013594235.1, XP_013631714.1, XP_013631210.1, XP_013609373.1	XP_010451695.1, XP_010468565.1
OG0000091	XP_013593337.1	XP_010515061.1
OG0000091	XP_013603553.1	XP_019085904.1, XP_019102250.1, XP_019100157.1, XP_010511816.1
OG0000091	XP_013612192.1	XP_010503358.1
OG0000091	XP_013628392.1	XP_019082456.1
OG0000091	XP_013627653.1, XP_013607358.1	XP_010454350.1, XP_010493153.1, XP_010493149.1, XP_010420883.1
OG0000091	XP_013631070.1	XP_010441974.1, XP_010482344.1
OG0000092	XP_013620056.1, XP_013608261.1	XP_019089257.1, XP_010431167.1
OG0000092	XP_013594390.1	XP_010431369.1, XP_019092338.1, XP_019082542.1, XP_019085803.1, XP_019097489.1, XP_010495672.1, XP_019089181.1, XP_019094589.1, XP_010468080.1, XP_010462772.1, XP_019093308.1
