Orthogroup	Brassica_oleracea	Capsella_rubella
OG0000143	XP_013632910.1, XP_013589207.1, XP_013624703.1, XP_013632577.1, XP_013632712.1, XP_013624745.1, XP_013607795.1, XP_013639469.1, XP_013624288.1, XP_013633322.1, XP_013632491.1, XP_013614182.1, XP_013594402.1, XP_013614207.1, XP_013615522.1, XP_013615454.1, XP_013617043.1	XP_023644225.1
OG0000144	XP_013639303.1, XP_013639235.1, XP_013608357.1, XP_013613394.1, XP_013633083.1, XP_013589472.1, XP_013607946.1, XP_013608268.1, XP_013624418.1, XP_013614807.1, XP_013607855.1, XP_013632472.1, XP_013601321.1, XP_013617765.1, XP_013632652.1, XP_013601611.1, XP_013607842.1, XP_013624381.1, XP_013583439.1, XP_013626069.1, XP_013616801.1, XP_013594649.1, XP_013607602.1, XP_013632382.1, XP_013601352.1, XP_013588974.1, XP_013639298.1, XP_013589363.1, XP_013589567.1, XP_013607673.1, XP_013624044.1, XP_013607592.1, XP_013624529.1, XP_013617806.1, XP_013614768.1, XP_013627581.1, XP_013608004.1, XP_013613947.1, XP_013639203.1, XP_013632525.1, XP_013608290.1, XP_013608167.1, XP_013639220.1, XP_013631278.1, XP_013617180.1, XP_013595083.1, XP_013626286.1, XP_013624784.1, XP_013632528.1, XP_013624800.1, XP_013589638.1, XP_013617007.1, XP_013622564.1, XP_013594909.1, XP_013607612.1, XP_013594709.1, XP_013632411.1, XP_013594736.1, XP_013624825.1, XP_013616870.1, XP_013607604.1, XP_013601187.1	XP_023636064.1, XP_023644445.1, XP_023633453.1, XP_023634293.1, XP_023644415.1, XP_023641261.1
OG0000144	XP_013632800.1, XP_013623962.1	XP_023644221.1
OG0000148	XP_013639002.1, XP_013624368.1, XP_013596978.1, XP_013596422.1, XP_013594383.1	XP_023632926.1, XP_006279114.2, XP_006305969.2, XP_006303718.2, XP_006297855.1
OG0000148	XP_013627689.1	XP_023634320.1, XP_006307735.2, XP_023632976.1, XP_023632977.1
OG0000151	XP_013634717.1	XP_006292174.1, XP_006279090.2
OG0000151	XP_013604669.1, XP_013588671.1, XP_013634847.1	XP_006290668.1
OG0000151	XP_013635814.1	XP_006292545.1
OG0000151	XP_013636124.1	XP_006295608.1
OG0000151	XP_013635718.1	XP_006292248.1
OG0000151	XP_013602835.1	XP_006290640.1
OG0000151	XP_013630873.1	XP_006295587.1
OG0000151	XP_013611475.1	XP_006287124.2
OG0000153	XP_013633570.1	XP_023639932.1
OG0000153	XP_013634388.1, XP_013633705.1, XP_013632650.1, XP_013634362.1	XP_006294819.1
OG0000153	XP_013625223.1, XP_013631616.1	XP_023639834.1, XP_023639909.1, XP_023640029.1
OG0000153	XP_013602954.1, XP_013600678.1, XP_013599857.1	XP_023639879.1
OG0000153	XP_013632108.1, XP_013614184.1	XP_023639769.1
OG0000154	XP_013590343.1	XP_006303205.1, XP_006304379.1
OG0000154	XP_013614710.1	XP_006306758.1
OG0000157	XP_013596266.1, XP_013616758.1, XP_013608393.1, XP_013622453.1, XP_013623924.1, XP_013637516.1, XP_013585230.1, XP_013587143.1, XP_013620927.1	XP_023634266.1, XP_006304655.2
OG0000158	XP_013624637.1	XP_023635458.1, XP_006279441.2
OG0000158	XP_013603971.1, XP_013584343.1	XP_006289701.2, XP_006289843.2
OG0000160	XP_013611416.1, XP_013597841.1	XP_006296920.1
OG0000160	XP_013593694.1, XP_013594020.1, XP_013596307.1	XP_006282542.1
OG0000160	XP_013620594.1	XP_006282289.1
OG0000160	XP_013623185.1	XP_006279406.1
OG0000160	XP_013622891.1	XP_006279360.1
OG0000160	XP_013588689.1	XP_023643729.1
OG0000160	XP_013605622.1	XP_006293643.2
OG0000161	XP_013627570.1, XP_013603224.1, XP_013617805.1, XP_013594696.1, XP_013583368.1, XP_013585516.1, XP_013585404.1, XP_013595479.1, XP_013604163.1, XP_013600898.1, XP_013601527.1, XP_013610632.1, XP_013607945.1, XP_013626459.1, XP_013608455.1, XP_013607573.1, XP_013633426.1, XP_013595063.1, XP_013631266.1, XP_013635056.1, XP_013588975.1, XP_013603863.1	XP_023636868.1
OG0000162	XP_013622310.1	XP_006294455.1
OG0000162	XP_013632580.1	XP_006296229.1
OG0000166	XP_013629197.1	XP_006282538.1
OG0000166	XP_013589814.1	XP_006300680.2
OG0000167	XP_013585306.1, XP_013585233.1, XP_013597344.1	XP_023634668.1
OG0000167	XP_013624265.1	XP_006299157.1, XP_023642627.1
OG0000169	XP_013601108.1, XP_013588901.1	XP_006293234.2, XP_023638052.1, XP_023641929.1, XP_023641930.1, XP_023642400.1, XP_006304855.1, XP_023637223.1, XP_023638076.1, XP_006299871.1, XP_006299319.1, XP_023641928.1, XP_023641931.1
OG0000170	XP_013634565.1	XP_006292819.2
OG0000170	XP_013635992.1	XP_023641004.1, XP_006307271.1
OG0000170	XP_013635993.1	XP_023640714.1
OG0000170	XP_013635050.1	XP_023640606.1, XP_023640163.1
OG0000171	XP_013613316.1	XP_006281266.1
OG0000171	XP_013608966.1	XP_006302865.2
OG0000171	XP_013599341.1	XP_006298751.1
OG0000171	XP_013622226.1, XP_013621604.1, XP_013606619.1	XP_006281239.2
OG0000171	XP_013617767.1, XP_013622635.1, XP_013638468.1	XP_023641832.1, XP_006298742.1
OG0000171	XP_013639325.1	XP_006284700.1
OG0000173	XP_013639180.1, XP_013585255.1	XP_023641239.1
OG0000173	XP_013594067.1	XP_023634627.1, XP_006289268.1
OG0000174	XP_013617082.1, XP_013633329.1	XP_023639187.1, XP_023634312.1, XP_023640329.1, XP_023644479.1, XP_006281259.1
OG0000175	XP_013590286.1	XP_006302886.1
OG0000175	XP_013606531.1	XP_023635842.1
OG0000175	XP_013636373.1	XP_006291918.1, XP_006296139.2, XP_006295602.1
OG0000176	XP_013627621.1	XP_006299638.1
OG0000176	XP_013619769.1, XP_013590800.1, XP_013590659.1	XP_023643800.1
OG0000177	XP_013593246.1	XP_006303693.1
OG0000177	XP_013638957.1	XP_006306845.1
OG0000178	XP_013606260.1, XP_013606263.1	XP_006289433.1
OG0000178	XP_013626923.1	XP_006286464.1
OG0000178	XP_013624075.1	XP_006286371.1
OG0000178	XP_013627503.1	XP_006289092.1, XP_006289348.1, XP_023635846.1, XP_006287233.1
OG0000178	XP_013618562.1	XP_023635847.1, XP_006289234.1, XP_006286467.1
OG0000178	XP_013610263.1, XP_013610612.1	XP_006286468.1
OG0000179	XP_013585069.1, XP_013610785.1	XP_023644030.1, XP_023643476.1, XP_006300712.1
OG0000179	XP_013626388.1	XP_006300705.1
OG0000183	XP_013591852.1	XP_006302967.1, XP_006284698.1
OG0000183	XP_013628825.1, XP_013637527.1	XP_023641020.1
OG0000183	XP_013631799.1	XP_006294957.1
OG0000184	XP_013635093.1, XP_013589077.1, XP_013614749.1, XP_013614750.1, XP_013614748.1, XP_013635188.1, XP_013635027.1, XP_013635145.1, XP_013635212.1	XP_006299497.1, XP_023632990.1, XP_023642677.1, XP_006299827.1
OG0000185	XP_013597874.1, XP_013597872.1	XP_006305431.1
OG0000188	XP_013610704.1	XP_006289243.1, XP_006289137.1, XP_006286705.1
OG0000189	XP_013629002.1, XP_013604425.1, XP_013594142.1, XP_013584461.1, XP_013584411.1, XP_013598034.1	XP_006296623.1
OG0000192	XP_013597957.1	XP_006292772.1
OG0000193	XP_013585027.1	XP_006304962.1
OG0000193	XP_013583418.1	XP_023633071.1, XP_023632600.1
OG0000195	XP_013594316.1	XP_006299848.1
OG0000195	XP_013596123.1	XP_006285706.1, XP_006284967.1
OG0000195	XP_013623836.1	XP_023644268.1, XP_006301244.1
OG0000196	XP_013632231.1	XP_023635062.1
OG0000197	XP_013614095.1	XP_023634326.1
OG0000197	XP_013591070.1	XP_023633844.1
OG0000198	XP_013601824.1	XP_006306087.1
OG0000199	XP_013601305.1, XP_013628081.1	XP_006293511.1, XP_006280936.1
OG0000200	XP_013603075.1, XP_013587514.1, XP_013584831.1	XP_006305980.1
OG0000200	XP_013625101.1	XP_006305145.1
OG0000200	XP_013639491.1, XP_013626397.1	XP_006305143.1, XP_006303722.1
OG0000203	XP_013588854.1	XP_006292197.1
OG0000203	XP_013603307.1, XP_013600272.1, XP_013604009.1	XP_006293093.1
OG0000203	XP_013591322.1, XP_013632132.1, XP_013632130.1	XP_006292664.2
OG0000203	XP_013615611.1, XP_013589365.1, XP_013589367.1	XP_023638587.1
OG0000205	XP_013624495.1, XP_013601133.1, XP_013615628.1, XP_013594966.1, XP_013632040.1, XP_013631066.1, XP_013617851.1, XP_013608335.1, XP_013617782.1, XP_013617509.1, XP_013613471.1, XP_013615485.1, XP_013628376.1, XP_013633176.1, XP_013614762.1, XP_013633240.1, XP_013632486.1, XP_013624014.1, XP_013613857.1, XP_013628317.1, XP_013614970.1, XP_013632966.1, XP_013639350.1, XP_013639489.1, XP_013633174.1	XP_023640324.1, XP_023636059.1, XP_023634278.1, XP_023644457.1, XP_023644466.1, XP_023644460.1, XP_023634071.1, XP_023641994.1, XP_023636047.1, XP_023644478.1, XP_023634282.1, XP_023644465.1, XP_023640333.1, XP_023645651.1, XP_023634063.1, XP_023634058.1, XP_023636043.1
OG0000209	XP_013584290.1	XP_006287874.1, XP_006296766.1
OG0000210	XP_013632427.1	XP_006294103.1
OG0000210	XP_013616918.1	XP_006302230.1
OG0000210	XP_013636352.1	XP_006293088.1
OG0000214	XP_013614954.1, XP_013639465.1, XP_013614046.1	XP_023640469.1
OG0000214	XP_013601200.1, XP_013639754.1	XP_023634705.1
OG0000214	XP_013639631.1	XP_023641965.1, XP_023638865.1, XP_023639573.1, XP_023641361.1, XP_023644322.1
OG0000214	XP_013589529.1, XP_013639328.1, XP_013594941.1, XP_013617307.1	XP_023638976.1
OG0000214	XP_013594438.1	XP_023633773.1
OG0000216	XP_013617487.1	XP_023637283.1
OG0000216	XP_013624066.1, XP_013624067.1	XP_023635820.1
OG0000216	XP_013620094.1	XP_006302421.1
OG0000216	XP_013601679.1	XP_006292358.1
OG0000218	XP_013635598.1, XP_013594871.1, XP_013619322.1, XP_013596043.1, XP_013594182.1, XP_013590775.1, XP_013632526.1, XP_013623802.1, XP_013617409.1, XP_013614232.1, XP_013622871.1, XP_013585340.1, XP_013614805.1, XP_013614000.1, XP_013589410.1, XP_013624015.1	XP_023643610.1, XP_023642575.1, XP_023632899.1, XP_023637419.1
OG0000219	XP_013638627.1, XP_013584165.1, XP_013633401.1, XP_013639375.1	XP_023634346.1
OG0000221	XP_013617371.1	XP_023644090.1
OG0000221	XP_013595010.1, XP_013594478.1, XP_013607822.1, XP_013601146.1, XP_013601276.1, XP_013624143.1, XP_013589402.1	XP_023643898.1
OG0000221	XP_013617992.1, XP_013601374.1	XP_023644448.1
OG0000223	XP_013615107.1	XP_023640610.1
OG0000226	XP_013632872.1	XP_006285264.2
OG0000227	XP_013626403.1, XP_013628173.1, XP_013627330.1	XP_006296942.1, XP_006296911.1, XP_023632678.1
OG0000227	XP_013632738.1	XP_006286443.2
OG0000229	XP_013603547.1	XP_006289451.2, XP_023644307.1, XP_006282853.2, XP_006286342.2
OG0000229	XP_013639519.1	XP_006285195.1, XP_006301448.1
OG0000229	XP_013600996.1	XP_006290232.2, XP_006281727.1
OG0000229	XP_013617888.1	XP_006279442.1, XP_006304782.2
OG0000232	XP_013639400.1	XP_023636098.1
OG0000232	XP_013594831.1, XP_013594515.1, XP_013601383.1, XP_013639425.1, XP_013616731.1	XP_023641916.1, XP_023634272.1, XP_023634273.1
OG0000233	XP_013610418.1	XP_006290020.1
OG0000233	XP_013619195.1, XP_013616049.1, XP_013627166.1, XP_013626870.1	XP_006286767.1
OG0000233	XP_013609768.1, XP_013603711.1, XP_013619712.1	XP_006289542.2, XP_006289289.1
OG0000234	XP_013601559.1	XP_023639230.1, XP_006295841.1, XP_023635829.1, XP_023635762.1, XP_023636750.1, XP_023644543.1, XP_006305075.2
OG0000236	XP_013590837.1	XP_023644184.1
OG0000236	XP_013592345.1	XP_023642610.1
OG0000237	XP_013619410.1, XP_013624166.1, XP_013628123.1, XP_013627513.1, XP_013583422.1, XP_013638927.1, XP_013592450.1, XP_013595113.1, XP_013592994.1	XP_023641253.1, XP_006299438.1, XP_006299488.1, XP_006289972.1, XP_006289053.1, XP_006290121.1, XP_006286744.1, XP_006299227.2
OG0000237	XP_013627485.1	XP_006296746.1
OG0000238	XP_013620218.1	XP_023644384.1
OG0000241	XP_013593118.1, XP_013611429.1	XP_006284545.1
OG0000241	XP_013607002.1	XP_006289916.1
OG0000241	XP_013626139.1	XP_006289616.1, XP_006289215.1
OG0000242	XP_013610078.1	XP_006298183.1
OG0000242	XP_013597142.1, XP_013619903.1	XP_006279117.1, XP_006286819.1, XP_006286567.1
OG0000243	XP_013638073.1	XP_006303366.2
OG0000243	XP_013587120.1	XP_006305764.1, XP_006304484.1
OG0000244	XP_013610574.1, XP_013627706.1	XP_006286805.1
OG0000244	XP_013610658.1	XP_006290182.1
OG0000244	XP_013607462.1	XP_023636139.1, XP_006286807.1
OG0000246	XP_013602866.1	XP_023639020.1
OG0000246	XP_013627399.1	XP_006295641.1
OG0000246	XP_013623426.1	XP_006294087.1, XP_006294083.1
OG0000246	XP_013631718.1, XP_013631294.1	XP_006296366.1
OG0000246	XP_013632346.1, XP_013634416.1	XP_006294067.1, XP_006293528.1
OG0000247	XP_013639107.1	XP_006285568.2, XP_006279047.1
OG0000247	XP_013607726.1, XP_013624376.1	XP_023645782.1
OG0000248	XP_013589631.1, XP_013589630.1	XP_006301801.2
OG0000248	XP_013617187.1	XP_006301741.2
OG0000248	XP_013589629.1	XP_006284516.1, XP_023644302.1
OG0000250	XP_013628057.1	XP_006289516.1
OG0000250	XP_013628835.1	XP_006299908.2
OG0000250	XP_013611497.1	XP_006288303.1, XP_006288300.1
OG0000251	XP_013614897.1	XP_006290957.1, XP_006290955.1
OG0000251	XP_013618605.1	XP_006290953.1, XP_023638661.1
OG0000251	XP_013627194.1	XP_006282010.1
OG0000251	XP_013612265.1	XP_006290948.1
OG0000251	XP_013599442.1	XP_006292364.1, XP_006292423.1
OG0000252	XP_013610505.1	XP_006299068.1
OG0000252	XP_013590884.1, XP_013609066.1, XP_013613905.1	XP_006300513.1, XP_006291286.1
OG0000252	XP_013616477.1, XP_013618016.1, XP_013593877.1, XP_013593879.1	XP_006302386.1
OG0000253	XP_013628965.1, XP_013611399.1	XP_006297173.1
OG0000253	XP_013616125.1	XP_006297174.1
OG0000254	XP_013588223.1, XP_013615250.1	XP_006284820.1
OG0000256	XP_013589655.1, XP_013639719.1	XP_006299941.1, XP_023641893.1, XP_023641894.1
OG0000257	XP_013619391.1	XP_006301262.1
OG0000258	XP_013601159.1, XP_013632859.1	XP_023633336.1, XP_023640347.1
OG0000259	XP_013613953.1, XP_013615249.1	XP_006304817.2, XP_006306329.2, XP_023644499.1, XP_006304918.2
OG0000260	XP_013598774.1	XP_023635375.1
OG0000260	XP_013639488.1	XP_006283573.1
OG0000260	XP_013620992.1, XP_013596438.1	XP_006306153.1
OG0000262	XP_013610529.1, XP_013610227.1	XP_006301668.1, XP_023637514.1, XP_006301980.1, XP_006299358.1, XP_006301961.2, XP_023637360.1, XP_023637436.1
OG0000263	XP_013624798.1, XP_013624417.1, XP_013624116.1, XP_013595119.1, XP_013624706.1	XP_023633691.1
OG0000266	XP_013610430.1	XP_006279750.2
OG0000266	XP_013627484.1, XP_013627602.1	XP_023633396.1
OG0000268	XP_013639742.1	XP_023640341.1
OG0000269	XP_013625891.1	XP_006281238.1
OG0000269	XP_013629589.1	XP_006291980.1
OG0000269	XP_013634861.1, XP_013637342.1, XP_013637340.1	XP_023642855.1, XP_006303386.1, XP_006295138.1
OG0000270	XP_013633244.1	XP_023641165.1
OG0000270	XP_013624992.1, XP_013611661.1	XP_023644130.1
OG0000273	XP_013610647.1	XP_023639467.1, XP_006281696.1, XP_006280481.1, XP_006280434.1, XP_023633395.1, XP_006281514.1
OG0000273	XP_013619636.1	XP_023633397.1
OG0000274	XP_013601222.1, XP_013609359.1, XP_013589136.1, XP_013624347.1	XP_023637080.1
OG0000275	XP_013607799.1	XP_023633707.1
OG0000275	XP_013627934.1, XP_013608532.1, XP_013608530.1, XP_013608536.1, XP_013627649.1, XP_013624778.1, XP_013593112.1	XP_006285590.2, XP_023639572.1
OG0000276	XP_013589352.1	XP_023635220.1
OG0000277	XP_013598022.1	XP_006298701.1
OG0000277	XP_013608148.1	XP_006284579.2
OG0000278	XP_013628027.1	XP_006282573.1, XP_006286231.1, XP_006285685.1, XP_006283651.2, XP_006282490.1
OG0000283	XP_013627872.1	XP_023633819.1
OG0000283	XP_013608158.1, XP_013639335.1, XP_013633516.1, XP_013603321.1	XP_023644223.1
OG0000284	XP_013633451.1	XP_006299160.2
OG0000284	XP_013624961.1, XP_013594877.1, XP_013594874.1, XP_013639524.1, XP_013608291.1, XP_013594763.1, XP_013608168.1, XP_013639681.1, XP_013617496.1, XP_013617018.1, XP_013632826.1	XP_023635719.1
OG0000285	XP_013598049.1	XP_023634855.1
OG0000285	XP_013583450.1	XP_006289794.2
OG0000285	XP_013598493.1, XP_013604992.1	XP_006286160.1
OG0000285	XP_013629080.1, XP_013591327.1, XP_013591329.1, XP_013631137.1	XP_023643783.1
OG0000286	XP_013583416.1, XP_013586481.1, XP_013583423.1	XP_023642772.1
OG0000286	XP_013597125.1	XP_023635611.1
OG0000289	XP_013631997.1, XP_013632220.1, XP_013635809.1, XP_013637224.1, XP_013633369.1, XP_013631673.1	XP_006296090.2
OG0000290	XP_013607661.1, XP_013599293.1	XP_023636837.1
OG0000290	XP_013633180.1	XP_023633370.1, XP_023633580.1, XP_023634330.1, XP_023634335.1
OG0000290	XP_013601069.1	XP_023633339.1
OG0000291	XP_013630824.1	XP_006298781.1
OG0000292	XP_013624333.1, XP_013639386.1, XP_013632606.1, XP_013639423.1, XP_013639539.1, XP_013594984.1, XP_013589072.1, XP_013594814.1, XP_013601216.1, XP_013625423.1, XP_013601608.1, XP_013624244.1, XP_013608022.1, XP_013601436.1, XP_013607736.1, XP_013624462.1, XP_013624898.1, XP_013594881.1, XP_013624660.1, XP_013583472.1, XP_013624665.1, XP_013607495.1	XP_023637503.1
OG0000294	XP_013610492.1, XP_013610778.1	XP_023637593.1
OG0000294	XP_013616802.1, XP_013619747.1	XP_006289140.2, XP_023637686.1
OG0000295	XP_013628407.1	XP_023641263.1
OG0000296	XP_013609630.1	XP_006280067.1, XP_006280069.1
OG0000296	XP_013620395.1, XP_013620391.1, XP_013618644.1, XP_013620392.1, XP_013620394.1	XP_023640928.1, XP_023642636.1, XP_023640932.1
OG0000301	XP_013602649.1, XP_013603566.1, XP_013602650.1, XP_013635448.1, XP_013635214.1, XP_013610690.1	XP_023640002.1, XP_006296449.1, XP_006292850.2
OG0000301	XP_013592257.1	XP_023637513.1
OG0000304	XP_013632374.1	XP_006295453.1, XP_006295599.1, XP_006295455.1
OG0000304	XP_013633331.1	XP_006292910.1
OG0000304	XP_013636622.1	XP_006294980.1
OG0000305	XP_013596992.1	XP_023632628.1
OG0000307	XP_013607544.1	XP_006284973.1, XP_006301076.1
OG0000308	XP_013595257.1	XP_006282331.1
OG0000308	XP_013619016.1	XP_006282074.1, XP_006282173.1
OG0000308	XP_013609877.1, XP_013607782.1, XP_013594787.1, XP_013595949.1, XP_013619444.1, XP_013617606.1, XP_013609896.1	XP_006281683.1
OG0000313	XP_013588264.1, XP_013616005.1	XP_023637658.1, XP_023635806.1, XP_023634578.1
OG0000313	XP_013595726.1	XP_023633408.1
OG0000315	XP_013595457.1, XP_013593698.1, XP_013595413.1, XP_013595402.1, XP_013630957.1, XP_013630944.1	XP_006292413.2, XP_006292967.1
OG0000315	XP_013635690.1	XP_006292295.1, XP_006290418.1, XP_023639208.1
OG0000316	XP_013588112.1, XP_013587370.1	XP_006299313.1
OG0000318	XP_013589432.1, XP_013588845.1	XP_006297043.2
OG0000318	XP_013588656.1	XP_006301027.2, XP_006300756.1
OG0000321	XP_013628373.1	XP_006279139.1
OG0000321	XP_013628524.1	XP_006286795.1
OG0000321	XP_013621196.1	XP_006301274.1
OG0000322	XP_013624759.1	XP_023636104.1, XP_006288761.1
OG0000323	XP_013633152.1	XP_023635159.1, XP_006282439.1
OG0000325	XP_013638562.1, XP_013605539.1, XP_013603309.1	XP_006304190.1
OG0000325	XP_013636697.1, XP_013622603.1	XP_006294968.1
OG0000326	XP_013610372.1	XP_006285867.1, XP_023635329.1, XP_006281431.1
OG0000328	XP_013630581.1	XP_023642081.1
OG0000330	XP_013590898.1, XP_013590516.1	XP_006294415.1, XP_006294246.2, XP_006302398.1, XP_006294435.1, XP_006296416.1, XP_006296260.2, XP_006294473.1, XP_023643022.1
OG0000330	XP_013588250.1, XP_013589502.1, XP_013590614.1, XP_013590374.1, XP_013590664.1, XP_013618931.1	XP_006300480.1
OG0000330	XP_013585022.1	XP_006305103.1
OG0000331	XP_013629475.1, XP_013611648.1	XP_006287904.1
OG0000331	XP_013629139.1, XP_013613847.1	XP_006297742.2
OG0000331	XP_013636480.1	XP_006294372.1
OG0000331	XP_013637320.1	XP_006294369.1
OG0000332	XP_013607236.1, XP_013606280.1	XP_023643047.1
OG0000332	XP_013606253.1, XP_013607362.1	XP_023644075.1, XP_006300306.1, XP_023643049.1, XP_023643050.1, XP_023642947.1
OG0000334	XP_013633351.1, XP_013594364.1	XP_023640809.1
OG0000335	XP_013588585.1	XP_023638528.1, XP_023635714.1
OG0000335	XP_013603685.1, XP_013602257.1, XP_013604195.1, XP_013615629.1, XP_013601716.1	XP_023638925.1
OG0000335	XP_013592452.1	XP_023638843.1
OG0000336	XP_013608922.1	XP_006302924.1, XP_006302921.1, XP_006304268.1, XP_006304242.2
OG0000338	XP_013615008.1, XP_013617632.1, XP_013633061.1, XP_013615593.1, XP_013594613.1, XP_013617111.1, XP_013624769.1, XP_013601166.1	XP_023643347.1
OG0000339	XP_013622863.1	XP_006294061.1, XP_006295640.1, XP_006294064.1, XP_006294021.2
OG0000339	XP_013621481.1	XP_006289633.1
OG0000339	XP_013599132.1, XP_013619332.1	XP_006290193.1
OG0000341	XP_013619802.1	XP_006281771.1
OG0000341	XP_013590838.1	XP_006304613.1, XP_006307122.1, XP_006304877.1
OG0000345	XP_013625024.1, XP_013619486.1	XP_006289613.1, XP_006281260.2
OG0000345	XP_013619714.1	XP_006289891.1
OG0000345	XP_013587167.1, XP_013602022.1, XP_013600499.1	XP_006303184.2, XP_006288844.1
OG0000346	XP_013590573.1	XP_006292361.1, XP_006292171.1
OG0000346	XP_013600603.1	XP_023638827.1
OG0000347	XP_013600562.1, XP_013587671.1	XP_006304071.1
OG0000347	XP_013612790.1, XP_013630573.1	XP_006288376.1
OG0000348	XP_013620031.1	XP_023639193.1
OG0000349	XP_013618860.1	XP_023638620.1
OG0000349	XP_013620734.1	XP_023639042.1
OG0000350	XP_013626949.1, XP_013584917.1, XP_013584915.1, XP_013584959.1, XP_013584919.1, XP_013584886.1, XP_013584707.1, XP_013589790.1, XP_013591347.1	XP_006299022.1, XP_006299133.1, XP_006298980.1, XP_006299285.1, XP_006299855.1
OG0000351	XP_013585077.1	XP_006299246.2
OG0000355	XP_013610714.1, XP_013619932.1, XP_013621272.1, XP_013619937.1	XP_006282294.1
OG0000356	XP_013603506.1	XP_023640295.1
OG0000356	XP_013622609.1	XP_023639414.1
OG0000356	XP_013604125.1	XP_023639406.1
OG0000357	XP_013635658.1	XP_006293384.1
OG0000358	XP_013584584.1	XP_006303728.1, XP_023643844.1
OG0000359	XP_013614781.1, XP_013619112.1	XP_023635692.1
OG0000359	XP_013602977.1, XP_013596321.1	XP_006284880.1
