Orthogroup	Brassica_oleracea	Arabidopsis_lyrata_NCBI
OG0000129	XP_013584094.1	XP_020890882.1
OG0000129	XP_013617087.1	XP_020890883.1
OG0000129	XP_013618060.1, XP_013620235.1	XP_020867988.1, XP_002864761.1, XP_020871006.1, XP_020885823.1, XP_002879145.1, XP_020884859.1, XP_020889363.1
OG0000130	XP_013624994.1, XP_013608101.1	XP_002884887.2
OG0000132	XP_013605673.1, XP_013602151.1, XP_013602872.1, XP_013605672.1, XP_013603171.1, XP_013603836.1, XP_013603745.1, XP_013603252.1	XP_020880888.1
OG0000132	XP_013592758.1, XP_013629621.1	XP_020871248.1, XP_020872039.1, XP_020873181.1, XP_020875462.1
OG0000134	XP_013629019.1, XP_013586604.1	XP_002892003.1, XP_020866269.1, XP_020870825.1
OG0000134	XP_013612354.1	XP_002873501.1
OG0000137	XP_013606365.1, XP_013619272.1	XP_002866093.1
OG0000137	XP_013610394.1	XP_020881819.1
OG0000137	XP_013618766.1, XP_013610172.1, XP_013610274.1	XP_020870474.1
OG0000137	XP_013626781.1	XP_002866092.1
OG0000137	XP_013608191.1	XP_020872008.1
OG0000138	XP_013627674.1	XP_020881910.1, XP_020880545.1
OG0000140	XP_013639461.1	XP_020890721.1
OG0000140	XP_013633408.1, XP_013589418.1, XP_013624084.1, XP_013613653.1	XP_020890690.1
OG0000141	XP_013600689.1	XP_020869968.1
OG0000141	XP_013592465.1	XP_020867361.1
OG0000141	XP_013604385.1	XP_020867542.1, XP_020874215.1
OG0000141	XP_013600631.1	XP_002889921.2
OG0000144	XP_013639303.1, XP_013639235.1, XP_013608357.1, XP_013613394.1, XP_013633083.1, XP_013589472.1, XP_013607946.1, XP_013608268.1, XP_013624418.1, XP_013614807.1, XP_013607855.1, XP_013632472.1, XP_013601321.1, XP_013617765.1, XP_013632652.1, XP_013601611.1, XP_013607842.1, XP_013624381.1, XP_013583439.1, XP_013626069.1, XP_013616801.1, XP_013594649.1, XP_013607602.1, XP_013632382.1, XP_013601352.1, XP_013588974.1, XP_013639298.1, XP_013589363.1, XP_013589567.1, XP_013607673.1, XP_013624044.1, XP_013607592.1, XP_013624529.1, XP_013617806.1, XP_013614768.1, XP_013627581.1, XP_013608004.1, XP_013613947.1, XP_013639203.1, XP_013632525.1, XP_013608290.1, XP_013608167.1, XP_013639220.1, XP_013631278.1, XP_013617180.1, XP_013595083.1, XP_013626286.1, XP_013624784.1, XP_013632528.1, XP_013624800.1, XP_013589638.1, XP_013617007.1, XP_013622564.1, XP_013594909.1, XP_013607612.1, XP_013594709.1, XP_013632411.1, XP_013594736.1, XP_013624825.1, XP_013616870.1, XP_013607604.1, XP_013601187.1, XP_013632800.1, XP_013623962.1	XP_020875124.1
OG0000148	XP_013639002.1, XP_013624368.1, XP_013596978.1, XP_013596422.1, XP_013594383.1	XP_020886427.1
OG0000148	XP_013627689.1	XP_002894068.1
OG0000148	XP_013624720.1	XP_020877791.1
OG0000150	XP_013613740.1	XP_020866739.1
OG0000151	XP_013604669.1, XP_013588671.1, XP_013634847.1	XP_020881605.1
OG0000151	XP_013635814.1	XP_002878017.1
OG0000151	XP_013636124.1	XP_002881649.1
OG0000151	XP_013635718.1	XP_002878016.1
OG0000151	XP_013602835.1	XP_020880621.1
OG0000151	XP_013630873.1	XP_020884903.1
OG0000151	XP_013611475.1	XP_002871574.1
OG0000153	XP_013633570.1	XP_020885355.1, XP_020885350.1
OG0000153	XP_013634388.1, XP_013633705.1, XP_013632650.1, XP_013634362.1	XP_002881123.1
OG0000153	XP_013625223.1, XP_013631616.1	XP_020885362.1
OG0000153	XP_013599857.1	XP_020866558.1
OG0000154	XP_013590343.1	XP_020866511.1, XP_020869438.1
OG0000154	XP_013614710.1	XP_020866200.1
OG0000154	XP_013614709.1	XP_020867949.1
OG0000157	XP_013596266.1, XP_013616758.1, XP_013608393.1, XP_013622453.1, XP_013623924.1, XP_013637516.1, XP_013585230.1, XP_013587143.1, XP_013620927.1	XP_020889806.1
OG0000158	XP_013624637.1	XP_020873114.1
OG0000158	XP_013603971.1	XP_020883421.1
OG0000160	XP_013611416.1, XP_013597841.1	XP_020888881.1
OG0000160	XP_013593694.1, XP_013594020.1, XP_013596307.1	XP_020872380.1
OG0000160	XP_013620594.1	XP_020870964.1
OG0000160	XP_013623185.1	XP_020889051.1
OG0000160	XP_013622891.1	XP_020882578.1
OG0000160	XP_013588689.1	XP_020890865.1
OG0000160	XP_013605622.1	XP_020885195.1
OG0000162	XP_013622310.1	XP_002879436.2, XP_002863691.1
OG0000162	XP_013632580.1	XP_002879435.1
OG0000165	XP_013626959.1	XP_002870492.1
OG0000166	XP_013617262.1	XP_020865592.1
OG0000166	XP_013590790.1	XP_020890605.1, XP_020865593.1, XP_020890617.1
OG0000167	XP_013624265.1	XP_020888465.1, XP_020886358.1, XP_020886753.1
OG0000167	XP_013596046.1	XP_020889511.1
OG0000169	XP_013601108.1, XP_013588901.1	XP_020888594.1, XP_020887101.1, XP_002877168.1, XP_020883925.1, XP_002876844.2, XP_002876846.1, XP_020879732.1, XP_002876845.1, XP_002876847.2
OG0000169	XP_013624313.1	XP_020883080.1
OG0000170	XP_013634565.1	XP_002878356.2
OG0000170	XP_013635993.1	XP_002882021.1
OG0000171	XP_013613316.1	XP_002865968.1
OG0000171	XP_013606344.1	XP_002887912.1
OG0000171	XP_013599341.1	XP_020888018.1
OG0000171	XP_013622226.1, XP_013621604.1, XP_013606619.1	XP_020891046.1
OG0000171	XP_013617767.1, XP_013622635.1, XP_013638468.1	XP_020888570.1
OG0000171	XP_013600456.1, XP_013639325.1	XP_002867477.1
OG0000172	XP_013589603.1, XP_013589096.1, XP_013632860.1	XP_020874182.1
OG0000173	XP_013594067.1	XP_002866926.1
OG0000174	XP_013612859.1	XP_002877435.1, XP_020876203.1, XP_002885691.1, XP_020877212.1, XP_020866195.1
OG0000175	XP_013598255.1	XP_020870037.1, XP_020890687.1
OG0000175	XP_013606531.1	XP_002871626.1
OG0000175	XP_013636373.1	XP_020865876.1
OG0000175	XP_013614377.1, XP_013622329.1	XP_020883923.1
OG0000176	XP_013593181.1	XP_020888844.1
OG0000176	XP_013627621.1	XP_020888110.1
OG0000176	XP_013619769.1, XP_013590800.1, XP_013590659.1	XP_020891687.1
OG0000177	XP_013596163.1	XP_020869474.1, XP_020889073.1
OG0000177	XP_013594710.1	XP_020869475.1
OG0000178	XP_013606260.1, XP_013606263.1	XP_002874799.1
OG0000178	XP_013626923.1	XP_002872696.1
OG0000178	XP_013624075.1	XP_020877648.1
OG0000178	XP_013627503.1	XP_020877653.1
OG0000178	XP_013618562.1	XP_002872697.1
OG0000178	XP_013610263.1, XP_013610612.1	XP_002893865.1
OG0000179	XP_013606916.1	XP_020868284.1
OG0000182	XP_013601717.1	XP_020880330.1, XP_020880329.1
OG0000182	XP_013621200.1	XP_020882675.1, XP_020881705.1, XP_020881706.1, XP_020880843.1, XP_020881703.1
OG0000183	XP_013591852.1	XP_002888498.1, XP_002870564.1
OG0000183	XP_013628825.1	XP_002879909.1, XP_002878109.1
OG0000183	XP_013631799.1	XP_020877395.1, XP_002879035.1
OG0000184	XP_013635093.1, XP_013589077.1, XP_013614749.1, XP_013614750.1, XP_013614748.1, XP_013635188.1, XP_013635027.1, XP_013635145.1, XP_013635212.1	XP_002885573.2
OG0000185	XP_013608685.1, XP_013635085.1	XP_002886961.1
OG0000185	XP_013617945.1, XP_013619324.1, XP_013620145.1	XP_020869863.1
OG0000185	XP_013597874.1, XP_013597872.1	XP_020871016.1, XP_020867770.1
OG0000185	XP_013595927.1	XP_020866285.1
OG0000186	XP_013632549.1, XP_013637228.1	XP_020879864.1
OG0000188	XP_013610704.1	XP_020879451.1, XP_020879478.1, XP_002873533.1, XP_002884435.1
OG0000188	XP_013615621.1, XP_013639409.1, XP_013584998.1, XP_013592108.1, XP_013610533.1	XP_020888830.1
OG0000188	XP_013635235.1, XP_013594335.1	XP_002882369.2, XP_002882368.1
OG0000189	XP_013629002.1, XP_013604425.1, XP_013594142.1, XP_013584461.1, XP_013584411.1, XP_013598034.1	XP_020885855.1
OG0000192	XP_013635222.1, XP_013608609.1, XP_013614598.1, XP_013634594.1	XP_020890702.1
OG0000192	XP_013589486.1	XP_020873611.1
OG0000192	XP_013597957.1	XP_002877382.2
OG0000193	XP_013585027.1	XP_002891353.1
OG0000193	XP_013583418.1	XP_020866445.1, XP_020869780.1, XP_020869845.1
OG0000195	XP_013596123.1	XP_020874961.1
OG0000197	XP_013615432.1	XP_020872600.1, XP_020872360.1
OG0000197	XP_013614095.1	XP_020872359.1
OG0000197	XP_013591070.1	XP_002869981.2
OG0000197	XP_013614096.1	XP_020875194.1, XP_020875186.1, XP_020865995.1, XP_020875268.1
OG0000198	XP_013593772.1, XP_013609824.1, XP_013616568.1	XP_002870338.1, XP_020881007.1
OG0000198	XP_013601824.1	XP_020869449.1
OG0000199	XP_013601305.1, XP_013628081.1	XP_020874321.1, XP_020877798.1, XP_002871796.1, XP_020874322.1, XP_020874320.1
OG0000200	XP_013587517.1, XP_013639109.1, XP_013603884.1, XP_013600986.1	XP_020870342.1
OG0000200	XP_013595737.1	XP_020867608.1
OG0000200	XP_013603075.1, XP_013587514.1, XP_013584831.1	XP_020870343.1
OG0000200	XP_013625101.1	XP_020870363.1
OG0000200	XP_013639491.1, XP_013626397.1	XP_020870362.1, XP_020870365.1
OG0000203	XP_013588854.1	XP_002878203.1, XP_020880570.1
OG0000203	XP_013603307.1, XP_013600272.1, XP_013604009.1	XP_020880616.1
OG0000203	XP_013591322.1, XP_013632132.1, XP_013632130.1	XP_020880586.1
OG0000203	XP_013615611.1, XP_013589365.1, XP_013589367.1	XP_020880584.1
OG0000206	XP_013617473.1, XP_013601242.1, XP_013601618.1, XP_013601901.1, XP_013594857.1, XP_013624916.1, XP_013594627.1, XP_013624913.1	XP_020882672.1
OG0000209	XP_013584290.1	XP_002871416.1
OG0000210	XP_013632427.1	XP_020882964.1, XP_020884580.1
OG0000210	XP_013616918.1	XP_020891301.1
OG0000210	XP_013636352.1	XP_020881913.1, XP_020884667.1
OG0000214	XP_013639631.1	XP_020881772.1
OG0000214	XP_013589529.1, XP_013639328.1, XP_013594941.1, XP_013617307.1	XP_020868240.1, XP_020881499.1
OG0000215	XP_013601780.1, XP_013632432.1, XP_013601781.1, XP_013633063.1, XP_013617585.1, XP_013603973.1, XP_013583293.1, XP_013615035.1	XP_020886087.1, XP_020882764.1, XP_020866108.1, XP_020879190.1, XP_020879740.1, XP_020886260.1, XP_020869481.1, XP_002863102.2, XP_002878830.2, XP_020890798.1
OG0000216	XP_013617487.1	XP_002872655.2
OG0000216	XP_013624066.1, XP_013624067.1	XP_002874641.2
OG0000216	XP_013620094.1	XP_020865893.1
OG0000216	XP_013601679.1	XP_002876368.2
OG0000218	XP_013635598.1, XP_013594871.1, XP_013619322.1, XP_013596043.1, XP_013594182.1, XP_013590775.1, XP_013632526.1, XP_013623802.1, XP_013617409.1, XP_013614232.1, XP_013622871.1, XP_013585340.1, XP_013614805.1, XP_013614000.1, XP_013589410.1, XP_013624015.1	XP_020877744.1, XP_020872551.1, XP_020882165.1, XP_020881105.1
OG0000219	XP_013638627.1, XP_013584165.1, XP_013633401.1, XP_013639375.1	XP_020873116.1, XP_020873172.1, XP_020873179.1
OG0000219	XP_013601505.1	XP_020880727.1, XP_020875545.1, XP_020873039.1
OG0000219	XP_013614338.1	XP_020887839.1
OG0000221	XP_013614169.1, XP_013594803.1, XP_013639454.1	XP_020885596.1, XP_020870726.1
OG0000221	XP_013617992.1, XP_013601374.1, XP_013594750.1	XP_020879909.1
OG0000224	XP_013628304.1	XP_020876947.1
OG0000225	XP_013589445.1, XP_013614962.1, XP_013601687.1, XP_013614963.1, XP_013589713.1, XP_013589712.1, XP_013589714.1	XP_020890453.1
OG0000226	XP_013632872.1	XP_020866652.1, XP_020885838.1
OG0000227	XP_013635901.1	XP_020887062.1
OG0000227	XP_013626403.1, XP_013628173.1, XP_013627330.1	XP_020888212.1
OG0000227	XP_013632738.1	XP_020886582.1, XP_020877841.1
OG0000227	XP_013622779.1	XP_020888528.1
OG0000229	XP_013603547.1	XP_020884846.1, XP_002878902.1, XP_020884852.1
OG0000229	XP_013629088.1	XP_002877248.2
OG0000229	XP_013617888.1, XP_013635776.1, XP_013614577.1	XP_020866248.1, XP_002875577.1
OG0000230	XP_013604629.1	XP_020880533.1
OG0000233	XP_013610418.1	XP_002873316.1
OG0000233	XP_013619195.1, XP_013616049.1, XP_013627166.1, XP_013626870.1	XP_020876210.1, XP_020876208.1
OG0000233	XP_013616047.1, XP_013610081.1	XP_002873315.1
OG0000233	XP_013609768.1, XP_013603711.1, XP_013619712.1	XP_002873312.1, XP_020877613.1, XP_020876205.1
OG0000234	XP_013590850.1	XP_002871007.2
OG0000234	XP_013601559.1	XP_002871005.2, XP_020879259.1, XP_020876636.1, XP_020879255.1, XP_002883924.1, XP_002891659.1, XP_002871008.2
OG0000235	XP_013588197.1	XP_020868439.1, XP_002874400.1
OG0000236	XP_013592345.1	XP_020865699.1
OG0000238	XP_013620218.1	XP_020872592.1, XP_002888798.1
OG0000241	XP_013593118.1, XP_013611429.1	XP_020873759.1
OG0000241	XP_013607002.1	XP_020876627.1
OG0000241	XP_013626139.1	XP_020876628.1, XP_002872711.1
OG0000242	XP_013610078.1	XP_020871231.1
OG0000242	XP_013597142.1, XP_013619903.1	XP_020879188.1
OG0000244	XP_013610574.1, XP_013627706.1	XP_002872741.1
OG0000244	XP_013607462.1	XP_020876452.1, XP_020877213.1, XP_020876461.1, XP_020876462.1
OG0000245	XP_013594572.1, XP_013616911.1, XP_013589287.1, XP_013632593.1, XP_013594961.1, XP_013624658.1, XP_013591103.1, XP_013583325.1, XP_013633457.1, XP_013626333.1, XP_013628023.1, XP_013617114.1, XP_013634271.1, XP_013589388.1, XP_013632999.1	XP_020891448.1
OG0000246	XP_013602866.1	XP_002877904.2
OG0000246	XP_013623426.1	XP_002881469.1
OG0000246	XP_013631718.1, XP_013631294.1	XP_020884151.1
OG0000246	XP_013632346.1, XP_013634416.1	XP_002881468.1
OG0000247	XP_013639107.1	XP_002868770.2, XP_002867509.1, XP_020871709.1, XP_002877687.1
OG0000247	XP_013585184.1	XP_020869614.1
OG0000248	XP_013589631.1, XP_013589630.1	XP_020881593.1, XP_002887270.1, XP_002887273.1, XP_002887269.1
OG0000248	XP_013617187.1	XP_002887278.1, XP_020865738.1
OG0000248	XP_013589629.1	XP_020872989.1, XP_002887265.1
OG0000249	XP_013589198.1, XP_013615150.1	XP_020866080.1
OG0000249	XP_013619823.1	XP_002887885.2
OG0000249	XP_013633181.1	XP_020886219.1
OG0000250	XP_013628835.1	XP_020876444.1
OG0000251	XP_013614897.1	XP_002876961.1, XP_002876962.1, XP_002876963.1
OG0000251	XP_013618605.1	XP_002876964.1
OG0000251	XP_013627194.1	XP_002866197.1
OG0000251	XP_013612265.1	XP_020881297.1
OG0000251	XP_013599442.1	XP_002876960.2
OG0000252	XP_013616477.1, XP_013618016.1, XP_013593877.1, XP_013593879.1	XP_002887689.1
OG0000253	XP_013628965.1, XP_013611399.1	XP_002884912.1
OG0000253	XP_013616125.1	XP_002884737.1
OG0000254	XP_013596367.1, XP_013615005.1	XP_002870217.1
OG0000256	XP_013589655.1, XP_013639719.1	XP_002885791.1, XP_002885792.1
OG0000257	XP_013619391.1	XP_020891373.1
OG0000259	XP_013632446.1	XP_020866712.1, XP_020877604.1, XP_020877605.1, XP_002889545.2, XP_020883633.1
OG0000259	XP_013613953.1, XP_013615249.1	XP_002880923.2, XP_002880609.1
OG0000260	XP_013598774.1	XP_002869292.1
OG0000260	XP_013639488.1	XP_020872429.1
OG0000260	XP_013620992.1, XP_013596438.1	XP_002894061.1, XP_002894062.1
OG0000261	XP_013601791.1, XP_013589680.1, XP_013632713.1, XP_013632766.1, XP_013617358.1, XP_013632699.1, XP_013607933.1, XP_013630015.1, XP_013589025.1, XP_013594830.1, XP_013632616.1	XP_020877162.1
OG0000261	XP_013625955.1, XP_013617057.1, XP_013617975.1, XP_013634019.1, XP_013601754.1, XP_013632934.1, XP_013624456.1, XP_013583442.1, XP_013601913.1, XP_013617340.1, XP_013617107.1	XP_020873582.1
OG0000262	XP_013610529.1, XP_013610227.1	XP_002874589.2
OG0000262	XP_013610735.1	XP_020891397.1
OG0000263	XP_013624798.1, XP_013624417.1, XP_013624116.1, XP_013595119.1, XP_013624706.1	XP_020887788.1, XP_020887742.1, XP_020880631.1
OG0000266	XP_013610430.1	XP_020865980.1
OG0000266	XP_013627484.1, XP_013627602.1	XP_002865985.2, XP_020867313.1
OG0000267	XP_013594484.1	XP_020890931.1
OG0000267	XP_013624836.1, XP_013617484.1, XP_013615775.1, XP_013600966.1	XP_020891338.1
OG0000267	XP_013584525.1	XP_020871360.1, XP_020874002.1, XP_020883547.1, XP_020866150.1, XP_020874940.1
OG0000269	XP_013625891.1	XP_002864649.1
OG0000269	XP_013629589.1	XP_020881938.1, XP_002877465.1
OG0000269	XP_013634861.1, XP_013637342.1, XP_013637340.1	XP_002888167.1, XP_020883555.1
OG0000270	XP_013633244.1	XP_020867010.1, XP_020890693.1, XP_002885208.2
OG0000273	XP_013610647.1	XP_020871183.1, XP_020878066.1, XP_020878710.1
OG0000273	XP_013619636.1	XP_020884916.1, XP_020884904.1, XP_020871340.1, XP_020878716.1, XP_020871336.1
OG0000273	XP_013639748.1	XP_020881848.1
OG0000273	XP_013610886.1	XP_020886929.1, XP_002862372.2
OG0000275	XP_013607799.1	XP_002866883.1
OG0000275	XP_013627934.1, XP_013608532.1, XP_013608530.1, XP_013608536.1, XP_013627649.1, XP_013624778.1, XP_013593112.1	XP_020872234.1
OG0000276	XP_013632842.1	XP_020887762.1, XP_020881628.1, XP_020878929.1, XP_020879276.1, XP_020876981.1, XP_020890967.1
OG0000276	XP_013589352.1	XP_020866182.1, XP_020882566.1, XP_020882254.1, XP_020889362.1, XP_020886112.1
OG0000276	XP_013594785.1, XP_013638563.1	XP_020871751.1, XP_020875416.1, XP_020880608.1, XP_020885775.1, XP_020881477.1, XP_020870606.1
OG0000277	XP_013608148.1	XP_002866823.1, XP_020888017.1
OG0000277	XP_013595589.1	XP_020891062.1
OG0000278	XP_013628027.1	XP_002870533.1, XP_002870532.1, XP_020875512.1, XP_020873117.1, XP_020875510.1
OG0000279	XP_013613451.1	XP_020866105.1
OG0000279	XP_013594138.1, XP_013593806.1	XP_002865315.1, XP_020871068.1, XP_020880901.1, XP_020870359.1, XP_002865312.2, XP_020879319.1, XP_002865311.2
OG0000283	XP_013627872.1	XP_020891714.1
OG0000284	XP_013624961.1, XP_013594877.1, XP_013594874.1, XP_013639524.1, XP_013608291.1, XP_013594763.1, XP_013608168.1, XP_013639681.1, XP_013617496.1, XP_013617018.1, XP_013632826.1	XP_020879047.1
OG0000285	XP_013598049.1	XP_002867852.2
OG0000285	XP_013583450.1	XP_020873335.1, XP_020881884.1, XP_020873355.1
OG0000285	XP_013598493.1, XP_013604992.1	XP_020873274.1
OG0000285	XP_013629080.1, XP_013591327.1, XP_013591329.1, XP_013631137.1	XP_002886975.2, XP_020889997.1
OG0000286	XP_013633416.1, XP_013633415.1, XP_013633414.1	XP_002867613.2
OG0000286	XP_013600951.1	XP_020871052.1
OG0000289	XP_013635361.1	XP_020872389.1
OG0000289	XP_013635810.1	XP_020885124.1
OG0000290	XP_013607661.1, XP_013599293.1	XP_020866701.1, XP_020878865.1
OG0000290	XP_013633180.1	XP_020874288.1
OG0000292	XP_013624333.1, XP_013639386.1, XP_013632606.1, XP_013639423.1, XP_013639539.1, XP_013594984.1, XP_013589072.1, XP_013594814.1, XP_013601216.1, XP_013625423.1, XP_013601608.1, XP_013624244.1, XP_013608022.1, XP_013601436.1, XP_013607736.1, XP_013624462.1, XP_013624898.1, XP_013594881.1	XP_020890626.1
OG0000294	XP_013610492.1, XP_013610778.1	XP_020879531.1, XP_020876591.1, XP_020869571.1
OG0000294	XP_013616802.1, XP_013619747.1	XP_020875769.1
OG0000295	XP_013592539.1	XP_020870420.1
OG0000295	XP_013613563.1	XP_020870970.1
OG0000295	XP_013628407.1	XP_020888216.1, XP_002885658.1
OG0000295	XP_013624172.1	XP_020886583.1
OG0000296	XP_013609630.1	XP_020874639.1, XP_002864614.1
OG0000296	XP_013620395.1, XP_013620391.1, XP_013618644.1, XP_013620392.1, XP_013620394.1	XP_020871535.1, XP_020871085.1, XP_020871516.1, XP_020871467.1, XP_020871600.1, XP_020871468.1, XP_020871433.1, XP_020870866.1, XP_020879394.1
OG0000298	XP_013592782.1, XP_013592451.1	XP_002891050.1
OG0000301	XP_013602649.1, XP_013603566.1, XP_013602650.1, XP_013635448.1, XP_013635214.1, XP_013610690.1	XP_020884774.1
OG0000303	XP_013601315.1	XP_020872958.1
OG0000303	XP_013595057.1	XP_020874356.1, XP_020866181.1, XP_020888619.1
OG0000304	XP_013632374.1	XP_002878839.1, XP_020883542.1, XP_020885530.1
OG0000304	XP_013633331.1	XP_020877194.1, XP_002881722.1
OG0000304	XP_013636622.1	XP_002881723.1
OG0000305	XP_013596992.1	XP_002890206.2
OG0000307	XP_013607544.1	XP_020876752.1, XP_020865716.1, XP_020870689.1, XP_002892495.2
OG0000308	XP_013619016.1	XP_020871984.1, XP_002865428.1, XP_020873300.1
OG0000312	XP_013632576.1, XP_013585945.1	XP_020877328.1, XP_020890954.1, XP_020880748.1
OG0000313	XP_013588264.1, XP_013616005.1	XP_020872037.1, XP_020875256.1, XP_020875262.1
OG0000313	XP_013595726.1	XP_020887580.1
OG0000314	XP_013632592.1, XP_013624851.1, XP_013601673.1, XP_013600437.1, XP_013625516.1, XP_013624823.1, XP_013593417.1, XP_013585256.1	XP_020879586.1
OG0000314	XP_013586766.1, XP_013627633.1, XP_013634254.1, XP_013600954.1, XP_013639337.1, XP_013624881.1, XP_013594800.1, XP_013624782.1, XP_013624853.1, XP_013601162.1, XP_013594951.1	XP_020889577.1
OG0000315	XP_013595457.1, XP_013593698.1, XP_013595413.1, XP_013595402.1, XP_013630957.1, XP_013630944.1, XP_013635690.1, XP_013610791.1, XP_013610887.1, XP_013610650.1	XP_002878305.1
OG0000318	XP_013589432.1, XP_013588845.1	XP_020886043.1, XP_020888758.1
OG0000318	XP_013588656.1	XP_020890540.1
OG0000318	XP_013602632.1	XP_002885626.2
OG0000321	XP_013628373.1	XP_020866713.1
OG0000321	XP_013628524.1	XP_020877291.1
OG0000321	XP_013621196.1	XP_002886753.1
OG0000323	XP_013633152.1	XP_020873004.1
OG0000323	XP_013601801.1, XP_013600888.1	XP_020868339.1
OG0000323	XP_013588752.1, XP_013587884.1	XP_020865749.1
OG0000325	XP_013638562.1, XP_013605539.1, XP_013603309.1	XP_002892239.1
OG0000325	XP_013636697.1, XP_013622603.1	XP_020883979.1
OG0000325	XP_013634895.1	XP_020883981.1
OG0000326	XP_013610372.1	XP_020875051.1, XP_020875199.1, XP_020871053.1, XP_002875998.2, XP_020888272.1, XP_002884761.1, XP_020887303.1, XP_020887222.1, XP_020886567.1
OG0000328	XP_013630581.1	XP_020886039.1
OG0000329	XP_013605281.1, XP_013605279.1	XP_002870302.1
OG0000330	XP_013590898.1, XP_013590516.1	XP_002887461.1, XP_002887460.1, XP_002887463.1
OG0000330	XP_013588250.1, XP_013589502.1, XP_013590614.1, XP_013590374.1, XP_013590664.1, XP_013618931.1	XP_002887457.1
OG0000330	XP_013585022.1	XP_002890238.1
OG0000331	XP_013629475.1, XP_013611648.1	XP_020877038.1
OG0000331	XP_013629139.1, XP_013613847.1	XP_020889164.1
