Orthogroup	Brassica_oleracea	Eutrema_salsugineum
OG0000059	XP_013583425.1, XP_013619334.1, XP_013615788.1, XP_013608198.1, XP_013601480.1	XP_024016529.1, XP_024007942.1, XP_024010231.1, XP_024005865.1
OG0000060	XP_013622579.1	XP_006418920.1
OG0000060	XP_013588638.1	XP_006410944.1
OG0000061	XP_013589998.1	XP_006414784.1
OG0000061	XP_013622240.1	XP_006410039.1
OG0000062	XP_013607943.1	XP_024009412.1
OG0000062	XP_013633119.1	XP_024004127.1
OG0000062	XP_013607536.1, XP_013594925.1, XP_013624088.1, XP_013608506.1, XP_013624021.1, XP_013616304.1, XP_013623952.1, XP_013617702.1, XP_013639599.1, XP_013624273.1, XP_013622746.1, XP_013593335.1, XP_013593797.1	XP_024014903.1, XP_024011317.1
OG0000062	XP_013639544.1	XP_024016230.1, XP_024010222.1, XP_024006614.1, XP_024010315.1, XP_024006463.1, XP_024009419.1, XP_024011092.1, XP_024016359.1
OG0000062	XP_013614135.1, XP_013608129.1, XP_013589201.1, XP_013628127.1, XP_013616946.1	XP_024004129.1, XP_024013428.1, XP_024010363.1, XP_024010298.1, XP_024010297.1, XP_024008041.1, XP_024010226.1, XP_024010620.1, XP_024016291.1, XP_024011215.1, XP_024013963.1, XP_024009617.1, XP_024010321.1, XP_024009248.1
OG0000064	XP_013610623.1, XP_013607250.1, XP_013610669.1, XP_013607249.1, XP_013607956.1, XP_013607248.1, XP_013607251.1, XP_013610335.1, XP_013610576.1, XP_013610543.1, XP_013610675.1, XP_013610622.1	XP_006408758.1, XP_006408757.1, XP_024015891.1, XP_006408777.1, XP_006408781.1, XP_006408759.1, XP_006408773.1, XP_006408774.1, XP_006408775.1, XP_006408779.2, XP_024016075.1, XP_006408769.1, XP_006408766.1, XP_006408780.1, XP_006408763.1, XP_006408768.1, XP_006408778.1, XP_006408765.1, XP_006408761.1, XP_006408760.1
OG0000065	XP_013613925.1	XP_024012825.1
OG0000065	XP_013616106.1, XP_013620167.1, XP_013591997.1	XP_024014567.1
OG0000065	XP_013636750.1	XP_024014561.1
OG0000065	XP_013635767.1	XP_024014419.1
OG0000066	XP_013609086.1, XP_013631332.1	XP_024012002.1
OG0000066	XP_013599938.1	XP_006394194.1
OG0000066	XP_013629194.1, XP_013612748.1	XP_006399597.1, XP_006390289.1
OG0000066	XP_013612488.1	XP_024005720.1
OG0000067	XP_013607769.1, XP_013617274.1, XP_013628824.1	XP_024010589.1
OG0000067	XP_013617582.1	XP_024013907.1
OG0000067	XP_013625005.1, XP_013632722.1	XP_024014292.1
OG0000067	XP_013614070.1, XP_013632725.1	XP_024011136.1
OG0000068	XP_013610551.1, XP_013611652.1, XP_013606907.1, XP_013623793.1, XP_013626885.1	XP_024014925.1
OG0000068	XP_013635194.1, XP_013630844.1, XP_013633412.1, XP_013633440.1, XP_013588036.1, XP_013623517.1, XP_013602672.1, XP_013629845.1, XP_013626915.1, XP_013623813.1, XP_013627886.1	XP_024012324.1
OG0000068	XP_013603257.1, XP_013602913.1, XP_013610616.1, XP_013603635.1, XP_013602654.1, XP_013593918.1	XP_006413393.1
OG0000069	XP_013617969.1, XP_013590488.1, XP_013609088.1	XP_006402374.1, XP_006404944.1
OG0000069	XP_013615731.1, XP_013634820.1	XP_024016442.1, XP_006390571.2
OG0000070	XP_013620477.1, XP_013596659.1, XP_013610618.1	XP_006395735.1
OG0000070	XP_013596729.1, XP_013597497.1, XP_013615827.1, XP_013628560.1	XP_006416426.1
OG0000070	XP_013591920.1, XP_013588434.1, XP_013616229.1	XP_006390250.1
OG0000072	XP_013607982.1	XP_024012933.1, XP_024014312.1
OG0000072	XP_013596572.1, XP_013614874.1	XP_024004060.1, XP_024006592.1
OG0000072	XP_013632615.1	XP_024014710.1
OG0000073	XP_013633239.1	XP_024009376.1
OG0000073	XP_013624080.1	XP_024009769.1, XP_024016097.1
OG0000073	XP_013623944.1	XP_024007936.1
OG0000074	XP_013627369.1, XP_013623548.1, XP_013608123.1, XP_013607767.1	XP_024016530.1
OG0000074	XP_013632784.1	XP_024016104.1
OG0000074	XP_013633013.1, XP_013615619.1	XP_024004866.1
OG0000074	XP_013601076.1, XP_013589086.1, XP_013639736.1, XP_013639741.1, XP_013639295.1, XP_013624989.1, XP_013624470.1, XP_013639710.1, XP_013623206.1, XP_013601621.1, XP_013632974.1, XP_013589122.1	XP_024016279.1, XP_024013158.1
OG0000074	XP_013608398.1, XP_013624867.1	XP_024016228.1
OG0000074	XP_013624893.1, XP_013633311.1	XP_024007928.1
OG0000074	XP_013639745.1, XP_013601329.1	XP_024006149.1
OG0000074	XP_013601105.1	XP_024013371.1
OG0000074	XP_013639521.1, XP_013633028.1	XP_024004022.1, XP_024009402.1
OG0000074	XP_013632942.1, XP_013632480.1	XP_024006141.1, XP_024010303.1, XP_024004054.1
OG0000074	XP_013607955.1, XP_013624536.1, XP_013616964.1, XP_013601634.1, XP_013617198.1, XP_013594761.1	XP_024007677.1, XP_024004756.1, XP_024008105.1, XP_024006609.1
OG0000074	XP_013607966.1, XP_013594289.1, XP_013601549.1	XP_024013961.1, XP_024006432.1
OG0000075	XP_013596173.1, XP_013602527.1, XP_013622394.1, XP_013618964.1, XP_013619645.1	XP_024009720.1, XP_024009721.1
OG0000076	XP_013598018.1	XP_006411683.1
OG0000076	XP_013632642.1	XP_006410067.1, XP_024004059.1
OG0000076	XP_013635482.1, XP_013627588.1, XP_013635116.1, XP_013628026.1, XP_013632670.1, XP_013632671.1	XP_024004093.1, XP_024004091.1, XP_006410069.1, XP_006410074.2, XP_006410076.1, XP_006410126.2, XP_024004081.1, XP_006410042.2, XP_006410043.2, XP_006410041.1
OG0000076	XP_013625990.1, XP_013601953.1, XP_013619488.1, XP_013587128.1, XP_013587126.1, XP_013627762.1, XP_013627931.1, XP_013625555.1, XP_013623638.1, XP_013626117.1	XP_006397224.1, XP_006397217.1, XP_024010292.1, XP_006397043.1
OG0000077	XP_013613462.1	XP_024004738.1
OG0000077	XP_013623925.1	XP_006398175.2
OG0000077	XP_013619910.1	XP_006395717.2, XP_006395727.1
OG0000077	XP_013594901.1	XP_006395720.2
OG0000077	XP_013586946.1	XP_006392390.2
OG0000078	XP_013595132.1	XP_006408254.2, XP_006408256.1
OG0000078	XP_013621005.1	XP_006400345.1
OG0000078	XP_013621464.1, XP_013616580.1	XP_006400347.1
OG0000078	XP_013608597.1, XP_013608598.1, XP_013609575.1, XP_013609522.1	XP_006400348.1
OG0000079	XP_013634828.1, XP_013583409.1, XP_013639827.1, XP_013588116.1, XP_013594953.1, XP_013624305.1, XP_013614606.1, XP_013617685.1, XP_013617550.1, XP_013617194.1, XP_013639436.1, XP_013623727.1, XP_013594276.1, XP_013589590.1, XP_013583246.1, XP_013617780.1, XP_013633220.1, XP_013607786.1, XP_013608501.1, XP_013624109.1, XP_013594551.1, XP_013639155.1, XP_013624409.1, XP_013583323.1, XP_013594743.1, XP_013601442.1, XP_013631864.1, XP_013589277.1, XP_013639764.1, XP_013583349.1, XP_013589235.1, XP_013624731.1, XP_013591028.1, XP_013584961.1	XP_006405230.2, XP_024010130.1
OG0000080	XP_013594442.1	XP_024009590.1
OG0000081	XP_013628529.1	XP_024014389.1, XP_024004223.1
OG0000081	XP_013607575.1	XP_024014942.1, XP_024013908.1
OG0000082	XP_013633229.1	XP_024013185.1
OG0000083	XP_013632891.1	XP_024004878.1
OG0000083	XP_013626727.1, XP_013608324.1	XP_024016110.1, XP_024003644.1
OG0000083	XP_013615154.1	XP_024004079.1
OG0000083	XP_013639771.1	XP_024009339.1, XP_024014050.1
OG0000083	XP_013633326.1	XP_006392748.2
OG0000083	XP_013639207.1, XP_013608139.1	XP_024004889.1
OG0000086	XP_013635533.1, XP_013589268.1	XP_024014611.1, XP_006405827.1, XP_006405828.1, XP_006405825.1, XP_006405877.2
OG0000086	XP_013588679.1	XP_006390991.1
OG0000086	XP_013590467.1	XP_006391405.1
OG0000089	XP_013598457.1	XP_006404194.1, XP_006394642.1
OG0000089	XP_013637001.1, XP_013636732.1	XP_006410012.1
OG0000089	XP_013611442.1	XP_006399740.1
OG0000089	XP_013620476.1, XP_013612217.1, XP_013598244.1	XP_006403108.1
OG0000089	XP_013636563.1	XP_006410628.1
OG0000089	XP_013592047.1	XP_006390273.1
OG0000090	XP_013617680.1	XP_024004922.1, XP_024014456.1
OG0000091	XP_013629613.1	XP_006404361.1
OG0000091	XP_013613460.1, XP_013612884.1, XP_013610320.1, XP_013626983.1, XP_013626981.1, XP_013626986.1, XP_013630073.1, XP_013626984.1, XP_013626980.1	XP_006398110.2, XP_006398111.1
OG0000091	XP_013607358.1	XP_024011446.1
OG0000091	XP_013629254.1	XP_006404412.1
OG0000092	XP_013628198.1	XP_024004806.1, XP_024010671.1
OG0000092	XP_013601272.1	XP_024010073.1
OG0000095	XP_013631674.1	XP_006405024.2, XP_006405025.1, XP_006405019.2
OG0000095	XP_013596948.1, XP_013625121.1	XP_024013951.1, XP_006405002.1, XP_024014179.1, XP_006391426.1
OG0000096	XP_013627644.1	XP_024009294.1, XP_006418661.2, XP_006418628.2
OG0000096	XP_013615720.1, XP_013594805.1, XP_013614972.1, XP_013615437.1, XP_013627729.1	XP_024004907.1, XP_024007223.1
OG0000097	XP_013624054.1	XP_024005015.1
OG0000098	XP_013614188.1, XP_013615334.1	XP_006395726.1
OG0000098	XP_013617934.1	XP_006404383.1, XP_006394690.1, XP_006414046.1
OG0000099	XP_013624605.1, XP_013589188.1, XP_013624640.1, XP_013639733.1, XP_013624550.1	XP_024009296.1
OG0000099	XP_013589159.1, XP_013624957.1, XP_013617602.1, XP_013628120.1, XP_013601189.1, XP_013628043.1, XP_013601156.1, XP_013607931.1, XP_013624572.1, XP_013624756.1, XP_013594505.1, XP_013632767.1, XP_013624664.1	XP_024016381.1, XP_024010576.1, XP_024015890.1, XP_024009360.1, XP_024009340.1, XP_024015948.1, XP_024016194.1
OG0000099	XP_013624573.1	XP_024009463.1, XP_024007273.1
OG0000099	XP_013614287.1, XP_013617664.1, XP_013589108.1, XP_013608029.1, XP_013617493.1, XP_013632832.1, XP_013613470.1, XP_013639678.1, XP_013624588.1, XP_013624533.1, XP_013594608.1, XP_013617562.1	XP_024006550.1, XP_024007285.1, XP_024007317.1, XP_024013191.1, XP_024006645.1
OG0000100	XP_013607667.1	XP_024014029.1, XP_024004369.1
OG0000101	XP_013589271.1, XP_013624507.1, XP_013617829.1, XP_013624934.1, XP_013610927.1, XP_013583311.1, XP_013632868.1, XP_013617801.1, XP_013610406.1, XP_013624005.1, XP_013619420.1, XP_013583402.1, XP_013589621.1, XP_013623791.1, XP_013589094.1, XP_013628656.1	XP_024007307.1
OG0000101	XP_013594545.1	XP_024013940.1
OG0000101	XP_013589292.1	XP_024010678.1
OG0000101	XP_013604948.1	XP_024008063.1
OG0000101	XP_013632998.1, XP_013639602.1, XP_013617812.1, XP_013589208.1, XP_013633393.1, XP_013624245.1, XP_013608320.1, XP_013607798.1, XP_013624505.1	XP_024004951.1
OG0000102	XP_013631333.1	XP_006405546.1
OG0000102	XP_013601601.1	XP_006403998.2
OG0000102	XP_013599827.1, XP_013584794.1	XP_006417793.2
OG0000102	XP_013607474.1, XP_013619912.1, XP_013607466.1, XP_013607472.1, XP_013607473.1	XP_006396591.1
OG0000103	XP_013595026.1, XP_013608190.1	XP_024014319.1
OG0000103	XP_013601398.1	XP_024004132.1
OG0000103	XP_013608023.1, XP_013639606.1	XP_024005026.1
OG0000103	XP_013617986.1, XP_013625924.1, XP_013608499.1, XP_013614492.1, XP_013632638.1, XP_013608102.1, XP_013615066.1	XP_024010234.1
OG0000105	XP_013604666.1, XP_013590502.1, XP_013584232.1, XP_013624802.1, XP_013622332.1, XP_013635280.1, XP_013610278.1, XP_013626377.1, XP_013627122.1	XP_024011529.1
OG0000106	XP_013607816.1	XP_024004087.1
OG0000106	XP_013601278.1	XP_024004814.1, XP_024010468.1
OG0000106	XP_013617771.1, XP_013601854.1	XP_024009972.1, XP_024010849.1
OG0000106	XP_013617293.1	XP_024013941.1, XP_024004736.1, XP_024012932.1, XP_024005999.1
OG0000107	XP_013639727.1	XP_006406420.1
OG0000108	XP_013617448.1, XP_013629514.1, XP_013636515.1, XP_013636180.1	XP_006410952.1, XP_006403657.1
OG0000108	XP_013623319.1	XP_006400969.1, XP_006418890.1
OG0000108	XP_013587485.1	XP_006407369.1
OG0000108	XP_013611822.1, XP_013629368.1, XP_013620685.1	XP_006399464.1
OG0000108	XP_013586823.1	XP_006406564.1
OG0000109	XP_013638689.1, XP_013623052.1	XP_024016626.1, XP_006414991.2
OG0000109	XP_013607861.1, XP_013583419.1, XP_013639649.1, XP_013615002.1, XP_013594821.1, XP_013633807.1, XP_013594521.1, XP_013597172.1, XP_013595200.1	XP_024009711.1, XP_024010384.1, XP_024009792.1, XP_024009380.1, XP_024010244.1, XP_024014026.1, XP_024006561.1, XP_024013107.1, XP_024015896.1, XP_024009348.1, XP_024013914.1, XP_024009952.1, XP_024006596.1
OG0000111	XP_013588950.1, XP_013594866.1, XP_013594868.1, XP_013594869.1, XP_013594861.1, XP_013594864.1, XP_013624024.1	XP_006391257.1, XP_006409739.1, XP_006409738.2, XP_006409778.1
OG0000113	XP_013617619.1, XP_013617571.1	XP_024006509.1, XP_024009929.1, XP_024006467.1
OG0000114	XP_013594356.1	XP_024013163.1, XP_024014535.1
OG0000114	XP_013639277.1, XP_013632447.1, XP_013626985.1, XP_013614501.1, XP_013632702.1, XP_013627948.1	XP_024009390.1, XP_024014516.1, XP_024009469.1, XP_024011379.1, XP_024006494.1, XP_024006892.1, XP_024013367.1
OG0000114	XP_013633405.1, XP_013624241.1, XP_013589657.1, XP_013589469.1, XP_013632515.1, XP_013633094.1, XP_013632993.1, XP_013624646.1	XP_024010573.1, XP_024007698.1, XP_024015859.1
OG0000115	XP_013632454.1	XP_024011285.1
OG0000116	XP_013624699.1, XP_013614960.1, XP_013617705.1, XP_013624600.1, XP_013590002.1, XP_013624601.1, XP_013619242.1, XP_013610162.1, XP_013615166.1, XP_013617423.1, XP_013617165.1, XP_013637479.1, XP_013594379.1, XP_013594380.1, XP_013617424.1, XP_013584766.1, XP_013636250.1, XP_013626247.1, XP_013615167.1, XP_013615592.1, XP_013589668.1, XP_013594376.1	XP_006404698.2, XP_006415357.2, XP_024006877.1
OG0000117	XP_013603462.1, XP_013584900.1, XP_013586910.1	XP_024008618.1
OG0000117	XP_013596256.1	XP_024008246.1
OG0000117	XP_013600043.1, XP_013600044.1, XP_013600879.1, XP_013600539.1, XP_013600042.1, XP_013610363.1	XP_024008029.1, XP_024008030.1, XP_006416071.1
OG0000118	XP_013615575.1	XP_006416096.1
OG0000118	XP_013624158.1	XP_006408206.1
OG0000119	XP_013617470.1, XP_013608315.1	XP_024009951.1
OG0000119	XP_013617735.1	XP_006419033.2
OG0000120	XP_013624750.1, XP_013635458.1	XP_024010260.1, XP_024014515.1, XP_024006138.1
OG0000120	XP_013601325.1, XP_013613780.1, XP_013601221.1, XP_013617436.1, XP_013607983.1, XP_013589069.1, XP_013594701.1, XP_013617824.1, XP_013632703.1, XP_013633290.1	XP_024014488.1, XP_024013369.1
OG0000121	XP_013613742.1	XP_024013152.1
OG0000122	XP_013627567.1, XP_013627609.1, XP_013623864.1	XP_006401346.1
OG0000122	XP_013620024.1	XP_006401333.2
OG0000123	XP_013601093.1, XP_013601095.1, XP_013601096.1, XP_013601117.1, XP_013601094.1, XP_013601092.1, XP_013601091.1	XP_024006376.1, XP_024016087.1
OG0000123	XP_013623897.1, XP_013623898.1	XP_024012107.1
OG0000124	XP_013633165.1	XP_024014203.1
OG0000124	XP_013617333.1, XP_013624379.1, XP_013594691.1, XP_013592971.1, XP_013639063.1, XP_013596613.1, XP_013639511.1, XP_013636139.1, XP_013605989.1, XP_013615494.1, XP_013632778.1, XP_013630987.1, XP_013624674.1, XP_013599415.1, XP_013593825.1, XP_013583307.1, XP_013624397.1, XP_013624662.1, XP_013620971.1, XP_013591446.1, XP_013637635.1, XP_013607431.1, XP_013593566.1, XP_013635053.1, XP_013635795.1, XP_013614088.1, XP_013631416.1, XP_013619803.1, XP_013615105.1, XP_013617286.1, XP_013637750.1, XP_013599145.1, XP_013638220.1, XP_013594338.1, XP_013628588.1, XP_013594525.1, XP_013587564.1, XP_013636294.1, XP_013608176.1	XP_024011275.1, XP_024009428.1, XP_024006620.1, XP_024007267.1, XP_024015892.1, XP_024009781.1, XP_024013977.1, XP_024010413.1, XP_024005584.1, XP_024010662.1, XP_024011095.1, XP_024010391.1, XP_006409642.2, XP_024007266.1, XP_024011274.1, XP_024016583.1
OG0000125	XP_013590329.1	XP_024006051.1
OG0000125	XP_013589967.1	XP_006392987.1
OG0000125	XP_013592676.1	XP_006392988.1
OG0000125	XP_013605120.1	XP_024006272.1
OG0000125	XP_013625710.1	XP_006406282.1
OG0000126	XP_013614845.1	XP_024009117.1, XP_024009113.1
OG0000126	XP_013594845.1	XP_024011103.1
OG0000127	XP_013606602.1, XP_013625682.1	XP_006400797.1
OG0000127	XP_013589314.1	XP_006410934.1
OG0000127	XP_013636203.1	XP_006403666.1
OG0000127	XP_013606787.1	XP_006400898.1
OG0000127	XP_013616429.1	XP_006418979.1, XP_006418973.1
OG0000127	XP_013631825.1, XP_013622502.1	XP_006409905.1
OG0000128	XP_013589380.1	XP_024012970.1
OG0000128	XP_013604943.1	XP_006402714.1
OG0000128	XP_013591144.1, XP_013591210.1	XP_024009571.1
OG0000128	XP_013590480.1	XP_006402712.2
OG0000128	XP_013592532.1	XP_006402710.1
OG0000129	XP_013584094.1	XP_006408194.2
OG0000129	XP_013618060.1, XP_013620235.1	XP_024006771.1, XP_006394457.2, XP_024007354.1
OG0000132	XP_013605673.1, XP_013602151.1, XP_013602872.1, XP_013605672.1, XP_013603171.1, XP_013603836.1, XP_013603745.1, XP_013603252.1	XP_006403516.1
OG0000132	XP_013610755.1	XP_006401328.1
OG0000132	XP_013627445.1	XP_024014706.1, XP_024014454.1, XP_024014448.1
OG0000132	XP_013592758.1	XP_006393001.2
OG0000132	XP_013629621.1	XP_024014405.1, XP_024014786.1, XP_006405613.2, XP_006405755.2, XP_006405611.2, XP_024014617.1, XP_024014705.1
OG0000134	XP_013612354.1	XP_006399626.1
OG0000134	XP_013628701.1	XP_024004566.1, XP_024004563.1
OG0000136	XP_013624671.1	XP_024014272.1, XP_024010038.1
OG0000136	XP_013589010.1, XP_013628540.1	XP_024004038.1
OG0000136	XP_013615426.1, XP_013589300.1, XP_013583378.1, XP_013639223.1, XP_013624932.1, XP_013617210.1, XP_013601726.1, XP_013615318.1, XP_013615240.1, XP_013583257.1, XP_013617020.1	XP_024007995.1
OG0000137	XP_013627427.1, XP_013619494.1	XP_006401461.1
OG0000137	XP_013606365.1, XP_013619272.1	XP_006401460.1
OG0000137	XP_013618766.1, XP_013610172.1, XP_013610274.1	XP_006401462.1
OG0000137	XP_013626781.1	XP_006401463.2
OG0000137	XP_013608191.1	XP_006401465.2
OG0000138	XP_013591142.1	XP_006405476.1
OG0000140	XP_013626157.1, XP_013607733.1	XP_024010233.1, XP_024016314.1
OG0000140	XP_013632059.1, XP_013632418.1, XP_013607651.1, XP_013625901.1, XP_013617175.1, XP_013632542.1, XP_013601664.1, XP_013633197.1	XP_024009937.1
OG0000140	XP_013633408.1, XP_013589418.1, XP_013624084.1, XP_013613653.1	XP_024014271.1, XP_024011288.1
OG0000141	XP_013638907.1	XP_006417248.1
OG0000141	XP_013600689.1	XP_024008234.1
OG0000141	XP_013605896.1	XP_006392118.1
OG0000142	XP_013624482.1, XP_013630215.1, XP_013589424.1, XP_013632533.1, XP_013627475.1	XP_024013931.1, XP_024009757.1, XP_024010147.1
OG0000142	XP_013613754.1	XP_024007750.1
OG0000143	XP_013594840.1	XP_024010423.1
OG0000143	XP_013607980.1, XP_013601158.1, XP_013614771.1, XP_013601234.1, XP_013632794.1	XP_024006481.1, XP_024016274.1, XP_024007909.1
OG0000143	XP_013617899.1	XP_024010471.1
OG0000143	XP_013632910.1, XP_013589207.1, XP_013624703.1, XP_013632577.1, XP_013632712.1, XP_013624745.1, XP_013607795.1, XP_013639469.1, XP_013624288.1, XP_013633322.1, XP_013632491.1, XP_013614182.1, XP_013594402.1, XP_013614207.1, XP_013615522.1, XP_013615454.1, XP_013617043.1	XP_024010602.1, XP_024010603.1, XP_024010269.1, XP_024010488.1, XP_024009587.1, XP_024014718.1, XP_024007269.1, XP_024014984.1, XP_024006558.1, XP_024015954.1, XP_024014871.1, XP_024011336.1, XP_024009448.1, XP_024009582.1, XP_024007272.1, XP_024007245.1, XP_024016353.1, XP_024013094.1, XP_024015124.1, XP_024011407.1, XP_024010424.1, XP_024007246.1, XP_024007303.1, XP_024009244.1, XP_024011363.1, XP_024013386.1, XP_024009423.1, XP_024005024.1, XP_024013120.1, XP_024013068.1, XP_024010915.1, XP_024010675.1
OG0000145	YP_004927512.1	XP_024011402.1
OG0000148	XP_013639002.1, XP_013624368.1, XP_013596978.1, XP_013596422.1, XP_013594383.1	XP_006393424.2
OG0000148	XP_013627689.1	XP_024006468.1, XP_024006465.1, XP_024006281.1
OG0000148	XP_013624720.1	XP_006415686.2, XP_024008000.1, XP_006415657.1
OG0000151	XP_013636744.1	XP_006403489.1
OG0000151	XP_013604669.1, XP_013588671.1, XP_013634847.1	XP_006403491.1
OG0000151	XP_013635814.1	XP_006403492.1
OG0000151	XP_013636124.1	XP_006411161.1
OG0000151	XP_013635718.1	XP_006403493.1
OG0000151	XP_013602835.1	XP_006403679.1
OG0000151	XP_013630873.1	XP_006410918.1
OG0000151	XP_013611475.1	XP_006399852.1
OG0000152	XP_013616919.1, XP_013632898.1, XP_013601206.1	XP_024004089.1, XP_024013181.1, XP_024016301.1, XP_024009964.1
OG0000153	XP_013625223.1, XP_013631616.1	XP_024003718.1, XP_024003707.1, XP_024003713.1, XP_024003669.1
OG0000153	XP_013622088.1	XP_024003801.1
OG0000153	XP_013599857.1	XP_024008215.1
OG0000153	XP_013632108.1, XP_013614184.1	XP_006409978.1
OG0000154	XP_013590342.1	XP_006393107.1
OG0000154	XP_013590343.1	XP_024006135.1
OG0000154	XP_013624978.1, XP_013589026.1, XP_013592184.1	XP_024006134.1
OG0000155	XP_013613668.1, XP_013632544.1, XP_013634863.1, XP_013601725.1, XP_013624178.1, XP_013632582.1, XP_013614460.1, XP_013607591.1, XP_013617614.1, XP_013601806.1, XP_013615290.1	XP_024005989.1
OG0000157	XP_013616758.1, XP_013608393.1, XP_013622453.1, XP_013623924.1, XP_013637516.1, XP_013585230.1, XP_013587143.1, XP_013620927.1	XP_024008597.1
OG0000158	XP_013624637.1	XP_006391162.2
OG0000158	XP_013610779.1, XP_013637776.1, XP_013584550.1	XP_006390675.2
OG0000158	XP_013603971.1, XP_013584343.1	XP_006397112.2
OG0000159	XP_013626943.1	XP_024007305.1
OG0000159	XP_013601903.1, XP_013639346.1, XP_013601604.1, XP_013608115.1, XP_013583259.1	XP_024009779.1
OG0000160	XP_013611416.1, XP_013597841.1	XP_006409094.1
OG0000160	XP_013593694.1, XP_013594020.1, XP_013596307.1	XP_024005341.1
OG0000160	XP_013620594.1	XP_024012572.1
OG0000160	XP_013623185.1	XP_006396088.1
OG0000160	XP_013622891.1	XP_006419170.1
OG0000160	XP_013588689.1	XP_006389820.1
OG0000160	XP_013605622.1	XP_006404985.2
