Orthogroup	Brassica_oleracea	Cardamine_hirsuta
OG0000191	XP_013632887.1, XP_013639529.1, XP_013614953.1, XP_013589674.1, XP_013607641.1, XP_013589331.1, XP_013601493.1, XP_013617660.1, XP_013639580.1, XP_013624150.1, XP_013594457.1, XP_013583321.1, XP_013607557.1, XP_013607937.1, XP_013639525.1, XP_013624910.1, XP_013639513.1, XP_013589120.1, XP_013613560.1, XP_013639535.1, XP_013632863.1, XP_013617204.1, XP_013639530.1, XP_013607683.1, XP_013617084.1, XP_013624425.1, XP_013601720.1, XP_013583342.1, XP_013617742.1, XP_013639676.1, XP_013633455.1, XP_013608352.1, XP_013595004.1, XP_013608294.1, XP_013589192.1, XP_013634745.1, XP_013616975.1, XP_013628601.1, XP_013594724.1, XP_013601284.1, XP_013639227.1, XP_013594839.1, XP_013624579.1, XP_013639360.1, XP_013628103.1, XP_013624281.1, XP_013632637.1	CARHR150970
OG0000192	XP_013610210.1, XP_013635222.1, XP_013608609.1, XP_013614598.1, XP_013634594.1	CARHR049240
OG0000193	XP_013585027.1	CARHR036380, CARHR036970
OG0000193	XP_013583418.1	CARHR031880, CARHR091810, CARHR031310
OG0000195	XP_013606349.1	CARHR110110
OG0000195	XP_013594316.1	CARHR155390
OG0000195	XP_013623836.1	CARHR273530, CARHR273550, CARHR273540
OG0000195	XP_013587159.1	CARHR273560
OG0000196	XP_013590778.1, XP_013632231.1	CARHR272920
OG0000196	XP_013595078.1	CARHR288130, CARHR291940, CARHR213880
OG0000197	XP_013615432.1	CARHR215060, CARHR215050, CARHR215370
OG0000198	XP_013601824.1	CARHR015480
OG0000198	XP_013584621.1	CARHR231070
OG0000199	XP_013601305.1, XP_013628081.1	CARHR251110, CARHR215270
OG0000200	XP_013639466.1	CARHR028490
OG0000200	XP_013595737.1	CARHR203250
OG0000200	XP_013625101.1	CARHR028750, CARHR037140
OG0000200	XP_013639491.1, XP_013626397.1	CARHR037150
OG0000203	XP_013588854.1	CARHR168640
OG0000203	XP_013603307.1, XP_013600272.1, XP_013604009.1	CARHR168590, CARHR259860
OG0000203	XP_013589366.1	CARHR168730
OG0000203	XP_013591322.1, XP_013632132.1, XP_013632130.1	CARHR168740
OG0000203	XP_013615611.1, XP_013589365.1, XP_013589367.1	CARHR168690, CARHR168710
OG0000205	XP_013624495.1, XP_013601133.1, XP_013615628.1, XP_013594966.1, XP_013632040.1, XP_013631066.1, XP_013617851.1, XP_013608335.1, XP_013617782.1, XP_013617509.1, XP_013613471.1, XP_013615485.1, XP_013628376.1, XP_013633176.1, XP_013614762.1, XP_013633240.1, XP_013632486.1, XP_013624014.1, XP_013613857.1, XP_013628317.1, XP_013614970.1, XP_013632966.1, XP_013639350.1, XP_013639489.1, XP_013633174.1	CARHR286250, CARHR105060, CARHR218440
OG0000209	XP_013594256.1	CARHR014740, CARHR010320
OG0000209	XP_013584290.1	CARHR202500
OG0000210	XP_013632427.1	CARHR121990, CARHR140170
OG0000210	XP_013616918.1	CARHR057970
OG0000210	XP_013589389.1	CARHR170840
OG0000210	XP_013603186.1	CARHR170820
OG0000215	XP_013601780.1, XP_013632432.1, XP_013601781.1, XP_013633063.1, XP_013617585.1, XP_013603973.1, XP_013583293.1, XP_013615035.1	CARHR284710
OG0000216	XP_013617487.1	CARHR253870
OG0000216	XP_013624066.1, XP_013624067.1	CARHR253840
OG0000216	XP_013620094.1	CARHR054340
OG0000216	XP_013601679.1	CARHR166590
OG0000216	XP_013627765.1	CARHR216300
OG0000219	XP_013638627.1, XP_013584165.1, XP_013633401.1, XP_013639375.1	CARHR065380
OG0000219	XP_013601505.1	CARHR037370, CARHR272960
OG0000226	XP_013632872.1	CARHR058450
OG0000226	XP_013632871.1	CARHR209980
OG0000227	XP_013623209.1	CARHR085660
OG0000227	XP_013632738.1	CARHR105470, CARHR039350, CARHR105510
OG0000227	XP_013622779.1	CARHR105520
OG0000229	XP_013603547.1	CARHR062190
OG0000229	XP_013629088.1, XP_013601402.1, XP_013600996.1, XP_013617888.1, XP_013635776.1, XP_013614577.1, XP_013610789.1, XP_013608273.1	CARHR004570
OG0000230	XP_013614700.1, XP_013614702.1	CARHR169340
OG0000230	XP_013604629.1	CARHR051200
OG0000232	XP_013639400.1	CARHR122740
OG0000233	XP_013610418.1	CARHR205610
OG0000233	XP_013619195.1, XP_013616049.1, XP_013627166.1, XP_013626870.1	CARHR205600, CARHR205590, CARHR205580
OG0000234	XP_013590850.1	CARHR139700, CARHR135510, CARHR049800
OG0000234	XP_013601559.1	CARHR210320, CARHR095200, CARHR095190, CARHR100580, CARHR100650, CARHR100570, CARHR210300
OG0000235	XP_013634950.1, XP_013617397.1	CARHR168030
OG0000236	XP_013590837.1	CARHR062620
OG0000236	XP_013592345.1	CARHR000080, CARHR100230, CARHR102630
OG0000237	XP_013619410.1, XP_013624166.1, XP_013628123.1, XP_013627513.1, XP_013583422.1, XP_013638927.1, XP_013592450.1, XP_013595113.1, XP_013592994.1	CARHR099050
OG0000237	XP_013627485.1	CARHR098530
OG0000238	XP_013592340.1, XP_013620214.1	CARHR064100, CARHR064090
OG0000238	XP_013620218.1	CARHR064110
OG0000239	XP_013588995.1, XP_013615546.1, XP_013617220.1, XP_013624255.1, XP_013632905.1, XP_013617434.1, XP_013594837.1, XP_013632465.1	CARHR218360
OG0000241	XP_013593118.1, XP_013611429.1	CARHR228610
OG0000241	XP_013607002.1	CARHR252730
OG0000241	XP_013626139.1	CARHR107520
OG0000242	XP_013610078.1	CARHR119540, CARHR119080, CARHR180810, CARHR264270, CARHR101660, CARHR102130, CARHR102230, CARHR102520
OG0000242	XP_013619870.1	CARHR183240
OG0000242	XP_013597142.1, XP_013619903.1	CARHR175670
OG0000243	XP_013587120.1	CARHR028760
OG0000244	XP_013610574.1, XP_013627706.1, XP_013610658.1	CARHR251320, CARHR252330, CARHR252290
OG0000244	XP_013607462.1	CARHR251330, CARHR251340
OG0000246	XP_013623426.1	CARHR131170, CARHR131180
OG0000246	XP_013631718.1, XP_013631294.1	CARHR131110
OG0000246	XP_013634409.1, XP_013632346.1, XP_013634416.1	CARHR131140, CARHR131130, CARHR131150, CARHR131160
OG0000247	XP_013639107.1	CARHR291820, CARHR217360, CARHR263700
OG0000248	XP_013589631.1, XP_013589630.1	CARHR063130
OG0000248	XP_013620054.1, XP_013597084.1	CARHR215600
OG0000248	XP_013589629.1	CARHR263070, CARHR263080
OG0000249	XP_013588957.1	CARHR014080
OG0000249	XP_013624620.1	CARHR029720
OG0000250	XP_013628835.1	CARHR252250
OG0000251	XP_013614897.1	CARHR147300
OG0000251	XP_013618605.1	CARHR147330
OG0000251	XP_013627194.1	CARHR271060
OG0000252	XP_013610505.1	CARHR230420
OG0000252	XP_013590884.1, XP_013609066.1, XP_013613905.1	CARHR048360, CARHR048350, CARHR048370
OG0000252	XP_013616477.1, XP_013618016.1, XP_013593877.1, XP_013593879.1	CARHR071040
OG0000253	XP_013586681.1, XP_013628594.1	CARHR210890
OG0000253	XP_013628965.1, XP_013611399.1	CARHR087080
OG0000253	XP_013616125.1	CARHR083850
OG0000253	XP_013610944.1, XP_013632476.1	CARHR000060, CARHR229590
OG0000254	XP_013596367.1, XP_013615005.1	CARHR290080
OG0000259	XP_013632446.1	CARHR135220, CARHR117790
OG0000259	XP_013613953.1, XP_013615249.1	CARHR093470, CARHR093450
OG0000260	XP_013639488.1	CARHR247220
OG0000260	XP_013620992.1, XP_013596438.1	CARHR247230
OG0000262	XP_013610529.1, XP_013610227.1	CARHR051080, CARHR046940
OG0000262	XP_013610735.1	CARHR046930
OG0000265	XP_013639635.1, XP_013632585.1, XP_013639156.1, XP_013614113.1, XP_013594550.1, XP_013594818.1, XP_013639395.1, XP_013629230.1	CARHR033470, CARHR263710, CARHR257150, CARHR159730, CARHR113850
OG0000266	XP_013610430.1	CARHR266780, CARHR224090, CARHR036480
OG0000266	XP_013627484.1, XP_013627602.1	CARHR266730, CARHR253160
OG0000268	XP_013607627.1	CARHR157490
OG0000268	XP_013632768.1	CARHR181110
OG0000269	XP_013625891.1	CARHR273300
OG0000269	XP_013634861.1, XP_013637342.1, XP_013637340.1	CARHR007130, CARHR007140, CARHR053220, CARHR122830
OG0000270	XP_013623543.1	CARHR047950
OG0000270	XP_013633244.1	CARHR051040, CARHR012890, CARHR052820, CARHR051010, CARHR151310
OG0000270	XP_013625149.1	CARHR047520, CARHR048250
OG0000270	XP_013624992.1, XP_013611661.1	CARHR048540, CARHR048090
OG0000273	XP_013610647.1	CARHR258000, CARHR266740
OG0000273	XP_013639748.1	CARHR284830, CARHR266760
OG0000275	XP_013607799.1	CARHR175770
OG0000275	XP_013627934.1, XP_013608532.1, XP_013608530.1, XP_013608536.1, XP_013627649.1, XP_013624778.1, XP_013593112.1	CARHR041170, CARHR041160
OG0000275	XP_013627922.1	CARHR246950
OG0000278	XP_013628027.1	CARHR215570, CARHR215560, CARHR215610, CARHR215640, CARHR215620, CARHR215650, CARHR215200
OG0000279	XP_013594138.1, XP_013593806.1	CARHR031350, CARHR031360, CARHR177740, CARHR257320, CARHR177410, CARHR177420, CARHR152170, CARHR177900, CARHR221580, CARHR177780, CARHR177760, CARHR177770, CARHR178120, CARHR177310, CARHR177790, CARHR177800, CARHR178860, CARHR178130, CARHR180680
OG0000284	XP_013588953.1, XP_013616930.1	CARHR104190
OG0000285	XP_013598049.1	CARHR227980
OG0000285	XP_013598493.1, XP_013604992.1	CARHR234950
OG0000286	XP_013633416.1, XP_013633415.1, XP_013633414.1	CARHR232240
OG0000289	XP_013632591.1	CARHR116010, CARHR127060
OG0000294	XP_013610492.1, XP_013610778.1	CARHR197660
OG0000294	XP_013617152.1, XP_013616818.1, XP_013617151.1, XP_013583443.1, XP_013616819.1, XP_013619744.1	CARHR058080
OG0000295	XP_013607804.1	CARHR223360
OG0000295	XP_013613563.1	CARHR027480, CARHR027430
OG0000295	XP_013628407.1	CARHR100860
OG0000296	XP_013609630.1	CARHR285460, CARHR285480
OG0000296	XP_013620395.1, XP_013620391.1, XP_013618644.1, XP_013620392.1, XP_013620394.1	CARHR272760, CARHR053670, CARHR272770
OG0000297	XP_013639414.1, XP_013613702.1, XP_013617507.1, XP_013624819.1, XP_013615471.1, XP_013624710.1, XP_013639197.1, XP_013639389.1, XP_013601593.1, XP_013615252.1, XP_013607656.1, XP_013583299.1, XP_013607914.1, XP_013624632.1, XP_013624571.1, XP_013617604.1, XP_013614058.1, XP_013624307.1, XP_013639165.1, XP_013614060.1, XP_013632510.1, XP_013594470.1, XP_013624384.1, XP_013614083.1, XP_013589075.1	CARHR115150
OG0000298	XP_013615661.1	CARHR033060
OG0000298	XP_013584781.1	CARHR033100
OG0000298	XP_013592782.1, XP_013592451.1	CARHR033050
OG0000301	XP_013602649.1, XP_013603566.1, XP_013602650.1, XP_013635448.1, XP_013635214.1, XP_013610690.1	CARHR139910, CARHR139920
OG0000304	XP_013633331.1	CARHR253260, CARHR253390
OG0000304	XP_013627237.1, XP_013626278.1	CARHR135560
OG0000305	XP_013596992.1	CARHR017730
OG0000306	XP_013614382.1, XP_013613717.1, XP_013589249.1	CARHR213950, CARHR041780
OG0000307	XP_013607544.1	CARHR219950, CARHR112870, CARHR216070, CARHR057800, CARHR216060, CARHR216110
OG0000308	XP_013595257.1	CARHR180240
OG0000308	XP_013619016.1	CARHR180250
OG0000308	XP_013609877.1, XP_013607782.1, XP_013594787.1, XP_013595949.1, XP_013619444.1, XP_013617606.1, XP_013609896.1	CARHR180280
OG0000309	XP_013586115.1	CARHR007730, CARHR204750
OG0000313	XP_013599604.1, XP_013599605.1	CARHR111270
OG0000314	XP_013625516.1, XP_013624823.1	CARHR213600
OG0000314	XP_013586766.1, XP_013627633.1, XP_013634254.1, XP_013600954.1, XP_013639337.1, XP_013624881.1, XP_013594800.1, XP_013624782.1, XP_013624853.1, XP_013601162.1, XP_013594951.1	CARHR006310
OG0000318	XP_013588656.1	CARHR062770, CARHR062740
OG0000318	XP_013584529.1	CARHR016600
OG0000321	XP_013628373.1	CARHR095140, CARHR040120
OG0000321	XP_013621196.1	CARHR055410
OG0000322	XP_013583839.1, XP_013597326.1, XP_013616452.1, XP_013624759.1, XP_013636529.1, XP_013636533.1, XP_013636538.1, XP_013636536.1, XP_013632490.1	CARHR259720
OG0000323	XP_013601504.1, XP_013601503.1	CARHR018220
OG0000323	XP_013633152.1	CARHR262010
OG0000323	XP_013601801.1, XP_013600888.1	CARHR018200
OG0000325	XP_013638562.1, XP_013605539.1, XP_013603309.1	CARHR004130
OG0000325	XP_013636697.1, XP_013622603.1	CARHR127110
OG0000326	XP_013610372.1	CARHR083130
OG0000326	XP_013614925.1, XP_013629132.1, XP_013624164.1	CARHR112900
OG0000329	XP_013605281.1, XP_013605279.1	CARHR220880
OG0000329	XP_013610362.1, XP_013610358.1, XP_013635077.1, XP_013635170.1	CARHR263560, CARHR263570
OG0000330	XP_013590898.1, XP_013590516.1	CARHR065890, CARHR065920, CARHR065910, CARHR065900
OG0000330	XP_013588250.1, XP_013589502.1, XP_013590614.1, XP_013590374.1, XP_013590664.1, XP_013618931.1	CARHR065880
OG0000331	XP_013629475.1, XP_013611648.1	CARHR249810
OG0000331	XP_013629139.1, XP_013613847.1	CARHR092710
OG0000331	XP_013630077.1	CARHR131330
OG0000331	XP_013637320.1	CARHR142440
OG0000332	XP_013607236.1, XP_013606280.1	CARHR050960, CARHR050950, CARHR055150
OG0000332	XP_013606253.1, XP_013607362.1	CARHR050930, CARHR051060, CARHR050990, CARHR051100, CARHR051090, CARHR051110, CARHR051120, CARHR050970, CARHR050980, CARHR050860
OG0000335	XP_013588585.1	CARHR170010
OG0000336	XP_013608922.1	CARHR054330, CARHR054520, CARHR009570, CARHR009660, CARHR183900
OG0000341	XP_013610407.1, XP_013609445.1	CARHR038610
OG0000341	XP_013619802.1	CARHR021380, CARHR021360
OG0000342	XP_013630161.1, XP_013630378.1, XP_013624990.1	CARHR092860
OG0000344	XP_013601852.1	CARHR292150
OG0000344	XP_013615461.1, XP_013611358.1	CARHR099040
OG0000345	XP_013625024.1, XP_013619486.1	CARHR203880, CARHR006290
OG0000345	XP_013619714.1	CARHR203890
OG0000345	XP_013587167.1, XP_013602022.1, XP_013600499.1	CARHR003600, CARHR203870
OG0000346	XP_013590573.1	CARHR163180
OG0000346	XP_013613384.1, XP_013598778.1	CARHR147230
OG0000346	XP_013596386.1	CARHR147220
OG0000346	XP_013600603.1	CARHR163190
OG0000347	XP_013600562.1, XP_013587671.1	CARHR000730
OG0000347	XP_013612790.1, XP_013630573.1	CARHR248520
OG0000349	XP_013618860.1	CARHR273130
OG0000349	XP_013620734.1	CARHR273200, CARHR273170, CARHR273210, CARHR273220
OG0000350	XP_013626949.1, XP_013584917.1, XP_013584915.1, XP_013584959.1, XP_013584919.1, XP_013584886.1, XP_013584707.1, XP_013589790.1, XP_013591347.1	CARHR097870
OG0000355	XP_013610714.1, XP_013619932.1, XP_013621272.1, XP_013619937.1	CARHR274100
OG0000355	XP_013639809.1, XP_013632661.1	CARHR095150
OG0000355	XP_013635683.1, XP_013635570.1	CARHR121680, CARHR121660, CARHR121670, CARHR121720
OG0000356	XP_013632078.1, XP_013633252.1, XP_013632081.1	CARHR117170, CARHR178010
OG0000356	XP_013603506.1	CARHR117150
OG0000356	XP_013604125.1	CARHR117270
OG0000358	XP_013584584.1	CARHR041640
OG0000359	XP_013614781.1, XP_013619112.1	CARHR267340
OG0000359	XP_013602977.1, XP_013596321.1	CARHR235360
OG0000359	XP_013596204.1, XP_013639774.1	CARHR235380
OG0000359	XP_013603104.1, XP_013596584.1, XP_013597076.1, XP_013600866.1	CARHR235370
OG0000362	XP_013615014.1, XP_013604362.1	CARHR266430, CARHR150180
OG0000365	XP_013584210.1	CARHR025550
OG0000365	XP_013614801.1	CARHR227340
OG0000365	XP_013638892.1	CARHR025540, CARHR025530
OG0000367	XP_013597383.1	CARHR198280, CARHR198270, CARHR253970, CARHR024610
OG0000368	XP_013603521.1, XP_013603101.1	CARHR155150, CARHR155070
OG0000368	XP_013622965.1	CARHR154970
OG0000369	XP_013601023.1, XP_013601021.1, XP_013588993.1, XP_013588958.1, XP_013588961.1	CARHR293630, CARHR283580, CARHR058390, CARHR059500, CARHR186430, CARHR116680
OG0000369	XP_013594963.1, XP_013596955.1	CARHR221010
OG0000370	XP_013593030.1	CARHR033610, CARHR100280, CARHR100270, CARHR288610, CARHR033580, CARHR288600, CARHR033590, CARHR288590, CARHR100310, CARHR288580
OG0000376	XP_013609787.1, XP_013620825.1	CARHR051720
OG0000376	XP_013604727.1	CARHR011030
OG0000376	XP_013610000.1	CARHR051710
OG0000377	XP_013598869.1	CARHR245750
OG0000377	XP_013605587.1	CARHR058550, CARHR058530, CARHR058590, CARHR245740
OG0000377	XP_013593941.1	CARHR245720
OG0000377	XP_013599452.1, XP_013590187.1	CARHR245730
OG0000379	XP_013597635.1, XP_013607868.1	CARHR144670
OG0000379	XP_013637011.1	CARHR164050
OG0000379	XP_013618006.1	CARHR144630
OG0000379	XP_013613808.1	CARHR049930
OG0000380	XP_013610573.1, XP_013612483.1	CARHR157270
OG0000380	XP_013613287.1, XP_013628418.1, XP_013610830.1, XP_013616929.1	CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860
OG0000381	XP_013635209.1	CARHR079970
OG0000382	XP_013619489.1, XP_013627154.1, XP_013610941.1	CARHR250680, CARHR250610
OG0000382	XP_013636573.1, XP_013630416.1	CARHR131810
OG0000383	XP_013633031.1, XP_013635126.1, XP_013636627.1, XP_013601648.1, XP_013587907.1	CARHR164490, CARHR164480
OG0000384	XP_013620026.1	CARHR174500, CARHR174480, CARHR174510
OG0000384	XP_013616565.1, XP_013619839.1	CARHR174490, CARHR089510
OG0000388	XP_013638305.1	CARHR092870, CARHR151230
OG0000388	XP_013639835.1, XP_013593763.1	CARHR095050
OG0000389	XP_013619465.1	CARHR179630, CARHR179650, CARHR274280, CARHR274270, CARHR270410, CARHR105990, CARHR152840, CARHR152780, CARHR270430, CARHR270420, CARHR270400, CARHR270450
OG0000390	XP_013593456.1	CARHR022740
OG0000390	XP_013600140.1	CARHR022730
OG0000390	XP_013638777.1	CARHR022720
OG0000390	XP_013598821.1	CARHR022750
OG0000391	XP_013591638.1, XP_013591683.1, XP_013591979.1	CARHR066340, CARHR066300, CARHR066320, CARHR066310, CARHR066330, CARHR066290, CARHR066360
OG0000391	XP_013616064.1, XP_013611060.1	CARHR196560
OG0000391	XP_013587607.1	CARHR084950
OG0000392	XP_013602876.1	CARHR017550
OG0000392	XP_013604246.1, XP_013585331.1	CARHR017540
OG0000392	XP_013593167.1, XP_013593168.1, XP_013599700.1, XP_013599691.1, XP_013599541.1	CARHR185400, CARHR216970, CARHR232710
OG0000393	XP_013635118.1	CARHR263220
OG0000393	XP_013590492.1, XP_013590550.1	CARHR103170
OG0000394	XP_013590817.1, XP_013627893.1	CARHR043000
OG0000395	XP_013603142.1, XP_013600895.1, XP_013584929.1	CARHR014460
OG0000396	XP_013589350.1, XP_013590914.1, XP_013624737.1, XP_013632479.1, XP_013617988.1, XP_013601227.1, XP_013608103.1, XP_013594597.1, XP_013632988.1, XP_013624736.1	CARHR119440
OG0000397	XP_013590495.1	CARHR106550, CARHR107430
OG0000398	XP_013614812.1, XP_013639534.1, XP_013632568.1, XP_013632567.1, XP_013617972.1, XP_013624030.1, XP_013594445.1, XP_013601243.1, XP_013628008.1, XP_013635729.1, XP_013628009.1, XP_013604785.1	CARHR101890
OG0000399	XP_013606142.1, XP_013622500.1	CARHR001910
OG0000399	XP_013605289.1, XP_013587547.1	CARHR009120
OG0000402	XP_013611365.1, XP_013607432.1	CARHR289020
OG0000402	XP_013597495.1, XP_013597756.1, XP_013597759.1, XP_013597755.1	CARHR177820, CARHR292110, CARHR292450, CARHR289650, CARHR289030
OG0000403	XP_013626683.1	CARHR251840
OG0000404	XP_013638800.1	CARHR170770
OG0000404	XP_013633411.1, XP_013601666.1	CARHR235030
OG0000405	XP_013627720.1	CARHR089280
OG0000405	XP_013627608.1	CARHR089240
OG0000405	XP_013617000.1	CARHR033150, CARHR033140
OG0000405	XP_013607534.1	CARHR275230
OG0000405	XP_013637868.1	CARHR203560
OG0000406	XP_013602126.1, XP_013616420.1, XP_013625792.1	CARHR273440, CARHR007590
OG0000406	XP_013623048.1, XP_013603088.1, XP_013638648.1, XP_013608778.1	CARHR123820, CARHR154410
OG0000407	XP_013634586.1, XP_013583454.1, XP_013639040.1	CARHR005930, CARHR002610, CARHR002600, CARHR025430, CARHR142610
OG0000407	XP_013603282.1	CARHR011680
OG0000409	XP_013598010.1, XP_013638650.1	CARHR028080, CARHR028050
OG0000410	XP_013624753.1	CARHR229370
OG0000410	XP_013619340.1	CARHR229400
OG0000410	XP_013626248.1	CARHR253620
OG0000411	XP_013601761.1, XP_013633250.1	CARHR117550, CARHR117600
OG0000412	XP_013606449.1, XP_013614286.1	CARHR196640
OG0000412	XP_013637496.1	CARHR215260
OG0000412	XP_013621636.1	CARHR292180
OG0000412	XP_013636878.1, XP_013587377.1, XP_013622724.1	CARHR093170
OG0000413	XP_013583404.1	CARHR088360, CARHR088350
OG0000413	XP_013589867.1	CARHR044870
OG0000413	XP_013591843.1, XP_013591005.1	CARHR088340
OG0000414	XP_013611135.1	CARHR049420
OG0000414	XP_013613085.1	CARHR105130, CARHR106410
OG0000414	XP_013602485.1, XP_013616157.1, XP_013614635.1	CARHR221890
OG0000414	XP_013630486.1	CARHR098010
OG0000414	XP_013637929.1	CARHR097980
OG0000415	XP_013624766.1, XP_013624765.1, XP_013589525.1, XP_013589131.1, XP_013624541.1, XP_013629810.1, XP_013627540.1, XP_013634294.1, XP_013584864.1, XP_013620046.1, XP_013608371.1, XP_013601856.1, XP_013608439.1, XP_013617656.1, XP_013608065.1, XP_013601790.1, XP_013595186.1, XP_013615712.1, XP_013600495.1, XP_013609342.1, XP_013630833.1, XP_013610588.1, XP_013584767.1, XP_013639289.1, XP_013599498.1, XP_013615779.1, XP_013608332.1, XP_013613648.1, XP_013624891.1, XP_013590107.1, XP_013605239.1	CARHR286360
OG0000419	XP_013631932.1, XP_013635700.1	CARHR129410
OG0000419	XP_013624001.1, XP_013625089.1	CARHR133760
OG0000420	XP_013635917.1	CARHR137680
OG0000421	XP_013611457.1	CARHR265630
OG0000424	XP_013611781.1	CARHR267950
OG0000424	XP_013613876.1	CARHR041080
OG0000424	XP_013583993.1, XP_013625239.1, XP_013611607.1	CARHR096480
OG0000425	XP_013624935.1	CARHR206570, CARHR180690
OG0000426	XP_013608985.1, XP_013615876.1	CARHR182090
OG0000428	XP_013588979.1, XP_013624625.1, XP_013639392.1, XP_013594405.1, XP_013627267.1	CARHR292240
OG0000428	XP_013592111.1	CARHR286290
OG0000429	XP_013632955.1, XP_013632958.1	CARHR054890, CARHR168810
OG0000429	XP_013601698.1, XP_013600273.1, XP_013601697.1	CARHR168790
OG0000430	XP_013598606.1, XP_013603143.1	CARHR228790
OG0000430	XP_013609350.1, XP_013615009.1	CARHR252910
OG0000430	XP_013633960.1	CARHR050150
OG0000431	XP_013607707.1	CARHR051440
OG0000432	XP_013590994.1	CARHR038790, CARHR038780, CARHR038820
OG0000432	XP_013597168.1	CARHR227030, CARHR227040, CARHR227060, CARHR227020
