Orthogroup	Brassica_oleracea	Arabidopsis_lyrata_Rawat
OG0000106	XP_013617771.1, XP_013601854.1, XP_013607538.1, XP_013623464.1, XP_013607453.1, XP_013639293.1, XP_013639189.1, XP_013638696.1, XP_013584692.1, XP_013639159.1, XP_013594829.1, XP_013601126.1, XP_013601850.1, XP_013626361.1, XP_013633356.1, XP_013617293.1, XP_013623159.1, XP_013624755.1, XP_013624609.1	AL6G40690
OG0000107	XP_013635068.1, XP_013624257.1	AL3G33780
OG0000107	XP_013623726.1	AL3G33770
OG0000107	XP_013586700.1	AL3G33760
OG0000107	XP_013639727.1	AL3G34900, AL3G33830, AL3G42780, nbis-gene-1853
OG0000108	XP_013617448.1, XP_013629514.1, XP_013636515.1, XP_013636180.1	AL4G34190, AL4G34130, AL5G34730
OG0000108	XP_013623319.1	AL5G25390, AL8G35810
OG0000108	XP_013587485.1	AL3G23740
OG0000108	XP_013591456.1, XP_013611822.1, XP_013629368.1, XP_013620685.1	AL6G20220
OG0000108	XP_013629201.1, XP_013608560.1, XP_013586823.1	AL3G32160, AL1G56110
OG0000109	XP_013638689.1	AL1G47060
OG0000109	XP_013607861.1, XP_013583419.1, XP_013639649.1, XP_013615002.1, XP_013594821.1, XP_013633807.1, XP_013594521.1, XP_013597172.1, XP_013595200.1	AL7G48370, AL4G13100, AL5G17500, AL8G26200, AL3G45860, AL1G49480, AL3G47220, AL5G17870, AL8G24560, AL7G45510, AL6G38840, AL6G52460, AL6G40590, AL1G47050, AL2G22030, AL8G22080, AL2G35490, AL5G20740, AL1G54140, AL2G22170, AL3G44280, AL7G53070, AL5G17840, AL7G34330, AL8G17600, AL170U10010, AL3G46660, AL8G20850, AL4G12360, AL5G10400, AL3G43610, AL4G17930, AL5G17970, AL9U10780
OG0000111	XP_013597065.1, XP_013591106.1, XP_013610702.1, XP_013624096.1, XP_013585759.1, XP_013603466.1	AL5G18800
OG0000111	XP_013588950.1, XP_013594866.1, XP_013594868.1, XP_013594869.1, XP_013594861.1, XP_013594864.1, XP_013624024.1	AL2G34810
OG0000114	XP_013594356.1	AL2G19090, AL2G20370, AL1G46930, AL8G13990, AL5G18470, AL5G18060, AL3G42080, AL4G18650, AL3G44910, nbis-gene-1272, nbis-gene-1271, AL1G50940
OG0000115	XP_013632707.1, XP_013594843.1, XP_013623916.1, XP_013626716.1, XP_013617611.1, XP_013635437.1, XP_013614652.1	AL7G53080
OG0000116	XP_013624699.1, XP_013614960.1, XP_013617705.1, XP_013624600.1, XP_013590002.1, XP_013624601.1, XP_013619242.1, XP_013610162.1, XP_013615166.1, XP_013617423.1, XP_013617165.1, XP_013637479.1, XP_013594379.1, XP_013594380.1, XP_013617424.1, XP_013584766.1, XP_013636250.1, XP_013626247.1, XP_013615167.1, XP_013615592.1, XP_013589668.1, XP_013594376.1	nbis-gene-997, AL1G35450, nbis-gene-1953, AL1G39460
OG0000116	XP_013590735.1, XP_013613772.1, XP_013615531.1, XP_013611137.1, XP_013616308.1, XP_013635892.1	AL614U10020
OG0000116	XP_013623439.1	nbis-gene-1246
OG0000117	XP_013586913.1	AL1G37420
OG0000117	XP_013603462.1, XP_013584900.1, XP_013586910.1	AL1G37270
OG0000117	XP_013596256.1	AL1G37440, AL1G37390
OG0000117	XP_013600043.1, XP_013600044.1, XP_013600879.1, XP_013600539.1, XP_013600042.1, XP_013610363.1	AL1G37330, AL1G37340
OG0000118	XP_013615575.1	AL4G35640, AL4G35680, AL4G35660, AL4G35650, AL7G47920
OG0000119	XP_013633270.1	AL4G18370, AL4G18360, AL4G18340, AL5G21720, AL5G21730, AL5G24120, AL6G15230, AL5G24030, AL5G24100, AL5G24190
OG0000119	XP_013608409.1, XP_013608411.1	AL5G24170
OG0000121	XP_013613742.1	AL8G14910
OG0000123	XP_013623897.1, XP_013623898.1	AL8G25360
OG0000124	XP_013589782.1	AL6G45480
OG0000125	XP_013605923.1	AL1G17740
OG0000125	XP_013590329.1	AL1G55940
OG0000125	XP_013589967.1	AL1G59870
OG0000125	XP_013605120.1	AL1G59850
OG0000126	XP_013614845.1	nbis-gene-676, nbis-gene-264
OG0000127	XP_013606602.1, XP_013625682.1	AL6G34020
OG0000127	XP_013606787.1	AL189U10030, AL8G36480, AL5G24690
OG0000127	XP_013631988.1, XP_013631825.1, XP_013622502.1	AL4G23250
OG0000128	XP_013589380.1	AL5G41150
OG0000128	XP_013590480.1	AL5G41080
OG0000128	XP_013592532.1	AL5G41090
OG0000129	XP_013584094.1	AL2G19870
OG0000129	XP_013617087.1	AL2G20180
OG0000129	XP_013618060.1, XP_013620235.1	AL1G60690, AL8G38710, AL8G38700, AL4G22760, AL4G22720, AL8G25830
OG0000130	XP_013624099.1, XP_013613741.1	nbis-gene-1897
OG0000130	XP_013624994.1, XP_013608101.1	AL3G23800, nbis-gene-2009
OG0000132	XP_013605673.1, XP_013602151.1, XP_013602872.1, XP_013605672.1, XP_013603171.1, XP_013603836.1, XP_013603745.1, XP_013603252.1	AL5G36020
OG0000132	XP_013592758.1, XP_013629621.1	AL315U10010, AL7G51940, AL7G52020, AL7G52000
OG0000134	XP_013629019.1, XP_013586604.1	AL1G67280, AL1G67230, AL1G67210
OG0000134	XP_013612354.1	AL6G21880
OG0000137	XP_013606365.1, XP_013619272.1	AL8G30930
OG0000137	XP_013617004.1	AL8G30910
OG0000137	XP_013618766.1, XP_013610172.1, XP_013610274.1	AL8G30920
OG0000137	XP_013626781.1	AL8G30900
OG0000137	XP_013608191.1	AL8G30890
OG0000138	XP_013627674.1	AL5G40850
OG0000140	XP_013639461.1	nbis-gene-927
OG0000140	XP_013632059.1	AL8G35610, AL1G29430, AL2G32620
OG0000141	XP_013600689.1	AL1G23600
OG0000141	XP_013592465.1	AL1G23590
OG0000141	XP_013604385.1	AL1G23500, AL7G41510
OG0000141	XP_013600631.1	AL1G23480
OG0000143	XP_013594840.1, XP_013617635.1, XP_013613871.1, XP_013594560.1, XP_013617770.1, XP_013617502.1, XP_013607980.1, XP_013601158.1, XP_013614771.1, XP_013601234.1, XP_013632794.1, XP_013617899.1, XP_013632910.1, XP_013589207.1, XP_013624703.1, XP_013632577.1, XP_013632712.1, XP_013624745.1, XP_013607795.1, XP_013639469.1, XP_013624288.1, XP_013633322.1, XP_013632491.1, XP_013614182.1, XP_013594402.1, XP_013614207.1, XP_013615522.1, XP_013615454.1, XP_013617043.1	AL3G54050
OG0000144	XP_013632800.1, XP_013623962.1	AL4G41700, AL7G40530, AL1G52400
OG0000148	XP_013627689.1	nbis-gene-250
OG0000148	XP_013624720.1	nbis-gene-1537
OG0000150	XP_013613740.1	AL4G25960, AL4G15810
OG0000151	XP_013604669.1, XP_013588671.1, XP_013634847.1	AL5G36230
OG0000151	XP_013635814.1	AL5G36220
OG0000151	XP_013636124.1	AL4G36690
OG0000151	XP_013635718.1	AL5G36210
OG0000151	XP_013602835.1	AL5G34430
OG0000151	XP_013630873.1	AL4G33730
OG0000151	XP_013611475.1	AL6G24190
OG0000152	XP_013601288.1, XP_013614317.1, XP_013632496.1, XP_013624569.1	AL4G22930, AL177U10010
OG0000152	XP_013616919.1, XP_013632898.1, XP_013601206.1	AL6G44920, AL4G21840, AL5G21970
OG0000153	XP_013633570.1	AL4G23840, AL4G23880
OG0000153	XP_013634388.1, XP_013633705.1, XP_013632650.1, XP_013634362.1	AL4G25560
OG0000153	XP_013625223.1, XP_013631616.1	AL4G23860
OG0000153	XP_013599857.1	AL1G17600
OG0000154	XP_013614709.1	AL1G66290, AL1G58490
OG0000155	XP_013624178.1, XP_013632582.1, XP_013614460.1	AL481U10020
OG0000157	XP_013595924.1	AL1G44960
OG0000157	XP_013596266.1, XP_013616758.1, XP_013608393.1, XP_013622453.1, XP_013623924.1, XP_013637516.1, XP_013585230.1, XP_013587143.1, XP_013620927.1	AL8G27960, AL1G29270
OG0000158	XP_013624637.1	nbis-gene-1710, AL2G28170, AL7G14590
OG0000158	XP_013603971.1	AL6G25220
OG0000160	XP_013611416.1, XP_013597841.1	AL3G52950
OG0000160	XP_013593694.1, XP_013594020.1, XP_013596307.1	AL7G22000
OG0000160	XP_013620594.1	AL8G33330
OG0000160	XP_013623185.1	AL3G44180
OG0000160	XP_013622891.1	AL5G20850
OG0000160	XP_013588689.1	AL2G40780
OG0000160	XP_013605622.1	AL4G15040
OG0000161	XP_013627570.1, XP_013603224.1, XP_013617805.1, XP_013594696.1, XP_013583368.1, XP_013585516.1, XP_013585404.1, XP_013595479.1, XP_013604163.1, XP_013600898.1, XP_013601527.1, XP_013610632.1, XP_013607945.1, XP_013626459.1, XP_013608455.1, XP_013607573.1, XP_013633426.1, XP_013595063.1, XP_013631266.1, XP_013635056.1, XP_013588975.1, XP_013603863.1	AL2G19110
OG0000162	XP_013622310.1	AL4G28780, AL8G17590
OG0000162	XP_013632580.1	nbis-gene-1071
OG0000165	XP_013626959.1	AL7G45500
OG0000167	XP_013624265.1	AL3G35160, AL3G35150
OG0000167	XP_013596046.1	nbis-gene-789
OG0000169	XP_013601108.1, XP_013588901.1	AL9U10990, AL3G52280, AL3G47440, AL3G52270, AL3G52290, AL4G10320, AL5G12470, AL5G12490, AL5G12460, AL5G12480, AL4G13020
OG0000169	XP_013624313.1	AL9U11000
OG0000170	XP_013634565.1	AL5G43250
OG0000170	XP_013635993.1	AL4G44740
OG0000171	XP_013613316.1	AL8G28000
OG0000171	XP_013606344.1	AL2G10770
OG0000171	XP_013599341.1	AL3G49460
OG0000171	XP_013622226.1, XP_013621604.1, XP_013606619.1	AL8G31780
OG0000171	XP_013617767.1, XP_013622635.1, XP_013638468.1	AL3G19690
OG0000171	XP_013600456.1, XP_013639325.1	AL7G24680
OG0000173	XP_013597272.1, XP_013639133.1	AL7G13810
OG0000173	XP_013594067.1	AL7G12760
OG0000174	XP_013612859.1	AL5G24470, AL6G38890, AL3G40990, AL6G49470, AL2G19320, AL4G18060, AL1G56990
OG0000175	XP_013615623.1, XP_013598255.1, XP_013638007.1, XP_013591469.1	AL1G37260
OG0000175	XP_013599473.1	AL2G29860
OG0000175	XP_013606531.1	AL6G25440
OG0000175	XP_013637399.1, XP_013614377.1, XP_013622329.1	AL4G46720
OG0000176	XP_013593181.1	AL3G15890
OG0000176	XP_013627621.1	AL3G15860
OG0000176	XP_013639459.1	AL57U10030
OG0000176	XP_013619769.1, XP_013590800.1, XP_013590659.1	AL2G31040
OG0000177	XP_013596163.1	AL1G34300, AL3G41650
OG0000177	XP_013594710.1	AL1G34280
OG0000178	XP_013606260.1, XP_013606263.1	AL6G47960
OG0000178	XP_013626923.1	AL6G47980
OG0000178	XP_013624075.1	AL6G47970
OG0000178	XP_013627503.1	AL6G48020
OG0000178	XP_013618562.1	AL6G47990
OG0000178	XP_013610263.1, XP_013610612.1	AL1G49990
OG0000179	XP_013606916.1	AL1G65670
OG0000179	XP_013626388.1	AL2G16980
OG0000182	XP_013601717.1	AL5G43310, AL5G43300
OG0000182	XP_013621200.1	AL7G51710, AL5G39240, AL1G52920, AL5G39230, AL5G39260
OG0000182	XP_013613963.1	nbis-gene-1319
OG0000183	XP_013591852.1	AL2G24200, AL7G46650
OG0000183	XP_013631799.1	AL6G32820, AL4G20560
OG0000184	XP_013635093.1, XP_013589077.1, XP_013614749.1, XP_013614750.1, XP_013614748.1, XP_013635188.1, XP_013635027.1, XP_013635145.1, XP_013635212.1	nbis-gene-767
OG0000185	XP_013608685.1, XP_013635085.1	AL2G22820
OG0000185	XP_013617945.1, XP_013619324.1, XP_013620145.1	AL8G40780
OG0000185	XP_013597874.1, XP_013597872.1	AL1G37710, AL1G37720, AL1G37670
OG0000188	XP_013610704.1	AL6G22480, AL6G22490, AL6G22600, AL3G14200
OG0000188	XP_013615621.1, XP_013639409.1, XP_013584998.1, XP_013592108.1, XP_013610533.1	AL3G14700
OG0000188	XP_013635235.1, XP_013594335.1	AL3G14720, AL3G14710
OG0000189	XP_013629002.1, XP_013604425.1, XP_013594142.1, XP_013584461.1, XP_013584411.1, XP_013598034.1	AL3G50830
OG0000192	XP_013589486.1	AL7G26670
OG0000193	XP_013585027.1	AL1G53610
OG0000193	XP_013583418.1	AL1G46640, AL1G46660, AL1G46620
OG0000195	XP_013594316.1	AL3G48600
OG0000195	XP_013596123.1	AL7G46380
OG0000196	XP_013595078.1	AL7G47550
OG0000197	XP_013591070.1	AL7G34530
OG0000197	XP_013614096.1	AL7G34500, AL7G34510, AL7G34490
OG0000198	XP_013593772.1, XP_013609824.1, XP_013616568.1	AL7G42370, AL5G10550
OG0000198	XP_013601824.1	AL1G27010
OG0000199	XP_013601305.1, XP_013628081.1	AL7G22480, AL6G29250, AL6G29230, AL7G22490, AL7G22500
OG0000200	XP_013587517.1, XP_013639109.1, XP_013603884.1, XP_013600986.1	AL1G15400
OG0000200	XP_013595737.1	AL1G42930
OG0000200	XP_013603075.1, XP_013587514.1, XP_013584831.1	AL1G15390
OG0000200	XP_013625101.1	AL1G44070
OG0000200	XP_013639491.1, XP_013626397.1	AL1G44060, AL1G44080
OG0000201	XP_013617778.1	AL3G45630
OG0000203	XP_013588854.1	AL5G39980, AL5G40000
OG0000203	XP_013603307.1, XP_013600272.1, XP_013604009.1	AL5G40120
OG0000203	XP_013591322.1, XP_013632132.1, XP_013632130.1	AL5G40110
OG0000203	XP_013615611.1, XP_013589365.1, XP_013589367.1	AL5G40100
OG0000205	XP_013624495.1, XP_013601133.1, XP_013615628.1, XP_013594966.1, XP_013632040.1, XP_013631066.1, XP_013617851.1, XP_013608335.1, XP_013617782.1, XP_013617509.1, XP_013613471.1, XP_013615485.1, XP_013628376.1, XP_013633176.1, XP_013614762.1, XP_013633240.1, XP_013632486.1, XP_013624014.1, XP_013613857.1, XP_013628317.1, XP_013614970.1, XP_013632966.1, XP_013639350.1, XP_013639489.1, XP_013633174.1	AL6G41080, AL6G41170, AL7G33750, AL2G20320, AL2G20330, AL3G54100, AL3G45590
OG0000206	XP_013617473.1, XP_013601242.1, XP_013601618.1, XP_013601901.1, XP_013594857.1, XP_013624916.1, XP_013594627.1, XP_013624913.1	AL4G21300
OG0000209	XP_013594256.1	AL5G25310
OG0000209	XP_013584290.1	AL6G20830
OG0000210	XP_013632427.1	AL4G23070, AL4G44040
OG0000210	XP_013616918.1	AL2G23580
OG0000210	XP_013636352.1	AL4G20750
OG0000211	XP_013638238.1	AL7G52630, AL3G46320
OG0000214	XP_013607478.1	AL1G51730
OG0000215	XP_013601780.1, XP_013632432.1, XP_013601781.1, XP_013633063.1, XP_013617585.1, XP_013603973.1, XP_013583293.1, XP_013615035.1	AL22U10020, AL4G18700, AL6G38570, AL4G16420, AL2G18820
OG0000216	XP_013617487.1	AL6G47230
OG0000216	XP_013624066.1, XP_013624067.1	AL6G43900, AL6G44750
OG0000216	XP_013620094.1	AL2G18850
OG0000216	XP_013601679.1	AL5G37800
OG0000218	XP_013635598.1, XP_013594871.1, XP_013619322.1, XP_013596043.1, XP_013594182.1, XP_013590775.1, XP_013632526.1, XP_013623802.1, XP_013617409.1, XP_013614232.1, XP_013622871.1, XP_013585340.1, XP_013614805.1, XP_013614000.1, XP_013589410.1, XP_013624015.1	AL4G42280
OG0000219	XP_013638627.1, XP_013584165.1, XP_013633401.1, XP_013639375.1	AL7G46090, AL7G49700, AL7G49110, AL7G49680
OG0000219	XP_013601505.1	AL7G49120, AL7G43790
OG0000219	XP_013614338.1	AL3G52780
OG0000221	XP_013595010.1, XP_013594478.1, XP_013607822.1, XP_013601146.1, XP_013601276.1, XP_013624143.1, XP_013589402.1	AL2G18390
OG0000222	XP_013632777.1, XP_013628848.1	AL6G40720
OG0000223	XP_013601214.1, XP_013624246.1, XP_013617026.1, XP_013639456.1	AL4G15000
OG0000223	XP_013633308.1, XP_013639221.1	AL3G49600
OG0000226	XP_013632872.1	AL4G14040
OG0000227	XP_013635901.1	AL3G16310
OG0000227	XP_013626403.1, XP_013628173.1, XP_013627330.1	AL3G22620
OG0000227	XP_013632738.1	AL6G37850
OG0000229	XP_013603547.1	AL4G17660, AL4G17920, AL4G17900
OG0000229	XP_013617888.1, XP_013635776.1, XP_013614577.1	AL1G65810, AL5G20810
OG0000232	XP_013639400.1	AL3G48740
OG0000232	XP_013594831.1, XP_013594515.1, XP_013601383.1, XP_013639425.1, XP_013616731.1	AL9U10240, AL5G17720, AL8G21610, AL7G48830, AL3G31430, AL4G15240, AL8G25040
OG0000233	XP_013610418.1	AL6G17860
OG0000233	XP_013619195.1, XP_013616049.1, XP_013627166.1, XP_013626870.1	AL6G17870
OG0000233	XP_013616047.1, XP_013610081.1	AL6G17850
OG0000233	XP_013609768.1, XP_013603711.1, XP_013619712.1	AL6G17810, AL6G17910, AL6G17830
OG0000234	XP_013601559.1	AL6G12270, AL6G12280, AL6G12310, AL3G47640, AL1G59710, AL1G59720, AL6G12290, AL6G12300
OG0000235	XP_013588197.1	AL1G40550, AL6G39940
OG0000236	XP_013592345.1	AL2G23070
OG0000241	XP_013593118.1, XP_013611429.1	AL7G32050
OG0000241	XP_013607002.1	AL6G48290
OG0000241	XP_013626139.1	AL6G48300, AL6G48310
OG0000242	XP_013610078.1, XP_013619870.1	AL3G16620
OG0000243	XP_013638073.1	AL1G43270
OG0000244	XP_013610574.1, XP_013627706.1	AL6G48830
OG0000244	XP_013607462.1	AL6G49970, AL6G49560
OG0000246	XP_013602866.1	AL5G34040
OG0000246	XP_013623426.1	AL4G32990
OG0000246	XP_013631718.1, XP_013631294.1	AL4G32970
OG0000246	XP_013632346.1, XP_013634416.1	AL4G32980
OG0000247	XP_013639107.1	AL7G52080, AL7G25460, AL8G22470, AL5G29460
OG0000247	XP_013585184.1	AL1G46070
OG0000248	XP_013589631.1, XP_013589630.1	AL5G35460
OG0000248	XP_013617187.1	nbis-gene-575
OG0000248	XP_013589629.1	nbis-gene-574, nbis-gene-573
OG0000249	XP_013589198.1, XP_013615150.1	AL1G48110
OG0000249	XP_013619823.1	AL2G10350
OG0000250	XP_013608826.1	AL6G50030
OG0000250	XP_013628057.1	AL6G48930
OG0000250	XP_013628835.1	AL6G48650
OG0000251	XP_013614897.1	AL5G15050, AL5G15060, AL5G15070
OG0000251	XP_013618605.1	AL5G15090
OG0000251	XP_013627194.1	AL8G33230
OG0000251	XP_013612265.1	AL5G15010
OG0000251	XP_013599442.1	AL5G15040
OG0000252	XP_013610505.1	AL7G20350
OG0000252	XP_013616477.1, XP_013618016.1, XP_013593877.1, XP_013593879.1	AL2G37720
OG0000253	XP_013628965.1, XP_013611399.1	AL3G24230
OG0000253	XP_013616125.1	AL3G20620
OG0000253	XP_013610944.1, XP_013632476.1	AL1G19520
OG0000254	XP_013596367.1, XP_013615005.1	AL7G39720
OG0000256	XP_013589655.1, XP_013639719.1	nbis-gene-802, AL3G42750, nbis-gene-801
OG0000257	XP_013619391.1	AL2G35840
OG0000259	XP_013632446.1	AL6G44930, AL1G15160
OG0000259	XP_013613953.1, XP_013615249.1	AL4G21500, AL4G15410
OG0000260	XP_013598774.1	AL7G19690
OG0000260	XP_013639488.1	AL7G11510
OG0000260	XP_013620992.1, XP_013596438.1	AL1G53980, AL1G53990
OG0000262	XP_013610529.1, XP_013610227.1	AL2G13760, AL6G43420, AL2G11060
OG0000262	XP_013610735.1	AL2G11030
OG0000263	XP_013624798.1, XP_013624417.1, XP_013624116.1, XP_013595119.1, XP_013624706.1	AL6G28130, AL8G14770
OG0000266	XP_013627484.1, XP_013627602.1	AL8G28560, AL8G28540
OG0000268	XP_013615555.1, XP_013589203.1, XP_013601633.1, XP_013624833.1, XP_013614054.1, XP_013616892.1, XP_013594528.1, XP_013594715.1, XP_013615595.1, XP_013594324.1, XP_013624323.1, XP_013589313.1, XP_013601563.1, XP_013624678.1, XP_013624805.1, XP_013607625.1, XP_013616898.1, XP_013607725.1, XP_013624365.1, XP_013613650.1, XP_013601719.1, XP_013632975.1, XP_013617472.1, XP_013617092.1, XP_013633123.1, XP_013607908.1	AL3G43630
OG0000269	XP_013625891.1	AL8G36240
OG0000269	XP_013629589.1	AL5G25090, AL5G25020
OG0000269	XP_013634861.1, XP_013637342.1, XP_013637340.1	AL2G16910, AL4G24200
OG0000270	XP_013633244.1	AL2G12510
OG0000270	XP_013624992.1, XP_013611661.1	AL2G12790
OG0000273	XP_013610647.1	AL8G28500, AL8G28490, nbis-gene-319
OG0000273	XP_013619636.1	AL8G28580, AL8G28590, AL8G28380, AL8G28370
OG0000273	XP_013610886.1	AL3G39560
OG0000275	XP_013607799.1	AL7G11970
OG0000275	XP_013627934.1, XP_013608532.1, XP_013608530.1, XP_013608536.1, XP_013627649.1, XP_013624778.1, XP_013593112.1	AL7G11950
OG0000276	XP_013632842.1	AL8G19610
OG0000276	XP_013601011.1, XP_013589352.1	AL8G16120
OG0000276	XP_013594785.1, XP_013638563.1	AL8G18300, AL7G23790, AL210U10020, AL4G30020, AL8G20130, AL5G40150, AL1G51890
OG0000278	XP_013628027.1	AL7G46160, AL7G46150, AL7G46040, AL7G38390, AL7G38360, AL7G46130, AL7G46050
OG0000279	XP_013594138.1, XP_013593806.1	AL8G14520, AL8G14470, AL8G14510, AL8G14500, AL8G14490, AL8G14480
OG0000283	XP_013585384.1, XP_013627872.1	AL5G34600
OG0000283	XP_013639335.1	AL6G38420, AL1G38780
OG0000285	XP_013598049.1	AL7G32710
OG0000285	XP_013583450.1	AL113U10030, AL5G31320, AL113U10010
OG0000285	XP_013598493.1, XP_013604992.1	AL7G25530
OG0000285	XP_013629080.1, XP_013591327.1, XP_013591329.1, XP_013631137.1	AL2G23090, AL2G23080
OG0000286	XP_013633416.1, XP_013633415.1, XP_013633414.1	AL7G27750
OG0000286	XP_013583416.1, XP_013586481.1, XP_013583423.1	AL3G22250, AL3G22230
OG0000289	XP_013635810.1	AL4G16860
OG0000290	XP_013607661.1, XP_013599293.1	AL1G57470
OG0000290	XP_013633180.1	AL8G22950
OG0000294	XP_013610492.1, XP_013610778.1	nbis-gene-1522, AL1G39230, AL1G39220
OG0000295	XP_013607804.1	nbis-gene-691
OG0000295	XP_013613563.1	nbis-gene-162
OG0000295	XP_013628407.1	nbis-gene-690, AL3G40150
OG0000296	XP_013609630.1	AL48U10010, nbis-gene-2180
OG0000296	XP_013620395.1, XP_013620391.1, XP_013618644.1, XP_013620392.1, XP_013620394.1	nbis-gene-2178, AL8G34670, AL8G26340, nbis-gene-2176, nbis-gene-2177
OG0000298	XP_013615661.1	AL1G47990
OG0000298	XP_013592782.1, XP_013592451.1	AL1G47970
OG0000301	XP_013602649.1, XP_013603566.1, XP_013602650.1, XP_013635448.1, XP_013635214.1, XP_013610690.1	AL4G43730
OG0000301	XP_013592257.1	AL5G42900
OG0000303	XP_013617399.1	AL5G26120
OG0000303	XP_013595057.1	AL8G19300
OG0000304	XP_013632374.1	AL4G16550, AL4G16530, AL4G16510
OG0000304	XP_013633331.1	AL4G38280
OG0000304	XP_013636622.1	AL4G38290
OG0000305	XP_013596992.1	AL1G29380
OG0000307	XP_013624155.1	AL3G46890, nbis-gene-851, AL6G36930
OG0000307	XP_013607544.1	AL9U10590, nbis-gene-1899
OG0000308	XP_013619016.1	AL8G17010, AL8G17000, AL117U10040
OG0000312	XP_013632576.1, XP_013585945.1	AL4G19060
OG0000313	XP_013588264.1, XP_013616005.1	AL7G22850, AL7G22830, AL7G22800
OG0000313	XP_013595726.1	nbis-gene-910
OG0000314	XP_013586766.1, XP_013627633.1, XP_013634254.1, XP_013600954.1, XP_013639337.1, XP_013624881.1, XP_013594800.1, XP_013624782.1, XP_013624853.1, XP_013601162.1, XP_013594951.1	AL7G44460
OG0000315	XP_013595457.1, XP_013593698.1, XP_013595413.1, XP_013595402.1, XP_013630957.1, XP_013630944.1, XP_013635690.1, XP_013610791.1, XP_013610887.1, XP_013610650.1	AL5G42110
OG0000318	XP_013589432.1, XP_013588845.1	AL3G52410, AL3G52440
OG0000318	XP_013588656.1	AL2G28900
OG0000318	XP_013602632.1	AL3G39500
OG0000321	XP_013628373.1	AL8G15650, AL1G57580
OG0000321	XP_013621196.1	nbis-gene-443
OG0000322	XP_013583839.1, XP_013597326.1, XP_013616452.1	AL7G25500
OG0000323	XP_013633152.1	AL7G49910
OG0000323	XP_013601801.1, XP_013600888.1	AL1G29920
OG0000323	XP_013588752.1, XP_013587884.1	AL2G32530
OG0000323	XP_013592591.1	AL2G32570
OG0000325	XP_013638562.1, XP_013605539.1, XP_013603309.1	AL1G14460
OG0000325	XP_013636697.1, XP_013622603.1	AL4G28660
OG0000325	XP_013634895.1	AL4G28680
OG0000326	XP_013610372.1	AL7G51870, AL7G51860, AL8G27500, AL5G29830, AL3G23410, AL3G21160, AL3G21170, nbis-gene-679, AL3G17610
OG0000328	XP_013630581.1	AL3G34990, AL249U10020, AL3G34970
OG0000329	XP_013605281.1, XP_013605279.1	AL7G41460
OG0000330	XP_013590898.1, XP_013590516.1	AL2G32680, AL2G32660, AL2G32700
OG0000330	XP_013588250.1, XP_013589502.1, XP_013590614.1, XP_013590374.1, XP_013590664.1, XP_013618931.1	AL2G32630
OG0000330	XP_013585022.1	AL1G29940
OG0000331	XP_013629475.1, XP_013611648.1	AL6G51460
OG0000331	XP_013629139.1, XP_013613847.1	AL3G30460
OG0000331	XP_013636480.1	AL4G33090
OG0000332	XP_013607236.1, XP_013606280.1	AL2G14760, AL2G14800
OG0000332	XP_013606253.1, XP_013607362.1	nbis-gene-400, AL2G14930, nbis-gene-402, nbis-gene-401, AL2G14910, AL2G14860, AL2G14740, AL2G14750
OG0000335	XP_013588585.1	AL5G41630, AL5G41650
OG0000335	XP_013624325.1	AL5G42220
OG0000336	XP_013608922.1	AL2G18590, AL1G67290, AL1G20120, AL1G20240, nbis-gene-1385
OG0000339	XP_013622863.1	AL4G25660, AL4G25680
