Orthogroup	Arabis_alpina	Brassica_napus
OG0000071	Aa_G414310.h1.t1, Aa_G616190.h1.t1, Aa_G692990.h1.t1, Aa_G268590.h1.t1	XP_048593443.1, XP_013739437.1, XP_013728665.1, XP_013739111.2, XP_013709837.1, XP_048623943.1, XP_013694390.2, XP_048613267.1, XP_013678912.2, XP_022553097.1, XP_013668702.2
OG0000071	Aa_G616180.h1.t1	XP_048613215.1
OG0000071	Aa_G1110880.h1.t1, Aa_G1110880.h3.t1, Aa_G1110880.h2.t1, Aa_G308060.h1.t1	XP_048616732.1
OG0000071	Aa_G1008250.h1.t1, Aa_G1008250.h2.t1	XP_048609054.1, XP_013713679.2, XP_048618295.1, XP_013694308.2, XP_048619240.1, XP_048602142.1, XP_048597827.1, XP_048613740.1, XP_048609191.1, XP_048602227.1, XP_048590918.1, XP_048611693.1, XP_048607794.1, XP_048634699.1, XP_048593576.1, XP_048622539.1, XP_048609011.1, XP_013668572.1, XP_048599864.1, XP_013704573.1, XP_048610443.1, XP_048602877.1, XP_048604701.1, XP_048596552.1, XP_022549881.1, XP_048613071.1, XP_048622994.1, XP_048617994.1
OG0000071	Aa_G456270.h1.t1	XP_013694349.1, XP_048605778.1
OG0000073	Aa_G295940.h1.t1	XP_048618855.1
OG0000073	Aa_G645470.h1.t1, Aa_G295880.h1.t1, Aa_G369060.h1.t1	XP_048609421.1, XP_013699603.2, XP_048602979.1, XP_013672745.1
OG0000073	Aa_G208060.h1.t1	XP_048629188.1, XP_048607107.1, XP_048607408.1, XP_048611866.1
OG0000073	Aa_G313590.h1.t1	XP_013681424.3, XP_013706684.3
OG0000073	Aa_G208070.h1.t1, Aa_G403300.h1.t1, Aa_G89780.h1.t1	XP_022548483.2, XP_022548484.2, XP_048616181.1, XP_048603851.1, XP_048629187.1, XP_013705861.2, XP_048637358.1
OG0000074	Aa_G349960.h1.t1	XP_013650643.2, XP_013658370.2
OG0000074	Aa_G436170.h1.t1, Aa_G187350.h1.t1	XP_022546508.2, XP_013708002.2, XP_022546507.1, XP_048622493.1, XP_022545999.1, XP_022545996.1, XP_013709335.2, XP_013746925.1, XP_013732623.2, XP_022567450.1, XP_022547402.1
OG0000074	Aa_G62260.h1.t1, Aa_G62270.h1.t1	XP_048618642.1, XP_013650642.2, XP_048592695.1, XP_013659564.1, XP_048618639.1, XP_048592696.1
OG0000074	Aa_G349950.h1.t1	XP_013693122.1, XP_013662871.2
OG0000074	Aa_G62330.h1.t1	XP_048597301.1, XP_022564630.1, XP_013705955.1, XP_013658420.2, XP_013695922.2
OG0000075	Aa_G542150.h1.t1	XP_048624103.1, XP_048599144.1, XP_013675654.2, XP_048626145.1, XP_013742958.2, XP_022570234.2, XP_013730487.2
OG0000075	Aa_G732520.h1.t1	XP_048620324.1
OG0000076	Aa_G712070.h1.t1	XP_022574473.2, XP_013691589.1, XP_048637555.1, XP_048633737.1, XP_013742466.1
OG0000076	Aa_G555640.h1.t1, Aa_G207450.h1.t1, Aa_G61370.h1.t1	XP_013662287.2
OG0000076	Aa_G521750.h1.t1	XP_013659850.2, XP_022549905.1, XP_048633975.1, XP_048633972.1, XP_048633971.1, XP_013645263.2
OG0000076	Aa_G4800.h1.t1, Aa_G696490.h1.t1	XP_048595244.1, XP_048625573.1
OG0000077	Aa_G374860.h1.t1, Aa_G374850.h1.t1	XP_013735871.1, XP_013735860.1, XP_013707233.1
OG0000078	Aa_G578120.h1.t1	XP_013665481.1
OG0000078	Aa_G32020.h1.t1	XP_013645291.2, XP_013689088.1, XP_013740451.1, XP_048634941.1, XP_048618677.1, XP_048612932.1, XP_048615133.1, XP_048605099.1, XP_048615920.1, XP_048620043.1, XP_048612844.1, XP_048624132.1, XP_048613407.1, XP_048596445.1, XP_048623619.1, XP_048623669.1, XP_022570215.2, XP_048624771.1, XP_048603862.1, XP_048604503.1, XP_048594939.1, XP_048619152.1, XP_048619079.1, XP_048610792.1, XP_048613318.1, XP_048622904.1, XP_048595356.1, XP_013652407.2, XP_048628476.1, XP_048628477.1, XP_048628474.1, XP_048604282.1
OG0000079	Aa_G111800.h1.t1, Aa_G111810.h1.t1, Aa_G46620.h1.t1, Aa_G111790.h1.t1	XP_013729190.1, XP_048595764.1
OG0000079	Aa_G175740.h1.t1, Aa_G175730.h1.t1, Aa_G449530.h1.t1, Aa_G175720.h1.t1	XP_048612278.1, XP_013734091.1, XP_013683381.1, XP_048596518.1, XP_048597432.1, XP_048620983.1, XP_048612276.1
OG0000079	Aa_G175830.h1.t1, Aa_G175820.h1.t1, Aa_G175780.h1.t1	XP_013686220.2
OG0000079	Aa_G391440.h1.t1, Aa_G724740.h1.t1	XP_022563621.2, XP_013648987.2
OG0000079	Aa_G175750.h1.t1, Aa_G175760.h1.t1	XP_048593056.1, XP_048615760.1, XP_022573359.2, XP_013724447.1, XP_048593057.1, XP_013724445.1
OG0000080	Aa_G496010.h1.t1, Aa_G380720.h1.t1	XP_013718586.2, XP_022559171.2, XP_013708652.1
OG0000080	Aa_G175650.h1.t1	XP_048601564.1, XP_048596444.1
OG0000081	Aa_G604970.h1.t1	XP_022543076.2, XP_048593239.1, XP_013745894.1, XP_013669982.1, XP_048619892.1, XP_048635376.1, XP_048635068.1, XP_022575298.1, XP_048635359.1, XP_048635374.1, XP_048637598.1, XP_048607165.1, XP_013740482.1, XP_048608414.1, XP_048599292.1, XP_048614723.1, XP_048637775.1, XP_048616366.1, XP_013718483.2, XP_013679962.2, XP_048593909.1, XP_022545884.1, XP_022553576.2, XP_048624358.1, XP_048607762.1, XP_013714080.1, XP_048596074.1, XP_022553568.1, XP_022545889.2, XP_022553283.1
OG0000082	Aa_G566090.h1.t1	XP_013721118.1, XP_048616377.1, XP_048621527.1
OG0000083	Aa_G595900.h1.t1	XP_048591797.1, XP_013750052.1, XP_022551365.2
OG0000083	Aa_G319560.h1.t1	XP_013700969.1, XP_048617308.1
OG0000083	Aa_G729280.h1.t1, Aa_G704230.h1.t1	XP_048595388.1, XP_048614188.1, XP_048637466.1, XP_048638382.1, XP_048638383.1, XP_048613145.1, XP_022542962.2
OG0000083	Aa_G21020.h1.t1	XP_013732405.3, XP_013732131.3
OG0000084	Aa_G54460.h1.t1	XP_013716110.2, XP_048627361.1, XP_013729540.1
OG0000085	Aa_G117940.h1.t1	XP_022569788.1
OG0000087	Aa_G630880.h1.t1	XP_022562884.1
OG0000087	Aa_G199760.h1.t1	XP_013744215.1, XP_048609898.1, XP_013748897.2, XP_048630422.1, XP_013748912.1
OG0000087	Aa_G256660.h1.t1	XP_013727135.1, XP_013668012.1
OG0000087	Aa_G562810.h1.t1	XP_048636624.1, XP_022571399.1, XP_013692248.1
OG0000087	Aa_G103150.h1.t1	XP_048623521.1, XP_013730319.2, XP_048615524.1, XP_048595999.1, XP_013685704.1, XP_013723718.1, XP_048637415.1
OG0000087	Aa_G580380.h1.t1	XP_013735145.1, XP_013671115.1, XP_013717468.1, XP_013737534.1
OG0000087	Aa_G656110.h1.t1	XP_013702315.1, XP_013717905.1
OG0000088	Aa_G363940.h1.t1	XP_022570880.1, XP_013681867.2
OG0000088	Aa_G89040.h1.t1	XP_048628255.1, XP_048607523.1
OG0000088	Aa_G89050.h1.t1	XP_013666868.1, XP_013647817.1
OG0000088	Aa_G15590.h1.t1	XP_013667304.2, XP_013703852.2
OG0000088	Aa_G15570.h1.t1	XP_048637102.1, XP_013686530.2
OG0000089	Aa_G152880.h1.t1	XP_013738692.2, XP_013680302.1, XP_013715593.1, XP_022570770.1, XP_048603560.1, XP_013678548.1
OG0000089	Aa_G537640.h1.t1	XP_013685761.1
OG0000089	Aa_G5290.h1.t1	XP_013750120.1, XP_022575481.1
OG0000089	Aa_G576740.h1.t1	XP_022560353.2
OG0000089	Aa_G99370.h1.t1	XP_013703107.1
OG0000090	Aa_G433160.h1.t1, Aa_G266320.h1.t1	XP_013642020.1, XP_013729969.1
OG0000090	Aa_G410840.h1.t1	XP_013648765.1, XP_013721160.1, XP_013702919.2, XP_013717976.1, XP_013693443.1, XP_022551927.1
OG0000090	Aa_G273720.h1.t1, Aa_G273730.h1.t1	XP_048617030.1, XP_013675129.2, XP_048637955.1, XP_013746882.2
OG0000090	Aa_G171940.h1.t1, Aa_G171950.h1.t1, Aa_G349430.h1.t1, Aa_G171960.h1.t1, Aa_G171980.h1.t1, Aa_G171970.h1.t1	XP_013713419.1, XP_013691588.1, XP_013685705.1, XP_022560926.1, XP_048630146.1, XP_013730312.2
OG0000093	Aa_G526230.h1.t1	XP_048634291.1, XP_013691599.1, XP_013728903.1, XP_013691684.1
OG0000093	Aa_G526180.h1.t1	XP_048593044.1
OG0000093	Aa_G526150.h1.t1, Aa_G526160.h1.t1	XP_022572075.2
OG0000096	Aa_G683270.h1.t1	XP_048620183.1, XP_048620181.1
OG0000096	Aa_G122040.h1.t1, Aa_G362960.h1.t1	XP_048603802.1
OG0000096	Aa_G161010.h1.t1	XP_013693397.1, XP_013640980.2
OG0000097	Aa_G42050.h1.t1	XP_013657561.2, XP_048621400.1, XP_022547315.1
OG0000097	Aa_G132920.h1.t1	XP_048595228.1
OG0000097	Aa_G233060.h1.t1, Aa_G261510.h1.t1	XP_048602514.1, XP_013712776.2
OG0000098	Aa_G391060.h1.t1, Aa_G391060.h2.t1	XP_022564393.1
OG0000098	Aa_G193730.h1.t1	XP_048597763.1
OG0000098	Aa_G124650.h1.t1	XP_022546758.2
OG0000098	Aa_G193720.h1.t1, Aa_G521440.h1.t1	XP_048597623.1, XP_048597733.1, XP_013694439.2, XP_013708508.2, XP_048638194.1
OG0000101	Aa_G676850.h1.t1	XP_048625969.1
OG0000101	Aa_G361620.h1.t1, Aa_G361650.h1.t1, Aa_G361610.h1.t1	XP_022550894.1, XP_048626031.1
OG0000101	Aa_G65740.h1.t1, Aa_G65800.h1.t1	XP_048609481.1
OG0000101	Aa_G65760.h1.t1	XP_013661566.1, XP_013688447.1
OG0000104	Aa_G257560.h1.t1	XP_048597860.1
OG0000104	Aa_G459870.h1.t1	XP_048592849.1
OG0000104	Aa_G166390.h1.t1	XP_013641320.1
OG0000106	Aa_G32180.h1.t1	XP_022549816.1, XP_013724543.2, XP_048630737.1, XP_013732001.1
OG0000107	Aa_G115060.h1.t1	XP_048626536.1, XP_048612847.1, XP_013721342.1, XP_048612849.1
OG0000107	Aa_G323970.h1.t1, Aa_G641990.h1.t1, Aa_G247880.h1.t1	XP_013654654.2, XP_013710374.1, XP_013665759.2
OG0000108	Aa_G539300.h1.t1, Aa_G70590.h1.t1	XP_013647147.2, XP_013721821.1, XP_022552989.2
OG0000109	Aa_G84800.h1.t1, Aa_G329020.h1.t1	XP_048619736.1, XP_048622037.1, XP_013700376.1, XP_048615040.1, XP_048626127.1, XP_048635093.1, XP_048606619.1, XP_022543140.2, XP_013650395.3
OG0000110	Aa_G271260.h1.t1	XP_013648313.1, XP_048591595.1, XP_013724438.1
OG0000110	Aa_G784880.h1.t1	XP_048620750.1, XP_013663751.2, XP_013724437.1
OG0000110	Aa_G545130.h1.t1, Aa_G430890.h1.t1	XP_048596503.1
OG0000110	Aa_G319030.h1.t1	XP_048620748.1, XP_048597222.1, XP_022547556.1
OG0000110	Aa_G271300.h1.t1	XP_013651996.2, XP_048617731.1
OG0000111	Aa_G478490.h1.t1, Aa_G110070.h1.t1	XP_013742754.2
OG0000111	Aa_G482020.h1.t1, Aa_G601860.h1.t1, Aa_G116920.h1.t1	XP_022562617.1, XP_048595446.1, XP_048615143.1
OG0000111	Aa_G267550.h1.t1	XP_013740543.2, XP_013683578.2
OG0000111	Aa_G482030.h1.t1, Aa_G359110.h1.t1	XP_048597120.1, XP_022571256.1, XP_013708223.1, XP_048620603.1, XP_048597109.1, XP_048620602.1, XP_013690802.1, XP_013707956.2, XP_048597113.1, XP_048620623.1, XP_022546856.2, XP_048597111.1
OG0000113	Aa_G229780.h1.t1, Aa_G302450.h1.t1, Aa_G440640.h1.t1, Aa_G771350.h1.t1, Aa_G201150.h1.t1, Aa_G302440.h1.t1, Aa_G229770.h1.t1, Aa_G165270.h1.t1, Aa_G276580.h1.t1, Aa_G165210.h1.t1	XP_013644478.1, XP_048595848.1, XP_013659064.1
OG0000113	Aa_G106970.h1.t1, Aa_G65730.h1.t1	XP_013713013.1
OG0000113	Aa_G339760.h1.t1, Aa_G217260.h1.t1, Aa_G84880.h1.t1	XP_013751710.1
OG0000114	Aa_G186190.h1.t1	XP_048620720.1
OG0000114	Aa_G17720.h1.t1	XP_048605864.1
OG0000114	Aa_G69050.h1.t1	XP_048608177.1
OG0000114	Aa_G339770.h1.t1, Aa_G339800.h1.t1, Aa_G339780.h1.t1, Aa_G217290.h1.t1, Aa_G146330.h1.t1, Aa_G146320.h1.t1	XP_013742280.2, XP_048601725.1, XP_013750066.1, XP_048602540.1, XP_013742273.2, XP_048591888.1
OG0000115	Aa_G172360.h1.t1	XP_048604190.1, XP_048612682.1, XP_048614070.1, XP_048600458.1, XP_048609622.1, XP_048628466.1, XP_048615956.1, XP_013733314.2, XP_048638551.1, XP_048621056.1, XP_022546450.2, XP_048638438.1, XP_048599605.1, XP_048608906.1, XP_048618571.1, XP_048629114.1, XP_013691274.1, XP_048602817.1, XP_048603175.1, XP_013718387.1, XP_048612044.1, XP_048623554.1, XP_022565249.1, XP_048630961.1, XP_048590938.1, XP_048591102.1, XP_048624029.1, XP_013738579.2, XP_048636801.1, XP_048633066.1, XP_048594870.1, XP_048630550.1, XP_022570997.1, XP_048613922.1, XP_048622257.1, XP_048618879.1, XP_048638478.1, XP_048618733.1, XP_048592681.1, XP_048623304.1, XP_048591398.1, XP_048634318.1, XP_048630903.1, XP_022559336.2, XP_022571250.1, XP_048614657.1, XP_022549921.2, XP_048633085.1, XP_048616056.1, XP_013691285.2, XP_013694542.2, XP_048622340.1, XP_048614959.1, XP_048593342.1, XP_048610450.1, XP_048597019.1, XP_048592782.1, XP_022547568.1, XP_048637863.1, XP_048621432.1, XP_048590965.1, XP_048633091.1, XP_048622516.1, XP_048621767.1, XP_013709400.1, XP_013668619.2
OG0000117	Aa_G896890.h1.t1	XP_013724345.2
OG0000119	Aa_G311760.h6.t1, Aa_G311760.h5.t1, Aa_G311760.h1.t1, Aa_G311760.h2.t1, Aa_G311760.h7.t1, Aa_G311760.h4.t1, Aa_G311760.h3.t1	XP_048606980.1, XP_048623557.1, XP_013696778.1, XP_013741741.1, XP_048633365.1, XP_048607617.1, XP_048618447.1, XP_048609910.1, XP_048596424.1
OG0000120	Aa_G388280.h1.t1	XP_022548769.1, XP_048623248.1
OG0000122	Aa_G592740.h1.t1	XP_013725365.1, XP_013714453.2
OG0000122	Aa_G5880.h1.t1	XP_048605308.1, XP_048629042.1, XP_048608260.1, XP_048621011.1
OG0000122	Aa_G379620.h1.t1	XP_048624005.1
OG0000123	Aa_G184310.h1.t1, Aa_G43430.h1.t1, Aa_G420330.h1.t1, Aa_G457510.h1.t1	XP_013722538.1, XP_022566347.1, XP_013738610.3, XP_013678751.1, XP_013723956.1, XP_013722535.1, XP_048598539.1, XP_013655114.1, XP_013681615.1, XP_013652310.2, XP_048633168.1, XP_048609746.1, XP_013690970.2, XP_013673363.1, XP_048595736.1, XP_013741543.2, XP_013705830.2, XP_013696173.1, XP_013741231.1, XP_022545315.2, XP_013655236.1, XP_013675212.2, XP_013655239.2, XP_013655240.1, XP_048615718.1
OG0000124	Aa_G9780.h1.t1, Aa_G10940.h1.t1, Aa_G198530.h1.t1	XP_013703401.2, XP_013710827.1, XP_048594892.1, XP_013645068.1, XP_048625440.1, XP_013694405.2
OG0000125	Aa_G311330.h1.t1	XP_013651899.1
OG0000125	Aa_G552180.h1.t1	XP_013724039.1, XP_048628026.1, XP_013680559.2, XP_013667165.1
OG0000125	Aa_G33880.h1.t1	XP_013714507.1, XP_013712083.2
OG0000125	Aa_G69270.h1.t1	XP_048633779.1
OG0000126	Aa_G170950.h1.t1, Aa_G248300.h1.t1	XP_013662639.1, XP_013689270.2, XP_013728260.1, XP_013689902.1, XP_013704251.1, XP_022567855.1, XP_013654696.1
OG0000127	Aa_G18590.h1.t1	XP_013732255.2
OG0000127	Aa_G101380.h1.t1	XP_013650485.1
OG0000128	Aa_G1023650.h1.t1	XP_048613218.1
OG0000128	Aa_G830510.h2.t1, Aa_G830510.h1.t1, Aa_G415050.h1.t1	XP_048625567.1, XP_048608612.1
OG0000128	Aa_G147990.h1.t1, Aa_G91540.h1.t1	XP_013713522.1, XP_048611509.1, XP_013700072.1, XP_013668895.1, XP_013645371.1
OG0000128	Aa_G447930.h1.t1, Aa_G30380.h1.t1	XP_013695809.2
OG0000130	Aa_G717270.h1.t1, Aa_G429650.h1.t1, Aa_G429650.h2.t1, Aa_G726870.h1.t1, Aa_G439950.h1.t1, Aa_G741540.h1.t1	XP_048598133.1, XP_048631499.1, XP_048628581.1, XP_048628582.1, XP_048631476.1, XP_048627746.1, XP_048627967.1, XP_048627968.1, XP_048611550.1, XP_048604950.1, XP_048629103.1, XP_048628150.1, XP_048631316.1, XP_048621905.1, XP_048623603.1, XP_048599843.1, XP_048604262.1, XP_048622059.1, XP_048611404.1, XP_022552326.1, XP_022552089.1, XP_048605542.1, XP_048627568.1, XP_048617047.1, XP_048614025.1, XP_048628611.1, XP_022557135.2, XP_048606240.1, XP_048629951.1, XP_048630589.1
OG0000131	Aa_G187370.h1.t1, Aa_G173790.h1.t1, Aa_G972050.h1.t1, Aa_G918570.h1.t1, Aa_G327480.h1.t1, Aa_G122790.h1.t1	XP_013704250.1, XP_022547453.2
OG0000132	Aa_G31310.h1.t1	XP_048623346.1, XP_022552284.1, XP_013661403.1, XP_022560492.1, XP_013743839.2, XP_048612853.1, XP_048635355.1, XP_048595665.1, XP_022562918.2, XP_048603914.1, XP_048616654.1, XP_048634161.1, XP_048595664.1, XP_048619608.1
OG0000132	Aa_G65480.h1.t1	XP_048596919.1, XP_048610486.1, XP_022564239.1, XP_048610491.1, XP_013686718.1, XP_048616658.1, XP_048623345.1, XP_013708181.2
OG0000136	Aa_G703520.h1.t1	XP_048591378.1
OG0000136	Aa_G483980.h1.t1, Aa_G220980.h1.t1, Aa_G221010.h1.t1, Aa_G221000.h1.t1	XP_013743506.2, XP_013672039.1, XP_013741696.1
OG0000138	Aa_G783970.h1.t1, Aa_G283280.h1.t1, Aa_G376680.h1.t1, Aa_G638390.h1.t1, Aa_G638390.h2.t1, Aa_G638390.h3.t1, Aa_G110250.h1.t1, Aa_G182200.h1.t1, Aa_G691670.h1.t1, Aa_G298280.h1.t1	XP_013649049.1, XP_013690601.2, XP_013699211.2, XP_048617267.1, XP_048592076.1, XP_013714052.2, XP_048615899.1, XP_022569961.1
OG0000138	Aa_G514480.h1.t1, Aa_G105030.h1.t1, Aa_G531570.h1.t1	XP_013644477.2, XP_013703822.2
OG0000139	Aa_G803880.h1.t1	XP_048629931.1
OG0000139	Aa_G1007810.h1.t1, Aa_G1080960.h1.t1	XP_022574458.2
OG0000140	Aa_G701760.h1.t1	XP_048608044.1, XP_048630919.1
OG0000140	Aa_G650690.h2.t1, Aa_G650690.h1.t1	XP_013729602.1, XP_022549051.2
OG0000140	Aa_G715860.h1.t1	XP_048606723.1
OG0000142	Aa_G49000.h1.t1, Aa_G235730.h1.t1	XP_048630429.1, XP_013732593.2, XP_048636860.1, XP_013648742.2
OG0000142	Aa_G358520.h1.t1	XP_013734924.2, XP_013742138.2, XP_013747160.2, XP_013747158.2, XP_013744248.1, XP_048636850.1
OG0000142	Aa_G428890.h1.t1, Aa_G428910.h1.t1	XP_048630428.1, XP_013664510.2, XP_048634919.1, XP_048610837.1, XP_048636857.1, XP_048630427.1, XP_013732596.1
OG0000142	Aa_G35530.h1.t1	XP_013734927.2, XP_013744626.2
OG0000145	Aa_G77030.h1.t1	XP_013730850.1, XP_022548307.2, XP_048630104.1, XP_013649247.1, XP_048613514.1, XP_048613361.1, XP_022547756.1, XP_048630100.1, XP_013730280.1, XP_013750196.2, XP_048600399.1, XP_048619895.1, XP_013718679.2, XP_048609370.1, XP_048619379.1, XP_048616196.1, XP_048624982.1, XP_013671935.2, XP_022564568.2, XP_048630292.1, XP_048626780.1, XP_048628845.1, XP_013709538.1, XP_048599871.1
OG0000145	Aa_G11550.h1.t1	XP_048591580.1, XP_048613494.1
OG0000146	Aa_G59090.h1.t1	XP_048607272.1, XP_013680812.1, XP_013652138.1, XP_013665788.1
OG0000146	Aa_G643480.h1.t1	XP_048629397.1
OG0000146	Aa_G643460.h1.t1, Aa_G732190.h1.t1	XP_013683699.1, XP_013665789.1, XP_013665790.1, XP_013651101.2
OG0000146	Aa_G925390.h1.t1	XP_048605311.1
OG0000147	Aa_G190130.h1.t1	XP_013652767.1, XP_013652756.1, XP_048625859.1, XP_013738909.2
OG0000147	Aa_G620370.h1.t1	XP_013656312.2
OG0000147	Aa_G307400.h1.t1	XP_048606815.1, XP_048603056.1, XP_048624774.1, XP_048598891.1
OG0000147	Aa_G21590.h1.t1	XP_013726987.1, XP_013650334.2, XP_013648576.1
OG0000147	Aa_G490420.h1.t1	XP_013701019.2
OG0000147	Aa_G194510.h1.t1	XP_013681235.2, XP_048632582.1
OG0000147	Aa_G41590.h1.t1	XP_048620974.1, XP_013664071.2
OG0000149	Aa_G28300.h1.t1	XP_048598963.1, XP_013716590.2
OG0000149	Aa_G482950.h1.t1	XP_013682103.1, XP_013732617.1, XP_013681735.2
OG0000149	Aa_G550820.h1.t1	XP_048606238.1, XP_022554517.2, XP_048608152.1
OG0000149	Aa_G482910.h1.t1, Aa_G28310.h1.t1	XP_048602607.1
OG0000150	Aa_G251660.h1.t1	XP_022551264.2, XP_048615138.1
OG0000151	Aa_G134060.h1.t1	XP_013666811.1, XP_013714744.1
OG0000151	Aa_G2000.h1.t1	XP_013750324.1, XP_013671658.1, XP_013712559.1, XP_013656387.1, XP_048626642.1
OG0000151	Aa_G24370.h1.t1	XP_013736096.1, XP_048600778.1, XP_013696468.1, XP_013648126.1, XP_013750474.1
OG0000151	Aa_G70150.h1.t1	XP_022555445.1, XP_013741197.1, XP_013690523.1, XP_048593192.1
OG0000151	Aa_G580840.h1.t1	XP_013685382.1, XP_013680464.1, XP_048598833.1
OG0000151	Aa_G135580.h1.t1	XP_013684904.1, XP_013750266.2
OG0000154	Aa_G162640.h1.t1, Aa_G280540.h1.t1	XP_013682918.2, XP_048622370.1, XP_013702845.1, XP_013692504.2, XP_013641680.1, XP_013673168.1, XP_013646788.2, XP_013697164.1, XP_013648226.2
OG0000154	Aa_G85370.h1.t1	XP_048614596.1, XP_048596233.1, XP_013655775.2, XP_013685168.1, XP_013736813.2
OG0000155	Aa_G438370.h1.t1	XP_022565615.1, XP_048598681.1, XP_048600242.1, XP_013705446.2, XP_013741574.2
OG0000155	Aa_G58940.h1.t1	XP_048633996.1, XP_013686713.2, XP_013724354.2, XP_013683763.2, XP_013722430.3, XP_022560648.2, XP_022544794.2, XP_022544795.2, XP_048613008.1, XP_013734858.2, XP_048601553.1
OG0000155	Aa_G321560.h1.t1, Aa_G301510.h1.t1	XP_048595050.1
OG0000155	Aa_G5430.h1.t1	XP_013695739.1
OG0000156	Aa_G16050.h1.t1	XP_013691385.1, XP_022574812.1
OG0000156	Aa_G48820.h1.t1	XP_013746341.1, XP_013741977.2
OG0000156	Aa_G16110.h1.t1	XP_013640246.1, XP_013651488.2, XP_013691023.1, XP_013691042.1, XP_013691241.1
OG0000156	Aa_G16090.h1.t1, Aa_G569190.h2.t1, Aa_G569190.h3.t1, Aa_G569190.h1.t1	XP_013749648.1, XP_013688285.1, XP_013749649.1, XP_013688286.1, XP_013749646.1
OG0000158	Aa_G223250.h1.t1	XP_013693413.1, XP_048591811.1
OG0000158	Aa_G446770.h1.t1	XP_048602825.1, XP_013676715.2, XP_048602826.1, XP_022558600.1, XP_048635797.1
OG0000158	Aa_G270230.h1.t1	XP_048635097.1
OG0000160	Aa_G30.h1.t1	XP_013739955.2, XP_048590927.1, XP_048596314.1
OG0000161	Aa_G61530.h1.t1, Aa_G716440.h1.t1, Aa_G61470.h1.t1, Aa_G61460.h1.t1	XP_048627955.1, XP_048603220.1, XP_048627950.1, XP_048603222.1, XP_048627949.1
OG0000161	Aa_G323510.h1.t1	XP_048636143.1, XP_048614546.1
OG0000162	Aa_G208990.h1.t1	XP_013708176.1, XP_013670399.1
OG0000162	Aa_G77230.h1.t1, Aa_G208970.h1.t1, Aa_G208980.h1.t1	XP_013705409.2, XP_022569453.1, XP_022573600.2
OG0000162	Aa_G77240.h1.t1	XP_048620816.1, XP_022547562.2
OG0000165	Aa_G11930.h1.t1, Aa_G83970.h1.t1, Aa_G86920.h1.t1	XP_013654018.1, XP_013654227.2, XP_048613245.1, XP_048634984.1, XP_048605141.1, XP_048634283.1, XP_048611477.1, XP_048620177.1, XP_048634167.1, XP_022547417.2
OG0000167	Aa_G148400.h1.t1	XP_013672715.1, XP_013734245.1
OG0000167	Aa_G460260.h1.t1, Aa_G460270.h1.t1, Aa_G460250.h1.t1	XP_013718480.1
OG0000167	Aa_G674860.h1.t1	XP_013674586.2, XP_013669834.2
OG0000167	Aa_G403160.h1.t1	XP_022546462.1, XP_022554030.2
OG0000169	Aa_G98930.h1.t1	XP_013737883.3
OG0000169	Aa_G792200.h1.t1	XP_022573898.2
OG0000171	Aa_G453040.h2.t1	XP_013748359.1
OG0000171	Aa_G775400.h1.t1	XP_013692945.1
OG0000171	Aa_G775400.h2.t1	XP_013732812.1
OG0000171	Aa_G101710.h1.t1	XP_048596910.1
OG0000172	Aa_G612830.h1.t1, Aa_G612840.h1.t1	XP_048634086.1
OG0000172	Aa_G175690.h1.t1, Aa_G154170.h1.t1, Aa_G175700.h1.t1, Aa_G449520.h1.t1, Aa_G724730.h1.t1	XP_048635170.1, XP_022558856.1
OG0000175	Aa_G122520.h1.t1	XP_013647409.2, XP_013737148.2, XP_048632706.1, XP_048627767.1, XP_022546789.1, XP_048620498.1
OG0000175	Aa_G459730.h1.t1, Aa_G514660.h1.t1	XP_022561753.1, XP_013748936.1, XP_013643011.1, XP_013665541.1
OG0000175	Aa_G180380.h1.t1	XP_013731018.1
OG0000180	Aa_G396900.h1.t1	XP_022574686.2, XP_022557855.2, XP_013731143.1
OG0000180	Aa_G20960.h1.t1	XP_048620275.1, XP_048629089.1, XP_048622845.1, XP_048632822.1, XP_048633012.1, XP_048627580.1, XP_048629090.1, XP_022561245.1, XP_048618885.1, XP_013741321.2, XP_013707682.3, XP_013737994.2, XP_048629732.1, XP_048628383.1, XP_048631091.1, XP_048604491.1, XP_022557823.1, XP_022549593.1, XP_013675545.2, XP_013683480.1, XP_048606581.1, XP_048606585.1, XP_048605564.1, XP_048608943.1, XP_048603164.1, XP_048603163.1, XP_048591066.1, XP_013643693.1
OG0000181	Aa_G193030.h1.t1	XP_048599817.1
OG0000184	Aa_G88170.h1.t1	XP_048622596.1, XP_048605684.1, XP_048637546.1, XP_048591464.1, XP_013723480.1, XP_048613304.1, XP_048613295.1, XP_048608564.1
OG0000185	Aa_G292460.h1.t1, Aa_G151720.h1.t1, Aa_G688150.h1.t1	XP_013709426.1
OG0000185	Aa_G197860.h1.t1, Aa_G165600.h1.t1	XP_013679104.1
OG0000187	Aa_G74610.h1.t1, Aa_G662460.h1.t1	XP_013719582.1, XP_022569616.1, XP_048605911.1, XP_022545716.2
OG0000187	Aa_G333280.h1.t1	XP_048613568.1, XP_013640184.2, XP_048635935.1, XP_013750155.1
OG0000189	Aa_G187960.h1.t1, Aa_G187970.h1.t1, Aa_G139550.h1.t1	XP_013650367.3, XP_013700568.1, XP_013665098.1, XP_013665099.1, XP_048619980.1, XP_048618411.1
