Orthogroup	Arabis_alpina	Cardamine_amara
OG0000228	Aa_G367290.h1.t1, Aa_G367300.h1.t1	evm.model.RL_4.998
OG0000228	Aa_G417160.h1.t1	evm.model.RL_3.1484, evm.model.RL_3.1485
OG0000228	Aa_G412940.h1.t1	evm.model.RL_3.1490
OG0000228	Aa_G412920.h1.t1	evm.model.RL_3.1486
OG0000229	Aa_G284830.h1.t1, Aa_G191220.h1.t1, Aa_G123140.h1.t1	evm.model.RL_8.305, evm.model.RL_8.256, evm.model.RL_8.257
OG0000231	Aa_G682460.h2.t1, Aa_G682460.h1.t1, Aa_G109980.h1.t1	evm.model.RL_2.361
OG0000233	Aa_G202080.h1.t1	evm.model.RL_2.2480
OG0000234	Aa_G566620.h1.t1, Aa_G329140.h1.t1	evm.model.RL_7.860
OG0000234	Aa_G729400.h1.t1	evm.model.RL_7.861
OG0000234	Aa_G351750.h1.t1, Aa_G351740.h1.t1, Aa_G351730.h1.t1, Aa_G351720.h1.t1	evm.model.RL_7.862, evm.model.RL_6.2046
OG0000234	Aa_G388320.h1.t1	evm.model.RL_4.2267
OG0000241	Aa_G108470.h1.t1	evm.model.RL_1.2750
OG0000242	Aa_G405220.h1.t1, Aa_G246740.h1.t1, Aa_G458140.h1.t1	evm.model.RL_7.2542
OG0000244	Aa_G213370.h1.t1	evm.model.RL_2.1690
OG0000244	Aa_G1010450.h1.t1, Aa_G1010450.h2.t1	evm.model.RL_8.453.1.687c8556
OG0000246	Aa_G8110.h1.t1	evm.model.RL_8.1155, evm.model.RL_8.1884, evm.model.RL_4.1792, evm.model.RL_4.2138
OG0000248	Aa_G373050.h1.t1	evm.model.RL_7.722
OG0000249	Aa_G25260.h1.t1	evm.model.RL_6.1769
OG0000249	Aa_G25290.h1.t1	evm.model.RL_6.1770
OG0000256	Aa_G219570.h1.t1, Aa_G728720.h1.t1	evm.model.RL_6.2167, evm.model.RL_4.439
OG0000257	Aa_G292060.h1.t1, Aa_G168750.h1.t1	evm.model.RL_6.895
OG0000258	Aa_G276750.h1.t1	evm.model.RL_7.2388
OG0000260	Aa_G456240.h1.t1	evm.model.RL_4.3199
OG0000264	Aa_G189060.h1.t1	evm.model.RL_8.324
OG0000266	Aa_G394610.h1.t1, Aa_G394570.h1.t1, Aa_G77300.h1.t1, Aa_G299160.h1.t1	evm.model.RL_7.1038
OG0000266	Aa_G398660.h1.t1	evm.model.RL_8.1428
OG0000266	Aa_G143210.h1.t1	evm.model.RL_4.734, evm.model.RL_7.884, evm.model.RL_7.1153, evm.model.RL_7.1139.1.687c84b8
OG0000266	Aa_G167450.h1.t1, Aa_G22640.h1.t1	evm.model.RL_7.312, evm.model.RL_7.607, evm.model.RL_7.609, evm.model.RL_4.61, evm.model.RL_7.608
OG0000268	Aa_G186470.h1.t1	evm.model.RL_7.2613
OG0000268	Aa_G443020.h1.t1	evm.model.RL_4.3350
OG0000268	Aa_G348540.h1.t1	evm.model.RL_7.967
OG0000270	Aa_G64840.h1.t1	evm.model.RL_5.1819
OG0000271	Aa_G221240.h1.t1	evm.model.RL_4.3215
OG0000273	Aa_G184290.h1.t1, Aa_G255150.h1.t1, Aa_G75970.h1.t1, Aa_G258440.h1.t1, Aa_G33370.h1.t1	evm.model.RL_5.2635
OG0000274	Aa_G620130.h1.t1, Aa_G550740.h1.t1, Aa_G550750.h1.t1	evm.model.RL_8.2049
OG0000274	Aa_G318690.h1.t1, Aa_G318700.h1.t1	evm.model.RL_7.1747, evm.model.RL_7.1745
OG0000274	Aa_G651390.h1.t1	evm.model.RL_3.504
OG0000274	Aa_G199710.h1.t1	evm.model.RL_6.1051
OG0000278	Aa_G225020.h1.t1, Aa_G225040.h1.t1	evm.model.RL_8.184, evm.model.RL_8.181
OG0000278	Aa_G541110.h1.t1, Aa_G541100.h1.t1	evm.model.RL_8.1959, evm.model.RL_8.1993
OG0000278	Aa_G452090.h1.t1	evm.model.RL_3.1756
OG0000280	Aa_G97580.h1.t1	evm.model.RL_4.2683
OG0000282	Aa_G471630.h1.t1, Aa_G471640.h1.t1	evm.model.RL_4.226, evm.model.RL_4.2794
OG0000282	Aa_G471600.h1.t1, Aa_G471590.h1.t1, Aa_G529880.h1.t1	evm.model.RL_4.2792
OG0000284	Aa_G40840.h1.t1	evm.model.RL_4.1106, evm.model.RL_4.1105
OG0000284	Aa_G129870.h1.t1, Aa_G129860.h1.t1, Aa_G269360.h1.t1	evm.model.RL_4.572
OG0000288	Aa_G219050.h1.t1	evm.model.RL_6.93, evm.model.RL_1.2504
OG0000290	Aa_G104630.h1.t1	evm.model.RL_1.1777
OG0000293	Aa_G273860.h1.t1, Aa_G486820.h1.t1, Aa_G306760.h1.t1	evm.model.RL_3.1488, evm.model.RL_6.4, evm.model.RL_4.950
OG0000293	Aa_G72180.h1.t1, Aa_G479570.h1.t1, Aa_G354250.h1.t1	evm.model.RL_1.1303, evm.model.RL_6.763
OG0000294	Aa_G53610.h1.t1	evm.model.RL_1.1662
OG0000294	Aa_G159770.h1.t1	evm.model.RL_6.1779
OG0000294	Aa_G6420.h1.t1	evm.model.RL_5.34
OG0000294	Aa_G46660.h1.t1	evm.model.RL_8.188
OG0000295	Aa_G340170.h1.t1	evm.model.RL_3.944
OG0000296	Aa_G105690.h1.t1, Aa_G291160.h1.t1	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476
OG0000296	Aa_G278130.h1.t1	evm.model.RL_6.1991, evm.model.RL_6.1978
OG0000297	Aa_G338300.h1.t1	evm.model.RL_8.2112
OG0000299	Aa_G108960.h1.t1	evm.model.RL_5.3976
OG0000300	Aa_G152480.h1.t1	evm.model.RL_1.2518
OG0000304	Aa_G278950.h1.t1	evm.model.RL_6.1687
OG0000308	Aa_G278440.h1.t1	evm.model.RL_6.451
OG0000308	Aa_G10240.h1.t1	evm.model.RL_3.1683
OG0000308	Aa_G750500.h1.t1, Aa_G278510.h1.t1	evm.model.RL_1.2756.3.687c87f0
OG0000310	Aa_G234720.h1.t1	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096
OG0000311	Aa_G158100.h1.t1	evm.model.RL_4.1982
OG0000311	Aa_G110720.h1.t1	evm.model.RL_5.2161
OG0000311	Aa_G350120.h1.t1	evm.model.RL_2.463
OG0000311	Aa_G201270.h1.t1	evm.model.RL_3.998
OG0000314	Aa_G477760.h1.t1	evm.model.RL_5.327
OG0000314	Aa_G477770.h1.t1	evm.model.RL_5.328
OG0000316	Aa_G705690.h1.t1	evm.model.RL_6.434
OG0000319	Aa_G362130.h2.t1, Aa_G362130.h1.t1, Aa_G461520.h3.t1, Aa_G6660.h2.t1, Aa_G461520.h1.t1, Aa_G362130.h3.t1, Aa_G461520.h4.t1, Aa_G6660.h4.t1, Aa_G345330.h3.t1, Aa_G6660.h1.t1, Aa_G345330.h4.t1, Aa_G6660.h3.t1, Aa_G461520.h2.t1, Aa_G345330.h1.t1, Aa_G362130.h4.t1, Aa_G345330.h2.t1	evm.model.RL_8.2110
OG0000323	Aa_G88090.h1.t1	evm.model.RL_8.1505
OG0000323	Aa_G573680.h1.t1	evm.model.RL_2.2282
OG0000325	Aa_G472730.h1.t1	evm.model.RL_1.2773, evm.model.RL_1.2774, evm.model.RL_6.836
OG0000328	Aa_G365280.h1.t1	evm.model.RL_2.315
OG0000330	Aa_G132690.h1.t1, Aa_G132680.h1.t1	evm.model.RL_7.370, evm.model.RL_7.371
OG0000332	Aa_G164530.h1.t1, Aa_G180990.h2.t1, Aa_G180990.h1.t1, Aa_G164530.h2.t1	evm.model.RL_1.1873, evm.model.RL_5.2031
OG0000334	Aa_G297410.h1.t1	evm.model.RL_7.998
OG0000335	Aa_G285200.h1.t1	evm.model.RL_1.1041, evm.model.RL_1.1040, evm.model.RL_1.2360
OG0000336	Aa_G579240.h1.t1, Aa_G10200.h1.t1, Aa_G426940.h1.t1, Aa_G426940.h2.t1	evm.model.RL_3.1689_evm.model.RL_3.1692, evm.model.RL_3.1695, evm.model.RL_3.1694, evm.model.RL_3.1693, evm.model.RL_3.1696
OG0000336	Aa_G278470.h1.t1	evm.model.RL_5.1597
OG0000336	Aa_G10210.h1.t1	evm.model.RL_3.1688
OG0000338	Aa_G229600.h1.t1	evm.model.RL_5.818
OG0000339	Aa_G439790.h1.t1	evm.model.RL_2.1855.1.687c86e4
OG0000339	Aa_G299880.h1.t1	evm.model.RL_8.2868
OG0000339	Aa_G17010.h1.t1	evm.model.RL_6.2741
OG0000341	Aa_G560.h1.t1	evm.model.RL_6.571, evm.model.RL_8.906
OG0000344	Aa_G31240.h1.t1	evm.model.RL_2.1173
OG0000345	Aa_G328300.h1.t1, Aa_G328310.h1.t1	evm.model.RL_5.1127
OG0000347	Aa_G5620.h1.t1	evm.model.RL_1.1092
OG0000348	Aa_G373470.h1.t1, Aa_G654900.h1.t1, Aa_G298720.h1.t1, Aa_G484440.h1.t1	evm.model.RL_8.988
OG0000355	Aa_G293660.h1.t1	evm.model.RL_3.2369
OG0000356	Aa_G309600.h1.t1	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842
OG0000358	Aa_G341210.h1.t1	evm.model.RL_5.756, evm.model.RL_5.280
OG0000358	Aa_G359930.h1.t1	evm.model.RL_4.2636
OG0000359	Aa_G248930.h1.t1, Aa_G248920.h1.t1	evm.model.RL_5.2921
OG0000359	Aa_G336950.h1.t1, Aa_G12110.h1.t1	evm.model.RL_6.1531
OG0000362	Aa_G21490.h1.t1, Aa_G30130.h1.t1	evm.model.RL_3.917
OG0000368	Aa_G767750.h1.t1	evm.model.RL_2.3252
OG0000368	Aa_G728130.h1.t1	evm.model.RL_2.3251.1.687c86e8
OG0000368	Aa_G767760.h1.t1	evm.model.RL_2.3254
OG0000370	Aa_G274920.h1.t1, Aa_G377760.h1.t1	evm.model.RL_5.1545
OG0000370	Aa_G417850.h1.t1	evm.model.RL_2.604, evm.model.RL_2.2043
OG0000371	Aa_G493010.h1.t1, Aa_G249900.h1.t1, Aa_G734680.h1.t1	evm.model.RL_5.3286, evm.model.RL_6.2874
OG0000371	Aa_G41660.h1.t1	evm.model.RL_6.2873
OG0000371	Aa_G249890.h1.t1	evm.model.RL_6.2875
OG0000372	Aa_G299420.h1.t1, Aa_G310750.h1.t1, Aa_G118510.h1.t1	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491
OG0000374	Aa_G36960.h1.t1, Aa_G36960.h2.t1, Aa_G370080.h1.t1	evm.model.RL_8.878
OG0000377	Aa_G296460.h1.t1	evm.model.RL_3.378, evm.model.RL_3.379
OG0000377	Aa_G296490.h1.t1	evm.model.RL_3.381
OG0000377	Aa_G291290.h1.t1	evm.model.RL_5.946
OG0000377	Aa_G296480.h1.t1	evm.model.RL_3.380
OG0000379	Aa_G678780.h1.t1	evm.model.RL_6.752
OG0000380	Aa_G298260.h1.t1, Aa_G895240.h1.t1	evm.model.RL_3.114.1.687c84b9
OG0000380	Aa_G1090750.h1.t1, Aa_G1090750.h2.t1	evm.model.RL_7.2132
OG0000381	Aa_G723430.h1.t1	evm.model.RL_5.182, evm.model.RL_5.98, evm.model.RL_5.105, evm.model.RL_5.32, evm.model.RL_2.796, evm.model.RL_2.981, evm.model.RL_5.36, evm.model.RL_5.425, evm.model.RL_5.3552, evm.model.RL_8.2652, evm.model.RL_8.2653, evm.model.RL_5.706, evm.model.RL_5.397, evm.model.RL_4.1255
OG0000382	Aa_G191340.h1.t1	evm.model.RL_5.113, evm.model.RL_8.159
OG0000382	Aa_G123200.h1.t1	evm.model.RL_3.698
OG0000386	Aa_G14260.h1.t1	evm.model.RL_7.1060
OG0000389	Aa_G368590.h1.t1, Aa_G737250.h1.t1, Aa_G627590.h1.t1	evm.model.RL_7.524
OG0000391	Aa_G549800.h1.t1	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d
OG0000391	Aa_G292720.h1.t1, Aa_G292700.h1.t1	evm.model.RL_5.3528
OG0000392	Aa_G131510.h1.t1	evm.model.RL_7.1359
OG0000392	Aa_G682470.h2.t1, Aa_G682470.h1.t1	evm.model.RL_2.416
OG0000396	Aa_G303210.h1.t1	evm.model.RL_7.2206
OG0000398	Aa_G546560.h1.t1, Aa_G546540.h1.t1, Aa_G546550.h1.t1, Aa_G668710.h1.t1	evm.model.RL_1.1275
OG0000398	Aa_G535010.h1.t1	evm.model.RL_1.1276
OG0000398	Aa_G375510.h1.t1, Aa_G375500.h1.t1, Aa_G652550.h1.t1	evm.model.RL_5.3907, evm.model.RL_5.3908
OG0000404	Aa_G307560.h1.t1, Aa_G313390.h2.t1, Aa_G313390.h1.t1	evm.model.RL_7.1127.1.687c84b8, evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057
OG0000405	Aa_G95680.h1.t1	evm.model.RL_6.867
OG0000406	Aa_G499380.h1.t1, Aa_G162150.h1.t1	evm.model.RL_4.1943
OG0000406	Aa_G132700.h1.t1, Aa_G132710.h1.t1	evm.model.RL_7.379
OG0000406	Aa_G111750.h1.t1	evm.model.RL_1.230
OG0000408	Aa_G446810.h1.t1	evm.model.RL_6.363
OG0000409	Aa_G644570.h1.t1	evm.model.RL_1.3251
OG0000411	Aa_G320710.h3.t1, Aa_G320710.h2.t1, Aa_G320710.h1.t1	evm.model.RL_8.468
OG0000411	Aa_G117430.h1.t1	evm.model.RL_2.1704
OG0000412	Aa_G123390.h1.t1	evm.model.RL_8.1550
OG0000412	Aa_G129640.h1.t1	evm.model.RL_2.2237
OG0000412	Aa_G561930.h1.t1	evm.model.RL_5.1961
OG0000413	Aa_G463610.h1.t1	evm.model.RL_1.1261
OG0000413	Aa_G232850.h1.t1	evm.model.RL_8.1728
OG0000414	Aa_G415770.h1.t1	evm.model.RL_5.3277
OG0000415	Aa_G122230.h1.t1, Aa_G502240.h1.t1	evm.model.RL_4.2375, evm.model.RL_4.2377
OG0000416	Aa_G481870.h1.t1, Aa_G445760.h1.t1, Aa_G637640.h1.t1, Aa_G460430.h1.t1, Aa_G154770.h1.t1, Aa_G445750.h1.t1	evm.model.RL_6.1277
OG0000420	Aa_G340400.h1.t1	evm.model.RL_1.3253, evm.model.RL_1.3252
OG0000422	Aa_G73530.h1.t1, Aa_G73570.h1.t1	evm.model.RL_5.809
OG0000422	Aa_G194070.h1.t1	evm.model.RL_5.808.1.687c88af
OG0000423	Aa_G187340.h1.t1	evm.model.RL_3.1665
OG0000423	Aa_G184620.h1.t1	evm.model.RL_5.3889
OG0000423	Aa_G472320.h1.t1	evm.model.RL_1.1311
OG0000424	Aa_G384340.h1.t1	evm.model.RL_8.374
OG0000426	Aa_G3600.h1.t1, Aa_G466720.h1.t1, Aa_G477210.h1.t1, Aa_G120370.h1.t1, Aa_G413880.h1.t1	evm.model.RL_1.2512
OG0000427	Aa_G257320.h1.t1	evm.model.RL_3.2260
OG0000427	Aa_G467340.h1.t1	evm.model.RL_2.1164, evm.model.RL_3.2261
OG0000429	Aa_G70670.h1.t1	evm.model.RL_4.1204
OG0000429	Aa_G84570.h1.t1	evm.model.RL_4.2465
OG0000429	Aa_G542010.h1.t1	evm.model.RL_2.2744
OG0000429	Aa_G494160.h1.t1	evm.model.RL_6.461
OG0000430	Aa_G313530.h1.t1	evm.model.RL_1.2834
OG0000430	Aa_G137980.h1.t1	evm.model.RL_6.22, evm.model.RL_2.3452
OG0000431	Aa_G202610.h1.t1	evm.model.RL_3.561
OG0000431	Aa_G171300.h1.t1	evm.model.RL_5.862_evm.model.RL_5.863
OG0000432	Aa_G586300.h1.t1	evm.model.RL_8.1360, evm.model.RL_8.1364
OG0000432	Aa_G249540.h1.t1, Aa_G69750.h1.t1, Aa_G447890.h1.t1	evm.model.RL_2.2173
OG0000432	Aa_G755840.h1.t1, Aa_G40290.h1.t1	evm.model.RL_8.1680
OG0000433	Aa_G597100.h1.t1, Aa_G205210.h1.t1, Aa_G642950.h1.t1, Aa_G352210.h1.t1	evm.model.RL_4.595
OG0000436	Aa_G38530.h1.t1	evm.model.RL_2.2141
OG0000436	Aa_G22060.h1.t1	evm.model.RL_8.1743
OG0000436	Aa_G726630.h1.t1	evm.model.RL_2.2461, evm.model.RL_1.3151
OG0000437	Aa_G260280.h1.t1	evm.model.RL_5.2608
OG0000438	Aa_G590640.h1.t1	evm.model.RL_2.1752
OG0000438	Aa_G590600.h1.t1	evm.model.RL_2.1751
OG0000439	Aa_G686900.h1.t1, Aa_G340530.h1.t1	evm.model.RL_7.411
OG0000439	Aa_G167480.h1.t1	evm.model.RL_6.1235
OG0000441	Aa_G367450.h1.t1, Aa_G417670.h1.t1	evm.model.RL_1.1577
OG0000446	Aa_G13650.h1.t1	evm.model.RL_8.2324
OG0000446	Aa_G146200.h1.t1	evm.model.RL_7.2573
OG0000446	Aa_G117750.h1.t1	evm.model.RL_5.1283
OG0000447	Aa_G165620.h1.t1	evm.model.RL_8.2153
OG0000447	Aa_G305730.h1.t1	evm.model.RL_6.1484
OG0000449	Aa_G33860.h1.t1	evm.model.RL_8.2067
OG0000449	Aa_G318830.h1.t1	evm.model.RL_7.1767
OG0000449	Aa_G33850.h1.t1	evm.model.RL_8.2066
OG0000450	Aa_G294020.h1.t1, Aa_G210180.h1.t1, Aa_G443340.h1.t1, Aa_G350680.h1.t1, Aa_G951240.h2.t1, Aa_G951240.h1.t1	evm.model.RL_6.2784
OG0000450	Aa_G293380.h1.t1	evm.model.RL_2.603, evm.model.RL_4.971
OG0000453	Aa_G108500.h1.t1	evm.model.RL_6.1003
OG0000453	Aa_G482900.h1.t1, Aa_G482930.h1.t1	evm.model.RL_8.2046, evm.model.RL_8.2045
OG0000454	Aa_G263760.h1.t1, Aa_G238120.h1.t1, Aa_G263750.h1.t1, Aa_G263770.h1.t1	evm.model.RL_8.1369
OG0000457	Aa_G138380.h1.t1	evm.model.RL_4.2343
OG0000460	Aa_G560430.h1.t1, Aa_G12780.h1.t1, Aa_G527160.h1.t1	evm.model.RL_6.2924
OG0000461	Aa_G106340.h1.t1	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911
OG0000461	Aa_G106350.h1.t1	evm.model.RL_8.2929, evm.model.RL_5.2910
OG0000466	Aa_G682590.h2.t1, Aa_G682590.h1.t1, Aa_G610920.h1.t1, Aa_G170050.h1.t1, Aa_G702830.h1.t1, Aa_G702830.h2.t1, Aa_G242270.h1.t1, Aa_G702840.h1.t1, Aa_G702840.h2.t1, Aa_G625640.h1.t1, Aa_G610900.h1.t1, Aa_G754450.h1.t1, Aa_G1017160.h4.t1, Aa_G1017160.h3.t1, Aa_G1017160.h2.t1, Aa_G1017160.h1.t1	evm.model.RL_4.3195, evm.model.RL_4.3197
OG0000467	Aa_G220170.h3.t1, Aa_G587490.h1.t1, Aa_G587490.h3.t1, Aa_G220170.h1.t1, Aa_G220170.h2.t1, Aa_G587490.h2.t1	evm.model.RL_2.1432, evm.model.RL_7.492
OG0000468	Aa_G331300.h1.t1	evm.model.RL_7.908
OG0000468	Aa_G216900.h1.t1	evm.model.RL_6.2006
OG0000471	Aa_G366260.h1.t1	evm.model.RL_5.3017
OG0000471	Aa_G109570.h1.t1	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020, evm.model.RL_5.3018, evm.model.RL_5.3019, evm.model.RL_5.3015
OG0000472	Aa_G568800.h1.t1, Aa_G853130.h1.t1	evm.model.RL_2.9
OG0000472	Aa_G119960.h1.t1, Aa_G119970.h1.t1	evm.model.RL_2.8
OG0000473	Aa_G226140.h1.t1	evm.model.RL_6.2891
OG0000473	Aa_G448780.h1.t1	evm.model.RL_8.2204
OG0000474	Aa_G630820.h1.t1	evm.model.RL_4.1353
OG0000474	Aa_G106840.h1.t1, Aa_G554010.h1.t1, Aa_G273400.h1.t1	evm.model.RL_7.1494, evm.model.RL_2.2587, evm.model.RL_6.296
OG0000475	Aa_G644850.h1.t1	evm.model.RL_3.170
OG0000475	Aa_G433350.h1.t1, Aa_G433360.h1.t1	evm.model.RL_3.171
OG0000480	Aa_G800.h1.t1, Aa_G590.h1.t1, Aa_G1020460.h1.t1, Aa_G680670.h1.t1, Aa_G500.h1.t1	evm.model.RL_8.1001, evm.model.RL_3.892, evm.model.RL_2.705
OG0000481	Aa_G402960.h1.t1	evm.model.RL_2.858
OG0000482	Aa_G1117480.h1.t1	evm.model.RL_3.1086, evm.model.RL_2.377
OG0000483	Aa_G48300.h1.t1	evm.model.RL_8.1626
OG0000483	Aa_G408490.h1.t1, Aa_G48330.h1.t1, Aa_G48310.h1.t1, Aa_G48320.h1.t1	evm.model.RL_8.1628, evm.model.RL_8.1627
OG0000484	Aa_G270470.h1.t1	evm.model.RL_2.3144
OG0000484	Aa_G488000.h1.t1, Aa_G636220.h1.t1, Aa_G519310.h1.t1	evm.model.RL_4.347, evm.model.RL_4.319, evm.model.RL_4.762
OG0000484	Aa_G474090.h1.t1	evm.model.RL_4.1855
OG0000486	Aa_G710680.h1.t1	evm.model.RL_6.86, evm.model.RL_7.1009, evm.model.RL_5.341
OG0000486	Aa_G511440.h1.t1, Aa_G236630.h1.t1	evm.model.RL_5.342
OG0000487	Aa_G38790.h3.t1	evm.model.RL_6.1422, evm.model.RL_1.357, evm.model.RL_5.300
OG0000489	Aa_G714130.h1.t1	evm.model.RL_8.381, evm.model.RL_8.390, evm.model.RL_8.383
OG0000493	Aa_G388450.h1.t1, Aa_G152050.h1.t1, Aa_G708920.h1.t1, Aa_G560720.h1.t1, Aa_G885200.h1.t1, Aa_G850040.h1.t1, Aa_G615630.h1.t1, Aa_G504670.h1.t1, Aa_G870100.h1.t1, Aa_G155770.h1.t1, Aa_G101620.h1.t1, Aa_G262490.h1.t1, Aa_G857420.h1.t1, Aa_G747080.h1.t1, Aa_G747090.h1.t1, Aa_G540150.h1.t1, Aa_G888400.h1.t1, Aa_G31210.h1.t1, Aa_G155950.h1.t1, Aa_G390770.h1.t1, Aa_G99410.h1.t1, Aa_G8220.h1.t1, Aa_G12520.h1.t1, Aa_G575340.h1.t1, Aa_G907130.h1.t1, Aa_G61100.h1.t1, Aa_G443680.h1.t1	evm.model.RL_4.773, evm.model.RL_8.1075, evm.model.RL_2.642, evm.model.RL_4.2806
OG0000496	Aa_G510720.h1.t1	evm.model.RL_1.2426
OG0000498	Aa_G505380.h1.t1	evm.model.RL_8.1435
OG0000498	Aa_G159950.h1.t1	evm.model.RL_5.3097
OG0000499	Aa_G155390.h1.t1	evm.model.RL_2.1390.1.687c86e2
OG0000499	Aa_G470700.h1.t1, Aa_G56200.h1.t1, Aa_G667610.h1.t1	evm.model.RL_3.2236, evm.model.RL_5.1890
OG0000500	Aa_G79600.h1.t1	evm.model.RL_4.344
OG0000501	Aa_G455060.h1.t1	evm.model.RL_5.2509
OG0000504	Aa_G260600.h1.t1, Aa_G900860.h1.t1	evm.model.RL_4.3277
OG0000504	Aa_G756790.h1.t1	evm.model.RL_1.857
OG0000505	Aa_G398020.h1.t1	evm.model.RL_4.1219
OG0000506	Aa_G344060.h1.t1	evm.model.RL_4.2927
OG0000507	Aa_G740410.h1.t1, Aa_G186210.h1.t1, Aa_G208040.h1.t1	evm.model.RL_3.536
OG0000507	Aa_G186220.h1.t1	evm.model.RL_3.47, evm.model.RL_3.45, evm.model.RL_3.43
OG0000507	Aa_G278050.h1.t1	evm.model.RL_6.1857
OG0000510	Aa_G193000.h1.t1	evm.model.RL_3.457
OG0000510	Aa_G192980.h1.t1	evm.model.RL_3.458
OG0000511	Aa_G482170.h1.t1	evm.model.RL_2.1043
OG0000511	Aa_G162430.h1.t1	evm.model.RL_3.238
OG0000512	Aa_G494770.h1.t1	evm.model.RL_2.1853
OG0000513	Aa_G402350.h1.t1, Aa_G249360.h1.t1	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7
OG0000513	Aa_G318800.h1.t1	evm.model.RL_7.1762
OG0000513	Aa_G33790.h1.t1	evm.model.RL_8.2062
OG0000514	Aa_G242890.h1.t1	evm.model.RL_1.1957
OG0000515	Aa_G408570.h1.t1, Aa_G205590.h1.t1	evm.model.RL_5.3833
OG0000515	Aa_G205580.h1.t1	evm.model.RL_5.3999
OG0000520	Aa_G57970.h1.t1	evm.model.RL_7.262
OG0000521	Aa_G368910.h1.t1	evm.model.RL_5.2511
OG0000524	Aa_G734800.h1.t1	evm.model.RL_1.735
OG0000524	Aa_G734810.h1.t1	evm.model.RL_1.734
OG0000524	Aa_G102310.h1.t1	evm.model.RL_4.768
OG0000525	Aa_G140300.h1.t1	evm.model.RL_1.1399
OG0000525	Aa_G74240.h1.t1	evm.model.RL_5.3805
OG0000526	Aa_G563850.h1.t1	evm.model.RL_7.1608
OG0000526	Aa_G254360.h1.t1, Aa_G788610.h1.t1	evm.model.RL_7.1612, evm.model.RL_7.1611
OG0000529	Aa_G173930.h1.t1	evm.model.RL_4.1462
OG0000529	Aa_G147870.h1.t1	evm.model.RL_8.1947, evm.model.RL_7.1657
OG0000532	Aa_G374830.h1.t1	evm.model.RL_6.324, evm.model.RL_6.71
OG0000533	Aa_G546420.h2.t1, Aa_G546420.h1.t1	evm.model.RL_2.3413, evm.model.RL_6.67
OG0000533	Aa_G614650.h1.t1	evm.model.RL_2.2982, evm.model.RL_1.2814
OG0000537	Aa_G187790.h1.t1	evm.model.RL_8.362
OG0000538	Aa_G581380.h1.t1	evm.model.RL_6.2479
OG0000539	Aa_G113660.h1.t1	evm.model.RL_3.492
OG0000539	Aa_G374250.h1.t1	evm.model.RL_6.1158
OG0000540	Aa_G199700.h1.t1	evm.model.RL_6.1049
OG0000540	Aa_G199690.h1.t1	evm.model.RL_6.1046
OG0000540	Aa_G199680.h1.t1	evm.model.RL_6.1045
OG0000540	Aa_G199670.h1.t1	evm.model.RL_6.1042, evm.model.RL_6.1043, evm.model.RL_6.1044
OG0000542	Aa_G59260.h1.t1	evm.model.RL_4.2027.1.687c86d7
OG0000542	Aa_G161230.h1.t1	evm.model.RL_5.2133
OG0000542	Aa_G42370.h1.t1	evm.model.RL_1.173
OG0000544	Aa_G235440.h1.t1	evm.model.RL_5.382, evm.model.RL_5.384
OG0000544	Aa_G235470.h1.t1, Aa_G235450.h1.t1, Aa_G235460.h1.t1, Aa_G235490.h1.t1	evm.model.RL_5.383
OG0000545	Aa_G259480.h1.t1	evm.model.RL_3.1918
OG0000545	Aa_G259490.h1.t1	evm.model.RL_3.1916_evm.model.RL_3.1917
OG0000550	Aa_G313400.h2.t1, Aa_G153500.h2.t1, Aa_G216100.h1.t1, Aa_G313400.h1.t1, Aa_G153500.h1.t1, Aa_G456300.h2.t1, Aa_G138540.h1.t1, Aa_G456300.h1.t1, Aa_G584450.h1.t1	evm.model.RL_6.1710
OG0000551	Aa_G20930.h1.t1	evm.model.RL_8.2558
OG0000551	Aa_G553710.h1.t1	evm.model.RL_2.3398
OG0000551	Aa_G152760.h1.t1	evm.model.RL_4.2595.1.687c86da
OG0000552	Aa_G62390.h1.t1	evm.model.RL_5.3425
OG0000552	Aa_G2600.h2.t1, Aa_G2600.h1.t1, Aa_G453100.h2.t1, Aa_G453100.h1.t1	evm.model.RL_7.139, evm.model.RL_6.1199
OG0000553	Aa_G688740.h1.t1	evm.model.RL_5.2576
OG0000553	Aa_G232520.h1.t1	evm.model.RL_5.2577, evm.model.RL_5.2578, evm.model.RL_5.2593
OG0000554	Aa_G66960.h1.t1, Aa_G546250.h1.t1	evm.model.RL_3.335
OG0000554	Aa_G66950.h1.t1	evm.model.RL_5.2384
OG0000556	Aa_G380100.h1.t1	evm.model.RL_1.652
