Orthogroup	Arabis_alpina	Aethionema_saxatile
OG0000406	Aa_G499380.h1.t1, Aa_G162150.h1.t1, Aa_G132700.h1.t1, Aa_G132710.h1.t1, Aa_G111740.h1.t1, Aa_G111750.h1.t1	As006G136090
OG0000407	Aa_G421160.h1.t1, Aa_G421160.h2.t1, Aa_G376810.h1.t1	As009G201130, As009G201860
OG0000409	Aa_G644570.h1.t1	As001G002920
OG0000410	Aa_G597960.h1.t1, Aa_G639680.h1.t1, Aa_G589850.h1.t1, Aa_G283790.h1.t1, Aa_G545620.h1.t1	As001G021670, As001G021680
OG0000411	Aa_G548750.h1.t1	As001G022090
OG0000411	Aa_G320710.h3.t1, Aa_G320710.h2.t1, Aa_G320710.h1.t1	As004G085710
OG0000411	Aa_G117430.h1.t1	As003G060010
OG0000412	Aa_G123390.h1.t1	As002G046400
OG0000412	Aa_G129640.h1.t1	As006G132500
OG0000412	Aa_G561930.h1.t1	As012G271680
OG0000413	Aa_G463610.h1.t1	As011G245460
OG0000413	Aa_G232850.h1.t1	As002G048240
OG0000414	Aa_G415750.h1.t1, Aa_G415770.h1.t1, Aa_G422670.h1.t1, Aa_G422680.h1.t1, Aa_G422690.h1.t1	As003G058750, As003G058770, As003G058760
OG0000415	Aa_G122230.h1.t1, Aa_G502240.h1.t1	As005G104640
OG0000416	Aa_G481870.h1.t1, Aa_G445760.h1.t1, Aa_G637640.h1.t1, Aa_G460430.h1.t1, Aa_G154770.h1.t1, Aa_G445750.h1.t1	As006G125710
OG0000417	Aa_G514020.h1.t1	As007G163710, As008G186410
OG0000420	Aa_G340400.h1.t1	As010G222670
OG0000421	Aa_G745430.h1.t1, Aa_G731640.h1.t1, Aa_G731640.h2.t1, Aa_G671850.h1.t1	As004G078160, As004G078150
OG0000422	Aa_G73530.h1.t1, Aa_G73570.h1.t1, Aa_G194070.h1.t1	As008G188280, As008G188290, As008G188300
OG0000423	Aa_G187340.h1.t1	As010G241040
OG0000423	Aa_G184620.h1.t1	As012G269020
OG0000429	Aa_G70670.h1.t1	As009G215310
OG0000429	Aa_G84570.h1.t1	As002G052030
OG0000429	Aa_G542010.h1.t1, Aa_G494160.h1.t1	As001G004910
OG0000430	Aa_G313530.h1.t1	As011G263500
OG0000430	Aa_G385150.h1.t1	As001G014590
OG0000430	Aa_G137980.h1.t1	As003G076100, As007G181940
OG0000431	Aa_G202610.h1.t1	As001G019780
OG0000431	Aa_G171300.h1.t1	As008G187750
OG0000432	Aa_G586300.h1.t1	As002G044400
OG0000432	Aa_G249540.h1.t1, Aa_G69750.h1.t1, Aa_G447890.h1.t1	As006G134280
OG0000432	Aa_G755840.h1.t1, Aa_G40290.h1.t1	As002G047750
OG0000436	Aa_G38530.h1.t1, Aa_G22060.h1.t1, Aa_G726630.h1.t1	As011G266430, As002G048360
OG0000437	Aa_G260280.h1.t1	As003G062850
OG0000439	Aa_G140090.h1.t1	As008G194170
OG0000439	Aa_G686900.h1.t1, Aa_G340530.h1.t1	As012G285510
OG0000439	Aa_G167480.h1.t1	As006G127290
OG0000440	Aa_G40670.h1.t1, Aa_G58580.h1.t1, Aa_G594730.h1.t1, Aa_G105270.h1.t1, Aa_G192740.h1.t1, Aa_G584880.h1.t1	As006G136440
OG0000441	Aa_G367450.h1.t1, Aa_G417670.h1.t1	As011G248660
OG0000446	Aa_G13650.h1.t1, Aa_G636740.h1.t1	As009G219000
OG0000446	Aa_G146200.h1.t1	As001G023650
OG0000446	Aa_G117750.h1.t1	As008G183010
OG0000447	Aa_G1250.h1.t1	As011G247170
OG0000447	Aa_G305730.h1.t1	As004G081330
OG0000447	Aa_G650850.h1.t1	As003G069220
OG0000449	Aa_G33860.h1.t1	As005G114720
OG0000449	Aa_G318830.h1.t1	As010G224870
OG0000449	Aa_G33850.h1.t1	As005G114730
OG0000452	Aa_G156090.h1.t1, Aa_G156120.h1.t1	As001G002300, As001G002310
OG0000453	Aa_G162230.h1.t1	As008G192590
OG0000454	Aa_G263760.h1.t1, Aa_G238120.h1.t1, Aa_G263750.h1.t1, Aa_G263770.h1.t1	As002G044440, As002G044430, As002G043530, As002G043510, As002G043520
OG0000455	Aa_G272210.h1.t1	As007G178440
OG0000459	Aa_G297810.h1.t1	As003G058960
OG0000461	Aa_G106350.h1.t1	As008G199680
OG0000461	Aa_G272410.h1.t1	As006G146770
OG0000462	Aa_G157070.h1.t1	As009G214710
OG0000463	Aa_G656940.h1.t1, Aa_G331480.h1.t1, Aa_G656970.h1.t1, Aa_G656960.h2.t1, Aa_G656960.h1.t1, Aa_G770910.h1.t1	As010G224360, As010G224370
OG0000466	Aa_G801790.h1.t1, Aa_G337110.h1.t1, Aa_G682590.h2.t1, Aa_G682590.h1.t1, Aa_G610920.h1.t1, Aa_G170050.h1.t1, Aa_G702830.h1.t1, Aa_G702830.h2.t1, Aa_G242270.h1.t1, Aa_G702840.h1.t1, Aa_G702840.h2.t1, Aa_G625640.h1.t1, Aa_G610900.h1.t1, Aa_G754450.h1.t1, Aa_G1017160.h4.t1, Aa_G1017160.h3.t1, Aa_G1017160.h2.t1, Aa_G1017160.h1.t1	As002G032990, As003G058720, As003G058680, As007G181090, As007G181100, As007G181730, As007G181390, As002G038080, As009G205530, As002G045940, As002G033580, As002G036910, As002G036900, As002G036920, As009G205540, As009G206460, As009G202280, As009G202290, As002G033670
OG0000468	Aa_G331300.h1.t1	As012G280020
OG0000468	Aa_G216900.h1.t1	As006G144160
OG0000471	Aa_G109570.h1.t1	As003G069540, As003G069550
OG0000472	Aa_G568800.h1.t1, Aa_G853130.h1.t1	As004G097070, As004G097040, As004G097060, As004G097030, As004G097050
OG0000472	Aa_G119960.h1.t1, Aa_G119970.h1.t1	As004G097020
OG0000474	Aa_G106840.h1.t1, Aa_G554010.h1.t1, Aa_G273400.h1.t1	As009G216860, As011G261780, As010G222300
OG0000477	Aa_G244360.h1.t1, Aa_G93710.h1.t1, Aa_G471910.h1.t1	As003G057970
OG0000480	Aa_G1105490.h24.t1, Aa_G800.h1.t1, Aa_G590.h1.t1, Aa_G1020460.h1.t1, Aa_G680670.h1.t1, Aa_G500.h1.t1, Aa_G1098890.h1.t1, Aa_G1111760.h1.t1, Aa_G1095480.h1.t1, Aa_G1106260.h2.t1, Aa_G1106260.h8.t1, Aa_G1106260.h5.t1, Aa_G1106260.h11.t1, Aa_G1106260.h1.t1, Aa_G1106260.h9.t1, Aa_G1106260.h4.t1, Aa_G1106260.h3.t1, Aa_G1106260.h7.t1, Aa_G1106260.h6.t1, Aa_G1074250.h14.t1, Aa_G1074250.h16.t1, Aa_G1074250.h7.t1, Aa_G1074250.h4.t1, Aa_G1074250.h2.t1, Aa_G1074250.h15.t1, Aa_G1074250.h3.t1, Aa_G1074250.h33.t1, Aa_G1074250.h19.t1, Aa_G1074250.h5.t1, Aa_G1074250.h22.t1, Aa_G1074250.h8.t1, Aa_G1074250.h18.t1, Aa_G1074250.h31.t1, Aa_G1074250.h13.t1, Aa_G1074250.h20.t1, Aa_G1074250.h21.t1, Aa_G1074250.h9.t1, Aa_G1074250.h17.t1, Aa_G1074250.h6.t1, Aa_G1074250.h1.t1, Aa_G1074250.h32.t1, Aa_G1074250.h29.t1, Aa_G1074250.h30.t1, Aa_G1074250.h27.t1, Aa_G1074250.h24.t1, Aa_G1105490.h39.t1, Aa_G1105490.h20.t1, Aa_G1074250.h23.t1, Aa_G1105490.h22.t1, Aa_G1074250.h25.t1, Aa_G1074250.h28.t1, Aa_G1105490.h21.t1, Aa_G1074250.h12.t1, Aa_G1105490.h25.t1, Aa_G1074250.h10.t1, Aa_G1105490.h27.t1, Aa_G1074250.h26.t1, Aa_G1105490.h10.t1, Aa_G1105490.h3.t1, Aa_G1074250.h11.t1, Aa_G1105490.h29.t1, Aa_G1105490.h23.t1, Aa_G1105490.h16.t1, Aa_G1105490.h6.t1, Aa_G1105490.h31.t1, Aa_G1105490.h1.t1, Aa_G1105490.h8.t1, Aa_G1105490.h13.t1, Aa_G1105490.h14.t1, Aa_G1105490.h5.t1, Aa_G1105490.h32.t1, Aa_G1105490.h12.t1, Aa_G1105490.h28.t1, Aa_G1105490.h2.t1, Aa_G1105490.h9.t1, Aa_G1105490.h35.t1, Aa_G1105490.h34.t1, Aa_G1105490.h26.t1, Aa_G1105490.h33.t1, Aa_G1105490.h18.t1, Aa_G1105490.h30.t1, Aa_G1105490.h40.t1, Aa_G1105490.h37.t1, Aa_G1105490.h4.t1, Aa_G1105490.h11.t1, Aa_G1105490.h17.t1, Aa_G1105490.h7.t1, Aa_G1105490.h15.t1, Aa_G1105490.h36.t1, Aa_G1105490.h19.t1, Aa_G1105490.h38.t1	As001G013010
OG0000481	Aa_G366720.h1.t1, Aa_G48980.h1.t1, Aa_G400820.h1.t1, Aa_G150010.h1.t1, Aa_G320050.h1.t1	As001G021880
OG0000482	Aa_G1117480.h1.t1	As004G077750, As001G028390
OG0000483	Aa_G48300.h1.t1	As002G047220
OG0000484	Aa_G270470.h1.t1, Aa_G270430.h1.t1, Aa_G453250.h1.t1, Aa_G453270.h1.t1, Aa_G453270.h2.t1, Aa_G270440.h1.t1, Aa_G332250.h1.t1, Aa_G488000.h1.t1, Aa_G636220.h1.t1, Aa_G519310.h1.t1, Aa_G474090.h1.t1	As009G203850
OG0000486	Aa_G710680.h1.t1	As001G013050, As001G013370
OG0000486	Aa_G511440.h1.t1, Aa_G236630.h1.t1	As001G013380, As001G013070, As001G013260
OG0000486	Aa_G609050.h1.t1	As001G013270, As001G013060
OG0000487	Aa_G38790.h3.t1	As006G137570, As008G196100, As006G129680, As006G125350
OG0000496	Aa_G490620.h1.t1	As011G256460, As011G256470, As002G041620, As001G004760, As001G012100, As004G090800, As001G012090, As007G177440
OG0000496	Aa_G510720.h1.t1	As002G041610
OG0000498	Aa_G505380.h1.t1	As002G045150
OG0000499	Aa_G155390.h1.t1	As003G056720
OG0000499	Aa_G56200.h1.t1	As011G246530
OG0000499	Aa_G667610.h1.t1	As012G269540
OG0000500	Aa_G92600.h1.t1, Aa_G649550.h1.t1	As004G087530, As004G087510, As004G087540, As004G087560, As004G087480
OG0000501	Aa_G455060.h1.t1	As010G232220
OG0000504	Aa_G260600.h1.t1, Aa_G900860.h1.t1	As006G143860
OG0000504	Aa_G756790.h1.t1	As002G037010, As002G034340
OG0000505	Aa_G398030.h1.t1, Aa_G398020.h1.t1, Aa_G715160.h1.t1, Aa_G743730.h1.t1	As009G215510
OG0000506	Aa_G344060.h1.t1	As010G234690
OG0000509	Aa_G96340.h1.t1	As001G017890
OG0000510	Aa_G193000.h1.t1, Aa_G600660.h1.t1, Aa_G192990.h1.t1, Aa_G192980.h1.t1	As001G020890, As001G020900
OG0000511	Aa_G384910.h1.t1	As011G254140
OG0000511	Aa_G162430.h1.t1	As001G032060
OG0000512	Aa_G494770.h1.t1	As003G061390
OG0000513	Aa_G402350.h1.t1, Aa_G249360.h1.t1	As006G146210
OG0000513	Aa_G318800.h1.t1, Aa_G33790.h1.t1	As005G114770
OG0000514	Aa_G242890.h1.t1	As011G252640, As011G252630
OG0000515	Aa_G205580.h1.t1	As012G267810
OG0000520	Aa_G15910.h1.t1	As002G050660, As002G050220, As012G287100
OG0000521	Aa_G368910.h1.t1	As003G063570
OG0000521	Aa_G508910.h1.t1	As010G235150
OG0000522	Aa_G380440.h1.t1, Aa_G517720.h1.t1, Aa_G129040.h1.t1, Aa_G129060.h1.t1, Aa_G129050.h1.t1	As004G083810
OG0000524	Aa_G734810.h1.t1, Aa_G102310.h1.t1	As006G141600, As006G141560, As006G141590
OG0000525	Aa_G140300.h1.t1	As011G246900
OG0000525	Aa_G74240.h1.t1	As012G269710
OG0000526	Aa_G563850.h1.t1	As010G223400
OG0000529	Aa_G147870.h1.t1	As010G223810, As010G223800, As010G223830
OG0000530	Aa_G781210.h1.t1	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740
OG0000533	Aa_G351980.h1.t1, Aa_G351980.h2.t1	As007G180830, As003G075650
OG0000533	Aa_G614650.h1.t1	As001G014250, As011G263320
OG0000534	Aa_G222560.h1.t1, Aa_G222580.h1.t1, Aa_G222570.h1.t1, Aa_G222590.h1.t1	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060
OG0000535	Aa_G323320.h1.t1, Aa_G8600.h1.t1	As001G023320
OG0000535	Aa_G323360.h1.t1, Aa_G323350.h1.t1	As001G023310
OG0000537	Aa_G187790.h1.t1	As006G124070
OG0000537	Aa_G391480.h1.t1	As004G093070
OG0000538	Aa_G162770.h1.t1, Aa_G284400.h1.t1, Aa_G581380.h1.t1, Aa_G11150.h1.t1, Aa_G284390.h1.t1	As005G103710, As005G103700
OG0000539	Aa_G113660.h1.t1	As005G120910
OG0000540	Aa_G199700.h1.t1, Aa_G199690.h1.t1, Aa_G199680.h1.t1, Aa_G199670.h1.t1	As006G128870, As006G128860, As006G128850
OG0000541	Aa_G189550.h1.t1, Aa_G500820.h2.t1, Aa_G500820.h1.t1	As006G128960, As006G128940
OG0000542	Aa_G59260.h1.t1	As009G202020
OG0000542	Aa_G161230.h1.t1	As012G273170
OG0000544	Aa_G235440.h1.t1	As008G195060
OG0000544	Aa_G235480.h1.t1, Aa_G235470.h1.t1, Aa_G235450.h1.t1, Aa_G235460.h1.t1, Aa_G235490.h1.t1	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120
OG0000545	Aa_G259480.h1.t1	As010G238530
OG0000550	Aa_G313400.h2.t1, Aa_G153500.h2.t1, Aa_G216100.h1.t1, Aa_G313400.h1.t1, Aa_G153500.h1.t1, Aa_G456300.h2.t1, Aa_G138540.h1.t1, Aa_G456300.h1.t1, Aa_G584450.h1.t1	As006G144690
OG0000551	Aa_G20930.h1.t1	As005G117770
OG0000551	Aa_G553710.h1.t1	As003G075520
OG0000551	Aa_G152760.h1.t1	As002G053470
OG0000552	Aa_G62390.h1.t1	As007G159560
OG0000553	Aa_G688740.h1.t1, Aa_G232510.h1.t1	As003G063020, As003G063040
OG0000553	Aa_G232520.h1.t1	As003G063070, As003G063050
OG0000554	Aa_G546250.h1.t1	As007G157590
OG0000554	Aa_G39540.h1.t1	As003G065060, As004G082630
OG0000556	Aa_G311120.h1.t1	As004G093660
OG0000557	Aa_G102470.h1.t1	As012G286190
OG0000557	Aa_G252310.h1.t1	As005G102360
OG0000559	Aa_G478910.h1.t1	As005G107810
OG0000560	Aa_G28190.h1.t1	As005G115530
OG0000560	Aa_G341280.h1.t1, Aa_G341290.h1.t1	As008G196260, As008G196230
OG0000561	Aa_G585310.h1.t1, Aa_G720620.h1.t1, Aa_G585330.h1.t1, Aa_G476870.h1.t1, Aa_G585300fhit_1.1, Aa_G585320.h1.t1	As005G118160
OG0000562	Aa_G269320.h1.t1	As006G139230
OG0000562	Aa_G473480.h1.t1	As009G200380
OG0000562	Aa_G189800.h1.t1	As009G205610
OG0000563	Aa_G102660.h1.t1	As007G152350
OG0000564	Aa_G145130.h1.t1, Aa_G145160.h1.t1	As007G177230
OG0000565	Aa_G297570.h1.t1, Aa_G901960.h1.t1, Aa_G901960.h2.t1, Aa_G129330.h1.t1, Aa_G499770.h1.t1, Aa_G499780.h1.t1	As010G233050
OG0000565	Aa_G404440.h1.t1, Aa_G297590.h1.t1, Aa_G129340.h1.t1	As010G233040
OG0000570	Aa_G71740.h1.t1	As006G135060
OG0000570	Aa_G94990.h1.t1	As009G217810
OG0000571	Aa_G127290.h1.t1	As005G113940
OG0000571	Aa_G286010.h1.t1, Aa_G369460.h1.t1, Aa_G267100.h1.t1	As008G191230
OG0000572	Aa_G887410.h1.t1	As010G240020, As010G240030, As010G240050, As010G240010
OG0000578	Aa_G226620.h1.t1	As008G187240
OG0000578	Aa_G89900.h1.t1	As001G020350
OG0000579	Aa_G586290.h1.t1	As002G044410
OG0000579	Aa_G165220.h1.t1	As004G098040
OG0000581	Aa_G18680.h1.t1	As005G107050, As005G107040, As005G107070, As005G107030
OG0000582	Aa_G447580.h1.t1	As005G113410
OG0000584	Aa_G134570.h1.t1	As006G124400, As001G000400
OG0000585	Aa_G340210.h1.t1, Aa_G340210.h2.t1, Aa_G12160.h1.t1, Aa_G248880.h1.t1	As012G275350
OG0000586	Aa_G600400.h1.t1	As011G263800
OG0000586	Aa_G652010.h1.t1	As004G082960
OG0000587	Aa_G347440.h1.t1	As006G122410
OG0000587	Aa_G177860.h1.t1	As005G100170
OG0000587	Aa_G211800.h1.t1	As008G198370
OG0000588	Aa_G1380.h1.t1	As011G247080
OG0000588	Aa_G415310.h1.t1	As005G104750
OG0000588	Aa_G603630.h1.t1	As012G269820
OG0000589	Aa_G33770.h1.t1	As005G114800
OG0000589	Aa_G318790.h1.t1	As010G224800
OG0000590	Aa_G50980.h1.t1, Aa_G247420.h1.t1, Aa_G517330.h1.t1, Aa_G247420.h2.t1, Aa_G517330.h2.t1	As006G138710
OG0000590	Aa_G6740.h1.t1	As008G197660
OG0000591	Aa_G557360.h1.t1, Aa_G1039270.h1.t1, Aa_G1039270.h2.t1, Aa_G537650.h1.t1	As007G152600
OG0000592	Aa_G62960.h1.t1	As011G250170
OG0000592	Aa_G583550.h1.t1	As010G239910, As007G154690
OG0000593	Aa_G343760.h1.t1	As008G192880, As010G241820, As010G241840
OG0000595	Aa_G115900.h1.t1	As010G226140
OG0000596	Aa_G126960.h1.t1	As010G227450
OG0000600	Aa_G22180.h1.t1	As002G048280
OG0000600	Aa_G158710.h1.t1	As001G001180
OG0000600	Aa_G331450.h1.t1	As011G266450
OG0000601	Aa_G236890.h1.t1, Aa_G71760.h1.t1	As009G201050, As006G135040
OG0000601	Aa_G245620.h1.t1	As001G027850
OG0000602	Aa_G14360.h1.t1	As012G276820
OG0000602	Aa_G34500.h1.t1	As002G034860
OG0000603	Aa_G75680.h1.t1	As002G036280, As002G036560
OG0000604	Aa_G206080.h1.t1, Aa_G206110.h1.t1, Aa_G364330.h1.t1	As005G099260
OG0000605	Aa_G30570.h1.t1, Aa_G30580.h1.t1	As010G239470
OG0000605	Aa_G30550.h1.t1	As010G239480
OG0000606	Aa_G238980.h1.t1	As010G244280
OG0000606	Aa_G255990.h1.t1	As012G270700
OG0000607	Aa_G108090.h1.t1	As011G251140
OG0000607	Aa_G81750.h1.t1	As011G262980
OG0000608	Aa_G317350.h1.t1	As012G284160
OG0000612	Aa_G450930.h1.t1, Aa_G422470.h1.t1	As001G019830, As001G020020, As005G105470, As008G187810
OG0000613	Aa_G42470.h1.t1	As006G135470
OG0000613	Aa_G421570.h1.t1	As006G132250
OG0000614	Aa_G521480.h1.t1	As002G054140, As005G116690, As002G054130
OG0000615	Aa_G197380.h1.t1	As011G264960
OG0000616	Aa_G127190.h1.t1	As005G114070
OG0000616	Aa_G457180.h1.t1	As012G277180
OG0000617	Aa_G53300.h1.t1	As006G121910
OG0000618	Aa_G343690.h1.t1	As010G241950
OG0000618	Aa_G942110.h1.t1, Aa_G1026290.h1.t1	As006G132210
OG0000619	Aa_G457150.h1.t1	As006G145810, As006G145800
OG0000619	Aa_G14050.h1.t1	As012G277130
OG0000620	Aa_G271550.h1.t1, Aa_G30610.h1.t1, Aa_G30630.h1.t1	As010G239430, As007G154950
OG0000625	Aa_G71620.h1.t1	As006G135190
OG0000626	Aa_G430000.h1.t1	As001G031250
OG0000627	Aa_G618320.h1.t1	As006G134640
OG0000627	Aa_G48350.h1.t1	As002G047240
OG0000628	Aa_G204260.h1.t1, Aa_G514210.h1.t1	As003G064150, As011G250810
OG0000630	Aa_G551820.h1.t1, Aa_G558410.h1.t1	As004G077630, As004G077620, As004G077610
OG0000633	Aa_G94730.h1.t1	As005G110870
OG0000633	Aa_G706650.h1.t1	As010G244250
OG0000634	Aa_G499040.h1.t1, Aa_G635340.h1.t1, Aa_G535280.h1.t1	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010
OG0000635	Aa_G119390.h1.t1	As006G128210
OG0000635	Aa_G796690.h1.t1	As006G127130
OG0000636	Aa_G547010.h1.t1, Aa_G547030.h1.t1, Aa_G547040.h1.t1, Aa_G547020.h1.t1	As009G212850
OG0000646	Aa_G247610.h1.t1	As001G027670
OG0000646	Aa_G14610.h1.t1	As006G134940
OG0000647	Aa_G98320.h1.t1, Aa_G465860.h1.t1	As002G034480, As005G107800
OG0000648	Aa_G236580.h1.t1, Aa_G236570.h1.t1	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650
OG0000649	Aa_G265980.h1.t1	As003G066660
OG0000649	Aa_G87810.h1.t1	As010G237340
OG0000650	Aa_G105000.h1.t1	As004G088560
OG0000651	Aa_G376620.h1.t1	As005G114680, As005G114690
OG0000652	Aa_G104800.h1.t1, Aa_G104790.h1.t1	As009G217160
OG0000658	Aa_G26070.h1.t1, Aa_G27500.h1.t1, Aa_G393780.h1.t1	As009G206090, As012G277750, As001G026410
OG0000660	Aa_G543900.h1.t1	As008G192800
OG0000660	Aa_G578550.h1.t1	As010G224220
OG0000660	Aa_G225450.h1.t1	As005G115310
OG0000661	Aa_G363000.h1.t1, Aa_G640460.h1.t1, Aa_G640510.h1.t1	As010G223120, As006G127120, As006G127080
OG0000662	Aa_G356690.h1.t1	As009G201630
OG0000662	Aa_G42560.h1.t1	As006G135390
OG0000662	Aa_G356670.h1.t1	As009G201640
OG0000663	Aa_G508490.h1.t1, Aa_G431850.h1.t1	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650
OG0000664	Aa_G463590.h1.t1	As011G245420
OG0000664	Aa_G176170.h1.t1	As011G245410
OG0000669	Aa_G100520.h1.t1	As005G103090
OG0000669	Aa_G606980.h1.t1, Aa_G251390.h1.t1	As001G022370
OG0000670	Aa_G240830.h1.t1	As003G061610, As003G061660
OG0000672	Aa_G118830.h1.t1	As007G157950, As006G146270
OG0000672	Aa_G223700.h1.t1	As004G081100, As011G248400
OG0000673	Aa_G436860.h1.t1	As004G083130
OG0000674	Aa_G6690.h1.t1	As008G197690
OG0000674	Aa_G241270.h1.t1	As005G099330
OG0000674	Aa_G99750.h1.t1	As006G123130
OG0000675	Aa_G21740.h1.t1	As010G243370
OG0000675	Aa_G346340.h1.t1, Aa_G497250.h1.t1	As007G152400
OG0000676	Aa_G663660.h1.t1	As008G193080
OG0000676	Aa_G449820.h1.t1	As010G239230, As007G155100, As012G282240
OG0000677	Aa_G126700.h1.t1, Aa_G126710.h1.t1, Aa_G126720.h1.t1, Aa_G699860.h1.t1, Aa_G703630.h1.t1, Aa_G126740.h1.t1	As007G160250
OG0000685	Aa_G628360.h1.t1	As001G001340
OG0000686	Aa_G434170.h1.t1, Aa_G434170.h2.t1, Aa_G434170.h3.t1, Aa_G401590.h1.t1, Aa_G401590.h3.t1, Aa_G401590.h2.t1, Aa_G434180.h1.t1, Aa_G400870.h1.t1, Aa_G434190.h1.t1	As001G012430
OG0000687	Aa_G443510.h1.t1	As005G101960
OG0000687	Aa_G353960.h1.t1	As012G286760
OG0000688	Aa_G323220.h1.t1	As001G023430
OG0000689	Aa_G390500.h1.t1, Aa_G390500.h2.t1, Aa_G57310.h2.t1, Aa_G57310.h1.t1	As007G158860, As003G063160, As004G080020
OG0000691	Aa_G417640.h1.t1, Aa_G558090.h1.t1	As004G080740, As011G248640
OG0000692	Aa_G114210.h1.t1, Aa_G114220.h1.t1, Aa_G199930.h1.t1	As005G104580
OG0000693	Aa_G386950.h1.t1	As012G282230
OG0000693	Aa_G38270.h1.t1	As006G143100
OG0000694	Aa_G197600.h1.t1, Aa_G41460.h1.t1	As007G177770
OG0000695	Aa_G98830.h1.t1	As010G239400
OG0000697	Aa_G406970.h1.t1, Aa_G462070.h1.t1, Aa_G434970.h1.t1, Aa_G434980.h1.t1	As012G271560
OG0000702	Aa_G258070.h1.t1	As009G199960
OG0000702	Aa_G27430.h1.t1	As001G026500
OG0000702	Aa_G451700.h1.t1	As006G132970
OG0000703	Aa_G556560.h1.t1	As002G035150
OG0000703	Aa_G11780.h1.t1	As006G145070
OG0000703	Aa_G395720.h1.t1	As012G276510
OG0000704	Aa_G148240.h1.t1, Aa_G98770.h1.t1, Aa_G98780.h1.t1	As003G058000
OG0000706	Aa_G20790.h1.t1	As005G117900
OG0000707	Aa_G11400.h1.t1	As006G138740
OG0000707	Aa_G403630.h1.t1, Aa_G403620.h1.t1	As007G161420
OG0000708	Aa_G715630.h1.t1	As008G185890
OG0000709	Aa_G474100.h1.t1, Aa_G488020.h1.t1, Aa_G122930.h1.t1	As009G203840
OG0000713	Aa_G221690.h1.t1, Aa_G263100.h1.t1, Aa_G314510.h1.t1, Aa_G397780.h1.t1, Aa_G801460.h1.t1, Aa_G438740.h1.t1	As001G006270
OG0000714	Aa_G439640.h1.t1	As004G077650
OG0000714	Aa_G63730.h1.t1	As001G028540
OG0000715	Aa_G93530.h1.t1	As004G085240
OG0000718	Aa_G102860.h1.t1, Aa_G481200.h1.t1, Aa_G264690.h1.t1, Aa_G824700.h1.t1, Aa_G190180.h1.t1, Aa_G481220.h1.t1, Aa_G481210.h1.t1, Aa_G481230.h1.t1	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220
OG0000719	Aa_G33800.h1.t1	As005G114760
OG0000720	Aa_G609030.h1.t1	As012G288480
OG0000720	Aa_G191500.h1.t1	As006G122970
OG0000720	Aa_G241180.h1.t1	As008G197790
OG0000721	Aa_G6630.h1.t1, Aa_G96230.h1.t1	As006G123060, As008G197760, As012G274520, As011G248980
OG0000722	Aa_G372900.h1.t1	As010G232800
OG0000722	Aa_G93060.h1.t1	As008G183090
OG0000723	Aa_G140990.h1.t1	As009G205260
OG0000723	Aa_G112640.h1.t1, Aa_G140960.h1.t1	As009G205270, As009G205280, As009G205290, As009G205310
OG0000724	Aa_G331460.h1.t1	As012G281700, As012G281680, As012G281690, As012G281640
OG0000730	Aa_G172010.h1.t1	As001G023940
OG0000730	Aa_G458160.h1.t1, Aa_G686120.h2.t1, Aa_G686120.h1.t1, Aa_G585760.h1.t1	As008G183370
OG0000731	Aa_G83220.h1.t1, Aa_G83230.h1.t1, Aa_G83240.h1.t1	As001G025190, As001G025200, As001G025210
OG0000732	Aa_G43040.h1.t1	As002G032800
OG0000732	Aa_G111440.h1.t1	As012G276370
OG0000734	Aa_G315990.h1.t1	As009G218770, As010G223710
OG0000734	Aa_G338410.h1.t1	As002G043480
OG0000735	Aa_G266740.h1.t1	As002G047800
OG0000736	Aa_G159050.h1.t1	As002G053050
OG0000736	Aa_G702350.h1.t1	As003G074810
OG0000737	Aa_G27540.h1.t1, Aa_G205200.h1.t1, Aa_G205190.h1.t1, Aa_G288660.h1.t1	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260
OG0000738	Aa_G183750.h1.t1	As006G125610
OG0000739	Aa_G134530.h1.t1	As009G216850, As008G197070
OG0000740	Aa_G337640.h1.t1	As011G260560
OG0000741	Aa_G193270.h1.t1	As012G268430
OG0000742	Aa_G321710.h1.t1, Aa_G766150.h1.t1	As209G297130
OG0000749	Aa_G164240.h1.t1	As008G184000
OG0000749	Aa_G684760.h1.t1	As007G161240
OG0000751	Aa_G337200.h1.t1, Aa_G268380.h1.t1	As005G108820, As002G035280
OG0000752	Aa_G367230.h1.t1, Aa_G367240.h1.t1, Aa_G754700.h1.t1, Aa_G754680.h1.t1, Aa_G754690.h1.t1	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600
OG0000752	Aa_G168650.h1.t1	As002G052450
OG0000753	Aa_G605310.h1.t1	As003G064670
OG0000754	Aa_G54840.h1.t1	As003G064750
OG0000755	Aa_G587080.h1.t1, Aa_G137440.h1.t1, Aa_G631490.h1.t1, Aa_G631480.h1.t1, Aa_G520740.h1.t1	As004G086160
