Orthogroup	Arabidopsis_thaliana	Cochlearia_excelsa
OG0000554	AT4G12470.1, AT4G12480.1, AT4G12490.1, AT4G12500.1	g14052, g40408, g25607, g25625, g25606, g25632, g25629, g25605, g25619, g25621
OG0000557	AT2G23000.1	g38464
OG0000557	AT2G22980.4	g28220
OG0000557	AT2G22970.3, AT2G22920.2	g50928, g50931, g50935, g50932
OG0000561	AT5G39320.1	g16898
OG0000561	AT5G15490.1	g5112, g45694
OG0000562	AT2G27530.1	g40099
OG0000562	AT5G22440.1	g797
OG0000563	AT2G47110.1, AT3G62250.1, AT1G23410.1	g24348, g2664, g37712, g50813
OG0000564	AT5G47930.1	g52272
OG0000565	AT1G11580.2	g27159
OG0000566	AT1G57750.1	g44024, g44018
OG0000566	AT1G65340.1, AT5G52320.1	g18132, g16748
OG0000567	AT4G15056.1, AT4G15053.1, AT4G15050.1, AT1G10190.1, AT5G37520.1, AT2G24950.1	g32338
OG0000569	AT5G67240.1	g10717, g18677, g76
OG0000569	AT5G05540.1	g47779
OG0000572	AT5G42210.1	g18462
OG0000573	AT4G05130.1	g40463
OG0000573	AT4G05110.2, AT4G05120.1	g25545
OG0000579	AT3G02080.1	g7906
OG0000579	AT5G61170.1	g9919
OG0000580	AT1G06135.1, AT2G31345.1	g39847
OG0000581	AT5G20560.1, AT5G20390.1	g41399
OG0000582	AT5G22420.1	g17977
OG0000582	AT3G44540.1	g19605
OG0000583	AT1G53500.1	g36635
OG0000583	AT1G78570.1	g46461
OG0000584	AT1G43170.1	g44179
OG0000587	AT1G20795.1, AT1G20800.1	g44684, g44686
OG0000587	AT1G57580.1, AT1G57565.1	g2580
OG0000588	AT2G29480.1	g51164
OG0000588	AT2G29470.1	g37885
OG0000588	AT2G29460.1	g51163
OG0000589	AT5G55190.1	g39380
OG0000589	AT5G20010.1	g28961
OG0000589	AT5G20020.1	g28509
OG0000591	AT4G26690.1	g23678
OG0000592	AT1G78580.1	g46462
OG0000592	AT1G16980.1	g49988
OG0000592	AT4G27550.1	g23624
OG0000593	AT1G77940.1	g46398
OG0000593	AT1G36240.1	g13318, g11992
OG0000595	AT1G74090.1	g17988
OG0000596	AT2G24210.1	g38393
OG0000597	AT4G14245.1	g47041
OG0000598	AT4G35120.1	g7814
OG0000599	AT4G39200.1	g18305
OG0000600	AT1G02830.1	g12549
OG0000600	AT5G27770.1	g53288, g7700
OG0000601	AT2G41840.1	g44058
OG0000601	AT3G57490.1	g37413
OG0000602	AT3G06710.1	g12937
OG0000604	AT5G52650.1	g28384
OG0000604	AT4G25740.1	g23738
OG0000605	AT4G01220.1	g39480
OG0000605	AT4G01750.1, AT4G01770.2	g25435
OG0000607	AT1G20730.1, AT1G20740.1, AT1G20680.1	g50152
OG0000609	AT2G17070.1	g6101
OG0000610	AT4G00260.1, AT2G24645.3	g50998
OG0000613	AT3G53230.1	g19206
OG0000613	AT3G09840.1	g12391, g7465, g13062
OG0000615	AT3G29255.1, AT5G36150.1	g13347
OG0000616	AT4G31100.1, AT4G31110.1	g16963
OG0000616	AT1G19390.1	g31850
OG0000617	AT5G05870.1	g45438
OG0000617	AT5G05900.1, AT5G05880.1, AT5G05890.1	g29704
OG0000618	AT5G01750.2	g5854
OG0000618	AT3G11740.1	g7358
OG0000619	AT1G56130.2, AT1G56140.1	g54384
OG0000620	AT5G44630.1	g40503, g46686
OG0000622	AT2G37190.1, AT3G53430.1	g19196, g37198
OG0000623	AT4G36130.1	g22949, g47953, g18248
OG0000624	AT2G43745.1	g52128
OG0000625	AT3G13350.1	g7245
OG0000625	AT1G55650.1	g54314
OG0000626	AT1G13080.1	g31431
OG0000628	AT4G33830.1, AT4G33840.1	g23152
OG0000628	AT4G33860.1	g47857
OG0000633	AT1G27280.1, AT1G24230.1, AT1G27260.1, AT1G27270.1, AT1G24250.1, AT1G23810.1	g50324
OG0000635	AT5G60770.1	g830
OG0000636	AT5G59845.1	g28768
OG0000636	AT1G10588.1	g49733, g14247
OG0000637	AT3G46060.1	g2921
OG0000637	AT3G53610.1	g19186
OG0000638	AT5G59820.1	g1289
OG0000638	AT3G46070.1, AT3G46090.1, AT3G46080.1	g2922
OG0000639	AT3G61600.1	g1837
OG0000639	AT2G46260.1	g52299, g37652
OG0000640	AT4G29273.1, AT2G22121.1, AT4G09153.1, AT4G29283.1, AT4G29280.1, AT4G29300.1, AT4G29290.1, AT4G29305.1	g17009
OG0000641	AT4G29350.1	g23476, g17007
OG0000642	AT2G46450.1	g37665, g37664
OG0000642	AT2G46430.1	g38249
OG0000643	AT5G02960.1	g7477, g12395, g29845
OG0000644	AT5G40680.1	g17492
OG0000645	AT3G57310.1	g31077
OG0000645	AT1G43665.1, AT1G07747.1, AT1G43666.1, AT4G12825.1, AT1G43667.1, AT2G14846.1	g34398
OG0000646	AT3G53420.1	g19197, g2358
OG0000647	AT3G23890.1	g26908
OG0000649	AT1G18080.1	g27399, g31749, g50029
OG0000649	AT3G18130.1	g6901
OG0000650	AT3G19020.1	g6843
OG0000650	AT4G33970.1	g23142
OG0000652	AT3G03080.1	g12661
OG0000652	AT5G16990.1, AT5G16970.1, AT5G17000.1	g5008, g5012
OG0000653	AT2G47610.1	g11148, g37743
OG0000655	AT2G34480.2	g51449, g37082, g7149
OG0000655	AT3G14600.1, AT1G29965.1	g32425
OG0000656	AT2G03240.1	g10673
OG0000656	AT1G14040.1	g31492
OG0000658	AT5G23360.1, AT5G23350.1, AT5G23370.1	g485, g484
OG0000660	AT5G56060.1	g28539
OG0000661	AT2G47550.1	g37733, g50833
OG0000661	AT1G02810.1	g30793
OG0000661	AT4G02330.1	g39558
OG0000663	AT1G18540.1	g27410
OG0000663	AT1G74050.1, AT1G74060.1	g46124, g44549
OG0000665	AT1G15250.1	g54257, g28014, g13252, g36560
OG0000667	AT3G60770.1, AT4G00100.1	g1892, g18715, g37597
OG0000669	AT1G22780.1, AT1G34030.1, AT4G09800.1	g32732, g40273
OG0000670	AT2G24870.1	g1443
OG0000671	AT4G12190.1, AT4G12220.1, AT4G12210.1, AT4G05350.1, AT4G12150.1, AT4G12140.1	g25667
OG0000673	AT1G05240.1, AT1G05250.1	g30919, g30920
OG0000674	AT4G13263.1, AT4G13261.1, AT5G35405.1, AT2G04037.1, AT2G04031.1, AT2G04041.1, AT3G11990.1, AT1G45190.1, AT1G47450.1, AT1G47470.1	g13131
OG0000678	AT5G08670.1, AT5G08690.1	g5478, g5477, g5483, g5481
OG0000680	AT1G78720.1	g37974
OG0000680	AT1G29310.1	g32394
OG0000681	AT1G52360.2	g36563, g54263
OG0000682	AT2G05060.1	g37077, g37094, g6394, g45137, g37420
OG0000683	AT3G29160.1	g10368
OG0000683	AT3G01090.2	g12697
OG0000684	AT3G58740.1	g18931
OG0000684	AT3G58750.1	g18930, g1998
OG0000685	AT3G02480.1	g12753
OG0000685	AT5G38760.1	g18086
OG0000685	AT5G53820.1	g932
OG0000687	AT1G43910.1	g53790
OG0000690	AT4G33270.1, AT4G33260.1, AT5G27570.1, AT5G26900.1, AT5G27080.1	g18149, g23193
OG0000691	AT5G15840.1	g5081
OG0000691	AT3G02380.1	g7879, g6216
OG0000692	AT3G52020.1, AT3G56540.1	g1550
OG0000693	AT3G53870.1, AT2G31610.1, AT5G35530.1	g51261, g51258, g39834
OG0000694	AT2G32530.1, AT2G32540.1	g39803
OG0000694	AT4G15320.1, AT4G15290.1	g47095
OG0000695	AT4G16520.1	g17578
OG0000695	AT2G45170.1	g18804
OG0000696	AT3G49310.1	g2629
OG0000696	AT1G64650.1	g40738
OG0000696	AT4G27720.1	g47643
OG0000697	AT5G60090.1	g860, g862
OG0000697	AT5G60080.1	g41317, g41316, g41315, g28789
OG0000699	AT2G22050.1, AT2G22060.1, AT2G41360.1	g51991
OG0000700	AT1G51120.1, AT1G50680.1	g28045, g28051
OG0000701	AT3G07000.1, AT3G06990.1, AT5G45730.1, AT1G58037.1, AT5G44770.1, AT5G54020.2, AT5G54040.1, AT5G54030.1, AT5G29624.1, AT5G54050.1, AT2G04500.1, AT4G14980.1	g45114
OG0000701	AT5G40320.1	g53817
OG0000702	AT2G41790.1	g52005
OG0000702	AT3G57470.2	g2106
OG0000703	AT2G39890.1	g37337
OG0000703	AT3G55740.1	g19065
OG0000705	AT2G40010.1	g37342
OG0000705	AT3G09200.1	g13022, g7512
OG0000706	AT2G46860.1	g50800
OG0000706	AT4G01480.1	g45222
OG0000707	AT2G44120.2	g52160, g37530
OG0000707	AT2G01250.1	g10812
OG0000707	AT3G13580.1	g13190
OG0000708	AT3G16460.1	g12085, g12088, g12084, g12086, g12087, g12083
OG0000709	AT1G42525.1	g22655
OG0000713	AT2G07200.1	g4632, g39532
OG0000714	AT2G28010.1, AT2G28040.1, AT2G28030.1, AT2G28220.1, AT2G28225.1	g51082, g51084, g28179
OG0000716	AT1G55490.1	g36715
OG0000716	AT3G13470.1, AT5G56500.1	g54319
OG0000717	AT1G14320.1	g31518
OG0000717	AT1G66580.1	g45812
OG0000718	AT3G26170.1, AT3G26180.1	g16643
OG0000719	AT5G51950.1	g1309
OG0000719	AT5G51930.1	g41199, g41183, g41184
OG0000720	AT3G62750.2, AT3G62740.1	g18725, g18726, g18727, g18724
OG0000721	AT1G27135.1, AT2G16225.1, AT1G10717.1, AT1G10715.1	g6096
OG0000723	AT2G02250.1	g1518, g1520
OG0000724	AT1G65660.1	g30842, g49434
OG0000726	AT5G66830.1	g4059
OG0000726	AT1G69090.1	g44626
OG0000728	AT5G17540.1	g45753
OG0000729	AT2G27420.1	g53541
OG0000730	AT1G80780.3	g46550
OG0000730	AT2G32070.1	g39816
OG0000730	AT1G15920.1	g31624
OG0000732	AT5G25260.1, AT5G25250.1	g587
OG0000732	AT5G64870.1	g9735
OG0000735	AT5G43550.1, AT5G22791.2	g28860
OG0000736	AT5G59310.1	g50687, g39240
OG0000737	AT4G02570.1	g39592
OG0000737	AT1G02980.1, AT1G43140.1	g49396
OG0000738	AT5G03690.1	g29827
OG0000738	AT3G52930.1	g2392
OG0000740	AT1G78300.1	g46440
OG0000740	AT1G35160.2	g32883, g27873
OG0000740	AT4G09000.2	g40242
OG0000741	AT1G74270.1	g46133, g44537
OG0000743	AT3G60980.1	g37256
OG0000744	AT3G61290.1	g18713
OG0000745	AT4G29480.1	g47697
OG0000745	AT4G26210.1	g23710
OG0000746	AT5G43520.1	g18426
OG0000747	AT1G02780.1	g49388, g30789, g26898
OG0000748	AT1G60380.1, AT1G60340.1, AT1G60300.1, AT1G60350.1, AT1G60280.1	g17396, g44135, g44131
OG0000749	AT5G49160.1, AT4G08990.1, AT4G14140.2, AT4G13610.1	g4581
OG0000750	AT5G63820.1	g23088, g23092
OG0000753	AT5G18370.1	g4925
OG0000761	AT3G32980.1	g14408, g6195
OG0000761	AT3G49120.1	g19417
OG0000762	AT3G03400.1	g12773
OG0000763	AT5G13380.1	g5274
OG0000763	AT5G13370.1, AT5G13360.3	g29359
OG0000764	AT2G22240.1	g38506
OG0000764	AT5G10170.1	g29511
OG0000764	AT4G39800.1	g22739
OG0000766	AT5G22650.1	g28866, g807
OG0000766	AT3G44750.1	g3089
OG0000767	AT5G06870.1	g5584
OG0000767	AT5G06860.1	g5583, g1670
OG0000768	AT5G66430.1	g50704
OG0000769	AT3G42170.1	g38177, g9749
OG0000770	AT4G38510.5	g31913, g50129
OG0000771	AT5G66710.1	g19649
OG0000771	AT3G50730.1, AT3G50720.1	g11359, g19349
OG0000772	AT1G66880.1	g41820
OG0000772	AT5G38210.2	g46750
OG0000774	AT4G26300.5	g47581
OG0000775	AT1G20490.1, AT1G20500.1	g27461
OG0000777	AT3G27425.1, AT3G01325.1, AT3G01331.1	g36973
OG0000777	AT3G01322.1, AT3G01326.1, AT3G01327.1, AT3G01328.1	g12736
OG0000781	AT2G29120.1	g37867, g37860, g37868
OG0000782	AT4G14160.1	g24567
OG0000782	AT1G05520.1	g49502
OG0000783	AT2G33300.1, AT2G33090.1, AT2G32820.1	g51317, g51340, g51316
OG0000784	AT1G28230.1	g50452, g50492
OG0000786	AT4G22380.1, AT5G20160.2	g706
OG0000786	AT4G12600.2	g40413, g28951, g25653
OG0000787	AT5G56870.1	g1090
OG0000787	AT4G26140.7	g23718
OG0000787	AT3G52840.2	g11321
OG0000788	AT4G33300.1	g18150
OG0000788	AT5G04720.1	g29776
OG0000789	AT2G37600.1, AT3G53740.2	g37224
OG0000790	AT1G67990.1	g44868
OG0000790	AT1G67980.1	g44869
OG0000791	AT1G17770.1, AT2G24740.1	g31729
OG0000793	AT3G14940.1	g12159
OG0000793	AT1G53310.1	g54285
OG0000793	AT2G42600.1	g52074
OG0000794	AT3G28510.1	g10410
OG0000795	AT1G26880.1, AT1G69620.1, AT3G28900.1	g44749
OG0000796	AT3G25800.1, AT1G13320.1	g10608
OG0000796	AT1G25490.1	g32196
OG0000797	AT3G47000.1	g2808
OG0000797	AT3G47040.2	g2807
OG0000799	AT1G51890.2	g36525
OG0000799	AT1G51860.1	g36524
OG0000800	AT4G12720.4	g17612
OG0000801	AT3G62660.1	g1754
OG0000801	AT4G02130.1	g39542
OG0000803	AT2G43820.1	g38223, g37478
OG0000803	AT2G43840.1	g37524
OG0000804	AT3G09260.1	g7507, g2527
OG0000804	AT5G28510.1, AT1G66270.1, AT1G66280.1	g13025
OG0000813	AT1G57820.1, AT1G57800.2	g6899, g13299
OG0000813	AT5G39550.1, AT1G66050.1, AT1G66040.1	g54336
OG0000814	AT1G11620.1, AT1G31510.1, AT1G11608.1	g27166
OG0000816	AT5G54760.1	g39401
OG0000817	AT5G05800.1	g29708
OG0000817	AT2G19220.1, AT3G11310.1, AT3G11300.1, AT3G11290.1	g13113
OG0000818	AT5G01550.1	g5834
OG0000818	AT5G01540.1	g5833
OG0000821	AT2G28355.1	g51076
OG0000822	AT4G17390.1	g24320, g47203
OG0000823	AT3G43505.1	g24626, g6994
OG0000824	AT3G20160.1, AT1G49530.1	g11934
OG0000825	AT3G17227.1, AT3G17230.1, AT3G17225.1	g6958
OG0000826	AT1G06650.2	g31014
OG0000827	AT1G58290.1	g41060
OG0000827	AT1G09940.1	g49716
OG0000827	AT2G31250.1	g27098
OG0000828	AT1G26630.1	g50360, g27587
OG0000828	AT1G13950.1, AT1G69410.1	g32151
OG0000829	AT1G65165.1, AT1G65170.1, AT1G65160.1, AT1G65140.1	g11006
OG0000832	AT2G28760.4	g39999
OG0000832	AT3G46440.1	g2880
OG0000832	AT5G59290.2	g1260
OG0000833	AT2G29735.1	g46873
OG0000834	AT1G01070.1	g49354
OG0000835	AT2G31430.1, AT3G55680.1, AT2G31432.2, AT2G31425.1	g37905
OG0000836	AT5G25960.1, AT5G25950.1	g18547, g18546
OG0000837	AT5G22150.1, AT5G22160.1	g778
OG0000839	AT5G02870.1	g29846, g5767
OG0000839	AT3G09630.1	g7481
OG0000840	AT1G53990.1	g27998
OG0000841	AT5G49760.1, AT5G49780.2, AT5G49770.1	g26701
OG0000842	AT1G49640.1, AT1G49650.1, AT1G49660.1	g36403, g36381
OG0000843	AT3G61900.1	g1795
OG0000844	AT3G56340.1	g2152
OG0000844	AT2G40510.1, AT2G40590.1	g51911
OG0000845	AT4G10450.1	g40312
OG0000845	AT1G33140.1, AT1G33120.1	g27798, g32658
OG0000846	AT5G26300.1, AT5G26280.3, AT5G26260.1, AT5G26320.1	g4864
OG0000847	AT5G40050.1	g28734
OG0000849	AT2G12465.1, AT2G12475.1	g14388
OG0000849	AT5G42232.1, AT5G42235.1	g34461
OG0000851	AT4G39490.1	g48007
OG0000851	AT2G23180.1, AT4G39480.1	g38444
OG0000853	AT1G26799.1	g50344
OG0000857	AT3G45200.1	g46806
OG0000857	AT1G64870.1, AT5G11220.1	g29451
OG0000858	AT5G43010.1	g37044
OG0000859	AT5G20550.1, AT5G20400.1	g28935
OG0000860	AT5G22990.1, AT2G15740.1, AT2G18490.2, AT5G42640.1	g13766
OG0000861	AT5G60780.1	g828
OG0000861	AT3G45060.1	g3012
OG0000863	AT1G79550.1	g44317
OG0000863	AT1G56190.1, AT3G12780.1	g13146
OG0000865	AT3G45700.1, AT3G45710.1	g2943
OG0000865	AT3G45690.1, AT3G45680.1	g19586
OG0000866	AT2G25980.1	g14335
OG0000867	AT5G47210.1	g10891, g40691
OG0000867	AT4G17520.1	g24255
OG0000868	AT3G50120.1, AT3G50160.1, AT3G50150.1, AT3G50170.1, AT3G50200.1, AT3G50180.1	g2592
OG0000869	AT1G69100.2	g3375
OG0000869	AT4G22050.1	g40440
OG0000870	AT3G56240.1	g2161
OG0000870	AT1G66240.1	g29778, g12365
OG0000871	AT2G37480.1	g51643
OG0000871	AT3G53670.1	g19181, g2336
OG0000872	AT5G42260.1, AT5G44640.1, AT2G25630.1	g19425
OG0000872	AT2G44450.1	g37548
OG0000873	AT5G17080.1, AT5G17140.1	g29149, g29151
OG0000873	AT1G03720.1	g47995
OG0000874	AT1G13470.1	g49875
OG0000874	AT1G13520.1, AT1G13480.1	g31459, g53611
OG0000875	AT1G33100.1, AT1G33090.1	g32657
OG0000876	AT1G61330.1	g18479
OG0000882	AT1G11980.1	g27747
OG0000882	AT2G35635.1	g50590
OG0000884	AT1G56400.1	g39398
OG0000885	AT3G22230.1, AT2G32220.1	g17702
OG0000887	AT1G35365.1, AT3G27900.2, AT1G35353.1	g5006
OG0000888	AT4G19500.1	g17415, g47313
OG0000889	AT4G21585.6	g47385
OG0000890	AT2G09990.1, AT5G18380.1	g29042, g4923
OG0000891	AT3G32960.1	g3462
OG0000894	AT3G50000.1	g19373, g2597
OG0000896	AT3G55677.1, AT3G55665.1, AT3G55672.1	g11430, g26094
OG0000896	AT3G55254.1, AT3G54925.1, AT3G55252.1	g37070, g37071, g37072
OG0000897	AT5G06600.1	g29666
OG0000897	AT3G11910.1	g13126, g7345, g12305
OG0000898	AT5G05370.1	g29730, g5640
OG0000898	AT3G10860.1	g12349
OG0000899	AT1G78660.1	g46468
OG0000899	AT1G78680.1	g46469
OG0000900	AT1G53945.1	g36677
OG0000901	AT3G25960.1, AT3G55650.1, AT3G55810.1	g2066, g12613
OG0000902	AT2G41390.1, AT2G41400.1	g42965, g42963
OG0000903	AT4G29270.1	g23485
OG0000903	AT4G29260.1	g17010
OG0000904	AT3G19130.1	g6829, g11975
OG0000904	AT1G49600.2	g36401
OG0000905	AT4G19510.4	g17414, g47314
OG0000906	AT4G24010.1, AT4G24000.1	g23857
OG0000907	AT3G01870.1	g7952
OG0000907	AT2G44260.2	g37537
OG0000908	AT3G58500.1	g11209, g1980, g18951
OG0000908	AT2G42500.1	g52055
OG0000909	AT5G37280.1	g19482
OG0000909	AT5G37220.1, AT5G37230.1, AT5G37250.2, AT5G37270.1	g46814, g46826
OG0000910	AT2G38995.2, AT5G37300.4	g38113, g37307
OG0000911	AT4G39340.1	g22703
OG0000911	AT2G21740.1, AT2G21750.1	g36959, g50882, g54088
OG0000912	AT3G05590.1	g7695
OG0000912	AT5G27850.1	g4794, g10126
OG0000913	AT5G38480.1	g18093
OG0000913	AT3G02520.1	g7867
OG0000914	AT4G01070.1	g25399
OG0000916	AT1G13200.1	g31437
OG0000916	AT1G12870.1	g27224
OG0000917	AT1G22440.1	g27518
OG0000919	AT4G07325.1	g16101
OG0000922	AT3G24780.1, AT5G13210.1	g29369
OG0000923	AT3G47960.1	g2757
OG0000923	AT5G62680.1	g340
OG0000924	AT4G13410.1, AT1G24070.1	g50312
OG0000924	AT5G16190.4	g29200
OG0000925	AT5G25010.1, AT5G24990.1, AT5G25020.1	g18564
OG0000925	AT5G10750.1	g29481
OG0000926	AT4G31700.1	g23312
OG0000926	AT5G10360.1	g45532, g5417, g29502
OG0000927	AT2G29690.1, AT3G55870.3, AT5G05730.2	g29713
OG0000928	AT2G30620.1	g39900, g51220
OG0000928	AT1G06760.1	g31022
OG0000929	AT1G06700.1	g31018, g49550
OG0000930	AT5G22670.1	g3079
OG0000932	AT4G28060.1	g17066, g23580
OG0000932	AT1G22450.1	g50244
OG0000933	AT5G55440.1	g1115
OG0000934	AT4G25850.2, AT4G25860.1	g23730
OG0000934	AT5G57240.3	g39310
OG0000936	AT4G35733.1	g18231
OG0000938	AT3G14415.2	g7162
OG0000939	AT1G36050.1	g27912
OG0000939	AT1G22200.1	g50234
OG0000940	AT4G27890.1	g23591
OG0000943	AT3G50290.1	g2587
OG0000944	AT3G49630.1	g11378
OG0000944	AT3G50210.1	g2591
OG0000947	AT2G47880.1	g37763
OG0000947	AT3G62960.1	g18748
OG0000948	AT3G57240.1	g18992
OG0000949	AT3G55280.1	g51777, g2220
OG0000949	AT2G39460.1	g37318
OG0000950	AT3G06720.1	g12477
OG0000951	AT4G35830.1	g22969
OG0000951	AT2G05710.1	g11622
OG0000952	AT1G09510.1	g27082
OG0000952	AT1G09500.1	g49628, g49629
OG0000955	AT1G13780.1, AT5G27750.1	g31477, g14015, g53182, g14019, g14375, g27771, g53183
OG0000957	AT4G39640.1	g22720
OG0000957	AT4G39650.1	g22721
OG0000958	AT1G26250.1	g27596
OG0000962	AT2G04020.2	g1560
OG0000962	AT2G03980.1	g10642, g16672
OG0000963	AT5G14860.1	g29281
OG0000963	AT2G16890.2	g14070
OG0000964	AT2G31862.1, AT2G18810.1, AT2G31720.1	g37911
OG0000965	AT4G25630.1	g47552, g23748
OG0000966	AT3G49010.1, AT3G48960.1	g19445
OG0000967	AT5G25470.1, AT5G25475.4	g602
OG0000968	AT5G60130.1, AT5G60140.1	g41318
OG0000968	AT5G60142.1	g28800
OG0000969	AT5G58390.1	g1171
OG0000969	AT5G05340.1	g5642
OG0000970	AT3G27830.1	g10456, g10455
OG0000971	AT5G46050.1, AT5G46040.1	g43973
OG0000973	AT5G47200.1	g40690, g10892, g17532, g47214, g24254
OG0000974	AT3G08530.1	g12990
OG0000974	AT3G11130.1	g12335
OG0000975	AT3G53960.1	g2322
OG0000976	AT5G52070.1	g3840, g28360, g4496, g26454
OG0000976	AT5G42670.1	g37017, g37018
OG0000977	AT2G17750.1	g36181, g50666, g36215, g36213
OG0000978	AT3G04840.1	g12824, g12583, g7738
OG0000978	AT4G34670.1	g47886
OG0000979	AT1G19040.1	g41683, g41660, g41662, g41633, g36993, g36966, g36967
OG0000980	AT3G29670.1	g10340
OG0000982	AT1G14048.1	g38543
OG0000983	AT5G16130.1	g45719, g5064
OG0000984	AT3G02230.1	g7889
OG0000985	AT2G27050.1	g40140
OG0000985	AT3G20770.1	g11898
OG0000986	AT2G31510.1	g51255
OG0000987	AT5G52360.1	g28366, g41220
OG0000988	AT4G26340.1	g23707, g23706
OG0000989	AT2G41630.1	g38167, g37399
OG0000990	AT5G61180.1	g432
OG0000991	AT5G28235.1	g22654
OG0000992	AT5G06810.1	g5587
OG0000993	AT3G09390.1	g7494
OG0000994	AT1G15800.1	g49952
OG0000994	AT1G80610.1	g46568
OG0000995	AT1G35250.1, AT1G35290.1	g27907
OG0000995	AT1G68280.1, AT1G68260.1	g44850
OG0000996	AT3G45670.1, AT4G04632.1	g2912, g2937, g2933
OG0000997	AT1G68600.1, AT2G17470.2	g32197
OG0000998	AT2G17770.2	g6045
OG0000998	AT4G35900.1	g22964, g47945
OG0001000	AT3G52590.1	g19237
OG0001000	AT2G36170.1	g11324
OG0001001	AT2G36400.1	g37165
OG0001001	AT3G52910.1	g2397
OG0001002	AT3G23000.1	g6557
OG0001002	AT4G14580.1	g47060
OG0001003	AT5G37810.1	g25184, g16220
OG0001003	AT5G37820.2	g46773
OG0001004	AT5G48410.1, AT5G48400.2	g10270
OG0001005	AT5G46710.1	g40644, g10924
OG0001005	AT4G17900.1	g47245
OG0001006	AT3G30823.1	g13764, g24824, g52713
OG0001007	AT4G21160.1	g17365, g24033
OG0001007	AT4G05330.1	g25539
OG0001009	AT3G55430.1	g2210
OG0001010	AT4G29340.1	g23477
OG0001010	AT2G19770.1	g13896
OG0001011	AT5G26620.1	g10114, g4838, g18527
OG0001011	AT3G05858.1	g12522
OG0001012	AT4G27660.1	g47639
OG0001013	AT5G19000.2	g41449
OG0001013	AT3G06190.1	g7660, g12501
OG0001014	AT4G15393.2, AT4G15396.1	g24465
OG0001014	AT3G30290.1	g17661
OG0001015	AT2G19920.2, AT2G19910.1	g5942
OG0001015	AT2G19930.1	g5941
OG0001016	AT1G09210.1	g31167
OG0001016	AT1G56340.1	g27062
OG0001017	AT1G23170.2	g32060
OG0001017	AT3G11880.2	g44683
OG0001018	AT4G35210.1, AT4G35200.1	g47909, g47910
OG0001019	AT5G28380.1, AT5G28340.1, AT3G60960.1	g37254
OG0001031	AT5G14620.1	g45664
OG0001031	AT5G15380.1	g13606
OG0001032	AT5G11090.1	g29459
OG0001032	AT5G25280.1	g10052
OG0001033	AT2G30140.1	g39943
OG0001034	AT2G32340.1	g39793
OG0001034	AT1G05270.1	g26954
OG0001035	AT2G21390.1	g14026, g38532
OG0001036	AT1G29962.1, AT1G28450.1, AT1G28460.1, AT1G54760.1	g32424
OG0001037	AT2G22740.1	g36926
OG0001037	AT2G35160.1	g22456, g3733, g22455
OG0001038	AT3G28790.1	g10400
OG0001038	AT3G28830.1	g16485
OG0001039	AT5G24160.1, AT5G24150.1	g18572
OG0001042	AT3G45450.1, AT3G48870.1	g2682, g19439
OG0001042	AT5G50920.1	g1352
OG0001043	AT5G11660.1	g17845
OG0001043	AT5G04937.1	g45421, g45419
OG0001044	AT3G10470.1	g13098
OG0001044	AT5G04390.1	g29792, g5691
OG0001045	AT1G77510.1	g46369
OG0001045	AT1G21750.1	g27495, g50209
OG0001046	AT1G21010.1	g50165, g31961
OG0001046	AT1G76600.1	g46291
OG0001047	AT1G19970.1	g50115
OG0001047	AT1G75760.1	g46230
OG0001048	AT5G42325.1, AT4G18720.1, AT2G42725.1	g44964, g37057
OG0001049	AT1G53840.1	g36667, g11243
OG0001050	AT4G00270.1, AT2G25650.1	g24719, g25061, g25043, g25034, g25068, g25041, g25066, g25048, g36889
OG0001052	AT5G45880.1	g10964, g40587
OG0001052	AT4G18596.2	g24176, g17469
OG0001053	AT3G15640.1	g12118
OG0001053	AT1G52710.1	g13240, g12117
OG0001054	AT2G16770.1	g6121
OG0001054	AT4G35040.1	g23035
OG0001055	AT1G31400.1	g1972
OG0001056	AT3G55500.1	g2194
OG0001056	AT2G39700.1	g37327, g51789
OG0001057	AT5G39740.1, AT3G25520.1	g11661, g6390
OG0001058	AT4G27090.1	g17104, g23657
OG0001058	AT2G20450.1	g5968
OG0001059	AT3G11940.1	g13128, g12299
OG0001060	AT1G72370.1	g44609, g45995
OG0001061	AT2G28700.1	g47040, g44040
OG0001061	AT3G05860.1	g7688
OG0001063	AT3G21790.1, AT3G21800.1	g11856
OG0001064	AT1G66370.1, AT1G56650.1, AT1G66390.1	g44988
OG0001065	AT4G00110.1	g25341
OG0001065	AT2G45310.1	g37594
OG0001065	AT1G02000.1	g49295
OG0001066	AT1G14130.1	g25931, g31501
OG0001066	AT1G14120.1	g31500
OG0001067	AT1G12960.1, AT1G70600.1	g50285, g44694
OG0001069	AT1G61820.1	g38261
OG0001069	AT1G61810.3	g40938
OG0001070	AT5G44565.2	g40496
OG0001070	AT5G44582.1	g40498
OG0001071	AT1G49200.1	g54120, g54121
OG0001073	AT4G10895.1	g51081
OG0001076	AT4G09190.1	g13268
OG0001076	AT5G18160.1	g18040
OG0001077	AT5G38280.2	g18113
OG0001078	AT4G03070.1	g25495
OG0001079	AT3G54540.1	g19149
OG0001081	AT1G75590.1	g46220
OG0001081	AT1G19840.1	g31883
OG0001082	AT2G19550.1	g49717
OG0001085	AT4G18670.1	g24168
OG0001085	AT3G24480.1	g11721
OG0001086	AT4G13940.1	g17809
OG0001086	AT3G23810.1	g6503
OG0001087	AT3G16720.1	g6997
