Orthogroup	Arabidopsis_thaliana	Camelina_sativa
OG0000137	AT5G55350.1	XP_010443157.1, XP_010482975.1
OG0000137	AT5G55340.1	XP_010482974.1, XP_010449487.1, XP_010443156.1
OG0000138	AT3G62440.1	XP_010512641.1, XP_010473771.2
OG0000138	AT3G58960.1	XP_010459258.1
OG0000138	AT3G54160.1	XP_010507432.1, XP_010412763.1, XP_019085590.1
OG0000141	AT1G12290.1	XP_010458659.1, XP_019094334.1
OG0000141	AT4G10780.1	XP_010476182.1, XP_019091459.1
OG0000141	AT1G12280.1	XP_010462666.1, XP_010476194.1
OG0000141	AT1G12220.1	XP_010435102.1
OG0000141	AT1G12210.1	XP_010476199.2
OG0000141	AT1G62630.1, AT1G63360.1	XP_010418252.1, XP_010418251.1, XP_010473486.1, XP_010430326.1, XP_010430323.1
OG0000141	AT1G63350.2	XP_010473480.1
OG0000148	AT1G47765.1	XP_010479176.1, XP_019091126.1, XP_010463252.1
OG0000148	AT3G10240.1	XP_019098989.1, XP_010486624.1, XP_010464693.1
OG0000148	AT1G47730.1	XP_010501884.1, XP_010479216.1
OG0000151	AT3G55110.1	XP_010427259.1, XP_010504355.1
OG0000151	AT3G55100.1	XP_010504354.1, XP_010516066.1, XP_010427258.1
OG0000151	AT2G39350.1	XP_010517272.1, XP_010505600.1, XP_010509030.1
OG0000151	AT3G55090.1	XP_010516065.1, XP_010504353.1, XP_010427257.1
OG0000151	AT3G53510.1	XP_010427003.1, XP_010515843.1, XP_010504115.1
OG0000151	AT2G37360.1	XP_010517003.1, XP_010505317.1, XP_010509348.1
OG0000151	AT5G13580.1	XP_010453438.1, XP_010492119.1, XP_010419943.1
OG0000153	AT2G29330.1	XP_010510508.1, XP_019083065.1, XP_019093759.1
OG0000153	AT2G30670.1	XP_010469818.1, XP_010510314.1, XP_010510309.1, XP_010480220.1, XP_010510316.1, XP_010510310.1, XP_010469814.1
OG0000153	AT2G29340.1	XP_010414398.1
OG0000153	AT2G29310.1	XP_010414400.1, XP_010510506.1, XP_010510505.1, XP_010414405.1, XP_019101445.1, XP_019093758.1, XP_010469968.1
OG0000153	AT2G29300.2, AT2G29320.1	XP_010414403.1, XP_010510507.1
OG0000154	AT1G50830.1	XP_019094641.1
OG0000154	AT5G18510.1	XP_010479548.1, XP_010500655.1, XP_010454099.1, XP_019084172.1, XP_010492860.1
OG0000154	AT4G16050.1	XP_010440216.1, XP_010449863.1
OG0000154	AT1G51538.1	XP_010479636.2
OG0000154	AT1G50790.1, AT1G50820.2	XP_010479545.1
OG0000154	AT1G50750.1	XP_019091311.1, XP_019094572.1
OG0000157	AT1G30790.1	XP_010463016.2, XP_010480774.1, XP_010501673.1
OG0000157	AT1G32660.1	XP_019099460.1, XP_010481100.1, XP_010463049.1, XP_010480898.1, XP_019091026.1
OG0000158	AT4G36840.1	XP_019098381.1, XP_010445231.1, XP_010436460.1
OG0000159	AT4G03728.1	XP_010478935.1
OG0000160	AT2G18960.1	XP_010414912.1
OG0000160	AT4G30190.2	XP_010451109.1, XP_010438207.1, XP_010433017.1
OG0000160	AT5G57350.1	XP_019095995.1, XP_010443420.1, XP_010452018.1
OG0000160	AT2G07560.1	XP_010488815.1, XP_010496144.1
OG0000160	AT3G42640.1	XP_019102235.1, XP_010425792.1
OG0000160	AT1G80660.1	XP_010417678.1, XP_019093982.1
OG0000160	AT2G24520.2	XP_019094158.1, XP_010429432.1
OG0000162	AT2G33200.1	XP_010413904.1, XP_010469510.1, XP_010509919.2
OG0000162	AT2G33190.1	XP_010473861.1, XP_010418659.1, XP_010513090.1
OG0000162	AT5G38270.1	XP_019086328.1
OG0000162	AT2G04830.1	XP_010497639.1
OG0000162	AT2G03610.1	XP_019087482.1
OG0000162	AT2G04810.1, AT2G04840.1	XP_010467034.1, XP_010488721.2
OG0000165	AT5G36910.1	XP_010493314.1, XP_010493375.1, XP_010511019.1, XP_010454546.1, XP_010454545.1, XP_010493374.1, XP_010454524.1, XP_010421072.1, XP_010454547.1, XP_010511017.1, XP_010494605.1, XP_010500453.1, XP_010500454.1, XP_010500452.1, XP_010479337.1, XP_010461707.1, XP_010434541.1, XP_010422126.1
OG0000165	AT1G66100.1	XP_010470139.1, XP_010414591.1, XP_010414592.1, XP_010510752.1, XP_010510688.1, XP_010510689.1, XP_010441528.1, XP_019097673.1, XP_010464816.1, XP_010488086.1, XP_010467683.1, XP_010455585.1, XP_010429492.1
OG0000166	AT2G25470.3	XP_010417313.1, XP_010472547.1, XP_019085900.1
OG0000166	AT1G74180.1	XP_019083353.1, XP_010428402.2
OG0000166	AT1G74170.2	XP_019093591.1
OG0000167	AT4G10190.1	XP_019084309.1, XP_019085733.1
OG0000167	AT3G21170.1	XP_010420489.1, XP_010489990.2
OG0000167	AT3G21130.1	XP_010489988.1, XP_010489989.1, XP_010468338.1
OG0000167	AT3G21120.1	XP_010488097.1, XP_019092253.1
OG0000167	AT3G23260.1	XP_019096441.1, XP_010468484.1, XP_010422557.1, XP_010490067.1, XP_019092273.1, XP_010468410.1
OG0000169	AT2G02660.1, AT2G02890.1	XP_019086130.1
OG0000169	AT2G23160.1	XP_019096518.1
OG0000169	AT1G47340.1, AT1G47350.1	XP_010500261.1
OG0000169	AT1G47300.1	XP_010419133.1, XP_010468624.1, XP_010468622.1, XP_010463233.1
OG0000170	AT2G45580.1	XP_010518180.1, XP_010508141.1, XP_010508139.1
OG0000170	AT3G61040.1	XP_010413500.1
OG0000170	AT3G61035.1	XP_019093574.1
OG0000170	AT1G33720.1	XP_010508144.1, XP_010506518.1, XP_010518179.1, XP_010478793.2, XP_010499912.1, XP_010478790.1
OG0000170	AT2G45570.1	XP_010508143.1, XP_010506519.1, XP_019082415.1
OG0000170	AT2G45560.1	XP_010518177.1, XP_010508150.1, XP_010506516.1
OG0000170	AT2G45550.1	XP_010508155.1, XP_010508154.1, XP_010506513.1, XP_010518174.1, XP_010508153.1, XP_010506515.1, XP_010508148.2, XP_010518175.2
OG0000171	AT5G53300.1	XP_010442887.1, XP_010482719.1, XP_010445686.1
OG0000171	AT5G41700.4	XP_010441335.1, XP_019091804.1
OG0000171	AT1G64230.4	XP_010473679.1, XP_010430541.1, XP_010418477.1
OG0000171	AT2G16740.1	XP_010496667.1, XP_010516221.1
OG0000171	AT5G56150.1	XP_019087079.1, XP_010450714.1, XP_010483082.1
OG0000172	AT2G02520.1	XP_010463281.1, XP_019090992.1, XP_010421256.1, XP_019096436.1, XP_019100924.1, XP_019099608.1
OG0000172	AT3G25727.1	XP_019098415.1
OG0000172	AT5G16486.1	XP_010480532.1, XP_019096507.1, XP_019089522.1
OG0000172	AT1G43730.1	XP_019091036.1
OG0000174	AT1G52603.1	XP_010445225.1, XP_010480804.1, XP_010445911.1, XP_010424112.1, XP_010431132.1, XP_019095601.1, XP_010463111.1, XP_010501343.1, XP_010436504.1, XP_010451554.1, XP_019099714.1, XP_019101872.1, XP_010422589.1
OG0000174	AT5G33393.1	XP_010495812.1
OG0000175	AT1G23490.1, AT1G70490.1	XP_010477643.1, XP_010415728.1, XP_010498859.1, XP_010427826.1, XP_010460136.1, XP_010471043.1
OG0000175	AT1G10630.1	XP_010475938.1
OG0000175	AT5G14670.1	XP_010492280.1
OG0000175	AT3G62290.1	XP_010512616.1
OG0000176	AT3G05360.1	XP_010485978.1, XP_010464056.1, XP_019100088.1
OG0000176	AT1G71400.1	XP_010415849.1
OG0000177	AT1G21240.1	XP_010477387.1
OG0000177	AT1G21230.1	XP_010477385.1, XP_010462815.1, XP_010498573.2, XP_010477384.1, XP_010459830.1
OG0000177	AT3G25490.1	XP_019095422.1
OG0000177	AT1G21210.1	XP_010459827.1, XP_019099126.1, XP_010477383.1
OG0000177	AT1G21270.1	XP_010459834.1
OG0000178	AT4G04490.1	XP_010432767.1
OG0000178	AT4G04510.2	XP_010424589.1, XP_010468078.1, XP_010455738.1
OG0000178	AT4G04500.1	XP_010422268.1, XP_010455732.1, XP_010432755.1, XP_010496365.1, XP_010455731.1
OG0000178	AT4G04570.1	XP_010456914.1, XP_019089409.1, XP_010455743.1, XP_010455740.1, XP_019089416.1, XP_010432626.1, XP_010422277.1
OG0000178	AT4G04540.1	XP_010455742.1, XP_010422274.1, XP_010432646.2, XP_010432744.1, XP_010432720.1, XP_010432614.1, XP_010422279.1
OG0000179	AT1G58390.1	XP_019094064.1
OG0000179	AT1G59124.2, AT1G58807.1, AT1G59218.1, AT1G58848.1, AT1G58602.1	XP_010511059.1
OG0000182	AT3G61100.1	XP_010512440.1, XP_010469122.1, XP_010413494.2
OG0000182	AT3G61090.1	XP_010469125.1
OG0000183	AT1G66410.2, AT5G37780.3	XP_010440887.1, XP_010435687.1, XP_010511465.1, XP_010450539.1, XP_010470516.1, XP_010415183.1
OG0000183	AT2G27030.3	XP_010417845.1, XP_010510825.1
OG0000184	AT3G22030.1	XP_019096428.1
OG0000184	AT3G22050.1	XP_019096786.1, XP_019083018.1
OG0000184	AT3G22020.1	XP_010466467.1
OG0000184	AT3G22040.1	XP_019092646.1, XP_010510843.1, XP_010488218.1
OG0000185	AT3G19520.3	XP_010466101.1, XP_010468289.1, XP_010468290.1
OG0000185	AT1G19060.1	XP_019092603.1, XP_019096667.1, XP_010486303.1
OG0000185	AT1G23970.2, AT1G23950.2	XP_010460854.1, XP_010477702.1, XP_010477707.1, XP_010498903.1
OG0000185	AT1G23960.1	XP_010477705.1, XP_010498908.1
OG0000185	AT1G27860.1, AT1G28500.1	XP_010501621.1, XP_010480684.1
OG0000186	AT1G53340.2	XP_010436725.1, XP_019089397.1
OG0000186	AT5G02340.1, AT2G13950.1, AT5G02330.1, AT2G13900.1, AT5G02350.1	XP_019084620.1
OG0000186	AT1G44050.1	XP_019087938.1, XP_019087770.1
OG0000186	AT5G55780.1	XP_010442604.1
OG0000186	AT3G26550.1	XP_010506999.1, XP_010425365.1, XP_019086723.1
OG0000186	AT2G02690.1, AT2G02700.1, AT2G02680.1	XP_019085722.1, XP_019099828.1
OG0000186	AT2G02610.1, AT2G02640.1	XP_019102141.1, XP_019099827.1
OG0000186	AT1G61840.1	XP_010430206.1, XP_010418161.1, XP_010473403.1, XP_010418160.1, XP_019082839.1
OG0000186	AT2G40050.1	XP_019099879.1, XP_019099782.1
OG0000187	AT1G19460.1, AT1G19470.1	XP_010498366.1, XP_010459550.1, XP_010459617.1, XP_010502271.1
OG0000187	AT2G29780.1	XP_019083052.1, XP_010513242.1
OG0000187	AT2G29770.1	XP_010469936.1, XP_019093566.1, XP_010418772.1, XP_010513226.1, XP_019100826.1, XP_019083155.1
OG0000187	AT2G29600.1, AT2G29800.1	XP_010418787.1, XP_010418773.1, XP_010473974.1, XP_010513243.1, XP_010418775.1, XP_019093577.1, XP_010469934.1, XP_010513228.2, XP_019101427.1, XP_019101086.1, XP_019083060.1, XP_010510482.1
OG0000187	AT2G29830.1, AT2G29820.1, AT2G29860.1	XP_010473962.1, XP_010418770.1, XP_010513232.1
OG0000188	AT4G29970.1	XP_010451114.1, XP_010445062.1
OG0000188	AT3G10790.1	XP_010465694.1, XP_010464760.1, XP_010495493.1, XP_010492654.1, XP_010489757.1, XP_010486695.2, XP_010456692.1, XP_010495466.1, XP_010421359.1, XP_010464757.1, XP_010492545.1, XP_010486697.1, XP_010465695.1, XP_010464759.1, XP_019092732.1
OG0000188	AT2G13630.1, AT3G04660.1	XP_019099870.1
OG0000189	AT3G51300.1	XP_010426685.1, XP_010515535.1, XP_010503823.1
OG0000189	AT4G35950.1	XP_010446848.1, XP_010432207.1
OG0000189	AT2G17800.1	XP_010413444.1, XP_010467579.1
OG0000189	AT4G35020.1	XP_010437541.1, XP_019086115.1, XP_010447010.1
OG0000189	AT1G75840.1	XP_010471725.1, XP_010428632.1
OG0000189	AT1G20090.1	XP_010477239.1, XP_010459691.1, XP_010498441.1
OG0000192	AT2G14920.1, AT1G13430.1	XP_010476340.1
OG0000192	AT5G43690.1	XP_010476380.1, XP_010495498.1, XP_010458819.1
OG0000192	AT3G45080.1	XP_010496748.1, XP_019102045.1
OG0000192	AT3G45070.2	XP_010507196.1
OG0000193	AT2G14710.1	XP_010468596.1, XP_019088381.1
OG0000193	AT1G47390.1	XP_010480992.1, XP_010500264.1
OG0000193	AT1G32430.1	XP_019099343.1
OG0000195	AT3G46800.1	XP_019085729.1, XP_010426125.1, XP_010507257.1, XP_010412601.1
OG0000195	AT2G19650.1	XP_010495934.1
OG0000195	AT2G04680.1, AT5G37620.1	XP_010495933.1
OG0000195	AT3G48400.1	XP_010431128.1, XP_019100221.1
OG0000195	AT5G22355.1	XP_010421023.1, XP_010493316.1
OG0000195	AT5G59930.1	XP_010443778.1
OG0000195	AT5G59940.1	XP_010443780.1
OG0000196	AT5G41540.1	XP_010447574.1, XP_010436101.1
OG0000196	AT5G40910.1	XP_019088660.1
OG0000196	AT5G41550.1	XP_010447622.1, XP_010441319.1
OG0000197	AT5G37760.1	XP_019088299.1, XP_010451361.1, XP_019086617.1, XP_010450534.2
OG0000197	AT5G37750.1, AT5G37440.1	XP_019087473.1, XP_019086616.1, XP_010440884.1, XP_019100703.1
OG0000197	AT4G19570.1	XP_010449335.1, XP_010434389.1
OG0000197	AT4G19580.1	XP_010434387.1, XP_010451359.1
OG0000198	AT2G01520.1	XP_010502132.1, XP_010513879.1, XP_010424925.1, XP_010513878.1
OG0000198	AT1G30990.1	XP_010459014.1, XP_010480484.1, XP_010496682.1
OG0000198	AT1G14930.1	XP_010459011.1
OG0000198	AT1G14950.1	XP_010496673.1, XP_010459012.1, XP_010476570.1
OG0000198	AT3G26450.1, AT3G26460.1	XP_010425329.1, XP_010430761.1, XP_010502572.1, XP_010514273.1, XP_010425353.1
OG0000199	AT1G51670.1	XP_010442215.1
OG0000199	AT4G29770.2	XP_010438266.1, XP_010447809.1, XP_010436343.1, XP_010447810.1, XP_010433066.1
OG0000199	AT5G18065.1, AT5G18040.1	XP_010441643.1, XP_010494756.1, XP_010441644.1
OG0000199	AT4G29760.1	XP_010451117.1, XP_010438263.1
OG0000200	AT1G05550.3	XP_010475251.1
OG0000200	AT1G05540.1	XP_019091373.1, XP_019094287.1
OG0000200	AT1G30170.1	XP_010499535.1, XP_010460802.1, XP_019094639.1, XP_010499539.2
OG0000200	AT1G30160.2	XP_010478394.1, XP_010460803.1, XP_010499534.1
OG0000202	AT4G02180.1	XP_010456973.1, XP_010429335.2
OG0000202	AT4G01910.1, AT4G01930.1, AT4G01740.1, AT4G01920.1	XP_010429346.1, XP_010422628.1, XP_010456069.1
OG0000202	AT4G11550.1	XP_010434819.1
OG0000202	AT4G11390.2	XP_019101663.1
OG0000202	AT4G01760.1	XP_010429322.1
OG0000202	AT1G69150.1, AT3G43890.1	XP_010418587.1, XP_010513773.1, XP_010418588.1, XP_010513772.2, XP_019093565.1
OG0000202	AT4G01925.1	XP_019084303.1, XP_010424466.2
OG0000202	AT4G09690.1, AT4G11547.1	XP_019085307.1
OG0000203	AT3G58250.1	XP_010507510.1, XP_019085608.1
OG0000203	AT3G58270.1	XP_010516473.1, XP_010427736.1, XP_010427735.1
OG0000203	AT3G58370.1	XP_019099737.1, XP_019102065.1, XP_019085090.1
OG0000203	AT3G58360.1	XP_010431453.2, XP_019099736.1, XP_019102066.1
OG0000203	AT3G58350.1	XP_010504788.1, XP_010516477.1, XP_010427742.1
OG0000208	AT2G06425.1, AT4G04265.1	XP_019097498.1, XP_019096598.1
OG0000208	AT5G34581.1	XP_019092290.1
OG0000209	AT1G12490.1, AT1G09650.1	XP_019091709.1, XP_010462677.2, XP_019090981.1, XP_010493395.1, XP_019094391.1
OG0000209	AT5G10340.1	XP_010495133.1, XP_010424706.2
OG0000209	AT4G01640.1, AT2G34280.1	XP_019101108.1
OG0000210	AT2G44930.1	XP_010508228.1, XP_010507742.1, XP_010518105.1
OG0000210	AT1G67150.2	XP_010415154.1
OG0000210	AT3G60470.1	XP_010469180.1, XP_010512373.1
OG0000215	AT2G06265.1, AT2G07505.1	XP_010440686.1, XP_019089529.1
OG0000216	AT4G00893.1	XP_010433542.1, XP_019090151.1, XP_019085339.1, XP_010468652.1, XP_010423520.1, XP_010497061.1, XP_010467388.1, XP_010424567.1, XP_010433552.1, XP_010455675.1, XP_010423531.1, XP_010489228.1, XP_010468654.1
OG0000216	AT4G12370.1	XP_010468408.2
OG0000216	AT4G10695.1	XP_019090026.1, XP_019090385.1, XP_010424512.1
OG0000216	AT4G12382.1	XP_019092359.1, XP_019087224.1
OG0000216	AT1G57790.1	XP_010414804.1, XP_010511356.1
OG0000216	AT3G56470.1	XP_010427473.1, XP_010504556.1, XP_010516256.1
OG0000219	AT3G48835.1	XP_019101884.1, XP_019099691.1
OG0000219	AT3G48840.1	XP_019088773.1, XP_010412916.1
OG0000219	AT5G41690.1	XP_010475048.1
OG0000219	AT3G10845.1	XP_010509288.1, XP_010450596.2
OG0000219	AT1G45100.1	XP_019093366.1
OG0000225	AT1G78760.1, AT1G66290.1, AT1G66320.1, AT1G66640.1, AT1G66310.1, AT1G66300.1	XP_010470503.1, XP_010415172.1, XP_010511557.1
OG0000225	AT4G13985.1	XP_019089432.1, XP_010436614.1, XP_010436612.1, XP_010497418.2
OG0000225	AT1G78730.1	XP_010429702.1
OG0000225	AT1G69630.1	XP_010429703.1
OG0000225	AT1G78750.1	XP_010429705.2, XP_010417480.1
OG0000225	AT1G78740.1	XP_010429712.1, XP_010429708.1, XP_010429704.1, XP_010463689.1
OG0000226	AT3G26250.1, AT3G26240.1	XP_019091078.1
OG0000226	AT4G10560.1	XP_019084315.1
OG0000226	AT1G62030.1	XP_010473421.1, XP_010430240.1
OG0000227	AT3G05650.1	XP_010486027.1, XP_010464097.1, XP_010430543.1
OG0000227	AT3G05660.1	XP_010486026.2, XP_010464098.1
OG0000227	AT3G28890.1	XP_019096356.1, XP_019097045.1, XP_019099452.1
OG0000227	AT5G25910.1	XP_019090683.1, XP_019083959.1
OG0000227	AT2G15080.1	XP_019096300.1
OG0000229	AT5G28820.1	XP_010430637.1, XP_019090985.1, XP_010424399.1, XP_010490380.1, XP_010461697.1, XP_010463156.1, XP_010495586.1, XP_010435527.1, XP_010478781.1, XP_010477332.1, XP_010497431.2
OG0000229	AT2G29880.1	XP_010480990.1, XP_010496443.1, XP_010440973.1
OG0000229	AT5G35540.1	XP_010480862.1, XP_019099580.1, XP_019099920.1, XP_019086558.1
OG0000230	AT5G38391.1	XP_010435737.1
OG0000230	AT3G58820.1	XP_010469219.2, XP_010516541.1
OG0000230	AT5G38396.1	XP_010435739.1, XP_019088775.1, XP_010450919.1
OG0000230	AT1G52650.1, AT4G13960.1	XP_019089372.1
OG0000230	AT5G38386.1, AT5G38390.1	XP_019089478.1
OG0000230	AT3G58900.4	XP_010504853.1, XP_010512106.1
OG0000233	AT5G07550.1	XP_010497851.1, XP_010452722.1, XP_010452723.1, XP_010423194.1, XP_010491374.1, XP_010497197.1
OG0000233	AT5G07571.1	XP_010452726.1, XP_010423193.1
OG0000233	AT5G07560.1	XP_010491375.1, XP_010452724.1
OG0000233	AT5G07540.1	XP_010452721.1, XP_010423195.1, XP_010491373.1
OG0000233	AT5G07600.1	XP_010491379.1, XP_010452729.1
OG0000233	AT5G07520.1	XP_010491370.1
OG0000234	AT5G02980.1	XP_010424803.2
OG0000234	AT5G03020.1, AT5G03010.1	XP_010423785.1, XP_010490769.1
OG0000234	AT5G03000.1	XP_010423786.1
OG0000234	AT3G46050.1	XP_010431030.2
OG0000235	AT3G25080.1	XP_019097393.1, XP_010454405.1
OG0000235	AT1G24388.1	XP_010462921.1, XP_010462920.1
OG0000235	AT3G57210.1	XP_010427759.1
OG0000236	AT1G69650.1	XP_010512015.1
OG0000236	AT1G69660.1	XP_010513685.1
OG0000236	AT3G22080.1	XP_019096795.1, XP_019083071.1
OG0000237	AT3G10430.1	XP_019096347.1, XP_019099046.1
OG0000237	AT4G04690.1	XP_010432488.1, XP_010456893.1, XP_010467948.1, XP_010455758.1, XP_010430568.1, XP_010467939.1, XP_010456916.1
OG0000237	AT3G08750.1	XP_010486421.1, XP_010464353.1
OG0000237	AT1G77650.1	XP_010427191.1, XP_019099914.1
OG0000237	AT3G22650.2	XP_010468380.1, XP_010421105.1, XP_019096687.1, XP_010490038.1
OG0000237	AT3G21410.1	XP_010468344.2, XP_010468345.1, XP_010468343.2, XP_010490001.2, XP_010420571.2
OG0000238	AT1G70840.1	XP_010427881.1, XP_010415776.1
OG0000238	AT1G70890.1	XP_019093826.1, XP_010415785.1, XP_010427896.1
OG0000238	AT5G28000.1	XP_010421666.1
OG0000241	AT4G21860.1	XP_010448984.1, XP_010439415.1, XP_010434115.1
OG0000241	AT4G21850.1	XP_010448986.1, XP_010448990.1, XP_010448988.1
OG0000241	AT4G21840.1, AT4G21830.1	XP_010439419.1, XP_010434119.1, XP_010448994.1
OG0000241	AT4G04800.1	XP_010455784.1, XP_010422316.1, XP_010432250.1
OG0000241	AT4G04810.1	XP_010455785.1, XP_010432240.1, XP_010422318.1
OG0000241	AT4G04830.1	XP_010432232.1, XP_010422317.1, XP_010455786.1
OG0000242	AT5G48670.1	XP_010471368.1
OG0000242	AT5G27810.1	XP_019095548.1
OG0000242	AT5G26630.1	XP_010456758.1, XP_010421525.1, XP_010421522.1, XP_010421527.1, XP_010456733.2, XP_010455018.1, XP_010455019.1, XP_010421526.1, XP_010497082.1
OG0000243	AT1G29450.1	XP_010478319.1, XP_010499462.1
OG0000243	AT1G29460.2	XP_010478318.1, XP_010499461.1
OG0000243	AT1G29500.1	XP_010478305.1, XP_010478308.1
OG0000243	AT1G29440.1, AT1G29430.1, AT5G27780.1	XP_019094807.1, XP_010499458.1, XP_010478307.1, XP_010460723.1, XP_010478304.1
OG0000244	AT4G05260.1	XP_010422417.1, XP_010456932.1, XP_010466450.1
OG0000244	AT4G05230.1	XP_010431560.1
OG0000244	AT4G03370.1, AT4G03360.1, AT4G02950.1, AT4G03350.1, AT4G02970.1	XP_010456956.1, XP_010456949.1, XP_010424644.1, XP_010424652.2, XP_010467152.1, XP_010430652.1, XP_010424643.1, XP_010456957.1, XP_010467162.2, XP_010456954.1, XP_010467130.1, XP_010424646.1, XP_010456955.1, XP_010467139.1
OG0000246	AT3G53160.1	XP_019084852.1, XP_010504074.1, XP_010515806.1
OG0000246	AT2G36790.1, AT2G36800.1	XP_010479272.1, XP_010461668.1, XP_010500378.1, XP_010505227.1, XP_019101281.1, XP_010516907.1, XP_019101282.1
OG0000246	AT2G36750.1	XP_010509439.2, XP_010516903.2, XP_010505225.1, XP_010516904.1, XP_010509434.1
OG0000246	AT2G36780.1	XP_010505226.1, XP_010516906.1
OG0000246	AT2G36770.1	XP_019100766.1, XP_010516905.1
OG0000247	AT5G38500.1	XP_019087330.1, XP_010451211.1, XP_010436366.1, XP_010451163.2
OG0000247	AT3G49610.1	XP_010507356.1, XP_010431183.1, XP_010412674.1
OG0000247	AT5G24050.1, AT3G24850.1	XP_010490129.2, XP_010488646.1, XP_010488630.1, XP_019092298.1, XP_019092480.1, XP_010514165.1, XP_010514019.1
OG0000248	AT1G70040.1	XP_010419119.1, XP_010474244.1, XP_010419117.1
OG0000248	AT1G70120.1	XP_010513701.1, XP_019100973.1, XP_010419127.1, XP_010513703.1, XP_010419128.1, XP_010474249.1
OG0000248	AT5G39330.1	XP_010445647.1, XP_010450825.1, XP_010436797.1
OG0000248	AT1G70020.1	XP_010513699.1, XP_019083023.1, XP_010419116.1
OG0000248	AT3G60700.1	XP_010512406.1, XP_010413526.1, XP_010473816.2
OG0000249	AT1G43260.1	XP_010445192.1, XP_010501586.1, XP_019086365.1, XP_010476554.2, XP_010484953.1, XP_010424408.1, XP_010474034.1, XP_010500764.1
OG0000250	AT5G20620.1	XP_010420904.1, XP_010493166.1
OG0000250	AT4G05320.2	XP_010431529.1
OG0000250	AT4G02890.3	XP_010492041.1, XP_010453358.1, XP_019090594.1, XP_010452435.1, XP_010422419.1
OG0000250	AT5G37640.1	XP_019094819.1
OG0000250	AT5G03240.1, AT1G65350.1	XP_010454744.1
OG0000251	AT3G26300.1, AT3G26310.1	XP_010514291.1
OG0000251	AT3G26330.1	XP_010425348.1, XP_010514290.1, XP_010502547.1
OG0000251	AT3G26320.1	XP_019099595.1, XP_019102095.1
OG0000251	AT5G57260.1	XP_010451917.1, XP_010483230.1
OG0000251	AT3G26290.2	XP_010502535.1, XP_010425351.1
OG0000252	AT5G37170.1	XP_010438007.1, XP_010438010.1, XP_010447532.1, XP_010432829.1, XP_019091399.1
OG0000252	AT1G77520.1	XP_010428832.1, XP_010416696.1, XP_010471946.1
OG0000252	AT1G77530.1	XP_010416697.1, XP_010428831.1
OG0000253	AT5G02490.1	XP_010490742.1, XP_010423825.2, XP_010484430.1, XP_010423858.1, XP_010495044.1, XP_010463615.1, XP_010446275.1
OG0000253	AT3G12580.1	XP_010499184.1, XP_010465032.1, XP_010486980.1
OG0000253	AT3G09440.1	XP_010486515.1, XP_010473075.1, XP_010464591.1
OG0000253	AT5G02500.1	XP_010423853.1, XP_019097656.1, XP_010452093.1
OG0000254	AT4G15680.1	XP_010434934.1, XP_010449911.1, XP_010440264.1
OG0000254	AT4G15660.1	XP_010445383.1, XP_010434935.1, XP_010449912.1
OG0000254	AT4G15670.1	XP_010445385.1, XP_010434937.1, XP_010449913.1
OG0000254	AT4G15700.1	XP_010440263.1, XP_010434932.1, XP_010449909.1, XP_010449908.1, XP_019087973.1, XP_010434931.1, XP_019087952.1, XP_010434933.1, XP_019098739.1, XP_010449910.1
OG0000255	AT1G42190.1	XP_010436864.1, XP_010484719.1, XP_010456809.1, XP_019094468.1, XP_010480714.1, XP_010507075.1, XP_019089250.1, XP_010468691.1, XP_019092379.1, XP_010480983.1, XP_019090140.1, XP_010456822.1, XP_010463369.1, XP_019088621.1, XP_010495607.1, XP_019087539.1, XP_010419100.1, XP_019092319.1, XP_010445604.1
OG0000256	AT3G17480.1, AT1G62270.1	XP_010473442.1, XP_019085863.1
OG0000256	AT3G22730.1	XP_010466564.2, XP_019096338.1, XP_010418308.2
OG0000256	AT3G22710.1, AT3G22720.1, AT3G22700.1	XP_019092654.1, XP_019092266.1
OG0000257	AT1G75830.1	XP_010428631.1, XP_010471724.1, XP_019083391.1
OG0000259	AT1G57690.1	XP_019100907.1
OG0000260	AT4G32170.1	XP_010432764.1, XP_010437945.1, XP_010447431.1
OG0000260	AT4G39510.1	XP_010431923.1, XP_010446498.1
OG0000260	AT5G02900.1	XP_010444711.1, XP_010482589.1, XP_010442757.1, XP_010482535.1, XP_010442700.1, XP_010444065.1
