Orthogroup	Arabidopsis_thaliana	Eutrema_salsugineum
OG0000347	AT4G23400.1	XP_006413559.1
OG0000347	AT4G00430.1	XP_006396241.1
OG0000349	AT5G59650.2	XP_024011593.1
OG0000350	AT3G29050.2, AT3G21920.2, AT3G21930.1, AT3G21910.1, AT3G21900.2	XP_024014973.1, XP_024014974.1
OG0000351	AT2G15660.1	XP_006407408.1, XP_006413962.1, XP_006407409.2
OG0000355	AT5G60440.1	XP_024013315.1, XP_024013316.1, XP_006400849.1
OG0000356	AT2G24680.6	XP_024014113.1
OG0000356	AT2G24650.1	XP_024014112.1
OG0000357	AT1G29930.1, AT1G29920.1, AT1G29910.1	XP_006415534.1, XP_006415536.1, XP_006415537.1
OG0000358	AT1G51490.1	XP_024014213.1, XP_024006255.1, XP_024006257.1
OG0000359	AT5G54145.1	XP_024012357.1
OG0000359	AT4G27652.1	XP_006413047.1
OG0000359	AT4G27657.1	XP_024005472.1
OG0000362	AT3G30730.2	XP_024016368.1
OG0000363	AT5G48000.1	XP_024003896.1
OG0000363	AT3G44970.1	XP_024013752.1
OG0000363	AT1G55940.2	XP_006395553.1
OG0000364	AT2G40560.1, AT2G40500.1	XP_024003638.1, XP_006409746.1
OG0000365	AT1G26390.1	XP_006415920.1
OG0000365	AT4G20800.1	XP_006413856.1, XP_006413854.1
OG0000365	AT1G26380.1, AT1G26410.1, AT1G26400.1, AT1G26420.1	XP_006415921.1
OG0000367	AT5G35610.1	XP_024008863.1
OG0000367	AT5G15025.1	XP_024006690.1
OG0000367	AT1G27220.1	XP_024008020.1
OG0000368	AT3G46700.1, AT3G46680.1, AT3G46650.1, AT3G46690.1	XP_006418874.2, XP_024009622.1, XP_006418873.1
OG0000368	AT3G46720.1	XP_006418870.1
OG0000370	AT3G23950.1, AT3G23970.1	XP_024009974.1
OG0000371	AT1G43720.1	XP_024006424.1
OG0000376	AT1G60750.1	XP_006392125.1
OG0000376	AT1G60690.1	XP_006392126.1
OG0000376	AT1G60710.1	XP_006392127.1
OG0000377	AT4G37370.1	XP_006411898.1
OG0000377	AT1G66540.1, AT4G37360.1, AT4G37340.1	XP_024004487.1
OG0000377	AT4G37320.1	XP_006393642.1
OG0000377	AT4G37330.1	XP_006411900.1, XP_006411901.1
OG0000379	AT2G02040.1	XP_006395818.1
OG0000379	AT3G54140.1	XP_006403613.1
OG0000379	AT2G02020.1	XP_024006961.1
OG0000379	AT1G62200.3	XP_024016059.1
OG0000380	AT1G35850.1, AT5G59280.1, AT1G21620.1	XP_024012512.1, XP_024012532.1, XP_006400936.1
OG0000380	AT5G60180.1, AT5G60110.1	XP_006400881.1, XP_024012520.1, XP_024012521.1, XP_006393432.1
OG0000381	AT2G33720.1	XP_024016547.1
OG0000382	AT4G02420.1, AT4G02410.1	XP_006396450.1
OG0000382	AT2G37710.1	XP_006410963.1
OG0000384	AT5G46940.1, AT5G46970.1, AT5G46930.1	XP_006398389.1
OG0000386	AT1G33950.1	XP_006415054.2
OG0000388	AT3G17550.1	XP_024016650.1
OG0000388	AT5G54210.1	XP_006397366.1, XP_006401605.1, XP_006401607.2
OG0000388	AT2G04930.1, AT3G19595.1	XP_006406482.1, XP_006406481.1
OG0000389	AT5G60610.1	XP_024012476.1
OG0000389	AT5G56700.2, AT5G56690.1	XP_006409792.2
OG0000389	AT2G26860.1	XP_024014146.1
OG0000390	AT1G22370.2	XP_006416204.1, XP_006416205.1
OG0000390	AT1G22360.1	XP_024008916.1
OG0000390	AT1G22400.1	XP_024008649.1
OG0000391	AT1G73310.1, AT5G36180.1, AT1G73300.1, AT1G73280.1, AT1G73290.1, AT1G73270.1	XP_006390568.1
OG0000391	AT3G10450.1	XP_024015047.1
OG0000392	AT1G17020.1	XP_006416751.1
OG0000392	AT4G25300.1, AT4G25310.1	XP_006413319.1
OG0000393	AT5G39130.1, AT5G39190.1, AT5G39160.1	XP_006405658.1
OG0000393	AT5G39100.1, AT5G39180.1, AT5G39150.1, AT5G39120.1	XP_024014651.1
OG0000394	AT1G52810.1	XP_006392866.1
OG0000395	AT1G14080.1	XP_006417058.1
OG0000395	AT2G15350.1, AT2G15370.1	XP_006409559.1
OG0000395	AT2G15360.1	XP_006417061.1
OG0000397	AT3G17710.1	XP_024012172.1, XP_024015686.1
OG0000398	AT5G17167.1	XP_006395910.2
OG0000399	AT3G62560.1	XP_006402369.1
OG0000399	AT1G09180.1	XP_006417597.1
OG0000402	AT5G66900.2	XP_024007630.1
OG0000402	AT5G66890.1	XP_024006781.1
OG0000402	AT5G66910.1	XP_006406006.1, XP_024006782.1
OG0000403	AT4G03440.1	XP_024004870.1
OG0000403	AT4G03470.1	XP_006396576.1
OG0000403	AT4G05040.1, AT4G14390.1, AT4G14400.1	XP_024009575.1, XP_006418804.2
OG0000405	AT3G29410.1	XP_024012331.1
OG0000406	AT1G07770.1, AT5G59850.1	XP_006400905.1, XP_006418972.1
OG0000407	AT1G03300.1, AT1G26540.1, AT2G47230.2	XP_006397915.1, XP_024015422.1
OG0000407	AT1G11420.1, AT2G47220.1	XP_024004900.1
OG0000409	AT2G27360.1	XP_024008673.1
OG0000409	AT1G28580.1, AT1G28570.1	XP_024008361.1
OG0000411	AT3G42940.1, AT2G24285.2, AT2G24480.1, AT5G43200.1, AT3G28620.1, AT2G24460.1	XP_006419063.1
OG0000412	AT5G16570.1	XP_006400196.1
OG0000412	AT5G37600.1	XP_006405853.1
OG0000412	AT1G66200.3	XP_006391364.1
OG0000412	AT3G17820.1	XP_006406687.1
OG0000413	AT3G13662.1	XP_006415181.1, XP_006407188.1, XP_006407189.1
OG0000413	AT1G55210.1	XP_006392671.1
OG0000414	AT1G62500.1	XP_006391857.1
OG0000414	AT2G10940.1	XP_006409711.1
OG0000414	AT4G15160.1	XP_006414560.1
OG0000415	AT2G19365.1	XP_024005320.1
OG0000419	AT2G35250.1	XP_006410685.1
OG0000420	AT5G12090.1	XP_006399726.2
OG0000421	AT5G52640.1	XP_006401798.1
OG0000421	AT5G56030.2, AT5G56010.1, AT5G56000.1	XP_006401391.1
OG0000423	AT3G30200.1, AT1G40087.1	XP_024011343.1, XP_024011135.1, XP_024013366.1, XP_024015908.1
OG0000424	AT5G54640.1	XP_006401550.1
OG0000424	AT4G27230.1	XP_006413100.1
OG0000426	AT2G16810.1	XP_006409386.2, XP_024010333.1
OG0000428	AT1G31150.1	XP_024013624.1, XP_024010341.1, XP_024007943.1, XP_024010451.1, XP_024004969.1, XP_024007771.1, XP_024013942.1, XP_024004070.1, XP_024011239.1, XP_024010255.1, XP_024013393.1, XP_024007315.1, XP_024010656.1, XP_024011264.1, XP_024014459.1, XP_024004964.1, XP_024013614.1, XP_024013943.1, XP_024015946.1, XP_024006517.1, XP_024006431.1, XP_024004956.1, XP_024011298.1, XP_024014046.1, XP_024014722.1, XP_024010397.1, XP_024014767.1, XP_024009489.1, XP_024016205.1, XP_024010338.1, XP_024013686.1, XP_024014011.1, XP_024013390.1
OG0000429	AT3G58410.1	XP_024012759.1
OG0000430	AT4G21980.2	XP_006413700.1
OG0000430	AT4G04620.1	XP_006396679.1
OG0000430	AT1G62040.1	XP_006391930.1
OG0000431	AT1G60130.1, AT1G60110.2, AT1G60095.1	XP_006392962.2, XP_024006208.1
OG0000432	AT1G48820.1	XP_024006438.1
OG0000432	AT4G20230.2, AT1G66020.1, AT4G20200.1	XP_024005371.1
OG0000434	AT5G38435.1	XP_006405769.1
OG0000436	AT3G46000.2	XP_006418977.1
OG0000436	AT5G59880.1	XP_006400899.1
OG0000436	AT3G46010.2	XP_006418975.1
OG0000437	AT5G56710.1, AT4G26230.1	XP_006401294.1
OG0000437	AT2G19740.1	XP_006408890.2
OG0000438	AT3G44090.1, AT3G44080.1, AT3G44060.1, AT3G42770.1, AT3G44810.1	XP_024004195.1
OG0000439	AT5G06170.1, AT1G66570.1, AT2G14670.1, AT5G43610.1	XP_006392340.1, XP_006399085.1
OG0000442	AT5G61310.1	XP_024007127.1
OG0000442	AT5G40382.1	XP_024014752.1
OG0000443	AT4G32390.1	XP_006412480.1
OG0000443	AT2G25520.1	XP_006405188.1
OG0000443	AT5G11230.1	XP_006399622.1
OG0000443	AT5G25400.1	XP_006394790.1
OG0000444	AT2G31390.1	XP_006410273.1
OG0000444	AT3G59480.1	XP_006402684.1
OG0000445	AT5G23740.1	XP_006394638.1, XP_006404202.1
OG0000446	AT5G22730.1	XP_024011431.1
OG0000446	AT5G22590.1	XP_024012500.1
OG0000447	AT3G52580.1	XP_006407441.1, XP_006399080.1, XP_006410788.1
OG0000448	AT3G28390.1, AT3G28360.1, AT3G28380.1	XP_024007562.1
OG0000448	AT3G28345.1	XP_006395369.1
OG0000449	AT3G58940.1, AT3G58930.1	XP_006396702.1, XP_024012746.1
OG0000449	AT3G03040.1, AT3G03030.1	XP_024015302.1
OG0000450	AT1G51480.1, AT5G43740.1, AT5G43730.1	XP_006409777.2
OG0000451	AT4G22100.1	XP_024005434.1
OG0000451	AT1G60090.1, AT1G60270.1, AT1G60260.1, AT5G16580.1, AT1G45191.1	XP_006395622.1
OG0000452	AT1G63205.1	XP_006391769.2
OG0000452	AT1G63190.1	XP_006391768.1
OG0000457	AT3G04400.1, AT1G04480.1, AT2G33370.1	XP_006408189.1
OG0000458	AT1G29090.1	XP_006415613.1
OG0000459	AT4G20450.1	XP_006413864.1, XP_006395915.1
OG0000459	AT3G45920.1	XP_006418911.2
OG0000460	AT3G13520.1	XP_024015449.1
OG0000460	AT5G56540.1	XP_024012323.1
OG0000460	AT4G26320.1	XP_006413205.2
OG0000463	AT1G35190.1	XP_006397433.1
OG0000463	AT3G46500.5	XP_006418893.1
OG0000467	AT5G60380.1	XP_024007583.1
OG0000469	AT2G42740.1	XP_006414065.1, XP_006398262.1, XP_006402758.1
OG0000471	AT4G13820.1	XP_006414852.1
OG0000471	AT4G13920.1, AT4G13880.1, AT4G13810.2	XP_024004360.1
OG0000472	AT1G36095.1, AT5G33406.1	XP_024011329.1
OG0000473	AT1G02190.1	XP_006418508.2
OG0000473	AT1G02205.3	XP_024008949.1
OG0000474	AT1G04300.3	XP_006418142.1
OG0000474	AT5G43560.1	XP_024013128.1
OG0000475	AT4G00390.1, AT1G61730.1	XP_006391972.1
OG0000476	AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27580.1, AT5G27944.1, AT5G26950.1, AT5G27070.1	XP_006419039.1, XP_006394913.1, XP_024006833.1
OG0000477	AT5G62540.1	XP_006394381.1
OG0000477	AT2G02760.1	XP_006395760.1
OG0000477	AT1G14400.1	XP_006417014.1
OG0000480	AT1G61070.1	XP_006392063.1
OG0000481	AT1G58360.1	XP_006392303.1
OG0000481	AT1G10010.2	XP_006417504.1
OG0000483	AT5G26000.1	XP_006418706.1, XP_006394848.1, XP_024007503.1, XP_024011021.1
OG0000484	AT5G48070.1	XP_006412725.1
OG0000484	AT4G30280.1, AT1G65310.2	XP_006412724.1, XP_006412723.2
OG0000485	AT4G23380.1	XP_024004627.1
OG0000485	AT4G23350.1, AT4G23365.1, AT4G23355.1, AT4G23360.1	XP_024008934.1
OG0000485	AT4G23373.1, AT4G23370.1	XP_024004630.1
OG0000485	AT2G20170.1, AT4G23390.1	XP_024004631.1
OG0000486	AT1G18760.1, AT3G13228.1, AT1G18770.1	XP_006404136.1, XP_006416568.1
OG0000491	AT3G48290.2, AT3G48310.1, AT3G48320.1	XP_024013467.1
OG0000491	AT3G48300.2	XP_006404277.1
OG0000492	AT3G54700.1	XP_024013791.1
OG0000492	AT2G32830.1	XP_006410416.1
OG0000492	AT2G38940.1	XP_006411118.1
OG0000493	AT5G65330.1, AT4G11250.1	XP_006394046.1
OG0000493	AT5G40070.1, AT5G41200.1, AT5G40220.1, AT5G40120.1, AT5G39810.1, AT5G39750.1, AT5G37415.1, AT5G38740.1	XP_024014450.1, XP_024014365.1, XP_024014589.1
OG0000494	AT3G52330.1	XP_024010482.1, XP_006391489.2
OG0000494	AT1G23037.1	XP_024010477.1, XP_024013552.1
OG0000495	AT3G46190.2	XP_024009377.1
OG0000495	AT1G58270.1	XP_006390537.1, XP_006390442.1
OG0000496	AT3G47760.3, AT3G47750.1, AT3G47770.2	XP_024013422.1
OG0000496	AT3G47740.1	XP_024013574.1
OG0000496	AT3G47780.1	XP_006404341.1
OG0000497	AT1G72730.1	XP_006390626.1
OG0000497	AT1G54270.1	XP_006392695.1
OG0000498	AT5G17960.1	XP_024012352.1
OG0000498	AT2G17590.1	XP_006409280.1, XP_006409277.1
OG0000499	AT3G20360.1	XP_006406393.2
OG0000499	AT3G20380.1	XP_006406313.1
OG0000500	AT5G38430.1, AT5G38420.1, AT5G38410.3	XP_006391132.1, XP_006405770.1, XP_006391472.1
OG0000501	AT1G32940.1	XP_006415136.1
OG0000501	AT4G10540.1	XP_006397047.2
OG0000501	AT4G10550.3	XP_006397045.1
OG0000502	AT5G39260.1	XP_006405645.2
OG0000502	AT5G39310.1	XP_006405642.1
OG0000506	AT2G17360.1, AT5G07090.1	XP_006409322.1, XP_024004213.1, XP_006411040.1
OG0000506	AT5G58420.1	XP_024011731.1
OG0000508	AT1G55070.1	XP_024006077.1
OG0000509	AT2G03020.1, AT4G16540.1	XP_006414334.2, XP_024005837.1
OG0000509	AT4G16545.1, AT4G16555.1	XP_006414335.1
OG0000510	AT5G40240.2	XP_006405518.1
OG0000510	AT5G40230.1	XP_024014648.1, XP_006405529.2
OG0000512	AT3G43980.1, AT3G44010.1, AT4G33865.1	XP_006397457.1, XP_006412305.1, XP_006404524.1, XP_006404523.1
OG0000514	AT2G10975.1	XP_024005418.1, XP_024006587.1
OG0000514	AT3G29645.1	XP_024010187.1
OG0000516	AT1G67623.1	XP_024004711.1
OG0000516	AT1G74875.1	XP_006390380.1
OG0000517	AT5G17100.1, AT5G17110.1	XP_024011579.1
OG0000518	AT5G53380.1	XP_006401714.1
OG0000519	AT5G65940.1	XP_024006693.1
OG0000519	AT2G30650.1, AT2G30660.1	XP_006409992.2, XP_006391376.1
OG0000520	AT1G12663.1	XP_006409424.1
OG0000520	AT1G12672.2	XP_006417207.2
OG0000521	AT5G65080.2, AT5G65070.3	XP_024007049.1
OG0000522	AT5G02610.2	XP_006398719.1
OG0000522	AT2G39390.1	XP_006411165.1
OG0000522	AT3G55170.1	XP_024013713.1
OG0000522	AT3G09500.1	XP_006407670.1
OG0000523	AT5G27100.1	XP_006412568.1
OG0000524	AT4G11770.1, AT4G11750.1	XP_006396856.1
OG0000526	AT5G18720.1	XP_024012436.1
OG0000527	AT1G34800.1, AT1G34795.1, AT1G34830.1, AT1G34810.1, AT1G34815.1, AT1G34850.1, AT1G34840.1, AT1G34820.1, AT1G34805.1, AT1G34825.1, AT1G34792.1, AT1G34930.1, AT1G34860.1, AT1G35035.1, AT1G21835.1	XP_006416259.1, XP_006416257.1
OG0000527	AT1G21928.1, AT1G21925.1	XP_006416249.2
OG0000529	AT2G31540.1	XP_006410288.2
OG0000529	AT2G30220.1, AT2G30310.1	XP_006410133.1
OG0000530	AT5G52770.1, AT5G52760.1, AT5G52750.1	XP_006401786.1
OG0000531	AT5G25130.1, AT5G25120.1, AT5G25180.1, AT5G25140.1	XP_006394762.1, XP_006394763.1
OG0000535	AT1G22900.1	XP_006416145.1
OG0000535	AT1G65870.1	XP_024012737.1
OG0000536	AT5G37160.1	XP_006405929.1
OG0000536	AT5G37165.1	XP_024016615.1
OG0000536	AT4G05540.1	XP_006396728.1
OG0000537	AT3G07820.1	XP_006407793.1
OG0000537	AT5G48140.1	XP_006395214.1
OG0000537	AT3G07840.1	XP_006407791.1
OG0000538	AT3G29635.1	XP_006395269.1
OG0000538	AT3G29720.1, AT3G29680.1, AT5G61160.1	XP_006409945.1
OG0000539	AT2G29360.1, AT2G29150.1, AT2G29290.2, AT2G29350.1	XP_024003660.1
OG0000540	AT2G31050.1, AT2G26720.1	XP_006410225.1, XP_006410227.1, XP_006410226.1
OG0000542	AT1G10430.1	XP_006417465.1
OG0000542	AT1G59830.1	XP_006392226.1
OG0000542	AT1G69960.1	XP_006390941.1
OG0000543	AT5G45080.1	XP_006398151.1
OG0000546	AT5G03390.1	XP_006398788.1
OG0000547	AT2G43590.1	XP_006397532.2
OG0000547	AT2G43580.1	XP_006397531.1
OG0000549	AT2G33060.1	XP_006410444.1
OG0000549	AT2G33050.1	XP_006410443.1
OG0000552	AT3G58200.1	XP_006402798.1
OG0000552	AT3G58210.1	XP_006409748.2
OG0000553	AT3G24830.1	XP_006418685.1
OG0000553	AT5G48760.1	XP_006395114.1
OG0000553	AT3G07110.2	XP_006407868.1
OG0000554	AT4G12470.1, AT4G12480.1, AT4G12490.1, AT4G12500.1	XP_006396752.1, XP_006396754.1, XP_006396753.1, XP_006396751.1
OG0000555	AT3G21210.1	XP_006406302.1, XP_024015637.1
OG0000556	AT1G62225.1, AT1G62220.1, AT1G62000.1, AT1G62080.1, AT1G62060.1	XP_006391915.1, XP_006391916.1
OG0000557	AT2G23000.1	XP_024013862.1
OG0000557	AT2G22980.4	XP_024014309.1
OG0000561	AT5G39320.1	XP_024014612.1
OG0000561	AT3G29360.1	XP_006395280.1
OG0000561	AT5G15490.1	XP_006400070.1
OG0000562	AT2G27530.1	XP_006409766.1
OG0000562	AT5G22440.1	XP_006400750.1
OG0000563	AT2G47110.1	XP_006402395.1
OG0000563	AT1G23410.1	XP_006416085.1
OG0000564	AT3G61111.1	XP_006395228.1
OG0000565	AT1G44980.1, AT1G11370.1	XP_006412851.2
OG0000565	AT1G11580.2	XP_006417343.1
OG0000566	AT1G57750.1	XP_006392376.1, XP_006392374.1
OG0000567	AT4G15056.1	XP_024005765.1
OG0000567	AT5G37520.1, AT2G24950.1	XP_024014477.1
OG0000569	AT5G67240.1	XP_024007211.1
OG0000569	AT3G50100.1	XP_024013811.1
OG0000569	AT3G50090.1	XP_024013812.1
OG0000569	AT5G05540.1	XP_006412604.1
OG0000570	AT1G35890.1, AT3G46565.1	XP_006400979.2, XP_006400942.2, XP_024012566.1, XP_024014430.1, XP_006405709.1
OG0000571	AT4G39290.1	XP_006393082.1
OG0000572	AT2G16980.4, AT2G16970.2	XP_006409366.1
OG0000573	AT4G05140.1	XP_006396630.2
OG0000573	AT4G05130.1	XP_024010121.1
OG0000573	AT4G05110.2, AT4G05120.1	XP_006396631.1
OG0000579	AT3G02080.1	XP_006408450.1
OG0000580	AT1G06135.1, AT2G31345.1	XP_006410266.1
OG0000580	AT2G31335.1	XP_024004248.1
OG0000580	AT1G06137.1	XP_006417956.1
OG0000581	AT5G20390.1	XP_006400618.1
OG0000581	AT1G33220.1, AT5G20330.1, AT5G20340.1	XP_006400602.1
OG0000582	AT5G22420.1	XP_024012428.1, XP_006400747.1
OG0000582	AT3G44540.1	XP_006419124.1
OG0000582	AT3G44560.1, AT3G44550.1	XP_006419122.1
OG0000583	AT1G53500.1	XP_006392784.1
OG0000583	AT1G78570.1	XP_006389974.1
OG0000583	AT3G14790.2	XP_006407044.2
OG0000584	AT1G61580.1	XP_006391991.1
OG0000587	AT1G20795.1, AT1G20800.1	XP_024007858.1
OG0000587	AT1G20790.1	XP_006416363.2, XP_024006478.1, XP_006393458.2, XP_024006480.1, XP_006402028.1
OG0000587	AT1G57580.1, AT1G57565.1	XP_006404035.1
OG0000588	AT2G29470.1	XP_006410005.1
OG0000588	AT2G29460.1	XP_024004258.1, XP_006410003.1
OG0000589	AT5G55190.1	XP_006401481.1
OG0000589	AT5G20010.1	XP_006400567.1
OG0000591	AT1G66970.2	XP_006391459.1
OG0000591	AT4G26690.1	XP_006413151.1
OG0000592	AT1G78580.1	XP_006389973.1
OG0000592	AT1G16980.1	XP_024008719.1, XP_006416752.1
OG0000592	AT4G27550.1	XP_024005525.1
OG0000593	AT1G77940.1	XP_006390039.1
OG0000593	AT1G36240.1	XP_006406572.1, XP_006406571.1
OG0000595	AT1G74090.1	XP_006390467.1
OG0000597	AT4G14250.1	XP_006414754.2, XP_024004916.1
OG0000597	AT1G59550.1, AT4G14245.1	XP_024005706.1
OG0000599	AT2G16360.1	XP_006405267.1
OG0000600	AT3G05560.1	XP_006408058.1
OG0000600	AT1G02830.1	XP_006418299.1
OG0000600	AT5G27770.1	XP_006394940.1
OG0000601	AT1G58380.1, AT1G58684.1, AT1G59359.1, AT1G58983.1	XP_006411454.1, XP_006392282.1
OG0000601	AT3G57490.1	XP_006417498.1, XP_006402872.1
OG0000602	AT3G06710.1	XP_024015286.1
OG0000603	AT4G16200.1	XP_024004836.1
OG0000604	AT5G41520.1	XP_006401796.1, XP_006413277.1, XP_006405346.1
OG0000605	AT4G01220.1	XP_006396288.1
OG0000605	AT4G01750.1, AT4G01770.2	XP_006402214.1, XP_024004538.1, XP_006396388.1
OG0000606	AT5G45260.1, AT5G45050.1	XP_006398189.2
OG0000609	AT2G17070.1	XP_006409352.1, XP_006409355.1
OG0000610	AT4G00260.1, AT2G24645.3	XP_024014605.1
OG0000610	AT2G13985.1	XP_006405004.1
OG0000613	AT3G53230.1	XP_006405119.1
OG0000613	AT3G09840.1	XP_006407632.1
OG0000614	AT1G71290.1	XP_024006017.1
OG0000615	AT5G48010.2, AT4G15340.1, AT4G15370.1	XP_024005175.1
OG0000615	AT3G29255.1, AT5G36150.1	XP_024003880.1
OG0000616	AT1G19390.1	XP_024008165.1
OG0000617	AT5G05870.1	XP_006399051.1
OG0000617	AT5G05900.1, AT5G05880.1, AT5G05890.1	XP_024012374.1
OG0000618	AT5G01750.2	XP_006398584.1
OG0000619	AT1G56130.2, AT1G56140.1	XP_006392562.2
OG0000620	AT4G13300.1, AT4G13280.2	XP_024004975.1
OG0000621	AT3G57730.1	XP_024012869.1
OG0000621	AT3G57710.1	XP_006402849.2
OG0000622	AT2G37190.1, AT3G53430.1	XP_006410898.1
OG0000622	AT5G60670.1	XP_006400823.1
OG0000623	AT2G18020.1	XP_006409207.1
OG0000623	AT3G51190.1	XP_006403942.1
OG0000623	AT4G36130.1	XP_006412022.1
OG0000624	AT2G43730.1, AT2G43740.1	XP_024010846.1
OG0000625	AT3G13350.1	XP_006407232.1
OG0000625	AT1G55650.1	XP_006392614.1
OG0000626	AT1G13080.1	XP_006417160.1
OG0000627	AT1G60500.1	XP_006392156.1
OG0000628	AT4G33830.1, AT4G33840.1	XP_024004418.1
OG0000628	AT4G33860.1	XP_024005495.1
OG0000629	AT1G34170.3, AT1G35540.1, AT1G35240.1, AT1G34410.1, AT1G35520.1, AT1G34390.1, AT1G34310.1, AT1G43950.1	XP_024010249.1, XP_024010273.1
OG0000633	AT1G27280.1, AT1G24230.1, AT1G27260.1, AT1G27270.1, AT1G24250.1, AT1G23810.1	XP_024008021.1
OG0000633	AT1G27240.1	XP_024008053.1
OG0000634	AT3G49130.1	XP_024009667.1
OG0000635	AT5G60770.1	XP_006400814.1
OG0000635	AT1G08090.1	XP_006417729.1, XP_006417730.1
OG0000636	AT5G59845.1	XP_006400907.1
OG0000636	AT1G10588.1	XP_006417449.1
OG0000637	AT3G46060.1	XP_006418971.1
OG0000637	AT5G59840.1	XP_006400909.1
OG0000637	AT3G53610.1	XP_024013482.1
OG0000638	AT5G59820.1	XP_006400912.1
OG0000638	AT3G46070.1, AT3G46090.1, AT3G46080.1	XP_006418970.1, XP_006418969.1
OG0000639	AT3G61600.1	XP_006402466.1
OG0000639	AT4G01160.2	XP_024009902.1
OG0000639	AT2G46260.1	XP_006397813.1
OG0000640	AT4G29273.1, AT2G22121.1, AT4G09153.1, AT4G29283.1, AT4G29280.1	XP_006412857.1
OG0000640	AT4G29290.1	XP_006412855.1, XP_006412854.1
OG0000640	AT4G29305.1	XP_006391775.1
OG0000641	AT5G56600.1	XP_024011763.1
OG0000641	AT4G29350.1	XP_024005040.1
OG0000642	AT2G46450.1	XP_006391308.2
OG0000642	AT2G46430.1	XP_006397834.1
OG0000643	AT3G09680.1	XP_006391002.2
OG0000643	AT5G02960.1	XP_006407650.1, XP_006409742.2, XP_006398751.1
OG0000645	AT3G57310.1	XP_006417775.1, XP_006417774.1, XP_006397095.1
OG0000646	AT3G53420.1	XP_006403691.1
OG0000648	AT3G09110.1	XP_024009346.1
OG0000648	AT3G09120.1	XP_024007923.1
OG0000649	AT1G18080.1	XP_006416642.1
OG0000649	AT1G48630.1	XP_006393380.1
OG0000649	AT3G18130.1	XP_006406649.1
OG0000650	AT3G19020.1	XP_006406541.2
OG0000650	AT2G15880.1	XP_006409498.2
OG0000650	AT4G33970.1	XP_006412291.2
OG0000652	AT3G03080.1	XP_006408345.1
OG0000652	AT5G16990.1, AT5G16970.1, AT5G17000.1	XP_006400239.1
OG0000653	AT2G47610.1	XP_006397956.1
OG0000655	AT2G34480.2	XP_006407062.1
OG0000656	AT2G03240.1	XP_006395730.1
OG0000656	AT1G14040.1	XP_006417063.1
OG0000660	AT5G56075.1	XP_024012647.1
OG0000660	AT5G25030.1	XP_006392762.1
OG0000661	AT2G47550.1	XP_006397950.1
OG0000661	AT1G02810.1	XP_006418303.1
OG0000661	AT4G02330.1	XP_006396440.1
OG0000662	AT1G26890.1, AT1G22000.1	XP_024008946.1, XP_024008016.1, XP_024008017.1
OG0000663	AT1G18540.1	XP_006416595.1
OG0000663	AT1G74050.1, AT1G74060.1	XP_006390473.1, XP_006390471.1
OG0000664	AT1G63550.1	XP_024014769.1
OG0000665	AT1G15250.1	XP_006392937.1
OG0000666	AT4G23590.1	XP_006413539.1
OG0000666	AT4G23600.1	XP_006413537.1
OG0000667	AT3G60770.1, AT4G00100.1	XP_006397714.1, XP_006402543.1
OG0000669	AT1G22780.1, AT1G34030.1, AT4G09800.1	XP_006397143.1, XP_006415047.1
OG0000670	AT3G27680.1, AT3G26860.2, AT2G24880.1, AT3G27331.1, AT3G27329.1, AT2G24870.1, AT3G26870.1	XP_024007572.1, XP_024004838.1, XP_006395514.1
OG0000673	AT1G05240.1, AT1G05250.1	XP_006418049.1, XP_006418048.1
OG0000674	AT4G13263.1, AT4G13261.1, AT5G35405.1, AT2G04037.1, AT2G04031.1, AT2G04041.1, AT3G11990.1, AT1G45190.1, AT1G47450.1, AT1G47470.1	XP_006407383.1
OG0000678	AT5G08670.1, AT5G08690.1	XP_006399381.2, XP_006399376.2
OG0000679	AT2G32060.1, AT1G15930.1	XP_006416863.1
OG0000680	AT2G34250.1	XP_006410566.1
OG0000680	AT1G29310.1	XP_006415586.1
OG0000681	AT3G15980.5	XP_006406894.1
OG0000681	AT1G52360.2	XP_006392926.1
OG0000682	AT2G41910.1, AT2G41920.1, AT5G27790.1, AT2G34290.1, AT2G05060.1	XP_006410145.1, XP_006410091.1, XP_006410092.1, XP_006410262.1
OG0000683	AT3G29160.1	XP_006395301.1
OG0000683	AT3G01090.2	XP_006408461.1
OG0000683	AT5G39440.1	XP_024014680.1
OG0000684	AT2G42790.1	XP_006411548.1
OG0000684	AT3G58740.1	XP_006402752.2
OG0000684	AT3G58750.1	XP_006402751.1
OG0000685	AT5G38760.1	XP_006405705.1
OG0000685	AT5G53820.1	XP_006401658.1
OG0000686	AT1G27030.1	XP_006415988.1
OG0000686	AT1G27020.1	XP_006405194.1
OG0000687	AT1G43910.1	XP_006393753.1
OG0000690	AT4G33270.1, AT4G33260.1	XP_006412373.1, XP_006396914.1
OG0000691	AT5G15840.1	XP_006400110.1
OG0000691	AT5G15850.1	XP_006400111.1
OG0000693	AT3G53870.1, AT2G31610.1, AT5G35530.1	XP_006410295.1, XP_006410294.1
OG0000694	AT2G32530.1, AT2G32540.1	XP_006410386.1
OG0000695	AT4G16520.1	XP_006414337.1
OG0000695	AT3G60640.1	XP_006402562.1
OG0000696	AT3G49310.1	XP_006404158.1
OG0000696	AT1G64650.1	XP_006391594.1
OG0000696	AT4G27720.1	XP_006413035.1
