Orthogroup	Arabidopsis_thaliana	Raphanus_sativus
OG0000237	AT3G10430.1, AT4G04690.1, AT3G08750.1	XP_018490043.1, XP_018488293.1, XP_018469633.1, XP_018439460.1, XP_018464581.1
OG0000237	AT3G22650.2	XP_018490370.1
OG0000237	AT3G21410.1	XP_018488221.1
OG0000241	AT4G21860.1	XP_018480650.1, XP_018462384.1, XP_018471212.1
OG0000241	AT4G21850.1	XP_018439136.1, XP_018437127.1, XP_018447604.1, XP_018461916.1
OG0000241	AT4G04800.1	XP_018454306.1
OG0000241	AT4G04810.1, AT4G04830.1	XP_018474567.1
OG0000242	AT5G48670.1	XP_018469477.1, XP_018469474.1, XP_018454705.1
OG0000242	AT5G26630.1	XP_018479318.1, XP_018437451.1
OG0000244	AT4G05230.1	XP_018455640.1
OG0000246	AT3G53160.1	XP_018490695.1
OG0000246	AT2G36790.1, AT2G36800.1	XP_018475104.1, XP_018472849.1
OG0000246	AT2G36750.1	XP_018439075.1, XP_018483506.1
OG0000246	AT2G36760.1	XP_018481107.1
OG0000246	AT2G36780.1, AT2G36770.1	XP_018472847.1, XP_018475183.1, XP_018433127.1
OG0000247	AT5G38500.1, AT3G49610.1	XP_018471263.1
OG0000247	AT1G32030.1	XP_018474982.1
OG0000248	AT1G70040.1	XP_018455691.1
OG0000248	AT1G70120.1	XP_018469259.1, XP_018469620.1
OG0000249	AT5G31412.1	XP_018453570.1
OG0000250	AT5G20620.1	XP_018446375.1
OG0000250	AT4G05320.2	XP_018455634.1
OG0000250	AT4G02890.3	XP_018475833.1, XP_018455635.1
OG0000251	AT3G26300.1, AT3G26310.1	XP_018438704.1, XP_018465777.1
OG0000251	AT3G26330.1, AT3G26320.1	XP_018460223.1
OG0000251	AT3G26290.2	XP_018452790.1
OG0000252	AT5G37170.1	XP_018449522.1, XP_018450660.1, XP_018450661.1
OG0000252	AT1G63140.4	XP_018455342.1
OG0000252	AT1G77520.1	XP_018468896.1, XP_018474587.1, XP_018468895.1, XP_018480389.1
OG0000253	AT1G56410.1	XP_018477110.1
OG0000253	AT3G12580.1	XP_018432698.1
OG0000254	AT4G15680.1	XP_018463944.1
OG0000254	AT4G15660.1, AT4G15670.1, AT4G15690.1, AT4G15700.1	XP_018449673.1
OG0000255	AT1G42190.1	XP_018463373.1
OG0000256	AT3G17500.1	XP_018435500.1, XP_018435501.1
OG0000256	AT3G22730.1, AT3G22710.1, AT3G22720.1, AT3G22700.1, AT3G22350.1, AT2G04920.1	XP_018488215.1
OG0000257	AT1G75830.1	XP_018445119.1, XP_018469135.1
OG0000259	AT1G49610.1, AT3G03360.1	XP_018459956.1, XP_018465832.1, XP_018459954.1, XP_018459955.1
OG0000260	AT4G39500.2, AT4G32170.1	XP_018457454.1
OG0000260	AT4G39510.1	XP_018471018.1
OG0000260	AT5G02900.1	XP_018470117.1
OG0000260	AT1G47620.1	XP_018460212.1
OG0000262	AT1G62170.2, AT2G14540.1	XP_018464864.1, XP_018455373.1
OG0000263	AT5G18880.1	XP_018474168.1, XP_018479094.1, XP_018480160.1, XP_018480158.1, XP_018473613.1, XP_018473611.1, XP_018471467.1
OG0000269	AT5G59720.1	XP_018476648.1, XP_018455000.1
OG0000269	AT3G46230.1	XP_018440337.1
OG0000269	AT1G07400.1, AT1G59860.1, AT2G29500.1	XP_018480724.1, XP_018460786.1, XP_018434856.1, XP_018434290.1
OG0000273	AT5G53635.1	XP_018462821.1
OG0000273	AT5G53640.1	XP_018469383.1
OG0000275	AT4G39760.1	XP_018467518.1, XP_018479383.1, XP_018467326.1, XP_018467605.1, XP_018459748.1, XP_018459747.1
OG0000275	AT4G39753.1	XP_018448359.1, XP_018443393.1, XP_018448360.1
OG0000275	AT5G28180.1, AT5G28160.1	XP_018474111.1
OG0000278	AT5G37400.2, AT5G37650.1	XP_018466314.1, XP_018465644.1
OG0000279	AT5G44950.1, AT5G44970.1, AT5G44980.1, AT5G44940.1, AT5G44960.1	XP_018477471.1, XP_018454156.1, XP_018478259.1
OG0000282	AT4G22180.1, AT4G22660.1, AT4G22165.1, AT4G14165.1	XP_018479177.1, XP_018479178.1, XP_018479175.1, XP_018465144.1
OG0000284	AT5G19270.1	XP_018473787.1, XP_018479443.1, XP_018463466.1, XP_018463416.1, XP_018462023.1, XP_018487394.1, XP_018463518.1, XP_018443667.1, XP_018448737.1, XP_018459266.1, XP_018479845.1, XP_018473622.1, XP_018453887.1, XP_018453818.1, XP_018453816.1, XP_018448769.1, XP_018465948.1
OG0000285	AT4G21380.1	XP_018471642.1
OG0000285	AT4G27290.2	XP_018471751.1
OG0000285	AT1G65800.1, AT1G65790.1	XP_018476478.1, XP_018442317.1, XP_018442968.1, XP_018447282.1, XP_018484465.1
OG0000286	AT3G10750.1	XP_018489176.1, XP_018487468.1
OG0000286	AT5G44850.1	XP_018443359.1
OG0000289	AT2G25440.1	XP_018464283.1
OG0000290	AT1G49920.1, AT1G64253.1	XP_018453498.1
OG0000292	AT5G42965.1, AT5G38920.1	XP_018479012.1, XP_018436161.1, XP_018448897.1
OG0000292	AT2G34320.1	XP_018479705.1, XP_018487806.1, XP_018435864.1, XP_018435800.1, XP_018458694.1, XP_018435681.1
OG0000294	AT5G15670.1, AT5G15660.1, AT1G26510.1, AT1G26515.1	XP_018446427.1, XP_018444883.1, XP_018446424.1
OG0000294	AT4G11590.1	XP_018479300.1, XP_018469589.1, XP_018467633.1
OG0000294	AT1G31000.1	XP_018453990.1
OG0000295	AT1G28020.1	XP_018474169.1
OG0000295	AT3G11380.1, AT3G11350.1	XP_018490419.1
OG0000296	AT5G59090.1, AT5G59120.1	XP_018455338.1
OG0000296	AT5G58840.1, AT5G58820.1, AT5G58830.1	XP_018464951.1, XP_018465933.1, XP_018469119.1
OG0000298	AT2G26380.1	XP_018454814.1
OG0000298	AT1G33590.2	XP_018442142.1
OG0000301	AT2G44630.1, AT2G44700.1	XP_018438312.1, XP_018438150.1, XP_018438144.1, XP_018438976.1, XP_018438132.1, XP_018481796.1, XP_018481764.1, XP_018455519.1, XP_018453908.1, XP_018455500.1, XP_018455278.1
OG0000301	AT4G02310.1	XP_018444837.1
OG0000303	AT5G28730.1	XP_018459953.1
OG0000304	AT5G48510.1, AT2G05330.1	XP_018443731.1, XP_018443732.1
OG0000304	AT2G40450.1	XP_018480545.1
OG0000308	AT5G43360.1	XP_018437787.1
OG0000308	AT5G43370.1, AT5G43350.1	XP_018452776.1, XP_018479556.1, XP_018455216.1, XP_018455324.1, XP_018456176.1, XP_018437114.1
OG0000313	AT4G29550.1	XP_018467798.1
OG0000313	AT2G20620.1	XP_018478598.1, XP_018481027.1, XP_018469590.1, XP_018460465.1
OG0000315	AT5G33355.1, AT3G59930.1	XP_018467416.1, XP_018438427.1, XP_018438468.1, XP_018464698.1, XP_018455392.1, XP_018455610.1
OG0000316	AT3G14680.1, AT3G14640.2	XP_018492521.1, XP_018451439.1, XP_018491052.1, XP_018485155.1, XP_018470496.1, XP_018488395.1, XP_018486817.1, XP_018461776.1, XP_018441645.1, XP_018463420.1
OG0000318	AT1G69730.1	XP_018453400.1
OG0000318	AT1G16090.1	XP_018462718.1
OG0000321	AT1G04820.1, AT1G50010.1	XP_018451266.1
OG0000321	AT4G14960.2	XP_018434425.1
OG0000321	AT1G64740.1	XP_018472351.1
OG0000323	AT1G72860.2	XP_018445610.1
OG0000323	AT1G17600.1	XP_018484186.1
OG0000325	AT1G04750.1	XP_018490803.1, XP_018486715.1, XP_018447493.1
OG0000325	AT2G33120.2	XP_018440993.1, XP_018473187.1, XP_018473553.1
OG0000325	AT2G33110.1	XP_018481454.1
OG0000326	AT5G38670.1, AT5G38680.1, AT5G51250.1, AT3G08810.1, AT3G06570.1	XP_018437453.1, XP_018439457.1
OG0000327	AT1G77570.1	XP_018479723.1
OG0000329	AT4G14630.1	XP_018449287.1, XP_018449858.1
OG0000330	AT1G72920.1, AT1G72940.1, AT1G72900.1, AT1G72930.1, AT1G72910.1, AT1G72950.1	XP_018457752.1
OG0000330	AT1G72890.2	XP_018442855.1, XP_018458605.1, XP_018443514.1, XP_018445230.1, XP_018454598.1, XP_018468728.1
OG0000330	AT1G17615.1	XP_018473026.1
OG0000331	AT4G01850.1	XP_018457024.1, XP_018474438.1
OG0000331	AT3G17390.1	XP_018491505.1, XP_018436581.1, XP_018441923.1
OG0000332	AT1G61500.3	XP_018457220.1, XP_018457221.1, XP_018433196.1
OG0000332	AT1G61430.1, AT1G61400.2, AT1G61440.2, AT1G61480.1, AT1G61490.1, AT1G61420.2, AT1G61460.1, AT1G61550.1	XP_018457219.1, XP_018457211.1
OG0000335	AT3G60040.3	XP_018467437.1, XP_018445188.1
OG0000336	AT1G57660.1, AT1G57860.1, AT1G09690.1, AT1G09590.1	XP_018460718.1
OG0000339	AT1G11610.2, AT2G30750.1, AT2G30770.1	XP_018475851.1
OG0000339	AT5G42590.1	XP_018481798.1, XP_018481552.1
OG0000339	AT4G20235.1	XP_018450692.1
OG0000339	AT4G13310.1, AT4G13290.1	XP_018444672.1
OG0000341	AT5G51470.1	XP_018475307.1
OG0000342	AT2G24510.1	XP_018461070.1
OG0000342	AT3G17540.1	XP_018473637.1, XP_018492218.1, XP_018478626.1, XP_018488127.1, XP_018488126.1, XP_018474307.1, XP_018489698.1, XP_018466377.1
OG0000342	AT3G24700.2	XP_018479459.1
OG0000345	AT5G09500.1, AT5G43640.1	XP_018475994.1, XP_018468855.1
OG0000345	AT5G09490.1	XP_018469370.1
OG0000345	AT1G04270.1	XP_018447680.1, XP_018487067.1, XP_018479655.1
OG0000346	AT3G53280.1	XP_018444948.1
OG0000346	AT3G26200.1	XP_018433725.1, XP_018480768.1
OG0000346	AT3G26190.1	XP_018481214.1
OG0000347	AT4G23400.1	XP_018484784.1
OG0000347	AT1G01620.1	XP_018492374.1, XP_018479301.1
OG0000347	AT4G00430.1	XP_018456951.1
OG0000348	AT3G28330.1	XP_018435662.1, XP_018435664.1
OG0000349	AT5G59650.2	XP_018477972.1, XP_018452389.1
OG0000350	AT3G29050.2, AT3G21920.2, AT3G21930.1, AT3G21910.1, AT3G21900.2	XP_018460621.1, XP_018461068.1, XP_018487637.1, XP_018489821.1, XP_018487636.1, XP_018460623.1, XP_018489757.1, XP_018461066.1, XP_018460622.1, XP_018437528.1, XP_018438426.1
OG0000351	AT2G15660.1	XP_018491092.1
OG0000355	AT5G60440.1	XP_018444969.1, XP_018444968.1, XP_018465981.1, XP_018466119.1, XP_018470141.1
OG0000356	AT2G24650.1	XP_018433753.1
OG0000357	AT2G34430.1	XP_018439699.1
OG0000358	AT1G51470.1, AT1G47600.1	XP_018489527.1, XP_018492782.1, XP_018489110.1, XP_018489739.1
OG0000359	AT5G54145.1	XP_018468934.1
OG0000359	AT4G27652.1	XP_018450215.1, XP_018449978.1, XP_018449329.1, XP_018480446.1
OG0000359	AT4G27657.1	XP_018449681.1, XP_018483820.1, XP_018451599.1
OG0000361	AT5G32613.1	XP_018448456.1
OG0000363	AT3G44970.1	XP_018474938.1, XP_018467175.1
OG0000365	AT4G20800.1	XP_018469591.1
OG0000365	AT1G26380.1, AT1G26410.1, AT1G26400.1, AT1G26420.1	XP_018479685.1
OG0000367	AT5G35610.1	XP_018460994.1
OG0000367	AT1G27220.1	XP_018473880.1
OG0000368	AT3G46720.1	XP_018438922.1, XP_018437014.1
OG0000369	AT5G49490.1, AT5G49420.1, AT5G38620.1	XP_018448809.1, XP_018448806.1, XP_018448805.1, XP_018448808.1, XP_018448804.1, XP_018461801.1, XP_018477225.1, XP_018477643.1, XP_018477675.1, XP_018488001.1, XP_018477620.1, XP_018482159.1, XP_018488288.1, XP_018490867.1, XP_018473755.1, XP_018442004.1, XP_018466466.1, XP_018477202.1, XP_018466316.1
OG0000371	AT3G32904.1	XP_018464871.1
OG0000376	AT1G60750.1	XP_018438086.1, XP_018465350.1, XP_018438085.1
OG0000376	AT1G10810.1	XP_018492814.1
OG0000376	AT1G60690.1	XP_018454190.1
OG0000377	AT4G37370.1	XP_018483012.1
OG0000377	AT1G66540.1, AT4G37360.1, AT4G37340.1	XP_018452449.1
OG0000377	AT4G37320.1	XP_018480510.1
OG0000377	AT4G37330.1	XP_018483013.1, XP_018468499.1
OG0000379	AT2G02040.1	XP_018484938.1, XP_018484933.1, XP_018457428.1
OG0000379	AT3G54140.1	XP_018477742.1, XP_018462799.1
OG0000379	AT2G02020.1	XP_018436840.1
OG0000380	AT1G35850.1, AT5G59280.1, AT1G21620.1	XP_018454938.1, XP_018452468.1
OG0000380	AT5G60180.1, AT5G60110.1	XP_018453508.1, XP_018455404.1, XP_018455403.1, XP_018476335.1, XP_018481847.1, XP_018455379.1
OG0000381	AT1G78635.1, AT1G78640.1	XP_018469688.1, XP_018459825.1
OG0000381	AT2G33720.1	XP_018474098.1, XP_018476522.1
OG0000382	AT4G02420.1, AT4G02410.1	XP_018476364.1, XP_018475471.1, XP_018475624.1, XP_018456025.1, XP_018456021.1
OG0000382	AT2G37710.1	XP_018440550.1, XP_018464081.1
OG0000383	AT3G28550.1, AT3G54590.3, AT3G54580.1	XP_018480126.1, XP_018464294.1, XP_018444683.1
OG0000384	AT5G46940.1, AT5G46970.1, AT5G46930.1	XP_018438321.1
OG0000384	AT5G46960.1, AT5G46950.1	XP_018438605.1, XP_018438604.1, XP_018466771.1
OG0000388	AT3G17550.1	XP_018466128.1, XP_018487180.1
OG0000388	AT5G54210.1, AT1G20320.1, AT5G23470.1, AT2G02290.1	XP_018441355.1, XP_018441356.1
OG0000388	AT2G04930.1, AT3G19595.1	XP_018437906.1
OG0000389	AT5G60610.1, AT5G56700.2, AT5G56690.1	XP_018468526.1, XP_018468219.1, XP_018464821.1
OG0000389	AT2G26860.1	XP_018466450.1
OG0000390	AT1G22380.1	XP_018434276.1
OG0000390	AT1G22370.2	XP_018447999.1, XP_018483746.1
OG0000390	AT1G22360.1	XP_018481831.1
OG0000390	AT1G22400.1	XP_018434825.1
OG0000391	AT1G73310.1, AT5G36180.1, AT1G73300.1, AT1G73280.1, AT1G73290.1, AT1G73270.1	XP_018442714.1, XP_018445738.1
OG0000391	AT3G12203.1	XP_018472646.1, XP_018468925.1, XP_018445325.1, XP_018443293.1
OG0000391	AT3G10450.1	XP_018483324.1, XP_018493441.1, XP_018487059.1
OG0000392	AT4G25300.1, AT4G25310.1	XP_018478422.1, XP_018469803.1, XP_018455004.1, XP_018450965.1
OG0000393	AT5G39130.1, AT5G39190.1, AT5G39160.1	XP_018463346.1
OG0000393	AT5G39100.1, AT5G39180.1, AT5G39150.1, AT5G39120.1	XP_018443989.1
OG0000394	AT1G52810.1	XP_018487880.1
OG0000395	AT1G14080.1	XP_018451077.1, XP_018436585.1, XP_018481469.1
OG0000395	AT2G15350.1, AT2G15370.1	XP_018437185.1
OG0000395	AT2G15360.1	XP_018472324.1
OG0000397	AT3G17710.1	XP_018485931.1
OG0000398	AT5G17167.1	XP_018486277.1
OG0000398	AT3G30430.1, AT2G35280.1, AT1G36030.1	XP_018487718.1
OG0000399	AT4G02080.1	XP_018454509.1, XP_018472644.1
OG0000399	AT1G56330.1	XP_018433719.1, XP_018453109.1
OG0000399	AT1G09180.1	XP_018448987.1, XP_018448986.1, XP_018434594.1
OG0000402	AT5G66900.2	XP_018466775.1, XP_018462832.1
OG0000402	AT5G66890.1	XP_018457860.1, XP_018462835.1, XP_018466150.1
OG0000402	AT5G66910.1	XP_018483171.1
OG0000403	AT4G03505.1	XP_018473639.1
OG0000403	AT4G03440.1	XP_018453853.1
OG0000404	AT1G23935.1, AT1G22080.1	XP_018448214.1, XP_018447253.1, XP_018485623.1
OG0000405	AT3G14490.1	XP_018490000.1
OG0000405	AT1G33750.1	XP_018468867.1
OG0000405	AT3G29410.1	XP_018435396.1, XP_018437636.1
OG0000406	AT1G07770.1, AT5G59850.1	XP_018487012.1, XP_018436510.1
OG0000407	AT1G03300.1, AT1G26540.1, AT2G47230.2	XP_018487430.1
OG0000407	AT1G11420.1, AT2G47220.1	XP_018448617.1, XP_018448616.1
OG0000409	AT2G27360.1	XP_018492150.1
OG0000409	AT1G28580.1, AT1G28570.1	XP_018432957.1, XP_018440123.1, XP_018486347.1
OG0000410	AT4G22505.1	XP_018438453.1, XP_018465219.1
OG0000410	AT4G12545.1, AT4G12550.1	XP_018461664.1
OG0000411	AT3G42940.1, AT2G24285.2, AT2G24480.1, AT5G43200.1, AT3G28620.1, AT2G24460.1	XP_018479769.1, XP_018481887.1
OG0000412	AT5G16570.1	XP_018442546.1, XP_018471152.1, XP_018471150.1
OG0000412	AT5G37600.1	XP_018484027.1
OG0000412	AT1G66200.3	XP_018472217.1
OG0000412	AT3G17820.1	XP_018467144.1, XP_018432705.1, XP_018485900.1
OG0000413	AT3G13662.1	XP_018439827.1
OG0000413	AT1G55210.1	XP_018434341.1
OG0000414	AT1G62500.1	XP_018452103.1
OG0000414	AT2G10940.1	XP_018452302.1
OG0000414	AT4G15160.1	XP_018448057.1, XP_018454203.1, XP_018444720.1
OG0000415	AT2G19365.1	XP_018462393.1, XP_018438156.1, XP_018484496.1, XP_018434702.1, XP_018459426.1
OG0000419	AT2G35250.1	XP_018479891.1
OG0000419	AT2G38255.1	XP_018467153.1
OG0000420	AT2G42550.1	XP_018436436.1
OG0000420	AT5G12090.1	XP_018455773.1, XP_018448540.1
OG0000421	AT5G52640.1	XP_018451970.1
OG0000421	AT5G56030.2, AT5G56010.1, AT5G56000.1	XP_018475718.1, XP_018475720.1, XP_018476190.1, XP_018470645.1
OG0000423	AT1G42700.1	XP_018487927.1
OG0000424	AT5G54640.1	XP_018458080.1
OG0000424	AT4G27230.1	XP_018472111.1, XP_018472133.1
OG0000425	AT5G35190.2	XP_018467277.1, XP_018473939.1, XP_018467678.1
OG0000426	AT2G16810.1	XP_018438037.1
OG0000428	AT1G31150.1	XP_018479337.1, XP_018465190.1, XP_018460297.1
OG0000429	AT3G58440.1	XP_018480153.1, XP_018480148.1
OG0000429	AT3G58410.1	XP_018484515.1
OG0000429	AT3G58340.1	XP_018488419.1
OG0000430	AT4G21980.2	XP_018477683.1, XP_018480647.1, XP_018470399.1
OG0000430	AT4G04620.1	XP_018454436.1, XP_018468363.1, XP_018467988.1
OG0000431	AT5G38550.1, AT5G38540.1	XP_018455033.1
OG0000431	AT1G57570.1	XP_018454198.1
OG0000432	AT1G48820.1, AT1G48800.1	XP_018484158.1, XP_018456287.1
OG0000432	AT3G29190.1	XP_018450368.1, XP_018451250.1, XP_018458556.1, XP_018448508.1, XP_018448500.1
OG0000434	AT5G38435.1	XP_018460037.1, XP_018482496.1, XP_018458806.1
OG0000436	AT3G46000.2	XP_018436508.1
OG0000436	AT5G59880.1	XP_018452038.1, XP_018456378.1, XP_018462482.1, XP_018472756.1
OG0000436	AT5G59890.1	XP_018462480.1, XP_018472739.1
OG0000437	AT5G56710.1, AT4G26230.1	XP_018440186.1, XP_018468070.1, XP_018452619.1, XP_018480447.1, XP_018471301.1, XP_018475936.1
OG0000437	AT2G19740.1	XP_018433620.1, XP_018433635.1, XP_018466789.1
OG0000439	AT5G06170.1, AT1G66570.1, AT2G14670.1, AT5G43610.1	XP_018444167.1, XP_018462534.1, XP_018474942.1, XP_018468976.1, XP_018472431.1
OG0000440	AT4G39600.2	XP_018481721.1
OG0000440	AT5G48980.1, AT5G48990.1, AT2G20380.1	XP_018473980.1, XP_018460512.1, XP_018473671.1, XP_018473745.1, XP_018465420.1, XP_018474786.1, XP_018439137.1
OG0000442	AT5G61310.1	XP_018460504.1, XP_018483731.1
OG0000442	AT5G40382.1	XP_018482105.1
OG0000443	AT4G32390.1	XP_018468054.1
OG0000443	AT2G25520.1	XP_018441747.1, XP_018441771.1
OG0000443	AT5G11230.1	XP_018445407.1, XP_018445380.1
OG0000443	AT5G25400.1	XP_018438036.1
OG0000444	AT2G31390.1	XP_018484999.1, XP_018476195.1, XP_018439834.1
OG0000444	AT3G59480.1	XP_018489072.1, XP_018460715.1, XP_018460196.1, XP_018444604.1
OG0000444	AT1G06020.1, AT1G06030.1	XP_018447094.1, XP_018447093.1
OG0000445	AT5G23740.1	XP_018471092.1, XP_018468255.1, XP_018465052.1, XP_018434282.1, XP_018454868.1, XP_018454424.1, XP_018491299.1, XP_018483281.1, XP_018483283.1
OG0000446	AT5G22730.1	XP_018474245.1, XP_018475864.1, XP_018470167.1, XP_018467887.1, XP_018464079.1, XP_018468639.1
OG0000446	AT5G22720.1	XP_018483455.1, XP_018467823.1
OG0000447	AT3G11510.1, AT2G36160.1, AT3G52580.1	XP_018462129.1, XP_018462041.1, XP_018459768.1, XP_018473372.1, XP_018435031.1, XP_018436594.1, XP_018486886.1, XP_018436693.1, XP_018487139.1, XP_018481826.1
OG0000448	AT3G28390.1, AT3G28360.1, AT3G28380.1	XP_018477746.1, XP_018462084.1
OG0000448	AT3G28345.1	XP_018477447.1
OG0000449	AT3G58940.1, AT3G58930.1	XP_018434498.1, XP_018440487.1, XP_018440703.1, XP_018490673.1
OG0000449	AT3G03040.1, AT3G03030.1	XP_018436791.1
OG0000450	AT1G15890.1	XP_018490086.1
OG0000451	AT4G22100.1	XP_018459194.1
OG0000451	AT1G60090.1, AT1G60270.1, AT1G60260.1, AT5G16580.1, AT1G45191.1	XP_018479821.1, XP_018476596.1, XP_018478321.1
OG0000452	AT1G63190.1	XP_018437519.1
OG0000457	AT3G04400.1, AT1G04480.1, AT2G33370.1	XP_018439236.1, XP_018486636.1, XP_018486441.1, XP_018434861.1, XP_018436924.1
OG0000458	AT1G29090.1	XP_018440326.1, XP_018489142.1, XP_018489134.1
OG0000458	AT1G29110.1	XP_018450113.1, XP_018455597.1
OG0000459	AT4G20450.1	XP_018455193.1
OG0000460	AT3G13520.1	XP_018437562.1, XP_018433373.1
OG0000460	AT5G56540.1	XP_018475255.1, XP_018469141.1
OG0000460	AT4G26320.1	XP_018478676.1, XP_018465305.1, XP_018469403.1
OG0000463	AT1G35190.1	XP_018486159.1
OG0000464	AT3G04410.1	XP_018490136.1, XP_018475655.1, XP_018492222.1, XP_018470744.1, XP_018482397.1, XP_018470754.1, XP_018482381.1
OG0000466	AT4G03570.1, AT4G03590.1	XP_018474685.1
OG0000466	AT3G05685.1	XP_018453835.1, XP_018439094.1, XP_018454458.1, XP_018454538.1, XP_018462593.1
OG0000467	AT5G60380.1	XP_018463134.1, XP_018436386.1, XP_018458424.1
OG0000468	AT1G49790.2	XP_018472861.1, XP_018474007.1, XP_018479873.1, XP_018474293.1
OG0000469	AT2G42740.1	XP_018478372.1, XP_018452839.1, XP_018434804.1, XP_018468177.1, XP_018486787.1, XP_018470778.1, XP_018483192.1, XP_018481171.1, XP_018442431.1, XP_018478119.1
OG0000471	AT4G13820.1	XP_018477230.1
OG0000471	AT4G13920.1, AT4G13880.1, AT4G13810.2	XP_018451283.1, XP_018488355.1, XP_018456203.1
OG0000472	AT1G36095.1	XP_018463114.1
OG0000472	AT5G33406.1	XP_018435926.1
OG0000473	AT1G02205.3	XP_018486184.1
OG0000474	AT1G04300.3	XP_018492843.1, XP_018492859.1, XP_018451138.1, XP_018466622.1, XP_018479574.1, XP_018479584.1
OG0000474	AT5G43560.1	XP_018481004.1
OG0000474	AT4G16045.1	XP_018487229.1
OG0000475	AT1G44810.1, AT4G00250.1, AT4G00238.1	XP_018447683.1, XP_018477165.1
OG0000475	AT4G00390.1, AT1G61730.1	XP_018434903.1, XP_018467449.1, XP_018466409.1, XP_018452120.1
OG0000476	AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27580.1, AT5G27944.1, AT5G26950.1, AT5G27070.1	XP_018443479.1, XP_018444867.1, XP_018443457.1, XP_018443452.1, XP_018443454.1, XP_018459667.1
OG0000477	AT5G62540.1	XP_018458197.1
OG0000477	AT2G02760.1	XP_018483256.1, XP_018462752.1, XP_018440166.1
OG0000477	AT1G14400.1	XP_018442077.1, XP_018451153.1, XP_018435159.1
OG0000480	AT1G61070.1	XP_018438106.1
OG0000480	AT2G02120.1	XP_018434611.1
OG0000480	AT2G02100.1	XP_018482804.1
OG0000480	AT2G02130.1	XP_018455960.1
OG0000481	AT1G58360.1	XP_018434119.1, XP_018439323.1, XP_018463219.1, XP_018454290.1
OG0000481	AT1G10010.2	XP_018471952.1
OG0000482	AT1G72290.1	XP_018453362.1, XP_018452816.1, XP_018454355.1
OG0000483	AT5G26000.1	XP_018434449.1, XP_018447786.1, XP_018463979.1, XP_018447384.1, XP_018447509.1, XP_018452934.1, XP_018452974.1, XP_018440972.1, XP_018465960.1, XP_018472922.1, XP_018472937.1
OG0000484	AT4G30280.1, AT1G65310.2	XP_018453622.1, XP_018477665.1, XP_018484103.1, XP_018449814.1, XP_018446815.1
OG0000485	AT4G23380.1	XP_018484783.1
OG0000485	AT4G23373.1, AT4G23370.1	XP_018467731.1
OG0000491	AT3G48290.2, AT3G48310.1, AT3G48320.1	XP_018458328.1
OG0000491	AT3G48300.2	XP_018469528.1
OG0000492	AT3G54700.1	XP_018481357.1, XP_018489758.1
OG0000492	AT2G32830.1	XP_018461742.1
OG0000492	AT2G38940.1	XP_018484868.1
OG0000493	AT5G65330.1, AT4G11250.1	XP_018435558.1
OG0000493	AT5G40070.1, AT5G41200.1, AT5G40220.1, AT5G40120.1, AT5G39810.1, AT5G39750.1, AT5G37415.1, AT5G38740.1	XP_018479649.1, XP_018479659.1, XP_018479640.1, XP_018479650.1, XP_018474882.1, XP_018479653.1, XP_018479646.1, XP_018479656.1
OG0000494	AT3G52330.1, AT1G23037.1, AT3G52320.1	XP_018435173.1
OG0000495	AT1G58270.1	XP_018478608.1, XP_018444732.1, XP_018444417.1, XP_018445377.1, XP_018458773.1
OG0000496	AT3G47760.3, AT3G47750.1, AT3G47770.2	XP_018436159.1
OG0000496	AT3G47740.1	XP_018489157.1, XP_018489156.1
OG0000496	AT3G47780.1	XP_018459318.1, XP_018436846.1, XP_018441415.1
OG0000497	AT1G72730.1	XP_018472418.1
OG0000497	AT1G54270.1	XP_018482522.1
OG0000498	AT1G35610.1	XP_018489113.1
OG0000498	AT3G13760.1	XP_018488299.1
OG0000499	AT3G20360.1	XP_018439783.1
OG0000500	AT1G67090.1	XP_018469039.1, XP_018469131.1
OG0000501	AT1G32940.1	XP_018442552.1
OG0000501	AT4G10540.1	XP_018452749.1
OG0000501	AT4G10510.3	XP_018468572.1
OG0000501	AT4G10550.3	XP_018468856.1
OG0000502	AT5G39280.1, AT5G39300.1, AT5G39270.1, AT5G39290.1	XP_018459116.1
OG0000506	AT2G17360.1, AT5G07090.1	XP_018441898.1, XP_018445535.1, XP_018475654.1, XP_018472677.1, XP_018473739.1, XP_018452029.1, XP_018452436.1, XP_018471689.1
OG0000508	AT1G55070.1	XP_018479000.1, XP_018478994.1
OG0000509	AT2G03020.1, AT4G16540.1	XP_018479235.1, XP_018467674.1
OG0000509	AT4G16545.1, AT4G16555.1	XP_018481840.1, XP_018463403.1, XP_018466030.1, XP_018460249.1
OG0000510	AT5G40240.2	XP_018481751.1, XP_018482642.1, XP_018482636.1
OG0000510	AT5G40230.1	XP_018482631.1
OG0000511	AT2G22930.1, AT4G09500.2	XP_018468150.1
