Orthogroup	Arabidopsis_thaliana	Conringia_planisiliqua
OG0000380	AT5G60180.1, AT5G60110.1	CP8_g53999_DN2_SP0_c.t1, CP8_g54035_DN2_SP0_c.t1, CP8_g54042_DN3_SP0_c.t1, CP8_g54034_DN3_SP0_c.t1
OG0000381	AT1G78635.1, AT1G78640.1	CP9_g29501_DN3_SP0_c.t1
OG0000381	AT2G33720.1	CP4_g25375_DN3_SP0_c.t1
OG0000382	AT4G02420.1, AT4G02410.1	CP11_g32067_DN3_SP0_c.t1, CP11_g32066_DN3_SP0_c.t1
OG0000383	AT1G23720.2	CP7_g45415_DN1_SP0_c.t1, CP7_g45413_DN2_SP0_c.t1, CP7_g45411_DN1_SP0_c.t1, CP7_g45414_DN2_SP0_c.t1
OG0000383	AT3G28550.1, AT3G54590.3, AT3G54580.1	CP3_g13899_DN2_SP0_c.t1, CP3_g13900_DN3_SP0_c.t1, CP3_g13901_DN3_SP0_c.t1, CP3_g13909_DN2_SP0_c.t1
OG0000384	AT5G46960.1, AT5G46950.1	CP13_g19805_DN2_SP0_c.t1, CP13_g19804_DN3_SP0_c.t1, CP13_g19808_DN3_SP0_c.t1, CP13_g19801_DN2_SP0_c.t1
OG0000388	AT5G54210.1, AT1G20320.1, AT5G23470.1, AT2G02290.1	CP2_g49021_DN2_SP0_c.t1, CP2_g49360_DN2_SP0_c.t1
OG0000388	AT2G04930.1, AT3G19595.1	CP12_g30303_DN3_SP0_c.t1, CP12_g30264_DN3_SP0_c.t1
OG0000390	AT1G22380.1	CP7_g45551_DN2_SP1_c.t1
OG0000390	AT1G22370.2	CP7_g45552_DN3_SP0_c.t1
OG0000391	AT1G73310.1, AT5G36180.1, AT1G73300.1, AT1G73280.1, AT1G73290.1, AT1G73270.1	CP9_g28963_DN3_SP0_c.t1, CP9_g28965_DN3_SP0_c.t1
OG0000391	AT3G12203.1	CP11_g32305_DN3_SP0_c.t1, CP11_g32306_DN3_SP0_c.t1
OG0000391	AT3G10450.1	CP10_g43006_DN3_SP1_c.t1
OG0000392	AT1G17020.1	CP7_g46045_DN3_SP1_c.t1
OG0000392	AT1G17010.1	CP7_g46046_DN3_SP0_c.t1
OG0000392	AT4G25300.1, AT4G25310.1	CP19_g18115_DN3_SP0_c.t1, CP7_g44614_DN3_SP0_c.t1, CP19_g18116_DN3_SP1_c.t1
OG0000393	AT5G39130.1, AT5G39190.1, AT5G39160.1	CP5_g1564_DN3_SP3_c.t1
OG0000393	AT5G39100.1, AT5G39180.1, AT5G39150.1, AT5G39120.1	CP5_g1565_DN2_SP7_c.t1
OG0000394	AT1G52810.1	CP1_g37846_DN3_SP2_c.t1
OG0000394	AT1G28030.1	CP12_g29895_DN3_SP1_c.t1
OG0000395	AT1G14080.1	CP1_g37709_DN3_SP1_c.t1
OG0000395	AT2G15350.1, AT2G15370.1	CP10_g44098_DN3_SP0_c.t1
OG0000395	AT2G15360.1	CP1_g37708_DN3_SP1_c.t1
OG0000397	AT3G17710.1	CP12_g30107_DN3_SP0_c.t1
OG0000398	AT5G17167.1	CP6_g8023_DN3_SP0_c.t1
OG0000398	AT3G30430.1, AT2G35280.1, AT1G36030.1	CP5_g2292_DN1_SP0_c.t1
OG0000399	AT4G02080.1	CP11_g32110_DN3_SP8_c.t1
OG0000399	AT1G56330.1	CP172_g51073_DN3_SP8_c.t1, CP2_g49950_DN3_SP0_c.t1
OG0000399	AT1G09180.1	CP1_g37198_DN3_SP6_c.t1
OG0000402	AT5G66900.2	CP19_g18485_DN2_SP0_c.t1, CP7_g45345_DN2_SP0_c.t1, CP19_g18484_DN2_SP0_c.t1
OG0000403	AT4G03470.1	CP2_g49834_DN3_SP0_c.t1, CP11_g31942_DN3_SP0_c.t1
OG0000405	AT1G33750.1	CP8_g53531_DN3_SP0_c.t1
OG0000405	AT3G14540.1, AT3G14520.1, AT1G31950.3	CP39_g21119_DN3_SP1_c.t1
OG0000406	AT1G07770.1	CP3_g14832_DN3_SP8_c.t1
OG0000407	AT1G03300.1, AT1G26540.1, AT2G47230.2	CP10_g42640_DN3_SP0_c.t1
OG0000407	AT1G11420.1, AT2G47220.1	CP6_g7558_DN3_SP0_c.t1
OG0000409	AT2G27360.1	CP7_g45026_DN3_SP0_c.t1
OG0000409	AT1G28580.1, AT1G28570.1	CP7_g45027_DN3_SP0_c.t1, CP7_g45028_DN3_SP0_c.t1, CP7_g45029_DN3_SP0_c.t1
OG0000411	AT3G42940.1, AT2G24285.2, AT2G24480.1, AT5G43200.1, AT3G28620.1, AT2G24460.1	CP16_g55123_DN2_SP0_c.t1, CP16_g55132_DN2_SP0_c.t1
OG0000412	AT5G16570.1	CP11_g32313_DN3_SP8_c.t1
OG0000412	AT5G37600.1	CP5_g1783_DN3_SP8_c.t1
OG0000412	AT1G66200.3	CP9_g28164_DN3_SP8_c.t1
OG0000412	AT3G17820.1	CP12_g30117_DN3_SP8_c.t1
OG0000413	AT3G13662.1	CP19_g18302_DN2_SP0_c.t1
OG0000413	AT1G55210.1	CP7_g46371_DN3_SP0_c.t1
OG0000414	AT1G62500.1	CP2_g49029_DN3_SP0_c.t1
OG0000414	AT2G10940.1	CP15_g36160_DN3_SP0_c.t1
OG0000414	AT4G15160.1	CP6_g7390_DN3_SP0_c.t1
OG0000414	AT3G22120.2	CP12_g30572_DN2_SP0_c.t1
OG0000420	AT2G42550.1	CP4_g24470_DN3_SP0_c.t1
OG0000420	AT5G12090.1	CP20_g4072_DN2_SP0_c.t1, CP20_g4094_DN3_SP0_c.t1, CP20_g4092_DN2_SP0_c.t1, CP20_g4074_DN3_SP0_c.t1, CP11_g32724_DN3_SP0_c.t1
OG0000421	AT5G52640.1	CP8_g53214_DN3_SP6_c.t1
OG0000421	AT5G56030.2, AT5G56010.1, AT5G56000.1	CP8_g53584_DN3_SP8_c.t1
OG0000423	AT1G42700.1	CP9_g28123_DN3_SP0_c.t1
OG0000424	AT5G54640.1	CP8_g53432_DN3_SP8_c.t1
OG0000424	AT4G27230.1	CP5_g1290_DN3_SP2_c.t1
OG0000425	AT5G35190.2	CP6_g7094_DN3_SP0_c.t1, CP1_g38439_DN1_SP0_c.t1
OG0000426	AT1G55947.1	CP4_g24614_DN1_SP0_c.t1
OG0000429	AT3G58440.1	CP11_g32148_DN1_SP0_c.t1
OG0000430	AT4G21980.2	CP19_g18474_DN3_SP8_c.t1
OG0000430	AT4G04620.1	CP11_g31860_DN3_SP6_c.t1
OG0000430	AT1G62040.1	CP2_g49070_DN3_SP8_c.t1
OG0000431	AT1G57570.1	CP2_g49157_DN3_SP1_c.t1
OG0000433	AT4G27170.1, AT4G27140.1, AT4G27150.1, AT4G27160.1	CP5_g1292_DN3_SP0_c.t1
OG0000436	AT3G46000.2	CP3_g14836_DN3_SP7_c.t1
OG0000436	AT5G59880.1	CP8_g54015_DN3_SP5_c.t1
OG0000436	AT5G59890.1	CP8_g54016_DN3_SP7_c.t1
OG0000436	AT3G46010.2	CP3_g14835_DN3_SP4_c.t1
OG0000437	AT5G56710.1, AT4G26230.1	CP8_g53662_DN3_SP1_c.t1
OG0000437	AT2G19740.1	CP10_g43558_DN2_SP6_c.t1
OG0000439	AT5G06170.1, AT1G66570.1, AT2G14670.1, AT5G43610.1	CP11_g33206_DN3_SP3_c.t1, CP161_g50908_DN3_SP0_c.t1, CP161_g50914_DN3_SP0_c.t1
OG0000442	AT5G61310.1	CP2_g48172_DN2_SP0_c.t1
OG0000442	AT5G40382.1	CP5_g1379_DN3_SP0_c.t1
OG0000443	AT4G32390.1	CP5_g768_DN2_SP0_c.t1
OG0000443	AT2G25520.1	CP16_g55377_DN3_SP0_c.t1
OG0000443	AT5G11230.1	CP11_g32808_DN3_SP0_c.t1
OG0000444	AT2G31390.1	CP4_g25610_DN3_SP8_c.t1
OG0000444	AT3G59480.1	CP3_g13441_DN3_SP8_c.t1
OG0000444	AT1G06020.1, AT1G06030.1	CP1_g36893_DN3_SP7_c.t1
OG0000445	AT5G23740.1	CP3_g14484_DN3_SP7_c.t1, CP2_g48302_DN3_SP2_c.t1
OG0000447	AT3G11510.1, AT2G36160.1, AT3G52580.1	CP10_g43111_DN3_SP8_c.t1, CP4_g25129_DN3_SP3_c.t1, CP11_g33201_DN3_SP1_c.t1
OG0000448	AT3G28380.1	CP2_g49819_DN3_SP0_c.t1
OG0000449	AT3G58940.1, AT3G58930.1	CP16_g55065_DN3_SP0_c.t1
OG0000449	AT3G03040.1, AT3G03030.1	CP10_g42299_DN3_SP0_c.t1
OG0000450	AT1G15890.1	CP6_g7342_DN3_SP0_c.t1
OG0000450	AT1G51480.1, AT5G43740.1, AT5G43730.1	CP7_g46144_DN3_SP0_c.t1, CP6_g7341_DN2_SP0_c.t1
OG0000451	AT1G60090.1, AT1G60270.1, AT1G60260.1, AT5G16580.1, AT1G45191.1	CP4_g23949_DN3_SP1_c.t1
OG0000452	AT1G63205.1	CP2_g48953_DN3_SP0_c.t1
OG0000457	AT3G04400.1, AT1G04480.1, AT2G33370.1	CP10_g42431_DN3_SP8_c.t1
OG0000458	AT1G29090.1	CP7_g45003_DN3_SP0_c.t1
OG0000459	AT4G20450.1	CP1_g41003_DN3_SP0_c.t1
OG0000459	AT3G45920.1	CP3_g14785_DN2_SP0_c.t1
OG0000460	AT3G13520.1	CP10_g43316_DN3_SP0_c.t1
OG0000460	AT5G56540.1	CP8_g53648_DN3_SP0_c.t1
OG0000460	AT4G26320.1	CP19_g18008_DN3_SP0_c.t1
OG0000463	AT1G35190.1	CP7_g44407_DN3_SP6_c.t1
OG0000463	AT3G46490.1	CP3_g14757_DN3_SP1_c.t1
OG0000463	AT3G46500.5	CP3_g14758_DN3_SP0_c.t1
OG0000464	AT3G04410.1	CP1_g36522_DN3_SP0_c.t1, CP1_g36523_DN3_SP0_c.t1, CP1_g36521_DN3_SP0_c.t1, CP1_g36525_DN3_SP0_c.t1
OG0000465	AT3G43150.1, AT3G32160.1, AT3G30220.1, AT4G06583.2, AT5G35603.2, AT4G07740.1, AT3G32180.1, AT4G07932.1	CP4_g26926_DN3_SP0_c.t1, CP6_g8650_DN3_SP0_c.t1, CP22_g17192_DN1_SP0_c.t1
OG0000467	AT5G60380.1	CP2_g48449_DN3_SP0_c.t1
OG0000469	AT2G42740.1	CP6_g6937_DN3_SP3_c.t1, CP3_g13486_DN3_SP3_c.t1, CP13_g19938_DN3_SP8_c.t1
OG0000474	AT1G04300.3	CP1_g36649_DN3_SP1_c.t1, CP1_g36648_DN3_SP0_c.t1
OG0000474	AT5G43560.1	CP13_g20271_DN3_SP0_c.t1
OG0000474	AT4G16045.1	CP7_g44631_DN3_SP0_c.t1
OG0000475	AT4G00390.1, AT1G61730.1	CP2_g49102_DN3_SP0_c.t1
OG0000476	AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27580.1, AT5G27944.1, AT5G26950.1, AT5G27070.1	CP9_g28252_DN1_SP0_c.t1, CP39_g21150_DN1_SP0_c.t1, CP9_g28272_DN1_SP0_c.t1, CP10_g43866_DN3_SP0_c.t1, CP10_g43849_DN3_SP0_c.t1
OG0000477	AT5G62540.1	CP2_g48048_DN3_SP8_c.t1
OG0000477	AT2G02760.1	CP13_g19553_DN3_SP8_c.t1
OG0000477	AT1G14400.1	CP1_g37745_DN3_SP8_c.t1
OG0000480	AT1G61070.1	CP2_g49181_DN3_SP0_c.t1
OG0000480	AT2G02130.1	CP13_g19595_DN2_SP6_c.t1
OG0000481	AT1G58360.1	CP2_g49426_DN3_SP8_c.t1
OG0000481	AT1G10010.2	CP1_g37287_DN3_SP2_c.t1
OG0000484	AT5G48070.1	CP5_g974_DN3_SP3_c.t1
OG0000484	AT4G30280.1, AT1G65310.2	CP5_g973_DN3_SP7_c.t1, CP5_g972_DN3_SP4_c.t1
OG0000485	AT4G23380.1	CP19_g18325_DN3_SP0_c.t1
OG0000485	AT4G23350.1, AT4G23365.1, AT4G23355.1, AT4G23360.1	CP19_g18327_DN3_SP0_c.t1
OG0000485	AT4G23373.1, AT4G23370.1	CP19_g18326_DN3_SP0_c.t1
OG0000485	AT2G20170.1	CP19_g18324_DN3_SP0_c.t1
OG0000485	AT4G23390.1	CP19_g18322_DN3_SP0_c.t1
OG0000491	AT3G48290.2, AT3G48310.1, AT3G48320.1	CP3_g14556_DN3_SP0_c.t1, CP3_g14558_DN2_SP0_c.t1
OG0000491	AT3G48300.2	CP3_g14555_DN3_SP0_c.t1
OG0000492	AT3G54700.1	CP3_g13884_DN3_SP0_c.t1
OG0000492	AT2G32830.1	CP4_g25471_DN3_SP5_c.t1
OG0000492	AT2G38940.1	CP4_g24828_DN3_SP0_c.t1
OG0000493	AT5G65330.1, AT4G11250.1	CP2_g47763_DN3_SP0_c.t1
OG0000493	AT5G40070.1, AT5G41200.1, AT5G40220.1, AT5G40120.1, AT5G39810.1, AT5G39750.1, AT5G37415.1, AT5G38740.1	CP5_g1440_DN3_SP0_c.t1
OG0000494	AT3G52320.1	CP3_g14134_DN2_SP0_c.t1
OG0000495	AT3G46190.2	CP3_g15404_DN3_SP0_c.t1, CP3_g14806_DN3_SP0_c.t1
OG0000495	AT1G58270.1	CP6_g6955_DN3_SP0_c.t1, CP9_g28994_DN3_SP0_c.t1
OG0000496	AT3G47760.3, AT3G47750.1, AT3G47770.2	CP3_g14620_DN3_SP0_c.t1
OG0000496	AT3G47740.1	CP3_g14625_DN3_SP0_c.t1
OG0000496	AT3G47780.1	CP3_g14619_DN3_SP2_c.t1
OG0000497	AT1G72730.1	CP9_g28912_DN3_SP8_c.t1
OG0000497	AT1G54270.1	CP7_g46349_DN3_SP6_c.t1
OG0000498	AT3G13760.1	CP10_g43337_DN2_SP0_c.t1
OG0000498	AT5G17960.1	CP11_g32179_DN1_SP0_c.t1
OG0000499	AT3G20360.1	CP12_g30390_DN3_SP0_c.t1
OG0000500	AT1G67090.1	CP39_g21146_DN3_SP5_c.t1
OG0000501	AT4G10540.1	CP20_g4230_DN3_SP0_c.t1, CP20_g4229_DN3_SP1_c.t1
OG0000502	AT5G39280.1, AT5G39300.1, AT5G39270.1, AT5G39290.1	CP5_g1553_DN3_SP0_c.t1
OG0000502	AT5G39310.1	CP5_g1547_DN3_SP0_c.t1, CP5_g1700_DN3_SP0_c.t1, CP5_g1694_DN3_SP0_c.t1, CP5_g1697_DN3_SP0_c.t1, CP5_g1692_DN3_SP0_c.t1, CP5_g1546_DN3_SP0_c.t1, CP5_g1549_DN3_SP0_c.t1
OG0000506	AT2G17360.1, AT5G07090.1	CP11_g33191_DN3_SP8_c.t1, CP4_g24894_DN3_SP0_c.t1
OG0000508	AT1G53550.1	CP2_g49462_DN2_SP0_c.t1, CP2_g49471_DN2_SP0_c.t1, CP2_g49443_DN3_SP0_c.t1, CP2_g49449_DN2_SP0_c.t1, CP2_g49457_DN2_SP0_c.t1, CP2_g49469_DN3_SP0_c.t1, CP2_g49472_DN2_SP0_c.t1, CP2_g49470_DN2_SP0_c.t1, CP2_g49452_DN2_SP0_c.t1, CP2_g49463_DN3_SP0_c.t1, CP2_g49444_DN2_SP0_c.t1, CP2_g49458_DN3_SP0_c.t1
OG0000509	AT4G16545.1, AT4G16555.1	CP6_g7186_DN3_SP0_c.t1
OG0000510	AT5G40240.2	CP5_g1404_DN2_SP0_c.t1
OG0000510	AT5G40230.1	CP5_g1400_DN3_SP1_c.t1
OG0000511	AT2G22930.1, AT4G09500.2	CP2_g49829_DN3_SP0_c.t1, CP8_g53376_DN2_SP0_c.t1
OG0000512	AT3G43980.1, AT3G44010.1, AT4G33865.1	CP3_g15566_DN3_SP2_c.t1, CP2_g49287_DN3_SP5_c.t1, CP5_g629_DN3_SP1_c.t1, CP2_g49391_DN2_SP3_c.t1
OG0000516	AT1G67623.1	CP9_g28322_DN3_SP0_c.t1
OG0000518	AT5G16350.1	CP11_g32691_DN3_SP0_c.t1
OG0000519	AT5G65940.1	CP2_g47512_DN3_SP3_c.t1
OG0000519	AT2G30650.1, AT2G30660.1	CP4_g25810_DN3_SP1_c.t1
OG0000520	AT1G12665.1	CP1_g38493_DN3_SP0_c.t1
OG0000520	AT1G12672.2	CP8_g53011_DN3_SP0_c.t1, CP1_g37568_DN3_SP0_c.t1
OG0000522	AT3G09500.1	CP10_g42911_DN3_SP6_c.t1
OG0000529	AT2G31540.1	CP4_g25595_DN3_SP0_c.t1
OG0000530	AT5G52770.1, AT5G52760.1, AT5G52750.1	CP8_g53223_DN3_SP0_c.t1, CP8_g53224_DN3_SP0_c.t1, CP8_g53225_DN3_SP0_c.t1
OG0000531	AT5G25130.1, AT5G25120.1, AT5G25180.1, AT5G25140.1	CP2_g48421_DN3_SP1_c.t1, CP2_g48422_DN3_SP0_c.t1
OG0000534	AT5G35945.1, AT3G43410.1	CP16_g55388_DN3_SP0_c.t1
OG0000535	AT1G22900.1	CP7_g45493_DN3_SP0_c.t1, CP7_g45873_DN3_SP0_c.t1, CP7_g45494_DN2_SP0_c.t1
OG0000535	AT1G65870.1	CP3_g13536_DN3_SP0_c.t1, CP3_g13537_DN3_SP0_c.t1
OG0000536	AT5G37160.1	CP45_g22368_DN3_SP0_c.t1, CP5_g1834_DN3_SP0_c.t1, CP29_g21948_DN1_SP0_c.t1, CP271_g11212_DN3_SP0_c.t1
OG0000536	AT5G37165.1	CP5_g1833_DN3_SP0_c.t1
OG0000536	AT4G05540.1	CP11_g31803_DN3_SP0_c.t1
OG0000536	AT5G37030.1	CP11_g31802_DN3_SP0_c.t1
OG0000537	AT3G07820.1	CP10_g42793_DN3_SP5_c.t1
OG0000537	AT3G07840.1	CP10_g42794_DN3_SP1_c.t1
OG0000538	AT3G29635.1	CP2_g48870_DN2_SP0_c.t1
OG0000542	AT1G10430.1	CP1_g37334_DN3_SP8_c.t1
OG0000542	AT1G59830.1	CP2_g49347_DN3_SP8_c.t1
OG0000542	AT1G69960.1	CP9_g28605_DN3_SP7_c.t1
OG0000547	AT2G43590.1	CP4_g24368_DN3_SP3_c.t1
OG0000553	AT3G24830.1	CP12_g30872_DN3_SP8_c.t1
OG0000553	AT5G48760.1	CP2_g48751_DN3_SP8_c.t1
OG0000553	AT3G07110.2	CP10_g42718_DN3_SP6_c.t1
OG0000554	AT4G12470.1, AT4G12480.1, AT4G12490.1, AT4G12500.1	CP20_g4460_DN3_SP0_c.t1, CP11_g31774_DN3_SP0_c.t1, CP20_g4461_DN3_SP0_c.t1
OG0000556	AT1G62225.1, AT1G62220.1, AT1G62000.1, AT1G62080.1, AT1G62060.1	CP9_g28179_DN3_SP0_c.t1, CP2_g49060_DN3_SP0_c.t1, CP16_g54944_DN3_SP0_c.t1
OG0000557	AT2G23000.1	CP16_g54934_DN3_SP1_c.t1
OG0000561	AT5G15490.1	CP11_g32422_DN3_SP0_c.t1
OG0000562	AT5G22440.1	CP8_g54154_DN3_SP8_c.t1
OG0000563	AT2G47110.1	CP3_g13164_DN3_SP0_c.t1, CP4_g24010_DN3_SP0_c.t1
OG0000563	AT1G23410.1	CP7_g45441_DN3_SP0_c.t1
OG0000564	AT3G61111.1	CP2_g48825_DN3_SP7_c.t1, CP3_g13293_DN3_SP5_c.t1
OG0000564	AT2G45710.1	CP4_g24153_DN3_SP2_c.t1
OG0000565	AT1G44980.1	CP10_g44052_DN2_SP0_c.t1
OG0000566	AT5G52320.1	CP8_g53187_DN3_SP0_c.t1
OG0000567	AT4G15056.1	CP6_g7403_DN3_SP0_c.t1
OG0000567	AT5G37520.1	CP5_g1463_DN3_SP0_c.t1
OG0000569	AT5G67240.1	CP2_g47653_DN3_SP0_c.t1
OG0000569	AT3G50100.1	CP3_g14368_DN3_SP0_c.t1
OG0000569	AT3G50090.1	CP3_g14367_DN3_SP0_c.t1
OG0000569	AT5G05540.1	CP5_g866_DN3_SP0_c.t1, CP15_g34555_DN3_SP0_c.t1
OG0000570	AT1G35890.1, AT3G46565.1	CP8_g53974_DN2_SP0_c.t1
OG0000571	AT4G33900.1, AT4G23580.1	CP5_g801_DN3_SP0_c.t1
OG0000572	AT2G16980.4, AT2G16970.2	CP10_g43870_DN2_SP0_c.t1
OG0000572	AT5G42210.1	CP22_g17593_DN2_SP0_c.t1
OG0000573	AT4G05110.2, AT4G05120.1	CP11_g31904_DN3_SP7_c.t1
OG0000579	AT3G02080.1	CP10_g42201_DN3_SP8_c.t1
OG0000579	AT5G15520.1	CP11_g32419_DN3_SP6_c.t1
OG0000580	AT1G06135.1, AT2G31345.1	CP4_g25615_DN1_SP0_c.t1
OG0000580	AT2G31335.1	CP4_g25617_DN2_SP0_c.t1
OG0000580	AT1G06137.1	CP1_g36902_DN2_SP0_c.t1
OG0000581	AT5G20390.1	CP8_g54269_DN2_SP0_c.t1
OG0000581	AT1G33220.1, AT5G20330.1, AT5G20340.1	CP8_g54288_DN3_SP0_c.t1, CP8_g54270_DN2_SP0_c.t1
OG0000583	AT1G53500.1	CP7_g46271_DN3_SP8_c.t1
OG0000583	AT1G78570.1	CP9_g29494_DN3_SP8_c.t1
OG0000583	AT3G14790.2	CP10_g43446_DN3_SP8_c.t1
OG0000584	AT1G43170.1	CP22_g17293_DN2_SP0_c.t1
OG0000585	AT3G56560.1, AT3G55210.1, AT5G39540.1, AT3G56530.1	CP1_g37880_DN3_SP0_c.t1
OG0000587	AT1G20795.1, AT1G20800.1	CP7_g45690_DN3_SP0_c.t1
OG0000587	AT1G20790.1	CP7_g45691_DN3_SP0_c.t1
OG0000587	AT1G57580.1, AT1G57565.1	CP3_g14340_DN2_SP0_c.t1, CP20_g4152_DN3_SP0_c.t1
OG0000589	AT5G55190.1	CP8_g53495_DN3_SP8_c.t1
OG0000590	AT5G39080.1	CP5_g1571_DN1_SP0_c.t1
OG0000592	AT1G78580.1	CP9_g29495_DN3_SP8_c.t1
OG0000592	AT4G27550.1	CP5_g1252_DN3_SP7_c.t1
OG0000593	AT1G77940.1	CP9_g29435_DN3_SP0_c.t1
OG0000593	AT1G36240.1	CP12_g30210_DN3_SP8_c.t1, CP12_g30211_DN3_SP2_c.t1
OG0000595	AT1G74090.1	CP9_g29051_DN3_SP0_c.t1
OG0000599	AT4G39200.1	CP5_g103_DN3_SP7_c.t1
OG0000600	AT3G05560.1	CP10_g42545_DN3_SP8_c.t1
OG0000600	AT5G27770.1	CP2_g48582_DN3_SP6_c.t1
OG0000601	AT1G58380.1, AT1G58684.1, AT1G59359.1, AT1G58983.1	CP2_g49401_DN3_SP8_c.t1
OG0000601	AT3G57490.1	CP3_g13598_DN3_SP2_c.t1, CP4_g24538_DN3_SP8_c.t1, CP1_g37293_DN3_SP3_c.t1
OG0000604	AT5G41520.1	CP19_g18068_DN3_SP6_c.t1, CP19_g17877_DN3_SP8_c.t1
OG0000605	AT4G01750.1, AT4G01770.2	CP2_g49373_DN3_SP0_c.t1
OG0000606	AT5G45260.1, AT5G45050.1	CP13_g20013_DN3_SP0_c.t1
OG0000606	AT4G36140.1	CP5_g395_DN3_SP0_c.t1
OG0000609	AT2G17070.1	CP10_g43853_DN3_SP0_c.t1, CP10_g43855_DN3_SP0_c.t1
OG0000610	AT4G00260.1, AT2G24645.3	CP16_g55143_DN3_SP0_c.t1
OG0000610	AT2G13985.1	CP16_g55167_DN3_SP0_c.t1
OG0000613	AT3G53230.1	CP3_g14037_DN3_SP7_c.t1
OG0000613	AT3G09840.1	CP10_g42946_DN3_SP8_c.t1
OG0000616	AT4G31100.1, AT4G31110.1	CP5_g885_DN3_SP0_c.t1
OG0000616	AT1G19390.1	CP7_g45816_DN3_SP0_c.t1, CP7_g45815_DN3_SP0_c.t1
OG0000617	AT5G05900.1, AT5G05880.1, AT5G05890.1	CP11_g33317_DN3_SP0_c.t1
OG0000618	AT5G01750.2	CP10_g43138_DN3_SP7_c.t1
OG0000621	AT3G57710.1	CP20_g4022_DN3_SP0_c.t1
OG0000622	AT5G60670.1	CP8_g54088_DN3_SP0_c.t1
OG0000623	AT2G18020.1	CP10_g43718_DN3_SP7_c.t1
OG0000623	AT3G51190.1	CP3_g14246_DN3_SP7_c.t1
OG0000623	AT4G36130.1	CP5_g396_DN3_SP7_c.t1
OG0000624	AT2G43730.1, AT2G43740.1	CP4_g24355_DN3_SP0_c.t1
OG0000625	AT3G13350.1	CP5_g1627_DN3_SP0_c.t1, CP6_g7242_DN3_SP0_c.t1, CP6_g7249_DN3_SP0_c.t1, CP6_g7246_DN3_SP0_c.t1, CP6_g7253_DN3_SP0_c.t1, CP6_g7240_DN3_SP0_c.t1, CP6_g7239_DN3_SP0_c.t1, CP6_g7238_DN3_SP0_c.t1, CP6_g7245_DN3_SP0_c.t1, CP6_g7248_DN3_SP0_c.t1, CP6_g7241_DN3_SP0_c.t1, CP6_g7252_DN3_SP0_c.t1, CP6_g7244_DN3_SP0_c.t1, CP6_g7251_DN3_SP0_c.t1, CP6_g7247_DN3_SP0_c.t1, CP6_g7243_DN3_SP0_c.t1, CP6_g7250_DN3_SP0_c.t1, CP6_g7254_DN3_SP0_c.t1, CP10_g43298_DN3_SP0_c.t1, CP10_g43297_DN3_SP0_c.t1
OG0000625	AT1G55650.1	CP7_g46414_DN3_SP0_c.t1
OG0000626	AT1G13080.1	CP1_g37608_DN3_SP1_c.t1
OG0000627	AT1G60500.1	CP2_g49260_DN3_SP0_c.t1
OG0000628	AT4G33830.1, AT4G33840.1, AT4G33860.1	CP5_g631_DN3_SP1_c.t1
OG0000629	AT1G34170.3, AT1G35540.1, AT1G35240.1, AT1G34410.1, AT1G35520.1, AT1G34390.1, AT1G34310.1, AT1G43950.1	CP20_g4415_DN3_SP0_c.t1, CP20_g4417_DN3_SP0_c.t1, CP20_g4419_DN3_SP0_c.t1, CP20_g4418_DN3_SP0_c.t1, CP20_g3923_DN3_SP0_c.t1, CP20_g4275_DN3_SP0_c.t1, CP20_g4279_DN2_SP0_c.t1, CP20_g4281_DN2_SP0_c.t1, CP20_g4282_DN2_SP0_c.t1, CP20_g4274_DN3_SP0_c.t1
OG0000633	AT1G27280.1, AT1G24230.1, AT1G27260.1, AT1G27270.1, AT1G24250.1, AT1G23810.1	CP7_g45370_DN3_SP0_c.t1
OG0000634	AT3G49130.1	CP11_g32345_DN3_SP0_c.t1
OG0000635	AT5G60770.1	CP8_g54099_DN3_SP8_c.t1
OG0000636	AT5G59845.1	CP8_g54009_DN2_SP3_c.t1
OG0000636	AT1G10588.1	CP1_g37355_DN1_SP0_c.t1
OG0000637	AT3G46060.1	CP3_g14830_DN3_SP8_c.t1
OG0000637	AT5G59840.1	CP8_g54008_DN3_SP8_c.t1
OG0000637	AT3G53610.1	CP3_g13993_DN3_SP8_c.t1
OG0000638	AT3G46070.1, AT3G46090.1, AT3G46080.1	CP3_g14829_DN3_SP0_c.t1, CP3_g14828_DN3_SP0_c.t1
OG0000639	AT3G61600.1	CP3_g13237_DN3_SP8_c.t1
OG0000639	AT4G01160.2	CP8_g54591_DN3_SP0_c.t1
OG0000639	AT2G46260.1	CP4_g24095_DN3_SP8_c.t1
OG0000640	AT4G29273.1, AT2G22121.1, AT4G09153.1, AT4G29283.1, AT4G29280.1	CP5_g1070_DN2_SP0_c.t1
OG0000640	AT4G29300.1	CP4_g25815_DN2_SP0_c.t1
OG0000641	AT5G56600.1	CP8_g53653_DN3_SP5_c.t1
OG0000641	AT4G29350.1	CP5_g1065_DN3_SP7_c.t1
OG0000642	AT2G46450.1	CP18_g12617_DN3_SP0_c.t1
OG0000642	AT2G46430.1	CP4_g24079_DN3_SP3_c.t1
OG0000643	AT5G02960.1	CP10_g42929_DN3_SP3_c.t1, CP11_g33589_DN3_SP8_c.t1
