Orthogroup	Arabidopsis_thaliana	Brassica_rapa
OG0000292	AT2G34320.1	XP_009121367.1
OG0000294	AT5G15670.1, AT5G15660.1, AT1G26510.1, AT1G26515.1	XP_033137553.1
OG0000294	AT1G31000.1	XP_033135386.1
OG0000295	AT3G11380.1, AT3G11350.1	XP_033142265.1
OG0000296	AT5G59090.1, AT5G59120.1	XP_009120430.1, XP_033142716.1
OG0000296	AT5G58840.1, AT5G58820.1, AT5G58830.1	XP_009126729.2, XP_033141242.1, XP_009126731.2, XP_009145270.2, XP_033141241.1, XP_033141237.1
OG0000298	AT1G33590.2	XP_009114790.1
OG0000301	AT2G44630.1, AT2G44700.1	XP_009117672.2, XP_009117388.2, XP_009117355.1, XP_009140859.2, XP_018513864.2, XP_033132454.1, XP_009140683.1, XP_009111443.1
OG0000301	AT4G02310.1	XP_033131536.1
OG0000303	AT5G28730.1	XP_033132652.1, XP_033141989.1
OG0000303	AT1G43722.1	XP_009149939.1, XP_033143633.1, XP_033137787.1, XP_033136332.1
OG0000303	AT3G30525.1	XP_033135947.1
OG0000304	AT4G04090.1	XP_009138558.1
OG0000304	AT5G48510.1, AT2G05330.1	XP_009144755.2
OG0000304	AT2G40450.1	XP_033145283.1, XP_033146439.1, XP_009141126.1, XP_033146438.1
OG0000307	AT1G09245.1	XP_033140341.1
OG0000308	AT5G43360.1	XP_009123895.1
OG0000308	AT5G43370.1, AT5G43350.1	XP_033136159.1, XP_009101973.1, XP_033136503.1, XP_033136557.1, XP_033136506.1, XP_033136273.1, XP_009123893.1, XP_009123946.2, XP_009113997.2, XP_009101790.1, XP_009123889.1
OG0000313	AT4G29550.1	XP_009128603.1, XP_009128597.1
OG0000313	AT2G20620.1	XP_033141694.1, XP_009126942.2
OG0000315	AT5G33355.1, AT3G59930.1	XP_009124096.2, XP_033145238.1
OG0000316	AT3G14680.1, AT3G14640.2	XP_009146335.1, XP_018513576.2, XP_009135394.2, XP_033128440.1, XP_009146333.1, XP_009116688.2, XP_033142335.1
OG0000318	AT1G69730.1	XP_009106691.2
OG0000321	AT4G14960.2	XP_009147859.2
OG0000321	AT5G19770.1, AT5G19780.1	XP_009120857.1
OG0000321	AT1G64740.1	XP_033141348.1, XP_009126388.2
OG0000323	AT1G17600.1	XP_033137191.1
OG0000323	AT1G72840.2, AT4G09430.1	XP_033131924.1
OG0000325	AT1G04750.1	XP_009111083.2, XP_009119258.1, XP_009118621.1
OG0000325	AT2G33120.2	XP_009143895.1, XP_009132911.1
OG0000325	AT2G33110.1	XP_009141288.1
OG0000326	AT5G38670.1, AT5G38680.1, AT5G51250.1, AT3G08810.1, AT3G06570.1	XP_009108045.2
OG0000327	AT1G77570.1	XP_009140412.1
OG0000329	AT4G14630.1	XP_009107789.1
OG0000330	AT1G72920.1, AT1G72940.1, AT1G72900.1, AT1G72930.1, AT1G72910.1, AT1G72950.1	XP_009106486.2, XP_009105952.1
OG0000330	AT1G72890.2	XP_009104838.1, XP_009104837.1, XP_009105951.1, XP_009127959.1
OG0000330	AT1G17615.1	XP_009149213.1
OG0000331	AT4G01850.1	XP_009134472.1, XP_009111338.2
OG0000331	AT3G17390.1	XP_009135526.2, XP_009114068.1
OG0000331	AT2G36880.1	XP_033146981.1
OG0000332	AT1G61500.3	XP_018510130.1, XP_009104693.1
OG0000332	AT1G61430.1, AT1G61400.2, AT1G61440.2, AT1G61480.1, AT1G61490.1, AT1G61420.2, AT1G61460.1, AT1G61550.1	XP_033133452.1, XP_018510244.1
OG0000336	AT1G57660.1, AT1G57860.1, AT1G09690.1, AT1G09590.1	XP_009113354.1
OG0000339	AT1G11610.2, AT2G30750.1, AT2G30770.1	XP_009132752.1
OG0000339	AT5G42590.1	XP_009137137.2
OG0000339	AT4G20235.1	XP_009133566.2
OG0000341	AT5G51470.1	XP_033142842.1, XP_033140992.1
OG0000341	AT1G48660.2, AT1G48670.1	XP_009124897.1
OG0000342	AT2G24510.1	XP_018514306.1, XP_033145144.1
OG0000342	AT3G17540.1	XP_033146876.1, XP_033132405.1, XP_009123139.3
OG0000345	AT5G09500.1, AT5G43640.1	XP_009131113.1, XP_009125366.1
OG0000345	AT1G04270.1	XP_009111117.2, XP_009118657.1, XP_009119322.1
OG0000346	AT3G53280.1	XP_009103856.1
OG0000346	AT3G26200.1	XP_009129561.1, XP_009152070.1
OG0000346	AT3G26190.1	XP_009152071.1
OG0000346	AT3G53290.1	XP_009116024.1
OG0000346	AT5G35715.1, AT3G53305.1, AT3G53300.1	XP_009116022.1
OG0000347	AT3G61430.1	XP_009138772.2, XP_009116806.2
OG0000347	AT1G01620.1	XP_033134760.1, XP_009119712.2
OG0000347	AT4G00430.1	XP_009134562.1
OG0000348	AT3G28330.1	XP_033140778.1, XP_033140777.1, XP_018512154.2
OG0000349	AT5G59650.2	XP_018510745.1
OG0000350	AT3G29050.2, AT3G21920.2, AT3G21930.1, AT3G21910.1, AT3G21900.2	XP_009132499.1, XP_009145438.1, XP_009145263.1, XP_009145440.1, XP_009145439.2, XP_009109255.2, XP_009109273.1
OG0000351	AT2G15660.1	XP_018514239.1
OG0000355	AT5G60440.1	XP_009120577.1, XP_033140106.1, XP_033140107.1, XP_009126602.1
OG0000356	AT2G24696.1	XP_033136684.1
OG0000358	AT1G51490.1	XP_033132411.1, XP_033133364.1, XP_033133368.1
OG0000358	AT1G51470.1, AT1G47600.1	XP_009144939.2, XP_033148500.1, XP_033148501.1, XP_033148499.1
OG0000359	AT5G54145.1	XP_033137968.1, XP_009127112.1
OG0000359	AT4G27652.1	XP_009109130.1, XP_009137679.1
OG0000359	AT4G27657.1	XP_009137683.1, XP_009143792.1, XP_009109128.1
OG0000361	AT5G32613.1	XP_033138767.1
OG0000363	AT3G44970.1	XP_009130868.1, XP_009125591.2
OG0000365	AT1G26390.1	XP_033137302.1
OG0000365	AT4G20800.1	XP_009133978.1
OG0000365	AT1G26380.1, AT1G26410.1, AT1G26400.1, AT1G26420.1	XP_009115359.1
OG0000367	AT5G35610.1	XP_033141073.1, XP_033141074.1, XP_018512136.1
OG0000367	AT5G15030.1, AT5G15040.1, AT5G15025.1, AT1G27250.1, AT1G27220.1	XP_009103131.2
OG0000368	AT3G46720.1	XP_009149970.1
OG0000369	AT5G49490.1, AT5G49420.1, AT5G38620.1	XP_033133710.1, XP_009107578.2, XP_033128024.1
OG0000370	AT3G23950.1, AT3G23970.1	XP_009102534.1
OG0000371	AT1G43720.1	XP_033129344.1, XP_033136329.1, XP_033143630.1, XP_033135938.1, XP_033141127.1, XP_033128075.1
OG0000376	AT1G60750.1	XP_009103926.1, XP_009103955.1
OG0000376	AT1G60730.3, AT1G60680.1	XP_009113189.1
OG0000377	AT4G37370.1	XP_009138491.1
OG0000377	AT1G66540.1, AT4G37360.1, AT4G37340.1	XP_009136876.1
OG0000377	AT4G37330.1	XP_009138490.1, XP_009136992.1
OG0000379	AT2G02040.1	XP_009101283.1, XP_009114212.1
OG0000379	AT3G54140.1	XP_018514158.2
OG0000379	AT2G02020.1	XP_009129179.1
OG0000380	AT1G35850.1, AT5G59280.1, AT1G21620.1	XP_009121314.2, XP_009121239.3
OG0000380	AT5G60180.1, AT5G60110.1	XP_033137987.1, XP_033138021.1, XP_033133201.1, XP_033142420.1, XP_033142421.1, XP_009120537.2
OG0000381	AT2G33720.1	XP_033147715.1, XP_033144101.1
OG0000382	AT4G02420.1, AT4G02410.1	XP_009144569.1, XP_009134433.1, XP_009134432.1
OG0000382	AT2G37710.1	XP_009143456.1, XP_009133202.2
OG0000383	AT1G23720.2	XP_033132527.1, XP_033136218.1
OG0000383	AT3G28550.1, AT3G54590.3, AT3G54580.1	XP_033145569.1, XP_033146020.1, XP_033136302.1, XP_033131973.1
OG0000384	AT5G46940.1, AT5G46970.1, AT5G46930.1	XP_033141447.1
OG0000384	AT5G46960.1, AT5G46950.1	XP_009128918.1, XP_033141448.1, XP_009128915.1, XP_033141010.1, XP_033141449.1
OG0000388	AT3G17550.1	XP_009145769.1
OG0000388	AT2G04930.1, AT3G19595.1	XP_018514444.2, XP_009111665.1
OG0000389	AT5G60610.1, AT5G56700.2, AT5G56690.1	XP_009127252.1
OG0000389	AT2G26860.1	XP_033145581.1, XP_009140623.1
OG0000390	AT1G22340.1	XP_009145349.1
OG0000390	AT1G22380.1	XP_009103242.1
OG0000390	AT1G22370.2	XP_009110142.2, XP_009145344.1
OG0000390	AT1G22360.1	XP_009145345.1
OG0000390	AT1G22400.1	XP_009103240.1
OG0000391	AT1G73310.1, AT5G36180.1, AT1G73300.1, AT1G73280.1, AT1G73290.1, AT1G73270.1	XP_009105992.1, XP_033131151.1, XP_033131152.1
OG0000391	AT3G12203.1	XP_009131550.1, XP_009126130.1, XP_009121469.1
OG0000391	AT3G10450.1	XP_009146838.2
OG0000392	AT1G17020.1	XP_009117729.1
OG0000392	AT1G17010.1	XP_009117731.1, XP_009149139.1
OG0000392	AT4G25300.1, AT4G25310.1	XP_009137512.1, XP_009139101.2, XP_018508332.1, XP_009109218.1, XP_009109221.2, XP_009109219.2
OG0000393	AT5G39130.1, AT5G39190.1, AT5G39160.1	XP_009129904.1, XP_009140209.1
OG0000393	AT5G39100.1, AT5G39180.1, AT5G39150.1, AT5G39120.1	XP_009125150.1
OG0000394	AT1G52810.1	XP_009107019.1, XP_009147659.1
OG0000395	AT1G14080.1	XP_009110562.1, XP_009117938.1
OG0000395	AT2G15350.1, AT2G15370.1	XP_009119414.1, XP_009123234.1
OG0000395	AT2G15360.1	XP_009117939.2, XP_009148687.1
OG0000397	AT3G17710.1	XP_033147260.1, XP_009135546.1, XP_033144428.1
OG0000398	AT5G17167.1	XP_009123470.1, XP_033132144.1, XP_033143300.1, XP_033144132.1, XP_009130288.1, XP_009123471.1
OG0000398	AT3G30430.1, AT2G35280.1, AT1G36030.1	XP_009138228.1, XP_033142291.1, XP_009117693.2, XP_033148601.1, XP_009108634.1
OG0000399	AT4G02080.1	XP_009111320.1, XP_009134447.1
OG0000399	AT1G56330.1	XP_009122984.1, XP_009113390.1
OG0000399	AT1G09180.1	XP_009110844.1, XP_009148170.1
OG0000402	AT5G66900.2	XP_033136095.1
OG0000402	AT5G66890.1	XP_018508882.1
OG0000402	AT5G66910.1	XP_018508139.1, XP_018508140.1
OG0000403	AT4G03440.1	XP_009121808.2
OG0000404	AT3G44780.1	XP_009107590.1
OG0000405	AT3G14490.1	XP_009135388.1
OG0000405	AT3G32030.1	XP_033142298.1
OG0000405	AT3G29410.1	XP_033128163.1, XP_009116816.1, XP_009116847.1
OG0000406	AT1G07770.1, AT5G59850.1	XP_009118420.1
OG0000406	AT2G39590.1	XP_009148016.2, NP_001288842.1, XP_009126644.1, XP_009110929.1, XP_009131965.1
OG0000407	AT1G03300.1, AT1G26540.1, AT2G47230.2	XP_009129664.1
OG0000407	AT1G11420.1, AT2G47220.1	XP_033133931.1
OG0000409	AT2G27360.1	XP_009113642.2
OG0000409	AT1G28580.1, AT1G28570.1	XP_009102895.1, XP_009102892.1
OG0000410	AT4G22505.1	XP_033144148.1
OG0000410	AT4G12545.1, AT4G12550.1	XP_033135480.1, XP_033135479.1
OG0000411	AT3G42940.1, AT2G24285.2, AT2G24480.1, AT5G43200.1, AT3G28620.1, AT2G24460.1	XP_009117228.1, XP_009140655.2, XP_033145771.1, XP_033145769.1
OG0000412	AT5G16570.1	XP_009121474.1, XP_009126124.1
OG0000412	AT5G37600.1	XP_009139734.1
OG0000412	AT1G66200.3	XP_009127474.2
OG0000412	AT3G17820.1	XP_009113719.2, XP_009145973.2, XP_009135551.1
OG0000413	AT3G13662.1	XP_009117592.1
OG0000413	AT1G55210.1	XP_009107087.1
OG0000414	AT1G62500.1	XP_009113073.1
OG0000414	AT2G10940.1	XP_009112260.2
OG0000414	AT4G15160.1	XP_009107833.1, XP_009147527.2, XP_009144715.2
OG0000419	AT2G35250.1	XP_009141477.1, XP_009141476.1
OG0000420	AT2G42550.1	XP_018514613.1
OG0000421	AT5G52640.1	XP_009119805.1
OG0000421	AT5G56030.2, AT5G56010.1, AT5G56000.1	XP_009132345.2, XP_009132342.2, XP_009132299.2, XP_033139627.1, XP_009126978.2
OG0000423	AT3G30200.1, AT1G40087.1	XP_033143710.1
OG0000424	AT5G54640.1	XP_009119993.1
OG0000424	AT4G27230.1	XP_009143223.1
OG0000425	AT5G35190.2	XP_018512945.2, XP_033144162.1, XP_033144134.1
OG0000426	AT2G16810.1	XP_009120084.1
OG0000429	AT3G58440.1	XP_009138961.1, XP_009105539.1
OG0000429	AT3G58410.1	XP_009138964.1
OG0000429	AT3G58340.1	XP_018509646.2, XP_033136040.1
OG0000430	AT4G04620.1	XP_009114557.1, XP_009144513.1
OG0000431	AT5G49860.1, AT1G52110.1, AT5G49850.1, AT5G49870.1	XP_009147713.1
OG0000431	AT1G57570.1	XP_009113233.1
OG0000432	AT1G48820.1, AT1G48800.1	XP_009113858.2
OG0000432	AT4G20210.1, AT3G29110.1	XP_033137499.1
OG0000432	AT4G20230.2, AT1G66020.1, AT4G20200.1	XP_033142746.1
OG0000432	AT3G29190.1	XP_009108429.1, XP_009108474.1
OG0000434	AT5G38435.1	XP_033145964.1, XP_033131420.1
OG0000436	AT5G59880.1	XP_009120511.2, XP_018512380.1, XP_018513341.2
OG0000436	AT5G59890.1	XP_009126640.1, XP_009131961.1
OG0000437	AT5G56710.1, AT4G26230.1	XP_009126926.1, XP_009132186.2, XP_009142069.1, XP_009120181.1
OG0000437	AT2G19740.1	XP_009117525.1, XP_009112624.1
OG0000439	AT5G06170.1, AT1G66570.1, AT2G14670.1, AT5G43610.1	XP_009122220.1, XP_033145038.1
OG0000440	AT4G39600.2	XP_009140240.2
OG0000440	AT5G48980.1, AT5G48990.1, AT2G20380.1	XP_033147225.1
OG0000442	AT5G61310.1	XP_033142403.1
OG0000442	AT5G40382.1	XP_009139999.1
OG0000443	AT4G32390.1	XP_009126072.2
OG0000443	AT2G25520.1	XP_009140677.1, XP_009117057.1
OG0000443	AT5G11230.1	XP_009121978.2
OG0000443	AT5G25400.1	XP_033129927.1, XP_009129964.1
OG0000444	AT2G31390.1	XP_009132781.2, XP_009144211.1
OG0000444	AT3G59480.1	XP_009116612.1, XP_009138911.1, XP_009104208.2
OG0000444	AT1G06020.1, AT1G06030.1	XP_009111012.1
OG0000445	AT5G23740.1	XP_009151636.1, XP_009150903.1, XP_009141711.1, XP_009130101.1
OG0000446	AT5G22730.1	XP_009131886.1, XP_009126560.1, XP_033140101.1
OG0000447	AT3G11510.1, AT2G36160.1, AT3G52580.1	XP_033144021.1, XP_009143612.1, XP_009133065.1, XP_009141564.1, XP_033143082.1, XP_033143081.1, XP_009122218.1, XP_018511274.2, XP_009146712.2, XP_009115956.1
OG0000448	AT3G28390.1, AT3G28360.1, AT3G28380.1	XP_033129766.1, XP_033129588.1, XP_033135089.1, XP_009111595.2
OG0000448	AT3G28345.1	XP_033140725.1, XP_009151889.2
OG0000449	AT3G58950.1	XP_009116567.1
OG0000449	AT3G58940.1, AT3G58930.1	XP_009132838.1, XP_009117247.1
OG0000449	AT3G03040.1, AT3G03030.1	XP_018510392.1
OG0000450	AT1G15890.1	XP_009149025.1
OG0000451	AT4G22100.1	XP_009108545.1
OG0000451	AT1G60090.1, AT1G60270.1, AT1G60260.1, AT5G16580.1, AT1G45191.1	XP_009118234.2, XP_009133825.1
OG0000452	AT1G63190.1	XP_033146955.1, XP_033136362.1, XP_009106821.1
OG0000457	AT3G04400.1, AT1G04480.1, AT2G33370.1	XP_009119294.2, XP_009111101.1, XP_009118642.1
OG0000458	AT1G29090.1	XP_033135907.1, XP_009102881.1
OG0000458	AT1G29110.1	XP_009107294.1, XP_009107292.1
OG0000459	AT4G20450.1	XP_033132465.1
OG0000459	AT3G46410.1, AT3G46355.1	XP_018515263.2
OG0000460	AT3G13520.1	XP_009124752.1
OG0000460	AT5G56540.1	XP_009126933.1
OG0000460	AT4G26320.1	XP_009137587.1, XP_009142182.1
OG0000463	AT1G35190.1	XP_009145136.1
OG0000463	AT3G46500.5	XP_009150246.1
OG0000464	AT3G04410.1	XP_033138410.1, XP_033134980.1, XP_033138407.1, XP_009119654.2, XP_033137608.1, XP_033138156.1, XP_033137606.1, XP_033138157.1
OG0000466	AT4G03570.1, AT4G03590.1	XP_009133127.2
OG0000466	AT3G05685.1	XP_009121727.2
OG0000467	AT5G60380.1	XP_033140439.1, XP_009129941.2, XP_009129939.2
OG0000468	AT1G49790.2	XP_009141277.1, XP_033143164.1
OG0000469	AT2G42740.1	XP_009132184.1, XP_009136954.1, XP_009138940.1, XP_009128823.1, XP_033136050.1, XP_033136881.1, XP_009101572.1
OG0000471	AT4G13820.1	XP_033146596.1
OG0000471	AT4G13920.1, AT4G13880.1, AT4G13810.2	XP_033132441.1, XP_033134615.1, XP_009139580.1, XP_033130451.1, XP_009148518.2, XP_033148522.1, XP_009148596.2
OG0000472	AT5G33406.1	XP_018509896.1, XP_033130005.1, XP_033132282.1, XP_033145217.1
OG0000473	AT1G02205.3	XP_009118866.2
OG0000474	AT1G04300.3	XP_009118655.1, XP_009111114.1, XP_033138282.1
OG0000474	AT5G43560.1	XP_018515195.1
OG0000474	AT4G16045.1	XP_009114869.1
OG0000475	AT1G44810.1, AT4G00250.1, AT4G00238.1	XP_009123373.2, XP_009139614.1
OG0000475	AT4G00390.1, AT1G61730.1	XP_009105150.1, XP_009113245.1, XP_009113119.1
OG0000476	AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27580.1, AT5G27944.1, AT5G26950.1, AT5G27070.1	XP_009105602.1, XP_033134477.1, XP_033134406.1, XP_033134327.1
OG0000477	AT5G62540.1	XP_009130224.1
OG0000477	AT2G02760.1	NP_001288862.1, XP_009129126.1
OG0000477	AT1G14400.1	XP_009148815.1, XP_009110545.1, XP_009117904.1
OG0000480	AT2G02120.1	XP_009129168.1
OG0000480	AT2G02130.1	XP_009114206.1
OG0000481	AT1G58360.1	XP_009102845.1, XP_009138576.1, XP_018510444.2
OG0000481	AT1G10010.2	XP_009148321.2
OG0000482	AT1G72290.1	XP_009105887.1, XP_009105885.2
OG0000483	AT5G26000.1	XP_009108971.2, XP_009107810.2, XP_033133703.1, XP_033133704.1, XP_009123220.1, XP_033134125.1, XP_009123219.1, XP_033137260.1, XP_033142048.1, XP_033140392.1, XP_033140388.1, XP_033140393.1, XP_009105016.2, XP_009110511.1
OG0000484	AT4G30280.1, AT1G65310.2	XP_009127934.1, XP_009108992.1, XP_009137908.1, XP_009137909.1, XP_009108991.1, XP_009127924.2
OG0000485	AT4G23380.1	XP_009137347.1
OG0000485	AT4G23350.1, AT4G23365.1, AT4G23355.1, AT4G23360.1	XP_033128717.1
OG0000485	AT4G23373.1, AT4G23370.1	XP_033143980.1, XP_018508202.1
OG0000485	AT2G20170.1	XP_009137344.1
OG0000491	AT3G48290.2, AT3G48310.1, AT3G48320.1	XP_009150199.1
OG0000491	AT3G48300.2	XP_009151311.1, XP_009151334.1
OG0000492	AT3G54700.1	XP_009139223.1, XP_018510247.1
OG0000492	AT2G32830.1	XP_009132909.2
OG0000492	AT2G38940.1	XP_009141774.2
OG0000493	AT5G65330.1, AT4G11250.1	XP_033141781.1
OG0000493	AT5G40070.1, AT5G41200.1, AT5G40220.1, AT5G40120.1, AT5G39810.1, AT5G39750.1, AT5G37415.1, AT5G38740.1	XP_033145222.1, XP_033146498.1, XP_009139952.1, XP_009139966.1
OG0000494	AT3G52330.1, AT1G23037.1, AT3G52320.1	XP_009117144.1
OG0000495	AT1G58270.1	XP_033131144.1, XP_009104803.1, XP_033131141.1, XP_009106016.1
OG0000496	AT3G47760.3, AT3G47750.1, AT3G47770.2	XP_033129044.1
OG0000496	AT3G47740.1	XP_009102503.1
OG0000496	AT3G47780.1	XP_009150699.1, XP_009149875.1
OG0000497	AT1G72730.1	XP_009105938.1, XP_009127948.1
OG0000497	AT1G54270.1	XP_009132534.1, XP_009147530.1
OG0000498	AT5G17960.1	XP_009126224.2
OG0000499	AT3G20360.1	XP_009124488.2
OG0000499	AT3G20380.1	XP_009135688.1, XP_009135685.2
OG0000500	AT1G67090.1	XP_009127523.1, XP_009127519.1, XP_009127518.1
OG0000501	AT1G32940.1	XP_009114847.1
OG0000501	AT1G32950.1, AT1G32960.1	XP_009114844.1, XP_009114845.2
OG0000501	AT4G10540.1	XP_018510615.2
OG0000501	AT4G10550.3	XP_033140687.1
OG0000502	AT5G39280.1, AT5G39300.1, AT5G39270.1, AT5G39290.1	XP_009139827.1
OG0000502	AT5G39310.1	XP_009140217.2
OG0000506	AT2G17360.1, AT5G07090.1	XP_009120350.1, XP_009132054.2, XP_018513628.2, XP_009122377.1, XP_009125675.1
OG0000508	AT1G53550.1	XP_009102815.1
OG0000509	AT2G03020.1, AT4G16540.1	XP_009145733.2
OG0000509	AT4G16545.1, AT4G16555.1	XP_009136792.1, XP_009123025.1
OG0000510	AT5G40240.2	XP_033145696.1, XP_033145692.1
OG0000510	AT5G40230.1	XP_009139978.1, XP_009125127.1
OG0000512	AT3G43980.1, AT3G44010.1, AT4G33865.1	XP_009123283.1, XP_009108769.1, XP_009138220.1, XP_009118852.1
OG0000513	AT1G53350.1	XP_009144457.1
OG0000517	AT5G17120.1, AT5G17150.1	XP_009121416.1, XP_018509497.1
OG0000517	AT5G17090.1	XP_009131576.2, XP_009131578.2, XP_033131927.1
OG0000518	AT5G53380.1	XP_009119883.1
OG0000518	AT5G12420.1, AT5G16350.1	XP_033142474.1
OG0000519	AT5G65940.1	XP_009130576.1
OG0000519	AT2G30650.1, AT2G30660.1	XP_018514394.2, XP_033147949.1
OG0000520	AT1G12672.2	XP_009145700.1, XP_033135876.1, XP_009118066.1, XP_018510225.1, XP_033148814.1, XP_009118065.2
OG0000521	AT5G65080.2, AT5G65070.3	XP_009130488.1, XP_009130489.1
OG0000521	AT5G65050.3, AT5G65060.1, AT1G77080.8	XP_009130486.1
OG0000522	AT5G02610.2	XP_009122765.1, XP_009125458.1
OG0000522	AT2G39390.1	XP_009133361.1
OG0000522	AT3G09500.1	XP_009146926.1, XP_009135051.1, XP_009123329.1
OG0000523	AT5G27100.1	XP_033143849.1, XP_033145935.1, XP_033139501.1, XP_033145546.1
OG0000524	AT4G11770.1, AT4G11750.1	XP_009124389.2
OG0000525	AT2G43260.2	XP_009142924.1
OG0000525	AT4G17780.1	XP_033142012.1
OG0000527	AT1G34800.1, AT1G34795.1, AT1G34830.1, AT1G34810.1, AT1G34815.1, AT1G34850.1, AT1G34840.1, AT1G34820.1, AT1G34805.1, AT1G34825.1, AT1G34792.1, AT1G34930.1, AT1G34860.1, AT1G35035.1, AT1G21835.1	XP_033136134.1, XP_033136652.1, XP_033136653.1, XP_033135272.1
OG0000529	AT2G31540.1	XP_033147670.1, XP_033147706.1, XP_009141158.1
OG0000529	AT2G30220.1, AT2G30310.1	XP_009141057.1
OG0000530	AT5G52770.1, AT5G52760.1, AT5G52750.1	XP_033137798.1, XP_009119810.2, XP_033137797.1, XP_009132515.1, XP_033140109.1, XP_009127217.1, XP_033140108.1, XP_033141682.1, XP_009127219.1
OG0000531	AT5G25130.1, AT5G25120.1, AT5G25180.1, AT5G25140.1	XP_009111654.1, XP_009151038.1, XP_033137679.1, XP_009129988.1, XP_033129031.1
OG0000533	AT1G47890.1	XP_033135966.1
OG0000533	AT1G45616.1	XP_018510519.1, XP_033131351.1
OG0000535	AT5G42500.1, AT5G42510.1	XP_033135719.1
OG0000536	AT5G37160.1	XP_009139868.1
OG0000536	AT4G05540.1	XP_033137226.1
OG0000537	AT3G07820.1	XP_009134996.1, XP_009124109.1
OG0000537	AT5G48140.1	XP_009151612.1
OG0000537	AT3G07840.1	XP_009134997.2, XP_009124094.1, XP_009124086.1
OG0000538	AT3G29635.1	XP_009129283.2, XP_018515342.1
OG0000538	AT3G29720.1, AT3G29680.1, AT5G61160.1	XP_033145374.1
OG0000540	AT2G31050.1, AT2G26720.1	XP_033148280.1
OG0000542	AT1G10430.1	XP_009148370.1, XP_009118255.1
OG0000542	AT1G59830.1	XP_009113275.1
OG0000542	AT1G69960.1	XP_009105672.1
OG0000543	AT5G45080.1	XP_033136900.1
OG0000546	AT5G03390.1	XP_009142412.1
OG0000547	AT2G43590.1	XP_009133618.1
OG0000547	AT2G43580.1	XP_009133616.2
OG0000548	AT2G23550.4, AT2G23580.1	XP_009134070.1
OG0000548	AT2G23570.1	XP_009140472.2
OG0000549	AT2G33060.1	XP_009143899.1, XP_033147618.1
OG0000549	AT2G33050.1	XP_009143902.1, XP_018512685.2, XP_009132883.2
OG0000553	AT3G24830.1	XP_009112682.1, XP_009136093.1, XP_009102457.1
OG0000553	AT5G48760.1	XP_009129745.1, XP_009111853.1, XP_009151676.2
OG0000554	AT4G12470.1, AT4G12480.1, AT4G12490.1, AT4G12500.1	XP_009134272.1, XP_009114618.1
OG0000555	AT3G21210.1	XP_033148573.1
OG0000555	AT1G34480.1	XP_009105180.2
OG0000556	AT1G62225.1, AT1G62220.1, AT1G62000.1, AT1G62080.1, AT1G62060.1	XP_009104624.1, XP_009113102.1, XP_009113098.1, XP_009113228.1
OG0000557	AT2G23000.1	XP_033130301.1, XP_009133997.1, XP_033136677.1
OG0000557	AT2G22980.4	XP_009140442.1, XP_033145539.1
OG0000561	AT5G39320.1	XP_009139830.1, XP_018512375.1
OG0000561	AT5G15490.1	XP_009131469.1, XP_009126050.2, XP_033137542.1
OG0000562	AT2G27530.1	XP_009140807.1
OG0000562	AT5G22440.1	XP_009120660.1, XP_009131880.1, XP_009126544.2
OG0000563	AT2G47110.1	XP_033146748.1, XP_009116899.2, XP_009104378.1
OG0000563	AT1G23410.1	XP_009115529.1, XP_009103181.1
OG0000564	AT3G61111.1	XP_009142358.1, XP_009151598.1, XP_009116770.1, XP_009133746.1, XP_009129700.1, XP_009104290.1
OG0000565	AT1G44980.1, AT1G11370.1	XP_009140500.2
OG0000565	AT1G11580.2	XP_009118185.2
OG0000566	AT1G57750.1	XP_033134637.1, XP_009113345.1, XP_009113344.2
OG0000566	AT5G52320.1	XP_009132532.2
OG0000567	AT4G15056.1	XP_033148602.1, XP_009147880.1, XP_033130865.1
OG0000568	AT2G44220.1	XP_009143003.1
OG0000569	AT5G67240.1	XP_009103441.1, XP_033131879.1
OG0000569	AT3G50100.1	XP_033137035.1
OG0000569	AT3G50090.1	XP_009101681.1
OG0000570	AT1G35890.1, AT3G46565.1	XP_033138534.1, XP_009126707.2, XP_009126706.2, XP_033141247.1, XP_033140117.1
OG0000571	AT3G43710.1	XP_018509203.1
OG0000572	AT2G16980.4, AT2G16970.2	XP_009112409.1
OG0000572	AT5G42210.1	XP_033141274.1
OG0000573	AT4G05130.1	XP_009144518.1, XP_009114501.1
OG0000573	AT4G05110.2, AT4G05120.1	XP_033135546.1, XP_009114502.1
OG0000579	AT3G02080.1	XP_009117772.2, XP_009147386.1
OG0000579	AT5G15520.1	XP_009134644.1
OG0000580	AT1G06135.1, AT2G31345.1	XP_033143486.1, XP_033138874.1, XP_033146961.1, XP_033146960.1, XP_009141173.1
OG0000580	AT2G31335.1	XP_033145511.1
OG0000580	AT1G06137.1	XP_033135619.1
OG0000581	AT1G33220.1, AT5G20330.1, AT5G20340.1	XP_009120815.1, XP_009126440.2, XP_009126454.1
OG0000582	AT5G22420.1	XP_033138647.1
OG0000582	AT3G44540.1	XP_009150272.1
OG0000582	AT3G44560.1, AT3G44550.1	XP_033129131.1
OG0000583	AT1G53500.1	XP_009144768.1, XP_009147602.2
OG0000583	AT1G78570.1	XP_009106565.2
OG0000583	AT3G14790.2	XP_033128129.1, XP_009146324.2
OG0000584	AT1G61580.1	XP_009124633.1, XP_009104801.1, XP_033134180.1
