Orthogroup	Arabidopsis_thaliana	Cardamine_hirsuta
OG0000291	AT2G05380.3	CARHR103220, CARHR103210
OG0000294	AT5G15670.1, AT5G15660.1, AT1G26510.1, AT1G26515.1	CARHR197660
OG0000295	AT1G05005.1	CARHR004430
OG0000295	AT3G11380.1, AT3G11350.1	CARHR100860
OG0000296	AT5G59090.1, AT5G59120.1	CARHR285460, CARHR285480
OG0000296	AT5G58840.1, AT5G58820.1, AT5G58830.1	CARHR272760, CARHR053670, CARHR272770
OG0000298	AT1G33612.1, AT1G33610.1	CARHR033100
OG0000298	AT1G33590.2	CARHR033050
OG0000300	AT5G50220.1	CARHR258400
OG0000301	AT2G44700.1	CARHR139910, CARHR139920
OG0000304	AT4G04090.1	CARHR253260, CARHR253390
OG0000305	AT1G17150.1	CARHR017730
OG0000305	AT1G43090.1, AT1G43100.1, AT1G43080.1, AT2G15470.1, AT2G15450.1, AT2G15460.1, AT2G26620.1, AT4G13760.1, AT2G40310.1	CARHR260510, CARHR135390
OG0000306	AT5G38690.1	CARHR214120, CARHR262590
OG0000307	AT2G04115.1	CARHR102040, CARHR102030
OG0000307	AT1G51240.1, AT1G51250.1, AT1G51230.1	CARHR041320
OG0000307	AT1G09245.1	CARHR219950, CARHR112870, CARHR216070, CARHR057800, CARHR216060, CARHR216110
OG0000308	AT5G43360.1	CARHR180250
OG0000308	AT5G43370.1, AT5G43350.1	CARHR180280
OG0000311	AT2G01021.1	CARHR111770
OG0000315	AT1G34047.2	CARHR101940, CARHR101950, CARHR284260
OG0000318	AT1G79680.1	CARHR073450
OG0000318	AT1G69730.1	CARHR062770, CARHR062740
OG0000321	AT1G04820.1	CARHR040120
OG0000321	AT5G19770.1, AT5G19780.1	CARHR193110, CARHR193130
OG0000321	AT1G64740.1	CARHR055410
OG0000322	AT1G73490.2	CARHR259720
OG0000323	AT1G72860.2	CARHR065850
OG0000323	AT5G40100.1	CARHR262010
OG0000323	AT1G17600.1	CARHR018200
OG0000325	AT1G04750.1	CARHR004130
OG0000325	AT2G33120.2	CARHR127110
OG0000325	AT2G32670.1	CARHR126540
OG0000325	AT1G04760.1	CARHR004140
OG0000326	AT3G06570.1	CARHR083130
OG0000327	AT1G77570.1	CARHR089970
OG0000327	AT4G19630.1	CARHR226410
OG0000329	AT4G14630.1	CARHR220880
OG0000329	AT5G38960.1	CARHR263540, CARHR263600
OG0000329	AT5G38930.1, AT5G38940.2	CARHR263580
OG0000329	AT5G38910.1	CARHR263590
OG0000330	AT1G72950.1	CARHR065890, CARHR065920, CARHR065910, CARHR065900
OG0000330	AT1G72890.2	CARHR065880
OG0000331	AT4G01850.1	CARHR249810
OG0000331	AT1G02500.1	CARHR001810
OG0000331	AT3G17390.1	CARHR092710
OG0000332	AT1G61500.3	CARHR050960, CARHR050950
OG0000332	AT1G61420.2, AT1G61460.1	CARHR050970, CARHR050980
OG0000332	AT1G61550.1	CARHR050860
OG0000335	AT1G06630.1	CARHR170350
OG0000336	AT1G57660.1, AT1G57860.1	CARHR054330
OG0000336	AT1G09690.1, AT1G09590.1	CARHR183900
OG0000339	AT5G24950.1	CARHR188490
OG0000339	AT4G13310.1, AT4G13290.1	CARHR218850
OG0000341	AT5G51470.1	CARHR021380, CARHR021360
OG0000342	AT2G24510.1, AT3G17540.1	CARHR092860
OG0000342	AT3G17270.1	CARHR092570
OG0000342	AT3G17490.1	CARHR092590, CARHR101190
OG0000345	AT5G09500.1	CARHR203880
OG0000345	AT5G43640.1	CARHR006290
OG0000345	AT5G09490.1	CARHR203890
OG0000345	AT1G04270.1	CARHR003600, CARHR203870
OG0000346	AT3G53280.1	CARHR163180
OG0000346	AT3G26200.1	CARHR147230
OG0000346	AT3G26190.1	CARHR147220
OG0000346	AT3G53290.1	CARHR163190
OG0000346	AT5G35715.1, AT3G53305.1, AT3G53300.1	CARHR163200
OG0000347	AT3G61430.1	CARHR171770
OG0000347	AT4G23400.1	CARHR230740
OG0000347	AT1G01620.1	CARHR000730
OG0000347	AT4G00430.1	CARHR248520
OG0000348	AT3G28280.1	CARHR149600, CARHR292690
OG0000348	AT3G28223.1, AT3G48220.1	CARHR158010
OG0000349	AT5G59680.1	CARHR273230, CARHR273250
OG0000349	AT5G59650.2	CARHR273130
OG0000350	AT3G29050.2, AT3G21920.2, AT3G21930.1, AT3G21910.1, AT3G21900.2	CARHR097870
OG0000351	AT2G40210.1, AT2G26880.1	CARHR086360
OG0000355	AT5G60440.1	CARHR274100
OG0000355	AT4G36590.1	CARHR244920, CARHR118860, CARHR244890
OG0000356	AT2G24681.1	CARHR117190
OG0000356	AT2G24680.6	CARHR117180
OG0000356	AT2G24696.1	CARHR117150
OG0000356	AT2G24650.1	CARHR117270
OG0000357	AT1G29930.1, AT1G29920.1, AT1G29910.1	CARHR128500, CARHR029510
OG0000358	AT1G51470.1, AT1G47600.1	CARHR041640
OG0000359	AT5G54145.1	CARHR267340
OG0000359	AT4G27652.1	CARHR235360
OG0000359	AT4G27657.1	CARHR235380
OG0000362	AT3G30739.1	CARHR266430, CARHR150180
OG0000363	AT1G55940.2	CARHR045650
OG0000363	AT1G78490.1	CARHR071990
OG0000364	AT2G40560.1, AT2G40500.1	CARHR135700
OG0000365	AT1G26390.1	CARHR025550
OG0000365	AT4G20800.1	CARHR227340
OG0000365	AT1G26400.1	CARHR025540
OG0000365	AT1G26420.1	CARHR025530
OG0000367	AT1G70030.1	CARHR063110, CARHR263620, CARHR063120
OG0000367	AT5G15030.1, AT5G15040.1	CARHR198280, CARHR198270
OG0000367	AT1G27250.1, AT1G27220.1	CARHR253970, CARHR024610
OG0000368	AT3G46700.1	CARHR155020
OG0000368	AT3G46680.1	CARHR155100
OG0000368	AT3G46650.1	CARHR155150, CARHR155070
OG0000368	AT3G46690.1	CARHR155090
OG0000368	AT3G46720.1	CARHR154970
OG0000369	AT5G49490.1, AT5G49420.1, AT5G38620.1	CARHR293630, CARHR283580, CARHR058390, CARHR059500, CARHR186430, CARHR116680
OG0000370	AT3G23950.1, AT3G23970.1	CARHR033610, CARHR100280, CARHR100270, CARHR288610, CARHR033580
OG0000371	AT5G36080.1	CARHR102540
OG0000376	AT1G60750.1	CARHR051720
OG0000376	AT1G10810.1	CARHR011030
OG0000376	AT1G60690.1	CARHR051710
OG0000376	AT1G60710.1	CARHR051700
OG0000377	AT4G37370.1	CARHR245750
OG0000377	AT1G66540.1	CARHR058550, CARHR058530, CARHR058590
OG0000377	AT4G37360.1, AT4G37340.1	CARHR245740
OG0000377	AT4G37320.1	CARHR245720
OG0000377	AT4G37330.1	CARHR245730
OG0000379	AT2G02040.1	CARHR144670
OG0000379	AT3G54140.1	CARHR164050
OG0000379	AT2G02020.1	CARHR144630
OG0000379	AT1G62200.3	CARHR049930
OG0000380	AT1G21620.1	CARHR157270
OG0000380	AT5G60180.1, AT5G60110.1	CARHR036840, CARHR118680, CARHR285940, CARHR183820, CARHR273750, CARHR273860
OG0000381	AT1G78635.1	CARHR072160
OG0000382	AT4G02420.1	CARHR250680
OG0000382	AT4G02410.1	CARHR250610
OG0000382	AT2G37710.1	CARHR131810
OG0000383	AT3G28550.1, AT3G54590.3, AT3G54580.1	CARHR164490, CARHR164480
OG0000384	AT5G46940.1	CARHR174500
OG0000384	AT5G46970.1	CARHR174480
OG0000384	AT5G46930.1	CARHR174510
OG0000384	AT5G46960.1, AT5G46950.1	CARHR174490, CARHR089510
OG0000386	AT1G33930.1	CARHR033250
OG0000386	AT1G33880.1	CARHR033240
OG0000386	AT1G33870.1	CARHR033230
OG0000386	AT1G33910.1	CARHR033280
OG0000386	AT1G33900.1	CARHR033290
OG0000386	AT1G33890.1	CARHR292740
OG0000388	AT3G17550.1	CARHR092870
OG0000388	AT5G54210.1, AT1G20320.1	CARHR267450
OG0000388	AT5G23470.1, AT2G02290.1	CARHR190050, CARHR179180, CARHR153480
OG0000388	AT2G04930.1, AT3G19595.1	CARHR095050
OG0000389	AT5G60610.1	CARHR179630, CARHR179650, CARHR274280, CARHR274270
OG0000389	AT5G56690.1	CARHR270450
OG0000390	AT1G22380.1	CARHR022740
OG0000390	AT1G22370.2	CARHR022730
OG0000390	AT1G22360.1	CARHR022720
OG0000391	AT1G73310.1	CARHR066340, CARHR066300, CARHR066320, CARHR066310
OG0000391	AT5G36180.1, AT1G73300.1, AT1G73280.1	CARHR066330, CARHR066290
OG0000391	AT3G12203.1	CARHR196560
OG0000391	AT3G10450.1	CARHR084950
OG0000392	AT1G17020.1	CARHR017550
OG0000392	AT1G17010.1	CARHR017540
OG0000392	AT4G25300.1, AT4G25310.1	CARHR185400, CARHR216970, CARHR232710
OG0000393	AT5G39130.1, AT5G39190.1, AT5G39160.1	CARHR263220
OG0000393	AT5G39110.1, AT5G39100.1, AT5G39180.1, AT5G39150.1, AT5G39120.1	CARHR103170
OG0000394	AT1G52810.1	CARHR043000
OG0000395	AT1G14080.1	CARHR014460
OG0000395	AT2G15390.2	CARHR105730, CARHR105760, CARHR105770
OG0000397	AT3G16555.1, AT3G51171.1	CARHR091750
OG0000397	AT3G17710.1	CARHR148110
OG0000397	AT2G17310.1	CARHR293580
OG0000398	AT3G30430.1, AT2G35280.1, AT1G36030.1	CARHR101890
OG0000399	AT1G09180.1	CARHR009120
OG0000402	AT5G66890.1	CARHR289020
OG0000402	AT5G66910.1	CARHR177820, CARHR292110, CARHR292450, CARHR289650, CARHR289030
OG0000403	AT4G03470.1	CARHR251850
OG0000403	AT4G05040.1, AT4G14390.1, AT4G14400.1	CARHR251840
OG0000404	AT3G44780.1	CARHR235030
OG0000405	AT3G14490.1	CARHR089280
OG0000405	AT3G32030.1	CARHR089240
OG0000405	AT1G33750.1	CARHR033150, CARHR033140
OG0000405	AT3G29410.1	CARHR203560
OG0000405	AT1G31950.3	CARHR089260, CARHR089270
OG0000406	AT1G07770.1, AT5G59850.1	CARHR273440, CARHR007590
OG0000407	AT1G03300.1	CARHR005930, CARHR002610
OG0000407	AT1G26540.1	CARHR025430
OG0000407	AT2G47230.2	CARHR142610
OG0000407	AT2G47220.1	CARHR011680
OG0000409	AT2G27360.1	CARHR028100
OG0000409	AT1G28610.2, AT1G31550.2, AT1G28600.1	CARHR028090
OG0000409	AT1G28580.1, AT1G28570.1	CARHR028080, CARHR028050
OG0000410	AT4G22485.1	CARHR229370
OG0000410	AT4G22505.1	CARHR229400
OG0000411	AT2G24480.1, AT5G43200.1, AT3G28620.1, AT2G24460.1	CARHR117550, CARHR117600
OG0000412	AT5G16570.1	CARHR196640
OG0000412	AT5G37600.1	CARHR215260
OG0000412	AT1G66200.3	CARHR292180
OG0000412	AT3G17820.1	CARHR093170
OG0000413	AT3G13662.1	CARHR088360, CARHR088350
OG0000413	AT1G55210.1	CARHR044870
OG0000413	AT5G49040.1	CARHR182690
OG0000414	AT1G62500.1	CARHR049420
OG0000414	AT2G10940.1	CARHR105130, CARHR106410
OG0000414	AT4G15160.1	CARHR221890
OG0000414	AT3G22120.2	CARHR097980
OG0000415	AT2G19365.1	CARHR286360
OG0000419	AT2G35250.1	CARHR129410
OG0000419	AT4G17505.1	CARHR224200, CARHR224190
OG0000420	AT2G42550.1	CARHR137680
OG0000420	AT5G27510.1	CARHR186080
OG0000420	AT5G12090.1	CARHR201040
OG0000421	AT5G52640.1	CARHR265630
OG0000424	AT5G54640.1	CARHR267950
OG0000424	AT4G27230.1	CARHR234870
OG0000425	AT5G35190.2	CARHR206570, CARHR180690
OG0000426	AT2G16810.1	CARHR182090
OG0000428	AT1G31150.1	CARHR292240
OG0000429	AT3G58440.1	CARHR168810
OG0000429	AT3G58410.1, AT3G58340.1	CARHR168790
OG0000430	AT4G21980.2	CARHR228790
OG0000430	AT4G04620.1	CARHR252910
OG0000430	AT1G62040.1	CARHR050150
OG0000431	AT1G60130.1, AT1G60110.2, AT1G60095.1	CARHR052800
OG0000431	AT1G61230.1	CARHR051400
OG0000431	AT1G57570.1	CARHR051430, CARHR051410, CARHR051440
OG0000432	AT1G48800.1	CARHR038790, CARHR038780, CARHR038820
OG0000432	AT4G20230.2	CARHR227030
OG0000432	AT1G66020.1	CARHR227040, CARHR227060
OG0000432	AT4G20200.1	CARHR227020
OG0000433	AT4G27170.1, AT4G27140.1, AT4G27150.1, AT4G27160.1	CARHR234790, CARHR289420, CARHR234800, CARHR289410, CARHR058020
OG0000434	AT5G38435.1, AT5G38440.1	CARHR291870
OG0000436	AT3G46000.2	CARHR154360
OG0000436	AT5G59880.1	CARHR273490
OG0000436	AT5G59890.1	CARHR273500
OG0000436	AT3G46010.2	CARHR154370
OG0000437	AT5G56710.1, AT4G26230.1	CARHR270460
OG0000437	AT2G19740.1	CARHR110190
OG0000438	AT3G44180.1	CARHR152730
OG0000439	AT1G71880.1	CARHR064690
OG0000439	AT5G06170.1, AT1G66570.1, AT2G14670.1, AT5G43610.1	CARHR179040, CARHR206880
OG0000440	AT5G48980.1	CARHR286140, CARHR286080, CARHR286060, CARHR286070, CARHR085380
OG0000442	AT5G61310.1	CARHR275070
OG0000442	AT5G40382.1	CARHR261710
OG0000443	AT4G32390.1	CARHR240310
OG0000443	AT2G25520.1	CARHR115900
OG0000443	AT5G11230.1	CARHR202110
OG0000443	AT5G25400.1	CARHR188110
OG0000444	AT2G31390.1	CARHR125020
OG0000444	AT3G59480.1	CARHR169860
OG0000444	AT1G06020.1	CARHR005540
OG0000445	AT5G23740.1	CARHR189790
OG0000445	AT4G30800.1	CARHR157730
OG0000446	AT5G22730.1	CARHR190860, CARHR190870
OG0000446	AT5G22590.1	CARHR190880
OG0000446	AT5G22720.1	CARHR107640, CARHR189230
OG0000447	AT3G52580.1	CARHR130390, CARHR206830, CARHR086060
OG0000448	AT3G28360.1	CARHR292580, CARHR292570
OG0000448	AT3G28345.1	CARHR292620
OG0000449	AT3G58940.1	CARHR169300
OG0000449	AT3G58930.1	CARHR169310
OG0000450	AT1G15890.1	CARHR150940
OG0000450	AT1G51480.1, AT5G43740.1, AT5G43730.1	CARHR179840, CARHR179880, CARHR179890, CARHR179750, CARHR179850, CARHR179820, CARHR179790, CARHR116510
OG0000451	AT4G22100.1	CARHR228900
OG0000451	AT1G60090.1, AT1G60270.1, AT1G60260.1	CARHR052700
OG0000452	AT1G63205.1	CARHR048280
OG0000452	AT1G63200.1	CARHR048290, CARHR048270
OG0000457	AT3G04400.1, AT1G04480.1, AT2G33370.1	CARHR127370
OG0000458	AT1G29090.1	CARHR028400
OG0000458	AT1G29110.1	CARHR028420
OG0000458	AT1G29080.1	CARHR028370, CARHR286910, CARHR028390
OG0000459	AT4G20450.1	CARHR108900
OG0000460	AT3G13520.1	CARHR088190
OG0000460	AT5G56540.1	CARHR270190
OG0000460	AT4G26320.1	CARHR233890
OG0000460	AT1G55330.1	CARHR044990
OG0000462	AT4G21030.1, AT4G21050.1	CARHR227570, CARHR227590, CARHR227620, CARHR227580, CARHR221090, CARHR254770
OG0000463	AT1G35190.1	CARHR287270
OG0000463	AT3G46490.1	CARHR105900, CARHR155330, CARHR155350
OG0000463	AT3G46500.5	CARHR155360
OG0000464	AT1G02220.1, AT3G04420.1	CARHR001520, CARHR000930
OG0000464	AT1G02250.1	CARHR001530
OG0000466	AT3G05685.1	CARHR284350
OG0000467	AT5G60380.1	CARHR274050
OG0000467	AT5G25410.1	CARHR188130
OG0000468	AT2G30385.1	CARHR134120, CARHR134100
OG0000468	AT2G30615.1	CARHR130510
OG0000469	AT2G42740.1	CARHR176200, CARHR225580, CARHR169080
OG0000471	AT4G13820.1	CARHR219700
OG0000473	AT1G02190.1	CARHR000130
OG0000473	AT1G02205.3	CARHR000120
OG0000473	AT2G37700.3	CARHR131820
OG0000474	AT1G04300.3	CARHR003630
OG0000474	AT5G43560.1	CARHR180040
OG0000474	AT4G16045.1	CARHR252030, CARHR110210
OG0000475	AT1G44810.1, AT4G00250.1, AT4G00238.1	CARHR219220
OG0000475	AT4G00610.1	CARHR261640, CARHR216020
OG0000475	AT4G00390.1, AT1G61730.1	CARHR050610
OG0000476	AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27580.1, AT5G27944.1, AT5G26950.1, AT5G27070.1	CARHR186490, CARHR186690
OG0000477	AT5G62540.1	CARHR276320
OG0000477	AT2G02760.1	CARHR145200
OG0000477	AT1G14400.1	CARHR014840
OG0000480	AT1G61070.1	CARHR052230
OG0000480	AT2G02100.1	CARHR144740
OG0000481	AT1G58360.1	CARHR284150
OG0000481	AT1G10010.2	CARHR010120
OG0000483	AT5G48375.1	CARHR184910
OG0000483	AT5G25980.2, AT5G26000.1	CARHR187250, CARHR187260
OG0000484	AT4G30290.1	CARHR238200
OG0000484	AT4G30280.1, AT1G65310.2	CARHR238190
OG0000485	AT4G23380.1	CARHR230730
OG0000485	AT4G23350.1, AT4G23365.1, AT4G23355.1, AT4G23360.1	CARHR230700
OG0000485	AT4G23373.1, AT4G23370.1	CARHR230710
OG0000485	AT2G20170.1	CARHR149360
OG0000486	AT1G18760.1	CARHR019430, CARHR019400, CARHR019410, CARHR189080
OG0000486	AT1G18770.1	CARHR104640
OG0000491	AT3G48290.2, AT3G48310.1, AT3G48320.1	CARHR056050, CARHR157060, CARHR157050
OG0000491	AT3G48300.2	CARHR157080
OG0000491	AT3G48280.1	CARHR157040
OG0000491	AT3G48270.1	CARHR157090, CARHR157100
OG0000492	AT3G54700.1	CARHR164620
OG0000492	AT2G32830.1	CARHR126780
OG0000492	AT2G38940.1	CARHR133660
OG0000493	AT5G65330.1, AT4G11250.1	CARHR058360, CARHR279290
OG0000494	AT3G52320.1	CARHR162100
OG0000495	AT3G46190.2	CARHR154580
OG0000495	AT1G58270.1	CARHR262730, CARHR066640, CARHR066630, CARHR066650
OG0000496	AT3G47760.3	CARHR156440
OG0000496	AT3G47750.1	CARHR156430
OG0000496	AT3G47770.2	CARHR156450
OG0000496	AT3G47740.1	CARHR156420
OG0000496	AT3G47780.1	CARHR156460
OG0000497	AT1G72730.1	CARHR065650
OG0000497	AT3G13920.5	CARHR088730
OG0000497	AT1G54270.1	CARHR044630
OG0000498	AT3G11390.1, AT3G11385.1, AT3G11370.1, AT3G11402.1	CARHR085920
OG0000498	AT5G17960.1	CARHR195160
OG0000498	AT2G17590.1	CARHR107780, CARHR107790
OG0000499	AT3G20380.1	CARHR096080
OG0000499	AT3G20370.1	CARHR096060, CARHR096040
OG0000500	AT1G67090.1	CARHR059540, CARHR214170
OG0000501	AT1G32940.1	CARHR032270
OG0000501	AT1G32950.1	CARHR032280
OG0000501	AT4G10540.1	CARHR256050
OG0000501	AT4G10550.3	CARHR256030
OG0000502	AT5G39280.1, AT5G39300.1, AT5G39270.1, AT5G39290.1	CARHR262940, CARHR263150, CARHR263140
OG0000502	AT5G39310.1	CARHR263120
OG0000506	AT2G17360.1	CARHR272250, CARHR132920, CARHR107490
OG0000506	AT5G07090.1	CARHR206050
OG0000508	AT1G55070.1	CARHR044660
OG0000508	AT1G53815.1	CARHR044100
OG0000508	AT1G53550.1	CARHR043780
OG0000509	AT2G03020.1, AT4G16540.1	CARHR215530
OG0000509	AT4G16555.1	CARHR223020
OG0000510	AT5G40240.2	CARHR261860, CARHR261870
OG0000510	AT5G40230.1	CARHR261890, CARHR261880
OG0000511	AT1G64910.1	CARHR056320
OG0000511	AT1G64920.1	CARHR056330
OG0000512	AT3G43980.1, AT3G44010.1, AT4G33865.1	CARHR187460
OG0000513	AT1G10920.1	CARHR011140
OG0000513	AT5G35450.1	CARHR183370
OG0000514	AT2G10975.1, AT3G29645.1	CARHR052930, CARHR154020, CARHR216890, CARHR121700, CARHR104360
OG0000514	AT1G36675.1	CARHR216850, CARHR214560, CARHR289460
OG0000514	AT3G29637.2	CARHR260560
OG0000516	AT1G67623.1	CARHR060200
OG0000517	AT5G17100.1, AT5G17110.1	CARHR196080
OG0000517	AT5G17090.1	CARHR196090
OG0000518	AT5G12420.1	CARHR200680
OG0000519	AT5G65940.1	CARHR053020
OG0000519	AT2G30660.1	CARHR124150
OG0000520	AT1G12663.1	CARHR012950, CARHR035990, CARHR182820
OG0000520	AT1G12665.1	CARHR035980
OG0000520	AT1G12672.2	CARHR012980
OG0000521	AT5G65080.2	CARHR278990
OG0000521	AT5G65070.3	CARHR278980
OG0000521	AT5G65050.3, AT5G65060.1, AT1G77080.8	CARHR278970
OG0000522	AT5G02610.2	CARHR210740
OG0000522	AT2G39390.1	CARHR134240
OG0000522	AT3G09500.1	CARHR083900
OG0000523	AT4G31710.2	CARHR239580
OG0000524	AT4G11770.1	CARHR254550
OG0000524	AT4G11750.1	CARHR254600, CARHR254540
OG0000525	AT2G43260.2	CARHR138330
OG0000525	AT4G17780.1	CARHR224500
OG0000527	AT3G24465.1, AT5G36720.1, AT5G36805.1, AT5G38378.1, AT1G58242.1, AT5G34828.1, AT1G54775.1, AT1G58248.1, AT1G58245.1	CARHR022330
OG0000527	AT1G34800.1, AT1G34795.1, AT1G34830.1, AT1G34810.1, AT1G34815.1, AT1G34850.1, AT1G34840.1, AT1G34820.1, AT1G34805.1, AT1G34825.1, AT1G34792.1, AT1G34930.1, AT1G34860.1, AT1G35035.1, AT1G21835.1	CARHR031850
OG0000527	AT1G21928.1, AT1G21925.1	CARHR022300, CARHR022290
OG0000529	AT1G58430.1	CARHR283970
OG0000529	AT2G31540.1	CARHR125180
OG0000529	AT2G30220.1, AT2G30310.1	CARHR123630
OG0000530	AT5G52770.1	CARHR265690
OG0000531	AT5G25180.1, AT5G25140.1	CARHR188300, CARHR188360, CARHR188370, CARHR188310, CARHR188350
OG0000533	AT1G47890.1	CARHR286630
OG0000535	AT5G42500.1, AT5G42510.1	CARHR023280
OG0000535	AT1G22900.1	CARHR023260
OG0000535	AT1G65870.1	CARHR168410, CARHR168430, CARHR168400, CARHR168420
OG0000536	AT5G37165.1	CARHR215900
OG0000537	AT3G07820.1	CARHR082530
OG0000537	AT5G48140.1	CARHR184200
OG0000537	AT3G07840.1	CARHR082540
OG0000538	AT3G29635.1	CARHR153120
OG0000538	AT3G29720.1, AT3G29680.1, AT5G61160.1	CARHR274860, CARHR274880, CARHR274890
OG0000539	AT2G29370.1	CARHR122660
OG0000539	AT2G29360.1	CARHR122630, CARHR122640
OG0000539	AT2G29350.1	CARHR122450, CARHR122440
OG0000540	AT2G26720.1	CARHR124400, CARHR124580
OG0000542	AT1G10430.1	CARHR010580
OG0000542	AT1G59830.1	CARHR053260
OG0000542	AT1G69960.1	CARHR063060
OG0000543	AT5G45090.1	CARHR177550, CARHR177600
OG0000543	AT5G45070.1	CARHR177610, CARHR177580
OG0000544	AT4G19870.1	CARHR200550
OG0000546	AT1G68960.1	CARHR283630
OG0000547	AT2G43590.1	CARHR138750, CARHR138760
OG0000547	AT2G43580.1	CARHR138740
OG0000548	AT2G23570.1	CARHR217760
OG0000549	AT2G33050.1	CARHR126970
OG0000552	AT3G58210.1	CARHR168580
OG0000552	AT3G44805.1	CARHR151280
OG0000553	AT3G24830.1	CARHR081710, CARHR101180
OG0000554	AT4G12470.1	CARHR253710, CARHR253700
OG0000554	AT4G12480.1, AT4G12490.1, AT4G12500.1	CARHR253730, CARHR253720
OG0000555	AT5G01480.1	CARHR221510
OG0000555	AT3G21210.1	CARHR097090
OG0000556	AT1G62225.1	CARHR049900
OG0000557	AT2G23000.1	CARHR292760, CARHR285920
OG0000557	AT2G22970.3, AT2G22920.2	CARHR257100, CARHR292750
OG0000561	AT5G39320.1	CARHR263090
OG0000561	AT3G29360.1	CARHR154070
OG0000561	AT5G15490.1	CARHR197820
OG0000562	AT5G22440.1	CARHR191090, CARHR155630
OG0000562	AT1G08360.1	CARHR008240
OG0000563	AT2G47110.1	CARHR172580
OG0000563	AT1G23410.1	CARHR124610, CARHR023850
OG0000564	AT3G61111.1	CARHR184330
OG0000564	AT5G47930.1	CARHR140950
OG0000565	AT3G27980.1, AT1G11590.1, AT4G03930.1, AT1G44980.1, AT1G11370.1	CARHR011880
OG0000565	AT1G11580.2	CARHR011870
OG0000566	AT1G65340.1	CARHR292650, CARHR181100, CARHR181080
OG0000567	AT4G15056.1	CARHR221740, CARHR054030
OG0000567	AT5G37520.1	CARHR215390
OG0000568	AT2G44220.1	CARHR139380
OG0000568	AT2G44240.1	CARHR139400
OG0000569	AT5G67240.1	CARHR280390
OG0000569	AT3G50090.1	CARHR112890
OG0000569	AT5G05540.1	CARHR239210, CARHR207730
OG0000570	AT1G35890.1, AT3G46565.1	CARHR273100
OG0000571	AT4G33900.1, AT4G23580.1	CARHR228310, CARHR254090, CARHR083760
OG0000572	AT5G42210.1	CARHR180450
OG0000573	AT4G05140.1	CARHR252430
OG0000573	AT4G05130.1	CARHR252440
OG0000573	AT4G05110.2, AT4G05120.1	CARHR252450
OG0000579	AT3G02080.1	CARHR076040
OG0000580	AT1G06135.1	CARHR005640
OG0000580	AT2G31345.1	CARHR124970
OG0000580	AT2G31335.1	CARHR124950, CARHR214280
OG0000580	AT1G06137.1	CARHR005650
OG0000581	AT5G20390.1	CARHR192260
OG0000581	AT1G33220.1, AT5G20330.1, AT5G20340.1	CARHR192500
OG0000582	AT5G22420.1	CARHR117250, CARHR191110
OG0000582	AT3G44540.1	CARHR151600
OG0000582	AT3G44550.1	CARHR151610
OG0000583	AT1G53500.1	CARHR043730
OG0000583	AT1G78570.1	CARHR072060
OG0000583	AT3G14790.2	CARHR089730
OG0000584	AT1G61580.1	CARHR050810
OG0000584	AT1G43170.1	CARHR035310, CARHR181990
OG0000585	AT3G56530.1	CARHR166660
OG0000588	AT2G29480.1	CARHR122770
OG0000588	AT2G29490.1	CARHR122810
OG0000588	AT2G29470.1	CARHR122760
OG0000588	AT2G29460.1	CARHR122730, CARHR122750
OG0000589	AT5G55190.1	CARHR268550
OG0000589	AT5G20010.1	CARHR192820
OG0000589	AT5G20020.1	CARHR192830
OG0000590	AT5G39080.1	CARHR263350
OG0000590	AT5G39050.1	CARHR263380, CARHR263360, CARHR263370
OG0000591	AT1G66970.2	CARHR059300
OG0000591	AT4G26690.1	CARHR234300
OG0000591	AT5G55480.1	CARHR268790
OG0000592	AT1G78580.1	CARHR072070
OG0000592	AT1G16980.1	CARHR017490
OG0000592	AT4G27550.1	CARHR235230
OG0000593	AT1G77940.1	CARHR071420
OG0000593	AT1G36240.1	CARHR094130
OG0000595	AT1G74090.1	CARHR067250
OG0000596	AT2G24210.1	CARHR117940
OG0000596	AT3G25820.1, AT3G25830.1, AT3G25810.1	CARHR146780
OG0000599	AT4G34555.1	CARHR242850
OG0000599	AT4G39200.1	CARHR112530, CARHR247520
OG0000600	AT1G02830.1	CARHR002150
OG0000600	AT5G27770.1	CARHR186280
OG0000601	AT2G41840.1	CARHR283890
OG0000601	AT3G57490.1	CARHR136930
OG0000602	AT3G06710.1	CARHR081300
OG0000602	AT4G32670.1	CARHR240650
OG0000603	AT4G16200.1	CARHR081900, CARHR221320
OG0000604	AT5G52650.1	CARHR283550
OG0000605	AT4G01220.1	CARHR249080
OG0000605	AT4G01750.1, AT4G01770.2	CARHR249940
OG0000606	AT5G45050.1	CARHR177100
OG0000609	AT2G17070.1	CARHR293370
OG0000610	AT2G13985.1	CARHR116950, CARHR118600
OG0000613	AT3G53230.1	CARHR163070
OG0000614	AT1G71290.1, AT1G70960.1, AT1G70380.1, AT1G70390.1, AT1G70970.1	CARHR064250
OG0000615	AT3G29255.1, AT5G36150.1	CARHR152220, CARHR152190
OG0000616	AT4G31100.1, AT4G31110.1	CARHR239010, CARHR239000
OG0000616	AT1G19390.1	CARHR018510
OG0000616	AT1G17910.1	CARHR018530
OG0000617	AT5G05870.1	CARHR207350
OG0000617	AT5G05900.1	CARHR207330
OG0000617	AT5G05880.1, AT5G05890.1	CARHR207340, CARHR194090
OG0000618	AT5G01750.2	CARHR212110
