Orthogroup	Arabidopsis_thaliana	Arabidopsis_lyrata_NCBI
OG0000187	AT2G29860.1	XP_002879220.1
OG0000188	AT3G10790.1	XP_020885974.1
OG0000188	AT3G04660.1	XP_020888830.1
OG0000189	AT3G51300.1	XP_002876081.1
OG0000189	AT4G35950.1	XP_020873047.1
OG0000189	AT2G17800.1	XP_020885855.1
OG0000189	AT4G35020.1	XP_002869113.1
OG0000189	AT1G75840.1	XP_002887616.1
OG0000189	AT1G20090.1	XP_020870471.1
OG0000192	AT1G13420.1	XP_020869616.1
OG0000192	AT2G14920.1, AT1G13430.1	XP_020867729.1
OG0000192	AT4G26280.1	XP_020873611.1
OG0000192	AT3G45070.2	XP_002877382.2
OG0000193	AT2G14710.1	XP_020887386.1
OG0000193	AT3G16580.1	XP_002885153.1
OG0000193	AT1G47390.1	XP_002891353.1
OG0000193	AT1G32430.1	XP_020866445.1, XP_020869780.1, XP_020869845.1
OG0000195	AT3G46810.1	XP_020881258.1
OG0000195	AT3G46800.1	XP_020881847.1
OG0000195	AT2G04680.1, AT5G37620.1	XP_020874961.1
OG0000195	AT5G22355.1	XP_020877989.1
OG0000195	AT4G01340.1, AT5G59920.1, AT4G01350.1	XP_020884059.1
OG0000196	AT5G40910.1	XP_002870666.2, XP_002870667.2
OG0000196	AT5G41750.1, AT5G41740.2	XP_020872249.1, XP_020883783.1
OG0000197	AT5G37760.1	XP_020872600.1, XP_020872360.1
OG0000197	AT5G37750.1, AT5G37440.1	XP_020872359.1
OG0000197	AT4G19570.1	XP_002869981.2
OG0000197	AT4G19580.1	XP_020875194.1, XP_020875186.1
OG0000197	AT5G62780.1	XP_020865995.1
OG0000198	AT2G01520.1	XP_002875203.1, XP_002875076.1
OG0000198	AT4G14060.1	XP_002870338.1
OG0000198	AT2G01530.1	XP_020881007.1
OG0000198	AT1G14960.1	XP_020869542.1
OG0000198	AT1G30990.1	XP_002890920.1
OG0000198	AT1G14930.1	XP_002892838.1
OG0000198	AT1G14940.1	XP_020869981.1
OG0000198	AT1G14950.1	XP_020869449.1
OG0000198	AT3G26450.1, AT3G26460.1	XP_020882067.1
OG0000199	AT1G51670.1	XP_002891651.2
OG0000199	AT1G48180.1	XP_020868387.1
OG0000199	AT4G29770.2	XP_020874321.1
OG0000199	AT5G18065.1	XP_020877798.1
OG0000199	AT5G18040.1	XP_002871796.1
OG0000199	AT4G29760.1	XP_020874322.1, XP_020874320.1
OG0000200	AT1G05550.3	XP_020870342.1
OG0000200	AT1G05540.1	XP_020870343.1
OG0000200	AT1G30170.1	XP_020870363.1
OG0000200	AT1G30160.2	XP_020870362.1
OG0000202	AT4G02190.1, AT4G01910.1, AT4G01930.1, AT4G01740.1, AT4G01920.1	XP_020879031.1
OG0000202	AT4G11390.2	XP_020877218.1
OG0000202	AT1G69150.1, AT3G43890.1	XP_020891504.1
OG0000203	AT3G58250.1	XP_002878201.2
OG0000203	AT3G58270.1	XP_002878203.1, XP_020880570.1
OG0000203	AT3G58370.1	XP_020880616.1
OG0000203	AT3G58360.1	XP_020880586.1
OG0000203	AT3G58400.1	XP_020880589.1
OG0000203	AT3G58350.1	XP_020880584.1
OG0000208	AT2G06425.1, AT4G04265.1	XP_020866138.1, XP_020877109.1, XP_020877113.1, XP_020871234.1, XP_020866267.1
OG0000208	AT5G34581.1	XP_020876154.1
OG0000209	AT1G09650.1	XP_020868187.1
OG0000209	AT5G10340.1	XP_002871416.1
OG0000209	AT4G01640.1, AT2G34280.1	XP_020883217.1
OG0000210	AT2G28580.2	XP_020882964.1
OG0000210	AT2G44930.1	XP_020884580.1
OG0000210	AT1G67150.2	XP_020865963.1
OG0000210	AT3G60470.1	XP_020881913.1
OG0000215	AT2G06265.1, AT2G07505.1	XP_002870431.1, XP_020880707.1, XP_002863144.2, XP_002893840.2
OG0000216	AT4G00893.1	XP_020877703.1
OG0000216	AT4G12370.1	XP_002872655.2
OG0000216	AT4G10695.1	XP_002874641.2
OG0000216	AT1G57790.1	XP_020865893.1
OG0000216	AT3G56470.1	XP_002876368.2
OG0000219	AT3G48835.1	XP_020880728.1
OG0000219	AT3G48840.1	XP_020880727.1, XP_020875545.1
OG0000219	AT5G41690.1	XP_020874450.1
OG0000219	AT3G10845.1	XP_020873037.1, XP_020875518.1
OG0000225	AT1G78760.1	XP_002889207.2
OG0000225	AT1G66290.1	XP_020891546.1
OG0000225	AT1G66320.1, AT1G66640.1	XP_020885070.1, XP_020891565.1, XP_020889907.1
OG0000225	AT1G66310.1	XP_020891568.1
OG0000225	AT1G66300.1	XP_020891517.1
OG0000225	AT4G13985.1	XP_020874829.1
OG0000225	AT1G78730.1	XP_020890466.1
OG0000225	AT1G69630.1	XP_020889768.1
OG0000225	AT1G78750.1	XP_020890453.1
OG0000225	AT1G78740.1	XP_020890452.1
OG0000226	AT1G29180.1	XP_020866652.1
OG0000226	AT2G28460.1	XP_020884912.1
OG0000226	AT5G37210.1, AT5G03355.1	XP_020881126.1
OG0000226	AT4G10560.1	XP_020877252.1
OG0000226	AT1G62030.1	XP_020865845.1
OG0000227	AT3G05650.1	XP_020886550.1
OG0000227	AT3G05660.1	XP_020887062.1
OG0000227	AT3G11010.2, AT5G27060.2, AT3G11080.1	XP_020888212.1
OG0000227	AT3G28890.1	XP_020886582.1
OG0000227	AT5G25910.1	XP_020877841.1
OG0000227	AT2G15080.1	XP_020888649.1
OG0000229	AT5G28820.1	XP_020884846.1, XP_002878902.1, XP_020884852.1
OG0000229	AT2G29880.1	XP_002877248.2
OG0000229	AT5G27260.1	XP_020866249.1
OG0000229	AT5G35540.1	XP_020866248.1, XP_002875577.1
OG0000230	AT3G58820.1	XP_020880546.1
OG0000230	AT5G38396.1	XP_020874865.1
OG0000230	AT4G13960.1	XP_020872200.1
OG0000230	AT5G38386.1, AT5G38390.1	XP_020874862.1, XP_020872443.1, XP_020874863.1, XP_020875150.1
OG0000230	AT3G59000.1	XP_020880531.1
OG0000230	AT3G58900.4	XP_020880534.1
OG0000233	AT5G07550.1	XP_002873316.1
OG0000233	AT5G07571.1	XP_020876210.1
OG0000233	AT5G07560.1	XP_020876208.1
OG0000233	AT5G07540.1	XP_002873315.1
OG0000233	AT5G07510.1	XP_002873312.1
OG0000233	AT5G07600.1	XP_020877613.1
OG0000233	AT5G07520.1	XP_020876205.1
OG0000234	AT5G02990.1	XP_002871007.2
OG0000234	AT5G02980.1	XP_002871005.2
OG0000234	AT5G03020.1, AT5G03010.1	XP_020879259.1
OG0000234	AT5G03000.1	XP_020876636.1
OG0000234	AT3G46050.1	XP_020879255.1
OG0000235	AT3G25080.1	XP_020877394.1
OG0000235	AT1G24388.1	XP_020868439.1
OG0000235	AT4G11700.1	XP_020865723.1, XP_020877183.1
OG0000235	AT3G57210.1	XP_002878138.2
OG0000236	AT1G69650.1	XP_020886731.1
OG0000236	AT2G15710.1	XP_020865699.1
OG0000237	AT1G77650.1	XP_020881383.1
OG0000237	AT3G21410.1	XP_002885438.2
OG0000238	AT1G70840.1	XP_020872592.1, XP_002888798.1
OG0000238	AT1G70890.1	XP_020891767.1
OG0000238	AT5G28000.1	XP_002872296.1
OG0000238	AT5G28010.1	XP_002874413.1
OG0000241	AT4G21860.1	XP_020873759.1
OG0000241	AT4G21850.1	XP_002867821.1
OG0000241	AT4G21840.1, AT4G21830.1	XP_020873797.1, XP_002867824.2
OG0000241	AT4G04840.1	XP_002872712.1
OG0000241	AT4G04800.1	XP_020876627.1
OG0000241	AT4G04810.1	XP_020876628.1
OG0000241	AT4G04830.1	XP_002872711.1
OG0000242	AT5G48670.1	XP_020871231.1
OG0000242	AT5G26630.1	XP_020879188.1
OG0000243	AT1G29420.2	XP_020867504.1
OG0000243	AT1G29460.2	XP_020867502.1
OG0000243	AT1G29440.1, AT1G29430.1, AT5G27780.1	XP_020867501.1
OG0000244	AT4G05260.1	XP_020876482.1
OG0000244	AT4G05240.1	XP_020876490.1
OG0000244	AT4G05230.1	XP_002872741.1
OG0000244	AT4G03370.1, AT4G03360.1, AT4G02950.1	XP_020876452.1
OG0000244	AT4G03350.1, AT4G02970.1	XP_020877213.1, XP_020876461.1, XP_020876462.1
OG0000245	AT4G03740.1	XP_020869985.1
OG0000246	AT3G53160.1	XP_002877904.2
OG0000246	AT2G36790.1, AT2G36800.1	XP_002881469.1
OG0000246	AT2G36750.1	XP_020884151.1
OG0000246	AT2G36780.1	XP_002881468.1
OG0000247	AT5G38500.1	XP_002868770.2
OG0000247	AT3G49610.1	XP_020871709.1, XP_002877687.1
OG0000247	AT5G24050.1	XP_002883538.1
OG0000247	AT3G24850.1	XP_002883579.1, XP_020887089.1
OG0000247	AT1G32030.1	XP_020869614.1
OG0000248	AT1G70040.1	XP_002887269.1
OG0000248	AT1G70120.1	XP_002887278.1, XP_020865738.1
OG0000248	AT5G39330.1	XP_020872989.1
OG0000248	AT1G70020.1	XP_002887265.1
OG0000249	AT1G43260.1	XP_002887885.2
OG0000250	AT5G20620.1	XP_020883375.1
OG0000250	AT4G02890.3	XP_020876444.1
OG0000251	AT3G26300.1	XP_002876961.1, XP_002876962.1
OG0000251	AT3G26310.1	XP_002876963.1
OG0000251	AT3G26330.1	XP_002876964.1
OG0000251	AT2G02580.1	XP_020882087.1
OG0000251	AT5G57260.1	XP_002866197.1
OG0000251	AT3G26290.2	XP_020881297.1
OG0000252	AT1G63140.4	XP_002887975.1, XP_002887974.1
OG0000252	AT1G77520.1	XP_002887689.1
OG0000252	AT1G77530.1	XP_020891652.1
OG0000253	AT5G02490.1	XP_002873055.1
OG0000253	AT1G56410.1	XP_002891955.2
OG0000253	AT3G12580.1	XP_002884912.1
OG0000253	AT3G09440.1	XP_002884737.1
OG0000253	AT5G02500.1	XP_002873056.1
OG0000254	AT4G15680.1	XP_020874808.1
OG0000254	AT4G15660.1	XP_002870222.1
OG0000254	AT4G15670.1	XP_020872405.1
OG0000254	AT4G15690.1	XP_002870219.1
OG0000254	AT4G15700.1	XP_002870218.1
OG0000256	AT3G22730.1	XP_020886709.1
OG0000256	AT3G22710.1, AT3G22720.1	XP_002885520.2
OG0000256	AT3G22700.1	XP_020886710.1
OG0000256	AT3G22350.1	XP_002883357.2
OG0000256	AT2G04920.1	XP_020886222.1
OG0000257	AT2G26020.1, AT2G26010.1, AT5G44430.1	XP_002887614.1
OG0000257	AT5G44420.1	XP_020871178.1
OG0000257	AT1G75830.1	XP_020891373.1
OG0000259	AT1G49610.1	XP_020866712.1
OG0000259	AT3G03360.1	XP_002889545.2
OG0000259	AT1G57690.1	XP_020866820.1
OG0000260	AT4G39500.2	XP_020872427.1
OG0000260	AT4G32170.1	XP_002869292.1
OG0000260	AT4G39510.1	XP_020872429.1
OG0000260	AT5G02900.1	XP_020873005.1, XP_020881315.1, XP_002862576.1
OG0000260	AT1G47620.1	XP_002894061.1, XP_002894062.1
OG0000263	AT5G18880.1	XP_020887788.1
OG0000265	AT5G15690.1	XP_020870118.1, XP_020874153.1
OG0000265	AT4G04775.1	XP_020886556.1, XP_020885910.1
OG0000266	AT1G51370.1	XP_020884976.1
OG0000269	AT5G59720.1	XP_002864649.1
OG0000269	AT1G53540.1	XP_020867206.1
OG0000269	AT3G46230.1	XP_020881938.1, XP_002877465.1
OG0000269	AT1G59860.1	XP_002888167.1
OG0000269	AT2G29500.1	XP_020883555.1
OG0000270	AT3G17370.1	XP_002885208.2
OG0000273	AT5G53640.1	XP_020884916.1, XP_020884904.1
OG0000273	AT3G23955.2	XP_020886929.1, XP_002862372.2
OG0000275	AT4G39760.1	XP_002866883.1
OG0000275	AT4G39753.1	XP_020872234.1
OG0000275	AT5G28180.1, AT5G28160.1	XP_002872307.1, XP_020879009.1, XP_020879174.1
OG0000275	AT4G39756.1	XP_020872235.1
OG0000278	AT5G37400.2	XP_020875511.1
OG0000278	AT5G37650.1	XP_002870549.2
OG0000278	AT5G37470.2	XP_002870533.1
OG0000278	AT5G37460.1	XP_002870532.1
OG0000278	AT5G37410.2	XP_020875512.1
OG0000278	AT4G16530.1	XP_020873117.1
OG0000278	AT5G37420.1	XP_020875510.1
OG0000279	AT2G26030.4	XP_020885653.1
OG0000279	AT5G44950.1	XP_002865315.1
OG0000279	AT5G44970.1	XP_020871068.1
OG0000279	AT5G44980.1	XP_020880901.1, XP_020870359.1, XP_002865312.2
OG0000279	AT5G44940.1, AT5G44960.1	XP_020879319.1, XP_002865311.2
OG0000282	AT4G22170.1	XP_020873572.1, XP_020873565.1
OG0000282	AT4G22180.1	XP_020873528.1
OG0000282	AT4G22660.1	XP_020873595.1
OG0000282	AT4G22165.1	XP_020873496.1
OG0000284	AT5G19270.1	XP_020879047.1
OG0000284	AT4G03566.1	XP_020870361.1
OG0000285	AT4G21380.1	XP_002867852.2
OG0000285	AT4G27290.2	XP_020873274.1
OG0000285	AT1G65800.1	XP_002886975.2
OG0000285	AT1G65790.1	XP_020889997.1
OG0000286	AT1G05080.1	XP_020868786.1
OG0000286	AT5G44850.1	XP_020871052.1
OG0000287	AT3G32190.1	XP_020883537.1
OG0000287	AT3G33393.1, AT5G35604.1	XP_020887934.1, XP_020887949.1, XP_020886474.1, XP_020884445.1
OG0000287	AT1G36100.1	XP_020886473.1, XP_020875648.1, XP_020878635.1, XP_020872665.1
OG0000287	AT2G11010.1	XP_020887771.1
OG0000287	AT3G30230.1	XP_020882738.1
OG0000287	AT5G32590.1	XP_020877151.1, XP_020872930.1, XP_020874083.1, XP_020877150.1, XP_020884709.1, XP_020875677.1, XP_020871388.1
OG0000287	AT3G43148.1	XP_020880630.1, XP_020877136.1
OG0000287	AT4G06688.1, AT5G33806.1	XP_020881887.1, XP_020879241.1
OG0000287	AT3G32150.1	XP_020881804.1, XP_020874122.1, XP_020882722.1
OG0000288	AT5G30520.1	XP_020890803.1, XP_002885850.1
OG0000288	AT2G06565.1	XP_020876120.1
OG0000289	AT3G25010.2, AT3G25020.1, AT3G24982.1, AT3G24900.2	XP_020886439.1, XP_020889388.1, XP_020887166.1, XP_020886437.1
OG0000289	AT2G33080.1	XP_020872389.1
OG0000289	AT2G25440.1	XP_020885124.1
OG0000290	AT1G49920.1	XP_020866701.1
OG0000290	AT1G64253.1	XP_020878865.1
OG0000290	AT1G64260.1	XP_020890824.1
OG0000290	AT1G64255.1	XP_020890823.1
OG0000291	AT2G05440.2	XP_002883696.1, XP_020886867.1, XP_002883695.1
OG0000291	AT2G05380.3	XP_002883688.1
OG0000291	AT2G05530.1	XP_020888721.1
OG0000291	AT2G05520.1	XP_020888706.1
OG0000292	AT5G42965.1, AT5G38920.1	XP_020890626.1
OG0000294	AT5G15670.1	XP_020879531.1
OG0000294	AT5G15660.1	XP_020876591.1
OG0000294	AT1G26510.1	XP_020869571.1
OG0000294	AT4G11590.1	XP_020875769.1
OG0000295	AT1G43010.1	XP_002868101.1
OG0000295	AT1G05005.1	XP_020868018.1
OG0000295	AT1G28020.1	XP_020870970.1
OG0000296	AT5G59090.1	XP_020874639.1
OG0000296	AT5G59120.1	XP_002864614.1
OG0000296	AT5G58840.1	XP_020871535.1
OG0000296	AT5G58820.1	XP_020871085.1, XP_020871516.1, XP_020871467.1, XP_020871600.1, XP_020871468.1, XP_020871433.1, XP_020870866.1
OG0000296	AT5G58830.1	XP_020879394.1
OG0000298	AT1G33612.1	XP_020866089.1
OG0000298	AT1G33610.1	XP_020866347.1
OG0000298	AT2G26380.1	XP_002880782.1
OG0000298	AT1G33590.2	XP_002891050.1
OG0000300	AT1G32420.1	XP_020866446.1
OG0000301	AT2G44630.1, AT2G44700.1	XP_020884774.1
OG0000303	AT1G43722.1	XP_020872958.1
OG0000303	AT3G30525.1	XP_020883607.1
OG0000304	AT4G04090.1	XP_020877194.1
OG0000304	AT3G29740.1, AT2G40440.1	XP_002881722.1
OG0000304	AT5G48510.1	XP_002863900.1, XP_002865643.1
OG0000304	AT2G05330.1	XP_002885797.1
OG0000304	AT2G40450.1	XP_002881723.1
OG0000305	AT1G17150.1	XP_002890206.2
OG0000305	AT1G43090.1, AT1G43100.1, AT1G43080.1	XP_002893940.1
OG0000305	AT4G13760.1, AT2G40310.1	XP_020885575.1, XP_020884760.1, XP_002874576.1
OG0000306	AT5G38690.1	XP_020873122.1
OG0000307	AT2G04115.1	XP_020889281.1
OG0000307	AT1G51240.1	XP_002894303.2
OG0000307	AT1G51250.1	XP_002894304.2
OG0000307	AT1G51230.1	XP_002891555.1
OG0000307	AT5G39493.1	XP_020876752.1
OG0000307	AT1G09245.1	XP_020865716.1, XP_020870689.1, XP_002892495.2
OG0000308	AT5G43360.1	XP_020871984.1, XP_002865428.1, XP_020873300.1
OG0000309	AT1G07940.1, AT1G07930.1, AT5G60390.1, AT1G07920.1	XP_002864684.1, XP_002889674.1, XP_020870838.1
OG0000313	AT4G20095.3	XP_020872088.1
OG0000313	AT4G29550.1	XP_020875256.1, XP_020875262.1
OG0000313	AT2G20620.1	XP_020887580.1
OG0000315	AT1G34047.2	XP_020868525.1
OG0000315	AT5G33355.1, AT3G59930.1	XP_002878305.1
OG0000316	AT3G14690.2	XP_020886572.1
OG0000316	AT3G14650.1, AT3G14660.1	XP_020886571.1
OG0000318	AT1G69730.1	XP_020890540.1
OG0000318	AT1G16090.1	XP_020867230.1
OG0000321	AT1G04820.1, AT1G50010.1	XP_020866713.1
OG0000321	AT1G64740.1	XP_002886753.1
OG0000323	AT5G40100.1	XP_020873004.1
OG0000323	AT1G17600.1	XP_020868339.1
OG0000323	AT1G72840.2, AT4G09430.1	XP_020865749.1
OG0000325	AT1G04750.1	XP_002892239.1
OG0000325	AT2G33120.2	XP_020883979.1
OG0000325	AT2G32670.1	XP_020884955.1
OG0000325	AT1G04760.1	XP_002889523.1
OG0000325	AT2G33110.1	XP_020883981.1
OG0000326	AT2G03460.1	XP_020882129.1
OG0000326	AT5G38670.1	XP_020875051.1
OG0000326	AT5G38680.1	XP_020875199.1
OG0000326	AT3G08810.1	XP_002884761.1, XP_020887303.1, XP_020887222.1
OG0000326	AT3G06570.1	XP_020886567.1
OG0000327	AT4G19630.1	XP_002867931.1
OG0000328	AT3G20980.1	XP_020886036.1
OG0000328	AT3G21000.1	XP_020871911.1
OG0000329	AT4G14630.1	XP_002870302.1
OG0000329	AT5G38940.2	XP_002870810.1, XP_002870811.1
OG0000329	AT5G38910.1	XP_002870813.1
OG0000330	AT1G72920.1, AT1G72940.1	XP_002887461.1
OG0000330	AT1G72930.1, AT1G72910.1	XP_002887460.1
OG0000330	AT1G72950.1	XP_002887463.1
OG0000330	AT1G72890.2	XP_002887457.1
OG0000330	AT1G17615.1	XP_002890238.1
OG0000331	AT4G01850.1	XP_020877038.1
OG0000331	AT1G02500.1	XP_020867795.1
OG0000331	AT3G17390.1	XP_020889164.1
OG0000331	AT2G36880.1	XP_002881476.1
OG0000332	AT1G61500.3	XP_020890047.1
OG0000332	AT1G61400.2, AT1G61440.2	XP_020890052.1
OG0000332	AT1G61480.1	XP_002886541.2
OG0000332	AT1G61420.2	XP_020890044.1
OG0000332	AT1G61550.1	XP_020890039.1, XP_020890057.1
OG0000335	AT1G06630.1	XP_020882480.1
OG0000336	AT1G57660.1, AT1G57860.1	XP_002886727.1, XP_020870323.1
OG0000336	AT1G09690.1, AT1G09590.1	XP_002892517.1
OG0000339	AT1G11610.2, AT2G30750.1	XP_002881129.1
OG0000339	AT2G30770.1	XP_002881131.2
OG0000339	AT5G24950.1, AT5G24960.1	XP_002874234.1
OG0000339	AT4G13290.1	XP_020877153.1
OG0000341	AT1G48660.2	XP_002894125.1
OG0000341	AT1G48670.1	XP_020866874.1
OG0000342	AT3G17540.1	XP_020889163.1
OG0000342	AT3G17570.1	XP_002883067.1
OG0000342	AT3G17265.1	XP_020889176.1
OG0000342	AT3G17530.1	XP_020889157.1
OG0000344	AT1G11270.1	XP_020869015.1
OG0000345	AT5G09500.1	XP_020877760.1
OG0000345	AT5G43640.1	XP_020868529.1, XP_002865409.1
OG0000345	AT5G09490.1	XP_002873405.1
OG0000345	AT5G09510.1	XP_002873407.1
OG0000345	AT1G04270.1	XP_002892204.1
OG0000346	AT3G53280.1	XP_002876198.1
OG0000346	AT3G44250.1	XP_002877328.1
OG0000346	AT3G26200.1	XP_002875312.1
OG0000346	AT3G26190.1	XP_002876953.1
OG0000346	AT3G53290.1	XP_002876199.1
OG0000346	AT3G53305.1	XP_020881893.1
OG0000347	AT3G61430.1	XP_020881574.1
OG0000347	AT4G23400.1	XP_020873658.1
OG0000347	AT1G01620.1	XP_020869191.1
OG0000347	AT4G00430.1	XP_002872953.1
OG0000349	AT5G59660.3	XP_020871263.1
OG0000349	AT5G59680.1	XP_020871259.1
OG0000349	AT5G59650.2	XP_020871260.1
OG0000350	AT3G29050.2	XP_002877153.1
OG0000350	AT3G21920.2, AT3G21930.1	XP_020889498.1, XP_002883330.1, XP_002883331.1
OG0000350	AT3G21900.2	XP_020886120.1
OG0000351	AT2G15660.1	XP_020889440.1, XP_020887803.1
OG0000351	AT2G40210.1	XP_020885147.1
OG0000351	AT2G26880.1	XP_002880843.1
OG0000355	AT5G60440.1	XP_002864686.1
OG0000355	AT4G36590.1	XP_020875559.1
OG0000356	AT2G24680.6	XP_020885762.1, XP_020885757.1
OG0000356	AT2G24696.1	XP_002880608.1
OG0000356	AT2G24650.1	XP_020885753.1
OG0000357	AT1G29930.1, AT1G29920.1, AT1G29910.1	XP_002893588.2, XP_002890838.2
OG0000357	AT2G34420.1	XP_020883007.1
OG0000357	AT2G34430.1	XP_002879498.1
OG0000358	AT1G51490.1	XP_020866073.1
OG0000358	AT1G51470.1, AT1G47600.1	XP_002891641.1, XP_002891287.1
OG0000359	AT5G54145.1	XP_020866009.1
OG0000359	AT4G27652.1	XP_020875469.1
OG0000359	AT4G27657.1	XP_002869552.1
OG0000361	AT5G32613.1	XP_020881894.1
OG0000363	AT5G48000.1	XP_002865585.1
OG0000363	AT1G55940.2	XP_020867799.1
OG0000363	AT1G78490.1	XP_020865762.1
OG0000364	AT2G40560.1	XP_002881726.1, XP_002879874.1
OG0000364	AT2G40500.1	XP_002881728.1
OG0000365	AT1G26390.1	XP_002890663.1
OG0000365	AT4G20800.1	XP_020874932.1
OG0000365	AT1G26380.1	XP_020868575.1
OG0000365	AT1G26410.1	XP_020868574.1
OG0000365	AT1G26400.1	XP_020868576.1
OG0000365	AT1G26420.1	XP_002890659.1
OG0000367	AT1G70030.1	XP_020891609.1
OG0000367	AT1G24200.1	XP_020869653.1
OG0000367	AT5G35610.1	XP_020875683.1
OG0000367	AT5G15030.1	XP_002873703.2
OG0000367	AT5G15040.1	XP_002873704.2
OG0000367	AT5G15025.1	XP_002873702.1
OG0000367	AT1G27250.1	XP_020866398.1
OG0000368	AT3G46680.1	XP_020880212.1
OG0000368	AT3G46650.1	XP_020881922.1
OG0000368	AT3G46690.1	XP_002877506.1, XP_020880210.1
OG0000368	AT3G46720.1	XP_020879738.1
OG0000369	AT5G49490.1	XP_020871775.1
OG0000369	AT5G49420.1, AT5G38620.1	XP_020890208.1
OG0000370	AT3G23950.1	XP_002883509.2
OG0000370	AT3G23970.1	XP_002883512.2
OG0000371	AT5G36080.1	XP_020875171.1
OG0000371	AT1G35820.1, AT3G42870.1, AT3G30520.1	XP_020881802.1
OG0000371	AT1G43720.1	XP_002891227.2
OG0000376	AT1G60750.1	XP_020890100.1
OG0000376	AT1G10810.1	XP_020869788.1
OG0000376	AT1G60730.3	XP_020890102.1
OG0000376	AT1G60680.1	XP_020890095.1
OG0000376	AT1G60690.1	XP_002886599.1
OG0000376	AT1G60710.1	XP_020890101.1
OG0000377	AT4G37370.1	XP_020873168.1
OG0000377	AT1G66540.1	XP_020865922.1, XP_002888509.2
OG0000377	AT4G37320.1	XP_020874750.1
OG0000377	AT4G37330.1	XP_002866955.2
OG0000379	AT2G02040.1	XP_020879860.1
OG0000379	AT3G54140.1	XP_002877959.1
OG0000379	AT2G02020.1	XP_020879861.1
OG0000379	AT1G62200.3	XP_020891047.1
OG0000380	AT1G35850.1, AT5G59280.1	XP_002866323.1
OG0000380	AT1G21620.1	XP_020867728.1
OG0000380	AT5G60180.1, AT5G60110.1	XP_002866375.1, XP_002862953.1, XP_002864667.1
OG0000381	AT1G78635.1	XP_002889204.1
OG0000381	AT2G33720.1	XP_002879467.2
OG0000382	AT4G02420.1	XP_002872840.1
OG0000382	AT4G02410.1	XP_020876136.1
OG0000382	AT2G37710.1	XP_020882973.1
OG0000383	AT1G23720.2	XP_020870142.1
OG0000383	AT3G28550.1	XP_020880743.1, XP_002877115.2
OG0000383	AT3G54590.3	XP_020879875.1
OG0000384	AT5G46940.1	XP_002863381.1
OG0000384	AT5G46970.1	XP_002863379.1
OG0000384	AT5G46930.1	XP_002863382.1
OG0000384	AT5G46960.1, AT5G46950.1	XP_002863380.1
OG0000386	AT1G33930.1	XP_002893794.1
OG0000386	AT1G33880.1	XP_002893793.1
OG0000386	AT1G33830.1	XP_002893789.2
OG0000386	AT1G33870.1	XP_002893792.1
OG0000386	AT1G33910.1	XP_002893796.1
OG0000386	AT1G33900.1	XP_002891067.1
OG0000386	AT1G33890.1	XP_002891068.2
OG0000388	AT3G17550.1	XP_002885216.1
OG0000388	AT5G54210.1	XP_002864312.1
OG0000388	AT1G20320.1	XP_020870195.1
OG0000388	AT5G23470.1, AT2G02290.1	XP_002872057.1
OG0000388	AT2G04930.1	XP_002885786.1
OG0000389	AT5G56700.2	XP_020865833.1
OG0000389	AT5G56690.1	XP_020872401.1, XP_020865797.1, XP_020865827.1
OG0000389	AT2G26860.1	XP_020885640.1
OG0000390	AT1G22340.1	XP_002893219.1
OG0000390	AT1G22380.1	XP_002893223.1
OG0000390	AT1G22370.2	XP_020870867.1
OG0000390	AT1G22360.1	XP_020870868.1
OG0000390	AT1G22400.1	XP_002891115.1, XP_020869226.1
OG0000391	AT1G73270.1	XP_020890374.1
OG0000391	AT3G12203.1	XP_020877326.1, XP_020875884.1
OG0000391	AT3G10450.1	XP_020887377.1
OG0000392	AT1G17020.1	XP_002890198.2
OG0000392	AT1G17010.1	XP_020870155.1
OG0000392	AT4G25300.1, AT4G25310.1	XP_020873585.1, XP_020873586.1
OG0000393	AT5G39130.1, AT5G39190.1, AT5G39160.1	XP_002868738.1
OG0000393	AT5G39110.1	XP_002868798.2, XP_002868743.1, XP_002868742.1
OG0000393	AT5G39100.1, AT5G39180.1, AT5G39150.1, AT5G39120.1	XP_002868745.2
OG0000394	AT1G52810.1	XP_020870422.1
OG0000394	AT1G28030.1	XP_020870971.1
OG0000395	AT1G14080.1	XP_020870862.1
OG0000395	AT2G15350.1, AT2G15370.1	XP_002885958.1
OG0000395	AT2G15390.2	XP_002885959.1
OG0000397	AT3G16555.1, AT3G51171.1	XP_020889179.1
OG0000397	AT3G17710.1	XP_020865892.1, XP_002883081.1
OG0000397	AT3G44130.1, AT3G18340.1, AT2G07120.1	XP_020889162.1, XP_020865891.1
OG0000397	AT2G17310.1	XP_020888360.1
OG0000398	AT3G30430.1, AT2G35280.1, AT1G36030.1	XP_020875888.1
OG0000399	AT4G02080.1	XP_002874941.1
OG0000399	AT3G62560.1	XP_002876677.1
OG0000399	AT1G56330.1	XP_020868304.1
OG0000399	AT1G09180.1	XP_020867895.1
OG0000402	AT5G66900.2	XP_020885507.1
OG0000402	AT5G66890.1	XP_002865045.1
OG0000402	AT5G66910.1	XP_020885516.1
OG0000403	AT4G03505.1	XP_020876454.1
OG0000403	AT4G03470.1	XP_020876381.1
OG0000403	AT4G14390.1	XP_002870317.2
OG0000403	AT4G14400.1	XP_020874082.1
OG0000404	AT1G23935.1	XP_020867763.1
OG0000404	AT1G22080.1	XP_020869354.1
OG0000404	AT3G44780.1	XP_020879689.1
OG0000405	AT3G14490.1	XP_002885048.2
