Orthogroup	Arabidopsis_thaliana	Brassica_oleracea
OG0000284	AT5G19270.1	XP_013624961.1, XP_013594877.1, XP_013594874.1, XP_013639524.1, XP_013608291.1, XP_013594763.1, XP_013608168.1, XP_013639681.1, XP_013617496.1, XP_013617018.1, XP_013632826.1
OG0000285	AT4G21380.1	XP_013598049.1
OG0000285	AT4G27290.2	XP_013598493.1, XP_013604992.1
OG0000285	AT1G65800.1, AT1G65790.1	XP_013629080.1, XP_013591327.1, XP_013591329.1, XP_013631137.1
OG0000286	AT3G10750.1	XP_013583416.1, XP_013586481.1, XP_013583423.1
OG0000286	AT5G44850.1	XP_013600951.1
OG0000289	AT2G33080.1	XP_013635361.1
OG0000289	AT2G33020.1	XP_013634273.1
OG0000289	AT2G25440.1	XP_013635810.1
OG0000290	AT1G49920.1, AT1G64253.1	XP_013607661.1, XP_013599293.1
OG0000292	AT5G42965.1, AT5G38920.1	XP_013601436.1, XP_013607736.1, XP_013624462.1, XP_013624898.1, XP_013594881.1
OG0000292	AT2G34320.1	XP_013624660.1, XP_013583472.1, XP_013624665.1, XP_013607495.1
OG0000294	AT5G15670.1, AT5G15660.1, AT1G26510.1, AT1G26515.1	XP_013610492.1, XP_013610778.1
OG0000294	AT4G11590.1	XP_013616802.1, XP_013619747.1
OG0000294	AT1G31000.1	XP_013607677.1
OG0000295	AT1G28020.1	XP_013613563.1
OG0000295	AT3G11380.1, AT3G11350.1	XP_013628407.1
OG0000296	AT5G59090.1, AT5G59120.1	XP_013609630.1
OG0000296	AT5G58840.1, AT5G58820.1, AT5G58830.1	XP_013620395.1, XP_013620391.1, XP_013618644.1, XP_013620392.1, XP_013620394.1
OG0000298	AT1G33590.2	XP_013592782.1, XP_013592451.1
OG0000301	AT2G44630.1, AT2G44700.1	XP_013602649.1, XP_013603566.1, XP_013602650.1, XP_013635448.1, XP_013635214.1, XP_013610690.1
OG0000301	AT4G02310.1	XP_013592257.1
OG0000303	AT1G43722.1	XP_013601315.1
OG0000304	AT4G04090.1, AT3G29740.1, AT2G40440.1	XP_013633331.1
OG0000304	AT2G40450.1	XP_013636622.1
OG0000305	AT1G17150.1	XP_013596992.1
OG0000307	AT5G39493.1, AT1G09245.1	XP_013607544.1
OG0000308	AT5G43360.1	XP_013619016.1
OG0000308	AT5G43370.1, AT5G43350.1	XP_013609877.1, XP_013607782.1, XP_013594787.1, XP_013595949.1, XP_013619444.1, XP_013617606.1, XP_013609896.1
OG0000313	AT4G29550.1	XP_013588264.1, XP_013616005.1
OG0000313	AT2G20620.1	XP_013595726.1
OG0000315	AT5G33355.1, AT3G59930.1	XP_013595457.1, XP_013593698.1, XP_013595413.1, XP_013595402.1, XP_013630957.1, XP_013630944.1, XP_013635690.1, XP_013610791.1, XP_013610887.1, XP_013610650.1
OG0000316	AT3G14680.1, AT3G14640.2	XP_013637964.1, XP_013628842.1, XP_013628844.1, XP_013628845.1, XP_013628846.1, XP_013588112.1, XP_013587370.1
OG0000318	AT1G69730.1	XP_013588656.1
OG0000321	AT1G04820.1, AT1G50010.1	XP_013628373.1
OG0000321	AT4G14960.2	XP_013591750.1
OG0000321	AT1G64740.1	XP_013621196.1
OG0000323	AT5G40100.1	XP_013633152.1
OG0000323	AT1G17600.1	XP_013601801.1, XP_013600888.1
OG0000323	AT1G72840.2, AT4G09430.1	XP_013588752.1, XP_013587884.1
OG0000325	AT1G04750.1	XP_013638562.1, XP_013605539.1, XP_013603309.1
OG0000325	AT2G33120.2	XP_013636697.1, XP_013622603.1
OG0000325	AT2G33110.1	XP_013634895.1
OG0000326	AT5G38670.1, AT5G38680.1, AT5G51250.1, AT3G08810.1, AT3G06570.1	XP_013610372.1
OG0000329	AT4G14630.1	XP_013605281.1, XP_013605279.1
OG0000330	AT1G72920.1, AT1G72940.1, AT1G72900.1, AT1G72930.1, AT1G72910.1, AT1G72950.1	XP_013590898.1, XP_013590516.1
OG0000330	AT1G72890.2	XP_013588250.1, XP_013589502.1, XP_013590614.1, XP_013590374.1, XP_013590664.1, XP_013618931.1
OG0000330	AT1G17615.1	XP_013585022.1
OG0000331	AT4G01850.1	XP_013629475.1, XP_013611648.1
OG0000331	AT3G17390.1	XP_013629139.1, XP_013613847.1
OG0000331	AT2G36880.1	XP_013636480.1
OG0000332	AT1G61500.3	XP_013607236.1, XP_013606280.1
OG0000332	AT1G61430.1, AT1G61400.2, AT1G61440.2, AT1G61480.1, AT1G61490.1, AT1G61420.2, AT1G61460.1, AT1G61550.1	XP_013606253.1, XP_013607362.1
OG0000335	AT3G60040.3	XP_013592452.1
OG0000336	AT1G57660.1, AT1G57860.1, AT1G09690.1, AT1G09590.1	XP_013608922.1
OG0000339	AT1G11610.2, AT2G30750.1, AT2G30770.1	XP_013622863.1
OG0000339	AT5G42590.1	XP_013595085.1
OG0000341	AT5G51470.1	XP_013619802.1
OG0000341	AT1G48660.2, AT1G48670.1	XP_013590838.1
OG0000342	AT3G17540.1	XP_013630161.1, XP_013630378.1, XP_013624990.1
OG0000345	AT5G09500.1, AT5G43640.1	XP_013625024.1, XP_013619486.1
OG0000345	AT5G09490.1	XP_013619714.1
OG0000345	AT1G04270.1	XP_013587167.1, XP_013602022.1, XP_013600499.1
OG0000346	AT3G53280.1	XP_013590573.1
OG0000346	AT3G26200.1	XP_013613384.1, XP_013598778.1
OG0000346	AT3G26190.1	XP_013596386.1
OG0000346	AT3G53290.1	XP_013600603.1
OG0000347	AT1G01620.1	XP_013600562.1, XP_013587671.1
OG0000347	AT4G00430.1	XP_013612790.1, XP_013630573.1
OG0000348	AT3G28330.1	XP_013620031.1
OG0000349	AT5G59650.2	XP_013618860.1
OG0000350	AT3G29050.2, AT3G21920.2, AT3G21930.1, AT3G21910.1, AT3G21900.2	XP_013626949.1, XP_013584917.1, XP_013584915.1, XP_013584959.1, XP_013584919.1, XP_013584886.1, XP_013584707.1, XP_013589790.1, XP_013591347.1
OG0000351	AT2G15660.1	XP_013585077.1
OG0000355	AT5G60440.1	XP_013610714.1, XP_013619932.1, XP_013621272.1, XP_013619937.1
OG0000356	AT2G24696.1	XP_013603506.1
OG0000356	AT2G24650.1	XP_013604125.1
OG0000357	AT2G34430.1	XP_013635658.1
OG0000358	AT1G51470.1, AT1G47600.1	XP_013584584.1
OG0000359	AT5G54145.1	XP_013614781.1, XP_013619112.1
OG0000359	AT4G27652.1	XP_013602977.1, XP_013596321.1
OG0000359	AT4G27657.1	XP_013596204.1, XP_013639774.1
OG0000361	AT5G32613.1	XP_013632657.1, XP_013601537.1, XP_013589372.1
OG0000365	AT1G26390.1	XP_013584210.1
OG0000365	AT4G20800.1	XP_013614801.1
OG0000365	AT1G26380.1, AT1G26410.1, AT1G26400.1, AT1G26420.1	XP_013638892.1
OG0000367	AT5G35610.1	XP_013617185.1
OG0000367	AT5G15030.1, AT5G15040.1, AT5G15025.1, AT1G27250.1, AT1G27220.1	XP_013597383.1
OG0000368	AT3G46650.1	XP_013603101.1
OG0000368	AT3G46720.1	XP_013622965.1
OG0000369	AT5G49490.1, AT5G49420.1, AT5G38620.1	XP_013601023.1, XP_013601021.1, XP_013588993.1, XP_013588958.1, XP_013588961.1
OG0000370	AT3G23950.1, AT3G23970.1	XP_013593030.1
OG0000371	AT3G32904.1	XP_013589126.1, XP_013639790.1
OG0000376	AT1G60750.1	XP_013609787.1, XP_013620825.1
OG0000376	AT1G10810.1	XP_013604727.1
OG0000376	AT1G60690.1	XP_013610000.1
OG0000377	AT4G37370.1	XP_013598869.1
OG0000377	AT1G66540.1, AT4G37360.1, AT4G37340.1	XP_013605587.1
OG0000377	AT4G37320.1	XP_013593941.1
OG0000377	AT4G37330.1	XP_013599452.1, XP_013590187.1
OG0000379	AT2G02040.1	XP_013597635.1, XP_013607868.1
OG0000379	AT3G54140.1	XP_013637011.1
OG0000379	AT2G02020.1	XP_013618006.1
OG0000379	AT1G62200.3	XP_013613808.1
OG0000380	AT1G35850.1, AT5G59280.1, AT1G21620.1	XP_013610573.1, XP_013612483.1
OG0000380	AT5G60180.1, AT5G60110.1	XP_013613287.1, XP_013628418.1, XP_013610830.1, XP_013616929.1
OG0000381	AT2G33720.1	XP_013637242.1, XP_013622576.1
OG0000382	AT4G02420.1, AT4G02410.1	XP_013619489.1, XP_013627154.1, XP_013610941.1
OG0000382	AT2G37710.1	XP_013636573.1, XP_013630416.1
OG0000383	AT1G23720.2	XP_013600654.1
OG0000383	AT3G28550.1, AT3G54590.3, AT3G54580.1	XP_013633031.1, XP_013635126.1, XP_013636627.1, XP_013601648.1, XP_013587907.1
OG0000384	AT5G46940.1, AT5G46970.1, AT5G46930.1	XP_013620026.1
OG0000384	AT5G46960.1, AT5G46950.1	XP_013616565.1, XP_013619839.1
OG0000388	AT3G17550.1	XP_013638305.1
OG0000388	AT2G04930.1, AT3G19595.1	XP_013639835.1, XP_013593763.1
OG0000389	AT5G60610.1, AT5G56700.2, AT5G56690.1	XP_013619465.1
OG0000389	AT2G26860.1	XP_013626267.1, XP_013614889.1, XP_013634447.1
OG0000390	AT1G22380.1	XP_013593456.1
OG0000390	AT1G22370.2	XP_013600140.1
OG0000390	AT1G22360.1	XP_013638777.1
OG0000390	AT1G22400.1	XP_013598821.1
OG0000391	AT1G73310.1, AT5G36180.1, AT1G73300.1, AT1G73280.1, AT1G73290.1, AT1G73270.1	XP_013591638.1, XP_013591683.1, XP_013591979.1
OG0000391	AT3G12203.1	XP_013616064.1, XP_013611060.1
OG0000391	AT3G10450.1	XP_013587607.1
OG0000392	AT1G17020.1	XP_013602876.1
OG0000392	AT1G17010.1	XP_013604246.1, XP_013585331.1
OG0000392	AT4G25300.1, AT4G25310.1	XP_013593167.1, XP_013593168.1, XP_013599700.1, XP_013599691.1, XP_013599541.1
OG0000393	AT5G39130.1, AT5G39190.1, AT5G39160.1	XP_013635118.1
OG0000393	AT5G39100.1, AT5G39180.1, AT5G39150.1, AT5G39120.1	XP_013590492.1, XP_013590550.1
OG0000394	AT1G52810.1	XP_013627893.1
OG0000395	AT1G14080.1	XP_013603142.1, XP_013600895.1, XP_013584929.1
OG0000395	AT2G15350.1, AT2G15370.1	XP_013596468.1, XP_013610262.1
OG0000395	AT2G15360.1	XP_013584474.1
OG0000397	AT3G17710.1	XP_013638341.1, XP_013623581.1, XP_013627454.1
OG0000397	AT3G44130.1, AT3G18340.1, AT2G07120.1	XP_013632995.1
OG0000398	AT5G17167.1	XP_013607717.1, XP_013589000.1
OG0000398	AT3G30430.1, AT2G35280.1, AT1G36030.1	XP_013614812.1, XP_013639534.1, XP_013632568.1, XP_013632567.1, XP_013617972.1, XP_013624030.1, XP_013594445.1, XP_013601243.1, XP_013628008.1, XP_013635729.1, XP_013628009.1, XP_013604785.1
OG0000399	AT4G02080.1	XP_013606142.1, XP_013622500.1
OG0000399	AT1G56330.1	XP_013613576.1
OG0000399	AT1G09180.1	XP_013605289.1, XP_013587547.1
OG0000402	AT5G66900.2	XP_013611362.1
OG0000402	AT5G66890.1	XP_013611365.1, XP_013607432.1
OG0000402	AT5G66910.1	XP_013597495.1, XP_013597756.1, XP_013597759.1, XP_013597755.1
OG0000403	AT4G03480.1	XP_013614644.1
OG0000403	AT4G03440.1	XP_013607471.1
OG0000404	AT1G23935.1, AT1G22080.1	XP_013615218.1
OG0000405	AT3G14490.1	XP_013627720.1
OG0000405	AT3G32030.1	XP_013627608.1
OG0000405	AT1G33750.1	XP_013617000.1
OG0000405	AT3G29410.1	XP_013637868.1
OG0000406	AT1G07770.1, AT5G59850.1	XP_013602126.1, XP_013616420.1, XP_013625792.1
OG0000406	AT2G39590.1	XP_013623048.1, XP_013603088.1, XP_013638648.1, XP_013608778.1
OG0000407	AT1G03300.1, AT1G26540.1, AT2G47230.2	XP_013634586.1, XP_013583454.1, XP_013639040.1
OG0000407	AT1G11420.1, AT2G47220.1	XP_013603282.1
OG0000409	AT1G28580.1, AT1G28570.1	XP_013598010.1, XP_013638650.1
OG0000410	AT4G22485.1	XP_013624753.1
OG0000410	AT4G22505.1	XP_013619340.1
OG0000411	AT3G42940.1, AT2G24285.2, AT2G24480.1, AT5G43200.1, AT3G28620.1, AT2G24460.1	XP_013601761.1, XP_013633250.1
OG0000412	AT5G16570.1	XP_013606449.1, XP_013614286.1
OG0000412	AT5G37600.1	XP_013637496.1
OG0000412	AT1G66200.3	XP_013621636.1
OG0000412	AT3G17820.1	XP_013636878.1, XP_013587377.1, XP_013622724.1
OG0000413	AT3G13662.1	XP_013583404.1
OG0000413	AT1G55210.1	XP_013589867.1
OG0000414	AT1G62500.1	XP_013611135.1
OG0000414	AT2G10940.1	XP_013613085.1
OG0000414	AT4G15160.1	XP_013602485.1, XP_013616157.1, XP_013614635.1
OG0000414	AT3G22120.2	XP_013637929.1
OG0000415	AT2G19365.1	XP_013615779.1, XP_013608332.1, XP_013613648.1, XP_013624891.1, XP_013590107.1
OG0000419	AT2G35250.1	XP_013631932.1, XP_013635700.1
OG0000420	AT2G42550.1	XP_013635917.1
OG0000421	AT5G52640.1	XP_013611457.1
OG0000421	AT5G56030.2, AT5G56010.1, AT5G56000.1	XP_013625619.1, XP_013625620.1, XP_013628650.1, XP_013621043.1
OG0000424	AT5G54640.1	XP_013611781.1
OG0000425	AT5G35190.2	XP_013624935.1
OG0000426	AT2G16810.1	XP_013608985.1, XP_013615876.1
OG0000428	AT1G31150.1	XP_013588979.1, XP_013624625.1, XP_013639392.1, XP_013594405.1, XP_013627267.1
OG0000429	AT3G58440.1	XP_013632955.1, XP_013632958.1
OG0000429	AT3G58340.1	XP_013600273.1
OG0000430	AT4G21980.2	XP_013598606.1, XP_013603143.1
OG0000430	AT4G04620.1	XP_013609350.1, XP_013615009.1
OG0000430	AT1G62040.1	XP_013633960.1
OG0000431	AT1G57570.1	XP_013607707.1
OG0000432	AT1G48820.1, AT1G48800.1	XP_013590994.1
OG0000432	AT4G20230.2, AT1G66020.1, AT4G20200.1	XP_013597168.1
OG0000434	AT5G38435.1	XP_013635801.1, XP_013588020.1
OG0000436	AT3G46000.2	XP_013625383.1
OG0000436	AT5G59880.1	XP_013606356.1, XP_013618151.1, XP_013622845.1
OG0000436	AT5G59890.1	XP_013615121.1, XP_013622251.1
OG0000437	AT5G56710.1, AT4G26230.1	XP_013628294.1, XP_013608880.1, XP_013614649.1, XP_013584190.1
OG0000437	AT2G19740.1	XP_013602307.1, XP_013609211.1, XP_013595626.1
OG0000439	AT5G06170.1, AT1G66570.1, AT2G14670.1, AT5G43610.1	XP_013609440.1, XP_013623414.1
OG0000440	AT4G39600.2	XP_013634849.1
OG0000440	AT5G48980.1, AT5G48990.1, AT2G20380.1	XP_013626620.1, XP_013627556.1, XP_013636988.1, XP_013635446.1
OG0000442	AT5G61310.1	XP_013595711.1
OG0000442	AT5G40382.1	XP_013635173.1
OG0000443	AT4G32390.1	XP_013604836.1
OG0000443	AT2G25520.1	XP_013636891.1, XP_013605581.1
OG0000443	AT5G11230.1	XP_013612830.1
OG0000443	AT5G25400.1	XP_013596454.1, XP_013619560.1
OG0000444	AT2G31390.1	XP_013633507.1, XP_013625130.1, XP_013636348.1
OG0000444	AT3G59480.1	XP_013600923.1, XP_013634024.1, XP_013590737.1
OG0000445	AT5G23740.1	XP_013636844.1, XP_013599526.1, XP_013597853.1, XP_013608867.1, XP_013618555.1
OG0000446	AT5G22730.1	XP_013625683.1, XP_013619701.1
OG0000446	AT5G22720.1	XP_013623266.1
OG0000447	AT3G11510.1, AT2G36160.1, AT3G52580.1	XP_013610233.1, XP_013634092.1, XP_013625255.1, XP_013583772.1, XP_013625723.1, XP_013634066.1, XP_013600607.1, XP_013637254.1
OG0000448	AT3G28390.1, AT3G28360.1, AT3G28380.1	XP_013594250.1
OG0000448	AT3G28345.1	XP_013616436.1, XP_013598575.1
OG0000449	AT3G58950.1	XP_013604627.1
OG0000449	AT3G58940.1, AT3G58930.1	XP_013622466.1, XP_013604174.1, XP_013634926.1
OG0000449	AT3G03040.1, AT3G03030.1	XP_013632057.1
OG0000450	AT1G15890.1	XP_013585748.1
OG0000451	AT1G60090.1, AT1G60270.1, AT1G60260.1, AT5G16580.1, AT1G45191.1	XP_013630317.1, XP_013635025.1, XP_013589501.1, XP_013629014.1, XP_013595288.1
OG0000452	AT1G63205.1	XP_013602821.1, XP_013633997.1
OG0000452	AT1G63190.1	XP_013634607.1, XP_013627105.1
OG0000457	AT3G04400.1, AT1G04480.1, AT2G33370.1	XP_013602165.1
OG0000458	AT1G29090.1	XP_013584803.1, XP_013596648.1
OG0000458	AT1G29110.1	XP_013600445.1
OG0000459	AT4G20450.1	XP_013626062.1
OG0000460	AT3G13520.1	XP_013584262.1
OG0000460	AT5G56540.1	XP_013619540.1
OG0000460	AT4G26320.1	XP_013597959.1, XP_013594456.1
OG0000463	AT1G35190.1	XP_013637737.1
OG0000464	AT3G04410.1	XP_013585394.1, XP_013601909.1, XP_013603918.1, XP_013639072.1, XP_013639076.1, XP_013638579.1, XP_013639075.1
OG0000466	AT4G03570.1, AT4G03590.1	XP_013623643.1
OG0000467	AT5G60380.1	XP_013617912.1, XP_013617911.1, XP_013618873.1
OG0000468	AT1G49790.2	XP_013625462.1, XP_013623679.1, XP_013635731.1, XP_013623807.1
OG0000469	AT2G42740.1	XP_013597087.1, XP_013595406.1, XP_013616324.1, XP_013602025.1, XP_013608912.1, XP_013595420.1
OG0000471	AT4G13820.1	XP_013631312.1, XP_013620731.1
OG0000471	AT4G13920.1, AT4G13880.1, AT4G13810.2	XP_013600914.1, XP_013634976.1, XP_013619175.1, XP_013621114.1
OG0000472	AT5G33406.1	XP_013620220.1
OG0000473	AT1G02205.3	XP_013601033.1
OG0000474	AT1G04300.3	XP_013604808.1, XP_013604640.1, XP_013586099.1
OG0000474	AT5G43560.1	XP_013594193.1
OG0000474	AT4G16045.1	XP_013584241.1
OG0000475	AT1G44810.1, AT4G00250.1, AT4G00238.1	XP_013631638.1
OG0000475	AT4G00390.1, AT1G61730.1	XP_013631626.1, XP_013613261.1
OG0000476	AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27580.1, AT5G27944.1, AT5G26950.1, AT5G27070.1	XP_013588208.1, XP_013589556.1, XP_013605329.1
OG0000477	AT5G62540.1	XP_013618718.1
OG0000477	AT2G02760.1	XP_013618097.1
OG0000477	AT1G14400.1	XP_013638737.1, XP_013605186.1, XP_013604848.1
OG0000480	AT1G61070.1	XP_013592398.1
OG0000480	AT2G02120.1	XP_013618268.1
OG0000480	AT2G02130.1	XP_013609349.1
OG0000481	AT1G58360.1	XP_013585423.1, XP_013635592.1, XP_013610786.1
OG0000481	AT1G10010.2	XP_013586575.1
OG0000482	AT1G72290.1	XP_013613800.1, XP_013613806.1, XP_013613804.1, XP_013613795.1, XP_013613805.1
OG0000483	AT5G26000.1	XP_013602611.1, XP_013603475.1, XP_013612895.1, XP_013620174.1, XP_013603159.1
OG0000484	AT4G30280.1, AT1G65310.2	XP_013607645.1, XP_013626294.1, XP_013593932.1, XP_013598574.1, XP_013626930.1, XP_013607653.1
OG0000485	AT4G23380.1	XP_013595108.1
OG0000485	AT4G23373.1, AT4G23370.1	XP_013595107.1, XP_013598896.1, XP_013598837.1
OG0000485	AT2G20170.1	XP_013597042.1
OG0000491	AT3G48290.2, AT3G48310.1, AT3G48320.1	XP_013623709.1, XP_013593563.1, XP_013592787.1
OG0000491	AT3G48300.2	XP_013591150.1, XP_013587346.1
OG0000492	AT3G54700.1	XP_013634650.1, XP_013603107.1
OG0000492	AT2G32830.1	XP_013630529.1
OG0000492	AT2G38940.1	XP_013631441.1
OG0000493	AT5G65330.1, AT4G11250.1	XP_013613614.1
OG0000493	AT5G40070.1, AT5G41200.1, AT5G40220.1, AT5G40120.1, AT5G39810.1, AT5G39750.1, AT5G37415.1, AT5G38740.1	XP_013633147.1, XP_013633151.1, XP_013633153.1, XP_013633155.1
OG0000494	AT3G52330.1, AT1G23037.1, AT3G52320.1	XP_013613968.1
OG0000495	AT3G46190.2	XP_013624651.1
OG0000495	AT1G58270.1	XP_013590362.1, XP_013591096.1, XP_013587763.1
OG0000496	AT3G47760.3, AT3G47750.1, AT3G47770.2	XP_013624681.1
OG0000496	AT3G47740.1	XP_013596092.1
OG0000496	AT3G47780.1	XP_013618410.1, XP_013630402.1
OG0000497	AT1G72730.1	XP_013591298.1, XP_013614964.1
OG0000497	AT1G54270.1	XP_013590584.1
OG0000498	AT1G35610.1	XP_013626822.1
OG0000498	AT5G17960.1	XP_013616823.1
OG0000499	AT3G20360.1	XP_013637416.1
OG0000500	AT1G67090.1	XP_013619222.1, XP_013619178.1, XP_013615687.1
OG0000501	AT1G32940.1	XP_013587636.1
OG0000501	AT1G32950.1, AT1G32960.1	XP_013587637.1
OG0000501	AT4G10540.1	XP_013606909.1
OG0000502	AT5G39280.1, AT5G39300.1, AT5G39270.1, AT5G39290.1	XP_013635269.1
OG0000502	AT5G39310.1	XP_013635124.1
OG0000506	AT2G17360.1, AT5G07090.1	XP_013606318.1, XP_013622449.1, XP_013622723.1, XP_013611586.1, XP_013618171.1
OG0000508	AT1G55070.1	XP_013589089.1
OG0000508	AT1G53550.1	XP_013611618.1
OG0000509	AT2G03020.1, AT4G16540.1	XP_013626849.1
OG0000509	AT4G16545.1, AT4G16555.1	XP_013598638.1, XP_013600231.1
OG0000510	AT5G40240.2	XP_013635778.1
OG0000510	AT5G40230.1	XP_013596689.1, XP_013633635.1, XP_013589260.1
OG0000511	AT2G22930.1, AT4G09500.2	XP_013620007.1
OG0000512	AT3G43980.1, AT3G44010.1, AT4G33865.1	XP_013626340.1, XP_013598759.1, XP_013626942.1, XP_013585665.1
OG0000514	AT2G10975.1	XP_013615871.1
OG0000516	AT1G67623.1	XP_013589587.1
OG0000517	AT5G17120.1, AT5G17150.1	XP_013600759.1
OG0000517	AT5G17090.1	XP_013627691.1, XP_013614844.1, XP_013625865.1, XP_013626385.1, XP_013627296.1, XP_013614847.1, XP_013623818.1, XP_013614846.1
OG0000518	AT5G53380.1	XP_013618999.1, XP_013608151.1
OG0000518	AT5G12420.1, AT5G16350.1	XP_013627770.1
OG0000519	AT5G65940.1	XP_013618020.1
OG0000519	AT2G30650.1, AT2G30660.1	XP_013635386.1, XP_013635346.1
OG0000520	AT1G12672.2	XP_013614430.1, XP_013603951.1, XP_013603925.1, XP_013639514.1, XP_013585362.1
OG0000521	AT5G65080.2, AT5G65070.3	XP_013614580.1
OG0000521	AT5G65050.3, AT5G65060.1, AT1G77080.8	XP_013615676.1, XP_013620187.1, XP_013620184.1
OG0000522	AT5G02610.2	XP_013609104.1
OG0000522	AT2G39390.1	XP_013626542.1
OG0000522	AT3G09500.1	XP_013583730.1, XP_013583960.1, XP_013625492.1
OG0000523	AT5G27100.1	XP_013595163.1, XP_013595165.1
OG0000523	AT4G31710.2	XP_013628248.1
OG0000524	AT4G11770.1, AT4G11750.1	XP_013608019.1, XP_013591095.1
OG0000525	AT2G43260.2	XP_013631964.1, XP_013631846.1
OG0000525	AT4G17780.1	XP_013598248.1
OG0000526	AT5G18720.1	XP_013623824.1
OG0000529	AT2G31540.1	XP_013635566.1, XP_013633504.1
OG0000529	AT2G30220.1, AT2G30310.1	XP_013635665.1
OG0000530	AT5G52770.1, AT5G52760.1, AT5G52750.1	XP_013612820.1, XP_013612819.1, XP_013626535.1, XP_013626440.1, XP_013619438.1, XP_013614293.1, XP_013614290.1, XP_013619681.1, XP_013619755.1
OG0000531	AT5G25130.1, AT5G25120.1, AT5G25180.1, AT5G25140.1	XP_013610476.1, XP_013593438.1, XP_013609742.1, XP_013596779.1, XP_013613364.1, XP_013630626.1, XP_013595009.1
OG0000533	AT1G45616.1	XP_013597527.1
OG0000535	AT5G42500.1, AT5G42510.1	XP_013585243.1
OG0000535	AT1G65870.1	XP_013632962.1
OG0000536	AT5G37140.1	XP_013637605.1
OG0000536	AT5G37160.1	XP_013637606.1
OG0000536	AT4G05540.1	XP_013610827.1
OG0000537	AT3G07820.1	XP_013628956.1, XP_013614631.1
OG0000537	AT5G48140.1	XP_013596317.1
OG0000537	AT3G07840.1	XP_013626396.1, XP_013614628.1, XP_013583265.1, XP_013615750.1
OG0000538	AT3G29720.1, AT3G29680.1, AT5G61160.1	XP_013634796.1
OG0000539	AT2G29370.1	XP_013623249.1
OG0000542	AT1G10430.1	XP_013585672.1, XP_013604481.1
OG0000542	AT1G59830.1	XP_013606668.1
OG0000542	AT1G69960.1	XP_013615541.1, XP_013591796.1
OG0000543	AT5G45080.1	XP_013610853.1
OG0000543	AT5G45070.1	XP_013596414.1
OG0000547	AT2G43590.1	XP_013623530.1
OG0000548	AT2G23550.4, AT2G23580.1	XP_013627320.1
OG0000549	AT2G33060.1	XP_013635857.1, XP_013636509.1, XP_013632588.1
OG0000549	AT2G33050.1	XP_013631101.1, XP_013627508.1
OG0000552	AT3G58200.1, AT3G58210.1, AT3G44805.1, AT3G44800.1, AT3G44790.1	XP_013609262.1
OG0000553	AT3G24830.1	XP_013609170.1, XP_013622562.1, XP_013593420.1
OG0000553	AT5G48760.1	XP_013606918.1, XP_013616414.1, XP_013597865.1
OG0000554	AT4G12470.1, AT4G12480.1, AT4G12490.1, AT4G12500.1	XP_013625485.1, XP_013635893.1, XP_013615836.1, XP_013609782.1
OG0000555	AT3G21210.1	XP_013639760.1
OG0000555	AT1G34480.1	XP_013589570.1
OG0000556	AT1G62225.1, AT1G62220.1, AT1G62000.1, AT1G62080.1, AT1G62060.1	XP_013591335.1
OG0000557	AT2G23000.1	XP_013630249.1, XP_013604409.1
OG0000557	AT2G22980.4	XP_013637045.1, XP_013634984.1
OG0000561	AT5G39320.1	XP_013636776.1, XP_013613723.1
OG0000561	AT5G15490.1	XP_013623198.1, XP_013612823.1, XP_013612129.1
OG0000562	AT2G27530.1	XP_013631025.1
OG0000562	AT5G22440.1	XP_013608728.1, XP_013625204.1, XP_013618113.1
OG0000563	AT2G47110.1	XP_013588469.1, XP_013600243.1, XP_013631869.1
OG0000563	AT1G23410.1	XP_013594087.1, XP_013587100.1
OG0000564	AT3G61111.1	XP_013628912.1, XP_013609483.1, XP_013604812.1, XP_013595875.1, XP_013590153.1, XP_013618531.1
OG0000565	AT1G44980.1, AT1G11370.1	XP_013624982.1
OG0000565	AT1G11580.2	XP_013599747.1
OG0000566	AT1G57750.1	XP_013612672.1, XP_013612732.1
OG0000566	AT5G52320.1	XP_013627904.1
OG0000567	AT4G15056.1	XP_013615614.1, XP_013627377.1, XP_013584133.1
OG0000568	AT2G44220.1	XP_013635111.1, XP_013634467.1
OG0000569	AT5G67240.1	XP_013597541.1
OG0000569	AT3G50100.1	XP_013600618.1
OG0000569	AT3G50090.1	XP_013614138.1
OG0000570	AT1G35890.1, AT3G46565.1	XP_013608285.1, XP_013608283.1, XP_013608281.1, XP_013616936.1, XP_013616942.1, XP_013616944.1, XP_013616940.1
OG0000571	AT4G34170.1, AT4G33900.1, AT4G23580.1	XP_013635741.1
OG0000572	AT2G16980.4, AT2G16970.2	XP_013607264.1
OG0000572	AT5G42210.1	XP_013621535.1
OG0000573	AT4G05130.1	XP_013607314.1
OG0000573	AT4G05110.2, AT4G05120.1	XP_013607083.1
OG0000579	AT3G02080.1	XP_013638257.1, XP_013583862.1
OG0000579	AT5G15520.1	XP_013622611.1
OG0000580	AT1G06135.1, AT2G31345.1	XP_013625138.1, XP_013630432.1, XP_013632625.1, XP_013635800.1, XP_013635787.1, XP_013635732.1
OG0000581	AT1G33220.1, AT5G20330.1, AT5G20340.1	XP_013610540.1, XP_013619827.1
OG0000582	AT3G44540.1	XP_013626037.1
OG0000582	AT3G44560.1, AT3G44550.1	XP_013626607.1
OG0000583	AT1G53500.1	XP_013613494.1, XP_013592137.1
