Orthogroup	Arabidopsis_thaliana	Noccaea_praecox
OG0000390	AT1G22380.1	Np004G2323900
OG0000390	AT1G22370.2	Np005G2754700
OG0000390	AT1G22360.1	Np004G2324400
OG0000390	AT1G22400.1	Np004G2323400, Np001G0608500
OG0000391	AT3G10450.1	Np005G3125100
OG0000392	AT1G17020.1	Np004G2392000
OG0000392	AT1G17010.1	Np004G2392100
OG0000392	AT4G25300.1, AT4G25310.1	Np005G2809800, Np005G2809900, Np005G2809300, Np005G2809500, Np005G2809700
OG0000393	AT5G39130.1, AT5G39190.1, AT5G39160.1	Np005G3148700
OG0000393	AT5G39100.1, AT5G39180.1, AT5G39150.1, AT5G39120.1	Np005G3147800, Np005G3148300, Np005G3148200, Np005G3148600
OG0000394	AT1G52810.1	Np004G1940300
OG0000395	AT2G15360.1	Np004G2427700
OG0000398	AT5G17167.1	Np005G2718300
OG0000399	AT4G02080.1	Np003G1871200
OG0000399	AT1G56330.1	Np002G1076800, Np002G1077300
OG0000399	AT1G09180.1	Np004G2500200
OG0000402	AT5G66900.2	Np001G0014700
OG0000402	AT5G66890.1	Np001G0014600
OG0000403	AT4G03470.1	Np003G1851700
OG0000404	AT1G23935.1, AT1G22080.1	Np004G2440800, Np004G2439200
OG0000404	AT3G44780.1	Np006G3363500
OG0000405	AT3G14490.1	Np007G3790000, Np007G3790300
OG0000405	AT3G29410.1	Np002G0846100
OG0000406	AT1G07770.1	Np001G0457400
OG0000406	AT2G39590.1	Np004G2516000
OG0000407	AT1G03300.1, AT1G26540.1, AT2G47230.2	Np006G3216700, Np003G1623400
OG0000407	AT2G47220.1	Np005G3061500
OG0000409	AT2G27360.1	Np004G2115900
OG0000409	AT1G28580.1, AT1G28570.1	Np004G2115600
OG0000410	AT4G22485.1	Np005G2853200, Np005G2853100
OG0000411	AT3G42940.1, AT2G24285.2, AT2G24480.1, AT5G43200.1, AT3G28620.1, AT2G24460.1	Np006G3656700, Np001G0448300
OG0000412	AT5G16570.1	Np003G1436800
OG0000412	AT5G37600.1	Np005G3122900
OG0000412	AT1G66200.3	Np002G0958700
OG0000412	AT3G17820.1	Np007G3931600
OG0000413	AT3G13662.1	Np007G4070900, Np007G4070700
OG0000413	AT1G55210.1	Np004G1913900, Np004G1913800, Np004G1913700
OG0000414	AT1G62500.1	Np002G1202200
OG0000414	AT2G10940.1	Np005G3114200, Np007G4006400
OG0000414	AT4G15160.1	Np005G3034800
OG0000414	AT3G22120.2	Np007G3826300
OG0000415	AT2G19365.1	Np002G1089500
OG0000420	AT5G27510.1	Np007G3781800
OG0000421	AT5G52640.1	Np003G1652600
OG0000421	AT5G56030.2, AT5G56010.1, AT5G56000.1	Np007G3769100, Np003G1492300, Np003G1595800, Np003G1585300
OG0000423	AT1G42700.1	Np004G2361600
OG0000424	AT5G54640.1	Np003G1633400
OG0000424	AT4G27230.1	Np005G2783600
OG0000425	AT5G35190.2	Np004G2267900, Np003G1323100, Np007G3879300
OG0000428	AT1G31150.1	Np004G2340900
OG0000429	AT3G58440.1	Np005G3179700
OG0000429	AT3G58410.1	Np001G0632600
OG0000430	AT4G04620.1	Np003G1835700
OG0000430	AT1G62040.1	Np002G1193600
OG0000431	AT5G38550.1, AT5G38540.1	Np004G1949000
OG0000431	AT5G49860.1, AT1G52110.1, AT5G49850.1, AT5G49870.1	Np004G1948000
OG0000431	AT1G61230.1, AT1G57570.1	Np002G1177200
OG0000432	AT1G48820.1	Np004G1989800
OG0000432	AT1G48800.1	Np004G1989900, Np004G1989600
OG0000432	AT4G20210.1, AT3G29110.1	Np004G2024700
OG0000432	AT4G20230.2, AT1G66020.1, AT4G20200.1, AT3G29190.1	Np005G3091600
OG0000433	AT4G27170.1, AT4G27140.1, AT4G27150.1, AT4G27160.1	Np005G2784000, Np005G2784300, Np005G2784100, Np005G2784200
OG0000436	AT3G46000.2	Np001G0457000
OG0000436	AT5G59880.1	Np003G1523800
OG0000436	AT5G59890.1	Np003G1523700
OG0000436	AT3G46010.2	Np001G0457100
OG0000437	AT5G56710.1, AT4G26230.1	Np003G1572700
OG0000437	AT2G19740.1	Np007G3729600
OG0000438	AT3G44090.1, AT3G44080.1, AT3G44060.1, AT3G42770.1, AT3G44810.1	Np001G0445000, Np001G0445500
OG0000439	AT1G71880.1	Np002G0832700, Np002G0832800
OG0000439	AT5G06170.1, AT1G66570.1, AT2G14670.1, AT5G43610.1	Np003G1315100
OG0000440	AT4G39600.2	Np005G3174000
OG0000442	AT5G61310.1	Np001G0093700
OG0000442	AT5G40382.1	Np005G3175400
OG0000443	AT2G25520.1	Np006G3638900
OG0000443	AT5G11230.1	Np003G1377800
OG0000443	AT5G25400.1	Np001G0128600
OG0000444	AT2G31390.1	Np006G3551300
OG0000444	AT3G59480.1	Np001G0647200
OG0000445	AT5G23740.1	Np001G0496300, Np001G0109300
OG0000446	AT5G22730.1	Np003G1508000
OG0000446	AT5G22720.1	Np003G1507900
OG0000447	AT3G11510.1, AT2G36160.1, AT3G52580.1	Np003G1314400, Np007G4102900
OG0000448	AT3G28380.1	Np002G1081700
OG0000448	AT3G28415.2	Np001G0199500, Np001G0199300, Np001G0199400
OG0000448	AT3G28345.1	Np001G0199700
OG0000449	AT3G58950.1	Np007G3893700
OG0000449	AT3G58940.1, AT3G58930.1	Np001G0641900
OG0000449	AT3G03040.1, AT3G03030.1	Np007G4226700
OG0000451	AT1G60090.1, AT1G60270.1, AT1G60260.1, AT5G16580.1, AT1G45191.1	Np005G2859600, Np006G3209400
OG0000452	AT1G63205.1	Np002G1218800
OG0000452	AT1G63200.1	Np002G1220200, Np002G1219700
OG0000457	AT1G04480.1	Np007G4205700, Np006G3460400
OG0000457	AT2G33370.1	Np004G2558500
OG0000458	AT1G29090.1	Np004G2119000
OG0000460	AT3G13520.1	Np007G4074300
OG0000460	AT4G26320.1	Np005G2794500
OG0000463	AT1G35190.1	Np004G2039200
OG0000464	AT1G02220.1, AT3G04420.1, AT1G02250.1, AT1G02230.1	Np004G2583500, Np004G2580300
OG0000466	AT4G03570.1, AT4G03590.1, AT3G05685.1	Np007G4165800, Np007G4185400
OG0000469	AT2G42740.1	Np001G0367700, Np001G0636500, Np005G2910700
OG0000471	AT4G13820.1	Np005G3069200
OG0000472	AT1G36095.1	Np002G1119500
OG0000473	AT1G02190.1	Np004G2068400, Np004G2599400
OG0000473	AT1G02205.3	Np004G2599500
OG0000474	AT1G04300.3	Np004G2559900
OG0000474	AT5G43560.1	Np001G0411400
OG0000474	AT4G16045.1	Np001G0439700
OG0000475	AT1G44810.1, AT4G00250.1, AT4G00238.1	Np002G1011100
OG0000475	AT4G00390.1, AT1G61730.1	Np002G1186800
OG0000476	AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27580.1, AT5G27944.1, AT5G26950.1, AT5G27070.1	Np001G0143700, Np004G2171900, Np004G2172800, Np004G2171200
OG0000477	AT5G62540.1	Np001G0072300
OG0000477	AT2G02760.1	Np001G0251900
OG0000477	AT1G14400.1	Np004G2423100
OG0000480	AT1G61070.1	Np002G1173500
OG0000480	AT2G02120.1	Np001G0260600, Np001G0260800, Np002G0874600, Np001G0260900
OG0000480	AT2G02130.1	Np001G0261000
OG0000481	AT1G58360.1	Np002G1135600
OG0000481	AT1G10010.2	Np004G2489000
OG0000483	AT5G25980.2	Np001G0136200, Np001G0418700
OG0000483	AT5G26000.1	Np001G0136100
OG0000484	AT5G48070.1	Np005G2735000
OG0000484	AT4G30280.1, AT1G65310.2	Np005G2734900, Np005G2734800
OG0000485	AT4G23350.1, AT4G23365.1, AT4G23355.1, AT4G23360.1	Np005G2838000
OG0000486	AT1G18760.1, AT3G13228.1, AT1G18770.1	Np004G2369400
OG0000491	AT3G48300.2	Np001G0483800
OG0000491	AT3G48270.1	Np001G0483700
OG0000492	AT3G54700.1	Np001G0578400
OG0000492	AT2G32830.1	Np006G3574000
OG0000492	AT2G38940.1	Np006G3345900
OG0000493	AT5G65330.1, AT4G11250.1	Np001G0031700, Np004G2553800
OG0000493	AT5G40070.1, AT5G41200.1, AT5G40220.1, AT5G40120.1, AT5G39810.1, AT5G39750.1, AT5G37415.1, AT5G38740.1	Np005G3165700
OG0000494	AT3G52510.1	Np001G0546800
OG0000495	AT3G46190.2	Np001G0458400
OG0000495	AT1G58270.1	Np002G0809000, Np002G0808800, Np002G0808900
OG0000496	AT3G47780.1	Np001G0476000
OG0000497	AT1G72730.1	Np002G0820000
OG0000497	AT1G54270.1	Np004G1916400
OG0000498	AT3G59120.1	Np001G0643900
OG0000498	AT5G17960.1	Np003G1453300
OG0000499	AT3G20380.1	Np001G0092000
OG0000500	AT1G67090.1	Np002G0932400, Np005G3134700
OG0000501	AT1G32940.1	Np004G2058300
OG0000501	AT4G10540.1	Np003G1785900
OG0000501	AT4G10510.3	Np003G1785800
OG0000501	AT4G10550.3	Np003G1786100
OG0000502	AT5G39280.1, AT5G39300.1, AT5G39270.1, AT5G39290.1	Np005G3150100
OG0000502	AT5G39310.1	Np005G3150200
OG0000506	AT2G17360.1, AT5G07090.1	Np003G1545600, Np003G1328500, Np006G3356700
OG0000509	AT4G16545.1, AT4G16555.1	Np005G2994800
OG0000510	AT5G40240.2	Np005G3171300, Np005G3171200
OG0000510	AT5G40230.1	Np005G3168500
OG0000512	AT3G43980.1, AT3G44010.1, AT4G33865.1	Np001G0437000, Np005G2640700, Np002G0915600
OG0000513	AT1G53350.1	Np004G2485700
OG0000516	AT1G67623.1	Np001G0082200, Np002G0912600
OG0000517	AT5G17100.1, AT5G17110.1	Np003G1443000, Np004G2494200, Np004G2495400
OG0000517	AT5G17090.1	Np007G4223700, Np007G4222700
OG0000518	AT5G53380.1	Np003G1640600, Np003G1640900, Np003G1639400
OG0000518	AT5G12420.1, AT5G16350.1	Np003G1392900
OG0000519	AT5G65940.1	Np001G0000200
OG0000519	AT2G30650.1, AT2G30660.1	Np006G3606100
OG0000520	AT1G12672.2	Np004G2449500
OG0000521	AT5G65080.2, AT5G65070.3	Np001G0036100
OG0000522	AT5G02610.2	Np003G1268600
OG0000522	AT2G39390.1, AT3G55170.1	Np001G0587800, Np006G3338600
OG0000522	AT3G09500.1	Np007G4133500
OG0000523	AT4G31710.2	Np005G2714500
OG0000524	AT4G11770.1, AT4G11750.1	Np003G1813100
OG0000525	AT2G43260.2	Np003G1847200, Np006G3272200
OG0000525	AT2G43270.1, AT2G43440.1, AT2G43445.1	Np006G3261300
OG0000526	AT5G18720.1	Np003G1465800
OG0000527	AT3G24465.1, AT5G36720.1, AT5G36805.1, AT5G38378.1, AT1G58242.1, AT5G34828.1, AT1G54775.1, AT1G58248.1, AT1G58245.1, AT1G34800.1, AT1G34795.1, AT1G34830.1, AT1G34810.1, AT1G34815.1, AT1G34850.1, AT1G34840.1, AT1G34820.1, AT1G34805.1, AT1G34825.1, AT1G34792.1, AT1G34930.1, AT1G34860.1, AT1G35035.1, AT1G21835.1, AT1G21928.1, AT1G21925.1	Np004G2330200
OG0000529	AT2G31540.1	Np006G3553000
OG0000529	AT2G30220.1, AT2G30310.1	Np006G3527600, Np006G3479500
OG0000530	AT5G52770.1, AT5G52760.1, AT5G52750.1	Np003G1651600
OG0000535	AT5G42500.1, AT5G42510.1	Np004G2312400
OG0000535	AT1G22900.1	Np004G2312600
OG0000535	AT1G65870.1	Np001G0629100
OG0000536	AT5G37160.1	Np005G3112400
OG0000536	AT5G37165.1	Np005G3112700
OG0000536	AT4G05540.1	Np003G1829100
OG0000537	AT3G07820.1	Np007G4149500, Np007G4149100
OG0000537	AT5G48140.1	Np001G0180200
OG0000537	AT3G07840.1	Np007G4149000, Np005G3093300
OG0000538	AT3G29635.1	Np001G0187000
OG0000538	AT3G29720.1	Np006G3681400
OG0000539	AT2G29370.1	Np006G3605600
OG0000540	AT2G31050.1, AT2G26720.1	Np006G3543800, Np006G3486600, Np006G3546800, Np006G3482600, Np006G3479300, Np006G3528000
OG0000542	AT1G10430.1	Np004G2483400
OG0000542	AT1G59830.1	Np002G1149500
OG0000542	AT1G69960.1	Np002G0860700
OG0000543	AT5G45090.1	Np004G2364000
OG0000543	AT5G45080.1	Np001G0384100
OG0000543	AT5G45070.1	Np001G0384200
OG0000546	AT5G03390.1	Np003G1278800, Np003G1279200, Np003G1278400, Np003G1278700, Np003G1279100
OG0000547	AT2G43590.1	Np006G3267300
OG0000547	AT2G43580.1	Np003G1537800, Np006G3267400
OG0000548	AT2G23550.4, AT2G23580.1	Np006G3669300
OG0000549	AT2G33050.1	Np006G3576700
OG0000552	AT3G58200.1	Np001G0630800
OG0000553	AT3G24830.1	Np007G3875900
OG0000553	AT5G48760.1	Np001G0171600
OG0000553	AT3G07110.2	Np007G4159800
OG0000554	AT4G12470.1, AT4G12480.1, AT4G12490.1, AT4G12500.1	Np003G1825900, Np003G1826000
OG0000555	AT3G21210.1	Np007G3811200
OG0000556	AT1G62225.1, AT1G62220.1, AT1G62000.1, AT1G62080.1, AT1G62060.1	Np002G1196300
OG0000557	AT2G22980.4	Np006G3680100
OG0000561	AT5G39320.1	Np005G3150300
OG0000561	AT3G29360.1	Np001G0188000
OG0000561	AT5G15490.1	Np003G1424200
OG0000562	AT2G27530.1	Np006G3579300
OG0000562	AT5G22440.1	Np003G1505300
OG0000563	AT2G47110.1	Np006G3218900
OG0000563	AT1G23410.1	Np004G2302400
OG0000564	AT5G47930.1	Np006G3238900, Np001G0668600, Np001G0181600
OG0000565	AT1G44980.1, AT1G11370.1	Np004G2463100
OG0000565	AT1G11580.2	Np004G2467800
OG0000566	AT1G57750.1	Np002G1124500
OG0000566	AT1G65340.1	Np004G2036600
OG0000567	AT4G15056.1	Np005G3036500
OG0000568	AT2G44220.1	Np006G3258900
OG0000569	AT5G67240.1	Np001G0019000
OG0000569	AT3G50100.1	Np001G0512900
OG0000569	AT3G50090.1	Np001G0513000
OG0000570	AT1G35890.1, AT3G46565.1	Np003G1527900, Np003G1536700, Np003G1537500
OG0000571	AT4G39290.1, AT4G34170.1, AT4G33900.1, AT4G23580.1, AT3G43710.1	Np007G4131700, Np007G4129400
OG0000572	AT2G16980.4, AT2G16970.2	Np007G3765500
OG0000572	AT5G42210.1	Np001G0429400
OG0000573	AT4G05130.1	Np003G1846700
OG0000573	AT4G05110.2, AT4G05120.1	Np003G1846600
OG0000579	AT3G02080.1	Np007G4239400
OG0000579	AT5G61170.1	Np001G0095200
OG0000580	AT1G06135.1, AT2G31345.1	Np006G3550700
OG0000580	AT2G31335.1, AT1G06137.1	Np004G2536400
OG0000581	AT5G20390.1	Np003G1488300
OG0000581	AT1G33220.1, AT5G20330.1, AT5G20340.1	Np003G1486100
OG0000582	AT5G22420.1	Np003G1504900
OG0000582	AT3G44540.1	Np001G0441600
OG0000582	AT3G44560.1, AT3G44550.1	Np001G0441800, Np001G0441900
OG0000583	AT1G53500.1	Np004G1928600
OG0000583	AT1G78570.1	Np002G0732700
OG0000584	AT1G61580.1	Np002G1127400
OG0000584	AT1G43170.1	Np001G0426700
OG0000585	AT3G56530.1	Np001G0607200, Np001G0607300, Np001G0607000
OG0000587	AT1G20790.1	Np002G1117700, Np004G2346900
OG0000587	AT1G57580.1, AT1G57565.1	Np001G0518000, Np001G0517900
OG0000588	AT2G29480.1, AT2G29490.1, AT2G29470.1, AT2G29460.1	Np006G3606400
OG0000589	AT5G20010.1	Np003G1604100, Np003G1482400
OG0000590	AT5G39080.1	Np004G2288900
OG0000591	AT4G26690.1	Np005G2789100
OG0000592	AT1G78580.1	Np002G0732600
OG0000592	AT1G16980.1	Np004G2392300
OG0000592	AT4G27550.1	Np005G2776300
OG0000593	AT1G77940.1	Np002G0742300
OG0000593	AT3G18740.1, AT1G36240.1	Np004G2044200, Np007G3857500, Np007G3949200, Np006G3310100, Np007G3821200
OG0000594	AT5G39560.1	Np005G3046600, Np005G3135400
OG0000595	AT1G74090.1	Np002G0797100
OG0000596	AT2G24210.1	Np006G3662700
OG0000596	AT3G25820.1, AT3G25830.1, AT3G25810.1	Np001G0233800, Np001G0234000
OG0000597	AT1G59550.1, AT4G14245.1	Np005G3062800, Np005G3059100
OG0000599	AT4G39200.1	Np005G2612600, Np006G3700000
OG0000600	AT3G05560.1	Np007G4186200
OG0000600	AT5G27770.1	Np001G0147200, Np001G0145100
OG0000601	AT1G58380.1, AT1G58684.1, AT1G59359.1, AT1G58983.1	Np002G1136200, Np002G1139900
OG0000601	AT3G57490.1	Np006G3295600
OG0000602	AT3G06710.1	Np007G4166500
OG0000604	AT5G41520.1	Np005G3195800
OG0000604	AT4G25740.1	Np003G1652500
OG0000605	AT4G01220.1	Np003G1887800
OG0000605	AT4G01750.1, AT4G01770.2	Np003G1873900, Np003G1873600, Np003G1873700
OG0000606	AT4G36140.1	Np005G2677700, Np005G2677900
OG0000609	AT2G17070.1	Np007G3764000, Np007G3764100
OG0000610	AT2G13985.1	Np006G3649300
OG0000613	AT3G53230.1	Np001G0560000
OG0000615	AT3G29255.1, AT5G36150.1	Np006G3587000
OG0000617	AT5G05870.1	Np003G1310400
OG0000617	AT5G05900.1, AT5G05880.1, AT5G05890.1	Np003G1310500
OG0000618	AT5G01750.2	Np003G1251700
OG0000618	AT3G11740.1	Np007G4099500
OG0000619	AT1G56130.2, AT1G56140.1	Np004G1902100
OG0000620	AT4G13300.1, AT4G13280.2	Np005G3085900
OG0000621	AT3G57730.1	Np001G0625200
OG0000621	AT3G57710.1	Np001G0625100
OG0000622	AT2G37190.1, AT3G53430.1	Np006G3377100
OG0000622	AT5G60670.1	Np003G1515900
OG0000623	AT2G18020.1	Np007G3750500
OG0000623	AT3G51190.1	Np001G0529200
OG0000623	AT4G36130.1	Np005G2677600
OG0000624	AT2G43730.1, AT2G43740.1	Np006G3265300
OG0000625	AT3G13350.1	Np007G4077000
OG0000625	AT1G55650.1	Np004G1908000
OG0000626	AT1G13080.1	Np004G2444200
OG0000627	AT1G60500.1	Np002G1161300
OG0000628	AT4G33830.1, AT4G33840.1	Np005G2640500
OG0000628	AT4G33860.1	Np005G2640600, Np002G0915700
OG0000629	AT1G34170.3, AT1G35540.1, AT1G35240.1, AT1G34410.1, AT1G35520.1, AT1G34390.1, AT1G34310.1, AT1G43950.1	Np003G1794600, Np003G1794800
OG0000633	AT1G27280.1, AT1G24230.1, AT1G27260.1, AT1G27270.1, AT1G24250.1, AT1G23810.1	Np004G2286200, Np007G4022000
OG0000633	AT1G27240.1	Np001G0463200
OG0000634	AT3G49130.1	Np005G2727900, Np002G0762500, Np002G0763100, Np001G0284700, Np004G2188300, Np004G2195400, Np002G0765800, Np001G0284600
OG0000635	AT5G60770.1	Np003G1514000
OG0000635	AT1G08090.1	Np004G2512900
OG0000637	AT3G46060.1	Np001G0457500
OG0000637	AT5G59840.1	Np003G1525100
OG0000638	AT5G59820.1	Np003G1525400
OG0000638	AT3G46070.1, AT3G46090.1, AT3G46080.1	Np001G0457600
OG0000639	AT3G61600.1	Np001G0674800
OG0000639	AT4G01160.2	Np003G1887200
OG0000639	AT2G46260.1	Np006G3230800
OG0000641	AT5G56600.1	Np003G1573800
OG0000641	AT4G29350.1	Np005G2752400
OG0000642	AT2G46450.1	Np006G3229000
OG0000642	AT2G46430.1	Np006G3229100
OG0000643	AT3G09680.1	Np002G0869100
OG0000643	AT5G02960.1	Np007G4005600, Np007G4131200, Np005G2734700
OG0000644	AT5G40680.1	Np005G3185300
OG0000645	AT3G57310.1	Np004G2517000
OG0000646	AT3G53420.1	Np001G0562500
OG0000649	AT1G18080.1	Np004G2378100
OG0000649	AT1G48630.1	Np004G1992000
OG0000649	AT3G18130.1	Np007G3937700
OG0000650	AT3G19020.1	Np007G3955500
OG0000650	AT2G15880.1	Np007G3778800
OG0000650	AT4G33970.1	Np005G2641900
OG0000652	AT3G03080.1	Np007G4226200
OG0000652	AT5G16990.1, AT5G16970.1, AT5G17000.1	Np003G1441700
OG0000653	AT2G47610.1	Np006G3210500
OG0000655	AT2G34480.2	Np006G3420200
OG0000655	AT3G14600.1, AT1G29965.1	Np007G4029400, Np007G4052900
OG0000656	AT2G03240.1	Np001G0248300
OG0000656	AT1G14040.1	Np004G2427900
OG0000660	AT5G56075.1	Np003G1583900
OG0000660	AT5G25030.1	Np005G3141100
OG0000661	AT2G47550.1	Np006G3211200
OG0000661	AT1G02810.1	Np004G2576500
OG0000661	AT4G02330.1	Np003G1868200
OG0000662	AT1G26890.1, AT1G22000.1	Np001G0602700, Np004G2269700, Np002G0718000
OG0000663	AT1G74050.1, AT1G74060.1	Np002G0798100
OG0000664	AT1G63550.1	Np002G1227500, Np002G1227300
OG0000664	AT1G63570.2	Np002G1227200
OG0000665	AT1G15250.1	Np007G3903500, Np004G1946300
OG0000666	AT4G23590.1, AT4G23600.1	Np005G2834700
OG0000667	AT3G60770.1, AT4G00100.1	Np001G0665900, Np003G1898100, Np006G3244900
OG0000668	AT1G67470.1, AT1G65250.1, AT1G65190.1	Np006G3308600
OG0000669	AT1G22780.1, AT1G34030.1, AT4G09800.1	Np003G1773800, Np004G2083900
OG0000670	AT3G27680.1, AT3G26860.2, AT2G24880.1, AT3G27331.1, AT3G27329.1, AT2G24870.1	Np001G0219300
OG0000671	AT4G12190.1, AT4G12220.1, AT4G12210.1, AT4G05350.1, AT4G12150.1, AT4G12140.1	Np003G1820800
OG0000674	AT4G13263.1, AT4G13261.1, AT5G35405.1, AT2G04037.1, AT2G04031.1, AT2G04041.1, AT3G11990.1, AT1G45190.1, AT1G47450.1, AT1G47470.1	Np007G4095600
OG0000676	AT1G51172.1, AT1G46696.1, AT2G15110.1, AT4G03830.1	Np003G1708700
OG0000678	AT5G08680.1	Np003G1351800
OG0000678	AT5G08670.1, AT5G08690.1	Np003G1351900
OG0000679	AT2G32060.1, AT1G15930.1	Np006G3560600
OG0000680	AT2G34250.1	Np006G3426400
OG0000680	AT1G29310.1	Np004G2123800
OG0000681	AT1G79990.1	Np002G0704000
OG0000681	AT3G15980.5	Np007G3902300
OG0000681	AT1G52360.2	Np004G1944600
OG0000682	AT2G41920.1, AT5G27790.1, AT2G34290.1, AT2G05060.1	Np006G3524900, Np006G3531800, Np006G3476300
OG0000683	AT3G29160.1	Np001G0190300
OG0000683	AT3G01090.2	Np007G4241800
OG0000684	AT2G42790.1	Np006G3279800
OG0000684	AT3G58750.1	Np001G0636900
OG0000685	AT3G02480.1	Np007G4233800
OG0000685	AT5G38760.1	Np005G3141400
OG0000685	AT5G53820.1	Np003G1616700
OG0000686	AT1G27030.1	Np004G2277700
OG0000686	AT1G27020.1	Np004G2277400
OG0000687	AT1G43910.1	Np004G2029600
OG0000690	AT4G33270.1, AT4G33260.1	Np005G2634100
OG0000691	AT5G15840.1	Np003G1427800
OG0000691	AT5G15850.1	Np003G1427900
OG0000691	AT3G02380.1	Np007G4235100
OG0000692	AT3G52020.1, AT3G56540.1, AT3G52000.1, AT3G52010.1, AT2G05850.1	Np001G0523800, Np001G0539000, Np001G0538900
OG0000693	AT2G31610.1	Np006G3553600, Np002G1154500
OG0000693	AT5G35530.1	Np005G3100400
OG0000694	AT2G32530.1, AT2G32540.1	Np006G3569700
OG0000695	AT4G16520.1	Np005G2995100
OG0000695	AT3G60640.1	Np001G0664600
OG0000695	AT2G45170.1	Np006G3247100
OG0000696	AT3G49310.1	Np001G0116900
OG0000696	AT1G64650.1	Np002G1247700
OG0000696	AT4G27720.1	Np005G2773300
OG0000697	AT5G60090.1	Np003G1522000
OG0000697	AT5G60080.1	Np004G2480500
OG0000698	AT4G29390.1, AT2G19750.1, AT5G56670.1	Np005G2752000, Np003G1573200, Np007G3729500, Np005G2891000
OG0000699	AT2G22050.1	Np002G1189600
OG0000699	AT2G22060.1	Np006G3567600, Np006G3690100, Np006G3690200
OG0000699	AT2G41360.1	Np006G3303000, Np006G3303400
OG0000700	AT1G51120.1	Np004G1959700
OG0000700	AT1G50680.1	Np006G3586400, Np004G1964100
OG0000702	AT2G41790.1	Np006G3296300
OG0000703	AT2G39890.1	Np006G3328800
OG0000703	AT2G36590.1	Np006G3328700
OG0000703	AT3G55740.1	Np001G0596800
OG0000705	AT2G40010.1	Np006G3325900
OG0000705	AT3G09200.1	Np007G4136700, Np007G4106000
OG0000706	AT2G46860.1	Np006G3222800
OG0000706	AT4G01480.1	Np003G1879300
OG0000706	AT1G01050.1	Np004G2584300
OG0000707	AT2G44120.2	Np006G3259900
OG0000707	AT2G01250.1	Np001G0279700
OG0000708	AT3G16430.1, AT3G16420.1	Np007G3907600
OG0000708	AT3G16460.1	Np007G3908400
OG0000709	AT1G42525.1	Np002G0847800
OG0000710	AT2G25150.1	Np005G2747600, Np005G3083100
OG0000713	AT2G07200.1	Np003G1668700
OG0000714	AT2G28010.1, AT2G28040.1, AT2G28030.1, AT2G28220.1, AT2G28225.1	Np004G2048400, Np006G3558500, Np001G0126300, Np006G3450000, Np009G4321800, Np006G3251200, Np001G0586100, Np006G3584800
OG0000715	AT5G24410.1	Np001G0117600
OG0000715	AT3G49360.1	Np001G0503300
OG0000716	AT1G55490.1	Np004G1911000
OG0000716	AT3G13470.1	Np007G4075100
OG0000716	AT5G56500.1	Np003G1575700
OG0000717	AT1G14320.1	Np004G2424100
OG0000717	AT1G26910.1	Np004G2272100
OG0000717	AT1G66580.1	Np002G0864500
OG0000718	AT3G26170.1, AT3G26180.1	Np001G0228900
OG0000718	AT3G26150.1, AT3G26160.1	Np001G0229000, Np001G0229100
OG0000719	AT5G51950.1	Np003G1671500
OG0000719	AT5G51930.1	Np003G1652800, Np003G1529700, Np003G1529600
OG0000720	AT3G62750.2, AT3G62740.1	Np002G1056400, Np001G0691500, Np006G3679800
OG0000721	AT1G27135.1, AT2G16225.1, AT1G10717.1, AT1G10715.1, AT1G10747.1, AT1G10745.1, AT2G41415.1	Np001G0489800
OG0000723	AT2G02310.1	Np001G0257500, Np001G0256800, Np001G0257700, Np001G0257400
OG0000723	AT2G02240.1	Np005G2678300
OG0000723	AT2G02250.1	Np001G0258400
OG0000724	AT1G65660.1	Np004G2564900
OG0000724	AT4G37120.1	Np005G3056500
OG0000726	AT5G66830.1	Np003G1768000, Np005G2935900
OG0000726	AT1G69090.1	Np005G2862200, Np003G1866600
OG0000728	AT5G17540.1	Np003G1448800
OG0000728	AT3G03480.1	Np007G4220900
OG0000729	AT2G27420.1	Np006G3608100
OG0000730	AT1G80780.3	Np002G0713800
OG0000730	AT2G32070.1	Np006G3560700
OG0000730	AT1G15920.1	Np004G2403500
OG0000731	AT1G29720.1	Np004G2129100
OG0000732	AT5G25260.1, AT5G25250.1	Np001G0126400, Np001G0126000
OG0000732	AT5G64870.1	Np001G0038500
OG0000733	AT5G64140.1	Np003G1283200, Np002G1209500
OG0000734	AT3G47370.1	Np001G0074200
OG0000736	AT5G59320.1, AT5G59310.1	Np002G1148900, Np002G1148300, Np004G2310000, Np003G1532100, Np003G1532000
OG0000737	AT4G02570.1	Np003G1864500
OG0000737	AT1G02980.1, AT1G43140.1	Np004G2312700, Np004G2574400
OG0000738	AT5G03690.1	Np003G1281400
OG0000738	AT2G36460.1	Np006G3391200
OG0000740	AT1G78300.1	Np002G0735400
OG0000740	AT1G35160.2	Np004G2041100
OG0000740	AT4G09000.2	Np003G1762400
OG0000741	AT1G74270.1	Np002G0794600
OG0000741	AT3G55750.1, AT1G41880.1	Np001G0596900
OG0000743	AT3G60980.1	Np001G0673600, Np001G0676000
