Orthogroup	Alyssum_gmelinii	Rorippa_islandica
OG0000128	Ag031G3246800, Ag031G3247000, Ag031G3246900	Roisl.0018s0036.1.p, Roisl.0018s0037.1.p
OG0000128	Ag031G3246700	Roisl.0018s0038.1.p
OG0000128	Ag031G3249200, Ag031G3249100, Ag031G3248800, Ag031G3351900, Ag031G3350800, Ag031G3350000, Ag031G3350700, Ag002G0204500, Ag031G3349900	Roisl.0018s0034.1.p
OG0000129	Ag013G1673500, Ag013G1673600	Roisl.0020s0184.1.p
OG0000130	Ag074G5269900	Roisl.0080s0678.1.p
OG0000132	Ag004G0468600, Ag004G0468500	Roisl.0024s0217.1.p
OG0000136	Ag002G0180300	Roisl.0055s0066.1.p
OG0000136	Ag014G2176200	Roisl.0047s0075.1.p, Roisl.0213s0757.1.p, Roisl.0008s0036.1.p, Roisl.0075s0023.1.p, Roisl.0209s0530.1.p, Roisl.0111s0005.1.p, Roisl.0008s0128.1.p
OG0000137	Ag004G0743100	Roisl.0080s0801.1.p
OG0000137	Ag004G0742000	Roisl.0080s0798.1.p
OG0000137	Ag004G0742300	Roisl.0080s0799.1.p
OG0000137	Ag004G0742500, Ag004G0742600	Roisl.0080s0800.1.p
OG0000138	Ag031G3253900	Roisl.0018s0009.1.p
OG0000138	Ag033G3506400, Ag078G5363200	Roisl.0018s0007.1.p
OG0000138	Ag031G3319900, Ag031G3319600, Ag031G3253400, Ag031G3253300, Ag003G0293800	Roisl.0018s0013.1.p
OG0000138	Ag031G3253700, Ag031G3403500	Roisl.0209s0397.1.p, Roisl.0209s0398.1.p, Roisl.0209s0399.1.p, Roisl.0189s0215.1.p
OG0000138	Ag031G3182200, Ag031G3182000, Ag039G4256800	Roisl.0046s1395.1.p
OG0000138	Ag001G0033000, Ag001G0031700, Ag032G3458900, Ag001G0033100, Ag001G0032800, Ag001G0032400, Ag001G0031800, Ag001G0032900, Ag001G0031500, Ag001G0032500, Ag001G0031600, Ag001G0033500, Ag001G0033400	Roisl.0214s0530.1.p
OG0000140	Ag002G0186700	Roisl.0047s0081.1.p
OG0000140	Ag039G4233000	Roisl.0047s0080.1.p, Roisl.0046s0059.1.p, Roisl.0083s0051.1.p, Roisl.0201s0007.1.p
OG0000140	Ag014G2136000	Roisl.0008s0035.1.p, Roisl.0040s0019.1.p
OG0000140	Ag011G1144500	Roisl.0066s0405.1.p
OG0000141	Ag034G3821900	Roisl.0006s0330.1.p
OG0000148	Ag013G1622400, Ag034G3735700	Roisl.0210s1505.1.p
OG0000151	Ag031G3356400	Roisl.0046s1506.1.p
OG0000151	Ag031G3356700	Roisl.0046s1505.1.p
OG0000151	Ag039G4248200	Roisl.0017s0307.1.p
OG0000151	Ag031G3356800	Roisl.0046s1504.1.p
OG0000151	Ag031G3389200	Roisl.0046s1329.1.p
OG0000151	Ag039G4314300	Roisl.0017s0076.1.p
OG0000151	Ag013G1463800	Roisl.0210s1053.1.p
OG0000153	Ag013G1617600, Ag013G1618100	Roisl.0209s0522.1.p, Roisl.0082s0712.1.p
OG0000153	Ag013G1616400	Roisl.0033s0089.1.p, Roisl.0046s0659.1.p, Roisl.0204s0152.1.p, Roisl.0033s0087.1.p
OG0000153	Ag013G1615700	Roisl.0082s0714.1.p
OG0000153	Ag013G1615400	Roisl.0082s0719.1.p
OG0000154	Ag001G0045800	Roisl.0006s0138.1.p
OG0000155	Ag004G0633600	Roisl.0055s0068.1.p
OG0000157	Ag013G1747900, Ag014G2127200	Roisl.0080s0598.1.p
OG0000158	Ag011G1191200	Roisl.0020s0089.1.p
OG0000158	Ag011G1092000	Roisl.0046s0594.1.p, Roisl.0046s1609.1.p
OG0000158	Ag014G2168100, Ag027G3073200, Ag027G3072400	Roisl.0034s0152.1.p
OG0000158	Ag014G1900800	Roisl.0191s0244.1.p, Roisl.0020s0185.1.p, Roisl.0214s0665.1.p, Roisl.0214s0661.1.p
OG0000159	Ag031G3375100, Ag031G3302200, Ag051G4815400, Ag067G5173200, Ag004G0645100, Ag031G3375200, Ag011G1125800, Ag002G0098700, Ag002G0120500	Roisl.0029s0024.1.p
OG0000160	Ag042G4405700	Roisl.0066s0007.1.p
OG0000160	Ag068G5221600	Roisl.0003s0027.1.p
OG0000160	Ag004G0692900	Roisl.0080s0566.1.p
OG0000160	Ag007G0857500	Roisl.0213s0001.1.p
OG0000160	Ag048G4572800	Roisl.0115s0111.1.p
OG0000162	Ag011G1165200, Ag011G1165400, Ag011G1163300, Ag011G1163400, Ag011G1167300, Ag011G1167100, Ag011G1166900, Ag011G1222300	Roisl.0028s0513.1.p
OG0000162	Ag014G2098100	Roisl.0213s0743.1.p
OG0000162	Ag013G1672600	Roisl.0028s0712.1.p
OG0000163	Ag042G4391500, Ag038G4161600	Roisl.0061s0012.1.p
OG0000164	Ag025G2923700, Ag048G4709500	Roisl.0020s0019.1.p, Roisl.0214s0688.1.p, Roisl.0215s0002.1.p, Roisl.0184s0199.1.p
OG0000164	Ag039G4325700	Roisl.0022s0021.1.p
OG0000165	Ag014G1928400	Roisl.0013s0197.1.p
OG0000167	Ag003G0383500, Ag003G0383700	Roisl.0053s0365.1.p
OG0000170	Ag031G3214400	Roisl.0018s0217.1.p
OG0000170	Ag031G3214600	Roisl.0018s0216.1.p
OG0000170	Ag003G0320400	Roisl.0194s0036.1.p, Roisl.0035s0201.1.p
OG0000170	Ag003G0319700, Ag003G0319800, Ag003G0320300, Ag003G0320600, Ag003G0320500, Ag003G0320200	Roisl.0035s0199.1.p
OG0000170	Ag003G0320000	Roisl.0035s0200.1.p
OG0000171	Ag020G2575200	Roisl.0031s0104.1.p
OG0000171	Ag024G2869500	Roisl.0050s0073.1.p
OG0000171	Ag044G4495800	Roisl.0066s0281.1.p
OG0000171	Ag004G0721800	Roisl.0080s0713.1.p
OG0000171	Ag014G1883300	Roisl.0079s0226.1.p, Roisl.0079s0225.1.p
OG0000171	Ag010G1018000	Roisl.0022s0465.1.p
OG0000172	Ag022G2757700, Ag004G0550900	Roisl.0028s0565.1.p
OG0000172	Ag003G0373100, Ag004G0679600	Roisl.0052s0054.1.p, Roisl.0053s0095.1.p
OG0000173	Ag011G1059500, Ag011G1063500, Ag011G1063400, Ag011G1063300	Roisl.0001s0452.1.p
OG0000173	Ag060G4997300, Ag060G4996700, Ag060G4997500, Ag060G4997700, Ag060G4996200, Ag060G4997100, Ag022G2648900, Ag022G2648400, Ag022G2648200, Ag067G5186700, Ag011G1085300	Roisl.0028s0555.1.p
OG0000173	Ag014G1845700, Ag014G1846300, Ag014G1846000	Roisl.0053s0207.1.p, Roisl.0041s0073.1.p
OG0000173	Ag068G5224200, Ag068G5224000, Ag011G1085700	Roisl.0210s1802.1.p, Roisl.0001s0420.1.p, Roisl.0008s0315.1.p
OG0000173	Ag033G3597600	Roisl.0214s0637.1.p
OG0000174	Ag014G1989900, Ag018G2446300, Ag039G4332400, Ag034G3903300, Ag031G3411400, Ag027G3023200	Roisl.0066s0013.1.p, Roisl.0082s0594.1.p
OG0000175	Ag034G4063600	Roisl.0019s0487.1.p, Roisl.0191s0187.1.p
OG0000175	Ag013G1441100	Roisl.0210s1168.1.p
OG0000175	Ag002G0234800	Roisl.0214s0596.1.p
OG0000175	Ag003G0294400, Ag012G1302600	Roisl.0018s0359.1.p
OG0000175	Ag031G3188000	Roisl.0035s0021.1.p
OG0000176	Ag014G1823200, Ag014G1822800, Ag014G1822900, Ag014G1823300, Ag014G1822700	Roisl.0021s0605.1.p
OG0000176	Ag014G1833000	Roisl.0039s0061.1.p
OG0000177	Ag034G3998400	Roisl.0007s0001.1.p
OG0000177	Ag004G0483700	Roisl.0189s0081.1.p
OG0000178	Ag066G5142800	Roisl.0082s0204.1.p
OG0000178	Ag016G2366900, Ag016G2366600	Roisl.0082s0206.1.p
OG0000178	Ag016G2366000, Ag016G2366700	Roisl.0082s0205.1.p
OG0000178	Ag066G5144100, Ag066G5143400	Roisl.0082s0207.1.p, Roisl.0082s0209.1.p, Roisl.0082s0208.1.p, Roisl.0184s0012.1.p
OG0000182	Ag013G1406700	Roisl.0018s0428.1.p, Roisl.0020s0176.1.p, Roisl.0018s0427.1.p, Roisl.0020s0170.1.p
OG0000183	Ag061G5037800	Roisl.0024s0013.1.p, Roisl.0064s0038.1.p
OG0000183	Ag031G3311200	Roisl.0028s0511.1.p, Roisl.0026s0219.1.p
OG0000183	Ag013G1588300	Roisl.0209s0513.1.p
OG0000185	Ag032G3420100	Roisl.0074s0700.1.p, Roisl.0213s0120.1.p, Roisl.0213s0122.1.p, Roisl.0017s0031.1.p
OG0000186	Ag031G3213700	Roisl.0209s0667.1.p, Roisl.0214s0772.1.p, Roisl.0209s0059.1.p
OG0000187	Ag034G3783000	Roisl.0082s0775.1.p, Roisl.0082s0772.1.p, Roisl.0033s0001.1.p, Roisl.0082s0770.1.p, Roisl.0020s0168.1.p, Roisl.0082s0774.1.p
OG0000188	Ag063G5067000, Ag002G0125500, Ag014G1815800	Roisl.0210s0897.1.p
OG0000189	Ag011G1112900	Roisl.0066s0143.1.p
OG0000189	Ag048G4687900	Roisl.0004s0308.1.p, Roisl.0007s0123.1.p
OG0000192	Ag050G4764200	Roisl.0021s0468.1.p
OG0000193	Ag014G2096100, Ag014G2096200, Ag014G2036800, Ag034G3813900	Roisl.0013s0218.1.p
OG0000195	Ag004G0622100	Roisl.0204s0063.1.p
OG0000195	Ag004G0631000	Roisl.0013s0004.1.p, Roisl.0080s0275.1.p
OG0000197	Ag001G0061800, Ag032G3452100, Ag033G3647000, Ag033G3646800	Roisl.0064s0036.1.p
OG0000198	Ag039G4275700	Roisl.0011s0049.1.p
OG0000198	Ag034G3875600	Roisl.0007s0637.1.p
OG0000200	Ag034G3715300, Ag034G3715100, Ag034G3715600	Roisl.0091s0810.1.p
OG0000200	Ag034G3715200, Ag034G3715500	Roisl.0210s0742.1.p, Roisl.0091s0809.1.p
OG0000202	Ag022G2638600, Ag022G2638700, Ag022G2638400, Ag022G2633500, Ag022G2638100, Ag048G4675800	Roisl.0191s0663.1.p
OG0000202	Ag019G2492100	Roisl.0191s0662.1.p, Roisl.0191s0665.1.p, Roisl.0191s0668.1.p, Roisl.0191s0669.1.p
OG0000203	Ag031G3304300	Roisl.0026s0064.1.p
OG0000203	Ag031G3270000	Roisl.0026s0056.1.p
OG0000203	Ag031G3270800	Roisl.0026s0058.1.p
OG0000205	Ag031G3396600	Roisl.0209s0536.1.p, Roisl.0194s0079.1.p, Roisl.0209s0784.1.p, Roisl.0191s0702.1.p, Roisl.0204s0008.1.p, Roisl.0185s0083.1.p, Roisl.0194s0012.1.p, Roisl.0066s0404.1.p, Roisl.0012s0177.1.p, Roisl.0185s0085.1.p, Roisl.0215s0013.1.p, Roisl.0209s0582.1.p, Roisl.0037s0079.1.p
OG0000207	Ag024G2857500	Roisl.0060s0018.1.p
OG0000208	Ag008G0951300, Ag029G3116900, Ag034G3931200, Ag013G1421500	Roisl.0213s0614.1.p, Roisl.0048s0028.1.p, Roisl.0082s0585.1.p
OG0000209	Ag034G3863700	Roisl.0007s0703.1.p, Roisl.0118s0007.1.p
OG0000209	Ag013G1527000, Ag013G1527200, Ag013G1526500	Roisl.0210s0893.1.p, Roisl.0210s0751.1.p
OG0000209	Ag034G3859800, Ag031G3345400, Ag058G4976900, Ag006G0806100, Ag011G1197300, Ag034G3855000, Ag034G3854900, Ag034G3850200	Roisl.0210s1801.1.p
OG0000209	Ag033G3479100, Ag052G4844900, Ag033G3481200, Ag052G4843000	Roisl.0191s0306.1.p, Roisl.0191s0307.1.p
OG0000210	Ag003G0329800, Ag003G0330000	Roisl.0028s0090.1.p
OG0000210	Ag003G0329900, Ag003G0330100	Roisl.0024s0095.1.p
OG0000210	Ag031G3221600	Roisl.0018s0163.1.p
OG0000210	Ag031G3221000	Roisl.0013s0217.1.p, Roisl.0214s0325.1.p
OG0000215	Ag061G5039900, Ag040G4337500	Roisl.0019s0017.1.p, Roisl.0210s2007.1.p
OG0000215	Ag007G0896700	Roisl.0021s0628.1.p, Roisl.0111s0041.1.p, Roisl.0019s0139.1.p, Roisl.0210s0511.1.p, Roisl.0083s0037.1.p, Roisl.0046s0259.1.p, Roisl.0210s0627.1.p
OG0000216	Ag030G3133600	Roisl.0209s0233.1.p
OG0000216	Ag002G0262400	Roisl.0214s0809.1.p
OG0000216	Ag031G3320500	Roisl.0046s1649.1.p
OG0000217	Ag039G4266100	Roisl.0184s0187.1.p
OG0000219	Ag015G2278200, Ag013G1733900, Ag003G0403300	Roisl.0009s0056.1.p, Roisl.0058s0108.1.p, Roisl.0019s0253.1.p, Roisl.0009s0059.1.p, Roisl.0009s0148.1.p
OG0000221	Ag076G5309600	Roisl.0043s0012.1.p
OG0000221	Ag034G4051900	Roisl.0209s0076.1.p
OG0000223	Ag025G2912300	Roisl.0021s0609.1.p
OG0000225	Ag025G2955300	Roisl.0115s0258.1.p, Roisl.0115s0260.1.p, Roisl.0115s0259.1.p
OG0000227	Ag014G1926300, Ag014G1926900	Roisl.0039s0096.1.p, Roisl.0074s0899.1.p
OG0000229	Ag031G3248700	Roisl.0064s0044.1.p, Roisl.0046s0553.1.p, Roisl.0082s0643.1.p
OG0000229	Ag015G2186100	Roisl.0012s0367.1.p, Roisl.0074s0611.1.p, Roisl.0208s0048.1.p
OG0000230	Ag031G3402000	Roisl.0016s0239.1.p, Roisl.0209s0715.1.p
OG0000230	Ag031G3255600, Ag031G3298100, Ag031G3298200	Roisl.0018s0014.1.p
OG0000230	Ag031G3253600	Roisl.0046s0007.1.p
OG0000232	Ag047G4548200	Roisl.0184s0057.1.p, Roisl.0213s0767.1.p, Roisl.0002s0203.1.p, Roisl.0115s0434.1.p, Roisl.0045s0049.1.p
OG0000233	Ag013G1570500	Roisl.0005s0226.1.p, Roisl.0210s0493.1.p, Roisl.0210s0495.1.p, Roisl.0210s0494.1.p
OG0000233	Ag031G3246600	Roisl.0210s0492.1.p
OG0000234	Ag003G0323000	Roisl.0046s0775.1.p, Roisl.0028s0136.1.p
OG0000234	Ag022G2764200, Ag022G2764500, Ag022G2764700, Ag022G2764000, Ag022G2768000, Ag022G2768600, Ag022G2768200, Ag022G2768100, Ag022G2768400, Ag022G2768300, Ag011G1232900, Ag022G2767600, Ag022G2767700, Ag054G4882400, Ag022G2767800, Ag022G2764100, Ag022G2767900, Ag022G2764300, Ag039G4209400, Ag039G4208100, Ag039G4208800, Ag039G4208300, Ag039G4208700, Ag039G4209300, Ag039G4209100, Ag039G4209000, Ag039G4208400, Ag039G4208200	Roisl.0115s0284.1.p, Roisl.0030s0017.1.p, Roisl.0053s0230.1.p, Roisl.0053s0229.1.p, Roisl.0030s0016.1.p
OG0000236	Ag004G0579500, Ag004G0579700, Ag004G0579800	Roisl.0184s0155.1.p
OG0000237	Ag014G1943900, Ag014G1944000	Roisl.0053s0387.1.p, Roisl.0053s0388.1.p, Roisl.0074s0980.1.p, Roisl.0074s0978.1.p, Roisl.0074s0976.1.p
OG0000237	Ag027G3032700	Roisl.0115s0615.1.p
OG0000238	Ag034G4055200	Roisl.0019s0445.1.p
OG0000238	Ag034G4054800	Roisl.0019s0444.1.p
OG0000238	Ag034G4035700	Roisl.0046s0451.1.p
OG0000238	Ag034G4054700	Roisl.0019s0443.1.p
OG0000241	Ag033G3624000	Roisl.0091s0140.1.p
OG0000241	Ag033G3623800, Ag033G3623900	Roisl.0091s0141.1.p
OG0000241	Ag033G3623500	Roisl.0091s0142.1.p
OG0000241	Ag066G5155300, Ag087G5425900	Roisl.0082s0231.1.p
OG0000241	Ag087G5425400, Ag066G5154800	Roisl.0082s0229.1.p
OG0000241	Ag066G5154900, Ag087G5425500	Roisl.0082s0230.1.p
OG0000242	Ag025G2907300, Ag053G4869700, Ag060G4999200	Roisl.0005s0209.1.p, Roisl.0029s0029.1.p, Roisl.0046s0325.1.p
OG0000243	Ag013G1732100, Ag013G1731300	Roisl.0213s0205.1.p, Roisl.0213s0196.1.p, Roisl.0213s0206.1.p, Roisl.0213s0204.1.p
OG0000244	Ag016G2372100	Roisl.0082s0280.1.p
OG0000244	Ag013G1572000	Roisl.0082s0372.1.p, Roisl.0082s0373.1.p, Roisl.0082s0374.1.p
OG0000244	Ag016G2373600	Roisl.0082s0369.1.p
OG0000246	Ag031G3398800	Roisl.0046s1292.1.p
OG0000246	Ag054G4896600, Ag039G4258400	Roisl.0017s0009.1.p, Roisl.0017s0010.1.p, Roisl.0017s0011.1.p
OG0000246	Ag054G4896100, Ag054G4896400	Roisl.0017s0006.1.p, Roisl.0017s0005.1.p, Roisl.0017s0008.1.p
OG0000248	Ag011G1039300, Ag011G1039400	Roisl.0210s2206.1.p
OG0000249	Ag033G3520600	Roisl.0188s0126.1.p, Roisl.0011s0462.1.p
OG0000250	Ag022G2758300, Ag002G0162900	Roisl.0030s0044.1.p
OG0000250	Ag025G2955800, Ag025G2956100	Roisl.0053s0100.1.p
OG0000251	Ag034G3997100	Roisl.0011s0408.1.p
OG0000251	Ag003G0404600, Ag031G3334700	Roisl.0011s0412.1.p
OG0000251	Ag001G0018700	Roisl.0080s0576.1.p
OG0000252	Ag011G1243100	Roisl.0008s0081.1.p
OG0000252	Ag002G0152300	Roisl.0010s0130.1.p, Roisl.0010s0131.1.p, Roisl.0010s0134.1.p
OG0000252	Ag048G4636300, Ag048G4635400, Ag001G0042600, Ag048G4635300	Roisl.0204s0050.1.p
OG0000253	Ag014G1951000	Roisl.0074s0750.1.p
OG0000254	Ag007G0925500	Roisl.0002s0134.1.p, Roisl.0002s0133.1.p, Roisl.0002s0126.1.p, Roisl.0002s0127.1.p, Roisl.0002s0125.1.p, Roisl.0002s0123.1.p
OG0000256	Ag014G2059200, Ag048G4625100, Ag014G2059300	Roisl.0074s0194.1.p, Roisl.0074s0193.1.p
OG0000257	Ag048G4688000, Ag048G4688200, Ag048G4688100	Roisl.0004s0309.1.p
OG0000260	Ag011G1048500	Roisl.0001s0521.1.p
OG0000262	Ag024G2871800, Ag024G2871300, Ag024G2852700, Ag002G0098100	Roisl.0050s0098.1.p, Roisl.0209s0719.1.p, Roisl.0209s0739.1.p
OG0000265	Ag007G0867200, Ag042G4396600, Ag050G4782300, Ag002G0175100, Ag002G0258600, Ag048G4700200, Ag014G1923200, Ag036G4112900, Ag023G2843400, Ag071G5240200, Ag052G4863000, Ag003G0334200, Ag033G3641000, Ag071G5246600, Ag071G5246700, Ag022G2726600, Ag065G5125400, Ag002G0115400, Ag039G4187900, Ag011G1185800, Ag008G0941300, Ag012G1307200, Ag075G5286000, Ag014G2065500, Ag053G4873100, Ag022G2747900, Ag004G0739500, Ag015G2248100, Ag054G4891200, Ag021G2601800, Ag055G4910100, Ag013G1480600, Ag002G0214400, Ag013G1500200	Roisl.0194s0056.1.p
OG0000265	Ag067G5197400, Ag029G3122800	Roisl.0066s0323.1.p, Roisl.0046s0630.1.p, Roisl.0075s0154.1.p, Roisl.0046s1126.1.p, Roisl.0061s0025.1.p
OG0000266	Ag002G0170300, Ag002G0265300, Ag052G4847600, Ag037G4134300, Ag016G2384100, Ag039G4285100, Ag039G4330200, Ag053G4870600, Ag039G4329300, Ag033G3503900, Ag023G2833700, Ag045G4506200, Ag007G0871300, Ag040G4343700, Ag022G2668000, Ag040G4342600	Roisl.0082s0658.1.p
OG0000266	Ag034G3781200, Ag034G3781400	Roisl.0031s0137.1.p
OG0000267	Ag048G4600400, Ag012G1299600, Ag073G5260400	Roisl.0019s0027.1.p
OG0000269	Ag004G0636600, Ag004G0635100, Ag004G0636400, Ag007G0892200	Roisl.0080s0302.1.p
OG0000269	Ag016G2389000	Roisl.0209s0327.1.p
OG0000269	Ag013G1620300, Ag013G1620400, Ag013G1620600	Roisl.0082s0743.1.p
OG0000270	Ag002G0158900, Ag039G4193000	Roisl.0184s0072.1.p
OG0000270	Ag002G0132900, Ag002G0109500, Ag063G5083000, Ag034G3830800, Ag034G3829000, Ag034G3837500, Ag034G3837300, Ag002G0133000	Roisl.0050s0087.1.p
OG0000270	Ag002G0160600	Roisl.0010s0123.1.p
OG0000275	Ag014G1804000	Roisl.0006s0174.1.p, Roisl.0001s0492.1.p
OG0000275	Ag011G1055200	Roisl.0214s0705.1.p, Roisl.0214s0704.1.p
OG0000277	Ag011G1147800	Roisl.0066s0328.1.p, Roisl.0115s0709.1.p, Roisl.0001s0078.1.p
OG0000278	Ag054G4882600, Ag054G4885700, Ag050G4747300	Roisl.0002s0174.1.p
OG0000279	Ag066G5133900, Ag016G2336900, Ag006G0843600	Roisl.0012s0361.1.p, Roisl.0074s0025.1.p, Roisl.0074s0024.1.p
OG0000279	Ag016G2337700	Roisl.0213s0480.1.p, Roisl.0213s0484.1.p, Roisl.0204s0061.1.p, Roisl.0012s0364.1.p, Roisl.0002s0222.1.p, Roisl.0012s0338.1.p, Roisl.0012s0363.1.p, Roisl.0012s0072.1.p
OG0000282	Ag033G3614700, Ag033G3609700, Ag050G4769500, Ag033G3533000	Roisl.0091s0102.1.p
OG0000285	Ag033G3606300	Roisl.0091s0196.1.p
OG0000285	Ag033G3605400	Roisl.0022s0391.1.p
OG0000286	Ag066G5158600, Ag066G5163200, Ag066G5168800	Roisl.0032s0040.1.p
OG0000288	Ag039G4330500, Ag033G3504600, Ag039G4285400, Ag023G2834000, Ag045G4506700, Ag007G0870800, Ag040G4343400, Ag040G4342900, Ag033G3504200, Ag016G2383200, Ag039G4328800, Ag021G2628500, Ag011G1167700, Ag076G5315200, Ag007G0869600, Ag017G2430500, Ag041G4354400, Ag013G1396000	Roisl.0204s0118.1.p, Roisl.0005s0251.1.p, Roisl.0074s0867.1.p, Roisl.0213s0192.1.p, Roisl.0025s0037.1.p, Roisl.0055s0015.1.p, Roisl.0020s0127.1.p, Roisl.0195s0030.1.p, Roisl.0214s0072.1.p, Roisl.0060s0004.1.p, Roisl.0005s0153.1.p, Roisl.0019s0304.1.p, Roisl.0082s0290.1.p, Roisl.0082s0287.1.p, Roisl.0066s0396.1.p, Roisl.0006s0167.1.p, Roisl.0179s0061.1.p, Roisl.0021s0476.1.p, Roisl.0011s0357.1.p, Roisl.0214s0058.1.p, Roisl.0014s0049.1.p, Roisl.0021s0555.1.p, Roisl.0209s0098.1.p, Roisl.0021s0556.1.p
OG0000289	Ag001G0007500, Ag032G3460700	Roisl.0028s0695.1.p, Roisl.0011s0576.1.p, Roisl.0028s0689.1.p, Roisl.0204s0092.1.p, Roisl.0028s0651.1.p, Roisl.0023s0078.1.p
OG0000294	Ag013G1428100, Ag011G1168600, Ag011G1169000, Ag013G1683000, Ag031G3261900, Ag031G3261800, Ag031G3261700, Ag002G0131200, Ag002G0131300, Ag002G0131600, Ag002G0130900, Ag002G0131500, Ag002G0130700	Roisl.0010s0166.1.p, Roisl.0010s0167.1.p
OG0000295	Ag033G3520500, Ag033G3520300	Roisl.0091s0669.1.p
OG0000295	Ag013G1715800	Roisl.0213s0061.1.p
OG0000295	Ag014G1932700, Ag014G1932800	Roisl.0053s0212.1.p, Roisl.0074s0873.1.p
OG0000296	Ag031G3329800, Ag004G0650600	Roisl.0213s0539.1.p, Roisl.0080s0367.1.p
OG0000296	Ag004G0706200, Ag025G2921300, Ag004G0655000	Roisl.0011s0339.1.p, Roisl.0080s0406.1.p, Roisl.0193s0017.1.p
OG0000297	Ag020G2577900	Roisl.0013s0163.1.p, Roisl.0214s0906.1.p
OG0000298	Ag052G4862800, Ag015G2271900	Roisl.0040s0063.1.p
OG0000299	Ag016G2330100	Roisl.0045s0106.1.p, Roisl.0188s0022.1.p, Roisl.0210s2236.1.p, Roisl.0047s0059.1.p, Roisl.0077s0007.1.p, Roisl.0184s0192.1.p, Roisl.0111s0017.1.p, Roisl.0053s0037.1.p, Roisl.0066s0403.1.p, Roisl.0053s0158.1.p, Roisl.0060s0015.1.p, Roisl.0008s0126.1.p, Roisl.0214s0286.1.p, Roisl.0020s0104.1.p, Roisl.0213s0014.1.p, Roisl.0053s0101.1.p
OG0000300	Ag004G0480800	Roisl.0189s0239.1.p
OG0000300	Ag004G0477500, Ag004G0477300	Roisl.0024s0155.1.p
OG0000300	Ag004G0478300	Roisl.0046s0537.1.p
OG0000300	Ag007G0928400	Roisl.0046s0538.1.p
OG0000300	Ag033G3610300, Ag033G3610000, Ag003G0290700, Ag034G3971000, Ag034G3971300	Roisl.0046s1516.1.p, Roisl.0084s0003.1.p
OG0000301	Ag003G0336900, Ag087G5424700, Ag066G5154200, Ag003G0337100, Ag003G0336800, Ag003G0337200, Ag003G0337700, Ag001G0079600, Ag003G0337300	Roisl.0028s0118.1.p, Roisl.0028s0117.1.p, Roisl.0009s0246.1.p, Roisl.0028s0116.1.p
OG0000301	Ag031G3347600	Roisl.0018s0197.1.p, Roisl.0026s0175.1.p
OG0000304	Ag039G4204000	Roisl.0082s0181.1.p, Roisl.0082s0180.1.p
OG0000304	Ag039G4202700, Ag039G4202600, Ag039G4202400, Ag039G4203100, Ag004G0769900, Ag039G4202500	Roisl.0028s0587.1.p, Roisl.0033s0032.1.p
OG0000305	Ag034G3915000, Ag034G3914600, Ag034G3914900, Ag034G3920800	Roisl.0007s0413.1.p
OG0000305	Ag033G3491000, Ag077G5320200, Ag033G3491200, Ag033G3491100, Ag039G4257100	Roisl.0028s0606.1.p
OG0000306	Ag049G4725900	Roisl.0213s0805.1.p, Roisl.0046s0021.1.p
OG0000307	Ag031G3319400, Ag031G3319300	Roisl.0053s0429.1.p
OG0000307	Ag034G3906800	Roisl.0010s0043.1.p, Roisl.0010s0045.1.p
OG0000307	Ag001G0055100, Ag001G0054700, Ag001G0054800, Ag004G0720800, Ag001G0061400, Ag048G4591800, Ag072G5253600, Ag001G0048900, Ag078G5365200, Ag048G4665600, Ag048G4620000, Ag048G4586800, Ag048G4586700, Ag004G0726400, Ag034G3956700, Ag050G4767200, Ag027G3061400	Roisl.0006s0187.1.p
OG0000308	Ag013G1677100	Roisl.0012s0108.1.p
OG0000308	Ag013G1676700, Ag013G1676900, Ag013G1676600, Ag013G1677000	Roisl.0012s0104.1.p, Roisl.0012s0103.1.p, Roisl.0012s0106.1.p
OG0000311	Ag108G5479800	Roisl.0209s0787.1.p
OG0000312	Ag004G0687400	Roisl.0209s0743.1.p, Roisl.0214s0650.1.p, Roisl.0021s0527.1.p, Roisl.0033s0052.1.p, Roisl.0058s0092.1.p, Roisl.0056s0013.1.p, Roisl.0021s0562.1.p, Roisl.0204s0190.1.p, Roisl.0091s0443.1.p, Roisl.0021s0561.1.p, Roisl.0033s0053.1.p, Roisl.0054s0048.1.p, Roisl.0209s0742.1.p, Roisl.0194s0040.1.p, Roisl.0006s0546.1.p, Roisl.0036s0098.1.p, Roisl.0031s0019.1.p, Roisl.0050s0115.1.p
OG0000313	Ag065G5123000, Ag065G5122800	Roisl.0044s0033.1.p
OG0000316	Ag014G1997100, Ag014G1997000	Roisl.0213s0870.1.p
OG0000318	Ag048G4667000, Ag048G4666200, Ag048G4667200, Ag048G4666800, Ag048G4667400	Roisl.0019s0564.1.p
OG0000318	Ag048G4586600	Roisl.0019s0565.1.p
OG0000318	Ag034G3704800, Ag034G3704600	Roisl.0091s0735.1.p
OG0000320	Ag013G1422600	Roisl.0214s0119.1.p, Roisl.0009s0007.1.p, Roisl.0200s0009.1.p, Roisl.0210s2220.1.p
OG0000321	Ag001G0020100, Ag001G0019600	Roisl.0115s0278.1.p
OG0000321	Ag004G0557500	Roisl.0210s1697.1.p, Roisl.0210s1699.1.p
OG0000322	Ag004G0689100, Ag004G0681500	Roisl.0191s0603.1.p
OG0000323	Ag034G3927200	Roisl.0007s0369.1.p
OG0000323	Ag034G3926500, Ag034G3926600	Roisl.0194s0064.1.p, Roisl.0194s0057.1.p
OG0000323	Ag034G3926300	Roisl.0009s0244.1.p
