protein	mRNA	gene
XP_018472566.1	XM_018617064.1	LOC108843905
XP_018472716.1	XM_018617214.1	LOC108844018
XP_018472757.1	XM_018617255.1	LOC108844053
XP_018472577.1	XM_018617075.1	LOC108843913
XP_018472622.1	XM_018617120.1	LOC108843953
XP_018472535.1	XM_018617033.1	LOC108843877
XP_018472543.1	XM_018617041.1	LOC108843877
XP_018472527.1	XM_018617025.1	LOC108843877
XP_018472691.1	XM_018617189.1	LOC108844002
XP_018472642.1	XM_018617140.1	LOC108843962
XP_018472632.1	XM_018617130.1	LOC108843962
XP_018472588.1	XM_018617086.1	LOC108843923
XP_018472496.1	XM_018616994.1	LOC108843807
XP_018472701.1	XM_018617199.1	LOC108844011
XP_018472679.1	XM_018617177.1	LOC108843986
XP_018472672.1	XM_018617170.1	LOC108843986
XP_018472499.1	XM_018616997.1	LOC108843849
XP_018472498.1	XM_018616996.1	LOC108843823
XP_018472497.1	XM_018616995.1	LOC108843823
XP_018472611.1	XM_018617109.1	LOC108843942
XP_018471445.1	XM_018615943.1	LOC108842893
XP_018472652.1	XM_018617150.1	LOC108843973
XP_018472661.1	XM_018617159.1	LOC108843973
XP_018472554.1	XM_018617052.1	LOC108843897
XP_018472733.1	XM_018617231.1	LOC108844034
XP_018472745.1	XM_018617243.1	LOC108844045
XP_018472600.1	XM_018617098.1	LOC108843933
XP_018471455.1	XM_018615953.1	LOC108842903
XP_018472515.1	XM_018617013.1	LOC108843864
XP_018472507.1	XM_018617005.1	LOC108843864
XP_018471467.1	XM_018615965.1	LOC108842912
XP_018440014.1	XM_018584512.1	LOC108812286
XP_018440042.1	XM_018584540.1	LOC108812295
XP_018440027.1	XM_018584525.1	LOC108812295
XP_018440035.1	XM_018584533.1	LOC108812295
XP_018441552.1	XM_018586050.1	LOC108813477
XP_018485013.1	XM_018629511.1	LOC108855640
XP_018436551.1	XM_018581049.1	LOC108808936
XP_018486524.1	XM_018631022.1	LOC108857089
XP_018468633.1	XM_018613131.1	LOC108840262
XP_018475918.1	XM_018620416.1	LOC108847195
XP_018476015.1	XM_018620513.1	LOC108847275
XP_018434847.1	XM_018579345.1	LOC108807066
XP_018479438.1	XM_018623936.1	LOC108850370
XP_018437155.1	XM_018581653.1	LOC108809513
XP_018437162.1	XM_018581660.1	LOC108809513
XP_018437182.1	XM_018581680.1	LOC108809539
XP_018437173.1	XM_018581671.1	LOC108809529
XP_018437191.1	XM_018581689.1	LOC108809549
XP_018443316.1	XM_018587814.1	LOC108815162
XP_018471500.1	XM_018615998.1	LOC108842938
XP_018471513.1	XM_018616011.1	LOC108842947
XP_018468854.1	XM_018613352.1	LOC108840522
XP_018469104.1	XM_018613602.1	LOC108840781
XP_018471524.1	XM_018616022.1	LOC108842955
XP_018492362.1	XM_018636860.1	LOC108862652
XP_018480438.1	XM_018624936.1	LOC108851496
XP_018471547.1	XM_018616045.1	LOC108842973
XP_018437399.1	XM_018581897.1	LOC108809712
XP_018471559.1	XM_018616057.1	LOC108842983
XP_018493242.1	XM_018637740.1	LOC108863343
XP_018493232.1	XM_018637730.1	LOC108863334
XP_018493220.1	XM_018637718.1	LOC108863325
XP_018492546.1	XM_018637044.1	LOC108862796
XP_018492557.1	XM_018637055.1	LOC108862806
XP_018492580.1	XM_018637078.1	LOC108862824
XP_018492533.1	XM_018637031.1	LOC108862788
XP_018492569.1	XM_018637067.1	LOC108862815
XP_018492590.1	XM_018637088.1	LOC108862831
XP_018439517.1	XM_018584015.1	LOC108811903
XP_018439504.1	XM_018584002.1	LOC108811894
XP_018489259.1	XM_018633757.1	LOC108859846
XP_018488046.1	XM_018632544.1	LOC108858653
XP_018487414.1	XM_018631912.1	LOC108857897
XP_018434778.1	XM_018579276.1	LOC108807038
XP_018434758.1	XM_018579256.1	LOC108807020
XP_018434769.1	XM_018579267.1	LOC108807028
XP_018483049.1	XM_018627547.1	LOC108854049
XP_018489280.1	XM_018633778.1	LOC108858891
XP_018488579.1	XM_018633077.1	LOC108858891
XP_018489920.1	XM_018634418.1	LOC108858891
XP_018490579.1	XM_018635077.1	LOC108858891
XP_018436197.1	XM_018580695.1	LOC108808570
XP_018436188.1	XM_018580686.1	LOC108808559
XP_018441835.1	XM_018586333.1	LOC108813698
XP_018441825.1	XM_018586323.1	LOC108813689
XP_018490395.1	XM_018634893.1	LOC108861066
XP_018467958.1	XM_018612456.1	LOC108839684
XP_018486168.1	XM_018630666.1	LOC108856781
XP_018484966.1	XM_018629464.1	LOC108855604
XP_018481527.1	XM_018626025.1	LOC108852516
XP_018485518.1	XM_018630016.1	LOC108856249
XP_018482964.1	XM_018627462.1	LOC108853979
XP_018471601.1	XM_018616099.1	LOC108843021
XP_018468576.1	XM_018613074.1	LOC108840229
XP_018468568.1	XM_018613066.1	LOC108840229
XP_018470159.1	XM_018614657.1	LOC108841874
XP_018441699.1	XM_018586197.1	LOC108813596
XP_018457779.1	XM_018602277.1	LOC108828517
XP_018457855.1	XM_018602353.1	LOC108828517
XP_018458002.1	XM_018602500.1	LOC108828517
XP_018457922.1	XM_018602420.1	LOC108828517
XP_018442087.1	XM_018586585.1	LOC108814048
XP_018489362.1	XM_018633860.1	LOC108859956
XP_018489416.1	XM_018633914.1	LOC108860000
XP_018471615.1	XM_018616113.1	LOC108843028
XP_018482303.1	XM_018626801.1	LOC108853381
XP_018442498.1	XM_018586996.1	LOC108814423
XP_018487113.1	XM_018631611.1	LOC108857605
XP_018471637.1	XM_018616135.1	LOC108843045
XP_018436028.1	XM_018580526.1	LOC108808365
XP_018436017.1	XM_018580515.1	LOC108808345
XP_018436022.1	XM_018580520.1	LOC108808345
XP_018436012.1	XM_018580510.1	LOC108808345
XP_018436004.1	XM_018580502.1	LOC108808337
XP_018471648.1	XM_018616146.1	LOC108843055
XP_018486714.1	XM_018631212.1	LOC108857247
XP_018489951.1	XM_018634449.1	LOC108860584
XP_018489961.1	XM_018634459.1	LOC108860584
XP_018438349.1	XM_018582847.1	LOC108810754
XP_018466002.1	XM_018610500.1	LOC108837426
XP_018465857.1	XM_018610355.1	LOC108837266
XP_018465917.1	XM_018610415.1	LOC108837266
XP_018435805.1	XM_018580303.1	LOC108808105
XP_018435799.1	XM_018580297.1	LOC108808097
XP_018471659.1	XM_018616157.1	LOC108843066
XP_018435817.1	XM_018580315.1	LOC108808115
XP_018435812.1	XM_018580310.1	LOC108808115
XP_018442916.1	XM_018587414.1	LOC108814785
XP_018480879.1	XM_018625377.1	LOC108851899
XP_018482271.1	XM_018626769.1	LOC108853240
XP_018482210.1	XM_018626708.1	LOC108853240
XP_018442890.1	XM_018587388.1	LOC108814761
XP_018436347.1	XM_018580845.1	LOC108808737
XP_018436330.1	XM_018580828.1	LOC108808716
XP_018436337.1	XM_018580835.1	LOC108808716
XP_018491525.1	XM_018636023.1	LOC108862015
XP_018491568.1	XM_018636066.1	LOC108862035
XP_018491560.1	XM_018636058.1	LOC108862035
XP_018491550.1	XM_018636048.1	LOC108862029
XP_018491537.1	XM_018636035.1	LOC108862023
XP_018480040.1	XM_018624538.1	LOC108851116
XP_018491757.1	XM_018636255.1	LOC108862196
XP_018491707.1	XM_018636205.1	LOC108862158
XP_018491745.1	XM_018636243.1	LOC108862186
XP_018491727.1	XM_018636225.1	LOC108862166
XP_018491719.1	XM_018636217.1	LOC108862166
XP_018491735.1	XM_018636233.1	LOC108862166
XP_018491769.1	XM_018636267.1	LOC108862205
XP_018471672.1	XM_018616170.1	LOC108843075
XP_018491642.1	XM_018636140.1	LOC108862103
XP_018491650.1	XM_018636148.1	LOC108862103
XP_018471680.1	XM_018616178.1	LOC108843085
XP_018471693.1	XM_018616191.1	LOC108843095
XP_018491673.1	XM_018636171.1	LOC108862127
XP_018491662.1	XM_018636160.1	LOC108862119
XP_018491631.1	XM_018636129.1	LOC108862087
XP_018491623.1	XM_018636121.1	LOC108862087
XP_018491685.1	XM_018636183.1	LOC108862138
XP_018491697.1	XM_018636195.1	LOC108862147
XP_018486702.1	XM_018631200.1	LOC108857237
XP_018482343.1	XM_018626841.1	LOC108853427
XP_018446968.1	XM_018591466.1	LOC108818453
XP_018469024.1	XM_018613522.1	LOC108840690
XP_018482187.1	XM_018626685.1	LOC108853244
XP_018434396.1	XM_018578894.1	LOC108806705
XP_018434404.1	XM_018578902.1	LOC108806705
XP_018434388.1	XM_018578886.1	LOC108806705
XP_018434368.1	XM_018578866.1	LOC108806685
XP_018434360.1	XM_018578858.1	LOC108806685
XP_018434376.1	XM_018578874.1	LOC108806685
XP_018434349.1	XM_018578847.1	LOC108806676
XP_018471706.1	XM_018616204.1	LOC108843104
XP_018471717.1	XM_018616215.1	LOC108843112
XP_018471729.1	XM_018616227.1	LOC108843121
XP_018471740.1	XM_018616238.1	LOC108843131
XP_018484528.1	XM_018629026.1	LOC108855254
XP_018470371.1	XM_018614869.1	LOC108842060
XP_018436355.1	XM_018580853.1	LOC108808747
XP_018486173.1	XM_018630671.1	LOC108856488
XP_018483968.1	XM_018628466.1	LOC108854798
XP_018492489.1	XM_018636987.1	LOC108862749
XP_018492497.1	XM_018636995.1	LOC108862760
XP_018438230.1	XM_018582728.1	LOC108810620
XP_018438239.1	XM_018582737.1	LOC108810633
XP_018460510.1	XM_018605008.1	LOC108831431
XP_018467910.1	XM_018612408.1	LOC108839655
XP_018467918.1	XM_018612416.1	LOC108839655
XP_018467904.1	XM_018612402.1	LOC108839644
XP_018486393.1	XM_018630891.1	LOC108856973
XP_018481738.1	XM_018626236.1	LOC108852714
XP_018481582.1	XM_018626080.1	LOC108852544
XP_018481644.1	XM_018626142.1	LOC108852544
XP_018435839.1	XM_018580337.1	LOC108808122
XP_018443025.1	XM_018587523.1	LOC108814880
XP_018438885.1	XM_018583383.1	LOC108811336
XP_018438878.1	XM_018583376.1	LOC108811327
XP_018484908.1	XM_018629406.1	LOC108855555
XP_018482027.1	XM_018626525.1	LOC108853058
XP_018482032.1	XM_018626530.1	LOC108853058
XP_018490629.1	XM_018635127.1	LOC108861286
XP_018490640.1	XM_018635138.1	LOC108861296
XP_018490620.1	XM_018635118.1	LOC108861277
XP_018490658.1	XM_018635156.1	LOC108861314
XP_018490646.1	XM_018635144.1	LOC108861306
XP_018480526.1	XM_018625024.1	LOC108851569
XP_018441719.1	XM_018586217.1	LOC108813606
XP_018441710.1	XM_018586208.1	LOC108813606
XP_018471753.1	XM_018616251.1	LOC108843141
XP_018491799.1	XM_018636297.1	LOC108862231
XP_018481414.1	XM_018625912.1	LOC108852407
XP_018481428.1	XM_018625926.1	LOC108852407
XP_018481421.1	XM_018625919.1	LOC108852407
XP_018436323.1	XM_018580821.1	LOC108808708
XP_018433347.1	XM_018577845.1	LOC108805862
XP_018433339.1	XM_018577837.1	LOC108805862
XP_018433377.1	XM_018577875.1	LOC108805874
XP_018433360.1	XM_018577858.1	LOC108805874
XP_018433384.1	XM_018577882.1	LOC108805874
XP_018433392.1	XM_018577890.1	LOC108805874
XP_018433369.1	XM_018577867.1	LOC108805874
XP_018433410.1	XM_018577908.1	LOC108805908
XP_018433401.1	XM_018577899.1	LOC108805908
XP_018440793.1	XM_018585291.1	LOC108812872
XP_018441779.1	XM_018586277.1	LOC108813653
XP_018492421.1	XM_018636919.1	LOC108862698
XP_018492446.1	XM_018636944.1	LOC108862698
XP_018492438.1	XM_018636936.1	LOC108862698
XP_018492430.1	XM_018636928.1	LOC108862698
XP_018492409.1	XM_018636907.1	LOC108862689
XP_018492455.1	XM_018636953.1	LOC108862724
XP_018492465.1	XM_018636963.1	LOC108862724
XP_018492384.1	XM_018636882.1	LOC108862671
XP_018492477.1	XM_018636975.1	LOC108862739
XP_018492397.1	XM_018636895.1	LOC108862680
XP_018440637.1	XM_018585135.1	LOC108812780
XP_018440663.1	XM_018585161.1	LOC108812780
XP_018440654.1	XM_018585152.1	LOC108812780
XP_018440644.1	XM_018585142.1	LOC108812780
XP_018440625.1	XM_018585123.1	LOC108812772
XP_018479958.1	XM_018624456.1	LOC108851019
XP_018479966.1	XM_018624464.1	LOC108851019
XP_018465404.1	XM_018609902.1	LOC108836764
XP_018485760.1	XM_018630258.1	LOC108856427
XP_018485835.1	XM_018630333.1	LOC108856427
XP_018433612.1	XM_018578110.1	LOC108806081
XP_018433623.1	XM_018578121.1	LOC108806090
XP_018433646.1	XM_018578144.1	LOC108806090
XP_018433639.1	XM_018578137.1	LOC108806090
XP_018433631.1	XM_018578129.1	LOC108806090
XP_018433666.1	XM_018578164.1	LOC108806129
XP_018433657.1	XM_018578155.1	LOC108806120
XP_018471764.1	XM_018616262.1	LOC108843150
XP_018441594.1	XM_018586092.1	LOC108813511
XP_018435956.1	XM_018580454.1	LOC108808280
XP_018435949.1	XM_018580447.1	LOC108808267
XP_018435944.1	XM_018580442.1	LOC108808267
XP_018435965.1	XM_018580463.1	LOC108808288
XP_018435938.1	XM_018580436.1	LOC108808260
XP_018471777.1	XM_018616275.1	LOC108843157
XP_018471789.1	XM_018616287.1	LOC108843166
XP_018461563.1	XM_018606061.1	LOC108832558
XP_018481900.1	XM_018626398.1	LOC108852922
XP_018462336.1	XM_018606834.1	LOC108833384
XP_018492460.1	XM_018636958.1	LOC108862702
XP_018435510.1	XM_018580008.1	LOC108807758
XP_018435502.1	XM_018580000.1	LOC108807750
XP_018493437.1	XM_018637935.1	LOC108863485
XP_018493444.1	XM_018637942.1	LOC108863485
XP_018493429.1	XM_018637927.1	LOC108863485
XP_018493457.1	XM_018637955.1	LOC108863505
XP_018493484.1	XM_018637982.1	LOC108863524
XP_018493495.1	XM_018637993.1	LOC108863534
XP_018493529.1	XM_018638027.1	LOC108863543
XP_018493536.1	XM_018638034.1	LOC108863543
XP_018493506.1	XM_018638004.1	LOC108863543
XP_018493544.1	XM_018638042.1	LOC108863543
XP_018493515.1	XM_018638013.1	LOC108863543
XP_018493522.1	XM_018638020.1	LOC108863543
XP_018482700.1	XM_018627198.1	LOC108853759
XP_018480631.1	XM_018625129.1	LOC108851665
XP_018468068.1	XM_018612566.1	LOC108839790
XP_018468075.1	XM_018612573.1	LOC108839790
XP_018471812.1	XM_018616310.1	LOC108843182
XP_018434582.1	XM_018579080.1	LOC108806870
XP_018434571.1	XM_018579069.1	LOC108806861
XP_018434594.1	XM_018579092.1	LOC108806881
XP_018434605.1	XM_018579103.1	LOC108806891
XP_018480325.1	XM_018624823.1	LOC108851386
XP_018480313.1	XM_018624811.1	LOC108851386
XP_018480317.1	XM_018624815.1	LOC108851386
XP_018474149.1	XM_018618647.1	LOC108845407
XP_018474216.1	XM_018618714.1	LOC108845489
XP_018471823.1	XM_018616321.1	LOC108843191
XP_018435665.1	XM_018580163.1	LOC108807939
XP_018435656.1	XM_018580154.1	LOC108807927
XP_018435653.1	XM_018580151.1	LOC108807927
XP_018489114.1	XM_018633612.1	LOC108859668
XP_018489014.1	XM_018633512.1	LOC108859566
XP_018469011.1	XM_018613509.1	LOC108840681
XP_018437951.1	XM_018582449.1	LOC108810295
XP_018487101.1	XM_018631599.1	LOC108857596
XP_018471833.1	XM_018616331.1	LOC108843201
XP_018468321.1	XM_018612819.1	LOC108840005
XP_018437124.1	XM_018581622.1	LOC108809449
XP_018437025.1	XM_018581523.1	LOC108809341
XP_018486772.1	XM_018631270.1	LOC108857297
XP_018486766.1	XM_018631264.1	LOC108857297
XP_018441501.1	XM_018585999.1	LOC108813439
XP_018441509.1	XM_018586007.1	LOC108813439
XP_018441489.1	XM_018585987.1	LOC108813430
XP_018441520.1	XM_018586018.1	LOC108813456
XP_018443444.1	XM_018587942.1	LOC108815296
XP_018443449.1	XM_018587947.1	LOC108815296
XP_018481404.1	XM_018625902.1	LOC108852399
XP_018471845.1	XM_018616343.1	LOC108843210
XP_018468504.1	XM_018613002.1	LOC108840173
XP_018485602.1	XM_018630100.1	LOC108856323
XP_018460718.1	XM_018605216.1	LOC108831664
XP_018483217.1	XM_018627715.1	LOC108854204
XP_018483225.1	XM_018627723.1	LOC108854204
XP_018483239.1	XM_018627737.1	LOC108854217
XP_018483207.1	XM_018627705.1	LOC108854193
XP_018483255.1	XM_018627753.1	LOC108854227
XP_018483247.1	XM_018627745.1	LOC108854227
XP_018483267.1	XM_018627765.1	LOC108854240
XP_018483280.1	XM_018627778.1	LOC108854248
XP_018483290.1	XM_018627788.1	LOC108854257
XP_018471856.1	XM_018616354.1	LOC108843220
XP_018468968.1	XM_018613466.1	LOC108840634
XP_018468956.1	XM_018613454.1	LOC108840616
XP_018468963.1	XM_018613461.1	LOC108840616
XP_018492314.1	XM_018636812.1	LOC108862619
XP_018492325.1	XM_018636823.1	LOC108862630
XP_018492336.1	XM_018636834.1	LOC108862637
XP_018471878.1	XM_018616376.1	LOC108843236
XP_018492350.1	XM_018636848.1	LOC108862646
XP_018475571.1	XM_018620069.1	LOC108846848
XP_018475722.1	XM_018620220.1	LOC108846954
XP_018475662.1	XM_018620160.1	LOC108846954
XP_018475822.1	XM_018620320.1	LOC108847103
XP_018434413.1	XM_018578911.1	LOC108806724
XP_018483806.1	XM_018628304.1	LOC108854683
XP_018471893.1	XM_018616391.1	LOC108843243
XP_018443736.1	XM_018588234.1	LOC108815648
XP_018443705.1	XM_018588203.1	LOC108815648
XP_018443793.1	XM_018588291.1	LOC108815771
XP_018434617.1	XM_018579115.1	LOC108806902
XP_018437773.1	XM_018582271.1	LOC108810138
XP_018437793.1	XM_018582291.1	LOC108810157
XP_018437765.1	XM_018582263.1	LOC108810127
XP_018437784.1	XM_018582282.1	LOC108810147
XP_018471903.1	XM_018616401.1	LOC108843251
XP_018460584.1	XM_018605082.1	LOC108831525
XP_018460627.1	XM_018605125.1	LOC108831525
XP_018471914.1	XM_018616412.1	LOC108843260
XP_018438311.1	XM_018582809.1	LOC108810715
XP_018438320.1	XM_018582818.1	LOC108810727
XP_018438302.1	XM_018582800.1	LOC108810705
XP_018488446.1	XM_018632944.1	LOC108859095
XP_018488538.1	XM_018633036.1	LOC108859172
XP_018488545.1	XM_018633043.1	LOC108859172
XP_018471927.1	XM_018616425.1	LOC108843270
XP_018488517.1	XM_018633015.1	LOC108859153
XP_018488570.1	XM_018633068.1	LOC108859195
XP_018488502.1	XM_018633000.1	LOC108859135
XP_018488494.1	XM_018632992.1	LOC108859135
XP_018488526.1	XM_018633024.1	LOC108859162
XP_018488557.1	XM_018633055.1	LOC108859187
XP_018488479.1	XM_018632977.1	LOC108859120
XP_018488485.1	XM_018632983.1	LOC108859120
XP_018488467.1	XM_018632965.1	LOC108859106
XP_018488458.1	XM_018632956.1	LOC108859106
XP_018470257.1	XM_018614755.1	LOC108841963
XP_018436527.1	XM_018581025.1	LOC108808918
XP_018436509.1	XM_018581007.1	LOC108808901
XP_018436517.1	XM_018581015.1	LOC108808901
XP_018471940.1	XM_018616438.1	LOC108843276
XP_018437275.1	XM_018581773.1	LOC108809611
XP_018437267.1	XM_018581765.1	LOC108809611
XP_018437259.1	XM_018581757.1	LOC108809611
XP_018437283.1	XM_018581781.1	LOC108809611
XP_018437249.1	XM_018581747.1	LOC108809600
XP_018437293.1	XM_018581791.1	LOC108809639
XP_018489193.1	XM_018633691.1	LOC108859780
XP_018480513.1	XM_018625011.1	LOC108851560
XP_018469426.1	XM_018613924.1	LOC108841128
XP_018469419.1	XM_018613917.1	LOC108841128
XP_018439077.1	XM_018583575.1	LOC108811508
XP_018439070.1	XM_018583568.1	LOC108811508
XP_018490239.1	XM_018634737.1	LOC108860884
XP_018486280.1	XM_018630778.1	LOC108856876
XP_018462009.1	XM_018606507.1	LOC108833028
XP_018462083.1	XM_018606581.1	LOC108833118
XP_018461809.1	XM_018606307.1	LOC108832830
XP_018461924.1	XM_018606422.1	LOC108832830
XP_018461865.1	XM_018606363.1	LOC108832830
XP_018471952.1	XM_018616450.1	LOC108843285
XP_018483703.1	XM_018628201.1	LOC108854595
XP_018482060.1	XM_018626558.1	LOC108853095
XP_018482072.1	XM_018626570.1	LOC108853095
XP_018482066.1	XM_018626564.1	LOC108853095
XP_018441056.1	XM_018585554.1	LOC108813098
XP_018441047.1	XM_018585545.1	LOC108813098
XP_018441068.1	XM_018585566.1	LOC108813111
XP_018441078.1	XM_018585576.1	LOC108813111
XP_018440003.1	XM_018584501.1	LOC108812273
XP_018439995.1	XM_018584493.1	LOC108812273
XP_018459727.1	XM_018604225.1	LOC108830600
XP_018439112.1	XM_018583610.1	LOC108811522
XP_018439221.1	XM_018583719.1	LOC108811614
XP_018435290.1	XM_018579788.1	LOC108807492
XP_018435283.1	XM_018579781.1	LOC108807492
XP_018471963.1	XM_018616461.1	LOC108843293
XP_018471975.1	XM_018616473.1	LOC108843303
XP_018451460.1	XM_018595958.1	LOC108822767
XP_018434099.1	XM_018578597.1	LOC108806449
XP_018434076.1	XM_018578574.1	LOC108806449
XP_018434090.1	XM_018578588.1	LOC108806449
XP_018434083.1	XM_018578581.1	LOC108806449
XP_018434733.1	XM_018579231.1	LOC108806972
XP_018471988.1	XM_018616486.1	LOC108843311
XP_018486731.1	XM_018631229.1	LOC108857267
XP_018433783.1	XM_018578281.1	LOC108806227
XP_018433772.1	XM_018578270.1	LOC108806216
XP_018439010.1	XM_018583508.1	LOC108811458
XP_018439021.1	XM_018583519.1	LOC108811468
XP_018436296.1	XM_018580794.1	LOC108808679
XP_018487686.1	XM_018632184.1	LOC108858228
XP_018469114.1	XM_018613612.1	LOC108840790
XP_018469287.1	XM_018613785.1	LOC108840989
XP_018456772.1	XM_018601270.1	LOC108827756
XP_018472000.1	XM_018616498.1	LOC108843319
XP_018489894.1	XM_018634392.1	LOC108860523
XP_018436488.1	XM_018580986.1	LOC108808888
XP_018436498.1	XM_018580996.1	LOC108808888
XP_018436478.1	XM_018580976.1	LOC108808880
XP_018490118.1	XM_018634616.1	LOC108860659
XP_018490053.1	XM_018634551.1	LOC108860659
XP_018487772.1	XM_018632270.1	LOC108858318
XP_018487776.1	XM_018632274.1	LOC108858318
XP_018469664.1	XM_018614162.1	LOC108841402
XP_018439009.1	XM_018583507.1	LOC108811426
XP_018439626.1	XM_018584124.1	LOC108811995
XP_018439632.1	XM_018584130.1	LOC108811995
XP_018479695.1	XM_018624193.1	LOC108850706
XP_018483483.1	XM_018627981.1	LOC108854418
XP_018483474.1	XM_018627972.1	LOC108854418
XP_018437595.1	XM_018582093.1	LOC108809959
XP_018437584.1	XM_018582082.1	LOC108809948
XP_018437606.1	XM_018582104.1	LOC108809970
XP_018440734.1	XM_018585232.1	LOC108812852
XP_018449965.1	XM_018594463.1	LOC108821088
XP_018450920.1	XM_018595418.1	LOC108822081
XP_018487515.1	XM_018632013.1	LOC108858007
XP_018487508.1	XM_018632006.1	LOC108858007
XP_018437748.1	XM_018582246.1	LOC108810111
XP_018437755.1	XM_018582253.1	LOC108810111
XP_018487210.1	XM_018631708.1	LOC108857688
XP_018487203.1	XM_018631701.1	LOC108857688
XP_018489352.1	XM_018633850.1	LOC108859946
XP_018488719.1	XM_018633217.1	LOC108859323
XP_018468778.1	XM_018613276.1	LOC108840446
XP_018432978.1	XM_018577476.1	LOC108805341
XP_018432898.1	XM_018577396.1	LOC108805341
XP_018432784.1	XM_018577282.1	LOC108805249
XP_018472045.1	XM_018616543.1	LOC108843357
XP_018443185.1	XM_018587683.1	LOC108815021
XP_018488748.1	XM_018633246.1	LOC108859348
XP_018468922.1	XM_018613420.1	LOC108840577
XP_018441834.1	XM_018586332.1	LOC108813615
XP_018441760.1	XM_018586258.1	LOC108813615
XP_018441640.1	XM_018586138.1	LOC108813522
XP_018472058.1	XM_018616556.1	LOC108843366
XP_018443241.1	XM_018587739.1	LOC108815076
XP_018437515.1	XM_018582013.1	LOC108809873
XP_018437535.1	XM_018582033.1	LOC108809893
XP_018437525.1	XM_018582023.1	LOC108809883
XP_018472065.1	XM_018616563.1	LOC108843374
XP_018481536.1	XM_018626034.1	LOC108852526
XP_018467759.1	XM_018612257.1	LOC108839498
XP_018472076.1	XM_018616574.1	LOC108843381
XP_018481375.1	XM_018625873.1	LOC108852373
XP_018461306.1	XM_018605804.1	LOC108832286
XP_018440944.1	XM_018585442.1	LOC108813018
XP_018440934.1	XM_018585432.1	LOC108813010
XP_018485373.1	XM_018629871.1	LOC108855966
XP_018486959.1	XM_018631457.1	LOC108857465
