protein	mRNA	gene
XP_013671497.1	XM_013816043.3	LOC106376004
XP_013651456.2	XM_013796002.3	LOC106356205
XP_013666285.1	XM_013810831.3	LOC106370844
XP_048635422.1	XM_048779465.1	LOC106370837
XP_022548695.1	XM_022692974.2	LOC106370829
XP_013666260.1	XM_013810806.3	LOC106370829
XP_013666250.1	XM_013810796.3	LOC106370818
XP_013656703.1	XM_013801249.3	LOC106361470
XP_013656773.1	XM_013801319.3	LOC106361470
XP_048635439.1	XM_048779482.1	LOC106361470
XP_048635443.1	XM_048779486.1	LOC106361470
XP_013656434.2	XM_013800980.3	LOC106361224
XP_013656541.2	XM_013801087.3	LOC106361322
XP_013656324.1	XM_013800870.3	LOC106361132
XP_048635448.1	XM_048779491.1	LOC106354453
XP_048635452.1	XM_048779495.1	LOC106354453
XP_013656222.2	XM_013800768.3	LOC106360857
XP_013656084.2	XM_013800630.3	LOC106360857
XP_013656012.2	XM_013800558.3	LOC106360857
XP_013656156.2	XM_013800702.3	LOC106360857
XP_048635462.1	XM_048779505.1	LOC106360857
XP_022548904.2	XM_022693183.2	LOC106360857
XP_013666243.1	XM_013810789.3	LOC106370805
XP_013666236.1	XM_013810782.3	LOC106370793
XP_013655633.1	XM_013800179.3	LOC106360534
XP_013655736.1	XM_013800282.3	LOC106360626
XP_013666220.2	XM_013810766.3	LOC106370770
XP_013666228.2	XM_013810774.3	LOC106370782
XP_013735194.1	XM_013879740.3	LOC106438542
XP_013735195.1	XM_013879741.3	LOC106438542
XP_013735199.1	XM_013879745.3	LOC106438547
XP_013735198.1	XM_013879744.3	LOC106438546
XP_048635532.1	XM_048779575.1	LOC106438543
XP_013735196.2	XM_013879742.3	LOC106438543
XP_022549902.1	XM_022694181.2	LOC106441981
XP_013735193.2	XM_013879739.3	LOC106438540
XP_048635527.1	XM_048779570.1	LOC106441979
XP_048635522.1	XM_048779565.1	LOC106438538
XP_013735189.2	XM_013879735.3	LOC106438537
XP_013735186.1	XM_013879732.3	LOC106438535
XP_013735185.1	XM_013879731.3	LOC106438535
XP_013735184.2	XM_013879730.3	LOC106438534
XP_013735183.2	XM_013879729.3	LOC106438533
XP_048635603.1	XM_048779646.1	LOC106438532
XP_048635595.1	XM_048779638.1	LOC106438528
XP_013735177.2	XM_013879723.3	LOC106438528
XP_048635585.1	XM_048779628.1	LOC106438528
XP_013735181.1	XM_013879727.3	LOC106438531
XP_013735179.1	XM_013879725.3	LOC106438529
XP_013735180.2	XM_013879726.3	LOC106438530
XP_013735175.2	XM_013879721.3	LOC106438527
XP_048635629.1	XM_048779672.1	LOC125608986
XP_013735174.1	XM_013879720.3	LOC106438526
XP_013740757.1	XM_013885303.2	LOC106443747
XP_013735172.1	XM_013879718.3	LOC106438525
XP_013735173.1	XM_013879719.3	LOC106438525
XP_013735171.1	XM_013879717.3	LOC106438524
XP_013735169.2	XM_013879715.3	LOC106438523
XP_013735167.2	XM_013879713.3	LOC106438522
XP_013735166.2	XM_013879712.3	LOC106438520
XP_013740754.2	XM_013885300.3	LOC106443746
XP_013740755.2	XM_013885301.3	LOC106443746
XP_013740756.2	XM_013885302.3	LOC106443746
XP_013735164.2	XM_013879710.3	LOC106438518
XP_013735165.2	XM_013879711.3	LOC106438519
XP_013735163.2	XM_013879709.3	LOC106438517
XP_013735156.2	XM_013879702.3	LOC106438515
XP_048635731.1	XM_048779774.1	LOC106438515
XP_013735157.2	XM_013879703.3	LOC106438515
XP_013735160.2	XM_013879706.3	LOC106438516
XP_013735161.2	XM_013879707.3	LOC106438516
XP_013735162.2	XM_013879708.2	LOC106438516
XP_013735154.2	XM_013879700.3	LOC106438513
XP_048635742.1	XM_048779785.1	LOC106438513
XP_013735153.2	XM_013879699.3	LOC106438513
XP_013735155.2	XM_013879701.3	LOC106438513
XP_013735151.2	XM_013879697.3	LOC106438512
XP_013735152.2	XM_013879698.3	LOC106438512
XP_013735150.1	XM_013879696.3	LOC106438511
XP_013735148.2	XM_013879694.3	LOC106438509
XP_013735149.2	XM_013879695.3	LOC106438510
XP_013735142.2	XM_013879688.3	LOC106438508
XP_013735143.2	XM_013879689.3	LOC106438508
XP_022550862.2	XM_022695141.2	LOC106438508
XP_013735144.2	XM_013879690.3	LOC106438508
XP_013735146.2	XM_013879692.3	LOC106438508
XP_048635795.1	XM_048779838.1	LOC106438508
XP_013735141.1	XM_013879687.3	BNAA01G03700D
XP_022550936.2	XM_022695215.2	LOC106441978
XP_013735140.2	XM_013879686.3	LOC106438505
XP_013658892.1	XM_013803438.3	BNAA01G03730D
XP_013666480.1	XM_013811026.3	LOC106371008
XP_013666488.1	XM_013811034.3	LOC106371008
XP_048635816.1	XM_048779859.1	LOC106354898
XP_013666517.2	XM_013811063.3	LOC106371041
XP_048635834.1	XM_048779877.1	LOC106371050
XP_013658959.2	XM_013803505.3	LOC106363803
XP_013659033.1	XM_013803579.3	LOC106363884
XP_013659129.1	XM_013803675.3	LOC106363992
XP_048635839.1	XM_048779882.1	LOC106364097
XP_048635840.1	XM_048779883.1	LOC106364097
XP_048591159.1	XM_048735202.1	LOC125575916
XP_048635844.1	XM_048779887.1	LOC125609066
XP_048635851.1	XM_048779894.1	LOC125609070
XP_048635856.1	XM_048779899.1	LOC125609071
NP_001302481.1	NM_001315552.1	LOC106364417
XP_048635864.1	XM_048779907.1	LOC125609074
XP_048635869.1	XM_048779912.1	LOC125609074
XP_048635874.1	XM_048779917.1	LOC125609074
XP_048635882.1	XM_048779925.1	LOC125609074
XP_048635872.1	XM_048779915.1	LOC125609074
XP_013666600.1	XM_013811146.3	LOC106371109
XP_013659672.2	XM_013804218.3	LOC106364661
XP_013659753.1	XM_013804299.3	LOC106364761
XP_013659839.2	XM_013804385.3	LOC106364868
XP_013659924.1	XM_013804470.2	LOC106364969
XP_013666613.1	XM_013811159.3	LOC106371117
XP_013666624.2	XM_013811170.3	LOC106371127
XP_048635927.1	XM_048779970.1	LOC106365075
XP_048635930.1	XM_048779973.1	LOC106365075
XP_013666632.1	XM_013811178.3	LOC106371137
XP_013666643.2	XM_013811189.3	LOC106371149
XP_013660296.1	XM_013804842.3	LOC106365247
XP_013660244.1	XM_013804790.3	LOC106365247
XP_013660355.1	XM_013804901.3	LOC106365247
XP_048635943.1	XM_048779986.1	LOC106365247
XP_013660182.1	XM_013804728.3	LOC106365247
XP_013660458.2	XM_013805004.3	LOC106365546
XP_013660571.2	XM_013805117.3	LOC106365633
XP_013660682.1	XM_013805228.3	LOC106365719
XP_013666651.2	XM_013811197.3	LOC106371158
XP_013666661.2	XM_013811207.3	LOC106371169
XP_013666670.1	XM_013811216.3	LOC106371179
XP_048635984.1	XM_048780027.1	LOC125609105
XP_048635980.1	XM_048780023.1	LOC106365959
XP_048635976.1	XM_048780019.1	LOC106365959
XP_013650435.2	XM_013794981.3	LOC106354945
XP_022552043.2	XM_022696322.2	LOC106366097
XP_022552027.2	XM_022696306.2	LOC106366097
XP_013738311.2	XM_013882857.3	LOC106441077
XP_048635998.1	XM_048780041.1	LOC106366278
XP_013661351.2	XM_013805897.3	LOC106366278
XP_048636001.1	XM_048780044.1	LOC106441079
XP_013738314.2	XM_013882860.3	LOC106441080
XP_013661552.2	XM_013806098.3	LOC106366464
XP_013666703.2	XM_013811249.3	LOC106371210
XP_048636015.1	XM_048780058.1	LOC106362628
XP_048636014.1	XM_048780057.1	LOC106362628
XP_048636017.1	XM_048780060.1	LOC106362628
XP_048636019.1	XM_048780062.1	LOC106362628
XP_048636011.1	XM_048780054.1	LOC111199923
XP_013707750.1	XM_013852296.3	LOC106411516
XP_013707748.1	XM_013852294.3	LOC106411516
XP_048636022.1	XM_048780065.1	LOC106411516
XP_048636026.1	XM_048780069.1	LOC106411516
XP_013707749.1	XM_013852295.3	LOC106411516
XP_022546260.1	XM_022690539.2	LOC106411516
XP_013666715.2	XM_013811261.3	LOC106371218
XP_048636009.1	XM_048780052.1	LOC106410638
XP_022546280.2	XM_022690559.2	LOC106371228
XP_013706550.2	XM_013851096.3	LOC106410569
XP_013706549.2	XM_013851095.3	LOC106410569
XP_022545807.2	XM_022690086.2	LOC111199758
XP_048636048.1	XM_048780091.1	LOC111199758
XP_013705828.1	XM_013850374.3	LOC106409820
XP_013703138.1	XM_013847684.3	LOC106406934
XP_013706631.1	XM_013851177.3	LOC106410632
XP_013706632.1	XM_013851178.3	LOC106410634
XP_013703474.2	XM_013848020.3	LOC106407199
XP_013703476.1	XM_013848022.3	LOC106407200
XP_022545888.1	XM_022690167.2	LOC106407200
XP_013703475.1	XM_013848021.3	LOC106407200
XP_013662860.2	XM_013807406.3	LOC106367519
XP_013662790.2	XM_013807336.3	LOC106367519
XP_022546292.2	XM_022690571.2	LOC111199934
XP_022546308.1	XM_022690587.2	LOC111199941
XP_022553509.1	XM_022697788.2	LOC111198194
XP_022553516.1	XM_022697795.2	LOC111198194
XP_013663312.1	XM_013807858.3	LOC106367959
XP_048636138.1	XM_048780181.1	LOC106367862
XP_013663210.1	XM_013807756.3	LOC106367862
XP_022545813.1	XM_022690092.2	LOC106354956
XP_013663420.1	XM_013807966.3	LOC106368051
XP_013663525.1	XM_013808071.3	LOC106368140
XP_022552570.2	XM_022696849.2	LOC111203273
XP_022553606.1	XM_022697885.2	LOC106368324
XP_013663994.1	XM_013808540.3	LOC106368461
XP_013663919.1	XM_013808465.3	LOC106368461
XP_022553681.1	XM_022697960.2	LOC106368461
XP_022552772.1	XM_022697051.2	LOC111203338
XP_022552789.1	XM_022697068.2	LOC111203338
XP_022552715.2	XM_022696994.2	LOC111203325
XP_022552822.1	XM_022697101.2	LOC111203360
XP_022553753.1	XM_022698032.2	LOC111203895
XP_013664452.1	XM_013808998.3	LOC106368895
XP_048636263.1	XM_048780306.1	LOC106371307
XP_022546313.2	XM_022690592.2	LOC106371307
XP_013664556.2	XM_013809102.3	LOC106368979
XP_013664658.3	XM_013809204.3	LOC106369070
XP_022553839.2	XM_022698118.2	LOC106369167
XP_013664832.2	XM_013809378.3	LOC106369167
XP_048636254.1	XM_048780297.1	LOC106369167
XP_048636246.1	XM_048780289.1	LOC106369167
XP_048636250.1	XM_048780293.1	LOC106369167
XP_022553103.2	XM_022697382.2	LOC106369388
XP_048636272.1	XM_048780315.1	LOC106369388
XP_048591190.1	XM_048735233.1	LOC106362693
XP_022553129.2	XM_022697408.2	LOC111203541
XP_013693820.2	XM_013838366.3	LOC106397745
XP_022553216.2	XM_022697495.2	LOC111203592
XP_048636305.1	XM_048780348.1	LOC106369639
XP_048636304.1	XM_048780347.1	LOC106369639
XP_013665596.2	XM_013810142.3	LOC106370040
XP_022554104.2	XM_022698383.2	LOC106369720
XP_022554136.2	XM_022698415.2	LOC106369720
XP_013665369.2	XM_013809915.3	LOC106369720
XP_048636330.1	XM_048780373.1	LOC106369720
XP_013665416.2	XM_013809962.3	LOC106369720
XP_013665316.2	XM_013809862.3	LOC106369720
XP_048636327.1	XM_048780370.1	LOC106369720
XP_013665689.2	XM_013810235.3	LOC106370141
XP_048636309.1	XM_048780352.1	LOC106354990
XP_013650476.3	XM_013795022.3	LOC106354990
XP_013665946.2	XM_013810492.3	LOC106370454
XP_013666040.2	XM_013810586.3	LOC106370552
XP_048636345.1	XM_048780388.1	LOC106370552
XP_048636350.1	XM_048780393.1	LOC106370856
XP_048636348.1	XM_048780391.1	LOC106370856
XP_013666542.2	XM_013811088.3	LOC106371035
XP_013666638.2	XM_013811184.3	LOC106371115
XP_048636360.1	XM_048780403.1	LOC125609236
XP_013666864.2	XM_013811410.3	LOC106371346
XP_048636362.1	XM_048780405.1	LOC125609237
XP_048636370.1	XM_048780413.1	LOC125575008
XP_048636368.1	XM_048780411.1	LOC125575008
XP_013667013.2	XM_013811559.3	LOC106371454
XP_013667083.2	XM_013811629.3	LOC106371454
XP_013667167.2	XM_013811713.3	LOC106371604
XP_048636372.1	XM_048780415.1	LOC125609240
XP_048636374.1	XM_048780417.1	LOC125609241
XP_013666875.2	XM_013811421.3	LOC106371355
XP_048636387.1	XM_048780430.1	LOC125609243
XP_048636393.1	XM_048780436.1	LOC125609246
XP_013667693.1	XM_013812239.3	LOC106372075
XP_048636382.1	XM_048780425.1	LOC125609242
XP_048636395.1	XM_048780438.1	LOC106355012
XP_013650227.2	XM_013794773.3	LOC106354750
XP_022569426.2	XM_022713705.2	LOC106354750
XP_048636398.1	XM_048780441.1	LOC106354750
XP_013650223.2	XM_013794769.3	LOC106354749
XP_013650224.2	XM_013794770.3	LOC106354749
XP_013650225.2	XM_013794771.3	LOC106354749
XP_048636412.1	XM_048780455.1	LOC106354749
XP_013650500.1	XM_013795046.1	LOC106355021
XP_013668139.2	XM_013812685.3	LOC106372436
XP_013666918.1	XM_013811464.3	LOC106371395
XP_013666924.2	XM_013811470.3	LOC106371401
XP_013650221.2	XM_013794767.3	LOC106354747
XP_013652530.2	XM_013797076.3	LOC106357400
XP_048636422.1	XM_048780465.1	LOC106354746
XP_013668436.2	XM_013812982.3	LOC106372680
XP_022569384.2	XM_022713663.2	LOC106354743
XP_013650217.2	XM_013794763.3	LOC106354743
XP_013668627.2	XM_013813173.3	LOC106372887
XP_013650216.1	XM_013794762.3	LOC106354741
XP_013652529.2	XM_013797075.3	LOC106357399
XP_013668867.1	XM_013813413.3	LOC106373171
XP_013668758.3	XM_013813304.3	LOC106373040
NP_001302910.1	NM_001315981.1	LOC106373247
XP_013650212.2	XM_013794758.3	LOC106354736
XP_048591223.1	XM_048735266.1	LOC106355034
XP_048636441.1	XM_048780484.1	LOC106357397
XP_048636461.1	XM_048780504.1	LOC106354735
XP_013652527.2	XM_013797073.3	LOC106357396
XP_048636448.1	XM_048780491.1	LOC106357395
XP_013652525.2	XM_013797071.3	LOC106357394
XP_013650211.2	XM_013794757.3	LOC106354734
XP_048636473.1	XM_048780516.1	LOC106373523
XP_048636474.1	XM_048780517.1	LOC106373523
XP_048636471.1	XM_048780514.1	LOC106373523
XP_013666987.2	XM_013811533.3	LOC106371456
XP_013650206.2	XM_013794752.3	LOC106354732
NP_001302672.1	NM_001315743.1	LOC106354732
XP_013669504.2	XM_013814050.3	LOC106373914
XP_013652522.2	XM_013797068.3	LOC106357392
XP_013652523.2	XM_013797069.3	LOC106357392
XP_013666997.1	XM_013811543.3	LOC106371463
XP_013669823.2	XM_013814369.3	LOC106374275
XP_022569291.2	XM_022713570.2	LOC111212141
XP_048636528.1	XM_048780571.1	LOC106374235
XP_048636525.1	XM_048780568.1	LOC111212148
XP_022569285.2	XM_022713564.2	LOC111212133
XP_022569283.2	XM_022713562.2	LOC111212133
XP_022569279.2	XM_022713558.2	LOC106355069
XP_048636539.1	XM_048780582.1	LOC111212119
XP_022569271.2	XM_022713550.2	LOC111212122
XP_022569269.2	XM_022713548.2	LOC111212122
XP_013650196.2	XM_013794742.2	BNAA01G05840D
XP_022545357.2	XM_022689636.2	LOC111199533
XP_013650195.2	XM_013794741.3	LOC106354724
XP_013650192.1	XM_013794738.3	BNAA01G05900D
XP_013650191.2	XM_013794737.3	BNAA01G05920D
XP_013652518.2	XM_013797064.3	BNAA01G05930D
XP_048636593.1	XM_048780636.1	LOC106357387
XP_013650190.1	XM_013794736.3	LOC106354721
XP_013650189.2	XM_013794735.3	LOC106354720
XP_022545198.2	XM_022689477.2	LOC106357386
XP_013651336.2	XM_013795882.3	LOC106356035
XP_048636678.1	XM_048780721.1	LOC106375435
XP_048636680.1	XM_048780723.1	LOC106375435
XP_048636615.1	XM_048780658.1	LOC106354714
XP_048636634.1	XM_048780677.1	LOC106354714
XP_048636628.1	XM_048780671.1	LOC106354714
XP_048636608.1	XM_048780651.1	LOC106354714
XP_048636620.1	XM_048780663.1	LOC106354714
XP_013679386.2	XM_013823932.3	LOC106383852
XP_013679459.2	XM_013824005.3	LOC106383936
XP_013679201.2	XM_013823747.3	LOC106383652
XP_013679251.2	XM_013823797.3	LOC106383652
XP_013679303.2	XM_013823849.3	LOC106383652
XP_013650171.2	XM_013794717.3	LOC106354712
XP_013670806.2	XM_013815352.3	LOC106375441
XP_048636688.1	XM_048780731.1	LOC106371868
XP_013667426.2	XM_013811972.3	LOC106371868
XP_013667415.3	XM_013811961.3	LOC106371859
XP_022556153.2	XM_022700432.2	LOC106383232
XP_013678769.2	XM_013823315.3	LOC106383157
XP_013678677.2	XM_013823223.3	LOC106383082
XP_013678580.2	XM_013823126.3	LOC106382984
XP_013678394.2	XM_013822940.3	LOC106382831
XP_048636702.1	XM_048780745.1	LOC106382831
XP_013678499.2	XM_013823045.3	LOC106382831
XP_013678290.1	XM_013822836.3	BNAA01G06130D
XP_013678099.2	XM_013822645.3	LOC106382590
XP_013677918.2	XM_013822464.3	LOC106382419
XP_013671813.2	XM_013816359.3	LOC106376261
XP_013671715.2	XM_013816261.3	LOC106376162
XP_013671504.2	XM_013816050.3	LOC106375980
XP_013671286.2	XM_013815832.3	LOC106375800
XP_013671393.1	XM_013815939.3	LOC106375890
XP_022556499.1	XM_022700778.2	LOC106375890
XP_013671182.1	XM_013815728.3	LOC106375711
XP_013671602.1	XM_013816148.3	BNAA01G06260D
XP_013671074.2	XM_013815620.3	LOC106375623
XP_022556660.1	XM_022700939.2	LOC106375538
XP_013670864.1	XM_013815410.3	LOC106375459
XP_048636822.1	XM_048780865.1	LOC111205375
XP_048636824.1	XM_048780867.1	LOC111205375
XP_048636827.1	XM_048780870.1	LOC111205375
XP_022556811.2	XM_022701090.2	LOC111205375
XP_013670460.2	XM_013815006.3	LOC106375077
XP_013690852.2	XM_013835398.3	LOC106394810
XP_048636838.1	XM_048780881.1	LOC106355141
XP_048636805.1	XM_048780848.1	LOC106394156
XP_048636790.1	XM_048780833.1	LOC106394072
XP_048636793.1	XM_048780836.1	LOC106394072
XP_048636794.1	XM_048780837.1	LOC106355748
XP_048636799.1	XM_048780842.1	LOC106355748
XP_048636835.1	XM_048780878.1	BNAA01G06470D
XP_048636844.1	XM_048780887.1	LOC111199966
XP_048636871.1	XM_048780914.1	LOC125609454
XP_013689952.1	XM_013834498.3	LOC106393811
XP_013689803.1	XM_013834349.3	LOC106393646
XP_013667995.1	XM_013812541.3	LOC106372341
XP_013651061.1	XM_013795607.1	LOC106355705
XP_013689593.1	XM_013834139.3	BNAA01G06520D
XP_048636898.1	XM_048780941.1	LOC106393293
XP_048636907.1	XM_048780950.1	LOC125609478
XP_013667983.2	XM_013812529.3	LOC106372334
XP_013706456.2	XM_013851002.3	LOC106410494
XP_013667971.2	XM_013812517.3	LOC106372327
XP_013689067.2	XM_013833613.3	LOC106392805
XP_013688996.1	XM_013833542.2	LOC106392719
XP_013688925.1	XM_013833471.3	LOC106392644
XP_022557631.1	XM_022701910.2	LOC106372319
XP_013667961.1	XM_013812507.3	LOC106372319
XP_013688866.1	XM_013833412.3	LOC106392580
XP_013667949.1	XM_013812495.3	LOC106372310
XP_013667937.1	XM_013812483.3	LOC106372301
XP_013688788.1	XM_013833334.3	LOC106392504
XP_013688715.1	XM_013833261.3	LOC106392415
XP_013688631.1	XM_013833177.3	LOC106392327
XP_013667928.1	XM_013812474.3	LOC106372290
XP_013688414.2	XM_013832960.3	LOC106392146
XP_013688523.1	XM_013833069.3	LOC106392232
XP_013687927.2	XM_013832473.3	LOC106391738
XP_013687466.1	XM_013832012.3	LOC106391358
XP_013687371.1	XM_013831917.3	BNAA01G06780D
XP_022557989.1	XM_022702268.2	BNAA01G06780D
XP_048637044.1	XM_048781087.1	LOC106391141
XP_013687038.1	XM_013831584.3	LOC106390987
XP_013687101.1	XM_013831647.3	LOC106390987
XP_048637057.1	XM_048781100.1	LOC106390987
XP_013686934.1	XM_013831480.3	LOC106390897
XP_048637064.1	XM_048781107.1	LOC125609587
XP_013667869.1	XM_013812415.3	LOC106372244
XP_048637074.1	XM_048781117.1	LOC125609591
XP_048637068.1	XM_048781111.1	LOC125609591
XP_013686824.2	XM_013831370.3	BNAA01G06860D
XP_022558195.2	XM_022702474.2	BNAA01G06860D
XP_048637097.1	XM_048781140.1	LOC106400722
XP_013686556.2	XM_013831102.3	LOC106390571
XP_013686452.2	XM_013830998.3	LOC106390487
XP_048637104.1	XM_048781147.1	LOC106390487
XP_048637119.1	XM_048781162.1	LOC125609628
XP_013667838.2	XM_013812384.3	BNAA01G06900D
XP_013667851.2	XM_013812397.3	BNAA01G06900D
XP_013667846.2	XM_013812392.3	BNAA01G06900D
XP_048637130.1	XM_048781173.1	LOC106390396
XP_022546378.1	XM_022690657.2	LOC111199984
XP_013667826.2	XM_013812372.3	LOC106372207
XP_048637138.1	XM_048781181.1	LOC106390108
XP_048637142.1	XM_048781185.1	LOC106390108
XP_048637144.1	XM_048781187.1	LOC106390108
XP_013667816.2	XM_013812362.3	LOC106372198
XP_048637148.1	XM_048781191.1	LOC106390086
XP_013667805.2	XM_013812351.3	LOC106372187
XP_013685858.2	XM_013830404.3	BNAA01G06990D
XP_013685752.2	XM_013830298.3	LOC106389914
XP_013685555.1	XM_013830101.3	LOC106389726
XP_013667795.1	XM_013812341.3	LOC106372171
XP_013667788.1	XM_013812334.3	LOC106372171
XP_013685444.2	XM_013829990.3	LOC106389584
XP_013685370.2	XM_013829916.3	LOC106389584
XP_022558696.1	XM_022702975.2	LOC106389503
XP_013685262.1	XM_013829808.3	LOC106389503
XP_022558887.1	XM_022703166.2	LOC106389338
XP_013685040.1	XM_013829586.3	LOC106389338
XP_048637237.1	XM_048781280.1	LOC106389418
XP_013684936.1	XM_013829482.3	LOC106389247
XP_013684772.2	XM_013829318.3	LOC106389038
XP_022558799.2	XM_022703078.2	LOC106389038
XP_013650999.2	XM_013795545.3	LOC106355631
XP_013667753.3	XM_013812299.3	LOC106372149
XP_013667740.1	XM_013812286.3	LOC106372142
XP_048637227.1	XM_048781270.1	LOC106372142
XP_013667729.1	XM_013812275.3	BNAA01G07090D
XP_013683853.2	XM_013828399.3	LOC106388320
XP_013683921.2	XM_013828467.2	LOC106388320
XP_048637154.1	XM_048781197.1	LOC106388320
XP_048637244.1	XM_048781287.1	LOC106388842
XP_013684281.2	XM_013828827.3	LOC106388548
XP_013684140.2	XM_013828686.3	LOC106388548
XP_013684209.2	XM_013828755.3	LOC106388548
XP_013684602.2	XM_013829148.3	LOC106388941
XP_013684032.2	XM_013828578.3	LOC106388466
XP_013684386.1	XM_013828932.3	LOC106388756
XP_048637239.1	XM_048781282.1	LOC125609831
XP_048637240.1	XM_048781283.1	LOC125609831
XP_048637184.1	XM_048781227.1	LOC125609825
XP_013713312.2	XM_013857858.3	LOC106416990
XP_022559272.2	XM_022703551.2	LOC106416990
XP_048637150.1	XM_048781193.1	LOC106387850
XP_013683344.1	XM_013827890.3	LOC106387850
XP_013683272.1	XM_013827818.3	LOC106387850
XP_013683160.2	XM_013827706.3	LOC106387759
XP_013667705.2	XM_013812251.3	LOC106372113
XP_013667694.2	XM_013812240.3	LOC106372105
XP_013683054.2	XM_013827600.3	LOC106387661
XP_013682946.2	XM_013827492.3	LOC106387570
XP_013667664.1	XM_013812210.3	LOC106372079
XP_013682831.2	XM_013827377.3	LOC106387483
XP_048637298.1	XM_048781341.1	LOC125609844
XP_013682730.1	XM_013827276.3	LOC106387390
XP_013682512.2	XM_013827058.3	LOC106387206
XP_048637317.1	XM_048781360.1	LOC106372060
XP_048591323.1	XM_048735366.1	LOC125575945
XP_048637322.1	XM_048781365.1	LOC125609851
XP_048637330.1	XM_048781373.1	LOC125609852
XP_048637335.1	XM_048781378.1	LOC125609854
XP_048637338.1	XM_048781381.1	LOC125609854
XP_013667622.2	XM_013812168.3	LOC106372039
XP_013667630.2	XM_013812176.3	LOC106372039
XP_013682254.2	XM_013826800.3	LOC106386944
XP_013682154.2	XM_013826700.3	LOC106386851
XP_048637333.1	XM_048781376.1	LOC106386753
XP_013667603.1	XM_013812149.3	LOC106372023
XP_013667610.1	XM_013812156.3	LOC106372023
XP_048637349.1	XM_048781392.1	BNAA01G07380D
XP_013667583.2	XM_013812129.3	LOC106372002
XP_048637363.1	XM_048781406.1	LOC106355604
XP_048637390.1	XM_048781433.1	LOC106371993
XP_048637372.1	XM_048781415.1	LOC106386514
XP_048637373.1	XM_048781416.1	LOC106386514
XP_013667562.2	XM_013812108.3	LOC106371982
XP_013681745.2	XM_013826291.3	LOC106386405
XP_013681652.1	XM_013826198.3	LOC106386309
XP_013681569.2	XM_013826115.3	LOC106386202
XP_013681480.2	XM_013826026.3	LOC106386107
