protein	mRNA	gene
XP_019093191.1	XM_019237646.1	LOC104712103
XP_010427488.1	XM_010429186.2	LOC104712290
XP_010427603.1	XM_010429301.2	LOC104712371
XP_010427712.1	XM_010429410.2	LOC104712467
XP_010427818.1	XM_010429516.2	LOC104712558
XP_010427892.1	XM_010429590.2	LOC104712558
XP_010428004.1	XM_010429702.2	LOC104712709
XP_010428117.1	XM_010429815.1	LOC104712806
XP_010428225.1	XM_010429923.2	LOC104712898
XP_010428340.1	XM_010430038.1	LOC104712982
XP_010428454.1	XM_010430152.2	LOC104713073
XP_010428569.1	XM_010430267.2	LOC104713166
XP_010428677.1	XM_010430375.1	LOC104713256
XP_010428789.1	XM_010430487.1	LOC104713353
XP_019093262.1	XM_019237717.1	LOC104713353
XP_010428897.1	XM_010430595.2	LOC104713445
XP_010428973.1	XM_010430671.2	LOC104713445
XP_010429082.1	XM_010430780.2	LOC104713587
XP_010429190.1	XM_010430888.2	LOC104713675
XP_010429374.1	XM_010431072.2	LOC104713824
XP_010429482.1	XM_010431180.2	LOC104713919
XP_010429701.1	XM_010431399.1	LOC104714106
XP_010429777.1	XM_010431475.1	LOC104714106
XP_019100125.1	XM_019244580.1	LOC104703505
XP_010429865.1	XM_010431563.2	LOC104714236
XP_010430058.1	XM_010431756.2	LOC104714379
XP_010430245.1	XM_010431943.2	LOC104714457
XP_010430169.1	XM_010431867.2	LOC104714457
XP_010430361.1	XM_010432059.2	LOC104714598
XP_010430434.1	XM_010432132.2	LOC104714598
XP_010430543.1	XM_010432241.2	LOC104714749
XP_010430694.1	XM_010432392.2	LOC104714842
XP_010430796.1	XM_010432494.1	LOC104714973
XP_010430759.1	XM_010432457.1	LOC104714973
XP_010430845.1	XM_010432543.2	LOC104715076
XP_010430900.1	XM_010432598.2	LOC104715142
XP_010430980.1	XM_010432678.2	LOC104715202
XP_010430951.1	XM_010432649.2	LOC104715202
XP_010431049.1	XM_010432747.2	LOC104715310
XP_010431230.1	XM_010432928.2	LOC104715505
XP_010431279.1	XM_010432977.2	LOC104715505
XP_010431108.1	XM_010432806.2	LOC104715376
XP_010431158.1	XM_010432856.2	LOC104715376
XP_010431437.1	XM_010433135.2	LOC104715728
XP_010431525.1	XM_010433223.2	LOC104715818
XP_010431614.1	XM_010433312.2	LOC104715913
XP_010431849.1	XM_010433547.1	LOC104716150
XP_010431744.1	XM_010433442.2	LOC104716096
XP_010431697.1	XM_010433395.2	LOC104716014
XP_010432009.1	XM_010433707.2	LOC104716288
XP_010417855.1	XM_010419553.2	LOC104703525
XP_010417865.1	XM_010419563.1	LOC104703534
XP_019093400.1	XM_019237855.1	LOC104716393
XP_010432199.1	XM_010433897.2	LOC104716487
XP_010417876.1	XM_010419574.1	LOC104703544
XP_010432302.1	XM_010434000.1	LOC104716575
XP_010432487.1	XM_010434185.2	LOC104716724
XP_019093446.1	XM_019237901.1	LOC104716814
XP_010432712.1	XM_010434410.2	LOC104716901
XP_010417888.1	XM_010419586.1	LOC104703554
XP_010433011.1	XM_010434709.2	LOC104717143
XP_010417898.1	XM_010419596.2	LOC104703564
XP_019100177.1	XM_019244632.1	LOC104717240
XP_010433119.1	XM_010434817.1	LOC104717240
XP_019100179.1	XM_019244634.1	LOC104717338
XP_019093498.1	XM_019237953.1	LOC104717403
XP_019093489.1	XM_019237944.1	LOC104717403
XP_019093512.1	XM_019237967.1	LOC109129572
XP_010433368.1	XM_010435066.2	LOC104717462
XP_019100183.1	XM_019244638.1	LOC104767350
XP_010433691.1	XM_010435389.2	LOC104717732
XP_010433579.1	XM_010435277.2	LOC104717637
XP_010433898.1	XM_010435596.1	LOC104717922
XP_010434012.1	XM_010435710.2	LOC104718019
XP_010434194.1	XM_010435892.2	LOC104718110
XP_010434120.1	XM_010435818.2	LOC104718110
XP_010434310.1	XM_010436008.2	LOC104718261
XP_010434418.1	XM_010436116.1	LOC104718352
XP_010434527.1	XM_010436225.2	LOC104718436
XP_010434631.1	XM_010436329.1	LOC104718532
XP_010434739.1	XM_010436437.2	LOC104718626
XP_010434850.1	XM_010436548.2	LOC104718718
XP_010417944.1	XM_010419642.1	LOC104703603
XP_010417967.2	XM_010419665.2	LOC104703622
XP_010434943.1	XM_010436641.1	LOC104718809
XP_010435056.1	XM_010436754.1	LOC104718899
XP_010435160.1	XM_010436858.2	LOC104718992
XP_010435264.1	XM_010436962.2	LOC104719082
XP_010435363.1	XM_010437061.1	LOC104719169
XP_010435466.1	XM_010437164.2	LOC104719252
XP_010435576.1	XM_010437274.2	LOC104719332
XP_010435750.1	XM_010437448.2	LOC104719483
XP_010435819.1	XM_010437517.2	LOC104719483
XP_019099152.1	XM_019243607.1	LOC109132245
XP_019090735.1	XM_019235190.1	LOC104719624
XP_010436017.1	XM_010437715.2	LOC104719716
XP_010436083.1	XM_010437781.2	LOC104719716
XP_010436176.1	XM_010437874.2	LOC104719859
XP_010436263.1	XM_010437961.2	LOC104719955
XP_010436350.1	XM_010438048.2	LOC104720046
XP_010436434.1	XM_010438132.2	LOC104720144
XP_019100229.1	XM_019244684.1	LOC104720241
XP_019100230.1	XM_019244685.1	LOC104720241
XP_010436570.1	XM_010438268.1	LOC104720324
XP_019100239.1	XM_019244694.1	LOC104720406
XP_010436636.1	XM_010438334.2	LOC104720406
XP_019100237.1	XM_019244692.1	LOC104720471
XP_010436766.1	XM_010438464.2	LOC104720550
XP_010436894.1	XM_010438592.2	LOC104720693
XP_010417979.1	XM_010419677.1	LOC104703631
XP_010436957.1	XM_010438655.2	LOC104720744
XP_010437275.1	XM_010438973.1	LOC104720908
XP_010437340.1	XM_010439038.2	LOC104720908
XP_010437206.1	XM_010438904.2	LOC104720908
XP_010437406.1	XM_010439104.1	LOC104720908
XP_010437136.1	XM_010438834.1	LOC104720908
XP_019100245.1	XM_019244700.1	LOC109132684
XP_010437511.1	XM_010439209.2	LOC104721238
XP_010437614.1	XM_010439312.2	LOC104721323
XP_010437788.1	XM_010439486.2	LOC104721406
XP_010437714.1	XM_010439412.2	LOC104721406
XP_019100249.1	XM_019244704.1	LOC104721406
XP_019100247.1	XM_019244702.1	LOC104721406
XP_010437904.1	XM_010439602.2	LOC104721555
XP_010438009.1	XM_010439707.2	LOC104721641
XP_010438158.1	XM_010439856.2	LOC104721757
XP_010438265.1	XM_010439963.1	LOC104721855
XP_019093704.1	XM_019238159.1	LOC104703641
XP_019093730.1	XM_019238185.1	LOC104722130
XP_019100261.1	XM_019244716.1	LOC104722183
XP_019100253.1	XM_019244708.1	LOC104722183
XP_019100256.1	XM_019244711.1	LOC104722183
XP_019100258.1	XM_019244713.1	LOC104722183
XP_019100252.1	XM_019244707.1	LOC104722282
XP_019100251.1	XM_019244706.1	LOC104722282
XP_010438858.1	XM_010440556.2	LOC104722375
XP_010438963.1	XM_010440661.2	LOC104722464
XP_010439081.1	XM_010440779.2	LOC104722553
XP_010418004.1	XM_010419702.1	LOC104703648
XP_010439182.1	XM_010440880.2	LOC104722644
XP_010439287.1	XM_010440985.2	LOC104722734
XP_010439402.1	XM_010441100.1	LOC104722822
XP_010439511.1	XM_010441209.2	LOC104722916
XP_010439588.1	XM_010441286.2	LOC104722916
XP_010439690.1	XM_010441388.1	LOC104723062
XP_010439795.1	XM_010441493.1	LOC104723143
XP_010439900.1	XM_010441598.1	LOC104723234
XP_010439976.1	XM_010441674.1	LOC104723234
XP_019100278.1	XM_019244733.1	LOC104723234
XP_019091480.1	XM_019235935.1	LOC104723386
XP_010440280.1	XM_010441978.2	LOC104723569
XP_019100292.1	XM_019244747.1	LOC104723655
XP_010440377.1	XM_010442075.2	LOC104723655
XP_010440442.1	XM_010442140.2	LOC104723655
XP_010440513.1	XM_010442211.2	LOC104723655
XP_010440679.1	XM_010442377.1	LOC104723861
XP_010440870.1	XM_010442568.2	LOC104724089
XP_010440777.1	XM_010442475.2	LOC104723998
XP_010440949.1	XM_010442647.2	LOC104724169
XP_010441042.1	XM_010442740.1	LOC104724247
XP_010441142.1	XM_010442840.2	LOC104724343
XP_019100304.1	XM_019244759.1	LOC104724343
XP_010441245.1	XM_010442943.2	LOC104724426
XP_010441337.1	XM_010443035.2	LOC104724507
XP_010441518.1	XM_010443216.2	LOC104724646
XP_010441584.1	XM_010443282.2	LOC104724646
XP_010441681.1	XM_010443379.2	LOC104724799
XP_010441754.1	XM_010443452.2	LOC104724799
XP_019093833.1	XM_019238288.1	LOC104724949
XP_010441965.1	XM_010443663.2	LOC104725032
XP_010442070.1	XM_010443768.2	LOC104725130
XP_010442143.1	XM_010443841.2	LOC104725130
XP_010442357.1	XM_010444055.2	LOC104725359
XP_010442460.1	XM_010444158.2	LOC104725455
XP_019100327.1	XM_019244782.1	LOC104725552
XP_010442772.1	XM_010444470.2	LOC104725723
XP_010442848.1	XM_010444546.2	LOC104725723
XP_010442958.1	XM_010444656.2	LOC104725875
XP_010443061.1	XM_010444759.2	LOC104725972
XP_010443175.1	XM_010444873.2	LOC104726062
XP_010443284.1	XM_010444982.2	LOC104726152
XP_019091886.1	XM_019236341.1	LOC104726243
XP_019093847.1	XM_019238302.1	LOC109129690
XP_010443504.1	XM_010445202.2	LOC104726330
XP_010443616.1	XM_010445314.2	LOC104726416
XP_010443678.1	XM_010445376.2	LOC104726416
XP_010443791.1	XM_010445489.2	LOC104726568
XP_010443909.1	XM_010445607.2	LOC104726654
XP_010443980.1	XM_010445678.2	LOC104726654
XP_010444089.1	XM_010445787.1	LOC104726806
XP_010444190.1	XM_010445888.2	LOC104726902
XP_010444366.1	XM_010446064.2	LOC104726977
XP_010444475.1	XM_010446173.2	LOC104727120
XP_010444781.1	XM_010446479.2	LOC104727359
XP_010444589.1	XM_010446287.2	LOC104727212
XP_010444666.1	XM_010446364.2	LOC104727212
XP_010444882.1	XM_010446580.1	LOC104727444
XP_010418081.1	XM_010419779.2	LOC104703710
XP_010445098.1	XM_010446796.2	LOC104727688
XP_010445020.1	XM_010446718.2	LOC104727597
XP_010445179.1	XM_010446877.2	LOC104727777
XP_010445248.1	XM_010446946.2	LOC104727861
XP_010445311.1	XM_010447009.2	LOC104727935
XP_010445384.1	XM_010447082.2	LOC104728014
XP_010445530.1	XM_010447228.2	LOC104728084
XP_019100360.1	XM_019244815.1	LOC104728084
XP_010445439.1	XM_010447137.1	LOC104728084
XP_019100365.1	XM_019244820.1	LOC109132696
XP_019092600.1	XM_019237055.1	LOC104728347
XP_010445833.1	XM_010447531.2	LOC104728420
XP_010445722.1	XM_010447420.2	LOC104728420
XP_019093897.1	XM_019238352.1	LOC104728629
XP_019100375.1	XM_019244830.1	LOC104728794
XP_010446102.1	XM_010447800.2	LOC104728794
XP_010445981.1	XM_010447679.2	LOC104728709
XP_010446281.1	XM_010447979.1	LOC104728994
XP_010446228.1	XM_010447926.1	LOC104728994
XP_010446318.1	XM_010448016.2	LOC104729121
XP_010446592.1	XM_010448290.2	LOC104729323
XP_010446491.1	XM_010448189.2	LOC104729230
XP_010446688.1	XM_010448386.1	LOC104729419
XP_010446797.1	XM_010448495.1	LOC104729513
XP_019093954.1	XM_019238409.1	LOC104729606
XP_019093981.1	XM_019238436.1	LOC104729666
XP_019099072.1	XM_019243527.1	LOC109132228
XP_010447044.1	XM_010448742.2	LOC104729714
XP_010447160.1	XM_010448858.2	LOC104729811
XP_010447262.1	XM_010448960.2	LOC104729901
XP_010447457.1	XM_010449155.2	LOC109124727
XP_010447682.1	XM_010449380.1	LOC104730208
XP_019100406.1	XM_019244861.1	LOC104730208
XP_010447752.1	XM_010449450.1	LOC104730208
XP_010448002.1	XM_010449700.1	LOC104730491
XP_010418100.1	XM_010419798.1	LOC104703724
XP_010448276.1	XM_010449974.2	LOC104730733
XP_010448096.1	XM_010449794.2	LOC104730572
XP_010448167.1	XM_010449865.2	LOC104730572
XP_010448461.1	XM_010450159.2	LOC104730826
XP_010448390.1	XM_010450088.2	LOC104730826
XP_010448678.1	XM_010450376.2	LOC104731076
XP_010448797.1	XM_010450495.1	LOC104731168
XP_019100421.1	XM_019244876.1	LOC104731252
XP_010449019.1	XM_010450717.2	LOC104731341
XP_010449094.1	XM_010450792.2	LOC104731341
XP_010449209.1	XM_010450907.2	LOC104731484
XP_010449316.1	XM_010451014.2	LOC104731560
XP_010449510.1	XM_010451208.2	LOC104731651
XP_010449609.1	XM_010451307.2	LOC104731794
XP_010449720.1	XM_010451418.2	LOC104731878
XP_010449820.1	XM_010451518.2	LOC104731969
XP_010449921.1	XM_010451619.2	LOC104732061
XP_019100445.1	XM_019244900.1	LOC104732156
XP_019100442.1	XM_019244897.1	LOC104732156
XP_010450124.1	XM_010451822.2	LOC104732253
XP_019100448.1	XM_019244903.1	LOC109132704
XP_019092950.1	XM_019237405.1	LOC104703731
XP_019100451.1	XM_019244906.1	LOC109132705
XP_010450404.1	XM_010452102.2	LOC104732515
XP_019093130.1	XM_019237585.1	LOC109129403
XP_010450963.1	XM_010452661.2	LOC104733015
XP_010450727.1	XM_010452425.1	LOC104732804
XP_010450862.1	XM_010452560.2	LOC104732804
XP_010450791.1	XM_010452489.2	LOC104732804
XP_010450551.1	XM_010452249.1	LOC104732599
XP_010450620.1	XM_010452318.1	LOC104732599
XP_010450495.1	XM_010452193.1	LOC104732599
XP_010451051.1	XM_010452749.2	LOC104733110
XP_010451138.1	XM_010452836.2	LOC104733211
XP_010451317.1	XM_010453015.2	LOC104733305
XP_010451216.1	XM_010452914.2	LOC104733305
XP_010451395.1	XM_010453093.2	LOC104733491
XP_019100463.1	XM_019244918.1	LOC104733491
XP_010451469.1	XM_010453167.2	LOC104733574
XP_010418119.1	XM_010419817.2	LOC104703738
XP_010451531.1	XM_010453229.2	LOC104733641
XP_010451744.1	XM_010453442.2	LOC104733893
XP_010451684.1	XM_010453382.2	LOC104733820
XP_010451591.1	XM_010453289.2	LOC104733715
XP_010451632.1	XM_010453330.2	LOC104733715
XP_010451845.1	XM_010453543.2	LOC104733964
XP_019100474.1	XM_019244929.1	LOC104733964
XP_019100470.1	XM_019244925.1	LOC104733964
XP_010451898.1	XM_010453596.1	LOC104734071
XP_010451956.1	XM_010453654.1	LOC104734111
XP_010452065.1	XM_010453763.2	LOC104734200
XP_010452107.1	XM_010453805.2	LOC104734200
XP_010452198.1	XM_010453896.2	LOC104734325
XP_010452261.1	XM_010453959.2	LOC104734325
XP_010418138.1	XM_010419836.1	LOC104703759
XP_010452365.1	XM_010454063.2	LOC104734449
XP_010452459.1	XM_010454157.2	LOC104734524
XP_019100493.1	XM_019244948.1	LOC104734618
XP_010452569.1	XM_010454267.2	LOC104734618
XP_010452756.1	XM_010454454.1	LOC104734774
XP_010452983.1	XM_010454681.2	LOC104734950
XP_010452871.1	XM_010454569.2	LOC104734866
XP_010453165.1	XM_010454863.2	LOC104735042
XP_010453239.1	XM_010454937.2	LOC104735042
XP_010453092.1	XM_010454790.2	LOC104735042
XP_010453348.1	XM_010455046.2	LOC104735258
XP_010453417.1	XM_010455115.1	LOC104735258
XP_010453534.1	XM_010455232.2	LOC104735406
XP_019094134.1	XM_019238589.1	LOC104735596
XP_019100506.1	XM_019244961.1	LOC104735658
XP_010454009.1	XM_010455707.2	LOC104735818
XP_019100523.1	XM_019244978.1	LOC104735904
XP_010454123.1	XM_010455821.2	LOC104735904
XP_010454984.1	XM_010456682.2	LOC104736152
XP_010454920.1	XM_010456618.2	LOC104736152
XP_010455062.1	XM_010456760.2	LOC104736152
XP_010454846.1	XM_010456544.2	LOC104736152
XP_010454776.1	XM_010456474.2	LOC104736152
XP_010454705.1	XM_010456403.2	LOC104736152
XP_010454628.1	XM_010456326.2	LOC104736152
XP_019100518.1	XM_019244973.1	LOC104736152
XP_010454422.1	XM_010456120.2	LOC104736152
XP_010455204.1	XM_010456902.2	LOC104736152
XP_010455135.1	XM_010456833.2	LOC104736152
XP_010454561.1	XM_010456259.2	LOC104736152
XP_019100509.1	XM_019244964.1	LOC104736152
XP_010454314.1	XM_010456012.2	LOC104736055
XP_019100530.1	XM_019244985.1	LOC104736922
XP_010455414.1	XM_010457112.1	LOC104736984
XP_010455517.1	XM_010457215.2	LOC104737080
XP_010455618.1	XM_010457316.2	LOC104737173
XP_010455734.1	XM_010457432.2	LOC104737261
XP_010455810.1	XM_010457508.1	LOC104737261
XP_019100543.1	XM_019244998.1	LOC104703769
XP_010456023.1	XM_010457721.2	LOC104737487
XP_010456088.1	XM_010457786.2	LOC104737487
XP_010456429.1	XM_010458127.2	LOC104737782
XP_010456375.1	XM_010458073.2	LOC104737782
XP_019100549.1	XM_019245004.1	LOC104737638
XP_010456509.1	XM_010458207.2	LOC104737938
XP_010456598.1	XM_010458296.2	LOC104738030
XP_010456670.1	XM_010458368.1	LOC104738114
XP_010456796.1	XM_010458494.1	LOC104738275
XP_010456734.1	XM_010458432.1	LOC104738199
XP_010456897.1	XM_010458595.2	LOC104738348
XP_010456860.1	XM_010458558.2	LOC104738348
XP_010456966.1	XM_010458664.1	LOC104738471
XP_010457040.1	XM_010458738.2	LOC104738558
XP_010457108.1	XM_010458806.2	LOC104738609
XP_010457218.1	XM_010458916.2	LOC104738697
XP_019100566.1	XM_019245021.1	LOC104738697
XP_010457327.1	XM_010459025.2	LOC104738786
XP_010457416.1	XM_010459114.2	LOC104738868
XP_010457481.1	XM_010459179.2	LOC104738868
XP_019100567.1	XM_019245022.1	LOC104738868
XP_010457594.1	XM_010459292.2	LOC104739020
XP_010457770.1	XM_010459468.1	LOC104739111
XP_010457697.1	XM_010459395.2	LOC104739111
XP_010457881.1	XM_010459579.2	LOC104739252
XP_010457959.1	XM_010459657.2	LOC104739252
XP_010458039.1	XM_010459737.2	LOC104739252
XP_010458152.1	XM_010459850.2	LOC104739461
XP_019100584.1	XM_019245039.1	LOC104703791
XP_010458261.1	XM_010459959.2	LOC104739532
XP_010458380.1	XM_010460078.1	LOC104739617
XP_010458553.1	XM_010460251.2	LOC104739705
XP_010458624.1	XM_010460322.2	LOC104739705
XP_010458478.1	XM_010460176.1	LOC104739705
XP_010458724.1	XM_010460422.2	LOC104739914
XP_010458908.1	XM_010460606.2	LOC104740057
XP_010459087.1	XM_010460785.2	LOC104740149
XP_010459233.1	XM_010460931.2	LOC104740149
XP_010459309.1	XM_010461007.2	LOC104740149
XP_010459013.1	XM_010460711.2	LOC104740149
XP_010459158.1	XM_010460856.2	LOC104740149
XP_010459424.1	XM_010461122.1	LOC104740476
XP_010459539.1	XM_010461237.2	LOC104740564
XP_010418180.1	XM_010419878.1	LOC104703802
XP_010459721.2	XM_010461419.2	LOC104740704
XP_010459910.1	XM_010461608.2	LOC104740855
XP_010459983.1	XM_010461681.1	LOC104740855
XP_010460091.1	XM_010461789.2	LOC104740998
XP_010460166.1	XM_010461864.2	LOC104740998
XP_010460274.1	XM_010461972.2	LOC104741149
XP_010460460.1	XM_010462158.2	LOC104741244
XP_010418201.1	XM_010419899.1	LOC104703820
XP_010460575.1	XM_010462273.2	LOC104741383
XP_010460785.1	XM_010462483.1	LOC104741564
XP_010460680.1	XM_010462378.2	LOC104741466
XP_010460888.1	XM_010462586.2	LOC104741655
XP_010418215.1	XM_010419913.2	LOC104703828
XP_010460994.1	XM_010462692.2	LOC104741745
XP_010461096.1	XM_010462794.2	LOC104741840
XP_010461348.1	XM_010463046.2	LOC104741933
XP_010461282.1	XM_010462980.2	LOC104741933
XP_010461208.1	XM_010462906.2	LOC104741933
XP_010461411.1	XM_010463109.2	LOC104741933
XP_019100628.1	XM_019245083.1	LOC104741933
XP_010418226.1	XM_010419924.1	LOC104703835
XP_010418236.1	XM_010419934.1	LOC104703845
XP_010461507.1	XM_010463205.2	LOC104742201
XP_010461613.1	XM_010463311.1	LOC104742285
XP_010461709.1	XM_010463407.2	LOC104742373
XP_010461812.1	XM_010463510.2	LOC104742470
XP_010462124.1	XM_010463822.1	LOC104742627
XP_010462053.1	XM_010463751.1	LOC104742627
XP_010461980.1	XM_010463678.1	LOC104742627
XP_010462236.1	XM_010463934.2	LOC104742840
XP_010462347.1	XM_010464045.2	LOC104742925
XP_010462459.1	XM_010464157.2	LOC104743005
XP_010462544.1	XM_010464242.1	LOC104743098
XP_010462633.1	XM_010464331.1	LOC104743192
XP_010462718.1	XM_010464416.2	LOC104743285
XP_010462804.1	XM_010464502.2	LOC104743388
XP_010462875.1	XM_010464573.2	LOC104743472
XP_010462948.1	XM_010464646.2	LOC104743557
XP_010463021.1	XM_010464719.1	LOC104743636
XP_010463101.1	XM_010464799.2	LOC104743722
XP_019100656.1	XM_019245111.1	LOC104743722
XP_019100658.1	XM_019245113.1	LOC109132732
XP_010463169.1	XM_010464867.1	LOC104743798
XP_010463237.1	XM_010464935.1	LOC104743880
XP_010463311.1	XM_010465009.2	LOC104743958
XP_010463480.1	XM_010465178.2	LOC104744035
XP_010463437.1	XM_010465135.2	LOC104744035
XP_010463390.1	XM_010465088.2	LOC104744035
XP_019094183.1	XM_019238638.1	LOC104703856
XP_010463518.1	XM_010465216.2	LOC104744204
XP_010463622.1	XM_010465320.2	LOC104744260
XP_010463697.1	XM_010465395.2	LOC104744260
XP_010463806.1	XM_010465504.2	LOC104744415
XP_010464021.1	XM_010465719.2	LOC104744415
XP_010463955.1	XM_010465653.2	LOC104744415
XP_010463879.1	XM_010465577.2	LOC104744415
XP_010464132.1	XM_010465830.2	LOC104744702
XP_010464238.1	XM_010465936.2	LOC104744797
XP_010464353.1	XM_010466051.1	LOC104744891
XP_010464469.1	XM_010466167.2	LOC104744983
XP_010464583.1	XM_010466281.1	LOC104745071
XP_010464688.1	XM_010466386.2	LOC104745168
XP_010464865.1	XM_010466563.1	LOC104745168
XP_010465136.1	XM_010466834.2	LOC104745531
XP_010465480.1	XM_010467178.2	LOC104745793
XP_010465362.1	XM_010467060.1	LOC104745710
XP_010465809.1	XM_010467507.2	LOC104745944
XP_010465733.1	XM_010467431.2	LOC104745944
XP_010465667.1	XM_010467365.2	LOC104745944
XP_010418266.1	XM_010419964.2	LOC104703872
XP_010465917.1	XM_010467615.2	LOC104746167
XP_010466031.1	XM_010467729.2	LOC104746257
XP_010466212.1	XM_010467910.1	LOC104746407
XP_010466312.1	XM_010468010.2	LOC104746487
XP_019100709.1	XM_019245164.1	LOC104746571
XP_019095506.1	XM_019239961.1	LOC109125051
XP_010466520.1	XM_010468218.2	LOC104746662
XP_010466610.1	XM_010468308.2	LOC104746760
XP_010466717.1	XM_010468415.2	LOC104746843
XP_010466814.1	XM_010468512.2	LOC104746930
XP_010466909.1	XM_010468607.2	LOC104747012
XP_010467071.1	XM_010468769.1	LOC104747100
XP_019095706.1	XM_019240161.1	LOC104703883
XP_010467177.1	XM_010468875.2	LOC104747240
XP_010467276.1	XM_010468974.1	LOC104747320
XP_010418287.1	XM_010419985.2	LOC104703893
XP_010467441.1	XM_010469139.2	LOC104747474
XP_010467938.1	XM_010469636.2	LOC104747836
XP_010467998.1	XM_010469696.2	LOC104747836
XP_010467877.1	XM_010469575.2	LOC104747836
XP_010468063.1	XM_010469761.2	LOC104747836
XP_010468121.1	XM_010469819.2	LOC104747836
XP_010468178.1	XM_010469876.2	LOC104747836
XP_010467712.1	XM_010469410.2	LOC104745059
XP_010467777.1	XM_010469475.2	LOC104745059
XP_010467544.1	XM_010469242.2	LOC104747559
XP_010467611.1	XM_010469309.2	LOC104747559
XP_010468254.1	XM_010469952.2	LOC104748256
XP_010468320.1	XM_010470018.2	LOC104748339
XP_010468385.1	XM_010470083.2	LOC104748413
XP_010468440.1	XM_010470138.2	LOC104748486
XP_010418298.1	XM_010419996.1	LOC104703902
XP_010468499.1	XM_010470197.2	LOC104748555
XP_010468550.1	XM_010470248.2	LOC104748624
XP_010468616.1	XM_010470314.2	LOC104748687
XP_010418308.2	XM_010420006.2	LOC104703913
XP_010468791.1	XM_010470489.2	LOC104748881
XP_019100784.1	XM_019245239.1	LOC104748758
XP_010468834.1	XM_010470532.1	LOC104748956
XP_010469013.1	XM_010470711.2	LOC104749104
XP_010469113.1	XM_010470811.2	LOC104749190
XP_010469281.1	XM_010470979.2	LOC104749285
XP_010469357.1	XM_010471055.2	LOC104749285
XP_019100797.1	XM_019245252.1	LOC104749285
XP_010418319.1	XM_010420017.2	LOC104703923
XP_010418330.1	XM_010420028.1	LOC104703932
