protein	mRNA	gene
XP_020867120.1	XM_021011461.1	LOC9328300
XP_020867119.1	XM_021011460.1	LOC9325587
XP_002892239.1	XM_002892193.2	LOC9328301
XP_002889523.1	XM_002889477.2	LOC9328302
XP_020869184.1	XM_021013525.1	LOC9328302
XP_002892240.1	XM_002892194.2	LOC9325588
XP_020867676.1	XM_021012017.1	LOC110224799
XP_020867675.1	XM_021012016.1	LOC9328304
XP_020868343.1	XM_021012684.1	LOC9328305
XP_002889524.1	XM_002889478.2	LOC9328305
XP_020868344.1	XM_021012685.1	LOC9325589
XP_002889525.1	XM_002889479.2	LOC9328306
XP_020867336.1	XM_021011677.1	LOC9325591
XP_020867337.1	XM_021011678.1	LOC9325591
XP_002892245.1	XM_002892199.2	LOC9328307
XP_020867338.1	XM_021011679.1	LOC9328308
XP_020867335.1	XM_021011676.1	LOC9328309
XP_020867334.1	XM_021011675.1	LOC9328309
XP_002892248.1	XM_002892202.2	LOC9328310
XP_002892249.2	XM_002892203.2	LOC9328311
XP_020867914.1	XM_021012255.1	LOC9328312
XP_020867915.1	XM_021012256.1	LOC9328313
XP_002892251.1	XM_002892205.2	LOC9325592
XP_020870541.1	XM_021014882.1	LOC9328314
XP_002892253.2	XM_002892207.2	LOC9328315
XP_002889528.1	XM_002889482.2	LOC9328316
XP_020870550.1	XM_021014891.1	LOC9328316
XP_020870548.1	XM_021014889.1	LOC9325593
XP_020870547.1	XM_021014888.1	LOC9325593
XP_020870549.1	XM_021014890.1	LOC9325593
XP_020870546.1	XM_021014887.1	LOC9325594
XP_020870545.1	XM_021014886.1	LOC9325594
XP_002892254.1	XM_002892208.2	LOC9325594
XP_020870542.1	XM_021014883.1	LOC9325594
XP_020870543.1	XM_021014884.1	LOC9325594
XP_020870544.1	XM_021014885.1	LOC9325594
XP_020870369.1	XM_021014710.1	LOC9328317
XP_020869196.1	XM_021013537.1	LOC110225027
XP_002889530.1	XM_002889484.2	LOC9328318
XP_020868759.1	XM_021013100.1	LOC9328318
XP_002892256.1	XM_002892210.2	LOC9325595
XP_002892257.1	XM_002892211.2	LOC9328319
XP_002892258.1	XM_002892212.2	LOC9328320
XP_020870003.1	XM_021014344.1	LOC9328320
XP_020870963.1	XM_021015304.1	LOC9328321
XP_020870965.1	XM_021015306.1	LOC9328321
XP_020870966.1	XM_021015307.1	LOC9328321
XP_020868018.1	XM_021012359.1	LOC9325596
XP_002892259.2	XM_002892213.2	LOC9325597
XP_002892260.1	XM_002892214.2	LOC9328322
XP_002892261.1	XM_002892215.2	LOC9328323
XP_020868713.1	XM_021013054.1	LOC9328323
XP_002892262.1	XM_002892216.2	LOC9328324
XP_020867985.1	XM_021012326.1	LOC9328325
XP_020867986.1	XM_021012327.1	LOC9328326
XP_020867987.1	XM_021012328.1	LOC9328327
XP_002892266.1	XM_002892220.2	LOC9328328
XP_020868787.1	XM_021013128.1	LOC9328328
XP_020868785.1	XM_021013126.1	LOC9325598
XP_002892267.1	XM_002892221.2	LOC9325598
XP_020868786.1	XM_021013127.1	LOC9328329
XP_020869001.1	XM_021013342.1	LOC9325599
XP_002889536.1	XM_002889490.2	LOC9325600
XP_020868136.1	XM_021012477.1	LOC9325601
XP_020867248.1	XM_021011589.1	LOC9328331
XP_002892269.1	XM_002892223.2	LOC9325602
XP_020868215.1	XM_021012556.1	LOC9328332
XP_002892271.1	XM_002892225.2	LOC9328333
XP_020868217.1	XM_021012558.1	LOC9328333
XP_020867624.1	XM_021011965.1	LOC9328334
XP_020867625.1	XM_021011966.1	LOC9328334
XP_020867626.1	XM_021011967.1	LOC9328335
XP_020870781.1	XM_021015122.1	LOC9328336
XP_020870783.1	XM_021015124.1	LOC9328336
XP_020870782.1	XM_021015123.1	LOC9328336
XP_002892274.1	XM_002892228.2	LOC9325603
XP_020870787.1	XM_021015128.1	LOC9328337
XP_020870789.1	XM_021015130.1	LOC9325604
XP_020870784.1	XM_021015125.1	LOC110225418
XP_020870786.1	XM_021015127.1	LOC110225418
XP_020870785.1	XM_021015126.1	LOC110225418
XP_002889541.1	XM_002889495.2	LOC9325605
XP_020866776.1	XM_021011117.1	LOC9325606
XP_002892276.1	XM_002892230.2	LOC9328338
XP_020868039.1	XM_021012380.1	LOC9328339
XP_002892277.1	XM_002892231.2	LOC9325607
XP_020868037.1	XM_021012378.1	LOC9328340
XP_020868038.1	XM_021012379.1	LOC9328340
XP_002892279.1	XM_002892233.2	LOC9328341
XP_020868040.1	XM_021012381.1	LOC9328341
XP_020868041.1	XM_021012382.1	LOC9328341
XP_002892280.1	XM_002892234.2	LOC9328342
XP_020866577.1	XM_021010918.1	LOC110224604
XP_020869721.1	XM_021014062.1	LOC9325608
XP_002892282.1	XM_002892236.2	LOC9328344
XP_020869139.1	XM_021013480.1	LOC110225014
XP_002889544.1	XM_002889498.2	LOC9328345
XP_002892283.1	XM_002892237.2	LOC9325609
XP_020870008.1	XM_021014349.1	LOC9328346
XP_002889545.2	XM_002889499.2	LOC9328347
XP_020871005.1	XM_021015346.1	LOC9328347
XP_002889546.1	XM_002889500.2	LOC9325610
XP_020866405.1	XM_021010746.1	LOC9325611
XP_020866998.1	XM_021011339.1	LOC9328348
XP_002892286.1	XM_002892240.2	LOC9325612
XP_020866999.1	XM_021011340.1	LOC9325612
XP_020868952.1	XM_021013293.1	LOC9328349
XP_002892288.1	XM_002892242.2	LOC9328350
XP_020869859.1	XM_021014200.1	LOC9328351
XP_020868962.1	XM_021013303.1	LOC110224985
XP_020870601.1	XM_021014942.1	LOC9325613
XP_002892290.2	XM_002892244.2	LOC9328352
XP_020868615.1	XM_021012956.1	LOC9328353
XP_020868613.1	XM_021012954.1	LOC110224945
XP_020868614.1	XM_021012955.1	LOC110224945
XP_002889550.2	XM_002889504.2	LOC9325614
XP_020869215.1	XM_021013556.1	LOC9325614
XP_020869673.1	XM_021014014.1	LOC9325615
XP_020870561.1	XM_021014902.1	LOC9328354
XP_020870560.1	XM_021014901.1	LOC9328354
XP_020866808.1	XM_021011149.1	LOC9328355
XP_020866809.1	XM_021011150.1	LOC9325616
XP_020866807.1	XM_021011148.1	LOC9325617
XP_002892295.1	XM_002892249.2	LOC9328357
XP_020870343.1	XM_021014684.1	LOC9328358
XP_020870342.1	XM_021014683.1	LOC9325618
XP_002892298.2	XM_002892252.2	LOC9325619
XP_020869875.1	XM_021014216.1	LOC9328361
XP_002892300.2	XM_002892254.2	LOC9328362
XP_020866557.1	XM_021010898.1	LOC9328363
XP_002892302.1	XM_002892256.2	LOC9328364
XP_020867978.1	XM_021012319.1	LOC9328365
XP_020867979.1	XM_021012320.1	LOC9328365
XP_020867980.1	XM_021012321.1	LOC9325620
XP_002889556.1	XM_002889510.2	LOC9325620
XP_020867981.1	XM_021012322.1	LOC9325621
XP_002892303.1	XM_002892257.2	LOC9325621
XP_020870366.1	XM_021014707.1	LOC9328366
XP_020867573.1	XM_021011914.1	LOC9328367
XP_020867574.1	XM_021011915.1	LOC9328367
XP_020867570.1	XM_021011911.1	LOC9325622
XP_020867571.1	XM_021011912.1	LOC9325622
XP_020867572.1	XM_021011913.1	LOC110224781
XP_002892305.1	XM_002892259.2	LOC9325623
XP_002892306.1	XM_002892260.2	LOC9328368
XP_020869869.1	XM_021014210.1	LOC110225183
XP_020871011.1	XM_021015352.1	LOC9328369
XP_020871015.1	XM_021015356.1	LOC9328370
XP_020869843.1	XM_021014184.1	LOC9328371
XP_020869842.1	XM_021014183.1	LOC9328371
XP_002889559.1	XM_002889513.2	LOC9328371
XP_020869837.1	XM_021014178.1	LOC110225168
XP_020869839.1	XM_021014180.1	LOC110225168
XP_020869841.1	XM_021014182.1	LOC110225168
XP_020869840.1	XM_021014181.1	LOC110225168
XP_020869173.1	XM_021013514.1	LOC9325624
XP_002889560.1	XM_002889514.2	LOC9325624
XP_020869172.1	XM_021013513.1	LOC9325624
XP_020869174.1	XM_021013515.1	LOC9325624
XP_020869170.1	XM_021013511.1	LOC110225020
XP_020869175.1	XM_021013516.1	LOC9325625
XP_020868968.1	XM_021013309.1	LOC9325626
XP_020870211.1	XM_021014552.1	LOC9325627
XP_020870212.1	XM_021014553.1	LOC110225262
XP_020870213.1	XM_021014554.1	LOC110225262
XP_020869990.1	XM_021014331.1	LOC9325628
XP_020869989.1	XM_021014330.1	LOC110225205
XP_020869328.1	XM_021013669.1	LOC9325629
XP_020869332.1	XM_021013673.1	LOC9325629
XP_020869329.1	XM_021013670.1	LOC9325629
XP_020869330.1	XM_021013671.1	LOC9325629
XP_020869331.1	XM_021013672.1	LOC9325629
XP_020869686.1	XM_021014027.1	LOC9325630
XP_020867821.1	XM_021012162.1	LOC9325631
XP_002889568.1	XM_002889522.2	LOC9325632
XP_002889569.1	XM_002889523.2	LOC9325633
XP_020867687.1	XM_021012028.1	LOC9325634
XP_020867701.1	XM_021012042.1	LOC110224800
XP_002892309.1	XM_002892263.2	LOC9325635
XP_020867688.1	XM_021012029.1	LOC9328372
XP_020867689.1	XM_021012030.1	LOC9328372
XP_020867690.1	XM_021012031.1	LOC9328373
XP_020867691.1	XM_021012032.1	LOC9328373
XP_020867694.1	XM_021012035.1	LOC9325636
XP_020867700.1	XM_021012041.1	LOC9325636
XP_020867699.1	XM_021012040.1	LOC9325636
XP_020867697.1	XM_021012038.1	LOC9325636
XP_020867693.1	XM_021012034.1	LOC9325636
XP_020867695.1	XM_021012036.1	LOC9325636
XP_020867692.1	XM_021012033.1	LOC9325636
XP_020867698.1	XM_021012039.1	LOC9325636
XP_020867696.1	XM_021012037.1	LOC9325636
XP_020866789.1	XM_021011130.1	LOC9328374
XP_020869097.1	XM_021013438.1	LOC9325637
XP_002889574.1	XM_002889528.2	LOC9325638
XP_020869101.1	XM_021013442.1	LOC9328375
XP_020869102.1	XM_021013443.1	LOC9328375
XP_020869096.1	XM_021013437.1	LOC9325640
XP_020869103.1	XM_021013444.1	LOC9325641
XP_002889578.1	XM_002889532.2	LOC9325642
XP_020869098.1	XM_021013439.1	LOC110225006
XP_020867423.1	XM_021011764.1	LOC9325643
XP_020867424.1	XM_021011765.1	LOC9325643
XP_020867422.1	XM_021011763.1	LOC9325643
XP_020870588.1	XM_021014929.1	LOC9328376
XP_020870589.1	XM_021014930.1	LOC9328376
XP_002889579.1	XM_002889533.2	LOC9328377
XP_002892315.1	XM_002892269.2	LOC9325644
XP_002889580.1	XM_002889534.2	LOC9328378
XP_002889581.1	XM_002889535.2	LOC9325645
XP_002889582.2	XM_002889536.2	LOC9325646
XP_020867848.1	XM_021012189.1	LOC9325647
XP_002892317.1	XM_002892271.2	LOC9328379
XP_020867850.1	XM_021012191.1	LOC9328380
XP_020867849.1	XM_021012190.1	LOC9328380
XP_020867846.1	XM_021012187.1	LOC9325648
XP_002892318.1	XM_002892272.2	LOC9325648
XP_002889584.1	XM_002889538.2	LOC9328382
XP_002889585.1	XM_002889539.2	LOC9325649
XP_002889586.1	XM_002889540.2	LOC9325650
XP_002892320.1	XM_002892274.2	LOC9325651
XP_020869888.1	XM_021014229.1	LOC9328383
XP_020869886.1	XM_021014227.1	LOC9328383
XP_020869887.1	XM_021014228.1	LOC9328383
XP_020870752.1	XM_021015093.1	LOC110225409
XP_020867028.1	XM_021011369.1	LOC110224699
XP_002889587.1	XM_002889541.2	LOC9328384
XP_020867032.1	XM_021011373.1	LOC110224700
XP_020867029.1	XM_021011370.1	LOC9325652
XP_020867030.1	XM_021011371.1	LOC9325652
XP_020867031.1	XM_021011372.1	LOC9325652
XP_002889588.1	XM_002889542.2	LOC9328386
XP_020870756.1	XM_021015097.1	LOC9325653
XP_002892324.1	XM_002892278.2	LOC9325653
XP_020870498.1	XM_021014839.1	LOC9328387
XP_002889590.2	XM_002889544.2	LOC9325654
XP_002892325.1	XM_002892279.2	LOC9325655
XP_002892326.1	XM_002892280.2	LOC9328388
XP_002892327.1	XM_002892281.2	LOC9328389
XP_020866507.1	XM_021010848.1	LOC9328390
XP_002889591.1	XM_002889545.2	LOC9328390
XP_020866505.1	XM_021010846.1	LOC9325656
XP_020866506.1	XM_021010847.1	LOC9325656
XP_002889592.1	XM_002889546.2	LOC9325656
XP_002889593.1	XM_002889547.2	LOC9325657
XP_002889594.1	XM_002889548.2	LOC9325658
XP_020867245.1	XM_021011586.1	LOC9325658
XP_020867244.1	XM_021011585.1	LOC9325658
XP_020867246.1	XM_021011587.1	LOC9325659
XP_020868982.1	XM_021013323.1	LOC9325660
XP_002889596.1	XM_002889550.2	LOC9328392
XP_020868844.1	XM_021013185.1	LOC9325661
XP_020868842.1	XM_021013183.1	LOC9325661
XP_020868845.1	XM_021013186.1	LOC9325661
XP_020868843.1	XM_021013184.1	LOC9325661
XP_002892331.1	XM_002892285.2	LOC9328393
XP_020870698.1	XM_021015039.1	LOC9328393
XP_020869821.1	XM_021014162.1	LOC9328394
XP_002892332.1	XM_002892286.2	LOC9328394
XP_020866793.1	XM_021011134.1	LOC9328395
XP_020867774.1	XM_021012115.1	LOC9328396
XP_002889598.1	XM_002889552.2	LOC9325662
XP_002889599.1	XM_002889553.2	LOC9325663
XP_002892334.2	XM_002892288.2	LOC9325664
XP_002892335.1	XM_002892289.2	LOC9328397
XP_002892336.2	XM_002892290.2	LOC9328398
XP_002892337.2	XM_002892291.2	LOC9328399
XP_002889600.1	XM_002889554.2	LOC9328401
XP_002889601.1	XM_002889555.2	LOC9325665
XP_020866438.1	XM_021010779.1	LOC9325665
XP_020866439.1	XM_021010780.1	LOC9325665
XP_020866441.1	XM_021010782.1	LOC9325665
XP_002892339.1	XM_002892293.2	LOC9325666
XP_020868468.1	XM_021012809.1	LOC9328403
XP_020868467.1	XM_021012808.1	LOC9328403
XP_020868466.1	XM_021012807.1	LOC9328403
XP_020868470.1	XM_021012811.1	LOC9325667
XP_002892341.1	XM_002892295.2	LOC9325668
XP_002892342.1	XM_002892296.2	LOC9328404
XP_002889604.1	XM_002889558.2	LOC9328405
XP_002892343.1	XM_002892297.2	LOC9325669
XP_020868997.1	XM_021013338.1	LOC9328406
XP_002889605.1	XM_002889559.2	LOC9328406
XP_020868999.1	XM_021013340.1	LOC9328406
XP_020869000.1	XM_021013341.1	LOC9325670
XP_002889606.1	XM_002889560.2	LOC9328407
XP_020868044.1	XM_021012385.1	LOC9328407
XP_020867816.1	XM_021012157.1	LOC9325671
XP_002889607.1	XM_002889561.2	LOC9325671
XP_020867817.1	XM_021012158.1	LOC9325672
XP_020867814.1	XM_021012155.1	LOC9328408
XP_002889608.1	XM_002889562.2	LOC9328408
XP_002892346.1	XM_002892300.2	LOC9325673
XP_020869236.1	XM_021013577.1	LOC110225033
XP_002892347.1	XM_002892301.2	LOC9328409
XP_020869234.1	XM_021013575.1	LOC9328410
XP_020869235.1	XM_021013576.1	LOC9328410
XP_002889609.1	XM_002889563.2	LOC9328411
XP_002892349.1	XM_002892303.2	LOC9325674
XP_020869233.1	XM_021013574.1	LOC9328412
XP_020869238.1	XM_021013579.1	LOC9328413
XP_020869237.1	XM_021013578.1	LOC9328413
XP_020869239.1	XM_021013580.1	LOC9328413
XP_002892351.1	XM_002892305.2	LOC9328413
XP_020868604.1	XM_021012945.1	LOC9328414
XP_020868603.1	XM_021012944.1	LOC9328414
XP_020868602.1	XM_021012943.1	LOC9328414
XP_002889611.1	XM_002889565.2	LOC9328414
XP_020868606.1	XM_021012947.1	LOC9328414
XP_020868601.1	XM_021012942.1	LOC110224944
XP_020868611.1	XM_021012952.1	LOC9325676
XP_002892352.1	XM_002892306.2	LOC9325677
XP_002889613.1	XM_002889567.2	LOC9328415
XP_020868589.1	XM_021012930.1	LOC9328415
XP_020868609.1	XM_021012950.1	LOC9325678
XP_020868610.1	XM_021012951.1	LOC9325678
XP_002892353.1	XM_002892307.2	LOC9325679
XP_002892354.1	XM_002892308.2	LOC9328416
XP_020868607.1	XM_021012948.1	LOC9328416
XP_002892355.2	XM_002892309.2	LOC9328417
XP_020868591.1	XM_021012932.1	LOC9328417
XP_020868592.1	XM_021012933.1	LOC9328417
XP_020868590.1	XM_021012931.1	LOC9328418
XP_002889615.1	XM_002889569.2	LOC9328419
XP_020868594.1	XM_021012935.1	LOC110224943
XP_020868595.1	XM_021012936.1	LOC9325680
XP_002889616.2	XM_002889570.2	LOC9325680
XP_002892357.1	XM_002892311.2	LOC9325681
XP_002892358.1	XM_002892312.2	LOC9328420
XP_020868598.1	XM_021012939.1	LOC9328421
XP_020868597.1	XM_021012938.1	LOC9328421
XP_020868596.1	XM_021012937.1	LOC9328421
XP_002889618.1	XM_002889572.2	LOC9325682
XP_020868600.1	XM_021012941.1	LOC9325683
XP_002892360.1	XM_002892314.2	LOC9328422
XP_020868599.1	XM_021012940.1	LOC9328422
XP_002889620.1	XM_002889574.2	LOC9325684
XP_020868593.1	XM_021012934.1	LOC9325685
XP_002889621.1	XM_002889575.2	LOC9328424
XP_020869367.1	XM_021013708.1	LOC9328425
XP_020869368.1	XM_021013709.1	LOC9325687
XP_020869370.1	XM_021013711.1	LOC9325687
XP_020869369.1	XM_021013710.1	LOC9325687
XP_002892364.2	XM_002892318.2	LOC9328426
XP_002889623.1	XM_002889577.2	LOC9328427
XP_002892365.1	XM_002892319.2	LOC9325688
XP_002889624.1	XM_002889578.2	LOC9328428
XP_020869371.1	XM_021013712.1	LOC110225056
XP_020870138.1	XM_021014479.1	LOC9325689
XP_020866474.1	XM_021010815.1	LOC9325690
XP_020866669.1	XM_021011010.1	LOC9328431
XP_002889626.2	XM_002889580.2	LOC9328432
XP_002889627.1	XM_002889581.2	LOC9325691
XP_020870307.1	XM_021014648.1	LOC9325692
XP_020868993.1	XM_021013334.1	LOC110224990
XP_002889628.1	XM_002889582.2	LOC9328433
XP_002892371.1	XM_002892325.2	LOC9325693
XP_020869090.1	XM_021013431.1	LOC110225004
XP_020869092.1	XM_021013433.1	LOC110225004
XP_020867216.1	XM_021011557.1	LOC9328435
XP_002892373.1	XM_002892327.2	LOC9325694
XP_020867217.1	XM_021011558.1	LOC110224728
XP_020867219.1	XM_021011560.1	LOC9328436
XP_020867218.1	XM_021011559.1	LOC9328436
XP_020867220.1	XM_021011561.1	LOC9328436
XP_020867221.1	XM_021011562.1	LOC9328436
XP_020870214.1	XM_021014555.1	LOC110225263
XP_020867295.1	XM_021011636.1	LOC9325695
XP_020867294.1	XM_021011635.1	LOC9328437
XP_002892376.1	XM_002892330.2	LOC9328438
XP_002892377.2	XM_002892331.2	LOC9328439
XP_020867297.1	XM_021011638.1	LOC9328439
XP_020867296.1	XM_021011637.1	LOC9328439
XP_002892378.1	XM_002892332.2	LOC9328440
XP_020868783.1	XM_021013124.1	LOC9328440
XP_020868784.1	XM_021013125.1	LOC9328441
XP_020868782.1	XM_021013123.1	LOC9325696
XP_002892379.1	XM_002892333.2	LOC9325697
XP_020867493.1	XM_021011834.1	LOC9328442
XP_020867492.1	XM_021011833.1	LOC9328442
XP_020867494.1	XM_021011835.1	LOC9328442
XP_002892381.1	XM_002892335.2	LOC9328443
XP_002889633.1	XM_002889587.2	LOC9328444
XP_020871007.1	XM_021015348.1	LOC9325698
XP_020869020.1	XM_021013361.1	LOC9328445
XP_020870848.1	XM_021015189.1	LOC110225436
XP_020866373.1	XM_021010714.1	LOC9328446
XP_020870771.1	XM_021015112.1	LOC110225414
XP_020870772.1	XM_021015113.1	LOC110225414
XP_020869580.1	XM_021013921.1	LOC9328447
XP_020870673.1	XM_021015014.1	LOC9325699
XP_020870924.1	XM_021015265.1	LOC9328448
XP_002889635.1	XM_002889589.2	LOC9328449
XP_002892387.1	XM_002892341.2	LOC9325700
XP_020870923.1	XM_021015264.1	LOC9325700
XP_002889636.1	XM_002889590.2	LOC9328450
XP_002892388.1	XM_002892342.2	LOC9325701
XP_020866521.1	XM_021010862.1	LOC9328451
XP_020869242.1	XM_021013583.1	LOC9328452
XP_002889638.1	XM_002889592.2	LOC9325702
XP_002892390.1	XM_002892344.2	LOC9325703
XP_002892391.1	XM_002892345.2	LOC9328453
XP_020867665.1	XM_021012006.1	LOC9328454
XP_020867664.1	XM_021012005.1	LOC9328454
XP_020866078.1	XM_021010419.1	LOC9325704
XP_020866079.1	XM_021010420.1	LOC9325704
XP_002892393.2	XM_002892347.2	LOC9328455
XP_020866492.1	XM_021010833.1	LOC9328456
XP_020866493.1	XM_021010834.1	LOC9328457
XP_020866491.1	XM_021010832.1	LOC9325705
XP_002889642.1	XM_002889596.2	LOC9325706
XP_020866943.1	XM_021011284.1	LOC9325707
XP_002892395.2	XM_002892349.2	LOC9325707
XP_020866945.1	XM_021011286.1	LOC9325707
XP_020866947.1	XM_021011288.1	LOC9325707
XP_020866949.1	XM_021011290.1	LOC9325707
XP_020866948.1	XM_021011289.1	LOC9325707
XP_020866944.1	XM_021011285.1	LOC9325707
XP_020866946.1	XM_021011287.1	LOC9325707
XP_020866942.1	XM_021011283.1	LOC9328458
XP_002889643.1	XM_002889597.2	LOC9328459
XP_002892397.2	XM_002892351.2	LOC9325708
XP_002889644.2	XM_002889598.2	LOC9328460
XP_020869762.1	XM_021014103.1	LOC9328460
XP_020869758.1	XM_021014099.1	LOC9325709
XP_020869760.1	XM_021014101.1	LOC9325709
XP_020869761.1	XM_021014102.1	LOC9325709
XP_020869766.1	XM_021014107.1	LOC9325710
XP_002889646.1	XM_002889600.2	LOC9325710
XP_020869765.1	XM_021014106.1	LOC9325710
XP_002889647.1	XM_002889601.2	LOC9325711
XP_020869764.1	XM_021014105.1	LOC9325711
XP_020869763.1	XM_021014104.1	LOC9325712
XP_020869988.1	XM_021014329.1	LOC9328461
XP_020866558.1	XM_021010899.1	LOC9328462
XP_020870900.1	XM_021015241.1	LOC9328463
XP_020870898.1	XM_021015239.1	LOC9325713
XP_020870899.1	XM_021015240.1	LOC9325713
XP_002892401.1	XM_002892355.2	LOC9325714
XP_002889650.1	XM_002889604.2	LOC9328464
XP_020870897.1	XM_021015238.1	LOC9325715
XP_020870896.1	XM_021015237.1	LOC9325715
XP_020870901.1	XM_021015242.1	LOC9328465
XP_002892403.1	XM_002892357.2	LOC9325716
XP_002889652.1	XM_002889606.2	LOC9328466
XP_020870888.1	XM_021015229.1	LOC110225449
XP_020870887.1	XM_021015228.1	LOC9325717
XP_020870889.1	XM_021015230.1	LOC9328467
XP_002892405.1	XM_002892359.2	LOC9328467
XP_020870904.1	XM_021015245.1	LOC9328468
XP_020870885.1	XM_021015226.1	LOC110225448
XP_020870892.1	XM_021015233.1	LOC9328469
XP_020870891.1	XM_021015232.1	LOC9328469
XP_020870895.1	XM_021015236.1	LOC9328469
XP_020870893.1	XM_021015234.1	LOC9328469
XP_020870890.1	XM_021015231.1	LOC9328470
XP_020870902.1	XM_021015243.1	LOC110225450
XP_020868458.1	XM_021012799.1	LOC9328471
XP_020868455.1	XM_021012796.1	LOC110224931
XP_020868456.1	XM_021012797.1	LOC110224931
XP_020868457.1	XM_021012798.1	LOC110224931
XP_020868755.1	XM_021013096.1	LOC9328472
XP_020868756.1	XM_021013097.1	LOC9325718
XP_020868757.1	XM_021013098.1	LOC9325718
XP_002892410.1	XM_002892364.2	LOC9325718
XP_020868754.1	XM_021013095.1	LOC9328473
XP_002892412.1	XM_002892366.2	LOC9328474
XP_020868758.1	XM_021013099.1	LOC9328475
XP_002892413.1	XM_002892367.2	LOC9325719
XP_020870585.1	XM_021014926.1	LOC9328476
XP_020870238.1	XM_021014579.1	LOC9325720
XP_020870239.1	XM_021014580.1	LOC9325720
XP_002889656.1	XM_002889610.2	LOC9325720
XP_002889657.1	XM_002889611.2	LOC9325721
XP_020868737.1	XM_021013078.1	LOC9325723
XP_002889659.1	XM_002889613.2	LOC9325723
XP_020868738.1	XM_021013079.1	LOC110224957
XP_020870227.1	XM_021014568.1	LOC9325724
XP_002892415.1	XM_002892369.2	LOC9328477
XP_020870230.1	XM_021014571.1	LOC9328478
XP_020870228.1	XM_021014569.1	LOC110224127
XP_020870229.1	XM_021014570.1	LOC110224127
XP_020870231.1	XM_021014572.1	LOC110225267
XP_002889660.1	XM_002889614.2	LOC9328479
XP_002889661.1	XM_002889615.2	LOC9325725
XP_020866790.1	XM_021011131.1	LOC9325726
XP_002889663.1	XM_002889617.2	LOC9328480
XP_002892418.1	XM_002892372.2	LOC9325728
XP_020868539.1	XM_021012880.1	LOC9328481
XP_002892419.1	XM_002892373.2	LOC9328481
XP_020868540.1	XM_021012881.1	LOC9328481
XP_020868538.1	XM_021012879.1	LOC9328482
XP_020869393.1	XM_021013734.1	LOC9325729
XP_020868701.1	XM_021013042.1	LOC9325730
XP_020868703.1	XM_021013044.1	LOC9325730
XP_020868702.1	XM_021013043.1	LOC9325730
XP_020868710.1	XM_021013051.1	LOC9325731
XP_020868706.1	XM_021013047.1	LOC9328483
XP_020868707.1	XM_021013048.1	LOC9328483
XP_002889668.1	XM_002889622.2	LOC9325732
XP_020868704.1	XM_021013045.1	LOC9325733
XP_020868709.1	XM_021013050.1	LOC9325734
XP_020868705.1	XM_021013046.1	LOC9328484
XP_020867409.1	XM_021011750.1	LOC9328485
XP_020867408.1	XM_021011749.1	LOC9328485
XP_020867407.1	XM_021011748.1	LOC9328485
XP_002892423.1	XM_002892377.2	LOC9328485
XP_020867411.1	XM_021011752.1	LOC9328486
XP_020867412.1	XM_021011753.1	LOC9328486
XP_020867786.1	XM_021012127.1	LOC9325735
XP_020867787.1	XM_021012128.1	LOC9325735
XP_020867785.1	XM_021012126.1	LOC9325735
XP_020869016.1	XM_021013357.1	LOC9325736
XP_020867784.1	XM_021012125.1	LOC9325737
XP_002889674.1	XM_002889628.2	LOC9325738
XP_020870838.1	XM_021015179.1	LOC9325739
XP_020870839.1	XM_021015180.1	LOC110225434
XP_020870840.1	XM_021015181.1	LOC110225434
XP_020870841.1	XM_021015182.1	LOC9328487
XP_020870842.1	XM_021015183.1	LOC9328488
XP_020870844.1	XM_021015185.1	LOC9328488
XP_002892426.1	XM_002892380.2	LOC9325740
XP_020870250.1	XM_021014591.1	LOC9328489
XP_020870251.1	XM_021014592.1	LOC9328490
XP_002889677.1	XM_002889631.2	LOC9325741
XP_020866859.1	XM_021011200.1	LOC110224675
XP_020866857.1	XM_021011198.1	LOC110224675
XP_020866856.1	XM_021011197.1	LOC110224675
XP_020866858.1	XM_021011199.1	LOC110224675
XP_020866855.1	XM_021011196.1	LOC9325742
XP_020870050.1	XM_021014391.1	LOC9328491
XP_020870049.1	XM_021014390.1	LOC9328491
XP_002889678.2	XM_002889632.2	LOC9328492
XP_020867704.1	XM_021012045.1	LOC9328492
