Orthogroup	Aethionema_saxatile	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_napus	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_amara	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Erysimum_linariifolium	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Odontarrhena_muralis	Raphanus_sativus
OG0043004					AL4G28110																		
OG0043005					nbis-gene-1064																		
OG0043006					AL4G28530																		
OG0043007					AL4G28560																		
OG0043008					nbis-gene-1069																		
OG0043009					nbis-gene-1073																		
OG0043010					AL4G29470																		
OG0043011					AL4G29690																		
OG0043012					AL4G29940																		
OG0043013					AL4G29980																		
OG0043014					nbis-gene-1077																		
OG0043015					nbis-gene-1079																		
OG0043016					AL4G31230																		
OG0043017					AL4G31850																		
OG0043018					AL4G32800																		
OG0043019					AL4G33050																		
OG0043020					nbis-gene-1088																		
OG0043021					nbis-gene-1094																		
OG0043022					nbis-gene-1096																		
OG0043023					nbis-gene-1097																		
OG0043024					nbis-gene-1098																		
OG0043025					nbis-gene-1099																		
OG0043026					nbis-gene-1100																		
OG0043027					AL4G34320																		
OG0043028					AL4G34350																		
OG0043029					AL4G34360																		
OG0043030					nbis-gene-1103																		
OG0043031					nbis-gene-1105																		
OG0043032					AL4G35280																		
OG0043033					nbis-gene-1110																		
OG0043034					AL4G35920																		
OG0043035					AL4G36460																		
OG0043036					AL4G37090																		
OG0043037					AL4G37110																		
OG0043038					AL4G37710																		
OG0043039					nbis-gene-1129																		
OG0043040					nbis-gene-1130																		
OG0043041					nbis-gene-1131																		
OG0043042					AL4G38550																		
OG0043043					AL4G38740																		
OG0043044					AL4G39040																		
OG0043045					nbis-gene-1135																		
OG0043046					AL4G39370																		
OG0043047					nbis-gene-1136																		
OG0043048					AL4G40880																		
OG0043049					nbis-gene-1144																		
OG0043050					AL4G41340																		
OG0043051					AL4G41350																		
OG0043052					nbis-gene-1146																		
OG0043053					AL4G41920																		
OG0043054					AL4G42080																		
OG0043055					AL4G42090																		
OG0043056					AL4G42390																		
OG0043057					nbis-gene-1150																		
OG0043058					nbis-gene-1157																		
OG0043059					AL4G43110																		
OG0043060					AL4G43480																		
OG0043061					AL4G43760																		
OG0043062					AL4G43810																		
OG0043063					AL4G43880																		
OG0043064					AL4G45000																		
OG0043065					nbis-gene-1164																		
OG0043066					nbis-gene-1165																		
OG0043067					AL4G45350																		
OG0043068					AL4G45440																		
OG0043069					AL4G45450																		
OG0043070					AL4G45570																		
OG0043071					nbis-gene-1166																		
OG0043072					AL4G45710																		
OG0043073					AL4G46140																		
OG0043074					AL4G46440																		
OG0043075					AL4G46530																		
OG0043076					AL4G46580																		
OG0043077					AL4G47590																		
OG0043078					AL5G10180																		
OG0043079					AL5G10270																		
OG0043080					AL5G10530																		
OG0043081					AL5G10620																		
OG0043082					AL5G10640																		
OG0043083					AL5G10660																		
OG0043084					nbis-gene-1184																		
OG0043085					AL5G11140																		
OG0043086					nbis-gene-1186																		
OG0043087					AL5G11710																		
OG0043088					AL5G11980																		
OG0043089					AL5G12390																		
OG0043090					nbis-gene-1192																		
OG0043091					nbis-gene-1195																		
OG0043092					AL5G14370																		
OG0043093					AL5G14450																		
OG0043094					AL5G14480																		
OG0043095					AL5G14670																		
OG0043096					nbis-gene-1207																		
OG0043097					nbis-gene-1211																		
OG0043098					nbis-gene-1212																		
OG0043099					AL5G15280																		
OG0043100					AL5G15340																		
OG0043101					nbis-gene-1219																		
OG0043102					nbis-gene-1221																		
OG0043103					AL5G16330																		
OG0043104					AL5G17100																		
OG0043105					nbis-gene-1231																		
OG0043106					AL5G17570																		
OG0043107					nbis-gene-1236																		
OG0043108					AL5G17820																		
OG0043109					nbis-gene-1238																		
OG0043110					nbis-gene-1240																		
OG0043111					AL5G18220																		
OG0043112					nbis-gene-1241																		
OG0043113					nbis-gene-1242																		
OG0043114					nbis-gene-1245																		
OG0043115					AL5G18760																		
OG0043116					nbis-gene-1254																		
OG0043117					nbis-gene-1255																		
OG0043118					AL5G19130																		
OG0043119					nbis-gene-1256																		
OG0043120					AL5G19370																		
OG0043121					AL5G19530																		
OG0043122					nbis-gene-1259																		
OG0043123					nbis-gene-1263																		
OG0043124					AL5G20030																		
OG0043125					nbis-gene-1266																		
OG0043126					AL5G20110																		
OG0043127					AL5G20140																		
OG0043128					AL5G20190																		
OG0043129					AL5G20440																		
OG0043130					nbis-gene-1269																		
OG0043131					AL5G20860																		
OG0043132					AL5G21000																		
OG0043133					AL5G21040																		
OG0043134					AL5G21060																		
OG0043135					AL5G21080																		
OG0043136					AL5G21130																		
OG0043137					AL5G21200																		
