Orthogroup	Brassica_napus	Cardamine_hirsuta
OG0000098	XP_013657483.2, XP_048622325.1	CARHR220850, CARHR012520
OG0000098	XP_048597623.1, XP_048597733.1, XP_013694439.2, XP_013708508.2, XP_048638194.1	CARHR013070
OG0000099	XP_048627225.1	CARHR046950, CARHR051080, CARHR046970, CARHR051510
OG0000100	XP_048593370.1	CARHR181920, CARHR054690, CARHR054680
OG0000101	XP_048626031.1	CARHR149280, CARHR047170, CARHR047230
OG0000101	XP_048595710.1, XP_048625968.1	CARHR047300, CARHR047090, CARHR047120, CARHR047210, CARHR047270
OG0000101	XP_048609481.1	CARHR047510, CARHR047730
OG0000101	XP_048623626.1	CARHR047180
OG0000104	XP_048597860.1	CARHR007350
OG0000104	XP_048592849.1	CARHR122140, CARHR122190, CARHR122230, CARHR122240
OG0000104	XP_013641320.1	CARHR039100
OG0000104	XP_013739506.2, XP_048609186.1	CARHR097260
OG0000104	XP_048630244.1	CARHR102140
OG0000104	XP_013747135.1, XP_048611967.1	CARHR122150, CARHR122160
OG0000106	XP_022549816.1, XP_013724543.2, XP_048630737.1, XP_013732001.1	CARHR159090
OG0000106	XP_048600690.1, XP_048600692.1, XP_048627462.1, XP_048600689.1, XP_048600029.1, XP_013730902.2	CARHR248580
OG0000106	XP_048607054.1, XP_013655148.2	CARHR084920
OG0000107	XP_013651532.2	CARHR119260, CARHR119250
OG0000107	XP_048626536.1, XP_048612847.1, XP_013721342.1, XP_048612849.1	CARHR095610
OG0000107	XP_013741568.1, XP_013746885.2, XP_048632489.1	CARHR095650
OG0000107	XP_013684958.2, XP_022555319.1	CARHR095640, CARHR095620, CARHR055760
OG0000107	XP_048626537.1	CARHR095660
OG0000108	XP_013647147.2	CARHR174970
OG0000108	XP_048591517.1, XP_013738590.1, XP_013654138.2, XP_048597131.1, XP_013679734.2	CARHR046250
OG0000108	XP_013711330.1	CARHR000040, CARHR188170
OG0000109	XP_048617055.1, XP_048626901.1, XP_048618101.1	CARHR116840
OG0000110	XP_013648313.1, XP_048591595.1, XP_013724438.1	CARHR169600
OG0000110	XP_048620750.1, XP_013663751.2, XP_013724437.1	CARHR169580
OG0000110	XP_013724441.1, XP_048591598.1, XP_013724449.1	CARHR169630
OG0000110	XP_013651996.2, XP_048617731.1	CARHR061850
OG0000111	XP_013742754.2, XP_048630010.1, XP_048636944.1, XP_022571049.1	CARHR214020, CARHR214040
OG0000111	XP_022562617.1, XP_048595446.1	CARHR221770
OG0000111	XP_048615143.1	CARHR213990, CARHR214010
OG0000111	XP_022546436.2	CARHR221750
OG0000111	XP_048597120.1, XP_022571256.1, XP_013708223.1, XP_048620603.1, XP_048597109.1, XP_048620602.1, XP_013690802.1, XP_013707956.2, XP_048597113.1, XP_048620623.1, XP_022546856.2, XP_048597111.1	CARHR164880
OG0000113	XP_013644478.1, XP_048595848.1, XP_013659064.1	CARHR256490, CARHR256450, CARHR175630
OG0000113	XP_013713013.1	CARHR149270
OG0000113	XP_022555930.1	CARHR175110, CARHR175150
OG0000113	XP_013751710.1	CARHR104310
OG0000114	XP_048620720.1	CARHR294530
OG0000114	XP_048605864.1	CARHR202070
OG0000114	XP_013649086.2	CARHR120620
OG0000114	XP_013742280.2, XP_048601725.1, XP_013750066.1, XP_048602540.1, XP_013742273.2, XP_048591888.1	CARHR054550, CARHR054640, CARHR054580
OG0000119	XP_048608170.1, XP_013725180.1, XP_048627629.1, XP_048611711.1, XP_048620164.1, XP_048611930.1, XP_013729112.1, XP_013689486.1, XP_022570381.2, XP_048629988.1, XP_013669078.1, XP_013708039.1, XP_048624841.1, XP_013694934.1, XP_048634902.1	CARHR115250
OG0000119	XP_048611665.1	CARHR292260, CARHR102990
OG0000120	XP_048595818.1, XP_048626059.1, XP_013700597.2, XP_048595780.1	CARHR285170
OG0000120	XP_048593515.1, XP_048621623.1, XP_013690264.1, XP_013739293.2, XP_048617643.1, XP_048617725.1, XP_048637971.1, XP_048617632.1	CARHR293630, CARHR283580, CARHR059500, CARHR058390, CARHR116680, CARHR186430
OG0000120	XP_022548769.1, XP_048623248.1	CARHR208650
OG0000122	XP_013725365.1, XP_013714453.2	CARHR269930
OG0000122	XP_048605308.1, XP_048629042.1, XP_048608260.1, XP_048621011.1, XP_048605309.1	CARHR033430, CARHR033520
OG0000123	XP_048598539.1	CARHR014030
OG0000123	XP_013655114.1, XP_013681615.1	CARHR024520, CARHR027640, CARHR027660, CARHR027650
OG0000123	XP_013652310.2	CARHR014050
OG0000123	XP_013696173.1, XP_013741231.1	CARHR233830
OG0000123	XP_048615718.1	CARHR009210
OG0000124	XP_048599877.1, XP_013680038.1, XP_013739146.1, XP_013679101.1	CARHR182430
OG0000124	XP_013703401.2, XP_013710827.1, XP_048594892.1, XP_013645068.1, XP_048625440.1, XP_013694405.2	CARHR183650, CARHR043800, CARHR123710
OG0000125	XP_013724039.1, XP_048628026.1, XP_013680559.2, XP_013667165.1	CARHR190650
OG0000125	XP_013714507.1, XP_013712083.2	CARHR273520
OG0000125	XP_048610082.1, XP_013733819.1, XP_013647688.1, XP_013702707.1, XP_048633779.1	CARHR121850
OG0000127	XP_048624384.1	CARHR211450
OG0000127	XP_013650485.1	CARHR083490
OG0000127	XP_048615293.1, XP_048635993.1, XP_048591839.1, XP_048617251.1, XP_048592066.1, XP_013746803.3, XP_048634084.1	CARHR107060, CARHR107080, CARHR107070, CARHR107090, CARHR107050, CARHR107100
OG0000130	XP_048631499.1, XP_048628581.1, XP_048628582.1, XP_048631476.1, XP_048627746.1, XP_048627967.1, XP_048627968.1, XP_048611550.1, XP_048604950.1, XP_048629103.1, XP_048628150.1, XP_048631316.1, XP_048621905.1, XP_048623603.1, XP_048599843.1, XP_048604262.1, XP_048622059.1, XP_048611404.1, XP_022552326.1, XP_022552089.1, XP_048605542.1, XP_048627568.1, XP_048617047.1, XP_048614025.1, XP_048628611.1, XP_022557135.2, XP_048606240.1	CARHR288220
OG0000131	XP_048615724.1, XP_013689348.2, XP_013668884.1, XP_048611423.1, XP_048637079.1, XP_048604945.1, XP_048613150.1, XP_013650870.1, XP_048611800.1, XP_013646974.1, XP_048591413.1, XP_022570245.1	CARHR150440
OG0000131	XP_013704250.1, XP_022547453.2	CARHR283860
OG0000133	XP_013700850.2, XP_048606577.1, XP_048593307.1, XP_048638477.1, XP_048636877.1, XP_048623900.1, XP_048625819.1, XP_013694505.2, XP_048601493.1, XP_048601605.1, XP_048633105.1, XP_048610426.1, XP_048606779.1, XP_048595013.1, XP_048616767.1, XP_048630751.1	CARHR184120
OG0000136	XP_048591378.1, XP_013645964.1, XP_013734124.1, XP_013667628.2, XP_013699285.2	CARHR058600
OG0000136	XP_022575046.2	CARHR214760, CARHR214790
OG0000136	XP_013739113.2	CARHR214860
OG0000136	XP_013743506.2, XP_013672039.1	CARHR214830, CARHR214840
OG0000137	XP_048625125.1, XP_013713093.1, XP_048604869.1, XP_022570847.1, XP_048612488.1, XP_048622855.1, XP_048610170.1, XP_048599951.1, XP_022552119.1, XP_013672832.1, XP_013676966.2, XP_013641393.2, XP_013658059.2, XP_048634031.1, XP_048590805.1, XP_013724945.1, XP_048636952.1, XP_048631656.1, XP_048613388.1, XP_013709437.1, XP_048630338.1, XP_048630388.1, XP_048634920.1, XP_022546341.1, XP_013721216.1, XP_048612208.1, XP_013642218.1, XP_048633382.1, XP_022557441.1, XP_013652711.1	CARHR180340
OG0000137	XP_048612120.1	CARHR261370
OG0000138	XP_048615898.1	CARHR113950
OG0000138	XP_013689399.2, XP_022545049.2	CARHR174950
OG0000138	XP_013693477.2	CARHR153120
OG0000138	XP_013644477.2, XP_013703822.2	CARHR153070, CARHR153150, CARHR254660, CARHR113960, CARHR113980
OG0000140	XP_013740286.2, XP_013681326.3, XP_048608044.1, XP_048630919.1	CARHR285410
OG0000140	XP_048606408.1, XP_013713879.2, XP_048604485.1, XP_048606386.1, XP_013674904.1, XP_013733786.2, XP_048604591.1, XP_022556278.2, XP_013743782.2	CARHR272760, CARHR272770, CARHR053670
OG0000140	XP_013729602.1, XP_022549051.2	CARHR285460, CARHR285480
OG0000142	XP_013734927.2, XP_013744626.2	CARHR122540
OG0000142	XP_013744231.2, XP_013744228.3	CARHR119630, CARHR119600, CARHR124170, CARHR124160, CARHR124140
OG0000146	XP_022568478.2, XP_022573244.1, XP_048607276.1, XP_013681201.2	CARHR268710
OG0000146	XP_048607272.1, XP_013680812.1, XP_013652138.1, XP_013665788.1	CARHR268720
OG0000146	XP_013705645.2, XP_013665791.2, XP_048629397.1	CARHR268680
OG0000146	XP_013683699.1, XP_013665789.1, XP_013665790.1, XP_013651101.2	CARHR268700
OG0000146	XP_013646341.2, XP_022573245.1	CARHR268690
OG0000147	XP_048590962.1, XP_048606560.1	CARHR109500
OG0000147	XP_013656312.2	CARHR238090
OG0000147	XP_048606815.1, XP_048603056.1, XP_048624774.1, XP_048598891.1	CARHR271150
OG0000147	XP_013726987.1, XP_013650334.2, XP_013648576.1	CARHR073860
OG0000147	XP_013701019.2	CARHR153650
OG0000147	XP_013681235.2, XP_048632582.1	CARHR104060
OG0000147	XP_048620974.1, XP_013664071.2	CARHR117520
OG0000149	XP_048615922.1, XP_048606719.1	CARHR154830
OG0000149	XP_048598964.1, XP_048602609.1, XP_013682314.2, XP_013682101.1, XP_022551617.2, XP_013682103.1, XP_013732617.1, XP_013681735.2	CARHR273170, CARHR273200, CARHR273210, CARHR273220
OG0000149	XP_048602607.1	CARHR273160
OG0000149	XP_048601079.1	CARHR154780
OG0000150	XP_013738578.3, XP_022558375.1	CARHR114850
OG0000150	XP_022551264.2, XP_048615138.1	CARHR059580, CARHR150110
OG0000150	XP_022557713.2, XP_013745990.2	CARHR150200
OG0000151	XP_013666811.1, XP_013714744.1	CARHR266340
OG0000151	XP_013750324.1, XP_013671658.1, XP_013712559.1, XP_013656387.1, XP_048626642.1	CARHR235660
OG0000151	XP_013736096.1, XP_048600778.1, XP_013696468.1, XP_013648126.1, XP_013750474.1	CARHR082990
OG0000151	XP_022555445.1, XP_013741197.1, XP_013690523.1, XP_048593192.1	CARHR107000
OG0000151	XP_013685382.1, XP_013680464.1, XP_048598833.1, XP_013733435.1	CARHR269520
OG0000151	XP_013659307.2, XP_013675110.1, XP_013684904.1, XP_013750266.2	CARHR046700
OG0000154	XP_013682918.2, XP_048622370.1, XP_013702845.1, XP_013692504.2, XP_013641680.1	CARHR016540
OG0000154	XP_013673168.1, XP_013646788.2	CARHR087080
OG0000154	XP_048609420.1, XP_048632626.1	CARHR000060
OG0000154	XP_048614596.1, XP_048596233.1, XP_013655775.2, XP_013685168.1, XP_013736813.2	CARHR210880
OG0000154	XP_013661106.1, NP_001302519.1, XP_048624365.1, XP_013656843.2, XP_048598646.1	CARHR210890
OG0000155	XP_048598681.1, XP_048600242.1, XP_013705446.2, XP_013741574.2	CARHR234950
OG0000155	XP_013734858.2, XP_048601553.1	CARHR227980
OG0000155	XP_013695739.1	CARHR086560
OG0000155	XP_048591923.1, XP_013675630.1, XP_013701045.1, XP_048616734.1	CARHR227950
OG0000156	XP_013691241.1	CARHR140730
OG0000156	XP_013749648.1, XP_013688285.1	CARHR140760, CARHR186310
OG0000156	XP_013688286.1, XP_013749646.1	CARHR140750
OG0000156	XP_013710705.2	CARHR171350
OG0000157	XP_048596064.1, XP_048614930.1, XP_048596921.1, XP_013650950.1, XP_013739346.2	CARHR133050, CARHR115930, CARHR115970, CARHR115940, CARHR133070, CARHR133060, CARHR101240
OG0000158	XP_013693413.1, XP_048591811.1	CARHR245230
OG0000158	XP_048617259.1	CARHR113640
OG0000158	XP_048635097.1	CARHR104280
OG0000161	XP_048627955.1, XP_048603220.1, XP_048627950.1, XP_048603222.1, XP_048627949.1	CARHR275730, CARHR120610, CARHR120240, CARHR120250
OG0000161	XP_048604730.1, XP_013699317.2	CARHR056690
OG0000161	XP_048636143.1, XP_048614546.1	CARHR056630, CARHR038520, CARHR038560
OG0000162	XP_048620816.1, XP_022547562.2	CARHR069160, CARHR059610
OG0000162	XP_013701394.2, XP_048591524.1	CARHR170840
OG0000162	XP_013702986.2	CARHR057970
OG0000164	XP_022556198.2, XP_013653066.2, XP_048590740.1	CARHR246960, CARHR224720
OG0000164	XP_022553608.2, XP_022546347.1, XP_022544061.2, XP_013675514.2, XP_048593816.1, XP_013665120.2	CARHR041160, CARHR041170
OG0000164	XP_013723161.1	CARHR185060, CARHR185040
OG0000164	XP_013692532.2, XP_013646654.2, XP_013718114.2, XP_013658216.1	CARHR175770
OG0000167	XP_013672715.1, XP_013734245.1	CARHR266210, CARHR260280, CARHR226380
OG0000169	XP_013737883.3	CARHR067550, CARHR067460, CARHR220400, CARHR050360, CARHR067350, CARHR060140, CARHR067390, CARHR067560
OG0000169	XP_022573898.2	CARHR067380
OG0000171	XP_013653324.1, XP_048596910.1, XP_048618648.1, XP_013714414.2, XP_048614943.1, XP_048592072.1, XP_013702814.1, XP_013690623.3	CARHR023910
OG0000171	XP_013712780.1, XP_022549246.1	CARHR198650
OG0000172	XP_013718167.3, XP_013646102.2	CARHR169390
OG0000172	XP_048635170.1, XP_022558856.1	CARHR169360
OG0000173	XP_048600381.1, XP_048612444.1, XP_048599290.1, XP_013745323.2	CARHR225750
OG0000173	XP_022544232.2, XP_048610054.1	CARHR035170
OG0000173	XP_048622726.1, XP_048629287.1	CARHR261170, CARHR292670, CARHR286110
OG0000173	XP_048617357.1	CARHR216170, CARHR055060, CARHR225730, CARHR036300
OG0000173	XP_048622719.1, XP_048634947.1, XP_048596689.1, XP_048623985.1, XP_013723174.2, XP_048613898.1, XP_048613890.1	CARHR293270
OG0000174	XP_013659739.2, XP_048613268.1, XP_048623662.1, XP_013700453.1, XP_048605528.1, XP_048601518.1, XP_048613197.1, XP_048604705.1, XP_048622670.1, XP_048611492.1, XP_048611734.1, XP_048593436.1, XP_048623561.1, XP_048613363.1, XP_048605754.1, XP_048605878.1, XP_048611840.1, XP_048624058.1, XP_048623562.1, XP_048604626.1, XP_048623631.1, XP_048623787.1, XP_048624055.1, XP_048604793.1, XP_048615850.1, XP_048605376.1, XP_048598072.1, XP_048611733.1, XP_048605499.1, XP_048622843.1, XP_048604760.1, XP_048620031.1, XP_048605508.1, XP_048623899.1, XP_048613999.1	CARHR286250, CARHR105060
OG0000175	XP_013647409.2, XP_013737148.2, XP_048632706.1, XP_048627767.1, XP_022546789.1, XP_048620498.1	CARHR160880
OG0000175	XP_013727399.1, XP_013737935.2	CARHR020570
OG0000175	XP_013731018.1	CARHR243300
OG0000175	XP_013661478.1, XP_048619516.1, XP_048607179.1, XP_048590981.1	CARHR244350
OG0000176	XP_013651515.2, XP_013718052.1, XP_048602661.1, XP_048603031.1, XP_013744899.1, XP_013724519.2, XP_048600087.1, XP_022550228.1, XP_048600988.1, XP_013670890.1	CARHR029830
OG0000177	XP_013723157.1, XP_048634157.1, XP_048611463.1	CARHR150970
OG0000180	XP_048620275.1, XP_048629089.1, XP_048622845.1, XP_048632822.1, XP_048633012.1, XP_048627580.1, XP_048629090.1, XP_022561245.1, XP_048618885.1, XP_013741321.2, XP_013707682.3, XP_013737994.2, XP_048629732.1, XP_048628383.1, XP_048631091.1, XP_048604491.1, XP_022557823.1, XP_022549593.1, XP_013675545.2, XP_013683480.1, XP_048606581.1, XP_048606585.1, XP_048605564.1, XP_048608943.1, XP_048603164.1, XP_048603163.1, XP_048591066.1, XP_013643693.1	CARHR264460
OG0000180	XP_048594193.1	CARHR264470
OG0000180	XP_048617100.1, XP_022560944.2, XP_013649322.2, XP_022550269.1	CARHR175440
OG0000181	XP_048599817.1	CARHR110940
OG0000184	XP_048599669.1, XP_048623712.1, XP_013738896.1, XP_048605140.1	CARHR157490, CARHR154180, CARHR181110
OG0000186	XP_048623188.1	CARHR252010
OG0000186	XP_048635320.1	CARHR257160, CARHR048790
OG0000186	XP_048616941.1	CARHR149350, CARHR289900, CARHR290850
OG0000186	XP_013714311.1	CARHR128510
OG0000187	XP_013719582.1, XP_022569616.1, XP_048605911.1, XP_022545716.2	CARHR239600
OG0000187	XP_048620070.1	CARHR119320, CARHR117000
OG0000187	XP_022556918.1	CARHR116890
OG0000187	XP_048613568.1, XP_013640184.2, XP_048635935.1, XP_013750155.1	CARHR085640
OG0000189	XP_048629653.1, XP_013654271.2	CARHR246590
OG0000189	XP_013650367.3	CARHR132630
OG0000189	XP_048614055.1, XP_013641245.3, XP_013696489.2	CARHR100900
OG0000189	XP_048620330.1	CARHR146050
OG0000190	XP_013672591.2, XP_048624260.1	CARHR253020
OG0000190	XP_048632031.1, XP_048606981.1	CARHR250370
OG0000190	XP_013740823.2	CARHR250360
OG0000190	XP_048632024.1, XP_013676795.1, XP_048606968.1, XP_013674901.1, XP_048632028.1, XP_048632029.1, XP_048632025.1, XP_048606966.1, XP_048606964.1	CARHR252970
OG0000190	XP_048604486.1, XP_048616467.1, XP_013676961.1, XP_013726273.2	CARHR252960
OG0000191	XP_022550050.2, XP_013662117.1	CARHR107430, CARHR293570, CARHR148120, CARHR091830
OG0000191	XP_013705904.3, XP_013728170.2, XP_048600524.1, XP_048594435.1	CARHR106550
OG0000191	XP_048635084.1, XP_013719076.1	CARHR293580, CARHR148110
OG0000192	XP_022558417.1, XP_013653407.2	CARHR059110
OG0000192	XP_013642312.1, XP_022568516.1, XP_013642311.2, XP_022543072.2	CARHR021680, CARHR116570, CARHR021690, CARHR146970
OG0000192	XP_048622448.1, XP_048619732.1	CARHR181970
OG0000192	XP_048622449.1	CARHR021660
OG0000192	XP_013642310.2	CARHR181980, CARHR256500
OG0000193	XP_048635364.1, XP_013721276.1	CARHR096970
OG0000193	XP_048592945.1, XP_048600322.1, XP_048592947.1, XP_013706835.2, XP_048628682.1, XP_048635382.1, XP_013707370.2, XP_048614733.1, XP_013707971.1	CARHR099220
OG0000195	XP_048597158.1	CARHR166950, CARHR136200
OG0000195	XP_013649150.1	CARHR058380, CARHR215030
OG0000196	XP_048612524.1	CARHR037150
OG0000196	XP_022558220.1	CARHR037160
OG0000196	XP_048596446.1, XP_048612868.1	CARHR028490
OG0000196	XP_048593872.1, XP_048606243.1	CARHR037140
OG0000197	XP_048622390.1	CARHR037370
OG0000197	XP_048604394.1	CARHR272960
OG0000200	XP_022558432.1, XP_013665103.2	CARHR291830, CARHR263700
OG0000202	XP_013675611.1, XP_013640333.1, XP_013652577.1, XP_013701476.1	CARHR092830, CARHR151680
OG0000202	XP_048596418.1, XP_013717438.2, XP_013660094.1, XP_048617317.1, XP_013649514.1	CARHR099690, CARHR024770
OG0000203	XP_048602036.1, XP_013740209.2, XP_013664958.1, XP_013677509.1, XP_048626223.1, XP_013745300.2, XP_022570098.2	CARHR078880, CARHR078860
OG0000203	XP_013714166.2, XP_013696040.2, XP_048596086.1, XP_013659650.2, XP_013644811.2, XP_048590899.1, XP_048595270.1, XP_013670049.2, XP_013747241.2	CARHR078870
OG0000203	XP_013658139.2, XP_048626062.1	CARHR201470
OG0000204	XP_048600701.1, XP_048610047.1, XP_013646421.2, XP_013675581.2, XP_048609706.1, XP_013675574.1, XP_013679720.1, XP_048632324.1, XP_013652583.2, XP_022553895.2, XP_013650962.2, XP_013683539.1, XP_013691186.2	CARHR099050
OG0000204	XP_048632522.1, XP_013741124.2	CARHR098530
OG0000204	XP_022553993.1	CARHR097380
OG0000205	XP_048616907.1, XP_013701329.1	CARHR041580, CARHR040020, CARHR149530, CARHR042890, CARHR042510, CARHR043190, CARHR260050, CARHR042520, CARHR042900, CARHR041590, CARHR043210, CARHR037920, CARHR263740, CARHR043200, CARHR148260, CARHR265180, CARHR265400, CARHR149520
OG0000205	XP_048605518.1	CARHR219990
OG0000207	XP_013650129.2	CARHR072270, CARHR141370
OG0000207	XP_013673599.2, XP_013651035.2, XP_013653902.2, XP_048637562.1, XP_048637563.1, XP_048617532.1, XP_013680180.2, XP_022553761.2, XP_048617533.1, XP_013709562.2, XP_048637845.1, XP_048615568.1, XP_048622941.1, XP_013652500.2, XP_013680179.1	CARHR072300
OG0000207	XP_013731207.2, XP_013711003.1	CARHR017450
OG0000208	XP_013647555.2, XP_013705287.1	CARHR247230
OG0000208	XP_013645425.1, XP_013705886.2	CARHR181000
OG0000208	XP_048633371.1	CARHR260330
OG0000208	XP_048591328.1, XP_048591329.1	CARHR149040
OG0000210	XP_022544223.2	CARHR102790, CARHR102800, CARHR102820, CARHR145920
OG0000210	XP_048636700.1, XP_048609592.1	CARHR127170
OG0000210	XP_048595832.1	CARHR162850
OG0000213	XP_048616003.1, XP_048592163.1, XP_013652371.1, XP_048591764.1, XP_048616004.1	CARHR066320, CARHR066310, CARHR066300, CARHR066340, CARHR066330, CARHR066290, CARHR066360
OG0000213	XP_013750303.1, XP_013672786.2	CARHR084950
OG0000213	XP_013707946.2, XP_048597462.1, XP_048608774.1, XP_013653508.1, XP_048631899.1	CARHR292760, CARHR285920
OG0000214	XP_048595080.1, XP_013639971.2, XP_048626136.1, XP_013660371.2, XP_048595078.1, XP_048626138.1, XP_022547927.2, XP_048595079.1, XP_013736205.2, XP_048596124.1, XP_013660370.2, XP_048596129.1	CARHR101750, CARHR250390, CARHR248840, CARHR250400, CARHR250050
OG0000216	XP_048607385.1, XP_048594754.1	CARHR072250
OG0000216	XP_013716395.2, XP_022567019.2, XP_048607889.1, XP_022549217.2	CARHR229000, CARHR229580
OG0000216	XP_013659523.2	CARHR229020, CARHR229730
OG0000216	XP_022543787.1, XP_048617885.1, XP_048624897.1	CARHR283650, CARHR229570
OG0000217	XP_013697825.2	CARHR283900
OG0000217	XP_013650611.2	CARHR283730
OG0000217	XP_022572361.2, XP_048607093.1	CARHR053930
OG0000218	XP_013710648.2	CARHR015480
OG0000218	XP_013740736.2	CARHR147290
OG0000218	XP_048630867.1, XP_013724184.1, XP_013697153.1	CARHR144080
OG0000219	XP_022552847.1	CARHR058980
OG0000219	XP_013706044.1	CARHR185210, CARHR185220, CARHR233800
OG0000219	XP_048609905.1, XP_048634154.1	CARHR123080, CARHR123060
OG0000219	XP_048637866.1, XP_013710573.1	CARHR277080
OG0000220	XP_022546230.2, XP_048636568.1, XP_048629649.1, XP_013690729.2, XP_022557139.1	CARHR050630, CARHR113370
OG0000222	XP_048601793.1	CARHR063680, CARHR117110, CARHR113140
OG0000222	XP_013679592.1, XP_048602136.1, XP_013669697.1, XP_013646054.1, XP_048620134.1, XP_013679791.1, XP_048628162.1, XP_013694558.1, XP_013713242.1, XP_013724472.1, XP_013720600.1, XP_013713750.1, XP_048599889.1, XP_013718878.2, XP_048605116.1, XP_048599886.1, XP_013700215.1, XP_048622738.1, XP_048596957.1, XP_013713374.1, XP_048605711.1, XP_048598105.1, XP_013724749.1, XP_013645700.1, XP_013718678.1, XP_013729284.2, XP_048605824.1	CARHR218360
OG0000224	XP_013681346.2, XP_048626317.1, XP_048609799.1, XP_013723736.1, XP_013723693.2, XP_013705169.1	CARHR071040
OG0000224	XP_013668758.3, XP_013670749.2, XP_013720368.2	CARHR230420
OG0000224	XP_013651764.1, XP_022548174.1	CARHR048360, CARHR048350, CARHR048370
