Orthogroup	Brassica_napus	Noccaea_praecox
OG0000056	XP_048634929.1, XP_013645844.2, XP_048593471.1, XP_013688936.2, XP_048609321.1, XP_013688795.2, XP_048635087.1, XP_013694675.1, XP_013645882.2, XP_048611631.1, XP_013694324.1, XP_013690206.1, XP_048596449.1, XP_013645336.1, XP_013689842.1, XP_048626013.1, XP_048622740.1, XP_048607413.1, XP_013709826.3, XP_013665443.2, XP_013709534.2, XP_048623820.1, XP_048611849.1, XP_048633213.1, XP_048594492.1	Np006G356510, Np003G151080, Np003G158880, Np007G412270, Np005G282430
OG0000056	XP_013654159.2, XP_048615511.1, XP_048593289.1	Np004G212730
OG0000057	XP_022543626.2, XP_022550935.1	Np007G391720, Np007G393400
OG0000057	XP_048613510.1	Np007G375320
OG0000057	XP_048635092.1, XP_048635090.1, XP_013695133.1, XP_048613531.1, XP_048635764.1, XP_013693721.1	Np007G398210, Np010G435080, Np007G401600
OG0000057	XP_013665444.2, XP_022565713.1	Np006G333600, Np006G333860, Np003G187520
OG0000058	XP_013722514.1, XP_013700583.1	Np001G012910, Np001G012900, Np001G012880, Np004G225930, Np004G243520, Np006G359730, Np001G037410
OG0000059	XP_048623615.1, XP_048634948.1, XP_048605568.1, XP_013713276.1, XP_048634909.1, XP_048613242.1, XP_048615797.1, XP_048627704.1, XP_048622764.1, XP_013645474.1, XP_048598050.1	Np001G044380
OG0000059	XP_048630102.1, XP_048604784.1	Np001G013280, Np006G354600, Np004G196090, Np002G087800, Np005G297100, Np004G217750
OG0000059	XP_048599730.1	Np007G388310
OG0000061	XP_048609345.1	Np004G218870, Np004G219580, Np004G218830, Np007G398820
OG0000061	XP_013724723.1, XP_013713606.1, XP_022553144.2, XP_048608931.1, XP_013723559.1, XP_022549641.2, XP_013694716.2, XP_022575860.2, XP_013691380.1, XP_048622961.1, XP_013694722.2, XP_013709239.1, XP_013700058.2, XP_022560099.1	Np005G260230
OG0000062	XP_048611761.1, XP_013701495.2, XP_048619707.1, XP_013703977.2, XP_022575147.1, XP_048602568.1, XP_048630018.1, XP_013741022.1, XP_022574457.1, XP_013723697.1, XP_013717352.1, XP_013745422.2, XP_013725743.2, XP_048636767.1, XP_048628779.1, XP_048602176.1, XP_048628782.1, XP_048613487.1	Np003G173970, Np003G170000
OG0000062	XP_048609977.1, XP_022560228.2, XP_022563564.2, XP_022558537.2, XP_048613911.1, XP_022542999.2, XP_048631743.1, XP_048627209.1, XP_013725623.2, XP_048624059.1, XP_013713563.2, XP_048634102.1, XP_022559989.2, XP_048637493.1, XP_048600389.1, XP_013668707.1, XP_048627305.1, XP_048627874.1, XP_048631742.1, XP_022575708.2, XP_048634039.1, XP_048611754.1, XP_013718395.1, XP_048634057.1, XP_048615597.1, XP_013751359.2, XP_048593277.1, XP_013680161.1, XP_048620206.1, XP_013710967.2, XP_013722855.2, XP_013729652.2, XP_013698443.2, XP_013698444.2, XP_013712635.2, XP_048628785.1, XP_022568534.2, XP_048624608.1, XP_048628426.1, XP_048623999.1, XP_048610618.1, XP_048618722.1, XP_048609744.1, XP_048601320.1, XP_022559333.2, XP_013698372.2, XP_013682639.3, XP_013671728.2, XP_013675949.3, XP_013650003.2, XP_048629236.1, XP_048636765.1, XP_048613353.1, XP_048596581.1, XP_048638474.1, XP_048599816.1, XP_048596952.1, XP_013668972.1, XP_048598101.1, XP_048597521.1, XP_013688157.2, XP_048592059.1, XP_022575236.2, XP_022555762.2, XP_048630017.1, XP_013730186.1, XP_013720015.1, XP_013729910.1, XP_013723696.2, XP_048605760.1, XP_013708686.2, XP_013703976.2, XP_048633919.1, XP_048607057.1, XP_048598073.1, XP_048634908.1	Np004G205130
OG0000062	XP_013658933.1	Np004G215200, Np004G229630
OG0000064	XP_013644911.1, XP_013706797.1	Np005G260880
OG0000066	XP_013648759.1, XP_013678984.1, XP_013693331.1, XP_013729633.1, XP_013736360.1, XP_013731924.1, XP_022554306.1, XP_013726329.1, XP_013686983.1	Np005G262320
OG0000066	XP_013750874.1, XP_013686753.1, XP_013709910.2, XP_022552886.1, XP_013678750.1, XP_013657686.1, XP_013726586.1, XP_013686743.2, XP_013731494.1, XP_013698649.1, XP_013712760.1, XP_048627501.1, XP_048626247.1, XP_048627503.1, XP_048626251.1, XP_048630526.1, XP_048601368.1, XP_013738537.1, XP_013718218.1, XP_013686742.1	Np003G136710
OG0000067	XP_013715412.1, XP_013670850.1, XP_048623178.1, XP_022548777.1, XP_048598519.1, XP_013668584.1	Np005G315250, Np005G315220, Np005G316020, Np005G316030, Np005G315340
OG0000067	XP_013709805.1, XP_013710177.1, XP_048596544.1, XP_048629618.1, XP_048597699.1, XP_048621264.1, XP_048597728.1, XP_048597729.1, XP_048597726.1, XP_048621263.1, XP_013710755.2, XP_048626256.1, XP_048597725.1, XP_048621323.1	Np003G134720, Np001G055610
OG0000067	XP_022566489.1, XP_022573196.2, XP_048624900.1, XP_048626836.1, XP_013716195.1, XP_048597874.1, XP_048607790.1, XP_048607781.1, XP_048607786.1, XP_048607791.1, XP_048624661.1, XP_048624657.1, XP_048607787.1, XP_048607782.1, XP_013722477.1, XP_013722478.1, XP_048607668.1	Np003G144200
OG0000068	XP_048623748.1, XP_013718384.1, XP_013704169.3, XP_048611398.1, XP_022562330.1, XP_048620191.1	Np002G089430
OG0000068	XP_013723084.1, XP_048607263.1, XP_048627634.1, XP_013751388.1	Np003G152860, Np004G247010, Np001G023980, Np002G112070, Np007G393050, Np002G095360, Np006G328420, Np002G104000
OG0000069	XP_048612051.1, XP_048626740.1, XP_048624020.1, XP_013709314.2, XP_013674400.1, XP_048599924.1	Np003G152400
OG0000070	XP_048605739.1, XP_048613332.1, XP_048605466.1	Np002G101130
OG0000070	XP_048609984.1	Np002G100330
OG0000070	XP_048622656.1	Np002G108600
OG0000070	XP_013723762.2, XP_048630545.1	Np002G097070, Np006G358640, Np002G099070
OG0000070	XP_048632928.1	Np002G099020, Np002G110630
OG0000070	XP_048623629.1	Np006G350030
OG0000070	XP_048619861.1	Np007G399950
OG0000070	XP_022567896.1	Np002G099060
OG0000071	XP_048599861.1, XP_048623054.1, XP_013699951.1	Np001G008970, Np006G370520, Np003G157740
OG0000071	XP_048593443.1, XP_013739437.1, XP_013728665.1, XP_013739111.2, XP_013709837.1, XP_048623943.1, XP_013694390.2, XP_048613267.1, XP_013678912.2, XP_022553097.1, XP_013668702.2	Np003G163260, Np003G136370, Np006G335610, Np002G086650
OG0000071	XP_022567858.2	Np006G331390, Np001G008190
OG0000071	XP_013679363.1, XP_013679579.1, XP_013704441.1	Np007G394880, Np004G207250, Np006G360210, Np003G130630, Np004G204530
OG0000071	XP_048616732.1	Np001G013290
OG0000071	XP_013694349.1, XP_048605778.1	Np001G051330, Np005G305440, Np005G260960, Np005G280230, Np003G139630, Np003G158800, Np006G328500
OG0000072	XP_048635064.1, XP_013647323.1, XP_048593398.1, XP_048596351.1, XP_048603899.1, XP_048600599.1, XP_048594413.1, XP_048618310.1, XP_048604095.1, XP_048604094.1, XP_048596580.1, XP_048594542.1, XP_048604074.1, XP_048591382.1, XP_048627563.1, XP_048590810.1, XP_022567739.2, XP_048619385.1, XP_013689512.1, XP_013652914.1, XP_013719569.1, XP_048599139.1, XP_048594764.1, XP_048626217.1, XP_022549334.2, XP_048626215.1, XP_048591054.1, XP_048620666.1	Np003G172350, Np003G172320, Np003G172380, Np011G435700, Np007G401430, Np005G293510, Np005G297850, Np006G344890, Np002G118450, Np008G428100, Np002G117430, Np002G103330
OG0000072	XP_048627555.1, XP_048591403.1, XP_048613739.1	Np001G034150
OG0000074	XP_013650643.2, XP_013658370.2	Np004G229920, Np004G230020
OG0000074	XP_048618642.1, XP_013650642.2, XP_048592695.1, XP_013659564.1, XP_048618639.1, XP_048592696.1	Np003G180910, Np003G184200
OG0000075	XP_022547516.1, XP_048596886.1	Np003G136640
OG0000075	XP_048621333.1, XP_013711414.1, XP_013711416.2, XP_013716460.2, XP_048624103.1, XP_048599144.1, XP_013675654.2, XP_048626145.1, XP_013742958.2, XP_022570234.2, XP_013730487.2, XP_013642044.2, XP_013684680.1, XP_013642132.2, XP_048600513.1, XP_048602300.1, XP_048604150.1, XP_048600005.1, XP_048599914.1, XP_048591420.1	Np007G378600
OG0000075	XP_048617869.1, XP_022543434.2, XP_013703735.2	Np004G233640
OG0000076	XP_048595244.1, XP_048625573.1	Np007G423950
OG0000076	XP_013644701.2, XP_022561919.2, XP_013672574.2	Np001G021860
OG0000077	XP_013735884.1	Np005G261710
OG0000077	XP_013735871.1, XP_013735860.1, XP_013707233.1	Np006G360730
OG0000077	XP_022543769.2, XP_013707234.1	Np005G261720
OG0000078	XP_048619152.1, XP_048619079.1, XP_048610792.1, XP_048613318.1, XP_048622904.1, XP_048595356.1	Np005G290970, Np008G428930, Np007G401550, Np004G211330, Np002G116110, Np005G303350, Np002G089150, Np002G108660
OG0000078	XP_013745380.1, XP_048637495.1	Np002G086990
OG0000078	XP_013665097.1, XP_048622699.1, XP_022549656.1, XP_048609005.1, XP_048599720.1, XP_013739428.1, XP_048596368.1, XP_048623987.1, XP_048613524.1, XP_048620033.1, XP_022546375.1, XP_048628043.1, XP_048615664.1, XP_022576097.1, XP_048628042.1, XP_048603585.1, XP_048630261.1, XP_048634207.1, XP_048609229.1, XP_048591498.1, XP_048591499.1, XP_013654184.1, XP_048623523.1, XP_013681787.1, XP_048634099.1, XP_048611376.1, XP_022551141.2, XP_048617967.1, XP_048634792.1, XP_048592898.1, XP_013728224.3	Np002G092810
OG0000079	XP_048612278.1, XP_013734091.1, XP_013683381.1, XP_048596518.1, XP_048597432.1, XP_048620983.1, XP_048612276.1	Np001G064190
OG0000079	XP_013663684.1, XP_013686218.2	Np007G389360
OG0000080	XP_013691910.1, XP_013732807.2	Np005G289190
OG0000080	XP_013715458.2, XP_048624999.1, XP_048625002.1, XP_048625005.1, XP_048599127.1	Np006G321280, Np006G321720, Np003G146070
OG0000080	XP_048601564.1, XP_048596444.1	Np002G124540
OG0000080	XP_013703955.1, XP_013730393.2, XP_022556713.1	Np006G351210
OG0000081	XP_022543076.2	Np001G010770
OG0000081	XP_022553283.1	Np003G176780, Np003G176800, Np003G176750
OG0000082	XP_013702599.2	Np005G274330
OG0000082	XP_022547626.1, XP_013654527.1, XP_022564315.1	Np001G045200
OG0000083	XP_013694863.1	Np002G090350
OG0000083	XP_048591797.1, XP_013750052.1, XP_022551365.2	Np002G083710
OG0000083	XP_013700969.1, XP_048617308.1	Np002G083730
OG0000084	XP_022558586.1, XP_048633679.1, XP_022574379.2	Np006G365030, Np006G365010, Np006G365440, Np006G366050
OG0000084	XP_048633646.1, XP_048633644.1, XP_013747023.2, XP_048633645.1, XP_013747021.2	Np006G366020
OG0000084	XP_013716110.2, XP_048627361.1, XP_013729540.1	Np006G365060, Np006G365040
OG0000084	XP_048611942.1, XP_048634134.1, XP_013688312.2, XP_022574378.2, XP_048633678.1	Np006G364950
OG0000085	XP_013651157.1, XP_013668679.1, XP_048630868.1	Np007G397830
OG0000087	XP_022562884.1	Np001G010980
OG0000087	XP_013744215.1, XP_048609898.1, XP_013748897.2, XP_048630422.1, XP_013748912.1	Np006G350150, Np008G428160
OG0000087	XP_013647839.1, XP_013642755.1, XP_013706649.2, XP_013642584.1, XP_048606695.1, XP_013642908.2	Np005G287050
OG0000087	XP_013727135.1, XP_013668012.1	Np003G139100
OG0000087	XP_048623521.1, XP_013730319.2, XP_048615524.1, XP_048595999.1, XP_013685704.1, XP_013723718.1, XP_048637415.1	Np001G039930
OG0000087	XP_013735145.1, XP_013671115.1, XP_013717468.1, XP_013737534.1	Np005G287110
OG0000087	XP_013702315.1, XP_013717905.1	Np002G077440
OG0000088	XP_013696082.2, XP_048604148.1, XP_048596586.1, XP_013640522.2, XP_013682377.2, XP_013732525.1, XP_048600910.1, XP_013663313.2, XP_013682378.2	Np001G038910, Np001G038970
OG0000088	XP_013667304.2, XP_013703852.2	Np003G148700, Np003G148740
OG0000088	XP_048637102.1, XP_013686530.2	Np001G052870
OG0000089	XP_013738692.2, XP_013680302.1, XP_013715593.1, XP_022570770.1, XP_048603560.1, XP_013678548.1	Np003G136030
OG0000089	XP_013750120.1, XP_022575481.1	Np007G409340
OG0000089	XP_013703107.1	Np001G046210
OG0000089	XP_013642751.1	Np003G153120
OG0000090	XP_013642020.1, XP_013729969.1	Np004G235330
OG0000090	XP_013648765.1, XP_013721160.1, XP_013702919.2, XP_013717976.1, XP_013693443.1, XP_022551927.1	Np001G036430, Np001G036600, Np002G077140, Np001G052590, Np001G052610
OG0000090	XP_048617030.1, XP_013675129.2	Np004G198850, Np004G198910, Np004G205910, Np001G035580, Np001G035610, Np001G035600
OG0000090	XP_013685705.1, XP_022560926.1, XP_048630146.1, XP_013730312.2	Np007G389920
OG0000091	XP_048627377.1, XP_048615316.1, XP_048624700.1, XP_048596203.1, XP_048633150.1, XP_048637987.1, XP_048593296.1, XP_048634089.1, XP_013650774.2, XP_048634942.1, XP_048635057.1, XP_048593286.1, XP_048598143.1, XP_048634898.1, XP_048635047.1, XP_048627327.1, XP_048599218.1, XP_048620809.1, XP_048596530.1, XP_048596381.1, XP_048595299.1, XP_048593449.1, XP_048593421.1, XP_048593397.1, XP_048633148.1, XP_048627318.1, XP_022575874.2, XP_048634850.1, XP_048637539.1, XP_048637588.1, XP_048637591.1, XP_048635079.1, XP_048633071.1, XP_048627556.1, XP_048627330.1, XP_048591402.1, XP_048596288.1, XP_022547659.2	Np003G165480
OG0000093	XP_048634291.1, XP_013691599.1, XP_013728903.1, XP_013691684.1	Np001G063230
OG0000093	XP_048596501.1, XP_048597205.1, XP_048597208.1, XP_013659934.2	Np005G317970
OG0000096	XP_048599796.1	Np002G112160
OG0000096	XP_048620183.1, XP_048620181.1	Np001G024770
OG0000096	XP_048603802.1	Np001G038620
OG0000096	XP_022543895.1	Np001G038140
OG0000096	XP_048605333.1	Np001G038130
OG0000097	XP_013657561.2, XP_048621400.1, XP_022547315.1	Np003G184990
OG0000097	XP_048626091.1, XP_013653916.2, XP_022547375.2, XP_048595231.1, XP_013654601.2, XP_048595230.1, XP_013740812.2, XP_048605411.1	Np003G184940
OG0000097	XP_048595228.1	Np003G185010
OG0000097	XP_013740846.1	Np003G179520
OG0000098	XP_013742427.3, XP_022564393.1, XP_048601747.1, XP_048592000.1	Np002G116580
OG0000099	XP_013666092.1	Np002G113890
OG0000099	XP_013645053.2, XP_013646308.1	Np002G123650, Np007G403740
OG0000099	XP_013718325.1, XP_013673199.2	Np003G166880, Np003G163580
OG0000099	XP_013659168.2	Np002G123540
OG0000099	XP_048627225.1	Np002G123530, Np004G215470, Np007G403720
OG0000100	XP_013713263.2	Np002G095180, Np002G094180, Np005G319140, Np005G295710, Np007G411780, Np005G290650, Np004G240280, Np008G428390, Np001G045110, Np001G052780, Np005G284190
OG0000100	XP_048593370.1	Np002G083340
OG0000100	XP_048623954.1, XP_013679294.2, XP_048616271.1, XP_013718660.1, XP_048628980.1, XP_013716642.2, XP_048593543.1, XP_048635629.1, XP_048611927.1, XP_048605529.1, XP_048611518.1, XP_048611878.1, XP_013745782.2, XP_048623663.1, XP_013713507.1, XP_048596173.1, XP_013689967.2, XP_013658099.1, XP_013679761.1, XP_048617859.1	Np004G259020, Np011G435850, Np006G344690, Np005G295460
OG0000101	XP_048595710.1, XP_048625968.1	Np002G111340
OG0000101	XP_013672144.1, XP_013713492.2	Np004G206440
OG0000102	XP_048596531.1	Np001G022480
OG0000104	XP_048597860.1	Np004G251930
OG0000104	XP_048592849.1	Np006G360060, Np006G360100
OG0000104	XP_013641320.1	Np004G195160
OG0000104	XP_013739506.2, XP_048609186.1	Np007G381330
OG0000104	XP_013749139.1	Np004G195150
OG0000104	XP_048616605.1, XP_048627500.1, XP_048636910.1	Np004G195140
OG0000104	XP_013747135.1, XP_048611967.1	Np006G360090
OG0000106	XP_022549816.1, XP_013724543.2, XP_048630737.1, XP_013732001.1	Np007G372640
OG0000107	XP_013651532.2	Np007G398440, Np007G418450
OG0000107	XP_013741568.1, XP_013746885.2, XP_048632489.1, XP_013684958.2, XP_022555319.1	Np007G398420
OG0000107	XP_013654654.2, XP_013710374.1, XP_013665759.2	Np007G380680
OG0000107	XP_048635321.1, XP_048612831.1, XP_048614730.1, XP_048626535.1, XP_048607002.1	Np005G305610
OG0000108	XP_013647147.2	Np001G011650, Np001G011550
OG0000108	XP_048591517.1, XP_013738590.1, XP_013654138.2, XP_048597131.1, XP_013679734.2, XP_013665891.1	Np004G259470
OG0000108	XP_013711330.1	Np001G011560
OG0000109	XP_013700376.1, XP_048615040.1, XP_048626127.1, XP_048635093.1, XP_048606619.1, XP_022543140.2, XP_013650395.3	Np005G297110, Np007G411390, Np006G354610, Np002G087810, Np004G196100, Np003G179250, Np007G388320
OG0000109	XP_048605178.1	Np006G352360
OG0000109	XP_048617055.1, XP_048626901.1, XP_048618101.1	Np004G230420
OG0000110	XP_013648313.1, XP_048591595.1, XP_013724438.1	Np001G064490
OG0000110	XP_048620750.1, XP_013663751.2, XP_013724437.1	Np001G064470
OG0000110	XP_013724441.1, XP_048591598.1, XP_013724449.1	Np001G064520
OG0000110	XP_013651996.2, XP_048617731.1	Np001G064540
OG0000111	XP_013742754.2	Np005G311780, Np005G313710, Np005G313720, Np005G313730
OG0000111	XP_022562617.1, XP_048595446.1	Np001G006010
OG0000111	XP_013740543.2, XP_013683578.2	Np006G327310, Np005G313700, Np005G313670, Np005G313690
OG0000111	XP_048597120.1, XP_022571256.1, XP_013708223.1, XP_048620603.1, XP_048597109.1, XP_048620602.1, XP_013690802.1, XP_013707956.2, XP_048597113.1, XP_048620623.1, XP_022546856.2, XP_048597111.1	Np001G058370
OG0000111	XP_013639898.2, XP_048624463.1	Np003G157750
OG0000112	XP_048622534.1, XP_048593627.1, XP_048593629.1, XP_048593632.1, XP_048593631.1, XP_013719836.2, XP_048593634.1, XP_048593628.1, XP_048593563.1, XP_013725576.2, XP_048622036.1, XP_013719841.1, XP_048622582.1, XP_048593564.1, XP_048593633.1, XP_048593630.1, XP_048593356.1, XP_013665360.3, XP_048608347.1, XP_013679348.1, XP_048608346.1	Np003G184320
OG0000113	XP_013644478.1, XP_048595848.1, XP_013659064.1	Np007G416190
OG0000113	XP_013713013.1	Np002G122980
OG0000113	XP_022555930.1	Np002G089320
OG0000116	XP_022544167.1, XP_048608432.1, XP_048638188.1, XP_013716376.1, XP_022550104.1, XP_022556923.1, XP_048593732.1, XP_022556736.1, XP_022549872.2, XP_022575985.1, XP_048625853.1, XP_048617918.1, XP_048606284.1, XP_048622376.1, XP_048630379.1, XP_048635896.1, XP_048615261.1, XP_048593658.1, XP_048592752.1	Np005G292090, Np005G294910, Np002G096290, Np002G092280, Np001G008260
OG0000117	XP_048633010.1	Np004G191700
OG0000118	XP_013721571.1, XP_013653227.2, XP_022559841.1, XP_048593021.1, XP_048625105.1, XP_048598243.1, XP_048599293.1, XP_013696139.2, XP_013665018.2, XP_048620842.1, XP_013658816.2	Np005G315460
OG0000118	XP_048608723.1, XP_022573293.1, XP_013699906.2, XP_048620357.1, XP_013699908.2, XP_048620154.1, XP_013700610.1, XP_048637977.1, XP_048633963.1, XP_013712921.1, XP_013704284.3, XP_048619514.1	Np001G044480, Np005G313880
OG0000119	XP_048608170.1, XP_013725180.1, XP_048627629.1, XP_048611711.1, XP_048620164.1, XP_048611930.1, XP_013729112.1, XP_013689486.1, XP_022570381.2, XP_048629988.1, XP_013669078.1, XP_013708039.1, XP_048624841.1	Np007G421930, Np004G214240, Np005G280390, Np004G237460, Np004G208260
OG0000119	XP_013665306.2, XP_048605364.1, XP_013665288.2, XP_013699737.1, XP_048608920.1	Np004G207330, Np002G099820, Np005G299250, Np003G165980, Np004G231120, Np005G282950, Np004G230600, Np003G169670, Np003G176970
OG0000119	XP_048611665.1	Np002G102980
OG0000120	XP_048595818.1, XP_048626059.1, XP_013700597.2, XP_048595780.1	Np002G117060, Np002G116940
OG0000120	XP_048620227.1, XP_013705853.1, XP_048591194.1, XP_013646030.2	Np004G200990
OG0000120	XP_048593515.1, XP_048621623.1, XP_013690264.1, XP_013739293.2, XP_048617643.1, XP_048617725.1, XP_048637971.1, XP_048617632.1	Np006G361280, Np003G165900, Np007G387790, Np007G387320, Np007G387280
OG0000120	XP_022548769.1, XP_048623248.1	Np003G129250
OG0000122	XP_048605308.1, XP_048629042.1, XP_048608260.1, XP_048621011.1, XP_048605309.1	Np003G157760
OG0000122	XP_048624005.1	Np003G157830
OG0000122	XP_013682760.2, XP_013725374.1, XP_013704646.2, XP_048603091.1, XP_048607049.1	Np001G056320
OG0000122	XP_013740314.2	Np003G157770
OG0000122	XP_013700096.2, XP_022570740.2, XP_022570742.2	Np003G158000
OG0000123	XP_048598539.1	Np003G131420
OG0000123	XP_013652310.2	Np004G243230
OG0000123	XP_013741543.2, XP_013705830.2, XP_013696173.1, XP_013741231.1	Np005G279480
OG0000124	XP_013650484.1	Np006G348530
OG0000125	XP_013651899.1	Np006G337140
OG0000125	XP_013724039.1, XP_048628026.1, XP_013680559.2, XP_013667165.1	Np003G151060
OG0000125	XP_013714507.1, XP_013712083.2	Np003G152340
OG0000125	XP_048610082.1, XP_013733819.1, XP_013647688.1, XP_013702707.1, XP_048633779.1	Np006G359820
OG0000126	XP_048599896.1, XP_048599677.1, XP_022564357.2, XP_013646056.1, XP_048615725.1, XP_013751182.1, XP_048611801.1, XP_013645680.1, XP_048613149.1, XP_048605174.1, XP_022570246.1, XP_013726756.1, XP_048596505.1, XP_013751451.1, XP_048599899.1, XP_048613127.1, XP_022549188.2, XP_013699741.1, XP_022547811.1, XP_048634932.1, XP_013669342.1, XP_048605467.1, XP_022548959.1, XP_022543405.2, XP_048634967.1, XP_013728259.2, XP_013651076.1	Np003G176980, Np005G260240
OG0000126	XP_013662639.1, XP_013689270.2, XP_013728260.1, XP_013689902.1, XP_013704251.1, XP_022567855.1, XP_013654696.1	Np002G094910
OG0000127	XP_013732255.2	Np003G125840
OG0000127	XP_048635996.1, XP_048615291.1	Np007G413700
OG0000127	XP_013650485.1	Np007G413710
OG0000127	XP_022558142.1	Np002G096200
OG0000130	XP_048629951.1, XP_048630589.1	Np006G346500, Np002G110200, Np005G295250
