Orthogroup	Brassica_napus	Eutrema_salsugineum
OG0000034	XP_048628411.1, XP_048614818.1, XP_048630350.1, XP_048633211.1, XP_013657802.1, XP_013683745.1, XP_013734837.1, XP_013688359.1, XP_013749796.1, XP_013672505.1, XP_048603409.1, XP_048628910.1, XP_048628410.1, XP_048614058.1, XP_048624623.1, XP_048619694.1, XP_022569352.1, XP_048592466.1, XP_013687328.1, XP_013653378.1	XP_024004803.1
OG0000034	XP_022570272.1, XP_048623388.1, XP_048602182.1, XP_048623276.1, XP_013743057.1, XP_048603823.1	XP_024016361.1
OG0000035	XP_013683389.1	XP_006410338.1
OG0000035	XP_013715831.2, XP_022551123.2, XP_048603751.1, XP_013715819.2	XP_006391498.1
OG0000036	XP_013694559.1	XP_024009179.1, XP_024009592.1
OG0000036	XP_013657838.1, XP_048627543.1, XP_048608409.1, XP_048593331.1, XP_048628172.1, XP_048620141.1, XP_048591430.1, XP_022545052.2, XP_013654319.1, XP_048620074.1, XP_048628110.1, XP_048628260.1, XP_048609738.1, XP_013679870.3, XP_013673880.3, XP_048605547.1, XP_048630635.1, XP_048610215.1, XP_013729460.2, XP_013658994.1, XP_048604753.1, XP_013726692.1, XP_048615564.1, XP_048619319.1, XP_048604916.1, XP_048611480.1, XP_048605348.1, XP_048604985.1	XP_024013600.1
OG0000036	XP_048605396.1, XP_013657831.1, XP_022573022.1	XP_024012609.1, XP_024009371.1
OG0000037	XP_048633129.1, XP_013645251.1, XP_048605902.1, XP_048611485.1, XP_013751552.2, XP_048609075.1, XP_048593395.1, XP_013674415.1	XP_024006537.1
OG0000037	XP_048618200.1	XP_024009363.1
OG0000038	XP_022547515.1, XP_013689407.1	XP_024008946.1, XP_024008016.1
OG0000038	XP_048594240.1, XP_048622251.1, XP_048622252.1, XP_022546529.1, XP_013719588.1, XP_048621240.1	XP_006412465.2
OG0000038	XP_013683826.1, XP_048620271.1, XP_048620270.1	XP_006396333.1
OG0000038	XP_022557802.1, XP_013699605.1	XP_024004165.1
OG0000038	XP_048596296.1	XP_006405563.2, XP_024014668.1
OG0000038	XP_048615236.1, XP_048635940.1, XP_048635115.1, XP_048615249.1, XP_048635116.1, XP_048615246.1	XP_024015270.1
OG0000039	XP_048613290.1, XP_013673364.2, XP_048619899.1, XP_013751169.2, XP_013689393.2, XP_048620122.1, XP_048605572.1, XP_013645439.1, XP_013751439.2, XP_048629915.1, XP_013751717.2, XP_048637655.1, XP_048613153.1, XP_048599674.1, XP_048613505.1, XP_013726379.1, XP_048596421.1, XP_013728311.2, XP_048623581.1, XP_013694959.1, XP_048620004.1, XP_013751185.2, XP_013688822.2, XP_048620169.1, XP_048611689.1, XP_048633912.1, XP_048593428.1, XP_048596168.1, XP_048633051.1, XP_048609074.1, XP_048624007.1, XP_013713494.2, XP_013663773.1, XP_048592114.1, XP_048637551.1, XP_048613445.1, XP_048633036.1, XP_048601495.1, XP_013654398.2, XP_048602058.1, XP_048632982.1, XP_013709416.1, XP_013688880.2, XP_048611954.1, XP_013690286.1, XP_048635038.1, XP_048618301.1, XP_048622658.1, XP_013679480.1, XP_048620081.1, XP_013651104.2, XP_013713684.1, XP_022567796.2, XP_013704287.1, XP_013713534.1, XP_013725620.1, XP_048611751.1, XP_013658548.2, XP_013700327.1, XP_048599930.1, XP_022567347.2, XP_013722711.1, XP_048599873.1, XP_013751078.2, XP_013719943.2, XP_013700403.2, XP_048613141.1, XP_013663809.2, XP_022544190.2, XP_013751128.2, XP_048627869.1, XP_048591456.1, XP_013751384.2, XP_048624061.1, XP_013690109.2, XP_013745762.2, XP_013745497.2, XP_048623785.1	XP_024004890.1, XP_024013996.1, XP_024013909.1, XP_024010788.1, XP_024010580.1, XP_024013704.1, XP_024013057.1, XP_024014532.1, XP_024014015.1, XP_024006412.1, XP_024009577.1, XP_024014937.1, XP_024009774.1, XP_024011233.1, XP_024014043.1, XP_024006597.1, XP_024006600.1, XP_024013383.1
OG0000040	XP_013701833.2, XP_022560216.2, XP_048591590.1, XP_022562465.2, XP_013659007.2, XP_013751455.2	XP_024008003.1
OG0000040	XP_022550055.1, XP_022547723.2, XP_048600572.1, XP_048627995.1, XP_048600577.1, XP_048600576.1, XP_048600578.1, XP_048600582.1, XP_048600573.1, XP_048634184.1, XP_013744698.2, XP_048634467.1, XP_013744695.2, XP_013687565.1	XP_024013353.1
OG0000040	XP_013679817.1, XP_013717097.2, XP_013679818.1	XP_024015244.1, XP_024010547.1
OG0000040	XP_022556711.2, XP_013720692.1, XP_048609153.1, XP_013684915.2, XP_048609156.1, XP_048628652.1, XP_022574870.2	XP_006391637.1
OG0000042	XP_048596317.1, XP_048602093.1	XP_024006511.1
OG0000042	XP_013709330.2	XP_024009299.1
OG0000042	XP_013674220.1	XP_024004874.1, XP_024014479.1
OG0000042	XP_013653696.1, XP_013673846.1	XP_024006069.1
OG0000042	XP_013751105.1, XP_048596476.1, XP_048611388.1, XP_048617238.1, XP_048626337.1, XP_013739245.1, XP_022549769.1, XP_048637482.1, XP_013650090.1, XP_048620040.1, XP_048599546.1, XP_013652272.1, XP_048618226.1, XP_048622954.1, XP_048596126.1, XP_048625808.1, XP_048626211.1, XP_013739441.2, XP_022569094.2, XP_013704236.1, XP_013656004.2, XP_013720036.1, XP_013740016.1, XP_048615590.1, XP_013658415.1, XP_048620297.1, XP_013668827.1	XP_024004988.1
OG0000042	XP_048628387.1, XP_048594252.1	XP_024007589.1
OG0000042	XP_048593336.1	XP_024009938.1
OG0000042	XP_048608023.1	XP_024013326.1
OG0000043	XP_013708975.1	XP_024013119.1, XP_024013114.1
OG0000043	XP_048611687.1	XP_024010734.1, XP_024014875.1, XP_024013111.1
OG0000043	XP_013678800.1, XP_048599765.1	XP_024010469.1
OG0000043	XP_013699896.1	XP_024010278.1, XP_024004993.1, XP_024007282.1, XP_024009187.1, XP_024004823.1, XP_024006435.1, XP_024015903.1, XP_024010381.1, XP_024014049.1, XP_024013966.1
OG0000043	XP_013713707.2, XP_048604980.1	XP_024007316.1, XP_024007298.1, XP_024009765.1, XP_024010410.1, XP_024016309.1
OG0000043	XP_048611738.1, XP_048611858.1	XP_024010349.1
OG0000043	XP_048605617.1, XP_013751538.1, XP_048610020.1	XP_024014519.1
OG0000043	XP_048615105.1	XP_024010262.1, XP_024010407.1, XP_024010475.1, XP_024016371.1, XP_024014634.1
OG0000043	XP_048605762.1, XP_022575840.1, XP_048636416.1, XP_048615744.1, XP_013662062.1, XP_048605629.1, XP_013668954.1	XP_024009417.1, XP_024010105.1, XP_024015145.1, XP_024006527.1, XP_024013117.1, XP_024009280.1, XP_024005016.1, XP_024009364.1, XP_024013594.1
OG0000043	XP_048622617.1	XP_024010276.1
OG0000043	XP_048605095.1	XP_024013224.1, XP_024009176.1, XP_024010625.1, XP_024009457.1, XP_024016866.1, XP_024009118.1, XP_024015906.1
OG0000044	XP_048617149.1, XP_048606242.1, XP_022575854.1, XP_022568454.1, XP_048630632.1, XP_048619316.1, XP_048610212.1, XP_022564020.1, XP_048603735.1, XP_048596312.1, XP_013729463.1, XP_048615563.1, XP_048637468.1, XP_013735816.1	XP_006407857.2
OG0000044	XP_048599977.1, XP_013733293.2, XP_048591383.1, XP_048592554.1, XP_048605908.1, XP_048613135.1, XP_048623805.1, XP_048631733.1, XP_048591444.1, XP_048600193.1, XP_048606399.1, XP_048605166.1, XP_022567046.1, XP_048620073.1, XP_022552709.1, XP_048609363.1, XP_048607154.1, XP_048626706.1, XP_048595608.1, XP_048604688.1, XP_048627544.1, XP_048616284.1, XP_022552197.1, XP_048628171.1, XP_048608413.1, XP_048628439.1, XP_048593377.1, XP_013724632.2, XP_013723763.2	XP_024006486.1, XP_006401889.2, XP_024009662.1, XP_024011380.1, XP_024013796.1, XP_024010208.1, XP_006389862.1, XP_006403918.2
OG0000044	XP_022547672.2, XP_013669672.2, XP_048623948.1, XP_048598164.1, XP_048613213.1, XP_048615669.1, XP_013642234.3, XP_013669592.2, XP_048608518.1, XP_013736305.1	XP_024015030.1
OG0000045	XP_013653957.2, XP_048610024.1	XP_024010150.1, XP_024008086.1, XP_024015905.1, XP_024013201.1
OG0000045	XP_048627518.1, XP_048625806.1, XP_048633024.1, XP_048615579.1, XP_048598081.1	XP_024014022.1
OG0000045	XP_013745156.1, XP_013731567.1, XP_013704291.1, XP_048617105.1, XP_048598554.1, XP_013646145.1, XP_013724895.1, XP_048635016.1, XP_048604173.1, XP_013665251.1, XP_048613483.1, XP_048611695.1, XP_048611378.1, XP_013704661.1, XP_048634935.1, XP_048598061.1, XP_013745369.2, XP_048623634.1, XP_013709218.3, XP_013751199.1, XP_022566288.1, XP_013669032.1, XP_013704915.1, XP_013645539.2, XP_022562321.1, XP_013727766.1, XP_013738821.2, XP_048637545.1, XP_022553291.1, XP_048629978.1, XP_013663207.1, XP_013694738.2	XP_024011224.1
OG0000045	XP_022569592.1, XP_048622608.1, XP_048635030.1, XP_013668766.1, XP_013650778.1, XP_048608462.1, XP_022547724.2, XP_022547879.1, XP_022559926.2, XP_022548633.1, XP_013680064.1, XP_048634024.1, XP_013719699.1, XP_048633015.1	XP_024006120.1, XP_024009300.1, XP_024008010.1
OG0000045	XP_013709461.2, XP_048626938.1, XP_013717367.1, XP_048611890.1, XP_048615531.1	XP_024011171.1
OG0000045	XP_013751220.1, XP_022546552.1	XP_024014349.1, XP_024006862.1
OG0000045	XP_013694239.1, XP_048628468.1, XP_013724424.1	XP_024006618.1
OG0000045	XP_013689123.2	XP_024016129.1
OG0000045	XP_013713286.1, XP_013669586.1	XP_024011268.1
OG0000045	XP_048596540.1, XP_048637065.1, XP_013739454.2, XP_048612059.1, XP_013727563.2, XP_048604915.1, XP_013733850.2, XP_013710371.1, XP_022552649.1, XP_048615901.1, XP_048612605.1	XP_024013381.1, XP_024010348.1, XP_024010913.1, XP_024006569.1
OG0000045	XP_013713178.1	XP_024011373.1, XP_024015844.1, XP_024006123.1, XP_024006531.1, XP_024010635.1, XP_024009411.1
OG0000045	XP_022562451.1, XP_048613579.1	XP_024007913.1
OG0000046	XP_048591104.1	XP_024014419.1
OG0000046	XP_048633450.1, XP_013710778.1	XP_024014561.1
OG0000046	XP_048638243.1, XP_013669844.2	XP_024004758.1
OG0000046	XP_013724742.2	XP_024014362.1
OG0000046	XP_013729318.2	XP_024012825.1
OG0000046	XP_048616752.1, XP_048610981.1, XP_048604137.1	XP_006391458.1
OG0000046	XP_048610999.1	XP_024014567.1
OG0000047	XP_048605495.1, XP_048606198.1, XP_022565160.1	XP_024014292.1
OG0000047	XP_048595760.1, XP_048606465.1, XP_048615063.1, XP_048630782.1, XP_022563248.1, XP_048605434.1, XP_048622925.1, XP_048620259.1, XP_013750025.3, XP_013707245.1, XP_013689003.1, XP_048611916.1, XP_048600680.1, XP_013694451.1, XP_013705051.2, XP_048613841.1, XP_013708441.2, XP_048624586.1, XP_048614488.1, XP_048613583.1, XP_013680570.2, XP_013727892.1, XP_048604633.1, XP_013739556.1, XP_048611593.1, XP_048596333.1, XP_048592724.1, XP_048614390.1, XP_048620610.1, XP_013693907.2, XP_013694450.1, XP_013744667.1, XP_048604888.1, XP_022556780.1, XP_048630840.1, XP_013729546.2, XP_048608418.1, XP_013690197.3, XP_048592683.1, XP_048632953.1, XP_022562405.2, XP_048613480.1, XP_013687440.2, XP_022560098.2, XP_048630294.1	XP_024016226.1, XP_024016354.1
OG0000047	XP_013726474.1, XP_048621881.1, XP_048611784.1, XP_013702900.2, XP_048598042.1, XP_013704246.1	XP_024010589.1
OG0000047	XP_022562643.1, XP_048630749.1, XP_013646205.1, XP_013713305.1, XP_013730190.2, XP_048623760.1, XP_048612616.1, XP_013673366.2, XP_048609206.1, XP_013745490.2, XP_013704829.2, XP_048604967.1, XP_048611522.1, XP_048596443.1, XP_048637573.1, XP_048620210.1, XP_048622632.1	XP_024013907.1
OG0000047	XP_048622648.1, XP_048627697.1	XP_024011136.1
OG0000048	XP_048625022.1, XP_013676074.2, XP_013683129.2, XP_048625023.1, XP_022544292.2, XP_048607995.1	XP_006400349.1
OG0000048	XP_048605148.1, XP_013728790.2	XP_006400347.1
OG0000048	XP_048599156.1	XP_006400348.1
OG0000048	XP_013676070.2, XP_013740214.1, XP_048607994.1, XP_022555256.1, XP_013676061.1, XP_022555254.1, XP_013728782.2, XP_013728785.2, XP_048605292.1, XP_013676068.2	XP_006400345.1
OG0000049	XP_048611513.1, XP_048611514.1, XP_048623930.1, XP_013654063.1	XP_024004768.1
OG0000049	XP_013688839.1	XP_024011348.1
OG0000050	XP_013739943.1, XP_013704948.1, XP_048630984.1, XP_048637629.1, XP_048599686.1, XP_013655825.2, XP_013721760.1, XP_013705039.1, XP_013669077.1	XP_024004129.1, XP_024013428.1, XP_024010363.1, XP_024010297.1, XP_024010298.1, XP_024008041.1, XP_024009617.1, XP_024010321.1, XP_024009248.1, XP_024010226.1, XP_024004127.1, XP_024010620.1, XP_024011215.1, XP_024016291.1, XP_024013963.1
OG0000050	XP_048613402.1, XP_048613401.1, XP_048591431.1, XP_022543960.1, XP_013705009.1	XP_024016230.1, XP_024010222.1
OG0000050	XP_013718383.1	XP_024009412.1
OG0000050	XP_013733770.1, XP_048605818.1, XP_048634042.1, XP_022551907.1, XP_013679832.1, XP_022562828.1, XP_048627632.1, XP_013745646.1, XP_048591497.1, XP_013751386.1	XP_024006614.1, XP_024006463.1, XP_024009419.1, XP_024011092.1, XP_024016359.1, XP_024010315.1, XP_024014903.1, XP_024011317.1
OG0000052	XP_048613662.1, XP_048599350.1, XP_013680648.2, XP_022549241.2, XP_048598261.1, XP_048597938.1	XP_024009195.1, XP_024008111.1, XP_006418389.2
OG0000052	XP_013691740.1, XP_013747418.2	XP_006411503.1
OG0000052	XP_013657952.2, XP_022547321.2, XP_013675087.1, XP_013725308.1	XP_006392148.1, XP_024013725.1, XP_024013699.1
OG0000052	XP_048591305.1, XP_048625302.1	XP_024004386.1
OG0000052	XP_022556477.2, XP_022564157.2, XP_048637054.1, XP_022558010.2, XP_013752059.2, XP_013716726.2, XP_013716727.2	XP_024004184.1
OG0000052	XP_013747770.2, XP_048636340.1, XP_013747769.2, XP_022574743.2	XP_024004231.1
OG0000053	XP_022561273.1, XP_048591460.1, XP_013724193.2, XP_013717316.2, XP_013739400.3, XP_013732982.2, XP_013708966.1, XP_013660144.1, XP_013660140.1, XP_013658530.1	XP_024016529.1, XP_024007942.1, XP_024010231.1, XP_024005865.1
OG0000053	XP_022564363.1, XP_048623806.1, XP_013711122.2, XP_013747493.2, XP_013668598.1, XP_013660360.1, XP_048613279.1, XP_013675621.2, XP_013726592.2, XP_013708501.1, XP_022548821.1	XP_024006276.1, XP_024004801.1, XP_024016568.1, XP_024013967.1, XP_024013968.1, XP_024010380.1, XP_024013302.1, XP_024014239.1, XP_024014568.1, XP_024004842.1, XP_024004845.1, XP_024004831.1, XP_024004843.1, XP_024012732.1, XP_024006590.1, XP_024013675.1, XP_024009487.1, XP_024006533.1, XP_024010626.1
OG0000054	XP_048623542.1	XP_006397270.2
OG0000054	XP_022553428.2, XP_013737743.2, XP_048623720.1, XP_022553704.2, XP_048634735.1, XP_048610596.1, XP_048602294.1, XP_022574445.2, XP_048635553.1, XP_048618573.1, XP_048622748.1, XP_013713188.2, XP_048619894.1, XP_048611783.1, XP_048613170.1, XP_048615234.1, XP_048637818.1, XP_048637045.1, XP_048596138.1, XP_048612574.1, XP_048634954.1, XP_048609051.1, XP_022574301.2, XP_048633225.1, XP_022574506.1, XP_013704260.2, XP_022562802.1, XP_048620993.1, XP_048599089.1, XP_048592551.1, XP_048621337.1, XP_022551131.2, XP_048597720.1, XP_048606142.1, XP_048619790.1, XP_048621209.1, XP_048622552.1, XP_048629346.1, XP_048633888.1, XP_048598954.1, XP_022549978.2, XP_048605107.1, XP_013705438.2, XP_048615650.1, XP_048602917.1, XP_048628816.1, XP_048605478.1, XP_022574390.2, XP_048622671.1, XP_048599304.1, XP_048610747.1, XP_048596260.1, XP_013695048.2, XP_013654745.2, XP_048601641.1, XP_048608968.1	XP_024009310.1, XP_024005013.1
OG0000055	XP_048595750.1, XP_013714724.2	XP_006391935.1
OG0000055	XP_013742425.2, XP_013664366.1, XP_013660709.1, XP_013644421.1	XP_006391863.1, XP_024016712.1, XP_006391858.2
OG0000055	XP_013728745.2	XP_024015483.1
OG0000056	XP_013689080.1	XP_024009899.1, XP_024016377.1, XP_024014710.1, XP_024004977.1, XP_024016537.1
OG0000056	XP_048634929.1, XP_013645844.2, XP_048593471.1, XP_013688936.2, XP_048609321.1, XP_013688795.2, XP_048635087.1, XP_013694675.1, XP_013645882.2, XP_048611631.1, XP_013694324.1, XP_013690206.1, XP_048596449.1, XP_013645336.1, XP_013689842.1, XP_048626013.1, XP_048622740.1, XP_048607413.1, XP_013709826.3, XP_013665443.2, XP_013709534.2, XP_048623820.1, XP_048611849.1, XP_048633213.1, XP_048594492.1	XP_024009686.1, XP_024006605.1
OG0000056	XP_013654159.2, XP_048615511.1, XP_048593289.1	XP_024014312.1, XP_024012933.1
OG0000057	XP_048613510.1	XP_024016535.1
OG0000057	XP_048635092.1, XP_048635090.1, XP_013695133.1	XP_006406926.2
OG0000057	XP_013665444.2, XP_022565713.1, XP_022568087.1	XP_024012536.1
OG0000058	XP_048596463.1, XP_013645621.2, XP_048605527.1, XP_048599608.1, XP_013689814.2, XP_048617049.1, XP_022553383.1, XP_013739632.2, XP_022565235.1	XP_024007981.1, XP_024015913.1
OG0000058	XP_013745363.2, XP_013694732.1, XP_048591504.1, XP_048593222.1, XP_022562618.1, XP_013710788.1, XP_022568760.1, XP_013700064.1, XP_048599667.1, XP_022571757.2, XP_013700531.2, XP_048591560.1, XP_048603602.1, XP_048629394.1, XP_013648539.2, XP_048596304.1, XP_048631614.1, XP_048634594.1	XP_024009750.1, XP_024013613.1
OG0000059	XP_048605596.1	XP_024004071.1
OG0000059	XP_048623615.1, XP_048634948.1, XP_048605568.1	XP_024014348.1
OG0000059	XP_048634909.1	XP_024011850.1, XP_024004984.1
OG0000059	XP_048613242.1	XP_024009942.1
OG0000059	XP_048615797.1	XP_024014527.1
OG0000059	XP_048627704.1, XP_048622764.1, XP_013645474.1, XP_048598050.1	XP_024014297.1
OG0000059	XP_048630102.1, XP_048604784.1	XP_024014004.1
OG0000059	XP_048608876.1, XP_048611646.1, XP_013738602.1, XP_048627469.1, XP_013724826.1	XP_024005015.1
OG0000059	XP_048599730.1	XP_024009611.1
OG0000059	XP_048591423.1	XP_024006615.1
OG0000059	XP_048613571.1	XP_024004880.1
OG0000059	XP_048596426.1	XP_024011306.1
OG0000060	XP_022549915.2, XP_048613385.1, XP_048613427.1, XP_048603869.1, XP_048620444.1, XP_022545663.2, XP_022548337.2, XP_048591381.1, XP_013669554.3	XP_024011528.1
OG0000061	XP_048609345.1	XP_024004223.1, XP_024014389.1
OG0000061	XP_048637558.1, XP_048596723.1, XP_013696292.3, XP_013739780.2, XP_048623330.1, XP_048624587.1, XP_048600681.1, XP_013732657.2, XP_022554064.1, XP_013743691.1, XP_013723290.2, XP_048595762.1, XP_048592686.1, XP_048592725.1, XP_048615070.1, XP_048630784.1, XP_048608631.1, XP_048630841.1, XP_013651771.2, XP_048618601.1, XP_048603650.1, XP_048606030.1, XP_048606466.1, XP_013706470.2, XP_013729547.2, XP_013687886.1, XP_013680970.2, XP_048622924.1, XP_048615428.1, XP_048602960.1, XP_022557143.1, XP_022556335.1, XP_013691840.1, XP_013662162.2, XP_048592595.1, XP_013677735.1, XP_013738633.2, XP_013700197.1, XP_048611597.1, XP_013739555.1, XP_013739489.3, XP_022552117.1, XP_048604597.1	XP_024013908.1, XP_024014942.1
OG0000062	XP_048611761.1, XP_013701495.2, XP_048619707.1, XP_013703977.2, XP_022575147.1, XP_048602568.1, XP_048630018.1, XP_013741022.1, XP_022574457.1, XP_013723697.1, XP_013717352.1, XP_013745422.2, XP_013725743.2, XP_048636767.1, XP_048628779.1, XP_048602176.1, XP_048628782.1, XP_048613487.1	XP_024014042.1
OG0000062	XP_048609977.1, XP_022560228.2, XP_022563564.2, XP_022558537.2, XP_048613911.1, XP_022542999.2, XP_048631743.1, XP_048627209.1, XP_013725623.2, XP_048624059.1, XP_013713563.2, XP_048634102.1, XP_022559989.2, XP_048637493.1, XP_048600389.1, XP_013668707.1, XP_048627305.1, XP_048627874.1, XP_048631742.1, XP_022575708.2, XP_048634039.1, XP_048611754.1, XP_013718395.1, XP_048634057.1, XP_048615597.1, XP_013751359.2, XP_048593277.1, XP_013680161.1, XP_048620206.1, XP_013710967.2, XP_013722855.2, XP_013729652.2, XP_013698443.2, XP_013698444.2, XP_013712635.2, XP_048628785.1, XP_022568534.2, XP_048624608.1, XP_048628426.1, XP_048623999.1, XP_048610618.1, XP_048618722.1, XP_048609744.1, XP_048601320.1, XP_022559333.2, XP_013698372.2, XP_013682639.3, XP_013671728.2, XP_013675949.3, XP_013650003.2, XP_048629236.1, XP_048636765.1, XP_048613353.1, XP_048596581.1, XP_048638474.1, XP_048599816.1, XP_048596952.1, XP_013668972.1, XP_048598101.1, XP_048597521.1, XP_013688157.2, XP_048592059.1, XP_022575236.2, XP_022555762.2, XP_048630017.1, XP_013730186.1, XP_013720015.1, XP_013729910.1, XP_013723696.2, XP_048605760.1, XP_013708686.2, XP_013703976.2, XP_048633919.1, XP_048607057.1, XP_048598073.1, XP_048634908.1, XP_013658933.1	XP_024010130.1, XP_006405230.2
OG0000063	XP_013676426.1	XP_006410944.1
OG0000063	XP_013729484.1	XP_006409907.1
OG0000063	XP_013642542.1, XP_013734919.1	XP_006403660.1
OG0000063	XP_013723951.1	XP_006418920.1, XP_006417762.1
OG0000063	XP_013678307.1	XP_006400928.1
OG0000063	XP_013699203.1	XP_006418982.1
OG0000064	XP_013644911.1, XP_013706797.1	XP_006411683.1
OG0000064	XP_013679593.1	XP_006410525.1
OG0000064	XP_048631953.1, XP_013732021.2, XP_048631947.1, XP_013681630.1, XP_013740745.2, XP_013732016.1, XP_013662146.1, XP_022552115.2, XP_048603029.1, XP_022563759.2, XP_013654778.1, XP_048636127.1, XP_013750684.2, XP_013750683.1, XP_013710193.1, XP_013732028.2, XP_048631950.1, XP_048595286.1	XP_006397224.1, XP_006397217.1, XP_024010292.1, XP_006397043.1
OG0000064	XP_048604746.1	XP_024004093.1, XP_024004091.1
OG0000064	XP_048608366.1, XP_013740424.2, XP_013747385.2, XP_048637086.1, XP_048630435.1, XP_048609512.1, XP_048637084.1, XP_048611466.1, XP_048610275.1, XP_013654519.1, XP_013643544.2, XP_013701408.1, XP_013647170.2, XP_013740430.2, XP_048608360.1, XP_048630391.1	XP_006410067.1
OG0000064	XP_013647197.2	XP_024004059.1
OG0000065	XP_048605517.1, XP_048613214.1, XP_048613276.1, XP_048615613.1, XP_013694812.1, XP_048605654.1, XP_048622854.1, XP_048613235.1, XP_048604923.1	XP_024006661.1
OG0000066	XP_013678984.1, XP_013693331.1, XP_013729633.1, XP_013736360.1, XP_013731924.1, XP_022554306.1, XP_013726329.1	XP_006399597.1
OG0000066	XP_013686743.2	XP_006394194.1
OG0000066	XP_013686742.1	XP_006396911.1
OG0000067	XP_013715412.1, XP_013670850.1, XP_048623178.1, XP_022548777.1, XP_048598519.1, XP_013668584.1	XP_024014925.1
OG0000067	XP_013709805.1, XP_013710177.1, XP_048596544.1, XP_048629618.1, XP_048597699.1, XP_048621264.1, XP_048597728.1, XP_048597729.1, XP_048597726.1, XP_048621263.1, XP_013710755.2, XP_048626256.1, XP_048597725.1, XP_048621323.1	XP_006399102.2
