Orthogroup	Brassica_napus	Brassica_oleracea
OG0000012	XP_048622736.1, XP_013708269.2, XP_048621865.1, XP_048599599.1, XP_048605626.1, XP_048623965.1, XP_013689439.2, XP_013694857.2, XP_048623929.1, XP_048599867.1, XP_048605149.1, XP_048623958.1, XP_013688786.1, XP_048611444.1, XP_048613196.1, XP_048599881.1, XP_048622618.1, XP_022569359.2, XP_013658500.2	XP_013588873.1, XP_013615160.1
OG0000012	XP_013645445.1	XP_013613476.1
OG0000012	XP_048613462.1	XP_013608330.1
OG0000012	XP_013700093.2, XP_048627290.1, XP_048620264.1, XP_048613256.1, XP_048623895.1, XP_013669083.2, XP_048631003.1, XP_048605689.1	XP_013639408.1
OG0000012	XP_048604739.1	XP_013624411.1, XP_013617098.1
OG0000013	XP_013700535.1	XP_013588988.1
OG0000013	XP_013700318.1, XP_048615689.1	XP_013639825.1, XP_013613873.1, XP_013639384.1
OG0000013	XP_048603078.1	XP_013624350.1, XP_013624337.1, XP_013614093.1
OG0000013	XP_048617046.1, XP_048626973.1, XP_048600408.1	XP_013623409.1, XP_013617535.1, XP_013617458.1
OG0000013	XP_048605631.1	XP_013607647.1, XP_013608217.1, XP_013623904.1
OG0000013	XP_048622706.1	XP_013629211.1, XP_013594639.1, XP_013594911.1
OG0000013	XP_013651736.2	XP_013594459.1
OG0000013	XP_013665254.2	XP_013617598.1
OG0000013	XP_013673830.1	XP_013624890.1, XP_013614189.1
OG0000013	XP_048605032.1	XP_013589207.1, XP_013624745.1, XP_013614182.1, XP_013633322.1, XP_013624288.1, XP_013639469.1, XP_013607795.1
OG0000013	XP_048605139.1, XP_048605122.1, XP_048617118.1	XP_013632491.1
OG0000013	XP_048609588.1, XP_013694773.1	XP_013632712.1, XP_013632577.1
OG0000013	XP_048605773.1	XP_013617899.1
OG0000013	XP_013657861.1, XP_013680128.1, XP_048623792.1, XP_048627540.1, XP_048627019.1, XP_013654293.1	XP_013607980.1
OG0000013	XP_013719470.1	XP_013632794.1, XP_013601234.1, XP_013614771.1
OG0000013	XP_048628567.1, XP_013673938.1, XP_048599702.1, XP_048623790.1	XP_013601158.1
OG0000013	XP_013657845.1	XP_013639688.1
OG0000013	XP_013674358.1, XP_048611696.1, XP_013731674.1	XP_013589021.1
OG0000013	XP_048620209.1, XP_048622591.1, XP_048613189.1, XP_013680096.1, XP_048599805.1	XP_013601393.1
OG0000013	XP_048590782.1, XP_013695068.1, XP_048611913.1	XP_013594422.1
OG0000013	XP_013709233.2	XP_013624521.1
OG0000013	XP_013700181.2	XP_013624704.1
OG0000013	XP_013715874.2, XP_048623780.1	XP_013601173.1
OG0000013	XP_048611935.1, XP_048604998.1	XP_013617542.1
OG0000013	XP_013689885.1	XP_013601236.1
OG0000013	XP_013709546.1	XP_013607981.1, XP_013608045.1
OG0000013	XP_048623897.1, XP_013658724.1	XP_013589309.1
OG0000013	XP_048613190.1, XP_048595147.1, XP_048611591.1, XP_013695057.1	XP_013607890.1
OG0000013	XP_013705952.3	XP_013588879.1
OG0000013	XP_048599685.1	XP_013632947.1, XP_013608133.1
OG0000013	XP_048605016.1	XP_013626749.1, XP_013617567.1
OG0000013	XP_048605019.1	XP_013594663.1, XP_013617570.1
OG0000013	XP_013689149.2	XP_013632726.1
OG0000013	XP_048604885.1, XP_048599929.1	XP_013624548.1, XP_013624518.1, XP_013617541.1
OG0000013	XP_013654288.1	XP_013607976.1
OG0000013	XP_013688904.1	XP_013617554.1
OG0000013	XP_048611534.1	XP_013624555.1
OG0000013	XP_048599780.1	XP_013624648.1
OG0000013	XP_022575826.1, XP_013689893.1, XP_048613103.1	XP_013617214.1
OG0000013	XP_013669278.1	XP_013617732.1
OG0000013	XP_013728369.1	XP_013632739.1, XP_013594506.1, XP_013594504.1, XP_013607872.1, XP_013629509.1
OG0000013	XP_048619878.1	XP_013624576.1
OG0000013	XP_048605061.1	XP_013613441.1
OG0000013	XP_013730694.1	XP_013617503.1
OG0000013	XP_048622616.1, XP_022570400.1	XP_013608039.1
OG0000013	XP_048599566.1	XP_013628280.1, XP_013607682.1, XP_013617253.1
OG0000013	XP_013699867.2	XP_013624190.1
OG0000013	XP_013665415.1	XP_013639492.1
OG0000013	XP_013704069.1	XP_013594560.1
OG0000013	XP_013650512.1	XP_013617770.1
OG0000013	XP_013651123.1	XP_013632810.1
OG0000013	XP_013699897.1, XP_013729113.2, XP_048608937.1, XP_048619944.1	XP_013617907.1, XP_013613388.1
OG0000013	XP_013654290.1	XP_013632807.1
OG0000013	XP_022558217.1	XP_013613731.1
OG0000013	XP_048611650.1, XP_048605932.1, XP_013699887.1, XP_013645659.1	XP_013639542.1
OG0000013	XP_022566330.1	XP_013608070.1
OG0000014	XP_013679731.1	XP_013624169.1
OG0000014	XP_048627630.1	XP_013595084.1
OG0000014	XP_013731373.1	XP_013607955.1
OG0000014	XP_048599227.1	XP_013594761.1
OG0000014	XP_013709749.1	XP_013589509.1, XP_013624293.1, XP_013632946.1, XP_013589060.1
OG0000014	XP_013654635.1, XP_013726049.1	XP_013625317.1
OG0000014	XP_048611570.1	XP_013632798.1, XP_013613507.1
OG0000014	XP_048630262.1	XP_013601885.1, XP_013588970.1, XP_013627640.1
OG0000014	XP_048611538.1	XP_013623548.1, XP_013627369.1, XP_013607767.1, XP_013608123.1, XP_013594361.1, XP_013633074.1
OG0000014	XP_013658387.1	XP_013588874.1
OG0000014	XP_013673957.1	XP_013624200.1
OG0000014	XP_013665229.1	XP_013617845.1, XP_013626258.1
OG0000014	XP_013658625.2	XP_013601621.1
OG0000014	XP_013650466.1	XP_013623206.1, XP_013639710.1
OG0000014	XP_048622641.1, XP_048622642.1, XP_048622974.1	XP_013594389.1
OG0000014	XP_022562478.1	XP_013632817.1
OG0000014	XP_013673831.2	XP_013601562.1
OG0000014	XP_013704133.1	XP_013624536.1
OG0000014	XP_048604637.1	XP_013616964.1
OG0000014	XP_048628089.1, XP_013694775.2	XP_013613807.1
OG0000014	XP_013665386.3, XP_048613249.1, XP_013674378.2	XP_013632496.1
OG0000014	XP_013722901.1, XP_048623672.1, XP_013703493.2, XP_013713287.1, XP_013645645.2	XP_013632784.1
OG0000014	XP_013704858.1	XP_013632480.1
OG0000014	XP_013669211.2	XP_013632942.1
OG0000014	XP_048623583.1, XP_013645651.2	XP_013624569.1, XP_013639745.1
OG0000014	XP_013659049.1	XP_013614317.1, XP_013601288.1
OG0000014	XP_048605480.1	XP_013589086.1
OG0000014	XP_048615803.1	XP_013624989.1
OG0000014	XP_013709311.1	XP_013632974.1
OG0000014	XP_013694537.1	XP_013639741.1, XP_013639295.1
OG0000014	XP_048611805.1	XP_013633013.1, XP_013623877.1, XP_013615619.1
OG0000014	XP_013674396.1	XP_013615430.1
OG0000014	XP_013694070.1, XP_013658466.1	XP_013639472.1
OG0000014	XP_013708671.1	XP_013614662.1
OG0000014	XP_048624069.1, XP_013658227.1, XP_048599863.1, XP_048604671.1	XP_013617027.1
OG0000014	XP_013689140.2	XP_013601324.1
OG0000014	XP_048615614.1	XP_013634577.1
OG0000014	XP_048622743.1, XP_048623549.1, XP_048611837.1	XP_013624113.1
OG0000014	XP_048619919.1	XP_013594433.1
OG0000014	XP_013700001.1, XP_048635027.1	XP_013589122.1
OG0000014	XP_048596283.1	XP_013631241.1
OG0000014	XP_048605886.1	XP_013624893.1
OG0000014	XP_013739829.1	XP_013601329.1
OG0000014	XP_013654467.2	XP_013624867.1, XP_013601675.1, XP_013608398.1
OG0000014	XP_013688809.1	XP_013616919.1, XP_013601206.1
OG0000014	XP_013658577.1, XP_048602505.1	XP_013632898.1
OG0000014	XP_022558682.2	XP_013617684.1
OG0000015	XP_022553445.1	XP_013624517.1
OG0000015	XP_048611374.1	XP_013617189.1
OG0000015	XP_048595751.1	XP_013614071.1
OG0000015	XP_048613565.1, XP_048634846.1	XP_013614992.1
OG0000015	XP_048611773.1	XP_013617706.1, XP_013617083.1
OG0000015	XP_048616950.1, XP_048602698.1, XP_048622170.1	XP_013615209.1
OG0000015	XP_013645200.2	XP_013614315.1
OG0000015	XP_048611390.1	XP_013615211.1, XP_013594601.1, XP_013615204.1
OG0000015	XP_048606234.1	XP_013634793.1, XP_013615599.1
OG0000015	XP_048605893.1	XP_013613389.1
OG0000015	XP_048604728.1	XP_013594602.1
OG0000015	XP_048613411.1	XP_013639615.1
OG0000015	XP_048599610.1	XP_013639368.1
OG0000015	XP_048623763.1	XP_013608444.1
OG0000015	XP_013741841.2	XP_013608212.1
OG0000015	XP_048596340.1, XP_048599755.1, XP_013689811.1	XP_013607960.1
OG0000015	XP_022548659.1	XP_013624634.1
OG0000017	XP_048622511.1, XP_048606925.1	XP_013632401.1
OG0000017	XP_013700317.1	XP_013601111.1
OG0000017	XP_013709336.2, XP_048615768.1, XP_013650781.2, XP_048638133.1, XP_022546268.1	XP_013594657.1
OG0000017	XP_048605890.1	XP_013603153.1
OG0000017	XP_048614703.1, XP_048607286.1, XP_022565172.2, XP_048624705.1, XP_048602823.1, XP_048609626.1	XP_013632846.1
OG0000017	XP_048608279.1, XP_048607119.1, XP_048622871.1, XP_048616199.1	XP_013616619.1
OG0000017	XP_048596318.1	XP_013632054.1
OG0000017	XP_048615681.1	XP_013601623.1, XP_013589244.1
OG0000017	XP_022564699.2	XP_013624895.1
OG0000017	XP_048605724.1	XP_013617516.1
OG0000017	XP_048624468.1, XP_048622792.1	XP_013615448.1
OG0000017	XP_048622874.1	XP_013633218.1
OG0000017	XP_022562505.2	XP_013601120.1
OG0000017	XP_013700865.1	XP_013617481.1
OG0000017	XP_048600781.1, XP_048600780.1, XP_048605929.1	XP_013624951.1
OG0000017	XP_048592801.1, XP_048620235.1, XP_048599118.1, XP_048594622.1, XP_022546269.2	XP_013607958.1, XP_013594902.1
OG0000017	XP_013715010.1	XP_013601171.1
OG0000017	XP_048615612.1	XP_013632836.1
OG0000017	XP_048610757.1, XP_022559532.2	XP_013585421.1
OG0000017	XP_048603682.1	XP_013601147.1
OG0000017	XP_048613364.1, XP_048637487.1	XP_013624224.1, XP_013591412.1
OG0000017	XP_048605067.1	XP_013617648.1
OG0000017	XP_013673983.1, XP_048611629.1	XP_013589099.1
OG0000018	XP_013723218.1	XP_013608094.1
OG0000018	XP_013729972.2, XP_048605202.1, XP_048611582.1	XP_013632801.1
OG0000018	XP_013700193.2	XP_013583415.1
OG0000018	XP_048637481.1	XP_013639394.1, XP_013624628.1, XP_013601657.1
OG0000018	XP_048594395.1	XP_013608056.1
OG0000018	XP_013723386.1, XP_048620905.1, XP_048596639.1	XP_013589650.1
OG0000018	XP_022565086.2, XP_048615837.1, XP_048623681.1	XP_013633047.1
OG0000018	XP_013694986.1, XP_013651110.1, XP_048604736.1, XP_013724413.2, XP_048621801.1, XP_048621797.1, XP_048619956.1, XP_048619958.1	XP_013594522.1
OG0000018	XP_048633112.1, XP_048623936.1	XP_013608090.1
OG0000018	XP_013669249.1	XP_013608306.1
OG0000018	XP_048596417.1, XP_013720098.2	XP_013608093.1
OG0000018	XP_048637603.1	XP_013639781.1, XP_013624942.1, XP_013635359.1
OG0000018	XP_013665022.2	XP_013625589.1
OG0000018	XP_048611445.1	XP_013583343.1
OG0000018	XP_048604864.1	XP_013617328.1
OG0000018	XP_013745820.1, XP_048613131.1, XP_048606197.1, XP_022557717.1	XP_013633276.1
OG0000018	XP_013751868.1, XP_022568346.1, XP_048611977.1	XP_013633321.1
OG0000018	XP_013679337.1, XP_013704991.1	XP_013632330.1, XP_013632740.1
OG0000018	XP_048620421.1	XP_013631302.1, XP_013594507.1
OG0000018	XP_048604881.1	XP_013624087.1
OG0000018	XP_013658330.1	XP_013624037.1
OG0000018	XP_013726653.1	XP_013616795.1
OG0000018	XP_013658329.1, XP_013726201.1, XP_048611537.1, XP_048599852.1	XP_013607721.1
OG0000018	XP_013657853.2	XP_013639694.1
OG0000018	XP_013704346.2	XP_013616959.1
OG0000018	XP_048605132.1, XP_048608829.1, XP_048615824.1, XP_048635015.1, XP_048604882.1	XP_013592110.1
OG0000018	XP_013658447.2	XP_013595678.1, XP_013589433.1
OG0000019	XP_013673926.1	XP_013617429.1
OG0000019	XP_022551193.1	XP_013627832.1
OG0000019	XP_048621485.1	XP_013639582.1
OG0000019	XP_022557639.1, XP_048592640.1, XP_048625519.1	XP_013594896.1
OG0000019	XP_022564361.1	XP_013601179.1
OG0000019	XP_013745161.1	XP_013601186.1
OG0000019	XP_048620186.1	XP_013639515.1, XP_013594913.1
OG0000019	XP_048604827.1, XP_022571038.1, XP_022562585.2, XP_048593373.1, XP_013658360.2, XP_013674258.2, XP_048596246.1	XP_013624987.1
OG0000019	XP_048613232.1	XP_013624406.1
OG0000019	XP_048631187.1, XP_048591492.1, XP_048600050.1, XP_048604601.1	XP_013624126.1
OG0000019	XP_013650790.2, XP_048616705.1, XP_048623938.1, XP_048634915.1, XP_048596323.1	XP_013615711.1
OG0000019	XP_048635128.1, XP_013689709.2	XP_013610312.1
OG0000019	XP_013704389.3	XP_013608199.1
OG0000019	XP_048619647.1	XP_013616817.1
OG0000019	XP_048633186.1	XP_013586656.1
OG0000020	XP_048605650.1	XP_013617329.1
OG0000020	XP_048634953.1, XP_048607600.1, XP_048606214.1, XP_048603551.1	XP_013624359.1
OG0000020	XP_013669005.1	XP_013624702.1, XP_013627760.1
OG0000020	XP_048605533.1, XP_013654031.1, XP_048612010.1, XP_048622775.1	XP_013633361.1
OG0000020	XP_013713722.1	XP_013601359.1
OG0000020	XP_022562274.2	XP_013594377.1
OG0000020	XP_048616652.1	XP_013608349.1, XP_013624599.1
OG0000020	XP_013726427.2	XP_013624292.1
OG0000020	XP_013745514.1, XP_048605186.1, XP_048620230.1, XP_048623769.1, XP_013679767.1, XP_048621666.1	XP_013601246.1
OG0000020	XP_013650967.1, XP_048591571.1, XP_048626859.1, XP_048613161.1	XP_013639291.1
OG0000020	XP_048611725.1	XP_013639624.1
OG0000020	XP_013699854.1	XP_013630315.1
OG0000020	XP_022562366.2, XP_048620316.1, XP_013732066.2	XP_013595152.1
OG0000020	XP_048605043.1, XP_048599908.1	XP_013614355.1
OG0000020	XP_048619511.1	XP_013630351.1, XP_013601247.1
OG0000020	XP_048611724.1	XP_013624230.1
OG0000020	XP_048611452.1, XP_048603603.1	XP_013632617.1
OG0000020	XP_048605540.1	XP_013614814.1
OG0000020	XP_048595588.1, XP_048596917.1, XP_048596183.1, XP_048613160.1, XP_048626856.1, XP_048600450.1, XP_048620012.1	XP_013614358.1
OG0000020	XP_048608714.1	XP_013614815.1
OG0000020	XP_048615699.1	XP_013594329.1
OG0000020	XP_013709011.1	XP_013613855.1
OG0000020	XP_048604246.1, XP_048604535.1	XP_013617726.1, XP_013601203.1
OG0000020	XP_022549023.2	XP_013594308.1
OG0000020	XP_013657903.1, XP_013723556.1	XP_013601347.1
OG0000020	XP_048611901.1	XP_013632603.1
OG0000020	XP_048605534.1	XP_013632537.1, XP_013624335.1
OG0000020	XP_013674065.2	XP_013633274.1
OG0000020	XP_048634951.1, XP_048591547.1, XP_013650843.2	XP_013629391.1
OG0000020	XP_013718148.1, XP_013668768.2, XP_013668767.1	XP_013633360.1
OG0000020	XP_048615651.1, XP_048613478.1, XP_013709420.1, XP_048609050.1, XP_013679762.2, XP_048637046.1, XP_048627992.1, XP_048628108.1, XP_048613522.1, XP_048596430.1, XP_048633083.1, XP_048622997.1, XP_048591443.1	XP_013615052.1
OG0000020	XP_013673878.1	XP_013607917.1
OG0000020	XP_048612046.1, XP_013673528.1	XP_013614455.1
OG0000020	XP_048593409.1, XP_048591396.1	XP_013601358.1
OG0000020	XP_013713236.1	XP_013613949.1
OG0000020	XP_013700399.2	XP_013633399.1
OG0000020	XP_048618574.1	XP_013614792.1
OG0000020	XP_048620217.1	XP_013632386.1
OG0000020	XP_013713189.2	XP_013632756.1, XP_013632823.1
OG0000020	XP_013699955.2	XP_013617698.1, XP_013617380.1, XP_013613951.1, XP_013639558.1, XP_013583287.1, XP_013589401.1
OG0000020	XP_048619850.1, XP_013705031.1	XP_013632536.1
OG0000020	XP_048595713.1, XP_048612579.1	XP_013589344.1
OG0000020	XP_048634137.1	XP_013623591.1, XP_013622638.1, XP_013617271.1
OG0000021	XP_022552080.1	XP_013616875.1
OG0000021	XP_048634143.1, XP_013700085.1	XP_013594483.1
OG0000021	XP_013713218.2	XP_013632484.1
OG0000021	XP_022553574.1	XP_013595187.1, XP_013589405.1
OG0000021	XP_048591559.1, XP_013690322.2	XP_013624336.1, XP_013624294.1, XP_013607730.1, XP_013595127.1
OG0000021	XP_048628766.1	XP_013624580.1
OG0000021	XP_013709566.2	XP_013589254.1, XP_013601688.1
OG0000021	XP_013722646.2, XP_013751498.1, XP_048604867.1, XP_048611893.1, XP_013650079.2	XP_013583358.1
OG0000021	XP_048599653.1, XP_048608107.1, XP_013650404.1, XP_048611506.1	XP_013614571.1
OG0000021	XP_048620220.1, XP_048624032.1, XP_048634857.1, XP_013703729.2	XP_013607765.1
OG0000021	XP_048613501.1	XP_013583277.1
OG0000021	XP_048611796.1	XP_013613505.1
OG0000021	XP_048611396.1, XP_022567212.1, XP_048604962.1	XP_013617452.1
OG0000021	XP_048604910.1, XP_048620249.1	XP_013601663.1
OG0000021	XP_013669673.1	XP_013624212.1, XP_013616969.1
OG0000021	XP_048605373.1	XP_013623499.1, XP_013617795.1
OG0000021	XP_013678980.1	XP_013601139.1
OG0000021	XP_013713376.1	XP_013624393.1
OG0000021	XP_013727601.1, XP_048620920.1	XP_013589283.1
OG0000021	XP_048615710.1	XP_013608037.1, XP_013624679.1, XP_013589306.1
OG0000021	XP_013708382.1	XP_013639486.1
OG0000021	XP_013700007.2	XP_013624949.1
OG0000021	XP_048604811.1	XP_013617230.1, XP_013601547.1
OG0000021	XP_048611847.1	XP_013588986.1
OG0000021	XP_048620273.1	XP_013595068.1
OG0000021	XP_013658199.2	XP_013608302.1
OG0000021	XP_048622881.1, XP_013704354.2	XP_013617855.1
OG0000021	XP_013720866.1, XP_022557494.1	XP_013589622.1
OG0000021	XP_022574317.2, XP_013717736.1	XP_013608127.1
OG0000021	XP_013713632.1	XP_013608157.1, XP_013639673.1, XP_013595077.1
OG0000023	XP_013697411.2, XP_013738434.2	XP_013598807.1
OG0000023	XP_048601630.1	XP_013598729.1
OG0000023	XP_013737521.2	XP_013598703.1
OG0000023	XP_048601631.1	XP_013598794.1
OG0000023	XP_013694303.1	XP_013595256.1
OG0000023	XP_013661254.1, XP_013737516.2	XP_013598658.1
OG0000023	XP_048619015.1	XP_013595247.1
OG0000023	XP_048634136.1	XP_013634493.1
OG0000023	XP_013723122.1, XP_013663886.1	XP_013626010.1
OG0000023	XP_048633858.1	XP_013631155.1
OG0000023	XP_013694257.1, XP_013737657.1	XP_013595250.1
OG0000023	XP_048612374.1	XP_013626677.1
OG0000023	XP_048605400.1	XP_013624060.1
OG0000023	XP_022558747.1	XP_013608009.1, XP_013618611.1
OG0000023	XP_013735533.1, XP_013684115.2	XP_013623631.1
OG0000023	XP_048625802.1	XP_013608654.1
OG0000023	XP_013718560.2	XP_013617506.1
OG0000023	XP_022572340.2, XP_048632570.1	XP_013625142.1
OG0000023	XP_013663876.1, XP_013701916.1	XP_013623158.1
OG0000023	XP_022549279.2, XP_022550415.1	XP_013599965.1
OG0000023	XP_013737922.2, XP_013737872.2	XP_013599945.1
OG0000023	XP_013710801.1, XP_013717353.1	XP_013588839.1
OG0000023	XP_013694329.2	XP_013595104.1
OG0000023	XP_013741339.2	XP_013598637.1
OG0000024	XP_013669076.1	XP_013628120.1
OG0000024	XP_013669544.1	XP_013624550.1
OG0000024	XP_013713480.1	XP_013608029.1
OG0000024	XP_013689097.2, XP_048608673.1	XP_013617493.1
OG0000024	XP_013728666.1	XP_013639678.1
OG0000024	XP_048613449.1, XP_048605856.1, XP_048623912.1, XP_048599793.1	XP_013614834.1
OG0000024	XP_048599838.1, XP_048605606.1, XP_048615618.1, XP_048623904.1	XP_013617498.1
OG0000024	XP_048611507.1	XP_013632697.1
OG0000024	XP_013650414.1	XP_013594489.1, XP_013632774.1
OG0000024	XP_048605083.1	XP_013617664.1
OG0000024	XP_013669031.1	XP_013624573.1
OG0000024	XP_013709009.2	XP_013617562.1
OG0000024	XP_013651066.1, XP_013651401.2	XP_013624533.1, XP_013594608.1
OG0000024	XP_022568629.1	XP_013614287.1
OG0000024	XP_048615606.1	XP_013589188.1
OG0000024	XP_013732458.2	XP_013624640.1
OG0000024	XP_048611612.1	XP_013632832.1, XP_013589159.1
OG0000024	XP_048605648.1	XP_013624582.1
OG0000024	XP_048622898.1, XP_048611836.1, XP_013689892.2, XP_013650453.1, XP_048623902.1, XP_048613349.1, XP_048619937.1, XP_048624080.1	XP_013608365.1
OG0000024	XP_048623970.1	XP_013608238.1
OG0000024	XP_013669564.2	XP_013589154.1
OG0000024	XP_048620139.1	XP_013594847.1
OG0000024	XP_048605025.1	XP_013601413.1
OG0000024	XP_048623990.1	XP_013589197.1
OG0000024	XP_048617117.1	XP_013613938.1
OG0000024	XP_048622615.1	XP_013624572.1
OG0000024	XP_048617119.1	XP_013601189.1, XP_013628043.1, XP_013607931.1, XP_013601156.1, XP_013617602.1, XP_013624756.1, XP_013624664.1, XP_013632767.1, XP_013594505.1
OG0000025	XP_048637460.1, XP_048596622.1, XP_048637461.1, XP_022561441.2	XP_013597573.1
OG0000025	XP_013705737.2	XP_013621193.1
OG0000025	XP_048594642.1, XP_013713555.1, XP_013665745.2	XP_013608141.1
OG0000025	XP_013717234.2	XP_013618838.1
OG0000025	XP_048627191.1	XP_013617013.1, XP_013617012.1
OG0000025	XP_013674736.2	XP_013617023.1
OG0000025	XP_048604076.1, XP_048604483.1	XP_013619638.1
OG0000025	XP_022560149.2, XP_048630233.1, XP_013726076.2	XP_013620896.1, XP_013615558.1
OG0000025	XP_048604678.1, XP_048603144.1	XP_013619743.1, XP_013619793.1
OG0000025	XP_048607423.1, XP_048607435.1, XP_013655489.2	XP_013629798.1
OG0000025	XP_022571152.1, XP_048626769.1, XP_048626770.1, XP_013693915.2, XP_048606182.1, XP_048624533.1	XP_013609443.1
OG0000025	XP_022554086.2, XP_048607422.1	XP_013625644.1
OG0000025	XP_013670188.1	XP_013629713.1
OG0000025	XP_022554085.2, XP_048607429.1	XP_013626427.1
OG0000025	XP_048607496.1, XP_013704762.2	XP_013617015.1, XP_013617014.1
OG0000025	XP_048630650.1, XP_013674435.1, XP_048627723.1	XP_013624780.1
OG0000025	XP_013674438.1	XP_013624779.1
OG0000025	XP_022563911.2	XP_013614694.1
OG0000025	XP_048631222.1, XP_013674433.2, XP_048627722.1, XP_048627726.1, XP_013674436.2	XP_013624781.1, XP_013626875.1
OG0000025	XP_013645334.2, XP_013651019.1	XP_013589427.1
OG0000025	XP_013739125.2, XP_013733752.2	XP_013625541.1
OG0000025	XP_013645330.1	XP_013589429.1
OG0000025	XP_013651021.2	XP_013615643.1
OG0000025	XP_013733741.2, XP_013734914.2	XP_013626289.1
OG0000026	XP_013660801.2, XP_013693183.2	XP_013606795.1
OG0000026	XP_013688792.2	XP_013632787.1
OG0000026	XP_048604113.1	XP_013607489.1, XP_013601110.1
OG0000026	XP_048605402.1	XP_013589043.1, XP_013589304.1
OG0000026	XP_013694923.1	XP_013624039.1
OG0000026	XP_048611708.1	XP_013589471.1
OG0000026	XP_013700163.2, XP_022560041.2, XP_048623977.1, XP_048619887.1, XP_013716236.1	XP_013626805.1
OG0000026	XP_048604696.1	XP_013617519.1
OG0000026	XP_013679158.1	XP_013589474.1
OG0000026	XP_048613434.1	XP_013589161.1
OG0000026	XP_022570698.1	XP_013624655.1
OG0000026	XP_048622697.1	XP_013617179.1
OG0000026	XP_048605928.1	XP_013624950.1
OG0000026	XP_013725579.1	XP_013630835.1
OG0000026	XP_022569794.1	XP_013607866.1
OG0000026	XP_013649960.1, XP_013708922.1, XP_013701765.1, XP_048607574.1, XP_022559746.2	XP_013633381.1
OG0000026	XP_048600036.1, XP_048600035.1, XP_013718697.2, XP_013726689.1	XP_013617480.1
OG0000026	XP_013645721.1	XP_013624503.1, XP_013633143.1, XP_013639630.1, XP_013617322.1, XP_013617729.1, XP_013624373.1, XP_013617843.1
OG0000026	XP_013673982.1	XP_013589098.1
