Orthogroup	Brassica_napus	Erysimum_linariifolium
OG0000072	XP_048635064.1, XP_013647323.1, XP_048593398.1, XP_048596351.1, XP_048603899.1, XP_048600599.1, XP_048594413.1, XP_048618310.1, XP_048604095.1, XP_048604094.1, XP_048596580.1, XP_048594542.1, XP_048604074.1, XP_048591382.1, XP_048627563.1, XP_048590810.1, XP_022567739.2, XP_048619385.1, XP_013689512.1, XP_013652914.1, XP_013719569.1, XP_048599139.1, XP_048594764.1, XP_048626217.1, XP_022549334.2, XP_048626215.1, XP_048591054.1	El003G180720
OG0000073	XP_048607107.1, XP_048607408.1, XP_048611866.1	El007G355990
OG0000073	XP_022548483.2	El007G365480
OG0000074	XP_013650643.2, XP_013658370.2	El002G108920
OG0000074	XP_013693122.1, XP_013662871.2	El002G109030
OG0000074	XP_048597301.1, XP_022564630.1, XP_013705955.1, XP_013658420.2, XP_013695922.2	El002G108840
OG0000075	XP_048620324.1	El001G065030, El001G025110
OG0000076	XP_048625706.1	El001G023120
OG0000076	XP_013659850.2, XP_022549905.1, XP_048633975.1, XP_048633972.1, XP_048633971.1, XP_013645263.2	El001G023080
OG0000076	XP_013644701.2, XP_022561919.2, XP_013672574.2	El001G041500, El001G041490
OG0000077	XP_013735884.1, XP_013735871.1, XP_013735860.1, XP_013707233.1	El003G143050, El006G313810, El003G143040
OG0000077	XP_022543769.2, XP_013707234.1	El003G143090
OG0000078	XP_013700526.1, XP_013650905.1, XP_013745380.1, XP_048637495.1, XP_013700179.1, XP_048605892.1, XP_048623590.1, XP_048611607.1, XP_013665097.1, XP_048622699.1, XP_022549656.1, XP_048609005.1, XP_048599720.1, XP_013739428.1, XP_048596368.1, XP_048623987.1, XP_048613524.1, XP_048620033.1, XP_022546375.1, XP_048628043.1, XP_048615664.1, XP_022576097.1, XP_048628042.1, XP_048603585.1, XP_048630261.1, XP_048634207.1, XP_048609229.1, XP_048591498.1, XP_048591499.1, XP_013654184.1, XP_048623523.1, XP_013681787.1, XP_048634099.1, XP_048611376.1, XP_022551141.2, XP_048617967.1, XP_048634792.1, XP_048592898.1, XP_013728224.3	El008G368270, El008G368260
OG0000079	XP_013729190.1, XP_048595764.1	El005G237320, El005G272390, El005G237310
OG0000079	XP_013663684.1, XP_013686218.2	El007G357730
OG0000079	XP_022563621.2, XP_013648987.2	El004G196920
OG0000080	XP_013715458.2, XP_048624999.1, XP_048625002.1, XP_048625005.1, XP_048599127.1	El002G131320, El002G131270
OG0000081	XP_022543076.2	El004G231800, El001G044440
OG0000081	XP_013740482.1, XP_048608414.1	El006G319750
OG0000082	XP_013702599.2, XP_013651107.1, XP_022547626.1, XP_013654527.1, XP_022564315.1, XP_048615908.1, XP_048638582.1, XP_022569085.2, XP_022568271.1, XP_013738907.1, XP_048605800.1	El004G212430
OG0000083	XP_048607240.1, XP_048594694.1	El007G352220, El007G352210
OG0000083	XP_013694863.1	El005G265380
OG0000083	XP_048591797.1, XP_013750052.1, XP_022551365.2	El004G223260
OG0000083	XP_013732405.3, XP_013732131.3	El006G317480, El006G317520, El006G317460, El006G317530
OG0000084	XP_048612342.1	El006G313950
OG0000084	XP_013716110.2, XP_048627361.1, XP_013729540.1	El006G316420
OG0000084	XP_048611942.1, XP_048634134.1, XP_013688312.2, XP_022574378.2, XP_048633678.1	El006G316360, El006G316460, El006G316430, El006G316470, El006G316370, El006G316400
OG0000085	XP_022569788.1	El005G263080, El005G261930
OG0000086	XP_048596830.1, XP_013654149.2, XP_048596828.1, XP_048596826.1, XP_048596831.1, XP_048596838.1, XP_048596825.1, XP_013670270.2, XP_048625411.1, XP_048625797.1, XP_048624818.1, XP_048624742.1, XP_048623032.1, XP_048624743.1, XP_048625421.1, XP_013670272.1, XP_048625417.1, XP_048596836.1, XP_048596827.1, XP_048596835.1, XP_013654809.1, XP_048596829.1, XP_048596834.1, XP_048596833.1, XP_048596839.1, XP_013654148.2, XP_048596832.1, XP_048596823.1, XP_013654807.2, XP_048596837.1, XP_013654814.2, XP_048596824.1	El002G123600, El004G210560
OG0000087	XP_022562884.1	El001G056180
OG0000087	XP_013744215.1, XP_048609898.1, XP_013748897.2, XP_048630422.1, XP_013748912.1	El006G303330
OG0000087	XP_013647839.1, XP_013642755.1, XP_013706649.2, XP_013642584.1, XP_048606695.1, XP_013642908.2	El007G327940
OG0000087	XP_013711754.2	El001G016250
OG0000087	XP_013727135.1, XP_013668012.1	El001G069260
OG0000087	XP_048636624.1, XP_022571399.1, XP_013692248.1	El006G296420
OG0000087	XP_048623521.1, XP_013730319.2, XP_048615524.1, XP_048595999.1, XP_013685704.1, XP_013723718.1, XP_048637415.1	El007G360740
OG0000087	XP_013735145.1, XP_013671115.1, XP_013717468.1, XP_013737534.1	El003G165170
OG0000087	XP_013702315.1, XP_013717905.1	El004G228430
OG0000088	XP_013744164.1, XP_048633769.1, XP_013662951.2	El007G357210
OG0000088	XP_022570880.1, XP_013681867.2	El001G016960
OG0000088	XP_013666868.1, XP_013647817.1	El001G016470
OG0000088	XP_013667304.2, XP_013703852.2	El001G059590
OG0000088	XP_048637102.1, XP_013686530.2	El001G059580
OG0000089	XP_013738692.2, XP_013680302.1, XP_013715593.1, XP_022570770.1, XP_048603560.1, XP_013678548.1	El001G072250
OG0000089	XP_013685761.1	El002G120830
OG0000089	XP_013744099.1, XP_013749375.1, XP_048635593.1, XP_013641664.1, XP_013684896.1, NP_001302489.1, XP_013736468.1	El002G133200
OG0000089	XP_013750120.1, XP_022575481.1	El005G247910
OG0000089	XP_022560353.2	El006G292700
OG0000089	XP_013703107.1	El007G331780, El001G015710
OG0000090	XP_013642020.1, XP_013729969.1	El002G104490, El003G181590
OG0000090	XP_013648765.1, XP_013721160.1, XP_013702919.2, XP_013717976.1, XP_013693443.1, XP_022551927.1	El004G228750
OG0000090	XP_013685705.1, XP_022560926.1, XP_048630146.1, XP_013730312.2	El002G093200
OG0000093	XP_048615753.1, XP_013652010.2, XP_048593043.1, XP_013652011.2	El002G128830
OG0000093	XP_048593044.1	El001G029880
OG0000093	XP_022572075.2	El001G029840
OG0000096	XP_048599796.1	El004G205300
OG0000096	XP_048620183.1, XP_048620181.1	El001G038300
OG0000096	XP_048603802.1	El007G361830
OG0000096	XP_022543895.1	El007G362690
OG0000096	XP_048605333.1, XP_022571361.1	El007G362760
OG0000097	XP_013657561.2, XP_048621400.1, XP_022547315.1	El001G004470
OG0000097	XP_048602514.1, XP_013712776.2	El001G004450
OG0000097	XP_013664501.1, XP_048633521.1	El001G004400
OG0000098	XP_048621297.1, XP_048597756.1	El002G095770
OG0000099	XP_013691533.1, XP_013659324.1, XP_048627224.1	El004G194870, El001G011990, El004G194960, El004G194830, El004G194970, El004G204720, El004G194880, El004G194860, El006G303000, El004G214950, El004G214930
OG0000099	XP_048627225.1	El004G194840, El004G194950
OG0000100	XP_048593370.1	El004G206690, El006G309850, El007G331570, El004G203680, El006G309780, El001G004640, El001G030520, El001G030510
OG0000101	XP_048595710.1, XP_048625968.1	El007G349760
OG0000101	XP_048595711.1	El001G010940
OG0000101	XP_013672144.1, XP_013713492.2	El004G201590
OG0000104	XP_048597860.1	El002G090170
OG0000104	XP_048592849.1	El006G304210
OG0000104	XP_013749139.1	El002G136360
OG0000105	XP_022562480.1, XP_013715857.1, XP_048605455.1, XP_048608688.1, XP_048593393.1, XP_013718782.2, XP_013694042.1, XP_022553563.2, XP_013704439.1, XP_013665256.1, XP_013694025.1, XP_048605077.1, XP_048593218.1, XP_048594082.1, XP_048637657.1, XP_022565169.1, XP_013731282.2, XP_048596450.1, XP_048611408.1, XP_013733161.1, XP_013745528.1, XP_048613395.1, XP_013659789.1, XP_048605554.1, XP_013654367.1, XP_048619854.1, XP_013717729.1, XP_013713812.1, XP_048615748.1, XP_013650456.2, XP_048619914.1, XP_013669009.2, XP_013658425.3, XP_048623628.1, XP_048629474.1, XP_048605414.1, XP_048631077.1, XP_048624189.1, XP_013725027.1, XP_048635060.1, XP_013720324.1, XP_048637550.1, XP_048617048.1, XP_013658413.2, XP_048611581.1, XP_048628904.1, XP_013729815.1, XP_048628897.1, XP_013689368.1, XP_048617223.1, XP_048637526.1, XP_048593216.1	El027G373450
OG0000106	XP_022549816.1, XP_013724543.2, XP_048630737.1, XP_013732001.1	El001G010720, El005G256190, El005G255570
OG0000106	XP_048607054.1, XP_013655148.2	El005G269060, El005G269030, El005G268940
OG0000107	XP_013651532.2	El006G308310
OG0000107	XP_013741568.1, XP_013746885.2, XP_048632489.1	El005G257790, El005G257800
OG0000107	XP_013684958.2, XP_022555319.1	El005G257780, El005G257770
OG0000107	XP_048626537.1	El005G257840
OG0000107	XP_013654654.2, XP_013710374.1, XP_013665759.2	El003G184930, El003G187830, El007G362890
OG0000108	XP_013647147.2	El007G364310, El007G323300, El001G009690, El006G281400
OG0000108	XP_048591517.1, XP_013738590.1, XP_013654138.2, XP_048597131.1, XP_013679734.2	El006G297420, El006G297320, El006G297490, El006G297230, El002G139550
OG0000109	XP_013700376.1, XP_048615040.1, XP_048626127.1, XP_048635093.1, XP_048606619.1, XP_022543140.2, XP_013650395.3	El005G269730
OG0000110	XP_013648313.1, XP_048591595.1, XP_013724438.1	El001G030790
OG0000110	XP_048620750.1, XP_013663751.2, XP_013724437.1	El001G030780
OG0000111	XP_013742754.2, XP_048630010.1, XP_048636944.1, XP_022571049.1	El003G187720, El001G009620, El003G183560
OG0000111	XP_048597120.1, XP_022571256.1, XP_013708223.1, XP_048620603.1, XP_048597109.1, XP_048620602.1, XP_013690802.1, XP_013707956.2, XP_048597113.1, XP_048620623.1, XP_022546856.2, XP_048597111.1	El001G025790
OG0000112	XP_048608347.1, XP_013679348.1, XP_048608346.1	El007G342990
OG0000113	XP_013713013.1	El004G207200
OG0000113	XP_022555930.1	El050G375440
OG0000113	XP_013751710.1, XP_022545824.1	El002G128690
OG0000114	XP_048605864.1, XP_048607881.1, XP_013716522.2, XP_022566896.2, XP_022566891.2, XP_048595956.1	El001G070430
OG0000114	XP_013742280.2, XP_048601725.1, XP_013750066.1, XP_048602540.1, XP_013742273.2, XP_048591888.1	El004G206200, El004G206180, El004G205940, El004G206220
OG0000115	XP_048604190.1, XP_048612682.1, XP_048614070.1, XP_048600458.1, XP_048609622.1, XP_048628466.1, XP_048615956.1, XP_013733314.2, XP_048638551.1, XP_048621056.1, XP_022546450.2, XP_048638438.1, XP_048599605.1, XP_048608906.1, XP_048618571.1, XP_048629114.1, XP_013691274.1, XP_048602817.1, XP_048603175.1, XP_013718387.1, XP_048612044.1, XP_048623554.1, XP_022565249.1, XP_048630961.1, XP_048590938.1, XP_048591102.1, XP_048624029.1, XP_013738579.2, XP_048636801.1, XP_048633066.1, XP_048594870.1, XP_048630550.1, XP_022570997.1	El007G324900, El006G289920, El006G285120, El004G201560, El001G079750, El001G046700
OG0000115	XP_048613922.1, XP_048622257.1, XP_048618879.1, XP_048638478.1, XP_048618733.1, XP_048592681.1, XP_048623304.1, XP_048591398.1, XP_048634318.1, XP_048630903.1, XP_022559336.2, XP_022571250.1, XP_048614657.1, XP_022549921.2, XP_048633085.1, XP_048616056.1, XP_013691285.2, XP_013694542.2, XP_048622340.1, XP_048614959.1, XP_048593342.1, XP_048610450.1, XP_048597019.1, XP_048592782.1, XP_022547568.1, XP_048637863.1, XP_048621432.1, XP_048590965.1, XP_048633091.1, XP_048622516.1, XP_048621767.1, XP_013709400.1	El002G106750, El002G138260, El007G348280
OG0000115	XP_013668619.2	El001G079740, El006G310420
OG0000116	XP_022544167.1, XP_048608432.1, XP_048638188.1, XP_013716376.1, XP_022550104.1, XP_022556923.1, XP_048593732.1, XP_022556736.1, XP_022549872.2, XP_022575985.1, XP_048625853.1, XP_048617918.1, XP_048606284.1, XP_048622376.1, XP_048630379.1, XP_048635896.1, XP_048615261.1, XP_048593658.1, XP_048592752.1	El006G309080, El005G266280, El003G181290, El002G126330, El004G208040, El003G160430, El001G048920, El007G350210, El004G213450, El001G046840, El004G209170, El001G081080, El007G335700, El004G218070
OG0000117	XP_048633010.1	El001G016830
OG0000118	XP_013721571.1, XP_013653227.2, XP_022559841.1, XP_048593021.1, XP_048625105.1, XP_048598243.1, XP_048599293.1, XP_013696139.2, XP_013665018.2, XP_048620842.1, XP_013658816.2	El001G001700, El001G001530
OG0000118	XP_048608723.1, XP_022573293.1, XP_013699906.2, XP_048620357.1, XP_013699908.2, XP_048620154.1, XP_013700610.1, XP_048637977.1, XP_048633963.1, XP_013712921.1, XP_013704284.3, XP_048619514.1	El002G084120
OG0000119	XP_048608170.1, XP_013725180.1, XP_048627629.1, XP_048611711.1, XP_048620164.1, XP_048611930.1, XP_013729112.1, XP_013689486.1, XP_022570381.2, XP_048629988.1, XP_013669078.1, XP_013708039.1, XP_048624841.1	El005G265760, El001G013130, El007G355930
OG0000119	XP_048611665.1	El002G124220
OG0000120	XP_048595818.1, XP_048626059.1, XP_013700597.2, XP_048595780.1	El004G200260
OG0000120	XP_048593515.1, XP_048621623.1, XP_013690264.1, XP_013739293.2, XP_048617643.1, XP_048617725.1, XP_048637971.1, XP_048617632.1	El007G345250, El007G346140, El006G307860
OG0000120	XP_022548769.1, XP_048623248.1	El001G077920
OG0000121	XP_013695053.2, XP_013690266.1, XP_013668669.1, XP_022553136.2, XP_022563910.2, XP_022552395.2, XP_048631154.1, XP_013718588.1, XP_048624028.1, XP_013726245.1, XP_048605538.1, XP_022545100.2, XP_022573124.1, XP_048605920.1, XP_048591509.1, XP_048615713.1, XP_048596850.1, XP_048627720.1, XP_048634914.1, XP_048596457.1, XP_013656488.2, XP_048634150.1, XP_048596346.1, XP_048609702.1, XP_048611359.1, XP_022568572.1, XP_048609293.1, XP_048608012.1, XP_048605794.1, XP_013674466.2, XP_013688932.2, XP_022546232.1, XP_013650539.2, XP_013717358.1, XP_048615817.1, XP_013727202.2, XP_013731828.1, XP_048613109.1, XP_022552191.1, XP_013721690.2, XP_013719393.1, XP_013745160.1, XP_013721575.2, XP_013645381.2, XP_022550748.2, XP_013704361.1, XP_013746129.1, XP_022560081.1, XP_013694381.2, XP_048620143.1, XP_048637582.1, XP_013658312.2, XP_013679848.2, XP_048605772.1, XP_048622790.1, XP_048608746.1, XP_013724265.2, XP_022552461.1, XP_022570998.1, XP_048630551.1, XP_048598094.1, XP_013699659.2, XP_048613166.1, XP_048599660.1, XP_013694678.1, XP_048620850.1, XP_013688998.1, XP_013658407.2, XP_013648581.2, XP_013650410.1, XP_048624022.1, XP_013718388.1	El001G079760
OG0000121	XP_048590872.1, XP_013745255.1, XP_013663740.1, XP_013645876.1, XP_048621283.1, XP_048604695.1, XP_013667205.2, XP_013713791.1	El004G201550, El003G176590, El007G324890
OG0000122	XP_013725365.1, XP_013714453.2	El007G335590, El007G335600
OG0000123	XP_013655114.1, XP_013681615.1	El002G113800
OG0000123	XP_048615718.1	El003G177660
OG0000124	XP_013703401.2, XP_013710827.1, XP_048594892.1, XP_013645068.1, XP_048625440.1, XP_013694405.2	El005G257490, El006G297400, El006G297570, El004G206660, El006G307600, El001G057860, El004G224160, El007G349980
OG0000124	XP_013650484.1	El001G050120, El001G069630
OG0000124	XP_048599387.1	El005G241140, El004G213620
OG0000125	XP_013651899.1	El006G292880
OG0000125	XP_013724039.1, XP_048628026.1, XP_013680559.2, XP_013667165.1	El001G057350
OG0000125	XP_013714507.1, XP_013712083.2	El001G015040, El007G331030
OG0000125	XP_048610082.1, XP_013733819.1, XP_013647688.1, XP_013702707.1, XP_048633779.1	El006G304720
OG0000127	XP_048635996.1, XP_048615291.1, XP_048634173.1, XP_013650485.1, XP_048615293.1, XP_048635993.1, XP_048591839.1, XP_048617251.1, XP_048592066.1, XP_013746803.3, XP_048634084.1, XP_022558142.1	El001G001730
OG0000128	XP_048613218.1	El003G173140
OG0000128	XP_048621991.1	El002G130470
OG0000130	XP_048598133.1	El002G120060
OG0000131	XP_013704250.1, XP_022547453.2	El006G311530
OG0000132	XP_048592631.1, XP_048616656.1, XP_048596189.1, XP_013713021.2, XP_013644582.1, XP_048638584.1, XP_013733869.1, XP_048633159.1, XP_022570321.1, XP_048595243.1, XP_048627586.1, XP_022552664.1, XP_022558226.1, XP_022567202.1, XP_048621996.1, XP_048607190.1, XP_048627173.1, XP_048593587.1	El005G264200
OG0000132	XP_048596919.1, XP_048610486.1, XP_022564239.1, XP_048610491.1, XP_013686718.1, XP_048616658.1, XP_048623345.1, XP_013708181.2	El005G264210
OG0000133	XP_048605712.1, XP_013720988.1, XP_048603901.1, XP_048610560.1, XP_013677132.1, XP_022561458.1, XP_048624232.1, XP_048617376.1	El005G265050
OG0000133	XP_048611440.1, XP_048637518.1, XP_013725733.2, XP_022558112.2, XP_022549598.1, XP_013705736.1, XP_048615754.1, XP_013679739.1, XP_013642601.2, XP_048615616.1, XP_022553480.1, XP_048611892.1, XP_048599828.1, XP_048606740.1, XP_022557385.2, XP_048605021.1, XP_048601774.1, XP_022556311.2	El003G179460
OG0000135	XP_048623049.1, XP_048625727.1, XP_048622705.1, XP_013709067.1, XP_048600011.1, XP_048630971.1, XP_013704825.2, XP_048619881.1, XP_048611456.1, XP_048613585.1, XP_048615512.1, XP_048615533.1, XP_013654035.1, XP_048633042.1, XP_022573031.1, XP_013751117.1, XP_013651829.1, XP_013704239.2, XP_013679520.1, XP_048605339.1, XP_048634144.1, XP_013678844.1, XP_013654448.1, XP_022546345.1, XP_013674518.2, XP_048635120.1, XP_013672187.1, XP_013689648.1, XP_048634854.1, XP_048630530.1, XP_013707030.1, XP_048607650.1, XP_048613581.1, XP_048626626.1	El007G346110
OG0000135	XP_013722991.2	El007G327960, El004G202160
OG0000135	XP_013709231.1, XP_048594886.1, XP_022553965.2	El001G045750
OG0000136	XP_013645964.1	El004G215950
OG0000136	XP_022575046.2	El004G209050, El004G209110
OG0000136	XP_013739113.2	El003G186400, El003G186460
OG0000137	XP_048625125.1, XP_013713093.1, XP_048604869.1, XP_022570847.1, XP_048612488.1, XP_048622855.1, XP_048610170.1, XP_048599951.1, XP_022552119.1, XP_013672832.1, XP_013676966.2, XP_013641393.2, XP_013658059.2, XP_048634031.1, XP_048590805.1, XP_013724945.1, XP_048636952.1, XP_048631656.1, XP_048613388.1, XP_013709437.1, XP_048630338.1, XP_048630388.1, XP_048634920.1, XP_022546341.1, XP_013721216.1, XP_048612208.1, XP_013642218.1, XP_048633382.1, XP_022557441.1	El002G124820, El003G184880
OG0000137	XP_013698689.2, XP_048611545.1	El007G356470
OG0000137	XP_048612120.1	El003G191580
OG0000138	XP_048609073.1, XP_013651841.2, XP_048616562.1	El004G229780
OG0000138	XP_048615898.1	El006G314590
OG0000138	XP_013693477.2	El001G045840
OG0000138	XP_013644477.2, XP_013703822.2	El001G045810, El001G045830
OG0000140	XP_013740286.2, XP_013681326.3, XP_048608044.1, XP_048630919.1	El007G332020
OG0000140	XP_048606408.1, XP_013713879.2, XP_048604485.1, XP_048606386.1, XP_013674904.1, XP_013733786.2, XP_048604591.1, XP_022556278.2, XP_013743782.2	El007G332560, El007G332570, El007G332540
OG0000140	XP_013729602.1, XP_022549051.2	El007G332010, El007G332000
OG0000142	XP_048630429.1, XP_013732593.2, XP_048636860.1, XP_013648742.2	El006G303740, El006G303770
OG0000142	XP_013734925.2	El001G049820, El006G303750
OG0000142	XP_013734927.2, XP_013744626.2	El006G303780
OG0000142	XP_048630430.1	El006G303760
OG0000142	XP_022564993.1	El006G303820
OG0000142	XP_013744231.2, XP_013744228.3	El006G301970, El006G301960
OG0000143	XP_048619964.1, XP_048596379.1, XP_048591981.1, XP_048593244.1, XP_048598142.1	El003G186130
OG0000144	XP_022552704.1	El006G293730
OG0000144	XP_022552373.1, XP_048611630.1	El007G362000
OG0000145	XP_048615635.1, XP_048618180.1, XP_048614542.1	El001G032460
OG0000145	XP_048616620.1	El007G355960
OG0000145	XP_022552184.1	El005G270970, El001G000710
OG0000145	XP_013669496.2, XP_048622999.1, XP_013645531.2, XP_048615538.1, XP_048605737.1, XP_013704319.2, XP_013719210.1, XP_048605867.1, XP_048609993.1, XP_022557814.2, XP_048622774.1, XP_048633157.1, XP_048634906.1, XP_048602089.1, XP_048602087.1, XP_048596945.1	El001G043740
OG0000145	XP_048607526.1	El002G114960
OG0000146	XP_022568478.2, XP_022573244.1, XP_048607276.1, XP_013681201.2	El007G336800
OG0000146	XP_048607272.1, XP_013680812.1, XP_013652138.1, XP_013665788.1	El007G336790
OG0000146	XP_013705645.2, XP_013665791.2, XP_048629397.1	El007G336850
OG0000146	XP_013683699.1, XP_013665789.1, XP_013665790.1, XP_013651101.2	El007G336810
OG0000146	XP_013646341.2, XP_022573245.1	El007G336820
OG0000146	XP_013718411.1, XP_013725782.1	El007G336890
OG0000146	XP_048605311.1	El002G123110
OG0000146	XP_013679462.1, XP_013704713.2	El007G336920
OG0000147	XP_013652767.1, XP_013652756.1, XP_048625859.1, XP_013738909.2	El005G277400
OG0000147	XP_013656312.2	El003G152940
OG0000147	XP_048606815.1, XP_048603056.1, XP_048624774.1, XP_048598891.1	El007G334350
OG0000147	XP_013726987.1, XP_013650334.2, XP_013648576.1	El004G233720
