Orthogroup	Brassica_napus	Cardamine_amara
OG0000056	XP_048634929.1, XP_013645844.2, XP_048593471.1, XP_013688936.2, XP_048609321.1, XP_013688795.2, XP_048635087.1, XP_013694675.1, XP_013645882.2, XP_048611631.1, XP_013694324.1, XP_013690206.1, XP_048596449.1, XP_013645336.1, XP_013689842.1, XP_048626013.1, XP_048622740.1, XP_048607413.1, XP_013709826.3, XP_013665443.2, XP_013709534.2, XP_048623820.1, XP_048611849.1, XP_048633213.1, XP_048594492.1	evm.model.RL_2.634
OG0000057	XP_022568087.1	evm.model.RL_1.2123, evm.model.RL_1.2359
OG0000058	XP_048596463.1, XP_013645621.2, XP_048605527.1, XP_048599608.1, XP_013689814.2, XP_048617049.1, XP_022553383.1, XP_013739632.2, XP_022565235.1	evm.model.RL_6.762
OG0000059	XP_048605596.1	evm.model.RL_2.445
OG0000059	XP_048627704.1, XP_048622764.1, XP_013645474.1, XP_048598050.1	evm.model.RL_6.844
OG0000059	XP_022566691.2	evm.model.RL_7.2089
OG0000059	XP_048630102.1, XP_048604784.1	evm.model.RL_4.1269
OG0000060	XP_048622453.1	evm.model.RL_4.110
OG0000060	XP_022549915.2, XP_048613385.1, XP_048613427.1, XP_048603869.1, XP_048620444.1, XP_022545663.2, XP_022548337.2, XP_048591381.1, XP_013669554.3	evm.model.RL_3.1064, evm.model.RL_3.817, evm.model.RL_8.1029, evm.model.RL_7.1968
OG0000061	XP_048609345.1	evm.model.RL_6.2768, evm.model.RL_3.1126
OG0000061	XP_048637558.1, XP_048596723.1, XP_013696292.3, XP_013739780.2, XP_048623330.1, XP_048624587.1, XP_048600681.1, XP_013732657.2, XP_022554064.1, XP_013743691.1, XP_013723290.2, XP_048595762.1, XP_048592686.1, XP_048592725.1, XP_048615070.1, XP_048630784.1, XP_048608631.1, XP_048630841.1, XP_013651771.2, XP_048618601.1, XP_048603650.1, XP_048606030.1, XP_048606466.1, XP_013706470.2, XP_013729547.2, XP_013687886.1, XP_013680970.2, XP_048622924.1, XP_048615428.1, XP_048602960.1, XP_022557143.1, XP_022556335.1, XP_013691840.1, XP_013662162.2, XP_048592595.1, XP_013677735.1, XP_013738633.2, XP_013700197.1, XP_048611597.1, XP_013739555.1, XP_013739489.3, XP_022552117.1, XP_048604597.1	evm.model.RL_6.2867, evm.model.RL_7.2504, evm.model.RL_7.1966, evm.model.RL_8.1041
OG0000062	XP_048611761.1, XP_013701495.2, XP_048619707.1, XP_013703977.2, XP_022575147.1, XP_048602568.1, XP_048630018.1, XP_013741022.1, XP_022574457.1, XP_013723697.1, XP_013717352.1, XP_013745422.2, XP_013725743.2, XP_048636767.1, XP_048628779.1, XP_048602176.1, XP_048628782.1, XP_048613487.1, XP_048624175.1, XP_013694681.2, XP_048604692.1, XP_048623683.1, XP_013705125.2, XP_013658760.2, XP_048633093.1	evm.model.RL_2.991, evm.model.RL_6.777
OG0000062	XP_013658933.1	evm.model.RL_6.455, evm.model.RL_7.899, evm.model.RL_7.1720
OG0000065	XP_048613235.1, XP_048604923.1	evm.model.RL_3.828, evm.model.RL_2.702, evm.model.RL_4.719, evm.model.RL_7.2023, evm.model.RL_6.638, evm.model.RL_4.727
OG0000066	XP_013750874.1, XP_013686753.1, XP_013709910.2, XP_022552886.1, XP_013678750.1, XP_013657686.1, XP_013726586.1, XP_013686743.2, XP_013731494.1, XP_013698649.1, XP_013712760.1, XP_048627501.1, XP_048626247.1, XP_048627503.1, XP_048626251.1, XP_048630526.1, XP_048601368.1, XP_013738537.1, XP_013718218.1, XP_013686742.1	evm.model.RL_8.2622
OG0000067	XP_013715412.1, XP_013670850.1, XP_048623178.1, XP_022548777.1, XP_048598519.1, XP_013668584.1	evm.model.RL_7.2627
OG0000069	XP_013705921.1, XP_013745198.1, XP_013688957.1, XP_048594533.1, XP_048590945.1, XP_013739369.1, XP_048622910.1, XP_013678757.1	evm.model.RL_8.289
OG0000069	XP_048612051.1, XP_048626740.1	evm.model.RL_1.2285
OG0000069	XP_022548573.1, XP_048632994.1, XP_048593433.1, XP_048593408.1, XP_048591588.1, XP_048632944.1, XP_048591440.1, XP_013673924.1, XP_048605823.1, XP_048605153.1, XP_048632961.1	evm.model.RL_4.1093
OG0000070	XP_048605739.1, XP_048613332.1, XP_048605466.1	evm.model.RL_6.573
OG0000070	XP_048609984.1	evm.model.RL_2.838
OG0000070	XP_013723762.2, XP_048630545.1	evm.model.RL_6.606
OG0000070	XP_048630613.1, XP_048627468.1	evm.model.RL_1.2599
OG0000070	XP_048627235.1, XP_048635003.1, XP_048633120.1	evm.model.RL_1.3315
OG0000070	XP_022567896.1	evm.model.RL_1.2601, evm.model.RL_6.604, evm.model.RL_2.731
OG0000071	XP_048599861.1, XP_048623054.1, XP_013699951.1	evm.model.RL_1.2437
OG0000071	XP_048616732.1	evm.model.RL_4.341
OG0000071	XP_013694349.1, XP_048605778.1	evm.model.RL_6.3
OG0000072	XP_048635064.1, XP_013647323.1, XP_048593398.1, XP_048596351.1, XP_048603899.1, XP_048600599.1, XP_048594413.1, XP_048618310.1, XP_048604095.1, XP_048604094.1, XP_048596580.1, XP_048594542.1, XP_048604074.1, XP_048591382.1, XP_048627563.1, XP_048590810.1, XP_022567739.2, XP_048619385.1, XP_013689512.1, XP_013652914.1, XP_013719569.1, XP_048599139.1, XP_048594764.1, XP_048626217.1, XP_022549334.2, XP_048626215.1, XP_048591054.1	evm.model.RL_3.783
OG0000073	XP_048629188.1, XP_048607107.1, XP_048607408.1, XP_048611866.1, XP_013681424.3, XP_013706684.3	evm.model.RL_4.629
OG0000073	XP_048616162.1, XP_048629185.1, XP_048632242.1	evm.model.RL_4.146, evm.model.RL_4.158.2.687c86cd, evm.model.RL_4.151, evm.model.RL_4.156
OG0000073	XP_022570605.2, XP_013724112.2	evm.model.RL_6.501
OG0000073	XP_022548483.2	evm.model.RL_5.2720
OG0000076	XP_048595244.1, XP_048625573.1	evm.model.RL_6.1653
OG0000077	XP_022543769.2, XP_013707234.1	evm.model.RL_2.3381
OG0000078	XP_013665481.1	evm.model.RL_7.1903
OG0000078	XP_013700526.1, XP_013650905.1, XP_013745380.1, XP_048637495.1, XP_013700179.1, XP_048605892.1, XP_048623590.1, XP_048611607.1, XP_013665097.1, XP_048622699.1, XP_022549656.1, XP_048609005.1, XP_048599720.1, XP_013739428.1, XP_048596368.1, XP_048623987.1, XP_048613524.1, XP_048620033.1, XP_022546375.1, XP_048628043.1, XP_048615664.1, XP_022576097.1, XP_048628042.1, XP_048603585.1, XP_048630261.1, XP_048634207.1, XP_048609229.1, XP_048591498.1, XP_048591499.1, XP_013654184.1, XP_048623523.1, XP_013681787.1, XP_048634099.1, XP_048611376.1, XP_022551141.2, XP_048617967.1, XP_048634792.1, XP_048592898.1, XP_013728224.3	evm.model.RL_3.798
OG0000079	XP_013648987.2	evm.model.RL_1.227
OG0000080	XP_013743983.2, XP_013720433.1	evm.model.RL_5.3416
OG0000081	XP_022543076.2	evm.model.RL_6.922
OG0000082	XP_048621527.1	evm.model.RL_7.1932
OG0000082	XP_048604698.1	evm.model.RL_3.918
OG0000082	XP_048615513.1	evm.model.RL_7.1946
OG0000082	XP_048615966.1	evm.model.RL_8.1557
OG0000082	XP_013651107.1	evm.model.RL_3.357
OG0000082	XP_048605800.1	evm.model.RL_3.1016, evm.model.RL_1.2681
OG0000085	XP_013668679.1	evm.model.RL_2.448
OG0000086	XP_048596830.1, XP_013654149.2, XP_048596828.1, XP_048596826.1, XP_048596831.1, XP_048596838.1, XP_048596825.1, XP_013670270.2, XP_048625411.1, XP_048625797.1, XP_048624818.1, XP_048624742.1, XP_048623032.1, XP_048624743.1, XP_048625421.1, XP_013670272.1, XP_048625417.1, XP_048596836.1, XP_048596827.1, XP_048596835.1, XP_013654809.1, XP_048596829.1, XP_048596834.1, XP_048596833.1, XP_048596839.1, XP_013654148.2, XP_048596832.1, XP_048596823.1, XP_013654807.2, XP_048596837.1, XP_013654814.2, XP_048596824.1	evm.model.RL_3.615, evm.model.RL_4.2411, evm.model.RL_4.2410
OG0000087	XP_022562884.1	evm.model.RL_4.1345
OG0000087	XP_013744215.1, XP_048609898.1, XP_013748897.2, XP_048630422.1, XP_013748912.1	evm.model.RL_6.1057
OG0000087	XP_013711754.2	evm.model.RL_7.1685
OG0000087	XP_013727135.1, XP_013668012.1	evm.model.RL_4.2360
OG0000087	XP_048636624.1, XP_022571399.1, XP_013692248.1	evm.model.RL_6.1567
OG0000087	XP_048623521.1, XP_013730319.2, XP_048615524.1, XP_048595999.1, XP_013685704.1, XP_013723718.1, XP_048637415.1	evm.model.RL_4.428
OG0000087	XP_013735145.1, XP_013671115.1, XP_013717468.1, XP_013737534.1	evm.model.RL_2.1599
OG0000087	XP_013702315.1, XP_013717905.1	evm.model.RL_3.1990
OG0000088	XP_013744164.1, XP_048633769.1, XP_013662951.2, XP_013684409.1, XP_013738446.1, XP_013655528.2, XP_013724542.3, XP_013691478.1, XP_013642657.2, XP_013696082.2, XP_048604148.1, XP_048596586.1, XP_013640522.2, XP_013682377.2, XP_013732525.1, XP_048600910.1, XP_013663313.2, XP_013682378.2, XP_022570880.1, XP_013681867.2, XP_013686818.1	evm.model.RL_7.1629
OG0000088	XP_048637102.1, XP_013686530.2	evm.model.RL_8.1137
OG0000089	XP_013738692.2, XP_013680302.1, XP_013715593.1, XP_022570770.1, XP_048603560.1, XP_013678548.1	evm.model.RL_4.2603
OG0000089	XP_013744099.1, XP_013749375.1, XP_048635593.1, XP_013641664.1, XP_013684896.1, NP_001302489.1, XP_013736468.1	evm.model.RL_1.1790.1.687c87ee
OG0000089	XP_013750120.1, XP_022575481.1	evm.model.RL_1.1121
OG0000089	XP_013703107.1	evm.model.RL_7.1725, evm.model.RL_8.2019
OG0000090	XP_013642020.1, XP_013729969.1	evm.model.RL_5.1846
OG0000090	XP_013648765.1, XP_013721160.1, XP_013702919.2, XP_013717976.1, XP_013693443.1, XP_022551927.1	evm.model.RL_3.2006
OG0000090	XP_013713419.1, XP_013691588.1	evm.model.RL_7.2013, evm.model.RL_7.2546
OG0000090	XP_013685705.1, XP_022560926.1, XP_048630146.1, XP_013730312.2	evm.model.RL_5.885
OG0000091	XP_048593297.1, XP_048593705.1, XP_022545742.2, XP_048599114.1, XP_022547657.2, XP_022562419.2, XP_048620428.1, XP_048633438.1, XP_048633226.1, XP_048618496.1, XP_048596983.1, XP_048591399.1, XP_048633033.1, XP_048594579.1, XP_048627329.1, XP_048604790.1, XP_048611766.1, XP_048611816.1, XP_048610908.1, XP_048619916.1, XP_048605058.1, XP_048637516.1, XP_048600324.1, XP_048627376.1, XP_048599718.1, XP_048623586.1, XP_048614765.1, XP_048622838.1, XP_048604838.1, XP_048606406.1, XP_048593183.1, XP_048622543.1, XP_048633151.1, XP_048634899.1, XP_048606392.1, XP_048619743.1, XP_022557497.2, XP_048623432.1, XP_048594718.1, XP_048627320.1, XP_048630477.1, XP_048599438.1, XP_048635272.1, XP_048593298.1, XP_048615324.1, XP_048597000.1, XP_048635222.1, XP_048597541.1, XP_048618470.1, XP_048592012.1, XP_048625213.1, XP_048634093.1, XP_048637131.1, XP_048591776.1, XP_048596856.1, XP_048594535.1, XP_013749125.2, XP_022565263.2, XP_048600327.1, XP_048606391.1, XP_013675098.2, XP_048618789.1, XP_048622294.1, XP_048618498.1, XP_048610648.1, XP_048633437.1, XP_048627562.1, XP_048596853.1, XP_048590731.1, XP_022547658.2, XP_013752544.3, XP_048593186.1, XP_048593323.1, XP_048618479.1, XP_048622556.1, XP_048593246.1, XP_013651724.2, XP_048593303.1, XP_048615320.1, XP_022573140.2, XP_048593310.1, XP_048633232.1, XP_048595900.1, XP_048638628.1, XP_048596383.1, XP_048623307.1, XP_048606289.1, XP_013725772.2	evm.model.RL_6.574
OG0000093	XP_048634291.1, XP_013691599.1, XP_013728903.1, XP_013691684.1	evm.model.RL_7.523
OG0000093	XP_048593044.1	evm.model.RL_7.525
OG0000096	XP_048599796.1	evm.model.RL_3.612
OG0000096	XP_048620183.1, XP_048620181.1	evm.model.RL_7.2530
OG0000096	XP_048631311.1, XP_013689048.2	evm.model.RL_4.275
OG0000096	XP_048603802.1	evm.model.RL_4.362
OG0000097	XP_013657561.2, XP_048621400.1, XP_022547315.1	evm.model.RL_8.394
OG0000098	XP_022564393.1	evm.model.RL_3.229
OG0000099	XP_048627225.1	evm.model.RL_3.85
OG0000104	XP_048592849.1	evm.model.RL_6.1001, evm.model.RL_6.1005, evm.model.RL_6.1006
OG0000104	XP_013641320.1	evm.model.RL_5.2109
OG0000104	XP_013739506.2, XP_048609186.1	evm.model.RL_1.2055
OG0000104	XP_013749139.1	evm.model.RL_1.2425
OG0000105	XP_013709582.1, XP_048605034.1, XP_013704437.2, XP_048608535.1, XP_013739657.2, XP_048637500.1, XP_013745676.2, XP_048623640.1, XP_013668588.1, XP_048615516.1, XP_048604846.1, XP_013679748.1, XP_048593418.1, XP_048599830.1, XP_048613532.1, XP_013704637.2, XP_022562604.2, XP_048622938.1, XP_013715023.2, XP_048634095.1, XP_048615834.1, XP_048613162.1, XP_048611354.1, XP_013700043.1, XP_048623800.1, XP_013673999.1, XP_048624158.1, XP_048632996.1, XP_048599695.1, XP_048605510.1, XP_048604993.1, XP_048637583.1, XP_048628851.1, XP_013728309.1, XP_013700550.1	evm.model.RL_1.2669
OG0000105	XP_013718782.2, XP_013694042.1, XP_022553563.2, XP_013704439.1	evm.model.RL_6.453
OG0000106	XP_022549816.1, XP_013724543.2, XP_048630737.1, XP_013732001.1	evm.model.RL_7.1393
OG0000107	XP_013684958.2, XP_022555319.1	evm.model.RL_1.1927
OG0000108	XP_013647147.2	evm.model.RL_8.499, evm.model.RL_4.164, evm.model.RL_4.166
OG0000108	XP_048591517.1, XP_013738590.1, XP_013654138.2, XP_048597131.1, XP_013679734.2	evm.model.RL_3.231
OG0000108	XP_013711330.1	evm.model.RL_1.3010
OG0000109	XP_048619736.1, XP_048622037.1	evm.model.RL_1.2215, evm.model.RL_4.1270
OG0000109	XP_013700376.1, XP_048615040.1, XP_048626127.1, XP_048635093.1, XP_048606619.1, XP_022543140.2, XP_013650395.3	evm.model.RL_1.2946
OG0000109	XP_048617055.1, XP_048626901.1, XP_048618101.1	evm.model.RL_1.2832, evm.model.RL_4.660
OG0000110	XP_048620750.1, XP_013663751.2, XP_013724437.1	evm.model.RL_7.1925
OG0000110	XP_013724441.1, XP_048591598.1, XP_013724449.1	evm.model.RL_7.432
OG0000111	XP_022562617.1, XP_048595446.1	evm.model.RL_8.2409
OG0000113	XP_013644478.1, XP_048595848.1, XP_013659064.1	evm.model.RL_4.208
OG0000113	XP_013713013.1	evm.model.RL_3.97, evm.model.RL_7.1875
OG0000113	XP_022555930.1	evm.model.RL_3.996
OG0000114	XP_048605864.1	evm.model.RL_3.630
OG0000116	XP_022544167.1, XP_048608432.1, XP_048638188.1, XP_013716376.1, XP_022550104.1, XP_022556923.1, XP_048593732.1, XP_022556736.1, XP_022549872.2, XP_022575985.1, XP_048625853.1, XP_048617918.1, XP_048606284.1, XP_048622376.1, XP_048630379.1, XP_048635896.1, XP_048615261.1, XP_048593658.1, XP_048592752.1	evm.model.RL_5.1553
OG0000117	XP_048633010.1	evm.model.RL_3.358
OG0000119	XP_048611665.1	evm.model.RL_5.2397
OG0000120	XP_048595818.1, XP_048626059.1, XP_013700597.2, XP_048595780.1	evm.model.RL_3.399, evm.model.RL_3.395
OG0000120	XP_048593515.1, XP_048621623.1, XP_013690264.1, XP_013739293.2, XP_048617643.1, XP_048617725.1, XP_048637971.1, XP_048617632.1	evm.model.RL_4.896, evm.model.RL_4.944, evm.model.RL_4.881, evm.model.RL_4.932
OG0000120	XP_022548769.1, XP_048623248.1	evm.model.RL_7.2421, evm.model.RL_7.2552, evm.model.RL_6.504
OG0000123	XP_048598539.1	evm.model.RL_5.1209
OG0000123	XP_013652310.2	evm.model.RL_5.1210
OG0000124	XP_048599877.1, XP_013680038.1, XP_013739146.1	evm.model.RL_3.893
OG0000124	XP_013703401.2, XP_013710827.1, XP_048594892.1, XP_013645068.1, XP_048625440.1, XP_013694405.2	evm.model.RL_4.540
OG0000125	XP_013724039.1, XP_048628026.1, XP_013680559.2, XP_013667165.1	evm.model.RL_4.1435
OG0000125	XP_013714507.1, XP_013712083.2	evm.model.RL_8.2069
OG0000125	XP_048610082.1, XP_013733819.1, XP_013647688.1, XP_013702707.1, XP_048633779.1	evm.model.RL_6.979
OG0000126	XP_048599896.1, XP_048599677.1, XP_022564357.2, XP_013646056.1, XP_048615725.1, XP_013751182.1, XP_048611801.1, XP_013645680.1, XP_048613149.1, XP_048605174.1, XP_022570246.1, XP_013726756.1, XP_048596505.1, XP_013751451.1, XP_048599899.1, XP_048613127.1, XP_022549188.2, XP_013699741.1, XP_022547811.1, XP_048634932.1, XP_013669342.1, XP_048605467.1, XP_022548959.1, XP_022543405.2, XP_048634967.1, XP_013728259.2, XP_013651076.1	evm.model.RL_1.2513
OG0000126	XP_013662639.1, XP_013689270.2, XP_013728260.1, XP_013689902.1, XP_013704251.1, XP_022567855.1, XP_013654696.1	evm.model.RL_6.543, evm.model.RL_3.859
OG0000127	XP_048624384.1	evm.model.RL_4.3345
OG0000127	XP_013732255.2	evm.model.RL_4.3343
OG0000127	XP_048635996.1, XP_048615291.1, XP_048634173.1, XP_013650485.1	evm.model.RL_1.822
OG0000128	XP_048608612.1	evm.model.RL_4.1217
OG0000128	XP_048619961.1	evm.model.RL_3.654
OG0000128	XP_048611509.1	evm.model.RL_5.2370
OG0000130	XP_048631499.1, XP_048628581.1, XP_048628582.1, XP_048631476.1, XP_048627746.1, XP_048627967.1, XP_048627968.1, XP_048611550.1, XP_048604950.1, XP_048629103.1, XP_048628150.1, XP_048631316.1, XP_048621905.1, XP_048623603.1, XP_048599843.1, XP_048604262.1, XP_048622059.1, XP_048611404.1, XP_022552326.1, XP_022552089.1, XP_048605542.1, XP_048627568.1, XP_048617047.1, XP_048614025.1, XP_048628611.1, XP_022557135.2, XP_048606240.1	evm.model.RL_6.625, evm.model.RL_6.679, evm.model.RL_1.2657, evm.model.RL_2.717, evm.model.RL_7.2033, evm.model.RL_2.727, evm.model.RL_6.626, evm.model.RL_4.730, evm.model.RL_2.674, evm.model.RL_6.690, evm.model.RL_5.2485, evm.model.RL_6.704, evm.model.RL_2.679, evm.model.RL_6.643, evm.model.RL_4.724, evm.model.RL_5.2503, evm.model.RL_6.691, evm.model.RL_6.707
OG0000132	XP_048592631.1, XP_048616656.1, XP_048596189.1, XP_013713021.2, XP_013644582.1, XP_048638584.1, XP_013733869.1, XP_048633159.1, XP_022570321.1, XP_048595243.1, XP_048627586.1, XP_022552664.1, XP_022558226.1, XP_022567202.1, XP_048621996.1, XP_048607190.1, XP_048627173.1, XP_048593587.1	evm.model.RL_8.1179
OG0000135	XP_013689648.1	evm.model.RL_5.2242
OG0000135	XP_048630530.1, XP_013707030.1, XP_048607650.1, XP_048613581.1, XP_048626626.1	evm.model.RL_4.523, evm.model.RL_3.1563
OG0000135	XP_013722991.2	evm.model.RL_3.1676, evm.model.RL_3.365, evm.model.RL_4.225
OG0000135	XP_013709231.1, XP_048594886.1, XP_022553965.2	evm.model.RL_5.2429
OG0000136	XP_048591378.1, XP_013645964.1, XP_013734124.1, XP_013667628.2, XP_013699285.2	evm.model.RL_3.1028
OG0000137	XP_048625125.1, XP_013713093.1, XP_048604869.1, XP_022570847.1, XP_048612488.1, XP_048622855.1, XP_048610170.1, XP_048599951.1, XP_022552119.1, XP_013672832.1, XP_013676966.2, XP_013641393.2, XP_013658059.2, XP_048634031.1, XP_048590805.1, XP_013724945.1, XP_048636952.1, XP_048631656.1, XP_048613388.1, XP_013709437.1, XP_048630338.1, XP_048630388.1, XP_048634920.1, XP_022546341.1, XP_013721216.1, XP_048612208.1, XP_013642218.1, XP_048633382.1, XP_022557441.1, XP_013652711.1	evm.model.RL_7.1543
OG0000137	XP_048612120.1	evm.model.RL_2.50
OG0000139	XP_048627494.1, XP_048628464.1, XP_048627285.1, XP_048627662.1, XP_048627660.1, XP_048608776.1, XP_048629572.1, XP_048627230.1, XP_048629903.1, XP_048629569.1, XP_048622676.1, XP_048629418.1, XP_048627546.1, XP_048627659.1, XP_048629977.1, XP_048611712.1	evm.model.RL_6.1684
OG0000139	XP_048616877.1, XP_048626074.1, XP_048631197.1, XP_022574458.2, XP_048599700.1, XP_013652100.2, XP_048627238.1, XP_048599872.1, XP_048617772.1	evm.model.RL_8.982
OG0000140	XP_013740286.2, XP_013681326.3, XP_048608044.1, XP_048630919.1	evm.model.RL_8.2003
OG0000142	XP_013734927.2, XP_013744626.2	evm.model.RL_6.1032
OG0000142	XP_022564993.1	evm.model.RL_6.1033
OG0000142	XP_013744244.1	evm.model.RL_6.1035
OG0000142	XP_013744231.2, XP_013744228.3	evm.model.RL_6.789, evm.model.RL_6.1159
OG0000143	XP_048635221.1, XP_048633217.1, XP_048618506.1, XP_048597070.1	evm.model.RL_8.1036
OG0000143	XP_048596379.1, XP_048591981.1, XP_048593244.1, XP_048598142.1	evm.model.RL_1.2794
OG0000144	XP_048591189.1, XP_048608091.1, XP_048623651.1	evm.model.RL_8.1451
OG0000145	XP_022552184.1	evm.model.RL_2.934
OG0000145	XP_013669496.2, XP_048622999.1, XP_013645531.2, XP_048615538.1, XP_048605737.1, XP_013704319.2, XP_013719210.1, XP_048605867.1, XP_048609993.1, XP_022557814.2, XP_048622774.1, XP_048633157.1, XP_048634906.1, XP_048602089.1, XP_048602087.1, XP_048596945.1, XP_048607526.1	evm.model.RL_8.608
OG0000147	XP_048590962.1, XP_048606560.1	evm.model.RL_1.3091
OG0000147	XP_013656312.2	evm.model.RL_2.2536
OG0000147	XP_048606815.1, XP_048603056.1, XP_048624774.1, XP_048598891.1	evm.model.RL_8.1812
OG0000147	XP_013726987.1, XP_013650334.2, XP_013648576.1	evm.model.RL_3.2406
OG0000147	XP_013681235.2, XP_048632582.1	evm.model.RL_1.2583
OG0000147	XP_048620974.1, XP_013664071.2	evm.model.RL_6.348
OG0000149	XP_048615922.1, XP_048606719.1	evm.model.RL_7.1737
OG0000149	XP_048601079.1	evm.model.RL_7.1739
OG0000150	XP_022551264.2, XP_048615138.1	evm.model.RL_7.1810
OG0000151	XP_013666811.1, XP_013714744.1	evm.model.RL_8.1422
OG0000151	XP_013750324.1, XP_013671658.1, XP_013712559.1, XP_013656387.1, XP_048626642.1	evm.model.RL_2.2307
OG0000151	XP_013736096.1, XP_048600778.1, XP_013696468.1, XP_013648126.1, XP_013750474.1	evm.model.RL_1.777
OG0000151	XP_022555445.1, XP_013741197.1, XP_013690523.1, XP_048593192.1	evm.model.RL_1.2853
OG0000151	XP_013685382.1, XP_013680464.1, XP_048598833.1, XP_013733435.1	evm.model.RL_8.1691
OG0000151	XP_013659307.2, XP_013675110.1, XP_013684904.1, XP_013750266.2	evm.model.RL_3.61
OG0000152	XP_022558237.1, XP_013680119.1, XP_048622801.1, XP_048611899.1, XP_022553260.1, XP_048604815.1, XP_048611415.1, XP_048623564.1, XP_022566227.2, XP_048601872.1, XP_048623645.1, XP_048609835.1, XP_048603127.1, XP_048609486.1, XP_048603122.1, XP_013684395.2, XP_048600462.1, XP_048600451.1, XP_048600538.1, XP_048604191.1, XP_048609038.1, XP_048609844.1, XP_048614714.1, XP_048614200.1, XP_013706323.1, XP_048612558.1, XP_022550713.1, XP_048604577.1, XP_048613034.1, XP_048618542.1, XP_048625770.1, XP_048612291.1, XP_048603571.1, XP_048613090.1, XP_048625013.1, XP_048626055.1, XP_048616617.1, XP_048616869.1, XP_048616543.1, XP_048618818.1, XP_048606691.1, XP_048626125.1, XP_048608938.1, XP_048610595.1, XP_048624702.1, XP_048601429.1, XP_022558865.2, XP_022565689.2, XP_022560790.2, XP_022554936.2, XP_048625850.1, XP_048602261.1, XP_048611203.1, XP_048625904.1, XP_048605452.1, XP_048625984.1, XP_048604589.1, XP_048608767.1, XP_048603702.1, XP_048630078.1, XP_048629704.1, XP_048603919.1, XP_048608148.1, XP_048605384.1, XP_048603742.1	evm.model.RL_7.117, evm.model.RL_2.778, evm.model.RL_2.919, evm.model.RL_5.2414, evm.model.RL_4.661, evm.model.RL_4.735, evm.model.RL_6.581, evm.model.RL_1.2711, evm.model.RL_2.713, evm.model.RL_2.777, evm.model.RL_6.572, evm.model.RL_8.1671, evm.model.RL_6.2907, evm.model.RL_4.1821, evm.model.RL_6.815, evm.model.RL_7.1603
