Orthogroup	Brassica_napus	Capsella_rubella
OG0000078	XP_013700526.1, XP_013650905.1, XP_013745380.1, XP_048637495.1, XP_013700179.1, XP_048605892.1, XP_048623590.1, XP_048611607.1, XP_013665097.1, XP_048622699.1, XP_022549656.1, XP_048609005.1, XP_048599720.1, XP_013739428.1, XP_048596368.1, XP_048623987.1, XP_048613524.1, XP_048620033.1, XP_022546375.1, XP_048628043.1, XP_048615664.1, XP_022576097.1, XP_048628042.1, XP_048603585.1, XP_048630261.1, XP_048634207.1, XP_048609229.1, XP_048591498.1, XP_048591499.1, XP_013654184.1, XP_048623523.1, XP_013681787.1, XP_048634099.1, XP_048611376.1, XP_022551141.2, XP_048617967.1, XP_048634792.1, XP_048592898.1, XP_013728224.3	XP_023634352.1
OG0000079	XP_013729190.1, XP_048595764.1	XP_006297834.2, XP_006297586.1
OG0000079	XP_013663684.1, XP_013686218.2	XP_023639082.1
OG0000079	XP_048593056.1, XP_048615760.1, XP_022573359.2, XP_013724447.1, XP_048593057.1, XP_013724445.1	XP_006292365.1
OG0000081	XP_013740482.1, XP_048608414.1	XP_006307735.2, XP_023634320.1
OG0000081	XP_048614723.1	XP_023633110.1, XP_023644526.1, XP_006304868.2
OG0000081	XP_022553283.1	XP_023636904.1
OG0000082	XP_048621527.1	XP_023642613.1
OG0000083	XP_013678470.2, XP_013674778.2, XP_022544744.2	XP_023643800.1
OG0000083	XP_048595388.1	XP_006299852.1
OG0000083	XP_013732405.3, XP_013732131.3	XP_023639559.1, XP_006293700.1, XP_006293701.1
OG0000084	XP_048612342.1	XP_006295595.1
OG0000084	XP_022558586.1, XP_048633679.1, XP_022574379.2	XP_006296376.2
OG0000084	XP_013716110.2, XP_048627361.1, XP_013729540.1	XP_006295555.1, XP_006294228.1
OG0000086	XP_048596830.1, XP_013654149.2, XP_048596828.1, XP_048596826.1, XP_048596831.1, XP_048596838.1, XP_048596825.1, XP_013670270.2, XP_048625411.1, XP_048625797.1, XP_048624818.1, XP_048624742.1, XP_048623032.1, XP_048624743.1, XP_048625421.1, XP_013670272.1, XP_048625417.1, XP_048596836.1, XP_048596827.1, XP_048596835.1, XP_013654809.1, XP_048596829.1, XP_048596834.1, XP_048596833.1, XP_048596839.1, XP_013654148.2, XP_048596832.1, XP_048596823.1, XP_013654807.2, XP_048596837.1, XP_013654814.2, XP_048596824.1	XP_006301805.1, XP_006301207.1, XP_006301336.1, XP_006301472.1, XP_006301343.1, XP_006301176.1, XP_006301855.1, XP_006306169.1, XP_006301107.1, XP_006301675.1, XP_006301967.1, XP_006301373.1, XP_006279222.1, XP_006279224.1, XP_006301148.1, XP_006300412.1, XP_006279227.1, XP_006301177.1, XP_006301746.1, XP_006301302.1, XP_006279223.1, XP_006281741.1
OG0000087	XP_022562884.1	XP_006287738.1
OG0000087	XP_013744215.1, XP_048609898.1, XP_013748897.2, XP_048630422.1, XP_013748912.1	XP_006294210.1
OG0000087	XP_013647839.1, XP_013642755.1, XP_013706649.2, XP_013642584.1, XP_048606695.1, XP_013642908.2, XP_013711754.2	XP_006292748.1, XP_006291122.1
OG0000087	XP_013727135.1, XP_013668012.1	XP_006289933.1
OG0000087	XP_048623521.1, XP_013730319.2, XP_048615524.1, XP_048595999.1, XP_013685704.1, XP_013723718.1, XP_048637415.1	XP_006281513.1
OG0000087	XP_013735145.1, XP_013671115.1, XP_013717468.1, XP_013737534.1	XP_006283733.1
OG0000087	XP_013702315.1, XP_013717905.1	XP_006302256.1
OG0000088	XP_013744164.1, XP_048633769.1, XP_013662951.2	XP_023640385.1, XP_006296540.2
OG0000088	XP_013691478.1, XP_013642657.2, XP_013696082.2, XP_048604148.1, XP_048596586.1, XP_013640522.2, XP_013682377.2, XP_013732525.1, XP_048600910.1, XP_013663313.2, XP_013682378.2	XP_023639002.1
OG0000088	XP_022570880.1, XP_013681867.2	XP_023637739.1
OG0000088	XP_013667304.2, XP_013703852.2	XP_006279102.2, XP_023636467.1, XP_023635698.1
OG0000088	XP_048637102.1, XP_013686530.2	XP_023644362.1
OG0000089	XP_013738692.2, XP_013680302.1, XP_013715593.1, XP_022570770.1, XP_048603560.1, XP_013678548.1	XP_006287952.1
OG0000089	XP_013744099.1, XP_013749375.1, XP_048635593.1, XP_013641664.1, XP_013684896.1, NP_001302489.1, XP_013736468.1	XP_006297920.1
OG0000089	XP_013750120.1, XP_022575481.1	XP_006297921.1
OG0000089	XP_022560353.2	XP_006291303.1
OG0000089	XP_013703107.1	XP_006282193.1, XP_006291307.1
OG0000090	XP_013642020.1, XP_013729969.1	XP_006304273.1
OG0000090	XP_013648765.1, XP_013721160.1, XP_013702919.2, XP_013717976.1, XP_013693443.1, XP_022551927.1	XP_006302938.1
OG0000090	XP_013685705.1, XP_022560926.1, XP_048630146.1, XP_013730312.2	XP_006305612.2
OG0000093	XP_048634291.1, XP_013691599.1, XP_013728903.1, XP_013691684.1	XP_006292664.2
OG0000093	XP_048596501.1, XP_048597205.1, XP_048597208.1, XP_013659934.2	XP_006293093.1
OG0000093	XP_022572075.2	XP_006292197.1
OG0000096	XP_048599796.1	XP_023643297.1
OG0000096	XP_048620183.1, XP_048620181.1	XP_006292432.2
OG0000096	XP_048631311.1, XP_013689048.2	XP_023638028.1, XP_006290453.2
OG0000096	XP_048603802.1	XP_006281971.1
OG0000096	XP_022543895.1	XP_006281861.1
OG0000096	XP_013693397.1, XP_013640980.2	XP_006303212.2
OG0000097	XP_013657561.2, XP_048621400.1, XP_022547315.1	XP_006288252.1
OG0000097	XP_048602514.1, XP_013712776.2	XP_023633387.1
OG0000097	XP_013664501.1, XP_048633521.1	XP_006288542.1
OG0000098	XP_048619287.1, XP_013719593.1, XP_048626041.1	XP_023644337.1
OG0000098	XP_048621297.1, XP_048597756.1	XP_023644396.1
OG0000099	XP_013691533.1, XP_013659324.1, XP_048627224.1	XP_023637360.1, XP_023637436.1, XP_006301961.2
OG0000100	XP_013713263.2	XP_006295777.2
OG0000100	XP_013713551.2, XP_048593370.1	XP_023638959.1
OG0000100	XP_048603946.1, XP_048634174.1, XP_048596311.1, XP_048635135.1, XP_013669286.1, XP_048633624.1, XP_048629256.1, XP_048603773.1, XP_013679697.2, XP_013651260.3, XP_022545177.1, XP_022569820.1, XP_022569768.2, XP_048605404.1, XP_013654482.2, XP_048622637.1, XP_048637499.1, XP_013704223.1, XP_013679255.2, XP_048611897.1, XP_048611454.1, XP_048623692.1, XP_048622875.1, XP_013732922.2, XP_013654546.1, XP_048611455.1, XP_048633335.1, XP_048596345.1, XP_013729858.2, XP_048591480.1	XP_023636075.1, XP_006286839.2, XP_006285607.2
OG0000100	XP_048613144.1	XP_023636052.1
OG0000101	XP_048625969.1	XP_023641940.1
OG0000101	XP_013661555.1	XP_006301998.2
OG0000104	XP_048597860.1	XP_023645280.1
OG0000104	XP_048592849.1	XP_023639964.1, XP_006296547.2, XP_006296171.1
OG0000104	XP_013641320.1	XP_023645616.1
OG0000104	XP_013739506.2, XP_048609186.1	XP_006299926.1
OG0000104	XP_048630244.1	XP_023643521.1
OG0000106	XP_022549816.1, XP_013724543.2, XP_048630737.1, XP_013732001.1	XP_006297893.1
OG0000106	XP_048601271.1, XP_048601277.1, XP_013733328.3, XP_048592492.1	XP_006289071.1, XP_006289116.1
OG0000106	XP_048600690.1, XP_048600692.1, XP_048627462.1, XP_048600689.1, XP_048600029.1, XP_013730902.2	XP_006301737.1
OG0000107	XP_013741568.1, XP_013746885.2, XP_048632489.1	XP_006300030.1, XP_006297457.1
OG0000107	XP_048626537.1	XP_006299861.1
OG0000107	XP_013654654.2, XP_013710374.1, XP_013665759.2	XP_006290930.1
OG0000108	XP_013647147.2	XP_006305026.1
OG0000108	XP_048591517.1, XP_013738590.1, XP_013654138.2, XP_048597131.1, XP_013679734.2, XP_013665891.1	XP_006292655.1
OG0000110	XP_013648313.1, XP_048591595.1, XP_013724438.1	XP_006291045.1
OG0000110	XP_048620750.1, XP_013663751.2, XP_013724437.1	XP_006290900.1
OG0000110	XP_013724441.1, XP_048591598.1, XP_013724449.1	XP_006291075.1
OG0000110	XP_013651996.2, XP_048617731.1	XP_023639093.1, XP_023639092.1
OG0000111	XP_013742754.2, XP_048630010.1, XP_048636944.1, XP_022571049.1	XP_006283852.1, XP_023634364.1
OG0000111	XP_022546436.2	XP_023633936.1
OG0000111	XP_048630110.1, XP_048630070.1	XP_006285184.2
OG0000111	XP_048597120.1, XP_022571256.1, XP_013708223.1, XP_048620603.1, XP_048597109.1, XP_048620602.1, XP_013690802.1, XP_013707956.2, XP_048597113.1, XP_048620623.1, XP_022546856.2, XP_048597111.1	XP_006291215.1
OG0000112	XP_048608347.1, XP_013679348.1, XP_048608346.1	XP_006282356.1, XP_006289168.1
OG0000113	XP_013644478.1, XP_048595848.1, XP_013659064.1	XP_006282489.2
OG0000113	XP_013751710.1, XP_022545824.1	XP_023639286.1
OG0000114	XP_048620720.1	XP_006286802.2
OG0000114	XP_013649086.2	XP_023640358.1
OG0000114	XP_013742280.2, XP_048601725.1, XP_013750066.1, XP_048602540.1, XP_013742273.2, XP_048591888.1	XP_023643420.1, XP_023643303.1, XP_023643595.1
OG0000115	XP_048604190.1, XP_048612682.1, XP_048614070.1, XP_048600458.1, XP_048609622.1, XP_048628466.1, XP_048615956.1, XP_013733314.2, XP_048638551.1, XP_048621056.1, XP_022546450.2, XP_048638438.1, XP_048599605.1, XP_048608906.1, XP_048618571.1, XP_048629114.1, XP_013691274.1, XP_048602817.1, XP_048603175.1, XP_013718387.1, XP_048612044.1, XP_048623554.1, XP_022565249.1, XP_048630961.1, XP_048590938.1, XP_048591102.1, XP_048624029.1, XP_013738579.2, XP_048636801.1, XP_048633066.1, XP_048594870.1, XP_048630550.1, XP_022570997.1	XP_023636868.1
OG0000115	XP_048613922.1, XP_048622257.1, XP_048618879.1, XP_048638478.1, XP_048618733.1, XP_048592681.1, XP_048623304.1, XP_048591398.1, XP_048634318.1, XP_048630903.1, XP_022559336.2, XP_022571250.1, XP_048614657.1, XP_022549921.2, XP_048633085.1, XP_048616056.1, XP_013691285.2, XP_013694542.2, XP_048622340.1, XP_048614959.1, XP_048593342.1, XP_048610450.1, XP_048597019.1, XP_048592782.1, XP_022547568.1, XP_048637863.1, XP_048621432.1, XP_048590965.1, XP_048633091.1, XP_048622516.1, XP_048621767.1, XP_013709400.1	XP_023642374.1, XP_023645930.1, XP_023639647.1, XP_023636056.1, XP_023635040.1, XP_023632737.1
OG0000116	XP_022544167.1, XP_048608432.1, XP_048638188.1, XP_013716376.1, XP_022550104.1, XP_022556923.1, XP_048593732.1, XP_022556736.1, XP_022549872.2, XP_022575985.1, XP_048625853.1, XP_048617918.1, XP_048606284.1, XP_048622376.1, XP_048630379.1, XP_048635896.1, XP_048615261.1, XP_048593658.1, XP_048592752.1	XP_023643610.1, XP_023632899.1, XP_023642575.1, XP_023637419.1
OG0000118	XP_013721571.1, XP_013653227.2, XP_022559841.1, XP_048593021.1, XP_048625105.1, XP_048598243.1, XP_048599293.1, XP_013696139.2, XP_013665018.2, XP_048620842.1, XP_013658816.2	XP_006289226.1, XP_006289953.1, XP_006289914.1
OG0000119	XP_048608170.1, XP_013725180.1, XP_048627629.1, XP_048611711.1, XP_048620164.1, XP_048611930.1, XP_013729112.1, XP_013689486.1, XP_022570381.2, XP_048629988.1, XP_013669078.1, XP_013708039.1, XP_048624841.1	XP_023644479.1, XP_023640329.1, XP_023634312.1, XP_023639187.1, XP_006281259.1
OG0000120	XP_048595818.1, XP_048626059.1, XP_013700597.2, XP_048595780.1	XP_006301308.1, XP_006301329.1
OG0000120	XP_048593515.1, XP_048621623.1, XP_013690264.1, XP_013739293.2, XP_048617643.1, XP_048617725.1, XP_048637971.1, XP_048617632.1	XP_006281901.1
OG0000120	XP_022548769.1, XP_048623248.1	XP_006296511.1, XP_023644285.1, XP_023644286.1
OG0000121	XP_013695053.2, XP_013690266.1, XP_013668669.1, XP_022553136.2, XP_022563910.2, XP_022552395.2, XP_048631154.1, XP_013718588.1, XP_048624028.1, XP_013726245.1, XP_048605538.1, XP_022545100.2, XP_022573124.1, XP_048605920.1, XP_048591509.1, XP_048615713.1, XP_048596850.1, XP_048627720.1, XP_048634914.1, XP_048596457.1, XP_013656488.2, XP_048634150.1, XP_048596346.1, XP_048609702.1, XP_048611359.1, XP_022568572.1, XP_048609293.1, XP_048608012.1, XP_048605794.1, XP_013674466.2, XP_013688932.2, XP_022546232.1, XP_013650539.2, XP_013717358.1, XP_048615817.1, XP_013727202.2, XP_013731828.1, XP_048613109.1, XP_022552191.1, XP_013721690.2, XP_013719393.1, XP_013745160.1, XP_013721575.2, XP_013645381.2, XP_022550748.2, XP_013704361.1, XP_013746129.1, XP_022560081.1, XP_013694381.2, XP_048620143.1, XP_048637582.1, XP_013658312.2, XP_013679848.2, XP_048605772.1, XP_048622790.1, XP_048608746.1, XP_013724265.2, XP_022552461.1, XP_022570998.1, XP_048630551.1, XP_048598094.1, XP_013699659.2, XP_048613166.1, XP_048599660.1, XP_013694678.1, XP_048620850.1, XP_013688998.1, XP_013658407.2, XP_013648581.2, XP_013650410.1, XP_048624022.1, XP_013718388.1	XP_023633453.1, XP_023636064.1, XP_023644445.1, XP_023634293.1, XP_023644415.1, XP_023641261.1
OG0000121	XP_048604695.1	XP_023644221.1
OG0000122	XP_013725365.1, XP_013714453.2, XP_048605308.1, XP_048629042.1, XP_048608260.1, XP_048621011.1, XP_048605309.1, XP_048624005.1	XP_023633416.1
OG0000122	XP_013700096.2, XP_022570740.2, XP_022570742.2	XP_006281577.2
OG0000123	XP_048598539.1	XP_006303793.1
OG0000123	XP_013655114.1, XP_013681615.1	XP_006306328.1, XP_006304016.1
OG0000123	XP_048615718.1	XP_023634253.1
OG0000124	XP_013703401.2, XP_013710827.1, XP_048594892.1, XP_013645068.1, XP_048625440.1, XP_013694405.2	XP_023644493.1
OG0000124	XP_013650484.1, XP_048599387.1, XP_013709144.1	XP_023641922.1
OG0000125	XP_013678311.1, XP_013661166.1, XP_013742587.1, XP_013737891.1, XP_013651899.1	XP_006292034.1
OG0000125	XP_013724039.1, XP_048628026.1, XP_013680559.2, XP_013667165.1	XP_006289049.1
OG0000125	XP_013714507.1, XP_013712083.2	XP_006292858.1, XP_006281264.1
OG0000126	XP_048599896.1, XP_048599677.1, XP_022564357.2, XP_013646056.1, XP_048615725.1, XP_013751182.1, XP_048611801.1, XP_013645680.1, XP_048613149.1, XP_048605174.1, XP_022570246.1	XP_023640331.1, XP_023640343.1, XP_023644467.1
OG0000126	XP_013662639.1, XP_013689270.2, XP_013728260.1, XP_013689902.1, XP_013704251.1, XP_022567855.1, XP_013654696.1	XP_023640332.1
OG0000127	XP_048624384.1	XP_006287625.1
OG0000127	XP_013732255.2	XP_006289415.1
OG0000127	XP_048635996.1, XP_048615291.1, XP_048634173.1, XP_013650485.1	XP_006300213.2
OG0000127	XP_022558142.1	XP_023646069.1
OG0000128	XP_048608612.1	XP_023644425.1
OG0000131	XP_013668985.1, XP_048623579.1, XP_048613240.1, XP_048620116.1, XP_048620171.1, XP_013715895.2, XP_048596584.1, XP_013668793.1, XP_048615815.1, XP_013669219.1, XP_013689901.2, XP_048621005.1, XP_048616096.1, XP_048590892.1, XP_048611681.1	XP_006301152.1
OG0000135	XP_013709231.1, XP_048594886.1, XP_022553965.2	XP_023634595.1
OG0000136	XP_013645964.1	XP_006302616.1
OG0000137	XP_048625125.1, XP_013713093.1, XP_048604869.1, XP_022570847.1, XP_048612488.1, XP_048622855.1, XP_048610170.1, XP_048599951.1, XP_022552119.1, XP_013672832.1, XP_013676966.2, XP_013641393.2, XP_013658059.2, XP_048634031.1, XP_048590805.1, XP_013724945.1, XP_048636952.1, XP_048631656.1, XP_048613388.1, XP_013709437.1, XP_048630338.1, XP_048630388.1, XP_048634920.1, XP_022546341.1, XP_013721216.1, XP_048612208.1, XP_013642218.1, XP_048633382.1, XP_022557441.1	XP_023638979.1
OG0000137	XP_048626902.1	XP_023644078.1
OG0000137	XP_048612120.1	XP_023635269.1
OG0000138	XP_048615898.1	XP_023638093.1
OG0000138	XP_013689399.2, XP_022545049.2	XP_006282515.2
OG0000138	XP_013693477.2	XP_023639004.1
OG0000138	XP_013644477.2, XP_013703822.2	XP_006291108.1, XP_023639277.1, XP_023638690.1
OG0000139	XP_048610802.1, XP_048627922.1	XP_023642220.1, XP_023645695.1
OG0000140	XP_013740286.2, XP_013681326.3, XP_048608044.1, XP_048630919.1	XP_023641991.1
OG0000140	XP_048606408.1, XP_013713879.2, XP_048604485.1, XP_048606386.1, XP_013674904.1, XP_013733786.2, XP_048604591.1, XP_022556278.2, XP_013743782.2	XP_023640932.1, XP_023642636.1, XP_023640928.1
OG0000140	XP_013729602.1, XP_022549051.2	XP_006280067.1, XP_006280069.1
OG0000142	XP_013734924.2, XP_013742138.2, XP_013747160.2, XP_013747158.2, XP_013744248.1	XP_023639909.1, XP_023640029.1
OG0000142	XP_048636850.1	XP_023639834.1
OG0000142	XP_013744231.2, XP_013744228.3	XP_006294819.1
OG0000143	XP_048635221.1, XP_048633217.1, XP_048618506.1, XP_048597070.1	XP_023644612.1
OG0000144	XP_048608091.1	XP_006288329.2
OG0000145	XP_048615635.1, XP_048618180.1, XP_048614542.1, XP_048616620.1, XP_022552184.1, XP_048606155.1, XP_048618350.1	XP_023637080.1
OG0000145	XP_048591580.1, XP_048613494.1	XP_023634435.1
OG0000146	XP_022568478.2, XP_022573244.1, XP_048607276.1, XP_013681201.2	XP_006280761.2
OG0000146	XP_048607272.1, XP_013680812.1, XP_013652138.1, XP_013665788.1	XP_006280742.1
OG0000146	XP_013705645.2, XP_013665791.2, XP_048629397.1	XP_006281729.1
OG0000146	XP_013683699.1, XP_013665789.1, XP_013665790.1, XP_013651101.2	XP_023637930.1, XP_006281726.2
OG0000146	XP_013646341.2, XP_022573245.1	XP_006281991.1
OG0000146	XP_013718411.1, XP_013725782.1	XP_023633411.1
OG0000147	XP_013652767.1, XP_013652756.1, XP_048625859.1, XP_013738909.2	XP_006296920.1
OG0000147	XP_013656312.2	XP_006282542.1
OG0000147	XP_048606815.1, XP_048603056.1, XP_048624774.1, XP_048598891.1	XP_006282289.1
OG0000147	XP_013726987.1, XP_013650334.2, XP_013648576.1	XP_023643729.1
OG0000147	XP_013701019.2	XP_006279360.1
OG0000147	XP_013681235.2, XP_048632582.1	XP_006279406.1
OG0000147	XP_048620974.1, XP_013664071.2	XP_006293643.2
OG0000149	XP_048598964.1, XP_048602609.1, XP_013682314.2, XP_013682101.1, XP_022551617.2, XP_013682103.1, XP_013732617.1, XP_013681735.2	XP_023639042.1
OG0000149	XP_048604618.1, XP_048602607.1	XP_023638653.1
OG0000149	XP_048601079.1	XP_006292697.1
OG0000150	XP_022551264.2, XP_048615138.1	XP_023638901.1
OG0000150	XP_022557713.2, XP_013745990.2	XP_006293090.1, XP_023638900.1, XP_023639195.1
OG0000151	XP_013666811.1, XP_013714744.1	XP_006281266.1
OG0000151	XP_013750324.1, XP_013671658.1	XP_006284700.1
OG0000151	XP_013736096.1, XP_048600778.1, XP_013696468.1, XP_013648126.1, XP_013750474.1	XP_006298742.1
OG0000151	XP_022555445.1, XP_013741197.1, XP_013690523.1, XP_048593192.1	XP_006298751.1
OG0000151	XP_013685382.1, XP_013680464.1, XP_048598833.1, XP_013733435.1	XP_006281239.2
OG0000152	XP_048627744.1, XP_048627645.1, XP_048628764.1, XP_048611409.1, XP_013654390.1	XP_023632652.1
OG0000154	XP_013682918.2, XP_048622370.1, XP_013702845.1, XP_013692504.2, XP_013641680.1	XP_006306285.1
OG0000154	XP_013673168.1, XP_013646788.2	XP_006297173.1
OG0000154	XP_048614596.1, XP_048596233.1, XP_013655775.2, XP_013685168.1, XP_013736813.2	XP_006287234.1
OG0000154	XP_013661106.1, NP_001302519.1, XP_048624365.1, XP_013656843.2, XP_048598646.1	XP_006290203.1
OG0000155	XP_048598681.1, XP_048600242.1, XP_013705446.2, XP_013741574.2	XP_006286160.1
OG0000155	XP_048634505.1	XP_006289794.2
OG0000155	XP_013724354.2, XP_013683763.2, XP_013722430.3, XP_022560648.2, XP_022544794.2, XP_022544795.2	XP_023643783.1
OG0000155	XP_013734858.2, XP_048601553.1	XP_023634855.1
OG0000155	XP_013695739.1	XP_006300024.2
OG0000155	XP_048616159.1	XP_023640442.1
OG0000156	XP_013689481.2, XP_013745192.3	XP_006292819.2
OG0000156	XP_013691241.1	XP_023640163.1, XP_023640606.1
OG0000156	XP_013749648.1, XP_013688285.1	XP_023640714.1
OG0000156	XP_013688286.1, XP_013749646.1	XP_006307271.1, XP_023641004.1
OG0000156	XP_013710705.2	XP_006293280.2
OG0000157	XP_048596064.1, XP_048614930.1, XP_048596921.1, XP_013650950.1, XP_013739346.2	XP_023634338.1, XP_023640365.1, XP_006290039.1
OG0000158	XP_013673631.3, XP_048617259.1	XP_023635458.1
OG0000160	XP_013739955.2, XP_048590927.1, XP_048596314.1	XP_006304881.2
OG0000160	XP_048599619.1, XP_048615915.1, XP_048613260.1	XP_023643350.1
OG0000161	XP_048627955.1, XP_048603220.1, XP_048627950.1, XP_048603222.1, XP_048627949.1	XP_023640860.1, XP_023640089.1
OG0000161	XP_048604730.1, XP_013699317.2	XP_023644191.1
OG0000161	XP_048636143.1, XP_048614546.1	XP_023644190.1
OG0000162	XP_013708176.1, XP_013670399.1	XP_006292318.1
OG0000162	XP_013701394.2, XP_048591524.1	XP_006293283.1
OG0000162	XP_013702986.2	XP_006302230.1
OG0000164	XP_022561173.2, XP_022573474.2	XP_006285583.1, XP_006303757.2
OG0000164	XP_022556198.2, XP_013653066.2, XP_048590740.1	XP_023633845.1
OG0000164	XP_022553608.2, XP_022546347.1, XP_022544061.2, XP_013675514.2, XP_048593816.1, XP_013665120.2	XP_006285590.2
OG0000167	XP_013672715.1, XP_013734245.1	XP_023634123.1
OG0000167	XP_013718480.1	XP_023634326.1, XP_006282799.2, XP_023635153.1, XP_023644224.1
OG0000167	XP_013674586.2, XP_013669834.2	XP_023633844.1
OG0000169	XP_022555007.2, XP_048603615.1	XP_006300680.2
OG0000169	XP_022573898.2	XP_023640242.1
OG0000169	XP_013681623.1	XP_006282538.1
OG0000169	XP_048633706.1, XP_048612410.1	XP_023640244.1, XP_023639378.1
OG0000171	XP_013649048.1, XP_013743696.1	XP_006302886.1
OG0000171	XP_013712780.1, XP_022549246.1	XP_023635842.1
OG0000172	XP_013718167.3, XP_013646102.2	XP_023639081.1
OG0000172	XP_048635170.1, XP_022558856.1	XP_023639085.1
OG0000173	XP_048600381.1, XP_048612444.1, XP_048599290.1, XP_013745323.2	XP_023642043.1
OG0000173	XP_048620631.1	XP_023641904.1
OG0000173	XP_013654994.3, XP_048629892.1, XP_022553448.2, XP_048602627.1	XP_023641912.1
OG0000173	XP_048622719.1, XP_048634947.1, XP_048596689.1, XP_048623985.1, XP_013723174.2, XP_048613898.1, XP_048613890.1	XP_023633335.1
OG0000174	XP_013659739.2, XP_048613268.1, XP_048623662.1, XP_013700453.1, XP_048605528.1, XP_048601518.1, XP_048613197.1, XP_048604705.1, XP_048622670.1, XP_048611492.1, XP_048611734.1, XP_048593436.1, XP_048623561.1, XP_048613363.1, XP_048605754.1, XP_048605878.1, XP_048611840.1, XP_048624058.1, XP_048623562.1, XP_048604626.1, XP_048623631.1, XP_048623787.1, XP_048624055.1, XP_048604793.1, XP_048615850.1, XP_048605376.1, XP_048598072.1, XP_048611733.1, XP_048605499.1, XP_048622843.1, XP_048604760.1, XP_048620031.1, XP_048605508.1, XP_048623899.1, XP_048613999.1	XP_023634620.1, XP_023640324.1, XP_023636043.1, XP_023644465.1, XP_023634282.1, XP_023636047.1, XP_023644478.1, XP_023641994.1, XP_023634071.1, XP_023644460.1, XP_023644466.1, XP_023645651.1, XP_023640333.1, XP_023634058.1, XP_023634063.1, XP_023636059.1, XP_023634278.1, XP_023644457.1
